Orthogroup	DKIK.longest_only	ASTE.longest_only
OG0007397	LOC108077320|XP_017026097.1|DKIK	LOC118504536|XP_035894992.1|ASTE
OG0007398	LOC108072966|XP_017019886.1|DKIK	LOC118505854|XP_035898127.1|ASTE
OG0007399	LOC108074943|XP_017022663.1|DKIK	LOC118505855|XP_035898129.1|ASTE
OG0007400	LOC108084623|XP_017036404.1|DKIK	LOC118509347|XP_035905758.1|ASTE
OG0007401	LOC108079995|XP_017030050.1|DKIK	LOC118511198|XP_035909864.1|ASTE, LOC118517343|XP_035919221.1|ASTE
OG0007402	LOC108084377|XP_017036052.1|DKIK	LOC118510985|XP_035909388.1|ASTE
OG0007404	LOC108084368|XP_017036038.1|DKIK	LOC118510978|XP_035909372.1|ASTE
OG0007405	LOC108071307|XP_017017502.1|DKIK	LOC118510979|XP_035909373.1|ASTE
OG0007406	LOC108081142|XP_017031669.1|DKIK	LOC118511183|XP_035909832.1|ASTE
OG0007407	LOC108074432|XP_017021963.1|DKIK	LOC118510927|XP_035909231.1|ASTE
OG0007408	LOC108085549|XP_017037674.1|DKIK	LOC118511398|XP_035910325.1|ASTE
OG0007409	LOC108077145|XP_017025854.1|DKIK	LOC118510953|XP_035909291.1|ASTE
OG0007410	LOC108083873|XP_017035351.1|DKIK	LOC118504266|XP_035894388.1|ASTE
OG0007411	LOC108084645|XP_017036425.1|DKIK	LOC118504273|XP_035894400.1|ASTE
OG0007412	LOC108079947|XP_017029991.1|DKIK	LOC118504271|XP_035894398.1|ASTE
OG0007413	LOC108085140|XP_017037148.1|DKIK	LOC118503642|XP_035893036.1|ASTE
OG0007414	LOC108080393|XP_017030610.1|DKIK	LOC118517702|XP_035920026.1|ASTE
OG0007415	LOC108083376|XP_017034611.1|DKIK	LOC118512406|XP_035912690.1|ASTE
OG0007416	LOC108080516|XP_017030784.1|DKIK	LOC118512398|XP_035912673.1|ASTE
OG0007417	LOC108071235|XP_017017407.1|DKIK	LOC118512409|XP_035912697.1|ASTE
OG0007418	LOC108073017|XP_017019964.1|DKIK	LOC118512412|XP_035912702.1|ASTE
OG0007419	LOC108077786|XP_017026776.1|DKIK	LOC118517717|XP_035920055.1|ASTE
OG0007420	LOC108078259|XP_017027486.1|DKIK	LOC118512425|XP_035912722.1|ASTE
OG0007421	LOC108071685|XP_017017978.1|DKIK	LOC118505383|XP_035896978.1|ASTE
OG0007422	LOC108085751|XP_017037976.1|DKIK	LOC118508218|XP_035903697.1|ASTE
OG0007423	LOC108083835|XP_017035301.1|DKIK	LOC118508216|XP_035903690.1|ASTE
OG0007424	LOC108083090|XP_017034227.1|DKIK	LOC118504881|XP_035895830.1|ASTE
OG0007425	LOC108083243|XP_017034438.1|DKIK	LOC118506009|XP_035898486.1|ASTE
OG0007426	LOC108071803|XP_017018183.1|DKIK	LOC118506004|XP_035898482.1|ASTE
OG0007427	LOC108076077|XP_017024277.1|DKIK	LOC118506016|XP_035898495.1|ASTE
OG0007428	LOC108083442|XP_017034687.1|DKIK	LOC118511568|XP_035910701.1|ASTE
OG0007429	LOC108085168|XP_017037189.1|DKIK	LOC118504230|XP_035894340.1|ASTE
OG0007430	LOC108071518|XP_017017776.1|DKIK	LOC118506160|XP_035898824.1|ASTE
OG0007431	LOC108077172|XP_017025897.1|DKIK	LOC118506159|XP_035898823.1|ASTE
OG0007432	LOC108072658|XP_017019384.1|DKIK	LOC118508402|XP_035904056.1|ASTE
OG0007433	LOC108083488|XP_017034775.1|DKIK	LOC118503486|XP_035892681.1|ASTE
OG0007434	LOC108073961|XP_017021287.1|DKIK	LOC118504010|XP_035893859.1|ASTE
OG0007435	LOC108073971|XP_017021303.1|DKIK	LOC118504012|XP_035893867.1|ASTE
OG0007436	LOC108075094|XP_017022866.1|DKIK	LOC118504028|XP_035893901.1|ASTE
OG0007437	LOC108072720|XP_017019468.1|DKIK	LOC118504042|XP_035893933.1|ASTE
OG0007438	LOC108083055|XP_017034173.1|DKIK	LOC118504283|XP_035894451.1|ASTE
OG0007439	LOC108079285|XP_017029071.1|DKIK	LOC118507604|XP_035902170.1|ASTE
OG0007440	LOC108074211|XP_017021639.1|DKIK	LOC118505787|XP_035897989.1|ASTE
OG0007441	LOC108082536|XP_017033460.1|DKIK	LOC118507264|XP_035901447.1|ASTE
OG0007442	LOC108084849|XP_017036717.1|DKIK	LOC118503273|XP_035892239.1|ASTE
OG0007443	LOC108076390|XP_017024716.1|DKIK	LOC118507273|XP_035901470.1|ASTE
OG0007444	LOC108076419|XP_017024749.1|DKIK	LOC118507411|XP_035901765.1|ASTE
OG0007445	LOC108076418|XP_017024747.1|DKIK	LOC118503990|XP_035893832.1|ASTE
OG0007446	LOC108082812|XP_017033860.1|DKIK	LOC118507406|XP_035901757.1|ASTE
OG0007447	LOC108074278|XP_017021743.1|DKIK	LOC118503991|XP_035893833.1|ASTE
OG0007448	LOC108078486|XP_017027858.1|DKIK	LOC118503917|XP_035893611.1|ASTE
OG0007449	LOC108073778|XP_017021034.1|DKIK	LOC118503714|XP_035893170.1|ASTE
OG0007450	LOC108081392|XP_017032039.1|DKIK	LOC118503720|XP_035893215.1|ASTE
OG0007451	LOC108083657|XP_017035017.1|DKIK	LOC118505962|XP_035898390.1|ASTE
OG0007452	LOC108083656|XP_017035016.1|DKIK	LOC118505959|XP_035898386.1|ASTE
OG0007453	LOC108073954|XP_017021269.1|DKIK	LOC118507158|XP_035901101.1|ASTE
OG0007454	LOC108083101|XP_017034247.1|DKIK	LOC118506215|XP_035898929.1|ASTE
OG0007455	LOC108076622|XP_017025037.1|DKIK	LOC118503480|XP_035892673.1|ASTE
OG0007456	LOC108083446|XP_017034699.1|DKIK	LOC118508084|XP_035903452.1|ASTE
OG0007457	LOC108073949|XP_017021254.1|DKIK	LOC118503318|XP_035892350.1|ASTE
OG0007458	LOC108074645|XP_017022287.1|DKIK	LOC118504032|XP_035893909.1|ASTE
OG0007459	LOC108083675|XP_017035041.1|DKIK	LOC118504026|XP_035893899.1|ASTE
OG0007460	LOC108078277|XP_017027518.1|DKIK	LOC118504024|XP_035893896.1|ASTE
OG0007461	LOC108075239|XP_017023084.1|DKIK	LOC118507977|XP_035903217.1|ASTE
OG0007462	LOC108074018|XP_017021374.1|DKIK	LOC118502350|XP_035890425.1|ASTE
OG0007463	LOC108074017|XP_017021373.1|DKIK	LOC118517741|XP_035920079.1|ASTE
OG0007464	LOC108074992|XP_017022712.1|DKIK	LOC118505315|XP_035896846.1|ASTE
OG0007465	LOC108070447|XP_017016415.1|DKIK	LOC118508068|XP_035903418.1|ASTE
OG0007466	LOC108073080|XP_017020035.1|DKIK	LOC118503503|XP_035892732.1|ASTE
OG0007468	LOC108076511|XP_017024906.1|DKIK	LOC118503976|XP_035893804.1|ASTE
OG0007469	LOC108080582|XP_017030876.1|DKIK	LOC118503997|XP_035893841.1|ASTE
OG0007470	LOC108075926|XP_017024050.1|DKIK	LOC118503478|XP_035892670.1|ASTE
OG0007471	LOC108076122|XP_017024340.1|DKIK	LOC118507983|XP_035903240.1|ASTE
OG0007472	LOC108074141|XP_017021529.1|DKIK	LOC118504030|XP_035893903.1|ASTE
OG0007473	LOC108075020|XP_017022761.1|DKIK	LOC118517644|XP_035919858.1|ASTE
OG0007474	LOC108078545|XP_017027949.1|DKIK	LOC118503329|XP_035892371.1|ASTE
OG0007475	LOC108079114|XP_017028843.1|DKIK	LOC118505976|XP_035898422.1|ASTE
OG0007476	LOC108083552|XP_017034889.1|DKIK	LOC118510918|XP_035909216.1|ASTE
OG0007477	LOC108083459|XP_017034720.1|DKIK	LOC118508198|XP_035903656.1|ASTE
OG0007478	LOC108077163|XP_017025887.1|DKIK	LOC118508193|XP_035903649.1|ASTE
OG0007479	LOC108076105|XP_017024318.1|DKIK	LOC118505309|XP_035896840.1|ASTE
OG0007480	LOC108081274|XP_017031860.1|DKIK	LOC118508556|XP_035904341.1|ASTE
OG0007481	LOC108072660|XP_017019382.1|DKIK	LOC118505333|XP_035896875.1|ASTE
OG0007482	LOC108079635|XP_017029509.1|DKIK	LOC118503949|XP_035893727.1|ASTE
OG0007483	LOC108085162|XP_017037183.1|DKIK	LOC118504776|XP_035895597.1|ASTE
OG0007484	LOC108079954|XP_017030002.1|DKIK	LOC118503902|XP_035893585.1|ASTE
OG0007485	LOC108074232|XP_017021664.1|DKIK	LOC118503905|XP_035893590.1|ASTE
OG0007486	LOC108080015|XP_017030071.1|DKIK	LOC118503955|XP_035893736.1|ASTE
OG0007487	LOC108082655|XP_017033641.1|DKIK	LOC118503954|XP_035893732.1|ASTE
OG0007488	LOC108075024|XP_017022767.1|DKIK	LOC118517650|XP_035919871.1|ASTE
OG0007489	LOC108081116|XP_017031607.1|DKIK	LOC118512379|XP_035912640.1|ASTE
OG0007490	LOC108079213|XP_017028979.1|DKIK	LOC118509901|XP_035907053.1|ASTE
OG0007491	LOC108080505|XP_017030763.1|DKIK	LOC118504880|XP_035895829.1|ASTE
OG0007492	LOC108081333|XP_017031963.1|DKIK	LOC118507217|XP_035901210.1|ASTE
OG0007493	LOC108084674|XP_017036491.1|DKIK	LOC118510091|XP_035907400.1|ASTE
OG0007494	LOC108077136|XP_017025837.1|DKIK	LOC118510297|XP_035907814.1|ASTE
OG0007495	LOC108079149|XP_017028885.1|DKIK	LOC118507211|XP_035901193.1|ASTE
OG0007496	LOC108083061|XP_017034184.1|DKIK	LOC118504112|XP_035894093.1|ASTE
OG0007497	LOC108071949|XP_017018404.1|DKIK	LOC118504113|XP_035894097.1|ASTE
OG0007498	LOC108083091|XP_017034228.1|DKIK	LOC118512314|XP_035912458.1|ASTE
OG0007499	LOC108083264|XP_017034462.1|DKIK	LOC118512351|XP_035912545.1|ASTE
OG0007500	LOC108083265|XP_017034463.1|DKIK	LOC118510929|XP_035909240.1|ASTE
OG0007501	LOC108083320|XP_017034551.1|DKIK	LOC118503884|XP_035893531.1|ASTE
OG0007502	LOC108071387|XP_017017620.1|DKIK	LOC118504123|XP_035894107.1|ASTE
OG0007503	LOC108077222|XP_017025969.1|DKIK	LOC118504063|XP_035893992.1|ASTE
OG0007504	LOC108075113|XP_017022884.1|DKIK	LOC118504106|XP_035894086.1|ASTE
OG0007505	LOC108072817|XP_017019599.1|DKIK	LOC118504061|XP_035893988.1|ASTE
OG0007506	LOC108072760|XP_017019522.1|DKIK	LOC118504094|XP_035894069.1|ASTE
OG0007507	LOC108074599|XP_017022204.1|DKIK	LOC118504156|XP_035894177.1|ASTE
OG0007508	LOC108074587|XP_017022183.1|DKIK	LOC118512348|XP_035912535.1|ASTE
OG0007509	LOC108079986|XP_017030042.1|DKIK	LOC118512336|XP_035912514.1|ASTE
OG0007510	LOC108082442|XP_017033301.1|DKIK	LOC118506095|XP_035898672.1|ASTE
OG0007511	LOC108072574|XP_017019269.1|DKIK	LOC118503978|XP_035893806.1|ASTE
OG0007512	LOC108077731|XP_017026718.1|DKIK	LOC118503961|XP_035893749.1|ASTE
OG0007513	LOC108086139|XP_017038484.1|DKIK	LOC118507336|XP_035901618.1|ASTE
OG0007514	LOC108079863|XP_017029863.1|DKIK	LOC118507342|XP_035901624.1|ASTE
OG0007515	LOC108072488|XP_017019144.1|DKIK	LOC118512384|XP_035912648.1|ASTE
OG0007516	LOC108081385|XP_017032030.1|DKIK	LOC118512367|XP_035912589.1|ASTE
OG0007517	LOC108075018|XP_017022758.1|DKIK	LOC118512382|XP_035912646.1|ASTE
OG0007518	LOC108070884|XP_017017018.1|DKIK	LOC118507238|XP_035901382.1|ASTE
OG0007519	LOC108078133|XP_017027247.1|DKIK	LOC118508149|XP_035903578.1|ASTE
OG0007520	LOC108070454|XP_017016423.1|DKIK	LOC118503437|XP_035892590.1|ASTE
OG0007521	LOC108071791|XP_017018159.1|DKIK	LOC118505916|XP_035898277.1|ASTE
OG0007522	LOC108082919|XP_017033998.1|DKIK	LOC118507331|XP_035901612.1|ASTE
OG0007523	LOC108073121|XP_017020103.1|DKIK	LOC118507428|XP_035901791.1|ASTE, LOC118517347|XP_035919240.1|ASTE
OG0007524	LOC108077146|XP_017025856.1|DKIK	LOC118505993|XP_035898459.1|ASTE
OG0007525	LOC108085296|XP_017037343.1|DKIK	LOC118517684|XP_035919988.1|ASTE
OG0007526	LOC108081029|XP_017031479.1|DKIK	LOC118517695|XP_035920011.1|ASTE
OG0007527	LOC108073380|XP_017020448.1|DKIK	LOC118517701|XP_035920025.1|ASTE
OG0007528	LOC108085107|XP_017037072.1|DKIK	LOC118517627|XP_035919830.1|ASTE
OG0007529	LOC108076196|XP_017024420.1|DKIK	LOC118503323|XP_035892358.1|ASTE
OG0007530	LOC108073458|XP_017020582.1|DKIK	LOC118505983|XP_035898438.1|ASTE
OG0007531	LOC108085104|XP_017037065.1|DKIK	LOC118506100|XP_035898678.1|ASTE
OG0007532	LOC108070860|XP_017016981.1|DKIK	LOC118507250|XP_035901426.1|ASTE
OG0007534	LOC108082990|XP_017034102.1|DKIK	LOC118507304|XP_035901571.1|ASTE
OG0007535	LOC108075080|XP_017022851.1|DKIK	LOC118507271|XP_035901464.1|ASTE
OG0007536	LOC108084305|XP_017035957.1|DKIK	LOC118506023|XP_035898519.1|ASTE
OG0007537	LOC108075288|XP_017023171.1|DKIK	LOC118508138|XP_035903545.1|ASTE
OG0007538	LOC108075215|XP_017023043.1|DKIK	LOC118508136|XP_035903536.1|ASTE
OG0007539	LOC108082799|XP_017033838.1|DKIK	LOC118508123|XP_035903523.1|ASTE
OG0007540	LOC108086034|XP_017038340.1|DKIK	LOC118508124|XP_035903525.1|ASTE
OG0007541	LOC108080857|XP_017031250.1|DKIK	LOC118507161|XP_035901108.1|ASTE
OG0007542	LOC108085155|XP_017037180.1|DKIK	LOC118507165|XP_035901122.1|ASTE
OG0007543	LOC108085550|XP_017037675.1|DKIK	LOC118508157|XP_035903591.1|ASTE
OG0007544	LOC108074000|XP_017021343.1|DKIK	LOC118507301|XP_035901562.1|ASTE
OG0007545	LOC108082850|XP_017033912.1|DKIK	LOC118514089|XP_035916518.1|ASTE
OG0007546	LOC108085895|XP_017038149.1|DKIK	LOC118506320|XP_035899164.1|ASTE
OG0007547	LOC108082410|XP_017033247.1|DKIK	LOC118504846|XP_035895748.1|ASTE
OG0007548	LOC108079064|XP_017028764.1|DKIK	LOC118504163|XP_035894189.1|ASTE
OG0007549	LOC108083245|XP_017034440.1|DKIK	LOC118504170|XP_035894206.1|ASTE
OG0007550	LOC108084803|XP_017036649.1|DKIK	LOC118517655|XP_035919881.1|ASTE
OG0007551	LOC108076788|XP_017025284.1|DKIK	LOC118517661|XP_035919930.1|ASTE
OG0007552	LOC108079109|XP_017028840.1|DKIK	LOC118517664|XP_035919935.1|ASTE
OG0007553	LOC108085371|XP_017037434.1|DKIK	LOC118517668|XP_035919939.1|ASTE
OG0007554	LOC108078935|XP_017028572.1|DKIK	LOC118505978|XP_035898426.1|ASTE
OG0007555	LOC108076355|XP_017024640.1|DKIK	LOC118505987|XP_035898442.1|ASTE
OG0007556	LOC108070768|XP_017016855.1|DKIK	LOC118503241|XP_035892146.1|ASTE
OG0007557	LOC108070897|XP_017017031.1|DKIK	LOC118503242|XP_035892147.1|ASTE
OG0007558	LOC108072953|XP_017019869.1|DKIK	LOC118507272|XP_035901465.1|ASTE
OG0007559	LOC108074774|XP_017022441.1|DKIK	LOC118505982|XP_035898436.1|ASTE
OG0007560	LOC108075306|XP_017023198.1|DKIK	LOC118503237|XP_035892139.1|ASTE
OG0007561	LOC108085532|XP_017037654.1|DKIK	LOC118507986|XP_035903246.1|ASTE
OG0007562	LOC108073801|XP_017021061.1|DKIK	LOC118503170|XP_035892026.1|ASTE
OG0007563	LOC108080680|XP_017031001.1|DKIK	LOC118504752|XP_035895565.1|ASTE
OG0007564	LOC108075309|XP_017023202.1|DKIK	LOC118506205|XP_035898906.1|ASTE
OG0007565	LOC108073303|XP_017020349.1|DKIK	LOC118505882|XP_035898217.1|ASTE
OG0007566	LOC108076442|XP_017024799.1|DKIK	LOC118504173|XP_035894214.1|ASTE
OG0007567	LOC108085021|XP_017036955.1|DKIK	LOC118507375|XP_035901711.1|ASTE
OG0007568	LOC108081802|XP_017032527.1|DKIK	LOC118504223|XP_035894332.1|ASTE
OG0007569	LOC108076765|XP_017025254.1|DKIK	LOC118507379|XP_035901717.1|ASTE
OG0007570	LOC108081801|XP_017032525.1|DKIK	LOC118507378|XP_035901716.1|ASTE
OG0007572	LOC108081390|XP_017032037.1|DKIK	LOC118504225|XP_035894333.1|ASTE
OG0007573	LOC108082445|XP_017033305.1|DKIK	LOC118503072|XP_035891839.1|ASTE
OG0007574	LOC108076507|XP_017024896.1|DKIK	LOC118503069|XP_035891835.1|ASTE
OG0007575	LOC108082422|XP_017033276.1|DKIK	LOC118503059|XP_035891818.1|ASTE
OG0007576	LOC108079208|XP_017028961.1|DKIK	LOC118503963|XP_035893751.1|ASTE
OG0007577	LOC108083365|XP_017034597.1|DKIK	LOC118503984|XP_035893821.1|ASTE
OG0007578	LOC108072550|XP_017019213.1|DKIK	LOC118503893|XP_035893559.1|ASTE
OG0007579	LOC108070878|XP_017017010.1|DKIK	LOC118503874|XP_035893511.1|ASTE
OG0007580	LOC108083035|XP_017034154.1|DKIK	LOC118503871|XP_035893504.1|ASTE
OG0007581	LOC108077408|XP_017026197.1|DKIK	LOC118503862|XP_035893485.1|ASTE
OG0007582	LOC108071310|XP_017017505.1|DKIK	LOC118503866|XP_035893493.1|ASTE
OG0007583	LOC108072378|XP_017018967.1|DKIK	LOC118503865|XP_035893492.1|ASTE
OG0007584	LOC108079197|XP_017028948.1|DKIK	LOC118507417|XP_035901774.1|ASTE
OG0007585	LOC108073983|XP_017021323.1|DKIK	LOC118507194|XP_035901163.1|ASTE
OG0007587	LOC108078313|XP_017027595.1|DKIK	LOC118506121|XP_035898731.1|ASTE
OG0007588	LOC108083313|XP_017034540.1|DKIK	LOC118506117|XP_035898718.1|ASTE
OG0007589	LOC108083540|XP_017034873.1|DKIK	LOC118506087|XP_035898659.1|ASTE, LOC118516521|XP_035918348.1|ASTE
OG0007590	LOC108072739|XP_017019494.1|DKIK	LOC118503692|XP_035893128.1|ASTE
OG0007591	LOC108078095|XP_017027178.1|DKIK	LOC118507104|XP_035901000.1|ASTE
OG0007592	LOC108078181|XP_017027336.1|DKIK	LOC118508065|XP_035903415.1|ASTE
OG0007593	LOC108083889|XP_017035370.1|DKIK	LOC118504841|XP_035895740.1|ASTE
OG0007594	LOC108078096|XP_017027179.1|DKIK	LOC118504115|XP_035894099.1|ASTE
OG0007595	LOC108076604|XP_017025007.1|DKIK	LOC118504202|XP_035894275.1|ASTE
OG0007596	LOC108078852|XP_017028436.1|DKIK	LOC118504852|XP_035895757.1|ASTE
OG0007597	LOC108080690|XP_017031016.1|DKIK	LOC118504194|XP_035894262.1|ASTE
OG0007598	LOC108082426|XP_017033285.1|DKIK	LOC118503499|XP_035892726.1|ASTE
OG0007599	LOC108075068|XP_017022839.1|DKIK	LOC118503083|XP_035891858.1|ASTE
OG0007600	LOC108082989|XP_017034100.1|DKIK	LOC118503084|XP_035891860.1|ASTE
OG0007601	LOC108083022|XP_017034139.1|DKIK	LOC118503364|XP_035892451.1|ASTE
OG0007602	LOC108070390|XP_017016329.1|DKIK	LOC118503365|XP_035892454.1|ASTE
OG0007603	LOC108070482|XP_017016457.1|DKIK	LOC118503348|XP_035892413.1|ASTE
OG0007605	LOC108084757|XP_017036557.1|DKIK	LOC118503793|XP_035893366.1|ASTE
OG0007606	LOC108073794|XP_017021049.1|DKIK	LOC118503788|XP_035893357.1|ASTE
OG0007607	LOC108077823|XP_017026836.1|DKIK	LOC118503780|XP_035893346.1|ASTE
OG0007608	LOC108075208|XP_017023033.1|DKIK	LOC118503766|XP_035893328.1|ASTE
OG0007609	LOC108074145|XP_017021533.1|DKIK	LOC118509776|XP_035906808.1|ASTE
OG0007610	LOC108078455|XP_017027832.1|DKIK	LOC118503409|XP_035892531.1|ASTE
OG0007611	LOC108084524|XP_017036248.1|DKIK	LOC118503406|XP_035892504.1|ASTE
OG0007612	LOC108078412|XP_017027758.1|DKIK	LOC118506137|XP_035898766.1|ASTE
OG0007613	LOC108078134|XP_017027249.1|DKIK	LOC118507358|XP_035901658.1|ASTE
OG0007614	LOC108079840|XP_017029832.1|DKIK	LOC118504908|XP_035895869.1|ASTE
OG0007615	LOC108078777|XP_017028310.1|DKIK	LOC118504913|XP_035895878.1|ASTE
OG0007616	LOC108071429|XP_017017669.1|DKIK	LOC118504912|XP_035895877.1|ASTE
OG0007617	LOC108083739|XP_017035139.1|DKIK	LOC118504909|XP_035895870.1|ASTE
OG0007618	LOC108083014|XP_017034129.1|DKIK	LOC118504243|XP_035894358.1|ASTE
OG0007619	LOC108084800|XP_017036644.1|DKIK	LOC118506217|XP_035898940.1|ASTE
OG0007620	LOC108075171|XP_017022970.1|DKIK	LOC118504790|XP_035895648.1|ASTE
OG0007621	LOC108078431|XP_017027796.1|DKIK	LOC118508395|XP_035904040.1|ASTE
OG0007622	LOC108080637|XP_017030950.1|DKIK	LOC118508117|XP_035903508.1|ASTE
OG0007623	LOC108074993|XP_017022717.1|DKIK	LOC118503091|XP_035891875.1|ASTE
OG0007624	LOC108075064|XP_017022833.1|DKIK	LOC118503755|XP_035893299.1|ASTE
OG0007625	LOC108073958|XP_017021274.1|DKIK	LOC118503741|XP_035893260.1|ASTE
OG0007626	LOC108075091|XP_017022862.1|DKIK	LOC118503737|XP_035893246.1|ASTE
OG0007627	LOC108079811|XP_017029782.1|DKIK	LOC118503744|XP_035893279.1|ASTE
OG0007628	LOC108084517|XP_017036240.1|DKIK	LOC118509707|XP_035906686.1|ASTE
OG0007630	LOC108084321|XP_017035972.1|DKIK	LOC118517457|XP_035919507.1|ASTE
OG0007631	LOC108083746|XP_017035151.1|DKIK	LOC118508383|XP_035904013.1|ASTE
OG0007632	LOC108079043|XP_017028716.1|DKIK	LOC118509989|XP_035907264.1|ASTE
OG0007633	LOC108082783|XP_017033810.1|DKIK	LOC118510618|XP_035908538.1|ASTE
OG0007635	LOC108085304|XP_017037350.1|DKIK	LOC118512547|XP_035913019.1|ASTE
OG0007637	LOC108083343|XP_017034579.1|DKIK	LOC118508236|XP_035903736.1|ASTE
OG0007664	LOC108072955|XP_017019911.1|DKIK	LOC118504945|XP_035895941.1|ASTE
OG0007665	LOC108085767|XP_017037999.1|DKIK	LOC118510267|XP_035907760.1|ASTE
OG0007666	LOC108085752|XP_017037979.1|DKIK	LOC118510285|XP_035907797.1|ASTE
OG0007667	LOC108079378|XP_017029187.1|DKIK	LOC118507830|XP_035902831.1|ASTE
OG0007668	LOC108074800|XP_017022474.1|DKIK	LOC118503775|XP_035893343.1|ASTE
OG0007669	LOC108074252|XP_017021706.1|DKIK	LOC118517403|XP_035919361.1|ASTE
OG0007670	LOC108074250|XP_017021705.1|DKIK	LOC118517401|XP_035919359.1|ASTE
OG0007671	LOC108071822|XP_017018217.1|DKIK	LOC118509751|XP_035906775.1|ASTE
OG0007672	LOC108076079|XP_017024280.1|DKIK	LOC118517485|XP_035919573.1|ASTE
OG0007673	LOC108085010|XP_017036938.1|DKIK	LOC118507722|XP_035902566.1|ASTE
OG0007674	LOC108083833|XP_017035296.1|DKIK	LOC118511164|XP_035909799.1|ASTE
OG0007675	LOC108071750|XP_017018063.1|DKIK	LOC118510733|XP_035908842.1|ASTE
OG0007676	LOC108083595|XP_017034947.1|DKIK	LOC118510586|XP_035908482.1|ASTE
OG0007677	LOC108080305|XP_017030468.1|DKIK	LOC118514235|XP_035916832.1|ASTE
OG0007678	LOC108083505|XP_017034802.1|DKIK	LOC118509459|XP_035906426.1|ASTE
OG0007679	LOC108083466|XP_017034739.1|DKIK	LOC118517458|XP_035919508.1|ASTE
OG0007680	LOC108075922|XP_017024046.1|DKIK	LOC118503052|XP_035891788.1|ASTE
OG0007682	LOC108071726|XP_017018040.1|DKIK	LOC118509130|XP_035905226.1|ASTE
OG0007683	LOC108083484|XP_017034769.1|DKIK	LOC118515097|XP_035917718.1|ASTE
OG0007684	LOC108071696|XP_017017999.1|DKIK	LOC118506013|XP_035898492.1|ASTE
OG0007685	LOC108071763|XP_017018086.1|DKIK	LOC118505487|XP_035897226.1|ASTE
OG0007686	LOC108075284|XP_017023163.1|DKIK	LOC118510910|XP_035909207.1|ASTE
OG0007687	LOC108084635|XP_017036415.1|DKIK	LOC118516438|XP_035918217.1|ASTE
OG0007688	LOC108084556|XP_017036297.1|DKIK	LOC118512333|XP_035912508.1|ASTE
OG0007689	LOC108080162|XP_017030294.1|DKIK	LOC118516599|XP_035918458.1|ASTE
OG0007690	LOC108079218|XP_017028982.1|DKIK	LOC118505593|XP_035897499.1|ASTE
OG0007691	LOC108077836|XP_017026851.1|DKIK	LOC118503386|XP_035892482.1|ASTE
OG0007692	LOC108079198|XP_017028949.1|DKIK	LOC118517467|XP_035919533.1|ASTE
OG0007693	LOC108085231|XP_017037259.1|DKIK	LOC118510603|XP_035908507.1|ASTE
OG0007694	LOC108083092|XP_017034232.1|DKIK	LOC118510935|XP_035909261.1|ASTE
OG0007695	LOC108080392|XP_017030609.1|DKIK	LOC118507033|XP_035900875.1|ASTE
OG0007696	LOC108085503|XP_017037612.1|DKIK	LOC118509288|XP_035905589.1|ASTE
OG0007697	LOC108078875|XP_017028489.1|DKIK	LOC118517656|XP_035919901.1|ASTE
OG0007698	LOC108079419|XP_017029235.1|DKIK	LOC118512437|XP_035912796.1|ASTE
OG0007699	LOC108071711|XP_017018021.1|DKIK	LOC118516267|XP_035918009.1|ASTE
OG0007701	LOC108070827|XP_017016938.1|DKIK	LOC118511281|XP_035910110.1|ASTE
OG0007702	LOC108076076|XP_017024276.1|DKIK	LOC118512446|XP_035912807.1|ASTE
OG0007705	LOC108082939|XP_017034035.1|DKIK	LOC118503911|XP_035893602.1|ASTE
OG0007706	LOC108080380|XP_017030591.1|DKIK	LOC118517426|XP_035919430.1|ASTE
OG0007707	LOC108071775|XP_017018109.1|DKIK	LOC118511090|XP_035909681.1|ASTE
OG0007708	LOC108079409|XP_017029225.1|DKIK	LOC118509964|XP_035907238.1|ASTE
OG0007709	LOC108083576|XP_017034922.1|DKIK	LOC118516532|XP_035918371.1|ASTE
OG0007710	LOC108075220|XP_017023051.1|DKIK	LOC118511062|XP_035909567.1|ASTE
OG0007711	LOC108077084|XP_017025744.1|DKIK	LOC118506268|XP_035899068.1|ASTE
OG0007712	LOC108071118|XP_017017298.1|DKIK	LOC118511472|XP_035910496.1|ASTE
OG0007713	LOC108083801|XP_017035218.1|DKIK	LOC118508814|XP_035904452.1|ASTE
OG0007714	LOC108074157|XP_017021553.1|DKIK	LOC118508751|XP_035904403.1|ASTE
OG0007715	LOC108079247|XP_017029024.1|DKIK	LOC118513625|XP_035915619.1|ASTE
OG0007717	LOC108083052|XP_017034172.1|DKIK	LOC118506601|XP_035899863.1|ASTE
OG0007718	LOC108079960|XP_017030010.1|DKIK	LOC118505821|XP_035898063.1|ASTE
OG0007719	LOC108083828|XP_017035280.1|DKIK	LOC118507531|XP_035901993.1|ASTE
OG0007720	LOC108083905|XP_017035390.1|DKIK	LOC118507562|XP_035902074.1|ASTE
OG0007721	LOC108080156|XP_017030283.1|DKIK	LOC118507780|XP_035902711.1|ASTE
OG0007722	LOC108080050|XP_017030117.1|DKIK	LOC118507773|XP_035902700.1|ASTE
OG0007723	LOC108080065|XP_017030139.1|DKIK	LOC118508061|XP_035903413.1|ASTE
OG0007724	LOC108074345|XP_017021858.1|DKIK	LOC118507484|XP_035901898.1|ASTE
OG0007725	LOC108083959|XP_017035455.1|DKIK	LOC118507100|XP_035900998.1|ASTE
