Orthogroup	DKIK.longest_only	HILL.longest_only
OG0005996	LOC108084777|XP_017036586.1|DKIK	LOC119649942|XP_037908289.1|HILL
OG0005997	LOC108078528|XP_017027926.1|DKIK	LOC119655551|XP_037917398.1|HILL
OG0005998	LOC108072685|XP_017019412.1|DKIK	LOC119649041|XP_037906941.1|HILL
OG0005999	LOC108078575|XP_017027987.1|DKIK	LOC119650041|XP_037908451.1|HILL
OG0006000	LOC108076278|XP_017024515.1|DKIK	LOC119655866|XP_037917916.1|HILL
OG0006001	LOC108085990|XP_017038281.1|DKIK	LOC119648689|XP_037906416.1|HILL
OG0006002	LOC108072139|XP_017018667.1|DKIK	LOC119656308|XP_037918680.1|HILL
OG0006003	LOC108072759|XP_017019521.1|DKIK	LOC119649917|XP_037908247.1|HILL
OG0006004	LOC108080798|XP_017031179.1|DKIK	LOC119658925|XP_037922681.1|HILL
OG0006005	LOC108078221|XP_017027402.1|DKIK	LOC119655803|XP_037917829.1|HILL
OG0006006	LOC108078459|XP_017027840.1|DKIK	LOC119646451|XP_037902829.1|HILL
OG0006007	LOC108085113|XP_017037081.1|DKIK	LOC119654349|XP_037915615.1|HILL
OG0006008	LOC108082199|XP_017033016.1|DKIK	LOC119647637|XP_037904625.1|HILL
OG0006009	LOC108075249|XP_017023096.1|DKIK	LOC119647488|XP_037904374.1|HILL
OG0006010	LOC108083266|XP_017034464.1|DKIK	LOC119660786|XP_037925510.1|HILL
OG0006011	LOC108079100|XP_017028817.1|DKIK	LOC119660787|XP_037925517.1|HILL
OG0006012	LOC108073929|XP_017021218.1|DKIK	LOC119647786|XP_037904896.1|HILL
OG0006013	LOC108081789|XP_017032495.1|DKIK	LOC119649143|XP_037907082.1|HILL
OG0006014	LOC108084806|XP_017036654.1|DKIK	LOC119650008|XP_037908403.1|HILL
OG0006015	LOC108072427|XP_017019034.1|DKIK	LOC119655370|XP_037917162.1|HILL
OG0006016	LOC108082438|XP_017033296.1|DKIK	LOC119655805|XP_037917832.1|HILL
OG0006017	LOC108074699|XP_017022329.1|DKIK	LOC119655674|XP_037917591.1|HILL
OG0006018	LOC108082522|XP_017033439.1|DKIK	LOC119654888|XP_037916430.1|HILL
OG0006019	LOC108084323|XP_017035974.1|DKIK	LOC119655809|XP_037917838.1|HILL
OG0006020	LOC108075237|XP_017023082.1|DKIK	LOC119648372|XP_037906028.1|HILL
OG0006021	LOC108070428|XP_017016380.1|DKIK	LOC119647561|XP_037904482.1|HILL
OG0006022	LOC108079974|XP_017030026.1|DKIK	LOC119653870|XP_037914905.1|HILL
OG0006023	LOC108083147|XP_017034321.1|DKIK	LOC119655749|XP_037917729.1|HILL
OG0006024	LOC108079940|XP_017029973.1|DKIK	LOC119653867|XP_037914854.1|HILL
OG0006025	LOC108082531|XP_017033455.1|DKIK	LOC119655420|XP_037917237.1|HILL
OG0006026	LOC108084048|XP_017035554.1|DKIK	LOC119651914|XP_037911670.1|HILL
OG0006027	LOC108070837|XP_017016948.1|DKIK	LOC119654206|XP_037915336.1|HILL
OG0006028	LOC108074753|XP_017022417.1|DKIK	LOC119649202|XP_037907181.1|HILL
OG0006029	LOC108082496|XP_017033406.1|DKIK	LOC119653803|XP_037914749.1|HILL
OG0006030	LOC108073589|XP_017020771.1|DKIK	LOC119649933|XP_037908280.1|HILL
OG0006031	LOC108082610|XP_017033578.1|DKIK	LOC119655704|XP_037917647.1|HILL
OG0006032	LOC108074172|XP_017021593.1|DKIK	LOC119656705|XP_037919143.1|HILL
OG0006033	LOC108074701|XP_017022330.1|DKIK	LOC119654966|XP_037916554.1|HILL
OG0006034	LOC108071247|XP_017017421.1|DKIK	LOC119659432|XP_037923443.1|HILL
OG0006035	LOC108081073|XP_017031543.1|DKIK	LOC119654465|XP_037915810.1|HILL
OG0006036	LOC108076870|XP_017025388.1|DKIK	LOC119651983|XP_037911826.1|HILL, LOC119652604|XP_037912764.1|HILL, LOC119652856|XP_037913140.1|HILL
OG0006037	LOC108076468|XP_017024843.1|DKIK	LOC119655540|XP_037917383.1|HILL
OG0006038	LOC108073225|XP_017020251.1|DKIK	LOC119655601|XP_037917485.1|HILL
OG0006039	LOC108085150|XP_017037162.1|DKIK	LOC119655105|XP_037916756.1|HILL
OG0006040	LOC108079824|XP_017029809.1|DKIK	LOC119655955|XP_037918100.1|HILL
OG0006041	LOC108074946|XP_017022668.1|DKIK	LOC119654617|XP_037916018.1|HILL
OG0006042	LOC108082480|XP_017033378.1|DKIK	LOC119654801|XP_037916282.1|HILL
OG0006043	LOC108080678|XP_017031000.1|DKIK	LOC119647848|XP_037905040.1|HILL
OG0006044	LOC108080332|XP_017030521.1|DKIK	LOC119654555|XP_037915931.1|HILL
OG0006045	LOC108085108|XP_017037075.1|DKIK	LOC119656254|XP_037918600.1|HILL
OG0006046	LOC108076286|XP_017024531.1|DKIK	LOC119654435|XP_037915762.1|HILL
OG0006047	LOC108083083|XP_017034216.1|DKIK	LOC119649441|XP_037907519.1|HILL
OG0006048	LOC108074016|XP_017021372.1|DKIK	LOC119649144|XP_037907083.1|HILL
OG0006050	LOC108080423|XP_017030645.1|DKIK, LOC108086032|XP_017038339.1|DKIK	LOC119651887|XP_037911636.1|HILL
OG0006051	LOC108080383|XP_017030593.1|DKIK	LOC119654234|XP_037915389.1|HILL
OG0006052	LOC108072362|XP_017018943.1|DKIK	LOC119654233|XP_037915386.1|HILL
OG0006053	LOC108071969|XP_017018434.1|DKIK	LOC119653775|XP_037914705.1|HILL
OG0006054	LOC108083269|XP_017034480.1|DKIK	LOC119660858|XP_037925681.1|HILL
OG0006055	LOC108077810|XP_017026817.1|DKIK	LOC119653373|XP_037913844.1|HILL
OG0006056	LOC108082327|XP_017033146.1|DKIK	LOC119655715|XP_037917676.1|HILL
OG0006057	LOC108075260|XP_017023112.1|DKIK	LOC119647851|XP_037905046.1|HILL
OG0006058	LOC108085705|XP_017037909.1|DKIK	LOC119653910|XP_037914989.1|HILL
OG0006059	LOC108070429|XP_017016381.1|DKIK	LOC119649871|XP_037908171.1|HILL
OG0006060	LOC108070430|XP_017016384.1|DKIK	LOC119649872|XP_037908175.1|HILL
OG0006061	LOC108071744|XP_017018056.1|DKIK	LOC119655464|XP_037917292.1|HILL
OG0006062	LOC108084880|XP_017036764.1|DKIK	LOC119658861|XP_037922545.1|HILL
OG0006063	LOC108082019|XP_017032773.1|DKIK	LOC119650649|XP_037909511.1|HILL
OG0006064	LOC108072328|XP_017018897.1|DKIK	LOC119654831|XP_037916326.1|HILL
OG0006065	LOC108075050|XP_017022817.1|DKIK	LOC119656270|XP_037918621.1|HILL
OG0006066	LOC108081821|XP_017032549.1|DKIK	LOC119653587|XP_037914264.1|HILL
OG0006067	LOC108078495|XP_017027867.1|DKIK	LOC119654291|XP_037915508.1|HILL
OG0006068	LOC108082918|XP_017033995.1|DKIK	LOC119660747|XP_037925403.1|HILL
OG0006069	LOC108080563|XP_017030857.1|DKIK	LOC119650085|XP_037908517.1|HILL
OG0006070	LOC108083242|XP_017034437.1|DKIK	LOC119648320|XP_037905929.1|HILL
OG0006071	LOC108083763|XP_017035175.1|DKIK	LOC119648204|XP_037905732.1|HILL
OG0006072	LOC108075057|XP_017022827.1|DKIK	LOC119648146|XP_037905631.1|HILL
OG0006073	LOC108073453|XP_017020574.1|DKIK	LOC119648612|XP_037906309.1|HILL
OG0006074	LOC108079254|XP_017029032.1|DKIK	LOC119649476|XP_037907565.1|HILL
OG0006075	LOC108071811|XP_017018201.1|DKIK	LOC119657807|XP_037920832.1|HILL
OG0006076	LOC108074217|XP_017021650.1|DKIK	LOC119655911|XP_037918001.1|HILL, LOC119655771|XP_037917754.1|HILL
OG0006077	LOC108083286|XP_017034505.1|DKIK	LOC119647627|XP_037904610.1|HILL
OG0006078	LOC108083263|XP_017034461.1|DKIK	LOC119647845|XP_037905030.1|HILL
OG0006079	LOC108075229|XP_017023064.1|DKIK	LOC119649654|XP_037907837.1|HILL
OG0006080	LOC108078270|XP_017027512.1|DKIK	LOC119649653|XP_037907836.1|HILL
OG0006081	LOC108078091|XP_017027172.1|DKIK	LOC119654303|XP_037915537.1|HILL
OG0006082	LOC108078097|XP_017027180.1|DKIK	LOC119654362|XP_037915636.1|HILL
OG0006083	LOC108085521|XP_017037640.1|DKIK	LOC119650462|XP_037909253.1|HILL
OG0006084	LOC108083109|XP_017034259.1|DKIK	LOC119647569|XP_037904493.1|HILL
OG0006085	LOC108083301|XP_017034528.1|DKIK	LOC119650339|XP_037908934.1|HILL
OG0006086	LOC108084770|XP_017036577.1|DKIK	LOC119649167|XP_037907120.1|HILL
OG0006087	LOC108076455|XP_017024821.1|DKIK	LOC119654551|XP_037915924.1|HILL
OG0006088	LOC108080666|XP_017030987.1|DKIK	LOC119649937|XP_037908285.1|HILL
OG0006089	LOC108080236|XP_017030381.1|DKIK	LOC119657395|XP_037920217.1|HILL
OG0006090	LOC108071499|XP_017017749.1|DKIK	LOC119648227|XP_037905774.1|HILL
OG0006091	LOC108078698|XP_017028140.1|DKIK	LOC119647893|XP_037905120.1|HILL
OG0006092	LOC108085952|XP_017038228.1|DKIK	LOC119650362|XP_037908977.1|HILL
OG0006093	LOC108078527|XP_017027925.1|DKIK	LOC119653694|XP_037914492.1|HILL
OG0006094	LOC108073798|XP_017021059.1|DKIK	LOC119654933|XP_037916513.1|HILL
OG0006095	LOC108078125|XP_017027237.1|DKIK	LOC119655855|XP_037917902.1|HILL
OG0006096	LOC108076430|XP_017024773.1|DKIK	LOC119655354|XP_037917133.1|HILL
OG0006097	LOC108080656|XP_017030969.1|DKIK	LOC119647757|XP_037904803.1|HILL
OG0006098	LOC108086126|XP_017038465.1|DKIK	LOC119653770|XP_037914694.1|HILL
OG0006099	LOC108072431|XP_017019041.1|DKIK	LOC119656187|XP_037918465.1|HILL
OG0006100	LOC108086147|XP_017038498.1|DKIK	LOC119654696|XP_037916137.1|HILL
OG0006101	LOC108077202|XP_017025938.1|DKIK	LOC119655053|XP_037916667.1|HILL
OG0006102	LOC108076619|XP_017025035.1|DKIK	LOC119654991|XP_037916584.1|HILL
OG0006103	LOC108084475|XP_017036184.1|DKIK	LOC119656040|XP_037918236.1|HILL
OG0006104	LOC108079464|XP_017029295.1|DKIK	LOC119654371|XP_037915651.1|HILL
OG0006105	LOC108079442|XP_017029265.1|DKIK	LOC119654482|XP_037915831.1|HILL
OG0006106	LOC108070477|XP_017016450.1|DKIK	LOC119650189|XP_037908676.1|HILL
OG0006107	LOC108078186|XP_017027341.1|DKIK	LOC119655935|XP_037918049.1|HILL
OG0006108	LOC108080370|XP_017030580.1|DKIK	LOC119655940|XP_037918055.1|HILL
OG0006109	LOC108083317|XP_017034546.1|DKIK	LOC119648675|XP_037906394.1|HILL
OG0006110	LOC108085494|XP_017037603.1|DKIK	LOC119647570|XP_037904496.1|HILL
OG0006111	LOC108078239|XP_017027435.1|DKIK	LOC119654198|XP_037915328.1|HILL
OG0006112	LOC108072132|XP_017018657.1|DKIK	LOC119655641|XP_037917546.1|HILL
OG0006113	LOC108078967|XP_017028622.1|DKIK	LOC119655640|XP_037917545.1|HILL
OG0006114	LOC108075722|XP_017023751.1|DKIK	LOC119654541|XP_037915914.1|HILL
OG0006115	LOC108082609|XP_017033577.1|DKIK	LOC119653865|XP_037914851.1|HILL
OG0006116	LOC108082562|XP_017033501.1|DKIK	LOC119655514|XP_037917351.1|HILL
OG0006117	LOC108082415|XP_017033254.1|DKIK	LOC119655407|XP_037917218.1|HILL
OG0006118	LOC108076488|XP_017024866.1|DKIK	LOC119655119|XP_037916770.1|HILL
OG0006119	LOC108079785|XP_017029724.1|DKIK	LOC119653755|XP_037914613.1|HILL
OG0006120	LOC108073002|XP_017019943.1|DKIK	LOC119655669|XP_037917585.1|HILL
OG0006121	LOC108084771|XP_017036578.1|DKIK	LOC119648138|XP_037905612.1|HILL
OG0006122	LOC108070543|XP_017016557.1|DKIK	LOC119660878|XP_037925718.1|HILL
OG0006123	LOC108070803|XP_017016893.1|DKIK	LOC119654875|XP_037916400.1|HILL
OG0006124	LOC108077637|XP_017026539.1|DKIK	LOC119650928|XP_037910082.1|HILL
OG0006125	LOC108070437|XP_017016400.1|DKIK	LOC119648108|XP_037905552.1|HILL
OG0006126	LOC108084411|XP_017036099.1|DKIK	LOC119647427|XP_037904262.1|HILL
OG0006127	LOC108083102|XP_017034249.1|DKIK	LOC119650174|XP_037908656.1|HILL
OG0006128	LOC108083132|XP_017034298.1|DKIK	LOC119649110|XP_037907037.1|HILL
OG0006129	LOC108072771|XP_017019535.1|DKIK	LOC119647452|XP_037904309.1|HILL
OG0006130	LOC108083103|XP_017034250.1|DKIK	LOC119650322|XP_037908906.1|HILL
OG0006131	LOC108083051|XP_017034168.1|DKIK	LOC119650321|XP_037908905.1|HILL
OG0006132	LOC108083154|XP_017034327.1|DKIK	LOC119647504|XP_037904387.1|HILL
OG0006133	LOC108083104|XP_017034251.1|DKIK	LOC119649428|XP_037907504.1|HILL
OG0006134	LOC108072765|XP_017019529.1|DKIK	LOC119650417|XP_037909138.1|HILL
OG0006135	LOC108083077|XP_017034205.1|DKIK	LOC119661019|XP_037926095.1|HILL
OG0006136	LOC108070438|XP_017016402.1|DKIK	LOC119648178|XP_037905686.1|HILL
OG0006137	LOC108072680|XP_017019408.1|DKIK	LOC119649331|XP_037907364.1|HILL
OG0006138	LOC108074713|XP_017022343.1|DKIK	LOC119654697|XP_037916138.1|HILL
OG0006139	LOC108082437|XP_017033295.1|DKIK	LOC119655180|XP_037916862.1|HILL
OG0006140	LOC108070887|XP_017017020.1|DKIK	LOC119655363|XP_037917149.1|HILL
OG0006141	LOC108076168|XP_017024384.1|DKIK	LOC119653641|XP_037914365.1|HILL
OG0006142	LOC108085544|XP_017037669.1|DKIK	LOC119649596|XP_037907737.1|HILL
OG0006143	LOC108070415|XP_017016356.1|DKIK	LOC119647743|XP_037904784.1|HILL
OG0006144	LOC108075172|XP_017022971.1|DKIK	LOC119648760|XP_037906514.1|HILL
OG0006145	LOC108083063|XP_017034186.1|DKIK	LOC119648761|XP_037906518.1|HILL
OG0006146	LOC108074799|XP_017022473.1|DKIK	LOC119659907|XP_037924164.1|HILL
OG0006147	LOC108073375|XP_017020438.1|DKIK	LOC119651617|XP_037911199.1|HILL, LOC119651616|XP_037911198.1|HILL
OG0006148	LOC108075027|XP_017022770.1|DKIK	LOC119649634|XP_037907808.1|HILL
OG0006149	LOC108070420|XP_017016363.1|DKIK	LOC119650132|XP_037908591.1|HILL
OG0006150	LOC108070414|XP_017016355.1|DKIK	LOC119650131|XP_037908590.1|HILL
OG0006151	LOC108082017|XP_017032770.1|DKIK	LOC119653761|XP_037914673.1|HILL
OG0006152	LOC108073507|XP_017020669.1|DKIK	LOC119653010|XP_037913376.1|HILL
OG0006153	LOC108076529|XP_017024930.1|DKIK	LOC119655152|XP_037916818.1|HILL
OG0006154	LOC108073273|XP_017020319.1|DKIK	LOC119660057|XP_037924363.1|HILL
OG0006155	LOC108073355|XP_017020407.1|DKIK	LOC119652858|XP_037913142.1|HILL
OG0006157	LOC108072167|XP_017018704.1|DKIK	LOC119647068|XP_037903753.1|HILL
OG0006158	LOC108074014|XP_017021369.1|DKIK	LOC119652891|XP_037913186.1|HILL
OG0006159	LOC108074765|XP_017022432.1|DKIK	LOC119654821|XP_037916310.1|HILL
OG0006161	LOC108076413|XP_017024743.1|DKIK	LOC119661355|XP_037926589.1|HILL
OG0006162	LOC108077210|XP_017025954.1|DKIK	LOC119660758|XP_037925451.1|HILL, LOC119660863|XP_037925687.1|HILL
OG0006163	LOC108074684|XP_017022292.1|DKIK	LOC119657630|XP_037920600.1|HILL, LOC119646534|XP_037902928.1|HILL, LOC119646539|XP_037902938.1|HILL, LOC119646813|XP_037903342.1|HILL, LOC119646651|XP_037903097.1|HILL, LOC119661137|XP_037926267.1|HILL, LOC119661136|XP_037926266.1|HILL
OG0006165	LOC108070396|XP_017016336.1|DKIK	LOC119660759|XP_037925452.1|HILL
OG0006171	LOC108077553|XP_017026433.1|DKIK	LOC119648984|XP_037906835.1|HILL
OG0006181	LOC108073104|XP_017020087.1|DKIK	LOC119660369|XP_037924816.1|HILL
OG0006182	LOC108084225|XP_017035838.1|DKIK	LOC119652787|XP_037913028.1|HILL
OG0006183	LOC108085005|XP_017036925.1|DKIK	LOC119650724|XP_037909675.1|HILL
OG0006184	LOC108073578|XP_017020754.1|DKIK	LOC119652710|XP_037912920.1|HILL
OG0006185	LOC108081041|XP_017031494.1|DKIK	LOC119652311|XP_037912250.1|HILL
OG0006186	LOC108073544|XP_017020716.1|DKIK	LOC119650641|XP_037909491.1|HILL
OG0006187	LOC108085853|XP_017038100.1|DKIK	LOC119650871|XP_037909960.1|HILL
OG0006188	LOC108085772|XP_017038007.1|DKIK	LOC119656660|XP_037919066.1|HILL
OG0006189	LOC108085775|XP_017038014.1|DKIK	LOC119656664|XP_037919070.1|HILL
OG0006190	LOC108075585|XP_017023592.1|DKIK	LOC119658005|XP_037921154.1|HILL
OG0006191	LOC108083985|XP_017035486.1|DKIK	LOC119656547|XP_037918838.1|HILL
OG0006192	LOC108080306|XP_017030469.1|DKIK	LOC119657070|XP_037919754.1|HILL
OG0006193	LOC108076720|XP_017025180.1|DKIK	LOC119658425|XP_037921754.1|HILL
OG0006194	LOC108083577|XP_017034923.1|DKIK	LOC119656684|XP_037919097.1|HILL
OG0006195	LOC108071153|XP_017017326.1|DKIK	LOC119657722|XP_037920694.1|HILL
OG0006197	LOC108072476|XP_017019130.1|DKIK	LOC119660831|XP_037925622.1|HILL
OG0006198	LOC108083511|XP_017034810.1|DKIK	LOC119651969|XP_037911789.1|HILL
OG0006199	LOC108073442|XP_017020554.1|DKIK	LOC119658635|XP_037922088.1|HILL
OG0006200	LOC108075659|XP_017023696.1|DKIK	LOC119652463|XP_037912558.1|HILL
OG0006201	LOC108083515|XP_017034815.1|DKIK	LOC119657772|XP_037920766.1|HILL
OG0006202	LOC108083380|XP_017034616.1|DKIK	LOC119657771|XP_037920765.1|HILL
OG0006203	LOC108071237|XP_017017409.1|DKIK	LOC119657906|XP_037920995.1|HILL
OG0006204	LOC108085908|XP_017038165.1|DKIK	LOC119656649|XP_037919039.1|HILL
OG0006205	LOC108080128|XP_017030247.1|DKIK	LOC119657113|XP_037919801.1|HILL
OG0006206	LOC108084953|XP_017036845.1|DKIK	LOC119657127|XP_037919819.1|HILL
OG0006207	LOC108081389|XP_017032036.1|DKIK	LOC119651456|XP_037910989.1|HILL
OG0006208	LOC108079067|XP_017028770.1|DKIK	LOC119651455|XP_037910987.1|HILL
OG0006209	LOC108071741|XP_017018055.1|DKIK	LOC119658298|XP_037921524.1|HILL
OG0006210	LOC108083809|XP_017035246.1|DKIK	LOC119656792|XP_037919328.1|HILL
OG0006211	LOC108075946|XP_017024081.1|DKIK	LOC119656855|XP_037919437.1|HILL
OG0006212	LOC108075945|XP_017024079.1|DKIK	LOC119656853|XP_037919433.1|HILL
OG0006214	LOC108083508|XP_017034805.1|DKIK	LOC119656604|XP_037918966.1|HILL
OG0006215	LOC108079367|XP_017029164.1|DKIK	LOC119657591|XP_037920498.1|HILL
OG0006216	LOC108075641|XP_017023673.1|DKIK	LOC119651682|XP_037911309.1|HILL
OG0006217	LOC108080094|XP_017030192.1|DKIK	LOC119657930|XP_037921045.1|HILL
OG0006218	LOC108085293|XP_017037339.1|DKIK	LOC119657684|XP_037920643.1|HILL
OG0006219	LOC108079423|XP_017029242.1|DKIK	LOC119657135|XP_037919834.1|HILL
OG0006220	LOC108080559|XP_017030854.1|DKIK	LOC119657134|XP_037919833.1|HILL
OG0006221	LOC108086040|XP_017038349.1|DKIK	LOC119646549|XP_037902955.1|HILL
OG0006222	LOC108086020|XP_017038320.1|DKIK	LOC119646551|XP_037902957.1|HILL
OG0006223	LOC108080132|XP_017030255.1|DKIK	LOC119658327|XP_037921594.1|HILL
OG0006224	LOC108079379|XP_017029189.1|DKIK	LOC119657816|XP_037920855.1|HILL
OG0006225	LOC108074907|XP_017022625.1|DKIK	LOC119658023|XP_037921180.1|HILL
OG0006226	LOC108078538|XP_017027938.1|DKIK	LOC119656571|XP_037918886.1|HILL
OG0006227	LOC108077026|XP_017025644.1|DKIK	LOC119657235|XP_037919977.1|HILL
OG0006228	LOC108076684|XP_017025121.1|DKIK	LOC119656851|XP_037919430.1|HILL
OG0006229	LOC108072464|XP_017019083.1|DKIK	LOC119660841|XP_037925643.1|HILL
OG0006230	LOC108085927|XP_017038190.1|DKIK	LOC119656576|XP_037918890.1|HILL, LOC119656117|XP_037918369.1|HILL
OG0006231	LOC108071780|XP_017018128.1|DKIK	LOC119656781|XP_037919292.1|HILL
OG0006232	LOC108084920|XP_017036809.1|DKIK	LOC119658039|XP_037921208.1|HILL
OG0006233	LOC108071708|XP_017018017.1|DKIK	LOC119658467|XP_037921810.1|HILL
OG0006234	LOC108085977|XP_017038266.1|DKIK	LOC119658505|XP_037921896.1|HILL
OG0006235	LOC108085232|XP_017037260.1|DKIK	LOC119657927|XP_037921042.1|HILL
OG0006236	LOC108071170|XP_017017342.1|DKIK	LOC119657213|XP_037919950.1|HILL
OG0006237	LOC108080023|XP_017030086.1|DKIK	LOC119657163|XP_037919874.1|HILL
OG0006238	LOC108075272|XP_017023138.1|DKIK	LOC119658326|XP_037921593.1|HILL
OG0006239	LOC108074258|XP_017021719.1|DKIK	LOC119657848|XP_037920898.1|HILL
OG0006241	LOC108085976|XP_017038265.1|DKIK	LOC119658502|XP_037921891.1|HILL
OG0006242	LOC108079340|XP_017029135.1|DKIK	LOC119652935|XP_037913253.1|HILL
OG0006243	LOC108081245|XP_017031816.1|DKIK	LOC119652389|XP_037912417.1|HILL
OG0006244	LOC108073562|XP_017020738.1|DKIK	LOC119651656|XP_037911270.1|HILL
OG0006245	LOC108084206|XP_017035808.1|DKIK	LOC119653242|XP_037913769.1|HILL
OG0006246	LOC108071716|XP_017018026.1|DKIK	LOC119656666|XP_037919072.1|HILL
OG0006247	LOC108076731|XP_017025198.1|DKIK	LOC119653548|XP_037914162.1|HILL
OG0006248	LOC108071361|XP_017017592.1|DKIK	LOC119657621|XP_037920551.1|HILL
OG0006249	LOC108077392|XP_017026173.1|DKIK	LOC119656482|XP_037918731.1|HILL
OG0006250	LOC108079258|XP_017029036.1|DKIK	LOC119657195|XP_037919927.1|HILL
OG0006251	LOC108073738|XP_017021022.1|DKIK	LOC119657206|XP_037919942.1|HILL
OG0006252	LOC108073605|XP_017020824.1|DKIK	LOC119657854|XP_037920906.1|HILL
OG0006253	LOC108071739|XP_017018053.1|DKIK	LOC119656529|XP_037918802.1|HILL
OG0006254	LOC108071717|XP_017018029.1|DKIK, LOC108084960|XP_017036862.1|DKIK	LOC119657496|XP_037920354.1|HILL
OG0006255	LOC108083708|XP_017035094.1|DKIK	LOC119650803|XP_037909870.1|HILL
OG0006256	LOC108085970|XP_017038257.1|DKIK	LOC119658504|XP_037921894.1|HILL
OG0006257	LOC108083832|XP_017035294.1|DKIK	LOC119657204|XP_037919938.1|HILL
OG0006258	LOC108071816|XP_017018209.1|DKIK	LOC119657925|XP_037921040.1|HILL
OG0006259	LOC108077738|XP_017026690.1|DKIK	LOC119652792|XP_037913037.1|HILL
OG0006260	LOC108085960|XP_017038242.1|DKIK	LOC119657169|XP_037919883.1|HILL
OG0006261	LOC108082188|XP_017032997.1|DKIK	LOC119656199|XP_037918518.1|HILL
OG0006262	LOC108080157|XP_017030288.1|DKIK	LOC119658242|XP_037921448.1|HILL
OG0006263	LOC108071749|XP_017018062.1|DKIK	LOC119656566|XP_037918878.1|HILL
OG0006264	LOC108079204|XP_017028957.1|DKIK	LOC119657959|XP_037921089.1|HILL
OG0006265	LOC108082446|XP_017033306.1|DKIK	LOC119656850|XP_037919429.1|HILL
OG0006266	LOC108079269|XP_017029049.1|DKIK	LOC119657352|XP_037920154.1|HILL
OG0006267	LOC108071846|XP_017018249.1|DKIK	LOC119658290|XP_037921513.1|HILL
OG0006268	LOC108078342|XP_017027635.1|DKIK	LOC119658029|XP_037921187.1|HILL
OG0006269	LOC108083173|XP_017034353.1|DKIK	LOC119659419|XP_037923422.1|HILL
OG0006270	LOC108079992|XP_017030048.1|DKIK	LOC119657809|XP_037920838.1|HILL
OG0006271	LOC108077863|XP_017026885.1|DKIK	LOC119659954|XP_037924231.1|HILL
OG0006272	LOC108080134|XP_017030257.1|DKIK	LOC119657012|XP_037919685.1|HILL
OG0006273	LOC108070540|XP_017016555.1|DKIK	LOC119657018|XP_037919694.1|HILL
OG0006274	LOC108083394|XP_017034634.1|DKIK	LOC119657996|XP_037921142.1|HILL
OG0006275	LOC108079220|XP_017028989.1|DKIK	LOC119657628|XP_037920560.1|HILL
OG0006276	LOC108078714|XP_017028191.1|DKIK	LOC119652746|XP_037912973.1|HILL
OG0006277	LOC108084287|XP_017035935.1|DKIK	LOC119652291|XP_037912216.1|HILL
OG0006278	LOC108083385|XP_017034620.1|DKIK	LOC119657642|XP_037920575.1|HILL
OG0006279	LOC108071789|XP_017018154.1|DKIK	LOC119656787|XP_037919307.1|HILL
OG0006280	LOC108079784|XP_017029719.1|DKIK	LOC119656524|XP_037918800.1|HILL
OG0006281	LOC108079783|XP_017029718.1|DKIK	LOC119656523|XP_037918799.1|HILL
OG0006282	LOC108073123|XP_017020149.1|DKIK	LOC119657658|XP_037920610.1|HILL
OG0006283	LOC108081034|XP_017031485.1|DKIK	LOC119651271|XP_037910702.1|HILL
OG0006284	LOC108078869|XP_017028471.1|DKIK	LOC119657403|XP_037920223.1|HILL
OG0006285	LOC108077772|XP_017026754.1|DKIK	LOC119648191|XP_037905709.1|HILL
OG0006287	LOC108071837|XP_017018238.1|DKIK	LOC119651909|XP_037911664.1|HILL
OG0006288	LOC108073677|XP_017020893.1|DKIK	LOC119651908|XP_037911663.1|HILL
OG0006289	LOC108083938|XP_017035433.1|DKIK	LOC119651301|XP_037910754.1|HILL
OG0006290	LOC108075258|XP_017023110.1|DKIK	LOC119658230|XP_037921432.1|HILL
OG0006291	LOC108077302|XP_017026072.1|DKIK	LOC119657633|XP_037920566.1|HILL
OG0006292	LOC108076074|XP_017024271.1|DKIK	LOC119646389|XP_037902761.1|HILL
OG0006293	LOC108079081|XP_017028794.1|DKIK	LOC119647509|XP_037904399.1|HILL
OG0006294	LOC108076696|XP_017025143.1|DKIK	LOC119653894|XP_037914956.1|HILL
OG0006295	LOC108080405|XP_017030622.1|DKIK	LOC119657423|XP_037920253.1|HILL
OG0006296	LOC108076942|XP_017025481.1|DKIK	LOC119656947|XP_037919588.1|HILL
OG0006297	LOC108079958|XP_017030008.1|DKIK	LOC119656695|XP_037919122.1|HILL
OG0006298	LOC108077063|XP_017025721.1|DKIK	LOC119656643|XP_037919019.1|HILL
OG0006299	LOC108082916|XP_017033990.1|DKIK	LOC119658227|XP_037921422.1|HILL
OG0006300	LOC108078989|XP_017028653.1|DKIK	LOC119657598|XP_037920511.1|HILL
OG0006301	LOC108074167|XP_017021586.1|DKIK	LOC119656657|XP_037919059.1|HILL
OG0006302	LOC108084485|XP_017036202.1|DKIK	LOC119656784|XP_037919298.1|HILL
OG0006303	LOC108072442|XP_017019059.1|DKIK	LOC119647288|XP_037904119.1|HILL
OG0006304	LOC108081127|XP_017031634.1|DKIK	LOC119656820|XP_037919381.1|HILL
OG0006305	LOC108081146|XP_017031672.1|DKIK	LOC119657431|XP_037920262.1|HILL
OG0006306	LOC108073411|XP_017020504.1|DKIK	LOC119657287|XP_037920061.1|HILL
OG0006307	LOC108077747|XP_017026703.1|DKIK	LOC119651711|XP_037911352.1|HILL
OG0006308	LOC108076621|XP_017025039.1|DKIK	LOC119657945|XP_037921065.1|HILL
