Orthogroup	DKIK.longest_only	DNOV.longest_only
OG0010226	LOC108085398|XP_017037456.1|DKIK	LOC115761737|XP_030559483.1|DNOV
OG0010227	LOC108080774|XP_017031127.1|DKIK	LOC115763671|XP_030562201.1|DNOV
OG0010229	LOC108083919|XP_017035403.1|DKIK	LOC115759589|XP_030556418.1|DNOV
OG0010230	LOC108082832|XP_017033882.1|DKIK, LOC108084331|XP_017035981.1|DKIK	LOC115759607|XP_030556438.1|DNOV
OG0010231	LOC108073701|XP_017020924.1|DKIK	LOC115761409|XP_030559029.1|DNOV
OG0010232	LOC108074089|XP_017021464.1|DKIK	LOC115761231|XP_030558783.1|DNOV
OG0010233	LOC108084284|XP_017035930.1|DKIK	LOC115761185|XP_030558708.1|DNOV
OG0010234	LOC108085653|XP_017037832.1|DKIK	LOC115764046|XP_030562746.1|DNOV
OG0010235	LOC108077626|XP_017026528.1|DKIK	LOC115765014|XP_030564227.1|DNOV
OG0010236	LOC108073409|XP_017020500.1|DKIK	LOC115765062|XP_030564296.1|DNOV
OG0010237	LOC108077620|XP_017026515.1|DKIK	LOC115772081|XP_030573894.1|DNOV
OG0010238	LOC108077667|XP_017026576.1|DKIK	LOC115763866|XP_030562502.1|DNOV
OG0010239	LOC108075413|XP_017023327.1|DKIK	LOC115761417|XP_030559033.1|DNOV
OG0010240	LOC108085277|XP_017037317.1|DKIK	LOC115761789|XP_030559583.1|DNOV
OG0010241	LOC108085716|XP_017037927.1|DKIK	LOC115761446|XP_030559073.1|DNOV
OG0010242	LOC108075421|XP_017023334.1|DKIK	LOC115771688|XP_030573365.1|DNOV
OG0010243	LOC108086024|XP_017038325.1|DKIK	LOC115771664|XP_030573338.1|DNOV
OG0010244	LOC108084087|XP_017035599.1|DKIK	LOC115761456|XP_030559082.1|DNOV
OG0010245	LOC108075446|XP_017023389.1|DKIK	LOC115759530|XP_030556340.1|DNOV
OG0010246	LOC108074064|XP_017021424.1|DKIK	LOC115761497|XP_030559125.1|DNOV
OG0010247	LOC108080938|XP_017031331.1|DKIK	LOC115761679|XP_030559395.1|DNOV
OG0010248	LOC108075566|XP_017023570.1|DKIK	LOC115771601|XP_030573219.1|DNOV
OG0010249	LOC108082739|XP_017033738.1|DKIK	LOC115766157|XP_030565857.1|DNOV
OG0010251	LOC108071352|XP_017017582.1|DKIK	LOC115757736|XP_030553981.1|DNOV, LOC115757735|XP_030553980.1|DNOV
OG0010253	LOC108076305|XP_017024565.1|DKIK	LOC115760560|XP_030557825.1|DNOV
OG0010254	LOC108076534|XP_017024934.1|DKIK	LOC115760949|XP_030558394.1|DNOV
OG0010258	LOC108073899|XP_017021177.1|DKIK	LOC115769350|XP_030569984.1|DNOV
OG0010259	LOC108071904|XP_017018325.1|DKIK	LOC115770383|XP_030571491.1|DNOV
OG0010260	LOC108075882|XP_017023980.1|DKIK	LOC115763116|XP_030561420.1|DNOV
OG0010272	LOC108080838|XP_017031230.1|DKIK	LOC115758085|XP_030554459.1|DNOV
OG0010275	LOC108070693|XP_017016765.1|DKIK	LOC115764012|XP_030562699.1|DNOV
OG0010276	LOC108083592|XP_017034943.1|DKIK	LOC115767181|XP_030567230.1|DNOV
OG0010279	LOC108075403|XP_017023316.1|DKIK	LOC115761566|XP_030559214.1|DNOV
OG0010280	LOC108071204|XP_017017369.1|DKIK	LOC115771359|XP_030572902.1|DNOV
OG0010283	LOC108081059|XP_017031527.1|DKIK	LOC115770704|XP_030571959.1|DNOV
OG0010284	LOC108085048|XP_017036996.1|DKIK	LOC115772006|XP_030573798.1|DNOV
OG0010285	LOC108083674|XP_017035040.1|DKIK	LOC115761202|XP_030558747.1|DNOV
OG0010286	LOC108073328|XP_017020377.1|DKIK, LOC108077593|XP_017026479.1|DKIK	LOC115765068|XP_030564303.1|DNOV
OG0010288	LOC108085701|XP_017037901.1|DKIK	LOC115759479|XP_030556272.1|DNOV
OG0010289	LOC108085558|XP_017037686.1|DKIK	LOC115764146|XP_030562882.1|DNOV
OG0010290	LOC108073394|XP_017020471.1|DKIK	LOC115762011|XP_030559940.1|DNOV
OG0010292	LOC108081002|XP_017031425.1|DKIK	LOC115757711|XP_030553929.1|DNOV
OG0010293	LOC108074572|XP_017022163.1|DKIK	LOC115760022|XP_030557044.1|DNOV
OG0010294	LOC108070519|XP_017016508.1|DKIK	LOC115763093|XP_030561391.1|DNOV
OG0010295	LOC108073618|XP_017020803.1|DKIK	LOC115758578|XP_030555154.1|DNOV
OG0010296	LOC108076598|XP_017025000.1|DKIK	LOC115764337|XP_030563155.1|DNOV
OG0010297	LOC108078085|XP_017027162.1|DKIK	LOC115762056|XP_030560002.1|DNOV
OG0010298	LOC108072901|XP_017019713.1|DKIK	LOC115764059|XP_030562769.1|DNOV
OG0010299	LOC108076744|XP_017025228.1|DKIK	LOC115762301|XP_030560328.1|DNOV
OG0010300	LOC108072203|XP_017018753.1|DKIK	LOC115762344|XP_030560370.1|DNOV
OG0010302	LOC108070823|XP_017016924.1|DKIK	LOC115764574|XP_030563572.1|DNOV
OG0010303	LOC108072118|XP_017018631.1|DKIK	LOC115764830|XP_030563942.1|DNOV
OG0010304	LOC108076586|XP_017024990.1|DKIK	LOC115767197|XP_030567247.1|DNOV
OG0010305	LOC108085945|XP_017038221.1|DKIK	LOC115766380|XP_030566144.1|DNOV
OG0010306	LOC108085929|XP_017038198.1|DKIK	LOC115767191|XP_030567242.1|DNOV
OG0010307	LOC108084483|XP_017036198.1|DKIK	LOC115768686|XP_030569232.1|DNOV
OG0010308	LOC108071203|XP_017017368.1|DKIK	LOC115771342|XP_030572873.1|DNOV
OG0010310	LOC108076080|XP_017024281.1|DKIK	LOC115768448|XP_030568867.1|DNOV
OG0010311	LOC108084655|XP_017036462.1|DKIK	LOC115766440|XP_030566229.1|DNOV
OG0010312	LOC108084649|XP_017036429.1|DKIK	LOC115766357|XP_030566117.1|DNOV
OG0010313	LOC108083283|XP_017034501.1|DKIK	LOC115768909|XP_030569500.1|DNOV
OG0010314	LOC108071682|XP_017017975.1|DKIK	LOC115771327|XP_030572852.1|DNOV
OG0010315	LOC108080041|XP_017030107.1|DKIK	LOC115765309|XP_030564667.1|DNOV
OG0010317	LOC108071715|XP_017018025.1|DKIK	LOC115767599|XP_030567752.1|DNOV
OG0010318	LOC108079910|XP_017029933.1|DKIK	LOC115768473|XP_030568908.1|DNOV
OG0010319	LOC108083392|XP_017034632.1|DKIK	LOC115766874|XP_030566796.1|DNOV
OG0010320	LOC108084454|XP_017036153.1|DKIK	LOC115768196|XP_030568569.1|DNOV
OG0010322	LOC108078687|XP_017028124.1|DKIK	LOC115766968|XP_030566921.1|DNOV
OG0010323	LOC108079052|XP_017028748.1|DKIK	LOC115770604|XP_030571801.1|DNOV
OG0010325	LOC108078408|XP_017027757.1|DKIK	LOC115771177|XP_030572622.1|DNOV
OG0010329	LOC108078567|XP_017027975.1|DKIK	LOC115762885|XP_030561120.1|DNOV
OG0010330	LOC108080602|XP_017030911.1|DKIK	LOC115768713|XP_030569272.1|DNOV
OG0010332	LOC108079190|XP_017028936.1|DKIK	LOC115766815|XP_030566710.1|DNOV
OG0010333	LOC108082826|XP_017033874.1|DKIK	LOC115763046|XP_030561329.1|DNOV
OG0010334	LOC108081990|XP_017032720.1|DKIK	LOC115759868|XP_030556838.1|DNOV
OG0010335	LOC108085971|XP_017038258.1|DKIK	LOC115767211|XP_030567265.1|DNOV
OG0010337	LOC108075103|XP_017022874.1|DKIK	LOC115767368|XP_030567487.1|DNOV
OG0010338	LOC108080507|XP_017030765.1|DKIK	LOC115767349|XP_030567460.1|DNOV
OG0010339	LOC108080728|XP_017031075.1|DKIK	LOC115768241|XP_030568627.1|DNOV
OG0010340	LOC108074954|XP_017022675.1|DKIK	LOC115768975|XP_030569551.1|DNOV
OG0010341	LOC108074953|XP_017022674.1|DKIK	LOC115768980|XP_030569556.1|DNOV
OG0010342	LOC108083364|XP_017034595.1|DKIK	LOC115766823|XP_030566719.1|DNOV
OG0010343	LOC108075801|XP_017023861.1|DKIK	LOC115768810|XP_030569367.1|DNOV
OG0010344	LOC108076093|XP_017024306.1|DKIK	LOC115767361|XP_030567479.1|DNOV
OG0010345	LOC108083450|XP_017034707.1|DKIK	LOC115768296|XP_030568701.1|DNOV
OG0010346	LOC108076014|XP_017024160.1|DKIK	LOC115768507|XP_030568953.1|DNOV
OG0010347	LOC108079939|XP_017029972.1|DKIK	LOC115768787|XP_030569344.1|DNOV
OG0010348	LOC108072329|XP_017018904.1|DKIK	LOC115768861|XP_030569424.1|DNOV
OG0010349	LOC108080270|XP_017030424.1|DKIK	LOC115768378|XP_030568809.1|DNOV
OG0010350	LOC108084652|XP_017036455.1|DKIK	LOC115768374|XP_030568806.1|DNOV
OG0010351	LOC108080300|XP_017030462.1|DKIK	LOC115768183|XP_030568551.1|DNOV
OG0010352	LOC108074268|XP_017021727.1|DKIK	LOC115765377|XP_030564761.1|DNOV
OG0010353	LOC108080181|XP_017030318.1|DKIK	LOC115765427|XP_030564833.1|DNOV
OG0010354	LOC108071702|XP_017018007.1|DKIK	LOC115768067|XP_030568378.1|DNOV
OG0010355	LOC108071271|XP_017017454.1|DKIK	LOC115766876|XP_030566802.1|DNOV
OG0010356	LOC108083379|XP_017034615.1|DKIK	LOC115764257|XP_030563036.1|DNOV
OG0010357	LOC108085780|XP_017038019.1|DKIK	LOC115765439|XP_030564864.1|DNOV
OG0010358	LOC108071221|XP_017017394.1|DKIK	LOC115767306|XP_030567403.1|DNOV
OG0010359	LOC108076036|XP_017024185.1|DKIK	LOC115767002|XP_030566984.1|DNOV
OG0010360	LOC108080969|XP_017031371.1|DKIK	LOC115767042|XP_030567031.1|DNOV
OG0010361	LOC108079973|XP_017030029.1|DKIK	LOC115767046|XP_030567037.1|DNOV
OG0010362	LOC108080126|XP_017030249.1|DKIK	LOC115767099|XP_030567107.1|DNOV
OG0010363	LOC108071725|XP_017018038.1|DKIK	LOC115765313|XP_030564671.1|DNOV
OG0010364	LOC108083799|XP_017035215.1|DKIK	LOC115765294|XP_030564646.1|DNOV
OG0010365	LOC108083999|XP_017035501.1|DKIK	LOC115765366|XP_030564749.1|DNOV
OG0010366	LOC108085969|XP_017038255.1|DKIK	LOC115765302|XP_030564657.1|DNOV
OG0010367	LOC108079141|XP_017028878.1|DKIK	LOC115765101|XP_030564346.1|DNOV
OG0010368	LOC108079138|XP_017028874.1|DKIK	LOC115765100|XP_030564345.1|DNOV
OG0010369	LOC108080062|XP_017030134.1|DKIK	LOC115767873|XP_030568093.1|DNOV
OG0010370	LOC108080051|XP_017030119.1|DKIK	LOC115765325|XP_030564686.1|DNOV
OG0010371	LOC108080113|XP_017030233.1|DKIK	LOC115765317|XP_030564677.1|DNOV
OG0010372	LOC108071731|XP_017018045.1|DKIK	LOC115771325|XP_030572850.1|DNOV
OG0010373	LOC108071683|XP_017017976.1|DKIK	LOC115771328|XP_030572853.1|DNOV
OG0010374	LOC108085946|XP_017038222.1|DKIK	LOC115766381|XP_030566145.1|DNOV
OG0010375	LOC108085944|XP_017038220.1|DKIK	LOC115766360|XP_030566120.1|DNOV
OG0010376	LOC108079259|XP_017029037.1|DKIK	LOC115764325|XP_030563134.1|DNOV
OG0010377	LOC108074213|XP_017021644.1|DKIK	LOC115764297|XP_030563091.1|DNOV
OG0010378	LOC108076072|XP_017024268.1|DKIK	LOC115771334|XP_030572860.1|DNOV
OG0010379	LOC108085223|XP_017037246.1|DKIK	LOC115768055|XP_030568355.1|DNOV
OG0010380	LOC108074912|XP_017022629.1|DKIK	LOC115764420|XP_030563279.1|DNOV
OG0010381	LOC108074931|XP_017022649.1|DKIK	LOC115767542|XP_030567681.1|DNOV
OG0010382	LOC108074930|XP_017022648.1|DKIK	LOC115764345|XP_030563162.1|DNOV
OG0010383	LOC108074918|XP_017022637.1|DKIK	LOC115764411|XP_030563269.1|DNOV
OG0010384	LOC108084688|XP_017036513.1|DKIK	LOC115768352|XP_030568776.1|DNOV
OG0010385	LOC108077361|XP_017026144.1|DKIK	LOC115759097|XP_030555791.1|DNOV
OG0010386	LOC108075948|XP_017024083.1|DKIK	LOC115763576|XP_030562054.1|DNOV
OG0010387	LOC108077356|XP_017026137.1|DKIK	LOC115763521|XP_030561983.1|DNOV
OG0010388	LOC108082080|XP_017032862.1|DKIK	LOC115763399|XP_030561803.1|DNOV
OG0010389	LOC108082212|XP_017033031.1|DKIK	LOC115763352|XP_030561733.1|DNOV
OG0010390	LOC108072607|XP_017019319.1|DKIK	LOC115763604|XP_030562092.1|DNOV
OG0010391	LOC108072583|XP_017019280.1|DKIK	LOC115763335|XP_030561701.1|DNOV
OG0010392	LOC108082662|XP_017033649.1|DKIK	LOC115763208|XP_030561534.1|DNOV
OG0010393	LOC108075775|XP_017023823.1|DKIK	LOC115763272|XP_030561610.1|DNOV
OG0010394	LOC108082776|XP_017033798.1|DKIK	LOC115763532|XP_030562007.1|DNOV
OG0010395	LOC108082734|XP_017033729.1|DKIK	LOC115763169|XP_030561482.1|DNOV
OG0010396	LOC108075872|XP_017023968.1|DKIK	LOC115763221|XP_030561554.1|DNOV
OG0010397	LOC108085276|XP_017037315.1|DKIK	LOC115763184|XP_030561501.1|DNOV
OG0010398	LOC108077362|XP_017026145.1|DKIK	LOC115769209|XP_030569777.1|DNOV
OG0010399	LOC108070434|XP_017016396.1|DKIK	LOC115769198|XP_030569762.1|DNOV
OG0010400	LOC108070422|XP_017016369.1|DKIK	LOC115759356|XP_030556138.1|DNOV
OG0010401	LOC108070412|XP_017016357.1|DKIK	LOC115758771|XP_030555395.1|DNOV
OG0010402	LOC108077243|XP_017025992.1|DKIK	LOC115758539|XP_030555092.1|DNOV
OG0010403	LOC108077200|XP_017025937.1|DKIK	LOC115758363|XP_030554810.1|DNOV
OG0010404	LOC108072494|XP_017019149.1|DKIK	LOC115758976|XP_030555638.1|DNOV
OG0010405	LOC108072613|XP_017019325.1|DKIK	LOC115758759|XP_030555378.1|DNOV
OG0010406	LOC108072614|XP_017019327.1|DKIK	LOC115758760|XP_030555379.1|DNOV
OG0010407	LOC108082670|XP_017033657.1|DKIK	LOC115759340|XP_030556119.1|DNOV
OG0010409	LOC108075903|XP_017024011.1|DKIK	LOC115769267|XP_030569837.1|DNOV
OG0010410	LOC108075774|XP_017023822.1|DKIK	LOC115763393|XP_030561796.1|DNOV
OG0010411	LOC108075934|XP_017024065.1|DKIK	LOC115760250|XP_030557366.1|DNOV
OG0010412	LOC108074518|XP_017022085.1|DKIK	LOC115759895|XP_030556872.1|DNOV
OG0010413	LOC108074544|XP_017022127.1|DKIK	LOC115760205|XP_030557299.1|DNOV
OG0010414	LOC108074546|XP_017022130.1|DKIK	LOC115760065|XP_030557104.1|DNOV
OG0010415	LOC108072500|XP_017019156.1|DKIK	LOC115765459|XP_030564883.1|DNOV
OG0010416	LOC108076975|XP_017025517.1|DKIK	LOC115765513|XP_030564991.1|DNOV
OG0010417	LOC108076976|XP_017025518.1|DKIK	LOC115765524|XP_030565003.1|DNOV
OG0010418	LOC108077196|XP_017025930.1|DKIK	LOC115759742|XP_030556641.1|DNOV
OG0010419	LOC108076908|XP_017025437.1|DKIK	LOC115758945|XP_030555605.1|DNOV
OG0010420	LOC108072629|XP_017019348.1|DKIK, LOC108073074|XP_017020030.1|DKIK	LOC115759263|XP_030556025.1|DNOV
OG0010421	LOC108074305|XP_017021791.1|DKIK	LOC115759267|XP_030556028.1|DNOV
OG0010422	LOC108076998|XP_017025557.1|DKIK	LOC115759271|XP_030556033.1|DNOV
OG0010423	LOC108082726|XP_017033723.1|DKIK	LOC115758688|XP_030555292.1|DNOV
OG0010424	LOC108076973|XP_017025514.1|DKIK	LOC115758790|XP_030555423.1|DNOV
OG0010425	LOC108082706|XP_017033703.1|DKIK	LOC115759994|XP_030557010.1|DNOV
OG0010426	LOC108082717|XP_017033714.1|DKIK	LOC115759990|XP_030557003.1|DNOV
OG0010427	LOC108081369|XP_017032011.1|DKIK	LOC115765935|XP_030565541.1|DNOV
OG0010428	LOC108081401|XP_017032050.1|DKIK	LOC115765944|XP_030565550.1|DNOV
OG0010429	LOC108079590|XP_017029424.1|DKIK	LOC115765949|XP_030565557.1|DNOV
OG0010430	LOC108075824|XP_017023884.1|DKIK	LOC115760057|XP_030557095.1|DNOV
OG0010431	LOC108086172|XP_017038522.1|DKIK	LOC115760307|XP_030557455.1|DNOV
OG0010432	LOC108086167|XP_017038518.1|DKIK	LOC115760306|XP_030557454.1|DNOV
OG0010433	LOC108086083|XP_017038390.1|DKIK	LOC115759929|XP_030556926.1|DNOV
OG0010434	LOC108074535|XP_017022110.1|DKIK	LOC115758872|XP_030555524.1|DNOV
OG0010435	LOC108086232|XP_017038590.1|DKIK	LOC115758521|XP_030555074.1|DNOV
OG0010436	LOC108081999|XP_017032731.1|DKIK	LOC115759257|XP_030556017.1|DNOV
OG0010437	LOC108075874|XP_017023966.1|DKIK	LOC115760173|XP_030557255.1|DNOV
OG0010438	LOC108081859|XP_017032587.1|DKIK	LOC115758757|XP_030555376.1|DNOV
OG0010439	LOC108081854|XP_017032584.1|DKIK	LOC115758641|XP_030555237.1|DNOV
OG0010440	LOC108076964|XP_017025504.1|DKIK	LOC115765509|XP_030564987.1|DNOV
OG0010441	LOC108076921|XP_017025454.1|DKIK	LOC115765529|XP_030565006.1|DNOV
OG0010442	LOC108080438|XP_017030662.1|DKIK	LOC115765460|XP_030564884.1|DNOV
OG0010443	LOC108086202|XP_017038553.1|DKIK	LOC115763224|XP_030561558.1|DNOV
OG0010444	LOC108086200|XP_017038551.1|DKIK	LOC115763141|XP_030561449.1|DNOV
OG0010445	LOC108077365|XP_017026149.1|DKIK	LOC115758631|XP_030555225.1|DNOV
OG0010446	LOC108074269|XP_017021728.1|DKIK	LOC115765545|XP_030565030.1|DNOV
OG0010447	LOC108072637|XP_017019356.1|DKIK	LOC115762643|XP_030560808.1|DNOV
OG0010448	LOC108071640|XP_017017920.1|DKIK	LOC115770255|XP_030571330.1|DNOV
OG0010449	LOC108073890|XP_017021164.1|DKIK	LOC115770412|XP_030571533.1|DNOV
OG0010450	LOC108071490|XP_017017742.1|DKIK	LOC115770267|XP_030571345.1|DNOV
OG0010451	LOC108073301|XP_017020347.1|DKIK	LOC115770205|XP_030571259.1|DNOV
OG0010452	LOC108078811|XP_017028379.1|DKIK	LOC115771470|XP_030573053.1|DNOV
OG0010453	LOC108078732|XP_017028223.1|DKIK	LOC115770106|XP_030571083.1|DNOV
OG0010454	LOC108079749|XP_017029653.1|DKIK	LOC115769791|XP_030570618.1|DNOV
OG0010455	LOC108078758|XP_017028281.1|DKIK	LOC115769671|XP_030570446.1|DNOV
OG0010456	LOC108071889|XP_017018306.1|DKIK	LOC115769508|XP_030570199.1|DNOV
OG0010457	LOC108078674|XP_017028096.1|DKIK	LOC115766928|XP_030566875.1|DNOV
OG0010458	LOC108078644|XP_017028062.1|DKIK	LOC115766929|XP_030566876.1|DNOV
OG0010459	LOC108078576|XP_017027984.1|DKIK	LOC115766931|XP_030566878.1|DNOV
OG0010460	LOC108078572|XP_017027981.1|DKIK	LOC115766933|XP_030566880.1|DNOV
OG0010461	LOC108071928|XP_017018381.1|DKIK	LOC115766962|XP_030566910.1|DNOV
OG0010462	LOC108079092|XP_017028807.1|DKIK	LOC115768080|XP_030568406.1|DNOV
OG0010463	LOC108078686|XP_017028123.1|DKIK	LOC115762918|XP_030561158.1|DNOV
OG0010464	LOC108078608|XP_017028018.1|DKIK	LOC115762882|XP_030561117.1|DNOV
OG0010465	LOC108084437|XP_017036134.1|DKIK	LOC115762859|XP_030561095.1|DNOV
OG0010466	LOC108084397|XP_017036081.1|DKIK	LOC115762844|XP_030561079.1|DNOV
OG0010467	LOC108084401|XP_017036087.1|DKIK	LOC115762851|XP_030561087.1|DNOV
OG0010468	LOC108083691|XP_017035065.1|DKIK	LOC115762730|XP_030560924.1|DNOV
OG0010469	LOC108079849|XP_017029846.1|DKIK	LOC115762896|XP_030561131.1|DNOV
OG0010470	LOC108070590|XP_017016638.1|DKIK	LOC115770520|XP_030571683.1|DNOV
OG0010471	LOC108070554|XP_017016569.1|DKIK	LOC115769651|XP_030570427.1|DNOV
OG0010472	LOC108075046|XP_017022803.1|DKIK	LOC115769565|XP_030570277.1|DNOV
OG0010473	LOC108085989|XP_017038279.1|DKIK	LOC115769453|XP_030570126.1|DNOV
OG0010474	LOC108071621|XP_017017890.1|DKIK	LOC115769844|XP_030570680.1|DNOV
OG0010475	LOC108078840|XP_017028421.1|DKIK	LOC115769400|XP_030570063.1|DNOV
OG0010476	LOC108078566|XP_017027974.1|DKIK	LOC115769761|XP_030570576.1|DNOV
OG0010477	LOC108079771|XP_017029697.1|DKIK	LOC115767177|XP_030567227.1|DNOV
OG0010478	LOC108078415|XP_017027771.1|DKIK	LOC115771176|XP_030572621.1|DNOV
OG0010479	LOC108078029|XP_017027082.1|DKIK	LOC115771146|XP_030572577.1|DNOV
OG0010480	LOC108077488|XP_017026300.1|DKIK	LOC115771011|XP_030572377.1|DNOV
OG0010481	LOC108071936|XP_017018390.1|DKIK	LOC115770782|XP_030572066.1|DNOV
OG0010482	LOC108070478|XP_017016453.1|DKIK	LOC115770393|XP_030571501.1|DNOV
OG0010483	LOC108072750|XP_017019508.1|DKIK	LOC115770479|XP_030571623.1|DNOV
OG0010484	LOC108083310|XP_017034537.1|DKIK	LOC115771413|XP_030572972.1|DNOV
OG0010485	LOC108082999|XP_017034112.1|DKIK	LOC115769588|XP_030570327.1|DNOV
OG0010486	LOC108070409|XP_017016351.1|DKIK	LOC115767124|XP_030567148.1|DNOV
OG0010487	LOC108073799|XP_017021060.1|DKIK	LOC115768579|XP_030569086.1|DNOV
OG0010488	LOC108080669|XP_017030989.1|DKIK	LOC115767721|XP_030567891.1|DNOV
OG0010489	LOC108075136|XP_017022909.1|DKIK	LOC115767818|XP_030568018.1|DNOV
OG0010490	LOC108085141|XP_017037149.1|DKIK	LOC115763484|XP_030561932.1|DNOV
OG0010491	LOC108072276|XP_017018831.1|DKIK	LOC115762529|XP_030560662.1|DNOV
OG0010492	LOC108080613|XP_017030926.1|DKIK, LOC108085504|XP_017037614.1|DKIK	LOC115770367|XP_030571473.1|DNOV
OG0010493	LOC108080633|XP_017030946.1|DKIK	LOC115770286|XP_030571381.1|DNOV
OG0010494	LOC108084762|XP_017036566.1|DKIK	LOC115770268|XP_030571346.1|DNOV
OG0010495	LOC108084786|XP_017036611.1|DKIK	LOC115770271|XP_030571355.1|DNOV
OG0010496	LOC108075197|XP_017023022.1|DKIK	LOC115769383|XP_030570038.1|DNOV
OG0010497	LOC108075338|XP_017023242.1|DKIK	LOC115769438|XP_030570105.1|DNOV
OG0010498	LOC108078019|XP_017027068.1|DKIK	LOC115762250|XP_030560262.1|DNOV
OG0010499	LOC108078056|XP_017027109.1|DKIK	LOC115762256|XP_030560271.1|DNOV
OG0010500	LOC108076558|XP_017024958.1|DKIK	LOC115762326|XP_030560353.1|DNOV
OG0010501	LOC108074688|XP_017022303.1|DKIK	LOC115763258|XP_030561600.1|DNOV
OG0010503	LOC108085101|XP_017037062.1|DKIK	LOC115762443|XP_030560502.1|DNOV
OG0010505	LOC108076743|XP_017025227.1|DKIK	LOC115762246|XP_030560257.1|DNOV
OG0010507	LOC108072264|XP_017018821.1|DKIK	LOC115762217|XP_030560210.1|DNOV
OG0010508	LOC108074220|XP_017021654.1|DKIK	LOC115761066|XP_030558543.1|DNOV
OG0010509	LOC108073066|XP_017020021.1|DKIK	LOC115765321|XP_030564684.1|DNOV
OG0010510	LOC108078053|XP_017027106.1|DKIK	LOC115757806|XP_030554083.1|DNOV
OG0010511	LOC108072870|XP_017019678.1|DKIK	LOC115758057|XP_030554431.1|DNOV
OG0010512	LOC108070812|XP_017016900.1|DKIK	LOC115757883|XP_030554183.1|DNOV
OG0010513	LOC108070797|XP_017016886.1|DKIK	LOC115758080|XP_030554453.1|DNOV
OG0010514	LOC108070865|XP_017016986.1|DKIK	LOC115757901|XP_030554209.1|DNOV
OG0010515	LOC108072411|XP_017019004.1|DKIK	LOC115758849|XP_030555498.1|DNOV
OG0010516	LOC108074666|XP_017022274.1|DKIK	LOC115758015|XP_030554374.1|DNOV
OG0010517	LOC108076634|XP_017025049.1|DKIK	LOC115758156|XP_030554550.1|DNOV
OG0010518	LOC108078278|XP_017027519.1|DKIK	LOC115762027|XP_030559955.1|DNOV
OG0010519	LOC108082352|XP_017033178.1|DKIK	LOC115758274|XP_030554697.1|DNOV
OG0010520	LOC108076218|XP_017024449.1|DKIK	LOC115758266|XP_030554687.1|DNOV
OG0010521	LOC108082390|XP_017033224.1|DKIK	LOC115757948|XP_030554281.1|DNOV
OG0010522	LOC108078508|XP_017027900.1|DKIK	LOC115758218|XP_030554629.1|DNOV
OG0010523	LOC108078505|XP_017027896.1|DKIK	LOC115762763|XP_030560971.1|DNOV
OG0010524	LOC108085093|XP_017037056.1|DKIK	LOC115761203|XP_030558751.1|DNOV
OG0010525	LOC108082163|XP_017032955.1|DKIK	LOC115767429|XP_030567568.1|DNOV
OG0010526	LOC108082133|XP_017032924.1|DKIK	LOC115767463|XP_030567629.1|DNOV
OG0010528	LOC108072226|XP_017018778.1|DKIK	LOC115766559|XP_030566397.1|DNOV
OG0010529	LOC108072282|XP_017018837.1|DKIK	LOC115766570|XP_030566412.1|DNOV
OG0010530	LOC108076170|XP_017024390.1|DKIK	LOC115764469|XP_030563371.1|DNOV
OG0010531	LOC108073412|XP_017020506.1|DKIK	LOC115760406|XP_030557573.1|DNOV
OG0010532	LOC108085423|XP_017037495.1|DKIK	LOC115770916|XP_030572225.1|DNOV
OG0010533	LOC108080644|XP_017030957.1|DKIK	LOC115768698|XP_030569247.1|DNOV
OG0010534	LOC108084827|XP_017036678.1|DKIK	LOC115763728|XP_030562283.1|DNOV
OG0010535	LOC108076401|XP_017024770.1|DKIK	LOC115763677|XP_030562209.1|DNOV
OG0010536	LOC108076667|XP_017025130.1|DKIK	LOC115763895|XP_030562533.1|DNOV
OG0010537	LOC108085413|XP_017037470.1|DKIK	LOC115759646|XP_030556495.1|DNOV
OG0010538	LOC108081076|XP_017031545.1|DKIK	LOC115770686|XP_030571932.1|DNOV
OG0010539	LOC108080861|XP_017031254.1|DKIK	LOC115766193|XP_030565897.1|DNOV
OG0010540	LOC108073745|XP_017020997.1|DKIK	LOC115761473|XP_030559099.1|DNOV
OG0010541	LOC108073789|XP_017021045.1|DKIK	LOC115764161|XP_030562898.1|DNOV
OG0010542	LOC108085645|XP_017037824.1|DKIK	LOC115763987|XP_030562660.1|DNOV
OG0010543	LOC108085852|XP_017038099.1|DKIK	LOC115761255|XP_030558828.1|DNOV
OG0010544	LOC108073260|XP_017020307.1|DKIK	LOC115761739|XP_030559485.1|DNOV
OG0010545	LOC108084538|XP_017036264.1|DKIK	LOC115761469|XP_030559095.1|DNOV
OG0010546	LOC108085673|XP_017037855.1|DKIK	LOC115764151|XP_030562886.1|DNOV
OG0010547	LOC108085676|XP_017037859.1|DKIK	LOC115764153|XP_030562888.1|DNOV
OG0010548	LOC108085573|XP_017037702.1|DKIK	LOC115764207|XP_030562957.1|DNOV
OG0010549	LOC108085723|XP_017037937.1|DKIK	LOC115764867|XP_030564005.1|DNOV
OG0010550	LOC108077607|XP_017026505.1|DKIK	LOC115764986|XP_030564173.1|DNOV
OG0010551	LOC108073385|XP_017020459.1|DKIK	LOC115765081|XP_030564317.1|DNOV
OG0010552	LOC108073685|XP_017020902.1|DKIK	LOC115764920|XP_030564085.1|DNOV
OG0010553	LOC108073673|XP_017020887.1|DKIK	LOC115765006|XP_030564216.1|DNOV
