Orthogroup	DKIK.longest_only	DPER.longest_only
OG0007378	LOC108083845|XP_017035312.1|DKIK	LOC6603922|XP_026846553.1|DPER
OG0007379	LOC108080538|XP_017030830.1|DKIK	LOC6597758|XP_002022889.1|DPER
OG0007380	LOC108080531|XP_017030819.1|DKIK	LOC6596737|XP_026845823.1|DPER
OG0007381	LOC108080513|XP_017030779.1|DKIK	LOC6597762|XP_002022893.1|DPER
OG0007382	LOC108083430|XP_017034674.1|DKIK	LOC6600177|XP_026846730.1|DPER
OG0007383	LOC108085763|XP_017037993.1|DKIK	LOC6604604|XP_026846039.1|DPER, LOC6596848|XP_026845949.1|DPER
OG0007384	LOC108083433|XP_017034677.1|DKIK	LOC6600181|XP_002025280.1|DPER
OG0007385	LOC108079938|XP_017029971.1|DKIK	LOC6602620|XP_002027647.1|DPER
OG0007386	LOC108076121|XP_017024339.1|DKIK	LOC6597827|XP_026846558.1|DPER
OG0007388	LOC108084532|XP_017036261.1|DKIK	LOC6603502|XP_002028481.1|DPER
OG0007389	LOC108081532|XP_017032239.1|DKIK	LOC6593539|XP_002018726.1|DPER
OG0007390	LOC108083523|XP_017034843.1|DKIK	LOC113565955|XP_026845181.1|DPER
OG0007391	LOC108073398|XP_017020478.1|DKIK	LOC6594673|XP_002019851.1|DPER
OG0007392	LOC108080339|XP_017030528.1|DKIK	LOC6600233|XP_026846620.1|DPER
OG0007393	LOC108073237|XP_017020276.1|DKIK	LOC6592119|XP_026840129.1|DPER
OG0007394	LOC108080307|XP_017030470.1|DKIK	LOC6600445|XP_026848436.1|DPER
OG0007395	LOC108080153|XP_017030280.1|DKIK	LOC6599427|XP_026847180.1|DPER
OG0007396	LOC108075563|XP_017023567.1|DKIK	LOC6591397|XP_002017172.1|DPER
OG0007397	LOC108077320|XP_017026097.1|DKIK	LOC6602651|XP_002027680.2|DPER
OG0007398	LOC108072966|XP_017019886.1|DKIK	LOC6591095|XP_002016127.1|DPER
OG0007399	LOC108074943|XP_017022663.1|DKIK	LOC6597303|XP_026846446.1|DPER
OG0007400	LOC108084623|XP_017036404.1|DKIK	LOC6600434|XP_002025539.1|DPER
OG0007401	LOC108079995|XP_017030050.1|DKIK	LOC6599317|XP_026847104.1|DPER
OG0007402	LOC108084377|XP_017036052.1|DKIK	LOC6594231|XP_002019898.1|DPER
OG0007403	LOC108084348|XP_017036000.1|DKIK	LOC6594228|XP_026850376.1|DPER
OG0007404	LOC108084368|XP_017036038.1|DKIK	LOC6594056|XP_026850393.1|DPER
OG0007405	LOC108071307|XP_017017502.1|DKIK	LOC6591882|XP_002017080.1|DPER
OG0007406	LOC108081142|XP_017031669.1|DKIK	LOC6594712|XP_002019567.1|DPER
OG0007407	LOC108074432|XP_017021963.1|DKIK	LOC6588830|XP_002014262.2|DPER
OG0007408	LOC108085549|XP_017037674.1|DKIK	LOC6601497|XP_026848009.1|DPER
OG0007409	LOC108077145|XP_017025854.1|DKIK	LOC6588912|XP_026844205.1|DPER
OG0007410	LOC108083873|XP_017035351.1|DKIK	LOC6599358|XP_002024481.2|DPER
OG0007411	LOC108084645|XP_017036425.1|DKIK	LOC6600089|XP_002025181.1|DPER
OG0007412	LOC108079947|XP_017029991.1|DKIK	LOC6602635|XP_002027657.1|DPER
OG0007413	LOC108085140|XP_017037148.1|DKIK	LOC6590611|XP_026842406.1|DPER
OG0007414	LOC108080393|XP_017030610.1|DKIK	LOC6588684|XP_002015212.1|DPER
OG0007415	LOC108083376|XP_017034611.1|DKIK	LOC6597023|XP_002022115.2|DPER
OG0007416	LOC108080516|XP_017030784.1|DKIK	LOC6603228|XP_026845452.1|DPER
OG0007417	LOC108071235|XP_017017407.1|DKIK	LOC6597554|XP_026848911.1|DPER
OG0007418	LOC108073017|XP_017019964.1|DKIK	LOC6592668|XP_002018392.1|DPER
OG0007419	LOC108077786|XP_017026776.1|DKIK	LOC6587245|XP_026840573.1|DPER
OG0007420	LOC108078259|XP_017027486.1|DKIK	LOC6593221|XP_002018481.1|DPER
OG0007421	LOC108071685|XP_017017978.1|DKIK	LOC6599997|XP_026849116.1|DPER
OG0007422	LOC108085751|XP_017037976.1|DKIK	LOC6596865|XP_026845858.1|DPER
OG0007423	LOC108083835|XP_017035301.1|DKIK	LOC6600046|XP_002025061.2|DPER
OG0007424	LOC108083090|XP_017034227.1|DKIK	LOC6598979|XP_026847859.1|DPER
OG0007425	LOC108083243|XP_017034438.1|DKIK	LOC6602355|XP_026848480.1|DPER
OG0007426	LOC108071803|XP_017018183.1|DKIK	LOC6597256|XP_002022450.2|DPER
OG0007427	LOC108076077|XP_017024277.1|DKIK	LOC6602613|XP_002027640.1|DPER
OG0007428	LOC108083442|XP_017034687.1|DKIK	LOC6597587|XP_026848931.1|DPER
OG0007429	LOC108085168|XP_017037189.1|DKIK	LOC6601642|XP_026841459.1|DPER
OG0007430	LOC108071518|XP_017017776.1|DKIK	LOC6603572|XP_026847997.1|DPER
OG0007431	LOC108077172|XP_017025897.1|DKIK	LOC6589101|XP_002015034.1|DPER
OG0007432	LOC108072658|XP_017019384.1|DKIK	LOC6603443|XP_002028397.1|DPER
OG0007433	LOC108083488|XP_017034775.1|DKIK	LOC6600686|XP_026845147.1|DPER
OG0007434	LOC108073961|XP_017021287.1|DKIK	LOC6602829|XP_026847938.1|DPER
OG0007435	LOC108073971|XP_017021303.1|DKIK	LOC6602799|XP_026847749.1|DPER
OG0007436	LOC108075094|XP_017022866.1|DKIK	LOC6601839|XP_002026870.1|DPER
OG0007437	LOC108072720|XP_017019468.1|DKIK	LOC6597113|XP_002022270.2|DPER
OG0007438	LOC108083055|XP_017034173.1|DKIK	LOC6603348|XP_026848074.1|DPER
OG0007439	LOC108079285|XP_017029071.1|DKIK	LOC6599350|XP_002024506.1|DPER
OG0007440	LOC108074211|XP_017021639.1|DKIK	LOC6597796|XP_026846601.1|DPER
OG0007441	LOC108082536|XP_017033460.1|DKIK	LOC6601560|XP_026842009.1|DPER
OG0007442	LOC108084849|XP_017036717.1|DKIK	LOC6594306|XP_002019804.1|DPER
OG0007443	LOC108076390|XP_017024716.1|DKIK	LOC113565041|XP_026840894.1|DPER
OG0007444	LOC108076419|XP_017024749.1|DKIK	LOC6591204|XP_002016194.1|DPER
OG0007445	LOC108076418|XP_017024747.1|DKIK	LOC6591205|XP_002016195.1|DPER
OG0007446	LOC108082812|XP_017033860.1|DKIK	LOC6589713|XP_026844452.1|DPER
OG0007447	LOC108074278|XP_017021743.1|DKIK	LOC6588852|XP_002014907.1|DPER
OG0007448	LOC108078486|XP_017027858.1|DKIK	LOC6592828|XP_002017680.1|DPER
OG0007449	LOC108073778|XP_017021034.1|DKIK	LOC6600651|XP_026847580.1|DPER
OG0007450	LOC108081392|XP_017032039.1|DKIK	LOC113565577|XP_026843807.1|DPER
OG0007451	LOC108083657|XP_017035017.1|DKIK	LOC6601863|XP_002026912.1|DPER
OG0007452	LOC108083656|XP_017035016.1|DKIK	LOC6601864|XP_002026913.2|DPER
OG0007453	LOC108073954|XP_017021269.1|DKIK	LOC113566448|XP_026847840.1|DPER
OG0007454	LOC108083101|XP_017034247.1|DKIK	LOC6596062|XP_026845201.1|DPER
OG0007455	LOC108076622|XP_017025037.1|DKIK	LOC6592708|XP_002018510.1|DPER
OG0007456	LOC108083446|XP_017034699.1|DKIK	LOC6599290|XP_002024255.2|DPER
OG0007457	LOC108073949|XP_017021254.1|DKIK	LOC6601014|XP_002026136.2|DPER
OG0007458	LOC108074645|XP_017022287.1|DKIK	LOC6597924|XP_002023096.1|DPER
OG0007459	LOC108083675|XP_017035041.1|DKIK	LOC6587856|XP_026839918.1|DPER
OG0007460	LOC108078277|XP_017027518.1|DKIK	LOC6591209|XP_002016199.1|DPER
OG0007461	LOC108075239|XP_017023084.1|DKIK	LOC6595993|XP_026845291.1|DPER
OG0007462	LOC108074018|XP_017021374.1|DKIK	LOC6595989|XP_002021010.1|DPER
OG0007463	LOC108074017|XP_017021373.1|DKIK	LOC6595988|XP_026845300.1|DPER
OG0007464	LOC108074992|XP_017022712.1|DKIK	LOC6595997|XP_026845293.1|DPER
OG0007465	LOC108070447|XP_017016415.1|DKIK	LOC6602199|XP_026848002.1|DPER
OG0007466	LOC108073080|XP_017020035.1|DKIK	LOC6600918|XP_026842021.1|DPER
OG0007467	LOC108076517|XP_017024914.1|DKIK	LOC6600810|XP_002025981.2|DPER
OG0007468	LOC108076511|XP_017024906.1|DKIK	LOC6590836|XP_002016507.1|DPER
OG0007469	LOC108080582|XP_017030876.1|DKIK	LOC6599049|XP_026848968.1|DPER
OG0007470	LOC108075926|XP_017024050.1|DKIK	LOC6593416|XP_002019122.2|DPER
OG0007471	LOC108076122|XP_017024340.1|DKIK	LOC6590350|XP_026841959.1|DPER
OG0007472	LOC108074141|XP_017021529.1|DKIK	LOC6598198|XP_026846176.1|DPER
OG0007473	LOC108075020|XP_017022761.1|DKIK	LOC6595984|XP_026845453.1|DPER
OG0007474	LOC108078545|XP_017027949.1|DKIK	LOC6592832|XP_026841889.1|DPER
OG0007475	LOC108079114|XP_017028843.1|DKIK	LOC6601666|XP_002026731.2|DPER
OG0007476	LOC108083552|XP_017034889.1|DKIK	LOC6603222|XP_002028218.2|DPER
OG0007477	LOC108083459|XP_017034720.1|DKIK	LOC6603224|XP_026845282.1|DPER
OG0007478	LOC108077163|XP_017025887.1|DKIK	LOC6589384|XP_002014345.1|DPER
OG0007479	LOC108076105|XP_017024318.1|DKIK	LOC6598370|XP_026846125.1|DPER
OG0007480	LOC108081274|XP_017031860.1|DKIK	LOC6592181|XP_026851268.1|DPER
OG0007481	LOC108072660|XP_017019382.1|DKIK	LOC6601109|XP_002026184.1|DPER
OG0007482	LOC108079635|XP_017029509.1|DKIK	LOC6588767|XP_002014852.1|DPER
OG0007483	LOC108085162|XP_017037183.1|DKIK	LOC6602091|XP_026841394.1|DPER
OG0007484	LOC108079954|XP_017030002.1|DKIK	LOC113566134|XP_026846232.1|DPER
OG0007485	LOC108074232|XP_017021664.1|DKIK	LOC113566581|XP_026848619.1|DPER
OG0007486	LOC108080015|XP_017030071.1|DKIK	LOC6602874|XP_002027909.1|DPER
OG0007487	LOC108082655|XP_017033641.1|DKIK	LOC6601992|XP_002027069.1|DPER
OG0007488	LOC108075024|XP_017022767.1|DKIK	LOC6603356|XP_026848067.1|DPER
OG0007489	LOC108081116|XP_017031607.1|DKIK	LOC6591489|XP_026840519.1|DPER
OG0007490	LOC108079213|XP_017028979.1|DKIK	LOC6603525|XP_002028504.1|DPER
OG0007491	LOC108080505|XP_017030763.1|DKIK	LOC6600229|XP_026846653.1|DPER
OG0007492	LOC108081333|XP_017031963.1|DKIK	LOC6589991|XP_002015596.1|DPER
OG0007493	LOC108084674|XP_017036491.1|DKIK	LOC6603528|XP_026846744.1|DPER
OG0007494	LOC108077136|XP_017025837.1|DKIK	LOC6589201|XP_002014363.1|DPER
OG0007495	LOC108079149|XP_017028885.1|DKIK	LOC6603099|XP_026847069.1|DPER
OG0007496	LOC108083061|XP_017034184.1|DKIK	LOC6599073|XP_026848982.1|DPER
OG0007497	LOC108071949|XP_017018404.1|DKIK	LOC6601387|XP_026847754.1|DPER
OG0007498	LOC108083091|XP_017034228.1|DKIK	LOC6595847|XP_026845237.1|DPER
OG0007499	LOC108083264|XP_017034462.1|DKIK	LOC6603337|XP_002028321.1|DPER
OG0007500	LOC108083265|XP_017034463.1|DKIK	LOC6603338|XP_002028322.1|DPER
OG0007501	LOC108083320|XP_017034551.1|DKIK	LOC6596170|XP_002021147.1|DPER
OG0007502	LOC108071387|XP_017017620.1|DKIK	LOC113565239|XP_026842760.1|DPER
OG0007503	LOC108077222|XP_017025969.1|DKIK	LOC6589355|XP_026844675.1|DPER
OG0007504	LOC108075113|XP_017022884.1|DKIK	LOC6601842|XP_026848500.1|DPER
OG0007505	LOC108072817|XP_017019599.1|DKIK	LOC6597002|XP_002022249.1|DPER
OG0007506	LOC108072760|XP_017019522.1|DKIK	LOC6597076|XP_026845344.1|DPER
OG0007507	LOC108074599|XP_017022204.1|DKIK	LOC113565843|XP_026844981.1|DPER
OG0007508	LOC108074587|XP_017022183.1|DKIK	LOC6589375|XP_002014901.2|DPER
OG0007509	LOC108079986|XP_017030042.1|DKIK	LOC6593594|XP_002018885.1|DPER
OG0007510	LOC108082442|XP_017033301.1|DKIK	LOC6590691|XP_002016622.1|DPER
OG0007511	LOC108072574|XP_017019269.1|DKIK	LOC6596270|XP_026843292.1|DPER
OG0007512	LOC108077731|XP_017026718.1|DKIK	LOC113567261|XP_026850326.1|DPER
OG0007513	LOC108086139|XP_017038484.1|DKIK	LOC6589872|XP_002014585.1|DPER
OG0007514	LOC108079863|XP_017029863.1|DKIK	LOC6604039|XP_026849759.1|DPER
OG0007515	LOC108072488|XP_017019144.1|DKIK	LOC6595464|XP_002020897.1|DPER
OG0007516	LOC108081385|XP_017032030.1|DKIK	LOC6593706|XP_002018630.1|DPER
OG0007517	LOC108075018|XP_017022758.1|DKIK	LOC6603351|XP_002028332.1|DPER
OG0007518	LOC108070884|XP_017017018.1|DKIK	LOC6601329|XP_002026380.1|DPER
OG0007519	LOC108078133|XP_017027247.1|DKIK	LOC6600860|XP_002025895.2|DPER
OG0007520	LOC108070454|XP_017016423.1|DKIK	LOC6602606|XP_026846716.1|DPER
OG0007521	LOC108071791|XP_017018159.1|DKIK	LOC113566265|XP_026846960.1|DPER
OG0007522	LOC108082919|XP_017033998.1|DKIK	LOC6600742|XP_026848633.1|DPER
OG0007523	LOC108073121|XP_017020103.1|DKIK	LOC6600932|XP_026841981.1|DPER
OG0007524	LOC108077146|XP_017025856.1|DKIK	LOC6588913|XP_026844207.1|DPER
OG0007525	LOC108085296|XP_017037343.1|DKIK	LOC6598023|XP_002023215.1|DPER
OG0007526	LOC108081029|XP_017031479.1|DKIK	LOC6587787|XP_002012763.2|DPER
OG0007527	LOC108073380|XP_017020448.1|DKIK	LOC6601490|XP_002026545.1|DPER
OG0007528	LOC108085107|XP_017037072.1|DKIK	LOC6603154|XP_026841974.1|DPER
OG0007529	LOC108076196|XP_017024420.1|DKIK	LOC6590876|XP_026842904.1|DPER
OG0007530	LOC108073458|XP_017020582.1|DKIK	LOC6591578|XP_002016775.1|DPER
OG0007531	LOC108085104|XP_017037065.1|DKIK	LOC6603146|XP_002028159.1|DPER
OG0007532	LOC108070860|XP_017016981.1|DKIK	LOC6601289|XP_026842224.1|DPER
OG0007533	LOC108083261|XP_017034459.1|DKIK	LOC6601920|XP_026848592.1|DPER
OG0007534	LOC108082990|XP_017034102.1|DKIK	LOC6595853|XP_002021383.2|DPER
OG0007535	LOC108075080|XP_017022851.1|DKIK	LOC6602268|XP_002027317.1|DPER
OG0007536	LOC108084305|XP_017035957.1|DKIK	LOC6594133|XP_026851215.1|DPER
OG0007537	LOC108075288|XP_017023171.1|DKIK	LOC113566567|XP_026848539.1|DPER
OG0007538	LOC108075215|XP_017023043.1|DKIK	LOC6602271|XP_026848523.1|DPER
OG0007539	LOC108082799|XP_017033838.1|DKIK	LOC6595732|XP_026844473.1|DPER
OG0007540	LOC108086034|XP_017038340.1|DKIK	LOC6598686|XP_002023752.1|DPER
OG0007541	LOC108080857|XP_017031250.1|DKIK	LOC6592654|XP_002017990.2|DPER
OG0007542	LOC108085155|XP_017037180.1|DKIK	LOC6601636|XP_026841613.1|DPER
OG0007543	LOC108085550|XP_017037675.1|DKIK	LOC6602547|XP_002027559.1|DPER
OG0007544	LOC108074000|XP_017021343.1|DKIK	LOC6599824|XP_002024844.2|DPER
OG0007545	LOC108082850|XP_017033912.1|DKIK	LOC6593388|XP_002019086.1|DPER
OG0007546	LOC108085895|XP_017038149.1|DKIK	LOC6591674|XP_002016889.1|DPER
OG0007547	LOC108082410|XP_017033247.1|DKIK	LOC6589906|XP_002016388.1|DPER
OG0007548	LOC108079064|XP_017028764.1|DKIK	LOC6599600|XP_026849557.1|DPER
OG0007549	LOC108083245|XP_017034440.1|DKIK	LOC6596195|XP_002021124.1|DPER
OG0007550	LOC108084803|XP_017036649.1|DKIK	LOC6601522|XP_002026584.1|DPER
OG0007551	LOC108076788|XP_017025284.1|DKIK	LOC113565203|XP_026842478.1|DPER
OG0007552	LOC108079109|XP_017028840.1|DKIK	LOC6589522|XP_026844706.1|DPER
OG0007553	LOC108085371|XP_017037434.1|DKIK	LOC6589517|XP_002015191.1|DPER
OG0007554	LOC108078935|XP_017028572.1|DKIK	LOC6599781|XP_002024868.1|DPER
OG0007555	LOC108076355|XP_017024640.1|DKIK	LOC6590152|XP_002016319.1|DPER
OG0007556	LOC108070768|XP_017016855.1|DKIK	LOC6601324|XP_026841614.1|DPER
OG0007557	LOC108070897|XP_017017031.1|DKIK	LOC6601321|XP_002026372.2|DPER
OG0007558	LOC108072953|XP_017019869.1|DKIK	LOC6590639|XP_002016142.2|DPER
OG0007559	LOC108074774|XP_017022441.1|DKIK	LOC6593882|XP_002019179.1|DPER
OG0007560	LOC108075306|XP_017023198.1|DKIK	LOC6601801|XP_026848511.1|DPER
OG0007561	LOC108085532|XP_017037654.1|DKIK	LOC6601491|XP_026848030.1|DPER
OG0007562	LOC108073801|XP_017021061.1|DKIK	LOC6596004|XP_026845556.1|DPER
OG0007563	LOC108080680|XP_017031001.1|DKIK	LOC6598891|XP_002024096.1|DPER
OG0007564	LOC108075309|XP_017023202.1|DKIK	LOC6595904|XP_002021443.1|DPER
OG0007565	LOC108073303|XP_017020349.1|DKIK	LOC6591372|XP_026841655.1|DPER
OG0007566	LOC108076442|XP_017024799.1|DKIK	LOC6590297|XP_002016158.1|DPER
OG0007567	LOC108085021|XP_017036955.1|DKIK	LOC6587419|XP_002013034.1|DPER
OG0007568	LOC108081802|XP_017032527.1|DKIK	LOC6593249|XP_002018370.1|DPER
OG0007569	LOC108076765|XP_017025254.1|DKIK	LOC6590449|XP_002016375.1|DPER
OG0007570	LOC108081801|XP_017032525.1|DKIK	LOC6593250|XP_002018371.1|DPER
OG0007571	LOC108081806|XP_017032531.1|DKIK	LOC6593248|XP_002018369.1|DPER
OG0007572	LOC108081390|XP_017032037.1|DKIK	LOC6593708|XP_026843146.1|DPER
OG0007573	LOC108082445|XP_017033305.1|DKIK	LOC6590205|XP_002016061.1|DPER
OG0007574	LOC108076507|XP_017024896.1|DKIK	LOC6600964|XP_002026002.1|DPER
OG0007575	LOC108082422|XP_017033276.1|DKIK	LOC6603158|XP_002028173.1|DPER
OG0007576	LOC108079208|XP_017028961.1|DKIK	LOC6597399|XP_026846445.1|DPER
OG0007577	LOC108083365|XP_017034597.1|DKIK	LOC6599266|XP_002024261.1|DPER
OG0007578	LOC108072550|XP_017019213.1|DKIK	LOC6588863|XP_026844139.1|DPER
OG0007579	LOC108070878|XP_017017010.1|DKIK	LOC6590642|XP_026841634.1|DPER
OG0007580	LOC108083035|XP_017034154.1|DKIK	LOC6597011|XP_002022174.1|DPER
OG0007581	LOC108077408|XP_017026197.1|DKIK	LOC6589129|XP_002014749.1|DPER
OG0007582	LOC108071310|XP_017017505.1|DKIK	LOC6591885|XP_002017083.1|DPER
OG0007583	LOC108072378|XP_017018967.1|DKIK	LOC6592732|XP_002018099.1|DPER
OG0007584	LOC108079197|XP_017028948.1|DKIK	LOC6599919|XP_026849206.1|DPER
OG0007585	LOC108073983|XP_017021323.1|DKIK	LOC6595991|XP_026845299.1|DPER
OG0007586	LOC108085292|XP_017037338.1|DKIK	LOC6598032|XP_002023190.1|DPER
OG0007587	LOC108078313|XP_017027595.1|DKIK	LOC6600820|XP_026842245.1|DPER
OG0007588	LOC108083313|XP_017034540.1|DKIK	LOC6597987|XP_026843388.1|DPER
OG0007589	LOC108083540|XP_017034873.1|DKIK	LOC6598355|XP_002023430.2|DPER
OG0007590	LOC108072739|XP_017019494.1|DKIK	LOC6597119|XP_026845605.1|DPER
OG0007591	LOC108078095|XP_017027178.1|DKIK	LOC6592693|XP_026841299.1|DPER
OG0007592	LOC108078181|XP_017027336.1|DKIK	LOC6590607|XP_002016472.1|DPER
OG0007593	LOC108083889|XP_017035370.1|DKIK	LOC6596887|XP_026845935.1|DPER
OG0007594	LOC108078096|XP_017027179.1|DKIK	LOC6592699|XP_002017736.1|DPER
OG0007595	LOC108076604|XP_017025007.1|DKIK	LOC6603467|XP_002028436.1|DPER
OG0007596	LOC108078852|XP_017028436.1|DKIK	LOC6601206|XP_002026302.1|DPER
OG0007597	LOC108080690|XP_017031016.1|DKIK	LOC6599058|XP_002024174.1|DPER
OG0007598	LOC108082426|XP_017033285.1|DKIK	LOC6603156|XP_002028171.1|DPER
OG0007599	LOC108075068|XP_017022839.1|DKIK	LOC6602266|XP_002027315.1|DPER
OG0007600	LOC108082989|XP_017034100.1|DKIK	LOC6602380|XP_026848535.1|DPER
OG0007601	LOC108083022|XP_017034139.1|DKIK	LOC6597046|XP_002022206.1|DPER
OG0007602	LOC108070390|XP_017016329.1|DKIK	LOC6595763|XP_002021344.1|DPER
OG0007603	LOC108070482|XP_017016457.1|DKIK	LOC6595764|XP_002021345.2|DPER
OG0007605	LOC108084757|XP_017036557.1|DKIK	LOC6603732|XP_026850086.1|DPER
OG0007606	LOC108073794|XP_017021049.1|DKIK	LOC6600653|XP_026847663.1|DPER
OG0007607	LOC108077823|XP_017026836.1|DKIK	LOC6588127|XP_026840661.1|DPER
OG0007608	LOC108075208|XP_017023033.1|DKIK	LOC6601831|XP_002026897.2|DPER
OG0007609	LOC108074145|XP_017021533.1|DKIK	LOC6598196|XP_002023531.2|DPER
OG0007610	LOC108078455|XP_017027832.1|DKIK	LOC6592268|XP_026841687.1|DPER
OG0007611	LOC108084524|XP_017036248.1|DKIK	LOC6601994|XP_026846807.1|DPER
OG0007612	LOC108078412|XP_017027758.1|DKIK	LOC6593036|XP_026842321.1|DPER
OG0007613	LOC108078134|XP_017027249.1|DKIK	LOC6600824|XP_002025891.2|DPER
OG0007614	LOC108079840|XP_017029832.1|DKIK	LOC6600604|XP_026847509.1|DPER
OG0007615	LOC108078777|XP_017028310.1|DKIK	LOC6599633|XP_002024743.1|DPER
OG0007616	LOC108071429|XP_017017669.1|DKIK	LOC6587422|XP_002013035.1|DPER
OG0007617	LOC108083739|XP_017035139.1|DKIK	LOC6596042|XP_026845671.1|DPER
OG0007618	LOC108083014|XP_017034129.1|DKIK	LOC6595854|XP_002021384.1|DPER
OG0007619	LOC108084800|XP_017036644.1|DKIK	LOC6600611|XP_002025600.1|DPER
OG0007620	LOC108075171|XP_017022970.1|DKIK	LOC6599736|XP_026847243.1|DPER
OG0007621	LOC108078431|XP_017027796.1|DKIK	LOC6592343|XP_002018290.2|DPER
OG0007622	LOC108080637|XP_017030950.1|DKIK	LOC6598924|XP_026847842.1|DPER
OG0007623	LOC108074993|XP_017022717.1|DKIK	LOC6596033|XP_026845718.1|DPER
OG0007624	LOC108075064|XP_017022833.1|DKIK	LOC6601855|XP_002026904.2|DPER
OG0007625	LOC108073958|XP_017021274.1|DKIK	LOC6598877|XP_026847947.1|DPER
OG0007626	LOC108075091|XP_017022862.1|DKIK	LOC6601028|XP_002026150.1|DPER
OG0007627	LOC108079811|XP_017029782.1|DKIK	LOC6601029|XP_002026151.2|DPER
OG0007628	LOC108084517|XP_017036240.1|DKIK	LOC6603483|XP_002028464.1|DPER
OG0007629	LOC108078773|XP_017028304.1|DKIK	LOC6601218|XP_002026314.1|DPER
OG0007630	LOC108084321|XP_017035972.1|DKIK	LOC6594104|XP_002019881.1|DPER
OG0007631	LOC108083746|XP_017035151.1|DKIK	LOC6595180|XP_026850764.1|DPER
OG0007632	LOC108079043|XP_017028716.1|DKIK	LOC113566799|XP_026849766.1|DPER
OG0007633	LOC108082783|XP_017033810.1|DKIK	LOC6589215|XP_026844015.1|DPER
OG0007634	LOC108077743|XP_017026696.1|DKIK	LOC6594790|XP_002020471.1|DPER
OG0007635	LOC108085304|XP_017037350.1|DKIK	LOC6598039|XP_002023197.1|DPER
OG0007636	LOC108085513|XP_017037626.1|DKIK	LOC6595729|XP_002020763.1|DPER, LOC113566472|XP_026848012.1|DPER
OG0007637	LOC108083343|XP_017034579.1|DKIK	LOC6597915|XP_002023078.2|DPER
OG0007638	LOC108079319|XP_017029101.1|DKIK	LOC6596743|XP_026845957.1|DPER
OG0007639	LOC108080937|XP_017031330.1|DKIK, LOC108083582|XP_017034931.1|DKIK	LOC6602901|XP_002027924.1|DPER
OG0007640	LOC108085138|XP_017037136.1|DKIK	LOC113565194|XP_026842397.1|DPER, LOC6590609|XP_002016443.2|DPER
OG0007641	LOC108085443|XP_017037541.1|DKIK	LOC6594285|XP_002019611.1|DPER
OG0007642	LOC108074732|XP_017022388.1|DKIK	LOC6600890|XP_026840827.1|DPER
OG0007643	LOC108081258|XP_017031840.1|DKIK	LOC6592179|XP_026851113.1|DPER
OG0007644	LOC108077709|XP_017026642.1|DKIK	LOC6588164|XP_026848656.1|DPER
OG0007645	LOC108080978|XP_017031393.1|DKIK	LOC6594234|XP_002019968.2|DPER
OG0007646	LOC108081986|XP_017032713.1|DKIK	LOC113564947|XP_026840378.1|DPER, LOC6589132|XP_002014701.1|DPER
OG0007647	LOC108082807|XP_017033855.1|DKIK	LOC6593900|XP_026843652.1|DPER
OG0007648	LOC108078359|XP_017027667.1|DKIK	LOC6592791|XP_002017822.1|DPER
OG0007649	LOC108078929|XP_017028566.1|DKIK	LOC6602512|XP_002027494.1|DPER, LOC6588844|XP_026844620.1|DPER
OG0007650	LOC108076579|XP_017024977.1|DKIK	LOC6603463|XP_002028433.1|DPER
OG0007651	LOC108079717|XP_017029615.1|DKIK	LOC6602569|XP_002027603.2|DPER
OG0007652	LOC108078498|XP_017027884.1|DKIK	LOC113565170|XP_026842205.1|DPER
OG0007653	LOC108077934|XP_017026964.1|DKIK, LOC108078361|XP_017027675.1|DKIK	LOC6601859|XP_026849348.1|DPER, LOC6588866|XP_002015315.2|DPER
OG0007654	LOC108075121|XP_017022892.1|DKIK	LOC6603900|XP_002028847.2|DPER, LOC6594893|XP_002019984.1|DPER, LOC113566922|XP_026849936.1|DPER, LOC113566866|XP_026849829.1|DPER, LOC113567146|XP_026850123.1|DPER, LOC113566927|XP_026849941.1|DPER, LOC6604452|XP_026849931.1|DPER, LOC113566928|XP_026849942.1|DPER, LOC113566924|XP_026849938.1|DPER, LOC113567145|XP_026850122.1|DPER, LOC6600616|XP_002025572.2|DPER
OG0007655	LOC108082286|XP_017033106.1|DKIK	LOC6602689|XP_026846024.1|DPER
OG0007656	LOC108084822|XP_017036673.1|DKIK	LOC6594360|XP_002019952.2|DPER
OG0007657	LOC108077581|XP_017026465.1|DKIK, LOC108084012|XP_017035514.1|DKIK	LOC6598620|XP_002023832.2|DPER
OG0007658	LOC108081783|XP_017032490.1|DKIK, LOC108081813|XP_017032539.1|DKIK, LOC108081812|XP_017032538.1|DKIK	LOC6590530|XP_026842274.1|DPER
OG0007660	LOC108081503|XP_017032211.1|DKIK	LOC6594482|XP_002019748.1|DPER
OG0007662	LOC108076143|XP_017024360.1|DKIK	LOC6589934|XP_026842878.1|DPER, LOC6591153|XP_002015922.1|DPER
OG0007663	LOC108076554|XP_017024953.1|DKIK, LOC108076674|XP_017025095.1|DKIK	LOC6593240|XP_002018361.2|DPER
OG0007664	LOC108072955|XP_017019911.1|DKIK	LOC6588568|XP_026850744.1|DPER
OG0007665	LOC108085767|XP_017037999.1|DKIK	LOC6597223|XP_026846535.1|DPER
OG0007666	LOC108085752|XP_017037979.1|DKIK	LOC6597202|XP_026846434.1|DPER
OG0007667	LOC108079378|XP_017029187.1|DKIK	LOC6600104|XP_026846717.1|DPER
OG0007668	LOC108074800|XP_017022474.1|DKIK	LOC6593840|XP_002018702.1|DPER
