Orthogroup	DKIK.longest_only	DALB.longest_only
OG0007844	LOC108076587|XP_017024987.1|DKIK	LOC117571283|XP_034109237.1|DALB
OG0007845	LOC108074045|XP_017021402.1|DKIK	LOC117574771|XP_034114606.1|DALB
OG0007846	LOC108083880|XP_017035359.1|DKIK	LOC117569171|XP_034106133.1|DALB
OG0007847	LOC108084614|XP_017036388.1|DKIK	LOC117576518|XP_034117218.1|DALB
OG0007848	LOC108084616|XP_017036390.1|DKIK	LOC117573480|XP_034112598.1|DALB
OG0007849	LOC108081165|XP_017031708.1|DKIK	LOC117573794|XP_034113093.1|DALB
OG0007850	LOC108081164|XP_017031707.1|DKIK	LOC117573793|XP_034113091.1|DALB
OG0007851	LOC108084928|XP_017036814.1|DKIK	LOC117576145|XP_034116603.1|DALB
OG0007852	LOC108077844|XP_017026861.1|DKIK	LOC117576246|XP_034116758.1|DALB
OG0007853	LOC108080888|XP_017031280.1|DKIK	LOC117573394|XP_034112488.1|DALB
OG0007854	LOC108084600|XP_017036367.1|DKIK	LOC117576975|XP_034118045.1|DALB
OG0007855	LOC108084130|XP_017035657.1|DKIK	LOC117574903|XP_034114832.1|DALB
OG0007856	LOC108084617|XP_017036391.1|DKIK	LOC117573485|XP_034112603.1|DALB
OG0007857	LOC108081199|XP_017031754.1|DKIK	LOC117575069|XP_034115048.1|DALB
OG0007858	LOC108079677|XP_017029565.1|DKIK	LOC117565958|XP_034101244.1|DALB
OG0007859	LOC108078866|XP_017028468.1|DKIK	LOC117577543|XP_034118262.1|DALB
OG0007860	LOC108085044|XP_017036993.1|DKIK	LOC117575010|XP_034114977.1|DALB
OG0007861	LOC108073368|XP_017020421.1|DKIK	LOC117573275|XP_034112249.1|DALB
OG0007863	LOC108077005|XP_017025569.1|DKIK	LOC117564696|XP_034099460.1|DALB
OG0007864	LOC108085008|XP_017036932.1|DKIK	LOC117576802|XP_034117753.1|DALB
OG0007865	LOC108073810|XP_017021074.1|DKIK	LOC117568942|XP_034105771.1|DALB
OG0007866	LOC108075416|XP_017023330.1|DKIK	LOC117575102|XP_034115096.1|DALB
OG0007868	LOC108073435|XP_017020544.1|DKIK	LOC117575363|XP_034115417.1|DALB
OG0007869	LOC108080317|XP_017030496.1|DKIK	LOC117567096|XP_034102770.1|DALB
OG0007870	LOC108073427|XP_017020535.1|DKIK	LOC117566847|XP_034102329.1|DALB
OG0007871	LOC108085064|XP_017037015.1|DKIK	LOC117577752|XP_034118554.1|DALB
OG0007872	LOC108071487|XP_017017738.1|DKIK	LOC117572702|XP_034111649.1|DALB
OG0007873	LOC108084428|XP_017036124.1|DKIK	LOC117572354|XP_034111006.1|DALB
OG0007874	LOC108079413|XP_017029228.1|DKIK	LOC117576957|XP_034118018.1|DALB
OG0007875	LOC108074472|XP_017022029.1|DKIK	LOC117568421|XP_034104957.1|DALB
OG0007876	LOC108080408|XP_017030625.1|DKIK	LOC117569855|XP_034107083.1|DALB
OG0007877	LOC108085069|XP_017037024.1|DKIK	LOC117570644|XP_034108306.1|DALB
OG0007878	LOC108076774|XP_017025267.1|DKIK	LOC117568334|XP_034104809.1|DALB
OG0007879	LOC108071868|XP_017018285.1|DKIK	LOC117567933|XP_034104112.1|DALB
OG0007880	LOC108083872|XP_017035350.1|DKIK	LOC117570308|XP_034107771.1|DALB
OG0007881	LOC108072653|XP_017019374.1|DKIK	LOC117570998|XP_034108838.1|DALB
OG0007882	LOC108072776|XP_017019545.1|DKIK	LOC117568595|XP_034105234.1|DALB
OG0007883	LOC108072802|XP_017019577.1|DKIK	LOC117567446|XP_034103344.1|DALB
OG0007884	LOC108078563|XP_017027971.1|DKIK	LOC117566802|XP_034102240.1|DALB
OG0007885	LOC108074473|XP_017022033.1|DKIK	LOC117568233|XP_034104598.1|DALB
OG0007886	LOC108077442|XP_017026250.1|DKIK	LOC117563694|XP_034098029.1|DALB
OG0007887	LOC108072775|XP_017019544.1|DKIK	LOC117568594|XP_034105233.1|DALB
OG0007888	LOC108071961|XP_017018425.1|DKIK	LOC117567658|XP_034103667.1|DALB
OG0007889	LOC108071975|XP_017018440.1|DKIK	LOC117570177|XP_034107544.1|DALB
OG0007890	LOC108071959|XP_017018419.1|DKIK	LOC117572556|XP_034111319.1|DALB
OG0007891	LOC108081158|XP_017031688.1|DKIK	LOC117573756|XP_034113031.1|DALB
OG0007892	LOC108070931|XP_017017072.1|DKIK	LOC117566978|XP_034102531.1|DALB
OG0007893	LOC108076437|XP_017024781.1|DKIK	LOC117572169|XP_034110710.1|DALB
OG0007894	LOC108078872|XP_017028473.1|DKIK	LOC117568878|XP_034105659.1|DALB
OG0007895	LOC108079039|XP_017028708.1|DKIK	LOC117569739|XP_034106913.1|DALB
OG0007896	LOC108080679|XP_017031004.1|DKIK	LOC117566372|XP_034101761.1|DALB
OG0007897	LOC108070488|XP_017016469.1|DKIK	LOC117568822|XP_034105588.1|DALB
OG0007898	LOC108075075|XP_017022846.1|DKIK	LOC117568900|XP_034105694.1|DALB
OG0007899	LOC108071950|XP_017018405.1|DKIK	LOC117572311|XP_034110933.1|DALB
OG0007900	LOC108081014|XP_017031443.1|DKIK	LOC117567135|XP_034102836.1|DALB
OG0007901	LOC108077528|XP_017026382.1|DKIK	LOC117567596|XP_034103571.1|DALB
OG0007902	LOC108084494|XP_017036220.1|DKIK	LOC117576557|XP_034117289.1|DALB
OG0007903	LOC108078705|XP_017028152.1|DKIK	LOC117568727|XP_034105437.1|DALB
OG0007904	LOC108083685|XP_017035055.1|DKIK	LOC117572300|XP_034110903.1|DALB
OG0007905	LOC108077036|XP_017025654.1|DKIK	LOC117564724|XP_034099497.1|DALB
OG0007906	LOC108085988|XP_017038278.1|DKIK	LOC117572509|XP_034111253.1|DALB
OG0007907	LOC108070578|XP_017016621.1|DKIK	LOC117572361|XP_034111015.1|DALB
OG0007908	LOC108070579|XP_017016622.1|DKIK	LOC117572362|XP_034111016.1|DALB
OG0007909	LOC108083841|XP_017035309.1|DKIK	LOC117566300|XP_034101701.1|DALB
OG0007910	LOC108085548|XP_017037672.1|DKIK	LOC117569864|XP_034107090.1|DALB
OG0007911	LOC108071930|XP_017018383.1|DKIK	LOC117568987|XP_034105850.1|DALB
OG0007912	LOC108079879|XP_017029884.1|DKIK	LOC117568991|XP_034105853.1|DALB
OG0007913	LOC108071933|XP_017018385.1|DKIK	LOC117568993|XP_034105856.1|DALB
OG0007914	LOC108073796|XP_017021056.1|DKIK	LOC117570915|XP_034108714.1|DALB
OG0007915	LOC108079905|XP_017029928.1|DKIK	LOC117567684|XP_034103699.1|DALB
OG0007917	LOC108076194|XP_017024416.1|DKIK	LOC117568575|XP_034105195.1|DALB
OG0007918	LOC108080722|XP_017031064.1|DKIK	LOC117570066|XP_034107392.1|DALB
OG0007919	LOC108078398|XP_017027743.1|DKIK	LOC117566641|XP_034102074.1|DALB
OG0007920	LOC108074670|XP_017022278.1|DKIK	LOC117571178|XP_034109097.1|DALB
OG0007921	LOC108078017|XP_017027067.1|DKIK	LOC117569440|XP_034106494.1|DALB
OG0007922	LOC108080495|XP_017030745.1|DKIK	LOC117574700|XP_034114503.1|DALB
OG0007923	LOC108084474|XP_017036182.1|DKIK	LOC117566733|XP_034102170.1|DALB
OG0007924	LOC108078374|XP_017027691.1|DKIK	LOC117572213|XP_034110776.1|DALB
OG0007925	LOC108072240|XP_017018790.1|DKIK	LOC117570437|XP_034107985.1|DALB, LOC117566555|XP_034101987.1|DALB
OG0007926	LOC108072982|XP_017019913.1|DKIK	LOC117566401|XP_034101805.1|DALB
OG0007927	LOC108075887|XP_017023983.1|DKIK	LOC117564133|XP_034098684.1|DALB
OG0007928	LOC108074811|XP_017022495.1|DKIK	LOC117563340|XP_034097506.1|DALB
OG0007929	LOC108075920|XP_017024043.1|DKIK	LOC117563316|XP_034097465.1|DALB
OG0007930	LOC108072277|XP_017018832.1|DKIK	LOC117566799|XP_034102232.1|DALB
OG0007931	LOC108082820|XP_017033868.1|DKIK	LOC117563397|XP_034097621.1|DALB
OG0007932	LOC108071844|XP_017018247.1|DKIK	LOC117576074|XP_034116507.1|DALB
OG0007933	LOC108077816|XP_017026828.1|DKIK	LOC117575350|XP_034115407.1|DALB
OG0007934	LOC108080585|XP_017030879.1|DKIK	LOC117564843|XP_034099667.1|DALB
OG0007936	LOC108077160|XP_017025882.1|DKIK	LOC117563666|XP_034097975.1|DALB
OG0007937	LOC108079604|XP_017029453.1|DKIK	LOC117564002|XP_034098483.1|DALB
OG0007939	LOC108086170|XP_017038521.1|DKIK	LOC117565985|XP_034101288.1|DALB
OG0007940	LOC108086108|XP_017038426.1|DKIK	LOC117565983|XP_034101282.1|DALB
OG0007941	LOC108075473|XP_017023419.1|DKIK	LOC117567197|XP_034102917.1|DALB
OG0007942	LOC108080528|XP_017030817.1|DKIK	LOC117578008|XP_034119037.1|DALB
OG0007944	LOC108079742|XP_017029645.1|DKIK	LOC117568983|XP_034105840.1|DALB
OG0007945	LOC108077076|XP_017025732.1|DKIK	LOC117563603|XP_034097888.1|DALB
OG0007946	LOC108072096|XP_017018598.1|DKIK	LOC117564560|XP_034099284.1|DALB
OG0007948	LOC108075881|XP_017023975.1|DKIK	LOC117563572|XP_034097846.1|DALB
OG0007949	LOC108079426|XP_017029246.1|DKIK	LOC117565592|XP_034100686.1|DALB
OG0007950	LOC108074776|XP_017022443.1|DKIK	LOC117565741|XP_034100878.1|DALB
OG0007951	LOC108086219|XP_017038574.1|DKIK	LOC117563267|XP_034097385.1|DALB
OG0007952	LOC108077275|XP_017026037.1|DKIK	LOC117566130|XP_034101502.1|DALB
OG0007953	LOC108082711|XP_017033708.1|DKIK	LOC117563621|XP_034097912.1|DALB
OG0007954	LOC108075957|XP_017024094.1|DKIK	LOC117565617|XP_034100714.1|DALB
OG0007955	LOC108082021|XP_017032776.1|DKIK	LOC117565895|XP_034101128.1|DALB
OG0007956	LOC108082808|XP_017033856.1|DKIK	LOC117565935|XP_034101211.1|DALB
OG0007957	LOC108076959|XP_017025497.1|DKIK	LOC117564848|XP_034099673.1|DALB
OG0007958	LOC108077000|XP_017025566.1|DKIK	LOC117574349|XP_034114065.1|DALB
OG0007959	LOC108083884|XP_017035367.1|DKIK	LOC117564979|XP_034099816.1|DALB
OG0007961	LOC108081265|XP_017031850.1|DKIK	LOC117575655|XP_034115832.1|DALB
OG0007962	LOC108085769|XP_017038001.1|DKIK	LOC117564446|XP_034099106.1|DALB
OG0007965	LOC108082214|XP_017033034.1|DKIK	LOC117563855|XP_034098275.1|DALB
OG0007966	LOC108072547|XP_017019208.1|DKIK	LOC117566147|XP_034101525.1|DALB
OG0007967	LOC108081439|XP_017032114.1|DKIK	LOC117565389|XP_034100360.1|DALB
OG0007968	LOC108081396|XP_017032041.1|DKIK	LOC117563800|XP_034098223.1|DALB
OG0007969	LOC108077236|XP_017025983.1|DKIK	LOC117564085|XP_034098605.1|DALB
OG0007970	LOC108086145|XP_017038494.1|DKIK	LOC117568978|XP_034105829.1|DALB
OG0007971	LOC108075254|XP_017023104.1|DKIK	LOC117569455|XP_034106514.1|DALB
OG0007973	LOC108075803|XP_017023867.1|DKIK	LOC117565342|XP_034100287.1|DALB
OG0007974	LOC108079421|XP_017029237.1|DKIK	LOC117565547|XP_034100638.1|DALB
OG0007975	LOC108085487|XP_017037596.1|DKIK	LOC117575719|XP_034115948.1|DALB
OG0007976	LOC108085937|XP_017038208.1|DKIK	LOC117565141|XP_034100047.1|DALB
OG0007977	LOC108077118|XP_017025801.1|DKIK	LOC117563410|XP_034097633.1|DALB
OG0007978	LOC108086188|XP_017038540.1|DKIK	LOC117563608|XP_034097896.1|DALB
OG0007979	LOC108072633|XP_017019353.1|DKIK	LOC117564028|XP_034098521.1|DALB
OG0007980	LOC108079656|XP_017029542.1|DKIK	LOC117565787|XP_034100955.1|DALB
OG0007981	LOC108080540|XP_017030832.1|DKIK	LOC117578172|XP_034119353.1|DALB
OG0007982	LOC108077008|XP_017025572.1|DKIK	LOC117565864|XP_034101087.1|DALB
OG0007983	LOC108074320|XP_017021809.1|DKIK	LOC117565262|XP_034100176.1|DALB
OG0007984	LOC108072589|XP_017019285.1|DKIK	LOC117563441|XP_034097668.1|DALB
OG0007985	LOC108083315|XP_017034541.1|DKIK	LOC117566046|XP_034101387.1|DALB
OG0007986	LOC108077069|XP_017025725.1|DKIK	LOC117563612|XP_034097904.1|DALB
OG0007987	LOC108086252|XP_017038624.1|DKIK	LOC117564376|XP_034098986.1|DALB
OG0007988	LOC108072501|XP_017019157.1|DKIK	LOC117564455|XP_034099128.1|DALB
OG0007989	LOC108077279|XP_017026042.1|DKIK	LOC117565377|XP_034100342.1|DALB
OG0007991	LOC108074324|XP_017021817.1|DKIK	LOC117566232|XP_034101670.1|DALB
OG0007992	LOC108074821|XP_017022507.1|DKIK	LOC117565949|XP_034101227.1|DALB
OG0007994	LOC108082046|XP_017032812.1|DKIK	LOC117565979|XP_034101273.1|DALB
OG0007996	LOC108082960|XP_017034066.1|DKIK	LOC117578195|XP_034119404.1|DALB
OG0007997	LOC108085525|XP_017037646.1|DKIK	LOC117568489|XP_034105067.1|DALB
OG0007998	LOC108079597|XP_017029435.1|DKIK	LOC117563936|XP_034098400.1|DALB
OG0008001	LOC108077153|XP_017025874.1|DKIK	LOC117564006|XP_034098489.1|DALB
OG0008002	LOC108086131|XP_017038472.1|DKIK	LOC117563563|XP_034097833.1|DALB
OG0008003	LOC108077155|XP_017025876.1|DKIK	LOC117564007|XP_034098490.1|DALB
OG0008004	LOC108079369|XP_017029169.1|DKIK	LOC117572301|XP_034110907.1|DALB
OG0008005	LOC108083827|XP_017035272.1|DKIK	LOC117573684|XP_034112925.1|DALB
OG0008006	LOC108080184|XP_017030324.1|DKIK	LOC117571836|XP_034110116.1|DALB
OG0008007	LOC108080372|XP_017030581.1|DKIK	LOC117564127|XP_034098682.1|DALB
OG0008008	LOC108085491|XP_017037599.1|DKIK	LOC117566982|XP_034102536.1|DALB
OG0008009	LOC108084678|XP_017036498.1|DKIK	LOC117572647|XP_034111521.1|DALB
OG0008010	LOC108083533|XP_017034856.1|DKIK	LOC117570111|XP_034107466.1|DALB
OG0008011	LOC108078344|XP_017027637.1|DKIK	LOC117568422|XP_034104962.1|DALB
OG0008012	LOC108078530|XP_017027929.1|DKIK	LOC117569770|XP_034106955.1|DALB
OG0008013	LOC108082181|XP_017032987.1|DKIK	LOC117570144|XP_034107499.1|DALB
OG0008014	LOC108080825|XP_017031218.1|DKIK	LOC117575266|XP_034115292.1|DALB
OG0008015	LOC108083122|XP_017034285.1|DKIK	LOC117567184|XP_034102900.1|DALB
OG0008016	LOC108083123|XP_017034286.1|DKIK	LOC117567186|XP_034102902.1|DALB
OG0008017	LOC108079922|XP_017029945.1|DKIK	LOC117578012|XP_034119001.1|DALB
OG0008018	LOC108076060|XP_017024241.1|DKIK	LOC117576645|XP_034117472.1|DALB
OG0008019	LOC108080177|XP_017030313.1|DKIK	LOC117573635|XP_034112838.1|DALB
OG0008020	LOC108073381|XP_017020452.1|DKIK	LOC117575189|XP_034115192.1|DALB
OG0008021	LOC108071707|XP_017018013.1|DKIK	LOC117567977|XP_034104222.1|DALB
OG0008023	LOC108084667|XP_017036479.1|DKIK	LOC117571688|XP_034109832.1|DALB
OG0008024	LOC108084639|XP_017036419.1|DKIK	LOC117577814|XP_034118636.1|DALB
OG0008025	LOC108076083|XP_017024285.1|DKIK	LOC117572952|XP_034111819.1|DALB
OG0008026	LOC108075097|XP_017022870.1|DKIK	LOC117569464|XP_034106526.1|DALB
OG0008027	LOC108071244|XP_017017418.1|DKIK	LOC117578130|XP_034119227.1|DALB
OG0008028	LOC108083187|XP_017034375.1|DKIK	LOC117574756|XP_034114590.1|DALB
OG0008029	LOC108073214|XP_017020231.1|DKIK	LOC117576759|XP_034117695.1|DALB
OG0008030	LOC108080834|XP_017031226.1|DKIK	LOC117575067|XP_034115046.1|DALB
OG0008031	LOC108075894|XP_017024000.1|DKIK	LOC117564104|XP_034098641.1|DALB
OG0008033	LOC108072027|XP_017018497.1|DKIK	LOC117576502|XP_034117187.1|DALB
OG0008034	LOC108080478|XP_017030718.1|DKIK	LOC117566743|XP_034102181.1|DALB
OG0008035	LOC108074193|XP_017021624.1|DKIK	LOC117574590|XP_034114367.1|DALB
OG0008036	LOC108072182|XP_017018726.1|DKIK	LOC117576796|XP_034117747.1|DALB
OG0008037	LOC108072051|XP_017018524.1|DKIK	LOC117574052|XP_034113554.1|DALB
OG0008038	LOC108075982|XP_017024124.1|DKIK	LOC117572218|XP_034110789.1|DALB
OG0008041	LOC108075108|XP_017022879.1|DKIK	LOC117575858|XP_034116172.1|DALB
OG0008042	LOC108077881|XP_017026906.1|DKIK	LOC117576012|XP_034116410.1|DALB
OG0008043	LOC108083489|XP_017034776.1|DKIK	LOC117578283|XP_034119611.1|DALB
OG0008044	LOC108071738|XP_017018052.1|DKIK	LOC117568601|XP_034105248.1|DALB
OG0008045	LOC108080180|XP_017030317.1|DKIK	LOC117573806|XP_034113112.1|DALB
OG0008047	LOC108084839|XP_017036702.1|DKIK	LOC117575727|XP_034115961.1|DALB
OG0008049	LOC108084838|XP_017036701.1|DKIK	LOC117575722|XP_034115953.1|DALB
OG0008050	LOC108082859|XP_017033930.1|DKIK	LOC117574312|XP_034114012.1|DALB
OG0008051	LOC108085739|XP_017037958.1|DKIK	LOC117574241|XP_034113846.1|DALB
OG0008052	LOC108081120|XP_017031616.1|DKIK	LOC117575157|XP_034115151.1|DALB
OG0008053	LOC108085302|XP_017037352.1|DKIK	LOC117573117|XP_034111934.1|DALB
OG0008054	LOC108079372|XP_017029173.1|DKIK	LOC117568318|XP_034104786.1|DALB
OG0008055	LOC108075295|XP_017023179.1|DKIK	LOC117573373|XP_034112405.1|DALB
OG0008056	LOC108076111|XP_017024324.1|DKIK	LOC117577696|XP_034118487.1|DALB
OG0008057	LOC108085447|XP_017037548.1|DKIK	LOC117574820|XP_034114680.1|DALB
OG0008058	LOC108077605|XP_017026497.1|DKIK	LOC117574332|XP_034114036.1|DALB
OG0008059	LOC108075498|XP_017023449.1|DKIK	LOC117576706|XP_034117612.1|DALB
OG0008060	LOC108084881|XP_017036765.1|DKIK	LOC117575013|XP_034114981.1|DALB
OG0008061	LOC108083437|XP_017034681.1|DKIK	LOC117577771|XP_034118578.1|DALB
OG0008062	LOC108083881|XP_017035362.1|DKIK	LOC117564381|XP_034098995.1|DALB
OG0008063	LOC108077882|XP_017026907.1|DKIK	LOC117576014|XP_034116411.1|DALB
OG0008064	LOC108079275|XP_017029059.1|DKIK	LOC117571737|XP_034109949.1|DALB
OG0008065	LOC108079284|XP_017029070.1|DKIK	LOC117573740|XP_034113013.1|DALB
OG0008066	LOC108079782|XP_017029717.1|DKIK	LOC117578185|XP_034119389.1|DALB
OG0008067	LOC108071767|XP_017018097.1|DKIK	LOC117578401|XP_034119750.1|DALB
OG0008068	LOC108075312|XP_017023205.1|DKIK	LOC117577639|XP_034118399.1|DALB
OG0008069	LOC108080940|XP_017031335.1|DKIK	LOC117574030|XP_034113515.1|DALB
OG0008071	LOC108079427|XP_017029247.1|DKIK	LOC117565610|XP_034100709.1|DALB
OG0008072	LOC108079398|XP_017029212.1|DKIK	LOC117578313|XP_034119657.1|DALB
OG0008073	LOC108074120|XP_017021509.1|DKIK	LOC117570667|XP_034108350.1|DALB
OG0008074	LOC108081018|XP_017031454.1|DKIK	LOC117577671|XP_034118450.1|DALB
OG0008075	LOC108072220|XP_017018772.1|DKIK	LOC117569185|XP_034106145.1|DALB
OG0008076	LOC108083425|XP_017034670.1|DKIK	LOC117578317|XP_034119663.1|DALB
OG0008077	LOC108080753|XP_017031096.1|DKIK	LOC117575637|XP_034115808.1|DALB
OG0008078	LOC108083885|XP_017035364.1|DKIK	LOC117563618|XP_034097913.1|DALB
OG0008079	LOC108085073|XP_017037031.1|DKIK	LOC117577707|XP_034118500.1|DALB
OG0008080	LOC108083561|XP_017034905.1|DKIK	LOC117566506|XP_034101974.1|DALB
OG0008081	LOC108083424|XP_017034669.1|DKIK	LOC117575169|XP_034115172.1|DALB
OG0008082	LOC108084926|XP_017036812.1|DKIK	LOC117576617|XP_034117418.1|DALB
OG0008083	LOC108084373|XP_017036046.1|DKIK	LOC117575405|XP_034115476.1|DALB
OG0008084	LOC108073357|XP_017020410.1|DKIK	LOC117573477|XP_034112597.1|DALB
OG0008085	LOC108077681|XP_017026592.1|DKIK	LOC117575121|XP_034115111.1|DALB
OG0008087	LOC108083558|XP_017034897.1|DKIK	LOC117577989|XP_034118978.1|DALB
OG0008089	LOC108080653|XP_017030965.1|DKIK	LOC117569822|XP_034107037.1|DALB
OG0008090	LOC108080147|XP_017030274.1|DKIK	LOC117577632|XP_034118390.1|DALB
OG0008091	LOC108084553|XP_017036294.1|DKIK	LOC117574178|XP_034113762.1|DALB
OG0008092	LOC108075523|XP_017023546.1|DKIK	LOC117576295|XP_034116838.1|DALB
OG0008093	LOC108083444|XP_017034693.1|DKIK	LOC117575911|XP_034116257.1|DALB
OG0008094	LOC108076151|XP_017024369.1|DKIK	LOC117565940|XP_034101217.1|DALB
OG0008095	LOC108082985|XP_017034099.1|DKIK	LOC117576905|XP_034117933.1|DALB
OG0008096	LOC108077174|XP_017025900.1|DKIK	LOC117578227|XP_034119496.1|DALB
OG0008097	LOC108071819|XP_017018214.1|DKIK	LOC117571375|XP_034109420.1|DALB
OG0008098	LOC108072785|XP_017019556.1|DKIK	LOC117571039|XP_034108898.1|DALB
OG0008099	LOC108075009|XP_017022746.1|DKIK	LOC117571271|XP_034109224.1|DALB
OG0008100	LOC108073228|XP_017020254.1|DKIK	LOC117573678|XP_034112902.1|DALB
OG0008101	LOC108076977|XP_017025521.1|DKIK	LOC117573784|XP_034113085.1|DALB
OG0008102	LOC108081058|XP_017031526.1|DKIK	LOC117575162|XP_034115155.1|DALB
OG0008103	LOC108076749|XP_017025236.1|DKIK	LOC117578194|XP_034119403.1|DALB
OG0008104	LOC108083054|XP_017034171.1|DKIK	LOC117572644|XP_034111513.1|DALB
OG0008106	LOC108083319|XP_017034550.1|DKIK	LOC117569992|XP_034107263.1|DALB
OG0008107	LOC108082685|XP_017033680.1|DKIK	LOC117575779|XP_034116037.1|DALB
OG0008108	LOC108072812|XP_017019595.1|DKIK	LOC117568317|XP_034104773.1|DALB
OG0008109	LOC108084681|XP_017036501.1|DKIK	LOC117565677|XP_034100840.1|DALB
OG0008110	LOC108085922|XP_017038186.1|DKIK	LOC117568877|XP_034105663.1|DALB
OG0008111	LOC108082941|XP_017034043.1|DKIK	LOC117577054|XP_034118090.1|DALB
OG0008112	LOC108080321|XP_017030501.1|DKIK	LOC117578053|XP_034119068.1|DALB
OG0008113	LOC108079243|XP_017029018.1|DKIK	LOC117565976|XP_034101274.1|DALB
OG0008114	LOC108079161|XP_017028900.1|DKIK	LOC117565959|XP_034101249.1|DALB
OG0008115	LOC108080089|XP_017030179.1|DKIK	LOC117570434|XP_034107986.1|DALB
OG0008116	LOC108083838|XP_017035304.1|DKIK	LOC117570482|XP_034108060.1|DALB
OG0008117	LOC108083819|XP_017035260.1|DKIK	LOC117577627|XP_034118387.1|DALB
OG0008118	LOC108083795|XP_017035211.1|DKIK	LOC117578005|XP_034118994.1|DALB
OG0008119	LOC108082927|XP_017034007.1|DKIK	LOC117578253|XP_034119564.1|DALB
OG0008120	LOC108084477|XP_017036188.1|DKIK	LOC117575116|XP_034115108.1|DALB
OG0008121	LOC108078454|XP_017027831.1|DKIK	LOC117568697|XP_034105398.1|DALB
OG0008122	LOC108079383|XP_017029193.1|DKIK	LOC117577995|XP_034118984.1|DALB
OG0008123	LOC108079148|XP_017028884.1|DKIK	LOC117568634|XP_034105318.1|DALB
OG0008124	LOC108085754|XP_017037981.1|DKIK	LOC117578327|XP_034119685.1|DALB
OG0008125	LOC108080358|XP_017030559.1|DKIK	LOC117567605|XP_034103587.1|DALB
OG0008126	LOC108080262|XP_017030414.1|DKIK	LOC117564826|XP_034099644.1|DALB
OG0008127	LOC108076512|XP_017024911.1|DKIK	LOC117578106|XP_034119174.1|DALB
OG0008128	LOC108074955|XP_017022678.1|DKIK	LOC117577650|XP_034118427.1|DALB
OG0008129	LOC108079324|XP_017029110.1|DKIK	LOC117569810|XP_034107057.1|DALB
OG0008130	LOC108080139|XP_017030262.1|DKIK	LOC117576981|XP_034118056.1|DALB
OG0008131	LOC108080361|XP_017030564.1|DKIK	LOC117571695|XP_034109883.1|DALB
OG0008132	LOC108073165|XP_017020161.1|DKIK	LOC117575930|XP_034116280.1|DALB
OG0008133	LOC108080389|XP_017030604.1|DKIK	LOC117576570|XP_034117317.1|DALB
OG0008134	LOC108080547|XP_017030838.1|DKIK	LOC117564721|XP_034099498.1|DALB
OG0008135	LOC108085436|XP_017037520.1|DKIK	LOC117573876|XP_034113244.1|DALB
OG0008136	LOC108076885|XP_017025405.1|DKIK	LOC117565408|XP_034100384.1|DALB
OG0008137	LOC108071229|XP_017017402.1|DKIK	LOC117578125|XP_034119213.1|DALB
OG0008138	LOC108078906|XP_017028528.1|DKIK	LOC117567392|XP_034103234.1|DALB
OG0008139	LOC108070912|XP_017017057.1|DKIK	LOC117577626|XP_034118383.1|DALB
OG0008140	LOC108080385|XP_017030597.1|DKIK	LOC117571844|XP_034110129.1|DALB
OG0008141	LOC108074126|XP_017021514.1|DKIK	LOC117566407|XP_034101816.1|DALB
OG0008142	LOC108083581|XP_017034930.1|DKIK	LOC117577541|XP_034118260.1|DALB
OG0008143	LOC108084791|XP_017036628.1|DKIK	LOC117575904|XP_034116244.1|DALB
OG0008144	LOC108078260|XP_017027487.1|DKIK	LOC117571085|XP_034108958.1|DALB
OG0008145	LOC108076068|XP_017024260.1|DKIK	LOC117563623|XP_034097956.1|DALB
OG0008146	LOC108079455|XP_017029282.1|DKIK	LOC117577777|XP_034118587.1|DALB
OG0008147	LOC108079414|XP_017029229.1|DKIK	LOC117577815|XP_034118640.1|DALB
OG0008148	LOC108083826|XP_017035271.1|DKIK	LOC117563597|XP_034097880.1|DALB
OG0008149	LOC108076071|XP_017024266.1|DKIK	LOC117574608|XP_034114790.1|DALB
OG0008150	LOC108084488|XP_017036209.1|DKIK	LOC117568701|XP_034105409.1|DALB
OG0008151	LOC108079935|XP_017029959.1|DKIK	LOC117578076|XP_034119112.1|DALB
OG0008152	LOC108080218|XP_017030363.1|DKIK	LOC117578214|XP_034119477.1|DALB
OG0008153	LOC108076309|XP_017024574.1|DKIK	LOC117571719|XP_034109911.1|DALB
OG0008154	LOC108072741|XP_017019497.1|DKIK	LOC117567478|XP_034103399.1|DALB
OG0008155	LOC108073974|XP_017021306.1|DKIK	LOC117569498|XP_034106573.1|DALB
OG0008157	LOC108077861|XP_017026883.1|DKIK	LOC117574326|XP_034114027.1|DALB
OG0008158	LOC108079955|XP_017030003.1|DKIK	LOC117567680|XP_034103697.1|DALB
OG0008159	LOC108080623|XP_017030936.1|DKIK	LOC117569487|XP_034106558.1|DALB
OG0008160	LOC108076612|XP_017025016.1|DKIK	LOC117569809|XP_034107016.1|DALB
OG0008161	LOC108079274|XP_017029057.1|DKIK	LOC117565836|XP_034101041.1|DALB
OG0008162	LOC108085959|XP_017038241.1|DKIK	LOC117578094|XP_034119152.1|DALB
OG0008163	LOC108084406|XP_017036093.1|DKIK	LOC117568098|XP_034104369.1|DALB
OG0008164	LOC108074254|XP_017021713.1|DKIK	LOC117568781|XP_034105513.1|DALB
OG0008165	LOC108084672|XP_017036488.1|DKIK	LOC117570275|XP_034107689.1|DALB
OG0008166	LOC108084995|XP_017036914.1|DKIK	LOC117577553|XP_034118274.1|DALB
