Orthogroup	DKIK.longest_only	DBUS.longest_only
OG0007654	LOC108075121|XP_017022892.1|DKIK	LOC108600054|XP_017842890.1|DBUS
OG0007655	LOC108082286|XP_017033106.1|DKIK	LOC108594655|XP_033148966.1|DBUS, LOC108598866|XP_017841113.2|DBUS
OG0007658	LOC108081783|XP_017032490.1|DKIK, LOC108081813|XP_017032539.1|DKIK, LOC108081812|XP_017032538.1|DKIK	LOC108596599|XP_017838017.1|DBUS
OG0007660	LOC108081503|XP_017032211.1|DKIK	LOC108601483|XP_017844870.1|DBUS, LOC108602495|XP_017846111.1|DBUS
OG0007664	LOC108072955|XP_017019911.1|DKIK	LOC108602241|XP_017845779.1|DBUS
OG0007665	LOC108085767|XP_017037999.1|DKIK	LOC108605032|XP_033150285.1|DBUS
OG0007666	LOC108085752|XP_017037979.1|DKIK	LOC108607128|XP_017853255.1|DBUS
OG0007667	LOC108079378|XP_017029187.1|DKIK	LOC108606394|XP_017851961.1|DBUS
OG0007669	LOC108074252|XP_017021706.1|DKIK	LOC108606382|XP_017851932.1|DBUS
OG0007670	LOC108074250|XP_017021705.1|DKIK	LOC108606381|XP_033150463.1|DBUS
OG0007671	LOC108071822|XP_017018217.1|DKIK	LOC108605284|XP_017850421.1|DBUS
OG0007672	LOC108076079|XP_017024280.1|DKIK	LOC108607101|XP_017853216.1|DBUS
OG0007673	LOC108085010|XP_017036938.1|DKIK	LOC108602162|XP_017845684.1|DBUS
OG0007674	LOC108083833|XP_017035296.1|DKIK	LOC108606532|XP_017852195.1|DBUS
OG0007675	LOC108071750|XP_017018063.1|DKIK	LOC108606811|XP_017852773.1|DBUS
OG0007676	LOC108083595|XP_017034947.1|DKIK	LOC108606353|XP_017851890.1|DBUS
OG0007677	LOC108080305|XP_017030468.1|DKIK	LOC108606574|XP_017852283.1|DBUS
OG0007678	LOC108083505|XP_017034802.1|DKIK	LOC108604927|XP_017849986.1|DBUS
OG0007679	LOC108083466|XP_017034739.1|DKIK	LOC108605547|XP_017850794.1|DBUS
OG0007680	LOC108075922|XP_017024046.1|DKIK	LOC108608427|XP_017855284.1|DBUS
OG0007681	LOC108084615|XP_017036389.1|DKIK	LOC108602973|XP_033149925.1|DBUS
OG0007682	LOC108071726|XP_017018040.1|DKIK	LOC108606387|XP_033150298.1|DBUS
OG0007683	LOC108083484|XP_017034769.1|DKIK	LOC108606214|XP_017851593.1|DBUS
OG0007684	LOC108071696|XP_017017999.1|DKIK	LOC108605945|XP_017851255.1|DBUS
OG0007685	LOC108071763|XP_017018086.1|DKIK	LOC108606538|XP_017852215.1|DBUS
OG0007686	LOC108075284|XP_017023163.1|DKIK	LOC108606554|XP_017852244.1|DBUS
OG0007687	LOC108084635|XP_017036415.1|DKIK	LOC108606894|XP_017852910.1|DBUS
OG0007688	LOC108084556|XP_017036297.1|DKIK	LOC108604059|XP_017848811.1|DBUS
OG0007689	LOC108080162|XP_017030294.1|DKIK	LOC108607270|XP_017853452.1|DBUS
OG0007690	LOC108079218|XP_017028982.1|DKIK	LOC108606307|XP_017851789.1|DBUS
OG0007691	LOC108077836|XP_017026851.1|DKIK	LOC108602770|XP_017846431.1|DBUS
OG0007692	LOC108079198|XP_017028949.1|DKIK	LOC108606461|XP_017852067.1|DBUS
OG0007693	LOC108085231|XP_017037259.1|DKIK	LOC108606300|XP_017851776.1|DBUS
OG0007694	LOC108083092|XP_017034232.1|DKIK	LOC108598930|XP_017841184.1|DBUS
OG0007695	LOC108080392|XP_017030609.1|DKIK	LOC108606846|XP_017852831.1|DBUS
OG0007696	LOC108085503|XP_017037612.1|DKIK	LOC108598744|XP_017840967.1|DBUS
OG0007697	LOC108078875|XP_017028489.1|DKIK	LOC108600281|XP_017843238.1|DBUS
OG0007698	LOC108079419|XP_017029235.1|DKIK	LOC108606660|XP_033150472.1|DBUS
OG0007699	LOC108071711|XP_017018021.1|DKIK	LOC108605848|XP_017851145.1|DBUS
OG0007700	LOC108083548|XP_017034882.1|DKIK	LOC108606885|XP_017852899.1|DBUS
OG0007701	LOC108070827|XP_017016938.1|DKIK	LOC108605058|XP_017850115.1|DBUS
OG0007702	LOC108076076|XP_017024276.1|DKIK	LOC108605256|XP_017850368.1|DBUS
OG0007703	LOC108080397|XP_017030613.1|DKIK	LOC108605211|XP_017850307.1|DBUS
OG0007704	LOC108085321|XP_017037366.1|DKIK	LOC108601908|XP_017845374.1|DBUS
OG0007705	LOC108082939|XP_017034035.1|DKIK	LOC108606447|XP_017852050.1|DBUS
OG0007706	LOC108080380|XP_017030591.1|DKIK	LOC108605714|XP_017850997.1|DBUS
OG0007707	LOC108071775|XP_017018109.1|DKIK	LOC108606377|XP_033150294.1|DBUS
OG0007708	LOC108079409|XP_017029225.1|DKIK	LOC108606599|XP_017852344.1|DBUS
OG0007709	LOC108083576|XP_017034922.1|DKIK	LOC108605510|XP_017850749.1|DBUS
OG0007710	LOC108075220|XP_017023051.1|DKIK	LOC108607052|XP_017853153.1|DBUS
OG0007711	LOC108077084|XP_017025744.1|DKIK	LOC108606712|XP_017852579.1|DBUS
OG0007712	LOC108071118|XP_017017298.1|DKIK	LOC108605616|XP_033150348.1|DBUS
OG0007713	LOC108083801|XP_017035218.1|DKIK	LOC108606195|XP_033150364.1|DBUS
OG0007714	LOC108074157|XP_017021553.1|DKIK	LOC108604912|XP_017849971.1|DBUS
OG0007715	LOC108079247|XP_017029024.1|DKIK	LOC108606612|XP_017852371.1|DBUS
OG0007716	LOC108079387|XP_017029199.1|DKIK	LOC108606476|XP_017852092.1|DBUS
OG0007717	LOC108083052|XP_017034172.1|DKIK	LOC108603828|XP_017848451.1|DBUS
OG0007718	LOC108079960|XP_017030010.1|DKIK	LOC108607074|XP_017853182.1|DBUS
OG0007719	LOC108083828|XP_017035280.1|DKIK	LOC108607006|XP_017853074.2|DBUS
OG0007720	LOC108083905|XP_017035390.1|DKIK	LOC108605363|XP_017850521.1|DBUS
OG0007721	LOC108080156|XP_017030283.1|DKIK	LOC108606786|XP_017852709.1|DBUS
OG0007722	LOC108080050|XP_017030117.1|DKIK	LOC108604958|XP_017850017.1|DBUS
OG0007723	LOC108080065|XP_017030139.1|DKIK	LOC108606063|XP_017851399.1|DBUS
OG0007724	LOC108074345|XP_017021858.1|DKIK	LOC108594519|XP_017835212.2|DBUS
OG0007725	LOC108083959|XP_017035455.1|DKIK	LOC108606217|XP_017851597.1|DBUS
OG0007726	LOC108079335|XP_017029127.1|DKIK	LOC108605057|XP_017850114.1|DBUS
OG0007727	LOC108083528|XP_017034851.1|DKIK	LOC108607180|XP_017853324.1|DBUS
OG0007728	LOC108084484|XP_017036200.1|DKIK	LOC108606423|XP_017852016.1|DBUS
OG0007729	LOC108079150|XP_017028887.1|DKIK	LOC108605625|XP_017850897.1|DBUS
OG0007730	LOC108084490|XP_017036212.1|DKIK	LOC108607193|XP_033150362.1|DBUS
OG0007731	LOC108071486|XP_017017733.1|DKIK	LOC108600526|XP_017843660.1|DBUS
OG0007732	LOC108080169|XP_017030302.1|DKIK	LOC108605583|XP_017850843.1|DBUS
OG0007733	LOC108071792|XP_017018161.1|DKIK	LOC108606715|XP_017852581.1|DBUS
OG0007734	LOC108071705|XP_017018011.1|DKIK	LOC108605542|XP_017850783.1|DBUS
OG0007735	LOC108083452|XP_017034711.1|DKIK	LOC108606969|XP_017853021.1|DBUS
OG0007736	LOC108079424|XP_017029244.1|DKIK	LOC108606289|XP_017851763.1|DBUS
OG0007737	LOC108071342|XP_017017557.1|DKIK	LOC108604635|XP_017849673.1|DBUS
OG0007738	LOC108071328|XP_017017530.1|DKIK	LOC108604178|XP_017849005.1|DBUS
OG0007739	LOC108082948|XP_017034053.1|DKIK	LOC108606494|XP_017852139.1|DBUS
OG0007740	LOC108079271|XP_017029054.1|DKIK	LOC108605300|XP_017850453.1|DBUS
OG0007741	LOC108080524|XP_017030804.1|DKIK	LOC108606254|XP_017851692.1|DBUS
OG0007742	LOC108071829|XP_017018226.1|DKIK	LOC108606672|XP_017852494.1|DBUS
OG0007743	LOC108074367|XP_017021881.1|DKIK	LOC108602816|XP_017846536.1|DBUS
OG0007744	LOC108076099|XP_017024315.1|DKIK	LOC108599482|XP_017841818.1|DBUS
OG0007745	LOC108083931|XP_017035421.1|DKIK	LOC108603286|XP_017847443.1|DBUS
OG0007746	LOC108085055|XP_017037004.1|DKIK	LOC108601704|XP_017845106.1|DBUS
OG0007747	LOC108082931|XP_017034022.1|DKIK	LOC108606428|XP_017852025.1|DBUS
OG0007748	LOC108080053|XP_017030123.1|DKIK	LOC108605380|XP_033150260.1|DBUS
OG0007749	LOC108083429|XP_017034673.1|DKIK	LOC108605210|XP_017850304.1|DBUS
OG0007750	LOC108073723|XP_017020958.1|DKIK	LOC108603547|XP_017847952.1|DBUS
OG0007751	LOC108074316|XP_017021801.1|DKIK	LOC108594328|XP_017834967.1|DBUS
OG0007753	LOC108080107|XP_017030211.1|DKIK	LOC108606638|XP_017852423.1|DBUS
OG0007754	LOC108071785|XP_017018137.1|DKIK	LOC108605493|XP_017850727.1|DBUS
OG0007755	LOC108071732|XP_017018046.1|DKIK	LOC108605958|XP_017851267.1|DBUS
OG0007756	LOC108083578|XP_017034926.1|DKIK	LOC108605407|XP_033150392.1|DBUS
OG0007757	LOC108071748|XP_017018061.1|DKIK	LOC108606550|XP_017852239.1|DBUS
OG0007758	LOC108079981|XP_017030035.1|DKIK	LOC108606016|XP_017851335.1|DBUS
OG0007759	LOC108079320|XP_017029102.1|DKIK, LOC108073730|XP_017020978.1|DKIK	LOC108601730|XP_017845140.1|DBUS
OG0007760	LOC108079348|XP_017029144.1|DKIK	LOC108605948|XP_017851258.1|DBUS
OG0007761	LOC108071823|XP_017018219.1|DKIK	LOC108605451|XP_033150282.1|DBUS
OG0007762	LOC108071817|XP_017018210.1|DKIK	LOC108605450|XP_017850622.1|DBUS
OG0007763	LOC108074330|XP_017021828.1|DKIK	LOC108603577|XP_017848416.2|DBUS
OG0007764	LOC108079321|XP_017029103.1|DKIK	LOC108606950|XP_033150153.1|DBUS
OG0007765	LOC108079331|XP_017029122.1|DKIK	LOC108607049|XP_017853146.1|DBUS
OG0007766	LOC108074113|XP_017021500.1|DKIK	LOC108603203|XP_017847274.1|DBUS
OG0007767	LOC108075357|XP_017023257.1|DKIK	LOC108607328|XP_017853486.1|DBUS
OG0007768	LOC108079462|XP_017029292.1|DKIK	LOC108605728|XP_017851010.1|DBUS
OG0007769	LOC108080530|XP_017030818.1|DKIK	LOC108605883|XP_017851184.1|DBUS
OG0007770	LOC108077185|XP_017025916.1|DKIK	LOC108606633|XP_017852414.1|DBUS
OG0007771	LOC108085248|XP_017037284.1|DKIK	LOC108599216|XP_017841503.2|DBUS
OG0007772	LOC108079451|XP_017029274.1|DKIK	LOC108605149|XP_017850212.1|DBUS
OG0007773	LOC108075913|XP_017024030.1|DKIK	LOC108608400|XP_017855247.1|DBUS
OG0007774	LOC108078425|XP_017027782.1|DKIK	LOC108601163|XP_017844584.1|DBUS
OG0007775	LOC108077073|XP_017025733.1|DKIK	LOC108606628|XP_017852404.1|DBUS
OG0007776	LOC108083397|XP_017034638.1|DKIK	LOC108606838|XP_017852820.1|DBUS
OG0007777	LOC108080125|XP_017030245.1|DKIK	LOC108607035|XP_017853117.1|DBUS
OG0007778	LOC108079202|XP_017028955.1|DKIK	LOC108606987|XP_017853049.1|DBUS
OG0007779	LOC108084430|XP_017036126.1|DKIK	LOC108601057|XP_017844437.1|DBUS
OG0007780	LOC108080130|XP_017030250.1|DKIK	LOC108607257|XP_017853430.1|DBUS
OG0007781	LOC108079950|XP_017029993.1|DKIK	LOC108605200|XP_017850282.1|DBUS
OG0007782	LOC108083871|XP_017035349.1|DKIK	LOC108607260|XP_017853437.1|DBUS
OG0007783	LOC108079147|XP_017028883.1|DKIK	LOC108606771|XP_017852673.1|DBUS
OG0007784	LOC108077759|XP_017026729.1|DKIK	LOC108604207|XP_017849057.1|DBUS
OG0007785	LOC108083545|XP_017034879.1|DKIK	LOC108607159|XP_033150357.1|DBUS
OG0007786	LOC108074267|XP_017021726.1|DKIK	LOC108599824|XP_017842422.1|DBUS
OG0007787	LOC108077639|XP_017026542.1|DKIK	LOC108601603|XP_017844991.1|DBUS
OG0007788	LOC108084182|XP_017035762.1|DKIK	LOC108603061|XP_017846986.1|DBUS
OG0007789	LOC108071245|XP_017017419.1|DKIK	LOC108604132|XP_017848928.1|DBUS
OG0007790	LOC108083961|XP_017035457.1|DKIK	LOC108601384|XP_033149911.1|DBUS
OG0007791	LOC108079964|XP_017030014.1|DKIK, LOC108083980|XP_017035480.1|DKIK	LOC108603395|XP_017847663.1|DBUS
OG0007792	LOC108077009|XP_017025578.1|DKIK	LOC108605793|XP_017851084.1|DBUS
OG0007793	LOC108077724|XP_017026667.1|DKIK	LOC108603098|XP_017847083.1|DBUS
OG0007794	LOC108079399|XP_017029213.1|DKIK	LOC108606608|XP_017852365.1|DBUS
OG0007795	LOC108074909|XP_017022627.1|DKIK	LOC108606920|XP_017852950.1|DBUS
OG0007797	LOC108085871|XP_017038118.1|DKIK	LOC108604102|XP_017848871.1|DBUS
OG0007798	LOC108085872|XP_017038120.1|DKIK	LOC108603881|XP_017848542.1|DBUS
OG0007799	LOC108084258|XP_017035890.1|DKIK	LOC108602131|XP_017845647.1|DBUS
OG0007800	LOC108075408|XP_017023322.1|DKIK	LOC108601879|XP_017845340.1|DBUS
OG0007801	LOC108073495|XP_017020644.1|DKIK	LOC117134665|XP_033148958.1|DBUS
OG0007802	LOC108073423|XP_017020531.1|DKIK	LOC108603706|XP_017848235.1|DBUS
OG0007803	LOC108085662|XP_017037841.1|DKIK	LOC108601267|XP_017844656.1|DBUS
OG0007804	LOC108074150|XP_017021539.1|DKIK	LOC108606489|XP_017852119.1|DBUS
OG0007805	LOC108080150|XP_017030277.1|DKIK	LOC108606491|XP_017852123.1|DBUS
OG0007806	LOC108080149|XP_017030276.1|DKIK	LOC108605646|XP_017850918.1|DBUS
OG0007808	LOC108073329|XP_017020378.1|DKIK	LOC108601858|XP_017845299.1|DBUS
OG0007809	LOC108074170|XP_017021589.1|DKIK	LOC108606222|XP_017851608.1|DBUS
OG0007810	LOC108079968|XP_017030021.1|DKIK, LOC108077332|XP_017026108.1|DKIK	LOC108608402|XP_033150738.1|DBUS
OG0007811	LOC108084940|XP_017036827.1|DKIK	LOC108603231|XP_017847335.1|DBUS
OG0007812	LOC108071851|XP_017018255.1|DKIK	LOC108606000|XP_017851311.1|DBUS
OG0007813	LOC108075583|XP_017023590.1|DKIK	LOC108603803|XP_017848390.1|DBUS
OG0007814	LOC108083585|XP_017034933.1|DKIK	LOC108605518|XP_017850756.1|DBUS
OG0007815	LOC108077020|XP_017025616.1|DKIK	LOC108607105|XP_017853222.1|DBUS
OG0007816	LOC108075101|XP_017022872.1|DKIK	LOC108598945|XP_017841204.2|DBUS
OG0007817	LOC108070703|XP_017016781.1|DKIK	LOC108603858|XP_017848504.1|DBUS
OG0007818	LOC108084627|XP_017036405.1|DKIK	LOC108604515|XP_017849508.1|DBUS
OG0007819	LOC108083416|XP_017034660.1|DKIK	LOC108606803|XP_017852762.1|DBUS
OG0007820	LOC108086036|XP_017038342.1|DKIK	LOC108604134|XP_017848929.1|DBUS
OG0007821	LOC108085918|XP_017038182.1|DKIK	LOC108602092|XP_017845605.1|DBUS
OG0007822	LOC108085917|XP_017038180.1|DKIK	LOC108602091|XP_017845604.1|DBUS
OG0007823	LOC108085898|XP_017038151.1|DKIK	LOC108604530|XP_017849532.1|DBUS
OG0007824	LOC108075716|XP_017023743.1|DKIK	LOC108602987|XP_017846866.1|DBUS
OG0007825	LOC108080790|XP_017031153.1|DKIK	LOC108602876|XP_017846656.1|DBUS
OG0007826	LOC108081062|XP_017031530.1|DKIK	LOC108602343|XP_017845927.1|DBUS
OG0007827	LOC108080510|XP_017030775.1|DKIK	LOC108605442|XP_017850614.1|DBUS
OG0007828	LOC108083135|XP_017034303.1|DKIK	LOC108599183|XP_017841465.1|DBUS
OG0007829	LOC108077805|XP_017026809.1|DKIK	LOC108603295|XP_017847455.1|DBUS
OG0007830	LOC108084303|XP_017035955.1|DKIK	LOC108601359|XP_017844747.1|DBUS
OG0007831	LOC108080514|XP_017030782.1|DKIK	LOC108607196|XP_017853346.1|DBUS
OG0007832	LOC108080158|XP_017030289.1|DKIK	LOC108606682|XP_017852520.1|DBUS
OG0007833	LOC108083410|XP_017034652.1|DKIK	LOC108605268|XP_017850384.1|DBUS
OG0007834	LOC108073501|XP_017020657.1|DKIK	LOC108601911|XP_017845378.1|DBUS
OG0007836	LOC108084065|XP_017035573.1|DKIK	LOC108602759|XP_017846419.1|DBUS
OG0007837	LOC108085623|XP_017037784.1|DKIK	LOC108601460|XP_017844847.1|DBUS
OG0007838	LOC108085603|XP_017037761.1|DKIK	LOC108602421|XP_017846024.1|DBUS
OG0007839	LOC108076907|XP_017025440.1|DKIK	LOC108606062|XP_017851398.1|DBUS
OG0007840	LOC108077741|XP_017026694.1|DKIK	LOC108601863|XP_017845309.1|DBUS
OG0007841	LOC108073580|XP_017020755.1|DKIK	LOC108602353|XP_017845941.1|DBUS
OG0007842	LOC108075731|XP_017023763.1|DKIK	LOC108603614|XP_017848052.1|DBUS
OG0007843	LOC108075697|XP_017023710.1|DKIK	LOC108601501|XP_017844889.1|DBUS
OG0007844	LOC108076587|XP_017024987.1|DKIK	LOC108594751|XP_017835379.1|DBUS
OG0007845	LOC108074045|XP_017021402.1|DKIK	LOC108602079|XP_017845587.1|DBUS
OG0007846	LOC108083880|XP_017035359.1|DKIK	LOC108606549|XP_017852237.1|DBUS
OG0007847	LOC108084614|XP_017036388.1|DKIK	LOC108604801|XP_017849890.1|DBUS
OG0007848	LOC108084616|XP_017036390.1|DKIK	LOC108604695|XP_017849741.1|DBUS
OG0007849	LOC108081165|XP_017031708.1|DKIK	LOC108604472|XP_017849448.1|DBUS
OG0007850	LOC108081164|XP_017031707.1|DKIK	LOC108601862|XP_017845308.1|DBUS
OG0007851	LOC108084928|XP_017036814.1|DKIK	LOC108602579|XP_017846206.1|DBUS
OG0007852	LOC108077844|XP_017026861.1|DKIK	LOC108602450|XP_017846062.1|DBUS
OG0007853	LOC108080888|XP_017031280.1|DKIK	LOC108602171|XP_017845696.1|DBUS
OG0007854	LOC108084600|XP_017036367.1|DKIK	LOC108602185|XP_017845718.1|DBUS
OG0007855	LOC108084130|XP_017035657.1|DKIK	LOC108601424|XP_033149917.1|DBUS
OG0007856	LOC108084617|XP_017036391.1|DKIK	LOC108604696|XP_017849743.1|DBUS
OG0007858	LOC108079677|XP_017029565.1|DKIK	LOC108607539|XP_017853910.1|DBUS
OG0007859	LOC108078866|XP_017028468.1|DKIK	LOC108606988|XP_017853050.1|DBUS
OG0007860	LOC108085044|XP_017036993.1|DKIK	LOC108602056|XP_017845559.1|DBUS
OG0007861	LOC108073368|XP_017020421.1|DKIK	LOC108601468|XP_017844856.1|DBUS
OG0007863	LOC108077005|XP_017025569.1|DKIK	LOC108596662|XP_017838142.1|DBUS
OG0007864	LOC108085008|XP_017036932.1|DKIK	LOC108604159|XP_017848977.1|DBUS
OG0007865	LOC108073810|XP_017021074.1|DKIK	LOC108600378|XP_017843407.1|DBUS
OG0007866	LOC108075416|XP_017023330.1|DKIK	LOC108604217|XP_017849071.1|DBUS
OG0007867	LOC108084289|XP_017035936.1|DKIK	LOC108603318|XP_017847522.1|DBUS
OG0007868	LOC108073435|XP_017020544.1|DKIK	LOC108601420|XP_017844807.1|DBUS
OG0007869	LOC108080317|XP_017030496.1|DKIK	LOC108605549|XP_017850799.1|DBUS
OG0007870	LOC108073427|XP_017020535.1|DKIK	LOC108600359|XP_017843380.2|DBUS
OG0007871	LOC108085064|XP_017037015.1|DKIK	LOC108605084|XP_017850140.1|DBUS
OG0007872	LOC108071487|XP_017017738.1|DKIK	LOC108601168|XP_017844589.2|DBUS
OG0007873	LOC108084428|XP_017036124.1|DKIK	LOC108600405|XP_017843445.1|DBUS
OG0007874	LOC108079413|XP_017029228.1|DKIK	LOC108607276|XP_017853460.1|DBUS
OG0007875	LOC108074472|XP_017022029.1|DKIK	LOC108596840|XP_017838457.1|DBUS
OG0007876	LOC108080408|XP_017030625.1|DKIK	LOC108605560|XP_017850814.1|DBUS
OG0007877	LOC108085069|XP_017037024.1|DKIK	LOC108606648|XP_017852447.1|DBUS
OG0007878	LOC108076774|XP_017025267.1|DKIK	LOC108597761|XP_017839961.1|DBUS
OG0007879	LOC108071868|XP_017018285.1|DKIK	LOC108599844|XP_017842457.1|DBUS
OG0007880	LOC108083872|XP_017035350.1|DKIK	LOC108605932|XP_017851240.1|DBUS
OG0007881	LOC108072653|XP_017019374.1|DKIK	LOC108598517|XP_017840684.2|DBUS
OG0007882	LOC108072776|XP_017019545.1|DKIK	LOC108600940|XP_017844268.1|DBUS
OG0007883	LOC108072802|XP_017019577.1|DKIK	LOC108600239|XP_017843158.1|DBUS
OG0007884	LOC108078563|XP_017027971.1|DKIK	LOC108598053|XP_017840157.2|DBUS
OG0007885	LOC108074473|XP_017022033.1|DKIK	LOC108596841|XP_017838459.1|DBUS
OG0007886	LOC108077442|XP_017026250.1|DKIK	LOC108597034|XP_017838820.2|DBUS
OG0007887	LOC108072775|XP_017019544.1|DKIK	LOC108600939|XP_017844267.1|DBUS
OG0007888	LOC108071961|XP_017018425.1|DKIK	LOC108600981|XP_017844332.1|DBUS
OG0007889	LOC108071975|XP_017018440.1|DKIK	LOC108598754|XP_017840978.1|DBUS
OG0007890	LOC108071959|XP_017018419.1|DKIK	LOC108598518|XP_017840685.1|DBUS
OG0007891	LOC108081158|XP_017031688.1|DKIK	LOC108601641|XP_017845030.1|DBUS
OG0007892	LOC108070931|XP_017017072.1|DKIK	LOC108596801|XP_017838397.1|DBUS
OG0007893	LOC108076437|XP_017024781.1|DKIK	LOC108597274|XP_017839226.1|DBUS
OG0007894	LOC108078872|XP_017028473.1|DKIK	LOC108600438|XP_017843504.2|DBUS
OG0007895	LOC108079039|XP_017028708.1|DKIK	LOC108598039|XP_033149592.1|DBUS
OG0007896	LOC108080679|XP_017031004.1|DKIK	LOC108598419|XP_017840535.1|DBUS
OG0007897	LOC108070488|XP_017016469.1|DKIK	LOC108599823|XP_017842416.1|DBUS
OG0007898	LOC108075075|XP_017022846.1|DKIK	LOC108597922|XP_017840067.1|DBUS
OG0007899	LOC108071950|XP_017018405.1|DKIK	LOC108597916|XP_033149289.1|DBUS
OG0007900	LOC108081014|XP_017031443.1|DKIK	LOC108596090|XP_017836997.1|DBUS
OG0007901	LOC108077528|XP_017026382.1|DKIK	LOC108599547|XP_017841921.1|DBUS
OG0007902	LOC108084494|XP_017036220.1|DKIK	LOC108605642|XP_017850914.1|DBUS
OG0007903	LOC108078705|XP_017028152.1|DKIK	LOC108600984|XP_017844336.2|DBUS
OG0007904	LOC108083685|XP_017035055.1|DKIK	LOC108600557|XP_017843708.2|DBUS
OG0007905	LOC108077036|XP_017025654.1|DKIK	LOC108594307|XP_017834941.2|DBUS
OG0007906	LOC108085988|XP_017038278.1|DKIK	LOC108600159|XP_033149422.1|DBUS
OG0007907	LOC108070578|XP_017016621.1|DKIK	LOC108600289|XP_017843248.1|DBUS
OG0007908	LOC108070579|XP_017016622.1|DKIK	LOC108600290|XP_017843249.1|DBUS
OG0007909	LOC108083841|XP_017035309.1|DKIK	LOC108605279|XP_017850414.1|DBUS
OG0007910	LOC108085548|XP_017037672.1|DKIK	LOC108600611|XP_017843778.1|DBUS
OG0007911	LOC108071930|XP_017018383.1|DKIK	LOC108599459|XP_033149484.1|DBUS
OG0007912	LOC108079879|XP_017029884.1|DKIK	LOC108599461|XP_017841785.2|DBUS
OG0007913	LOC108071933|XP_017018385.1|DKIK	LOC108599462|XP_017841787.1|DBUS
OG0007916	LOC108074144|XP_017021536.1|DKIK	LOC108599323|XP_017841615.1|DBUS
OG0007917	LOC108076194|XP_017024416.1|DKIK	LOC108596107|XP_017837015.1|DBUS
OG0007918	LOC108080722|XP_017031064.1|DKIK	LOC108597213|XP_017839142.1|DBUS
OG0007919	LOC108078398|XP_017027743.1|DKIK	LOC108596960|XP_017838695.1|DBUS
OG0007920	LOC108074670|XP_017022278.1|DKIK	LOC108595438|XP_017836159.1|DBUS
OG0007921	LOC108078017|XP_017027067.1|DKIK	LOC108595691|XP_017836461.1|DBUS
OG0007922	LOC108080495|XP_017030745.1|DKIK	LOC108602553|XP_017846176.1|DBUS
OG0007923	LOC108084474|XP_017036182.1|DKIK	LOC108605393|XP_033150156.1|DBUS
OG0007924	LOC108078374|XP_017027691.1|DKIK	LOC108597647|XP_017839789.1|DBUS
OG0007925	LOC108072240|XP_017018790.1|DKIK	LOC108596291|XP_017837369.1|DBUS
OG0007926	LOC108072982|XP_017019913.1|DKIK	LOC108596454|XP_017837690.1|DBUS
OG0007927	LOC108075887|XP_017023983.1|DKIK	LOC108608505|XP_017855392.1|DBUS
OG0007928	LOC108074811|XP_017022495.1|DKIK	LOC108607877|XP_017854468.1|DBUS
OG0007929	LOC108075920|XP_017024043.1|DKIK	LOC108608117|XP_017854835.1|DBUS
OG0007930	LOC108072277|XP_017018832.1|DKIK	LOC108595695|XP_017836467.1|DBUS
OG0007931	LOC108082820|XP_017033868.1|DKIK	LOC108608496|XP_017855381.1|DBUS
OG0007932	LOC108071844|XP_017018247.1|DKIK	LOC108606673|XP_017852495.1|DBUS
OG0007933	LOC108077816|XP_017026828.1|DKIK	LOC108604669|XP_017849710.1|DBUS
OG0007934	LOC108080585|XP_017030879.1|DKIK	LOC108607821|XP_017854358.2|DBUS
OG0007935	LOC108075854|XP_017023932.1|DKIK	LOC108608137|XP_017854861.1|DBUS
OG0007936	LOC108077160|XP_017025882.1|DKIK	LOC108594241|XP_017834844.1|DBUS
OG0007937	LOC108079604|XP_017029453.1|DKIK	LOC108607840|XP_017854393.1|DBUS
OG0007938	LOC108077060|XP_017025715.1|DKIK	LOC108608268|XP_033149642.1|DBUS
OG0007939	LOC108086170|XP_017038521.1|DKIK	LOC108594403|XP_017835060.2|DBUS
OG0007940	LOC108086108|XP_017038426.1|DKIK	LOC108608152|XP_017854889.2|DBUS
OG0007941	LOC108075473|XP_017023419.1|DKIK	LOC117135036|XP_033150755.1|DBUS
OG0007942	LOC108080528|XP_017030817.1|DKIK	LOC117134922|XP_033150317.1|DBUS
OG0007943	LOC108072484|XP_017019138.1|DKIK	LOC108595169|XP_033149993.1|DBUS
OG0007944	LOC108079742|XP_017029645.1|DKIK	LOC108599456|XP_017841781.2|DBUS
OG0007945	LOC108077076|XP_017025732.1|DKIK	LOC108607787|XP_017854316.2|DBUS
OG0007947	LOC108072609|XP_017019321.1|DKIK	LOC108608546|XP_017855453.1|DBUS
OG0007948	LOC108075881|XP_017023975.1|DKIK	LOC108594525|XP_017835217.2|DBUS
OG0007949	LOC108079426|XP_017029246.1|DKIK	LOC108605544|XP_017850785.1|DBUS
OG0007950	LOC108074776|XP_017022443.1|DKIK	LOC108606547|XP_017852238.2|DBUS
OG0007951	LOC108086219|XP_017038574.1|DKIK	LOC108608470|XP_033149958.1|DBUS
OG0007952	LOC108077275|XP_017026037.1|DKIK	LOC108608250|XP_017854515.1|DBUS
OG0007953	LOC108082711|XP_017033708.1|DKIK	LOC108602023|XP_017845518.1|DBUS
OG0007954	LOC108075957|XP_017024094.1|DKIK	LOC108594508|XP_033150787.1|DBUS
OG0007955	LOC108082021|XP_017032776.1|DKIK	LOC108601600|XP_017844992.2|DBUS
OG0007956	LOC108082808|XP_017033856.1|DKIK	LOC108607915|XP_017854516.1|DBUS
OG0007957	LOC108076959|XP_017025497.1|DKIK	LOC117135003|XP_033150671.1|DBUS
