Orthogroup	DKIK.longest_only	SLEB.longest_only
OG0009593	LOC108081766|XP_017032457.1|DKIK	LOC115624152|XP_030374609.1|SLEB
OG0009594	LOC108072053|XP_017018535.1|DKIK	LOC115625537|XP_030376475.1|SLEB
OG0009595	LOC108084129|XP_017035656.1|DKIK	LOC115623831|XP_030374236.1|SLEB
OG0009596	LOC108084044|XP_017035551.1|DKIK	LOC115623991|XP_030374422.1|SLEB
OG0009597	LOC108083997|XP_017035499.1|DKIK	LOC115624282|XP_030374765.1|SLEB
OG0009598	LOC108084310|XP_017035963.1|DKIK	LOC115623484|XP_030373713.1|SLEB
OG0009599	LOC108081494|XP_017032194.1|DKIK	LOC115624112|XP_030374566.1|SLEB
OG0009600	LOC108081025|XP_017031476.1|DKIK	LOC115625068|XP_030375811.1|SLEB
OG0009601	LOC108073171|XP_017020166.1|DKIK	LOC115625404|XP_030376302.1|SLEB
OG0009602	LOC108077668|XP_017026577.1|DKIK	LOC115626103|XP_030377215.1|SLEB
OG0009603	LOC108085430|XP_017037508.1|DKIK	LOC115623353|XP_030373496.1|SLEB
OG0009604	LOC108083468|XP_017034744.1|DKIK	LOC115629876|XP_030382334.1|SLEB
OG0009605	LOC108085850|XP_017038096.1|DKIK	LOC115625441|XP_030376349.1|SLEB
OG0009606	LOC108085839|XP_017038085.1|DKIK	LOC115625355|XP_030376248.1|SLEB
OG0009607	LOC108085854|XP_017038101.1|DKIK	LOC115625541|XP_030376478.1|SLEB
OG0009608	LOC108073177|XP_017020172.1|DKIK	LOC115625414|XP_030376313.1|SLEB
OG0009609	LOC108085627|XP_017037797.1|DKIK	LOC115624945|XP_030375656.1|SLEB
OG0009610	LOC108084374|XP_017036050.1|DKIK	LOC115624336|XP_030374845.1|SLEB
OG0009611	LOC108084376|XP_017036051.1|DKIK	LOC115623808|XP_030374212.1|SLEB
OG0009612	LOC108084809|XP_017036658.1|DKIK	LOC115623914|XP_030374330.1|SLEB
OG0009614	LOC108073040|XP_017020029.1|DKIK	LOC115620214|XP_030369212.1|SLEB
OG0009615	LOC108084937|XP_017036825.1|DKIK	LOC115621028|XP_030370408.1|SLEB, LOC115621030|XP_030370409.1|SLEB
OG0009616	LOC108084925|XP_017036811.1|DKIK	LOC115621571|XP_030371118.1|SLEB
OG0009617	LOC108074094|XP_017021474.1|DKIK	LOC115620313|XP_030369361.1|SLEB
OG0009618	LOC108075350|XP_017023248.1|DKIK	LOC115620924|XP_030370286.1|SLEB
OG0009619	LOC108075547|XP_017023541.1|DKIK	LOC115621309|XP_030370783.1|SLEB
OG0009620	LOC108084915|XP_017036801.1|DKIK	LOC115625494|XP_030376409.1|SLEB
OG0009621	LOC108084918|XP_017036804.1|DKIK	LOC115625366|XP_030376263.1|SLEB
OG0009622	LOC108085675|XP_017037858.1|DKIK	LOC115620937|XP_030370309.1|SLEB
OG0009623	LOC108077577|XP_017026461.1|DKIK, LOC108078802|XP_017028363.1|DKIK	LOC115621055|XP_030370436.1|SLEB
OG0009624	LOC108070664|XP_017016724.1|DKIK	LOC115621911|XP_030371605.1|SLEB
OG0009625	LOC108073702|XP_017020926.1|DKIK	LOC115620259|XP_030369269.1|SLEB
OG0009626	LOC108083667|XP_017035028.1|DKIK	LOC115620291|XP_030369328.1|SLEB
OG0009627	LOC108083666|XP_017035027.1|DKIK	LOC115620294|XP_030369335.1|SLEB
OG0009628	LOC108083671|XP_017035038.1|DKIK	LOC115620290|XP_030369327.1|SLEB
OG0009629	LOC108084097|XP_017035613.1|DKIK	LOC115625472|XP_030376381.1|SLEB
OG0009630	LOC108084084|XP_017035596.1|DKIK	LOC115625470|XP_030376379.1|SLEB
OG0009631	LOC108084590|XP_017036354.1|DKIK	LOC115621984|XP_030371697.1|SLEB
OG0009632	LOC108084336|XP_017035986.1|DKIK	LOC115627674|XP_030379276.1|SLEB
OG0009633	LOC108072897|XP_017019709.1|DKIK	LOC115633974|XP_030387354.1|SLEB
OG0009634	LOC108086037|XP_017038346.1|DKIK	LOC115621772|XP_030371384.1|SLEB
OG0009635	LOC108077876|XP_017026901.1|DKIK	LOC115621279|XP_030370741.1|SLEB
OG0009636	LOC108075307|XP_017023200.1|DKIK	LOC115633262|XP_030386530.1|SLEB
OG0009637	LOC108075632|XP_017023658.1|DKIK	LOC115620644|XP_030369850.1|SLEB
OG0009638	LOC108085677|XP_017037860.1|DKIK	LOC115621708|XP_030371276.1|SLEB
OG0009639	LOC108080443|XP_017030668.1|DKIK	LOC115623751|XP_030374145.1|SLEB
OG0009640	LOC108085585|XP_017037741.1|DKIK	LOC115621361|XP_030370845.1|SLEB
OG0009641	LOC108075383|XP_017023282.1|DKIK	LOC115620356|XP_030369419.1|SLEB
OG0009642	LOC108075457|XP_017023399.1|DKIK	LOC115620355|XP_030369418.1|SLEB
OG0009643	LOC108077670|XP_017026580.1|DKIK	LOC115621011|XP_030370391.1|SLEB
OG0009644	LOC108080906|XP_017031298.1|DKIK	LOC115620469|XP_030369560.1|SLEB
OG0009645	LOC108080996|XP_017031411.1|DKIK	LOC115621053|XP_030370433.1|SLEB
OG0009646	LOC108073740|XP_017020992.1|DKIK	LOC115620267|XP_030369286.1|SLEB
OG0009647	LOC108073691|XP_017020912.1|DKIK	LOC115620260|XP_030369271.1|SLEB
OG0009648	LOC108070694|XP_017016767.1|DKIK	LOC115620775|XP_030370044.1|SLEB
OG0009649	LOC108081003|XP_017031426.1|DKIK	LOC115621431|XP_030370942.1|SLEB
OG0009650	LOC108072567|XP_017019247.1|DKIK	LOC115630542|XP_030383008.1|SLEB
OG0009651	LOC108082008|XP_017032752.1|DKIK	LOC115630953|XP_030383387.1|SLEB
OG0009652	LOC108086066|XP_017038372.1|DKIK	LOC115631353|XP_030383930.1|SLEB
OG0009653	LOC108086080|XP_017038387.1|DKIK	LOC115631895|XP_030384603.1|SLEB
OG0009654	LOC108086070|XP_017038378.1|DKIK	LOC115631740|XP_030384439.1|SLEB
OG0009655	LOC108077033|XP_017025651.1|DKIK	LOC115632037|XP_030384862.1|SLEB
OG0009656	LOC108075908|XP_017024020.1|DKIK	LOC115631412|XP_030383998.1|SLEB
OG0009657	LOC108077326|XP_017026103.1|DKIK	LOC115631378|XP_030383959.1|SLEB
OG0009658	LOC108082097|XP_017032881.1|DKIK	LOC115631856|XP_030384562.1|SLEB
OG0009659	LOC108077170|XP_017025894.1|DKIK	LOC115630577|XP_030383054.1|SLEB
OG0009660	LOC108074509|XP_017022076.1|DKIK	LOC115632008|XP_030384797.1|SLEB
OG0009661	LOC108079573|XP_017029406.1|DKIK	LOC115631779|XP_030384473.1|SLEB
OG0009662	LOC108082077|XP_017032858.1|DKIK	LOC115630651|XP_030383153.1|SLEB, LOC115630420|XP_030382819.1|SLEB
OG0009663	LOC108079632|XP_017029504.1|DKIK	LOC115628468|XP_030380450.1|SLEB
OG0009664	LOC108086214|XP_017038565.1|DKIK	LOC115630616|XP_030383103.1|SLEB
OG0009665	LOC108079184|XP_017028929.1|DKIK	LOC115623931|XP_030374350.1|SLEB
OG0009666	LOC108081430|XP_017032102.1|DKIK	LOC115631044|XP_030383536.1|SLEB
OG0009667	LOC108074563|XP_017022154.1|DKIK	LOC115628580|XP_030380624.1|SLEB
OG0009668	LOC108074779|XP_017022446.1|DKIK	LOC115630803|XP_030383324.1|SLEB
OG0009669	LOC108070535|XP_017016548.1|DKIK	LOC115631172|XP_030383721.1|SLEB
OG0009670	LOC108086223|XP_017038577.1|DKIK	LOC115630947|XP_030383377.1|SLEB
OG0009671	LOC108079552|XP_017029378.1|DKIK	LOC115631810|XP_030384507.1|SLEB
OG0009672	LOC108076937|XP_017025474.1|DKIK	LOC115625970|XP_030377074.1|SLEB
OG0009673	LOC108076983|XP_017025529.1|DKIK	LOC115626056|XP_030377167.1|SLEB
OG0009674	LOC108082882|XP_017033953.1|DKIK	LOC115625818|XP_030376867.1|SLEB
OG0009675	LOC108072597|XP_017019298.1|DKIK	LOC115628993|XP_030381134.1|SLEB
OG0009676	LOC108081864|XP_017032593.1|DKIK	LOC115626116|XP_030377231.1|SLEB
OG0009677	LOC108074859|XP_017022561.1|DKIK	LOC115631497|XP_030384117.1|SLEB
OG0009678	LOC108070518|XP_017016507.1|DKIK	LOC115626109|XP_030377224.1|SLEB
OG0009679	LOC108074629|XP_017022237.1|DKIK	LOC115626355|XP_030377566.1|SLEB
OG0009680	LOC108070391|XP_017016333.1|DKIK	LOC115626419|XP_030377647.1|SLEB
OG0009681	LOC108076208|XP_017024432.1|DKIK	LOC115633951|XP_030387329.1|SLEB
OG0009682	LOC108076559|XP_017024959.1|DKIK	LOC115634681|XP_030388400.1|SLEB
OG0009683	LOC108080703|XP_017031030.1|DKIK	LOC115633948|XP_030387326.1|SLEB
OG0009684	LOC108080709|XP_017031035.1|DKIK	LOC115634118|XP_030387542.1|SLEB
OG0009685	LOC108081309|XP_017031890.1|DKIK	LOC115633693|XP_030387009.1|SLEB
OG0009686	LOC108072884|XP_017019694.1|DKIK	LOC115633067|XP_030386298.1|SLEB
OG0009687	LOC108073032|XP_017019982.1|DKIK	LOC115633998|XP_030387381.1|SLEB
OG0009688	LOC108082488|XP_017033391.1|DKIK	LOC115629087|XP_030381263.1|SLEB
OG0009690	LOC108074740|XP_017022401.1|DKIK	LOC115633936|XP_030387314.1|SLEB
OG0009691	LOC108082495|XP_017033405.1|DKIK	LOC115634169|XP_030387612.1|SLEB
OG0009692	LOC108076191|XP_017024410.1|DKIK	LOC115632480|XP_030385517.1|SLEB
OG0009694	LOC108071982|XP_017018444.1|DKIK	LOC115624557|XP_030375148.1|SLEB
OG0009695	LOC108072352|XP_017018931.1|DKIK	LOC115634324|XP_030387842.1|SLEB
OG0009696	LOC108073046|XP_017019999.1|DKIK	LOC115634114|XP_030387538.1|SLEB
OG0009697	LOC108077653|XP_017026558.1|DKIK	LOC115626927|XP_030378294.1|SLEB
OG0009698	LOC108080730|XP_017031078.1|DKIK	LOC115634079|XP_030387491.1|SLEB
OG0009699	LOC108078235|XP_017027427.1|DKIK	LOC115625491|XP_030376405.1|SLEB
OG0009700	LOC108076391|XP_017024717.1|DKIK	LOC115622761|XP_030372680.1|SLEB
OG0009701	LOC108084956|XP_017036844.1|DKIK	LOC115621568|XP_030371115.1|SLEB
OG0009703	LOC108074301|XP_017021779.1|DKIK	LOC115631676|XP_030384349.1|SLEB
OG0009704	LOC108076627|XP_017025042.1|DKIK	LOC115634094|XP_030387509.1|SLEB
OG0009705	LOC108082581|XP_017033528.1|DKIK	LOC115634800|XP_030388568.1|SLEB
OG0009706	LOC108082311|XP_017033131.1|DKIK	LOC115634801|XP_030388569.1|SLEB
OG0009707	LOC108084200|XP_017035799.1|DKIK	LOC115620407|XP_030369486.1|SLEB
OG0009708	LOC108081302|XP_017031877.1|DKIK	LOC115634043|XP_030387447.1|SLEB
OG0009709	LOC108081337|XP_017031967.1|DKIK	LOC115634419|XP_030387986.1|SLEB
OG0009710	LOC108081335|XP_017031965.1|DKIK	LOC115624611|XP_030375258.1|SLEB
OG0009711	LOC108081287|XP_017031864.1|DKIK	LOC115633771|XP_030387106.1|SLEB
OG0009712	LOC108084386|XP_017036068.1|DKIK	LOC115633023|XP_030386207.1|SLEB
OG0009713	LOC108082534|XP_017033458.1|DKIK	LOC115634401|XP_030387954.1|SLEB
OG0009714	LOC108085096|XP_017037057.1|DKIK	LOC115633365|XP_030386673.1|SLEB
OG0009716	LOC108078518|XP_017027912.1|DKIK	LOC115634240|XP_030387694.1|SLEB
OG0009718	LOC108079912|XP_017029939.1|DKIK	LOC115634568|XP_030388251.1|SLEB
OG0009719	LOC108070773|XP_017016861.1|DKIK	LOC115627624|XP_030379223.1|SLEB
OG0009720	LOC108076345|XP_017024622.1|DKIK	LOC115634642|XP_030388359.1|SLEB
OG0009721	LOC108082380|XP_017033211.1|DKIK	LOC115624845|XP_030375549.1|SLEB
OG0009722	LOC108074702|XP_017022331.1|DKIK	LOC115628152|XP_030379986.1|SLEB
OG0009723	LOC108078670|XP_017028091.1|DKIK	LOC115624939|XP_030375650.1|SLEB
OG0009724	LOC108078187|XP_017027344.1|DKIK	LOC115624273|XP_030374762.1|SLEB
OG0009726	LOC108071451|XP_017017696.1|DKIK	LOC115629460|XP_030381788.1|SLEB
OG0009727	LOC108080859|XP_017031252.1|DKIK	LOC115634589|XP_030388278.1|SLEB
OG0009728	LOC108082092|XP_017032877.1|DKIK	LOC115634303|XP_030387820.1|SLEB
OG0009729	LOC108082091|XP_017032876.1|DKIK	LOC115634311|XP_030387832.1|SLEB
OG0009730	LOC108084457|XP_017036155.1|DKIK	LOC115630032|XP_030382525.1|SLEB
OG0009731	LOC108073072|XP_017020027.1|DKIK	LOC115624880|XP_030375586.1|SLEB
OG0009732	LOC108070757|XP_017016843.1|DKIK	LOC115634660|XP_030388380.1|SLEB
OG0009733	LOC108074149|XP_017021538.1|DKIK	LOC115628758|XP_030380833.1|SLEB
OG0009734	LOC108071665|XP_017017959.1|DKIK	LOC115627659|XP_030379260.1|SLEB, LOC115627656|XP_030379257.1|SLEB
OG0009735	LOC108074317|XP_017021802.1|DKIK	LOC115631534|XP_030384167.1|SLEB
OG0009736	LOC108076085|XP_017024288.1|DKIK	LOC115629661|XP_030382035.1|SLEB
OG0009737	LOC108073183|XP_017020178.1|DKIK	LOC115621449|XP_030370962.1|SLEB
OG0009738	LOC108083359|XP_017034591.1|DKIK	LOC115627584|XP_030379168.1|SLEB
OG0009739	LOC108083382|XP_017034618.1|DKIK	LOC115627611|XP_030379201.1|SLEB
OG0009740	LOC108083883|XP_017035363.1|DKIK	LOC115629509|XP_030381850.1|SLEB
OG0009741	LOC108082128|XP_017032919.1|DKIK	LOC115629473|XP_030381804.1|SLEB, LOC115626480|XP_030377727.1|SLEB
OG0009742	LOC108079232|XP_017029005.1|DKIK	LOC115627373|XP_030378885.1|SLEB
OG0009743	LOC108080350|XP_017030543.1|DKIK	LOC115628110|XP_030379956.1|SLEB, LOC115627271|XP_030378760.1|SLEB
OG0009745	LOC108078994|XP_017028660.1|DKIK	LOC115627215|XP_030378695.1|SLEB
OG0009746	LOC108084775|XP_017036584.1|DKIK	LOC115633969|XP_030387350.1|SLEB
OG0009747	LOC108074523|XP_017022089.1|DKIK	LOC115631914|XP_030384625.1|SLEB
OG0009748	LOC108083557|XP_017034901.1|DKIK	LOC115629133|XP_030381335.1|SLEB
OG0009749	LOC108080604|XP_017030914.1|DKIK	LOC115626887|XP_030378257.1|SLEB
OG0009750	LOC108075037|XP_017022794.1|DKIK	LOC115629691|XP_030382072.1|SLEB
OG0009751	LOC108085753|XP_017037980.1|DKIK	LOC115630084|XP_030382569.1|SLEB
OG0009752	LOC108083370|XP_017034603.1|DKIK	LOC115627875|XP_030379619.1|SLEB
OG0009753	LOC108083438|XP_017034682.1|DKIK	LOC115627919|XP_030379674.1|SLEB
OG0009754	LOC108072353|XP_017018933.1|DKIK	LOC115634347|XP_030387862.1|SLEB
OG0009755	LOC108083537|XP_017034869.1|DKIK	LOC115627857|XP_030379578.1|SLEB
OG0009756	LOC108080114|XP_017030234.1|DKIK	LOC115629668|XP_030382044.1|SLEB
OG0009757	LOC108072254|XP_017018806.1|DKIK	LOC115632929|XP_030386081.1|SLEB
OG0009758	LOC108075730|XP_017023762.1|DKIK	LOC115620182|XP_030369165.1|SLEB
OG0009759	LOC108083584|XP_017034936.1|DKIK	LOC115627886|XP_030379632.1|SLEB
OG0009760	LOC108075974|XP_017024114.1|DKIK	LOC115627932|XP_030379685.1|SLEB
OG0009761	LOC108080057|XP_017030131.1|DKIK	LOC115627788|XP_030379469.1|SLEB
OG0009762	LOC108084646|XP_017036426.1|DKIK	LOC115629960|XP_030382433.1|SLEB
OG0009764	LOC108078671|XP_017028093.1|DKIK	LOC115632720|XP_030385826.1|SLEB
OG0009765	LOC108071482|XP_017017730.1|DKIK	LOC115632172|XP_030385061.1|SLEB
OG0009766	LOC108071598|XP_017017869.1|DKIK	LOC115632924|XP_030386077.1|SLEB
OG0009767	LOC108071575|XP_017017845.1|DKIK	LOC115632681|XP_030385775.1|SLEB
OG0009768	LOC108073910|XP_017021195.1|DKIK	LOC115628407|XP_030380356.1|SLEB
OG0009769	LOC108078934|XP_017028571.1|DKIK	LOC115628231|XP_030380094.1|SLEB
OG0009770	LOC108077992|XP_017027035.1|DKIK	LOC115632598|XP_030385683.1|SLEB
OG0009771	LOC108079071|XP_017028774.1|DKIK	LOC115632892|XP_030386043.1|SLEB
OG0009772	LOC108078488|XP_017027863.1|DKIK	LOC115628434|XP_030380382.1|SLEB
OG0009773	LOC108079712|XP_017029609.1|DKIK	LOC115632531|XP_030385587.1|SLEB
OG0009774	LOC108077470|XP_017026277.1|DKIK	LOC115632706|XP_030385807.1|SLEB
OG0009775	LOC108078329|XP_017027621.1|DKIK	LOC115628264|XP_030380143.1|SLEB
OG0009776	LOC108078632|XP_017028045.1|DKIK	LOC115632921|XP_030386073.1|SLEB
OG0009777	LOC108071639|XP_017017916.1|DKIK	LOC115622665|XP_030372538.1|SLEB
OG0009778	LOC108075078|XP_017022849.1|DKIK	LOC115622797|XP_030372722.1|SLEB
OG0009779	LOC108071634|XP_017017907.1|DKIK	LOC115632217|XP_030385135.1|SLEB
OG0009780	LOC108071651|XP_017017935.1|DKIK	LOC115632723|XP_030385829.1|SLEB
OG0009781	LOC108071635|XP_017017909.1|DKIK	LOC115632787|XP_030385899.1|SLEB
OG0009783	LOC108072796|XP_017019569.1|DKIK	LOC115622731|XP_030372632.1|SLEB
OG0009784	LOC108075055|XP_017022825.1|DKIK	LOC115632877|XP_030386012.1|SLEB
OG0009785	LOC108078580|XP_017027989.1|DKIK	LOC115622511|XP_030372324.1|SLEB
OG0009786	LOC108078582|XP_017027991.1|DKIK	LOC115622608|XP_030372469.1|SLEB
OG0009787	LOC108078730|XP_017028221.1|DKIK	LOC115622750|XP_030372663.1|SLEB
OG0009788	LOC108075041|XP_017022797.1|DKIK	LOC115622864|XP_030372809.1|SLEB
OG0009789	LOC108079732|XP_017029632.1|DKIK	LOC115632747|XP_030385855.1|SLEB
OG0009790	LOC108072281|XP_017018835.1|DKIK	LOC115624952|XP_030375664.1|SLEB
OG0009791	LOC108077497|XP_017026313.1|DKIK	LOC115632742|XP_030385849.1|SLEB
OG0009792	LOC108077518|XP_017026370.1|DKIK	LOC115632326|XP_030385290.1|SLEB
OG0009793	LOC108078480|XP_017027853.1|DKIK	LOC115624728|XP_030375414.1|SLEB
OG0009794	LOC108072055|XP_017018536.1|DKIK	LOC115625373|XP_030376270.1|SLEB
OG0009795	LOC108079001|XP_017028668.1|DKIK	LOC115630202|XP_030382630.1|SLEB
OG0009796	LOC108073367|XP_017020420.1|DKIK	LOC115622430|XP_030372231.1|SLEB
OG0009797	LOC108070553|XP_017016568.1|DKIK	LOC115632267|XP_030385206.1|SLEB
OG0009798	LOC108070548|XP_017016562.1|DKIK	LOC115632212|XP_030385130.1|SLEB
OG0009799	LOC108083690|XP_017035064.1|DKIK	LOC115632996|XP_030386176.1|SLEB
OG0009800	LOC108083267|XP_017034467.1|DKIK	LOC115624925|XP_030375636.1|SLEB
OG0009801	LOC108079722|XP_017029621.1|DKIK	LOC115632652|XP_030385742.1|SLEB
OG0009802	LOC108079828|XP_017029814.1|DKIK	LOC115632607|XP_030385694.1|SLEB
OG0009803	LOC108084398|XP_017036084.1|DKIK	LOC115632833|XP_030385947.1|SLEB
OG0009804	LOC108084385|XP_017036066.1|DKIK	LOC115632587|XP_030385671.1|SLEB
OG0009806	LOC108078626|XP_017028038.1|DKIK	LOC115633046|XP_030386250.1|SLEB
OG0009807	LOC108078688|XP_017028125.1|DKIK	LOC115633013|XP_030386198.1|SLEB
OG0009808	LOC108079708|XP_017029603.1|DKIK	LOC115632196|XP_030385102.1|SLEB
OG0009809	LOC108073893|XP_017021171.1|DKIK	LOC115632967|XP_030386127.1|SLEB
OG0009810	LOC108085798|XP_017038035.1|DKIK	LOC115622508|XP_030372320.1|SLEB
OG0009811	LOC108085802|XP_017038039.1|DKIK	LOC115622506|XP_030372315.1|SLEB
OG0009812	LOC108079807|XP_017029776.1|DKIK	LOC115622306|XP_030372071.1|SLEB
OG0009813	LOC108083298|XP_017034525.1|DKIK	LOC115631893|XP_030384605.1|SLEB
OG0009814	LOC108079306|XP_017029075.1|DKIK	LOC115623545|XP_030373795.1|SLEB
OG0009815	LOC108085537|XP_017037659.1|DKIK	LOC115633924|XP_030387299.1|SLEB
OG0009816	LOC108083007|XP_017034119.1|DKIK	LOC115622290|XP_030372053.1|SLEB
OG0009817	LOC108083084|XP_017034217.1|DKIK	LOC115622289|XP_030372052.1|SLEB
OG0009818	LOC108075337|XP_017023241.1|DKIK	LOC115634055|XP_030387462.1|SLEB
OG0009819	LOC108075107|XP_017022878.1|DKIK	LOC115634044|XP_030387451.1|SLEB
OG0009820	LOC108075122|XP_017022893.1|DKIK	LOC115634035|XP_030387440.1|SLEB
OG0009821	LOC108075328|XP_017023223.1|DKIK	LOC115627763|XP_030379456.1|SLEB
OG0009822	LOC108080574|XP_017030867.1|DKIK	LOC115622634|XP_030372501.1|SLEB
OG0009823	LOC108078774|XP_017028305.1|DKIK	LOC115622766|XP_030372682.1|SLEB
OG0009824	LOC108083124|XP_017034287.1|DKIK	LOC115622154|XP_030371883.1|SLEB
OG0009825	LOC108070394|XP_017016334.1|DKIK	LOC115624887|XP_030375594.1|SLEB
OG0009826	LOC108084793|XP_017036627.1|DKIK	LOC115622137|XP_030371856.1|SLEB
OG0009827	LOC108084794|XP_017036629.1|DKIK	LOC115622138|XP_030371857.1|SLEB
OG0009828	LOC108074023|XP_017021380.1|DKIK	LOC115623085|XP_030373149.1|SLEB
OG0009829	LOC108083639|XP_017034999.1|DKIK	LOC115634792|XP_030388563.1|SLEB
OG0009830	LOC108070410|XP_017016352.1|DKIK	LOC115624961|XP_030375676.1|SLEB
OG0009831	LOC108070406|XP_017016347.1|DKIK	LOC115624921|XP_030375631.1|SLEB
OG0009832	LOC108070408|XP_017016350.1|DKIK	LOC115624922|XP_030375632.1|SLEB
OG0009833	LOC108083003|XP_017034116.1|DKIK	LOC115623172|XP_030373249.1|SLEB
OG0009834	LOC108072957|XP_017019874.1|DKIK	LOC115632366|XP_030385347.1|SLEB
OG0009836	LOC108075649|XP_017023684.1|DKIK	LOC115624164|XP_030374622.1|SLEB
OG0009837	LOC108071408|XP_017017641.1|DKIK	LOC115627261|XP_030378748.1|SLEB
OG0009838	LOC108082702|XP_017033699.1|DKIK	LOC115630778|XP_030383293.1|SLEB
OG0009839	LOC108078120|XP_017027226.1|DKIK	LOC115620900|XP_030370252.1|SLEB
OG0009840	LOC108082667|XP_017033653.1|DKIK	LOC115625720|XP_030376726.1|SLEB
OG0009841	LOC108072481|XP_017019136.1|DKIK	LOC115626285|XP_030377470.1|SLEB
OG0009842	LOC108072749|XP_017019507.1|DKIK	LOC115632932|XP_030386085.1|SLEB
OG0009843	LOC108079763|XP_017029674.1|DKIK	LOC115632594|XP_030385678.1|SLEB
OG0009844	LOC108075148|XP_017022921.1|DKIK	LOC115633106|XP_030386349.1|SLEB
OG0009845	LOC108072424|XP_017019027.1|DKIK	LOC115632293|XP_030385248.1|SLEB
OG0009846	LOC108077345|XP_017026123.1|DKIK	LOC115626473|XP_030377717.1|SLEB
OG0009847	LOC108083857|XP_017035331.1|DKIK	LOC115626772|XP_030378094.1|SLEB
OG0009848	LOC108083897|XP_017035381.1|DKIK, LOC108072210|XP_017018763.1|DKIK	LOC115627334|XP_030378839.1|SLEB
OG0009849	LOC108075407|XP_017023321.1|DKIK	LOC115621064|XP_030370449.1|SLEB
OG0009850	LOC108074256|XP_017021715.1|DKIK	LOC115627618|XP_030379208.1|SLEB, LOC115634060|XP_030387464.1|SLEB
OG0009853	LOC108079233|XP_017029006.1|DKIK, LOC108079035|XP_017028705.1|DKIK	LOC115622107|XP_030371809.1|SLEB
OG0009854	LOC108083348|XP_017034581.1|DKIK	LOC115627612|XP_030379202.1|SLEB
OG0009855	LOC108073490|XP_017020641.1|DKIK	LOC115626500|XP_030377746.1|SLEB
OG0009856	LOC108079567|XP_017029398.1|DKIK, LOC108085274|XP_017037313.1|DKIK	LOC115626526|XP_030377768.1|SLEB
OG0009857	LOC108082687|XP_017033681.1|DKIK	LOC115625792|XP_030376827.1|SLEB
OG0009858	LOC108076872|XP_017025391.1|DKIK	LOC115626057|XP_030377169.1|SLEB
OG0009859	LOC108072615|XP_017019328.1|DKIK	LOC115629088|XP_030381261.1|SLEB, LOC115629002|XP_030381148.1|SLEB
OG0009860	LOC108076938|XP_017025475.1|DKIK, LOC108076968|XP_017025507.1|DKIK	LOC115630111|XP_030382584.1|SLEB
OG0009861	LOC108074186|XP_017021616.1|DKIK	LOC115631652|XP_030384324.1|SLEB
OG0009862	LOC108081974|XP_017032698.1|DKIK	LOC115630647|XP_030383146.1|SLEB
OG0009863	LOC108074291|XP_017021767.1|DKIK	LOC115631670|XP_030384344.1|SLEB
OG0009864	LOC108074847|XP_017022544.1|DKIK	LOC115631014|XP_030383484.1|SLEB
OG0009865	LOC108076945|XP_017025482.1|DKIK	LOC115630759|XP_030383274.1|SLEB
OG0009866	LOC108071903|XP_017018324.1|DKIK	LOC115622990|XP_030373010.1|SLEB
OG0009867	LOC108078831|XP_017028411.1|DKIK	LOC115622548|XP_030372375.1|SLEB
OG0009868	LOC108073850|XP_017021120.1|DKIK	LOC115622585|XP_030372437.1|SLEB, LOC115623223|XP_030373324.1|SLEB
OG0009870	LOC108080643|XP_017030956.1|DKIK, LOC108080642|XP_017030955.1|DKIK	LOC115622298|XP_030372062.1|SLEB, LOC115622632|XP_030372498.1|SLEB
OG0009871	LOC108078010|XP_017027054.1|DKIK	LOC115634698|XP_030388436.1|SLEB
OG0009872	LOC108078288|XP_017027548.1|DKIK	LOC115624632|XP_030375251.1|SLEB
OG0009874	LOC108080616|XP_017030929.1|DKIK	LOC115622949|XP_030372944.1|SLEB
OG0009875	LOC108084760|XP_017036564.1|DKIK	LOC115625301|XP_030376182.1|SLEB, LOC115630769|XP_030383284.1|SLEB, LOC115622205|XP_030371961.1|SLEB
OG0009877	LOC108078142|XP_017027270.1|DKIK	LOC115634243|XP_030387697.1|SLEB
OG0009878	LOC108077998|XP_017027041.1|DKIK	LOC115634605|XP_030388314.1|SLEB
OG0009879	LOC108072904|XP_017019715.1|DKIK	LOC115623088|XP_030373153.1|SLEB
OG0009880	LOC108076636|XP_017025052.1|DKIK	LOC115634194|XP_030387642.1|SLEB
OG0009881	LOC108070804|XP_017016894.1|DKIK	LOC115634318|XP_030387838.1|SLEB
OG0009882	LOC108076229|XP_017024461.1|DKIK	LOC115633778|XP_030387115.1|SLEB
OG0009883	LOC108076810|XP_017025329.1|DKIK	LOC115634017|XP_030387403.1|SLEB
OG0009884	LOC108076648|XP_017025069.1|DKIK	LOC115634137|XP_030387563.1|SLEB
OG0009885	LOC108078413|XP_017027764.1|DKIK	LOC115634767|XP_030388525.1|SLEB
OG0009886	LOC108076486|XP_017024863.1|DKIK	LOC115631162|XP_030383711.1|SLEB
OG0009887	LOC108078507|XP_017027899.1|DKIK, LOC108078561|XP_017027969.1|DKIK	LOC115624049|XP_030374493.1|SLEB
OG0009888	LOC108077676|XP_017026586.1|DKIK	LOC115634280|XP_030387773.1|SLEB
OG0009889	LOC108072263|XP_017018820.1|DKIK	LOC115633787|XP_030387122.1|SLEB
OG0009890	LOC108076460|XP_017024831.1|DKIK	LOC115620226|XP_030369231.1|SLEB
OG0009891	LOC108073003|XP_017019944.1|DKIK	LOC115626728|XP_030378034.1|SLEB, LOC115626858|XP_030378219.1|SLEB
