Orthogroup	DKIK.longest_only	DHYD.longest_only
OG0008536	LOC108080400|XP_017030617.1|DKIK	LOC111598844|XP_030078913.1|DHYD
OG0008537	LOC108073233|XP_017020270.1|DKIK	LOC111594628|XP_023163787.2|DHYD
OG0008538	LOC108071831|XP_017018228.1|DKIK	LOC111596804|XP_023166933.2|DHYD
OG0008539	LOC108070957|XP_017017112.1|DKIK	LOC111596737|XP_023166836.1|DHYD
OG0008540	LOC108073392|XP_017020466.1|DKIK	LOC111593691|XP_023162358.2|DHYD
OG0008541	LOC108078266|XP_017027503.1|DKIK	LOC111600643|XP_023172626.2|DHYD
OG0008544	LOC108078141|XP_017027268.1|DKIK	LOC111604184|XP_023177907.2|DHYD
OG0008546	LOC108075038|XP_017022795.1|DKIK	LOC111596144|XP_023165995.1|DHYD
OG0008547	LOC108072413|XP_017019006.1|DKIK	LOC111596464|XP_023166484.2|DHYD
OG0008549	LOC108073504|XP_017020661.1|DKIK	LOC111601760|XP_023174266.1|DHYD
OG0008552	LOC108077522|XP_017026376.1|DKIK	LOC111598371|XP_023169347.2|DHYD
OG0008553	LOC108077970|XP_017027001.1|DKIK	LOC111602109|XP_023174820.2|DHYD
OG0008554	LOC108076089|XP_017024296.1|DKIK	LOC111601826|XP_023174420.1|DHYD
OG0008555	LOC108079439|XP_017029262.1|DKIK	LOC111592170|XP_023159996.2|DHYD
OG0008556	LOC108078506|XP_017027897.1|DKIK	LOC111597080|XP_023167379.2|DHYD
OG0008557	LOC108077742|XP_017026695.1|DKIK	LOC111598237|XP_023169169.2|DHYD
OG0008558	LOC108074606|XP_017022212.1|DKIK	LOC111603971|XP_030079166.1|DHYD
OG0008560	LOC108082206|XP_017033026.1|DKIK	LOC111593149|XP_023161521.1|DHYD
OG0008561	LOC108082216|XP_017033038.1|DKIK	LOC111594744|XP_023163955.1|DHYD
OG0008562	LOC108082863|XP_017033929.1|DKIK	LOC111592076|XP_023159864.1|DHYD
OG0008563	LOC108071331|XP_017017534.1|DKIK	LOC111599573|XP_023171012.2|DHYD
OG0008564	LOC108076956|XP_017025495.1|DKIK	LOC111592660|XP_023160780.2|DHYD
OG0008565	LOC108078814|XP_017028385.1|DKIK	LOC111600213|XP_023172003.1|DHYD
OG0008566	LOC108085267|XP_017037306.1|DKIK	LOC111600312|XP_023172134.2|DHYD
OG0008569	LOC108083431|XP_017034675.1|DKIK	LOC111600956|XP_023173143.1|DHYD
OG0008570	LOC108080285|XP_017030438.1|DKIK	LOC111592996|XP_030078909.1|DHYD
OG0008571	LOC108077521|XP_017026375.1|DKIK	LOC111598370|XP_023169346.2|DHYD
OG0008572	LOC108080755|XP_017031098.1|DKIK	LOC111593619|XP_023162256.1|DHYD
OG0008573	LOC108074249|XP_017021704.1|DKIK	LOC111596751|XP_023166851.2|DHYD
OG0008574	LOC108078721|XP_017028207.1|DKIK	LOC111595043|XP_023164336.1|DHYD
OG0008575	LOC108083715|XP_017035107.1|DKIK	LOC111595207|XP_023164579.2|DHYD
OG0008576	LOC108080366|XP_017030573.1|DKIK	LOC111598111|XP_023168932.1|DHYD
OG0008577	LOC108083139|XP_017034309.1|DKIK	LOC111598727|XP_023169887.2|DHYD
OG0008578	LOC108083215|XP_017034413.1|DKIK	LOC111595386|XP_023164857.1|DHYD
OG0008579	LOC108078812|XP_017028380.1|DKIK	LOC111604764|XP_023178730.1|DHYD
OG0008581	LOC108083290|XP_017034509.1|DKIK	LOC111605090|XP_023179195.2|DHYD
OG0008582	LOC108079159|XP_017028897.1|DKIK	LOC111596803|XP_023166932.1|DHYD
OG0008583	LOC108080360|XP_017030561.1|DKIK	LOC111602860|XP_023175943.2|DHYD
OG0008584	LOC108080323|XP_017030507.1|DKIK	LOC111604021|XP_023177642.1|DHYD
OG0008585	LOC108074942|XP_017022662.1|DKIK	LOC111592985|XP_023161250.1|DHYD
OG0008586	LOC108074908|XP_017022626.1|DKIK	LOC111592989|XP_023161259.1|DHYD
OG0008587	LOC108081773|XP_017032475.1|DKIK	LOC111604216|XP_023177952.2|DHYD
OG0008588	LOC108084370|XP_017036039.1|DKIK	LOC111603640|XP_023177087.2|DHYD
OG0008590	LOC108085896|XP_017038150.1|DKIK	LOC111595159|XP_023164508.2|DHYD
OG0008593	LOC108071588|XP_017017859.1|DKIK	LOC111597465|XP_023167981.2|DHYD
OG0008594	LOC108073056|XP_017020016.1|DKIK	LOC111595032|XP_023164324.1|DHYD
OG0008595	LOC108072980|XP_017019910.1|DKIK	LOC111594036|XP_023162918.1|DHYD
OG0008596	LOC108072921|XP_017019754.1|DKIK	LOC111605393|XP_030081349.1|DHYD
OG0008597	LOC108073176|XP_017020171.1|DKIK	LOC111593365|XP_030078754.1|DHYD
OG0008598	LOC108083793|XP_017035209.1|DKIK	LOC111602049|XP_023174727.1|DHYD
OG0008599	LOC108079350|XP_017029146.1|DKIK	LOC111597355|XP_023167772.2|DHYD
OG0008600	LOC108084866|XP_017036745.1|DKIK	LOC111598595|XP_023169678.1|DHYD
OG0008601	LOC108072489|XP_017019145.1|DKIK	LOC111595933|XP_023165661.1|DHYD
OG0008602	LOC108073302|XP_017020348.1|DKIK	LOC111593685|XP_023162349.2|DHYD
OG0008603	LOC108074111|XP_017021497.1|DKIK	LOC111594591|XP_023163720.2|DHYD
OG0008604	LOC108072335|XP_017018912.1|DKIK	LOC111605380|XP_023179635.1|DHYD
OG0008605	LOC108082788|XP_017033823.1|DKIK	LOC111592666|XP_023160793.1|DHYD
OG0008606	LOC108076889|XP_017025409.1|DKIK	LOC111596054|XP_023165870.1|DHYD
OG0008607	LOC108077414|XP_017026207.1|DKIK	LOC111603030|XP_023176227.1|DHYD
OG0008608	LOC108071225|XP_017017398.1|DKIK	LOC111605722|XP_023180184.1|DHYD
OG0008609	LOC108084879|XP_017036763.1|DKIK	LOC111601367|XP_023173670.2|DHYD
OG0008610	LOC108076186|XP_017024407.1|DKIK	LOC111593567|XP_023162197.1|DHYD
OG0008612	LOC108078442|XP_017027814.1|DKIK	LOC111604608|XP_023178489.1|DHYD
OG0008615	LOC108085464|XP_017037570.1|DKIK	LOC111603389|XP_023176720.2|DHYD
OG0008616	LOC108086027|XP_017038327.1|DKIK	LOC115483535|XP_030081572.1|DHYD, LOC111598564|XP_023169633.2|DHYD
OG0008617	LOC108080993|XP_017031407.1|DKIK	LOC111605534|XP_023179865.1|DHYD
OG0008619	LOC108081991|XP_017032721.1|DKIK	LOC111599448|XP_023170872.2|DHYD
OG0008620	LOC108077951|XP_017026980.1|DKIK	LOC111600677|XP_023172696.1|DHYD, LOC115482839|XP_030078937.1|DHYD
OG0008621	LOC108084269|XP_017035913.1|DKIK	LOC111602745|XP_023175764.2|DHYD
OG0008622	LOC108076149|XP_017024365.1|DKIK	LOC111594953|XP_023164222.1|DHYD
OG0008623	LOC108080846|XP_017031238.1|DKIK	LOC111597085|XP_023167388.1|DHYD
OG0008624	LOC108073013|XP_017019958.1|DKIK	LOC111599639|XP_030081383.1|DHYD
OG0008625	LOC108078305|XP_017027579.1|DKIK	LOC111594029|XP_023162910.1|DHYD
OG0008626	LOC108085451|XP_017037555.1|DKIK	LOC111600005|XP_023171675.1|DHYD
OG0008627	LOC108078734|XP_017028225.1|DKIK	LOC111592738|XP_023160900.2|DHYD
OG0008629	LOC108081840|XP_017032570.1|DKIK	LOC111603950|XP_023177553.2|DHYD
OG0008630	LOC108079308|XP_017029088.1|DKIK	LOC111594136|XP_023163070.2|DHYD
OG0008631	LOC108073282|XP_017020326.1|DKIK	LOC111599430|XP_023170848.2|DHYD
OG0008632	LOC108077744|XP_017026699.1|DKIK	LOC111601432|XP_030078646.1|DHYD
OG0008633	LOC108072421|XP_017019015.1|DKIK	LOC111602543|XP_023175443.2|DHYD
OG0008634	LOC108074470|XP_017022026.1|DKIK	LOC111592080|XP_023159868.2|DHYD
OG0008635	LOC108078107|XP_017027200.1|DKIK	LOC111600791|XP_023172849.2|DHYD
OG0008636	LOC108080464|XP_017030691.1|DKIK	LOC111604592|XP_023178471.2|DHYD
OG0008637	LOC108075317|XP_017023212.1|DKIK, LOC108074991|XP_017022711.1|DKIK	LOC111605724|XP_023180183.1|DHYD, LOC111605712|XP_023180166.2|DHYD, LOC111605723|XP_023180182.2|DHYD
OG0008638	LOC108083930|XP_017035420.1|DKIK	LOC111601459|XP_023173807.2|DHYD
OG0008639	LOC108083989|XP_017035492.1|DKIK	LOC111597841|XP_023168514.1|DHYD
OG0008640	LOC108085695|XP_017037894.1|DKIK	LOC111595710|XP_023165326.2|DHYD
OG0008641	LOC108085863|XP_017038110.1|DKIK	LOC111594425|XP_023163482.2|DHYD
OG0008642	LOC108084188|XP_017035774.1|DKIK	LOC111596183|XP_023166058.2|DHYD
OG0008643	LOC108077871|XP_017026897.1|DKIK	LOC111601385|XP_023173693.2|DHYD
OG0008644	LOC108073733|XP_017020981.1|DKIK, LOC108073735|XP_017020982.1|DKIK	LOC111602021|XP_023174688.1|DHYD
OG0008645	LOC108072540|XP_017019204.1|DKIK	LOC111594191|XP_023163154.1|DHYD
OG0008646	LOC108076941|XP_017025478.1|DKIK	LOC111595206|XP_023164578.1|DHYD
OG0008647	LOC108086069|XP_017038377.1|DKIK	LOC111601179|XP_023173429.1|DHYD
OG0008648	LOC108072529|XP_017019192.1|DKIK	LOC111594190|XP_023163153.1|DHYD
OG0008649	LOC108079865|XP_017029866.1|DKIK	LOC111599999|XP_023171667.1|DHYD
OG0008650	LOC108080951|XP_017031352.1|DKIK	LOC111604886|XP_023178894.2|DHYD
OG0008651	LOC108074651|XP_017022255.1|DKIK	LOC111600675|XP_023172693.1|DHYD
OG0008652	LOC108076595|XP_017024998.1|DKIK	LOC111602272|XP_023175036.2|DHYD
OG0008653	LOC108082485|XP_017033388.1|DKIK	LOC111595538|XP_023165090.1|DHYD
OG0008654	LOC108072099|XP_017018602.1|DKIK	LOC111600110|XP_023171840.1|DHYD
OG0008655	LOC108070787|XP_017016876.1|DKIK	LOC111596384|XP_023166358.2|DHYD
OG0008656	LOC108075986|XP_017024127.1|DKIK	LOC111598397|XP_023169386.1|DHYD
OG0008657	LOC108079182|XP_017028923.1|DKIK	LOC111591878|XP_023159535.2|DHYD
OG0008658	LOC108082273|XP_017033092.1|DKIK, LOC108083400|XP_017034639.1|DKIK	LOC111593999|XP_023162859.2|DHYD
OG0008659	LOC108073780|XP_017021036.1|DKIK	LOC111592789|XP_023160964.2|DHYD
OG0008660	LOC108071935|XP_017018388.1|DKIK	LOC111592728|XP_030081423.1|DHYD
OG0008661	LOC108072651|XP_017019371.1|DKIK	LOC111598730|XP_023169890.1|DHYD
OG0008662	LOC108079036|XP_017028706.1|DKIK	LOC111592866|XP_023161079.2|DHYD
OG0008663	LOC108083295|XP_017034521.1|DKIK	LOC111596870|XP_023167085.2|DHYD
OG0008664	LOC108079809|XP_017029780.1|DKIK	LOC111605625|XP_023180045.1|DHYD
OG0008665	LOC108074398|XP_017021914.1|DKIK	LOC111600398|XP_023172246.2|DHYD
OG0008666	LOC108070407|XP_017016348.1|DKIK	LOC111600983|XP_023173144.2|DHYD
OG0008667	LOC108073769|XP_017021025.1|DKIK, LOC108073795|XP_017021055.1|DKIK	LOC111599259|XP_023170626.2|DHYD
OG0008668	LOC108079030|XP_017028700.1|DKIK	LOC111601072|XP_023173264.2|DHYD
OG0008669	LOC108075805|XP_017023865.1|DKIK	LOC111596198|XP_023166077.1|DHYD
OG0008670	LOC108075754|XP_017023798.1|DKIK, LOC108075760|XP_017023807.1|DKIK	LOC111593251|XP_023161679.1|DHYD
OG0008672	LOC108076934|XP_017025468.1|DKIK, LOC108076935|XP_017025469.1|DKIK	LOC111601173|XP_023173420.1|DHYD
OG0008673	LOC108079577|XP_017029411.1|DKIK, LOC108079667|XP_017029553.1|DKIK	LOC111596215|XP_023166097.2|DHYD
OG0008677	LOC108083710|XP_017035096.1|DKIK	LOC111595679|XP_023165285.2|DHYD
OG0008679	LOC108080017|XP_017030073.1|DKIK	LOC111596550|XP_023166592.2|DHYD
OG0008681	LOC108083894|XP_017035376.1|DKIK	LOC111603371|XP_023176691.2|DHYD
OG0008683	LOC108076091|XP_017024297.1|DKIK	LOC111595953|XP_023165694.2|DHYD
OG0008684	LOC108076678|XP_017025102.1|DKIK	LOC111593056|XP_023161398.2|DHYD
OG0008685	LOC108072238|XP_017018788.1|DKIK	LOC111601265|XP_023173540.1|DHYD
OG0008686	LOC108071322|XP_017017520.1|DKIK	LOC111599595|XP_023171045.2|DHYD
OG0008687	LOC108071993|XP_017018455.1|DKIK	LOC111600132|XP_023171871.1|DHYD
OG0008688	LOC108083342|XP_017034575.1|DKIK	LOC111605613|XP_023180009.2|DHYD
OG0008689	LOC108083193|XP_017034384.1|DKIK	LOC111593321|XP_023161794.1|DHYD
OG0008691	LOC108071624|XP_017017895.1|DKIK	LOC111596950|XP_023167174.1|DHYD
OG0008692	LOC108083800|XP_017035217.1|DKIK	LOC111594987|XP_023164254.1|DHYD
OG0008694	LOC108082902|XP_017033974.1|DKIK	LOC111596166|XP_023166026.2|DHYD
OG0008695	LOC108085151|XP_017037163.1|DKIK	LOC115482761|XP_030078550.1|DHYD, LOC115483816|XP_030082022.1|DHYD, LOC115483815|XP_030082020.1|DHYD
OG0008696	LOC108081239|XP_017031807.1|DKIK	LOC111602984|XP_023176152.2|DHYD
OG0008697	LOC108072641|XP_017019359.1|DKIK	LOC111596017|XP_023165809.1|DHYD
OG0008698	LOC108076915|XP_017025451.1|DKIK	LOC111600178|XP_023171941.2|DHYD
OG0008700	LOC108073297|XP_017020345.1|DKIK	LOC111602080|XP_023174781.2|DHYD
OG0008703	LOC108079906|XP_017029929.1|DKIK	LOC111592439|XP_023160391.2|DHYD
OG0008704	LOC108086063|XP_017038370.1|DKIK	LOC115482910|XP_030079018.1|DHYD, LOC111601417|XP_023173754.2|DHYD
OG0008705	LOC108075837|XP_017023901.1|DKIK	LOC111594094|XP_023163013.1|DHYD
OG0008706	LOC108084965|XP_017036870.1|DKIK	LOC111594474|XP_023163543.1|DHYD
OG0008707	LOC108084211|XP_017035821.1|DKIK	LOC111598063|XP_030080058.1|DHYD
OG0008708	LOC108083417|XP_017034661.1|DKIK	LOC111603378|XP_023176739.1|DHYD
OG0008709	LOC108083976|XP_017035475.1|DKIK	LOC111595921|XP_023165642.2|DHYD
OG0008710	LOC108074106|XP_017021492.1|DKIK	LOC111603260|XP_023176536.2|DHYD
OG0008711	LOC108084864|XP_017036740.1|DKIK	LOC111596437|XP_023166423.1|DHYD
OG0008712	LOC108072981|XP_017019912.1|DKIK	LOC111594037|XP_023162919.1|DHYD
OG0008714	LOC108074570|XP_017022160.1|DKIK	LOC111599331|XP_023170720.1|DHYD
OG0008715	LOC108085486|XP_017037595.1|DKIK	LOC111595915|XP_023165633.1|DHYD
OG0008716	LOC108073168|XP_017020164.1|DKIK	LOC111593363|XP_023161844.1|DHYD
OG0008717	LOC108070606|XP_017016668.1|DKIK	LOC111603074|XP_023176302.2|DHYD
OG0008718	LOC108072994|XP_017019930.1|DKIK	LOC111605349|XP_023179592.1|DHYD
OG0008719	LOC108084966|XP_017036871.1|DKIK	LOC111594415|XP_023163467.2|DHYD
OG0008721	LOC108083383|XP_017034619.1|DKIK	LOC111605615|XP_023180022.1|DHYD
OG0008722	LOC108085383|XP_017037440.1|DKIK	LOC111598629|XP_023169738.2|DHYD
OG0008723	LOC108070571|XP_017016612.1|DKIK	LOC111601735|XP_023174227.1|DHYD
OG0008724	LOC108081998|XP_017032730.1|DKIK	LOC111598478|XP_023169505.1|DHYD
OG0008725	LOC108076675|XP_017025096.1|DKIK	LOC111602140|XP_023174857.2|DHYD
OG0008726	LOC108081163|XP_017031702.1|DKIK	LOC111595721|XP_030080967.1|DHYD
OG0008727	LOC108084630|XP_017036408.1|DKIK	LOC111594483|XP_030080639.1|DHYD
OG0008728	LOC108077804|XP_017026807.1|DKIK	LOC111598622|XP_023169727.1|DHYD
OG0008729	LOC108083357|XP_017034589.1|DKIK	LOC111593019|XP_030080128.1|DHYD
OG0008730	LOC108079729|XP_017029629.1|DKIK, LOC108076078|XP_017024278.1|DKIK	LOC111593448|XP_023161971.1|DHYD
OG0008731	LOC108077608|XP_017026503.1|DKIK	LOC111601539|XP_023173941.2|DHYD
OG0008732	LOC108077179|XP_017025911.1|DKIK	LOC111605492|XP_023179807.2|DHYD
OG0008734	LOC108077878|XP_017026902.1|DKIK	LOC111602009|XP_023174672.1|DHYD
OG0008735	LOC108076665|XP_017025087.1|DKIK	LOC111595440|XP_023164933.1|DHYD
OG0008736	LOC108078232|XP_017027423.1|DKIK	LOC111604431|XP_023178266.2|DHYD
OG0008737	LOC108085440|XP_017037539.1|DKIK	LOC111598548|XP_023169608.2|DHYD
OG0008738	LOC108082806|XP_017033854.1|DKIK	LOC111592095|XP_023159888.2|DHYD
OG0008739	LOC108075292|XP_017023175.1|DKIK	LOC111605699|XP_023180142.1|DHYD
OG0008740	LOC108078554|XP_017027961.1|DKIK	LOC111600022|XP_023171703.1|DHYD
OG0008741	LOC108078102|XP_017027192.1|DKIK	LOC111605248|XP_023179454.1|DHYD
OG0008742	LOC108079908|XP_017029931.1|DKIK	LOC111601709|XP_023174196.1|DHYD
OG0008743	LOC108078347|XP_017027640.1|DKIK	LOC111605237|XP_023179441.1|DHYD
OG0008744	LOC108078045|XP_017027096.1|DKIK	LOC111604159|XP_023177855.2|DHYD
OG0008745	LOC108071677|XP_017017971.1|DKIK	LOC115483109|XP_030080131.1|DHYD, LOC111594074|XP_023162981.1|DHYD
OG0008746	LOC108081775|XP_017032478.1|DKIK	LOC111604238|XP_023177984.1|DHYD
OG0008747	LOC108077565|XP_017026445.1|DKIK	LOC111601674|XP_023174137.2|DHYD
OG0008748	LOC108074425|XP_017021947.1|DKIK	LOC111595798|XP_023165456.1|DHYD
OG0008749	LOC108081977|XP_017032703.1|DKIK	LOC111592656|XP_023160775.2|DHYD
OG0008750	LOC108082054|XP_017032819.1|DKIK	LOC111603938|XP_023177535.2|DHYD
OG0008753	LOC108080629|XP_017030941.1|DKIK	LOC111604417|XP_023178240.1|DHYD
OG0008754	LOC108080845|XP_017031236.1|DKIK, LOC108080840|XP_017031232.1|DKIK	LOC111594328|XP_023163339.2|DHYD
OG0008755	LOC108083621|XP_017034981.1|DKIK	LOC111593277|XP_023161715.2|DHYD, LOC111593278|XP_023161717.2|DHYD
OG0008756	LOC108085663|XP_017037842.1|DKIK	LOC111598087|XP_023168904.1|DHYD
OG0008757	LOC108075458|XP_017023400.1|DKIK	LOC111597855|XP_023168535.2|DHYD
OG0008758	LOC108079205|XP_017028962.1|DKIK	LOC111599098|XP_023170407.2|DHYD
OG0008759	LOC108082065|XP_017032831.1|DKIK	LOC111592597|XP_023160682.2|DHYD
OG0008760	LOC108076924|XP_017025457.1|DKIK	LOC111600739|XP_023172789.2|DHYD, LOC111601808|XP_030080404.1|DHYD, LOC111602280|XP_030080374.1|DHYD
OG0008761	LOC108082677|XP_017033664.1|DKIK	LOC111593765|XP_023162551.1|DHYD
OG0008762	LOC108070785|XP_017016874.1|DKIK	LOC111596383|XP_023166357.2|DHYD
OG0008763	LOC108082881|XP_017033951.1|DKIK	LOC111602247|XP_030079072.1|DHYD
OG0008765	LOC108077996|XP_017027038.1|DKIK	LOC111605370|XP_023179620.1|DHYD
OG0008766	LOC108074514|XP_017022080.1|DKIK	LOC111596311|XP_023166240.1|DHYD
OG0008767	LOC108076603|XP_017025006.1|DKIK	LOC111602273|XP_023175037.1|DHYD
OG0008768	LOC108070871|XP_017016995.1|DKIK	LOC111595607|XP_023165180.1|DHYD
OG0008769	LOC108074685|XP_017022293.1|DKIK	LOC111593583|XP_023162215.2|DHYD
OG0008770	LOC108081818|XP_017032545.1|DKIK	LOC111597082|XP_023167384.1|DHYD
OG0008771	LOC108078271|XP_017027509.1|DKIK	LOC111605402|XP_023179671.1|DHYD
OG0008772	LOC108078349|XP_017027641.1|DKIK	LOC111605259|XP_023179465.2|DHYD
OG0008773	LOC108078202|XP_017027375.1|DKIK	LOC111604376|XP_023178215.1|DHYD
OG0008774	LOC108076602|XP_017025005.1|DKIK	LOC111595437|XP_023164929.1|DHYD
OG0008775	LOC108076358|XP_017024644.1|DKIK	LOC111592175|XP_023160000.2|DHYD
OG0008776	LOC108074218|XP_017021651.1|DKIK	LOC111600531|XP_023172435.2|DHYD
OG0008777	LOC108078343|XP_017027636.1|DKIK	LOC111600555|XP_030082027.1|DHYD
OG0008778	LOC108076362|XP_017024650.1|DKIK	LOC111592159|XP_023159979.2|DHYD
OG0008779	LOC108078990|XP_017028654.1|DKIK	LOC111605320|XP_023179552.1|DHYD
OG0008780	LOC108080819|XP_017031211.1|DKIK	LOC111604890|XP_023178901.1|DHYD
OG0008781	LOC108080551|XP_017030844.1|DKIK	LOC111602060|XP_023174741.2|DHYD
OG0008782	LOC108078854|XP_017028438.1|DKIK	LOC111604772|XP_023178741.2|DHYD
OG0008783	LOC108072251|XP_017018801.1|DKIK	LOC111593960|XP_023162822.1|DHYD
OG0008784	LOC108075236|XP_017023079.1|DKIK	LOC111596655|XP_023166724.2|DHYD
OG0008785	LOC108071924|XP_017018373.1|DKIK	LOC111599482|XP_023170918.1|DHYD
OG0008786	LOC108073628|XP_017020819.1|DKIK	LOC111602325|XP_023175094.1|DHYD
OG0008787	LOC108078950|XP_017028589.1|DKIK, LOC108073763|XP_017021018.1|DKIK, LOC108073900|XP_017021179.1|DKIK	LOC111598707|XP_023169860.1|DHYD
OG0008788	LOC108084423|XP_017036118.1|DKIK	LOC111594862|XP_023164108.2|DHYD, LOC111594857|XP_023164104.2|DHYD
OG0008789	LOC108078526|XP_017027928.1|DKIK, LOC108079029|XP_017028699.1|DKIK	LOC111601071|XP_023173263.2|DHYD, LOC111601069|XP_023173261.2|DHYD
OG0008790	LOC108070807|XP_017016897.1|DKIK	LOC111597105|XP_023167415.2|DHYD
OG0008791	LOC108072888|XP_017019699.1|DKIK, LOC108072890|XP_017019702.1|DKIK, LOC108072902|XP_017019714.1|DKIK	LOC111600654|XP_023172644.2|DHYD
OG0008792	LOC108076035|XP_017024184.1|DKIK, LOC108085072|XP_017037034.1|DKIK	LOC111597064|XP_023167359.2|DHYD, LOC111597062|XP_023167356.2|DHYD
OG0008794	LOC108072526|XP_017019189.1|DKIK	LOC111601430|XP_023173774.2|DHYD, LOC111593787|XP_023162577.1|DHYD
OG0008795	LOC108084004|XP_017035506.1|DKIK	LOC111598621|XP_030081623.1|DHYD
OG0008796	LOC108077594|XP_017026476.1|DKIK	LOC111602973|XP_023176130.2|DHYD, LOC111602963|XP_023176110.1|DHYD
OG0008797	LOC108075417|XP_017023331.1|DKIK	LOC111601998|XP_023174655.2|DHYD, LOC111601999|XP_023174656.1|DHYD
OG0008805	LOC108083556|XP_017034895.1|DKIK	LOC111596585|XP_023166628.2|DHYD
OG0008806	LOC108071849|XP_017018252.1|DKIK	LOC111595965|XP_023165708.2|DHYD
OG0008807	LOC108079944|XP_017029977.1|DKIK	LOC111596740|XP_030079891.1|DHYD
OG0008808	LOC108084694|XP_017036521.1|DKIK	LOC111591981|XP_023159699.2|DHYD
OG0008809	LOC108073546|XP_017020720.1|DKIK	LOC111601782|XP_023174310.1|DHYD
OG0008811	LOC108081192|XP_017031746.1|DKIK	LOC111594968|XP_023164236.2|DHYD
OG0008813	LOC108081214|XP_017031777.1|DKIK	LOC111602737|XP_023175757.2|DHYD
OG0008816	LOC108078757|XP_017028280.1|DKIK	LOC111603696|XP_023177164.2|DHYD
OG0008819	LOC108076583|XP_017024984.1|DKIK	LOC111595520|XP_030081993.1|DHYD
OG0008820	LOC108076989|XP_017025537.1|DKIK	LOC111598480|XP_023169506.2|DHYD
OG0008822	LOC108077110|XP_017025791.1|DKIK	LOC111592614|XP_023160715.1|DHYD
OG0008823	LOC108079165|XP_017028905.1|DKIK	LOC111597116|XP_023167509.2|DHYD
OG0008824	LOC108079048|XP_017028781.1|DKIK	LOC111600124|XP_023171857.1|DHYD
OG0008825	LOC108075146|XP_017022916.1|DKIK	LOC111604524|XP_023178391.2|DHYD
OG0008829	LOC108079452|XP_017029275.1|DKIK	LOC111598880|XP_023170114.1|DHYD
OG0008830	LOC108083396|XP_017034636.1|DKIK	LOC111603193|XP_023176447.1|DHYD
OG0008831	LOC108080324|XP_017030508.1|DKIK	LOC111604048|XP_023177673.2|DHYD
OG0008832	LOC108080367|XP_017030575.1|DKIK	LOC111604051|XP_023177677.2|DHYD
OG0008833	LOC108083887|XP_017035368.1|DKIK	LOC111594992|XP_023164260.2|DHYD
OG0008834	LOC108073508|XP_017020671.1|DKIK	LOC111600822|XP_023172892.1|DHYD
OG0008835	LOC108072960|XP_017019883.1|DKIK	LOC115483349|XP_030080728.1|DHYD, LOC111595035|XP_023164329.1|DHYD
OG0008836	LOC108073048|XP_017020000.1|DKIK	LOC111597689|XP_023168289.1|DHYD
OG0008837	LOC108076268|XP_017024505.1|DKIK, LOC108076207|XP_017024430.1|DKIK	LOC111600647|XP_023172633.2|DHYD
OG0008838	LOC108077081|XP_017025738.1|DKIK	LOC111594648|XP_023163812.2|DHYD
OG0008839	LOC108074706|XP_017022335.1|DKIK	LOC111597932|XP_023168655.1|DHYD
OG0008840	LOC108073613|XP_017020794.1|DKIK	LOC111599155|XP_023170494.2|DHYD
OG0008841	LOC108073862|XP_017021135.1|DKIK	LOC111604490|XP_023178349.2|DHYD
OG0008842	LOC108076158|XP_017024373.1|DKIK	LOC111605281|XP_023179493.2|DHYD
OG0008843	LOC108073945|XP_017021250.1|DKIK	LOC111595303|XP_023164727.1|DHYD
OG0008845	LOC108086275|XP_017038652.1|DKIK	LOC111601182|XP_023173428.1|DHYD
OG0008846	LOC108077695|XP_017026620.1|DKIK	LOC111601030|XP_023173207.2|DHYD
OG0008847	LOC108080434|XP_017030656.1|DKIK	LOC111600824|XP_023172896.2|DHYD
OG0008848	LOC108076148|XP_017024364.1|DKIK	LOC111593875|XP_023162707.2|DHYD
OG0008849	LOC108071810|XP_017018198.1|DKIK	LOC111598824|XP_023170023.1|DHYD
OG0008850	LOC108076568|XP_017024968.1|DKIK	LOC111602087|XP_030079719.1|DHYD
OG0008851	LOC108077855|XP_017026877.1|DKIK, LOC108076922|XP_017025455.1|DKIK	LOC111601314|XP_023173614.2|DHYD
OG0008852	LOC108074634|XP_017022239.1|DKIK	LOC111594164|XP_023163115.2|DHYD
OG0008854	LOC108078987|XP_017028655.1|DKIK	LOC111599141|XP_023170472.2|DHYD
OG0008855	LOC108083817|XP_017035258.1|DKIK	LOC111602050|XP_023174729.2|DHYD
OG0008856	LOC108077845|XP_017026868.1|DKIK	LOC111597851|XP_023168533.1|DHYD
OG0008857	LOC108078050|XP_017027105.1|DKIK	LOC111602895|XP_023176000.1|DHYD
OG0008858	LOC108075662|XP_017023700.1|DKIK	LOC111597597|XP_023168166.2|DHYD
OG0008859	LOC108078961|XP_017028608.1|DKIK	LOC111598205|XP_023169107.1|DHYD
OG0008860	LOC108084979|XP_017036892.1|DKIK	LOC115483338|XP_030080678.1|DHYD
OG0008861	LOC108082500|XP_017033410.1|DKIK	LOC111598005|XP_023168765.1|DHYD
OG0008862	LOC108071420|XP_017017659.1|DKIK	LOC111602528|XP_023175389.2|DHYD
OG0008863	LOC108075770|XP_017023817.1|DKIK	LOC111593659|XP_023162313.2|DHYD
OG0008864	LOC108072221|XP_017018773.1|DKIK	LOC111601224|XP_023173487.2|DHYD
OG0008865	LOC108082239|XP_017033065.1|DKIK	LOC111602474|XP_023175304.2|DHYD
OG0008866	LOC108079652|XP_017029535.1|DKIK	LOC111596004|XP_023165777.1|DHYD
