Orthogroup	DKIK.longest_only	AEAL.longest_only
OG0005477	LOC108082969|XP_017034081.1|DKIK	LOC109407329|XP_029727147.1|AEAL
OG0005478	LOC108077418|XP_017026209.1|DKIK	LOC109421642|XP_029727139.1|AEAL
OG0005479	LOC108077417|XP_017026208.1|DKIK	LOC109421641|XP_019551698.1|AEAL
OG0005480	LOC108077419|XP_017026210.1|DKIK	LOC109407322|XP_019535860.1|AEAL
OG0005481	LOC108086101|XP_017038416.1|DKIK	LOC109407319|XP_029727152.1|AEAL, LOC109421638|XP_019551695.2|AEAL
OG0005482	LOC108086133|XP_017038475.1|DKIK	LOC109407313|XP_029727125.1|AEAL, LOC115265592|XP_029727161.1|AEAL
OG0005483	LOC108081268|XP_017031854.1|DKIK	LOC109421630|XP_019551678.1|AEAL, LOC109421631|XP_029727162.1|AEAL
OG0005484	LOC108086189|XP_017038541.1|DKIK	LOC109421626|XP_019551675.2|AEAL
OG0005485	LOC108070754|XP_017016840.1|DKIK	LOC109409184|XP_029727069.1|AEAL
OG0005486	LOC108082518|XP_017033434.1|DKIK	LOC109409181|XP_029727116.1|AEAL
OG0005487	LOC108075757|XP_017023808.1|DKIK	LOC109421544|XP_019551609.2|AEAL
OG0005488	LOC108076271|XP_017024510.1|DKIK	LOC109421541|XP_029727101.1|AEAL
OG0005489	LOC108074431|XP_017021956.1|DKIK	LOC109409138|XP_019538097.2|AEAL, LOC109421533|XP_019551596.2|AEAL
OG0005490	LOC108074442|XP_017021970.1|DKIK	LOC109421531|XP_019551594.2|AEAL, LOC109409136|XP_019538095.2|AEAL
OG0005491	LOC108074531|XP_017022104.1|DKIK	LOC109409130|XP_029727086.1|AEAL, LOC109421526|XP_029732662.1|AEAL
OG0005492	LOC108074582|XP_017022179.1|DKIK	LOC109409126|XP_019538083.1|AEAL
OG0005493	LOC108082724|XP_017033721.1|DKIK	LOC109409189|XP_029727080.1|AEAL
OG0005494	LOC108078339|XP_017027630.1|DKIK	LOC109621336|XP_019930925.2|AEAL
OG0005495	LOC108072364|XP_017018947.1|DKIK	LOC109421493|XP_029726819.1|AEAL
OG0005496	LOC108071339|XP_017017552.1|DKIK	LOC109421446|XP_029727011.1|AEAL, LOC109432531|XP_029726852.1|AEAL
OG0005497	LOC108072631|XP_017019350.1|DKIK	LOC109432547|XP_019564434.2|AEAL, LOC109421442|XP_019551475.2|AEAL
OG0005498	LOC108072632|XP_017019352.1|DKIK	LOC109421440|XP_019551472.1|AEAL, LOC109432537|XP_029727017.1|AEAL
OG0005499	LOC108072559|XP_017019227.1|DKIK	LOC109421432|XP_029726870.1|AEAL, LOC109432527|XP_029727025.1|AEAL
OG0005500	LOC108072560|XP_017019228.1|DKIK	LOC109432529|XP_019564406.2|AEAL, LOC109421433|XP_029727026.1|AEAL
OG0005501	LOC108074851|XP_017022551.1|DKIK	LOC115265560|XP_029727027.1|AEAL, LOC109421431|XP_019551461.2|AEAL
OG0005502	LOC108074852|XP_017022552.1|DKIK	LOC109421429|XP_019551459.2|AEAL, LOC115265561|XP_029727028.1|AEAL
OG0005503	LOC108082003|XP_017032740.1|DKIK	LOC109432525|XP_029726872.1|AEAL, LOC115265563|XP_029727030.1|AEAL
OG0005504	LOC108081446|XP_017032124.1|DKIK	LOC109432551|XP_019564438.1|AEAL, LOC109421343|XP_029726914.1|AEAL
OG0005506	LOC108082164|XP_017032957.1|DKIK	LOC109421318|XP_029726941.1|AEAL
OG0005507	LOC108074299|XP_017021776.1|DKIK	LOC109421314|XP_029727054.1|AEAL, LOC109621874|XP_029727621.1|AEAL
OG0005508	LOC108077191|XP_017025925.1|DKIK	LOC109421299|XP_019551343.1|AEAL
OG0005509	LOC108079525|XP_017029351.1|DKIK, LOC108079633|XP_017029506.1|DKIK	LOC109421296|XP_019551340.2|AEAL
OG0005510	LOC108085268|XP_017037307.1|DKIK	LOC115265555|XP_029727007.1|AEAL
OG0005511	LOC108083823|XP_017035267.1|DKIK	LOC109410826|XP_019539906.2|AEAL, LOC109621396|XP_019930989.2|AEAL, LOC115266862|XP_029729328.1|AEAL
OG0005512	LOC108084036|XP_017035541.1|DKIK	LOC109622324|XP_029725097.1|AEAL, LOC109621398|XP_019930991.1|AEAL
OG0005513	LOC108079170|XP_017028909.1|DKIK	LOC109402480|XP_019530713.1|AEAL, LOC109621356|XP_019930950.1|AEAL
OG0005514	LOC108075617|XP_017023638.1|DKIK	LOC109402491|XP_019530721.3|AEAL, LOC109621733|XP_019931426.2|AEAL
OG0005515	LOC108078391|XP_017027735.1|DKIK	LOC109402504|XP_019530735.3|AEAL
OG0005516	LOC108077176|XP_017025902.1|DKIK	LOC109402503|XP_019530734.2|AEAL
OG0005517	LOC108075907|XP_017024016.1|DKIK	LOC109402506|XP_019530738.2|AEAL
OG0005518	LOC108079688|XP_017029583.1|DKIK	LOC109402529|XP_019530769.2|AEAL
OG0005519	LOC108072416|XP_017019009.1|DKIK	LOC109402400|XP_019530615.2|AEAL
OG0005520	LOC108077232|XP_017025979.1|DKIK	LOC109416797|XP_019546402.2|AEAL
OG0005521	LOC108077138|XP_017025841.1|DKIK	LOC109429707|XP_019561260.1|AEAL, LOC109416783|XP_019546384.2|AEAL
OG0005522	LOC108073790|XP_017021046.1|DKIK	LOC109416802|XP_029720520.1|AEAL
OG0005523	LOC108081452|XP_017032131.1|DKIK	LOC109416779|XP_019546378.2|AEAL, LOC109429703|XP_029719874.1|AEAL
OG0005524	LOC108075835|XP_017023899.1|DKIK	LOC109406539|XP_019535178.2|AEAL
OG0005525	LOC108077250|XP_017026000.1|DKIK	LOC109406537|XP_029720013.1|AEAL
OG0005526	LOC108077229|XP_017025975.1|DKIK	LOC109429672|XP_029720001.1|AEAL, LOC109406525|XP_019535163.2|AEAL
OG0005527	LOC108074891|XP_017022594.1|DKIK	LOC115262053|XP_029719849.1|AEAL, LOC115262112|XP_029720002.1|AEAL, LOC109406528|XP_019535169.1|AEAL
OG0005528	LOC108072867|XP_017019674.1|DKIK	LOC109429647|XP_029719838.1|AEAL, LOC109622653|XP_019932619.2|AEAL, LOC115262108|XP_029719987.1|AEAL
OG0005529	LOC108070529|XP_017016537.1|DKIK	LOC109429626|XP_029719967.1|AEAL
OG0005530	LOC108075790|XP_017023845.1|DKIK	LOC109429598|XP_029724792.1|AEAL, LOC115262100|XP_029719954.1|AEAL, LOC115262130|XP_029720080.1|AEAL
OG0005531	LOC108077520|XP_017026374.1|DKIK	LOC109408544|XP_029724786.1|AEAL, LOC109429590|XP_029719951.1|AEAL
OG0005532	LOC108079626|XP_017029495.1|DKIK	LOC109426506|XP_019557587.1|AEAL
OG0005533	LOC108086212|XP_017038564.1|DKIK	LOC109429985|XP_019561540.2|AEAL, LOC109429569|XP_019561095.2|AEAL
OG0005534	LOC108079086|XP_017028800.1|DKIK	LOC109429545|XP_019561068.2|AEAL, LOC109429911|XP_019561464.1|AEAL
OG0005535	LOC108074549|XP_017022135.1|DKIK	LOC109429543|XP_019561064.2|AEAL
OG0005536	LOC108077264|XP_017026020.1|DKIK	LOC109429538|XP_019561054.2|AEAL
OG0005537	LOC108077267|XP_017026024.1|DKIK	LOC109429899|XP_019561441.2|AEAL
OG0005538	LOC108074326|XP_017021822.1|DKIK	LOC109429897|XP_019561440.2|AEAL
OG0005539	LOC108079661|XP_017029547.1|DKIK	LOC109415439|XP_019544852.1|AEAL, LOC109429927|XP_019561477.1|AEAL
OG0005540	LOC108079192|XP_017028942.1|DKIK	LOC109415441|XP_019544855.1|AEAL, LOC109429886|XP_029729353.1|AEAL
OG0005541	LOC108084750|XP_017036551.1|DKIK	LOC109415445|XP_029720113.1|AEAL
OG0005542	LOC108073941|XP_017021243.1|DKIK	LOC109429882|XP_029720112.1|AEAL
OG0005543	LOC108082767|XP_017033783.1|DKIK	LOC109398321|XP_019526215.1|AEAL
OG0005544	LOC108074304|XP_017021786.1|DKIK	LOC109398279|XP_019526150.2|AEAL
OG0005545	LOC108082084|XP_017032868.1|DKIK	LOC109398326|XP_019526222.1|AEAL, LOC109429843|XP_019561377.2|AEAL
OG0005546	LOC108081420|XP_017032092.1|DKIK	LOC115262144|XP_029720132.1|AEAL, LOC109398292|XP_029729185.1|AEAL
OG0005547	LOC108079622|XP_017029487.1|DKIK	LOC109398346|XP_019526240.2|AEAL, LOC115266772|XP_029729202.1|AEAL
OG0005548	LOC108079614|XP_017029478.1|DKIK	LOC115266773|XP_029729203.1|AEAL, LOC109398288|XP_019526169.2|AEAL
OG0005549	LOC108079648|XP_017029530.1|DKIK	LOC115262023|XP_029719821.1|AEAL, LOC109429868|XP_019561399.2|AEAL
OG0005550	LOC108081378|XP_017032019.1|DKIK	LOC109429859|XP_019561390.2|AEAL
OG0005551	LOC108082599|XP_017033561.1|DKIK	LOC109429800|XP_029720163.1|AEAL
OG0005552	LOC108082573|XP_017033519.1|DKIK	LOC109429799|XP_019561333.2|AEAL
OG0005553	LOC108081427|XP_017032099.1|DKIK	LOC109429784|XP_019561310.2|AEAL, LOC115262169|XP_029720298.1|AEAL
OG0005554	LOC108079599|XP_017029445.1|DKIK	LOC109404265|XP_029720307.1|AEAL, LOC109416574|XP_029720273.1|AEAL
OG0005555	LOC108079663|XP_017029549.1|DKIK	LOC109416572|XP_029720313.1|AEAL, LOC109404633|XP_019533094.1|AEAL
OG0005556	LOC108079658|XP_017029544.1|DKIK	LOC109416570|XP_019546192.2|AEAL, LOC109404628|XP_019533088.2|AEAL
OG0005557	LOC108077409|XP_017026198.1|DKIK	LOC109404637|XP_019533100.2|AEAL, LOC109411675|XP_019540785.2|AEAL
OG0005558	LOC108080110|XP_017030214.1|DKIK	LOC109411673|XP_029720314.1|AEAL, LOC109404626|XP_029720265.1|AEAL
OG0005559	LOC108074561|XP_017022152.1|DKIK	LOC109411678|XP_019540789.2|AEAL, LOC109404623|XP_019533076.2|AEAL
OG0005560	LOC108081411|XP_017032079.1|DKIK	LOC109404622|XP_029720318.1|AEAL, LOC109411679|XP_029720261.1|AEAL
OG0005561	LOC108085936|XP_017038207.1|DKIK	LOC109411690|XP_029720253.1|AEAL, LOC109404632|XP_019533093.2|AEAL
OG0005562	LOC108077119|XP_017025802.1|DKIK	LOC109411691|XP_029720330.1|AEAL, LOC109404617|XP_029720249.1|AEAL
OG0005563	LOC108072465|XP_017019097.1|DKIK	LOC109411696|XP_019540814.2|AEAL
OG0005564	LOC108077074|XP_017025730.1|DKIK	LOC109404606|XP_029720235.1|AEAL
OG0005565	LOC108077027|XP_017025641.1|DKIK	LOC109411710|XP_019540826.2|AEAL
OG0005566	LOC108077028|XP_017025642.1|DKIK	LOC109411786|XP_019540932.2|AEAL
OG0005567	LOC108073564|XP_017020740.1|DKIK	LOC109411711|XP_019540827.2|AEAL
OG0005568	LOC108086242|XP_017038603.1|DKIK	LOC109420392|XP_019550306.2|AEAL
OG0005569	LOC108074592|XP_017022190.1|DKIK	LOC109411723|XP_019540847.2|AEAL
OG0005570	LOC108074430|XP_017021955.1|DKIK	LOC109420458|XP_029720181.1|AEAL
OG0005571	LOC108072360|XP_017018940.1|DKIK	LOC115262188|XP_029720385.1|AEAL
OG0005572	LOC108072977|XP_017019903.1|DKIK	LOC109419633|XP_019549442.2|AEAL, LOC109398252|XP_019526123.2|AEAL
OG0005573	LOC108072126|XP_017018647.1|DKIK	LOC109398245|XP_019526109.2|AEAL, LOC115262210|XP_029720411.1|AEAL
OG0005574	LOC108072057|XP_017018540.1|DKIK	LOC109411217|XP_019540260.2|AEAL, LOC115262191|XP_029720393.1|AEAL
OG0005575	LOC108085886|XP_017038138.1|DKIK	LOC109411234|XP_019540290.2|AEAL
OG0005577	LOC108072789|XP_017019559.1|DKIK	LOC109414183|XP_019543510.2|AEAL
OG0005578	LOC108074996|XP_017022725.1|DKIK	LOC109414177|XP_019543506.2|AEAL
OG0005579	LOC108075005|XP_017022739.1|DKIK	LOC109414176|XP_019543505.2|AEAL
OG0005580	LOC108078715|XP_017028187.1|DKIK	LOC109414165|XP_019543493.1|AEAL, LOC115257206|XP_029712505.1|AEAL
OG0005581	LOC108080225|XP_017030369.1|DKIK	LOC115257200|XP_029712495.1|AEAL, LOC109414162|XP_029707886.1|AEAL
OG0005582	LOC108075246|XP_017023093.1|DKIK	LOC115254465|XP_029707879.1|AEAL, LOC109414155|XP_019543479.2|AEAL
OG0005583	LOC108077555|XP_017026437.1|DKIK	LOC115257205|XP_029712504.1|AEAL, LOC109414153|XP_019543474.2|AEAL
OG0005584	LOC108082867|XP_017033934.1|DKIK	LOC109406009|XP_029714010.1|AEAL, LOC109426340|XP_029707836.1|AEAL, LOC115268884|XP_029732931.1|AEAL
OG0005585	LOC108081103|XP_017031588.1|DKIK	LOC109426327|XP_029707823.1|AEAL
OG0005586	LOC108075528|XP_017023514.1|DKIK	LOC115258113|XP_029714012.1|AEAL, LOC109407229|XP_029707819.1|AEAL
OG0005587	LOC108077251|XP_017026002.1|DKIK	LOC109421714|XP_019551784.1|AEAL, LOC109426318|XP_019557319.1|AEAL
OG0005588	LOC108078719|XP_017028204.1|DKIK	LOC109421717|XP_029707817.1|AEAL, LOC109426316|XP_029713985.1|AEAL
OG0005589	LOC108072079|XP_017018579.1|DKIK	LOC109421721|XP_029713969.1|AEAL, LOC109425446|XP_019556260.2|AEAL
OG0005590	LOC108070542|XP_017016556.1|DKIK	LOC115254444|XP_029707811.1|AEAL, LOC109421723|XP_029713961.1|AEAL
OG0005591	LOC108084217|XP_017035833.1|DKIK	LOC115258107|XP_029713990.1|AEAL, LOC109421724|XP_019551797.2|AEAL
OG0005592	LOC108077815|XP_017026827.1|DKIK	LOC109425451|XP_019556264.1|AEAL, LOC109421726|XP_019551798.1|AEAL
OG0005593	LOC108075268|XP_017023125.1|DKIK	LOC109421731|XP_019551803.2|AEAL, LOC109425453|XP_019556268.1|AEAL
OG0005594	LOC108073957|XP_017021273.1|DKIK	LOC109425454|XP_029707804.1|AEAL, LOC109421732|XP_019551804.2|AEAL
OG0005595	LOC108073956|XP_017021271.1|DKIK	LOC109425455|XP_029707803.1|AEAL, LOC109421733|XP_029714002.1|AEAL
OG0005596	LOC108079744|XP_017029647.1|DKIK	LOC109425463|XP_019556278.2|AEAL, LOC109421737|XP_019551811.2|AEAL
OG0005597	LOC108085015|XP_017036948.1|DKIK	LOC115253568|XP_029713989.1|AEAL, LOC109425466|XP_029707796.1|AEAL
OG0005599	LOC108072975|XP_017019899.1|DKIK	LOC109427995|XP_019559200.2|AEAL, LOC115268733|XP_029732736.1|AEAL
OG0005600	LOC108081256|XP_017031837.1|DKIK	LOC109428009|XP_019559211.2|AEAL, LOC109418238|XP_019547940.2|AEAL
OG0005601	LOC108083546|XP_017034880.1|DKIK	LOC115253731|XP_029720816.1|AEAL, LOC109418243|XP_029720742.1|AEAL, LOC109428024|XP_029707555.1|AEAL
OG0005602	LOC108085893|XP_017038147.1|DKIK	LOC115262447|XP_029720712.1|AEAL, LOC109418247|XP_019547951.2|AEAL
OG0005603	LOC108073111|XP_017020094.1|DKIK	LOC109418254|XP_019547956.1|AEAL
OG0005604	LOC108073119|XP_017020101.1|DKIK	LOC115269952|XP_029734626.1|AEAL, LOC109418261|XP_019547967.2|AEAL
OG0005605	LOC108082503|XP_017033420.1|DKIK	LOC109418262|XP_019547968.2|AEAL
OG0005606	LOC108082207|XP_017033028.1|DKIK	LOC115262254|XP_029720527.1|AEAL, LOC109418270|XP_029720574.1|AEAL
OG0005607	LOC108085666|XP_017037845.1|DKIK	LOC109418288|XP_019547996.1|AEAL, LOC109428063|XP_019559284.1|AEAL
OG0005608	LOC108077729|XP_017026673.1|DKIK	LOC109418289|XP_029720406.1|AEAL, LOC109428067|XP_029719835.1|AEAL
OG0005609	LOC108079767|XP_017029679.1|DKIK	LOC109418290|XP_019547999.1|AEAL, LOC109428068|XP_029719847.1|AEAL
OG0005610	LOC108071956|XP_017018414.1|DKIK	LOC109428091|XP_019559318.2|AEAL, LOC109418316|XP_029720182.1|AEAL
OG0005611	LOC108073927|XP_017021213.1|DKIK	LOC109428096|XP_029720127.1|AEAL, LOC109418319|XP_029720055.1|AEAL
OG0005612	LOC108085630|XP_017037801.1|DKIK	LOC109418320|XP_029719807.1|AEAL, LOC109428098|XP_029720123.1|AEAL
OG0005613	LOC108070645|XP_017016702.1|DKIK	LOC109418330|XP_019548058.1|AEAL, LOC109427299|XP_019558361.1|AEAL
OG0005614	LOC108075555|XP_017023552.1|DKIK	LOC109427298|XP_029721127.1|AEAL, LOC109418329|XP_019548057.2|AEAL
OG0005615	LOC108084985|XP_017036898.1|DKIK	LOC109427305|XP_019558368.1|AEAL, LOC109418334|XP_019548065.1|AEAL
OG0005616	LOC108084232|XP_017035845.1|DKIK	LOC109427308|XP_029721225.1|AEAL
OG0005617	LOC108081187|XP_017031734.1|DKIK	LOC109418340|XP_029721233.1|AEAL, LOC109427311|XP_029721021.1|AEAL
OG0005618	LOC108072880|XP_017019688.1|DKIK	LOC115262649|XP_029721029.1|AEAL, LOC109418341|XP_029721243.1|AEAL
OG0005619	LOC108083941|XP_017035436.1|DKIK	LOC109418388|XP_029721379.1|AEAL
OG0005620	LOC108079236|XP_017029008.1|DKIK	LOC109426144|XP_029723113.1|AEAL, LOC109418413|XP_029721595.1|AEAL, LOC115254101|XP_029721901.1|AEAL
OG0005621	LOC108080546|XP_017030837.1|DKIK	LOC109418414|XP_019548144.1|AEAL, LOC109426145|XP_029721907.1|AEAL
OG0005622	LOC108079386|XP_017029198.1|DKIK	LOC109426149|XP_029721935.1|AEAL, LOC109418419|XP_029721625.1|AEAL
OG0005623	LOC108085764|XP_017037997.1|DKIK	LOC109418438|XP_029722657.1|AEAL, LOC109426167|XP_029708058.1|AEAL
OG0005624	LOC108081153|XP_017031681.1|DKIK	LOC109426176|XP_029722037.1|AEAL, LOC115263255|XP_029722210.1|AEAL
OG0005625	LOC108081070|XP_017031540.1|DKIK	LOC109426177|XP_029722226.1|AEAL, LOC109418449|XP_029722025.1|AEAL
OG0005626	LOC108079444|XP_017029267.1|DKIK	LOC109426183|XP_029722001.1|AEAL
OG0005627	LOC108084143|XP_017035677.1|DKIK	LOC115263397|XP_029722544.1|AEAL, LOC109418454|XP_029722083.1|AEAL
OG0005628	LOC108081064|XP_017031532.1|DKIK	LOC115263365|XP_029722525.1|AEAL, LOC109418456|XP_029722268.1|AEAL
OG0005629	LOC108078275|XP_017027516.1|DKIK	LOC109426190|XP_019557177.1|AEAL
OG0005630	LOC108073005|XP_017019950.1|DKIK	LOC109419131|XP_029722295.1|AEAL, LOC115253624|XP_029722940.1|AEAL
OG0005631	LOC108084493|XP_017036219.1|DKIK	LOC109415965|XP_019545486.2|AEAL
OG0005632	LOC108079808|XP_017029777.1|DKIK, LOC108080541|XP_017030833.1|DKIK	LOC109415966|XP_029723073.1|AEAL, LOC115263914|XP_029723096.1|AEAL
OG0005633	LOC108084357|XP_017036011.1|DKIK	LOC109419215|XP_019548967.2|AEAL
OG0005634	LOC108075560|XP_017023560.1|DKIK	LOC109415993|XP_019545513.2|AEAL
OG0005635	LOC108077278|XP_017026040.1|DKIK	LOC109415992|XP_019545511.2|AEAL
OG0005636	LOC108081212|XP_017031775.1|DKIK	LOC109407480|XP_019536061.2|AEAL
OG0005637	LOC108083216|XP_017034414.1|DKIK	LOC109419238|XP_029723473.1|AEAL, LOC109407476|XP_029723513.1|AEAL
OG0005638	LOC108076718|XP_017025173.1|DKIK	LOC109419239|XP_029723507.1|AEAL, LOC115264188|XP_029723496.1|AEAL
OG0005639	LOC108078214|XP_017027390.1|DKIK	LOC109407474|XP_029723482.1|AEAL, LOC109419240|XP_029723484.1|AEAL
OG0005640	LOC108072038|XP_017018510.1|DKIK	LOC109419260|XP_019549056.2|AEAL
OG0005641	LOC108085965|XP_017038252.1|DKIK	LOC115254122|XP_029724035.1|AEAL, LOC109433357|XP_029733181.1|AEAL
OG0005642	LOC108075616|XP_017023637.1|DKIK	LOC109429471|XP_029724105.1|AEAL, LOC109415468|XP_029724600.1|AEAL
OG0005643	LOC108079720|XP_017029618.1|DKIK	LOC115264700|XP_029724570.1|AEAL, LOC109429473|XP_029724117.1|AEAL
OG0005644	LOC108078858|XP_017028451.1|DKIK	LOC109415472|XP_019544894.2|AEAL, LOC109429475|XP_019560975.2|AEAL
OG0005645	LOC108082940|XP_017034036.1|DKIK	LOC109415476|XP_029710354.1|AEAL, LOC109429483|XP_029724188.1|AEAL, LOC115264677|XP_029724509.1|AEAL
OG0005646	LOC108074939|XP_017022660.1|DKIK	LOC109429488|XP_019560992.2|AEAL, LOC109415722|XP_019545199.2|AEAL
OG0005647	LOC108082868|XP_017033935.1|DKIK	LOC109429499|XP_019561010.1|AEAL, LOC109406842|XP_019535382.1|AEAL
OG0005648	LOC108083089|XP_017034225.1|DKIK	LOC109406840|XP_019535379.1|AEAL, LOC109429498|XP_029724719.1|AEAL
OG0005649	LOC108080830|XP_017031223.1|DKIK	LOC109429505|XP_029724687.1|AEAL
OG0005650	LOC108080821|XP_017031212.1|DKIK	LOC109403006|XP_029724784.1|AEAL, LOC109429512|XP_029724636.1|AEAL
OG0005651	LOC108075605|XP_017023629.1|DKIK	LOC115264917|XP_029724845.1|AEAL, LOC109402881|XP_019531157.2|AEAL
OG0005652	LOC108083970|XP_017035466.1|DKIK	LOC109410424|XP_029725116.1|AEAL, LOC109401462|XP_029725270.1|AEAL
OG0005653	LOC108076890|XP_017025410.1|DKIK	LOC109410445|XP_019539546.2|AEAL, LOC109401477|XP_019529592.2|AEAL
OG0005654	LOC108080771|XP_017031123.1|DKIK	LOC109401472|XP_019529589.2|AEAL
OG0005655	LOC108084177|XP_017035754.1|DKIK	LOC109410449|XP_019539550.2|AEAL, LOC109401473|XP_029725791.1|AEAL
OG0005656	LOC108084153|XP_017035698.1|DKIK	LOC109410453|XP_029725746.1|AEAL, LOC109401496|XP_029726004.1|AEAL
OG0005657	LOC108073215|XP_017020232.1|DKIK	LOC109410419|XP_029726058.1|AEAL
OG0005658	LOC108081777|XP_017032482.1|DKIK	LOC109405853|XP_019534456.1|AEAL
OG0005659	LOC108081211|XP_017031774.1|DKIK	LOC109410407|XP_029725486.1|AEAL
OG0005660	LOC108071524|XP_017017782.1|DKIK	LOC109405833|XP_029726153.1|AEAL
OG0005661	LOC108073202|XP_017020207.1|DKIK	LOC109398753|XP_019526687.2|AEAL
OG0005662	LOC108072028|XP_017018498.1|DKIK	LOC109398746|XP_019526680.2|AEAL
OG0005663	LOC108080235|XP_017030380.1|DKIK	LOC109398755|XP_019526689.2|AEAL
OG0005664	LOC108083749|XP_017035154.1|DKIK	LOC109398757|XP_029726426.1|AEAL
OG0005665	LOC108072164|XP_017018700.1|DKIK	LOC109415391|XP_029726487.1|AEAL, LOC115253561|XP_029726578.1|AEAL
OG0005666	LOC108074156|XP_017021550.1|DKIK	LOC109411331|XP_029726669.1|AEAL, LOC115253695|XP_029726547.1|AEAL, LOC109427072|XP_029726686.1|AEAL
OG0005667	LOC108079886|XP_017029895.1|DKIK	LOC109411334|XP_029726911.1|AEAL, LOC115254153|XP_029726758.1|AEAL, LOC109427069|XP_029728596.1|AEAL
OG0005668	LOC108083125|XP_017034288.1|DKIK	LOC109405003|XP_029727115.1|AEAL
OG0005671	LOC108084314|XP_017035967.1|DKIK	LOC109413679|XP_019542938.2|AEAL
OG0005672	LOC108077311|XP_017026088.1|DKIK	LOC109622406|XP_019932267.2|AEAL
OG0005673	LOC108075183|XP_017023005.1|DKIK	LOC109415678|XP_019545150.2|AEAL
OG0005674	LOC108075266|XP_017023122.1|DKIK, LOC108080905|XP_017031299.1|DKIK	LOC109415666|XP_019545127.2|AEAL
OG0005675	LOC108081228|XP_017031793.1|DKIK	LOC109415665|XP_019545126.1|AEAL
OG0005676	LOC108078891|XP_017028511.1|DKIK	LOC109425043|XP_019555797.2|AEAL, LOC109415654|XP_029727691.1|AEAL
OG0005677	LOC108076501|XP_017024883.1|DKIK	LOC109400204|XP_019528229.2|AEAL, LOC109427120|XP_019558231.2|AEAL
OG0005678	LOC108072106|XP_017018615.1|DKIK	LOC115253789|XP_029728085.1|AEAL, LOC109400192|XP_029727897.1|AEAL
OG0005679	LOC108077506|XP_017026333.1|DKIK	LOC109400208|XP_029727990.1|AEAL, LOC115254164|XP_029728210.1|AEAL
OG0005680	LOC108079628|XP_017029499.1|DKIK	LOC109427075|XP_029722999.1|AEAL
OG0005681	LOC108084272|XP_017035917.1|DKIK	LOC115270921|XP_029736117.1|AEAL, LOC109413732|XP_019543008.1|AEAL
OG0005682	LOC108084271|XP_017035915.1|DKIK	LOC109413711|XP_029736106.1|AEAL, LOC109401982|XP_029736162.1|AEAL
OG0005683	LOC108079315|XP_017029098.1|DKIK, LOC108079371|XP_017029172.1|DKIK	LOC109413887|XP_029736097.1|AEAL, LOC109401980|XP_029736094.1|AEAL
OG0005684	LOC108071974|XP_017018439.1|DKIK	LOC115270899|XP_029736095.1|AEAL
OG0005685	LOC108080027|XP_017030093.1|DKIK	LOC115253644|XP_029736324.1|AEAL
OG0005690	LOC108084547|XP_017036284.1|DKIK	LOC109404871|XP_029728503.1|AEAL
OG0005691	LOC108073250|XP_017020295.1|DKIK	LOC115266597|XP_029728900.1|AEAL
OG0005692	LOC108074315|XP_017021800.1|DKIK	LOC109423702|XP_029728924.1|AEAL, LOC115261020|XP_029718252.1|AEAL, LOC109415332|XP_029718271.1|AEAL
OG0005693	LOC108086009|XP_017038310.1|DKIK	LOC109423719|XP_029729205.1|AEAL
OG0005694	LOC108083943|XP_017035437.1|DKIK	LOC115266726|XP_029729126.1|AEAL
OG0005695	LOC108084364|XP_017036026.1|DKIK	LOC109411708|XP_019540828.1|AEAL
OG0005696	LOC108084365|XP_017036028.1|DKIK	LOC109425554|XP_019556344.1|AEAL
OG0005697	LOC108084356|XP_017036010.1|DKIK	LOC109425572|XP_019556358.2|AEAL
OG0005698	LOC108078081|XP_017027158.1|DKIK	LOC109425573|XP_019556359.2|AEAL
OG0005699	LOC108072157|XP_017018690.1|DKIK	LOC115266985|XP_029729600.1|AEAL, LOC109425582|XP_029712304.1|AEAL
OG0005700	LOC108084668|XP_017036480.1|DKIK	LOC109425552|XP_029729644.1|AEAL, LOC109425564|XP_029729890.1|AEAL, LOC115267117|XP_029729820.1|AEAL
OG0005701	LOC108074447|XP_017021977.1|DKIK	LOC115267336|XP_029730119.1|AEAL, LOC109411099|XP_019540093.2|AEAL
OG0005702	LOC108083782|XP_017035197.1|DKIK	LOC109411046|XP_019540034.1|AEAL, LOC115256312|XP_029710405.1|AEAL
OG0005703	LOC108078286|XP_017027544.1|DKIK	LOC109411026|XP_019540012.1|AEAL
OG0005704	LOC108083447|XP_017034700.1|DKIK	LOC109410894|XP_029730302.1|AEAL, LOC109410792|XP_029730467.1|AEAL
OG0005705	LOC108078631|XP_017028044.1|DKIK	LOC109410730|XP_029730353.1|AEAL, LOC109410889|XP_019539939.2|AEAL
OG0005707	LOC108083899|XP_017035383.1|DKIK	LOC115267649|XP_029730649.1|AEAL, LOC109409049|XP_029730696.1|AEAL, LOC115261311|XP_029718584.1|AEAL
OG0005708	LOC108080337|XP_017030525.1|DKIK	LOC109416773|XP_029735782.1|AEAL, LOC115270410|XP_029735940.1|AEAL
OG0005709	LOC108070649|XP_017016707.1|DKIK	LOC109400851|XP_019528880.1|AEAL
OG0005710	LOC108084815|XP_017036664.1|DKIK	LOC109416769|XP_019546372.2|AEAL
OG0005711	LOC108073922|XP_017021208.1|DKIK	LOC109414704|XP_019544089.2|AEAL, LOC109423449|XP_029731510.1|AEAL
OG0005712	LOC108077211|XP_017025950.1|DKIK	LOC109414535|XP_029731783.1|AEAL, LOC109423416|XP_029731714.1|AEAL
