Orthogroup	DKIK.longest_only	BCOP.longest_only
OG0005885	LOC108075214|XP_017023042.1|DKIK	LOC119071522|XP_037032290.1|BCOP
OG0005886	LOC108083058|XP_017034178.1|DKIK	LOC119079280|XP_037042961.1|BCOP, LOC119082041|XP_037047263.1|BCOP
OG0005887	LOC108072719|XP_017019465.1|DKIK	LOC119071862|XP_037032819.1|BCOP
OG0005888	LOC108083324|XP_017034556.1|DKIK	LOC119071728|XP_037032644.1|BCOP
OG0005889	LOC108070423|XP_017016365.1|DKIK	LOC119074232|XP_037036146.1|BCOP
OG0005890	LOC108083829|XP_017035289.1|DKIK	LOC119070721|XP_037031069.1|BCOP
OG0005891	LOC108073964|XP_017021290.1|DKIK	LOC119066349|XP_037024660.1|BCOP
OG0005892	LOC108073972|XP_017021304.1|DKIK	LOC119086029|XP_037052500.1|BCOP
OG0005893	LOC108072781|XP_017019550.1|DKIK	LOC119079066|XP_037042769.1|BCOP
OG0005894	LOC108072782|XP_017019552.1|DKIK	LOC119079088|XP_037042799.1|BCOP
OG0005895	LOC108072783|XP_017019553.1|DKIK	LOC119079132|XP_037042855.1|BCOP
OG0005896	LOC108075291|XP_017023173.1|DKIK	LOC119076265|XP_037038835.1|BCOP
OG0005897	LOC108084784|XP_017036600.1|DKIK	LOC119071628|XP_037032479.1|BCOP
OG0005898	LOC108085071|XP_017037030.1|DKIK	LOC119070960|XP_037031420.1|BCOP
OG0005899	LOC108081822|XP_017032552.1|DKIK	LOC119071376|XP_037032131.1|BCOP
OG0005900	LOC108074265|XP_017021725.1|DKIK	LOC119082368|XP_037047784.1|BCOP
OG0005901	LOC108072314|XP_017018877.1|DKIK	LOC119071563|XP_037032388.1|BCOP
OG0005902	LOC108074755|XP_017022420.1|DKIK	LOC119078737|XP_037042317.1|BCOP
OG0005903	LOC108084861|XP_017036735.1|DKIK	LOC119066892|XP_037025475.1|BCOP
OG0005904	LOC108081113|XP_017031603.1|DKIK	LOC119085443|XP_037051756.1|BCOP
OG0005905	LOC108083110|XP_017034261.1|DKIK	LOC119078357|XP_037041752.1|BCOP
OG0005906	LOC108083046|XP_017034164.1|DKIK	LOC119078238|XP_037041594.1|BCOP
OG0005907	LOC108082996|XP_017034107.1|DKIK	LOC119078894|XP_037042519.1|BCOP
OG0005908	LOC108083665|XP_017035026.1|DKIK	LOC119066946|XP_037025560.1|BCOP
OG0005909	LOC108070470|XP_017016440.1|DKIK	LOC119066938|XP_037025550.1|BCOP
OG0005910	LOC108082414|XP_017033252.1|DKIK	LOC119072299|XP_037033373.1|BCOP
OG0005911	LOC108082416|XP_017033255.1|DKIK	LOC119072331|XP_037033413.1|BCOP
OG0005912	LOC108082417|XP_017033256.1|DKIK	LOC119071342|XP_037032123.1|BCOP
OG0005913	LOC108083704|XP_017035090.1|DKIK	LOC119086077|XP_037052547.1|BCOP
OG0005914	LOC108072891|XP_017019703.1|DKIK	LOC119066449|XP_037024845.1|BCOP
OG0005915	LOC108073058|XP_017020014.1|DKIK	LOC119071557|XP_037032377.1|BCOP
OG0005916	LOC108078437|XP_017027807.1|DKIK	LOC119072394|XP_037033502.1|BCOP
OG0005917	LOC108082328|XP_017033147.1|DKIK	LOC119070656|XP_037030982.1|BCOP
OG0005919	LOC108077927|XP_017026956.1|DKIK	LOC119072350|XP_037033433.1|BCOP
OG0005920	LOC108082425|XP_017033280.1|DKIK	LOC119082659|XP_037048137.1|BCOP
OG0005921	LOC108079880|XP_017029886.1|DKIK	LOC119071535|XP_037032315.1|BCOP
OG0005922	LOC108083525|XP_017034846.1|DKIK	LOC119081723|XP_037046760.1|BCOP
OG0005923	LOC108074019|XP_017021375.1|DKIK	LOC119071802|XP_037032763.1|BCOP
OG0005924	LOC108075326|XP_017023220.1|DKIK	LOC119071818|XP_037032784.1|BCOP
OG0005925	LOC108070498|XP_017016482.1|DKIK	LOC119074216|XP_037036112.1|BCOP
OG0005926	LOC108083911|XP_017035396.1|DKIK	LOC119071570|XP_037032404.1|BCOP
OG0005927	LOC108085419|XP_017037479.1|DKIK	LOC119079583|XP_037043469.1|BCOP
OG0005928	LOC108080145|XP_017030267.1|DKIK	LOC119071594|XP_037032441.1|BCOP
OG0005929	LOC108079890|XP_017029904.1|DKIK	LOC119079365|XP_037043113.1|BCOP
OG0005930	LOC108073079|XP_017020034.1|DKIK	LOC119072076|XP_037033119.1|BCOP
OG0005931	LOC108076536|XP_017024938.1|DKIK	LOC119072083|XP_037033135.1|BCOP
OG0005932	LOC108085204|XP_017037210.1|DKIK	LOC119077366|XP_037040446.1|BCOP
OG0005933	LOC108082440|XP_017033299.1|DKIK	LOC119071236|XP_037031964.1|BCOP
OG0005934	LOC108078353|XP_017027656.1|DKIK	LOC119078256|XP_037041645.1|BCOP
OG0005935	LOC108081869|XP_017032597.1|DKIK	LOC119078728|XP_037042305.1|BCOP
OG0005936	LOC108075962|XP_017024100.1|DKIK	LOC119084196|XP_037049969.1|BCOP, LOC119076286|XP_037038843.1|BCOP
OG0005937	LOC108081867|XP_017032596.1|DKIK	LOC119072330|XP_037033412.1|BCOP
OG0005938	LOC108076211|XP_017024439.1|DKIK	LOC119071234|XP_037031963.1|BCOP
OG0005939	LOC108074142|XP_017021531.1|DKIK	LOC119074205|XP_037036096.1|BCOP
OG0005940	LOC108072306|XP_017018864.1|DKIK	LOC119072067|XP_037033097.1|BCOP
OG0005941	LOC108071984|XP_017018446.1|DKIK	LOC119071157|XP_037031803.1|BCOP
OG0005942	LOC108085153|XP_017037168.1|DKIK	LOC119079018|XP_037042686.1|BCOP
OG0005943	LOC108076363|XP_017024651.1|DKIK	LOC119079019|XP_037042691.1|BCOP
OG0005944	LOC108076506|XP_017024895.1|DKIK	LOC119079036|XP_037042718.1|BCOP
OG0005945	LOC108078544|XP_017027947.1|DKIK	LOC119079022|XP_037042696.1|BCOP
OG0005946	LOC108078381|XP_017027706.1|DKIK	LOC119066638|XP_037025100.1|BCOP
OG0005947	LOC108076382|XP_017024693.1|DKIK	LOC119083163|XP_037048702.1|BCOP
OG0005948	LOC108083047|XP_017034165.1|DKIK	LOC119080530|XP_037044836.1|BCOP
OG0005949	LOC108070497|XP_017016481.1|DKIK	LOC119071098|XP_037031638.1|BCOP
OG0005950	LOC108082067|XP_017032839.1|DKIK	LOC119078732|XP_037042310.1|BCOP
OG0005951	LOC108078591|XP_017028000.1|DKIK	LOC119071164|XP_037031820.1|BCOP, LOC119071374|XP_037032133.1|BCOP
OG0005952	LOC108082066|XP_017032837.1|DKIK	LOC119078806|XP_037042404.1|BCOP
OG0005953	LOC108081449|XP_017032127.1|DKIK	LOC119078808|XP_037042408.1|BCOP
OG0005954	LOC108081400|XP_017032049.1|DKIK	LOC119078811|XP_037042410.1|BCOP
OG0005955	LOC108073252|XP_017020298.1|DKIK	LOC119071032|XP_037031522.1|BCOP
OG0005956	LOC108070855|XP_017016974.1|DKIK	LOC119077042|XP_037040064.1|BCOP
OG0005957	LOC108073263|XP_017020310.1|DKIK	LOC119083515|XP_037049127.1|BCOP
OG0005958	LOC108077898|XP_017026926.1|DKIK	LOC119071452|XP_037032197.1|BCOP
OG0005959	LOC108077310|XP_017026087.1|DKIK	LOC119066092|XP_037024259.1|BCOP
OG0005960	LOC108079210|XP_017028967.1|DKIK	LOC119072879|XP_037034084.1|BCOP
OG0005961	LOC108082412|XP_017033249.1|DKIK	LOC119072576|XP_037033718.1|BCOP
OG0005962	LOC108076715|XP_017025166.1|DKIK	LOC119068486|XP_037027992.1|BCOP
OG0005963	LOC108082086|XP_017032870.1|DKIK	LOC119085827|XP_037052223.1|BCOP
OG0005964	LOC108072377|XP_017018966.1|DKIK	LOC119066098|XP_037024264.1|BCOP
OG0005965	LOC108078534|XP_017027935.1|DKIK	LOC119074206|XP_037036097.1|BCOP
OG0005966	LOC108082429|XP_017033288.1|DKIK	LOC119071380|XP_037032136.1|BCOP
OG0005967	LOC108084145|XP_017035684.1|DKIK	LOC119072659|XP_037033810.1|BCOP
OG0005968	LOC108084159|XP_017035710.1|DKIK	LOC119072660|XP_037033813.1|BCOP
OG0005969	LOC108071996|XP_017018460.1|DKIK	LOC119071151|XP_037031786.1|BCOP
OG0005970	LOC108080668|XP_017030993.1|DKIK	LOC119066920|XP_037025516.1|BCOP
OG0005971	LOC108085122|XP_017037111.1|DKIK	LOC119086006|XP_037052478.1|BCOP
OG0005972	LOC108075008|XP_017022742.1|DKIK	LOC119071659|XP_037032518.1|BCOP
OG0005973	LOC108073904|XP_017021188.1|DKIK	LOC119072332|XP_037033415.1|BCOP
OG0005974	LOC108075015|XP_017022753.1|DKIK	LOC119072337|XP_037033420.1|BCOP
OG0005975	LOC108075013|XP_017022749.1|DKIK	LOC119072340|XP_037033421.1|BCOP
OG0005976	LOC108083213|XP_017034412.1|DKIK	LOC119076905|XP_037039815.1|BCOP
OG0005977	LOC108076773|XP_017025266.1|DKIK	LOC119066826|XP_037025381.1|BCOP, LOC119066828|XP_037025383.1|BCOP
OG0005978	LOC108076483|XP_017024861.1|DKIK	LOC119071000|XP_037031489.1|BCOP
OG0005979	LOC108078458|XP_017027839.1|DKIK	LOC119071223|XP_037031932.1|BCOP
OG0005980	LOC108081829|XP_017032559.1|DKIK	LOC119072180|XP_037033235.1|BCOP
OG0005981	LOC108079336|XP_017029128.1|DKIK	LOC119076593|XP_037039334.1|BCOP
OG0005982	LOC108081828|XP_017032557.1|DKIK	LOC119072179|XP_037033234.1|BCOP
OG0005983	LOC108083378|XP_017034614.1|DKIK	LOC119077693|XP_037040853.1|BCOP
OG0005984	LOC108080354|XP_017030547.1|DKIK	LOC119068838|XP_037028527.1|BCOP
OG0005985	LOC108084468|XP_017036170.1|DKIK	LOC119076613|XP_037039367.1|BCOP
OG0005986	LOC108084676|XP_017036494.1|DKIK	LOC119076795|XP_037039653.1|BCOP
OG0005987	LOC108083879|XP_017035358.1|DKIK	LOC119068225|XP_037027624.1|BCOP
OG0005988	LOC108073082|XP_017020039.1|DKIK	LOC119071889|XP_037032883.1|BCOP
OG0005989	LOC108079788|XP_017029739.1|DKIK	LOC119071663|XP_037032525.1|BCOP
OG0005990	LOC108082483|XP_017033386.1|DKIK	LOC119074246|XP_037036166.1|BCOP
OG0005991	LOC108082450|XP_017033310.1|DKIK	LOC119085323|XP_037051600.1|BCOP
OG0005992	LOC108071947|XP_017018401.1|DKIK	LOC119072063|XP_037033093.1|BCOP
OG0005993	LOC108071948|XP_017018402.1|DKIK	LOC119078807|XP_037042406.1|BCOP
OG0005994	LOC108083291|XP_017034511.1|DKIK	LOC119071077|XP_037031609.1|BCOP
OG0005995	LOC108075004|XP_017022738.1|DKIK	LOC119071062|XP_037031589.1|BCOP
OG0005996	LOC108084777|XP_017036586.1|DKIK	LOC119071094|XP_037031632.1|BCOP
OG0005997	LOC108078528|XP_017027926.1|DKIK	LOC119072510|XP_037033648.1|BCOP
OG0005998	LOC108072685|XP_017019412.1|DKIK	LOC119072508|XP_037033646.1|BCOP
OG0005999	LOC108078575|XP_017027987.1|DKIK	LOC119072368|XP_037033459.1|BCOP
OG0006000	LOC108076278|XP_017024515.1|DKIK	LOC119082270|XP_037047632.1|BCOP
OG0006001	LOC108085990|XP_017038281.1|DKIK	LOC119076541|XP_037039233.1|BCOP
OG0006002	LOC108072139|XP_017018667.1|DKIK	LOC119082369|XP_037047788.1|BCOP
OG0006003	LOC108072759|XP_017019521.1|DKIK	LOC119071747|XP_037032674.1|BCOP
OG0006004	LOC108080798|XP_017031179.1|DKIK	LOC119073162|XP_037034359.1|BCOP, LOC119073174|XP_037034376.1|BCOP
OG0006005	LOC108078221|XP_017027402.1|DKIK	LOC119071669|XP_037032542.1|BCOP
OG0006006	LOC108078459|XP_017027840.1|DKIK	LOC119076116|XP_037038673.1|BCOP
OG0006007	LOC108085113|XP_017037081.1|DKIK	LOC119071479|XP_037032224.1|BCOP
OG0006008	LOC108082199|XP_017033016.1|DKIK	LOC119066936|XP_037025544.1|BCOP
OG0006010	LOC108083266|XP_017034464.1|DKIK	LOC119080996|XP_037045547.1|BCOP
OG0006011	LOC108079100|XP_017028817.1|DKIK	LOC119071753|XP_037032684.1|BCOP
OG0006012	LOC108073929|XP_017021218.1|DKIK	LOC119071851|XP_037032805.1|BCOP
OG0006013	LOC108081789|XP_017032495.1|DKIK	LOC119071855|XP_037032808.1|BCOP
OG0006014	LOC108084806|XP_017036654.1|DKIK	LOC119074805|XP_037036984.1|BCOP
OG0006015	LOC108072427|XP_017019034.1|DKIK	LOC119071345|XP_037032127.1|BCOP
OG0006016	LOC108082438|XP_017033296.1|DKIK	LOC119085318|XP_037051594.1|BCOP
OG0006017	LOC108074699|XP_017022329.1|DKIK	LOC119074251|XP_037036170.1|BCOP
OG0006018	LOC108082522|XP_017033439.1|DKIK	LOC119085520|XP_037051830.1|BCOP, LOC119085320|XP_037051596.1|BCOP
OG0006019	LOC108084323|XP_017035974.1|DKIK	LOC119076722|XP_037039537.1|BCOP
OG0006020	LOC108075237|XP_017023082.1|DKIK	LOC119082865|XP_037048423.1|BCOP
OG0006021	LOC108070428|XP_017016380.1|DKIK	LOC119076290|XP_037038846.1|BCOP
OG0006022	LOC108079974|XP_017030026.1|DKIK	LOC119066522|XP_037024935.1|BCOP
OG0006023	LOC108083147|XP_017034321.1|DKIK	LOC119071971|XP_037032999.1|BCOP
OG0006024	LOC108079940|XP_017029973.1|DKIK	LOC119076578|XP_037039269.1|BCOP
OG0006025	LOC108082531|XP_017033455.1|DKIK	LOC119071490|XP_037032237.1|BCOP
OG0006026	LOC108084048|XP_017035554.1|DKIK	LOC119069420|XP_037029367.1|BCOP
OG0006027	LOC108070837|XP_017016948.1|DKIK	LOC119075526|XP_037037892.1|BCOP
OG0006028	LOC108074753|XP_017022417.1|DKIK	LOC119071846|XP_037032799.1|BCOP
OG0006029	LOC108082496|XP_017033406.1|DKIK	LOC119085372|XP_037051648.1|BCOP
OG0006030	LOC108073589|XP_017020771.1|DKIK	LOC119078234|XP_037041591.1|BCOP
OG0006031	LOC108082610|XP_017033578.1|DKIK	LOC119072606|XP_037033756.1|BCOP
OG0006032	LOC108074172|XP_017021593.1|DKIK	LOC119080322|XP_037044495.1|BCOP, LOC119077220|XP_037040296.1|BCOP
OG0006033	LOC108074701|XP_017022330.1|DKIK	LOC119071485|XP_037032231.1|BCOP, LOC119080365|XP_037044557.1|BCOP
OG0006034	LOC108071247|XP_017017421.1|DKIK	LOC119070112|XP_037030321.1|BCOP
OG0006035	LOC108081073|XP_017031543.1|DKIK	LOC119071936|XP_037032954.1|BCOP
OG0006036	LOC108076870|XP_017025388.1|DKIK	LOC119072747|XP_037033929.1|BCOP
OG0006037	LOC108076468|XP_017024843.1|DKIK	LOC119078994|XP_037042653.1|BCOP
OG0006038	LOC108073225|XP_017020251.1|DKIK	LOC119071384|XP_037032148.1|BCOP
OG0006039	LOC108085150|XP_017037162.1|DKIK	LOC119071143|XP_037031766.1|BCOP
OG0006040	LOC108079824|XP_017029809.1|DKIK	LOC119072465|XP_037033584.1|BCOP
OG0006041	LOC108074946|XP_017022668.1|DKIK	LOC119070414|XP_037030649.1|BCOP
OG0006042	LOC108082480|XP_017033378.1|DKIK	LOC119085124|XP_037051284.1|BCOP
OG0006043	LOC108080678|XP_017031000.1|DKIK	LOC119074195|XP_037036084.1|BCOP
OG0006044	LOC108080332|XP_017030521.1|DKIK	LOC119078997|XP_037042657.1|BCOP
OG0006045	LOC108085108|XP_017037075.1|DKIK	LOC119080220|XP_037044356.1|BCOP
OG0006046	LOC108076286|XP_017024531.1|DKIK	LOC119066435|XP_037024821.1|BCOP
OG0006047	LOC108083083|XP_017034216.1|DKIK	LOC119066444|XP_037024836.1|BCOP
OG0006048	LOC108074016|XP_017021372.1|DKIK	LOC119082343|XP_037047751.1|BCOP
OG0006049	LOC108076734|XP_017025206.1|DKIK	LOC119076216|XP_037038762.1|BCOP
OG0006050	LOC108080423|XP_017030645.1|DKIK, LOC108086032|XP_017038339.1|DKIK	LOC119068306|XP_037027741.1|BCOP
OG0006051	LOC108080383|XP_017030593.1|DKIK	LOC119071974|XP_037033004.1|BCOP
OG0006052	LOC108072362|XP_017018943.1|DKIK	LOC119071914|XP_037032927.1|BCOP
OG0006053	LOC108071969|XP_017018434.1|DKIK	LOC119069386|XP_037029338.1|BCOP
OG0006054	LOC108083269|XP_017034480.1|DKIK	LOC119085047|XP_037051154.1|BCOP
OG0006055	LOC108077810|XP_017026817.1|DKIK	LOC119083481|XP_037049100.1|BCOP
OG0006056	LOC108082327|XP_017033146.1|DKIK	LOC119085122|XP_037051282.1|BCOP
OG0006057	LOC108075260|XP_017023112.1|DKIK	LOC119066104|XP_037024276.1|BCOP
OG0006058	LOC108085705|XP_017037909.1|DKIK	LOC119072193|XP_037033255.1|BCOP
OG0006059	LOC108070429|XP_017016381.1|DKIK	LOC119066387|XP_037024715.1|BCOP
OG0006060	LOC108070430|XP_017016384.1|DKIK	LOC119066389|XP_037024717.1|BCOP
OG0006061	LOC108071744|XP_017018056.1|DKIK	LOC119081197|XP_037045808.1|BCOP
OG0006062	LOC108084880|XP_017036764.1|DKIK	LOC119084502|XP_037050416.1|BCOP
OG0006063	LOC108082019|XP_017032773.1|DKIK	LOC119073074|XP_037034282.1|BCOP, LOC119082170|XP_037047480.1|BCOP
OG0006064	LOC108072328|XP_017018897.1|DKIK	LOC119071546|XP_037032340.1|BCOP
OG0006065	LOC108075050|XP_017022817.1|DKIK	LOC119079251|XP_037042928.1|BCOP, LOC119079704|XP_037043656.1|BCOP
OG0006066	LOC108081821|XP_017032549.1|DKIK	LOC119072181|XP_037033236.1|BCOP
OG0006067	LOC108078495|XP_017027867.1|DKIK	LOC119072156|XP_037033203.1|BCOP
OG0006068	LOC108082918|XP_017033995.1|DKIK	LOC119070409|XP_037030631.1|BCOP
OG0006070	LOC108083242|XP_017034437.1|DKIK	LOC119083289|XP_037048877.1|BCOP
OG0006071	LOC108083763|XP_017035175.1|DKIK	LOC119085558|XP_037051877.1|BCOP
OG0006072	LOC108075057|XP_017022827.1|DKIK	LOC119071330|XP_037032109.1|BCOP
OG0006073	LOC108073453|XP_017020574.1|DKIK	LOC119077788|XP_037040990.1|BCOP, LOC119077793|XP_037040996.1|BCOP
OG0006074	LOC108079254|XP_017029032.1|DKIK	LOC119085110|XP_037051259.1|BCOP
OG0006075	LOC108071811|XP_017018201.1|DKIK	LOC119084910|XP_037050961.1|BCOP
OG0006076	LOC108074217|XP_017021650.1|DKIK	LOC119083538|XP_037049155.1|BCOP
OG0006077	LOC108083286|XP_017034505.1|DKIK	LOC119079857|XP_037043825.1|BCOP
OG0006078	LOC108083263|XP_017034461.1|DKIK	LOC119079859|XP_037043828.1|BCOP
OG0006079	LOC108075229|XP_017023064.1|DKIK	LOC119082528|XP_037047936.1|BCOP, LOC119082563|XP_037047984.1|BCOP
OG0006080	LOC108078270|XP_017027512.1|DKIK	LOC119066844|XP_037025407.1|BCOP
OG0006081	LOC108078091|XP_017027172.1|DKIK	LOC119086037|XP_037052506.1|BCOP
OG0006082	LOC108078097|XP_017027180.1|DKIK	LOC119067594|XP_037026587.1|BCOP
OG0006083	LOC108085521|XP_017037640.1|DKIK	LOC119066876|XP_037025445.1|BCOP
OG0006084	LOC108083109|XP_017034259.1|DKIK	LOC119071013|XP_037031510.1|BCOP
OG0006085	LOC108083301|XP_017034528.1|DKIK	LOC119066865|XP_037025430.1|BCOP
OG0006086	LOC108084770|XP_017036577.1|DKIK	LOC119066857|XP_037025421.1|BCOP
OG0006087	LOC108076455|XP_017024821.1|DKIK	LOC119072401|XP_037033506.1|BCOP
OG0006088	LOC108080666|XP_017030987.1|DKIK	LOC119083178|XP_037048733.1|BCOP
OG0006089	LOC108080236|XP_017030381.1|DKIK	LOC119085994|XP_037052460.1|BCOP
OG0006090	LOC108071499|XP_017017749.1|DKIK	LOC119071616|XP_037032450.1|BCOP
OG0006091	LOC108078698|XP_017028140.1|DKIK	LOC119071710|XP_037032599.1|BCOP
OG0006092	LOC108085952|XP_017038228.1|DKIK	LOC119071752|XP_037032682.1|BCOP
OG0006093	LOC108078527|XP_017027925.1|DKIK	LOC119066903|XP_037025488.1|BCOP
OG0006094	LOC108073798|XP_017021059.1|DKIK	LOC119079617|XP_037043508.1|BCOP
OG0006095	LOC108078125|XP_017027237.1|DKIK	LOC119082030|XP_037047248.1|BCOP
OG0006096	LOC108076430|XP_017024773.1|DKIK	LOC119066557|XP_037024998.1|BCOP
OG0006097	LOC108080656|XP_017030969.1|DKIK	LOC119074212|XP_037036104.1|BCOP
OG0006098	LOC108086126|XP_017038465.1|DKIK	LOC119076312|XP_037038874.1|BCOP
OG0006099	LOC108072431|XP_017019041.1|DKIK	LOC119071377|XP_037032132.1|BCOP
OG0006100	LOC108086147|XP_017038498.1|DKIK	LOC119072081|XP_037033132.1|BCOP
OG0006101	LOC108077202|XP_017025938.1|DKIK	LOC119072071|XP_037033102.1|BCOP
OG0006102	LOC108076619|XP_017025035.1|DKIK	LOC119078782|XP_037042389.1|BCOP
OG0006103	LOC108084475|XP_017036184.1|DKIK	LOC119076107|XP_037038662.1|BCOP
OG0006104	LOC108079464|XP_017029295.1|DKIK	LOC119076132|XP_037038700.1|BCOP
OG0006105	LOC108079442|XP_017029265.1|DKIK	LOC119076070|XP_037038609.1|BCOP
OG0006106	LOC108070477|XP_017016450.1|DKIK	LOC119071898|XP_037032895.1|BCOP
OG0006107	LOC108078186|XP_017027341.1|DKIK	LOC119071551|XP_037032367.1|BCOP
OG0006108	LOC108080370|XP_017030580.1|DKIK	LOC119071583|XP_037032425.1|BCOP
OG0006109	LOC108083317|XP_017034546.1|DKIK	LOC119070641|XP_037030965.1|BCOP
OG0006110	LOC108085494|XP_017037603.1|DKIK	LOC119082016|XP_037047228.1|BCOP
OG0006111	LOC108078239|XP_017027435.1|DKIK	LOC119066396|XP_037024725.1|BCOP
OG0006112	LOC108072132|XP_017018657.1|DKIK	LOC119076938|XP_037039872.1|BCOP
OG0006113	LOC108078967|XP_017028622.1|DKIK	LOC119076933|XP_037039865.1|BCOP
OG0006114	LOC108075722|XP_017023751.1|DKIK	LOC119071894|XP_037032890.1|BCOP
OG0006115	LOC108082609|XP_017033577.1|DKIK	LOC119066191|XP_037024400.1|BCOP, LOC119066193|XP_037024402.1|BCOP
OG0006116	LOC108082562|XP_017033501.1|DKIK	LOC119083477|XP_037049093.1|BCOP
OG0006117	LOC108082415|XP_017033254.1|DKIK	LOC119066416|XP_037024784.1|BCOP
OG0006118	LOC108076488|XP_017024866.1|DKIK	LOC119070999|XP_037031487.1|BCOP
OG0006119	LOC108079785|XP_017029724.1|DKIK	LOC119071804|XP_037032765.1|BCOP
OG0006120	LOC108073002|XP_017019943.1|DKIK	LOC119069086|XP_037028868.1|BCOP
OG0006121	LOC108084771|XP_017036578.1|DKIK	LOC119072984|XP_037034204.1|BCOP, LOC119066820|XP_037025362.1|BCOP
OG0006122	LOC108070543|XP_017016557.1|DKIK	LOC119072876|XP_037034077.1|BCOP
OG0006123	LOC108070803|XP_017016893.1|DKIK	LOC119086011|XP_037052482.1|BCOP
OG0006124	LOC108077637|XP_017026539.1|DKIK	LOC119069553|XP_037029528.1|BCOP
OG0006125	LOC108070437|XP_017016400.1|DKIK	LOC119072491|XP_037033625.1|BCOP
OG0006126	LOC108084411|XP_017036099.1|DKIK	LOC119082157|XP_037047461.1|BCOP
OG0006127	LOC108083102|XP_017034249.1|DKIK	LOC119085386|XP_037051674.1|BCOP
OG0006128	LOC108083132|XP_017034298.1|DKIK	LOC119071089|XP_037031626.1|BCOP
OG0006129	LOC108072771|XP_017019535.1|DKIK	LOC119066839|XP_037025397.1|BCOP
OG0006130	LOC108083103|XP_017034250.1|DKIK	LOC119071397|XP_037032169.1|BCOP
OG0006131	LOC108083051|XP_017034168.1|DKIK	LOC119066622|XP_037025078.1|BCOP
OG0006132	LOC108083154|XP_017034327.1|DKIK	LOC119066626|XP_037025083.1|BCOP
OG0006133	LOC108083104|XP_017034251.1|DKIK	LOC119076571|XP_037039261.1|BCOP
OG0006134	LOC108072765|XP_017019529.1|DKIK	LOC119081718|XP_037046751.1|BCOP
OG0006135	LOC108083077|XP_017034205.1|DKIK	LOC119080940|XP_037045458.1|BCOP
OG0006136	LOC108070438|XP_017016402.1|DKIK	LOC119084891|XP_037050933.1|BCOP
OG0006137	LOC108072680|XP_017019408.1|DKIK	LOC119071326|XP_037032106.1|BCOP
OG0006138	LOC108074713|XP_017022343.1|DKIK	LOC119072972|XP_037034183.1|BCOP
OG0006139	LOC108082437|XP_017033295.1|DKIK	LOC119074258|XP_037036175.1|BCOP
OG0006141	LOC108076168|XP_017024384.1|DKIK	LOC119071402|XP_037032174.1|BCOP
OG0006142	LOC108085544|XP_017037669.1|DKIK	LOC119071239|XP_037031969.1|BCOP
OG0006143	LOC108070415|XP_017016356.1|DKIK	LOC119085468|XP_037051779.1|BCOP
OG0006144	LOC108075172|XP_017022971.1|DKIK	LOC119085466|XP_037051778.1|BCOP
OG0006145	LOC108083063|XP_017034186.1|DKIK	LOC119071674|XP_037032549.1|BCOP
OG0006146	LOC108074799|XP_017022473.1|DKIK	LOC119070075|XP_037030270.1|BCOP
OG0006147	LOC108073375|XP_017020438.1|DKIK	LOC119074491|XP_037036537.1|BCOP
OG0006148	LOC108075027|XP_017022770.1|DKIK	LOC119084009|XP_037049717.1|BCOP
OG0006149	LOC108070420|XP_017016363.1|DKIK	LOC119066200|XP_037024415.1|BCOP
OG0006150	LOC108070414|XP_017016355.1|DKIK	LOC119070755|XP_037031125.1|BCOP
OG0006151	LOC108082017|XP_017032770.1|DKIK	LOC119081044|XP_037045644.1|BCOP
OG0006152	LOC108073507|XP_017020669.1|DKIK	LOC119069950|XP_037030072.1|BCOP
OG0006153	LOC108076529|XP_017024930.1|DKIK	LOC119074343|XP_037036331.1|BCOP
OG0006154	LOC108073273|XP_017020319.1|DKIK	LOC119078163|XP_037041533.1|BCOP, LOC119071214|XP_037032260.1|BCOP, LOC119070451|XP_037031082.1|BCOP, LOC119085979|XP_037052439.1|BCOP, LOC119068594|XP_037028143.1|BCOP, LOC119068785|XP_037028821.1|BCOP
OG0006155	LOC108073355|XP_017020407.1|DKIK	LOC119074710|XP_037036893.1|BCOP
OG0006156	LOC108085434|XP_017037515.1|DKIK	LOC119078045|XP_037041355.1|BCOP
OG0006158	LOC108074014|XP_017021369.1|DKIK	LOC119085441|XP_037051754.1|BCOP
OG0006159	LOC108074765|XP_017022432.1|DKIK	LOC119071269|XP_037032029.1|BCOP
OG0006160	LOC108072166|XP_017018703.1|DKIK	LOC119083107|XP_037048634.1|BCOP
OG0006161	LOC108076413|XP_017024743.1|DKIK	LOC119068982|XP_037028751.1|BCOP
OG0006162	LOC108077210|XP_017025954.1|DKIK	LOC119080070|XP_037044185.1|BCOP
OG0006165	LOC108070396|XP_017016336.1|DKIK	LOC119071010|XP_037031504.1|BCOP
OG0006181	LOC108073104|XP_017020087.1|DKIK	LOC119069285|XP_037029248.1|BCOP
OG0006182	LOC108084225|XP_017035838.1|DKIK	LOC119081766|XP_037046858.1|BCOP
OG0006183	LOC108085005|XP_017036925.1|DKIK	LOC119082406|XP_037047835.1|BCOP
OG0006184	LOC108073578|XP_017020754.1|DKIK	LOC119067784|XP_037026820.1|BCOP
OG0006185	LOC108081041|XP_017031494.1|DKIK	LOC119070379|XP_037030585.1|BCOP
OG0006186	LOC108073544|XP_017020716.1|DKIK	LOC119067769|XP_037026808.1|BCOP
OG0006187	LOC108085853|XP_017038100.1|DKIK	LOC119071096|XP_037031634.1|BCOP
OG0006188	LOC108085772|XP_017038007.1|DKIK	LOC119069504|XP_037029473.1|BCOP
