Orthogroup	DKIK.longest_only	DERE.longest_only
OG0007942	LOC108080528|XP_017030817.1|DKIK	LOC6550694|XP_001978019.1|DERE
OG0007943	LOC108072484|XP_017019138.1|DKIK	LOC6541652|XP_001969642.3|DERE
OG0007944	LOC108079742|XP_017029645.1|DKIK	LOC6545942|XP_026832971.1|DERE
OG0007945	LOC108077076|XP_017025732.1|DKIK	LOC6541307|XP_001969962.1|DERE
OG0007946	LOC108072096|XP_017018598.1|DKIK	LOC6547989|XP_001976491.2|DERE
OG0007947	LOC108072609|XP_017019321.1|DKIK	LOC6542562|XP_001969648.1|DERE
OG0007948	LOC108075881|XP_017023975.1|DKIK	LOC6542978|XP_026834329.1|DERE
OG0007949	LOC108079426|XP_017029246.1|DKIK	LOC6551715|XP_001978522.1|DERE
OG0007950	LOC108074776|XP_017022443.1|DKIK	LOC6548747|XP_001974104.1|DERE
OG0007951	LOC108086219|XP_017038574.1|DKIK	LOC6540596|XP_026834128.1|DERE
OG0007952	LOC108077275|XP_017026037.1|DKIK	LOC6543421|XP_001968708.1|DERE
OG0007953	LOC108082711|XP_017033708.1|DKIK	LOC6541423|XP_001970011.1|DERE
OG0007954	LOC108075957|XP_017024094.1|DKIK	LOC6542794|XP_001970065.1|DERE
OG0007955	LOC108082021|XP_017032776.1|DKIK	LOC6543020|XP_026835440.1|DERE
OG0007956	LOC108082808|XP_017033856.1|DKIK	LOC6548938|XP_001974216.1|DERE
OG0007957	LOC108076959|XP_017025497.1|DKIK	LOC6543326|XP_026835026.1|DERE
OG0007958	LOC108077000|XP_017025566.1|DKIK	LOC6550580|XP_001978181.1|DERE
OG0007959	LOC108083884|XP_017035367.1|DKIK	LOC6549302|XP_026836358.1|DERE
OG0007960	LOC108077188|XP_017025921.1|DKIK	LOC6543149|XP_001969485.1|DERE
OG0007961	LOC108081265|XP_017031850.1|DKIK	LOC6554724|XP_001981787.1|DERE
OG0007962	LOC108085769|XP_017038001.1|DKIK	LOC6555512|XP_001982670.1|DERE
OG0007963	LOC108072573|XP_017019268.1|DKIK	LOC6541696|XP_001969667.1|DERE
OG0007964	LOC108082823|XP_017033872.1|DKIK	LOC6540860|XP_001970034.1|DERE
OG0007965	LOC108082214|XP_017033034.1|DKIK	LOC6541914|XP_001969981.1|DERE
OG0007966	LOC108072547|XP_017019208.1|DKIK	LOC6541168|XP_001968313.1|DERE
OG0007967	LOC108081439|XP_017032114.1|DKIK	LOC6548802|XP_026835917.1|DERE
OG0007968	LOC108081396|XP_017032041.1|DKIK	LOC6543144|XP_026835256.1|DERE
OG0007969	LOC108077236|XP_017025983.1|DKIK	LOC6541769|XP_001969430.1|DERE
OG0007970	LOC108086145|XP_017038494.1|DKIK	LOC26526271|XP_015012771.1|DERE
OG0007971	LOC108075254|XP_017023104.1|DKIK	LOC6551607|XP_001977132.1|DERE
OG0007972	LOC108082395|XP_017033229.1|DKIK	LOC6546807|XP_001975917.1|DERE
OG0007973	LOC108075803|XP_017023867.1|DKIK	LOC6543067|XP_026835015.1|DERE
OG0007974	LOC108079421|XP_017029237.1|DKIK	LOC6550998|XP_001978314.1|DERE
OG0007975	LOC108085487|XP_017037596.1|DKIK	LOC6552836|XP_001978981.2|DERE
OG0007976	LOC108085937|XP_017038208.1|DKIK	LOC6549712|XP_026838303.1|DERE
OG0007977	LOC108077118|XP_017025801.1|DKIK	LOC6542717|XP_001970237.1|DERE
OG0007978	LOC108086188|XP_017038540.1|DKIK	LOC6540943|XP_026834704.1|DERE
OG0007979	LOC108072633|XP_017019353.1|DKIK	LOC6548961|XP_001974193.3|DERE
OG0007980	LOC108079656|XP_017029542.1|DKIK	LOC6549128|XP_026836166.1|DERE
OG0007981	LOC108080540|XP_017030832.1|DKIK	LOC6550739|XP_001978054.1|DERE
OG0007982	LOC108077008|XP_017025572.1|DKIK	LOC6541351|XP_001969886.2|DERE
OG0007983	LOC108074320|XP_017021809.1|DKIK	LOC6549144|XP_001974397.1|DERE
OG0007984	LOC108072589|XP_017019285.1|DKIK	LOC6549199|XP_001974238.1|DERE
OG0007985	LOC108083315|XP_017034541.1|DKIK	LOC26526201|XP_015015469.1|DERE
OG0007986	LOC108077069|XP_017025725.1|DKIK	LOC6542479|XP_001969739.1|DERE
OG0007987	LOC108086252|XP_017038624.1|DKIK	LOC6542789|XP_001968459.1|DERE
OG0007988	LOC108072501|XP_017019157.1|DKIK	LOC6548909|XP_026835695.1|DERE
OG0007989	LOC108077279|XP_017026042.1|DKIK	LOC6541342|XP_001969417.1|DERE
OG0007990	LOC108077186|XP_017025919.1|DKIK	LOC6541909|XP_001969484.1|DERE
OG0007991	LOC108074324|XP_017021817.1|DKIK	LOC6541968|XP_026834350.1|DERE
OG0007992	LOC108074821|XP_017022507.1|DKIK	LOC6541186|XP_001969220.1|DERE
OG0007993	LOC108084983|XP_017036896.1|DKIK	LOC6554715|XP_015009121.1|DERE
OG0007994	LOC108082046|XP_017032812.1|DKIK	LOC6541433|XP_001969374.1|DERE
OG0007995	LOC108077942|XP_017026969.1|DKIK	LOC6540757|XP_026834439.1|DERE
OG0007996	LOC108082960|XP_017034066.1|DKIK	LOC6550465|XP_015011138.1|DERE
OG0007997	LOC108085525|XP_017037646.1|DKIK	LOC6546000|XP_001972812.1|DERE
OG0007998	LOC108079597|XP_017029435.1|DKIK	LOC6549345|XP_001974325.2|DERE
OG0007999	LOC108077064|XP_017025718.1|DKIK	LOC6542636|XP_001969923.1|DERE
OG0008000	LOC108077137|XP_017025840.1|DKIK	LOC6542798|XP_001969922.1|DERE
OG0008001	LOC108077153|XP_017025874.1|DKIK	LOC6541998|XP_001969717.1|DERE
OG0008002	LOC108086131|XP_017038472.1|DKIK	LOC6540801|XP_026834574.1|DERE
OG0008003	LOC108077155|XP_017025876.1|DKIK	LOC6543091|XP_001969715.2|DERE
OG0008004	LOC108079369|XP_017029169.1|DKIK	LOC6555800|XP_001982378.2|DERE
OG0008005	LOC108083827|XP_017035272.1|DKIK	LOC6551409|XP_015011046.1|DERE
OG0008006	LOC108080184|XP_017030324.1|DKIK	LOC6550474|XP_001977818.1|DERE
OG0008007	LOC108080372|XP_017030581.1|DKIK	LOC6550919|XP_001976886.1|DERE
OG0008008	LOC108085491|XP_017037599.1|DKIK	LOC6545086|XP_001973272.2|DERE
OG0008009	LOC108084678|XP_017036498.1|DKIK	LOC6550971|XP_001976848.1|DERE
OG0008010	LOC108083533|XP_017034856.1|DKIK	LOC6550541|XP_026837445.1|DERE
OG0008011	LOC108078344|XP_017027637.1|DKIK	LOC6546693|XP_001974509.1|DERE
OG0008012	LOC108078530|XP_017027929.1|DKIK	LOC6547205|XP_015011574.1|DERE
OG0008013	LOC108082181|XP_017032987.1|DKIK	LOC6547385|XP_001974841.2|DERE
OG0008014	LOC108080825|XP_017031218.1|DKIK	LOC6552180|XP_001978834.1|DERE
OG0008015	LOC108083122|XP_017034285.1|DKIK	LOC6543814|XP_001972362.1|DERE
OG0008016	LOC108083123|XP_017034286.1|DKIK	LOC6544241|XP_001972364.1|DERE
OG0008017	LOC108079922|XP_017029945.1|DKIK	LOC6550189|XP_001978328.2|DERE
OG0008018	LOC108076060|XP_017024241.1|DKIK	LOC6555736|XP_026838948.1|DERE
OG0008019	LOC108080177|XP_017030313.1|DKIK	LOC6550477|XP_001977821.1|DERE
OG0008020	LOC108073381|XP_017020452.1|DKIK	LOC6553954|XP_001979464.1|DERE
OG0008021	LOC108071707|XP_017018013.1|DKIK	LOC6549762|XP_026837706.1|DERE
OG0008022	LOC108084905|XP_017036789.1|DKIK	LOC6555085|XP_001981601.1|DERE
OG0008023	LOC108084667|XP_017036479.1|DKIK	LOC6555572|XP_001982489.1|DERE
OG0008024	LOC108084639|XP_017036419.1|DKIK	LOC6555573|XP_026838964.1|DERE
OG0008025	LOC108076083|XP_017024285.1|DKIK	LOC6555739|XP_001982508.1|DERE
OG0008026	LOC108075097|XP_017022870.1|DKIK	LOC6551608|XP_001977133.1|DERE
OG0008027	LOC108071244|XP_017017418.1|DKIK	LOC6551276|XP_026837256.1|DERE
OG0008028	LOC108083187|XP_017034375.1|DKIK	LOC6551929|XP_001979673.1|DERE
OG0008029	LOC108073214|XP_017020231.1|DKIK	LOC6554843|XP_001982007.1|DERE
OG0008030	LOC108080834|XP_017031226.1|DKIK	LOC6551755|XP_001978858.1|DERE
OG0008031	LOC108075894|XP_017024000.1|DKIK	LOC6541113|XP_001968489.1|DERE
OG0008032	LOC108085051|XP_017037000.1|DKIK	LOC6554736|XP_001981071.2|DERE
OG0008033	LOC108072027|XP_017018497.1|DKIK	LOC6554019|XP_015010078.1|DERE
OG0008034	LOC108080478|XP_017030718.1|DKIK	LOC6553868|XP_026835581.1|DERE
OG0008035	LOC108074193|XP_017021624.1|DKIK	LOC6550596|XP_001978173.2|DERE
OG0008036	LOC108072182|XP_017018726.1|DKIK	LOC6554730|XP_001981793.1|DERE
OG0008037	LOC108072051|XP_017018524.1|DKIK	LOC6554820|XP_026831856.1|DERE
OG0008038	LOC108075982|XP_017024124.1|DKIK	LOC6550984|XP_001976917.1|DERE
OG0008039	LOC108083998|XP_017035500.1|DKIK	LOC6553601|XP_026838472.1|DERE
OG0008040	LOC108084963|XP_017036868.1|DKIK	LOC6554567|XP_001981056.1|DERE
OG0008041	LOC108075108|XP_017022879.1|DKIK	LOC6551175|XP_026838764.1|DERE
OG0008042	LOC108077881|XP_017026906.1|DKIK	LOC6553701|XP_001980407.1|DERE
OG0008043	LOC108083489|XP_017034776.1|DKIK	LOC6555529|XP_015008722.1|DERE
OG0008044	LOC108071738|XP_017018052.1|DKIK	LOC6550757|XP_026837642.1|DERE
OG0008045	LOC108080180|XP_017030317.1|DKIK	LOC6550901|XP_001976809.1|DERE
OG0008046	LOC108075642|XP_017023674.1|DKIK	LOC6553754|XP_001979414.1|DERE
OG0008047	LOC108084839|XP_017036702.1|DKIK	LOC6553493|XP_015010388.1|DERE
OG0008048	LOC108084121|XP_017035642.1|DKIK	LOC6553752|XP_001979412.1|DERE
OG0008049	LOC108084838|XP_017036701.1|DKIK	LOC6553494|XP_001979334.3|DERE
OG0008050	LOC108082859|XP_017033930.1|DKIK	LOC6554664|XP_026836916.1|DERE
OG0008051	LOC108085739|XP_017037958.1|DKIK	LOC6553746|XP_001980364.1|DERE
OG0008052	LOC108081120|XP_017031616.1|DKIK	LOC6553271|XP_001980130.1|DERE
OG0008053	LOC108085302|XP_017037352.1|DKIK	LOC6544509|XP_001973793.1|DERE
OG0008054	LOC108079372|XP_017029173.1|DKIK	LOC6555673|XP_026838910.1|DERE
OG0008055	LOC108075295|XP_017023179.1|DKIK	LOC6551427|XP_001977134.2|DERE
OG0008056	LOC108076111|XP_017024324.1|DKIK	LOC6555631|XP_026838888.1|DERE
OG0008057	LOC108085447|XP_017037548.1|DKIK	LOC6552736|XP_001978955.2|DERE
OG0008058	LOC108077605|XP_017026497.1|DKIK	LOC6552529|XP_001979921.1|DERE
OG0008059	LOC108075498|XP_017023449.1|DKIK	LOC6552688|XP_001978951.1|DERE
OG0008060	LOC108084881|XP_017036765.1|DKIK	LOC6551825|XP_001980586.1|DERE
OG0008061	LOC108083437|XP_017034681.1|DKIK	LOC6551634|XP_001978582.1|DERE
OG0008062	LOC108083881|XP_017035362.1|DKIK	LOC6550801|XP_001978092.1|DERE
OG0008063	LOC108077882|XP_017026907.1|DKIK	LOC6553702|XP_001980408.1|DERE
OG0008064	LOC108079275|XP_017029059.1|DKIK	LOC6550510|XP_026837658.1|DERE
OG0008065	LOC108079284|XP_017029070.1|DKIK	LOC6551539|XP_001978451.1|DERE
OG0008066	LOC108079782|XP_017029717.1|DKIK	LOC6549835|XP_026838384.1|DERE
OG0008067	LOC108071767|XP_017018097.1|DKIK	LOC6551354|XP_026838753.1|DERE
OG0008068	LOC108075312|XP_017023205.1|DKIK	LOC6551351|XP_001977054.1|DERE
OG0008069	LOC108080940|XP_017031335.1|DKIK	LOC6553100|XP_001980055.1|DERE
OG0008070	LOC108084123|XP_017035647.1|DKIK	LOC6553751|XP_015009654.1|DERE
OG0008071	LOC108079427|XP_017029247.1|DKIK	LOC6551714|XP_001978521.2|DERE
OG0008072	LOC108079398|XP_017029212.1|DKIK	LOC6550387|XP_001977769.1|DERE
OG0008073	LOC108074120|XP_017021509.1|DKIK	LOC6549704|XP_001977446.1|DERE
OG0008074	LOC108081018|XP_017031454.1|DKIK	LOC6549700|XP_001977442.1|DERE
OG0008075	LOC108072220|XP_017018772.1|DKIK	LOC6547984|XP_026836575.1|DERE
OG0008076	LOC108083425|XP_017034670.1|DKIK	LOC6555501|XP_001982626.2|DERE
OG0008077	LOC108080753|XP_017031096.1|DKIK	LOC6551919|XP_001978854.1|DERE
OG0008078	LOC108083885|XP_017035364.1|DKIK	LOC6551335|XP_026837864.1|DERE
OG0008079	LOC108085073|XP_017037031.1|DKIK	LOC6550804|XP_001978095.1|DERE
OG0008080	LOC108083561|XP_017034905.1|DKIK	LOC6555504|XP_001982629.1|DERE
OG0008081	LOC108083424|XP_017034669.1|DKIK	LOC6555626|XP_001982604.2|DERE
OG0008082	LOC108084926|XP_017036812.1|DKIK	LOC6554647|XP_026835314.1|DERE
OG0008083	LOC108084373|XP_017036046.1|DKIK	LOC6552549|XP_001978959.2|DERE
OG0008084	LOC108073357|XP_017020410.1|DKIK	LOC6556112|XP_001982971.1|DERE
OG0008085	LOC108077681|XP_017026592.1|DKIK	LOC6554205|XP_026839761.1|DERE
OG0008087	LOC108083558|XP_017034897.1|DKIK	LOC6550822|XP_026837866.1|DERE
OG0008089	LOC108080653|XP_017030965.1|DKIK	LOC6545582|XP_001971116.1|DERE
OG0008090	LOC108080147|XP_017030274.1|DKIK	LOC6555791|XP_001982461.1|DERE
OG0008091	LOC108084553|XP_017036294.1|DKIK	LOC6554998|XP_026839601.1|DERE
OG0008092	LOC108075523|XP_017023546.1|DKIK	LOC6553948|XP_026831850.1|DERE
OG0008093	LOC108083444|XP_017034693.1|DKIK	LOC6550057|XP_026837450.1|DERE
OG0008094	LOC108076151|XP_017024369.1|DKIK	LOC6542660|XP_001969790.1|DERE
OG0008095	LOC108082985|XP_017034099.1|DKIK	LOC6553821|XP_001980516.2|DERE
OG0008096	LOC108077174|XP_017025900.1|DKIK	LOC6555804|XP_001982413.1|DERE
OG0008097	LOC108071819|XP_017018214.1|DKIK	LOC6549716|XP_001977407.1|DERE
OG0008098	LOC108072785|XP_017019556.1|DKIK	LOC6545922|XP_001972735.2|DERE
OG0008099	LOC108075009|XP_017022746.1|DKIK	LOC6544546|XP_001973468.1|DERE
OG0008100	LOC108073228|XP_017020254.1|DKIK	LOC6554675|XP_026832105.1|DERE
OG0008101	LOC108076977|XP_017025521.1|DKIK	LOC6550579|XP_001978180.2|DERE
OG0008102	LOC108081058|XP_017031526.1|DKIK	LOC26526208|XP_026832865.1|DERE
OG0008103	LOC108076749|XP_017025236.1|DKIK	LOC6550302|XP_001977756.1|DERE
OG0008104	LOC108083054|XP_017034171.1|DKIK	LOC6544530|XP_001973100.1|DERE
OG0008105	LOC108075534|XP_017023521.1|DKIK	LOC6552868|XP_026839823.1|DERE
OG0008106	LOC108083319|XP_017034550.1|DKIK	LOC6544257|XP_001973772.1|DERE
OG0008107	LOC108082685|XP_017033680.1|DKIK	LOC6553823|XP_026831578.1|DERE
OG0008108	LOC108072812|XP_017019595.1|DKIK	LOC6555670|XP_001982375.1|DERE
OG0008109	LOC108084681|XP_017036501.1|DKIK	LOC6550922|XP_001976889.1|DERE
OG0008110	LOC108085922|XP_017038186.1|DKIK	LOC6551492|XP_001977187.1|DERE
OG0008111	LOC108082941|XP_017034043.1|DKIK	LOC6555509|XP_001982397.1|DERE
OG0008112	LOC108080321|XP_017030501.1|DKIK	LOC6555556|XP_001982581.3|DERE
OG0008113	LOC108079243|XP_017029018.1|DKIK	LOC6551240|XP_001978332.1|DERE
OG0008114	LOC108079161|XP_017028900.1|DKIK	LOC6551239|XP_001978331.1|DERE
OG0008115	LOC108080089|XP_017030179.1|DKIK	LOC6550526|XP_026838284.1|DERE
OG0008116	LOC108083838|XP_017035304.1|DKIK	LOC6550523|XP_026837333.1|DERE
OG0008117	LOC108083819|XP_017035260.1|DKIK	LOC6550457|XP_026837400.1|DERE
OG0008118	LOC108083795|XP_017035211.1|DKIK	LOC6555781|XP_001982399.1|DERE
OG0008119	LOC108082927|XP_017034007.1|DKIK	LOC6550497|XP_001977812.1|DERE
OG0008120	LOC108084477|XP_017036188.1|DKIK	LOC6551522|XP_001977165.3|DERE
OG0008121	LOC108078454|XP_017027831.1|DKIK	LOC6546800|XP_001975894.2|DERE
OG0008122	LOC108079383|XP_017029193.1|DKIK	LOC6551487|XP_026837954.1|DERE
OG0008123	LOC108079148|XP_017028884.1|DKIK	LOC6551286|XP_001978430.1|DERE
OG0008124	LOC108085754|XP_017037981.1|DKIK	LOC6555756|XP_026838096.1|DERE
OG0008125	LOC108080358|XP_017030559.1|DKIK	LOC6550916|XP_001976883.1|DERE
OG0008126	LOC108080262|XP_017030414.1|DKIK	LOC6551250|XP_001978438.1|DERE
OG0008127	LOC108076512|XP_017024911.1|DKIK	LOC6551596|XP_026838029.1|DERE
OG0008128	LOC108074955|XP_017022678.1|DKIK	LOC6550749|XP_001978046.1|DERE
OG0008129	LOC108079324|XP_017029110.1|DKIK	LOC6551248|XP_001978436.1|DERE
OG0008130	LOC108080139|XP_017030262.1|DKIK	LOC6550373|XP_001977854.1|DERE
OG0008131	LOC108080361|XP_017030564.1|DKIK	LOC6555549|XP_026838903.1|DERE
OG0008132	LOC108073165|XP_017020161.1|DKIK	LOC6554830|XP_001982003.1|DERE
OG0008133	LOC108080389|XP_017030604.1|DKIK	LOC6551038|XP_001978305.1|DERE
OG0008134	LOC108080547|XP_017030838.1|DKIK	LOC6551251|XP_001978439.1|DERE
OG0008135	LOC108085436|XP_017037520.1|DKIK	LOC6552680|XP_001980919.1|DERE
OG0008136	LOC108076885|XP_017025405.1|DKIK	LOC6543437|XP_001968713.2|DERE
OG0008137	LOC108071229|XP_017017402.1|DKIK	LOC6551277|XP_001976896.3|DERE
OG0008138	LOC108078906|XP_017028528.1|DKIK	LOC26526986|XP_015014376.1|DERE
OG0008139	LOC108070912|XP_017017057.1|DKIK	LOC6549483|XP_001975767.1|DERE
OG0008140	LOC108080385|XP_017030597.1|DKIK	LOC6550915|XP_026838031.1|DERE
OG0008141	LOC108074126|XP_017021514.1|DKIK	LOC6551696|XP_001977157.1|DERE
OG0008142	LOC108083581|XP_017034930.1|DKIK	LOC6550433|XP_001977793.2|DERE
OG0008143	LOC108084791|XP_017036628.1|DKIK	LOC6550601|XP_001978023.1|DERE
OG0008144	LOC108078260|XP_017027487.1|DKIK	LOC6546649|XP_001975858.1|DERE
OG0008145	LOC108076068|XP_017024260.1|DKIK	LOC6551151|XP_026837508.1|DERE
OG0008146	LOC108079455|XP_017029282.1|DKIK	LOC6551681|XP_001978530.1|DERE
OG0008147	LOC108079414|XP_017029229.1|DKIK	LOC6551679|XP_026838382.1|DERE
OG0008148	LOC108083826|XP_017035271.1|DKIK	LOC6551333|XP_026837332.1|DERE
OG0008149	LOC108076071|XP_017024266.1|DKIK	LOC6551528|XP_026837669.1|DERE
OG0008150	LOC108084488|XP_017036209.1|DKIK	LOC6551524|XP_001977167.1|DERE
OG0008151	LOC108079935|XP_017029959.1|DKIK	LOC6550196|XP_026838279.1|DERE
OG0008152	LOC108080218|XP_017030363.1|DKIK	LOC6555665|XP_026838245.1|DERE
OG0008153	LOC108076309|XP_017024574.1|DKIK	LOC6548505|XP_001976654.1|DERE
OG0008154	LOC108072741|XP_017019497.1|DKIK	LOC6545745|XP_001972752.1|DERE
OG0008155	LOC108073974|XP_017021306.1|DKIK	LOC26527107|XP_015014400.1|DERE
OG0008156	LOC108084999|XP_017036916.1|DKIK	LOC6554740|XP_001981075.1|DERE
OG0008157	LOC108077861|XP_017026883.1|DKIK	LOC6552026|XP_001980672.2|DERE
OG0008158	LOC108079955|XP_017030003.1|DKIK	LOC6550493|XP_001977938.1|DERE
OG0008159	LOC108080623|XP_017030936.1|DKIK	LOC26526073|XP_015014214.1|DERE
OG0008160	LOC108076612|XP_017025016.1|DKIK	LOC6547429|XP_001974808.2|DERE
OG0008161	LOC108079274|XP_017029057.1|DKIK	LOC6545430|XP_001971016.1|DERE
OG0008162	LOC108085959|XP_017038241.1|DKIK	LOC6549780|XP_001977311.1|DERE
OG0008163	LOC108084406|XP_017036093.1|DKIK	LOC6544638|XP_001972028.2|DERE
OG0008164	LOC108074254|XP_017021713.1|DKIK	LOC6549982|XP_026837285.1|DERE
OG0008165	LOC108084672|XP_017036488.1|DKIK	LOC6555595|XP_001982647.1|DERE
OG0008166	LOC108084995|XP_017036914.1|DKIK	LOC6551143|XP_001978289.1|DERE
OG0008167	LOC108083395|XP_017034635.1|DKIK	LOC6551146|XP_001978355.2|DERE
OG0008168	LOC108083553|XP_017034892.1|DKIK	LOC6551148|XP_001978357.1|DERE
OG0008169	LOC108080313|XP_017030492.1|DKIK	LOC6555643|XP_001982434.1|DERE
OG0008170	LOC108074748|XP_017022412.1|DKIK	LOC6549109|XP_001975574.1|DERE
OG0008171	LOC108083451|XP_017034708.1|DKIK	LOC6551640|XP_001978588.1|DERE
OG0008172	LOC108084837|XP_017036700.1|DKIK	LOC6553491|XP_026839767.1|DERE
OG0008173	LOC108073643|XP_017020851.1|DKIK	LOC26527100|XP_015012910.1|DERE
OG0008174	LOC108085123|XP_017037113.1|DKIK	LOC6549424|XP_001975704.1|DERE
OG0008175	LOC108083597|XP_017034951.1|DKIK	LOC6549814|XP_001977337.2|DERE
OG0008176	LOC108071689|XP_017017992.1|DKIK	LOC6555550|XP_001982414.2|DERE
OG0008177	LOC108083788|XP_017035202.1|DKIK	LOC6550960|XP_001976989.1|DERE
OG0008178	LOC108084486|XP_017036207.1|DKIK	LOC6549994|XP_001977460.1|DERE
OG0008179	LOC108080118|XP_017030239.1|DKIK	LOC6550777|XP_001978074.1|DERE
OG0008180	LOC108080099|XP_017030203.1|DKIK	LOC6555790|XP_001982460.1|DERE
OG0008181	LOC108080108|XP_017030216.1|DKIK	LOC6555789|XP_001982459.1|DERE
OG0008182	LOC108082498|XP_017033407.1|DKIK	LOC6542354|XP_001970406.1|DERE
OG0008183	LOC108070901|XP_017017046.1|DKIK	LOC6548295|XP_026836832.1|DERE
OG0008184	LOC108077272|XP_017026030.1|DKIK	LOC6542282|XP_026834942.1|DERE
OG0008185	LOC108077795|XP_017026785.1|DKIK	LOC6554380|XP_001981031.1|DERE
OG0008186	LOC108076324|XP_017024596.1|DKIK	LOC6548535|XP_001975375.1|DERE
OG0008187	LOC108076328|XP_017024602.1|DKIK	LOC26525974|XP_026835640.1|DERE
OG0008188	LOC108076322|XP_017024598.1|DKIK	LOC6541746|XP_026835350.1|DERE
OG0008189	LOC108072575|XP_017019270.1|DKIK	LOC6542196|XP_001969665.1|DERE
OG0008190	LOC108073935|XP_017021230.1|DKIK	LOC6545543|XP_001971108.1|DERE
OG0008191	LOC108083589|XP_017034938.1|DKIK	LOC6555741|XP_001982510.1|DERE
OG0008192	LOC108082934|XP_017034027.1|DKIK	LOC6550499|XP_026838354.1|DERE
OG0008193	LOC108074191|XP_017021622.1|DKIK	LOC6549885|XP_001978663.2|DERE
OG0008194	LOC108085251|XP_017037287.1|DKIK	LOC6543227|XP_026834678.1|DERE
OG0008195	LOC108083518|XP_017034831.1|DKIK	LOC6549508|XP_001975730.1|DERE
OG0008196	LOC108076178|XP_017024397.1|DKIK	LOC6547415|XP_001976278.1|DERE
OG0008197	LOC108082993|XP_017034105.1|DKIK	LOC6545699|XP_001972712.1|DERE
OG0008198	LOC108080374|XP_017030583.1|DKIK	LOC6555608|XP_001982443.3|DERE
OG0008199	LOC108083572|XP_017034918.1|DKIK	LOC6549816|XP_001977339.1|DERE
OG0008200	LOC108078529|XP_017027927.1|DKIK	LOC6547208|XP_001976157.1|DERE
OG0008201	LOC108073973|XP_017021305.1|DKIK	LOC6544368|XP_001972427.1|DERE
OG0008202	LOC108073816|XP_017021083.1|DKIK	LOC6556136|XP_026833705.1|DERE
OG0008203	LOC108079802|XP_017029771.1|DKIK	LOC6545680|XP_001971171.1|DERE
OG0008204	LOC108071193|XP_017017366.1|DKIK	LOC6551191|XP_001977025.1|DERE
OG0008205	LOC108071843|XP_017018246.1|DKIK	LOC6551369|XP_001977114.1|DERE
OG0008206	LOC108083658|XP_017035019.1|DKIK	LOC6544415|XP_001973159.1|DERE
OG0008207	LOC108075079|XP_017022850.1|DKIK	LOC6546119|XP_001973536.1|DERE
OG0008208	LOC108082565|XP_017033505.1|DKIK	LOC6548526|XP_026836867.1|DERE
OG0008209	LOC108079860|XP_017029861.1|DKIK	LOC6546471|XP_001971752.1|DERE
OG0008210	LOC108084752|XP_017036553.1|DKIK	LOC6545610|XP_001972674.1|DERE
OG0008211	LOC108074601|XP_017022205.1|DKIK	LOC6542217|XP_001969410.1|DERE
OG0008212	LOC108083289|XP_017034508.1|DKIK	LOC6545576|XP_001973354.1|DERE
OG0008213	LOC108076046|XP_017024206.1|DKIK	LOC6555544|XP_001982405.1|DERE
OG0008214	LOC108070475|XP_017016448.1|DKIK	LOC6545313|XP_001972555.1|DERE
OG0008215	LOC108082657|XP_017033643.1|DKIK	LOC6550049|XP_001977515.1|DERE
OG0008216	LOC108075031|XP_017022775.1|DKIK	LOC6545754|XP_001973452.1|DERE
OG0008217	LOC108080086|XP_017030172.1|DKIK	LOC6550420|XP_001977805.1|DERE
OG0008218	LOC108082418|XP_017033258.1|DKIK	LOC6548520|XP_001975402.2|DERE
OG0008219	LOC108083807|XP_017035237.1|DKIK	LOC6549908|XP_026838508.1|DERE
OG0008220	LOC108085947|XP_017038223.1|DKIK	LOC6551410|XP_015010880.1|DERE
OG0008221	LOC108074273|XP_017021734.1|DKIK	LOC6549614|XP_026836060.1|DERE
OG0008222	LOC108072788|XP_017019563.1|DKIK	LOC6544106|XP_001973761.1|DERE
OG0008223	LOC108072766|XP_017019531.1|DKIK	LOC6545953|XP_015013105.1|DERE
OG0008224	LOC108075205|XP_017023029.1|DKIK	LOC6546300|XP_001973532.2|DERE
OG0008225	LOC108079267|XP_017029047.1|DKIK	LOC6551309|XP_001977097.1|DERE
OG0008226	LOC108076009|XP_017024154.1|DKIK	LOC6550948|XP_001976968.1|DERE
OG0008227	LOC108084900|XP_017036783.1|DKIK	LOC6554802|XP_001981580.2|DERE
OG0008228	LOC108073439|XP_017020548.1|DKIK	LOC6554538|XP_026831787.1|DERE
OG0008229	LOC108085887|XP_017038139.1|DKIK	LOC6552055|XP_015010048.1|DERE
OG0008230	LOC108084843|XP_017036706.1|DKIK	LOC6551938|XP_001979682.1|DERE
OG0008232	LOC108079748|XP_017029652.1|DKIK	LOC6545946|XP_026832523.1|DERE
OG0008233	LOC108082678|XP_017033665.1|DKIK	LOC6549100|XP_026836215.1|DERE
OG0008234	LOC108072339|XP_017018916.1|DKIK	LOC6548584|XP_001976698.1|DERE
OG0008235	LOC108083818|XP_017035259.1|DKIK	LOC6551389|XP_001977234.1|DERE
OG0008236	LOC108070933|XP_017017074.1|DKIK	LOC6542518|XP_001970810.1|DERE
OG0008237	LOC108070893|XP_017017027.1|DKIK	LOC6542117|XP_001970586.1|DERE
OG0008238	LOC108079047|XP_017028741.1|DKIK	LOC6545668|XP_001971143.1|DERE
OG0008239	LOC108080208|XP_017030355.1|DKIK	LOC6546230|XP_001973572.1|DERE
OG0008240	LOC108081181|XP_017031729.1|DKIK	LOC6547015|XP_001974702.1|DERE
OG0008243	LOC108072881|XP_017019690.1|DKIK	LOC6546777|XP_001976004.2|DERE
