Orthogroup	DKIK.longest_only	AALB.longest_only
OG0007056	LOC108079837|XP_017029827.1|DKIK	LOC118459421|XP_035778658.1|AALB
OG0007057	LOC108083471|XP_017034748.1|DKIK	LOC118459841|XP_035779502.1|AALB
OG0007058	LOC108079006|XP_017028672.1|DKIK	LOC118459836|XP_035779495.1|AALB
OG0007059	LOC108079617|XP_017029481.1|DKIK	LOC118458171|XP_035776269.1|AALB
OG0007060	LOC108079575|XP_017029408.1|DKIK	LOC118458174|XP_035776272.1|AALB
OG0007061	LOC108079582|XP_017029415.1|DKIK	LOC118458175|XP_035776273.1|AALB
OG0007062	LOC108074289|XP_017021764.1|DKIK	LOC118460689|XP_035781094.1|AALB
OG0007063	LOC108074815|XP_017022500.1|DKIK	LOC118456378|XP_035772958.1|AALB
OG0007064	LOC108078080|XP_017027157.1|DKIK	LOC118459281|XP_035778420.1|AALB
OG0007065	LOC108080682|XP_017031003.1|DKIK	LOC118459276|XP_035778406.1|AALB
OG0007066	LOC108072790|XP_017019560.1|DKIK	LOC118456387|XP_035772970.1|AALB
OG0007067	LOC108077254|XP_017026006.1|DKIK	LOC118456374|XP_035772951.1|AALB
OG0007068	LOC108082048|XP_017032814.1|DKIK	LOC118456389|XP_035772972.1|AALB
OG0007069	LOC108081514|XP_017032221.1|DKIK	LOC118457982|XP_035775927.1|AALB
OG0007070	LOC108078393|XP_017027737.1|DKIK	LOC118459031|XP_035777940.1|AALB
OG0007071	LOC108072333|XP_017018907.1|DKIK	LOC118458205|XP_035776343.1|AALB
OG0007073	LOC108077396|XP_017026178.1|DKIK	LOC118456505|XP_035773226.1|AALB
OG0007074	LOC108078402|XP_017027748.1|DKIK	LOC118458044|XP_035776056.1|AALB
OG0007075	LOC108074548|XP_017022133.1|DKIK	LOC118456916|XP_035773938.1|AALB
OG0007076	LOC108074739|XP_017022400.1|DKIK	LOC118458663|XP_035777254.1|AALB
OG0007077	LOC108077140|XP_017025843.1|DKIK	LOC118458767|XP_035777452.1|AALB
OG0007078	LOC108085353|XP_017037409.1|DKIK	LOC118459639|XP_035779112.1|AALB
OG0007079	LOC108085355|XP_017037411.1|DKIK	LOC118459648|XP_035779123.1|AALB
OG0007080	LOC108082244|XP_017033072.1|DKIK	LOC118468729|XP_035795756.1|AALB
OG0007081	LOC108079984|XP_017030039.1|DKIK	LOC118468730|XP_035795762.1|AALB
OG0007082	LOC108079675|XP_017029562.1|DKIK	LOC118468325|XP_035794962.1|AALB
OG0007083	LOC108074596|XP_017022199.1|DKIK	LOC118457686|XP_035775346.1|AALB
OG0007084	LOC108084470|XP_017036173.1|DKIK	LOC118461838|XP_035783491.1|AALB
OG0007085	LOC108072602|XP_017019311.1|DKIK	LOC118461845|XP_035783520.1|AALB
OG0007086	LOC108072620|XP_017019335.1|DKIK	LOC118459761|XP_035779351.1|AALB
OG0007087	LOC108085523|XP_017037644.1|DKIK	LOC118460517|XP_035780785.1|AALB
OG0007088	LOC108073633|XP_017020834.1|DKIK	LOC118460509|XP_035780763.1|AALB
OG0007089	LOC108079060|XP_017028765.1|DKIK	LOC118458076|XP_035776124.1|AALB
OG0007090	LOC108074540|XP_017022119.1|DKIK	LOC118458494|XP_035776940.1|AALB
OG0007091	LOC108072612|XP_017019324.1|DKIK	LOC118458484|XP_035776927.1|AALB
OG0007092	LOC108075619|XP_017023641.1|DKIK	LOC118458074|XP_035776122.1|AALB
OG0007093	LOC108077241|XP_017025989.1|DKIK	LOC118458080|XP_035776130.1|AALB
OG0007094	LOC108077242|XP_017025991.1|DKIK	LOC118456630|XP_035773451.1|AALB
OG0007095	LOC108082766|XP_017033782.1|DKIK	LOC118461855|XP_035783548.1|AALB
OG0007096	LOC108082849|XP_017033909.1|DKIK	LOC118461856|XP_035783549.1|AALB
OG0007097	LOC108081351|XP_017031986.1|DKIK	LOC118461547|XP_035782889.1|AALB
OG0007098	LOC108081372|XP_017032015.1|DKIK	LOC118468864|XP_035796037.1|AALB
OG0007099	LOC108080762|XP_017031104.1|DKIK	LOC118456896|XP_035773910.1|AALB
OG0007100	LOC108077424|XP_017026216.1|DKIK	LOC118456886|XP_035773899.1|AALB
OG0007101	LOC108077411|XP_017026200.1|DKIK	LOC118456897|XP_035773913.1|AALB
OG0007103	LOC108077013|XP_017025581.1|DKIK	LOC118456173|XP_035772612.1|AALB
OG0007104	LOC108077014|XP_017025582.1|DKIK	LOC118456174|XP_035772613.1|AALB
OG0007105	LOC108077122|XP_017025813.1|DKIK	LOC118460009|XP_035779828.1|AALB
OG0007106	LOC108079167|XP_017028910.1|DKIK	LOC118461536|XP_035782875.1|AALB
OG0007107	LOC108074589|XP_017022185.1|DKIK	LOC118456424|XP_035773059.1|AALB
OG0007108	LOC108077282|XP_017026049.1|DKIK	LOC118457236|XP_035774509.1|AALB
OG0007109	LOC108079621|XP_017029486.1|DKIK	LOC118456224|XP_035772702.1|AALB
OG0007110	LOC108085356|XP_017037415.1|DKIK	LOC118456219|XP_035772693.1|AALB
OG0007111	LOC108082533|XP_017033461.1|DKIK	LOC118456212|XP_035772676.1|AALB
OG0007112	LOC108086137|XP_017038481.1|DKIK	LOC118462012|XP_035783851.1|AALB
OG0007113	LOC108073532|XP_017020702.1|DKIK	LOC118456444|XP_035773098.1|AALB
OG0007114	LOC108082255|XP_017033089.1|DKIK	LOC118456442|XP_035773096.1|AALB
OG0007115	LOC108077289|XP_017026057.1|DKIK	LOC118456441|XP_035773095.1|AALB
OG0007116	LOC108076895|XP_017025416.1|DKIK	LOC118460521|XP_035780790.1|AALB
OG0007117	LOC108074404|XP_017021920.1|DKIK	LOC118460527|XP_035780800.1|AALB
OG0007118	LOC108082038|XP_017032800.1|DKIK	LOC118460516|XP_035780784.1|AALB
OG0007119	LOC108083603|XP_017034961.1|DKIK	LOC118462024|XP_035783883.1|AALB
OG0007120	LOC108076054|XP_017024228.1|DKIK	LOC118457841|XP_035775614.1|AALB
OG0007121	LOC108079162|XP_017028901.1|DKIK	LOC118460653|XP_035781009.1|AALB
OG0007122	LOC108079262|XP_017029041.1|DKIK	LOC118468838|XP_035795971.1|AALB
OG0007123	LOC108079166|XP_017028906.1|DKIK	LOC118468839|XP_035795972.1|AALB
OG0007124	LOC108070460|XP_017016429.1|DKIK	LOC118456674|XP_035773539.1|AALB
OG0007125	LOC108084779|XP_017036589.1|DKIK	LOC118457898|XP_035775770.1|AALB
OG0007126	LOC108072774|XP_017019543.1|DKIK	LOC118457838|XP_035775610.1|AALB
OG0007127	LOC108075028|XP_017022771.1|DKIK	LOC118457342|XP_035774733.1|AALB
OG0007128	LOC108084774|XP_017036583.1|DKIK	LOC118457341|XP_035774732.1|AALB
OG0007129	LOC108084766|XP_017036573.1|DKIK	LOC118460290|XP_035780376.1|AALB
OG0007130	LOC108075029|XP_017022772.1|DKIK	LOC118460294|XP_035780382.1|AALB
OG0007131	LOC108075228|XP_017023063.1|DKIK	LOC118461280|XP_035782326.1|AALB
OG0007132	LOC108075315|XP_017023207.1|DKIK	LOC118461282|XP_035782328.1|AALB
OG0007133	LOC108079901|XP_017029921.1|DKIK	LOC118460961|XP_035781630.1|AALB
OG0007134	LOC108078818|XP_017028391.1|DKIK	LOC118460954|XP_035781623.1|AALB
OG0007135	LOC108078709|XP_017028159.1|DKIK	LOC118460399|XP_035780571.1|AALB
OG0007136	LOC108073951|XP_017021257.1|DKIK	LOC118460391|XP_035780557.1|AALB
OG0007137	LOC108080311|XP_017030480.1|DKIK	LOC118459927|XP_035779668.1|AALB
OG0007138	LOC108080355|XP_017030554.1|DKIK	LOC118468487|XP_035795207.1|AALB
OG0007139	LOC108083448|XP_017034701.1|DKIK	LOC118468990|XP_035796299.1|AALB
OG0007140	LOC108083435|XP_017034679.1|DKIK	LOC118468992|XP_035796311.1|AALB
OG0007141	LOC108085756|XP_017037984.1|DKIK	LOC118460022|XP_035779847.1|AALB
OG0007142	LOC108083288|XP_017034507.1|DKIK	LOC118468844|XP_035795981.1|AALB
OG0007143	LOC108073522|XP_017020690.1|DKIK	LOC118459469|XP_035778770.1|AALB
OG0007144	LOC108072077|XP_017018575.1|DKIK	LOC118459465|XP_035778766.1|AALB
OG0007145	LOC108073191|XP_017020192.1|DKIK	LOC118459468|XP_035778769.1|AALB
OG0007146	LOC108085894|XP_017038148.1|DKIK	LOC118459485|XP_035778791.1|AALB
OG0007147	LOC108085713|XP_017037925.1|DKIK	LOC118461692|XP_035783202.1|AALB
OG0007148	LOC108074934|XP_017022651.1|DKIK	LOC118461437|XP_035782638.1|AALB
OG0007149	LOC108076694|XP_017025136.1|DKIK	LOC118468462|XP_035795148.1|AALB
OG0007151	LOC108078661|XP_017028079.1|DKIK	LOC118456531|XP_035773266.1|AALB
OG0007152	LOC108080123|XP_017030243.1|DKIK	LOC118456305|XP_035772836.1|AALB
OG0007153	LOC108075883|XP_017023978.1|DKIK, LOC108082936|XP_017034031.1|DKIK	LOC118456951|XP_035774019.1|AALB
OG0007154	LOC108076510|XP_017024905.1|DKIK	LOC118459853|XP_035779516.1|AALB
OG0007155	LOC108073112|XP_017020096.1|DKIK	LOC118461530|XP_035782855.1|AALB
OG0007156	LOC108071340|XP_017017555.1|DKIK	LOC118456950|XP_035774018.1|AALB
OG0007157	LOC108085445|XP_017037544.1|DKIK	LOC118458627|XP_035777208.1|AALB
OG0007158	LOC108079766|XP_017029678.1|DKIK	LOC118458631|XP_035777213.1|AALB
OG0007159	LOC108084666|XP_017036477.1|DKIK	LOC118459633|XP_035779104.1|AALB
OG0007160	LOC108085718|XP_017037929.1|DKIK	LOC118460777|XP_035781274.1|AALB
OG0007161	LOC108080401|XP_017030618.1|DKIK	LOC118459919|XP_035779654.1|AALB
OG0007162	LOC108085938|XP_017038209.1|DKIK	LOC118459918|XP_035779653.1|AALB
OG0007163	LOC108084919|XP_017036805.1|DKIK	LOC118456708|XP_035773637.1|AALB
OG0007164	LOC108084967|XP_017036872.1|DKIK	LOC118466404|XP_035791565.1|AALB
OG0007165	LOC108083499|XP_017034794.1|DKIK	LOC118462077|XP_035783979.1|AALB
OG0007166	LOC108077532|XP_017026400.1|DKIK	LOC118462071|XP_035783960.1|AALB
OG0007167	LOC108080500|XP_017030751.1|DKIK	LOC118468449|XP_035795118.1|AALB
OG0007168	LOC108082935|XP_017034028.1|DKIK	LOC118457319|XP_035774701.1|AALB
OG0007169	LOC108083369|XP_017034602.1|DKIK	LOC118457321|XP_035774705.1|AALB
OG0007170	LOC108084574|XP_017036332.1|DKIK	LOC118468484|XP_035795198.1|AALB
OG0007171	LOC108080552|XP_017030845.1|DKIK	LOC118461045|XP_035781828.1|AALB
OG0007172	LOC108080369|XP_017030579.1|DKIK	LOC118456641|XP_035773472.1|AALB
OG0007173	LOC108080335|XP_017030523.1|DKIK	LOC118456639|XP_035773467.1|AALB
OG0007174	LOC108083754|XP_017035160.1|DKIK	LOC118461233|XP_035782225.1|AALB
OG0007175	LOC108070387|XP_017016327.1|DKIK	LOC118459716|XP_035779269.1|AALB
OG0007176	LOC108071308|XP_017017503.1|DKIK	LOC118458623|XP_035777200.1|AALB
OG0007177	LOC108075574|XP_017023580.1|DKIK	LOC118461526|XP_035782850.1|AALB
OG0007178	LOC108085435|XP_017037518.1|DKIK	LOC118459466|XP_035778767.1|AALB
OG0007179	LOC108081104|XP_017031589.1|DKIK	LOC118459480|XP_035778784.1|AALB
OG0007180	LOC108075575|XP_017023581.1|DKIK	LOC118459472|XP_035778777.1|AALB
OG0007181	LOC108085779|XP_017038018.1|DKIK	LOC118458172|XP_035776270.1|AALB
OG0007182	LOC108081780|XP_017032485.1|DKIK	LOC118461604|XP_035783014.1|AALB
OG0007183	LOC108081771|XP_017032468.1|DKIK	LOC118459678|XP_035779179.1|AALB
OG0007184	LOC108081762|XP_017032453.1|DKIK	LOC118459674|XP_035779174.1|AALB
OG0007185	LOC108077328|XP_017026105.1|DKIK	LOC118468613|XP_035795507.1|AALB
OG0007186	LOC108071303|XP_017017498.1|DKIK	LOC118459576|XP_035778994.1|AALB
OG0007187	LOC108085873|XP_017038121.1|DKIK	LOC118459175|XP_035778214.1|AALB
OG0007188	LOC108075613|XP_017023635.1|DKIK	LOC118459177|XP_035778226.1|AALB
OG0007189	LOC108073247|XP_017020292.1|DKIK	LOC118459180|XP_035778229.1|AALB
OG0007190	LOC108072012|XP_017018480.1|DKIK	LOC118459185|XP_035778235.1|AALB
OG0007191	LOC108071916|XP_017018363.1|DKIK	LOC118459178|XP_035778227.1|AALB
OG0007192	LOC108075200|XP_017023025.1|DKIK	LOC118458460|XP_035776866.1|AALB
OG0007193	LOC108075198|XP_017023023.1|DKIK	LOC118458452|XP_035776833.1|AALB
OG0007194	LOC108074940|XP_017022661.1|DKIK	LOC118458459|XP_035776865.1|AALB
OG0007195	LOC108080776|XP_017031129.1|DKIK	LOC118459858|XP_035779524.1|AALB
OG0007196	LOC108083977|XP_017035477.1|DKIK	LOC118456953|XP_035774022.1|AALB
OG0007197	LOC108072755|XP_017019516.1|DKIK	LOC118458624|XP_035777201.1|AALB
OG0007198	LOC108081767|XP_017032458.1|DKIK	LOC118457259|XP_035774540.1|AALB
OG0007199	LOC108083186|XP_017034374.1|DKIK	LOC118457256|XP_035774536.1|AALB
OG0007200	LOC108084144|XP_017035679.1|DKIK	LOC118457252|XP_035774533.1|AALB
OG0007201	LOC108082991|XP_017034103.1|DKIK	LOC118467541|XP_035794036.1|AALB
OG0007202	LOC108071536|XP_017017797.1|DKIK	LOC118467534|XP_035794014.1|AALB
OG0007203	LOC108071523|XP_017017781.1|DKIK	LOC118459071|XP_035778003.1|AALB
OG0007204	LOC108084718|XP_017036543.1|DKIK	LOC118459064|XP_035777991.1|AALB
OG0007205	LOC108071554|XP_017017822.1|DKIK	LOC118459066|XP_035777996.1|AALB
OG0007206	LOC108072031|XP_017018500.1|DKIK	LOC118460278|XP_035780355.1|AALB
OG0007207	LOC108071309|XP_017017504.1|DKIK	LOC118460279|XP_035780356.1|AALB
OG0007208	LOC108073204|XP_017020210.1|DKIK	LOC118457065|XP_035774221.1|AALB
OG0007209	LOC108073205|XP_017020212.1|DKIK	LOC118457064|XP_035774220.1|AALB
OG0007210	LOC108081776|XP_017032481.1|DKIK	LOC118457370|XP_035774792.1|AALB
OG0007211	LOC108072030|XP_017018499.1|DKIK	LOC118457062|XP_035774217.1|AALB
OG0007212	LOC108085876|XP_017038127.1|DKIK	LOC118456862|XP_035773858.1|AALB
OG0007214	LOC108083118|XP_017034272.1|DKIK	LOC118458862|XP_035777696.1|AALB
OG0007215	LOC108085667|XP_017037846.1|DKIK	LOC118461706|XP_035783224.1|AALB
OG0007216	LOC108073670|XP_017020885.1|DKIK	LOC118468885|XP_035796070.1|AALB
OG0007217	LOC108072072|XP_017018564.1|DKIK	LOC118468888|XP_035796074.1|AALB
OG0007218	LOC108083659|XP_017035021.1|DKIK	LOC118460262|XP_035780327.1|AALB
OG0007219	LOC108084238|XP_017035858.1|DKIK	LOC118459693|XP_035779224.1|AALB
OG0007220	LOC108085669|XP_017037849.1|DKIK	LOC118458689|XP_035777320.1|AALB
OG0007221	LOC108085916|XP_017038178.1|DKIK	LOC118458688|XP_035777319.1|AALB
OG0007222	LOC108081157|XP_017031685.1|DKIK	LOC118457351|XP_035774742.1|AALB
OG0007223	LOC108084962|XP_017036867.1|DKIK	LOC118460592|XP_035780905.1|AALB
OG0007224	LOC108075647|XP_017023683.1|DKIK	LOC118460584|XP_035780896.1|AALB
OG0007225	LOC108084098|XP_017035614.1|DKIK	LOC118460601|XP_035780922.1|AALB
OG0007226	LOC108083180|XP_017034364.1|DKIK	LOC118460580|XP_035780886.1|AALB
OG0007227	LOC108083167|XP_017034343.1|DKIK	LOC118457533|XP_035775078.1|AALB
OG0007228	LOC108079914|XP_017029940.1|DKIK	LOC118457698|XP_035775363.1|AALB
OG0007229	LOC108075628|XP_017023654.1|DKIK	LOC118459016|XP_035777911.1|AALB
OG0007230	LOC108084834|XP_017036696.1|DKIK	LOC118461719|XP_035783272.1|AALB
OG0007231	LOC108080473|XP_017030707.1|DKIK	LOC118461714|XP_035783264.1|AALB
OG0007232	LOC108078689|XP_017028126.1|DKIK	LOC118459912|XP_035779639.1|AALB
OG0007233	LOC108078890|XP_017028510.1|DKIK	LOC118459914|XP_035779648.1|AALB
OG0007234	LOC108071887|XP_017018305.1|DKIK	LOC118457881|XP_035775703.1|AALB
OG0007235	LOC108071967|XP_017018432.1|DKIK	LOC118457879|XP_035775701.1|AALB
OG0007236	LOC108084126|XP_017035654.1|DKIK	LOC118468608|XP_035795492.1|AALB
OG0007237	LOC108083183|XP_017034370.1|DKIK	LOC118468607|XP_035795491.1|AALB
OG0007238	LOC108075355|XP_017023253.1|DKIK	LOC118461786|XP_035783408.1|AALB
OG0007239	LOC108080768|XP_017031117.1|DKIK	LOC118468494|XP_035795215.1|AALB
OG0007240	LOC108083208|XP_017034402.1|DKIK	LOC118468496|XP_035795219.1|AALB
OG0007241	LOC108083952|XP_017035447.1|DKIK	LOC118458123|XP_035776196.1|AALB
OG0007242	LOC108083951|XP_017035442.1|DKIK	LOC118458122|XP_035776189.1|AALB
OG0007243	LOC108080287|XP_017030443.1|DKIK	LOC118461137|XP_035781991.1|AALB
OG0007244	LOC108080982|XP_017031396.1|DKIK	LOC118458210|XP_035776348.1|AALB
OG0007245	LOC108073725|XP_017020969.1|DKIK	LOC118461111|XP_035781923.1|AALB
OG0007246	LOC108077706|XP_017026634.1|DKIK	LOC118459001|XP_035777896.1|AALB
OG0007247	LOC108074742|XP_017022403.1|DKIK	LOC118456294|XP_035772825.1|AALB
OG0007248	LOC108079360|XP_017029157.1|DKIK	LOC118458969|XP_035777849.1|AALB
OG0007249	LOC108080084|XP_017030165.1|DKIK	LOC118456705|XP_035773615.1|AALB
OG0007250	LOC108083864|XP_017035340.1|DKIK	LOC118459738|XP_035779307.1|AALB
OG0007251	LOC108085433|XP_017037514.1|DKIK	LOC118459739|XP_035779308.1|AALB
OG0007252	LOC108084113|XP_017035632.1|DKIK	LOC118458066|XP_035776108.1|AALB
OG0007253	LOC108078817|XP_017028389.1|DKIK	LOC118461813|XP_035783458.1|AALB
OG0007254	LOC108084844|XP_017036707.1|DKIK	LOC118457300|XP_035774663.1|AALB
OG0007255	LOC108085228|XP_017037255.1|DKIK	LOC118461527|XP_035782852.1|AALB
OG0007256	LOC108075576|XP_017023582.1|DKIK	LOC118459478|XP_035778782.1|AALB
OG0007257	LOC108085624|XP_017037785.1|DKIK	LOC118469021|XP_035796358.1|AALB
OG0007258	LOC108085625|XP_017037786.1|DKIK	LOC118461175|XP_035782078.1|AALB
OG0007259	LOC108080078|XP_017030154.1|DKIK	LOC118459454|XP_035778756.1|AALB
OG0007260	LOC108073854|XP_017021125.1|DKIK	LOC118459458|XP_035778760.1|AALB
OG0007261	LOC108072899|XP_017019711.1|DKIK	LOC118458285|XP_035776501.1|AALB
OG0007262	LOC108080309|XP_017030478.1|DKIK	LOC118459546|XP_035778919.1|AALB
OG0007263	LOC108075333|XP_017023232.1|DKIK	LOC118459547|XP_035778920.1|AALB
OG0007264	LOC108084801|XP_017036647.1|DKIK	LOC118457026|XP_035774154.1|AALB
OG0007265	LOC108076522|XP_017024924.1|DKIK	LOC118459722|XP_035779288.1|AALB
OG0007266	LOC108084197|XP_017035789.1|DKIK	LOC118456141|XP_035772535.1|AALB
OG0007267	LOC108084851|XP_017036719.1|DKIK	LOC118456670|XP_035773535.1|AALB
OG0007268	LOC108082459|XP_017033324.1|DKIK	LOC118456668|XP_035773528.1|AALB
OG0007269	LOC108075973|XP_017024113.1|DKIK	LOC118459195|XP_035778249.1|AALB
OG0007270	LOC108075720|XP_017023747.1|DKIK	LOC118457201|XP_035774444.1|AALB
OG0007271	LOC108081044|XP_017031503.1|DKIK	LOC118457204|XP_035774452.1|AALB
OG0007272	LOC108083086|XP_017034221.1|DKIK	LOC118457216|XP_035774484.1|AALB
OG0007273	LOC108084888|XP_017036773.1|DKIK	LOC118457209|XP_035774467.1|AALB
OG0007274	LOC108084316|XP_017035968.1|DKIK	LOC118457220|XP_035774491.1|AALB
OG0007275	LOC108080544|XP_017030840.1|DKIK	LOC118457206|XP_035774460.1|AALB
OG0007276	LOC108080523|XP_017030808.1|DKIK	LOC118460039|XP_035779895.1|AALB
OG0007277	LOC108083252|XP_017034448.1|DKIK	LOC118460036|XP_035779872.1|AALB
OG0007278	LOC108078834|XP_017028413.1|DKIK	LOC118460040|XP_035779896.1|AALB
OG0007279	LOC108078784|XP_017028324.1|DKIK	LOC118468960|XP_035796216.1|AALB
OG0007280	LOC108085822|XP_017038062.1|DKIK	LOC118457036|XP_035774163.1|AALB
OG0007281	LOC108081248|XP_017031821.1|DKIK	LOC118461152|XP_035782020.1|AALB
OG0007282	LOC108081247|XP_017031820.1|DKIK	LOC118461149|XP_035782016.1|AALB
OG0007283	LOC108085890|XP_017038144.1|DKIK	LOC118461150|XP_035782017.1|AALB
OG0007284	LOC108083920|XP_017035404.1|DKIK	LOC118468801|XP_035795904.1|AALB
OG0007285	LOC108079272|XP_017029055.1|DKIK	LOC118467031|XP_035792908.1|AALB
OG0007286	LOC108083485|XP_017034772.1|DKIK	LOC118460127|XP_035780069.1|AALB
OG0007287	LOC108079070|XP_017028776.1|DKIK	LOC118460129|XP_035780074.1|AALB
OG0007288	LOC108079957|XP_017030006.1|DKIK	LOC118467024|XP_035792873.1|AALB
OG0007289	LOC108079156|XP_017028893.1|DKIK	LOC118459724|XP_035779291.1|AALB
OG0007290	LOC108083218|XP_017034417.1|DKIK	LOC118459671|XP_035779171.1|AALB
OG0007291	LOC108079411|XP_017029227.1|DKIK	LOC118458909|XP_035777764.1|AALB
OG0007292	LOC108082954|XP_017034058.1|DKIK	LOC118458913|XP_035777770.1|AALB
OG0007293	LOC108078816|XP_017028390.1|DKIK	LOC118468896|XP_035796082.1|AALB
OG0007294	LOC108084250|XP_017035877.1|DKIK	LOC118460221|XP_035780235.1|AALB
OG0007295	LOC108080960|XP_017031363.1|DKIK	LOC118460760|XP_035781251.1|AALB
OG0007296	LOC108070688|XP_017016754.1|DKIK	LOC118461130|XP_035781984.1|AALB
OG0007297	LOC108075476|XP_017023418.1|DKIK	LOC118461134|XP_035781988.1|AALB
OG0007298	LOC108075557|XP_017023555.1|DKIK	LOC118461135|XP_035781989.1|AALB
OG0007299	LOC108081257|XP_017031838.1|DKIK	LOC118458831|XP_035777613.1|AALB
OG0007300	LOC108085650|XP_017037828.1|DKIK	LOC118468655|XP_035795580.1|AALB
OG0007301	LOC108085417|XP_017037473.1|DKIK	LOC118461587|XP_035782981.1|AALB
OG0007302	LOC108075580|XP_017023586.1|DKIK	LOC118468987|XP_035796289.1|AALB
OG0007303	LOC108075188|XP_017023012.1|DKIK	LOC118458133|XP_035776212.1|AALB
OG0007304	LOC108077452|XP_017026263.1|DKIK	LOC118466694|XP_035792221.1|AALB
OG0007305	LOC108080688|XP_017031014.1|DKIK	LOC118460854|XP_035781453.1|AALB
OG0007306	LOC108080687|XP_017031011.1|DKIK	LOC118460853|XP_035781451.1|AALB
OG0007307	LOC108080872|XP_017031264.1|DKIK	LOC118460098|XP_035780018.1|AALB
OG0007308	LOC108083668|XP_017035031.1|DKIK	LOC118458637|XP_035777219.1|AALB
OG0007309	LOC108072154|XP_017018686.1|DKIK	LOC118457899|XP_035775778.1|AALB
OG0007310	LOC108072163|XP_017018697.1|DKIK	LOC118459078|XP_035778018.1|AALB
OG0007311	LOC108073213|XP_017020229.1|DKIK	LOC118459073|XP_035778006.1|AALB
OG0007312	LOC108076323|XP_017024595.1|DKIK	LOC118468543|XP_035795320.1|AALB
OG0007313	LOC108083541|XP_017034874.1|DKIK	LOC118460646|XP_035780999.1|AALB
OG0007314	LOC108083598|XP_017034952.1|DKIK	LOC118460649|XP_035781003.1|AALB
OG0007315	LOC108085964|XP_017038251.1|DKIK	LOC118468745|XP_035795796.1|AALB
OG0007316	LOC108077649|XP_017026591.1|DKIK	LOC118457217|XP_035774486.1|AALB
OG0007317	LOC108073226|XP_017020252.1|DKIK	LOC118460045|XP_035779900.1|AALB
OG0007318	LOC108073222|XP_017020245.1|DKIK	LOC118460037|XP_035779888.1|AALB
OG0007319	LOC108083138|XP_017034308.1|DKIK	LOC118456860|XP_035773853.1|AALB
OG0007320	LOC108085904|XP_017038162.1|DKIK	LOC118461314|XP_035782402.1|AALB
OG0007321	LOC108083564|XP_017034908.1|DKIK	LOC118461612|XP_035783042.1|AALB
OG0007322	LOC108079982|XP_017030041.1|DKIK	LOC118460871|XP_035781497.1|AALB
OG0007323	LOC108076004|XP_017024148.1|DKIK	LOC118460869|XP_035781493.1|AALB
OG0007324	LOC108075497|XP_017023448.1|DKIK	LOC118459984|XP_035779774.1|AALB
OG0007325	LOC108084248|XP_017035874.1|DKIK	LOC118459977|XP_035779765.1|AALB
OG0007326	LOC108075495|XP_017023444.1|DKIK	LOC118461503|XP_035782820.1|AALB
OG0007327	LOC108079841|XP_017029833.1|DKIK	LOC118458516|XP_035776980.1|AALB
OG0007328	LOC108080911|XP_017031304.1|DKIK	LOC118459982|XP_035779772.1|AALB
OG0007329	LOC108071359|XP_017017590.1|DKIK	LOC118457783|XP_035775521.1|AALB
OG0007331	LOC108083830|XP_017035290.1|DKIK	LOC118461494|XP_035782811.1|AALB
OG0007332	LOC108079946|XP_017029981.1|DKIK	LOC118458323|XP_035776564.1|AALB
OG0007333	LOC108070679|XP_017016741.1|DKIK	LOC118460331|XP_035780438.1|AALB
OG0007334	LOC108077444|XP_017026252.1|DKIK	LOC118459005|XP_035777902.1|AALB
OG0007335	LOC108078873|XP_017028483.1|DKIK	LOC118458914|XP_035777772.1|AALB
OG0007336	LOC108084637|XP_017036413.1|DKIK, LOC108080515|XP_017030783.1|DKIK	LOC118460734|XP_035781185.1|AALB
OG0007337	LOC108077540|XP_017026419.1|DKIK	LOC118468761|XP_035795827.1|AALB
OG0007338	LOC108073764|XP_017021019.1|DKIK	LOC118460149|XP_035780136.1|AALB
OG0007339	LOC108081115|XP_017031606.1|DKIK	LOC118460837|XP_035781412.1|AALB
OG0007340	LOC108084812|XP_017036660.1|DKIK	LOC118459316|XP_035778455.1|AALB
OG0007341	LOC108075606|XP_017023626.1|DKIK	LOC118461061|XP_035781842.1|AALB
OG0007342	LOC108070724|XP_017016810.1|DKIK	LOC118457272|XP_035774559.1|AALB
OG0007343	LOC108073192|XP_017020193.1|DKIK	LOC118456867|XP_035773864.1|AALB
OG0007344	LOC108074393|XP_017021907.1|DKIK	LOC118456866|XP_035773862.1|AALB
OG0007345	LOC108073194|XP_017020197.1|DKIK	LOC118459338|XP_035778503.1|AALB
OG0007346	LOC108078652|XP_017028069.1|DKIK	LOC118459876|XP_035779557.1|AALB
OG0007347	LOC108079191|XP_017028937.1|DKIK	LOC118457779|XP_035775504.1|AALB
OG0007348	LOC108079187|XP_017028933.1|DKIK	LOC118457768|XP_035775485.1|AALB
OG0007349	LOC108079180|XP_017028920.1|DKIK	LOC118457763|XP_035775479.1|AALB
OG0007350	LOC108085068|XP_017037023.1|DKIK	LOC118457789|XP_035775528.1|AALB
OG0007351	LOC108072780|XP_017019549.1|DKIK	LOC118461983|XP_035783808.1|AALB
OG0007352	LOC108078176|XP_017027329.1|DKIK	LOC118460680|XP_035781072.1|AALB
OG0007353	LOC108084345|XP_017035996.1|DKIK	LOC118457225|XP_035774497.1|AALB
OG0007354	LOC108083586|XP_017034934.1|DKIK	LOC118460832|XP_035781388.1|AALB
OG0007355	LOC108085424|XP_017037496.1|DKIK	LOC118461026|XP_035781774.1|AALB
OG0007356	LOC108078124|XP_017027236.1|DKIK	LOC118461588|XP_035782982.1|AALB
