Orthogroup	DKIK.longest_only	CQUI.longest_only
OG0007639	LOC108080937|XP_017031330.1|DKIK, LOC108083582|XP_017034931.1|DKIK	LOC6043711|XP_001861335.2|CQUI
OG0007640	LOC108085138|XP_017037136.1|DKIK	LOC6045407|XP_038106968.1|CQUI
OG0007641	LOC108085443|XP_017037541.1|DKIK	LOC6044290|XP_001861822.2|CQUI
OG0007651	LOC108079717|XP_017029615.1|DKIK	LOC6034313|XP_038104211.1|CQUI, LOC6034312|XP_001844646.2|CQUI
OG0007664	LOC108072955|XP_017019911.1|DKIK	LOC6048860|XP_038122644.1|CQUI
OG0007666	LOC108085752|XP_017037979.1|DKIK	LOC6035090|XP_038105572.1|CQUI
OG0007668	LOC108074800|XP_017022474.1|DKIK	LOC6041674|XP_001850901.2|CQUI
OG0007669	LOC108074252|XP_017021706.1|DKIK	LOC6038178|XP_038113778.1|CQUI
OG0007670	LOC108074250|XP_017021705.1|DKIK	LOC6038179|XP_038113768.1|CQUI
OG0007671	LOC108071822|XP_017018217.1|DKIK	LOC6044326|XP_038115172.1|CQUI
OG0007672	LOC108076079|XP_017024280.1|DKIK	LOC6054816|XP_001871000.2|CQUI
OG0007673	LOC108085010|XP_017036938.1|DKIK	LOC6045219|XP_038117264.1|CQUI
OG0007674	LOC108083833|XP_017035296.1|DKIK	LOC6053089|XP_038104749.1|CQUI
OG0007675	LOC108071750|XP_017018063.1|DKIK	LOC6049032|XP_001865859.2|CQUI
OG0007676	LOC108083595|XP_017034947.1|DKIK	LOC6049042|XP_001865858.2|CQUI
OG0007677	LOC108080305|XP_017030468.1|DKIK	LOC6049041|XP_001865868.2|CQUI
OG0007678	LOC108083505|XP_017034802.1|DKIK	LOC6047028|XP_001864138.2|CQUI
OG0007679	LOC108083466|XP_017034739.1|DKIK	LOC119771142|XP_038122489.1|CQUI
OG0007680	LOC108075922|XP_017024046.1|DKIK	LOC6038192|XP_001848022.2|CQUI
OG0007681	LOC108084615|XP_017036389.1|DKIK	LOC6051663|XP_038122699.1|CQUI
OG0007682	LOC108071726|XP_017018040.1|DKIK	LOC6042758|XP_038105041.1|CQUI
OG0007684	LOC108071696|XP_017017999.1|DKIK	LOC6044975|XP_001862397.1|CQUI
OG0007685	LOC108071763|XP_017018086.1|DKIK	LOC6046579|XP_038104974.1|CQUI
OG0007686	LOC108075284|XP_017023163.1|DKIK	LOC6043384|XP_038114144.1|CQUI
OG0007687	LOC108084635|XP_017036415.1|DKIK	LOC6051582|XP_038122454.1|CQUI, LOC119765127|XP_038104247.1|CQUI
OG0007689	LOC108080162|XP_017030294.1|DKIK	LOC6048471|XP_038117109.1|CQUI
OG0007690	LOC108079218|XP_017028982.1|DKIK	LOC6034319|XP_001844652.1|CQUI
OG0007691	LOC108077836|XP_017026851.1|DKIK	LOC119765259|XP_038104684.1|CQUI
OG0007692	LOC108079198|XP_017028949.1|DKIK	LOC6051501|XP_038104423.1|CQUI
OG0007693	LOC108085231|XP_017037259.1|DKIK	LOC6051499|XP_001867935.2|CQUI
OG0007694	LOC108083092|XP_017034232.1|DKIK	LOC6051125|XP_001867609.2|CQUI
OG0007695	LOC108080392|XP_017030609.1|DKIK	LOC6045741|XP_038107976.1|CQUI
OG0007696	LOC108085503|XP_017037612.1|DKIK	LOC6050066|XP_001866734.2|CQUI
OG0007697	LOC108078875|XP_017028489.1|DKIK	LOC6049761|XP_001866461.2|CQUI
OG0007698	LOC108079419|XP_017029235.1|DKIK	LOC6052316|XP_038104291.1|CQUI
OG0007699	LOC108071711|XP_017018021.1|DKIK	LOC6054358|XP_038122937.1|CQUI
OG0007700	LOC108083548|XP_017034882.1|DKIK	LOC6052349|XP_038122556.1|CQUI
OG0007701	LOC108070827|XP_017016938.1|DKIK	LOC6052276|XP_038105152.1|CQUI
OG0007702	LOC108076076|XP_017024276.1|DKIK	LOC6052275|XP_038104618.1|CQUI
OG0007703	LOC108080397|XP_017030613.1|DKIK	LOC6047713|XP_001864735.2|CQUI
OG0007704	LOC108085321|XP_017037366.1|DKIK	LOC6046907|XP_038104744.1|CQUI
OG0007705	LOC108082939|XP_017034035.1|DKIK	LOC6053691|XP_038104567.1|CQUI
OG0007706	LOC108080380|XP_017030591.1|DKIK	LOC6050932|XP_038104334.1|CQUI
OG0007707	LOC108071775|XP_017018109.1|DKIK	LOC6050933|XP_038105671.1|CQUI
OG0007708	LOC108079409|XP_017029225.1|DKIK	LOC6051386|XP_038112207.1|CQUI
OG0007709	LOC108083576|XP_017034922.1|DKIK	LOC6049207|XP_038106397.1|CQUI
OG0007710	LOC108075220|XP_017023051.1|DKIK	LOC119766105|XP_038106427.1|CQUI
OG0007711	LOC108077084|XP_017025744.1|DKIK	LOC6054433|XP_001870346.1|CQUI
OG0007712	LOC108071118|XP_017017298.1|DKIK	LOC6053047|XP_038121443.1|CQUI
OG0007714	LOC108074157|XP_017021553.1|DKIK	LOC6044149|XP_001861702.1|CQUI
OG0007715	LOC108079247|XP_017029024.1|DKIK	LOC6049180|XP_038106734.1|CQUI
OG0007716	LOC108079387|XP_017029199.1|DKIK	LOC6045251|XP_001862643.2|CQUI
OG0007717	LOC108083052|XP_017034172.1|DKIK	LOC6050924|XP_001867440.1|CQUI
OG0007718	LOC108079960|XP_017030010.1|DKIK	LOC6045343|XP_001862732.2|CQUI
OG0007719	LOC108083828|XP_017035280.1|DKIK	LOC6052025|XP_038105554.1|CQUI
OG0007720	LOC108083905|XP_017035390.1|DKIK	LOC6044216|XP_001861756.2|CQUI
OG0007721	LOC108080156|XP_017030283.1|DKIK	LOC6044208|XP_038113186.1|CQUI
OG0007722	LOC108080050|XP_017030117.1|DKIK	LOC6054682|XP_038121853.1|CQUI
OG0007723	LOC108080065|XP_017030139.1|DKIK	LOC6054604|XP_038104460.1|CQUI
OG0007724	LOC108074345|XP_017021858.1|DKIK	LOC6044431|XP_001861949.2|CQUI
OG0007725	LOC108083959|XP_017035455.1|DKIK	LOC6054480|XP_038122541.1|CQUI
OG0007727	LOC108083528|XP_017034851.1|DKIK	LOC6052595|XP_038105045.1|CQUI
OG0007728	LOC108084484|XP_017036200.1|DKIK	LOC6044992|XP_038112317.1|CQUI
OG0007729	LOC108079150|XP_017028887.1|DKIK	LOC6044996|XP_038122829.1|CQUI
OG0007730	LOC108084490|XP_017036212.1|DKIK	LOC6044762|XP_038122691.1|CQUI
OG0007732	LOC108080169|XP_017030302.1|DKIK	LOC6048958|XP_038117502.1|CQUI
OG0007735	LOC108083452|XP_017034711.1|DKIK	LOC6045131|XP_001862533.1|CQUI
OG0007736	LOC108079424|XP_017029244.1|DKIK	LOC6036921|XP_038104006.1|CQUI
OG0007737	LOC108071342|XP_017017557.1|DKIK	LOC6037927|XP_038109365.1|CQUI
OG0007738	LOC108071328|XP_017017530.1|DKIK	LOC6037939|XP_038122583.1|CQUI
OG0007739	LOC108082948|XP_017034053.1|DKIK	LOC6042681|XP_001853435.2|CQUI
OG0007740	LOC108079271|XP_017029054.1|DKIK	LOC6042695|XP_038104246.1|CQUI
OG0007741	LOC108080524|XP_017030804.1|DKIK	LOC6042499|XP_038122803.1|CQUI
OG0007742	LOC108071829|XP_017018226.1|DKIK	LOC6039063|XP_038112797.1|CQUI
OG0007743	LOC108074367|XP_017021881.1|DKIK	LOC6046975|XP_038122746.1|CQUI
OG0007744	LOC108076099|XP_017024315.1|DKIK	LOC6053775|XP_001869804.2|CQUI
OG0007745	LOC108083931|XP_017035421.1|DKIK	LOC6048774|XP_038105485.1|CQUI
OG0007747	LOC108082931|XP_017034022.1|DKIK	LOC6050775|XP_038107338.1|CQUI
OG0007748	LOC108080053|XP_017030123.1|DKIK	LOC6038330|XP_038122467.1|CQUI
OG0007750	LOC108073723|XP_017020958.1|DKIK	LOC6047654|XP_001864690.2|CQUI
OG0007752	LOC108079458|XP_017029286.1|DKIK	LOC6053536|XP_001869600.2|CQUI
OG0007755	LOC108071732|XP_017018046.1|DKIK	LOC6052578|XP_038121672.1|CQUI
OG0007756	LOC108083578|XP_017034926.1|DKIK	LOC6034417|XP_038122766.1|CQUI
OG0007757	LOC108071748|XP_017018061.1|DKIK	LOC6034428|XP_038108334.1|CQUI
OG0007760	LOC108079348|XP_017029144.1|DKIK	LOC6034457|XP_001844770.2|CQUI
OG0007761	LOC108071823|XP_017018219.1|DKIK	LOC6034471|XP_038122821.1|CQUI
OG0007762	LOC108071817|XP_017018210.1|DKIK	LOC6034472|XP_038115983.1|CQUI
OG0007763	LOC108074330|XP_017021828.1|DKIK	LOC6034474|XP_001844784.1|CQUI
OG0007764	LOC108079321|XP_017029103.1|DKIK	LOC6034476|XP_038122923.1|CQUI
OG0007765	LOC108079331|XP_017029122.1|DKIK	LOC6034480|XP_038104014.1|CQUI
OG0007766	LOC108074113|XP_017021500.1|DKIK	LOC6034483|XP_038104015.1|CQUI
OG0007768	LOC108079462|XP_017029292.1|DKIK	LOC6052779|XP_038113508.1|CQUI
OG0007769	LOC108080530|XP_017030818.1|DKIK	LOC6051179|XP_001867661.1|CQUI
OG0007770	LOC108077185|XP_017025916.1|DKIK	LOC6049167|XP_038122974.1|CQUI
OG0007771	LOC108085248|XP_017037284.1|DKIK	LOC6031445|XP_001842249.2|CQUI
OG0007772	LOC108079451|XP_017029274.1|DKIK	LOC6042570|XP_038105036.1|CQUI
OG0007773	LOC108075913|XP_017024030.1|DKIK	LOC6034791|XP_038112738.1|CQUI
OG0007774	LOC108078425|XP_017027782.1|DKIK	LOC6031438|XP_038105652.1|CQUI
OG0007775	LOC108077073|XP_017025733.1|DKIK	LOC6052605|XP_038105818.1|CQUI
OG0007776	LOC108083397|XP_017034638.1|DKIK	LOC6053471|XP_038122686.1|CQUI
OG0007777	LOC108080125|XP_017030245.1|DKIK	LOC6043994|XP_038116333.1|CQUI
OG0007779	LOC108084430|XP_017036126.1|DKIK	LOC119765085|XP_038104145.1|CQUI
OG0007780	LOC108080130|XP_017030250.1|DKIK	LOC6052646|XP_038105404.1|CQUI
OG0007781	LOC108079950|XP_017029993.1|DKIK	LOC119769479|XP_038118005.1|CQUI
OG0007782	LOC108083871|XP_017035349.1|DKIK	LOC6039069|XP_038104568.1|CQUI
OG0007784	LOC108077759|XP_017026729.1|DKIK	LOC6051726|XP_001868120.2|CQUI
OG0007786	LOC108074267|XP_017021726.1|DKIK	LOC6053054|XP_038105741.1|CQUI
OG0007787	LOC108077639|XP_017026542.1|DKIK	LOC119765323|XP_038104889.1|CQUI
OG0007788	LOC108084182|XP_017035762.1|DKIK	LOC6034808|XP_001845080.2|CQUI
OG0007789	LOC108071245|XP_017017419.1|DKIK	LOC6046774|XP_038104944.1|CQUI
OG0007790	LOC108083961|XP_017035457.1|DKIK	LOC6036488|XP_038105712.1|CQUI
OG0007792	LOC108077009|XP_017025578.1|DKIK	LOC6042419|XP_038113154.1|CQUI
OG0007793	LOC108077724|XP_017026667.1|DKIK	LOC119769520|XP_038118274.1|CQUI
OG0007794	LOC108079399|XP_017029213.1|DKIK	LOC6034931|XP_038113474.1|CQUI
OG0007795	LOC108074909|XP_017022627.1|DKIK	LOC6048844|XP_001865691.2|CQUI
OG0007796	LOC108073521|XP_017020689.1|DKIK	LOC6032710|XP_001843262.2|CQUI
OG0007797	LOC108085871|XP_017038118.1|DKIK	LOC6047473|XP_038122879.1|CQUI
OG0007798	LOC108085872|XP_017038120.1|DKIK	LOC6054407|XP_038112909.1|CQUI
OG0007799	LOC108084258|XP_017035890.1|DKIK	LOC6052080|XP_001868407.1|CQUI
OG0007800	LOC108075408|XP_017023322.1|DKIK	LOC6044840|XP_001862290.2|CQUI
OG0007801	LOC108073495|XP_017020644.1|DKIK	LOC6035567|XP_038107035.1|CQUI
OG0007802	LOC108073423|XP_017020531.1|DKIK	LOC119771186|XP_038122713.1|CQUI
OG0007803	LOC108085662|XP_017037841.1|DKIK	LOC6032576|XP_038104221.1|CQUI
OG0007804	LOC108074150|XP_017021539.1|DKIK	LOC6035085|XP_038122773.1|CQUI
OG0007805	LOC108080150|XP_017030277.1|DKIK	LOC6048399|XP_001865322.2|CQUI
OG0007806	LOC108080149|XP_017030276.1|DKIK	LOC6048398|XP_038122542.1|CQUI
OG0007808	LOC108073329|XP_017020378.1|DKIK	LOC6046418|XP_038122936.1|CQUI
OG0007811	LOC108084940|XP_017036827.1|DKIK	LOC6032633|XP_038105259.1|CQUI
OG0007812	LOC108071851|XP_017018255.1|DKIK	LOC6032652|XP_001843219.2|CQUI
OG0007814	LOC108083585|XP_017034933.1|DKIK	LOC6037468|XP_038104007.1|CQUI
OG0007815	LOC108077020|XP_017025616.1|DKIK	LOC6039935|XP_001849432.2|CQUI
OG0007816	LOC108075101|XP_017022872.1|DKIK	LOC6035392|XP_001845592.2|CQUI
OG0007817	LOC108070703|XP_017016781.1|DKIK	LOC6035391|XP_038104697.1|CQUI
OG0007818	LOC108084627|XP_017036405.1|DKIK	LOC6031659|XP_038104431.1|CQUI
OG0007819	LOC108083416|XP_017034660.1|DKIK	LOC6037472|XP_001847381.2|CQUI
OG0007820	LOC108086036|XP_017038342.1|DKIK	LOC6033670|XP_038113389.1|CQUI
OG0007821	LOC108085918|XP_017038182.1|DKIK	LOC6033667|XP_001844093.2|CQUI
OG0007822	LOC108085917|XP_017038180.1|DKIK	LOC6033666|XP_038104214.1|CQUI
OG0007823	LOC108085898|XP_017038151.1|DKIK	LOC6051326|XP_038105826.1|CQUI
OG0007824	LOC108075716|XP_017023743.1|DKIK	LOC6041355|XP_038107049.1|CQUI
OG0007825	LOC108080790|XP_017031153.1|DKIK	LOC6037412|XP_001847327.2|CQUI
OG0007826	LOC108081062|XP_017031530.1|DKIK	LOC6040884|XP_001850213.1|CQUI
OG0007827	LOC108080510|XP_017030775.1|DKIK	LOC6037321|XP_001847246.1|CQUI
OG0007828	LOC108083135|XP_017034303.1|DKIK	LOC6041458|XP_001850715.2|CQUI
OG0007829	LOC108077805|XP_017026809.1|DKIK	LOC6035345|XP_038104353.1|CQUI
OG0007831	LOC108080514|XP_017030782.1|DKIK	LOC6032186|XP_001842833.1|CQUI
OG0007832	LOC108080158|XP_017030289.1|DKIK	LOC6035415|XP_038122502.1|CQUI
OG0007833	LOC108083410|XP_017034652.1|DKIK	LOC6035410|XP_001845603.2|CQUI
OG0007834	LOC108073501|XP_017020657.1|DKIK	LOC6035539|XP_038110831.1|CQUI
OG0007835	LOC108073511|XP_017020672.1|DKIK	LOC6046139|XP_001863382.2|CQUI
OG0007836	LOC108084065|XP_017035573.1|DKIK	LOC6046151|XP_001863390.2|CQUI
OG0007837	LOC108085623|XP_017037784.1|DKIK	LOC6040252|XP_001849689.2|CQUI
OG0007838	LOC108085603|XP_017037761.1|DKIK	LOC6040269|XP_038104570.1|CQUI
OG0007841	LOC108073580|XP_017020755.1|DKIK	LOC6033728|XP_001844148.2|CQUI
OG0007842	LOC108075731|XP_017023763.1|DKIK	LOC6039898|XP_038113940.1|CQUI
OG0007843	LOC108075697|XP_017023710.1|DKIK	LOC6039904|XP_001849402.1|CQUI
OG0007844	LOC108076587|XP_017024987.1|DKIK	LOC6052629|XP_038122933.1|CQUI
OG0007845	LOC108074045|XP_017021402.1|DKIK	LOC119765509|XP_038105422.1|CQUI
OG0007846	LOC108083880|XP_017035359.1|DKIK	LOC6040938|XP_001850266.2|CQUI
OG0007847	LOC108084614|XP_017036388.1|DKIK	LOC6031652|XP_001842400.2|CQUI
OG0007855	LOC108084130|XP_017035657.1|DKIK	LOC6033943|XP_038105454.1|CQUI
OG0007856	LOC108084617|XP_017036391.1|DKIK	LOC6033930|XP_001844319.2|CQUI
OG0007857	LOC108081199|XP_017031754.1|DKIK	LOC6036794|XP_001846788.2|CQUI
OG0007859	LOC108078866|XP_017028468.1|DKIK	LOC6040911|XP_001850239.2|CQUI
OG0007860	LOC108085044|XP_017036993.1|DKIK	LOC6040918|XP_001850246.1|CQUI
OG0007861	LOC108073368|XP_017020421.1|DKIK	LOC6040926|XP_001850254.1|CQUI
OG0007862	LOC108085864|XP_017038111.1|DKIK	LOC6040925|XP_038123040.1|CQUI
OG0007863	LOC108077005|XP_017025569.1|DKIK	LOC6040935|XP_001850263.2|CQUI
OG0007864	LOC108085008|XP_017036932.1|DKIK	LOC6036806|XP_038116777.1|CQUI
OG0007866	LOC108075416|XP_017023330.1|DKIK	LOC6033962|XP_001844350.2|CQUI
OG0007867	LOC108084289|XP_017035936.1|DKIK	LOC6033974|XP_001844362.1|CQUI
OG0007869	LOC108080317|XP_017030496.1|DKIK	LOC6032780|XP_001843319.2|CQUI
OG0007870	LOC108073427|XP_017020535.1|DKIK	LOC6032822|XP_038120396.1|CQUI
OG0007871	LOC108085064|XP_017037015.1|DKIK	LOC6032912|XP_038116283.1|CQUI
OG0007872	LOC108071487|XP_017017738.1|DKIK	LOC6038676|XP_038115877.1|CQUI
OG0007874	LOC108079413|XP_017029228.1|DKIK	LOC6053032|XP_038115021.1|CQUI
OG0007875	LOC108074472|XP_017022029.1|DKIK	LOC6046848|XP_038118512.1|CQUI
OG0007876	LOC108080408|XP_017030625.1|DKIK	LOC6043343|XP_001870941.1|CQUI
OG0007877	LOC108085069|XP_017037024.1|DKIK	LOC6047532|XP_038114601.1|CQUI
OG0007878	LOC108076774|XP_017025267.1|DKIK	LOC6049346|XP_001866125.1|CQUI
OG0007879	LOC108071868|XP_017018285.1|DKIK	LOC6034081|XP_038120157.1|CQUI
OG0007880	LOC108083872|XP_017035350.1|DKIK	LOC6039271|XP_001848907.2|CQUI
OG0007881	LOC108072653|XP_017019374.1|DKIK	LOC6044954|XP_038116490.1|CQUI
OG0007882	LOC108072776|XP_017019545.1|DKIK	LOC6038799|XP_038115014.1|CQUI
OG0007883	LOC108072802|XP_017019577.1|DKIK	LOC6049317|XP_038119973.1|CQUI
OG0007884	LOC108078563|XP_017027971.1|DKIK	LOC6051409|XP_038118934.1|CQUI
OG0007885	LOC108074473|XP_017022033.1|DKIK	LOC6036576|XP_038118795.1|CQUI
OG0007886	LOC108077442|XP_017026250.1|DKIK	LOC6041123|XP_038115925.1|CQUI
OG0007887	LOC108072775|XP_017019544.1|DKIK	LOC6053688|XP_038118638.1|CQUI
OG0007888	LOC108071961|XP_017018425.1|DKIK	LOC6048919|XP_001865759.1|CQUI
OG0007889	LOC108071975|XP_017018440.1|DKIK	LOC6050245|XP_038121269.1|CQUI
OG0007891	LOC108081158|XP_017031688.1|DKIK	LOC6038607|XP_001848383.1|CQUI
OG0007892	LOC108070931|XP_017017072.1|DKIK	LOC6050484|XP_001867087.1|CQUI
OG0007893	LOC108076437|XP_017024781.1|DKIK	LOC6036285|XP_038120891.1|CQUI
OG0007896	LOC108080679|XP_017031004.1|DKIK	LOC6040211|XP_001849657.1|CQUI
OG0007897	LOC108070488|XP_017016469.1|DKIK	LOC6041246|XP_038117905.1|CQUI
OG0007898	LOC108075075|XP_017022846.1|DKIK	LOC6041253|XP_001850543.1|CQUI
OG0007900	LOC108081014|XP_017031443.1|DKIK	LOC6048328|XP_001865264.2|CQUI
OG0007901	LOC108077528|XP_017026382.1|DKIK	LOC6035616|XP_001845765.2|CQUI
OG0007902	LOC108084494|XP_017036220.1|DKIK	LOC6040601|XP_038121775.1|CQUI
OG0007903	LOC108078705|XP_017028152.1|DKIK	LOC6040625|XP_038118997.1|CQUI
OG0007904	LOC108083685|XP_017035055.1|DKIK	LOC6040631|XP_038118240.1|CQUI
OG0007905	LOC108077036|XP_017025654.1|DKIK	LOC6036407|XP_001846460.2|CQUI
OG0007906	LOC108085988|XP_017038278.1|DKIK	LOC6044194|XP_038116507.1|CQUI
OG0007907	LOC108070578|XP_017016621.1|DKIK	LOC6041976|XP_001851151.1|CQUI
OG0007908	LOC108070579|XP_017016622.1|DKIK	LOC6041975|XP_038118179.1|CQUI
OG0007909	LOC108083841|XP_017035309.1|DKIK	LOC6041970|XP_001851144.2|CQUI
OG0007910	LOC108085548|XP_017037672.1|DKIK	LOC6043157|XP_001870893.2|CQUI
OG0007911	LOC108071930|XP_017018383.1|DKIK	LOC6048152|XP_001865114.2|CQUI
OG0007912	LOC108079879|XP_017029884.1|DKIK	LOC6048144|XP_001865107.2|CQUI
OG0007913	LOC108071933|XP_017018385.1|DKIK	LOC6048146|XP_001865108.1|CQUI
OG0007914	LOC108073796|XP_017021056.1|DKIK	LOC6037181|XP_038118242.1|CQUI
OG0007915	LOC108079905|XP_017029928.1|DKIK	LOC6035489|XP_001845670.2|CQUI
OG0007916	LOC108074144|XP_017021536.1|DKIK	LOC119770305|XP_038120863.1|CQUI
OG0007917	LOC108076194|XP_017024416.1|DKIK	LOC119770730|XP_038122061.1|CQUI
OG0007920	LOC108074670|XP_017022278.1|DKIK	LOC6036142|XP_038110797.1|CQUI
OG0007921	LOC108078017|XP_017027067.1|DKIK	LOC6030957|XP_038121867.1|CQUI
OG0007922	LOC108080495|XP_017030745.1|DKIK	LOC6052063|XP_038119760.1|CQUI
OG0007923	LOC108084474|XP_017036182.1|DKIK	LOC6053863|XP_038116111.1|CQUI
OG0007927	LOC108075887|XP_017023983.1|DKIK	LOC6050100|XP_038107685.1|CQUI
OG0007928	LOC108074811|XP_017022495.1|DKIK	LOC6042610|XP_001852944.2|CQUI
OG0007929	LOC108075920|XP_017024043.1|DKIK	LOC6042604|XP_038109733.1|CQUI
OG0007930	LOC108072277|XP_017018832.1|DKIK	LOC6054296|XP_038113999.1|CQUI
OG0007931	LOC108082820|XP_017033868.1|DKIK	LOC6032443|XP_038111279.1|CQUI
OG0007932	LOC108071844|XP_017018247.1|DKIK	LOC6032467|XP_001843060.1|CQUI
OG0007933	LOC108077816|XP_017026828.1|DKIK	LOC6032469|XP_038112410.1|CQUI
OG0007934	LOC108080585|XP_017030879.1|DKIK	LOC6043623|XP_038111348.1|CQUI
OG0007935	LOC108075854|XP_017023932.1|DKIK	LOC6038600|XP_038108223.1|CQUI
OG0007936	LOC108077160|XP_017025882.1|DKIK	LOC6034117|XP_001844485.1|CQUI
OG0007937	LOC108079604|XP_017029453.1|DKIK	LOC6046043|XP_038109540.1|CQUI
OG0007938	LOC108077060|XP_017025715.1|DKIK	LOC6034156|XP_001844514.2|CQUI
OG0007939	LOC108086170|XP_017038521.1|DKIK	LOC6034163|XP_001844519.2|CQUI
OG0007940	LOC108086108|XP_017038426.1|DKIK	LOC6034164|XP_038108636.1|CQUI
OG0007941	LOC108075473|XP_017023419.1|DKIK	LOC6048891|XP_038110338.1|CQUI
OG0007942	LOC108080528|XP_017030817.1|DKIK	LOC6032935|XP_001843455.2|CQUI
OG0007943	LOC108072484|XP_017019138.1|DKIK	LOC6032945|XP_038108155.1|CQUI
OG0007944	LOC108079742|XP_017029645.1|DKIK	LOC6050451|XP_038106065.1|CQUI
OG0007945	LOC108077076|XP_017025732.1|DKIK	LOC6041620|XP_001850853.2|CQUI
OG0007946	LOC108072096|XP_017018598.1|DKIK	LOC6036144|XP_001846235.2|CQUI
OG0007947	LOC108072609|XP_017019321.1|DKIK	LOC6031331|XP_038112363.1|CQUI
OG0007948	LOC108075881|XP_017023975.1|DKIK	LOC6031340|XP_038111689.1|CQUI
OG0007949	LOC108079426|XP_017029246.1|DKIK	LOC6053570|XP_038110150.1|CQUI
OG0007950	LOC108074776|XP_017022443.1|DKIK	LOC6049612|XP_001866340.2|CQUI
OG0007951	LOC108086219|XP_017038574.1|DKIK	LOC6049613|XP_001866341.2|CQUI
OG0007952	LOC108077275|XP_017026037.1|DKIK	LOC6037377|XP_001847297.1|CQUI
OG0007953	LOC108082711|XP_017033708.1|DKIK	LOC6039578|XP_038113523.1|CQUI
OG0007954	LOC108075957|XP_017024094.1|DKIK	LOC6047192|XP_038111329.1|CQUI
OG0007955	LOC108082021|XP_017032776.1|DKIK	LOC6046731|XP_038107136.1|CQUI
OG0007956	LOC108082808|XP_017033856.1|DKIK	LOC6044545|XP_001862047.2|CQUI
OG0007957	LOC108076959|XP_017025497.1|DKIK	LOC6037104|XP_038114374.1|CQUI
OG0007958	LOC108077000|XP_017025566.1|DKIK	LOC6031942|XP_038107792.1|CQUI
OG0007959	LOC108083884|XP_017035367.1|DKIK	LOC6031944|XP_001842623.2|CQUI
OG0007960	LOC108077188|XP_017025921.1|DKIK	LOC6038267|XP_001848091.2|CQUI
OG0007962	LOC108085769|XP_017038001.1|DKIK	LOC6050857|XP_001867383.2|CQUI
OG0007963	LOC108072573|XP_017019268.1|DKIK	LOC6050870|XP_001867395.2|CQUI
OG0007964	LOC108082823|XP_017033872.1|DKIK	LOC6043906|XP_038109110.1|CQUI
OG0007965	LOC108082214|XP_017033034.1|DKIK	LOC6037001|XP_038114193.1|CQUI
OG0007967	LOC108081439|XP_017032114.1|DKIK	LOC6035248|XP_038112313.1|CQUI
OG0007968	LOC108081396|XP_017032041.1|DKIK	LOC6035256|XP_038107348.1|CQUI
OG0007969	LOC108077236|XP_017025983.1|DKIK	LOC6042127|XP_001851276.2|CQUI
OG0007970	LOC108086145|XP_017038494.1|DKIK	LOC6033188|XP_001843668.1|CQUI
OG0007971	LOC108075254|XP_017023104.1|DKIK	LOC6033134|XP_038109208.1|CQUI
OG0007972	LOC108082395|XP_017033229.1|DKIK	LOC6042108|XP_038113524.1|CQUI
OG0007973	LOC108075803|XP_017023867.1|DKIK	LOC6044258|XP_038113110.1|CQUI
OG0007974	LOC108079421|XP_017029237.1|DKIK	LOC6035273|XP_001845494.2|CQUI
OG0007975	LOC108085487|XP_017037596.1|DKIK	LOC6038621|XP_038113294.1|CQUI
OG0007976	LOC108085937|XP_017038208.1|DKIK	LOC6033140|XP_001843630.2|CQUI
OG0007978	LOC108086188|XP_017038540.1|DKIK	LOC6046363|XP_001863580.1|CQUI
OG0007979	LOC108072633|XP_017019353.1|DKIK	LOC6038927|XP_038109016.1|CQUI
OG0007980	LOC108079656|XP_017029542.1|DKIK	LOC6044234|XP_038109535.1|CQUI
OG0007981	LOC108080540|XP_017030832.1|DKIK	LOC6044232|XP_038112894.1|CQUI
OG0007982	LOC108077008|XP_017025572.1|DKIK	LOC6054392|XP_038107203.1|CQUI
OG0007983	LOC108074320|XP_017021809.1|DKIK	LOC6036446|XP_038107979.1|CQUI
OG0007984	LOC108072589|XP_017019285.1|DKIK	LOC6034404|XP_038111335.1|CQUI
OG0007985	LOC108083315|XP_017034541.1|DKIK	LOC119767549|XP_038112319.1|CQUI
OG0007986	LOC108077069|XP_017025725.1|DKIK	LOC6038879|XP_001848578.1|CQUI
OG0007987	LOC108086252|XP_017038624.1|DKIK	LOC6046635|XP_038112393.1|CQUI
OG0007989	LOC108077279|XP_017026042.1|DKIK	LOC6037900|XP_038114338.1|CQUI
OG0007990	LOC108077186|XP_017025919.1|DKIK	LOC6035778|XP_001845903.1|CQUI
OG0007991	LOC108074324|XP_017021817.1|DKIK	LOC6050920|XP_038111847.1|CQUI
OG0007992	LOC108074821|XP_017022507.1|DKIK	LOC6033303|XP_001843769.1|CQUI
OG0007993	LOC108084983|XP_017036896.1|DKIK	LOC6045774|XP_038110349.1|CQUI
OG0007994	LOC108082046|XP_017032812.1|DKIK	LOC6034885|XP_001845153.2|CQUI
OG0007995	LOC108077942|XP_017026969.1|DKIK	LOC6053417|XP_038107383.1|CQUI
OG0007996	LOC108082960|XP_017034066.1|DKIK	LOC6041782|XP_038108196.1|CQUI
OG0007997	LOC108085525|XP_017037646.1|DKIK	LOC6033314|XP_001843780.1|CQUI
OG0007998	LOC108079597|XP_017029435.1|DKIK	LOC6033321|XP_001843786.2|CQUI
OG0007999	LOC108077064|XP_017025718.1|DKIK	LOC6036011|XP_038113483.1|CQUI
OG0008000	LOC108077137|XP_017025840.1|DKIK	LOC6036012|XP_001846116.2|CQUI
