Orthogroup	DKIK.longest_only	DSUB.longest_only
OG0007948	LOC108075881|XP_017023975.1|DKIK	LOC117902775|XP_034670259.1|DSUB
OG0007949	LOC108079426|XP_017029246.1|DKIK	LOC117903562|XP_034671658.1|DSUB
OG0007950	LOC108074776|XP_017022443.1|DKIK	LOC117901894|XP_034668747.1|DSUB
OG0007951	LOC108086219|XP_017038574.1|DKIK	LOC117900837|XP_034667239.1|DSUB
OG0007952	LOC108077275|XP_017026037.1|DKIK	LOC117900933|XP_034667390.1|DSUB
OG0007953	LOC108082711|XP_017033708.1|DKIK	LOC117902450|XP_034669736.1|DSUB
OG0007954	LOC108075957|XP_017024094.1|DKIK	LOC117901601|XP_034668304.1|DSUB
OG0007955	LOC108082021|XP_017032776.1|DKIK	LOC117902016|XP_034668954.1|DSUB
OG0007956	LOC108082808|XP_017033856.1|DKIK	LOC117902158|XP_034669188.1|DSUB
OG0007957	LOC108076959|XP_017025497.1|DKIK	LOC117902330|XP_034669514.1|DSUB
OG0007958	LOC108077000|XP_017025566.1|DKIK	LOC117891238|XP_034652519.1|DSUB
OG0007959	LOC108083884|XP_017035367.1|DKIK	LOC117900944|XP_034667404.1|DSUB
OG0007960	LOC108077188|XP_017025921.1|DKIK	LOC117901310|XP_034667910.1|DSUB
OG0007961	LOC108081265|XP_017031850.1|DKIK	LOC117897752|XP_034662684.1|DSUB
OG0007962	LOC108085769|XP_017038001.1|DKIK	LOC117903504|XP_034671475.1|DSUB
OG0007963	LOC108072573|XP_017019268.1|DKIK	LOC117901885|XP_034668734.1|DSUB
OG0007964	LOC108082823|XP_017033872.1|DKIK	LOC117901678|XP_034668411.1|DSUB
OG0007965	LOC108082214|XP_017033034.1|DKIK	LOC117901725|XP_034668494.1|DSUB
OG0007966	LOC108072547|XP_017019208.1|DKIK	LOC117901932|XP_034668791.1|DSUB
OG0007967	LOC108081439|XP_017032114.1|DKIK	LOC117900541|XP_034666830.1|DSUB
OG0007968	LOC108081396|XP_017032041.1|DKIK	LOC117900169|XP_034666301.1|DSUB
OG0007969	LOC108077236|XP_017025983.1|DKIK	LOC117901846|XP_034668680.1|DSUB
OG0007970	LOC108086145|XP_017038494.1|DKIK	LOC117891299|XP_034652597.1|DSUB
OG0007971	LOC108075254|XP_017023104.1|DKIK	LOC117894707|XP_034657783.1|DSUB
OG0007972	LOC108082395|XP_017033229.1|DKIK	LOC117892380|XP_034654482.1|DSUB
OG0007973	LOC108075803|XP_017023867.1|DKIK	LOC117900902|XP_034667350.1|DSUB
OG0007974	LOC108079421|XP_017029237.1|DKIK	LOC117896078|XP_034660009.1|DSUB
OG0007975	LOC108085487|XP_017037596.1|DKIK	LOC117899521|XP_034665469.1|DSUB
OG0007976	LOC108085937|XP_017038208.1|DKIK	LOC117891194|XP_034652424.1|DSUB
OG0007977	LOC108077118|XP_017025801.1|DKIK	LOC117901689|XP_034668423.1|DSUB
OG0007978	LOC108086188|XP_017038540.1|DKIK	LOC117902079|XP_034669063.1|DSUB
OG0007979	LOC108072633|XP_017019353.1|DKIK	LOC117901255|XP_034667839.1|DSUB
OG0007980	LOC108079656|XP_017029542.1|DKIK	LOC117901027|XP_034667521.1|DSUB
OG0007981	LOC108080540|XP_017030832.1|DKIK	LOC117889579|XP_034649876.1|DSUB
OG0007982	LOC108077008|XP_017025572.1|DKIK	LOC117902302|XP_034669474.1|DSUB
OG0007983	LOC108074320|XP_017021809.1|DKIK	LOC117900910|XP_034667361.1|DSUB
OG0007984	LOC108072589|XP_017019285.1|DKIK	LOC117900800|XP_034667176.1|DSUB
OG0007985	LOC108083315|XP_017034541.1|DKIK	LOC117900076|XP_034666171.1|DSUB
OG0007986	LOC108077069|XP_017025725.1|DKIK	LOC117901708|XP_034668470.1|DSUB
OG0007987	LOC108086252|XP_017038624.1|DKIK	LOC117900224|XP_034666398.1|DSUB
OG0007988	LOC108072501|XP_017019157.1|DKIK	LOC117902634|XP_034670044.1|DSUB
OG0007989	LOC108077279|XP_017026042.1|DKIK	LOC117901559|XP_034668248.1|DSUB
OG0007990	LOC108077186|XP_017025919.1|DKIK	LOC117901578|XP_034668270.1|DSUB
OG0007991	LOC108074324|XP_017021817.1|DKIK	LOC117902401|XP_034669628.1|DSUB
OG0007992	LOC108074821|XP_017022507.1|DKIK	LOC117900272|XP_034666474.1|DSUB
OG0007993	LOC108084983|XP_017036896.1|DKIK	LOC117899336|XP_034665165.1|DSUB
OG0007994	LOC108082046|XP_017032812.1|DKIK	LOC117900702|XP_034667045.1|DSUB
OG0007995	LOC108077942|XP_017026969.1|DKIK	LOC117900710|XP_034667059.1|DSUB
OG0007996	LOC108082960|XP_017034066.1|DKIK	LOC117903734|XP_034671979.1|DSUB
OG0007997	LOC108085525|XP_017037646.1|DKIK	LOC117894333|XP_034657207.1|DSUB
OG0007998	LOC108079597|XP_017029435.1|DKIK	LOC117900419|XP_034666672.1|DSUB
OG0007999	LOC108077064|XP_017025718.1|DKIK	LOC117901443|XP_034668077.1|DSUB
OG0008000	LOC108077137|XP_017025840.1|DKIK	LOC117900960|XP_034667426.1|DSUB
OG0008001	LOC108077153|XP_017025874.1|DKIK	LOC117901050|XP_034667553.1|DSUB
OG0008002	LOC108086131|XP_017038472.1|DKIK	LOC117902473|XP_034669772.1|DSUB
OG0008003	LOC108077155|XP_017025876.1|DKIK	LOC117900878|XP_034667297.1|DSUB
OG0008004	LOC108079369|XP_017029169.1|DKIK	LOC117903382|XP_034671255.1|DSUB
OG0008005	LOC108083827|XP_017035272.1|DKIK	LOC117903463|XP_034671394.1|DSUB
OG0008006	LOC108080184|XP_017030324.1|DKIK	LOC117903696|XP_034671926.1|DSUB
OG0008007	LOC108080372|XP_017030581.1|DKIK	LOC117900406|XP_034666656.1|DSUB
OG0008008	LOC108085491|XP_017037599.1|DKIK	LOC117894066|XP_034656809.1|DSUB
OG0008009	LOC108084678|XP_017036498.1|DKIK	LOC117895615|XP_034659259.1|DSUB
OG0008010	LOC108083533|XP_017034856.1|DKIK	LOC117892657|XP_034654928.1|DSUB
OG0008011	LOC108078344|XP_017027637.1|DKIK	LOC117892504|XP_034654671.1|DSUB
OG0008012	LOC108078530|XP_017027929.1|DKIK	LOC117892528|XP_034654720.1|DSUB
OG0008013	LOC108082181|XP_017032987.1|DKIK	LOC117891232|XP_034652468.1|DSUB
OG0008014	LOC108080825|XP_017031218.1|DKIK	LOC117896478|XP_034660709.1|DSUB
OG0008015	LOC108083122|XP_017034285.1|DKIK	LOC117893752|XP_034656377.1|DSUB
OG0008016	LOC108083123|XP_017034286.1|DKIK	LOC117893753|XP_034656378.1|DSUB
OG0008017	LOC108079922|XP_017029945.1|DKIK	LOC117890078|XP_034650628.1|DSUB
OG0008018	LOC108076060|XP_017024241.1|DKIK	LOC117894677|XP_034657749.1|DSUB
OG0008019	LOC108080177|XP_017030313.1|DKIK	LOC117903693|XP_034671923.1|DSUB
OG0008020	LOC108073381|XP_017020452.1|DKIK	LOC117896728|XP_034661084.1|DSUB
OG0008021	LOC108071707|XP_017018013.1|DKIK	LOC117890828|XP_034651801.1|DSUB
OG0008022	LOC108084905|XP_017036789.1|DKIK	LOC117899377|XP_034665250.1|DSUB
OG0008023	LOC108084667|XP_017036479.1|DKIK	LOC117889576|XP_034649869.1|DSUB
OG0008024	LOC108084639|XP_017036419.1|DKIK	LOC117894648|XP_034657716.1|DSUB
OG0008025	LOC108076083|XP_017024285.1|DKIK	LOC117903779|XP_034672095.1|DSUB
OG0008026	LOC108075097|XP_017022870.1|DKIK	LOC117890205|XP_034650828.1|DSUB
OG0008027	LOC108071244|XP_017017418.1|DKIK	LOC117902848|XP_034670343.1|DSUB
OG0008028	LOC108083187|XP_017034375.1|DKIK	LOC117898356|XP_034663580.1|DSUB
OG0008029	LOC108073214|XP_017020231.1|DKIK	LOC117897675|XP_034662574.1|DSUB
OG0008030	LOC108080834|XP_017031226.1|DKIK	LOC117897258|XP_034661873.1|DSUB
OG0008031	LOC108075894|XP_017024000.1|DKIK	LOC117900631|XP_034666951.1|DSUB
OG0008032	LOC108085051|XP_017037000.1|DKIK	LOC117899367|XP_034665237.1|DSUB
OG0008033	LOC108072027|XP_017018497.1|DKIK	LOC117896753|XP_034661114.1|DSUB
OG0008034	LOC108080478|XP_017030718.1|DKIK	LOC117896512|XP_034660757.1|DSUB
OG0008035	LOC108074193|XP_017021624.1|DKIK	LOC117896444|XP_034660668.1|DSUB
OG0008036	LOC108072182|XP_017018726.1|DKIK	LOC117899233|XP_034664997.1|DSUB
OG0008037	LOC108072051|XP_017018524.1|DKIK	LOC117899225|XP_034664990.1|DSUB
OG0008038	LOC108075982|XP_017024124.1|DKIK	LOC117894427|XP_034657380.1|DSUB
OG0008039	LOC108083998|XP_017035500.1|DKIK	LOC117897287|XP_034661920.1|DSUB
OG0008040	LOC108084963|XP_017036868.1|DKIK	LOC117899411|XP_034665289.1|DSUB
OG0008041	LOC108075108|XP_017022879.1|DKIK	LOC117899201|XP_034664968.1|DSUB
OG0008042	LOC108077881|XP_017026906.1|DKIK	LOC117897747|XP_034662678.1|DSUB
OG0008043	LOC108083489|XP_017034776.1|DKIK	LOC117903510|XP_034671485.1|DSUB
OG0008044	LOC108071738|XP_017018052.1|DKIK	LOC117902591|XP_034670022.1|DSUB
OG0008045	LOC108080180|XP_017030317.1|DKIK	LOC117899042|XP_034664696.1|DSUB
OG0008046	LOC108075642|XP_017023674.1|DKIK	LOC117897291|XP_034661923.1|DSUB
OG0008047	LOC108084839|XP_017036702.1|DKIK	LOC117899279|XP_034665075.1|DSUB
OG0008048	LOC108084121|XP_017035642.1|DKIK	LOC117897288|XP_034661921.1|DSUB
OG0008049	LOC108084838|XP_017036701.1|DKIK	LOC117899277|XP_034665072.1|DSUB
OG0008050	LOC108082859|XP_017033930.1|DKIK	LOC117896344|XP_034660478.1|DSUB
OG0008051	LOC108085739|XP_017037958.1|DKIK	LOC117898306|XP_034663473.1|DSUB
OG0008052	LOC108081120|XP_017031616.1|DKIK	LOC117895975|XP_034659825.1|DSUB
OG0008053	LOC108085302|XP_017037352.1|DKIK	LOC117899538|XP_034665503.1|DSUB
OG0008054	LOC108079372|XP_017029173.1|DKIK	LOC117903843|XP_034672194.1|DSUB
OG0008055	LOC108075295|XP_017023179.1|DKIK	LOC117903085|XP_034670779.1|DSUB
OG0008056	LOC108076111|XP_017024324.1|DKIK	LOC117901919|XP_034668782.1|DSUB
OG0008057	LOC108085447|XP_017037548.1|DKIK	LOC117898811|XP_034664356.1|DSUB
OG0008058	LOC108077605|XP_017026497.1|DKIK	LOC117898200|XP_034663311.1|DSUB
OG0008059	LOC108075498|XP_017023449.1|DKIK	LOC117898229|XP_034663355.1|DSUB
OG0008060	LOC108084881|XP_017036765.1|DKIK	LOC117897612|XP_034662467.1|DSUB
OG0008061	LOC108083437|XP_017034681.1|DKIK	LOC117897429|XP_034662162.1|DSUB
OG0008062	LOC108083881|XP_017035362.1|DKIK	LOC117898048|XP_034663102.1|DSUB
OG0008063	LOC108077882|XP_017026907.1|DKIK	LOC117897749|XP_034662679.1|DSUB
OG0008064	LOC108079275|XP_017029059.1|DKIK	LOC117903519|XP_034671524.1|DSUB
OG0008065	LOC108079284|XP_017029070.1|DKIK	LOC117897345|XP_034662014.1|DSUB
OG0008066	LOC108079782|XP_017029717.1|DKIK	LOC117901806|XP_034668614.1|DSUB
OG0008067	LOC108071767|XP_017018097.1|DKIK	LOC117903884|XP_034672274.1|DSUB
OG0008068	LOC108075312|XP_017023205.1|DKIK	LOC117903076|XP_034670762.1|DSUB
OG0008069	LOC108080940|XP_017031335.1|DKIK	LOC117898041|XP_034663089.1|DSUB
OG0008070	LOC108084123|XP_017035647.1|DKIK	LOC117897293|XP_034661926.1|DSUB
OG0008071	LOC108079427|XP_017029247.1|DKIK	LOC117903566|XP_034671665.1|DSUB
OG0008072	LOC108079398|XP_017029212.1|DKIK	LOC117889582|XP_034649879.1|DSUB
OG0008073	LOC108074120|XP_017021509.1|DKIK	LOC117902694|XP_034670130.1|DSUB
OG0008074	LOC108081018|XP_017031454.1|DKIK	LOC117898238|XP_034663372.1|DSUB
OG0008075	LOC108072220|XP_017018772.1|DKIK	LOC117890449|XP_034651178.1|DSUB
OG0008076	LOC108083425|XP_017034670.1|DKIK	LOC117903459|XP_034671387.1|DSUB
OG0008077	LOC108080753|XP_017031096.1|DKIK	LOC117898650|XP_034664112.1|DSUB
OG0008078	LOC108083885|XP_017035364.1|DKIK	LOC117903242|XP_034671039.1|DSUB
OG0008079	LOC108085073|XP_017037031.1|DKIK	LOC117891313|XP_034652621.1|DSUB
OG0008080	LOC108083561|XP_017034905.1|DKIK	LOC117903810|XP_034672141.1|DSUB
OG0008081	LOC108083424|XP_017034669.1|DKIK	LOC117903557|XP_034671652.1|DSUB
OG0008082	LOC108084926|XP_017036812.1|DKIK	LOC117896880|XP_034661300.1|DSUB
OG0008083	LOC108084373|XP_017036046.1|DKIK	LOC117899633|XP_034665681.1|DSUB
OG0008084	LOC108073357|XP_017020410.1|DKIK	LOC117896993|XP_034661441.1|DSUB
OG0008085	LOC108077681|XP_017026592.1|DKIK	LOC117896025|XP_034659924.1|DSUB
OG0008087	LOC108083558|XP_017034897.1|DKIK	LOC117903325|XP_034671159.1|DSUB
OG0008089	LOC108080653|XP_017030965.1|DKIK	LOC117894687|XP_034657757.1|DSUB
OG0008090	LOC108080147|XP_017030274.1|DKIK	LOC117903621|XP_034671770.1|DSUB
OG0008091	LOC108084553|XP_017036294.1|DKIK	LOC117897033|XP_034661503.1|DSUB
OG0008092	LOC108075523|XP_017023546.1|DKIK	LOC117896733|XP_034661088.1|DSUB
OG0008093	LOC108083444|XP_017034693.1|DKIK	LOC117889592|XP_034649894.1|DSUB
OG0008094	LOC108076151|XP_017024369.1|DKIK	LOC117902645|XP_034670061.1|DSUB
OG0008095	LOC108082985|XP_017034099.1|DKIK	LOC117899321|XP_034665143.1|DSUB
OG0008096	LOC108077174|XP_017025900.1|DKIK	LOC117903106|XP_034670820.1|DSUB
OG0008097	LOC108071819|XP_017018214.1|DKIK	LOC117892190|XP_034654173.1|DSUB
OG0008098	LOC108072785|XP_017019556.1|DKIK	LOC117894854|XP_034658000.1|DSUB
OG0008099	LOC108075009|XP_017022746.1|DKIK	LOC117894690|XP_034657759.1|DSUB
OG0008100	LOC108073228|XP_017020254.1|DKIK	LOC117896838|XP_034661248.1|DSUB
OG0008101	LOC108076977|XP_017025521.1|DKIK	LOC117891393|XP_034652769.1|DSUB
OG0008102	LOC108081058|XP_017031526.1|DKIK	LOC117895986|XP_034659862.1|DSUB
OG0008103	LOC108076749|XP_017025236.1|DKIK	LOC117891141|XP_034652296.1|DSUB
OG0008104	LOC108083054|XP_017034171.1|DKIK	LOC117895836|XP_034659669.1|DSUB
OG0008105	LOC108075534|XP_017023521.1|DKIK	LOC117899188|XP_034664941.1|DSUB
OG0008106	LOC108083319|XP_017034550.1|DKIK	LOC117894314|XP_034657176.1|DSUB
OG0008107	LOC108082685|XP_017033680.1|DKIK	LOC117898129|XP_034663214.1|DSUB
OG0008108	LOC108072812|XP_017019595.1|DKIK	LOC117903842|XP_034672193.1|DSUB
OG0008109	LOC108084681|XP_017036501.1|DKIK	LOC117903174|XP_034670910.1|DSUB
OG0008110	LOC108085922|XP_017038186.1|DKIK	LOC117901615|XP_034668339.1|DSUB
OG0008111	LOC108082941|XP_017034043.1|DKIK	LOC117900038|XP_034666159.1|DSUB
OG0008112	LOC108080321|XP_017030501.1|DKIK	LOC117903745|XP_034672026.1|DSUB
OG0008113	LOC108079243|XP_017029018.1|DKIK	LOC117903593|XP_034671708.1|DSUB
OG0008114	LOC108079161|XP_017028900.1|DKIK	LOC117903592|XP_034671707.1|DSUB
OG0008115	LOC108080089|XP_017030179.1|DKIK	LOC117903381|XP_034671253.1|DSUB
OG0008116	LOC108083838|XP_017035304.1|DKIK	LOC117896133|XP_034660092.1|DSUB
OG0008117	LOC108083819|XP_017035260.1|DKIK	LOC117903134|XP_034670865.1|DSUB
OG0008118	LOC108083795|XP_017035211.1|DKIK	LOC117901352|XP_034667995.1|DSUB
OG0008119	LOC108082927|XP_017034007.1|DKIK	LOC117897727|XP_034662648.1|DSUB
OG0008120	LOC108084477|XP_017036188.1|DKIK	LOC117903133|XP_034670857.1|DSUB
OG0008121	LOC108078454|XP_017027831.1|DKIK	LOC117890167|XP_034650756.1|DSUB
OG0008122	LOC108079383|XP_017029193.1|DKIK	LOC117893703|XP_034656489.1|DSUB
OG0008123	LOC108079148|XP_017028884.1|DKIK	LOC117903685|XP_034671914.1|DSUB
OG0008124	LOC108085754|XP_017037981.1|DKIK	LOC117890908|XP_034651916.1|DSUB
OG0008125	LOC108080358|XP_017030559.1|DKIK	LOC117889622|XP_034649961.1|DSUB
OG0008126	LOC108080262|XP_017030414.1|DKIK	LOC117903867|XP_034672248.1|DSUB
OG0008127	LOC108076512|XP_017024911.1|DKIK	LOC117903404|XP_034671289.1|DSUB
OG0008128	LOC108074955|XP_017022678.1|DKIK	LOC117900499|XP_034666783.1|DSUB
OG0008129	LOC108079324|XP_017029110.1|DKIK	LOC117890325|XP_034651016.1|DSUB
OG0008130	LOC108080139|XP_017030262.1|DKIK	LOC117903207|XP_034670985.1|DSUB
OG0008131	LOC108080361|XP_017030564.1|DKIK	LOC117897487|XP_034662267.1|DSUB
OG0008132	LOC108073165|XP_017020161.1|DKIK	LOC117897832|XP_034662785.1|DSUB
OG0008133	LOC108080389|XP_017030604.1|DKIK	LOC117892413|XP_034654538.1|DSUB
OG0008134	LOC108080547|XP_017030838.1|DKIK	LOC117903848|XP_034672197.1|DSUB
OG0008135	LOC108085436|XP_017037520.1|DKIK	LOC117898369|XP_034663598.1|DSUB
OG0008136	LOC108076885|XP_017025405.1|DKIK	LOC117902426|XP_034669677.1|DSUB
OG0008137	LOC108071229|XP_017017402.1|DKIK	LOC117896474|XP_034660704.1|DSUB
OG0008138	LOC108078906|XP_017028528.1|DKIK	LOC117894511|XP_034657511.1|DSUB
OG0008139	LOC108070912|XP_017017057.1|DKIK	LOC117889929|XP_034650348.1|DSUB
OG0008140	LOC108080385|XP_017030597.1|DKIK	LOC117889623|XP_034649962.1|DSUB
OG0008141	LOC108074126|XP_017021514.1|DKIK	LOC117889596|XP_034649897.1|DSUB
OG0008142	LOC108083581|XP_017034930.1|DKIK	LOC117898580|XP_034664013.1|DSUB
OG0008143	LOC108084791|XP_017036628.1|DKIK	LOC117893346|XP_034655830.1|DSUB
OG0008144	LOC108078260|XP_017027487.1|DKIK	LOC117890806|XP_034651772.1|DSUB
OG0008145	LOC108076068|XP_017024260.1|DKIK	LOC117898093|XP_034663167.1|DSUB
OG0008146	LOC108079455|XP_017029282.1|DKIK	LOC117903674|XP_034649854.1|DSUB
OG0008147	LOC108079414|XP_017029229.1|DKIK	LOC117889569|XP_034654003.1|DSUB
OG0008148	LOC108083826|XP_017035271.1|DKIK	LOC117903831|XP_034672177.1|DSUB
OG0008149	LOC108076071|XP_017024266.1|DKIK	LOC117903113|XP_034670830.1|DSUB
OG0008150	LOC108084488|XP_017036209.1|DKIK	LOC117898426|XP_034663709.1|DSUB
OG0008151	LOC108079935|XP_017029959.1|DKIK	LOC117903740|XP_034671994.1|DSUB
OG0008152	LOC108080218|XP_017030363.1|DKIK	LOC117903747|XP_034672038.1|DSUB
OG0008153	LOC108076309|XP_017024574.1|DKIK	LOC117891172|XP_034652385.1|DSUB
OG0008154	LOC108072741|XP_017019497.1|DKIK	LOC117895084|XP_034658371.1|DSUB
OG0008155	LOC108073974|XP_017021306.1|DKIK	LOC117895079|XP_034658360.1|DSUB
OG0008156	LOC108084999|XP_017036916.1|DKIK	LOC117899334|XP_034665162.1|DSUB
OG0008157	LOC108077861|XP_017026883.1|DKIK	LOC117896216|XP_034660241.1|DSUB
OG0008158	LOC108079955|XP_017030003.1|DKIK	LOC117903546|XP_034671628.1|DSUB
OG0008159	LOC108080623|XP_017030936.1|DKIK	LOC117895879|XP_034659772.1|DSUB
OG0008160	LOC108076612|XP_017025016.1|DKIK	LOC117890482|XP_034651241.1|DSUB
OG0008161	LOC108079274|XP_017029057.1|DKIK	LOC117903518|XP_034671523.1|DSUB
OG0008162	LOC108085959|XP_017038241.1|DKIK	LOC117903391|XP_034671268.1|DSUB
OG0008163	LOC108084406|XP_017036093.1|DKIK	LOC117895492|XP_034659079.1|DSUB
OG0008164	LOC108074254|XP_017021713.1|DKIK	LOC117903605|XP_034671747.1|DSUB
OG0008165	LOC108084672|XP_017036488.1|DKIK	LOC117903042|XP_034670670.1|DSUB
OG0008166	LOC108084995|XP_017036914.1|DKIK	LOC117903046|XP_034670674.1|DSUB
OG0008167	LOC108083395|XP_017034635.1|DKIK	LOC117903135|XP_034670862.1|DSUB
OG0008168	LOC108083553|XP_017034892.1|DKIK	LOC117903127|XP_034670847.1|DSUB
OG0008169	LOC108080313|XP_017030492.1|DKIK	LOC117903821|XP_034672162.1|DSUB
OG0008170	LOC108074748|XP_017022412.1|DKIK	LOC117891345|XP_034652667.1|DSUB
OG0008171	LOC108083451|XP_017034708.1|DKIK	LOC117903440|XP_034671363.1|DSUB
OG0008172	LOC108084837|XP_017036700.1|DKIK	LOC117896688|XP_034661030.1|DSUB
OG0008173	LOC108073643|XP_017020851.1|DKIK	LOC117901982|XP_034668882.1|DSUB
OG0008174	LOC108085123|XP_017037113.1|DKIK	LOC117891153|XP_034652299.1|DSUB
OG0008175	LOC108083597|XP_017034951.1|DKIK	LOC117893835|XP_034656493.1|DSUB
OG0008176	LOC108071689|XP_017017992.1|DKIK	LOC117903120|XP_034670838.1|DSUB
OG0008177	LOC108083788|XP_017035202.1|DKIK	LOC117903083|XP_034670778.1|DSUB
OG0008178	LOC108084486|XP_017036207.1|DKIK	LOC117892142|XP_034654075.1|DSUB
OG0008179	LOC108080118|XP_017030239.1|DKIK	LOC117900338|XP_034666571.1|DSUB
OG0008180	LOC108080099|XP_017030203.1|DKIK	LOC117903616|XP_034671763.1|DSUB
OG0008181	LOC108080108|XP_017030216.1|DKIK	LOC117903618|XP_034671765.1|DSUB
OG0008182	LOC108082498|XP_017033407.1|DKIK	LOC117892300|XP_034654336.1|DSUB
OG0008183	LOC108070901|XP_017017046.1|DKIK	LOC117890947|XP_034651973.1|DSUB
OG0008184	LOC108077272|XP_017026030.1|DKIK	LOC117899033|XP_034664682.1|DSUB
OG0008185	LOC108077795|XP_017026785.1|DKIK	LOC117896180|XP_034660155.1|DSUB
OG0008186	LOC108076324|XP_017024596.1|DKIK	LOC117892391|XP_034654498.1|DSUB
OG0008187	LOC108076328|XP_017024602.1|DKIK	LOC117892398|XP_034654505.1|DSUB
OG0008188	LOC108076322|XP_017024598.1|DKIK	LOC117902090|XP_034669077.1|DSUB
OG0008189	LOC108072575|XP_017019270.1|DKIK	LOC117901888|XP_034668741.1|DSUB
OG0008190	LOC108073935|XP_017021230.1|DKIK	LOC117895634|XP_034659280.1|DSUB
OG0008191	LOC108083589|XP_017034938.1|DKIK	LOC117903780|XP_034672096.1|DSUB
OG0008192	LOC108082934|XP_017034027.1|DKIK	LOC117897845|XP_034662806.1|DSUB
OG0008193	LOC108074191|XP_017021622.1|DKIK	LOC117903473|XP_034671419.1|DSUB
OG0008194	LOC108085251|XP_017037287.1|DKIK	LOC117900806|XP_034667184.1|DSUB
OG0008195	LOC108083518|XP_017034831.1|DKIK	LOC117892644|XP_034654889.1|DSUB
OG0008196	LOC108076178|XP_017024397.1|DKIK	LOC117892492|XP_034654649.1|DSUB
OG0008197	LOC108082993|XP_017034105.1|DKIK	LOC117894154|XP_034656941.1|DSUB
OG0008198	LOC108080374|XP_017030583.1|DKIK	LOC117903343|XP_034671182.1|DSUB
OG0008199	LOC108083572|XP_017034918.1|DKIK	LOC117893854|XP_034656515.1|DSUB
OG0008200	LOC108078529|XP_017027927.1|DKIK	LOC117890564|XP_034651389.1|DSUB
OG0008201	LOC108073973|XP_017021305.1|DKIK	LOC117895076|XP_034658356.1|DSUB
OG0008202	LOC108073816|XP_017021083.1|DKIK	LOC117894844|XP_034657985.1|DSUB
OG0008203	LOC108079802|XP_017029771.1|DKIK	LOC117895283|XP_034658710.1|DSUB
OG0008204	LOC108071193|XP_017017366.1|DKIK	LOC117903678|XP_034671907.1|DSUB
OG0008205	LOC108071843|XP_017018246.1|DKIK	LOC117903362|XP_034671208.1|DSUB
OG0008206	LOC108083658|XP_017035019.1|DKIK	LOC117895827|XP_034659655.1|DSUB
OG0008207	LOC108075079|XP_017022850.1|DKIK	LOC117893106|XP_034655430.1|DSUB
OG0008208	LOC108082565|XP_017033505.1|DKIK	LOC117890498|XP_034651280.1|DSUB
OG0008209	LOC108079860|XP_017029861.1|DKIK	LOC117894906|XP_034658092.1|DSUB
OG0008210	LOC108084752|XP_017036553.1|DKIK	LOC117900367|XP_034666606.1|DSUB
OG0008211	LOC108074601|XP_017022205.1|DKIK	LOC117901484|XP_034668143.1|DSUB
OG0008212	LOC108083289|XP_017034508.1|DKIK	LOC117893878|XP_034656541.1|DSUB
OG0008213	LOC108076046|XP_017024206.1|DKIK	LOC117897679|XP_034662584.1|DSUB
OG0008214	LOC108070475|XP_017016448.1|DKIK	LOC117895197|XP_034658569.1|DSUB
OG0008215	LOC108082657|XP_017033643.1|DKIK	LOC117894712|XP_034657826.1|DSUB
OG0008216	LOC108075031|XP_017022775.1|DKIK	LOC117894772|XP_034657887.1|DSUB
OG0008217	LOC108080086|XP_017030172.1|DKIK	LOC117903213|XP_034670994.1|DSUB
OG0008218	LOC108082418|XP_017033258.1|DKIK	LOC117891600|XP_034653024.1|DSUB
OG0008219	LOC108083807|XP_017035237.1|DKIK	LOC117903664|XP_034671876.1|DSUB
OG0008220	LOC108085947|XP_017038223.1|DKIK	LOC117903824|XP_034672164.1|DSUB
OG0008221	LOC108074273|XP_017021734.1|DKIK	LOC117902708|XP_034670153.1|DSUB
OG0008222	LOC108072788|XP_017019563.1|DKIK	LOC117893004|XP_034655251.1|DSUB
OG0008223	LOC108072766|XP_017019531.1|DKIK	LOC117893212|XP_034655631.1|DSUB
OG0008224	LOC108075205|XP_017023029.1|DKIK	LOC117894645|XP_034657708.1|DSUB
OG0008225	LOC108079267|XP_017029047.1|DKIK	LOC117903327|XP_034671161.1|DSUB
OG0008226	LOC108076009|XP_017024154.1|DKIK	LOC117898968|XP_034664603.1|DSUB
OG0008227	LOC108084900|XP_017036783.1|DKIK	LOC117898130|XP_034663215.1|DSUB
OG0008228	LOC108073439|XP_017020548.1|DKIK	LOC117897715|XP_034662629.1|DSUB
OG0008229	LOC108085887|XP_017038139.1|DKIK	LOC117896251|XP_034660312.1|DSUB
OG0008230	LOC108084843|XP_017036706.1|DKIK	LOC117896691|XP_034661032.1|DSUB
OG0008232	LOC108079748|XP_017029652.1|DKIK	LOC117895473|XP_034659042.1|DSUB
OG0008233	LOC108082678|XP_017033665.1|DKIK	LOC117902317|XP_034669495.1|DSUB
OG0008234	LOC108072339|XP_017018916.1|DKIK	LOC117891967|XP_034653731.1|DSUB
OG0008235	LOC108083818|XP_017035259.1|DKIK	LOC117890087|XP_034650640.1|DSUB
OG0008236	LOC108084302|XP_017035954.1|DKIK, LOC108070933|XP_017017074.1|DKIK	LOC117892143|XP_034654073.1|DSUB
OG0008237	LOC108070893|XP_017017027.1|DKIK	LOC117892662|XP_034654940.1|DSUB
OG0008238	LOC108079047|XP_017028741.1|DKIK	LOC117895695|XP_034659432.1|DSUB
OG0008239	LOC108080208|XP_017030355.1|DKIK	LOC117893374|XP_034655859.1|DSUB
OG0008240	LOC108081181|XP_017031729.1|DKIK	LOC117891630|XP_034653063.1|DSUB
