Orthogroup	BCOP.longest_only	DERE.longest_only
OG0006851	LOC119081385|XP_037046170.1|BCOP	LOC6545733|XP_015013771.1|DERE
OG0006852	LOC119073848|XP_037035585.1|BCOP	LOC6542281|XP_026835414.1|DERE
OG0006853	LOC119080477|XP_037044752.1|BCOP	LOC6545802|XP_015013782.1|DERE
OG0006854	LOC119073937|XP_037035707.1|BCOP	LOC6541491|XP_026834486.1|DERE
OG0006855	LOC119080681|XP_037045009.1|BCOP	LOC6545312|XP_001972554.1|DERE
OG0006856	LOC119073393|XP_037034715.1|BCOP	LOC6547157|XP_001974685.2|DERE
OG0006857	LOC119082334|XP_037047738.1|BCOP	LOC6542839|XP_026834703.1|DERE
OG0006858	LOC119075553|XP_037037918.1|BCOP	LOC6543607|XP_001971393.1|DERE
OG0006859	LOC119079974|XP_037044006.1|BCOP	LOC6541773|XP_026835280.1|DERE
OG0006860	LOC119082966|XP_037048505.1|BCOP, LOC119082190|XP_037047509.1|BCOP	LOC6547347|XP_001976180.1|DERE
OG0006861	LOC119073523|XP_037034953.1|BCOP	LOC6546669|XP_015011629.1|DERE
OG0006862	LOC119080722|XP_037045103.1|BCOP	LOC6544979|XP_015013756.1|DERE
OG0006863	LOC119067887|XP_037027064.1|BCOP	LOC6550117|XP_001977654.1|DERE
OG0006864	LOC119066054|XP_037024174.1|BCOP	LOC6546628|XP_001975844.1|DERE
OG0006865	LOC119067733|XP_037026740.1|BCOP	LOC6552244|XP_001979756.2|DERE
OG0006866	LOC119079526|XP_037043402.1|BCOP, LOC119073062|XP_037034261.1|BCOP	LOC6546657|XP_001974500.1|DERE
OG0006867	LOC119079478|XP_037043310.1|BCOP	LOC26526411|XP_015012800.2|DERE
OG0006868	LOC119079455|XP_037043267.1|BCOP	LOC6546666|XP_001974578.1|DERE
OG0006869	LOC119077831|XP_037041044.1|BCOP	LOC6549520|XP_026835829.1|DERE
OG0006871	LOC119079945|XP_037043949.1|BCOP	LOC6541868|XP_001970510.1|DERE
OG0006872	LOC119073898|XP_037035682.1|BCOP	LOC6542038|XP_001970591.1|DERE
OG0006873	LOC119073866|XP_037035629.1|BCOP	LOC6547928|XP_015012228.1|DERE
OG0006874	LOC119078512|XP_037041968.1|BCOP	LOC26526761|XP_026838671.1|DERE
OG0006876	LOC119066525|XP_037024941.1|BCOP	LOC6547952|XP_026837034.1|DERE
OG0006877	LOC119066526|XP_037024945.1|BCOP	LOC26526950|XP_015015582.1|DERE
OG0006878	LOC119076252|XP_037038814.1|BCOP	LOC6540673|XP_026834135.1|DERE
OG0006879	LOC119076276|XP_037038837.1|BCOP	LOC6548494|XP_026836247.1|DERE
OG0006880	LOC119081755|XP_037046833.1|BCOP	LOC6543080|XP_001969033.1|DERE
OG0006881	LOC119070813|XP_037031188.1|BCOP	LOC6540632|XP_015015092.1|DERE
OG0006882	LOC119082031|XP_037047249.1|BCOP	LOC6547555|XP_001976176.1|DERE
OG0006884	LOC119085271|XP_037051518.1|BCOP	LOC113564054|XP_026834233.1|DERE
OG0006885	LOC119078824|XP_037042426.1|BCOP	LOC6541525|XP_015014899.1|DERE
OG0006886	LOC119083913|XP_037049623.1|BCOP	LOC6554560|XP_001982164.1|DERE
OG0006887	LOC119081677|XP_037046658.1|BCOP, LOC119076383|XP_037038997.1|BCOP	LOC6555656|XP_001982569.2|DERE
OG0006888	LOC119085152|XP_037051338.1|BCOP	LOC6541730|XP_001969478.1|DERE
OG0006889	LOC119078528|XP_037041989.1|BCOP	LOC6548599|XP_001973944.1|DERE
OG0006890	LOC119071059|XP_037031578.1|BCOP	LOC6543523|XP_001968723.1|DERE
OG0006891	LOC119083267|XP_037048842.1|BCOP	LOC6543304|XP_001969787.1|DERE
OG0006892	LOC119068012|XP_037027266.1|BCOP	LOC6543219|XP_001968229.1|DERE
OG0006893	LOC119066328|XP_037024623.1|BCOP	LOC6540830|XP_001968135.1|DERE
OG0006894	LOC119066339|XP_037024640.1|BCOP	LOC6540849|XP_026835084.1|DERE
OG0006895	LOC119081002|XP_037045571.1|BCOP	LOC26526319|XP_015011450.1|DERE
OG0006896	LOC119085145|XP_037051318.1|BCOP	LOC6542977|XP_001968999.1|DERE, LOC6556019|XP_001982881.1|DERE
OG0006897	LOC119070891|XP_037031309.1|BCOP	LOC6543004|XP_026835159.1|DERE
OG0006898	LOC119066462|XP_037024863.1|BCOP	LOC6549235|XP_026835901.1|DERE
OG0006899	LOC119070832|XP_037031233.1|BCOP	LOC6543090|XP_001968367.1|DERE
OG0006900	LOC119077018|XP_037040026.1|BCOP	LOC6551308|XP_001977096.1|DERE
OG0006901	LOC119079371|XP_037043136.1|BCOP	LOC6543189|XP_001968155.1|DERE
OG0006902	LOC119081357|XP_037046102.1|BCOP	LOC6550324|XP_001976772.1|DERE
OG0006903	LOC119068286|XP_037027717.1|BCOP	LOC6554662|XP_001981342.3|DERE
OG0006904	LOC119078771|XP_037042376.1|BCOP	LOC6540939|XP_001969581.1|DERE
OG0006905	LOC119078885|XP_037042501.1|BCOP, LOC119078886|XP_037042502.1|BCOP	LOC6549637|XP_001974443.1|DERE
OG0006906	LOC119066821|XP_037025364.1|BCOP	LOC6549328|XP_001974333.1|DERE
OG0006907	LOC119085887|XP_037052298.1|BCOP	LOC6548699|XP_026837049.1|DERE
OG0006908	LOC119082289|XP_037047658.1|BCOP	LOC6542294|XP_001968933.1|DERE
OG0006909	LOC119066441|XP_037024831.1|BCOP	LOC6543396|XP_001969452.1|DERE
OG0006910	LOC119081919|XP_037047056.1|BCOP	LOC6540668|XP_001970306.1|DERE
OG0006911	LOC119081052|XP_037045654.1|BCOP	LOC6550446|XP_015011155.1|DERE
OG0006912	LOC119076978|XP_037039969.1|BCOP	LOC6549202|XP_001974241.1|DERE
OG0006913	LOC119066647|XP_037025113.1|BCOP	LOC6542749|XP_001970148.1|DERE
OG0006914	LOC119078448|XP_037041876.1|BCOP	LOC6544823|XP_001972659.1|DERE
OG0006915	LOC119066645|XP_037025108.1|BCOP	LOC6542512|XP_026835509.1|DERE
OG0006916	LOC119070679|XP_037031015.1|BCOP	LOC6542390|XP_001969609.1|DERE
OG0006917	LOC119082557|XP_037047972.1|BCOP	LOC6542173|XP_026834050.1|DERE
OG0006918	LOC119077153|XP_037040237.1|BCOP	LOC6543206|XP_001968989.1|DERE
OG0006919	LOC119072823|XP_037034020.1|BCOP	LOC6541446|XP_026834444.1|DERE
OG0006920	LOC119084576|XP_037050526.1|BCOP	LOC6541707|XP_015014467.1|DERE
OG0006921	LOC119082106|XP_037047369.1|BCOP	LOC6540897|XP_026835321.1|DERE
OG0006922	LOC119084793|XP_037050753.1|BCOP	LOC6541967|XP_001969630.1|DERE
OG0006923	LOC119082118|XP_037047393.1|BCOP	LOC6542859|XP_001968623.1|DERE
OG0006924	LOC119082748|XP_037048225.1|BCOP	LOC6548269|XP_001973863.1|DERE
OG0006925	LOC119082746|XP_037048224.1|BCOP	LOC6554631|XP_026831514.1|DERE
OG0006926	LOC119072877|XP_037034080.1|BCOP	LOC6542079|XP_015015274.1|DERE
OG0006927	LOC119071868|XP_037032824.1|BCOP	LOC6542142|XP_001968415.1|DERE
OG0006928	LOC119085426|XP_037051735.1|BCOP	LOC6541684|XP_001968411.2|DERE
OG0006929	LOC119075603|XP_037037967.1|BCOP	LOC6542288|XP_001968115.1|DERE
OG0006930	LOC119075613|XP_037037985.1|BCOP	LOC6543475|XP_001968707.2|DERE
OG0006931	LOC119085937|XP_037052385.1|BCOP	LOC6541461|XP_001969766.1|DERE
OG0006932	LOC119072886|XP_037034104.1|BCOP	LOC6543056|XP_001969461.1|DERE
OG0006933	LOC119072890|XP_037034108.1|BCOP	LOC6542526|XP_001969457.1|DERE
OG0006934	LOC119072819|XP_037034015.1|BCOP	LOC6551920|XP_026832032.1|DERE
OG0006935	LOC119075625|XP_037037998.1|BCOP	LOC6541397|XP_015015364.1|DERE
OG0006936	LOC119078596|XP_037042079.1|BCOP	LOC6540848|XP_026835108.1|DERE
OG0006937	LOC119076233|XP_037038787.1|BCOP	LOC6541319|XP_001969429.1|DERE
OG0006938	LOC119076234|XP_037038788.1|BCOP	LOC6542074|XP_001969363.1|DERE
OG0006939	LOC119081841|XP_037046977.1|BCOP	LOC6550925|XP_001976980.1|DERE
OG0006940	LOC119084688|XP_037050664.1|BCOP	LOC6542519|XP_001970156.2|DERE
OG0006941	LOC119085373|XP_037051650.1|BCOP	LOC6542041|XP_026835254.1|DERE
OG0006942	LOC119079999|XP_037044061.1|BCOP	LOC6547459|XP_026836815.1|DERE
OG0006943	LOC119076924|XP_037039843.1|BCOP	LOC6547630|XP_001976265.2|DERE
OG0006944	LOC119083009|XP_037048543.1|BCOP	LOC6541703|XP_001968312.3|DERE
OG0006945	LOC119074229|XP_037036143.1|BCOP	LOC6549299|XP_001974373.1|DERE
OG0006946	LOC119067297|XP_037026092.1|BCOP	LOC6553570|XP_015009864.1|DERE
OG0006947	LOC119074773|XP_037036975.1|BCOP	LOC6541257|XP_001968926.1|DERE
OG0006948	LOC119075676|XP_037038089.1|BCOP	LOC6549112|XP_026836011.1|DERE
OG0006949	LOC119070906|XP_037031327.1|BCOP	LOC6541569|XP_001968677.1|DERE
OG0006950	LOC119073592|XP_037035060.1|BCOP	LOC6542353|XP_026835069.1|DERE
OG0006952	LOC119068424|XP_037027888.1|BCOP	LOC6553680|XP_001980377.1|DERE
OG0006953	LOC119078706|XP_037042269.1|BCOP	LOC6543604|XP_001971390.1|DERE
OG0006954	LOC119066724|XP_037025239.1|BCOP	LOC6542458|XP_001969710.3|DERE
OG0006955	LOC119069593|XP_037029578.1|BCOP	LOC6553756|XP_001979416.1|DERE
OG0006956	LOC119078413|XP_037041810.1|BCOP	LOC6542127|XP_001968517.2|DERE
OG0006957	LOC119078647|XP_037042137.1|BCOP	LOC6542322|XP_001969576.1|DERE
OG0006958	LOC119072006|XP_037033019.1|BCOP	LOC6548209|XP_001976488.1|DERE
OG0006959	LOC119079533|XP_037043413.1|BCOP	LOC6545235|XP_026833314.1|DERE
OG0006960	LOC119075357|XP_037037684.1|BCOP	LOC6540968|XP_001970295.1|DERE
OG0006961	LOC119078520|XP_037041978.1|BCOP	LOC6549254|XP_026836452.1|DERE
OG0006962	LOC119078599|XP_037042083.1|BCOP	LOC6541369|XP_001968483.1|DERE
OG0006963	LOC119075657|XP_037038061.1|BCOP	LOC6541549|XP_001969400.2|DERE
OG0006964	LOC119075641|XP_037038018.1|BCOP	LOC6541663|XP_026835047.1|DERE
OG0006965	LOC119085920|XP_037052369.1|BCOP	LOC6549173|XP_001974362.2|DERE
OG0006966	LOC119070953|XP_037031403.1|BCOP	LOC6549040|XP_001974159.1|DERE
OG0006967	LOC119081566|XP_037046493.1|BCOP	LOC6547092|XP_001974931.1|DERE
OG0006968	LOC119075560|XP_037037926.1|BCOP	LOC6546938|XP_001976047.1|DERE
OG0006969	LOC119073662|XP_037035161.1|BCOP	LOC6543778|XP_001972313.1|DERE
OG0006970	LOC119081657|XP_037046634.1|BCOP	LOC6554355|XP_001981530.1|DERE
OG0006971	LOC119077110|XP_037040173.1|BCOP	LOC6542999|XP_001968251.1|DERE
OG0006972	LOC119070921|XP_037031355.1|BCOP	LOC6541548|XP_015014906.1|DERE
OG0006973	LOC119072062|XP_037033092.1|BCOP	LOC6542495|XP_001968110.2|DERE
OG0006974	LOC119082243|XP_037047602.1|BCOP	LOC6540908|XP_001970027.1|DERE
OG0006975	LOC119078756|XP_037042356.1|BCOP	LOC6540727|XP_001968763.1|DERE
OG0006976	LOC119071577|XP_037032414.1|BCOP	LOC6540742|XP_001968842.2|DERE
OG0006977	LOC119083766|XP_037049444.1|BCOP	LOC6547195|XP_001974742.3|DERE
OG0006978	LOC119079161|XP_037042873.1|BCOP	LOC6549635|XP_001974441.1|DERE
OG0006979	LOC119075330|XP_037037651.1|BCOP	LOC6540811|XP_026834218.1|DERE
OG0006980	LOC119081962|XP_037047161.1|BCOP	LOC6541273|XP_026834227.1|DERE
OG0006981	LOC119081952|XP_037047140.1|BCOP	LOC6542842|XP_026834030.1|DERE
OG0006982	LOC119066086|XP_037024249.1|BCOP	LOC6548862|XP_001974050.1|DERE
OG0006983	LOC119085899|XP_037052337.1|BCOP	LOC6542314|XP_001968116.2|DERE
OG0006984	LOC119085814|XP_037052193.1|BCOP	LOC6547505|XP_026836975.1|DERE
OG0006985	LOC119072678|XP_037033847.1|BCOP	LOC6541706|XP_001970252.1|DERE
OG0006986	LOC119072681|XP_037033851.1|BCOP	LOC6543511|XP_001968709.1|DERE
OG0006988	LOC119071147|XP_037031770.1|BCOP	LOC6549301|XP_001974375.1|DERE
OG0006989	LOC119076544|XP_037039234.1|BCOP	LOC6543000|XP_001969716.2|DERE
OG0006990	LOC119072679|XP_037033848.1|BCOP	LOC6548958|XP_026835918.1|DERE
OG0006991	LOC119083999|XP_037049706.1|BCOP	LOC6555122|XP_001981043.1|DERE
OG0006992	LOC119085825|XP_037052217.1|BCOP	LOC6540725|XP_015015324.1|DERE
OG0006993	LOC119081946|XP_037047107.1|BCOP	LOC6549219|XP_026836905.1|DERE
OG0006994	LOC119080662|XP_037044982.1|BCOP	LOC6542784|XP_001970239.1|DERE
OG0006995	LOC119085427|XP_037051737.1|BCOP	LOC6541871|XP_001969635.1|DERE
OG0006996	LOC119080112|XP_037044238.1|BCOP	LOC6541156|XP_026835004.1|DERE
OG0006997	LOC119083792|XP_037049493.1|BCOP	LOC6542971|XP_001970381.1|DERE
OG0006998	LOC119078533|XP_037041995.1|BCOP	LOC6555322|XP_001981883.1|DERE
OG0006999	LOC119081140|XP_037045780.1|BCOP	LOC6542160|XP_001968317.1|DERE
OG0007000	LOC119077635|XP_037040751.1|BCOP	LOC6543427|XP_001968164.2|DERE
OG0007001	LOC119081481|XP_037046376.1|BCOP	LOC6546820|XP_001975930.1|DERE
OG0007002	LOC119078738|XP_037042318.1|BCOP	LOC6549490|XP_026836964.1|DERE
OG0007004	LOC119075317|XP_037037632.1|BCOP	LOC6543152|XP_026834587.1|DERE
OG0007005	LOC119075356|XP_037037683.1|BCOP	LOC6549256|XP_026836451.1|DERE
OG0007006	LOC119078935|XP_037042574.1|BCOP	LOC6543530|XP_026834765.1|DERE
OG0007007	LOC119082607|XP_037048065.1|BCOP	LOC6542820|XP_001969475.1|DERE
OG0007008	LOC119071748|XP_037032677.1|BCOP	LOC6541792|XP_001968667.1|DERE
OG0007009	LOC119070865|XP_037031270.1|BCOP	LOC6542400|XP_001969460.1|DERE
OG0007010	LOC119066644|XP_037025106.1|BCOP	LOC6549294|XP_015012076.1|DERE
OG0007011	LOC119067119|XP_037025790.1|BCOP	LOC6552521|XP_026839792.1|DERE
OG0007012	LOC119072860|XP_037034062.1|BCOP	LOC6540804|XP_001968729.1|DERE
OG0007013	LOC119085930|XP_037052377.1|BCOP	LOC6542931|XP_026835095.1|DERE
OG0007014	LOC119085935|XP_037052383.1|BCOP	LOC6542939|XP_026835050.1|DERE
OG0007015	LOC119078437|XP_037041852.1|BCOP	LOC113563684|XP_026835629.1|DERE, LOC6542029|XP_015015167.1|DERE
OG0007016	LOC119084659|XP_037050621.1|BCOP	LOC6541920|XP_026834324.1|DERE
OG0007017	LOC119066308|XP_037024588.1|BCOP	LOC6541376|XP_015015170.1|DERE
OG0007018	LOC119066310|XP_037024591.1|BCOP	LOC6542101|XP_015014943.1|DERE
OG0007019	LOC119072573|XP_037033714.1|BCOP	LOC6548607|XP_026838672.1|DERE
OG0007020	LOC119085236|XP_037051444.1|BCOP	LOC6548874|XP_026839457.1|DERE
OG0007021	LOC119070899|XP_037031321.1|BCOP	LOC6542718|XP_001968218.1|DERE
OG0007022	LOC119078773|XP_037042378.1|BCOP	LOC6541224|XP_001968622.1|DERE
OG0007023	LOC119070852|XP_037031259.1|BCOP	LOC6543017|XP_026834898.1|DERE
OG0007024	LOC119070829|XP_037031226.1|BCOP	LOC6551960|XP_001979686.1|DERE
OG0007025	LOC119066243|XP_037024459.1|BCOP	LOC6550935|XP_001976973.1|DERE
OG0007026	LOC119066248|XP_037024467.1|BCOP	LOC6540779|XP_001968173.1|DERE
OG0007027	LOC119086045|XP_037052513.1|BCOP	LOC6540985|XP_001968516.1|DERE
OG0007028	LOC119066414|XP_037024781.1|BCOP	LOC6543319|XP_026835323.1|DERE
OG0007030	LOC119069493|XP_037029458.1|BCOP	LOC6549903|XP_001977379.1|DERE
OG0007031	LOC119071585|XP_037032426.1|BCOP	LOC6542847|XP_026838612.1|DERE
OG0007032	LOC119079281|XP_037042962.1|BCOP	LOC6544062|XP_001973691.1|DERE
OG0007033	LOC119070853|XP_037031261.1|BCOP	LOC6540653|XP_026834098.1|DERE
OG0007034	LOC119067253|XP_037026024.1|BCOP	LOC6543127|XP_001968457.1|DERE
OG0007035	LOC119074138|XP_037036020.1|BCOP	LOC6551133|XP_001978247.1|DERE
OG0007036	LOC119073875|XP_037035647.1|BCOP, LOC119073216|XP_037034421.1|BCOP	LOC6545755|XP_026833101.1|DERE
OG0007037	LOC119070490|XP_037030741.1|BCOP	LOC6555114|XP_001982256.1|DERE
OG0007038	LOC119079632|XP_037043532.1|BCOP	LOC6547404|XP_026836022.1|DERE
OG0007039	LOC119072831|XP_037034034.1|BCOP	LOC6542781|XP_001969068.3|DERE
OG0007040	LOC119082119|XP_037047399.1|BCOP	LOC6542751|XP_001969740.1|DERE
OG0007041	LOC119075649|XP_037038031.1|BCOP	LOC6548790|XP_026839452.1|DERE
OG0007042	LOC119085398|XP_037051695.1|BCOP	LOC6541957|XP_015015018.1|DERE
OG0007043	LOC119074323|XP_037036293.1|BCOP	LOC6552203|XP_026832394.1|DERE
OG0007044	LOC119075597|XP_037037962.1|BCOP	LOC6542672|XP_001970144.2|DERE
OG0007045	LOC119074801|XP_037036980.1|BCOP	LOC6553934|XP_001979485.1|DERE
OG0007046	LOC119078745|XP_037042339.1|BCOP	LOC6552373|XP_001978884.1|DERE
OG0007047	LOC119076321|XP_037038888.1|BCOP	LOC6540606|XP_001968773.1|DERE
OG0007048	LOC119076324|XP_037038891.1|BCOP	LOC6542319|XP_026834521.1|DERE
OG0007049	LOC119072941|XP_037034163.1|BCOP	LOC6541856|XP_001968668.1|DERE
OG0007050	LOC119082230|XP_037047582.1|BCOP	LOC6543292|XP_001970149.1|DERE
OG0007051	LOC119084673|XP_037050646.1|BCOP	LOC6541381|XP_026835086.1|DERE
OG0007052	LOC119082298|XP_037047674.1|BCOP	LOC6550110|XP_026837408.1|DERE
OG0007053	LOC119072991|XP_037034211.1|BCOP	LOC6552892|XP_001980000.1|DERE
OG0007054	LOC119081638|XP_037046605.1|BCOP	LOC6548404|XP_001976670.1|DERE
OG0007055	LOC119081530|XP_037046425.1|BCOP	LOC6548530|XP_015011712.1|DERE
OG0007056	LOC119084607|XP_037050565.1|BCOP	LOC26526422|XP_015014275.1|DERE
OG0007057	LOC119084600|XP_037050548.1|BCOP	LOC6550111|XP_001977602.1|DERE
OG0007058	LOC119068571|XP_037028110.1|BCOP	LOC6550585|XP_001976743.1|DERE
OG0007059	LOC119077135|XP_037040209.1|BCOP	LOC6541479|XP_001970194.1|DERE
OG0007060	LOC119077134|XP_037040208.1|BCOP	LOC6541295|XP_001970191.2|DERE
OG0007061	LOC119077151|XP_037040232.1|BCOP	LOC6541203|XP_026835030.1|DERE
OG0007062	LOC119070730|XP_037031081.1|BCOP	LOC6540955|XP_001968142.1|DERE
OG0007063	LOC119070882|XP_037031297.1|BCOP	LOC6540694|XP_001970305.1|DERE
OG0007064	LOC119075302|XP_037037607.1|BCOP	LOC6541042|XP_001970353.1|DERE
OG0007065	LOC119082296|XP_037047670.1|BCOP	LOC6546165|XP_001972862.1|DERE
OG0007066	LOC119070889|XP_037031306.1|BCOP	LOC6546063|XP_001972804.1|DERE
OG0007067	LOC119076211|XP_037038758.1|BCOP	LOC6543285|XP_001969903.1|DERE
OG0007068	LOC119070885|XP_037031302.1|BCOP	LOC6541522|XP_001969373.1|DERE
OG0007069	LOC119071547|XP_037032342.1|BCOP	LOC6540795|XP_001969597.2|DERE
OG0007071	LOC119081306|XP_037045962.1|BCOP	LOC6548616|XP_001976702.1|DERE
OG0007072	LOC119066272|XP_037024525.1|BCOP	LOC6552016|XP_001978781.1|DERE
OG0007073	LOC119078873|XP_037042485.1|BCOP	LOC6542022|XP_001968665.1|DERE
OG0007074	LOC119085999|XP_037052469.1|BCOP	LOC6548385|XP_001976466.1|DERE
OG0007075	LOC119077130|XP_037040200.1|BCOP	LOC6541377|XP_015015190.1|DERE
OG0007076	LOC119081410|XP_037046198.1|BCOP	LOC6549414|XP_001975647.1|DERE
OG0007077	LOC119085902|XP_037052341.1|BCOP	LOC6542658|XP_001969919.1|DERE
OG0007078	LOC119075624|XP_037037996.1|BCOP	LOC6542464|XP_001968513.2|DERE
OG0007079	LOC119075626|XP_037037999.1|BCOP	LOC6541486|XP_001968512.1|DERE
OG0007080	LOC119066258|XP_037024504.1|BCOP	LOC6542128|XP_026835046.1|DERE
OG0007081	LOC119072894|XP_037034114.1|BCOP	LOC6540950|XP_001970020.1|DERE
OG0007082	LOC119085897|XP_037052331.1|BCOP	LOC6542327|XP_001968117.2|DERE
OG0007083	LOC119085906|XP_037052344.1|BCOP	LOC6541542|XP_001969757.1|DERE
OG0007084	LOC119085989|XP_037052449.1|BCOP	LOC6549999|XP_001977465.2|DERE
OG0007085	LOC119079037|XP_037042719.1|BCOP	LOC6543180|XP_026834887.1|DERE
OG0007086	LOC119066785|XP_037025342.1|BCOP	LOC6541466|XP_001969044.1|DERE
OG0007087	LOC119085875|XP_037052282.1|BCOP	LOC6545999|XP_001972811.2|DERE
OG0007088	LOC119085880|XP_037052287.1|BCOP	LOC6549038|XP_015011979.1|DERE
OG0007089	LOC119081691|XP_037046683.1|BCOP	LOC6542813|XP_001968214.1|DERE
OG0007090	LOC119077511|XP_037040638.1|BCOP	LOC6543141|XP_026835076.1|DERE
OG0007091	LOC119077108|XP_037040163.1|BCOP	LOC6541157|XP_001969030.1|DERE
OG0007092	LOC119067099|XP_037025757.1|BCOP	LOC6552173|XP_026835803.1|DERE
OG0007093	LOC119084627|XP_037050590.1|BCOP	LOC6542177|XP_001969332.1|DERE
OG0007094	LOC119072766|XP_037033955.1|BCOP	LOC6540856|XP_001969331.1|DERE
OG0007095	LOC119084623|XP_037050586.1|BCOP	LOC6549650|XP_001974255.1|DERE
OG0007096	LOC119084629|XP_037050592.1|BCOP	LOC6549096|XP_015012037.1|DERE
OG0007097	LOC119070924|XP_037031361.1|BCOP	LOC6548953|XP_001974076.1|DERE
OG0007098	LOC119070919|XP_037031352.1|BCOP	LOC6548957|XP_026836772.1|DERE
OG0007099	LOC119082776|XP_037048267.1|BCOP	LOC6553739|XP_001980325.1|DERE
OG0007100	LOC119082762|XP_037048244.1|BCOP	LOC6540861|XP_026834539.1|DERE
OG0007101	LOC119066201|XP_037024416.1|BCOP	LOC6547611|XP_001976248.1|DERE
OG0007102	LOC119076247|XP_037038805.1|BCOP	LOC6542867|XP_001968128.2|DERE
OG0007103	LOC119066793|XP_037025351.1|BCOP	LOC6542633|XP_001969357.1|DERE
OG0007104	LOC119066322|XP_037024606.1|BCOP	LOC6542164|XP_001969883.1|DERE
OG0007105	LOC119075292|XP_037037598.1|BCOP	LOC6542444|XP_001969473.1|DERE
OG0007106	LOC119066490|XP_037024894.1|BCOP	LOC6543253|XP_001968205.1|DERE
OG0007107	LOC119066040|XP_037024157.1|BCOP	LOC6541981|XP_015015266.1|DERE
OG0007108	LOC119066665|XP_037025140.1|BCOP	LOC6543419|XP_001968706.1|DERE
OG0007109	LOC119077057|XP_037040082.1|BCOP	LOC6549342|XP_001974322.1|DERE
OG0007110	LOC119068109|XP_037027450.1|BCOP	LOC6541338|XP_026835586.1|DERE
OG0007111	LOC119076960|XP_037039934.1|BCOP	LOC6542437|XP_015014839.1|DERE
OG0007112	LOC119076958|XP_037039932.1|BCOP	LOC6543053|XP_001968165.1|DERE
OG0007113	LOC119069871|XP_037029940.1|BCOP	LOC6554264|XP_001981894.1|DERE
OG0007114	LOC119085973|XP_037052429.1|BCOP	LOC6541328|XP_001969779.1|DERE
OG0007115	LOC119085972|XP_037052428.1|BCOP	LOC6541959|XP_001969711.1|DERE
OG0007116	LOC119083392|XP_037049003.1|BCOP	LOC6543370|XP_026834245.1|DERE
OG0007117	LOC119075618|XP_037037992.1|BCOP	LOC6540834|XP_001968258.1|DERE
OG0007118	LOC119076240|XP_037038796.1|BCOP	LOC6543103|XP_001969833.1|DERE
OG0007119	LOC119076707|XP_037039926.1|BCOP	LOC6551635|XP_001978583.1|DERE
OG0007120	LOC119074839|XP_037037031.1|BCOP, LOC119067302|XP_037026102.1|BCOP	LOC6551068|XP_026838179.1|DERE
OG0007121	LOC119084708|XP_037050711.1|BCOP	LOC6550731|XP_001978154.1|DERE
OG0007122	LOC119076062|XP_037038594.1|BCOP	LOC6550351|XP_015011145.1|DERE
OG0007123	LOC119069659|XP_037029675.1|BCOP	LOC6550353|XP_026837748.1|DERE
OG0007124	LOC119076427|XP_037039067.1|BCOP	LOC6545244|XP_015013933.1|DERE
OG0007125	LOC119073786|XP_037035395.1|BCOP	LOC6544935|XP_026832510.1|DERE
OG0007126	LOC119077636|XP_037040752.1|BCOP	LOC6544520|XP_001973060.1|DERE
OG0007127	LOC119076422|XP_037039059.1|BCOP	LOC6545230|XP_001973464.1|DERE
OG0007128	LOC119076435|XP_037039080.1|BCOP	LOC6544933|XP_001972647.1|DERE
OG0007129	LOC119070286|XP_037030451.1|BCOP	LOC6544934|XP_001972648.1|DERE
OG0007130	LOC119070850|XP_037031260.1|BCOP	LOC6544737|XP_001973459.1|DERE
OG0007131	LOC119070900|XP_037031324.1|BCOP	LOC6544029|XP_001973710.1|DERE
OG0007132	LOC119071122|XP_037031669.1|BCOP	LOC6544285|XP_001973713.1|DERE
OG0007133	LOC119071213|XP_037031913.1|BCOP	LOC6544223|XP_001973039.1|DERE
OG0007134	LOC119077902|XP_037041168.1|BCOP	LOC6544859|XP_001973171.1|DERE
OG0007135	LOC119071299|XP_037032072.1|BCOP	LOC6544895|XP_001973183.1|DERE
OG0007136	LOC119074974|XP_037037269.1|BCOP	LOC6545856|XP_001973395.1|DERE
OG0007137	LOC119072068|XP_037033101.1|BCOP	LOC6555766|XP_026838913.1|DERE
OG0007138	LOC119071991|XP_037033014.1|BCOP	LOC6551005|XP_026837387.1|DERE
OG0007139	LOC119072710|XP_037033878.1|BCOP	LOC6550415|XP_026837812.1|DERE
OG0007140	LOC119075228|XP_037037513.1|BCOP	LOC6555506|XP_026838380.1|DERE
OG0007141	LOC119073958|XP_037035745.1|BCOP	LOC6555603|XP_001982655.1|DERE
OG0007142	LOC119075858|XP_037038310.1|BCOP	LOC6545406|XP_001973375.1|DERE
OG0007143	LOC119081198|XP_037045809.1|BCOP	LOC6554534|XP_001981319.1|DERE
OG0007144	LOC119074574|XP_037036699.1|BCOP	LOC6552464|XP_026839542.1|DERE
OG0007146	LOC119073398|XP_037034727.1|BCOP	LOC6554405|XP_001981701.1|DERE
OG0007147	LOC119075783|XP_037038238.1|BCOP	LOC6553636|XP_001980367.1|DERE
OG0007148	LOC119077633|XP_037040741.1|BCOP	LOC6551625|XP_015011395.1|DERE
OG0007149	LOC119073317|XP_037034600.1|BCOP	LOC6541832|XP_026835278.1|DERE
OG0007150	LOC119077579|XP_037040684.1|BCOP	LOC6544028|XP_001973709.1|DERE
OG0007151	LOC119082714|XP_037048183.1|BCOP	LOC6545769|XP_001972181.1|DERE
OG0007152	LOC119074336|XP_037036322.1|BCOP	LOC6550475|XP_001977819.1|DERE
