Orthogroup	BCOP.longest_only	DMEL.longest_only
OG0007738	LOC119069482|XP_037029444.1|BCOP	CenB1A|NP_524458.1|DMEL
OG0007739	LOC119085601|XP_037051919.1|BCOP	Parg|NP_001245511.1|DMEL
OG0007740	LOC119070341|XP_037030524.1|BCOP	dx|NP_511064.2|DMEL
OG0007741	LOC119069910|XP_037030011.1|BCOP	rudhira|NP_001368979.1|DMEL
OG0007742	LOC119070344|XP_037030529.1|BCOP	kat80|NP_727940.1|DMEL
OG0007743	LOC119068246|XP_037027672.1|BCOP	Dop1R2|NP_001263072.1|DMEL
OG0007745	LOC119069933|XP_037030052.1|BCOP	CG14304|NP_650731.3|DMEL
OG0007746	LOC119067680|XP_037026688.1|BCOP	CG33722|NP_001287229.1|DMEL
OG0007747	LOC119070077|XP_037030273.1|BCOP	f|NP_001036284.1|DMEL
OG0007748	LOC119068950|XP_037028711.1|BCOP, LOC119068550|XP_037028073.1|BCOP	RunxB|NP_001259745.1|DMEL
OG0007749	LOC119069838|XP_037029900.1|BCOP	Nmd3|NP_477332.1|DMEL
OG0007750	LOC119085968|XP_037052425.1|BCOP	CG15547|NP_651833.1|DMEL
OG0007751	LOC119069217|XP_037029089.1|BCOP	Nle|NP_477294.2|DMEL
OG0007752	LOC119077701|XP_037040869.1|BCOP	CG14615|NP_608459.1|DMEL
OG0007753	LOC119067613|XP_037026602.1|BCOP	Aladin|NP_572557.1|DMEL
OG0007754	LOC119070133|XP_037030352.1|BCOP	Uba5|NP_572722.2|DMEL
OG0007755	LOC119080613|XP_037044911.1|BCOP	CG43155|NP_572720.2|DMEL
OG0007756	LOC119068054|XP_037027344.1|BCOP	CG6847|NP_573259.2|DMEL
OG0007757	LOC119078897|XP_037042524.1|BCOP	Tre1|NP_001284901.1|DMEL
OG0007758	LOC119068279|XP_037027705.1|BCOP	mmy|NP_609032.1|DMEL
OG0007759	LOC119068280|XP_037027707.1|BCOP	CG2218|NP_651790.1|DMEL
OG0007760	LOC119069919|XP_037030035.1|BCOP	CG15643|NP_788909.1|DMEL
OG0007761	LOC119068142|XP_037027498.1|BCOP	CG1486|NP_608450.1|DMEL
OG0007762	LOC119068145|XP_037027508.1|BCOP	tty|NP_728415.4|DMEL
OG0007763	LOC119071309|XP_037032082.1|BCOP	Ptth|NP_001285550.1|DMEL
OG0007764	LOC119082115|XP_037047388.1|BCOP	sws|NP_727224.2|DMEL
OG0007765	LOC119067679|XP_037026687.1|BCOP	sn|NP_727226.1|DMEL
OG0007766	LOC119069847|XP_037029912.1|BCOP	CG9813|NP_001262533.1|DMEL
OG0007767	LOC119081005|XP_037045580.1|BCOP	Actbeta|NP_651942.2|DMEL
OG0007768	LOC119067126|XP_037025795.1|BCOP	CG7872|NP_573044.1|DMEL
OG0007769	LOC119067348|XP_037026154.1|BCOP	mRpL3|NP_511166.2|DMEL
OG0007770	LOC119069586|XP_037029571.1|BCOP	CG12375|NP_609183.1|DMEL
OG0007771	LOC119067267|XP_037026040.1|BCOP	THG|NP_609737.1|DMEL
OG0007772	LOC119069501|XP_037029468.1|BCOP	CG14805|NP_569954.1|DMEL
OG0007773	LOC119066237|XP_037024449.1|BCOP, LOC119070827|XP_037031224.1|BCOP	Gal|NP_608978.2|DMEL
OG0007774	LOC119068831|XP_037028496.1|BCOP	CG14838|NP_648138.1|DMEL
OG0007775	LOC119070255|XP_037030418.1|BCOP	mRNA-cap|NP_572952.1|DMEL
OG0007776	LOC119082322|XP_037047720.1|BCOP	CG6123|NP_573286.1|DMEL
OG0007777	LOC119070253|XP_037030416.1|BCOP	CG11134|NP_572916.1|DMEL
OG0007778	LOC119085583|XP_037051896.1|BCOP	l_1_G0004|NP_608387.1|DMEL
OG0007779	LOC119068861|XP_037028592.1|BCOP	Golgin104|NP_648879.1|DMEL
OG0007780	LOC119083624|XP_037049254.1|BCOP	CG32795|NP_570029.1|DMEL
OG0007781	LOC119069875|XP_037029945.1|BCOP	sol|NP_476738.3|DMEL
OG0007782	LOC119075779|XP_037038234.1|BCOP	CG6379|NP_572148.2|DMEL
OG0007783	LOC119078608|XP_037042097.1|BCOP	Spt6|NP_651962.2|DMEL
OG0007784	LOC119085053|XP_037051164.1|BCOP	Cont|NP_649461.2|DMEL
OG0007785	LOC119068756|XP_037028387.1|BCOP	Socs16D|NP_001259662.1|DMEL
OG0007786	LOC119066224|XP_037024442.1|BCOP	Gsc|NP_001137762.2|DMEL
OG0007787	LOC119084486|XP_037050383.1|BCOP	TkR99D|NP_001263092.1|DMEL
OG0007789	LOC119085137|XP_037051305.1|BCOP	CG31191|NP_001097850.3|DMEL
OG0007790	LOC119067874|XP_037027035.1|BCOP	CG11873|NP_001263051.1|DMEL
OG0007791	LOC119081421|XP_037046224.1|BCOP, LOC119067885|XP_037027061.1|BCOP	CG31068|NP_733205.3|DMEL
OG0007792	LOC119069533|XP_037029504.1|BCOP	CG17065|NP_001162805.1|DMEL
OG0007793	LOC119068479|XP_037027985.1|BCOP	CG14683|NP_788632.1|DMEL
OG0007794	LOC119067042|XP_037025681.1|BCOP	Naa15-16|NP_573384.1|DMEL
OG0007795	LOC119070611|XP_037030935.1|BCOP	CG3040|NP_572372.1|DMEL
OG0007796	LOC119081576|XP_037046509.1|BCOP	CG13663|NP_651351.1|DMEL
OG0007797	LOC119068358|XP_037027821.1|BCOP	CG9743|NP_651781.1|DMEL
OG0007798	LOC119068355|XP_037027818.1|BCOP	CG15531|NP_651780.1|DMEL
OG0007799	LOC119068490|XP_037027997.1|BCOP	Pfdn5|NP_651053.1|DMEL
OG0007801	LOC119066779|XP_037025333.1|BCOP	CG11836|NP_001356925.1|DMEL
OG0007802	LOC119068427|XP_037027890.1|BCOP	BBIP1|NP_001163568.1|DMEL
OG0007803	LOC119068511|XP_037028011.1|BCOP	ChAT|NP_477004.5|DMEL
OG0007804	LOC119068766|XP_037028408.1|BCOP	Evi5|NP_727526.2|DMEL
OG0007805	LOC119068758|XP_037028390.1|BCOP	dod|NP_523428.1|DMEL
OG0007806	LOC119068762|XP_037028393.1|BCOP	peng|NP_523429.1|DMEL
OG0007808	LOC119069960|XP_037030087.1|BCOP	Nepl16|NP_001097912.1|DMEL
OG0007809	LOC119067570|XP_037026549.1|BCOP	CG9577|NP_608375.1|DMEL
OG0007810	LOC119070116|XP_037030324.1|BCOP	CG7099|NP_609648.1|DMEL
OG0007811	LOC119070357|XP_037030545.1|BCOP	Bruce|NP_001262460.1|DMEL
OG0007812	LOC119078776|XP_037042381.1|BCOP	CG1789|NP_572504.1|DMEL
OG0007813	LOC119068055|XP_037027345.1|BCOP	CG31121|NP_733058.1|DMEL
OG0007814	LOC119068777|XP_037028432.1|BCOP	CG6398|NP_573244.1|DMEL
OG0007815	LOC119069315|XP_037029262.1|BCOP	Bx42|NP_511093.2|DMEL
OG0007817	LOC119076246|XP_037038804.1|BCOP	Hpr1|NP_649594.1|DMEL
OG0007818	LOC119068663|XP_037028239.1|BCOP	Kal1|NP_651220.3|DMEL
OG0007819	LOC119068784|XP_037028439.1|BCOP	Rpp20|NP_001285462.1|DMEL
OG0007820	LOC119069216|XP_037029087.1|BCOP	CG1607|NP_001263139.1|DMEL
OG0007823	LOC119069178|XP_037029000.1|BCOP	CG31028|NP_733352.3|DMEL
OG0007825	LOC119069308|XP_037029254.1|BCOP	CG46280|NP_650253.1|DMEL
OG0007826	LOC119070377|XP_037030587.1|BCOP	CG9986|NP_651623.1|DMEL
OG0007827	LOC119074698|XP_037036879.1|BCOP	CG3224|NP_572335.1|DMEL
OG0007828	LOC119073805|XP_037035462.1|BCOP	Ppat-Dpck|NP_647985.1|DMEL
OG0007829	LOC119069130|XP_037028928.1|BCOP	srl|NP_730835.2|DMEL
OG0007830	LOC119069036|XP_037028800.1|BCOP	CG14309|NP_650718.2|DMEL
OG0007831	LOC119079591|XP_037043480.1|BCOP	CG9240|NP_573054.2|DMEL
OG0007832	LOC119069259|XP_037029208.1|BCOP	Naxe|NP_572604.2|DMEL
OG0007833	LOC119068099|XP_037027418.1|BCOP	CG16903|NP_569980.1|DMEL
OG0007834	LOC119069819|XP_037029877.1|BCOP	CG11791|NP_651327.1|DMEL
OG0007837	LOC119068818|XP_037028487.1|BCOP	Osi11|NP_649630.1|DMEL
OG0007839	LOC119068595|XP_037028144.1|BCOP	Arfrp1|NP_572526.1|DMEL
OG0007840	LOC119069244|XP_037029192.1|BCOP	eIF2Balpha|NP_651752.1|DMEL
OG0007842	LOC119070437|XP_037030676.1|BCOP	jus|NP_001097963.1|DMEL
OG0007843	LOC119070438|XP_037030683.1|BCOP	CG14515|NP_651681.2|DMEL
OG0007844	LOC119068546|XP_037028069.1|BCOP	CG33958|NP_001033958.1|DMEL
OG0007846	LOC119083478|XP_037049094.1|BCOP	CG4119|NP_572242.1|DMEL
OG0007847	LOC119067223|XP_037025964.1|BCOP	CG18428|NP_651213.1|DMEL
OG0007848	LOC119076743|XP_037039583.1|BCOP	Sec10|NP_651218.1|DMEL
OG0007849	LOC119070356|XP_037030544.1|BCOP	PpD3|NP_524946.1|DMEL
OG0007850	LOC119067876|XP_037027040.1|BCOP	CG16908|NP_649937.1|DMEL
OG0007851	LOC119067932|XP_037027141.1|BCOP	CG34293|NP_001097945.1|DMEL
OG0007852	LOC119070489|XP_037030738.1|BCOP	CG10035|NP_650182.1|DMEL
OG0007853	LOC119068429|XP_037027892.1|BCOP	CG10000|NP_651630.3|DMEL
OG0007854	LOC119082558|XP_037047979.1|BCOP	CG5510|NP_651224.1|DMEL
OG0007855	LOC119067194|XP_037025920.1|BCOP	nerfin-2|NP_001262446.1|DMEL
OG0007856	LOC119067463|XP_037026344.1|BCOP	Npc2f|NP_651219.1|DMEL
OG0007857	LOC119070457|XP_037030707.1|BCOP	CG10365|NP_651176.1|DMEL
OG0007858	LOC119074395|XP_037036410.1|BCOP	Snx6|NP_001245939.1|DMEL
OG0007859	LOC119080612|XP_037044909.1|BCOP	Zpr1|NP_572532.1|DMEL
OG0007860	LOC119070507|XP_037030759.1|BCOP	Mcm5|NP_524308.2|DMEL
OG0007861	LOC119070615|XP_037030938.1|BCOP	Desi|NP_650016.1|DMEL
OG0007862	LOC119070616|XP_037030939.1|BCOP, LOC119070527|XP_037030796.1|BCOP	CG45073|NP_001287601.1|DMEL
OG0007863	LOC119066732|XP_037025248.1|BCOP	CG6115|NP_652578.1|DMEL
OG0007864	LOC119067416|XP_037026265.1|BCOP	CG9626|NP_649781.1|DMEL
OG0007865	LOC119070561|XP_037030864.1|BCOP	CG7264|NP_648515.1|DMEL
OG0007867	LOC119075684|XP_037038094.1|BCOP	AdipoR|NP_651061.1|DMEL
OG0007868	LOC119069885|XP_037029957.1|BCOP	mah|NP_651316.1|DMEL
OG0007869	LOC119067673|XP_037026675.1|BCOP	Nep1|NP_511056.2|DMEL
OG0007871	LOC119073700|XP_037035195.1|BCOP	CG9114|NP_573016.1|DMEL
OG0007872	LOC119080393|XP_037044607.1|BCOP	unc-13-4A|NP_648096.4|DMEL
OG0007874	LOC119078928|XP_037042565.1|BCOP	CG3309|NP_572216.1|DMEL
OG0007875	LOC119075655|XP_037038049.1|BCOP	CG11883|NP_001097260.1|DMEL
OG0007876	LOC119067690|XP_037026707.1|BCOP	Tsp5D|NP_001259266.1|DMEL
OG0007877	LOC119073250|XP_037034497.1|BCOP	gce|NP_511160.2|DMEL
OG0007878	LOC119081846|XP_037046983.1|BCOP	CG33785|NP_001027443.1|DMEL
OG0007879	LOC119080656|XP_037044968.1|BCOP	Eip74EF|NP_730288.1|DMEL
OG0007880	LOC119078287|XP_037041672.1|BCOP	Xpac|NP_476866.1|DMEL
OG0007881	LOC119073697|XP_037035192.1|BCOP	CG14982|NP_647841.1|DMEL
OG0007882	LOC119080179|XP_037044300.1|BCOP	mge|NP_523910.1|DMEL
OG0007884	LOC119077327|XP_037040405.1|BCOP	Obp73a|NP_001097628.1|DMEL
OG0007885	LOC119080378|XP_037044578.1|BCOP	Git|NP_610599.3|DMEL
OG0007886	LOC119084171|XP_037049924.1|BCOP	CG7110|NP_609652.3|DMEL
OG0007887	LOC119080217|XP_037044353.1|BCOP	ida|NP_647837.2|DMEL
OG0007888	LOC119073507|XP_037034918.1|BCOP	APP-BP1|NP_648435.1|DMEL
OG0007889	LOC119073407|XP_037034736.1|BCOP	Syx7|NP_730632.1|DMEL
OG0007890	LOC119081778|XP_037046880.1|BCOP	Atg18a|NP_001261565.1|DMEL
OG0007891	LOC119068438|XP_037027905.1|BCOP	B9d1|NP_650470.1|DMEL
OG0007892	LOC119072049|XP_037033072.1|BCOP	l_2_09851|NP_610182.3|DMEL
OG0007893	LOC119078870|XP_037042492.1|BCOP	mi|NP_611803.1|DMEL
OG0007894	LOC119079870|XP_037043849.1|BCOP	nwk|NP_001286994.1|DMEL
OG0007895	LOC119072486|XP_037033618.1|BCOP	rno|NP_612007.2|DMEL
OG0007896	LOC119074353|XP_037036352.1|BCOP	ND-13B|NP_648409.1|DMEL
OG0007897	LOC119073707|XP_037035208.1|BCOP	ArfGAP1|NP_524040.2|DMEL
OG0007898	LOC119078759|XP_037042362.1|BCOP	yellow-g2|NP_647710.1|DMEL
OG0007899	LOC119077505|XP_037040629.1|BCOP	Ccn|NP_730294.1|DMEL
OG0007900	LOC119084822|XP_037050798.1|BCOP	ND-MWFE|NP_001097297.1|DMEL
OG0007901	LOC119075188|XP_037037475.1|BCOP	Prm|NP_523982.2|DMEL
OG0007902	LOC119067381|XP_037026197.1|BCOP	opm|NP_572994.1|DMEL
OG0007903	LOC119075191|XP_037037481.1|BCOP	Strump|NP_648840.1|DMEL
OG0007904	LOC119079640|XP_037043563.1|BCOP	HIPP1|NP_649261.1|DMEL
OG0007905	LOC119071568|XP_037032400.1|BCOP	Wwox|NP_609171.1|DMEL
OG0007906	LOC119076793|XP_037039656.1|BCOP	DIP-delta|NP_001097508.2|DMEL
OG0007907	LOC119080467|XP_037044741.1|BCOP	Fitm|NP_729053.2|DMEL
OG0007908	LOC119080489|XP_037044776.1|BCOP	Gdap1|NP_647945.1|DMEL
OG0007909	LOC119081693|XP_037046685.1|BCOP	Rtca|NP_569977.1|DMEL
OG0007910	LOC119071198|XP_037031879.1|BCOP	Ugt316A1|NP_649085.1|DMEL
OG0007911	LOC119081120|XP_037045759.1|BCOP	Ccz1|NP_647835.1|DMEL
OG0007912	LOC119080161|XP_037044277.1|BCOP	mRpL46|NP_647661.1|DMEL
OG0007913	LOC119080811|XP_037045278.1|BCOP	CG14977|NP_001261382.1|DMEL
OG0007914	LOC119079936|XP_037043935.1|BCOP	prc|NP_524658.2|DMEL
OG0007915	LOC119073557|XP_037035008.1|BCOP	Su_P_|NP_524116.2|DMEL
OG0007917	LOC119073905|XP_037035690.1|BCOP	CG33774|NP_001027396.1|DMEL
OG0007918	LOC119078168|XP_037041539.1|BCOP	CG30157|NP_724519.1|DMEL
OG0007919	LOC119076961|XP_037039950.1|BCOP	CG8180|NP_001286458.1|DMEL
OG0007921	LOC119073626|XP_037035111.1|BCOP	Tsp47F|NP_725044.1|DMEL
OG0007922	LOC119072786|XP_037033978.1|BCOP	CG4702|NP_001247070.1|DMEL
OG0007923	LOC119075770|XP_037038210.1|BCOP	Myo10A|NP_001036269.2|DMEL
OG0007924	LOC119077374|XP_037040464.1|BCOP	nemy|NP_725208.1|DMEL
OG0007925	LOC119085942|XP_037052391.1|BCOP, LOC119086054|XP_037052523.1|BCOP	CG2736|NP_611991.1|DMEL
OG0007926	LOC119075479|XP_037037824.1|BCOP	CG8320|NP_611072.2|DMEL
OG0007927	LOC119070821|XP_037031207.1|BCOP	Liprin-alpha|NP_001260155.1|DMEL
OG0007928	LOC119066252|XP_037024473.1|BCOP	Hnf4|NP_723413.1|DMEL
OG0007929	LOC119066431|XP_037024812.1|BCOP	Nlg2|NP_523496.1|DMEL
OG0007930	LOC119081476|XP_037046369.1|BCOP	CG34038|NP_001033975.2|DMEL
OG0007931	LOC119084630|XP_037050593.1|BCOP, LOC119080416|XP_037044652.1|BCOP	CG9527|NP_001137800.1|DMEL
OG0007932	LOC119084844|XP_037050845.1|BCOP	Mfe2|NP_573109.1|DMEL
OG0007933	LOC119073341|XP_037034630.1|BCOP	CG14906|NP_650573.1|DMEL
OG0007935	LOC119075182|XP_037037470.1|BCOP	Edem2|NP_609611.1|DMEL
OG0007936	LOC119085153|XP_037051341.1|BCOP	RpS27A|NP_476778.1|DMEL
OG0007937	LOC119077093|XP_037040148.1|BCOP	mts|NP_476805.1|DMEL
OG0007938	LOC119066952|XP_037025568.1|BCOP	CG6729|NP_609449.1|DMEL
OG0007939	LOC119066953|XP_037025569.1|BCOP	Cep97|NP_608811.2|DMEL
OG0007940	LOC119082781|XP_037048268.1|BCOP	capu|NP_001137784.1|DMEL
OG0007941	LOC119073475|XP_037034876.1|BCOP	Atf6|NP_995745.1|DMEL
OG0007942	LOC119071039|XP_037031532.1|BCOP	CG15914|NP_573084.1|DMEL
OG0007943	LOC119083202|XP_037048758.1|BCOP	CG43778|NP_001369129.1|DMEL
OG0007944	LOC119072741|XP_037033917.1|BCOP	dlt|NP_728672.1|DMEL
OG0007945	LOC119085886|XP_037052297.1|BCOP	CG7384|NP_609417.1|DMEL
OG0007946	LOC119076981|XP_037039979.1|BCOP	CG17658|NP_611845.2|DMEL
OG0007947	LOC119070956|XP_037031406.1|BCOP	Uvrag|NP_609632.1|DMEL
OG0007948	LOC119077139|XP_037040213.1|BCOP	CycE|NP_001246037.1|DMEL
OG0007949	LOC119082109|XP_037047379.1|BCOP	fz4|NP_511068.2|DMEL
OG0007950	LOC119070761|XP_037031129.1|BCOP	Oseg5|NP_610064.2|DMEL
OG0007951	LOC119070762|XP_037031130.1|BCOP	CG31650|NP_608899.1|DMEL
OG0007952	LOC119075605|XP_037037970.1|BCOP	slf|NP_608858.3|DMEL
OG0007953	LOC119078452|XP_037041878.1|BCOP	CG13982|NP_609025.1|DMEL
OG0007954	LOC119072754|XP_037033937.1|BCOP	meng|NP_609070.1|DMEL
OG0007955	LOC119075757|XP_037038190.1|BCOP	CG42366|NP_723501.2|DMEL
OG0007956	LOC119078423|XP_037041827.1|BCOP	Nf-YB|NP_609997.1|DMEL
OG0007957	LOC119075334|XP_037037657.1|BCOP	CG5731|NP_609354.1|DMEL
OG0007958	LOC119080803|XP_037045268.1|BCOP	CG13404|NP_572954.2|DMEL
OG0007959	LOC119078890|XP_037042516.1|BCOP	amos|NP_477446.1|DMEL
OG0007960	LOC119072481|XP_037033605.1|BCOP	SmB|NP_001188780.1|DMEL
OG0007961	LOC119082755|XP_037048232.1|BCOP	CG5112|NP_651400.1|DMEL
OG0007962	LOC119073745|XP_037035302.1|BCOP	Smyd3|NP_524768.2|DMEL
OG0007963	LOC119072702|XP_037033869.1|BCOP	CG9426|NP_609616.1|DMEL
OG0007964	LOC119075635|XP_037038011.1|BCOP	CG9596|NP_995638.1|DMEL
OG0007965	LOC119081979|XP_037047187.1|BCOP	stai|NP_001245912.1|DMEL
OG0007966	LOC119066640|XP_037025103.1|BCOP	Rrp40|NP_722725.1|DMEL
OG0007967	LOC119072670|XP_037033826.1|BCOP	Itgbn|NP_523608.2|DMEL
OG0007968	LOC119082063|XP_037047294.1|BCOP	haf|NP_001356954.1|DMEL
OG0007969	LOC119080952|XP_037045476.1|BCOP	Mob3|NP_609364.1|DMEL
OG0007970	LOC119077969|XP_037041249.1|BCOP	CNBP|NP_611739.1|DMEL
OG0007971	LOC119082295|XP_037047664.1|BCOP	hop|NP_511119.2|DMEL
OG0007972	LOC119081489|XP_037046386.1|BCOP	Cpr49Ah|NP_610777.1|DMEL
OG0007974	LOC119069278|XP_037029235.1|BCOP, LOC119069284|XP_037029246.1|BCOP	Fer3HCH|NP_572854.1|DMEL
OG0007975	LOC119083772|XP_037049451.1|BCOP	cas|NP_524677.1|DMEL
OG0007976	LOC119075204|XP_037037493.1|BCOP	CG12659|NP_001259344.1|DMEL
OG0007977	LOC119084645|XP_037050607.1|BCOP	Mcr|NP_524688.1|DMEL
OG0007978	LOC119084648|XP_037050612.1|BCOP	mRpL24|NP_523476.1|DMEL
OG0007979	LOC119071779|XP_037032730.1|BCOP	CG43861|NP_001260615.1|DMEL
OG0007980	LOC119078764|XP_037042367.1|BCOP	Arpc2|NP_610033.1|DMEL
OG0007981	LOC119078765|XP_037042368.1|BCOP	CG8134|NP_573056.1|DMEL
OG0007982	LOC119078727|XP_037042298.1|BCOP	TTLL4A|NP_723642.2|DMEL
OG0007983	LOC119072008|XP_037033021.1|BCOP	JMJD4|NP_609870.1|DMEL
OG0007984	LOC119072783|XP_037033966.1|BCOP	CG10137|NP_609981.1|DMEL
OG0007985	LOC119076387|XP_037039003.1|BCOP	CG41378|NP_001163836.1|DMEL
OG0007986	LOC119082121|XP_037047400.1|BCOP	CG5435|NP_609567.2|DMEL
OG0007987	LOC119075343|XP_037037667.1|BCOP	Snx21|NP_608709.1|DMEL
OG0007988	LOC119085841|XP_037052239.1|BCOP	Kua|NP_610026.1|DMEL
OG0007989	LOC119076331|XP_037038909.1|BCOP	CG5708|NP_609359.1|DMEL
OG0007990	LOC119081965|XP_037047168.1|BCOP	Wdfy2|NP_609400.1|DMEL
OG0007991	LOC119084691|XP_037050666.1|BCOP	bowl|NP_476883.1|DMEL
OG0007992	LOC119075306|XP_037037612.1|BCOP	lmgA|NP_001097122.1|DMEL
OG0007993	LOC119069787|XP_037029823.1|BCOP	gammaCOP|NP_001263145.1|DMEL
OG0007995	LOC119082386|XP_037047809.1|BCOP	DIP-kappa|NP_723828.1|DMEL
OG0007996	LOC119078866|XP_037042474.1|BCOP	CG7378|NP_001285421.1|DMEL
OG0007997	LOC119085879|XP_037052286.1|BCOP	MED11|NP_649057.1|DMEL
OG0007998	LOC119071885|XP_037032880.1|BCOP	Tango6|NP_609922.2|DMEL
OG0007999	LOC119075632|XP_037038007.1|BCOP	CG17124|NP_609450.1|DMEL
OG0008000	LOC119075630|XP_037038004.1|BCOP	CG6495|NP_609451.1|DMEL
OG0008001	LOC119066762|XP_037025292.1|BCOP	CCT4|NP_609579.1|DMEL
OG0008002	LOC119076959|XP_037039933.1|BCOP	AP-2alpha|NP_995607.1|DMEL
OG0008003	LOC119085980|XP_037052441.1|BCOP	IFT43|NP_609581.3|DMEL
OG0008004	LOC119069626|XP_037029623.1|BCOP	ewg|NP_001245444.1|DMEL
OG0008005	LOC119074555|XP_037036636.1|BCOP	spri|NP_001259418.1|DMEL
OG0008006	LOC119075957|XP_037038428.1|BCOP	CG14232|NP_608348.1|DMEL
OG0008007	LOC119075969|XP_037038450.1|BCOP	Usf|NP_572167.3|DMEL
OG0008008	LOC119084286|XP_037050107.1|BCOP	Blos3|NP_001097640.1|DMEL
OG0008009	LOC119076223|XP_037038773.1|BCOP	Nsun2|NP_652007.1|DMEL
OG0008010	LOC119073853|XP_037035597.1|BCOP	CG3632|NP_001096996.1|DMEL
OG0008011	LOC119082847|XP_037048408.1|BCOP	CG4269|NP_611683.1|DMEL
OG0008012	LOC119082845|XP_037048403.1|BCOP	Pex6|NP_001027403.2|DMEL
OG0008013	LOC119072056|XP_037033085.1|BCOP	isopeptidase-T-3|NP_001261098.1|DMEL
OG0008014	LOC119077685|XP_037040841.1|BCOP	Fip1|NP_649476.1|DMEL
OG0008015	LOC119075857|XP_037038308.1|BCOP	Plod|NP_648451.1|DMEL
OG0008016	LOC119075861|XP_037038314.1|BCOP	nkt|NP_648450.3|DMEL
OG0008017	LOC119075887|XP_037038351.1|BCOP	hec|NP_572843.2|DMEL
OG0008018	LOC119084307|XP_037050121.1|BCOP	futsch|NP_001096864.1|DMEL
OG0008019	LOC119077857|XP_037041081.1|BCOP	CG12531|NP_608350.2|DMEL
OG0008020	LOC119074237|XP_037036154.1|BCOP	Regnase-1|NP_650863.3|DMEL
OG0008022	LOC119077854|XP_037041075.1|BCOP	Nep5|NP_733186.2|DMEL
OG0008023	LOC119079605|XP_037043491.1|BCOP	fs_1_N|NP_569901.1|DMEL
OG0008024	LOC119076424|XP_037039062.1|BCOP	CG11409|NP_569902.2|DMEL
OG0008025	LOC119069738|XP_037029775.1|BCOP	Lrpprc2|NP_569913.1|DMEL
OG0008026	LOC119068656|XP_037028231.1|BCOP	Pa1|NP_572712.1|DMEL
OG0008027	LOC119074617|XP_037036772.1|BCOP	pon|NP_525072.2|DMEL
OG0008028	LOC119070598|XP_037030915.1|BCOP	14-3-3epsilon|NP_732309.1|DMEL
OG0008029	LOC119073441|XP_037034830.1|BCOP	Nab2|NP_651243.1|DMEL
OG0008030	LOC119073491|XP_037034893.1|BCOP	atms|NP_649493.1|DMEL
OG0008031	LOC119076856|XP_037039755.1|BCOP	betaggt-II|NP_524894.1|DMEL
OG0008032	LOC119073716|XP_037035234.1|BCOP	RpL6|NP_651876.1|DMEL
OG0008033	LOC119076814|XP_037039696.1|BCOP	CG42327|NP_001036706.2|DMEL
OG0008034	LOC119084112|XP_037049858.1|BCOP	ATP8B|NP_731669.2|DMEL
OG0008035	LOC119077626|XP_037040738.1|BCOP	CG9411|NP_572962.1|DMEL
OG0008036	LOC119067641|XP_037026639.1|BCOP	CG4553|NP_651396.1|DMEL
OG0008037	LOC119067665|XP_037026676.1|BCOP	Fur1|NP_001262954.1|DMEL
OG0008038	LOC119076538|XP_037039227.1|BCOP	Klf15|NP_572185.1|DMEL
OG0008039	LOC119076020|XP_037038516.1|BCOP	CG15923|NP_001262769.1|DMEL
OG0008040	LOC119074310|XP_037036252.1|BCOP	CG1896|NP_651886.1|DMEL
OG0008041	LOC119083719|XP_037049414.1|BCOP, LOC119070058|XP_037030288.1|BCOP, LOC119085622|XP_037051941.1|BCOP	gd|NP_001259479.1|DMEL
OG0008042	LOC119084354|XP_037050194.1|BCOP	CG5641|NP_650196.1|DMEL
OG0008043	LOC119077813|XP_037041019.1|BCOP	CG2918|NP_569995.1|DMEL
OG0008044	LOC119076018|XP_037038508.1|BCOP	per|NP_525056.2|DMEL
OG0008045	LOC119077880|XP_037041130.1|BCOP	CG2875|NP_570069.1|DMEL
OG0008046	LOC119066512|XP_037024960.1|BCOP	CG16953|NP_650897.3|DMEL
OG0008047	LOC119082774|XP_037048263.1|BCOP	CG5793|NP_001247226.1|DMEL
OG0008048	LOC119066362|XP_037024716.1|BCOP	Srp72|NP_650898.1|DMEL
OG0008049	LOC119075239|XP_037037527.1|BCOP	slmb|NP_001262802.1|DMEL
OG0008050	LOC119076014|XP_037038500.1|BCOP	Tnks|NP_001262963.1|DMEL
OG0008051	LOC119076520|XP_037039200.1|BCOP	Su_fu_|NP_536750.2|DMEL
OG0008052	LOC119077974|XP_037041251.1|BCOP	Hel89B|NP_732097.2|DMEL
OG0008053	LOC119066891|XP_037025473.1|BCOP	Vps11|NP_730776.1|DMEL
OG0008054	LOC119075902|XP_037038373.1|BCOP	CG13377|NP_569835.1|DMEL
OG0008055	LOC119085019|XP_037051092.1|BCOP	dsh|NP_511118.2|DMEL
OG0008056	LOC119076482|XP_037039158.1|BCOP	pck|NP_726742.1|DMEL
OG0008057	LOC119075171|XP_037037461.1|BCOP	SecS|NP_649556.3|DMEL
OG0008058	LOC119084254|XP_037050053.1|BCOP	HEATR2|NP_731905.1|DMEL
OG0008059	LOC119076150|XP_037038728.1|BCOP	Rev7|NP_649555.1|DMEL
OG0008060	LOC119073793|XP_037035465.1|BCOP	CG17187|NP_650056.1|DMEL
OG0008061	LOC119071051|XP_037031605.1|BCOP	bys|NP_511074.1|DMEL
OG0008062	LOC119067084|XP_037025740.1|BCOP	Scamp|NP_573023.2|DMEL
OG0008063	LOC119073869|XP_037035635.1|BCOP	NANS|NP_650195.1|DMEL
