Orthogroup	BCOP.longest_only	DBIA.longest_only
OG0006855	LOC119080681|XP_037045009.1|BCOP	LOC108030671|XP_016959186.1|DBIA
OG0006856	LOC119073393|XP_037034715.1|BCOP	LOC108030124|XP_016958315.1|DBIA
OG0006857	LOC119082334|XP_037047738.1|BCOP	LOC108030944|XP_016959631.1|DBIA
OG0006858	LOC119075553|XP_037037918.1|BCOP	LOC108035216|XP_016966221.1|DBIA
OG0006859	LOC119079974|XP_037044006.1|BCOP	LOC108036478|XP_016968147.1|DBIA
OG0006860	LOC119082966|XP_037048505.1|BCOP, LOC119082190|XP_037047509.1|BCOP	LOC108036360|XP_016967927.1|DBIA
OG0006861	LOC119073523|XP_037034953.1|BCOP	LOC108029610|XP_016957479.1|DBIA
OG0006862	LOC119080722|XP_037045103.1|BCOP	LOC108030980|XP_016959672.1|DBIA
OG0006863	LOC119067887|XP_037027064.1|BCOP	LOC108035783|XP_016966993.1|DBIA
OG0006864	LOC119066054|XP_037024174.1|BCOP	LOC108029494|XP_016957256.1|DBIA
OG0006865	LOC119067733|XP_037026740.1|BCOP	LOC108024741|XP_016950327.1|DBIA
OG0006866	LOC119079526|XP_037043402.1|BCOP, LOC119073062|XP_037034261.1|BCOP	LOC108026847|XP_016953514.1|DBIA
OG0006867	LOC119079478|XP_037043310.1|BCOP	LOC108022642|XP_016947185.1|DBIA
OG0006868	LOC119079455|XP_037043267.1|BCOP	LOC108022641|XP_016947184.1|DBIA
OG0006869	LOC119077831|XP_037041044.1|BCOP	LOC108030019|XP_016958022.1|DBIA
OG0006871	LOC119079945|XP_037043949.1|BCOP	LOC108029686|XP_016957631.1|DBIA
OG0006872	LOC119073898|XP_037035682.1|BCOP	LOC108030411|XP_016958786.1|DBIA
OG0006873	LOC119073866|XP_037035629.1|BCOP	LOC108026800|XP_016953450.1|DBIA
OG0006874	LOC119078512|XP_037041968.1|BCOP	LOC108035858|XP_016967092.1|DBIA
OG0006876	LOC119066525|XP_037024941.1|BCOP	LOC108026678|XP_016953241.1|DBIA
OG0006877	LOC119066526|XP_037024945.1|BCOP	LOC108028960|XP_016956488.1|DBIA
OG0006878	LOC119076252|XP_037038814.1|BCOP	LOC108027317|XP_016954211.1|DBIA
OG0006879	LOC119076276|XP_037038837.1|BCOP	LOC108036598|XP_016968346.1|DBIA
OG0006880	LOC119081755|XP_037046833.1|BCOP	LOC108033288|XP_016963043.1|DBIA
OG0006881	LOC119070813|XP_037031188.1|BCOP	LOC108032613|XP_016962036.1|DBIA
OG0006882	LOC119082031|XP_037047249.1|BCOP	LOC108036237|XP_016967734.1|DBIA
OG0006884	LOC119085271|XP_037051518.1|BCOP	LOC108027896|XP_016955004.1|DBIA
OG0006885	LOC119078824|XP_037042426.1|BCOP	LOC108033843|XP_016963959.1|DBIA
OG0006886	LOC119083913|XP_037049623.1|BCOP	LOC108031069|XP_016959764.1|DBIA
OG0006887	LOC119081677|XP_037046658.1|BCOP, LOC119076383|XP_037038997.1|BCOP	LOC108023341|XP_016948171.1|DBIA
OG0006888	LOC119085152|XP_037051338.1|BCOP	LOC108034114|XP_016964381.1|DBIA
OG0006889	LOC119078528|XP_037041989.1|BCOP	LOC108027382|XP_016954309.1|DBIA
OG0006890	LOC119071059|XP_037031578.1|BCOP	LOC108027904|XP_016955011.1|DBIA
OG0006891	LOC119083267|XP_037048842.1|BCOP	LOC108034243|XP_016964584.1|DBIA
OG0006892	LOC119068012|XP_037027266.1|BCOP	LOC108029239|XP_016956923.1|DBIA
OG0006893	LOC119066328|XP_037024623.1|BCOP	LOC108036833|XP_016968669.1|DBIA
OG0006894	LOC119066339|XP_037024640.1|BCOP	LOC108036849|XP_016968708.1|DBIA
OG0006895	LOC119081002|XP_037045571.1|BCOP	LOC108033090|XP_016962774.1|DBIA
OG0006896	LOC119085145|XP_037051318.1|BCOP	LOC108032403|XP_016961713.1|DBIA
OG0006897	LOC119070891|XP_037031309.1|BCOP	LOC108032611|XP_016962031.1|DBIA
OG0006898	LOC119066462|XP_037024863.1|BCOP	LOC108033835|XP_016963951.1|DBIA
OG0006899	LOC119070832|XP_037031233.1|BCOP	LOC108036155|XP_016967636.1|DBIA
OG0006900	LOC119077018|XP_037040026.1|BCOP	LOC108029719|XP_016957724.1|DBIA
OG0006901	LOC119079371|XP_037043136.1|BCOP	LOC108029255|XP_016956939.1|DBIA
OG0006902	LOC119081357|XP_037046102.1|BCOP	LOC108025616|XP_016951638.1|DBIA
OG0006903	LOC119068286|XP_037027717.1|BCOP	LOC108025989|XP_016952171.1|DBIA
OG0006904	LOC119078771|XP_037042376.1|BCOP	LOC108032702|XP_016962169.1|DBIA
OG0006905	LOC119078885|XP_037042501.1|BCOP, LOC119078886|XP_037042502.1|BCOP	LOC108033744|XP_016963792.1|DBIA
OG0006906	LOC119066821|XP_037025364.1|BCOP	LOC108034070|XP_016964316.1|DBIA
OG0006907	LOC119085887|XP_037052298.1|BCOP	LOC108033626|XP_016963492.1|DBIA
OG0006908	LOC119082289|XP_037047658.1|BCOP	LOC108029213|XP_016956893.1|DBIA
OG0006909	LOC119066441|XP_037024831.1|BCOP	LOC108034315|XP_016964673.1|DBIA
OG0006910	LOC119081919|XP_037047056.1|BCOP	LOC108036092|XP_016967532.1|DBIA
OG0006911	LOC119081052|XP_037045654.1|BCOP	LOC108024746|XP_016950341.1|DBIA
OG0006912	LOC119076978|XP_037039969.1|BCOP	LOC108032578|XP_016961970.1|DBIA
OG0006913	LOC119066647|XP_037025113.1|BCOP	LOC108033870|XP_016964002.1|DBIA
OG0006914	LOC119078448|XP_037041876.1|BCOP	LOC108035204|XP_016966204.1|DBIA
OG0006915	LOC119066645|XP_037025108.1|BCOP	LOC108034683|XP_016965116.1|DBIA
OG0006916	LOC119070679|XP_037031015.1|BCOP	LOC108032554|XP_016961921.1|DBIA
OG0006917	LOC119082557|XP_037047972.1|BCOP	LOC108032606|XP_016962021.1|DBIA
OG0006918	LOC119077153|XP_037040237.1|BCOP	LOC108032386|XP_016961696.1|DBIA
OG0006919	LOC119072823|XP_037034020.1|BCOP	LOC108032633|XP_016962063.1|DBIA
OG0006920	LOC119084576|XP_037050526.1|BCOP	LOC108033304|XP_016963063.1|DBIA
OG0006921	LOC119082106|XP_037047369.1|BCOP	LOC108032536|XP_016961893.1|DBIA
OG0006922	LOC119084793|XP_037050753.1|BCOP	LOC108032764|XP_016962249.1|DBIA
OG0006923	LOC119082118|XP_037047393.1|BCOP	LOC108029125|XP_016956732.1|DBIA
OG0006924	LOC119082748|XP_037048225.1|BCOP	LOC108036868|XP_016968732.1|DBIA
OG0006925	LOC119082746|XP_037048224.1|BCOP	LOC108026020|XP_016952200.1|DBIA
OG0006926	LOC119072877|XP_037034080.1|BCOP	LOC108029131|XP_016956740.1|DBIA
OG0006927	LOC119071868|XP_037032824.1|BCOP	LOC108029256|XP_016956940.1|DBIA
OG0006928	LOC119085426|XP_037051735.1|BCOP	LOC108029130|XP_016956739.1|DBIA
OG0006929	LOC119075603|XP_037037967.1|BCOP	LOC108033252|XP_016963010.1|DBIA
OG0006930	LOC119075613|XP_037037985.1|BCOP	LOC108027646|XP_016954651.1|DBIA
OG0006931	LOC119085937|XP_037052385.1|BCOP	LOC108034174|XP_016964474.1|DBIA
OG0006932	LOC119072886|XP_037034104.1|BCOP	LOC108033913|XP_016964072.1|DBIA
OG0006933	LOC119072890|XP_037034108.1|BCOP	LOC108033326|XP_016963100.1|DBIA
OG0006934	LOC119072819|XP_037034015.1|BCOP	LOC108024637|XP_016950171.1|DBIA
OG0006935	LOC119075625|XP_037037998.1|BCOP	LOC108032608|XP_016962026.1|DBIA
OG0006936	LOC119078596|XP_037042079.1|BCOP	LOC108033860|XP_016963986.1|DBIA
OG0006937	LOC119076233|XP_037038787.1|BCOP	LOC108034954|XP_016965735.1|DBIA
OG0006938	LOC119076234|XP_037038788.1|BCOP	LOC108034142|XP_016964429.1|DBIA
OG0006939	LOC119081841|XP_037046977.1|BCOP	LOC108024232|XP_016949593.1|DBIA
OG0006940	LOC119084688|XP_037050664.1|BCOP	LOC108033767|XP_016963851.1|DBIA
OG0006941	LOC119085373|XP_037051650.1|BCOP	LOC108033703|XP_016963698.1|DBIA
OG0006942	LOC119079999|XP_037044061.1|BCOP	LOC108036548|XP_016968265.1|DBIA
OG0006943	LOC119076924|XP_037039843.1|BCOP	LOC108034282|XP_016964633.1|DBIA
OG0006944	LOC119083009|XP_037048543.1|BCOP	LOC108027749|XP_016954790.1|DBIA
OG0006945	LOC119074229|XP_037036143.1|BCOP	LOC108033994|XP_016964208.1|DBIA
OG0006946	LOC119067297|XP_037026092.1|BCOP	LOC108024897|XP_016950536.1|DBIA
OG0006947	LOC119074773|XP_037036975.1|BCOP	LOC108029249|XP_016956932.1|DBIA
OG0006948	LOC119075676|XP_037038089.1|BCOP	LOC108032667|XP_016962117.1|DBIA
OG0006949	LOC119070906|XP_037031327.1|BCOP	LOC108027947|XP_016955065.1|DBIA
OG0006950	LOC119073592|XP_037035060.1|BCOP	LOC108035375|XP_016966472.1|DBIA
OG0006952	LOC119068424|XP_037027888.1|BCOP	LOC108032195|XP_016961539.1|DBIA
OG0006953	LOC119078706|XP_037042269.1|BCOP	LOC108035410|XP_016966519.1|DBIA
OG0006954	LOC119066724|XP_037025239.1|BCOP	LOC108034287|XP_016964636.1|DBIA
OG0006955	LOC119069593|XP_037029578.1|BCOP	LOC108031750|XP_016960943.1|DBIA
OG0006956	LOC119078413|XP_037041810.1|BCOP	LOC108027665|XP_016954699.1|DBIA
OG0006957	LOC119078647|XP_037042137.1|BCOP	LOC108032638|XP_016962072.1|DBIA
OG0006958	LOC119072006|XP_037033019.1|BCOP	LOC108026894|XP_016953592.1|DBIA
OG0006959	LOC119079533|XP_037043413.1|BCOP	LOC108031268|XP_016960001.1|DBIA
OG0006960	LOC119075357|XP_037037684.1|BCOP	LOC108036152|XP_016967632.1|DBIA
OG0006961	LOC119078520|XP_037041978.1|BCOP	LOC108034125|XP_016964402.1|DBIA
OG0006962	LOC119078599|XP_037042083.1|BCOP	LOC108027794|XP_016954850.1|DBIA
OG0006963	LOC119075657|XP_037038061.1|BCOP	LOC108034623|XP_016965052.1|DBIA
OG0006964	LOC119075641|XP_037038018.1|BCOP	LOC108033710|XP_016963733.1|DBIA
OG0006965	LOC119085920|XP_037052369.1|BCOP	LOC108033973|XP_016964176.1|DBIA
OG0006966	LOC119070953|XP_037031403.1|BCOP	LOC108034256|XP_016964601.1|DBIA
OG0006967	LOC119081566|XP_037046493.1|BCOP	LOC108030258|XP_016958567.1|DBIA
OG0006968	LOC119075560|XP_037037926.1|BCOP	LOC108030157|XP_016958376.1|DBIA
OG0006969	LOC119073662|XP_037035161.1|BCOP	LOC108028609|XP_016956019.1|DBIA
OG0006970	LOC119081657|XP_037046634.1|BCOP	LOC108024760|XP_016950357.1|DBIA
OG0006971	LOC119077110|XP_037040173.1|BCOP	LOC108027912|XP_016955022.1|DBIA
OG0006972	LOC119070921|XP_037031355.1|BCOP	LOC108034029|XP_016964257.1|DBIA
OG0006973	LOC119072062|XP_037033092.1|BCOP	LOC108033126|XP_016962838.1|DBIA
OG0006974	LOC119082243|XP_037047602.1|BCOP	LOC108033923|XP_016964085.1|DBIA
OG0006975	LOC119078756|XP_037042356.1|BCOP	LOC108029086|XP_016956664.1|DBIA
OG0006976	LOC119071577|XP_037032414.1|BCOP	LOC108033792|XP_016963891.1|DBIA
OG0006977	LOC119083766|XP_037049444.1|BCOP	LOC108030268|XP_016958580.1|DBIA
OG0006978	LOC119079161|XP_037042873.1|BCOP	LOC108034002|XP_016964219.1|DBIA
OG0006979	LOC119075330|XP_037037651.1|BCOP	LOC108029291|XP_016956978.1|DBIA
OG0006980	LOC119081962|XP_037047161.1|BCOP	LOC108024070|XP_016949328.1|DBIA
OG0006981	LOC119081952|XP_037047140.1|BCOP	LOC108032504|XP_016961818.1|DBIA
OG0006982	LOC119066086|XP_037024249.1|BCOP	LOC108033659|XP_016963585.1|DBIA
OG0006983	LOC119085899|XP_037052337.1|BCOP	LOC108036846|XP_016968703.1|DBIA
OG0006984	LOC119085814|XP_037052193.1|BCOP	LOC108033638|XP_016963550.1|DBIA
OG0006985	LOC119072678|XP_037033847.1|BCOP	LOC108032382|XP_016961692.1|DBIA
OG0006986	LOC119072681|XP_037033851.1|BCOP	LOC108027919|XP_016955031.1|DBIA
OG0006988	LOC119071147|XP_037031770.1|BCOP	LOC108033981|XP_016964193.1|DBIA
OG0006989	LOC119076544|XP_037039234.1|BCOP	LOC108033930|XP_016964097.1|DBIA
OG0006990	LOC119072679|XP_037033848.1|BCOP	LOC108033832|XP_016963948.1|DBIA
OG0006991	LOC119083999|XP_037049706.1|BCOP	LOC108023864|XP_016949014.1|DBIA
OG0006992	LOC119085825|XP_037052217.1|BCOP	LOC108029176|XP_016956819.1|DBIA
OG0006993	LOC119081946|XP_037047107.1|BCOP	LOC108033341|XP_016963117.1|DBIA
OG0006994	LOC119080662|XP_037044982.1|BCOP	LOC108036722|XP_016968511.1|DBIA
OG0006995	LOC119085427|XP_037051737.1|BCOP	LOC108032381|XP_016961691.1|DBIA
OG0006996	LOC119080112|XP_037044238.1|BCOP	LOC108032788|XP_016962281.1|DBIA
OG0006997	LOC119083792|XP_037049493.1|BCOP	LOC108036281|XP_016967781.1|DBIA
OG0006998	LOC119078533|XP_037041995.1|BCOP	LOC108026063|XP_016952247.1|DBIA
OG0006999	LOC119081140|XP_037045780.1|BCOP	LOC108027942|XP_016955059.1|DBIA
OG0007000	LOC119077635|XP_037040751.1|BCOP	LOC108029201|XP_016956867.1|DBIA
OG0007001	LOC119081481|XP_037046376.1|BCOP	LOC108022235|XP_016946582.1|DBIA
OG0007002	LOC119078738|XP_037042318.1|BCOP	LOC108033675|XP_016963612.1|DBIA
OG0007004	LOC119075317|XP_037037632.1|BCOP	LOC108029170|XP_016956804.1|DBIA
OG0007005	LOC119075356|XP_037037683.1|BCOP	LOC108034126|XP_016964404.1|DBIA
OG0007007	LOC119082607|XP_037048065.1|BCOP	LOC108033957|XP_016964149.1|DBIA
OG0007008	LOC119071748|XP_037032677.1|BCOP	LOC108027699|XP_016954737.1|DBIA
OG0007009	LOC119070865|XP_037031270.1|BCOP	LOC108033912|XP_016964071.1|DBIA
OG0007010	LOC119066644|XP_037025106.1|BCOP	LOC108034145|XP_016964428.1|DBIA
OG0007011	LOC119067119|XP_037025790.1|BCOP	LOC108031186|XP_016959894.1|DBIA
OG0007012	LOC119072860|XP_037034062.1|BCOP	LOC108027676|XP_016954709.1|DBIA
OG0007013	LOC119085930|XP_037052377.1|BCOP	LOC108034258|XP_016964603.1|DBIA
OG0007014	LOC119085935|XP_037052383.1|BCOP	LOC108034098|XP_016964354.1|DBIA
OG0007015	LOC119078437|XP_037041852.1|BCOP	LOC108027761|XP_016954808.1|DBIA
OG0007016	LOC119084659|XP_037050621.1|BCOP	LOC108033685|XP_016963640.1|DBIA
OG0007017	LOC119066308|XP_037024588.1|BCOP	LOC108027858|XP_016954947.1|DBIA
OG0007018	LOC119066310|XP_037024591.1|BCOP	LOC108032648|XP_016962086.1|DBIA
OG0007019	LOC119072573|XP_037033714.1|BCOP	LOC108022046|XP_016946379.1|DBIA
OG0007020	LOC119085236|XP_037051444.1|BCOP	LOC108034364|XP_016964743.1|DBIA
OG0007021	LOC119070899|XP_037031321.1|BCOP	LOC108029186|XP_016956847.1|DBIA
OG0007022	LOC119078773|XP_037042378.1|BCOP	LOC108029126|XP_016956733.1|DBIA
OG0007023	LOC119070852|XP_037031259.1|BCOP	LOC108034948|XP_016965721.1|DBIA
OG0007024	LOC119070829|XP_037031226.1|BCOP	LOC108025387|XP_016951353.1|DBIA
OG0007025	LOC119066243|XP_037024459.1|BCOP	LOC108024248|XP_016949619.1|DBIA
OG0007026	LOC119066248|XP_037024467.1|BCOP	LOC108029082|XP_016956658.1|DBIA
OG0007027	LOC119086045|XP_037052513.1|BCOP	LOC108027924|XP_016955037.1|DBIA
OG0007028	LOC119066414|XP_037024781.1|BCOP	LOC108029054|XP_016956605.1|DBIA
OG0007030	LOC119069493|XP_037029458.1|BCOP	LOC108023750|XP_016948877.1|DBIA
OG0007031	LOC119071585|XP_037032426.1|BCOP	LOC108024276|XP_016949658.1|DBIA
OG0007032	LOC119079281|XP_037042962.1|BCOP	LOC108030918|XP_016959602.1|DBIA
OG0007033	LOC119070853|XP_037031261.1|BCOP	LOC108032652|XP_016962096.1|DBIA
OG0007034	LOC119067253|XP_037026024.1|BCOP	LOC108027813|XP_016954880.1|DBIA
OG0007035	LOC119074138|XP_037036020.1|BCOP	LOC108023923|XP_016949097.1|DBIA
OG0007036	LOC119073875|XP_037035647.1|BCOP, LOC119073216|XP_037034421.1|BCOP	LOC108028337|XP_016955577.1|DBIA
OG0007037	LOC119070490|XP_037030741.1|BCOP	LOC108031782|XP_016960985.1|DBIA
OG0007038	LOC119079632|XP_037043532.1|BCOP	LOC108026743|XP_016953352.1|DBIA
OG0007039	LOC119072831|XP_037034034.1|BCOP	LOC108022441|XP_016946830.1|DBIA
OG0007040	LOC119082119|XP_037047399.1|BCOP	LOC108033805|XP_016963912.1|DBIA
OG0007041	LOC119075649|XP_037038031.1|BCOP	LOC108033997|XP_016964213.1|DBIA
OG0007042	LOC119085398|XP_037051695.1|BCOP	LOC108032810|XP_016962312.1|DBIA
OG0007043	LOC119074323|XP_037036293.1|BCOP	LOC108023809|XP_016948938.1|DBIA
OG0007044	LOC119075597|XP_037037962.1|BCOP	LOC108034225|XP_016964559.1|DBIA
OG0007045	LOC119074801|XP_037036980.1|BCOP	LOC108031700|XP_016960849.1|DBIA
OG0007046	LOC119078745|XP_037042339.1|BCOP	LOC108032938|XP_016962499.1|DBIA
OG0007047	LOC119076321|XP_037038888.1|BCOP	LOC108028991|XP_016956521.1|DBIA
OG0007048	LOC119076324|XP_037038891.1|BCOP	LOC108032644|XP_016962080.1|DBIA
OG0007049	LOC119072941|XP_037034163.1|BCOP	LOC108027806|XP_016954874.1|DBIA
OG0007050	LOC119082230|XP_037047582.1|BCOP	LOC108034252|XP_016964595.1|DBIA
OG0007051	LOC119084673|XP_037050646.1|BCOP	LOC108029103|XP_016956697.1|DBIA
OG0007052	LOC119082298|XP_037047674.1|BCOP	LOC108023211|XP_016947964.1|DBIA
OG0007053	LOC119072991|XP_037034211.1|BCOP	LOC108031762|XP_016960959.1|DBIA
OG0007054	LOC119081638|XP_037046605.1|BCOP	LOC108023044|XP_016947773.1|DBIA
OG0007055	LOC119081530|XP_037046425.1|BCOP	LOC108036482|XP_016968152.1|DBIA
OG0007056	LOC119084607|XP_037050565.1|BCOP	LOC108035635|XP_016966825.1|DBIA
OG0007057	LOC119084600|XP_037050548.1|BCOP	LOC108023213|XP_016947968.1|DBIA
OG0007058	LOC119068571|XP_037028110.1|BCOP	LOC108025943|XP_016952130.1|DBIA
OG0007059	LOC119077135|XP_037040209.1|BCOP	LOC108033892|XP_016964032.1|DBIA
OG0007060	LOC119077134|XP_037040208.1|BCOP	LOC108033360|XP_016963160.1|DBIA
OG0007061	LOC119077151|XP_037040232.1|BCOP	LOC108033351|XP_016963149.1|DBIA
OG0007062	LOC119070730|XP_037031081.1|BCOP	LOC108029123|XP_016956729.1|DBIA
OG0007063	LOC119070882|XP_037031297.1|BCOP	LOC108036134|XP_016967608.1|DBIA
OG0007064	LOC119075302|XP_037037607.1|BCOP	LOC108036547|XP_016968264.1|DBIA
OG0007065	LOC119082296|XP_037047670.1|BCOP	LOC108028798|XP_016956271.1|DBIA
OG0007066	LOC119070889|XP_037031306.1|BCOP	LOC108030523|XP_016958901.1|DBIA
OG0007067	LOC119076211|XP_037038758.1|BCOP	LOC108034053|XP_016964296.1|DBIA
OG0007068	LOC119070885|XP_037031302.1|BCOP	LOC108034044|XP_016964284.1|DBIA
OG0007069	LOC119071547|XP_037032342.1|BCOP	LOC108032581|XP_016961974.1|DBIA
OG0007071	LOC119081306|XP_037045962.1|BCOP	LOC108022883|XP_016947569.1|DBIA
OG0007072	LOC119066272|XP_037024525.1|BCOP	LOC108024978|XP_016950713.1|DBIA
OG0007073	LOC119078873|XP_037042485.1|BCOP	LOC108027832|XP_016954907.1|DBIA
OG0007074	LOC119085999|XP_037052469.1|BCOP	LOC108026912|XP_016953610.1|DBIA
OG0007075	LOC119077130|XP_037040200.1|BCOP	LOC108032562|XP_016961932.1|DBIA
OG0007076	LOC119081410|XP_037046198.1|BCOP	LOC108022877|XP_016947561.1|DBIA
OG0007077	LOC119085902|XP_037052341.1|BCOP	LOC108033487|XP_016963315.1|DBIA
OG0007078	LOC119075624|XP_037037996.1|BCOP	LOC108027840|XP_016954917.1|DBIA
OG0007079	LOC119075626|XP_037037999.1|BCOP	LOC108027839|XP_016954915.1|DBIA
OG0007080	LOC119066258|XP_037024504.1|BCOP	LOC108032712|XP_016962179.1|DBIA
OG0007081	LOC119072894|XP_037034114.1|BCOP	LOC108033886|XP_016964020.1|DBIA
OG0007082	LOC119085897|XP_037052331.1|BCOP	LOC108036844|XP_016968697.1|DBIA
OG0007083	LOC119085906|XP_037052344.1|BCOP	LOC108033543|XP_016963377.1|DBIA
OG0007084	LOC119085989|XP_037052449.1|BCOP	LOC108033158|XP_016962876.1|DBIA
OG0007085	LOC119079037|XP_037042719.1|BCOP	LOC108027865|XP_016954964.1|DBIA
OG0007086	LOC119066785|XP_037025342.1|BCOP	LOC108033708|XP_016963717.1|DBIA
OG0007087	LOC119085875|XP_037052282.1|BCOP	LOC108035966|XP_016967272.1|DBIA
OG0007088	LOC119085880|XP_037052287.1|BCOP	LOC108033765|XP_016963841.1|DBIA
OG0007089	LOC119081691|XP_037046683.1|BCOP	LOC108029233|XP_016956916.1|DBIA
OG0007090	LOC119077511|XP_037040638.1|BCOP	LOC108028975|XP_016956503.1|DBIA
OG0007091	LOC119077108|XP_037040163.1|BCOP	LOC108034198|XP_016964516.1|DBIA
OG0007092	LOC119067099|XP_037025757.1|BCOP	LOC108031721|XP_016960879.1|DBIA
OG0007093	LOC119084627|XP_037050590.1|BCOP	LOC108032626|XP_016962053.1|DBIA
OG0007094	LOC119072766|XP_037033955.1|BCOP	LOC108032409|XP_016961718.1|DBIA
OG0007095	LOC119084623|XP_037050586.1|BCOP	LOC108036165|XP_016967644.1|DBIA
OG0007096	LOC119084629|XP_037050592.1|BCOP	LOC108032734|XP_016962204.1|DBIA
OG0007097	LOC119070924|XP_037031361.1|BCOP	LOC108033278|XP_016963033.1|DBIA
OG0007098	LOC119070919|XP_037031352.1|BCOP	LOC108034278|XP_016964626.1|DBIA
OG0007099	LOC119082776|XP_037048267.1|BCOP	LOC108023561|XP_016948642.1|DBIA
OG0007100	LOC119082762|XP_037048244.1|BCOP	LOC108033844|XP_016963961.1|DBIA
OG0007101	LOC119066201|XP_037024416.1|BCOP	LOC108035083|XP_016965993.1|DBIA
OG0007102	LOC119076247|XP_037038805.1|BCOP	LOC108036858|XP_016968720.1|DBIA
OG0007103	LOC119066793|XP_037025351.1|BCOP	LOC108032621|XP_016962048.1|DBIA
OG0007104	LOC119066322|XP_037024606.1|BCOP	LOC108034265|XP_016964613.1|DBIA
OG0007105	LOC119075292|XP_037037598.1|BCOP	LOC108034230|XP_016964567.1|DBIA
OG0007106	LOC119066490|XP_037024894.1|BCOP	LOC108029183|XP_016956837.1|DBIA
OG0007107	LOC119066040|XP_037024157.1|BCOP	LOC108032673|XP_016962124.1|DBIA
OG0007108	LOC119066665|XP_037025140.1|BCOP	LOC108027888|XP_016954995.1|DBIA
OG0007109	LOC119077057|XP_037040082.1|BCOP	LOC108033921|XP_016964081.1|DBIA
OG0007110	LOC119068109|XP_037027450.1|BCOP	LOC108027819|XP_016954887.1|DBIA
OG0007111	LOC119076960|XP_037039934.1|BCOP	LOC108033628|XP_016963520.1|DBIA
OG0007112	LOC119076958|XP_037039932.1|BCOP	LOC108029098|XP_016956678.1|DBIA
OG0007113	LOC119069871|XP_037029940.1|BCOP	LOC108026457|XP_016952887.1|DBIA
OG0007114	LOC119085973|XP_037052429.1|BCOP	LOC108034274|XP_016964621.1|DBIA
OG0007115	LOC119085972|XP_037052428.1|BCOP	LOC108034177|XP_016964479.1|DBIA
OG0007116	LOC119083392|XP_037049003.1|BCOP	LOC108036738|XP_016968535.1|DBIA
OG0007117	LOC119075618|XP_037037992.1|BCOP	LOC108027892|XP_016954999.1|DBIA
OG0007118	LOC119076240|XP_037038796.1|BCOP	LOC108033337|XP_016963112.1|DBIA
OG0007119	LOC119076707|XP_037039926.1|BCOP	LOC108023798|XP_016948926.1|DBIA
OG0007120	LOC119074839|XP_037037031.1|BCOP, LOC119067302|XP_037026102.1|BCOP	LOC108023512|XP_016948545.1|DBIA
OG0007121	LOC119084708|XP_037050711.1|BCOP	LOC108025994|XP_016952176.1|DBIA
OG0007122	LOC119076062|XP_037038594.1|BCOP	LOC108024209|XP_016949551.1|DBIA
OG0007123	LOC119069659|XP_037029675.1|BCOP	LOC108024089|XP_016949353.1|DBIA
OG0007124	LOC119076427|XP_037039067.1|BCOP	LOC108035938|XP_016967221.1|DBIA
OG0007125	LOC119073786|XP_037035395.1|BCOP	LOC108034497|XP_016964892.1|DBIA
OG0007126	LOC119077636|XP_037040752.1|BCOP	LOC108030673|XP_016959190.1|DBIA
OG0007127	LOC119076422|XP_037039059.1|BCOP	LOC108028735|XP_016956190.1|DBIA
OG0007128	LOC119076435|XP_037039080.1|BCOP	LOC108028062|XP_016955192.1|DBIA
OG0007129	LOC119070286|XP_037030451.1|BCOP	LOC108034483|XP_016964877.1|DBIA
OG0007130	LOC119070850|XP_037031260.1|BCOP	LOC108028058|XP_016955186.1|DBIA
OG0007131	LOC119070900|XP_037031324.1|BCOP	LOC108030849|XP_016959476.1|DBIA
OG0007132	LOC119071122|XP_037031669.1|BCOP	LOC108030903|XP_016959570.1|DBIA
OG0007133	LOC119071213|XP_037031913.1|BCOP	LOC108035133|XP_016966064.1|DBIA
OG0007134	LOC119077902|XP_037041168.1|BCOP	LOC108030662|XP_016959173.1|DBIA
OG0007135	LOC119071299|XP_037032072.1|BCOP	LOC108034656|XP_016965083.1|DBIA
OG0007136	LOC119074974|XP_037037269.1|BCOP	LOC108028013|XP_016955131.1|DBIA
OG0007137	LOC119072068|XP_037033101.1|BCOP	LOC108024147|XP_016949423.1|DBIA
OG0007138	LOC119071991|XP_037033014.1|BCOP	LOC108021952|XP_016946268.1|DBIA
OG0007139	LOC119072710|XP_037033878.1|BCOP	LOC108024167|XP_016949471.1|DBIA
OG0007140	LOC119075228|XP_037037513.1|BCOP	LOC108023609|XP_016948705.1|DBIA
OG0007141	LOC119073958|XP_037035745.1|BCOP	LOC108023688|XP_016948799.1|DBIA
OG0007142	LOC119075858|XP_037038310.1|BCOP	LOC108030854|XP_016959485.1|DBIA
OG0007143	LOC119081198|XP_037045809.1|BCOP	LOC108025337|XP_016951258.1|DBIA
OG0007144	LOC119074574|XP_037036699.1|BCOP	LOC108031949|XP_016961223.1|DBIA
OG0007146	LOC119073398|XP_037034727.1|BCOP	LOC108025549|XP_016951570.1|DBIA
OG0007147	LOC119075783|XP_037038238.1|BCOP	LOC108032085|XP_016961398.1|DBIA
OG0007148	LOC119077633|XP_037040741.1|BCOP	LOC108022014|XP_016946343.1|DBIA
OG0007149	LOC119073317|XP_037034600.1|BCOP	LOC108036479|XP_016968148.1|DBIA
OG0007150	LOC119077579|XP_037040684.1|BCOP	LOC108030902|XP_016959569.1|DBIA
OG0007151	LOC119082714|XP_037048183.1|BCOP	LOC108034596|XP_016965018.1|DBIA
OG0007152	LOC119074336|XP_037036322.1|BCOP	LOC108024011|XP_016949258.1|DBIA
