Orthogroup	BCOP.longest_only	DMAU.longest_only
OG0008237	LOC119079953|XP_037043959.1|BCOP	LOC117136788|XP_033153735.1|DMAU
OG0008238	LOC119079531|XP_037043416.1|BCOP	LOC117140018|XP_033158640.1|DMAU
OG0008239	LOC119080534|XP_037044841.1|BCOP	LOC117141054|XP_033160231.1|DMAU
OG0008240	LOC119079888|XP_037043866.1|BCOP	LOC117136832|XP_033153802.1|DMAU
OG0008243	LOC119084712|XP_037050689.1|BCOP	LOC117135770|XP_033152127.1|DMAU
OG0008244	LOC119077545|XP_037040653.1|BCOP	LOC117144300|XP_033165297.1|DMAU
OG0008245	LOC119066604|XP_037025062.1|BCOP	LOC117136361|XP_033153123.1|DMAU
OG0008246	LOC119084130|XP_037049875.1|BCOP, LOC119082287|XP_037047656.1|BCOP, LOC119078200|XP_037041560.1|BCOP	LOC117136451|XP_033153261.1|DMAU
OG0008266	LOC119069491|XP_037029456.1|BCOP	LOC117145437|XP_033166983.1|DMAU
OG0008267	LOC119070586|XP_037030892.1|BCOP	LOC117143256|XP_033163712.1|DMAU
OG0008268	LOC119068096|XP_037027414.1|BCOP	LOC117136454|XP_033153273.1|DMAU
OG0008269	LOC119070128|XP_037030344.1|BCOP	LOC117150571|XP_033173414.1|DMAU
OG0008270	LOC119082239|XP_037047601.1|BCOP	LOC117148514|XP_033171811.1|DMAU
OG0008271	LOC119070326|XP_037030490.1|BCOP	LOC117141461|XP_033160808.1|DMAU
OG0008272	LOC119067290|XP_037026075.1|BCOP	LOC117148949|XP_033172580.1|DMAU
OG0008273	LOC119084499|XP_037050414.1|BCOP	LOC117143013|XP_033163271.1|DMAU
OG0008275	LOC119067576|XP_037026556.1|BCOP	LOC117147298|XP_033170036.1|DMAU
OG0008276	LOC119067757|XP_037026784.1|BCOP	LOC117147155|XP_033169829.1|DMAU
OG0008277	LOC119067626|XP_037026614.1|BCOP	LOC117146815|XP_033169255.1|DMAU
OG0008278	LOC119080890|XP_037045364.1|BCOP	LOC117151040|XP_033174144.1|DMAU
OG0008279	LOC119082228|XP_037047581.1|BCOP	LOC117147688|XP_033170563.1|DMAU
OG0008280	LOC119082580|XP_037048013.1|BCOP	LOC117148531|XP_033171836.1|DMAU
OG0008281	LOC119082635|XP_037048100.1|BCOP	LOC117147799|XP_033170739.1|DMAU
OG0008282	LOC119067575|XP_037026555.1|BCOP	LOC117147286|XP_033170021.1|DMAU
OG0008283	LOC119069528|XP_037029497.1|BCOP	LOC117147717|XP_033170608.1|DMAU
OG0008285	LOC119069574|XP_037029553.1|BCOP	LOC117147176|XP_033169863.1|DMAU
OG0008286	LOC119067132|XP_037025812.1|BCOP	LOC117146898|XP_033169395.1|DMAU
OG0008287	LOC119067603|XP_037026589.1|BCOP	LOC117146577|XP_033168777.1|DMAU
OG0008288	LOC119068323|XP_037027773.1|BCOP	LOC117142394|XP_033162232.1|DMAU
OG0008290	LOC119067610|XP_037026598.1|BCOP	LOC117146871|XP_033169352.1|DMAU
OG0008291	LOC119067820|XP_037026878.1|BCOP	LOC117146365|XP_033168407.1|DMAU
OG0008292	LOC119076490|XP_037039170.1|BCOP	LOC117146993|XP_033169560.1|DMAU
OG0008293	LOC119068319|XP_037027768.1|BCOP	LOC117142798|XP_033162895.1|DMAU
OG0008294	LOC119067446|XP_037026322.1|BCOP	LOC117142821|XP_033162931.1|DMAU
OG0008295	LOC119081345|XP_037046073.1|BCOP	LOC117146794|XP_033169225.1|DMAU
OG0008296	LOC119066847|XP_037025410.1|BCOP	LOC117147007|XP_033169580.1|DMAU
OG0008297	LOC119070055|XP_037030245.1|BCOP	LOC117146578|XP_033168778.1|DMAU
OG0008298	LOC119067333|XP_037026133.1|BCOP	LOC117148572|XP_033171927.1|DMAU
OG0008300	LOC119068835|XP_037028515.1|BCOP	LOC117147278|XP_033170008.1|DMAU
OG0008301	LOC119067853|XP_037026986.1|BCOP	LOC117146056|XP_033167887.1|DMAU
OG0008302	LOC119069511|XP_037029483.1|BCOP	LOC117147811|XP_033170755.1|DMAU
OG0008303	LOC119068729|XP_037028317.1|BCOP	LOC117147021|XP_033169600.1|DMAU
OG0008304	LOC119082681|XP_037048153.1|BCOP	LOC117148326|XP_033171550.1|DMAU
OG0008305	LOC119066348|XP_037024659.1|BCOP	LOC117146711|XP_033169018.1|DMAU
OG0008306	LOC119069231|XP_037029165.1|BCOP	LOC117148764|XP_033172251.1|DMAU
OG0008307	LOC119067431|XP_037026298.1|BCOP	LOC117145034|XP_033166430.1|DMAU
OG0008308	LOC119069956|XP_037030082.1|BCOP	LOC117142333|XP_033162140.1|DMAU
OG0008309	LOC119069274|XP_037029228.1|BCOP	LOC117136743|XP_033153669.1|DMAU
OG0008310	LOC119066478|XP_037024878.1|BCOP	LOC117139077|XP_033157079.1|DMAU
OG0008311	LOC119068741|XP_037028339.1|BCOP	LOC117147013|XP_033169589.1|DMAU
OG0008312	LOC119068458|XP_037027938.1|BCOP	LOC117145965|XP_033167758.1|DMAU
OG0008313	LOC119068063|XP_037027359.1|BCOP	LOC117148591|XP_033171960.1|DMAU
OG0008314	LOC119083508|XP_037049125.1|BCOP	LOC117137694|XP_033155154.1|DMAU
OG0008315	LOC119068174|XP_037027557.1|BCOP	LOC117139816|XP_033158338.1|DMAU
OG0008318	LOC119068760|XP_037028392.1|BCOP	LOC117147628|XP_033170484.1|DMAU
OG0008319	LOC119069798|XP_037029848.1|BCOP	LOC117136856|XP_033153847.1|DMAU
OG0008320	LOC119068570|XP_037028109.1|BCOP	LOC117148718|XP_033172158.1|DMAU
OG0008321	LOC119070426|XP_037030662.1|BCOP	LOC117145776|XP_033167444.1|DMAU
OG0008322	LOC119069008|XP_037028778.1|BCOP, LOC119068660|XP_037028232.1|BCOP	LOC117135224|XP_033151231.1|DMAU
OG0008323	LOC119070508|XP_037030761.1|BCOP	LOC117146066|XP_033167898.1|DMAU
OG0008324	LOC119067189|XP_037025915.1|BCOP	LOC117147292|XP_033170030.1|DMAU
OG0008325	LOC119068562|XP_037028085.1|BCOP	LOC117148648|XP_033172041.1|DMAU
OG0008326	LOC119085744|XP_037052108.1|BCOP	LOC117143686|XP_033164363.1|DMAU
OG0008327	LOC119081555|XP_037046474.1|BCOP	LOC117138522|XP_033156548.1|DMAU
OG0008328	LOC119075915|XP_037038396.1|BCOP	LOC117148184|XP_033171345.1|DMAU
OG0008329	LOC119080609|XP_037044906.1|BCOP	LOC117146878|XP_033169359.1|DMAU
OG0008330	LOC119081787|XP_037046892.1|BCOP	LOC117136621|XP_033153500.1|DMAU
OG0008332	LOC119080768|XP_037045229.1|BCOP	LOC117140473|XP_033159313.1|DMAU
OG0008333	LOC119075217|XP_037037497.1|BCOP	LOC117139819|XP_033158341.1|DMAU
OG0008334	LOC119075216|XP_037037496.1|BCOP	LOC117140265|XP_033158982.1|DMAU
OG0008335	LOC119085587|XP_037051903.1|BCOP	LOC117139518|XP_033157770.1|DMAU
OG0008336	LOC119073749|XP_037035304.1|BCOP	LOC117140963|XP_033160077.1|DMAU
OG0008337	LOC119080936|XP_037045451.1|BCOP	LOC117136535|XP_033153375.1|DMAU
OG0008338	LOC119079345|XP_037043070.1|BCOP	LOC117139538|XP_033157802.1|DMAU
OG0008339	LOC119082078|XP_037047315.1|BCOP	LOC117146954|XP_033169507.1|DMAU
OG0008341	LOC119078140|XP_037041512.1|BCOP	LOC117140626|XP_033159537.1|DMAU
OG0008342	LOC119085489|XP_037051800.1|BCOP	LOC117142005|XP_033161745.1|DMAU
OG0008344	LOC119077307|XP_037040369.1|BCOP	LOC117141831|XP_033161377.1|DMAU
OG0008345	LOC119074314|XP_037036268.1|BCOP	LOC117139837|XP_033158375.1|DMAU
OG0008346	LOC119074036|XP_037035876.1|BCOP	LOC117147381|XP_033170143.1|DMAU
OG0008347	LOC119082661|XP_037048141.1|BCOP	LOC117150447|XP_033173224.1|DMAU
OG0008349	LOC119076081|XP_037038627.1|BCOP	LOC117141628|XP_033161049.1|DMAU
OG0008350	LOC119066261|XP_037024509.1|BCOP	LOC117146831|XP_033169276.1|DMAU
OG0008351	LOC119079850|XP_037043812.1|BCOP	LOC117141822|XP_033161366.1|DMAU
OG0008352	LOC119081067|XP_037045685.1|BCOP	LOC117139676|XP_033158045.1|DMAU
OG0008354	LOC119085317|XP_037051593.1|BCOP	LOC117147358|XP_033170113.1|DMAU
OG0008355	LOC119073486|XP_037034886.1|BCOP	LOC117136702|XP_033153611.1|DMAU
OG0008356	LOC119080708|XP_037045064.1|BCOP	LOC117142107|XP_033161884.1|DMAU
OG0008357	LOC119076007|XP_037038482.1|BCOP	LOC117142396|XP_033162234.1|DMAU
OG0008358	LOC119077904|XP_037041170.1|BCOP	LOC117150644|XP_033173510.1|DMAU
OG0008359	LOC119066753|XP_037025279.1|BCOP	LOC117137807|XP_033155372.1|DMAU
OG0008360	LOC119083566|XP_037049201.1|BCOP	LOC117137252|XP_033154506.1|DMAU
OG0008361	LOC119082409|XP_037047836.1|BCOP	LOC117150539|XP_033173356.1|DMAU
OG0008362	LOC119067571|XP_037026550.1|BCOP	LOC117147028|XP_033169612.1|DMAU
OG0008363	LOC119085390|XP_037051680.1|BCOP	LOC117136283|XP_033153009.1|DMAU
OG0008364	LOC119071285|XP_037032050.1|BCOP	LOC117141905|XP_033161508.1|DMAU
OG0008365	LOC119072045|XP_037033065.1|BCOP	LOC117136798|XP_033153747.1|DMAU
OG0008366	LOC119084907|XP_037050957.1|BCOP	LOC117143712|XP_033164402.1|DMAU
OG0008367	LOC119070837|XP_037031242.1|BCOP	LOC117146453|XP_033168572.1|DMAU
OG0008369	LOC119076540|XP_037039230.1|BCOP	LOC117148872|XP_033172434.1|DMAU
OG0008370	LOC119068252|XP_037027685.1|BCOP	LOC117145990|XP_033167795.1|DMAU
OG0008371	LOC119072824|XP_037034021.1|BCOP	LOC117142288|XP_033162065.1|DMAU
OG0008372	LOC119081792|XP_037046897.1|BCOP	LOC117135676|XP_033151964.1|DMAU
OG0008373	LOC119075606|XP_037037971.1|BCOP	LOC117146489|XP_033168622.1|DMAU
OG0008374	LOC119078669|XP_037042221.1|BCOP	LOC117136740|XP_033153663.1|DMAU
OG0008375	LOC119068457|XP_037027932.1|BCOP	LOC117136462|XP_033153285.1|DMAU
OG0008376	LOC119072552|XP_037033684.1|BCOP	LOC117150758|XP_033173686.1|DMAU
OG0008377	LOC119080007|XP_037044076.1|BCOP	LOC117147614|XP_033170466.1|DMAU
OG0008378	LOC119066354|XP_037024667.1|BCOP	LOC117147604|XP_033170454.1|DMAU
OG0008379	LOC119078778|XP_037042383.1|BCOP	LOC117137004|XP_033154084.1|DMAU
OG0008380	LOC119082275|XP_037047644.1|BCOP	LOC117142345|XP_033162156.1|DMAU
OG0008381	LOC119084646|XP_037050609.1|BCOP	LOC117139060|XP_033157063.1|DMAU
OG0008383	LOC119085858|XP_037052265.1|BCOP	LOC117140126|XP_033158785.1|DMAU
OG0008384	LOC119066500|XP_037024907.1|BCOP	LOC117144944|XP_033166292.1|DMAU
OG0008385	LOC119066437|XP_037024827.1|BCOP	LOC117137221|XP_033154470.1|DMAU
OG0008386	LOC119077067|XP_037040100.1|BCOP	LOC117146943|XP_033169484.1|DMAU
OG0008387	LOC119075305|XP_037037611.1|BCOP	LOC117142855|XP_033162987.1|DMAU
OG0008388	LOC119070886|XP_037031303.1|BCOP	LOC117150826|XP_033173784.1|DMAU
OG0008389	LOC119083120|XP_037048648.1|BCOP	LOC117150510|XP_033173308.1|DMAU
OG0008391	LOC119066338|XP_037024639.1|BCOP	LOC117148619|XP_033172002.1|DMAU
OG0008392	LOC119084044|XP_037049772.1|BCOP	LOC117139393|XP_033157550.1|DMAU
OG0008393	LOC119070875|XP_037031290.1|BCOP	LOC117141756|XP_033161269.1|DMAU
OG0008394	LOC119077933|XP_037041210.1|BCOP	LOC117139515|XP_033157764.1|DMAU
OG0008395	LOC119076825|XP_037039718.1|BCOP	LOC117148618|XP_033171997.1|DMAU
OG0008396	LOC119076823|XP_037039712.1|BCOP	LOC117146900|XP_033169398.1|DMAU
OG0008398	LOC119075797|XP_037038259.1|BCOP	LOC117148365|XP_033171613.1|DMAU
OG0008399	LOC119074764|XP_037036928.1|BCOP	LOC117148257|XP_033171453.1|DMAU
OG0008402	LOC119084357|XP_037050197.1|BCOP	LOC117145170|XP_033166610.1|DMAU
OG0008403	LOC119077926|XP_037041201.1|BCOP	LOC117146821|XP_033169266.1|DMAU
OG0008405	LOC119074969|XP_037037265.1|BCOP	LOC117148243|XP_033171438.1|DMAU
OG0008406	LOC119077920|XP_037041196.1|BCOP	LOC117147000|XP_033169571.1|DMAU
OG0008407	LOC119078023|XP_037041322.1|BCOP	LOC117142658|XP_033162674.1|DMAU
OG0008408	LOC119069283|XP_037029247.1|BCOP	LOC117148897|XP_033172494.1|DMAU
OG0008409	LOC119079454|XP_037043262.1|BCOP	LOC117139846|XP_033158383.1|DMAU
OG0008410	LOC119066404|XP_037024760.1|BCOP	LOC117143014|XP_033163272.1|DMAU
OG0008411	LOC119077873|XP_037041120.1|BCOP	LOC117143805|XP_033164540.1|DMAU
OG0008412	LOC119074351|XP_037036341.1|BCOP	LOC117148317|XP_033171538.1|DMAU
OG0008413	LOC119066476|XP_037024880.1|BCOP	LOC117140673|XP_033159615.1|DMAU
OG0008415	LOC119070079|XP_037030281.1|BCOP	LOC117146449|XP_033168567.1|DMAU
OG0008416	LOC119076414|XP_037039044.1|BCOP	LOC117148218|XP_033171398.1|DMAU
OG0008417	LOC119072245|XP_037033324.1|BCOP	LOC117148679|XP_033172109.1|DMAU
OG0008418	LOC119077855|XP_037041078.1|BCOP	LOC117146852|XP_033169308.1|DMAU
OG0008419	LOC119075799|XP_037038261.1|BCOP	LOC117148823|XP_033172361.1|DMAU
OG0008420	LOC119074328|XP_037036303.1|BCOP	LOC117148124|XP_033171237.1|DMAU
OG0008421	LOC119069791|XP_037029833.1|BCOP	LOC117146938|XP_033169477.1|DMAU
OG0008422	LOC119070443|XP_037030692.1|BCOP	LOC117146877|XP_033169357.1|DMAU
OG0008423	LOC119070525|XP_037030797.1|BCOP	LOC117136976|XP_033154042.1|DMAU
OG0008424	LOC119077763|XP_037040967.1|BCOP	LOC117147046|XP_033169684.1|DMAU
OG0008425	LOC119077662|XP_037040781.1|BCOP	LOC117143691|XP_033164370.1|DMAU
OG0008426	LOC119072061|XP_037033091.1|BCOP	LOC117138564|XP_033156615.1|DMAU
OG0008427	LOC119069901|XP_037030008.1|BCOP	LOC117147132|XP_033169801.1|DMAU
OG0008428	LOC119066026|XP_037024139.1|BCOP, LOC119066081|XP_037024244.1|BCOP	LOC117146814|XP_033169254.1|DMAU
OG0008429	LOC119074234|XP_037036151.1|BCOP	LOC117144959|XP_033166306.1|DMAU
OG0008430	LOC119067093|XP_037025748.1|BCOP	LOC117147466|XP_033170248.1|DMAU
OG0008431	LOC119075287|XP_037037570.1|BCOP	LOC117142089|XP_033161863.1|DMAU
OG0008432	LOC119083144|XP_037048680.1|BCOP	LOC117145944|XP_033167715.1|DMAU
OG0008433	LOC119071725|XP_037032637.1|BCOP	LOC117141584|XP_033160988.1|DMAU
OG0008434	LOC119074950|XP_037037234.1|BCOP	LOC117143615|XP_033164264.1|DMAU
OG0008435	LOC119086064|XP_037052535.1|BCOP	LOC117150489|XP_033173282.1|DMAU
OG0008436	LOC119076170|XP_037038751.1|BCOP	LOC117136198|XP_033152835.1|DMAU
OG0008438	LOC119074921|XP_037037207.1|BCOP	LOC117144728|XP_033165962.1|DMAU
OG0008440	LOC119072034|XP_037033046.1|BCOP	LOC117145761|XP_033167417.1|DMAU
OG0008443	LOC119071915|XP_037032931.1|BCOP	LOC117139482|XP_033157693.1|DMAU
OG0008444	LOC119071523|XP_037032292.1|BCOP	LOC117141735|XP_033161244.1|DMAU
OG0008445	LOC119078018|XP_037041305.1|BCOP	LOC117147972|XP_033171012.1|DMAU
OG0008446	LOC119069765|XP_037029792.1|BCOP, LOC119071508|XP_037032265.1|BCOP	LOC117147877|XP_033170848.1|DMAU
OG0008447	LOC119069142|XP_037028943.1|BCOP	LOC117146649|XP_033168873.1|DMAU
OG0008448	LOC119068081|XP_037027383.1|BCOP	LOC117148735|XP_033172194.1|DMAU
OG0008449	LOC119070354|XP_037030542.1|BCOP	LOC117147016|XP_033169591.1|DMAU
OG0008450	LOC119069646|XP_037029664.1|BCOP	LOC117147433|XP_033170204.1|DMAU
OG0008451	LOC119081302|XP_037045961.1|BCOP	LOC117145517|XP_033167099.1|DMAU
OG0008452	LOC119079342|XP_037043065.1|BCOP	LOC117150679|XP_033173576.1|DMAU
OG0008453	LOC119077441|XP_037040552.1|BCOP	LOC117138278|XP_033156138.1|DMAU
OG0008454	LOC119084324|XP_037050147.1|BCOP	LOC117146726|XP_033169054.1|DMAU
OG0008455	LOC119067039|XP_037025673.1|BCOP	LOC117141798|XP_033161331.1|DMAU
OG0008456	LOC119078964|XP_037042612.1|BCOP	LOC117145658|XP_033167280.1|DMAU
OG0008457	LOC119067677|XP_037026689.1|BCOP	LOC117142423|XP_033162274.1|DMAU
OG0008458	LOC119066669|XP_037025150.1|BCOP, LOC119081364|XP_037046125.1|BCOP	LOC117136116|XP_033152703.1|DMAU
OG0008459	LOC119085238|XP_037051446.1|BCOP	LOC117147498|XP_033170291.1|DMAU
OG0008460	LOC119085964|XP_037052416.1|BCOP	LOC117135283|XP_033151342.1|DMAU
OG0008463	LOC119078934|XP_037042573.1|BCOP	LOC117137988|XP_033155667.1|DMAU
OG0008464	LOC119081313|XP_037045983.1|BCOP	LOC117137506|XP_033154877.1|DMAU
OG0008465	LOC119071596|XP_037032446.1|BCOP	LOC117135622|XP_033151875.1|DMAU
OG0008466	LOC119081819|XP_037046949.1|BCOP	LOC117135561|XP_033151758.1|DMAU
OG0008468	LOC119076342|XP_037038933.1|BCOP	LOC117150869|XP_033173879.1|DMAU
OG0008469	LOC119080774|XP_037045237.1|BCOP	LOC117148451|XP_033171716.1|DMAU
OG0008473	LOC119068771|XP_037028421.1|BCOP	LOC117146346|XP_033168377.1|DMAU
OG0008474	LOC119078037|XP_037041343.1|BCOP	LOC117146050|XP_033167881.1|DMAU
OG0008476	LOC119080326|XP_037044501.1|BCOP, LOC119067866|XP_037027020.1|BCOP	LOC117145029|XP_033166422.1|DMAU
OG0008477	LOC119069329|XP_037029287.1|BCOP	LOC117137480|XP_033154851.1|DMAU
OG0008478	LOC119069971|XP_037030107.1|BCOP	LOC117142995|XP_033163240.1|DMAU
OG0008479	LOC119066855|XP_037025418.1|BCOP	LOC117135682|XP_033151975.1|DMAU
OG0008480	LOC119072774|XP_037033959.1|BCOP	LOC117141607|XP_033161013.1|DMAU
OG0008481	LOC119073630|XP_037035116.1|BCOP	LOC117147092|XP_033169747.1|DMAU
OG0008482	LOC119073795|XP_037035426.1|BCOP	LOC117147412|XP_033170179.1|DMAU, LOC117139960|XP_033158544.1|DMAU
OG0008483	LOC119074219|XP_037036115.1|BCOP	LOC117150948|XP_033174012.1|DMAU
OG0008484	LOC119074588|XP_037036721.1|BCOP	LOC117143669|XP_033164341.1|DMAU
OG0008485	LOC119078429|XP_037041836.1|BCOP	LOC117135153|XP_033151104.1|DMAU
OG0008486	LOC119079459|XP_037043281.1|BCOP	LOC117146337|XP_033168345.1|DMAU
OG0008487	LOC119084318|XP_037050139.1|BCOP	LOC117147124|XP_033169782.1|DMAU
OG0008488	LOC119085368|XP_037051646.1|BCOP	LOC117142732|XP_033162793.1|DMAU
OG0008528	LOC119067480|XP_037026378.1|BCOP	LOC117141649|XP_033161113.1|DMAU
OG0008529	LOC119068884|XP_037028644.1|BCOP	LOC117147205|XP_033169910.1|DMAU
OG0008530	LOC119068885|XP_037028646.1|BCOP	LOC117146404|XP_033168479.1|DMAU
OG0008532	LOC119067305|XP_037026107.1|BCOP	LOC117148398|XP_033171653.1|DMAU
OG0008534	LOC119066994|XP_037025614.1|BCOP	LOC117147444|XP_033170217.1|DMAU
OG0008536	LOC119068144|XP_037027502.1|BCOP	LOC117147152|XP_033169824.1|DMAU
OG0008537	LOC119069856|XP_037029926.1|BCOP	LOC117142522|XP_033162456.1|DMAU
OG0008538	LOC119081344|XP_037046057.1|BCOP	LOC117146562|XP_033168751.1|DMAU
OG0008540	LOC119067241|XP_037026003.1|BCOP	LOC117143086|XP_033163453.1|DMAU
OG0008541	LOC119073998|XP_037035822.1|BCOP	LOC117137986|XP_033155661.1|DMAU
OG0008542	LOC119068431|XP_037027896.1|BCOP	LOC117141119|XP_033160331.1|DMAU
OG0008544	LOC119080602|XP_037044895.1|BCOP	LOC117138003|XP_033155695.1|DMAU
OG0008545	LOC119079989|XP_037044041.1|BCOP	LOC117135447|XP_033151517.1|DMAU
OG0008546	LOC119080512|XP_037044817.1|BCOP	LOC117140094|XP_033158740.1|DMAU
OG0008547	LOC119078781|XP_037042388.1|BCOP	LOC117147139|XP_033169809.1|DMAU
OG0008549	LOC119080083|XP_037044199.1|BCOP	LOC117143984|XP_033164816.1|DMAU
OG0008551	LOC119080649|XP_037044958.1|BCOP	LOC117140630|XP_033159541.1|DMAU
OG0008552	LOC119080162|XP_037044278.1|BCOP	LOC117139471|XP_033157679.1|DMAU
OG0008553	LOC119073402|XP_037034731.1|BCOP	LOC117137923|XP_033155564.1|DMAU
OG0008554	LOC119076589|XP_037039327.1|BCOP	LOC117146422|XP_033168516.1|DMAU
OG0008555	LOC119073785|XP_037035379.1|BCOP	LOC117147895|XP_033170889.1|DMAU
OG0008556	LOC119085212|XP_037051418.1|BCOP	LOC117136570|XP_033153417.1|DMAU
OG0008558	LOC119075651|XP_037038037.1|BCOP	LOC117147527|XP_033170342.1|DMAU
OG0008560	LOC119078487|XP_037041939.1|BCOP	LOC117146300|XP_033168227.1|DMAU
OG0008561	LOC119071638|XP_037032494.1|BCOP	LOC117143183|XP_033163596.1|DMAU
OG0008562	LOC119085229|XP_037051436.1|BCOP	LOC117150241|XP_033172926.1|DMAU
OG0008563	LOC119068240|XP_037027660.1|BCOP	LOC117142825|XP_033162938.1|DMAU
OG0008564	LOC119071461|XP_037032213.1|BCOP	LOC117150286|XP_033172996.1|DMAU
OG0008565	LOC119081498|XP_037046399.1|BCOP	LOC117141852|XP_033161419.1|DMAU
OG0008566	LOC119076261|XP_037038826.1|BCOP	LOC117146254|XP_033168095.1|DMAU
OG0008567	LOC119066790|XP_037025347.1|BCOP	LOC117137535|XP_033154924.1|DMAU
OG0008569	LOC119083024|XP_037048559.1|BCOP	LOC117148298|XP_033171510.1|DMAU
OG0008570	LOC119075017|XP_037037319.1|BCOP	LOC117146662|XP_033168895.1|DMAU
OG0008571	LOC119084412|XP_037050275.1|BCOP	LOC117139470|XP_033157678.1|DMAU
OG0008573	LOC119077811|XP_037041017.1|BCOP	LOC117147215|XP_033169920.1|DMAU
OG0008574	LOC119084150|XP_037049892.1|BCOP	LOC117140301|XP_033159037.1|DMAU
OG0008575	LOC119074299|XP_037036213.1|BCOP	LOC117142788|XP_033162871.1|DMAU
OG0008576	LOC119068640|XP_037028209.1|BCOP	LOC117148915|XP_033172525.1|DMAU
OG0008577	LOC119070725|XP_037031087.1|BCOP	LOC117141858|XP_033161428.1|DMAU
OG0008581	LOC119069736|XP_037029770.1|BCOP	LOC117140226|XP_033158915.1|DMAU
OG0008582	LOC119074296|XP_037036207.1|BCOP	LOC117147138|XP_033169808.1|DMAU
OG0008583	LOC119075221|XP_037037502.1|BCOP	LOC117147846|XP_033170806.1|DMAU
OG0008584	LOC119076655|XP_037039432.1|BCOP	LOC117146728|XP_033169061.1|DMAU
OG0008585	LOC119070478|XP_037030731.1|BCOP	LOC117147968|XP_033171009.1|DMAU
OG0008586	LOC119070401|XP_037030624.1|BCOP	LOC117147965|XP_033171005.1|DMAU
OG0008587	LOC119076815|XP_037039697.1|BCOP	LOC117142723|XP_033162775.1|DMAU
OG0008588	LOC119075704|XP_037038123.1|BCOP	LOC117143268|XP_033163738.1|DMAU
OG0008589	LOC119084038|XP_037049765.1|BCOP	LOC117146659|XP_033168892.1|DMAU
OG0008590	LOC119072204|XP_037033267.1|BCOP	LOC117142763|XP_033162835.1|DMAU
OG0008592	LOC119066886|XP_037025470.1|BCOP	LOC117135800|XP_033152187.1|DMAU
OG0008595	LOC119081294|XP_037045950.1|BCOP	LOC117137738|XP_033155212.1|DMAU
OG0008596	LOC119081299|XP_037045955.1|BCOP	LOC117138182|XP_033155971.1|DMAU
OG0008598	LOC119075225|XP_037037508.1|BCOP	LOC117147841|XP_033170790.1|DMAU
OG0008599	LOC119078847|XP_037042451.1|BCOP	LOC117148508|XP_033171804.1|DMAU
OG0008604	LOC119081309|XP_037045968.1|BCOP	LOC117135717|XP_033152040.1|DMAU
OG0008608	LOC119076166|XP_037038746.1|BCOP	LOC117147987|XP_033171028.1|DMAU
OG0008609	LOC119084492|XP_037050392.1|BCOP	LOC117143215|XP_033163655.1|DMAU
OG0008616	LOC119068167|XP_037027544.1|BCOP	LOC117144103|XP_033165013.1|DMAU
OG0008617	LOC119071970|XP_037032998.1|BCOP	LOC117144587|XP_033165756.1|DMAU
OG0008619	LOC119078670|XP_037042224.1|BCOP	LOC117150797|XP_033173746.1|DMAU
OG0008620	LOC119080966|XP_037045505.1|BCOP, LOC119080961|XP_037045492.1|BCOP	LOC117137995|XP_033155673.1|DMAU
OG0008621	LOC119069228|XP_037029161.1|BCOP	LOC117146055|XP_033167886.1|DMAU
OG0008622	LOC119071773|XP_037032718.1|BCOP	LOC117137135|XP_033154326.1|DMAU
OG0008623	LOC119073668|XP_037035168.1|BCOP	LOC117137710|XP_033155173.1|DMAU
OG0008624	LOC119073421|XP_037034761.1|BCOP	LOC117138363|XP_033156321.1|DMAU
OG0008625	LOC119073941|XP_037035710.1|BCOP	LOC117136066|XP_033152606.1|DMAU
OG0008626	LOC119074052|XP_037035896.1|BCOP, LOC119080538|XP_037044846.1|BCOP	LOC117136189|XP_033152827.1|DMAU
OG0008627	LOC119077368|XP_037040451.1|BCOP	LOC117141137|XP_033160353.1|DMAU
OG0008629	LOC119079350|XP_037043074.1|BCOP	LOC117150384|XP_033173137.1|DMAU
OG0008630	LOC119079461|XP_037043283.1|BCOP	LOC117146241|XP_033168049.1|DMAU
OG0008631	LOC119079702|XP_037043654.1|BCOP	LOC117143159|XP_033163558.1|DMAU
OG0008632	LOC119080260|XP_037044403.1|BCOP	LOC117145787|XP_033167458.1|DMAU
OG0008633	LOC119080396|XP_037044610.1|BCOP	LOC117135598|XP_033151832.1|DMAU
OG0008634	LOC119082404|XP_037047830.1|BCOP	LOC117135981|XP_033152489.1|DMAU
OG0008635	LOC119083093|XP_037048611.1|BCOP	LOC117137987|XP_033155662.1|DMAU
OG0008680	LOC119068823|XP_037028490.1|BCOP	LOC117148763|XP_033172250.1|DMAU
OG0008683	LOC119071854|XP_037032807.1|BCOP	LOC117146619|XP_033168839.1|DMAU
OG0008684	LOC119081319|XP_037046002.1|BCOP	LOC117146800|XP_033169231.1|DMAU
OG0008687	LOC119080146|XP_037044258.1|BCOP	LOC117136234|XP_033152908.1|DMAU
OG0008688	LOC119074057|XP_037035904.1|BCOP	LOC117147644|XP_033170505.1|DMAU
OG0008689	LOC119081448|XP_037046282.1|BCOP	LOC117143800|XP_033164535.1|DMAU
OG0008696	LOC119068875|XP_037028655.1|BCOP	LOC117142307|XP_033162089.1|DMAU
OG0008697	LOC119068543|XP_037028062.1|BCOP	LOC117139173|XP_033157226.1|DMAU
OG0008698	LOC119070053|XP_037030243.1|BCOP	LOC117147356|XP_033170110.1|DMAU
OG0008699	LOC119071918|XP_037032936.1|BCOP	LOC117140568|XP_033159456.1|DMAU
