Orthogroup	BCOP.longest_only	DNOV.longest_only
OG0007157	LOC119078753|XP_037042350.1|BCOP	LOC115770667|XP_030571894.1|DNOV
OG0007158	LOC119078787|XP_037042393.1|BCOP	LOC115769355|XP_030569989.1|DNOV
OG0007159	LOC119067457|XP_037026338.1|BCOP	LOC115768689|XP_030569235.1|DNOV
OG0007160	LOC119074874|XP_037037105.1|BCOP	LOC115767878|XP_030568100.1|DNOV
OG0007161	LOC119074214|XP_037036111.1|BCOP	LOC115768004|XP_030568274.1|DNOV
OG0007162	LOC119074204|XP_037036099.1|BCOP	LOC115768858|XP_030569420.1|DNOV
OG0007163	LOC119077921|XP_037041197.1|BCOP	LOC115766160|XP_030565860.1|DNOV
OG0007164	LOC119073862|XP_037035622.1|BCOP	LOC115766159|XP_030565859.1|DNOV
OG0007165	LOC119074758|XP_037036919.1|BCOP	LOC115768740|XP_030569284.1|DNOV
OG0007166	LOC119074547|XP_037036611.1|BCOP	LOC115767055|XP_030567049.1|DNOV
OG0007167	LOC119074679|XP_037036858.1|BCOP	LOC115767726|XP_030567896.1|DNOV
OG0007168	LOC119074546|XP_037036608.1|BCOP	LOC115768997|XP_030569567.1|DNOV
OG0007169	LOC119074927|XP_037037217.1|BCOP	LOC115766855|XP_030566770.1|DNOV
OG0007170	LOC119076563|XP_037039241.1|BCOP	LOC115761785|XP_030559579.1|DNOV
OG0007171	LOC119075808|XP_037038270.1|BCOP	LOC115766880|XP_030566807.1|DNOV
OG0007172	LOC119076672|XP_037039462.1|BCOP	LOC115764435|XP_030563298.1|DNOV
OG0007173	LOC119066320|XP_037024608.1|BCOP	LOC115767015|XP_030567000.1|DNOV
OG0007174	LOC119074856|XP_037037063.1|BCOP	LOC115771875|XP_030573619.1|DNOV
OG0007175	LOC119082070|XP_037047304.1|BCOP	LOC115770247|XP_030571315.1|DNOV
OG0007176	LOC119076054|XP_037038584.1|BCOP	LOC115766048|XP_030565685.1|DNOV
OG0007177	LOC119084120|XP_037049868.1|BCOP	LOC115759620|XP_030556464.1|DNOV
OG0007178	LOC119070136|XP_037030358.1|BCOP	LOC115759556|XP_030556378.1|DNOV
OG0007179	LOC119077325|XP_037040432.1|BCOP	LOC115759490|XP_030556288.1|DNOV
OG0007180	LOC119077695|XP_037040862.1|BCOP	LOC115759418|XP_030556173.1|DNOV
OG0007181	LOC119075024|XP_037037331.1|BCOP	LOC115768913|XP_030569502.1|DNOV
OG0007182	LOC119084330|XP_037050156.1|BCOP	LOC115763732|XP_030562289.1|DNOV
OG0007183	LOC119085256|XP_037051488.1|BCOP	LOC115763905|XP_030562561.1|DNOV
OG0007184	LOC119074286|XP_037036201.1|BCOP	LOC115763838|XP_030562458.1|DNOV
OG0007186	LOC119076662|XP_037039442.1|BCOP	LOC115770679|XP_030571922.1|DNOV
OG0007187	LOC119075713|XP_037038131.1|BCOP	LOC115765598|XP_030565108.1|DNOV
OG0007188	LOC119076821|XP_037039710.1|BCOP	LOC115763854|XP_030562488.1|DNOV
OG0007189	LOC119075723|XP_037038154.1|BCOP	LOC115761576|XP_030559222.1|DNOV
OG0007190	LOC119085984|XP_037052447.1|BCOP	LOC115766235|XP_030565956.1|DNOV
OG0007191	LOC119081266|XP_037045903.1|BCOP	LOC115771054|XP_030572462.1|DNOV
OG0007192	LOC119077814|XP_037041020.1|BCOP	LOC115764269|XP_030563052.1|DNOV
OG0007193	LOC119074781|XP_037036950.1|BCOP	LOC115764268|XP_030563051.1|DNOV
OG0007194	LOC119075009|XP_037037308.1|BCOP	LOC115768262|XP_030568652.1|DNOV
OG0007195	LOC119076215|XP_037038761.1|BCOP	LOC115763885|XP_030562522.1|DNOV
OG0007196	LOC119067904|XP_037027088.1|BCOP	LOC115761285|XP_030558869.1|DNOV
OG0007197	LOC119074394|XP_037036408.1|BCOP	LOC115770537|XP_030571701.1|DNOV
OG0007198	LOC119076236|XP_037038790.1|BCOP	LOC115763720|XP_030562273.1|DNOV
OG0007199	LOC119076668|XP_037039456.1|BCOP	LOC115764726|XP_030563794.1|DNOV
OG0007200	LOC119074782|XP_037036951.1|BCOP	LOC115763739|XP_030562300.1|DNOV
OG0007201	LOC119070236|XP_037030405.1|BCOP	LOC115771075|XP_030572487.1|DNOV
OG0007202	LOC119084465|XP_037050344.1|BCOP	LOC115762928|XP_030561168.1|DNOV
OG0007203	LOC119072657|XP_037033811.1|BCOP	LOC115762925|XP_030561166.1|DNOV
OG0007204	LOC119066660|XP_037025132.1|BCOP	LOC115767750|XP_030567925.1|DNOV
OG0007205	LOC119072677|XP_037033850.1|BCOP	LOC115762764|XP_030560968.1|DNOV
OG0007206	LOC119077859|XP_037041083.1|BCOP	LOC115766099|XP_030565774.1|DNOV
OG0007207	LOC119067423|XP_037026289.1|BCOP	LOC115761314|XP_030558905.1|DNOV
OG0007208	LOC119075710|XP_037038127.1|BCOP	LOC115761579|XP_030559227.1|DNOV
OG0007209	LOC119085196|XP_037051403.1|BCOP	LOC115761580|XP_030559229.1|DNOV
OG0007210	LOC119082079|XP_037047329.1|BCOP	LOC115763701|XP_030562250.1|DNOV
OG0007211	LOC119076811|XP_037039693.1|BCOP	LOC115766077|XP_030565741.1|DNOV
OG0007212	LOC119076624|XP_037039384.1|BCOP	LOC115761236|XP_030558788.1|DNOV
OG0007213	LOC119082922|XP_037048475.1|BCOP	LOC115764514|XP_030563471.1|DNOV
OG0007214	LOC119074371|XP_037036372.1|BCOP	LOC115768487|XP_030568933.1|DNOV
OG0007215	LOC119076547|XP_037039238.1|BCOP	LOC115770649|XP_030571872.1|DNOV
OG0007216	LOC119083503|XP_037049152.1|BCOP	LOC115771670|XP_030573345.1|DNOV
OG0007217	LOC119084472|XP_037050352.1|BCOP	LOC115758223|XP_030554634.1|DNOV
OG0007218	LOC119075670|XP_037038082.1|BCOP, LOC119074844|XP_037037054.1|BCOP	LOC115771606|XP_030573229.1|DNOV
OG0007219	LOC119067631|XP_037026627.1|BCOP	LOC115764666|XP_030563714.1|DNOV
OG0007220	LOC119068981|XP_037028747.1|BCOP	LOC115764206|XP_030562956.1|DNOV
OG0007221	LOC119077864|XP_037041104.1|BCOP	LOC115765788|XP_030565333.1|DNOV
OG0007222	LOC119074554|XP_037036635.1|BCOP	LOC115771873|XP_030573616.1|DNOV
OG0007223	LOC119084083|XP_037049814.1|BCOP	LOC115771762|XP_030573474.1|DNOV
OG0007224	LOC119066570|XP_037025014.1|BCOP	LOC115766156|XP_030565852.1|DNOV
OG0007225	LOC119078015|XP_037041301.1|BCOP	LOC115766057|XP_030565698.1|DNOV
OG0007226	LOC119074823|XP_037037008.1|BCOP	LOC115763699|XP_030562247.1|DNOV
OG0007227	LOC119072072|XP_037033115.1|BCOP	LOC115769515|XP_030570213.1|DNOV
OG0007228	LOC119070998|XP_037031491.1|BCOP	LOC115769765|XP_030570587.1|DNOV
OG0007229	LOC119068418|XP_037027882.1|BCOP	LOC115764139|XP_030562873.1|DNOV
OG0007230	LOC119076160|XP_037038739.1|BCOP	LOC115765650|XP_030565167.1|DNOV
OG0007231	LOC119076022|XP_037038518.1|BCOP	LOC115763736|XP_030562296.1|DNOV
OG0007232	LOC119075142|XP_037037425.1|BCOP	LOC115766914|XP_030566853.1|DNOV
OG0007233	LOC119075013|XP_037037316.1|BCOP	LOC115766915|XP_030566857.1|DNOV
OG0007234	LOC119075004|XP_037037301.1|BCOP	LOC115766965|XP_030566912.1|DNOV
OG0007235	LOC119075005|XP_037037303.1|BCOP	LOC115766921|XP_030566865.1|DNOV
OG0007236	LOC119074694|XP_037036875.1|BCOP	LOC115765653|XP_030565170.1|DNOV
OG0007237	LOC119076872|XP_037039776.1|BCOP	LOC115763636|XP_030562125.1|DNOV
OG0007238	LOC119078641|XP_037042134.1|BCOP	LOC115766730|XP_030566550.1|DNOV
OG0007239	LOC119076045|XP_037038568.1|BCOP, LOC119072269|XP_037033355.1|BCOP	LOC115765717|XP_030565238.1|DNOV
OG0007240	LOC119071746|XP_037032678.1|BCOP	LOC115764826|XP_030563935.1|DNOV
OG0007241	LOC119072238|XP_037033311.1|BCOP	LOC115768880|XP_030569450.1|DNOV
OG0007242	LOC119068101|XP_037027464.1|BCOP	LOC115768879|XP_030569446.1|DNOV
OG0007243	LOC119077856|XP_037041079.1|BCOP	LOC115767571|XP_030567717.1|DNOV
OG0007244	LOC119076676|XP_037039467.1|BCOP	LOC115766030|XP_030565661.1|DNOV
OG0007245	LOC119075786|XP_037038243.1|BCOP	LOC115757751|XP_030554014.1|DNOV
OG0007246	LOC119070456|XP_037030706.1|BCOP	LOC115761397|XP_030559014.1|DNOV
OG0007247	LOC119078952|XP_037042592.1|BCOP	LOC115760965|XP_030558416.1|DNOV
OG0007248	LOC119075918|XP_037038399.1|BCOP	LOC115768014|XP_030568287.1|DNOV
OG0007249	LOC119075865|XP_037038318.1|BCOP	LOC115766474|XP_030566279.1|DNOV
OG0007250	LOC119074647|XP_037036819.1|BCOP	LOC115767299|XP_030567395.1|DNOV
OG0007251	LOC119075237|XP_037037525.1|BCOP	LOC115759465|XP_030556259.1|DNOV
OG0007252	LOC119067761|XP_037026792.1|BCOP	LOC115771988|XP_030573769.1|DNOV
OG0007253	LOC119074853|XP_037037061.1|BCOP	LOC115770057|XP_030571011.1|DNOV
OG0007254	LOC119074409|XP_037036426.1|BCOP	LOC115765755|XP_030565277.1|DNOV
OG0007255	LOC119075801|XP_037038263.1|BCOP	LOC115765235|XP_030564552.1|DNOV
OG0007256	LOC119074644|XP_037036816.1|BCOP	LOC115759621|XP_030556465.1|DNOV
OG0007257	LOC119076664|XP_037039453.1|BCOP	LOC115770955|XP_030572283.1|DNOV
OG0007258	LOC119075956|XP_037038418.1|BCOP	LOC115770573|XP_030571754.1|DNOV
OG0007259	LOC119070980|XP_037031470.1|BCOP	LOC115767014|XP_030566997.1|DNOV
OG0007260	LOC119077909|XP_037041179.1|BCOP	LOC115767093|XP_030567100.1|DNOV
OG0007261	LOC119071692|XP_037032575.1|BCOP	LOC115764391|XP_030563227.1|DNOV
OG0007262	LOC119072050|XP_037033073.1|BCOP	LOC115765405|XP_030564804.1|DNOV
OG0007263	LOC119081014|XP_037045592.1|BCOP	LOC115766807|XP_030566691.1|DNOV, LOC115766805|XP_030566690.1|DNOV
OG0007264	LOC119072239|XP_037033309.1|BCOP	LOC115770098|XP_030571070.1|DNOV
OG0007265	LOC119071975|XP_037033005.1|BCOP	LOC115767991|XP_030568252.1|DNOV
OG0007266	LOC119076016|XP_037038503.1|BCOP	LOC115772082|XP_030573895.1|DNOV
OG0007267	LOC119077917|XP_037041191.1|BCOP	LOC115765721|XP_030565245.1|DNOV
OG0007268	LOC119077055|XP_037040080.1|BCOP	LOC115757876|XP_030554175.1|DNOV
OG0007269	LOC119074596|XP_037036733.1|BCOP	LOC115767050|XP_030567042.1|DNOV
OG0007270	LOC119077655|XP_037040767.1|BCOP	LOC115764607|XP_030563610.1|DNOV
OG0007271	LOC119076826|XP_037039719.1|BCOP	LOC115766183|XP_030565885.1|DNOV
OG0007272	LOC119074957|XP_037037242.1|BCOP	LOC115769520|XP_030570220.1|DNOV
OG0007273	LOC119083981|XP_037049687.1|BCOP	LOC115766021|XP_030565648.1|DNOV
OG0007274	LOC119077929|XP_037041204.1|BCOP	LOC115771996|XP_030573786.1|DNOV
OG0007275	LOC119070337|XP_037030520.1|BCOP	LOC115767153|XP_030567186.1|DNOV
OG0007276	LOC119084115|XP_037049862.1|BCOP	LOC115767115|XP_030567128.1|DNOV
OG0007277	LOC119073573|XP_037035031.1|BCOP	LOC115771476|XP_030573059.1|DNOV
OG0007278	LOC119075229|XP_037037514.1|BCOP	LOC115770438|XP_030571571.1|DNOV
OG0007279	LOC119075223|XP_037037504.1|BCOP	LOC115770389|XP_030571497.1|DNOV
OG0007280	LOC119084184|XP_037049944.1|BCOP	LOC115770111|XP_030571088.1|DNOV
OG0007281	LOC119072767|XP_037033956.1|BCOP	LOC115761779|XP_030559570.1|DNOV
OG0007282	LOC119072751|XP_037033932.1|BCOP	LOC115761775|XP_030559565.1|DNOV
OG0007283	LOC119067049|XP_037025689.1|BCOP	LOC115765711|XP_030565232.1|DNOV
OG0007284	LOC119079433|XP_037043241.1|BCOP	LOC115761352|XP_030558958.1|DNOV
OG0007285	LOC119084474|XP_037050354.1|BCOP	LOC115768025|XP_030568304.1|DNOV
OG0007286	LOC119078057|XP_037041379.1|BCOP	LOC115768020|XP_030568294.1|DNOV
OG0007287	LOC119066214|XP_037024431.1|BCOP	LOC115765910|XP_030565515.1|DNOV
OG0007288	LOC119078063|XP_037041395.1|BCOP	LOC115766404|XP_030566181.1|DNOV
OG0007289	LOC119071306|XP_037032083.1|BCOP	LOC115768313|XP_030568720.1|DNOV
OG0007290	LOC119067847|XP_037026974.1|BCOP	LOC115764763|XP_030563859.1|DNOV
OG0007291	LOC119067254|XP_037026025.1|BCOP	LOC115768606|XP_030569119.1|DNOV
OG0007292	LOC119076467|XP_037039129.1|BCOP	LOC115766269|XP_030565992.1|DNOV
OG0007293	LOC119074334|XP_037036315.1|BCOP	LOC115770767|XP_030572037.1|DNOV
OG0007294	LOC119074199|XP_037036090.1|BCOP	LOC115766067|XP_030565730.1|DNOV
OG0007295	LOC119069103|XP_037028890.1|BCOP	LOC115766078|XP_030565742.1|DNOV
OG0007296	LOC119075851|XP_037038298.1|BCOP	LOC115764914|XP_030564075.1|DNOV
OG0007297	LOC119075722|XP_037038153.1|BCOP	LOC115759531|XP_030556341.1|DNOV
OG0007298	LOC119069432|XP_037029388.1|BCOP	LOC115759420|XP_030556177.1|DNOV
OG0007299	LOC119084033|XP_037049754.1|BCOP	LOC115759560|XP_030556386.1|DNOV
OG0007300	LOC119077672|XP_037040815.1|BCOP	LOC115770960|XP_030572289.1|DNOV
OG0007301	LOC119074952|XP_037037236.1|BCOP	LOC115765794|XP_030565359.1|DNOV
OG0007302	LOC119076809|XP_037039688.1|BCOP	LOC115767891|XP_030568117.1|DNOV
OG0007303	LOC119073664|XP_037035167.1|BCOP	LOC115767054|XP_030567047.1|DNOV
OG0007304	LOC119073767|XP_037035328.1|BCOP	LOC115769290|XP_030569877.1|DNOV
OG0007305	LOC119076147|XP_037038724.1|BCOP	LOC115766119|XP_030565802.1|DNOV
OG0007306	LOC119076105|XP_037038660.1|BCOP	LOC115766100|XP_030565781.1|DNOV
OG0007307	LOC119076679|XP_037039471.1|BCOP	LOC115770727|XP_030571987.1|DNOV
OG0007308	LOC119074645|XP_037036817.1|BCOP	LOC115764839|XP_030563948.1|DNOV
OG0007309	LOC119076640|XP_037039405.1|BCOP	LOC115770557|XP_030571728.1|DNOV
OG0007310	LOC119073520|XP_037034952.1|BCOP	LOC115770796|XP_030572078.1|DNOV
OG0007311	LOC119073432|XP_037034807.1|BCOP	LOC115770636|XP_030571841.1|DNOV
OG0007312	LOC119075778|XP_037038227.1|BCOP	LOC115762290|XP_030560315.1|DNOV
OG0007313	LOC119074595|XP_037036732.1|BCOP, LOC119079668|XP_037043614.1|BCOP	LOC115765351|XP_030564725.1|DNOV
OG0007314	LOC119078072|XP_037041418.1|BCOP	LOC115768483|XP_030568923.1|DNOV
OG0007315	LOC119078050|XP_037041359.1|BCOP	LOC115767556|XP_030567699.1|DNOV
OG0007316	LOC119067660|XP_037026657.1|BCOP	LOC115763741|XP_030562305.1|DNOV
OG0007317	LOC119074785|XP_037036958.1|BCOP	LOC115765703|XP_030565225.1|DNOV
OG0007318	LOC119074335|XP_037036318.1|BCOP	LOC115765699|XP_030565216.1|DNOV
OG0007319	LOC119070085|XP_037030297.1|BCOP	LOC115771251|XP_030572712.1|DNOV
OG0007320	LOC119073773|XP_037035339.1|BCOP	LOC115763187|XP_030561505.1|DNOV
OG0007321	LOC119084259|XP_037050063.1|BCOP	LOC115768029|XP_030568311.1|DNOV
OG0007322	LOC119076710|XP_037039521.1|BCOP	LOC115767058|XP_030567054.1|DNOV
OG0007323	LOC119076704|XP_037039512.1|BCOP	LOC115766429|XP_030566212.1|DNOV
OG0007324	LOC119075174|XP_037037466.1|BCOP	LOC115766217|XP_030565930.1|DNOV
OG0007325	LOC119074432|XP_037036456.1|BCOP	LOC115761619|XP_030559308.1|DNOV
OG0007326	LOC119074431|XP_037036453.1|BCOP	LOC115766221|XP_030565935.1|DNOV
OG0007327	LOC119076089|XP_037038638.1|BCOP	LOC115762782|XP_030560995.1|DNOV
OG0007328	LOC119074438|XP_037036461.1|BCOP	LOC115761396|XP_030559013.1|DNOV
OG0007330	LOC119077726|XP_037040897.1|BCOP	LOC115766466|XP_030566265.1|DNOV
OG0007331	LOC119084248|XP_037050044.1|BCOP	LOC115768364|XP_030568794.1|DNOV
OG0007332	LOC119084258|XP_037050059.1|BCOP	LOC115768324|XP_030568739.1|DNOV
OG0007333	LOC119072914|XP_037034131.1|BCOP	LOC115770740|XP_030572002.1|DNOV
OG0007334	LOC119076125|XP_037038689.1|BCOP	LOC115763661|XP_030562193.1|DNOV
OG0007335	LOC119074881|XP_037037113.1|BCOP	LOC115769928|XP_030570827.1|DNOV
OG0007336	LOC119085958|XP_037052413.1|BCOP	LOC115768576|XP_030569075.1|DNOV
OG0007337	LOC119066592|XP_037025046.1|BCOP	LOC115770933|XP_030572254.1|DNOV
OG0007338	LOC119074316|XP_037036265.1|BCOP	LOC115771028|XP_030572422.1|DNOV
OG0007339	LOC119073627|XP_037035115.1|BCOP	LOC115770593|XP_030571788.1|DNOV
OG0007340	LOC119081886|XP_037047011.1|BCOP	LOC115765629|XP_030565140.1|DNOV
OG0007341	LOC119074838|XP_037037028.1|BCOP	LOC115759628|XP_030556476.1|DNOV
OG0007342	LOC119084433|XP_037050306.1|BCOP	LOC115764730|XP_030563801.1|DNOV
OG0007343	LOC119069687|XP_037029738.1|BCOP	LOC115770675|XP_030571917.1|DNOV
OG0007344	LOC119086023|XP_037052490.1|BCOP	LOC115759269|XP_030556031.1|DNOV
OG0007345	LOC119070348|XP_037030572.1|BCOP	LOC115770842|XP_030572138.1|DNOV
OG0007346	LOC119072885|XP_037034100.1|BCOP	LOC115765821|XP_030565405.1|DNOV
OG0007347	LOC119074885|XP_037037121.1|BCOP	LOC115766895|XP_030566827.1|DNOV
OG0007348	LOC119074872|XP_037037093.1|BCOP	LOC115766891|XP_030566824.1|DNOV
OG0007349	LOC119074867|XP_037037085.1|BCOP	LOC115766889|XP_030566821.1|DNOV
OG0007350	LOC119077907|XP_037041174.1|BCOP	LOC115767596|XP_030567748.1|DNOV
OG0007351	LOC119084418|XP_037050280.1|BCOP	LOC115770055|XP_030571006.1|DNOV
OG0007352	LOC119084447|XP_037050322.1|BCOP	LOC115762459|XP_030560527.1|DNOV
OG0007353	LOC119074397|XP_037036412.1|BCOP	LOC115763665|XP_030562196.1|DNOV
OG0007354	LOC119076103|XP_037038657.1|BCOP	LOC115770779|XP_030572059.1|DNOV
OG0007355	LOC119083976|XP_037049675.1|BCOP	LOC115765668|XP_030565186.1|DNOV
OG0007356	LOC119080145|XP_037044257.1|BCOP	LOC115762102|XP_030560063.1|DNOV
OG0007357	LOC119084023|XP_037049736.1|BCOP	LOC115764621|XP_030563643.1|DNOV
OG0007358	LOC119074813|XP_037036994.1|BCOP	LOC115770793|XP_030572074.1|DNOV
OG0007359	LOC119078118|XP_037041466.1|BCOP	LOC115761597|XP_030559255.1|DNOV
OG0007360	LOC119076115|XP_037038672.1|BCOP	LOC115761631|XP_030559320.1|DNOV
OG0007361	LOC119074385|XP_037036395.1|BCOP	LOC115771357|XP_030572890.1|DNOV
OG0007362	LOC119082624|XP_037048081.1|BCOP	LOC115763394|XP_030561797.1|DNOV
OG0007363	LOC119078086|XP_037041443.1|BCOP	LOC115768366|XP_030568798.1|DNOV
OG0007364	LOC119078058|XP_037041380.1|BCOP	LOC115768401|XP_030568834.1|DNOV
OG0007365	LOC119071859|XP_037032816.1|BCOP	LOC115768399|XP_030568832.1|DNOV
OG0007366	LOC119073277|XP_037034590.1|BCOP	LOC115766115|XP_030565796.1|DNOV
OG0007367	LOC119076606|XP_037039357.1|BCOP	LOC115762556|XP_030560693.1|DNOV
OG0007368	LOC119074060|XP_037035908.1|BCOP	LOC115764628|XP_030563655.1|DNOV
OG0007369	LOC119084247|XP_037050083.1|BCOP	LOC115767906|XP_030568139.1|DNOV
OG0007370	LOC119072415|XP_037033559.1|BCOP	LOC115765008|XP_030564222.1|DNOV
OG0007371	LOC119067799|XP_037026841.1|BCOP	LOC115764200|XP_030562948.1|DNOV
OG0007372	LOC119084032|XP_037049752.1|BCOP	LOC115766131|XP_030565813.1|DNOV
OG0007373	LOC119072047|XP_037033069.1|BCOP	LOC115767733|XP_030567904.1|DNOV
OG0007374	LOC119083299|XP_037048888.1|BCOP	LOC115764285|XP_030563076.1|DNOV
OG0007375	LOC119076404|XP_037039025.1|BCOP	LOC115767318|XP_030567418.1|DNOV
OG0007376	LOC119074597|XP_037036735.1|BCOP, LOC119074590|XP_037036724.1|BCOP	LOC115766842|XP_030566749.1|DNOV
OG0007377	LOC119075818|XP_037038281.1|BCOP	LOC115769001|XP_030569571.1|DNOV
OG0007378	LOC119075775|XP_037038224.1|BCOP	LOC115768809|XP_030569366.1|DNOV
OG0007379	LOC119072858|XP_037034060.1|BCOP	LOC115767731|XP_030567901.1|DNOV
OG0007380	LOC119072271|XP_037033360.1|BCOP	LOC115768505|XP_030568950.1|DNOV
OG0007381	LOC119076792|XP_037039649.1|BCOP	LOC115767724|XP_030567893.1|DNOV
OG0007382	LOC119077898|XP_037041161.1|BCOP	LOC115768760|XP_030569310.1|DNOV
OG0007383	LOC119074915|XP_037037165.1|BCOP	LOC115768668|XP_030569208.1|DNOV
OG0007384	LOC119078651|XP_037042141.1|BCOP	LOC115766472|XP_030566276.1|DNOV
OG0007385	LOC119076512|XP_037039192.1|BCOP	LOC115768186|XP_030568554.1|DNOV
OG0007386	LOC119085707|XP_037052054.1|BCOP	LOC115768923|XP_030569519.1|DNOV
OG0007387	LOC119073667|XP_037035197.1|BCOP	LOC115765275|XP_030564625.1|DNOV
OG0007388	LOC119067006|XP_037025665.1|BCOP	LOC115766349|XP_030566105.1|DNOV
OG0007389	LOC119070825|XP_037031220.1|BCOP	LOC115763165|XP_030561478.1|DNOV
OG0007390	LOC119084484|XP_037050369.1|BCOP	LOC115768490|XP_030568932.1|DNOV
OG0007391	LOC119068974|XP_037028739.1|BCOP	LOC115766192|XP_030565896.1|DNOV
OG0007392	LOC119084487|XP_037050385.1|BCOP	LOC115767976|XP_030568235.1|DNOV
OG0007393	LOC119078129|XP_037041486.1|BCOP	LOC115770849|XP_030572145.1|DNOV
OG0007394	LOC119067163|XP_037025901.1|BCOP	LOC115765404|XP_030564801.1|DNOV
OG0007395	LOC119069864|XP_037029934.1|BCOP	LOC115764364|XP_030563186.1|DNOV
OG0007396	LOC119074324|XP_037036294.1|BCOP	LOC115759619|XP_030556462.1|DNOV
OG0007397	LOC119071482|XP_037032228.1|BCOP, LOC119073494|XP_037034896.1|BCOP	LOC115759962|XP_030556964.1|DNOV
OG0007398	LOC119074463|XP_037036499.1|BCOP	LOC115761991|XP_030559913.1|DNOV
OG0007399	LOC119076410|XP_037039037.1|BCOP	LOC115767308|XP_030567406.1|DNOV
OG0007400	LOC119076127|XP_037038693.1|BCOP	LOC115767795|XP_030567986.1|DNOV
OG0007401	LOC119069444|XP_037029396.1|BCOP	LOC115764310|XP_030563108.1|DNOV
OG0007402	LOC119076218|XP_037038765.1|BCOP	LOC115759476|XP_030556270.1|DNOV
OG0007403	LOC119075732|XP_037038166.1|BCOP	LOC115759537|XP_030556348.1|DNOV
OG0007404	LOC119076172|XP_037038753.1|BCOP	LOC115759450|XP_030556239.1|DNOV
OG0007405	LOC119068034|XP_037027295.1|BCOP	LOC115759622|XP_030556466.1|DNOV
OG0007406	LOC119077654|XP_037040765.1|BCOP	LOC115764618|XP_030563638.1|DNOV
OG0007407	LOC119072566|XP_037033701.1|BCOP	LOC115759345|XP_030556125.1|DNOV
OG0007408	LOC119071265|XP_037032017.1|BCOP	LOC115771564|XP_030573175.1|DNOV
OG0007409	LOC119066706|XP_037025201.1|BCOP	LOC115759020|XP_030555691.1|DNOV
OG0007410	LOC119078713|XP_037042281.1|BCOP	LOC115765237|XP_030564554.1|DNOV
OG0007411	LOC119084302|XP_037050116.1|BCOP	LOC115766864|XP_030566783.1|DNOV
OG0007412	LOC119078243|XP_037041607.1|BCOP	LOC115768312|XP_030568719.1|DNOV
OG0007413	LOC119084430|XP_037050302.1|BCOP	LOC115763407|XP_030561822.1|DNOV
OG0007414	LOC119084877|XP_037050912.1|BCOP	LOC115767027|XP_030567013.1|DNOV
OG0007415	LOC119084031|XP_037049751.1|BCOP	LOC115769087|XP_030569659.1|DNOV
OG0007416	LOC119084021|XP_037049732.1|BCOP	LOC115766819|XP_030566715.1|DNOV
OG0007417	LOC119084059|XP_037049791.1|BCOP	LOC115765312|XP_030564670.1|DNOV
OG0007418	LOC119069801|XP_037029855.1|BCOP	LOC115764758|XP_030563857.1|DNOV
OG0007419	LOC119084217|XP_037050007.1|BCOP	LOC115771777|XP_030573495.1|DNOV
OG0007420	LOC119084226|XP_037050019.1|BCOP	LOC115762476|XP_030560556.1|DNOV
OG0007421	LOC119084982|XP_037051028.1|BCOP	LOC115765253|XP_030564589.1|DNOV
OG0007422	LOC119074898|XP_037037140.1|BCOP	LOC115766850|XP_030566761.1|DNOV
OG0007423	LOC119074890|XP_037037128.1|BCOP	LOC115769101|XP_030569671.1|DNOV
OG0007424	LOC119076479|XP_037039153.1|BCOP	LOC115766178|XP_030565883.1|DNOV
OG0007425	LOC119084483|XP_037050366.1|BCOP	LOC115771503|XP_030573090.1|DNOV
OG0007426	LOC119074754|XP_037036914.1|BCOP	LOC115767302|XP_030567397.1|DNOV
OG0007427	LOC119067101|XP_037025762.1|BCOP	LOC115768761|XP_030569311.1|DNOV
OG0007428	LOC119074862|XP_037037071.1|BCOP	LOC115766836|XP_030566733.1|DNOV
OG0007429	LOC119084450|XP_037050326.1|BCOP	LOC115767414|XP_030567550.1|DNOV
OG0007430	LOC119074255|XP_037036173.1|BCOP	LOC115762614|XP_030560772.1|DNOV
OG0007431	LOC119077706|XP_037040877.1|BCOP	LOC115768543|XP_030569009.1|DNOV
OG0007432	LOC119071769|XP_037032714.1|BCOP	LOC115771406|XP_030572966.1|DNOV
OG0007433	LOC119066577|XP_037025025.1|BCOP	LOC115768892|XP_030569464.1|DNOV
OG0007434	LOC119074227|XP_037036140.1|BCOP	LOC115767320|XP_030567424.1|DNOV
OG0007435	LOC119086032|XP_037052503.1|BCOP	LOC115766267|XP_030565993.1|DNOV
OG0007436	LOC119079089|XP_037042800.1|BCOP	LOC115770226|XP_030571292.1|DNOV
OG0007437	LOC119071629|XP_037032482.1|BCOP	LOC115770386|XP_030571495.1|DNOV
OG0007438	LOC119070958|XP_037031410.1|BCOP	LOC115770147|XP_030571157.1|DNOV
OG0007439	LOC119072277|XP_037033365.1|BCOP	LOC115766300|XP_030566036.1|DNOV
OG0007440	LOC119072243|XP_037033317.1|BCOP	LOC115764246|XP_030563024.1|DNOV
OG0007441	LOC119082821|XP_037048367.1|BCOP	LOC115757836|XP_030554128.1|DNOV
OG0007442	LOC119071171|XP_037031828.1|BCOP	LOC115765720|XP_030565244.1|DNOV
OG0007443	LOC119085199|XP_037051406.1|BCOP	LOC115762453|XP_030560516.1|DNOV
OG0007444	LOC119069717|XP_037029735.1|BCOP	LOC115763584|XP_030562067.1|DNOV
OG0007445	LOC119069716|XP_037029734.1|BCOP	LOC115763529|XP_030562004.1|DNOV
OG0007446	LOC119076949|XP_037039897.1|BCOP	LOC115760127|XP_030557185.1|DNOV
