Orthogroup	BCOP.longest_only	DSUZ.longest_only
OG0007974	LOC119069278|XP_037029235.1|BCOP, LOC119069284|XP_037029246.1|BCOP	LOC108005451|XP_016924230.1|DSUZ
OG0007975	LOC119083772|XP_037049451.1|BCOP	LOC108006729|XP_036675236.1|DSUZ
OG0007976	LOC119075204|XP_037037493.1|BCOP	LOC108015069|XP_016936797.1|DSUZ
OG0007977	LOC119084645|XP_037050607.1|BCOP	LOC108011966|XP_016932715.1|DSUZ
OG0007978	LOC119084648|XP_037050612.1|BCOP	LOC108006926|XP_016926021.1|DSUZ
OG0007979	LOC119071779|XP_037032730.1|BCOP	LOC108020912|XP_016944818.1|DSUZ
OG0007980	LOC119078764|XP_037042367.1|BCOP	LOC108021437|XP_016945646.1|DSUZ
OG0007981	LOC119078765|XP_037042368.1|BCOP	LOC108018945|XP_016942036.1|DSUZ
OG0007982	LOC119078727|XP_037042298.1|BCOP	LOC108020404|XP_016944183.1|DSUZ
OG0007983	LOC119072008|XP_037033021.1|BCOP	LOC108021527|XP_016945778.1|DSUZ
OG0007984	LOC119072783|XP_037033966.1|BCOP	LOC108016851|XP_036668799.1|DSUZ
OG0007985	LOC119076387|XP_037039003.1|BCOP	LOC108007466|XP_016926628.1|DSUZ
OG0007986	LOC119082121|XP_037047400.1|BCOP	LOC108014274|XP_016935806.1|DSUZ
OG0007987	LOC119075343|XP_037037667.1|BCOP	LOC108021184|XP_016945255.1|DSUZ
OG0007988	LOC119085841|XP_037052239.1|BCOP	LOC108005331|XP_016924052.1|DSUZ
OG0007989	LOC119076331|XP_037038909.1|BCOP	LOC108021048|XP_016945042.1|DSUZ
OG0007990	LOC119081965|XP_037047168.1|BCOP	LOC108021295|XP_016945435.1|DSUZ
OG0007991	LOC119084691|XP_037050666.1|BCOP	LOC108021333|XP_016945493.1|DSUZ
OG0007992	LOC119075306|XP_037037612.1|BCOP	LOC108016346|XP_016938472.1|DSUZ
OG0007993	LOC119069787|XP_037029823.1|BCOP	LOC108010860|XP_016931323.1|DSUZ
OG0007995	LOC119082386|XP_037047809.1|BCOP	LOC108018250|XP_016941270.1|DSUZ
OG0007996	LOC119078866|XP_037042474.1|BCOP	LOC108015325|XP_016937213.1|DSUZ
OG0007997	LOC119085879|XP_037052286.1|BCOP	LOC108015806|XP_016937856.1|DSUZ
OG0007998	LOC119071885|XP_037032880.1|BCOP	LOC108021218|XP_016945306.1|DSUZ
OG0007999	LOC119075632|XP_037038007.1|BCOP	LOC108021315|XP_016945460.1|DSUZ
OG0008000	LOC119075630|XP_037038004.1|BCOP	LOC108004720|XP_016923232.1|DSUZ
OG0008001	LOC119066762|XP_037025292.1|BCOP	LOC108014275|XP_016935807.1|DSUZ
OG0008002	LOC119076959|XP_037039933.1|BCOP	LOC108020874|XP_016944765.1|DSUZ
OG0008003	LOC119085980|XP_037052441.1|BCOP	LOC108014295|XP_016935850.1|DSUZ
OG0008004	LOC119069626|XP_037029623.1|BCOP	LOC108016803|XP_016939069.2|DSUZ
OG0008005	LOC119074555|XP_037036636.1|BCOP	LOC108019082|XP_016942241.1|DSUZ
OG0008006	LOC119075957|XP_037038428.1|BCOP	LOC108013679|XP_016935087.1|DSUZ
OG0008007	LOC119075969|XP_037038450.1|BCOP	LOC108016970|XP_016939401.1|DSUZ
OG0008008	LOC119084286|XP_037050107.1|BCOP	LOC108020731|XP_016944592.1|DSUZ
OG0008009	LOC119076223|XP_037038773.1|BCOP	LOC108013729|XP_016935162.1|DSUZ
OG0008010	LOC119073853|XP_037035597.1|BCOP	LOC108006310|XP_016925294.1|DSUZ
OG0008011	LOC119082847|XP_037048408.1|BCOP	LOC108008814|XP_016928208.1|DSUZ
OG0008012	LOC119082845|XP_037048403.1|BCOP	LOC108009840|XP_016930020.1|DSUZ
OG0008013	LOC119072056|XP_037033085.1|BCOP	LOC108008336|XP_016927651.1|DSUZ
OG0008014	LOC119077685|XP_037040841.1|BCOP	LOC108011597|XP_036673683.1|DSUZ
OG0008015	LOC119075857|XP_037038308.1|BCOP	LOC108015897|XP_036671357.1|DSUZ
OG0008016	LOC119075861|XP_037038314.1|BCOP	LOC108015913|XP_016937975.1|DSUZ
OG0008017	LOC119075887|XP_037038351.1|BCOP	LOC108005214|XP_016923892.1|DSUZ
OG0008018	LOC119084307|XP_037050121.1|BCOP	LOC108016595|XP_016938771.2|DSUZ
OG0008019	LOC119077857|XP_037041081.1|BCOP	LOC108013726|XP_016935155.1|DSUZ
OG0008020	LOC119074237|XP_037036154.1|BCOP	LOC118877691|XP_036673357.1|DSUZ, LOC118877575|XP_036672722.1|DSUZ
OG0008022	LOC119077854|XP_037041075.1|BCOP	LOC108020598|XP_016944437.2|DSUZ
OG0008023	LOC119079605|XP_037043491.1|BCOP	LOC108015338|XP_016937233.1|DSUZ
OG0008024	LOC119076424|XP_037039062.1|BCOP	LOC108015429|XP_016937351.1|DSUZ
OG0008025	LOC119069738|XP_037029775.1|BCOP	LOC108016572|XP_016938734.2|DSUZ
OG0008026	LOC119068656|XP_037028231.1|BCOP	LOC108016886|XP_016939269.1|DSUZ
OG0008027	LOC119074617|XP_037036772.1|BCOP	LOC108016682|XP_016938892.1|DSUZ
OG0008028	LOC119070598|XP_037030915.1|BCOP	LOC108018594|XP_036673578.1|DSUZ
OG0008029	LOC119073441|XP_037034830.1|BCOP	LOC108017595|XP_036673429.1|DSUZ
OG0008030	LOC119073491|XP_037034893.1|BCOP	LOC108018802|XP_016941878.2|DSUZ
OG0008031	LOC119076856|XP_037039755.1|BCOP	LOC108006302|XP_016925279.1|DSUZ
OG0008032	LOC119073716|XP_037035234.1|BCOP	LOC108010846|XP_016931306.1|DSUZ
OG0008033	LOC119076814|XP_037039696.1|BCOP	LOC108015626|XP_036674158.1|DSUZ
OG0008034	LOC119084112|XP_037049858.1|BCOP	LOC108019280|XP_036673744.1|DSUZ
OG0008035	LOC119077626|XP_037040738.1|BCOP	LOC108006570|XP_036676589.1|DSUZ
OG0008036	LOC119067641|XP_037026639.1|BCOP	LOC108004985|XP_016923593.2|DSUZ
OG0008037	LOC119067665|XP_037026676.1|BCOP	LOC108012101|XP_036674599.1|DSUZ
OG0008038	LOC119076538|XP_037039227.1|BCOP	LOC108016731|XP_016938949.1|DSUZ
OG0008039	LOC119076020|XP_037038516.1|BCOP	LOC108012010|XP_036674652.1|DSUZ
OG0008040	LOC119074310|XP_037036252.1|BCOP	LOC108010776|XP_036675654.1|DSUZ
OG0008041	LOC119083719|XP_037049414.1|BCOP, LOC119070058|XP_037030288.1|BCOP, LOC119085622|XP_037051941.1|BCOP	LOC108006300|XP_016925265.1|DSUZ
OG0008042	LOC119084354|XP_037050194.1|BCOP	LOC108018706|XP_016941769.2|DSUZ
OG0008043	LOC119077813|XP_037041019.1|BCOP	LOC108016854|XP_016939206.1|DSUZ
OG0008044	LOC119076018|XP_037038508.1|BCOP	LOC108015129|XP_016936880.1|DSUZ
OG0008045	LOC119077880|XP_037041130.1|BCOP	LOC108019221|XP_016942506.1|DSUZ
OG0008046	LOC119066512|XP_037024960.1|BCOP	LOC108007804|XP_036674350.1|DSUZ
OG0008047	LOC119082774|XP_037048263.1|BCOP	LOC108014424|XP_016936025.2|DSUZ
OG0008048	LOC119066362|XP_037024716.1|BCOP	LOC108012000|XP_016932760.2|DSUZ
OG0008049	LOC119075239|XP_037037527.1|BCOP	LOC108014406|XP_036672596.1|DSUZ
OG0008050	LOC119076014|XP_037038500.1|BCOP	LOC108012072|XP_036674258.1|DSUZ
OG0008051	LOC119076520|XP_037039200.1|BCOP	LOC108008076|XP_016927348.1|DSUZ
OG0008052	LOC119077974|XP_037041251.1|BCOP	LOC108014574|XP_036673244.1|DSUZ
OG0008053	LOC119066891|XP_037025473.1|BCOP	LOC108007396|XP_016926540.1|DSUZ
OG0008054	LOC119075902|XP_037038373.1|BCOP	LOC108016805|XP_016939072.1|DSUZ
OG0008055	LOC119085019|XP_037051092.1|BCOP	LOC108016985|XP_016939421.1|DSUZ
OG0008056	LOC119076482|XP_037039158.1|BCOP	LOC108016589|XP_016938763.1|DSUZ
OG0008057	LOC119075171|XP_037037461.1|BCOP	LOC108006748|XP_016925789.2|DSUZ
OG0008058	LOC119084254|XP_037050053.1|BCOP	LOC108018789|XP_036674246.1|DSUZ
OG0008059	LOC119076150|XP_037038728.1|BCOP	LOC108016280|XP_016938400.2|DSUZ
OG0008060	LOC119073793|XP_037035465.1|BCOP	LOC108006202|XP_016925128.2|DSUZ
OG0008061	LOC119071051|XP_037031605.1|BCOP	LOC108004739|XP_016923254.1|DSUZ
OG0008062	LOC119067084|XP_037025740.1|BCOP	LOC108005470|XP_016924258.1|DSUZ
OG0008063	LOC119073869|XP_037035635.1|BCOP	LOC108018707|XP_036672748.1|DSUZ
OG0008064	LOC119078090|XP_037041449.1|BCOP	LOC108006320|XP_016925311.1|DSUZ
OG0008066	LOC119072746|XP_037033926.1|BCOP	LOC108005082|XP_016923738.1|DSUZ
OG0008067	LOC119077964|XP_037041239.1|BCOP	LOC108014039|XP_016935545.1|DSUZ
OG0008068	LOC119067569|XP_037026545.1|BCOP	LOC108006337|XP_016925336.1|DSUZ
OG0008070	LOC119075230|XP_037037515.1|BCOP	LOC108012001|XP_036674653.1|DSUZ
OG0008071	LOC119075914|XP_037038394.1|BCOP	LOC108004732|XP_016923246.1|DSUZ
OG0008072	LOC119074319|XP_037036272.1|BCOP	LOC108015371|XP_016937278.1|DSUZ
OG0008073	LOC119076456|XP_037039117.1|BCOP	LOC108021784|XP_036677169.1|DSUZ
OG0008074	LOC119083047|XP_037048566.1|BCOP	LOC108004761|XP_016923288.1|DSUZ
OG0008075	LOC119071751|XP_037032681.1|BCOP	LOC108008272|XP_016927550.1|DSUZ
OG0008076	LOC119084159|XP_037049906.1|BCOP	LOC108016825|XP_016939131.1|DSUZ
OG0008077	LOC119077912|XP_037041182.1|BCOP	LOC108013798|XP_016935260.1|DSUZ
OG0008078	LOC119084431|XP_037050305.1|BCOP	LOC108004755|XP_016923281.1|DSUZ
OG0008079	LOC119084119|XP_037049867.1|BCOP	LOC108005180|XP_016923851.1|DSUZ
OG0008080	LOC119082210|XP_037047553.1|BCOP	LOC108016606|XP_016938785.1|DSUZ
OG0008081	LOC119078098|XP_037041458.1|BCOP	LOC108016848|XP_016939197.1|DSUZ
OG0008082	LOC119085282|XP_037051531.1|BCOP	LOC108011710|XP_016932413.2|DSUZ
OG0008083	LOC119078370|XP_037041803.1|BCOP	LOC108016290|XP_016938415.1|DSUZ
OG0008084	LOC119079547|XP_037043430.1|BCOP	LOC118877663|XP_036673191.1|DSUZ, LOC108014392|XP_016935985.2|DSUZ
OG0008085	LOC119074978|XP_037037275.1|BCOP	LOC108010907|XP_036675523.1|DSUZ
OG0008086	LOC119075172|XP_037037463.1|BCOP	LOC108016244|XP_036675025.1|DSUZ
OG0008087	LOC119076896|XP_037039800.1|BCOP	LOC108005414|XP_016924167.1|DSUZ
OG0008088	LOC119073524|XP_037034956.1|BCOP	LOC108018936|XP_016942020.1|DSUZ
OG0008089	LOC119072334|XP_037033417.1|BCOP	LOC108013316|XP_016934598.1|DSUZ
OG0008090	LOC119067478|XP_037026375.1|BCOP	LOC108015299|XP_016937165.1|DSUZ
OG0008091	LOC119074790|XP_037036970.1|BCOP	LOC108015758|XP_016937785.2|DSUZ
OG0008092	LOC119077582|XP_037040685.1|BCOP	LOC108015566|XP_036672616.1|DSUZ
OG0008093	LOC119068635|XP_037028196.1|BCOP	LOC108016798|XP_016939061.1|DSUZ
OG0008095	LOC119070888|XP_037031304.1|BCOP	LOC108007248|XP_036675373.1|DSUZ
OG0008096	LOC119072735|XP_037033909.1|BCOP	LOC108015133|XP_016936887.1|DSUZ
OG0008097	LOC119069803|XP_037029853.1|BCOP	LOC108015331|XP_016937221.1|DSUZ
OG0008098	LOC119084426|XP_037050298.1|BCOP	LOC108012687|XP_016933603.1|DSUZ
OG0008099	LOC119075192|XP_037037478.1|BCOP	LOC108005883|XP_016924754.1|DSUZ
OG0008100	LOC119082207|XP_037047541.1|BCOP	LOC108007991|XP_036673953.1|DSUZ
OG0008101	LOC119079961|XP_037043969.1|BCOP	LOC108006527|XP_036676109.1|DSUZ
OG0008102	LOC119083990|XP_037049702.1|BCOP	LOC108014571|XP_016936214.2|DSUZ
OG0008103	LOC119070004|XP_037030155.1|BCOP	LOC108015196|XP_016937006.1|DSUZ
OG0008104	LOC119074909|XP_037037151.1|BCOP	LOC108011364|XP_016931968.1|DSUZ
OG0008105	LOC119076036|XP_037038550.1|BCOP	LOC108007644|XP_016926854.2|DSUZ
OG0008106	LOC119074355|XP_037036355.1|BCOP	LOC108007710|XP_016926947.1|DSUZ
OG0008108	LOC119081955|XP_037047145.1|BCOP	LOC108016804|XP_036676231.1|DSUZ
OG0008109	LOC119076140|XP_037038709.1|BCOP	LOC108016676|XP_016938883.1|DSUZ
OG0008110	LOC119076093|XP_037038643.1|BCOP	LOC108021836|XP_016946131.2|DSUZ
OG0008111	LOC119074576|XP_037036701.1|BCOP	LOC108016605|XP_016938784.1|DSUZ
OG0008112	LOC119074551|XP_037036621.1|BCOP	LOC108016642|XP_016938829.1|DSUZ
OG0008113	LOC119074688|XP_037036867.1|BCOP	LOC108005221|XP_016923901.1|DSUZ
OG0008114	LOC119074677|XP_037036856.1|BCOP	LOC108005191|XP_016923865.1|DSUZ
OG0008115	LOC119074557|XP_037036650.1|BCOP	LOC108019090|XP_016942255.1|DSUZ
OG0008116	LOC119074564|XP_037036678.1|BCOP	LOC108019113|XP_016942324.1|DSUZ
OG0008117	LOC119077955|XP_037041219.1|BCOP	LOC108013734|XP_016935172.1|DSUZ
OG0008118	LOC119075159|XP_037037450.1|BCOP	LOC108016653|XP_016938850.1|DSUZ
OG0008119	LOC119074475|XP_037036511.1|BCOP	LOC108015203|XP_016937017.1|DSUZ
OG0008120	LOC119085119|XP_037051276.1|BCOP	LOC108004722|XP_016923231.1|DSUZ
OG0008121	LOC119080235|XP_037044380.1|BCOP	LOC108019617|XP_016942987.1|DSUZ
OG0008122	LOC119077862|XP_037041093.1|BCOP	LOC108015346|XP_016937246.1|DSUZ
OG0008123	LOC119074917|XP_037037201.1|BCOP	LOC108021780|XP_016946072.2|DSUZ
OG0008124	LOC119074922|XP_037037208.1|BCOP	LOC108016833|XP_016939141.1|DSUZ
OG0008125	LOC119076112|XP_037038707.1|BCOP	LOC108016908|XP_016939313.1|DSUZ
OG0008126	LOC119073962|XP_037035799.1|BCOP	LOC108015000|XP_016936715.1|DSUZ
OG0008127	LOC119074403|XP_037036420.1|BCOP	LOC108015216|XP_016937043.1|DSUZ
OG0008128	LOC119074415|XP_037036439.1|BCOP	LOC108018958|XP_016942051.1|DSUZ
OG0008129	LOC119076565|XP_037039248.1|BCOP	LOC108015234|XP_016937069.1|DSUZ
OG0008130	LOC119085975|XP_037052437.1|BCOP	LOC108005469|XP_016924257.1|DSUZ
OG0008131	LOC119083014|XP_037048546.1|BCOP	LOC108016797|XP_016939059.1|DSUZ
OG0008132	LOC119077750|XP_037040953.1|BCOP	LOC108017597|XP_016940176.2|DSUZ
OG0008133	LOC119076058|XP_037038589.1|BCOP	LOC108005427|XP_016924194.1|DSUZ
OG0008134	LOC119076012|XP_037038495.1|BCOP	LOC108014982|XP_036676384.1|DSUZ
OG0008135	LOC119076742|XP_037039582.1|BCOP	LOC108007978|XP_016927242.1|DSUZ
OG0008136	LOC119075283|XP_037037565.1|BCOP	LOC108007032|XP_016926130.1|DSUZ
OG0008137	LOC119076042|XP_037038563.1|BCOP	LOC108016743|XP_016938973.1|DSUZ
OG0008138	LOC119069965|XP_037030099.1|BCOP	LOC108007502|XP_036670480.1|DSUZ
OG0008139	LOC119066868|XP_037025437.1|BCOP	LOC108019919|XP_016943515.1|DSUZ
OG0008140	LOC119073938|XP_037035711.1|BCOP	LOC108016964|XP_016939390.1|DSUZ
OG0008141	LOC119084203|XP_037049977.1|BCOP	LOC108004714|XP_016923218.1|DSUZ
OG0008142	LOC119074760|XP_037036922.1|BCOP	LOC108015005|XP_016936721.1|DSUZ
OG0008143	LOC119084208|XP_037049993.1|BCOP	LOC108018922|XP_016942003.1|DSUZ
OG0008144	LOC119084228|XP_037050022.1|BCOP	LOC108019822|XP_016943328.1|DSUZ
OG0008145	LOC119080666|XP_037044989.1|BCOP	LOC108005428|XP_016924195.1|DSUZ
OG0008146	LOC119077014|XP_037040022.1|BCOP	LOC108021816|XP_016946109.1|DSUZ
OG0008147	LOC119084983|XP_037051030.1|BCOP	LOC108004694|XP_016923194.1|DSUZ
OG0008148	LOC119074761|XP_037036923.1|BCOP	LOC108004655|XP_036677163.1|DSUZ
OG0008149	LOC119066760|XP_037025294.1|BCOP	LOC108015337|XP_016937231.1|DSUZ
OG0008150	LOC119074512|XP_037036569.1|BCOP	LOC108004726|XP_016923237.1|DSUZ
OG0008151	LOC119068799|XP_037028456.1|BCOP	LOC108016809|XP_016939095.1|DSUZ
OG0008152	LOC119074866|XP_037037084.1|BCOP	LOC108016535|XP_036676801.1|DSUZ
OG0008153	LOC119080186|XP_037044318.1|BCOP	LOC108009909|XP_016930123.1|DSUZ
OG0008154	LOC119071941|XP_037032960.1|BCOP	LOC108013135|XP_016934305.1|DSUZ
OG0008155	LOC119086030|XP_037052501.1|BCOP	LOC108010707|XP_016931109.1|DSUZ
OG0008156	LOC119070003|XP_037030154.1|BCOP	LOC108010825|XP_016931276.2|DSUZ
OG0008157	LOC119077044|XP_037040069.1|BCOP	LOC108020552|XP_036673070.1|DSUZ
OG0008158	LOC119071049|XP_037031551.1|BCOP	LOC108005426|XP_016924193.1|DSUZ
OG0008159	LOC119074215|XP_037036110.1|BCOP	LOC108015535|XP_016937500.2|DSUZ
OG0008160	LOC119071538|XP_037032318.1|BCOP	LOC108009431|XP_016929254.1|DSUZ
OG0008161	LOC119077047|XP_037040074.1|BCOP	LOC108012804|XP_016933732.1|DSUZ
OG0008162	LOC119067759|XP_037026787.1|BCOP	LOC108015172|XP_016936944.1|DSUZ
OG0008163	LOC119072459|XP_037033577.1|BCOP	LOC108011451|XP_036670809.1|DSUZ
OG0008164	LOC119074604|XP_037036751.1|BCOP	LOC108020476|XP_016944294.1|DSUZ
OG0008165	LOC119076032|XP_037038544.1|BCOP	LOC108016954|XP_036676841.1|DSUZ
OG0008166	LOC119076110|XP_037038665.1|BCOP	LOC108005123|XP_036676996.1|DSUZ
OG0008167	LOC119074951|XP_037037235.1|BCOP	LOC108005142|XP_036677265.1|DSUZ
OG0008168	LOC119072326|XP_037033446.1|BCOP	LOC108005204|XP_016923880.1|DSUZ
OG0008169	LOC119067583|XP_037026577.1|BCOP	LOC108015124|XP_036676407.1|DSUZ
OG0008170	LOC119070978|XP_037031456.1|BCOP	LOC108010175|XP_016930507.1|DSUZ
OG0008171	LOC119081639|XP_037046606.1|BCOP	LOC108004662|XP_016923125.1|DSUZ
OG0008172	LOC119071532|XP_037032310.1|BCOP	LOC108018411|XP_016941456.2|DSUZ
OG0008173	LOC119080692|XP_037045033.1|BCOP	LOC108021166|XP_016945237.1|DSUZ
OG0008174	LOC119086007|XP_037052479.1|BCOP	LOC108019752|XP_016943186.1|DSUZ
OG0008175	LOC119067740|XP_037026766.1|BCOP	LOC108014966|XP_036676676.1|DSUZ
OG0008176	LOC119074810|XP_037036989.1|BCOP	LOC108015136|XP_016936890.1|DSUZ
OG0008177	LOC119068603|XP_037028153.1|BCOP	LOC108015291|XP_016937153.1|DSUZ
OG0008178	LOC119070245|XP_037030412.1|BCOP	LOC108011162|XP_016931739.1|DSUZ
OG0008179	LOC119073841|XP_037035570.1|BCOP	LOC108018930|XP_016942012.1|DSUZ
OG0008180	LOC119084027|XP_037049743.1|BCOP	LOC108015296|XP_016937161.1|DSUZ
OG0008181	LOC119077779|XP_037040984.1|BCOP	LOC108015298|XP_016937164.1|DSUZ
OG0008182	LOC119084061|XP_037049793.1|BCOP	LOC108018104|XP_016941007.1|DSUZ
OG0008185	LOC119075288|XP_037037571.1|BCOP	LOC108010828|XP_016931280.2|DSUZ, LOC118878126|XP_036675574.1|DSUZ
OG0008186	LOC119082527|XP_037047935.1|BCOP	LOC108008416|XP_016927750.1|DSUZ
OG0008187	LOC119076164|XP_037038744.1|BCOP	LOC108008417|XP_016927752.1|DSUZ
OG0008188	LOC119066940|XP_037025553.1|BCOP	LOC108021441|XP_016945649.1|DSUZ
OG0008189	LOC119082226|XP_037047575.1|BCOP	LOC108020926|XP_016944838.1|DSUZ
OG0008191	LOC119084325|XP_037050150.1|BCOP	LOC108016575|XP_016938744.1|DSUZ
OG0008192	LOC119076044|XP_037038565.1|BCOP	LOC108014990|XP_016936701.1|DSUZ
OG0008193	LOC119066911|XP_037025506.1|BCOP	LOC108015434|XP_016937358.2|DSUZ
OG0008194	LOC119071964|XP_037032990.1|BCOP	LOC108006826|XP_016925866.1|DSUZ
OG0008195	LOC119085314|XP_037051587.1|BCOP	LOC108019556|XP_036670063.1|DSUZ
OG0008196	LOC119071671|XP_037032545.1|BCOP	LOC108008085|XP_016927364.1|DSUZ
OG0008198	LOC119075145|XP_037037431.1|BCOP	LOC108014922|XP_016936632.2|DSUZ
OG0008199	LOC119085986|XP_037052446.1|BCOP	LOC108015389|XP_016937298.1|DSUZ
OG0008200	LOC119078286|XP_037041671.1|BCOP	LOC108010043|XP_016930341.1|DSUZ
OG0008201	LOC119071626|XP_037032478.1|BCOP	LOC108010706|XP_036671655.1|DSUZ
OG0008202	LOC119066395|XP_037024722.1|BCOP	LOC108018656|XP_016941717.1|DSUZ
OG0008203	LOC119076390|XP_037039009.1|BCOP	LOC108012411|XP_016933261.1|DSUZ
OG0008204	LOC119083255|XP_037048828.1|BCOP	LOC108011110|XP_016931671.1|DSUZ
OG0008205	LOC119072501|XP_037033638.1|BCOP	LOC108017006|XP_016939448.1|DSUZ
OG0008206	LOC119082711|XP_037048182.1|BCOP	LOC108014006|XP_036671107.1|DSUZ
OG0008207	LOC119082564|XP_037047985.1|BCOP	LOC108012838|XP_016933794.1|DSUZ
OG0008210	LOC119071256|XP_037031996.1|BCOP	LOC108012682|XP_016933597.1|DSUZ
OG0008211	LOC119071676|XP_037032551.1|BCOP	LOC108021533|XP_016945787.1|DSUZ
OG0008212	LOC119071161|XP_037031811.1|BCOP	LOC108010657|XP_036672164.1|DSUZ
OG0008213	LOC119076099|XP_037038650.1|BCOP	LOC108016546|XP_036676222.1|DSUZ
OG0008215	LOC119071001|XP_037031490.1|BCOP	LOC108005128|XP_036677104.1|DSUZ
OG0008216	LOC119072097|XP_037033146.1|BCOP	LOC108011457|XP_016932090.1|DSUZ
OG0008217	LOC119076943|XP_037039889.1|BCOP	LOC108015315|XP_016937184.1|DSUZ
OG0008218	LOC119066417|XP_037024785.1|BCOP	LOC108009101|XP_016928654.1|DSUZ
OG0008219	LOC119068848|XP_037028561.1|BCOP	LOC108015111|XP_016936848.1|DSUZ
OG0008220	LOC119084315|XP_037050130.1|BCOP	LOC108021787|XP_036676889.1|DSUZ
OG0008221	LOC119078498|XP_037041945.1|BCOP	LOC108018875|XP_016941956.1|DSUZ
OG0008222	LOC119072303|XP_037033384.1|BCOP	LOC108007698|XP_036671922.1|DSUZ
OG0008223	LOC119081765|XP_037046854.1|BCOP	LOC108011754|XP_016932471.2|DSUZ
OG0008224	LOC119066103|XP_037024272.1|BCOP	LOC108012835|XP_016933789.1|DSUZ
OG0008225	LOC119082577|XP_037047997.1|BCOP	LOC108005443|XP_016924222.1|DSUZ
OG0008226	LOC119083485|XP_037049106.1|BCOP	LOC108015271|XP_016937121.1|DSUZ
OG0008227	LOC119069404|XP_037029349.1|BCOP	LOC108011707|XP_036675470.1|DSUZ
OG0008228	LOC119070042|XP_037030221.1|BCOP	LOC108015444|XP_036675251.1|DSUZ
OG0008230	LOC119074414|XP_037036438.1|BCOP	LOC108018635|XP_036673524.1|DSUZ
OG0008233	LOC119080068|XP_037044178.1|BCOP	LOC108021396|XP_016945584.1|DSUZ
OG0008234	LOC119081312|XP_037045978.1|BCOP, LOC119081311|XP_037045970.1|BCOP	LOC108009963|XP_016930213.1|DSUZ
OG0008235	LOC119076171|XP_037038752.1|BCOP	LOC108019007|XP_016942110.1|DSUZ
OG0008237	LOC119079953|XP_037043959.1|BCOP	LOC108010147|XP_016930471.1|DSUZ
OG0008238	LOC119079531|XP_037043416.1|BCOP	LOC108012833|XP_016933787.1|DSUZ
OG0008239	LOC119080534|XP_037044841.1|BCOP	LOC108012431|XP_016933284.1|DSUZ
OG0008240	LOC119079888|XP_037043866.1|BCOP	LOC108018168|XP_016941152.1|DSUZ
OG0008243	LOC119084712|XP_037050689.1|BCOP	LOC108008477|XP_016927822.2|DSUZ
OG0008244	LOC119077545|XP_037040653.1|BCOP	LOC108011343|XP_016931943.2|DSUZ
OG0008245	LOC119066604|XP_037025062.1|BCOP	LOC108018785|XP_016941860.1|DSUZ
OG0008246	LOC119084130|XP_037049875.1|BCOP, LOC119082287|XP_037047656.1|BCOP, LOC119078200|XP_037041560.1|BCOP	LOC108008760|XP_016928147.1|DSUZ
OG0008266	LOC119069491|XP_037029456.1|BCOP	LOC108005731|XP_036675019.1|DSUZ
OG0008267	LOC119070586|XP_037030892.1|BCOP	LOC108016115|XP_036675306.1|DSUZ
OG0008268	LOC119068096|XP_037027414.1|BCOP	LOC108019906|XP_016943494.1|DSUZ
OG0008269	LOC119070128|XP_037030344.1|BCOP	LOC108005246|XP_016923931.1|DSUZ
OG0008270	LOC119082239|XP_037047601.1|BCOP	LOC108019168|XP_016942415.1|DSUZ
OG0008271	LOC119070326|XP_037030490.1|BCOP	LOC108007104|XP_016926195.2|DSUZ
OG0008272	LOC119067290|XP_037026075.1|BCOP	LOC108019119|XP_016942333.1|DSUZ
OG0008273	LOC119084499|XP_037050414.1|BCOP	LOC108011680|XP_036674459.1|DSUZ
OG0008275	LOC119067576|XP_037026556.1|BCOP	LOC108015306|XP_016937173.1|DSUZ
OG0008276	LOC119067757|XP_037026784.1|BCOP	LOC108019182|XP_016942440.1|DSUZ
OG0008277	LOC119067626|XP_037026614.1|BCOP	LOC108015359|XP_016937260.1|DSUZ
OG0008278	LOC119080890|XP_037045364.1|BCOP	LOC108009244|XP_016928911.1|DSUZ
OG0008279	LOC119082228|XP_037047581.1|BCOP	LOC108006327|XP_016925316.1|DSUZ
OG0008280	LOC119082580|XP_037048013.1|BCOP	LOC108006271|XP_016925209.1|DSUZ
OG0008281	LOC119082635|XP_037048100.1|BCOP	LOC108014999|XP_016936713.1|DSUZ
OG0008282	LOC119067575|XP_037026555.1|BCOP	LOC108005252|XP_016923934.1|DSUZ
OG0008283	LOC119069528|XP_037029497.1|BCOP	LOC108005387|XP_016924137.1|DSUZ
OG0008285	LOC119069574|XP_037029553.1|BCOP	LOC108015423|XP_016937343.1|DSUZ
OG0008286	LOC119067132|XP_037025812.1|BCOP	LOC108005492|XP_016924285.1|DSUZ
OG0008287	LOC119067603|XP_037026589.1|BCOP	LOC108019107|XP_016942316.1|DSUZ
OG0008288	LOC119068323|XP_037027773.1|BCOP	LOC108013837|XP_016935308.2|DSUZ
OG0008290	LOC119067610|XP_037026598.1|BCOP	LOC108015144|XP_016936903.1|DSUZ
OG0008291	LOC119067820|XP_037026878.1|BCOP	LOC108019125|XP_016942348.1|DSUZ
OG0008292	LOC119076490|XP_037039170.1|BCOP	LOC108016677|XP_036676527.1|DSUZ
OG0008293	LOC119068319|XP_037027768.1|BCOP	LOC108010849|XP_036678259.1|DSUZ, LOC118876759|XP_036675249.1|DSUZ
OG0008294	LOC119067446|XP_037026322.1|BCOP	LOC108017502|XP_016940047.1|DSUZ
