Orthogroup	BCOP.longest_only	AALB.longest_only
OG0007487	LOC119079490|XP_037043330.1|BCOP	LOC118462666|XP_035784455.1|AALB
OG0007488	LOC119072343|XP_037033425.1|BCOP	LOC118463847|XP_035786644.1|AALB
OG0007489	LOC119073636|XP_037035127.1|BCOP	LOC118462913|XP_035784909.1|AALB
OG0007490	LOC119081326|XP_037046009.1|BCOP	LOC118465847|XP_035790352.1|AALB
OG0007491	LOC119081970|XP_037047177.1|BCOP	LOC118464723|XP_035788187.1|AALB
OG0007492	LOC119070970|XP_037031439.1|BCOP	LOC118464717|XP_035788182.1|AALB
OG0007493	LOC119070078|XP_037030279.1|BCOP	LOC118467380|XP_035793704.1|AALB
OG0007494	LOC119082708|XP_037048180.1|BCOP	LOC118467132|XP_035793135.1|AALB
OG0007495	LOC119073489|XP_037034889.1|BCOP	LOC118467743|XP_035794444.1|AALB
OG0007496	LOC119074213|XP_037036107.1|BCOP	LOC118464438|XP_035787705.1|AALB
OG0007497	LOC119072087|XP_037033141.1|BCOP	LOC118464439|XP_035787707.1|AALB
OG0007498	LOC119071056|XP_037031571.1|BCOP	LOC118465450|XP_035789607.1|AALB
OG0007499	LOC119071055|XP_037031570.1|BCOP	LOC118463685|XP_035786345.1|AALB
OG0007500	LOC119081287|XP_037045943.1|BCOP	LOC118468935|XP_035796160.1|AALB
OG0007501	LOC119078987|XP_037042637.1|BCOP	LOC118466024|XP_035790737.1|AALB
OG0007502	LOC119078319|XP_037041718.1|BCOP	LOC118462770|XP_035784628.1|AALB
OG0007503	LOC119082367|XP_037047783.1|BCOP	LOC118462765|XP_035784620.1|AALB
OG0007504	LOC119074976|XP_037037273.1|BCOP	LOC118462768|XP_035784626.1|AALB
OG0007505	LOC119070687|XP_037031033.1|BCOP	LOC118465911|XP_035790495.1|AALB
OG0007506	LOC119071762|XP_037032700.1|BCOP	LOC118465208|XP_035789089.1|AALB
OG0007507	LOC119083294|XP_037048881.1|BCOP	LOC118464189|XP_035787236.1|AALB
OG0007508	LOC119066927|XP_037025535.1|BCOP	LOC118467217|XP_035793355.1|AALB
OG0007509	LOC119072452|XP_037033569.1|BCOP	LOC118465459|XP_035789645.1|AALB
OG0007510	LOC119085380|XP_037051661.1|BCOP	LOC118467833|XP_035794617.1|AALB
OG0007511	LOC119074635|XP_037036804.1|BCOP	LOC118466042|XP_035790770.1|AALB
OG0007512	LOC119071057|XP_037031572.1|BCOP	LOC118467658|XP_035794293.1|AALB
OG0007513	LOC119085669|XP_037052013.1|BCOP	LOC118466852|XP_035792573.1|AALB
OG0007514	LOC119078245|XP_037041619.1|BCOP	LOC118466843|XP_035792558.1|AALB
OG0007515	LOC119076999|XP_037040004.1|BCOP	LOC118467731|XP_035794428.1|AALB
OG0007516	LOC119085627|XP_037051957.1|BCOP	LOC118467724|XP_035794420.1|AALB
OG0007517	LOC119071660|XP_037032522.1|BCOP	LOC118465854|XP_035790375.1|AALB
OG0007518	LOC119072662|XP_037033815.1|BCOP	LOC118462537|XP_035784196.1|AALB
OG0007519	LOC119085313|XP_037051583.1|BCOP	LOC118465501|XP_035789703.1|AALB
OG0007520	LOC119085118|XP_037051275.1|BCOP	LOC118465502|XP_035789712.1|AALB
OG0007521	LOC119071906|XP_037032914.1|BCOP	LOC118467539|XP_035794031.1|AALB
OG0007522	LOC119084331|XP_037050157.1|BCOP	LOC118462543|XP_035784203.1|AALB
OG0007523	LOC119083536|XP_037049153.1|BCOP	LOC118464349|XP_035787562.1|AALB
OG0007524	LOC119066707|XP_037025203.1|BCOP	LOC118467017|XP_035792856.1|AALB
OG0007525	LOC119071945|XP_037032964.1|BCOP	LOC118464004|XP_035786944.1|AALB
OG0007526	LOC119084013|XP_037049723.1|BCOP	LOC118466166|XP_035791037.1|AALB
OG0007527	LOC119071383|XP_037032147.1|BCOP	LOC118466160|XP_035791029.1|AALB
OG0007528	LOC119071184|XP_037031850.1|BCOP	LOC118466875|XP_035792618.1|AALB
OG0007529	LOC119078564|XP_037042028.1|BCOP	LOC118465414|XP_035789529.1|AALB
OG0007530	LOC119085432|XP_037051743.1|BCOP	LOC118465075|XP_035788865.1|AALB
OG0007531	LOC119076289|XP_037038845.1|BCOP	LOC118465057|XP_035788832.1|AALB
OG0007532	LOC119071891|XP_037032885.1|BCOP	LOC118467246|XP_035793410.1|AALB
OG0007534	LOC119066784|XP_037025341.1|BCOP	LOC118465224|XP_035789112.1|AALB
OG0007535	LOC119072811|XP_037034000.1|BCOP	LOC118465660|XP_035789967.1|AALB
OG0007536	LOC119084476|XP_037050359.1|BCOP	LOC118464336|XP_035787547.1|AALB
OG0007537	LOC119082303|XP_037047681.1|BCOP	LOC118467030|XP_035792889.1|AALB
OG0007538	LOC119082344|XP_037047752.1|BCOP	LOC118462793|XP_035784678.1|AALB
OG0007539	LOC119077843|XP_037041057.1|BCOP	LOC118467723|XP_035794419.1|AALB
OG0007540	LOC119068307|XP_037027744.1|BCOP	LOC118467725|XP_035794422.1|AALB
OG0007541	LOC119085375|XP_037051652.1|BCOP	LOC118465259|XP_035789173.1|AALB
OG0007542	LOC119071896|XP_037032894.1|BCOP	LOC118465261|XP_035789176.1|AALB
OG0007543	LOC119081001|XP_037045567.1|BCOP	LOC118466017|XP_035790722.1|AALB
OG0007544	LOC119072367|XP_037033456.1|BCOP	LOC118466045|XP_035790774.1|AALB
OG0007545	LOC119077013|XP_037040021.1|BCOP	LOC118457829|XP_035775597.1|AALB
OG0007546	LOC119072202|XP_037033265.1|BCOP	LOC118466872|XP_035792614.1|AALB
OG0007547	LOC119076939|XP_037039873.1|BCOP	LOC118465277|XP_035789211.1|AALB
OG0007548	LOC119070873|XP_037031284.1|BCOP	LOC118466951|XP_035792743.1|AALB
OG0007549	LOC119083284|XP_037048867.1|BCOP	LOC118466824|XP_035792508.1|AALB
OG0007550	LOC119085556|XP_037051866.1|BCOP	LOC118466525|XP_035791915.1|AALB
OG0007551	LOC119083261|XP_037048837.1|BCOP	LOC118466526|XP_035791924.1|AALB
OG0007552	LOC119066218|XP_037024436.1|BCOP	LOC118466716|XP_035792273.1|AALB
OG0007553	LOC119083274|XP_037048856.1|BCOP	LOC118467427|XP_035793805.1|AALB
OG0007554	LOC119071641|XP_037032496.1|BCOP	LOC118462662|XP_035784447.1|AALB
OG0007555	LOC119075523|XP_037037886.1|BCOP	LOC118466096|XP_035790904.1|AALB
OG0007556	LOC119066114|XP_037024290.1|BCOP	LOC118465093|XP_035788894.1|AALB
OG0007557	LOC119074241|XP_037036158.1|BCOP	LOC118467903|XP_035794720.1|AALB
OG0007558	LOC119071901|XP_037032901.1|BCOP	LOC118465089|XP_035788886.1|AALB
OG0007559	LOC119085112|XP_037051265.1|BCOP	LOC118465081|XP_035788877.1|AALB
OG0007560	LOC119085945|XP_037052394.1|BCOP	LOC118462772|XP_035784629.1|AALB
OG0007561	LOC119070673|XP_037031007.1|BCOP	LOC118463179|XP_035785479.1|AALB
OG0007562	LOC119066841|XP_037025401.1|BCOP	LOC118462899|XP_035784888.1|AALB
OG0007563	LOC119083169|XP_037048723.1|BCOP	LOC118467027|XP_035792885.1|AALB
OG0007564	LOC119071615|XP_037032449.1|BCOP	LOC118465688|XP_035790012.1|AALB
OG0007565	LOC119070125|XP_037030340.1|BCOP	LOC118463461|XP_035785943.1|AALB
OG0007566	LOC119076249|XP_037038810.1|BCOP	LOC118466820|XP_035792501.1|AALB
OG0007567	LOC119067474|XP_037026370.1|BCOP	LOC118467933|XP_035794787.1|AALB
OG0007568	LOC119082249|XP_037047606.1|BCOP	LOC118467929|XP_035794782.1|AALB
OG0007569	LOC119082584|XP_037048017.1|BCOP	LOC118467931|XP_035794785.1|AALB
OG0007570	LOC119082690|XP_037048158.1|BCOP	LOC118467928|XP_035794780.1|AALB
OG0007571	LOC119082703|XP_037048176.1|BCOP	LOC118467925|XP_035794773.1|AALB
OG0007572	LOC119072260|XP_037033344.1|BCOP	LOC118465166|XP_035789019.1|AALB
OG0007573	LOC119066186|XP_037024383.1|BCOP	LOC118467295|XP_035793505.1|AALB
OG0007574	LOC119082036|XP_037047254.1|BCOP	LOC118465972|XP_035790625.1|AALB
OG0007575	LOC119070661|XP_037030986.1|BCOP	LOC118464699|XP_035788114.1|AALB
OG0007576	LOC119074599|XP_037036740.1|BCOP	LOC118465555|XP_035789781.1|AALB
OG0007577	LOC119084047|XP_037049778.1|BCOP	LOC118462671|XP_035784461.1|AALB
OG0007578	LOC119066631|XP_037025087.1|BCOP	LOC118464981|XP_035788705.1|AALB
OG0007579	LOC119067398|XP_037026237.1|BCOP	LOC118466462|XP_035791712.1|AALB
OG0007580	LOC119066013|XP_037024125.1|BCOP	LOC118466464|XP_035791715.1|AALB
OG0007581	LOC119072272|XP_037033359.1|BCOP	LOC118462799|XP_035784689.1|AALB
OG0007582	LOC119071322|XP_037032102.1|BCOP	LOC118462800|XP_035784691.1|AALB
OG0007583	LOC119066884|XP_037025467.1|BCOP	LOC118465438|XP_035789581.1|AALB
OG0007584	LOC119076004|XP_037038472.1|BCOP	LOC118464347|XP_035787560.1|AALB
OG0007585	LOC119074864|XP_037037080.1|BCOP	LOC118463874|XP_035786687.1|AALB
OG0007586	LOC119070902|XP_037031323.1|BCOP, LOC119070693|XP_037031040.1|BCOP	LOC118467282|XP_035793480.1|AALB
OG0007587	LOC119078321|XP_037041721.1|BCOP	LOC118467306|XP_035793522.1|AALB
OG0007588	LOC119082269|XP_037047631.1|BCOP	LOC118467307|XP_035793528.1|AALB
OG0007589	LOC119068451|XP_037027925.1|BCOP	LOC118467418|XP_035793797.1|AALB
OG0007590	LOC119086036|XP_037052505.1|BCOP	LOC118465148|XP_035788987.1|AALB
OG0007591	LOC119072631|XP_037033770.1|BCOP	LOC118462745|XP_035784598.1|AALB
OG0007592	LOC119076671|XP_037039460.1|BCOP	LOC118462729|XP_035784567.1|AALB
OG0007593	LOC119080481|XP_037044761.1|BCOP	LOC118462741|XP_035784595.1|AALB
OG0007594	LOC119071020|XP_037031515.1|BCOP	LOC118463304|XP_035785683.1|AALB
OG0007595	LOC119078784|XP_037042391.1|BCOP	LOC118464203|XP_035787256.1|AALB
OG0007596	LOC119081265|XP_037045901.1|BCOP	LOC118464944|XP_035788624.1|AALB
OG0007597	LOC119071808|XP_037032768.1|BCOP	LOC118463069|XP_035785221.1|AALB
OG0007598	LOC119071781|XP_037032734.1|BCOP	LOC118464980|XP_035788704.1|AALB
OG0007599	LOC119070996|XP_037031485.1|BCOP	LOC118466976|XP_035792781.1|AALB
OG0007600	LOC119071018|XP_037031512.1|BCOP	LOC118464707|XP_035788132.1|AALB
OG0007601	LOC119072403|XP_037033515.1|BCOP	LOC118462757|XP_035784614.1|AALB
OG0007602	LOC119082825|XP_037048371.1|BCOP	LOC118465687|XP_035790011.1|AALB
OG0007603	LOC119072194|XP_037033259.1|BCOP	LOC118465822|XP_035790301.1|AALB
OG0007604	LOC119077783|XP_037040986.1|BCOP	LOC118464999|XP_035788733.1|AALB
OG0007605	LOC119082722|XP_037048198.1|BCOP	LOC118463996|XP_035786921.1|AALB
OG0007606	LOC119084597|XP_037050541.1|BCOP	LOC118466386|XP_035791510.1|AALB
OG0007607	LOC119071192|XP_037031861.1|BCOP	LOC118463519|XP_035786015.1|AALB
OG0007608	LOC119066945|XP_037025559.1|BCOP	LOC118466977|XP_035792784.1|AALB
OG0007609	LOC119066934|XP_037025542.1|BCOP	LOC118463467|XP_035785950.1|AALB
OG0007610	LOC119070665|XP_037030994.1|BCOP	LOC118466491|XP_035791785.1|AALB
OG0007611	LOC119081003|XP_037045572.1|BCOP	LOC118466493|XP_035791791.1|AALB
OG0007612	LOC119071105|XP_037031642.1|BCOP	LOC118466492|XP_035791787.1|AALB
OG0007613	LOC119074273|XP_037036190.1|BCOP	LOC118466504|XP_035791827.1|AALB
OG0007614	LOC119076951|XP_037039899.1|BCOP	LOC118462876|XP_035784840.1|AALB
OG0007615	LOC119082556|XP_037047968.1|BCOP	LOC118462879|XP_035784843.1|AALB
OG0007616	LOC119069594|XP_037029579.1|BCOP	LOC118462878|XP_035784842.1|AALB
OG0007617	LOC119071153|XP_037031794.1|BCOP	LOC118463931|XP_035786783.1|AALB
OG0007618	LOC119071346|XP_037032128.1|BCOP	LOC118465798|XP_035790255.1|AALB
OG0007619	LOC119071209|XP_037031899.1|BCOP	LOC118463994|XP_035786917.1|AALB
OG0007620	LOC119070877|XP_037031288.1|BCOP	LOC118465928|XP_035790521.1|AALB
OG0007622	LOC119066659|XP_037025127.1|BCOP	LOC118463755|XP_035786450.1|AALB
OG0007623	LOC119071525|XP_037032293.1|BCOP	LOC118462684|XP_035784486.1|AALB
OG0007624	LOC119072080|XP_037033126.1|BCOP	LOC118466098|XP_035790906.1|AALB
OG0007625	LOC119079869|XP_037043842.1|BCOP	LOC118465978|XP_035790633.1|AALB
OG0007626	LOC119066196|XP_037024410.1|BCOP	LOC118465992|XP_035790677.1|AALB
OG0007627	LOC119066195|XP_037024407.1|BCOP	LOC118465989|XP_035790671.1|AALB
OG0007628	LOC119081017|XP_037045594.1|BCOP	LOC118456878|XP_035773887.1|AALB
OG0007629	LOC119070302|XP_037030463.1|BCOP	LOC118460913|XP_035781557.1|AALB
OG0007630	LOC119085723|XP_037052067.1|BCOP	LOC118465939|XP_035790551.1|AALB
OG0007631	LOC119067824|XP_037026883.1|BCOP	LOC118460683|XP_035781074.1|AALB
OG0007632	LOC119079681|XP_037043633.1|BCOP	LOC118468349|XP_035795002.1|AALB
OG0007633	LOC119071501|XP_037032254.1|BCOP	LOC118457152|XP_035774370.1|AALB
OG0007635	LOC119076977|XP_037039973.1|BCOP	LOC118461204|XP_035782149.1|AALB
OG0007637	LOC119075303|XP_037037609.1|BCOP	LOC118464130|XP_035787118.1|AALB
OG0007638	LOC119069631|XP_037029628.1|BCOP	LOC118464530|XP_035787859.1|AALB
OG0007639	LOC119076548|XP_037039239.1|BCOP	LOC118463263|XP_035785627.1|AALB
OG0007665	LOC119083291|XP_037048883.1|BCOP	LOC118459890|XP_035779587.1|AALB
OG0007666	LOC119069059|XP_037028828.1|BCOP	LOC118459902|XP_035779621.1|AALB
OG0007667	LOC119067831|XP_037026900.1|BCOP	LOC118463704|XP_035786392.1|AALB
OG0007668	LOC119068502|XP_037028007.1|BCOP	LOC118466605|XP_035792106.1|AALB
OG0007669	LOC119068119|XP_037027463.1|BCOP	LOC118462035|XP_035783906.1|AALB
OG0007670	LOC119068118|XP_037027462.1|BCOP	LOC118462026|XP_035783894.1|AALB
OG0007671	LOC119080749|XP_037045198.1|BCOP	LOC118463623|XP_035786214.1|AALB
OG0007672	LOC119068347|XP_037027798.1|BCOP	LOC118463063|XP_035785215.1|AALB
OG0007673	LOC119068170|XP_037027549.1|BCOP	LOC118467038|XP_035792920.1|AALB
OG0007674	LOC119069180|XP_037029004.1|BCOP	LOC118456371|XP_035772948.1|AALB
OG0007675	LOC119067178|XP_037025898.1|BCOP	LOC118463206|XP_035785583.1|AALB
OG0007676	LOC119085646|XP_037051978.1|BCOP	LOC118462076|XP_035783977.1|AALB
OG0007677	LOC119067686|XP_037026700.1|BCOP	LOC118466216|XP_035791132.1|AALB
OG0007679	LOC119068314|XP_037027753.1|BCOP	LOC118464627|XP_035787968.1|AALB
OG0007680	LOC119077111|XP_037040174.1|BCOP	LOC118457096|XP_035774280.1|AALB
OG0007682	LOC119069894|XP_037029989.1|BCOP	LOC118458641|XP_035777226.1|AALB
OG0007683	LOC119067313|XP_037026117.1|BCOP	LOC118461566|XP_035782935.1|AALB
OG0007684	LOC119068608|XP_037028162.1|BCOP	LOC118462940|XP_035784971.1|AALB
OG0007685	LOC119069639|XP_037029641.1|BCOP	LOC118463151|XP_035785430.1|AALB
OG0007686	LOC119068852|XP_037028564.1|BCOP	LOC118457697|XP_035775367.1|AALB
OG0007687	LOC119070117|XP_037030326.1|BCOP	LOC118461954|XP_035783747.1|AALB
OG0007688	LOC119070012|XP_037030186.1|BCOP	LOC118458033|XP_035776045.1|AALB
OG0007689	LOC119067159|XP_037025848.1|BCOP	LOC118460147|XP_035780137.1|AALB
OG0007690	LOC119067161|XP_037025850.1|BCOP	LOC118466351|XP_035791381.1|AALB
OG0007691	LOC119068212|XP_037027600.1|BCOP	LOC118458658|XP_035777246.1|AALB
OG0007692	LOC119067017|XP_037025639.1|BCOP	LOC118465101|XP_035788960.1|AALB
OG0007693	LOC119068346|XP_037027797.1|BCOP	LOC118464479|XP_035787792.1|AALB
OG0007694	LOC119070597|XP_037030911.1|BCOP	LOC118458932|XP_035777800.1|AALB
OG0007695	LOC119067674|XP_037026681.1|BCOP	LOC118456341|XP_035772891.1|AALB
OG0007696	LOC119077927|XP_037041202.1|BCOP	LOC118461964|XP_035783767.1|AALB
OG0007697	LOC119082150|XP_037047449.1|BCOP	LOC118459082|XP_035778034.1|AALB
OG0007698	LOC119067031|XP_037025662.1|BCOP	LOC118459598|XP_035779035.1|AALB
OG0007699	LOC119080688|XP_037045024.1|BCOP	LOC118460060|XP_035779949.1|AALB
OG0007700	LOC119070385|XP_037030593.1|BCOP	LOC118460510|XP_035780771.1|AALB
OG0007701	LOC119070389|XP_037030602.1|BCOP	LOC118461497|XP_035782817.1|AALB
OG0007702	LOC119084825|XP_037050804.1|BCOP	LOC118457139|XP_035774387.1|AALB
OG0007703	LOC119067391|XP_037026216.1|BCOP	LOC118459807|XP_035779441.1|AALB
OG0007704	LOC119068080|XP_037027382.1|BCOP	LOC118468869|XP_035796048.1|AALB
OG0007706	LOC119069507|XP_037029479.1|BCOP	LOC118459584|XP_035779008.1|AALB
OG0007707	LOC119081617|XP_037046562.1|BCOP	LOC118468659|XP_035795588.1|AALB
OG0007708	LOC119070332|XP_037030498.1|BCOP	LOC118464777|XP_035788299.1|AALB
OG0007709	LOC119069570|XP_037029545.1|BCOP	LOC118466036|XP_035790764.1|AALB
OG0007710	LOC119067621|XP_037026608.1|BCOP	LOC118461656|XP_035783166.1|AALB
OG0007711	LOC119076091|XP_037038641.1|BCOP	LOC118468416|XP_035795075.1|AALB
OG0007712	LOC119068621|XP_037028177.1|BCOP	LOC118465197|XP_035789068.1|AALB
OG0007713	LOC119070005|XP_037030156.1|BCOP	LOC118461271|XP_035782311.1|AALB
OG0007715	LOC119080283|XP_037044448.1|BCOP	LOC118461523|XP_035782851.1|AALB
OG0007716	LOC119070395|XP_037030609.1|BCOP	LOC118456153|XP_035772565.1|AALB
OG0007717	LOC119067538|XP_037026489.1|BCOP	LOC118458754|XP_035777442.1|AALB
OG0007718	LOC119077098|XP_037040150.1|BCOP	LOC118463383|XP_035785817.1|AALB
OG0007719	LOC119068645|XP_037028213.1|BCOP	LOC118456402|XP_035773001.1|AALB
OG0007720	LOC119068648|XP_037028218.1|BCOP	LOC118459694|XP_035779232.1|AALB
OG0007721	LOC119069643|XP_037029656.1|BCOP	LOC118460673|XP_035781089.1|AALB
OG0007722	LOC119069655|XP_037029669.1|BCOP	LOC118468565|XP_035795375.1|AALB
OG0007723	LOC119069572|XP_037029550.1|BCOP	LOC118456571|XP_035773342.1|AALB
OG0007724	LOC119067668|XP_037026669.1|BCOP	LOC118456483|XP_035773197.1|AALB
OG0007725	LOC119068859|XP_037028590.1|BCOP	LOC118459301|XP_035778446.1|AALB
OG0007726	LOC119067273|XP_037026047.1|BCOP	LOC118467056|XP_035792998.1|AALB
OG0007727	LOC119067335|XP_037026135.1|BCOP	LOC118459861|XP_035779529.1|AALB
OG0007729	LOC119069737|XP_037029771.1|BCOP, LOC119085494|XP_037051805.1|BCOP	LOC118462784|XP_035784669.1|AALB
OG0007731	LOC119080881|XP_037045358.1|BCOP	LOC118456287|XP_035772798.1|AALB
OG0007733	LOC119069152|XP_037028952.1|BCOP	LOC118461642|XP_035783111.1|AALB
OG0007734	LOC119067213|XP_037025952.1|BCOP	LOC118465766|XP_035790178.1|AALB
OG0007735	LOC119068095|XP_037027413.1|BCOP	LOC118460684|XP_035781079.1|AALB
OG0007736	LOC119069184|XP_037029012.1|BCOP	LOC118458075|XP_035776128.1|AALB
OG0007737	LOC119079340|XP_037043061.1|BCOP	LOC118464411|XP_035787665.1|AALB
OG0007738	LOC119069482|XP_037029444.1|BCOP	LOC118466333|XP_035791349.1|AALB
OG0007741	LOC119069910|XP_037030011.1|BCOP	LOC118460967|XP_035781670.1|AALB
OG0007742	LOC119070344|XP_037030529.1|BCOP	LOC118456365|XP_035772933.1|AALB
OG0007743	LOC119068246|XP_037027672.1|BCOP	LOC118459847|XP_035779511.1|AALB
OG0007745	LOC119069933|XP_037030052.1|BCOP	LOC118461267|XP_035782293.1|AALB
OG0007746	LOC119067680|XP_037026688.1|BCOP	LOC118460595|XP_035780919.1|AALB
OG0007747	LOC119070077|XP_037030273.1|BCOP	LOC118460552|XP_035780843.1|AALB
OG0007749	LOC119069838|XP_037029900.1|BCOP	LOC118466762|XP_035792369.1|AALB
OG0007751	LOC119069217|XP_037029089.1|BCOP	LOC118462901|XP_035784892.1|AALB
OG0007753	LOC119067613|XP_037026602.1|BCOP	LOC118457856|XP_035775641.1|AALB
OG0007754	LOC119070133|XP_037030352.1|BCOP	LOC118468805|XP_035795909.1|AALB
OG0007755	LOC119080613|XP_037044911.1|BCOP	LOC118460763|XP_035781256.1|AALB
OG0007756	LOC119068054|XP_037027344.1|BCOP	LOC118464326|XP_035787532.1|AALB
OG0007758	LOC119068279|XP_037027705.1|BCOP	LOC118456894|XP_035773908.1|AALB
OG0007760	LOC119069919|XP_037030035.1|BCOP	LOC118460774|XP_035781275.1|AALB
OG0007761	LOC119068142|XP_037027498.1|BCOP	LOC118466394|XP_035791584.1|AALB
OG0007762	LOC119068145|XP_037027508.1|BCOP	LOC118458786|XP_035777527.1|AALB
OG0007763	LOC119071309|XP_037032082.1|BCOP	LOC118457131|XP_035774342.1|AALB
OG0007764	LOC119082115|XP_037047388.1|BCOP	LOC118457304|XP_035774687.1|AALB
OG0007765	LOC119067679|XP_037026687.1|BCOP	LOC118459063|XP_035777995.1|AALB
OG0007767	LOC119081005|XP_037045580.1|BCOP	LOC118464693|XP_035788111.1|AALB
OG0007768	LOC119067126|XP_037025795.1|BCOP	LOC118465585|XP_035789849.1|AALB
OG0007769	LOC119067348|XP_037026154.1|BCOP	LOC118457091|XP_035774272.1|AALB, LOC118459634|XP_035779108.1|AALB
OG0007770	LOC119069586|XP_037029571.1|BCOP	LOC118460429|XP_035780613.1|AALB
OG0007771	LOC119067267|XP_037026040.1|BCOP	LOC118462664|XP_035784453.1|AALB
OG0007772	LOC119069501|XP_037029468.1|BCOP	LOC118466974|XP_035792779.1|AALB
OG0007773	LOC119066237|XP_037024449.1|BCOP, LOC119070827|XP_037031224.1|BCOP	LOC118460446|XP_035780651.1|AALB
OG0007774	LOC119068831|XP_037028496.1|BCOP	LOC118461277|XP_035782323.1|AALB, LOC118462616|XP_035784344.1|AALB
OG0007775	LOC119070255|XP_037030418.1|BCOP	LOC118464866|XP_035788481.1|AALB
OG0007776	LOC119082322|XP_037047720.1|BCOP	LOC118458526|XP_035777000.1|AALB
OG0007777	LOC119070253|XP_037030416.1|BCOP	LOC118468445|XP_035795112.1|AALB
OG0007778	LOC119085583|XP_037051896.1|BCOP	LOC118468395|XP_035795051.1|AALB
OG0007779	LOC119068861|XP_037028592.1|BCOP	LOC118465472|XP_035789664.1|AALB
OG0007780	LOC119083624|XP_037049254.1|BCOP	LOC118465513|XP_035789728.1|AALB
OG0007781	LOC119069875|XP_037029945.1|BCOP	LOC118459370|XP_035778564.1|AALB
OG0007782	LOC119075779|XP_037038234.1|BCOP	LOC118459432|XP_035778674.1|AALB
OG0007783	LOC119078608|XP_037042097.1|BCOP	LOC118458025|XP_035776024.1|AALB
OG0007784	LOC119085053|XP_037051164.1|BCOP	LOC118467381|XP_035793754.1|AALB
OG0007785	LOC119068756|XP_037028387.1|BCOP	LOC118460838|XP_035781413.1|AALB
OG0007786	LOC119066224|XP_037024442.1|BCOP	LOC118460134|XP_035780091.1|AALB
OG0007787	LOC119084486|XP_037050383.1|BCOP	LOC118457809|XP_035775556.1|AALB
OG0007790	LOC119067874|XP_037027035.1|BCOP	LOC118460940|XP_035781597.1|AALB
OG0007792	LOC119069533|XP_037029504.1|BCOP	LOC118460537|XP_035780817.1|AALB
OG0007793	LOC119068479|XP_037027985.1|BCOP	LOC118460081|XP_035779988.1|AALB
OG0007794	LOC119067042|XP_037025681.1|BCOP	LOC118460665|XP_035781028.1|AALB
OG0007795	LOC119070611|XP_037030935.1|BCOP	LOC118458115|XP_035776182.1|AALB
OG0007796	LOC119081576|XP_037046509.1|BCOP	LOC118459039|XP_035777952.1|AALB
OG0007797	LOC119068358|XP_037027821.1|BCOP	LOC118457292|XP_035774647.1|AALB
OG0007798	LOC119068355|XP_037027818.1|BCOP	LOC118457294|XP_035774652.1|AALB
OG0007799	LOC119068490|XP_037027997.1|BCOP	LOC118457830|XP_035775598.1|AALB
OG0007802	LOC119068427|XP_037027890.1|BCOP	LOC118461388|XP_035782542.1|AALB
OG0007803	LOC119068511|XP_037028011.1|BCOP	LOC118461597|XP_035782994.1|AALB
OG0007804	LOC119068766|XP_037028408.1|BCOP	LOC118460901|XP_035781537.1|AALB
OG0007805	LOC119068758|XP_037028390.1|BCOP	LOC118460908|XP_035781551.1|AALB
OG0007806	LOC119068762|XP_037028393.1|BCOP	LOC118460902|XP_035781538.1|AALB
OG0007808	LOC119069960|XP_037030087.1|BCOP	LOC118458041|XP_035776053.1|AALB
OG0007809	LOC119067570|XP_037026549.1|BCOP	LOC118469013|XP_035796347.1|AALB
OG0007810	LOC119070116|XP_037030324.1|BCOP	LOC118469010|XP_035796337.1|AALB
OG0007811	LOC119070357|XP_037030545.1|BCOP	LOC118462043|XP_035783913.1|AALB
OG0007812	LOC119078776|XP_037042381.1|BCOP	LOC118462039|XP_035783907.1|AALB
OG0007813	LOC119068055|XP_037027345.1|BCOP	LOC118456276|XP_035772782.1|AALB
OG0007814	LOC119068777|XP_037028432.1|BCOP	LOC118458318|XP_035776554.1|AALB
OG0007815	LOC119069315|XP_037029262.1|BCOP	LOC118460946|XP_035781607.1|AALB
OG0007817	LOC119076246|XP_037038804.1|BCOP	LOC118460454|XP_035780667.1|AALB
OG0007818	LOC119068663|XP_037028239.1|BCOP	LOC118458467|XP_035776880.1|AALB
OG0007819	LOC119068784|XP_037028439.1|BCOP	LOC118460556|XP_035780846.1|AALB
OG0007820	LOC119069216|XP_037029087.1|BCOP	LOC118457057|XP_035774198.1|AALB
OG0007823	LOC119069178|XP_037029000.1|BCOP	LOC118466764|XP_035792381.1|AALB
OG0007825	LOC119069308|XP_037029254.1|BCOP	LOC118459490|XP_035778801.1|AALB
OG0007827	LOC119074698|XP_037036879.1|BCOP	LOC118458129|XP_035776203.1|AALB
OG0007828	LOC119073805|XP_037035462.1|BCOP	LOC118464782|XP_035788305.1|AALB
OG0007829	LOC119069130|XP_037028928.1|BCOP	LOC118460206|XP_035780208.1|AALB
OG0007830	LOC119069036|XP_037028800.1|BCOP	LOC118456262|XP_035772756.1|AALB
OG0007831	LOC119079591|XP_037043480.1|BCOP	LOC118457754|XP_035775463.1|AALB
OG0007832	LOC119069259|XP_037029208.1|BCOP	LOC118459589|XP_035779010.1|AALB
OG0007833	LOC119068099|XP_037027418.1|BCOP	LOC118458802|XP_035777558.1|AALB
OG0007834	LOC119069819|XP_037029877.1|BCOP	LOC118461380|XP_035782526.1|AALB
OG0007837	LOC119068818|XP_037028487.1|BCOP	LOC118458405|XP_035776713.1|AALB
OG0007839	LOC119068595|XP_037028144.1|BCOP	LOC118468927|XP_035796139.1|AALB
OG0007840	LOC119069244|XP_037029192.1|BCOP	LOC118458253|XP_035776435.1|AALB
