Orthogroup	BCOP.longest_only	AEAL.longest_only
OG0012613	LOC119071726|XP_037032641.1|BCOP	LOC115258345|XP_029714290.1|AEAL
OG0012735	LOC119080067|XP_037044177.1|BCOP, LOC119080061|XP_037044171.1|BCOP, LOC119080062|XP_037044172.1|BCOP, LOC119080069|XP_037044181.1|BCOP	LOC109428386|XP_019559655.2|AEAL
OG0012736	LOC119071150|XP_037031785.1|BCOP	LOC109397927|XP_019525811.2|AEAL
OG0012737	LOC119073338|XP_037034628.1|BCOP, LOC119068992|XP_037028763.1|BCOP	LOC109427515|XP_029711473.1|AEAL, LOC115264855|XP_029724746.1|AEAL
OG0012738	LOC119070367|XP_037030561.1|BCOP	LOC109401931|XP_019530103.2|AEAL, LOC115256590|XP_029711243.1|AEAL
OG0012739	LOC119070518|XP_037030779.1|BCOP	LOC109401859|XP_019530005.2|AEAL, LOC109414696|XP_019544073.2|AEAL, LOC109414695|XP_019544071.2|AEAL
OG0012740	LOC119071738|XP_037032664.1|BCOP	LOC109401935|XP_019530107.2|AEAL, LOC115255727|XP_029709707.1|AEAL
OG0012745	LOC119081828|XP_037046964.1|BCOP	LOC109397671|XP_029734164.1|AEAL, LOC109432939|XP_019564840.2|AEAL
OG0012749	LOC119068694|XP_037028280.1|BCOP, LOC119072802|XP_037033994.1|BCOP	LOC109422816|XP_019553245.2|AEAL, LOC109400934|XP_029717573.1|AEAL
OG0012750	LOC119068703|XP_037028288.1|BCOP	LOC109400933|XP_019528971.2|AEAL, LOC115260460|XP_029717265.1|AEAL, LOC109422793|XP_019553220.2|AEAL
OG0012751	LOC119067030|XP_037025659.1|BCOP	LOC109421836|XP_029717529.1|AEAL, LOC109422763|XP_029717548.1|AEAL
OG0012752	LOC119068584|XP_037028124.1|BCOP	LOC109427698|XP_019558829.2|AEAL
OG0012754	LOC119068446|XP_037027915.1|BCOP	LOC109412141|XP_019541331.2|AEAL
OG0012759	LOC119085651|XP_037051994.1|BCOP	LOC109402363|XP_019530574.2|AEAL, LOC109416952|XP_019546611.2|AEAL, LOC115259487|XP_029715948.1|AEAL
OG0012761	LOC119086019|XP_037052488.1|BCOP, LOC119082053|XP_037047281.1|BCOP	LOC109425283|XP_029716523.1|AEAL, LOC109419797|XP_029716198.1|AEAL
OG0012762	LOC119069830|XP_037029890.1|BCOP	LOC109401017|XP_029715977.1|AEAL, LOC115259553|XP_029716099.1|AEAL
OG0012763	LOC119069158|XP_037028957.1|BCOP	LOC109401002|XP_019529014.1|AEAL, LOC109429323|XP_029716479.1|AEAL
OG0012764	LOC119067872|XP_037027028.1|BCOP	LOC109433552|XP_019565538.2|AEAL, LOC115259639|XP_029716274.1|AEAL
OG0012766	LOC119070086|XP_037030294.1|BCOP	LOC115269318|XP_029733785.1|AEAL, LOC109408281|XP_029733804.1|AEAL, LOC109415276|XP_029714172.1|AEAL
OG0012767	LOC119067587|XP_037026578.1|BCOP	LOC115264145|XP_029723385.1|AEAL, LOC109398577|XP_019526510.2|AEAL
OG0012770	LOC119068084|XP_037027395.1|BCOP	LOC109412833|XP_029707753.1|AEAL
OG0012771	LOC119068597|XP_037028147.1|BCOP	LOC109432061|XP_019563907.1|AEAL
OG0012772	LOC119080603|XP_037044899.1|BCOP	LOC109408743|XP_019537665.2|AEAL
OG0012773	LOC119073163|XP_037034360.1|BCOP, LOC119073164|XP_037034361.1|BCOP	LOC109423327|XP_019553811.2|AEAL
OG0012775	LOC119077016|XP_037040027.1|BCOP	LOC109399228|XP_029726556.1|AEAL
OG0012777	LOC119079422|XP_037043220.1|BCOP	LOC109406447|XP_029726728.1|AEAL, LOC109418089|XP_029717040.1|AEAL
OG0012780	LOC119074139|XP_037036021.1|BCOP, LOC119083441|XP_037049060.1|BCOP	LOC109419659|XP_029725866.1|AEAL, LOC115265350|XP_029725906.1|AEAL
OG0012782	LOC119073655|XP_037035151.1|BCOP	LOC109427278|XP_029727540.1|AEAL, LOC109414740|XP_029727539.1|AEAL, LOC109414726|XP_029727536.1|AEAL, LOC109426838|XP_029725654.1|AEAL
OG0012783	LOC119084847|XP_037050854.1|BCOP, LOC119084329|XP_037050158.1|BCOP	LOC109426759|XP_019557840.2|AEAL
OG0012785	LOC119079902|XP_037043890.1|BCOP	LOC115268466|XP_029732341.1|AEAL, LOC109407932|XP_029732342.1|AEAL, LOC109413851|XP_029716752.1|AEAL
OG0012789	LOC119079660|XP_037043604.1|BCOP	LOC109430975|XP_019562641.2|AEAL, LOC109431725|XP_029714371.1|AEAL
OG0012793	LOC119066282|XP_037024544.1|BCOP	LOC109424265|XP_029735281.1|AEAL, LOC109428737|XP_029734400.1|AEAL, LOC115270177|XP_029735283.1|AEAL
OG0012794	LOC119074487|XP_037036530.1|BCOP	LOC115270211|XP_029735328.1|AEAL, LOC115270188|XP_029735292.1|AEAL, LOC109423849|XP_019554431.1|AEAL
OG0012795	LOC119083873|XP_037049577.1|BCOP	LOC109427882|XP_029734300.1|AEAL, LOC109428194|XP_029728422.1|AEAL
OG0012796	LOC119071244|XP_037031974.1|BCOP	LOC109408129|XP_019536906.2|AEAL
OG0012797	LOC119074622|XP_037036782.1|BCOP	LOC109414126|XP_029718668.1|AEAL
OG0012798	LOC119069505|XP_037029477.1|BCOP	LOC109409253|XP_019538215.2|AEAL
OG0012799	LOC119081658|XP_037046636.1|BCOP	LOC109407265|XP_029715045.1|AEAL, LOC109398679|XP_029715021.1|AEAL, LOC115258825|XP_029715115.1|AEAL, LOC115258471|XP_029714446.1|AEAL
OG0012800	LOC119066438|XP_037024829.1|BCOP	LOC109417749|XP_029709096.1|AEAL, LOC115255296|XP_029709141.1|AEAL, LOC109420020|XP_029709140.1|AEAL
OG0012801	LOC119066553|XP_037024986.1|BCOP	LOC115255186|XP_029708981.1|AEAL, LOC109397502|XP_029709016.1|AEAL, LOC115255197|XP_029708999.1|AEAL
OG0012803	LOC119081463|XP_037046344.1|BCOP	LOC109419883|XP_029708852.1|AEAL, LOC109420713|XP_019550714.2|AEAL
OG0012804	LOC119081536|XP_037046433.1|BCOP	LOC109621338|XP_019930927.2|AEAL, LOC115265508|XP_029726811.1|AEAL
OG0012805	LOC119081447|XP_037046276.1|BCOP	LOC115260417|XP_029717227.1|AEAL, LOC109621340|XP_029726821.1|AEAL, LOC109421492|XP_029717228.1|AEAL
OG0012806	LOC119082629|XP_037048090.1|BCOP	LOC115262147|XP_029720157.1|AEAL, LOC115259638|XP_029716276.1|AEAL, LOC109429813|XP_029720156.1|AEAL
OG0012808	LOC119071204|XP_037031887.1|BCOP	LOC115262158|XP_029720214.1|AEAL, LOC109418312|XP_029719999.1|AEAL
OG0012810	LOC119071593|XP_037032443.1|BCOP	LOC109413670|XP_019542923.2|AEAL
OG0012811	LOC119074673|XP_037036851.1|BCOP	LOC109400201|XP_029728308.1|AEAL, LOC109427095|XP_029727960.1|AEAL, LOC115266354|XP_029728365.1|AEAL
OG0012812	LOC119074610|XP_037036764.1|BCOP	LOC115254168|XP_029728384.1|AEAL, LOC109400195|XP_019528218.1|AEAL, LOC109427094|XP_029727954.1|AEAL
OG0012813	LOC119074549|XP_037036615.1|BCOP	LOC109427093|XP_029728266.1|AEAL, LOC109400191|XP_029728402.1|AEAL
OG0012814	LOC119071685|XP_037032562.1|BCOP	LOC109410903|XP_029730144.1|AEAL, LOC109411083|XP_029730053.1|AEAL, LOC115256309|XP_029710398.1|AEAL
OG0012815	LOC119080101|XP_037044225.1|BCOP	LOC115269175|XP_029733443.1|AEAL, LOC109423424|XP_019553952.2|AEAL, LOC109414635|XP_019544020.2|AEAL, LOC115269172|XP_029733440.1|AEAL
OG0012816	LOC119069778|XP_037029813.1|BCOP	LOC109433290|XP_029719060.1|AEAL, LOC115263581|XP_029722690.1|AEAL
OG0012817	LOC119077214|XP_037040290.1|BCOP	LOC115260357|XP_029717150.1|AEAL, LOC115255842|XP_029709890.1|AEAL, LOC109424083|XP_029736075.1|AEAL
OG0012819	LOC119082684|XP_037048151.1|BCOP	LOC109429216|XP_029716818.1|AEAL, LOC115261362|XP_029718746.1|AEAL
OG0012820	LOC119083161|XP_037048699.1|BCOP	LOC109427255|XP_029718890.1|AEAL, LOC109411621|XP_019540722.1|AEAL
OG0012821	LOC119072257|XP_037033340.1|BCOP	LOC115269456|XP_029734086.1|AEAL, LOC109412620|XP_029724440.1|AEAL, LOC109401558|XP_019529671.2|AEAL, LOC115264644|XP_029724421.1|AEAL
OG0012822	LOC119072273|XP_037033361.1|BCOP	LOC115264645|XP_029724422.1|AEAL, LOC109401559|XP_019529672.1|AEAL, LOC115264652|XP_029724446.1|AEAL
OG0012823	LOC119072236|XP_037033304.1|BCOP	LOC109406675|XP_029724475.1|AEAL, LOC109401514|XP_029715708.1|AEAL, LOC115264680|XP_029724518.1|AEAL
OG0012824	LOC119082357|XP_037047769.1|BCOP	LOC109422257|XP_029724574.1|AEAL, LOC115259959|XP_029716617.1|AEAL, LOC115264697|XP_029724562.1|AEAL
OG0012826	LOC119083185|XP_037048740.1|BCOP	LOC109403390|XP_029713599.1|AEAL, LOC109416727|XP_029713504.1|AEAL, LOC115257754|XP_029713535.1|AEAL
OG0012827	LOC119085990|XP_037052452.1|BCOP	LOC109424457|XP_029729581.1|AEAL
OG0012829	LOC119074592|XP_037036727.1|BCOP	LOC115261816|XP_029719564.1|AEAL, LOC109414797|XP_019544178.2|AEAL
OG0012830	LOC119083529|XP_037049143.1|BCOP	LOC109397386|XP_029721050.1|AEAL, LOC109412774|XP_029721034.1|AEAL, LOC109424742|XP_029715700.1|AEAL
OG0012832	LOC119072975|XP_037034186.1|BCOP	LOC109408729|XP_029732146.1|AEAL, LOC115267720|XP_029730755.1|AEAL
OG0012835	LOC119072485|XP_037033613.1|BCOP	LOC109409862|XP_029730938.1|AEAL
OG0012836	LOC119072599|XP_037033749.1|BCOP	LOC109411207|XP_019540244.2|AEAL
OG0012837	LOC119083252|XP_037048817.1|BCOP	LOC115267830|XP_029731163.1|AEAL, LOC109399591|XP_029731146.1|AEAL, LOC109400785|XP_029731158.1|AEAL
OG0012838	LOC119071129|XP_037031692.1|BCOP	LOC115260595|XP_029717465.1|AEAL, LOC109400789|XP_029731182.1|AEAL, LOC109399612|XP_029731167.1|AEAL
OG0012839	LOC119071275|XP_037032034.1|BCOP, LOC119071274|XP_037032033.1|BCOP	LOC109399658|XP_019527739.2|AEAL
OG0012841	LOC119066052|XP_037024171.1|BCOP	LOC115255826|XP_029709874.1|AEAL
OG0012843	LOC119072420|XP_037033530.1|BCOP	LOC109418915|XP_029724773.1|AEAL, LOC109410581|XP_029731264.1|AEAL
OG0012844	LOC119072441|XP_037033551.1|BCOP	LOC109421150|XP_019551191.2|AEAL, LOC109410579|XP_029731274.1|AEAL
OG0012845	LOC119082771|XP_037048265.1|BCOP	LOC109403173|XP_019531467.2|AEAL, LOC109622214|XP_019932009.1|AEAL
OG0012846	LOC119071695|XP_037032578.1|BCOP	LOC109622176|XP_029731562.1|AEAL
OG0012847	LOC119070972|XP_037031442.1|BCOP	LOC109403365|XP_029731574.1|AEAL
OG0012861	LOC119073288|XP_037034569.1|BCOP, LOC119082468|XP_037047882.1|BCOP, LOC119067180|XP_037025900.1|BCOP, LOC119079023|XP_037042697.1|BCOP	LOC109398432|XP_029709063.1|AEAL, LOC115266745|XP_029729141.1|AEAL, LOC109406342|XP_029716192.1|AEAL, LOC115261218|XP_029718454.1|AEAL, LOC115255152|XP_029708899.1|AEAL, LOC109403664|XP_029732012.1|AEAL
OG0012880	LOC119073143|XP_037034339.1|BCOP, LOC119080800|XP_037045269.1|BCOP	LOC115258312|XP_029714254.1|AEAL
OG0012881	LOC119075219|XP_037037499.1|BCOP	LOC115259005|XP_029715370.1|AEAL
OG0012882	LOC119074887|XP_037037124.1|BCOP	LOC115259052|XP_029715415.1|AEAL
OG0012991	LOC119082801|XP_037048341.1|BCOP	LOC115261853|XP_029719633.1|AEAL
OG0012996	LOC119070073|XP_037030268.1|BCOP	LOC109422118|XP_019552296.2|AEAL
OG0012998	LOC119067695|XP_037026714.1|BCOP	LOC115255923|XP_029709988.1|AEAL, LOC109432581|XP_019564469.2|AEAL, LOC115269106|XP_029733372.1|AEAL
OG0012999	LOC119068613|XP_037028168.1|BCOP	LOC109410146|XP_029712387.1|AEAL
OG0013002	LOC119081272|XP_037045923.1|BCOP	LOC109397654|XP_029710298.1|AEAL, LOC109432921|XP_029736218.1|AEAL
OG0013003	LOC119069400|XP_037029341.1|BCOP	LOC109402253|XP_019530450.1|AEAL
OG0013004	LOC119073146|XP_037034341.1|BCOP, LOC119073145|XP_037034340.1|BCOP	LOC109415626|XP_029730273.1|AEAL
OG0013008	LOC119084568|XP_037050502.1|BCOP	LOC115266720|XP_029729115.1|AEAL, LOC109405951|XP_029728633.1|AEAL
OG0013010	LOC119078506|XP_037041963.1|BCOP	LOC109432223|XP_029723065.1|AEAL, LOC115263723|XP_029722840.1|AEAL
OG0013016	LOC119069731|XP_037029756.1|BCOP	LOC115267059|XP_029729742.1|AEAL, LOC115267051|XP_029729719.1|AEAL, LOC109399876|XP_029729747.1|AEAL
OG0013018	LOC119080318|XP_037044492.1|BCOP	LOC109402362|XP_029716317.1|AEAL, LOC115259675|XP_029716315.1|AEAL
OG0013024	LOC119066353|XP_037024666.1|BCOP	LOC109412285|XP_019541471.2|AEAL, LOC109425240|XP_019556028.2|AEAL
OG0013025	LOC119068011|XP_037027265.1|BCOP	LOC109429296|XP_019560733.2|AEAL, LOC109398221|XP_019526091.2|AEAL
OG0013026	LOC119070054|XP_037030241.1|BCOP	LOC109409069|XP_029713638.1|AEAL
OG0013027	LOC119069793|XP_037029834.1|BCOP	LOC115269309|XP_029733752.1|AEAL, LOC109415298|XP_019544729.3|AEAL
OG0013028	LOC119068415|XP_037027878.1|BCOP	LOC109408280|XP_029733798.1|AEAL, LOC115269328|XP_029733811.1|AEAL
OG0013030	LOC119081024|XP_037045602.1|BCOP	LOC115260813|XP_029717994.1|AEAL, LOC109402444|XP_019530677.2|AEAL, LOC109405474|XP_019534107.2|AEAL
OG0013033	LOC119069497|XP_037029466.1|BCOP	LOC115265417|XP_029726273.1|AEAL, LOC109621274|XP_029716657.1|AEAL
OG0013035	LOC119084853|XP_037050880.1|BCOP	LOC109622526|XP_029716676.1|AEAL, LOC109409093|XP_029726280.1|AEAL
OG0013036	LOC119080037|XP_037044123.1|BCOP	LOC109423361|XP_029726398.1|AEAL
OG0013037	LOC119079579|XP_037043464.1|BCOP	LOC115261687|XP_029719433.1|AEAL, LOC109623148|XP_029726470.1|AEAL
OG0013038	LOC119081685|XP_037046671.1|BCOP	LOC109418065|XP_019547778.2|AEAL
OG0013039	LOC119075140|XP_037037419.1|BCOP	LOC109418078|XP_029726685.1|AEAL
OG0013040	LOC119079466|XP_037043291.1|BCOP, LOC119083317|XP_037048898.1|BCOP	LOC109418093|XP_019547822.2|AEAL
OG0013041	LOC119079266|XP_037042943.1|BCOP	LOC109418108|XP_029726749.1|AEAL, LOC115259901|XP_029716559.1|AEAL
OG0013042	LOC119084804|XP_037050768.1|BCOP	LOC109419657|XP_019549430.2|AEAL, LOC109410007|XP_019539092.2|AEAL
OG0013043	LOC119084838|XP_037050830.1|BCOP	LOC109417801|XP_029725493.1|AEAL, LOC115266887|XP_029729348.1|AEAL
OG0013044	LOC119079447|XP_037043257.1|BCOP	LOC109403684|XP_029735158.1|AEAL, LOC115270142|XP_029735106.1|AEAL
OG0013045	LOC119074587|XP_037036722.1|BCOP	LOC115270139|XP_029735097.1|AEAL, LOC109403667|XP_019532036.2|AEAL, LOC109407959|XP_029714098.1|AEAL
OG0013047	LOC119073361|XP_037034657.1|BCOP	LOC109404556|XP_029730021.1|AEAL, LOC109400568|XP_029729554.1|AEAL
OG0013048	LOC119077514|XP_037040643.1|BCOP	LOC109425679|XP_029734698.1|AEAL
OG0013052	LOC119078434|XP_037041846.1|BCOP	LOC109407428|XP_019536011.2|AEAL, LOC109416405|XP_029722344.1|AEAL
OG0013053	LOC119073336|XP_037034626.1|BCOP	LOC109430923|XP_029721944.1|AEAL, LOC115263163|XP_029721949.1|AEAL
OG0013054	LOC119079703|XP_037043655.1|BCOP	LOC109430862|XP_029715668.1|AEAL, LOC115267513|XP_029730463.1|AEAL
OG0013055	LOC119080006|XP_037044074.1|BCOP	LOC109431680|XP_019563482.2|AEAL, LOC109430939|XP_029730415.1|AEAL
OG0013056	LOC119066087|XP_037024256.1|BCOP	LOC115258208|XP_029714140.1|AEAL, LOC109398121|XP_029730568.1|AEAL
OG0013061	LOC119079573|XP_037043459.1|BCOP	LOC109422468|XP_019552794.2|AEAL, LOC115270426|XP_029736000.1|AEAL, LOC109428664|XP_029735654.1|AEAL
OG0013063	LOC119078547|XP_037042012.1|BCOP	LOC109430639|XP_029735472.1|AEAL, LOC109423692|XP_029734437.1|AEAL
OG0013065	LOC119080592|XP_037044881.1|BCOP	LOC109416682|XP_019546287.1|AEAL, LOC109416494|XP_029728921.1|AEAL
OG0013066	LOC119074156|XP_037036053.1|BCOP	LOC109414426|XP_029728306.1|AEAL, LOC109622534|XP_029732970.1|AEAL
OG0013068	LOC119073344|XP_037034635.1|BCOP	LOC109427878|XP_029734292.1|AEAL, LOC109428190|XP_029728427.1|AEAL
OG0013069	LOC119076600|XP_037039354.1|BCOP	LOC109428304|XP_029734298.1|AEAL, LOC109427876|XP_019559004.2|AEAL
OG0013070	LOC119072763|XP_037033953.1|BCOP	LOC115254005|XP_029714115.1|AEAL, LOC109622882|XP_019932894.1|AEAL
OG0013071	LOC119078729|XP_037042307.1|BCOP	LOC109412383|XP_019541580.2|AEAL, LOC115255761|XP_029709746.1|AEAL
OG0013072	LOC119078757|XP_037042357.1|BCOP	LOC115253986|XP_029712682.1|AEAL, LOC109412376|XP_029712980.1|AEAL
OG0013073	LOC119081926|XP_037047074.1|BCOP	LOC115259447|XP_029715884.1|AEAL, LOC109401385|XP_029712454.1|AEAL
OG0013074	LOC119073332|XP_037034620.1|BCOP	LOC109401435|XP_029712105.1|AEAL, LOC115259404|XP_029715813.1|AEAL
OG0013075	LOC119073275|XP_037034552.1|BCOP	LOC109401437|XP_019529540.2|AEAL, LOC109404660|XP_019533133.2|AEAL
OG0013078	LOC119078463|XP_037041894.1|BCOP	LOC115264939|XP_029724948.1|AEAL, LOC109621934|XP_029724889.1|AEAL
OG0013079	LOC119082383|XP_037047803.1|BCOP	LOC115264985|XP_029725026.1|AEAL, LOC109622024|XP_029725024.1|AEAL
OG0013082	LOC119084677|XP_037050650.1|BCOP, LOC119070494|XP_037030742.1|BCOP	LOC109425144|XP_029724802.1|AEAL
OG0013083	LOC119073255|XP_037034521.1|BCOP	LOC109429410|XP_019560904.2|AEAL
OG0013085	LOC119078567|XP_037042035.1|BCOP	LOC109409622|XP_019538621.2|AEAL, LOC109413765|XP_019543046.2|AEAL
OG0013087	LOC119078568|XP_037042036.1|BCOP	LOC109419603|XP_019549380.2|AEAL
OG0013089	LOC119082229|XP_037047577.1|BCOP	LOC109407206|XP_029714865.1|AEAL, LOC109405864|XP_019534467.2|AEAL
OG0013091	LOC119085888|XP_037052319.1|BCOP	LOC115269481|XP_029734115.1|AEAL, LOC109429299|XP_029714669.1|AEAL
OG0013095	LOC119081918|XP_037047051.1|BCOP	LOC109428584|XP_019559928.2|AEAL, LOC109421076|XP_019551113.2|AEAL
OG0013096	LOC119072607|XP_037033757.1|BCOP	LOC109398530|XP_019526459.2|AEAL, LOC109428620|XP_019559951.2|AEAL
OG0013099	LOC119070834|XP_037031239.1|BCOP	LOC109417725|XP_019547380.2|AEAL, LOC109411727|XP_019541209.2|AEAL
OG0013100	LOC119081487|XP_037046382.1|BCOP	LOC109420610|XP_019550517.2|AEAL, LOC109419860|XP_029708878.1|AEAL
OG0013101	LOC119081470|XP_037046360.1|BCOP	LOC109420709|XP_019550710.2|AEAL, LOC109419880|XP_029708845.1|AEAL
OG0013103	LOC119082332|XP_037047735.1|BCOP	LOC115253700|XP_029708600.1|AEAL, LOC109419759|XP_019549578.1|AEAL
OG0013105	LOC119071506|XP_037032258.1|BCOP	LOC109423909|XP_029727245.1|AEAL, LOC115265611|XP_029727284.1|AEAL
OG0013106	LOC119070898|XP_037031320.1|BCOP	LOC109407331|XP_029727151.1|AEAL
OG0013108	LOC119070378|XP_037030584.1|BCOP	LOC109421447|XP_019551485.2|AEAL, LOC109432562|XP_029726851.1|AEAL
OG0013109	LOC119070879|XP_037031293.1|BCOP	LOC109621807|XP_029726951.1|AEAL
OG0013115	LOC119066689|XP_037025177.1|BCOP	LOC109429883|XP_019561420.2|AEAL
OG0013116	LOC119071261|XP_037032015.1|BCOP, LOC119071291|XP_037032060.1|BCOP	LOC109414169|XP_019543497.2|AEAL
OG0013117	LOC119074534|XP_037036596.1|BCOP	LOC109414158|XP_019543482.2|AEAL, LOC115254469|XP_029707883.1|AEAL
OG0013118	LOC119076454|XP_037039155.1|BCOP	LOC109426319|XP_019557320.2|AEAL, LOC109407238|XP_019535784.2|AEAL
OG0013121	LOC119074541|XP_037036603.1|BCOP	LOC109418245|XP_029707560.1|AEAL, LOC109428026|XP_029720730.1|AEAL
OG0013122	LOC119074327|XP_037036302.1|BCOP	LOC109418306|XP_029733158.1|AEAL, LOC115253540|XP_029719952.1|AEAL, LOC109428083|XP_029720260.1|AEAL
OG0013123	LOC119074559|XP_037036654.1|BCOP	LOC109418351|XP_029721293.1|AEAL
OG0013126	LOC119077765|XP_037040970.1|BCOP	LOC109429491|XP_029724400.1|AEAL
OG0013127	LOC119077727|XP_037040898.1|BCOP	LOC109415718|XP_029724390.1|AEAL
OG0013128	LOC119076705|XP_037039513.1|BCOP	LOC109402985|XP_019531253.2|AEAL, LOC109429514|XP_029724630.1|AEAL
OG0013129	LOC119068759|XP_037028391.1|BCOP	LOC109399746|XP_019527809.2|AEAL, LOC109413759|XP_019543034.2|AEAL
OG0013130	LOC119078743|XP_037042334.1|BCOP	LOC109414512|XP_019543895.2|AEAL, LOC115266390|XP_029728492.1|AEAL
OG0013131	LOC119076464|XP_037039126.1|BCOP	LOC115266610|XP_029728934.1|AEAL, LOC109423773|XP_029729071.1|AEAL
OG0013132	LOC119074301|XP_037036214.1|BCOP	LOC109410691|XP_029730565.1|AEAL, LOC109410887|XP_029730516.1|AEAL
OG0013133	LOC119081790|XP_037046894.1|BCOP, LOC119074453|XP_037036482.1|BCOP	LOC109400863|XP_029730835.1|AEAL, LOC115267743|XP_029730820.1|AEAL
OG0013134	LOC119074613|XP_037036767.1|BCOP	LOC109416767|XP_029731082.1|AEAL, LOC109400817|XP_029730997.1|AEAL
OG0013135	LOC119076511|XP_037039188.1|BCOP	LOC109423450|XP_019553970.2|AEAL, LOC109414713|XP_019544097.2|AEAL
OG0013136	LOC119068587|XP_037028132.1|BCOP	LOC115268070|XP_029731874.1|AEAL, LOC115254839|XP_029708406.1|AEAL
OG0013137	LOC119072624|XP_037033768.1|BCOP	LOC115253631|XP_029733295.1|AEAL, LOC109622072|XP_029734184.1|AEAL
OG0013138	LOC119079719|XP_037043675.1|BCOP, LOC119075549|XP_037037911.1|BCOP	LOC109622362|XP_019932178.2|AEAL
OG0013140	LOC119074958|XP_037037243.1|BCOP	LOC109408437|XP_019537313.1|AEAL
OG0013142	LOC119082197|XP_037047526.1|BCOP	LOC109424110|XP_019554756.2|AEAL, LOC109408395|XP_019537246.2|AEAL
OG0013143	LOC119084149|XP_037049890.1|BCOP	LOC109431883|XP_029727873.1|AEAL
OG0013144	LOC119070869|XP_037031276.1|BCOP	LOC115266110|XP_029727928.1|AEAL, LOC109431885|XP_029727913.1|AEAL
OG0013145	LOC119076053|XP_037038582.1|BCOP	LOC109412316|XP_029727969.1|AEAL, LOC109422714|XP_029724735.1|AEAL
OG0013147	LOC119076614|XP_037039368.1|BCOP	LOC109402790|XP_029712193.1|AEAL, LOC115253980|XP_029712239.1|AEAL
OG0013148	LOC119075247|XP_037037541.1|BCOP	LOC109403731|XP_029718539.1|AEAL
OG0013149	LOC119076757|XP_037039603.1|BCOP	LOC109403284|XP_029718637.1|AEAL, LOC109415061|XP_019544461.1|AEAL
OG0013150	LOC119082200|XP_037047529.1|BCOP	LOC115255905|XP_029709955.1|AEAL, LOC109414137|XP_019543454.2|AEAL
OG0013153	LOC119075812|XP_037038274.1|BCOP	LOC115261504|XP_029719097.1|AEAL, LOC109404459|XP_029719073.1|AEAL
OG0013155	LOC119073780|XP_037035351.1|BCOP	LOC109416430|XP_029732885.1|AEAL
OG0013156	LOC119066089|XP_037024252.1|BCOP	LOC115254231|XP_029734018.1|AEAL, LOC115269433|XP_029734055.1|AEAL
OG0013157	LOC119086027|XP_037052495.1|BCOP	LOC109431254|XP_029724286.1|AEAL, LOC109407701|XP_029712378.1|AEAL
OG0013159	LOC119072258|XP_037033341.1|BCOP	LOC109401563|XP_029724423.1|AEAL, LOC109412619|XP_029724435.1|AEAL
OG0013163	LOC119072373|XP_037033463.1|BCOP	LOC109420362|XP_029713756.1|AEAL, LOC109401661|XP_029712858.1|AEAL
OG0013169	LOC119076737|XP_037039549.1|BCOP	LOC109400001|XP_019528006.2|AEAL, LOC109403474|XP_019531848.2|AEAL
OG0013170	LOC119079948|XP_037043953.1|BCOP	LOC115257559|XP_029713179.1|AEAL, LOC115257694|XP_029713422.1|AEAL
OG0013171	LOC119066924|XP_037025521.1|BCOP	LOC109422444|XP_029713373.1|AEAL, LOC109400000|XP_029713531.1|AEAL
OG0013173	LOC119080883|XP_037045355.1|BCOP	LOC109418682|XP_029712924.1|AEAL, LOC109414781|XP_029712838.1|AEAL
OG0013174	LOC119071379|XP_037032135.1|BCOP	LOC115267434|XP_029730288.1|AEAL
OG0013175	LOC119086057|XP_037052525.1|BCOP	LOC109407806|XP_029719458.1|AEAL, LOC109431057|XP_019562739.2|AEAL
OG0013176	LOC119072514|XP_037033651.1|BCOP, LOC119072527|XP_037033670.1|BCOP	LOC109426905|XP_019558008.2|AEAL
OG0013177	LOC119073766|XP_037035327.1|BCOP	LOC109412764|XP_019541922.1|AEAL, LOC109397419|XP_019525284.1|AEAL
OG0013178	LOC119066514|XP_037024923.1|BCOP	LOC109421952|XP_029720917.1|AEAL, LOC109408616|XP_029720890.1|AEAL
OG0013183	LOC119071180|XP_037031845.1|BCOP	LOC109432321|XP_029731014.1|AEAL
OG0013184	LOC119083479|XP_037049097.1|BCOP	LOC109397056|XP_019524922.2|AEAL, LOC115267799|XP_029730981.1|AEAL
OG0013185	LOC119072487|XP_037033616.1|BCOP	LOC109397053|XP_029730937.1|AEAL
OG0013186	LOC119085126|XP_037051288.1|BCOP	LOC109409870|XP_019538925.2|AEAL
OG0013187	LOC119071282|XP_037032045.1|BCOP	LOC109399858|XP_029731210.1|AEAL
OG0013189	LOC119070510|XP_037030765.1|BCOP, LOC119081322|XP_037046003.1|BCOP	LOC109408334|XP_019537164.2|AEAL, LOC115267879|XP_029731326.1|AEAL, LOC109411246|XP_019540306.2|AEAL
OG0013190	LOC119072405|XP_037033518.1|BCOP	LOC109426515|XP_019557591.2|AEAL, LOC109408355|XP_029731350.1|AEAL
OG0013191	LOC119071205|XP_037031889.1|BCOP, LOC119076458|XP_037039122.1|BCOP	LOC109403501|XP_019531869.2|AEAL
OG0013192	LOC119071883|XP_037032877.1|BCOP	LOC109433445|XP_029731677.1|AEAL, LOC115259660|XP_029716303.1|AEAL, LOC115258424|XP_029714379.1|AEAL
OG0013195	LOC119078301|XP_037041693.1|BCOP	LOC109621466|XP_029731723.1|AEAL, LOC115267985|XP_029731710.1|AEAL
OG0013196	LOC119085127|XP_037051290.1|BCOP	LOC109621464|XP_029731754.1|AEAL, LOC115268202|XP_029732113.1|AEAL
