Orthogroup	BCOP.longest_only	DYAK.longest_only
OG0008063	LOC119073869|XP_037035635.1|BCOP	LOC6536820|XP_002097390.1|DYAK
OG0008064	LOC119078090|XP_037041449.1|BCOP	LOC6524930|XP_002100770.1|DYAK
OG0008066	LOC119072746|XP_037033926.1|BCOP	LOC6526219|XP_002102028.1|DYAK
OG0008067	LOC119077964|XP_037041239.1|BCOP	LOC6525518|XP_002101353.1|DYAK
OG0008068	LOC119067569|XP_037026545.1|BCOP	LOC6525515|XP_015046337.1|DYAK
OG0008070	LOC119075230|XP_037037515.1|BCOP	LOC6535818|XP_015047367.2|DYAK
OG0008071	LOC119075914|XP_037038394.1|BCOP	LOC6525456|XP_002101291.1|DYAK
OG0008072	LOC119074319|XP_037036272.1|BCOP	LOC6525195|XP_002101033.1|DYAK
OG0008073	LOC119076456|XP_037039117.1|BCOP	LOC6525310|XP_002101146.1|DYAK
OG0008074	LOC119083047|XP_037048566.1|BCOP	LOC6525307|XP_002101143.2|DYAK
OG0008075	LOC119071751|XP_037032681.1|BCOP	LOC6530543|XP_015051914.1|DYAK
OG0008076	LOC119084159|XP_037049906.1|BCOP	LOC6524427|XP_002100285.3|DYAK
OG0008077	LOC119077912|XP_037041182.1|BCOP	LOC6535319|XP_002095975.1|DYAK
OG0008078	LOC119084431|XP_037050305.1|BCOP	LOC6524010|XP_002099882.1|DYAK
OG0008079	LOC119084119|XP_037049867.1|BCOP	LOC6524818|XP_002100660.1|DYAK
OG0008080	LOC119082210|XP_037047553.1|BCOP	LOC26535869|XP_015045697.2|DYAK
OG0008081	LOC119078098|XP_037041458.1|BCOP	LOC6524446|XP_002100304.1|DYAK
OG0008082	LOC119085282|XP_037051531.1|BCOP	LOC6538295|XP_002098822.2|DYAK
OG0008083	LOC119078370|XP_037041803.1|BCOP	LOC6537496|XP_002098044.2|DYAK
OG0008084	LOC119079547|XP_037043430.1|BCOP	LOC6537642|XP_002098187.2|DYAK
OG0008085	LOC119074978|XP_037037275.1|BCOP	LOC6538386|XP_002098910.1|DYAK
OG0008086	LOC119075172|XP_037037463.1|BCOP	LOC6537493|XP_015048374.1|DYAK
OG0008087	LOC119076896|XP_037039800.1|BCOP	LOC6524834|XP_002100676.1|DYAK
OG0008088	LOC119073524|XP_037034956.1|BCOP	LOC6524366|XP_002100224.1|DYAK
OG0008089	LOC119072334|XP_037033417.1|BCOP	LOC6532344|XP_002093104.1|DYAK
OG0008090	LOC119067478|XP_037026375.1|BCOP	LOC6523876|XP_002099749.1|DYAK
OG0008091	LOC119074790|XP_037036970.1|BCOP	LOC6538788|XP_002099301.1|DYAK
OG0008092	LOC119077582|XP_037040685.1|BCOP	LOC6535750|XP_039232599.1|DYAK
OG0008093	LOC119068635|XP_037028196.1|BCOP	LOC6525743|XP_039226585.1|DYAK
OG0008095	LOC119070888|XP_037031304.1|BCOP	LOC6537397|XP_002097953.1|DYAK
OG0008096	LOC119072735|XP_037033909.1|BCOP	LOC6523821|XP_002099696.1|DYAK
OG0008097	LOC119069803|XP_037029853.1|BCOP	LOC6525275|XP_002101111.1|DYAK
OG0008098	LOC119084426|XP_037050298.1|BCOP	LOC6534107|XP_002094793.2|DYAK
OG0008099	LOC119075192|XP_037037478.1|BCOP	LOC6534807|XP_015050843.1|DYAK
OG0008100	LOC119082207|XP_037047541.1|BCOP	LOC6538693|XP_002099212.1|DYAK
OG0008101	LOC119079961|XP_037043969.1|BCOP	LOC6524717|XP_002100561.1|DYAK
OG0008102	LOC119083990|XP_037049702.1|BCOP	LOC120320442|XP_039231884.1|DYAK
OG0008103	LOC119070004|XP_037030155.1|BCOP	LOC6525213|XP_002101051.1|DYAK
OG0008104	LOC119074909|XP_037037151.1|BCOP	LOC6534496|XP_039229965.1|DYAK
OG0008105	LOC119076036|XP_037038550.1|BCOP	LOC6537262|XP_015048230.1|DYAK
OG0008106	LOC119074355|XP_037036355.1|BCOP	LOC6535194|XP_002095854.1|DYAK
OG0008108	LOC119081955|XP_037047145.1|BCOP	LOC6523782|XP_002099657.1|DYAK
OG0008109	LOC119076140|XP_037038709.1|BCOP	LOC6524228|XP_002100091.1|DYAK
OG0008110	LOC119076093|XP_037038643.1|BCOP	LOC6525091|XP_002100930.1|DYAK
OG0008111	LOC119074576|XP_037036701.1|BCOP	LOC6523804|XP_002099679.1|DYAK
OG0008112	LOC119074551|XP_037036621.1|BCOP	LOC6524471|XP_039233514.1|DYAK
OG0008113	LOC119074688|XP_037036867.1|BCOP	LOC6524543|XP_002100400.1|DYAK
OG0008114	LOC119074677|XP_037036856.1|BCOP	LOC6524544|XP_002100401.1|DYAK
OG0008115	LOC119074557|XP_037036650.1|BCOP	LOC6525332|XP_015046244.1|DYAK
OG0008116	LOC119074564|XP_037036678.1|BCOP	LOC6525336|XP_039226673.1|DYAK
OG0008117	LOC119077955|XP_037041219.1|BCOP	LOC6525129|XP_002100967.1|DYAK
OG0008118	LOC119075159|XP_037037450.1|BCOP	LOC6523806|XP_002099681.1|DYAK
OG0008119	LOC119074475|XP_037036511.1|BCOP	LOC6525149|XP_002100987.1|DYAK
OG0008120	LOC119085119|XP_037051276.1|BCOP	LOC6525068|XP_002100907.3|DYAK
OG0008121	LOC119080235|XP_037044380.1|BCOP	LOC6530089|XP_002091035.1|DYAK
OG0008122	LOC119077862|XP_037041093.1|BCOP	LOC6524056|XP_002099925.1|DYAK
OG0008123	LOC119074917|XP_037037201.1|BCOP	LOC6524015|XP_002099887.1|DYAK
OG0008124	LOC119074922|XP_037037208.1|BCOP	LOC6524397|XP_039226142.1|DYAK
OG0008125	LOC119076112|XP_037038707.1|BCOP	LOC6524234|XP_002100097.1|DYAK
OG0008126	LOC119073962|XP_037035799.1|BCOP	LOC6524020|XP_002099892.1|DYAK
OG0008127	LOC119074403|XP_037036420.1|BCOP	LOC6524046|XP_002099915.1|DYAK
OG0008128	LOC119074415|XP_037036439.1|BCOP	LOC6524869|XP_002100709.1|DYAK
OG0008129	LOC119076565|XP_037039248.1|BCOP	LOC6524018|XP_039232368.1|DYAK
OG0008130	LOC119085975|XP_037052437.1|BCOP	LOC6525107|XP_002100946.1|DYAK
OG0008131	LOC119083014|XP_037048546.1|BCOP	LOC6523778|XP_002099653.3|DYAK
OG0008132	LOC119077750|XP_037040953.1|BCOP	LOC6538735|XP_002099250.1|DYAK
OG0008133	LOC119076058|XP_037038589.1|BCOP	LOC6524573|XP_002100430.1|DYAK
OG0008134	LOC119076012|XP_037038495.1|BCOP	LOC6524021|XP_002099893.1|DYAK
OG0008135	LOC119076742|XP_037039582.1|BCOP	LOC6536265|XP_002096851.1|DYAK
OG0008136	LOC119075283|XP_037037565.1|BCOP	LOC6526866|XP_002087966.2|DYAK
OG0008137	LOC119076042|XP_037038563.1|BCOP	LOC6524221|XP_002100084.1|DYAK
OG0008138	LOC119069965|XP_037030099.1|BCOP	LOC26536213|XP_015050996.1|DYAK
OG0008139	LOC119066868|XP_037025437.1|BCOP	LOC6529960|XP_002090907.2|DYAK
OG0008140	LOC119073938|XP_037035711.1|BCOP	LOC6524235|XP_002100098.1|DYAK
OG0008141	LOC119084203|XP_037049977.1|BCOP	LOC6525060|XP_002100899.2|DYAK
OG0008142	LOC119074760|XP_037036922.1|BCOP	LOC6525168|XP_002101006.1|DYAK
OG0008143	LOC119084208|XP_037049993.1|BCOP	LOC6524892|XP_002100732.1|DYAK
OG0008144	LOC119084228|XP_037050022.1|BCOP	LOC6530053|XP_002090999.1|DYAK
OG0008145	LOC119080666|XP_037044989.1|BCOP	LOC6524512|XP_002100369.1|DYAK
OG0008146	LOC119077014|XP_037040022.1|BCOP	LOC6525444|XP_002101279.1|DYAK
OG0008147	LOC119084983|XP_037051030.1|BCOP	LOC6525446|XP_002101281.1|DYAK
OG0008148	LOC119074761|XP_037036923.1|BCOP	LOC6524008|XP_039226110.1|DYAK
OG0008149	LOC119066760|XP_037025294.1|BCOP	LOC6524063|XP_002099932.1|DYAK
OG0008150	LOC119074512|XP_037036569.1|BCOP	LOC6525070|XP_002100909.1|DYAK
OG0008151	LOC119068799|XP_037028456.1|BCOP	LOC6525700|XP_002101522.2|DYAK
OG0008152	LOC119074866|XP_037037084.1|BCOP	LOC120320967|XP_039227931.1|DYAK
OG0008153	LOC119080186|XP_037044318.1|BCOP	LOC6532099|XP_002092875.1|DYAK
OG0008154	LOC119071941|XP_037032960.1|BCOP	LOC6534127|XP_002094811.1|DYAK
OG0008155	LOC119086030|XP_037052501.1|BCOP	LOC120321528|XP_039230172.1|DYAK, LOC26535075|XP_039230173.1|DYAK
OG0008156	LOC119070003|XP_037030154.1|BCOP	LOC6539017|XP_002099519.1|DYAK
OG0008157	LOC119077044|XP_037040069.1|BCOP	LOC6536523|XP_002097099.1|DYAK
OG0008158	LOC119071049|XP_037031551.1|BCOP	LOC6524974|XP_002100814.1|DYAK
OG0008159	LOC119074215|XP_037036110.1|BCOP	LOC26534477|XP_015050505.1|DYAK
OG0008160	LOC119071538|XP_037032318.1|BCOP	LOC6530945|XP_039228478.1|DYAK
OG0008161	LOC119077047|XP_037040074.1|BCOP	LOC6532229|XP_002093002.3|DYAK
OG0008162	LOC119067759|XP_037026787.1|BCOP	LOC6525932|XP_002101752.1|DYAK
OG0008163	LOC119072459|XP_037033577.1|BCOP	LOC6533110|XP_039230228.1|DYAK
OG0008164	LOC119074604|XP_037036751.1|BCOP	LOC6526241|XP_039229359.1|DYAK
OG0008165	LOC119076032|XP_037038544.1|BCOP	LOC6524410|XP_002100268.1|DYAK
OG0008166	LOC119076110|XP_037038665.1|BCOP	LOC6524592|XP_002100449.1|DYAK
OG0008167	LOC119074951|XP_037037235.1|BCOP	LOC6524517|XP_002100374.2|DYAK
OG0008168	LOC119072326|XP_037033446.1|BCOP	LOC6524515|XP_002100372.1|DYAK
OG0008169	LOC119067583|XP_037026577.1|BCOP	LOC6523847|XP_002099720.1|DYAK
OG0008170	LOC119070978|XP_037031456.1|BCOP	LOC6530452|XP_002091368.1|DYAK
OG0008171	LOC119081639|XP_037046606.1|BCOP	LOC6525379|XP_002101215.1|DYAK
OG0008172	LOC119071532|XP_037032310.1|BCOP	LOC6535897|XP_039232233.1|DYAK
OG0008173	LOC119080692|XP_037045033.1|BCOP	LOC26535642|XP_015052915.1|DYAK
OG0008174	LOC119086007|XP_037052479.1|BCOP	LOC6529888|XP_039228697.1|DYAK
OG0008175	LOC119067740|XP_037026766.1|BCOP	LOC6525906|XP_002101726.2|DYAK
OG0008176	LOC119074810|XP_037036989.1|BCOP	LOC6523822|XP_002099697.2|DYAK
OG0008177	LOC119068603|XP_037028153.1|BCOP	LOC6524123|XP_002099987.1|DYAK
OG0008178	LOC119070245|XP_037030412.1|BCOP	LOC6524989|XP_002100829.1|DYAK
OG0008179	LOC119073841|XP_037035570.1|BCOP	LOC6524842|XP_002100682.1|DYAK
OG0008180	LOC119084027|XP_037049743.1|BCOP	LOC6523875|XP_002099748.1|DYAK
OG0008181	LOC119077779|XP_037040984.1|BCOP	LOC6523874|XP_039233424.1|DYAK
OG0008182	LOC119084061|XP_037049793.1|BCOP	LOC6528654|XP_002089696.1|DYAK
OG0008185	LOC119075288|XP_037037571.1|BCOP	LOC6539064|XP_002099566.1|DYAK
OG0008186	LOC119082527|XP_037047935.1|BCOP	LOC6531429|XP_002092232.1|DYAK
OG0008187	LOC119076164|XP_037038744.1|BCOP	LOC26535849|XP_039228195.1|DYAK
OG0008188	LOC119066940|XP_037025553.1|BCOP	LOC6526831|XP_002087932.1|DYAK
OG0008189	LOC119082226|XP_037047575.1|BCOP	LOC6527463|XP_002088554.1|DYAK
OG0008191	LOC119084325|XP_037050150.1|BCOP	LOC6523919|XP_002099792.3|DYAK
OG0008192	LOC119076044|XP_037038565.1|BCOP	LOC6525147|XP_002100985.1|DYAK
OG0008193	LOC119066911|XP_037025506.1|BCOP	LOC6526146|XP_002101960.1|DYAK
OG0008194	LOC119071964|XP_037032990.1|BCOP	LOC6528280|XP_002089333.1|DYAK
OG0008195	LOC119085314|XP_037051587.1|BCOP	LOC6529914|XP_002090871.1|DYAK
OG0008197	LOC119066775|XP_037025325.1|BCOP	LOC6534082|XP_002094768.3|DYAK
OG0008198	LOC119075145|XP_037037431.1|BCOP	LOC6523856|XP_002099729.3|DYAK
OG0008199	LOC119085986|XP_037052446.1|BCOP	LOC6525904|XP_002101724.1|DYAK
OG0008200	LOC119078286|XP_037041671.1|BCOP	LOC6529350|XP_002090355.1|DYAK
OG0008201	LOC119071626|XP_037032478.1|BCOP	LOC6533765|XP_002094469.1|DYAK
OG0008202	LOC119066395|XP_037024722.1|BCOP	LOC6533786|XP_002094488.1|DYAK
OG0008203	LOC119076390|XP_037039009.1|BCOP	LOC6532409|XP_002093160.1|DYAK
OG0008204	LOC119083255|XP_037048828.1|BCOP	LOC6525484|XP_002101319.1|DYAK
OG0008205	LOC119072501|XP_037033638.1|BCOP	LOC6525018|XP_002100857.1|DYAK
OG0008206	LOC119082711|XP_037048182.1|BCOP	LOC6539528|XP_002086416.1|DYAK
OG0008207	LOC119082564|XP_037047985.1|BCOP	LOC6534743|XP_002095418.1|DYAK
OG0008210	LOC119071256|XP_037031996.1|BCOP	LOC6534040|XP_002094726.1|DYAK
OG0008211	LOC119071676|XP_037032551.1|BCOP	LOC6527974|XP_002089041.1|DYAK
OG0008212	LOC119071161|XP_037031811.1|BCOP	LOC6534927|XP_002095598.2|DYAK
OG0008213	LOC119076099|XP_037038650.1|BCOP	LOC6523813|XP_039233745.1|DYAK
OG0008215	LOC119071001|XP_037031490.1|BCOP	LOC6525607|XP_039233647.1|DYAK
OG0008216	LOC119072097|XP_037033146.1|BCOP	LOC6534830|XP_002095502.1|DYAK
OG0008217	LOC119076943|XP_037039889.1|BCOP	LOC6525156|XP_002100994.1|DYAK
OG0008218	LOC119066417|XP_037024785.1|BCOP	LOC6531460|XP_002092259.1|DYAK
OG0008219	LOC119068848|XP_037028561.1|BCOP	LOC6525251|XP_039233436.1|DYAK
OG0008220	LOC119084315|XP_037050130.1|BCOP	LOC6526055|XP_015046614.1|DYAK
OG0008221	LOC119078498|XP_037041945.1|BCOP	LOC6529570|XP_015052385.1|DYAK
OG0008222	LOC119072303|XP_037033384.1|BCOP	LOC6535181|XP_002095843.1|DYAK
OG0008223	LOC119081765|XP_037046854.1|BCOP	LOC6534175|XP_039230158.1|DYAK
OG0008224	LOC119066103|XP_037024272.1|BCOP	LOC6534747|XP_002095422.1|DYAK
OG0008225	LOC119082577|XP_037047997.1|BCOP	LOC6525561|XP_002101396.1|DYAK
OG0008226	LOC119083485|XP_037049106.1|BCOP	LOC6524145|XP_002100008.1|DYAK
OG0008227	LOC119069404|XP_037029349.1|BCOP	LOC26535844|XP_039232130.1|DYAK
OG0008228	LOC119070042|XP_037030221.1|BCOP	LOC6538016|XP_002098551.1|DYAK
OG0008230	LOC119074414|XP_037036438.1|BCOP	LOC6535521|XP_002096150.1|DYAK
OG0008233	LOC119080068|XP_037044178.1|BCOP	LOC6529756|XP_002090746.1|DYAK
OG0008234	LOC119081312|XP_037045978.1|BCOP, LOC119081311|XP_037045970.1|BCOP	LOC6532142|XP_002092918.2|DYAK
OG0008235	LOC119076171|XP_037038752.1|BCOP	LOC6526017|XP_002101834.1|DYAK
OG0008237	LOC119079953|XP_037043959.1|BCOP	LOC6528467|XP_002089513.1|DYAK
OG0008238	LOC119079531|XP_037043416.1|BCOP	LOC6532381|XP_002093132.1|DYAK
OG0008239	LOC119080534|XP_037044841.1|BCOP	LOC6534705|XP_002095380.2|DYAK
OG0008240	LOC119079888|XP_037043866.1|BCOP	LOC6531065|XP_002091899.1|DYAK
OG0008243	LOC119084712|XP_037050689.1|BCOP	LOC6530209|XP_002091147.2|DYAK
OG0008244	LOC119077545|XP_037040653.1|BCOP	LOC6537680|XP_002098225.1|DYAK
OG0008245	LOC119066604|XP_037025062.1|BCOP	LOC6530860|XP_002091739.1|DYAK
OG0008246	LOC119084130|XP_037049875.1|BCOP, LOC119082287|XP_037047656.1|BCOP, LOC119078200|XP_037041560.1|BCOP	LOC6531679|XP_002092470.1|DYAK
OG0008266	LOC119069491|XP_037029456.1|BCOP	LOC6537512|XP_002098058.1|DYAK
OG0008267	LOC119070586|XP_037030892.1|BCOP	LOC6538340|XP_039231206.1|DYAK
OG0008268	LOC119068096|XP_037027414.1|BCOP	LOC6529240|XP_002090246.1|DYAK
OG0008269	LOC119070128|XP_037030344.1|BCOP	LOC6529846|XP_002090813.2|DYAK
OG0008270	LOC119082239|XP_037047601.1|BCOP	LOC6524371|XP_039229145.1|DYAK
OG0008271	LOC119070326|XP_037030490.1|BCOP	LOC6533442|XP_002094153.1|DYAK
OG0008272	LOC119067290|XP_037026075.1|BCOP	LOC6524110|XP_002099974.1|DYAK
OG0008273	LOC119084499|XP_037050414.1|BCOP	LOC6537423|XP_002097979.1|DYAK
OG0008275	LOC119067576|XP_037026556.1|BCOP	LOC6524117|XP_002099981.1|DYAK
OG0008276	LOC119067757|XP_037026784.1|BCOP	LOC6524849|XP_002100689.1|DYAK
OG0008277	LOC119067626|XP_037026614.1|BCOP	LOC6525975|XP_039233403.1|DYAK
OG0008278	LOC119080890|XP_037045364.1|BCOP	LOC6528046|XP_002089113.1|DYAK
OG0008279	LOC119082228|XP_037047581.1|BCOP	LOC6524749|XP_015045870.1|DYAK
OG0008280	LOC119082580|XP_037048013.1|BCOP	LOC6525529|XP_002101364.3|DYAK
OG0008281	LOC119082635|XP_037048100.1|BCOP	LOC6525883|XP_002101703.2|DYAK
OG0008282	LOC119067575|XP_037026555.1|BCOP	LOC6524504|XP_002100361.1|DYAK
OG0008283	LOC119069528|XP_037029497.1|BCOP	LOC6525576|XP_002101411.1|DYAK
OG0008285	LOC119069574|XP_037029553.1|BCOP	LOC6525966|XP_002101785.1|DYAK
OG0008286	LOC119067132|XP_037025812.1|BCOP	LOC6525543|XP_002101378.1|DYAK
OG0008287	LOC119067603|XP_037026589.1|BCOP	LOC6525324|XP_002101160.1|DYAK
OG0008288	LOC119068323|XP_037027773.1|BCOP	LOC6535651|XP_002096279.2|DYAK
OG0008290	LOC119067610|XP_037026598.1|BCOP	LOC6525918|XP_002101738.1|DYAK
OG0008291	LOC119067820|XP_037026878.1|BCOP	LOC6525330|XP_002101166.1|DYAK
OG0008292	LOC119076490|XP_037039170.1|BCOP	LOC6524483|XP_015045721.1|DYAK
OG0008293	LOC119068319|XP_037027768.1|BCOP	LOC6539027|XP_002099529.3|DYAK
OG0008294	LOC119067446|XP_037026322.1|BCOP	LOC6537960|XP_002098497.1|DYAK
OG0008295	LOC119081345|XP_037046073.1|BCOP	LOC6524710|XP_002100554.1|DYAK
OG0008296	LOC119066847|XP_037025410.1|BCOP	LOC6524951|XP_039227595.1|DYAK
OG0008297	LOC119070055|XP_037030245.1|BCOP	LOC6525322|XP_002101158.1|DYAK
OG0008298	LOC119067333|XP_037026133.1|BCOP	LOC6526060|XP_002101877.1|DYAK
OG0008300	LOC119068835|XP_037028515.1|BCOP	LOC6525288|XP_015046209.1|DYAK
OG0008301	LOC119067853|XP_037026986.1|BCOP	LOC6536436|XP_002097017.2|DYAK
OG0008302	LOC119069511|XP_037029483.1|BCOP	LOC6525668|XP_015046403.1|DYAK
OG0008303	LOC119068729|XP_037028317.1|BCOP	LOC6524267|XP_002100130.1|DYAK
OG0008304	LOC119082681|XP_037048153.1|BCOP	LOC6523789|XP_002099664.1|DYAK
OG0008305	LOC119066348|XP_037024659.1|BCOP	LOC6524887|XP_002100727.2|DYAK
OG0008306	LOC119069231|XP_037029165.1|BCOP	LOC6524314|XP_002100173.1|DYAK
OG0008307	LOC119067431|XP_037026298.1|BCOP	LOC6537361|XP_002097918.1|DYAK
OG0008308	LOC119069956|XP_037030082.1|BCOP	LOC6538587|XP_002099109.1|DYAK
OG0008309	LOC119069274|XP_037029228.1|BCOP	LOC6527493|XP_002088583.1|DYAK
OG0008310	LOC119066478|XP_037024878.1|BCOP	LOC6535011|XP_002095681.1|DYAK
OG0008311	LOC119068741|XP_037028339.1|BCOP	LOC6524728|XP_002100572.1|DYAK
OG0008312	LOC119068458|XP_037027938.1|BCOP	LOC26534819|XP_039232415.1|DYAK
OG0008313	LOC119068063|XP_037027359.1|BCOP	LOC6525988|XP_002101806.2|DYAK
OG0008314	LOC119083508|XP_037049125.1|BCOP	LOC6530173|XP_002091113.1|DYAK
OG0008315	LOC119068174|XP_037027557.1|BCOP	LOC6533071|XP_002093803.1|DYAK
OG0008318	LOC119068760|XP_037028392.1|BCOP	LOC6524947|XP_002100787.1|DYAK
OG0008319	LOC119069798|XP_037029848.1|BCOP	LOC6531195|XP_002092023.1|DYAK
OG0008320	LOC119068570|XP_037028109.1|BCOP	LOC6524665|XP_039233454.1|DYAK
OG0008321	LOC119070426|XP_037030662.1|BCOP	LOC6536420|XP_002097002.1|DYAK
OG0008322	LOC119069008|XP_037028778.1|BCOP, LOC119068660|XP_037028232.1|BCOP	LOC6527998|XP_002089065.1|DYAK
OG0008323	LOC119070508|XP_037030761.1|BCOP	LOC6536554|XP_002097130.1|DYAK
OG0008324	LOC119067189|XP_037025915.1|BCOP	LOC6524106|XP_002099970.1|DYAK
OG0008325	LOC119068562|XP_037028085.1|BCOP	LOC6524836|XP_039233368.1|DYAK
OG0008326	LOC119085744|XP_037052108.1|BCOP	LOC6536692|XP_002097264.1|DYAK
OG0008327	LOC119081555|XP_037046474.1|BCOP	LOC6531952|XP_015051631.1|DYAK
OG0008328	LOC119075915|XP_037038396.1|BCOP	LOC6523992|XP_002099864.1|DYAK
OG0008329	LOC119080609|XP_037044906.1|BCOP	LOC6525475|XP_002101310.1|DYAK
OG0008330	LOC119081787|XP_037046892.1|BCOP	LOC6531402|XP_002092205.1|DYAK
OG0008332	LOC119080768|XP_037045229.1|BCOP	LOC6534404|XP_015050621.1|DYAK
OG0008333	LOC119075217|XP_037037497.1|BCOP	LOC6533891|XP_002094591.1|DYAK
OG0008334	LOC119075216|XP_037037496.1|BCOP	LOC6533889|XP_039229830.1|DYAK
OG0008335	LOC119085587|XP_037051903.1|BCOP	LOC6533443|XP_002094154.1|DYAK
OG0008336	LOC119073749|XP_037035304.1|BCOP	LOC6534962|XP_015050962.2|DYAK
OG0008337	LOC119080936|XP_037045451.1|BCOP	LOC6528694|XP_002089736.1|DYAK
OG0008338	LOC119079345|XP_037043070.1|BCOP	LOC6534894|XP_002095566.1|DYAK
OG0008339	LOC119082078|XP_037047315.1|BCOP	LOC6525232|XP_002101070.1|DYAK
OG0008341	LOC119078140|XP_037041512.1|BCOP	LOC6533614|XP_002094322.2|DYAK
OG0008342	LOC119085489|XP_037051800.1|BCOP	LOC6533489|XP_002094200.1|DYAK
OG0008344	LOC119077307|XP_037040369.1|BCOP	LOC6532450|XP_002093197.1|DYAK
OG0008345	LOC119074314|XP_037036268.1|BCOP	LOC6533420|XP_002094138.1|DYAK
OG0008346	LOC119074036|XP_037035876.1|BCOP	LOC6525458|XP_002101293.2|DYAK
OG0008347	LOC119082661|XP_037048141.1|BCOP	LOC6526407|XP_002087526.2|DYAK
OG0008349	LOC119076081|XP_037038627.1|BCOP	LOC6533982|XP_002094677.2|DYAK
OG0008350	LOC119066261|XP_037024509.1|BCOP	LOC6526088|XP_039233557.1|DYAK
OG0008351	LOC119079850|XP_037043812.1|BCOP	LOC6532464|XP_002093211.2|DYAK
OG0008352	LOC119081067|XP_037045685.1|BCOP	LOC6535049|XP_002095713.1|DYAK
OG0008354	LOC119085317|XP_037051593.1|BCOP	LOC6525042|XP_002100881.2|DYAK
OG0008355	LOC119073486|XP_037034886.1|BCOP	LOC120321115|XP_039228660.1|DYAK
OG0008356	LOC119080708|XP_037045064.1|BCOP	LOC6533907|XP_002094607.1|DYAK
OG0008357	LOC119076007|XP_037038482.1|BCOP	LOC6536297|XP_002096881.1|DYAK
OG0008358	LOC119077904|XP_037041170.1|BCOP	LOC6528077|XP_002089144.1|DYAK
OG0008359	LOC119066753|XP_037025279.1|BCOP	LOC6532156|XP_015051726.2|DYAK
OG0008360	LOC119083566|XP_037049201.1|BCOP	LOC6531727|XP_002092517.1|DYAK
OG0008361	LOC119082409|XP_037047836.1|BCOP	LOC6527749|XP_039226413.1|DYAK
OG0008362	LOC119067571|XP_037026550.1|BCOP	LOC6524390|XP_002100248.1|DYAK
OG0008363	LOC119085390|XP_037051680.1|BCOP	LOC6531233|XP_002092045.1|DYAK
OG0008364	LOC119071285|XP_037032050.1|BCOP	LOC6534499|XP_002095176.1|DYAK
OG0008365	LOC119072045|XP_037033065.1|BCOP	LOC6531055|XP_015052807.1|DYAK
OG0008366	LOC119084907|XP_037050957.1|BCOP	LOC6537028|XP_002097595.1|DYAK
OG0008367	LOC119070837|XP_037031242.1|BCOP	LOC6523859|XP_002099732.2|DYAK
OG0008369	LOC119076540|XP_037039230.1|BCOP	LOC6525306|XP_002101142.1|DYAK
OG0008370	LOC119068252|XP_037027685.1|BCOP	LOC6538595|XP_015048918.1|DYAK
OG0008371	LOC119072824|XP_037034021.1|BCOP	LOC6536576|XP_002097152.1|DYAK
OG0008372	LOC119081792|XP_037046897.1|BCOP	LOC26534583|XP_039227636.1|DYAK
OG0008373	LOC119075606|XP_037037971.1|BCOP	LOC6528045|XP_002089112.1|DYAK
OG0008374	LOC119078669|XP_037042221.1|BCOP	LOC6528620|XP_002089663.1|DYAK
OG0008375	LOC119068457|XP_037027932.1|BCOP	LOC6529241|XP_002090247.1|DYAK
OG0008376	LOC119072552|XP_037033684.1|BCOP	LOC26536066|XP_015054687.1|DYAK
OG0008377	LOC119080007|XP_037044076.1|BCOP	LOC26534939|XP_015052855.1|DYAK
OG0008378	LOC119066354|XP_037024667.1|BCOP	LOC6529563|XP_039229122.1|DYAK
OG0008379	LOC119078778|XP_037042383.1|BCOP	LOC6529218|XP_015052222.1|DYAK
OG0008380	LOC119082275|XP_037047644.1|BCOP	LOC6528051|XP_002089118.1|DYAK
OG0008381	LOC119084646|XP_037050609.1|BCOP	LOC6527622|XP_002088710.1|DYAK
OG0008383	LOC119085858|XP_037052265.1|BCOP	LOC6529841|XP_002090808.2|DYAK
OG0008384	LOC119066500|XP_037024907.1|BCOP	LOC6527285|XP_002088379.1|DYAK
OG0008385	LOC119066437|XP_037024827.1|BCOP	LOC6528163|XP_002089228.1|DYAK
OG0008386	LOC119077067|XP_037040100.1|BCOP	LOC6525565|XP_002101400.1|DYAK
OG0008387	LOC119075305|XP_037037611.1|BCOP	LOC6537980|XP_039232481.1|DYAK
OG0008388	LOC119070886|XP_037031303.1|BCOP	LOC6527714|XP_002088798.1|DYAK
OG0008389	LOC119083120|XP_037048648.1|BCOP	LOC6529822|XP_002090803.1|DYAK
OG0008391	LOC119066338|XP_037024639.1|BCOP	LOC6526517|XP_015053312.1|DYAK
OG0008392	LOC119084044|XP_037049772.1|BCOP	LOC6534842|XP_002095514.2|DYAK
OG0008393	LOC119070875|XP_037031290.1|BCOP	LOC6539412|XP_002086300.1|DYAK
OG0008394	LOC119077933|XP_037041210.1|BCOP	LOC6535112|XP_002095775.1|DYAK
OG0008395	LOC119076825|XP_037039718.1|BCOP	LOC6525903|XP_002101723.1|DYAK
OG0008396	LOC119076823|XP_037039712.1|BCOP	LOC6525356|XP_015046253.1|DYAK
OG0008398	LOC119075797|XP_037038259.1|BCOP	LOC6525413|XP_002101248.1|DYAK
OG0008399	LOC119074764|XP_037036928.1|BCOP	LOC6523896|XP_039233414.1|DYAK
OG0008402	LOC119084357|XP_037050197.1|BCOP	LOC6536817|XP_002097387.1|DYAK
OG0008403	LOC119077926|XP_037041201.1|BCOP	LOC6525040|XP_002100879.1|DYAK
