Orthogroup	BCOP.longest_only	ASTE.longest_only
OG0006461	LOC119082805|XP_037048350.1|BCOP	LOC118503572|XP_035892899.1|ASTE
OG0006462	LOC119070462|XP_037030710.1|BCOP	LOC118507534|XP_035901999.1|ASTE
OG0006463	LOC119069962|XP_037030090.1|BCOP	LOC118507530|XP_035901988.1|ASTE
OG0006464	LOC119069982|XP_037030121.1|BCOP	LOC118505689|XP_035897721.1|ASTE
OG0006465	LOC119073276|XP_037034553.1|BCOP	LOC118504670|XP_035895353.1|ASTE
OG0006466	LOC119079296|XP_037042978.1|BCOP	LOC118504665|XP_035895340.1|ASTE
OG0006467	LOC119068460|XP_037027941.1|BCOP	LOC118502853|XP_035891450.1|ASTE
OG0006468	LOC119080938|XP_037045459.1|BCOP	LOC118503377|XP_035892470.1|ASTE
OG0006469	LOC119068776|XP_037028431.1|BCOP	LOC118502879|XP_035891490.1|ASTE
OG0006470	LOC119068428|XP_037027891.1|BCOP	LOC118508488|XP_035904199.1|ASTE
OG0006471	LOC119073968|XP_037035769.1|BCOP	LOC118508581|XP_035904379.1|ASTE
OG0006472	LOC119067217|XP_037025958.1|BCOP	LOC118508580|XP_035904377.1|ASTE
OG0006473	LOC119081915|XP_037047050.1|BCOP	LOC118502703|XP_035891130.1|ASTE
OG0006474	LOC119082692|XP_037048163.1|BCOP	LOC118502725|XP_035891176.1|ASTE
OG0006475	LOC119067896|XP_037027081.1|BCOP	LOC118502747|XP_035891206.1|ASTE
OG0006476	LOC119068097|XP_037027415.1|BCOP	LOC118502709|XP_035891146.1|ASTE
OG0006477	LOC119068115|XP_037027459.1|BCOP	LOC118502741|XP_035891199.1|ASTE
OG0006479	LOC119085649|XP_037051983.1|BCOP	LOC118506354|XP_035899252.1|ASTE
OG0006480	LOC119080197|XP_037044332.1|BCOP	LOC118504644|XP_035895293.1|ASTE
OG0006481	LOC119085434|XP_037051745.1|BCOP	LOC118502882|XP_035891494.1|ASTE
OG0006482	LOC119068972|XP_037028733.1|BCOP	LOC118505547|XP_035897381.1|ASTE
OG0006483	LOC119085249|XP_037051480.1|BCOP	LOC118505557|XP_035897402.1|ASTE
OG0006484	LOC119068377|XP_037027841.1|BCOP	LOC118505559|XP_035897403.1|ASTE
OG0006485	LOC119082530|XP_037047940.1|BCOP	LOC118506936|XP_035900647.1|ASTE
OG0006486	LOC119068559|XP_037028080.1|BCOP	LOC118504367|XP_035894657.1|ASTE
OG0006487	LOC119067077|XP_037025712.1|BCOP	LOC118503293|XP_035892280.1|ASTE
OG0006488	LOC119069434|XP_037029386.1|BCOP	LOC118504289|XP_035894477.1|ASTE
OG0006489	LOC119068104|XP_037027425.1|BCOP	LOC118503303|XP_035892310.1|ASTE
OG0006490	LOC119067971|XP_037027208.1|BCOP	LOC118503027|XP_035891745.1|ASTE
OG0006491	LOC119077136|XP_037040210.1|BCOP	LOC118503277|XP_035892248.1|ASTE
OG0006492	LOC119067090|XP_037025744.1|BCOP	LOC118506937|XP_035900648.1|ASTE
OG0006493	LOC119067025|XP_037025652.1|BCOP, LOC119070126|XP_037030341.1|BCOP	LOC118506900|XP_035900573.1|ASTE
OG0006494	LOC119081751|XP_037046828.1|BCOP	LOC118506893|XP_035900564.1|ASTE
OG0006495	LOC119068563|XP_037028087.1|BCOP	LOC118508255|XP_035903767.1|ASTE
OG0006496	LOC119067268|XP_037026042.1|BCOP	LOC118508574|XP_035904370.1|ASTE
OG0006497	LOC119067895|XP_037027079.1|BCOP	LOC118505252|XP_035896698.1|ASTE
OG0006498	LOC119067883|XP_037027057.1|BCOP	LOC118505193|XP_035896558.1|ASTE
OG0006499	LOC119067877|XP_037027041.1|BCOP	LOC118505150|XP_035896421.1|ASTE
OG0006500	LOC119085007|XP_037051084.1|BCOP	LOC118505239|XP_035896682.1|ASTE
OG0006501	LOC119067891|XP_037027071.1|BCOP	LOC118505241|XP_035896684.1|ASTE
OG0006502	LOC119069237|XP_037029173.1|BCOP	LOC118505630|XP_035897596.1|ASTE
OG0006503	LOC119069272|XP_037029225.1|BCOP	LOC118505631|XP_035897597.1|ASTE
OG0006504	LOC119075756|XP_037038188.1|BCOP	LOC118505628|XP_035897594.1|ASTE
OG0006505	LOC119069138|XP_037028939.1|BCOP	LOC118505622|XP_035897578.1|ASTE
OG0006506	LOC119069144|XP_037028944.1|BCOP	LOC118506953|XP_035900665.1|ASTE
OG0006507	LOC119080404|XP_037044627.1|BCOP	LOC118507431|XP_035901796.1|ASTE
OG0006509	LOC119070501|XP_037030744.1|BCOP	LOC118502539|XP_035890703.1|ASTE
OG0006510	LOC119069224|XP_037029145.1|BCOP	LOC118508380|XP_035904009.1|ASTE
OG0006511	LOC119067518|XP_037026433.1|BCOP	LOC118502823|XP_035891392.1|ASTE
OG0006512	LOC119070569|XP_037030869.1|BCOP	LOC118505407|XP_035897048.1|ASTE
OG0006513	LOC119067793|XP_037026832.1|BCOP	LOC118502549|XP_035890723.1|ASTE
OG0006514	LOC119067999|XP_037027255.1|BCOP	LOC118507873|XP_035902973.1|ASTE
OG0006515	LOC119067998|XP_037027254.1|BCOP	LOC118507867|XP_035902966.1|ASTE
OG0006516	LOC119067840|XP_037026910.1|BCOP	LOC118507851|XP_035902875.1|ASTE
OG0006517	LOC119070399|XP_037030617.1|BCOP	LOC118507853|XP_035902880.1|ASTE
OG0006518	LOC119067844|XP_037026923.1|BCOP	LOC118507856|XP_035902897.1|ASTE
OG0006519	LOC119067507|XP_037026414.1|BCOP	LOC118507854|XP_035902881.1|ASTE
OG0006520	LOC119069134|XP_037028935.1|BCOP	LOC118517615|XP_035919804.1|ASTE
OG0006521	LOC119068028|XP_037027286.1|BCOP	LOC118502855|XP_035891453.1|ASTE
OG0006522	LOC119069712|XP_037029731.1|BCOP	LOC118502845|XP_035891434.1|ASTE
OG0006523	LOC119069676|XP_037029690.1|BCOP	LOC118502895|XP_035891509.1|ASTE
OG0006524	LOC119067573|XP_037026552.1|BCOP	LOC118505161|XP_035896450.1|ASTE
OG0006525	LOC119070275|XP_037030431.1|BCOP	LOC118504688|XP_035895395.1|ASTE
OG0006528	LOC119068812|XP_037028482.1|BCOP	LOC118504265|XP_035894387.1|ASTE
OG0006529	LOC119068813|XP_037028483.1|BCOP	LOC118504292|XP_035894481.1|ASTE
OG0006530	LOC119068817|XP_037028485.1|BCOP	LOC118502946|XP_035891589.1|ASTE
OG0006532	LOC119069225|XP_037029146.1|BCOP	LOC118502934|XP_035891576.1|ASTE
OG0006533	LOC119069215|XP_037029086.1|BCOP	LOC118502928|XP_035891559.1|ASTE
OG0006534	LOC119077417|XP_037040524.1|BCOP	LOC118507506|XP_035901936.1|ASTE
OG0006535	LOC119067085|XP_037025738.1|BCOP	LOC118502518|XP_035890671.1|ASTE
OG0006536	LOC119069946|XP_037030069.1|BCOP	LOC118502950|XP_035891595.1|ASTE
OG0006537	LOC119069811|XP_037029864.1|BCOP	LOC118507909|XP_035903094.1|ASTE
OG0006538	LOC119069725|XP_037029744.1|BCOP	LOC118505166|XP_035896459.1|ASTE
OG0006539	LOC119068196|XP_037027591.1|BCOP	LOC118505234|XP_035896660.1|ASTE
OG0006540	LOC119070315|XP_037030475.1|BCOP	LOC118506360|XP_035899267.1|ASTE
OG0006541	LOC119070439|XP_037030684.1|BCOP	LOC118507517|XP_035901970.1|ASTE
OG0006542	LOC119070440|XP_037030685.1|BCOP	LOC118507519|XP_035901972.1|ASTE
OG0006543	LOC119068708|XP_037028292.1|BCOP	LOC118502948|XP_035891592.1|ASTE
OG0006544	LOC119074598|XP_037036738.1|BCOP	LOC118507810|XP_035902767.1|ASTE
OG0006545	LOC119069592|XP_037029577.1|BCOP	LOC118507818|XP_035902789.1|ASTE
OG0006546	LOC119069588|XP_037029573.1|BCOP	LOC118507803|XP_035902754.1|ASTE
OG0006547	LOC119070084|XP_037030292.1|BCOP	LOC118503460|XP_035892636.1|ASTE
OG0006548	LOC119067347|XP_037026153.1|BCOP	LOC118507468|XP_035901861.1|ASTE
OG0006549	LOC119067009|XP_037025631.1|BCOP	LOC118505069|XP_035896245.1|ASTE
OG0006550	LOC119067008|XP_037025629.1|BCOP	LOC118505061|XP_035896230.1|ASTE
OG0006551	LOC119071215|XP_037031919.1|BCOP	LOC118507733|XP_035902586.1|ASTE
OG0006552	LOC119068033|XP_037027335.1|BCOP	LOC118507732|XP_035902583.1|ASTE
OG0006553	LOC119068666|XP_037028243.1|BCOP	LOC118512275|XP_035912357.1|ASTE
OG0006554	LOC119069418|XP_037029360.1|BCOP	LOC118511925|XP_035911471.1|ASTE
OG0006555	LOC119068773|XP_037028424.1|BCOP	LOC118511930|XP_035911504.1|ASTE
OG0006557	LOC119084789|XP_037050749.1|BCOP	LOC118511935|XP_035911515.1|ASTE
OG0006558	LOC119084022|XP_037049739.1|BCOP	LOC118511941|XP_035911534.1|ASTE
OG0006559	LOC119069785|XP_037029822.1|BCOP	LOC118511978|XP_035911610.1|ASTE
OG0006560	LOC119072547|XP_037033676.1|BCOP	LOC118507785|XP_035902713.1|ASTE
OG0006561	LOC119074461|XP_037036497.1|BCOP	LOC118507784|XP_035902712.1|ASTE
OG0006562	LOC119067919|XP_037027116.1|BCOP	LOC118502949|XP_035891594.1|ASTE
OG0006563	LOC119070491|XP_037030739.1|BCOP	LOC118503007|XP_035891710.1|ASTE
OG0006564	LOC119070488|XP_037030736.1|BCOP	LOC118503001|XP_035891704.1|ASTE
OG0006565	LOC119070486|XP_037030734.1|BCOP	LOC118502979|XP_035891651.1|ASTE
OG0006566	LOC119067282|XP_037026057.1|BCOP	LOC118504420|XP_035894747.1|ASTE
OG0006567	LOC119068689|XP_037028271.1|BCOP	LOC118507831|XP_035902830.1|ASTE
OG0006568	LOC119068688|XP_037028270.1|BCOP	LOC118507826|XP_035902816.1|ASTE
OG0006569	LOC119072870|XP_037034070.1|BCOP	LOC118507828|XP_035902818.1|ASTE
OG0006570	LOC119067115|XP_037025784.1|BCOP	LOC118504296|XP_035894485.1|ASTE
OG0006571	LOC119070515|XP_037030774.1|BCOP	LOC118503179|XP_035892047.1|ASTE
OG0006572	LOC119078819|XP_037042420.1|BCOP	LOC118506930|XP_035900630.1|ASTE
OG0006573	LOC119067184|XP_037025902.1|BCOP	LOC118517613|XP_035919802.1|ASTE
OG0006574	LOC119069196|XP_037029039.1|BCOP	LOC118502687|XP_035891093.1|ASTE
OG0006575	LOC119069120|XP_037028912.1|BCOP	LOC118504663|XP_035895339.1|ASTE
OG0006577	LOC119082471|XP_037047888.1|BCOP	LOC118505084|XP_035896268.1|ASTE
OG0006578	LOC119070558|XP_037030857.1|BCOP	LOC118505049|XP_035896216.1|ASTE
OG0006579	LOC119068985|XP_037028750.1|BCOP	LOC118505072|XP_035896249.1|ASTE
OG0006580	LOC119070355|XP_037030543.1|BCOP	LOC118504424|XP_035894754.1|ASTE
OG0006581	LOC119067105|XP_037025764.1|BCOP	LOC118505418|XP_035897066.1|ASTE
OG0006582	LOC119067113|XP_037025782.1|BCOP	LOC118505421|XP_035897069.1|ASTE
OG0006583	LOC119080704|XP_037045058.1|BCOP	LOC118503270|XP_035892229.1|ASTE
OG0006584	LOC119078674|XP_037042228.1|BCOP	LOC118504686|XP_035895393.1|ASTE
OG0006585	LOC119081167|XP_037045802.1|BCOP	LOC118502840|XP_035891415.1|ASTE
OG0006586	LOC119068489|XP_037027996.1|BCOP	LOC118507739|XP_035902605.1|ASTE
OG0006587	LOC119068475|XP_037027981.1|BCOP	LOC118507738|XP_035902602.1|ASTE
OG0006588	LOC119085742|XP_037052106.1|BCOP	LOC118507740|XP_035902606.1|ASTE
OG0006589	LOC119085755|XP_037052133.1|BCOP	LOC118507771|XP_035902685.1|ASTE
OG0006590	LOC119085759|XP_037052138.1|BCOP	LOC118507769|XP_035902680.1|ASTE
OG0006591	LOC119073991|XP_037035802.1|BCOP	LOC118512048|XP_035911775.1|ASTE
OG0006592	LOC119085729|XP_037052089.1|BCOP	LOC118512110|XP_035911977.1|ASTE
OG0006593	LOC119085728|XP_037052088.1|BCOP	LOC118512097|XP_035911956.1|ASTE
OG0006594	LOC119084887|XP_037050929.1|BCOP	LOC118512101|XP_035911966.1|ASTE
OG0006595	LOC119081724|XP_037046762.1|BCOP	LOC118511474|XP_035910494.1|ASTE
OG0006596	LOC119081745|XP_037046811.1|BCOP	LOC118511481|XP_035910511.1|ASTE
OG0006597	LOC119082180|XP_037047489.1|BCOP, LOC119083072|XP_037048590.1|BCOP	LOC118511484|XP_035910527.1|ASTE
OG0006598	LOC119083065|XP_037048583.1|BCOP	LOC118511486|XP_035910531.1|ASTE
OG0006599	LOC119075457|XP_037037795.1|BCOP	LOC118511496|XP_035910548.1|ASTE
OG0006600	LOC119076288|XP_037038848.1|BCOP	LOC118512952|XP_035914063.1|ASTE
OG0006601	LOC119080529|XP_037044835.1|BCOP	LOC118510179|XP_035907593.1|ASTE
OG0006602	LOC119084908|XP_037050958.1|BCOP	LOC118510180|XP_035907594.1|ASTE
OG0006603	LOC119075845|XP_037038296.1|BCOP	LOC118510170|XP_035907578.1|ASTE
OG0006604	LOC119074579|XP_037036708.1|BCOP	LOC118510183|XP_035907598.1|ASTE
OG0006605	LOC119072799|XP_037033992.1|BCOP	LOC118510174|XP_035907587.1|ASTE
OG0006606	LOC119079662|XP_037043607.1|BCOP	LOC118510181|XP_035907595.1|ASTE
OG0006607	LOC119079302|XP_037042984.1|BCOP	LOC118510188|XP_035907602.1|ASTE
OG0006608	LOC119073748|XP_037035303.1|BCOP	LOC118510208|XP_035907638.1|ASTE
OG0006609	LOC119073542|XP_037034984.1|BCOP	LOC118513123|XP_035914424.1|ASTE
OG0006610	LOC119073694|XP_037035185.1|BCOP	LOC118513125|XP_035914425.1|ASTE
OG0006611	LOC119073711|XP_037035228.1|BCOP	LOC118513131|XP_035914443.1|ASTE
OG0006612	LOC119073718|XP_037035236.1|BCOP	LOC118513133|XP_035914452.1|ASTE
OG0006613	LOC119073602|XP_037035070.1|BCOP	LOC118513132|XP_035914447.1|ASTE
OG0006614	LOC119079802|XP_037043759.1|BCOP	LOC118513134|XP_035914453.1|ASTE
OG0006615	LOC119079800|XP_037043757.1|BCOP	LOC118514417|XP_035917193.1|ASTE
OG0006616	LOC119084849|XP_037050861.1|BCOP	LOC118514420|XP_035917202.1|ASTE
OG0006617	LOC119078726|XP_037042302.1|BCOP	LOC118514427|XP_035917222.1|ASTE
OG0006618	LOC119080862|XP_037045334.1|BCOP	LOC118509839|XP_035906924.1|ASTE
OG0006619	LOC119080517|XP_037044821.1|BCOP	LOC118509840|XP_035906925.1|ASTE
OG0006620	LOC119080421|XP_037044657.1|BCOP	LOC118511497|XP_035910549.1|ASTE
OG0006621	LOC119080497|XP_037044791.1|BCOP	LOC118511498|XP_035910550.1|ASTE
OG0006622	LOC119074129|XP_037036011.1|BCOP	LOC118512865|XP_035913842.1|ASTE
OG0006624	LOC119081376|XP_037046152.1|BCOP	LOC118510594|XP_035908489.1|ASTE
OG0006626	LOC119073842|XP_037035576.1|BCOP	LOC118510146|XP_035907530.1|ASTE
OG0006627	LOC119073835|XP_037035541.1|BCOP	LOC118510145|XP_035907526.1|ASTE
OG0006628	LOC119073975|XP_037035776.1|BCOP	LOC118512057|XP_035911801.1|ASTE
OG0006629	LOC119081559|XP_037046483.1|BCOP	LOC118509638|XP_035906438.1|ASTE
OG0006630	LOC119074484|XP_037036526.1|BCOP	LOC118512200|XP_035912198.1|ASTE
OG0006631	LOC119078214|XP_037041571.1|BCOP	LOC118512197|XP_035912193.1|ASTE
OG0006632	LOC119079634|XP_037043549.1|BCOP	LOC118512189|XP_035912173.1|ASTE
OG0006633	LOC119079543|XP_037043425.1|BCOP	LOC118512196|XP_035912191.1|ASTE
OG0006634	LOC119070936|XP_037031377.1|BCOP	LOC118512186|XP_035912170.1|ASTE
OG0006635	LOC119068110|XP_037027451.1|BCOP	LOC118512187|XP_035912171.1|ASTE
OG0006636	LOC119073903|XP_037035688.1|BCOP	LOC118512117|XP_035911986.1|ASTE
OG0006638	LOC119080313|XP_037044483.1|BCOP	LOC118512078|XP_035911910.1|ASTE
OG0006639	LOC119080599|XP_037044888.1|BCOP	LOC118512051|XP_035911787.1|ASTE
OG0006640	LOC119074115|XP_037035977.1|BCOP	LOC118512088|XP_035911944.1|ASTE
OG0006641	LOC119074119|XP_037035981.1|BCOP	LOC118512081|XP_035911930.1|ASTE
OG0006642	LOC119080876|XP_037045347.1|BCOP	LOC118512055|XP_035911799.1|ASTE
OG0006643	LOC119080902|XP_037045381.1|BCOP	LOC118512118|XP_035911987.1|ASTE
OG0006644	LOC119079577|XP_037043463.1|BCOP	LOC118504421|XP_035894750.1|ASTE
OG0006645	LOC119079979|XP_037044017.1|BCOP	LOC118513602|XP_035915532.1|ASTE
OG0006646	LOC119080058|XP_037044159.1|BCOP	LOC118513607|XP_035915541.1|ASTE
OG0006647	LOC119081401|XP_037046187.1|BCOP	LOC118508868|XP_035904549.1|ASTE
OG0006648	LOC119071592|XP_037032434.1|BCOP	LOC118512216|XP_035912224.1|ASTE
OG0006649	LOC119084946|XP_037050988.1|BCOP	LOC118508909|XP_035904663.1|ASTE
OG0006650	LOC119081367|XP_037046131.1|BCOP	LOC118514493|XP_035917309.1|ASTE
OG0006651	LOC119080376|XP_037044574.1|BCOP	LOC118509596|XP_035906271.1|ASTE
OG0006652	LOC119080348|XP_037044541.1|BCOP	LOC118509597|XP_035906280.1|ASTE
OG0006653	LOC119077363|XP_037040435.1|BCOP	LOC118513075|XP_035914318.1|ASTE
OG0006654	LOC119073808|XP_037035474.1|BCOP	LOC118513086|XP_035914348.1|ASTE
OG0006655	LOC119080624|XP_037044926.1|BCOP	LOC118509820|XP_035906874.1|ASTE
OG0006656	LOC119081147|XP_037045789.1|BCOP	LOC118509835|XP_035906919.1|ASTE
OG0006657	LOC119077961|XP_037041237.1|BCOP	LOC118509105|XP_035905165.1|ASTE
OG0006658	LOC119080437|XP_037044691.1|BCOP	LOC118513031|XP_035914201.1|ASTE
OG0006659	LOC119080450|XP_037044709.1|BCOP	LOC118513035|XP_035914205.1|ASTE
OG0006660	LOC119081099|XP_037045733.1|BCOP	LOC118514461|XP_035917271.1|ASTE
OG0006661	LOC119074285|XP_037036199.1|BCOP	LOC118513009|XP_035914172.1|ASTE
OG0006662	LOC119066135|XP_037024321.1|BCOP	LOC118504687|XP_035895394.1|ASTE
OG0006663	LOC119083661|XP_037049336.1|BCOP	LOC118510885|XP_035909158.1|ASTE
OG0006664	LOC119073541|XP_037034982.1|BCOP	LOC118511373|XP_035910260.1|ASTE
OG0006665	LOC119073141|XP_037034334.1|BCOP	LOC118511370|XP_035910257.1|ASTE
OG0006666	LOC119081812|XP_037046939.1|BCOP	LOC118512960|XP_035914079.1|ASTE
OG0006667	LOC119085831|XP_037052226.1|BCOP	LOC118512176|XP_035912155.1|ASTE
OG0006668	LOC119079219|XP_037042907.1|BCOP	LOC118512988|XP_035914136.1|ASTE
OG0006669	LOC119077319|XP_037040394.1|BCOP	LOC118512981|XP_035914127.1|ASTE
OG0006670	LOC119078014|XP_037041300.1|BCOP, LOC119080623|XP_037044923.1|BCOP	LOC118512992|XP_035914141.1|ASTE
OG0006671	LOC119080618|XP_037044915.1|BCOP	LOC118512979|XP_035914117.1|ASTE
OG0006672	LOC119073425|XP_037034765.1|BCOP	LOC118512977|XP_035914103.1|ASTE
OG0006673	LOC119066904|XP_037025489.1|BCOP	LOC118513241|XP_035914690.1|ASTE
OG0006675	LOC119082137|XP_037047409.1|BCOP	LOC118513239|XP_035914687.1|ASTE
OG0006676	LOC119078202|XP_037041563.1|BCOP	LOC118510492|XP_035908277.1|ASTE
OG0006677	LOC119075855|XP_037038306.1|BCOP	LOC118510486|XP_035908260.1|ASTE
OG0006678	LOC119068628|XP_037028190.1|BCOP	LOC118503767|XP_035893329.1|ASTE
OG0006679	LOC119074809|XP_037036992.1|BCOP	LOC118514266|XP_035916878.1|ASTE
OG0006680	LOC119067490|XP_037026393.1|BCOP	LOC118514462|XP_035917272.1|ASTE
OG0006681	LOC119081231|XP_037045851.1|BCOP	LOC118510570|XP_035908452.1|ASTE
OG0006682	LOC119081868|XP_037046995.1|BCOP	LOC118510539|XP_035908389.1|ASTE
OG0006683	LOC119073274|XP_037034551.1|BCOP	LOC118510541|XP_035908394.1|ASTE
OG0006684	LOC119080655|XP_037044965.1|BCOP	LOC118512027|XP_035911708.1|ASTE
OG0006685	LOC119080659|XP_037044974.1|BCOP	LOC118510138|XP_035907512.1|ASTE
OG0006688	LOC119077343|XP_037040424.1|BCOP	LOC118510519|XP_035908346.1|ASTE
OG0006691	LOC119078299|XP_037041688.1|BCOP	LOC118512153|XP_035912086.1|ASTE
OG0006692	LOC119077270|XP_037040315.1|BCOP	LOC118512152|XP_035912085.1|ASTE
OG0006693	LOC119083316|XP_037048897.1|BCOP, LOC119079530|XP_037043409.1|BCOP	LOC118512149|XP_035912078.1|ASTE
OG0006694	LOC119070382|XP_037030590.1|BCOP	LOC118512161|XP_035912109.1|ASTE
OG0006695	LOC119080436|XP_037044689.1|BCOP	LOC118514322|XP_035916999.1|ASTE
OG0006696	LOC119080694|XP_037045037.1|BCOP	LOC118509123|XP_035905203.1|ASTE
OG0006697	LOC119076568|XP_037039257.1|BCOP	LOC118510453|XP_035908163.1|ASTE
OG0006698	LOC119077692|XP_037040857.1|BCOP	LOC118510458|XP_035908182.1|ASTE
OG0006699	LOC119080400|XP_037044624.1|BCOP	LOC118512678|XP_035913353.1|ASTE
OG0006700	LOC119069263|XP_037029216.1|BCOP	LOC118512688|XP_035913372.1|ASTE
OG0006701	LOC119080370|XP_037044562.1|BCOP	LOC118513479|XP_035915170.1|ASTE
OG0006702	LOC119080931|XP_037045444.1|BCOP	LOC118512751|XP_035913531.1|ASTE
OG0006703	LOC119072692|XP_037033859.1|BCOP	LOC118513095|XP_035914389.1|ASTE
OG0006704	LOC119072690|XP_037033855.1|BCOP, LOC119066905|XP_037025490.1|BCOP	LOC118513109|XP_035914402.1|ASTE
OG0006705	LOC119075445|XP_037037780.1|BCOP	LOC118513041|XP_035914226.1|ASTE
OG0006706	LOC119075436|XP_037037770.1|BCOP	LOC118513043|XP_035914228.1|ASTE
OG0006707	LOC119080440|XP_037044698.1|BCOP	LOC118510275|XP_035907782.1|ASTE
OG0006708	LOC119076537|XP_037039226.1|BCOP	LOC118510276|XP_035907783.1|ASTE
OG0006709	LOC119073473|XP_037034874.1|BCOP	LOC118509483|XP_035906028.1|ASTE
OG0006710	LOC119080325|XP_037044498.1|BCOP	LOC118509505|XP_035906055.1|ASTE
OG0006711	LOC119080324|XP_037044497.1|BCOP	LOC118509506|XP_035906066.1|ASTE
OG0006712	LOC119080328|XP_037044508.1|BCOP	LOC118509509|XP_035906068.1|ASTE
OG0006713	LOC119080205|XP_037044339.1|BCOP	LOC118509927|XP_035907149.1|ASTE
OG0006714	LOC119080204|XP_037044338.1|BCOP	LOC118509925|XP_035907147.1|ASTE
OG0006715	LOC119073301|XP_037034578.1|BCOP	LOC118509937|XP_035907161.1|ASTE
OG0006716	LOC119074467|XP_037036503.1|BCOP	LOC118509936|XP_035907160.1|ASTE
OG0006717	LOC119081264|XP_037045900.1|BCOP	LOC118509941|XP_035907166.1|ASTE
OG0006718	LOC119080796|XP_037045262.1|BCOP	LOC118509944|XP_035907169.1|ASTE
OG0006719	LOC119077324|XP_037040400.1|BCOP	LOC118509533|XP_035906146.1|ASTE
OG0006720	LOC119084240|XP_037050035.1|BCOP	LOC118509530|XP_035906143.1|ASTE
OG0006721	LOC119081572|XP_037046501.1|BCOP	LOC118510321|XP_035907858.1|ASTE
OG0006722	LOC119080973|XP_037045511.1|BCOP	LOC118514246|XP_035916852.1|ASTE
OG0006723	LOC119068582|XP_037028122.1|BCOP	LOC118511214|XP_035909901.1|ASTE
OG0006724	LOC119079358|XP_037043098.1|BCOP	LOC118510162|XP_035907563.1|ASTE
OG0006725	LOC119079337|XP_037043059.1|BCOP	LOC118510159|XP_035907560.1|ASTE
OG0006726	LOC119085459|XP_037051777.1|BCOP	LOC118510160|XP_035907561.1|ASTE
OG0006727	LOC119080025|XP_037044102.1|BCOP	LOC118510154|XP_035907551.1|ASTE
OG0006728	LOC119075130|XP_037037409.1|BCOP, LOC119070241|XP_037030410.1|BCOP	LOC118511547|XP_035910648.1|ASTE
OG0006729	LOC119074133|XP_037036013.1|BCOP	LOC118509767|XP_035906795.1|ASTE
OG0006730	LOC119083875|XP_037049583.1|BCOP	LOC118509731|XP_035906748.1|ASTE
OG0006731	LOC119067332|XP_037026131.1|BCOP	LOC118510407|XP_035908053.1|ASTE
OG0006733	LOC119073404|XP_037034732.1|BCOP	LOC118510363|XP_035907964.1|ASTE
OG0006734	LOC119079677|XP_037043630.1|BCOP	LOC118510377|XP_035907999.1|ASTE
OG0006735	LOC119081259|XP_037045891.1|BCOP	LOC118510342|XP_035907905.1|ASTE
OG0006736	LOC119081874|XP_037047009.1|BCOP	LOC118510421|XP_035908087.1|ASTE
OG0006737	LOC119079278|XP_037042959.1|BCOP	LOC118509760|XP_035906784.1|ASTE
OG0006738	LOC119079276|XP_037042955.1|BCOP	LOC118509703|XP_035906674.1|ASTE
OG0006739	LOC119073413|XP_037034756.1|BCOP	LOC118509712|XP_035906689.1|ASTE
OG0006740	LOC119073549|XP_037034997.1|BCOP	LOC118509710|XP_035906687.1|ASTE
OG0006741	LOC119073482|XP_037034882.1|BCOP	LOC118512874|XP_035913860.1|ASTE
OG0006742	LOC119080210|XP_037044343.1|BCOP	LOC118511434|XP_035910418.1|ASTE
OG0006743	LOC119085220|XP_037051428.1|BCOP	LOC118512835|XP_035913779.1|ASTE
OG0006744	LOC119080910|XP_037045408.1|BCOP	LOC118512316|XP_035912462.1|ASTE
OG0006745	LOC119077303|XP_037040362.1|BCOP	LOC118512635|XP_035913224.1|ASTE
OG0006746	LOC119083352|XP_037048957.1|BCOP	LOC118509444|XP_035905945.1|ASTE
OG0006747	LOC119080388|XP_037044594.1|BCOP	LOC118510330|XP_035907877.1|ASTE
OG0006748	LOC119073383|XP_037034704.1|BCOP	LOC118509639|XP_035906439.1|ASTE
OG0006749	LOC119075621|XP_037037997.1|BCOP	LOC118512792|XP_035913605.1|ASTE
OG0006750	LOC119069613|XP_037029600.1|BCOP	LOC118512795|XP_035913611.1|ASTE
OG0006752	LOC119077698|XP_037040870.1|BCOP	LOC118509205|XP_035905371.1|ASTE
OG0006753	LOC119073746|XP_037035300.1|BCOP	LOC118509852|XP_035906946.1|ASTE
OG0006754	LOC119068399|XP_037027858.1|BCOP	LOC118514450|XP_035917259.1|ASTE
OG0006755	LOC119077931|XP_037041207.1|BCOP	LOC118512804|XP_035913637.1|ASTE
OG0006756	LOC119080171|XP_037044285.1|BCOP	LOC118514371|XP_035917121.1|ASTE
OG0006757	LOC119080202|XP_037044337.1|BCOP	LOC118514410|XP_035917184.1|ASTE
OG0006758	LOC119080781|XP_037045245.1|BCOP	LOC118514397|XP_035917171.1|ASTE
OG0006759	LOC119084836|XP_037050821.1|BCOP	LOC118514363|XP_035917093.1|ASTE
OG0006760	LOC119081727|XP_037046782.1|BCOP	LOC118514368|XP_035917116.1|ASTE
OG0006761	LOC119075242|XP_037037532.1|BCOP	LOC118512883|XP_035913878.1|ASTE
OG0006762	LOC119082655|XP_037048133.1|BCOP	LOC118514254|XP_035916861.1|ASTE
OG0006763	LOC119073392|XP_037034713.1|BCOP	LOC118510234|XP_035907692.1|ASTE
OG0006764	LOC119073377|XP_037034697.1|BCOP	LOC118510230|XP_035907689.1|ASTE
OG0006765	LOC119073390|XP_037034711.1|BCOP	LOC118510232|XP_035907691.1|ASTE
