Orthogroup	BCOP.longest_only	DPSE.longest_only
OG0007120	LOC119074839|XP_037037031.1|BCOP, LOC119067302|XP_037026102.1|BCOP	LOC6902219|XP_002133746.1|DPSE
OG0007121	LOC119084708|XP_037050711.1|BCOP	LOC4815995|XP_001355511.2|DPSE
OG0007122	LOC119076062|XP_037038594.1|BCOP	LOC6902116|XP_033238255.1|DPSE
OG0007123	LOC119069659|XP_037029675.1|BCOP	LOC6902114|XP_033240120.1|DPSE
OG0007124	LOC119076427|XP_037039067.1|BCOP	LOC4813120|XP_001353415.2|DPSE
OG0007125	LOC119073786|XP_037035395.1|BCOP	LOC4812417|XP_033239371.1|DPSE
OG0007126	LOC119077636|XP_037040752.1|BCOP	LOC4813691|XP_001353167.2|DPSE
OG0007127	LOC119076422|XP_037039059.1|BCOP	LOC4813010|XP_001353319.1|DPSE
OG0007128	LOC119076435|XP_037039080.1|BCOP	LOC6900218|XP_002135548.2|DPSE
OG0007129	LOC119070286|XP_037030451.1|BCOP	LOC4812418|XP_001352899.1|DPSE
OG0007130	LOC119070850|XP_037031260.1|BCOP	LOC4813277|XP_033240148.1|DPSE
OG0007131	LOC119070900|XP_037031324.1|BCOP	LOC4812591|XP_001352882.2|DPSE
OG0007132	LOC119071122|XP_037031669.1|BCOP	LOC4811871|XP_001352884.2|DPSE
OG0007133	LOC119071213|XP_037031913.1|BCOP	LOC4811853|XP_001352593.1|DPSE
OG0007134	LOC119077902|XP_037041168.1|BCOP	LOC4813817|XP_001353268.2|DPSE
OG0007135	LOC119071299|XP_037032072.1|BCOP	LOC4812181|XP_001352533.1|DPSE
OG0007136	LOC119074974|XP_037037269.1|BCOP	LOC4813424|XP_001353628.2|DPSE
OG0007137	LOC119072068|XP_037033101.1|BCOP	LOC6901139|XP_015042370.2|DPSE
OG0007138	LOC119071991|XP_037033014.1|BCOP	LOC4815604|XP_015041092.1|DPSE
OG0007139	LOC119072710|XP_037033878.1|BCOP	LOC6902135|XP_002133666.2|DPSE
OG0007140	LOC119075228|XP_037037513.1|BCOP	LOC6901837|XP_033240078.1|DPSE
OG0007141	LOC119073958|XP_037035745.1|BCOP	LOC4816094|XP_033237936.1|DPSE
OG0007142	LOC119075858|XP_037038310.1|BCOP	LOC4811861|XP_001352969.1|DPSE
OG0007143	LOC119081198|XP_037045809.1|BCOP	LOC4800511|XP_001357776.4|DPSE
OG0007144	LOC119074574|XP_037036699.1|BCOP	LOC4803038|XP_015038251.2|DPSE
OG0007146	LOC119073398|XP_037034727.1|BCOP	LOC4802198|XP_001359165.2|DPSE
OG0007147	LOC119075783|XP_037038238.1|BCOP	LOC4800871|XP_001358068.3|DPSE
OG0007148	LOC119077633|XP_037040741.1|BCOP	LOC6901776|XP_033238206.1|DPSE
OG0007149	LOC119073317|XP_037034600.1|BCOP	LOC4803637|XP_001360325.3|DPSE
OG0007150	LOC119077579|XP_037040684.1|BCOP	LOC4812360|XP_001352881.4|DPSE
OG0007151	LOC119082714|XP_037048183.1|BCOP	LOC117185098|XP_033240837.1|DPSE
OG0007152	LOC119074336|XP_037036322.1|BCOP	LOC4815104|XP_001354573.3|DPSE
OG0007153	LOC119074788|XP_037036962.1|BCOP	LOC6901198|XP_002133899.2|DPSE
OG0007154	LOC119069713|XP_037029732.1|BCOP	LOC4804248|XP_001360836.1|DPSE
OG0007155	LOC119069578|XP_037029557.1|BCOP	LOC4804006|XP_001360637.2|DPSE
OG0007156	LOC119075150|XP_037037439.1|BCOP	LOC4801554|XP_001358626.5|DPSE
OG0007157	LOC119078753|XP_037042350.1|BCOP	LOC4802055|XP_001359048.4|DPSE
OG0007158	LOC119078787|XP_037042393.1|BCOP	LOC4813720|XP_001353470.3|DPSE
OG0007159	LOC119067457|XP_037026338.1|BCOP	LOC4815607|XP_033240248.1|DPSE
OG0007160	LOC119074874|XP_037037105.1|BCOP	LOC4802815|XP_001359658.3|DPSE
OG0007161	LOC119074214|XP_037036111.1|BCOP	LOC4815565|XP_001355264.2|DPSE
OG0007162	LOC119074204|XP_037036099.1|BCOP	LOC6902042|XP_015041096.1|DPSE
OG0007163	LOC119077921|XP_037041197.1|BCOP	LOC4801982|XP_001358994.1|DPSE
OG0007164	LOC119073862|XP_037035622.1|BCOP	LOC4801983|XP_001358995.1|DPSE
OG0007165	LOC119074758|XP_037036919.1|BCOP	LOC4816048|XP_033238299.1|DPSE
OG0007166	LOC119074547|XP_037036611.1|BCOP	LOC4813159|XP_033240638.1|DPSE
OG0007167	LOC119074679|XP_037036858.1|BCOP	LOC4815787|XP_001355689.1|DPSE
OG0007168	LOC119074546|XP_037036608.1|BCOP	LOC4814629|XP_001354570.1|DPSE
OG0007169	LOC119074927|XP_037037217.1|BCOP	LOC4815474|XP_001355226.1|DPSE
OG0007170	LOC119076563|XP_037039241.1|BCOP	LOC4802752|XP_001359613.4|DPSE
OG0007171	LOC119075808|XP_037038270.1|BCOP	LOC4815155|XP_015041747.2|DPSE
OG0007172	LOC119076672|XP_037039462.1|BCOP	LOC4815894|XP_001355451.4|DPSE
OG0007173	LOC119066320|XP_037024608.1|BCOP	LOC6902089|XP_002133620.1|DPSE
OG0007174	LOC119074856|XP_037037063.1|BCOP	LOC4800941|XP_001358126.2|DPSE
OG0007175	LOC119082070|XP_037047304.1|BCOP	LOC6900488|XP_002134878.2|DPSE
OG0007176	LOC119076054|XP_037038584.1|BCOP	LOC4802363|XP_001359292.2|DPSE
OG0007177	LOC119084120|XP_037049868.1|BCOP	LOC6897602|XP_002137747.1|DPSE
OG0007178	LOC119070136|XP_037030358.1|BCOP	LOC6897888|XP_002137990.2|DPSE
OG0007179	LOC119077325|XP_037040432.1|BCOP	LOC4802923|XP_001359743.3|DPSE
OG0007180	LOC119077695|XP_037040862.1|BCOP	LOC4802441|XP_001359360.2|DPSE
OG0007181	LOC119075024|XP_037037331.1|BCOP	LOC4815574|XP_001355636.1|DPSE
OG0007182	LOC119084330|XP_037050156.1|BCOP	LOC6897992|XP_033236778.1|DPSE
OG0007183	LOC119085256|XP_037051488.1|BCOP	LOC4803280|XP_033234175.1|DPSE
OG0007184	LOC119074286|XP_037036201.1|BCOP	LOC4803278|XP_001360045.6|DPSE
OG0007186	LOC119076662|XP_037039442.1|BCOP	LOC4802567|XP_033233179.1|DPSE
OG0007187	LOC119075713|XP_037038131.1|BCOP	LOC6897511|XP_033233057.1|DPSE
OG0007188	LOC119076821|XP_037039710.1|BCOP	LOC4802725|XP_003736801.2|DPSE
OG0007189	LOC119075723|XP_037038154.1|BCOP	LOC4802698|XP_001359565.2|DPSE
OG0007190	LOC119085984|XP_037052447.1|BCOP	LOC4802851|XP_015038136.1|DPSE
OG0007191	LOC119081266|XP_037045903.1|BCOP	LOC4813979|XP_001354135.3|DPSE
OG0007192	LOC119077814|XP_037041020.1|BCOP	LOC4814211|XP_001354319.3|DPSE
OG0007193	LOC119074781|XP_037036950.1|BCOP	LOC4814207|XP_001354320.4|DPSE
OG0007194	LOC119075009|XP_037037308.1|BCOP	LOC4815888|XP_001355407.2|DPSE
OG0007195	LOC119076215|XP_037038761.1|BCOP	LOC4802516|XP_001359424.3|DPSE
OG0007196	LOC119067904|XP_037027088.1|BCOP	LOC4801239|XP_001358362.1|DPSE
OG0007197	LOC119074394|XP_037036408.1|BCOP	LOC4813808|XP_001353696.2|DPSE
OG0007198	LOC119076236|XP_037038790.1|BCOP	LOC4803277|XP_001360044.1|DPSE
OG0007199	LOC119076668|XP_037039456.1|BCOP	LOC4803187|XP_001359970.2|DPSE
OG0007200	LOC119074782|XP_037036951.1|BCOP	LOC4802835|XP_001359671.4|DPSE
OG0007201	LOC119070236|XP_037030405.1|BCOP	LOC4813128|XP_001353391.2|DPSE
OG0007202	LOC119084465|XP_037050344.1|BCOP	LOC6900028|XP_015043701.1|DPSE
OG0007203	LOC119072657|XP_037033811.1|BCOP	LOC4812358|XP_001352581.3|DPSE
OG0007204	LOC119066660|XP_037025132.1|BCOP	LOC117184492|XP_033238241.1|DPSE
OG0007205	LOC119072677|XP_037033850.1|BCOP	LOC4812614|XP_001352580.2|DPSE
OG0007206	LOC119077859|XP_037041083.1|BCOP	LOC4802374|XP_003736723.2|DPSE
OG0007207	LOC119067423|XP_037026289.1|BCOP	LOC4802366|XP_001359295.2|DPSE
OG0007208	LOC119075710|XP_037038127.1|BCOP	LOC4802700|XP_001359567.3|DPSE
OG0007209	LOC119085196|XP_037051403.1|BCOP	LOC4802701|XP_001359568.2|DPSE
OG0007210	LOC119082079|XP_037047329.1|BCOP	LOC4803274|XP_001360042.3|DPSE
OG0007211	LOC119076811|XP_037039693.1|BCOP	LOC4802376|XP_033239239.1|DPSE
OG0007212	LOC119076624|XP_037039384.1|BCOP	LOC4800248|XP_001357640.2|DPSE
OG0007213	LOC119082922|XP_037048475.1|BCOP	LOC6898397|XP_002138444.1|DPSE
OG0007214	LOC119074371|XP_037036372.1|BCOP	LOC4813756|XP_015043332.2|DPSE
OG0007215	LOC119076547|XP_037039238.1|BCOP	LOC4803196|XP_001359979.1|DPSE
OG0007216	LOC119083503|XP_037049152.1|BCOP	LOC4800270|XP_033232904.1|DPSE
OG0007217	LOC119084472|XP_037050352.1|BCOP	LOC4803398|XP_003736952.1|DPSE
OG0007218	LOC119075670|XP_037038082.1|BCOP, LOC119074844|XP_037037054.1|BCOP	LOC4801705|XP_001358752.4|DPSE
OG0007219	LOC119067631|XP_037026627.1|BCOP	LOC4802397|XP_001359322.2|DPSE
OG0007220	LOC119068981|XP_037028747.1|BCOP	LOC4801831|XP_001358864.3|DPSE
OG0007221	LOC119077864|XP_037041104.1|BCOP	LOC4802202|XP_033232571.1|DPSE
OG0007222	LOC119074554|XP_037036635.1|BCOP	LOC4800951|XP_001358134.3|DPSE
OG0007223	LOC119084083|XP_037049814.1|BCOP	LOC4801977|XP_001358990.2|DPSE
OG0007224	LOC119066570|XP_037025014.1|BCOP	LOC4803239|XP_001360012.2|DPSE
OG0007225	LOC119078015|XP_037041301.1|BCOP	LOC4803103|XP_001359901.2|DPSE
OG0007226	LOC119074823|XP_037037008.1|BCOP	LOC4802023|XP_033232466.1|DPSE
OG0007227	LOC119072072|XP_037033115.1|BCOP	LOC4813485|XP_001353860.3|DPSE
OG0007228	LOC119070998|XP_037031491.1|BCOP	LOC4812971|XP_033240345.1|DPSE
OG0007229	LOC119068418|XP_037027882.1|BCOP	LOC4800858|XP_001358058.1|DPSE
OG0007230	LOC119076160|XP_037038739.1|BCOP	LOC6897963|XP_002138062.1|DPSE
OG0007231	LOC119076022|XP_037038518.1|BCOP	LOC4802605|XP_001359494.3|DPSE
OG0007232	LOC119075142|XP_037037425.1|BCOP	LOC4812280|XP_015043747.1|DPSE
OG0007233	LOC119075013|XP_037037316.1|BCOP	LOC4812520|XP_033240177.1|DPSE
OG0007234	LOC119075004|XP_037037301.1|BCOP	LOC4811993|XP_001352668.2|DPSE
OG0007235	LOC119075005|XP_037037303.1|BCOP	LOC6900066|XP_033238860.1|DPSE
OG0007236	LOC119074694|XP_037036875.1|BCOP	LOC4802692|XP_001359559.1|DPSE
OG0007237	LOC119076872|XP_037039776.1|BCOP	LOC4802025|XP_001359025.2|DPSE
OG0007238	LOC119078641|XP_037042134.1|BCOP	LOC4811782|XP_001352351.1|DPSE
OG0007239	LOC119076045|XP_037038568.1|BCOP, LOC119072269|XP_037033355.1|BCOP	LOC4802457|XP_001359374.3|DPSE
OG0007240	LOC119071746|XP_037032678.1|BCOP	LOC4802235|XP_015037689.2|DPSE
OG0007241	LOC119072238|XP_037033311.1|BCOP	LOC4815046|XP_001355179.3|DPSE
OG0007242	LOC119068101|XP_037027464.1|BCOP	LOC4815045|XP_033240671.1|DPSE
OG0007243	LOC119077856|XP_037041079.1|BCOP	LOC6901714|XP_002134382.3|DPSE
OG0007244	LOC119076676|XP_037039467.1|BCOP	LOC4803319|XP_033241889.1|DPSE
OG0007245	LOC119075786|XP_037038243.1|BCOP	LOC4800287|XP_033232381.1|DPSE
OG0007246	LOC119070456|XP_037030706.1|BCOP	LOC4800839|XP_001358043.2|DPSE
OG0007247	LOC119078952|XP_037042592.1|BCOP	LOC4805479|XP_015040677.1|DPSE
OG0007248	LOC119075918|XP_037038399.1|BCOP	LOC6901850|XP_002133388.1|DPSE
OG0007249	LOC119075865|XP_037038318.1|BCOP	LOC6901578|XP_033238998.1|DPSE
OG0007250	LOC119074647|XP_037036819.1|BCOP	LOC4814953|XP_001354862.1|DPSE
OG0007251	LOC119075237|XP_037037525.1|BCOP	LOC6897886|XP_002137988.1|DPSE
OG0007252	LOC119067761|XP_037026792.1|BCOP	LOC4801487|XP_033239381.1|DPSE
OG0007253	LOC119074853|XP_037037061.1|BCOP	LOC4813781|XP_001353266.2|DPSE
OG0007254	LOC119074409|XP_037036426.1|BCOP	LOC4803182|XP_015038338.2|DPSE
OG0007255	LOC119075801|XP_037038263.1|BCOP	LOC4814541|XP_001355002.2|DPSE
OG0007256	LOC119074644|XP_037036816.1|BCOP	LOC6897603|XP_002137748.1|DPSE
OG0007257	LOC119076664|XP_037039453.1|BCOP	LOC4802570|XP_001359465.3|DPSE
OG0007258	LOC119075956|XP_037038418.1|BCOP	LOC4802569|XP_033232403.1|DPSE
OG0007259	LOC119070980|XP_037031470.1|BCOP	LOC4815602|XP_001355473.3|DPSE
OG0007260	LOC119077909|XP_037041179.1|BCOP	LOC6900443|XP_002134834.1|DPSE
OG0007261	LOC119071692|XP_037032575.1|BCOP	LOC4803931|XP_001360572.3|DPSE
OG0007262	LOC119072050|XP_037033073.1|BCOP	LOC4815658|XP_001355352.3|DPSE
OG0007263	LOC119081014|XP_037045592.1|BCOP	LOC4813964|XP_001354123.1|DPSE
OG0007264	LOC119072239|XP_037033309.1|BCOP	LOC4812205|XP_001352408.2|DPSE
OG0007265	LOC119071975|XP_037033005.1|BCOP	LOC4815819|XP_001355249.1|DPSE
OG0007266	LOC119076016|XP_037038503.1|BCOP	LOC4800528|XP_033237396.1|DPSE
OG0007267	LOC119077917|XP_037041191.1|BCOP	LOC4803178|XP_001359961.2|DPSE
OG0007268	LOC119077055|XP_037040080.1|BCOP	LOC4804154|XP_015039645.2|DPSE
OG0007269	LOC119074596|XP_037036733.1|BCOP	LOC4815685|XP_001355465.3|DPSE
OG0007270	LOC119077655|XP_037040767.1|BCOP	LOC6897275|XP_033232740.1|DPSE
OG0007271	LOC119076826|XP_037039719.1|BCOP	LOC4802542|XP_001359441.2|DPSE
OG0007272	LOC119074957|XP_037037242.1|BCOP	LOC4812766|XP_001353861.2|DPSE
OG0007273	LOC119083981|XP_037049687.1|BCOP	LOC6897938|XP_015038314.2|DPSE
OG0007274	LOC119077929|XP_037041204.1|BCOP	LOC4800782|XP_001357997.2|DPSE
OG0007275	LOC119070337|XP_037030520.1|BCOP	LOC4813903|XP_033239793.1|DPSE
OG0007276	LOC119084115|XP_037049862.1|BCOP	LOC4813114|XP_001353681.1|DPSE
OG0007277	LOC119073573|XP_037035031.1|BCOP	LOC4813138|XP_033238583.1|DPSE
OG0007278	LOC119075229|XP_037037514.1|BCOP	LOC4814042|XP_033241508.1|DPSE
OG0007279	LOC119075223|XP_037037504.1|BCOP	LOC4814011|XP_033238103.1|DPSE
OG0007280	LOC119084184|XP_037049944.1|BCOP	LOC4814005|XP_001354178.4|DPSE
OG0007281	LOC119072767|XP_037033956.1|BCOP	LOC6897594|XP_002137739.1|DPSE
OG0007282	LOC119072751|XP_037033932.1|BCOP	LOC4802413|XP_001359336.3|DPSE
OG0007283	LOC119067049|XP_037025689.1|BCOP	LOC4802195|XP_001359163.2|DPSE
OG0007284	LOC119079433|XP_037043241.1|BCOP	LOC4801429|XP_001358524.1|DPSE
OG0007285	LOC119084474|XP_037050354.1|BCOP	LOC4815130|XP_001355216.3|DPSE
OG0007286	LOC119078057|XP_037041379.1|BCOP	LOC4815388|XP_001355215.1|DPSE
OG0007287	LOC119066214|XP_037024431.1|BCOP	LOC4817146|XP_001356737.3|DPSE
OG0007288	LOC119078063|XP_037041395.1|BCOP	LOC4815608|XP_015041288.2|DPSE
OG0007289	LOC119071306|XP_037032083.1|BCOP	LOC4815246|XP_033240127.1|DPSE
OG0007290	LOC119067847|XP_037026974.1|BCOP	LOC4803191|XP_001359974.2|DPSE
OG0007291	LOC119067254|XP_037026025.1|BCOP	LOC4815244|XP_001355131.2|DPSE
OG0007292	LOC119076467|XP_037039129.1|BCOP	LOC4811746|XP_001352317.1|DPSE
OG0007293	LOC119074334|XP_037036315.1|BCOP	LOC4802185|XP_001359154.3|DPSE
OG0007294	LOC119074199|XP_037036090.1|BCOP	LOC4802404|XP_001359328.4|DPSE
OG0007295	LOC119069103|XP_037028890.1|BCOP	LOC4803317|XP_001360080.2|DPSE
OG0007296	LOC119075851|XP_037038298.1|BCOP	LOC4801599|XP_033241875.1|DPSE
OG0007297	LOC119075722|XP_037038153.1|BCOP	LOC4802683|XP_001359553.5|DPSE
OG0007298	LOC119069432|XP_037029388.1|BCOP	LOC4802442|XP_001359361.1|DPSE
OG0007299	LOC119084033|XP_037049754.1|BCOP	LOC26533564|XP_033241823.1|DPSE
OG0007300	LOC119077672|XP_037040815.1|BCOP	LOC4802573|XP_033232402.1|DPSE
OG0007301	LOC119074952|XP_037037236.1|BCOP	LOC4802046|XP_001359039.3|DPSE
OG0007302	LOC119076809|XP_037039688.1|BCOP	LOC4802475|XP_015037826.2|DPSE
OG0007303	LOC119073664|XP_037035167.1|BCOP	LOC4815180|XP_001354884.2|DPSE
OG0007304	LOC119073767|XP_037035328.1|BCOP	LOC4816770|XP_001356196.3|DPSE
OG0007305	LOC119076147|XP_037038724.1|BCOP	LOC4813376|XP_001353967.2|DPSE
OG0007306	LOC119076105|XP_037038660.1|BCOP	LOC4813377|XP_001353968.2|DPSE
OG0007307	LOC119076679|XP_037039471.1|BCOP	LOC4802882|XP_001359711.3|DPSE
OG0007308	LOC119074645|XP_037036817.1|BCOP	LOC4801184|XP_001358316.2|DPSE
OG0007309	LOC119076640|XP_037039405.1|BCOP	LOC4802175|XP_001359147.1|DPSE
OG0007310	LOC119073520|XP_037034952.1|BCOP	LOC4802172|XP_001359145.5|DPSE
OG0007311	LOC119073432|XP_037034807.1|BCOP	LOC4802170|XP_015037650.2|DPSE
OG0007312	LOC119075778|XP_037038227.1|BCOP	LOC4803808|XP_001360466.3|DPSE
OG0007313	LOC119074595|XP_037036732.1|BCOP, LOC119079668|XP_037043614.1|BCOP	LOC4814991|XP_001354760.2|DPSE
OG0007314	LOC119078072|XP_037041418.1|BCOP	LOC4814294|XP_001354446.1|DPSE
OG0007315	LOC119078050|XP_037041359.1|BCOP	LOC4814466|XP_015041456.2|DPSE
OG0007316	LOC119067660|XP_037026657.1|BCOP	LOC4802910|XP_001359736.3|DPSE
OG0007317	LOC119074785|XP_037036958.1|BCOP	LOC4802063|XP_001359056.3|DPSE
OG0007318	LOC119074335|XP_037036318.1|BCOP	LOC6897443|XP_015037589.2|DPSE
OG0007319	LOC119070085|XP_037030297.1|BCOP	LOC4813465|XP_001353389.2|DPSE
OG0007320	LOC119073773|XP_037035339.1|BCOP	LOC26533200|XP_033236538.1|DPSE
OG0007321	LOC119084259|XP_037050063.1|BCOP	LOC4815549|XP_001355237.2|DPSE
OG0007322	LOC119076710|XP_037039521.1|BCOP	LOC4815871|XP_015041168.2|DPSE
OG0007323	LOC119076704|XP_037039512.1|BCOP	LOC4814757|XP_001354502.2|DPSE
OG0007324	LOC119075174|XP_037037466.1|BCOP	LOC4802648|XP_001359529.1|DPSE
OG0007325	LOC119074432|XP_037036456.1|BCOP	LOC4800700|XP_001357926.1|DPSE
OG0007326	LOC119074431|XP_037036453.1|BCOP	LOC4802647|XP_033236297.1|DPSE
OG0007327	LOC119076089|XP_037038638.1|BCOP	LOC4812504|XP_033237957.1|DPSE
OG0007330	LOC119077726|XP_037040897.1|BCOP	LOC6901453|XP_033240960.1|DPSE
OG0007331	LOC119084248|XP_037050044.1|BCOP	LOC6901408|XP_015041665.2|DPSE
OG0007332	LOC119084258|XP_037050059.1|BCOP	LOC4815786|XP_001355298.3|DPSE
OG0007333	LOC119072914|XP_037034131.1|BCOP	LOC4802549|XP_001359447.3|DPSE
OG0007334	LOC119076125|XP_037038689.1|BCOP	LOC4816540|XP_001355981.2|DPSE
OG0007335	LOC119074881|XP_037037113.1|BCOP	LOC4814017|XP_015042489.1|DPSE
OG0007336	LOC119085958|XP_037052413.1|BCOP	LOC4816024|XP_001355380.2|DPSE
OG0007337	LOC119066592|XP_037025046.1|BCOP	LOC4812777|XP_001353793.2|DPSE
OG0007338	LOC119074316|XP_037036265.1|BCOP	LOC4812541|XP_033240047.1|DPSE
OG0007339	LOC119073627|XP_037035115.1|BCOP	LOC4802622|XP_001359507.1|DPSE
OG0007340	LOC119081886|XP_037047011.1|BCOP	LOC4803162|XP_033237025.1|DPSE
OG0007341	LOC119074838|XP_037037028.1|BCOP	LOC6897599|XP_003736738.2|DPSE
OG0007342	LOC119084433|XP_037050306.1|BCOP	LOC4801609|XP_001358675.3|DPSE
OG0007343	LOC119069687|XP_037029738.1|BCOP	LOC4802146|XP_033232927.1|DPSE
OG0007344	LOC119086023|XP_037052490.1|BCOP	LOC4817622|XP_001357021.3|DPSE
OG0007345	LOC119070348|XP_037030572.1|BCOP	LOC4802144|XP_001359122.4|DPSE
OG0007346	LOC119072885|XP_037034100.1|BCOP	LOC4812266|XP_001352627.1|DPSE
OG0007347	LOC119074885|XP_037037121.1|BCOP	LOC6902140|XP_033240102.1|DPSE
OG0007348	LOC119074872|XP_037037093.1|BCOP	LOC4815982|XP_001355519.2|DPSE
OG0007349	LOC119074867|XP_037037085.1|BCOP	LOC4815828|XP_001355517.3|DPSE
OG0007350	LOC119077907|XP_037041174.1|BCOP	LOC4814510|XP_001354539.2|DPSE
OG0007351	LOC119084418|XP_037050280.1|BCOP	LOC4813692|XP_015043041.2|DPSE
OG0007352	LOC119084447|XP_037050322.1|BCOP	LOC6898640|XP_002138645.2|DPSE
OG0007353	LOC119074397|XP_037036412.1|BCOP	LOC4802495|XP_001359406.1|DPSE
OG0007354	LOC119076103|XP_037038657.1|BCOP	LOC4815383|XP_001355186.2|DPSE
OG0007355	LOC119083976|XP_037049675.1|BCOP	LOC4802051|XP_033241830.1|DPSE
OG0007356	LOC119080145|XP_037044257.1|BCOP	LOC6898530|XP_002138566.2|DPSE
OG0007357	LOC119084023|XP_037049736.1|BCOP	LOC4802292|XP_033233028.1|DPSE
OG0007358	LOC119074813|XP_037036994.1|BCOP	LOC4802305|XP_001359248.3|DPSE
OG0007359	LOC119078118|XP_037041466.1|BCOP	LOC4801245|XP_033233053.1|DPSE
OG0007360	LOC119076115|XP_037038672.1|BCOP	LOC6897025|XP_033232596.1|DPSE
OG0007361	LOC119074385|XP_037036395.1|BCOP	LOC4815376|XP_015041414.2|DPSE
OG0007362	LOC119082624|XP_037048081.1|BCOP	LOC4817962|XP_001357238.2|DPSE
OG0007363	LOC119078086|XP_037041443.1|BCOP	LOC4814302|XP_033240212.1|DPSE
OG0007364	LOC119078058|XP_037041380.1|BCOP	LOC4814416|XP_033240210.1|DPSE
OG0007365	LOC119071859|XP_037032816.1|BCOP	LOC4814239|XP_001354472.3|DPSE
OG0007366	LOC119073277|XP_037034590.1|BCOP	LOC4803240|XP_001360013.3|DPSE
OG0007367	LOC119076606|XP_037039357.1|BCOP	LOC4812643|XP_001353032.4|DPSE
OG0007368	LOC119074060|XP_037035908.1|BCOP	LOC6897967|XP_002138066.2|DPSE
OG0007369	LOC119084247|XP_037050083.1|BCOP	LOC13036310|XP_033232786.1|DPSE
OG0007370	LOC119072415|XP_037033559.1|BCOP	LOC4804340|XP_001360915.4|DPSE
OG0007371	LOC119067799|XP_037026841.1|BCOP	LOC6896762|XP_002136968.3|DPSE
OG0007372	LOC119084032|XP_037049752.1|BCOP	LOC4803034|XP_001359836.3|DPSE
OG0007373	LOC119072047|XP_037033069.1|BCOP	LOC4815904|XP_001355313.4|DPSE
OG0007374	LOC119083299|XP_037048888.1|BCOP	LOC4815094|XP_001354924.1|DPSE
OG0007375	LOC119076404|XP_037039025.1|BCOP	LOC6901598|XP_002134269.2|DPSE
OG0007376	LOC119074597|XP_037036735.1|BCOP, LOC119074590|XP_037036724.1|BCOP	LOC4815557|XP_001355525.2|DPSE
OG0007377	LOC119075818|XP_037038281.1|BCOP	LOC26534035|XP_033241587.1|DPSE
OG0007378	LOC119075775|XP_037038224.1|BCOP	LOC6901581|XP_033238216.1|DPSE
OG0007379	LOC119072858|XP_037034060.1|BCOP	LOC4815529|XP_015041345.1|DPSE
OG0007380	LOC119072271|XP_037033360.1|BCOP	LOC4815770|XP_001355447.2|DPSE
OG0007381	LOC119076792|XP_037039649.1|BCOP	LOC6902260|XP_033238202.1|DPSE
OG0007382	LOC119077898|XP_037041161.1|BCOP	LOC4815917|XP_001355224.2|DPSE
OG0007383	LOC119074915|XP_037037165.1|BCOP	LOC4814253|XP_015042333.2|DPSE
OG0007384	LOC119078651|XP_037042141.1|BCOP	LOC4815947|XP_001355222.1|DPSE
OG0007385	LOC119076512|XP_037039192.1|BCOP	LOC4815640|XP_001355302.2|DPSE
OG0007386	LOC119085707|XP_037052054.1|BCOP	LOC4815461|XP_001355696.4|DPSE
OG0007387	LOC119073667|XP_037035197.1|BCOP	LOC117185106|XP_033240857.1|DPSE, LOC4811756|XP_001352328.1|DPSE
OG0007388	LOC119067006|XP_037025665.1|BCOP	LOC4811773|XP_033237477.1|DPSE
OG0007389	LOC119070825|XP_037031220.1|BCOP	LOC4817811|XP_015035512.2|DPSE
OG0007390	LOC119084484|XP_037050369.1|BCOP	LOC4815158|XP_001354538.4|DPSE
OG0007391	LOC119068974|XP_037028739.1|BCOP	LOC4803221|XP_001359997.2|DPSE
OG0007392	LOC119084487|XP_037050385.1|BCOP	LOC4815487|XP_033237631.1|DPSE
OG0007393	LOC119078129|XP_037041486.1|BCOP	LOC4802163|XP_001359135.4|DPSE
OG0007394	LOC119067163|XP_037025901.1|BCOP	LOC4815437|XP_033240817.1|DPSE
OG0007395	LOC119069864|XP_037029934.1|BCOP	LOC6901661|XP_033237491.1|DPSE
OG0007396	LOC119074324|XP_037036294.1|BCOP	LOC4802437|XP_001359358.3|DPSE
OG0007397	LOC119071482|XP_037032228.1|BCOP, LOC119073494|XP_037034896.1|BCOP	LOC6899734|XP_033235290.1|DPSE
OG0007398	LOC119074463|XP_037036499.1|BCOP	LOC4803929|XP_001360570.3|DPSE
OG0007399	LOC119076410|XP_037039037.1|BCOP	LOC4815076|XP_001354984.4|DPSE
OG0007400	LOC119076127|XP_037038693.1|BCOP	LOC4815901|XP_001355348.2|DPSE
OG0007401	LOC119069444|XP_037029396.1|BCOP	LOC4811661|XP_033239434.1|DPSE
OG0007402	LOC119076218|XP_037038765.1|BCOP	LOC4803261|XP_001360033.4|DPSE
OG0007403	LOC119075732|XP_037038166.1|BCOP	LOC4803250|XP_001360023.4|DPSE
OG0007404	LOC119076172|XP_037038753.1|BCOP	LOC4803246|XP_033232350.1|DPSE
OG0007405	LOC119068034|XP_037027295.1|BCOP	LOC4802364|XP_001359293.2|DPSE
OG0007406	LOC119077654|XP_037040765.1|BCOP	LOC4802988|XP_001359796.2|DPSE
OG0007407	LOC119072566|XP_037033701.1|BCOP	LOC6903343|XP_002132224.2|DPSE
OG0007408	LOC119071265|XP_037032017.1|BCOP	LOC4812294|XP_001352924.4|DPSE
OG0007409	LOC119066706|XP_037025201.1|BCOP	LOC6902910|XP_015035996.1|DPSE
OG0007410	LOC119078713|XP_037042281.1|BCOP	LOC4814530|XP_002134355.2|DPSE
OG0007411	LOC119084302|XP_037050116.1|BCOP	LOC4815436|XP_001355539.2|DPSE
