Orthogroup	BCOP.longest_only	DSAN.longest_only
OG0007241	LOC119072238|XP_037033311.1|BCOP	LOC120455025|XP_039496790.1|DSAN
OG0007242	LOC119068101|XP_037027464.1|BCOP	LOC120455021|XP_039496783.1|DSAN
OG0007243	LOC119077856|XP_037041079.1|BCOP	LOC120454939|XP_039496641.1|DSAN
OG0007244	LOC119076676|XP_037039467.1|BCOP	LOC120454090|XP_039495035.1|DSAN
OG0007245	LOC119075786|XP_037038243.1|BCOP	LOC120452922|XP_039493319.1|DSAN
OG0007246	LOC119070456|XP_037030706.1|BCOP	LOC120452284|XP_039492350.1|DSAN
OG0007247	LOC119078952|XP_037042592.1|BCOP	LOC120447132|XP_039484499.1|DSAN
OG0007248	LOC119075918|XP_037038399.1|BCOP	LOC120455749|XP_039498107.1|DSAN
OG0007249	LOC119075865|XP_037038318.1|BCOP	LOC120457271|XP_039500627.1|DSAN
OG0007250	LOC119074647|XP_037036819.1|BCOP	LOC120456369|XP_039499115.1|DSAN
OG0007251	LOC119075237|XP_037037525.1|BCOP	LOC120454574|XP_039495907.1|DSAN
OG0007252	LOC119067761|XP_037026792.1|BCOP	LOC120453132|XP_039493615.1|DSAN
OG0007253	LOC119074853|XP_037037061.1|BCOP	LOC120447981|XP_039485610.1|DSAN
OG0007254	LOC119074409|XP_037036426.1|BCOP	LOC120454519|XP_039495815.1|DSAN
OG0007255	LOC119075801|XP_037038263.1|BCOP	LOC120455299|XP_039497273.1|DSAN
OG0007256	LOC119074644|XP_037036816.1|BCOP	LOC120451035|XP_039490296.1|DSAN
OG0007257	LOC119076664|XP_037039453.1|BCOP	LOC120451485|XP_039491141.1|DSAN
OG0007258	LOC119075956|XP_037038418.1|BCOP	LOC120451488|XP_039491146.1|DSAN
OG0007259	LOC119070980|XP_037031470.1|BCOP	LOC120456371|XP_039499119.1|DSAN
OG0007260	LOC119077909|XP_037041179.1|BCOP	LOC120447897|XP_039485473.1|DSAN
OG0007261	LOC119071692|XP_037032575.1|BCOP	LOC120446253|XP_039483059.1|DSAN
OG0007262	LOC119072050|XP_037033073.1|BCOP	LOC120455394|XP_039497466.1|DSAN
OG0007263	LOC119081014|XP_037045592.1|BCOP	LOC120450439|XP_039489385.1|DSAN
OG0007264	LOC119072239|XP_037033309.1|BCOP	LOC120447626|XP_039485058.1|DSAN
OG0007265	LOC119071975|XP_037033005.1|BCOP	LOC120457414|XP_039500946.1|DSAN
OG0007266	LOC119076016|XP_037038503.1|BCOP	LOC120453995|XP_039494886.1|DSAN
OG0007267	LOC119077917|XP_037041191.1|BCOP	LOC120452346|XP_039492453.1|DSAN
OG0007268	LOC119077055|XP_037040080.1|BCOP	LOC120444350|XP_039479864.1|DSAN
OG0007269	LOC119074596|XP_037036733.1|BCOP	LOC120457159|XP_039500367.1|DSAN
OG0007270	LOC119077655|XP_037040767.1|BCOP	LOC120453233|XP_039493767.1|DSAN
OG0007271	LOC119076826|XP_037039719.1|BCOP	LOC120453930|XP_039494809.1|DSAN
OG0007272	LOC119074957|XP_037037242.1|BCOP	LOC120450039|XP_039488728.1|DSAN
OG0007273	LOC119083981|XP_037049687.1|BCOP	LOC120452995|XP_039493432.1|DSAN
OG0007274	LOC119077929|XP_037041204.1|BCOP	LOC120453407|XP_039494033.1|DSAN
OG0007275	LOC119070337|XP_037030520.1|BCOP	LOC120450624|XP_039489704.1|DSAN
OG0007276	LOC119084115|XP_037049862.1|BCOP	LOC120450623|XP_039489703.1|DSAN
OG0007277	LOC119073573|XP_037035031.1|BCOP	LOC120449963|XP_039488599.1|DSAN
OG0007278	LOC119075229|XP_037037514.1|BCOP	LOC120450577|XP_039489629.1|DSAN
OG0007279	LOC119075223|XP_037037504.1|BCOP	LOC120448034|XP_039485711.1|DSAN
OG0007280	LOC119084184|XP_037049944.1|BCOP	LOC120448724|XP_039486827.1|DSAN
OG0007281	LOC119072767|XP_037033956.1|BCOP	LOC120454659|XP_039496096.1|DSAN
OG0007282	LOC119072751|XP_037033932.1|BCOP	LOC120454656|XP_039496093.1|DSAN
OG0007283	LOC119067049|XP_037025689.1|BCOP	LOC120453566|XP_039494258.1|DSAN
OG0007284	LOC119079433|XP_037043241.1|BCOP	LOC120451317|XP_039490820.1|DSAN
OG0007285	LOC119084474|XP_037050354.1|BCOP	LOC120455083|XP_039496882.1|DSAN
OG0007286	LOC119078057|XP_037041379.1|BCOP	LOC120455076|XP_039496866.1|DSAN
OG0007287	LOC119066214|XP_037024431.1|BCOP	LOC120455761|XP_039498148.1|DSAN
OG0007288	LOC119078063|XP_037041395.1|BCOP	LOC120456457|XP_039499234.1|DSAN
OG0007289	LOC119071306|XP_037032083.1|BCOP	LOC120456686|XP_039499582.1|DSAN
OG0007290	LOC119067847|XP_037026974.1|BCOP	LOC120451631|XP_039491422.1|DSAN
OG0007291	LOC119067254|XP_037026025.1|BCOP	LOC120455577|XP_039497881.1|DSAN
OG0007292	LOC119076467|XP_037039129.1|BCOP	LOC120456573|XP_039499394.1|DSAN
OG0007293	LOC119074334|XP_037036315.1|BCOP	LOC120452357|XP_039492464.1|DSAN
OG0007294	LOC119074199|XP_037036090.1|BCOP	LOC120450995|XP_039490238.1|DSAN
OG0007295	LOC119069103|XP_037028890.1|BCOP	LOC120454040|XP_039494966.1|DSAN
OG0007296	LOC119075851|XP_037038298.1|BCOP	LOC120454349|XP_039495496.1|DSAN
OG0007297	LOC119075722|XP_037038153.1|BCOP	LOC120454039|XP_039494965.1|DSAN
OG0007298	LOC119069432|XP_037029388.1|BCOP	LOC120453343|XP_039493945.1|DSAN
OG0007299	LOC119084033|XP_037049754.1|BCOP	LOC120454528|XP_039495832.1|DSAN
OG0007300	LOC119077672|XP_037040815.1|BCOP	LOC120451487|XP_039491143.1|DSAN
OG0007301	LOC119074952|XP_037037236.1|BCOP	LOC120451998|XP_039491961.1|DSAN
OG0007302	LOC119076809|XP_037039688.1|BCOP	LOC120454543|XP_039495857.1|DSAN
OG0007303	LOC119073664|XP_037035167.1|BCOP	LOC120455488|XP_039497659.1|DSAN
OG0007304	LOC119073767|XP_037035328.1|BCOP	LOC120458221|XP_039501735.1|DSAN
OG0007305	LOC119076147|XP_037038724.1|BCOP	LOC120448462|XP_039486415.1|DSAN
OG0007306	LOC119076105|XP_037038660.1|BCOP	LOC120448460|XP_039486411.1|DSAN
OG0007307	LOC119076679|XP_037039471.1|BCOP	LOC120451469|XP_039491089.1|DSAN
OG0007308	LOC119074645|XP_037036817.1|BCOP	LOC120454229|XP_039495264.1|DSAN
OG0007309	LOC119076640|XP_037039405.1|BCOP	LOC120452571|XP_039492787.1|DSAN
OG0007310	LOC119073520|XP_037034952.1|BCOP	LOC120452888|XP_039493278.1|DSAN
OG0007311	LOC119073432|XP_037034807.1|BCOP	LOC120454148|XP_039495140.1|DSAN
OG0007312	LOC119075778|XP_037038227.1|BCOP	LOC120445812|XP_039482360.1|DSAN
OG0007313	LOC119074595|XP_037036732.1|BCOP, LOC119079668|XP_037043614.1|BCOP	LOC120456191|XP_039498805.1|DSAN
OG0007314	LOC119078072|XP_037041418.1|BCOP	LOC120456324|XP_039499018.1|DSAN
OG0007315	LOC119078050|XP_037041359.1|BCOP	LOC120456053|XP_039498565.1|DSAN
OG0007316	LOC119067660|XP_037026657.1|BCOP	LOC120450867|XP_039490024.1|DSAN
OG0007317	LOC119074785|XP_037036958.1|BCOP	LOC120451210|XP_039490618.1|DSAN
OG0007318	LOC119074335|XP_037036318.1|BCOP	LOC120451207|XP_039490610.1|DSAN
OG0007319	LOC119070085|XP_037030297.1|BCOP	LOC120448988|XP_039487189.1|DSAN
OG0007320	LOC119073773|XP_037035339.1|BCOP	LOC120452824|XP_039493163.1|DSAN
OG0007321	LOC119084259|XP_037050063.1|BCOP	LOC120456602|XP_039499446.1|DSAN
OG0007322	LOC119076710|XP_037039521.1|BCOP	LOC120456376|XP_039499129.1|DSAN
OG0007323	LOC119076704|XP_037039512.1|BCOP	LOC120455754|XP_039498126.1|DSAN
OG0007324	LOC119075174|XP_037037466.1|BCOP	LOC120452259|XP_039492323.1|DSAN
OG0007325	LOC119074432|XP_037036456.1|BCOP	LOC120454695|XP_039496162.1|DSAN
OG0007326	LOC119074431|XP_037036453.1|BCOP	LOC120451739|XP_039491580.1|DSAN
OG0007327	LOC119076089|XP_037038638.1|BCOP	LOC120448018|XP_039485689.1|DSAN
OG0007328	LOC119074438|XP_037036461.1|BCOP	LOC120451260|XP_039490722.1|DSAN
OG0007330	LOC119077726|XP_037040897.1|BCOP	LOC120456523|XP_039499326.1|DSAN
OG0007331	LOC119084248|XP_037050044.1|BCOP	LOC120455409|XP_039497485.1|DSAN
OG0007332	LOC119084258|XP_037050059.1|BCOP	LOC120456162|XP_039498735.1|DSAN
OG0007333	LOC119072914|XP_037034131.1|BCOP	LOC120453812|XP_039494624.1|DSAN
OG0007334	LOC119076125|XP_037038689.1|BCOP	LOC120454697|XP_039496168.1|DSAN
OG0007335	LOC119074881|XP_037037113.1|BCOP	LOC120448235|XP_039486069.1|DSAN
OG0007336	LOC119085958|XP_037052413.1|BCOP	LOC120457151|XP_039500358.1|DSAN
OG0007337	LOC119066592|XP_037025046.1|BCOP	LOC120448980|XP_039487176.1|DSAN
OG0007338	LOC119074316|XP_037036265.1|BCOP	LOC120450190|XP_039488989.1|DSAN
OG0007339	LOC119073627|XP_037035115.1|BCOP	LOC120454529|XP_039495834.1|DSAN
OG0007340	LOC119081886|XP_037047011.1|BCOP	LOC120453600|XP_039494299.1|DSAN
OG0007341	LOC119074838|XP_037037028.1|BCOP	LOC120451275|XP_039490752.1|DSAN
OG0007342	LOC119084433|XP_037050306.1|BCOP	LOC120453495|XP_039494165.1|DSAN
OG0007343	LOC119069687|XP_037029738.1|BCOP	LOC120452548|XP_039492756.1|DSAN
OG0007344	LOC119086023|XP_037052490.1|BCOP	LOC120458281|XP_039501811.1|DSAN
OG0007345	LOC119070348|XP_037030572.1|BCOP	LOC120450746|XP_039489803.1|DSAN
OG0007346	LOC119072885|XP_037034100.1|BCOP	LOC120447538|XP_039484916.1|DSAN
OG0007347	LOC119074885|XP_037037121.1|BCOP	LOC120455828|XP_039498227.1|DSAN
OG0007348	LOC119074872|XP_037037093.1|BCOP	LOC120455824|XP_039498223.1|DSAN
OG0007349	LOC119074867|XP_037037085.1|BCOP	LOC120455816|XP_039498213.1|DSAN
OG0007350	LOC119077907|XP_037041174.1|BCOP	LOC120456834|XP_039499818.1|DSAN
OG0007351	LOC119084418|XP_037050280.1|BCOP	LOC120448172|XP_039485943.1|DSAN
OG0007352	LOC119084447|XP_037050322.1|BCOP	LOC120445703|XP_039482197.1|DSAN
OG0007353	LOC119074397|XP_037036412.1|BCOP	LOC120451960|XP_039491918.1|DSAN
OG0007354	LOC119076103|XP_037038657.1|BCOP	LOC120455027|XP_039496792.1|DSAN
OG0007355	LOC119083976|XP_037049675.1|BCOP	LOC120454668|XP_039496113.1|DSAN
OG0007356	LOC119080145|XP_037044257.1|BCOP	LOC120449647|XP_039488177.1|DSAN
OG0007357	LOC119084023|XP_037049736.1|BCOP	LOC120452107|XP_039492116.1|DSAN
OG0007358	LOC119074813|XP_037036994.1|BCOP	LOC120451750|XP_039491607.1|DSAN
OG0007359	LOC119078118|XP_037041466.1|BCOP	LOC120454289|XP_039495409.1|DSAN
OG0007360	LOC119076115|XP_037038672.1|BCOP	LOC120454099|XP_039495043.1|DSAN
OG0007361	LOC119074385|XP_037036395.1|BCOP	LOC120455751|XP_039498109.1|DSAN
OG0007362	LOC119082624|XP_037048081.1|BCOP	LOC120444443|XP_039480036.1|DSAN
OG0007363	LOC119078086|XP_037041443.1|BCOP	LOC120456675|XP_039499566.1|DSAN
OG0007364	LOC119078058|XP_037041380.1|BCOP	LOC120457398|XP_039500903.1|DSAN
OG0007365	LOC119071859|XP_037032816.1|BCOP	LOC120455307|XP_039497290.1|DSAN
OG0007366	LOC119073277|XP_037034590.1|BCOP	LOC120452071|XP_039492068.1|DSAN
OG0007367	LOC119076606|XP_037039357.1|BCOP	LOC120447639|XP_039485080.1|DSAN
OG0007368	LOC119074060|XP_037035908.1|BCOP	LOC120452901|XP_039493292.1|DSAN
OG0007369	LOC119084247|XP_037050083.1|BCOP	LOC120450816|XP_039489926.1|DSAN
OG0007370	LOC119072415|XP_037033559.1|BCOP	LOC120443921|XP_039479300.1|DSAN
OG0007371	LOC119067799|XP_037026841.1|BCOP	LOC120453514|XP_039494196.1|DSAN
OG0007372	LOC119084032|XP_037049752.1|BCOP	LOC120454219|XP_039495252.1|DSAN
OG0007373	LOC119072047|XP_037033069.1|BCOP	LOC120456362|XP_039499091.1|DSAN
OG0007374	LOC119083299|XP_037048888.1|BCOP	LOC120456452|XP_039499225.1|DSAN
OG0007375	LOC119076404|XP_037039025.1|BCOP	LOC120455562|XP_039497856.1|DSAN
OG0007376	LOC119074597|XP_037036735.1|BCOP, LOC119074590|XP_037036724.1|BCOP	LOC120455796|XP_039498188.1|DSAN
OG0007377	LOC119075818|XP_037038281.1|BCOP	LOC120455772|XP_039498162.1|DSAN
OG0007378	LOC119075775|XP_037038224.1|BCOP	LOC120455435|XP_039497565.1|DSAN
OG0007379	LOC119072858|XP_037034060.1|BCOP	LOC120455313|XP_039497297.1|DSAN
OG0007380	LOC119072271|XP_037033360.1|BCOP	LOC120456755|XP_039499682.1|DSAN
OG0007381	LOC119076792|XP_037039649.1|BCOP	LOC120455235|XP_039497145.1|DSAN
OG0007382	LOC119077898|XP_037041161.1|BCOP	LOC120455660|XP_039497988.1|DSAN
OG0007383	LOC119074915|XP_037037165.1|BCOP	LOC120455535|XP_039497808.1|DSAN
OG0007384	LOC119078651|XP_037042141.1|BCOP	LOC120455665|XP_039497994.1|DSAN
OG0007385	LOC119076512|XP_037039192.1|BCOP	LOC120455977|XP_039498464.1|DSAN
OG0007386	LOC119085707|XP_037052054.1|BCOP	LOC120456512|XP_039499313.1|DSAN
OG0007387	LOC119073667|XP_037035197.1|BCOP	LOC120456981|XP_039500064.1|DSAN
OG0007388	LOC119067006|XP_037025665.1|BCOP	LOC120456098|XP_039498627.1|DSAN
OG0007389	LOC119070825|XP_037031220.1|BCOP	LOC120445555|XP_039481960.1|DSAN
OG0007390	LOC119084484|XP_037050369.1|BCOP	LOC120457396|XP_039500900.1|DSAN
OG0007391	LOC119068974|XP_037028739.1|BCOP	LOC120454648|XP_039496083.1|DSAN
OG0007392	LOC119084487|XP_037050385.1|BCOP	LOC120455197|XP_039497074.1|DSAN
OG0007393	LOC119078129|XP_037041486.1|BCOP	LOC120454696|XP_039496163.1|DSAN
OG0007394	LOC119067163|XP_037025901.1|BCOP	LOC120455388|XP_039497450.1|DSAN, LOC120457860|XP_039501309.1|DSAN
OG0007395	LOC119069864|XP_037029934.1|BCOP	LOC120457327|XP_039500766.1|DSAN
OG0007396	LOC119074324|XP_037036294.1|BCOP	LOC120450951|XP_039490170.1|DSAN
OG0007397	LOC119071482|XP_037032228.1|BCOP, LOC119073494|XP_037034896.1|BCOP	LOC120458027|XP_039501466.1|DSAN
OG0007398	LOC119074463|XP_037036499.1|BCOP	LOC120446761|XP_039483832.1|DSAN
OG0007399	LOC119076410|XP_037039037.1|BCOP	LOC120455563|XP_039497859.1|DSAN
OG0007400	LOC119076127|XP_037038693.1|BCOP	LOC120456965|XP_039500044.1|DSAN
OG0007401	LOC119069444|XP_037029396.1|BCOP	LOC120455441|XP_039497572.1|DSAN
OG0007402	LOC119076218|XP_037038765.1|BCOP	LOC120452143|XP_039492167.1|DSAN
OG0007403	LOC119075732|XP_037038166.1|BCOP	LOC120454330|XP_039495471.1|DSAN
OG0007404	LOC119076172|XP_037038753.1|BCOP	LOC120453246|XP_039493786.1|DSAN
OG0007405	LOC119068034|XP_037027295.1|BCOP	LOC120450733|XP_039489786.1|DSAN
OG0007406	LOC119077654|XP_037040765.1|BCOP	LOC120450760|XP_039489832.1|DSAN
OG0007407	LOC119072566|XP_037033701.1|BCOP	LOC120443871|XP_039479179.1|DSAN
OG0007408	LOC119071265|XP_037032017.1|BCOP	LOC120450482|XP_039489463.1|DSAN
OG0007409	LOC119066706|XP_037025201.1|BCOP	LOC120453820|XP_039494639.1|DSAN
OG0007410	LOC119078713|XP_037042281.1|BCOP	LOC120455248|XP_039497178.1|DSAN
OG0007411	LOC119084302|XP_037050116.1|BCOP	LOC120456848|XP_039499838.1|DSAN
OG0007412	LOC119078243|XP_037041607.1|BCOP	LOC120456163|XP_039498742.1|DSAN
OG0007413	LOC119084430|XP_037050302.1|BCOP	LOC120458324|XP_039501876.1|DSAN
OG0007414	LOC119084877|XP_037050912.1|BCOP	LOC120454964|XP_039496679.1|DSAN
OG0007415	LOC119084031|XP_037049751.1|BCOP	LOC120456661|XP_039499527.1|DSAN
OG0007416	LOC119084021|XP_037049732.1|BCOP	LOC120457137|XP_039500313.1|DSAN
OG0007417	LOC119084059|XP_037049791.1|BCOP	LOC120456768|XP_039499699.1|DSAN
OG0007418	LOC119069801|XP_037029855.1|BCOP	LOC120444456|XP_039480054.1|DSAN
OG0007419	LOC119084217|XP_037050007.1|BCOP	LOC120452200|XP_039492254.1|DSAN
OG0007420	LOC119084226|XP_037050019.1|BCOP	LOC120444470|XP_039480081.1|DSAN
OG0007421	LOC119084982|XP_037051028.1|BCOP	LOC120456999|XP_039500086.1|DSAN
OG0007422	LOC119074898|XP_037037140.1|BCOP	LOC120455871|XP_039498278.1|DSAN
OG0007423	LOC119074890|XP_037037128.1|BCOP	LOC120456406|XP_039499171.1|DSAN
OG0007424	LOC119076479|XP_037039153.1|BCOP	LOC120448099|XP_039485836.1|DSAN
OG0007425	LOC119084483|XP_037050366.1|BCOP	LOC120449762|XP_039488332.1|DSAN
OG0007426	LOC119074754|XP_037036914.1|BCOP	LOC120455743|XP_039498100.1|DSAN
OG0007427	LOC119067101|XP_037025762.1|BCOP	LOC120455718|XP_039498067.1|DSAN
OG0007428	LOC119074862|XP_037037071.1|BCOP	LOC120457256|XP_039500588.1|DSAN
OG0007429	LOC119084450|XP_037050326.1|BCOP	LOC120444705|XP_039480510.1|DSAN
OG0007430	LOC119074255|XP_037036173.1|BCOP	LOC120447602|XP_039485007.1|DSAN
OG0007431	LOC119077706|XP_037040877.1|BCOP	LOC120458202|XP_039501713.1|DSAN
OG0007432	LOC119071769|XP_037032714.1|BCOP	LOC120448735|XP_039486848.1|DSAN
OG0007433	LOC119066577|XP_037025025.1|BCOP	LOC120456202|XP_039498816.1|DSAN
OG0007434	LOC119074227|XP_037036140.1|BCOP	LOC120448932|XP_039487103.1|DSAN
OG0007435	LOC119086032|XP_037052503.1|BCOP	LOC120449359|XP_039487706.1|DSAN
OG0007436	LOC119079089|XP_037042800.1|BCOP	LOC120448632|XP_039486689.1|DSAN
OG0007437	LOC119071629|XP_037032482.1|BCOP	LOC120449123|XP_039487370.1|DSAN
OG0007438	LOC119070958|XP_037031410.1|BCOP	LOC120449614|XP_039488123.1|DSAN
OG0007439	LOC119072277|XP_037033365.1|BCOP	LOC120451835|XP_039491745.1|DSAN
OG0007440	LOC119072243|XP_037033317.1|BCOP	LOC120457341|XP_039500783.1|DSAN
OG0007441	LOC119082821|XP_037048367.1|BCOP	LOC120445281|XP_039481515.1|DSAN
OG0007442	LOC119071171|XP_037031828.1|BCOP	LOC120452344|XP_039492449.1|DSAN
OG0007443	LOC119085199|XP_037051406.1|BCOP	LOC120445433|XP_039481797.1|DSAN
OG0007444	LOC119069717|XP_037029735.1|BCOP	LOC120446504|XP_039483445.1|DSAN
OG0007445	LOC119069716|XP_037029734.1|BCOP	LOC120446503|XP_039483444.1|DSAN
OG0007446	LOC119076949|XP_037039897.1|BCOP	LOC120446580|XP_039483536.1|DSAN
OG0007447	LOC119077049|XP_037040076.1|BCOP	LOC120446319|XP_039483168.1|DSAN
OG0007448	LOC119083476|XP_037049090.1|BCOP	LOC120446219|XP_039483010.1|DSAN
OG0007449	LOC119078232|XP_037041587.1|BCOP	LOC120449888|XP_039488500.1|DSAN
OG0007450	LOC119078266|XP_037041659.1|BCOP	LOC120450569|XP_039489620.1|DSAN
OG0007451	LOC119066944|XP_037025555.1|BCOP	LOC120447476|XP_039484806.1|DSAN
OG0007452	LOC119066943|XP_037025554.1|BCOP	LOC120447475|XP_039484805.1|DSAN
OG0007453	LOC119075408|XP_037037747.1|BCOP	LOC120448759|XP_039486878.1|DSAN
OG0007454	LOC119067953|XP_037027172.1|BCOP	LOC120450251|XP_039489073.1|DSAN
OG0007455	LOC119072385|XP_037033482.1|BCOP	LOC120445873|XP_039482450.1|DSAN
OG0007456	LOC119072380|XP_037033475.1|BCOP	LOC120457338|XP_039500781.1|DSAN
OG0007457	LOC119086065|XP_037052536.1|BCOP	LOC120448347|XP_039486245.1|DSAN
OG0007458	LOC119086067|XP_037052538.1|BCOP	LOC120446065|XP_039482779.1|DSAN
OG0007459	LOC119086063|XP_037052534.1|BCOP	LOC120451462|XP_039491078.1|DSAN
OG0007460	LOC119066912|XP_037025507.1|BCOP	LOC120444727|XP_039480586.1|DSAN
OG0007461	LOC119071711|XP_037032600.1|BCOP	LOC120450601|XP_039489657.1|DSAN
OG0007462	LOC119071789|XP_037032745.1|BCOP	LOC120449477|XP_039487887.1|DSAN
OG0007463	LOC119071716|XP_037032607.1|BCOP	LOC120449476|XP_039487885.1|DSAN
OG0007464	LOC119071713|XP_037032604.1|BCOP	LOC120447485|XP_039484815.1|DSAN
OG0007465	LOC119078308|XP_037041707.1|BCOP	LOC120450073|XP_039488792.1|DSAN
OG0007467	LOC119079618|XP_037043509.1|BCOP	LOC120457656|XP_039501089.1|DSAN
OG0007468	LOC119067341|XP_037026144.1|BCOP	LOC120447138|XP_039484506.1|DSAN
OG0007469	LOC119086024|XP_037052491.1|BCOP	LOC120448423|XP_039486357.1|DSAN
OG0007470	LOC119070867|XP_037031274.1|BCOP	LOC120444722|XP_039480560.1|DSAN
OG0007471	LOC119071259|XP_037032003.1|BCOP	LOC120445854|XP_039482428.1|DSAN
OG0007472	LOC119074207|XP_037036098.1|BCOP	LOC120457311|XP_039500739.1|DSAN
OG0007473	LOC119072342|XP_037033423.1|BCOP	LOC120449663|XP_039488197.1|DSAN
OG0007474	LOC119079075|XP_037042780.1|BCOP	LOC120446221|XP_039483014.1|DSAN
OG0007475	LOC119066931|XP_037025539.1|BCOP	LOC120448355|XP_039486256.1|DSAN
OG0007476	LOC119074279|XP_037036193.1|BCOP	LOC120457145|XP_039500348.1|DSAN
OG0007477	LOC119067543|XP_037026503.1|BCOP	LOC120457138|XP_039500317.1|DSAN
OG0007478	LOC119070975|XP_037031450.1|BCOP	LOC120446979|XP_039484188.1|DSAN
OG0007479	LOC119071206|XP_037031893.1|BCOP	LOC120457072|XP_039500184.1|DSAN
OG0007480	LOC119072669|XP_037033821.1|BCOP	LOC120452952|XP_039493372.1|DSAN
OG0007481	LOC119072652|XP_037033805.1|BCOP	LOC120449791|XP_039488369.1|DSAN
OG0007482	LOC119066885|XP_037025468.1|BCOP	LOC120445757|XP_039482277.1|DSAN
OG0007483	LOC119077046|XP_037040070.1|BCOP	LOC120452735|XP_039493042.1|DSAN
OG0007484	LOC119074625|XP_037036787.1|BCOP	LOC120455611|XP_039497925.1|DSAN
OG0007485	LOC119074670|XP_037036849.1|BCOP	LOC120456150|XP_039498713.1|DSAN
OG0007486	LOC119067566|XP_037026542.1|BCOP	LOC120455847|XP_039498252.1|DSAN
OG0007487	LOC119079490|XP_037043330.1|BCOP	LOC120454820|XP_039496207.1|DSAN
OG0007488	LOC119072343|XP_037033425.1|BCOP	LOC120448131|XP_039485883.1|DSAN
OG0007489	LOC119073636|XP_037035127.1|BCOP	LOC120454531|XP_039495835.1|DSAN
OG0007490	LOC119081326|XP_037046009.1|BCOP	LOC120455737|XP_039498091.1|DSAN
OG0007491	LOC119081970|XP_037047177.1|BCOP	LOC120454987|XP_039496713.1|DSAN
OG0007492	LOC119070970|XP_037031439.1|BCOP	LOC120453014|XP_039493467.1|DSAN
OG0007493	LOC119070078|XP_037030279.1|BCOP	LOC120456453|XP_039499226.1|DSAN
OG0007494	LOC119082708|XP_037048180.1|BCOP	LOC120458166|XP_039501659.1|DSAN
OG0007495	LOC119073489|XP_037034889.1|BCOP	LOC120457196|XP_039500484.1|DSAN
OG0007496	LOC119074213|XP_037036107.1|BCOP	LOC120447971|XP_039485597.1|DSAN
OG0007497	LOC119072087|XP_037033141.1|BCOP	LOC120447713|XP_039485179.1|DSAN
OG0007498	LOC119071056|XP_037031571.1|BCOP	LOC120450641|XP_039489728.1|DSAN
OG0007499	LOC119071055|XP_037031570.1|BCOP	LOC120450446|XP_039489394.1|DSAN
OG0007500	LOC119081287|XP_037045943.1|BCOP	LOC120450447|XP_039489398.1|DSAN
OG0007501	LOC119078987|XP_037042637.1|BCOP	LOC120450507|XP_039489493.1|DSAN
OG0007502	LOC119078319|XP_037041718.1|BCOP	LOC120454677|XP_039496126.1|DSAN
OG0007503	LOC119082367|XP_037047783.1|BCOP	LOC120458075|XP_039501522.1|DSAN
OG0007504	LOC119074976|XP_037037273.1|BCOP	LOC120449962|XP_039488598.1|DSAN
OG0007505	LOC119070687|XP_037031033.1|BCOP	LOC120448991|XP_039487192.1|DSAN
OG0007506	LOC119071762|XP_037032700.1|BCOP	LOC120448214|XP_039486027.1|DSAN
OG0007507	LOC119083294|XP_037048881.1|BCOP	LOC120450854|XP_039490004.1|DSAN
OG0007508	LOC119066927|XP_037025535.1|BCOP	LOC120458637|XP_039502296.1|DSAN
OG0007509	LOC119072452|XP_037033569.1|BCOP	LOC120444957|XP_039480908.1|DSAN
OG0007510	LOC119085380|XP_037051661.1|BCOP	LOC120448440|XP_039486390.1|DSAN
OG0007511	LOC119074635|XP_037036804.1|BCOP	LOC120449221|XP_039487563.1|DSAN, LOC120448984|XP_039487186.1|DSAN
OG0007512	LOC119071057|XP_037031572.1|BCOP	LOC120450871|XP_039490028.1|DSAN
OG0007513	LOC119085669|XP_037052013.1|BCOP	LOC120458337|XP_039501888.1|DSAN
OG0007514	LOC119078245|XP_037041619.1|BCOP	LOC120450466|XP_039489439.1|DSAN
OG0007515	LOC119076999|XP_037040004.1|BCOP	LOC120458480|XP_039502075.1|DSAN
OG0007516	LOC119085627|XP_037051957.1|BCOP	LOC120450524|XP_039489544.1|DSAN
OG0007517	LOC119071660|XP_037032522.1|BCOP	LOC120448130|XP_039485882.1|DSAN
OG0007518	LOC119072662|XP_037033815.1|BCOP	LOC120445353|XP_039481632.1|DSAN
OG0007519	LOC119085313|XP_037051583.1|BCOP	LOC120445016|XP_039481017.1|DSAN
OG0007520	LOC119085118|XP_037051275.1|BCOP	LOC120455188|XP_039497059.1|DSAN
OG0007521	LOC119071906|XP_037032914.1|BCOP	LOC120456023|XP_039498522.1|DSAN
OG0007522	LOC119084331|XP_037050157.1|BCOP	LOC120455501|XP_039497696.1|DSAN
OG0007523	LOC119083536|XP_037049153.1|BCOP	LOC120445317|XP_039481572.1|DSAN
OG0007524	LOC119066707|XP_037025203.1|BCOP	LOC120453826|XP_039494654.1|DSAN
OG0007525	LOC119071945|XP_037032964.1|BCOP	LOC120458401|XP_039501960.1|DSAN
OG0007526	LOC119084013|XP_037049723.1|BCOP	LOC120450957|XP_039490178.1|DSAN
OG0007527	LOC119071383|XP_037032147.1|BCOP	LOC120449088|XP_039487330.1|DSAN
OG0007528	LOC119071184|XP_037031850.1|BCOP	LOC120444061|XP_039479502.1|DSAN
OG0007529	LOC119078564|XP_037042028.1|BCOP	LOC120446045|XP_039482752.1|DSAN
OG0007530	LOC119085432|XP_037051743.1|BCOP	LOC120453679|XP_039494428.1|DSAN
