Orthogroup	BCOP.longest_only	HILL.longest_only
OG0008281	LOC119082635|XP_037048100.1|BCOP	LOC119656789|XP_037919317.1|HILL
OG0008282	LOC119067575|XP_037026555.1|BCOP	LOC119653480|XP_037914039.1|HILL
OG0008283	LOC119069528|XP_037029497.1|BCOP	LOC119661755|XP_037927152.1|HILL
OG0008285	LOC119069574|XP_037029553.1|BCOP	LOC119657392|XP_037920206.1|HILL
OG0008286	LOC119067132|XP_037025812.1|BCOP	LOC119656966|XP_037919613.1|HILL
OG0008287	LOC119067603|XP_037026589.1|BCOP	LOC119657837|XP_037920886.1|HILL
OG0008288	LOC119068323|XP_037027773.1|BCOP	LOC119651970|XP_037911791.1|HILL
OG0008290	LOC119067610|XP_037026598.1|BCOP	LOC119656975|XP_037919637.1|HILL
OG0008291	LOC119067820|XP_037026878.1|BCOP	LOC119658297|XP_037921523.1|HILL
OG0008292	LOC119076490|XP_037039170.1|BCOP	LOC119656854|XP_037919434.1|HILL
OG0008293	LOC119068319|XP_037027768.1|BCOP	LOC119657480|XP_037920328.1|HILL
OG0008294	LOC119067446|XP_037026322.1|BCOP	LOC119650805|XP_037909872.1|HILL
OG0008295	LOC119081345|XP_037046073.1|BCOP	LOC119657054|XP_037919735.1|HILL
OG0008296	LOC119066847|XP_037025410.1|BCOP	LOC119660813|XP_037925582.1|HILL
OG0008297	LOC119070055|XP_037030245.1|BCOP	LOC119658223|XP_037921417.1|HILL
OG0008298	LOC119067333|XP_037026133.1|BCOP	LOC119657521|XP_037920391.1|HILL
OG0008300	LOC119068835|XP_037028515.1|BCOP	LOC119656799|XP_037919334.1|HILL
OG0008301	LOC119067853|XP_037026986.1|BCOP	LOC119651318|XP_037910777.1|HILL
OG0008302	LOC119069511|XP_037029483.1|BCOP	LOC119657146|XP_037919851.1|HILL
OG0008303	LOC119068729|XP_037028317.1|BCOP	LOC119656860|XP_037919441.1|HILL
OG0008304	LOC119082681|XP_037048153.1|BCOP	LOC119658002|XP_037921150.1|HILL
OG0008305	LOC119066348|XP_037024659.1|BCOP	LOC119650674|XP_037909554.1|HILL
OG0008306	LOC119069231|XP_037029165.1|BCOP	LOC119656911|XP_037919530.1|HILL
OG0008308	LOC119069956|XP_037030082.1|BCOP	LOC119653009|XP_037913369.1|HILL
OG0008309	LOC119069274|XP_037029228.1|BCOP	LOC119651537|XP_037911097.1|HILL
OG0008310	LOC119066478|XP_037024878.1|BCOP	LOC119649911|XP_037908238.1|HILL
OG0008311	LOC119068741|XP_037028339.1|BCOP	LOC119652273|XP_037912190.1|HILL
OG0008312	LOC119068458|XP_037027938.1|BCOP	LOC119658482|XP_037921855.1|HILL
OG0008313	LOC119068063|XP_037027359.1|BCOP	LOC119657974|XP_037921114.1|HILL
OG0008314	LOC119083508|XP_037049125.1|BCOP	LOC119661048|XP_037926184.1|HILL
OG0008315	LOC119068174|XP_037027557.1|BCOP	LOC119650949|XP_037910111.1|HILL
OG0008318	LOC119068760|XP_037028392.1|BCOP	LOC119646714|XP_037903220.1|HILL
OG0008319	LOC119069798|XP_037029848.1|BCOP	LOC119653269|XP_037913819.1|HILL
OG0008320	LOC119068570|XP_037028109.1|BCOP	LOC119657029|XP_037919709.1|HILL
OG0008321	LOC119070426|XP_037030662.1|BCOP	LOC119652444|XP_037912514.1|HILL
OG0008323	LOC119070508|XP_037030761.1|BCOP	LOC119651186|XP_037910551.1|HILL
OG0008324	LOC119067189|XP_037025915.1|BCOP	LOC119652576|XP_037912718.1|HILL
OG0008325	LOC119068562|XP_037028085.1|BCOP	LOC119656527|XP_037918801.1|HILL
OG0008326	LOC119085744|XP_037052108.1|BCOP	LOC119650573|XP_037909317.1|HILL
OG0008327	LOC119081555|XP_037046474.1|BCOP	LOC119651627|XP_037911220.1|HILL
OG0008328	LOC119075915|XP_037038396.1|BCOP	LOC119657563|XP_037920450.1|HILL
OG0008329	LOC119080609|XP_037044906.1|BCOP	LOC119647997|XP_037905311.1|HILL
OG0008330	LOC119081787|XP_037046892.1|BCOP	LOC119656858|XP_037919443.1|HILL
OG0008332	LOC119080768|XP_037045229.1|BCOP	LOC119647937|XP_037905210.1|HILL
OG0008333	LOC119075217|XP_037037497.1|BCOP	LOC119649258|XP_037907272.1|HILL
OG0008334	LOC119075216|XP_037037496.1|BCOP	LOC119649189|XP_037907143.1|HILL
OG0008335	LOC119085587|XP_037051903.1|BCOP	LOC119648296|XP_037905883.1|HILL
OG0008337	LOC119080936|XP_037045451.1|BCOP	LOC119647142|XP_037903863.1|HILL
OG0008339	LOC119082078|XP_037047315.1|BCOP	LOC119652566|XP_037912707.1|HILL
OG0008341	LOC119078140|XP_037041512.1|BCOP	LOC119648181|XP_037905695.1|HILL
OG0008344	LOC119077307|XP_037040369.1|BCOP	LOC119647984|XP_037905295.1|HILL
OG0008346	LOC119074036|XP_037035876.1|BCOP	LOC119653453|XP_037913994.1|HILL
OG0008349	LOC119076081|XP_037038627.1|BCOP	LOC119660324|XP_037924730.1|HILL
OG0008350	LOC119066261|XP_037024509.1|BCOP	LOC119652808|XP_037913059.1|HILL
OG0008351	LOC119079850|XP_037043812.1|BCOP	LOC119649434|XP_037907512.1|HILL
OG0008352	LOC119081067|XP_037045685.1|BCOP	LOC119649676|XP_037907863.1|HILL
OG0008354	LOC119085317|XP_037051593.1|BCOP	LOC119654286|XP_037915502.1|HILL
OG0008356	LOC119080708|XP_037045064.1|BCOP	LOC119648098|XP_037905526.1|HILL
OG0008357	LOC119076007|XP_037038482.1|BCOP	LOC119654494|XP_037915845.1|HILL
OG0008358	LOC119077904|XP_037041170.1|BCOP	LOC119653411|XP_037913906.1|HILL
OG0008359	LOC119066753|XP_037025279.1|BCOP	LOC119659306|XP_037923251.1|HILL
OG0008360	LOC119083566|XP_037049201.1|BCOP	LOC119660896|XP_037925761.1|HILL
OG0008361	LOC119082409|XP_037047836.1|BCOP	LOC119646622|XP_037903058.1|HILL
OG0008362	LOC119067571|XP_037026550.1|BCOP	LOC119655470|XP_037917300.1|HILL
OG0008363	LOC119085390|XP_037051680.1|BCOP	LOC119655874|XP_037917932.1|HILL
OG0008364	LOC119071285|XP_037032050.1|BCOP	LOC119648142|XP_037905617.1|HILL
OG0008365	LOC119072045|XP_037033065.1|BCOP	LOC119653677|XP_037914449.1|HILL
OG0008366	LOC119084907|XP_037050957.1|BCOP	LOC119659464|XP_037923479.1|HILL
OG0008369	LOC119076540|XP_037039230.1|BCOP	LOC119658808|XP_037922458.1|HILL
OG0008370	LOC119068252|XP_037027685.1|BCOP	LOC119650773|XP_037909806.1|HILL
OG0008371	LOC119072824|XP_037034021.1|BCOP	LOC119651021|XP_037910252.1|HILL
OG0008372	LOC119081792|XP_037046897.1|BCOP	LOC119657132|XP_037919835.1|HILL
OG0008373	LOC119075606|XP_037037971.1|BCOP	LOC119652225|XP_037912106.1|HILL
OG0008374	LOC119078669|XP_037042221.1|BCOP	LOC119653093|XP_037913524.1|HILL
OG0008375	LOC119068457|XP_037027932.1|BCOP	LOC119657648|XP_037920583.1|HILL
OG0008376	LOC119072552|XP_037033684.1|BCOP	LOC119646421|XP_037902827.1|HILL
OG0008377	LOC119080007|XP_037044076.1|BCOP	LOC119651862|XP_037911600.1|HILL
OG0008378	LOC119066354|XP_037024667.1|BCOP	LOC119661748|XP_037927145.1|HILL
OG0008379	LOC119078778|XP_037042383.1|BCOP	LOC119653166|XP_037913637.1|HILL
OG0008380	LOC119082275|XP_037047644.1|BCOP	LOC119651008|XP_037910224.1|HILL
OG0008381	LOC119084646|XP_037050609.1|BCOP	LOC119646161|XP_037902462.1|HILL
OG0008383	LOC119085858|XP_037052265.1|BCOP	LOC119646932|XP_037903547.1|HILL
OG0008384	LOC119066500|XP_037024907.1|BCOP	LOC119646705|XP_037903210.1|HILL
OG0008385	LOC119066437|XP_037024827.1|BCOP	LOC119651251|XP_037910667.1|HILL
OG0008386	LOC119077067|XP_037040100.1|BCOP	LOC119658070|XP_037921257.1|HILL
OG0008387	LOC119075305|XP_037037611.1|BCOP	LOC119647133|XP_037903852.1|HILL
OG0008388	LOC119070886|XP_037031303.1|BCOP	LOC119647327|XP_037904193.1|HILL
OG0008389	LOC119083120|XP_037048648.1|BCOP	LOC119646633|XP_037903073.1|HILL
OG0008391	LOC119066338|XP_037024639.1|BCOP	LOC119652222|XP_037912098.1|HILL
OG0008392	LOC119084044|XP_037049772.1|BCOP	LOC119653422|XP_037913927.1|HILL
OG0008394	LOC119077933|XP_037041210.1|BCOP	LOC119647559|XP_037904480.1|HILL
OG0008395	LOC119076825|XP_037039718.1|BCOP	LOC119658707|XP_037922245.1|HILL
OG0008396	LOC119076823|XP_037039712.1|BCOP	LOC119659220|XP_037923123.1|HILL
OG0008398	LOC119075797|XP_037038259.1|BCOP	LOC119653763|XP_037914672.1|HILL
OG0008399	LOC119074764|XP_037036928.1|BCOP	LOC119654489|XP_037915840.1|HILL
OG0008402	LOC119084357|XP_037050197.1|BCOP	LOC119658664|XP_037922146.1|HILL
OG0008403	LOC119077926|XP_037041201.1|BCOP	LOC119655441|XP_037917263.1|HILL
OG0008405	LOC119074969|XP_037037265.1|BCOP	LOC119654757|XP_037916226.1|HILL
OG0008406	LOC119077920|XP_037041196.1|BCOP	LOC119651075|XP_037910344.1|HILL
OG0008407	LOC119078023|XP_037041322.1|BCOP	LOC119659976|XP_037924270.1|HILL
OG0008409	LOC119079454|XP_037043262.1|BCOP	LOC119660967|XP_037925951.1|HILL
OG0008410	LOC119066404|XP_037024760.1|BCOP	LOC119647490|XP_037904377.1|HILL, LOC119647491|XP_037904378.1|HILL
OG0008411	LOC119077873|XP_037041120.1|BCOP	LOC119659741|XP_037923931.1|HILL
OG0008412	LOC119074351|XP_037036341.1|BCOP	LOC119649391|XP_037907444.1|HILL
OG0008413	LOC119066476|XP_037024880.1|BCOP	LOC119647423|XP_037904248.1|HILL
OG0008415	LOC119070079|XP_037030281.1|BCOP	LOC119658392|XP_037921707.1|HILL
OG0008417	LOC119072245|XP_037033324.1|BCOP	LOC119654935|XP_037916515.1|HILL
OG0008418	LOC119077855|XP_037041078.1|BCOP	LOC119654193|XP_037915316.1|HILL
OG0008419	LOC119075799|XP_037038261.1|BCOP	LOC119655546|XP_037917389.1|HILL
OG0008420	LOC119074328|XP_037036303.1|BCOP	LOC119655458|XP_037917287.1|HILL
OG0008421	LOC119069791|XP_037029833.1|BCOP	LOC119654170|XP_037915270.1|HILL
OG0008422	LOC119070443|XP_037030692.1|BCOP	LOC119654194|XP_037915318.1|HILL
OG0008423	LOC119070525|XP_037030797.1|BCOP	LOC119654987|XP_037916579.1|HILL
OG0008424	LOC119077763|XP_037040967.1|BCOP	LOC119659658|XP_037923796.1|HILL
OG0008425	LOC119077662|XP_037040781.1|BCOP	LOC119659896|XP_037924148.1|HILL
OG0008426	LOC119072061|XP_037033091.1|BCOP	LOC119654067|XP_037915158.1|HILL
OG0008427	LOC119069901|XP_037030008.1|BCOP	LOC119654509|XP_037915874.1|HILL
OG0008428	LOC119066026|XP_037024139.1|BCOP, LOC119066081|XP_037024244.1|BCOP	LOC119656163|XP_037918434.1|HILL
OG0008429	LOC119074234|XP_037036151.1|BCOP	LOC119658929|XP_037922685.1|HILL
OG0008430	LOC119067093|XP_037025748.1|BCOP	LOC119653906|XP_037914971.1|HILL
OG0008431	LOC119075287|XP_037037570.1|BCOP	LOC119656132|XP_037918392.1|HILL
OG0008432	LOC119083144|XP_037048680.1|BCOP	LOC119654296|XP_037915529.1|HILL
OG0008433	LOC119071725|XP_037032637.1|BCOP	LOC119649810|XP_037908068.1|HILL
OG0008434	LOC119074950|XP_037037234.1|BCOP	LOC119655234|XP_037916943.1|HILL
OG0008435	LOC119086064|XP_037052535.1|BCOP	LOC119655831|XP_037917867.1|HILL
OG0008436	LOC119076170|XP_037038751.1|BCOP	LOC119656057|XP_037918258.1|HILL
OG0008437	LOC119079644|XP_037043564.1|BCOP	LOC119654708|XP_037916155.1|HILL
OG0008437	LOC119071578|XP_037032415.1|BCOP	LOC119655208|XP_037916909.1|HILL
OG0008438	LOC119074921|XP_037037207.1|BCOP	LOC119660408|XP_037924872.1|HILL
OG0008440	LOC119072034|XP_037033046.1|BCOP	LOC119655943|XP_037918060.1|HILL
OG0008443	LOC119071915|XP_037032931.1|BCOP	LOC119649330|XP_037907363.1|HILL
OG0008444	LOC119071523|XP_037032292.1|BCOP	LOC119647406|XP_037904210.1|HILL
OG0008445	LOC119078018|XP_037041305.1|BCOP	LOC119651387|XP_037910893.1|HILL
OG0008446	LOC119069765|XP_037029792.1|BCOP, LOC119071508|XP_037032265.1|BCOP	LOC119649052|XP_037906963.1|HILL
OG0008447	LOC119069142|XP_037028943.1|BCOP	LOC119656499|XP_037918765.1|HILL
OG0008448	LOC119068081|XP_037027383.1|BCOP	LOC119656739|XP_037919214.1|HILL
OG0008449	LOC119070354|XP_037030542.1|BCOP	LOC119658307|XP_037921542.1|HILL, LOC119656997|XP_037919663.1|HILL
OG0008450	LOC119069646|XP_037029664.1|BCOP	LOC119656990|XP_037919653.1|HILL
OG0008451	LOC119081302|XP_037045961.1|BCOP	LOC119658424|XP_037922133.1|HILL
OG0008452	LOC119079342|XP_037043065.1|BCOP	LOC119657292|XP_037920066.1|HILL
OG0008453	LOC119077441|XP_037040552.1|BCOP	LOC119661580|XP_037926907.1|HILL
OG0008454	LOC119084324|XP_037050147.1|BCOP	LOC119654526|XP_037915894.1|HILL, LOC119648624|XP_037906322.1|HILL
OG0008455	LOC119067039|XP_037025673.1|BCOP	LOC119647675|XP_037904680.1|HILL
OG0008456	LOC119078964|XP_037042612.1|BCOP	LOC119660776|XP_037925480.1|HILL
OG0008457	LOC119067677|XP_037026689.1|BCOP	LOC119658986|XP_037922796.1|HILL
OG0008458	LOC119066669|XP_037025150.1|BCOP, LOC119081364|XP_037046125.1|BCOP	LOC119654864|XP_037916381.1|HILL
OG0008459	LOC119085238|XP_037051446.1|BCOP	LOC119655755|XP_037917740.1|HILL
OG0008460	LOC119085964|XP_037052416.1|BCOP	LOC119650750|XP_037909768.1|HILL
OG0008463	LOC119078934|XP_037042573.1|BCOP	LOC119661749|XP_037927147.1|HILL
OG0008464	LOC119081313|XP_037045983.1|BCOP	LOC119647129|XP_037903846.1|HILL
OG0008465	LOC119071596|XP_037032446.1|BCOP	LOC119654772|XP_037916240.1|HILL
OG0008466	LOC119081819|XP_037046949.1|BCOP	LOC119659445|XP_037923461.1|HILL
OG0008468	LOC119076342|XP_037038933.1|BCOP	LOC119647453|XP_037904310.1|HILL
OG0008469	LOC119080774|XP_037045237.1|BCOP	LOC119656193|XP_037918479.1|HILL
OG0008473	LOC119068771|XP_037028421.1|BCOP	LOC119650546|XP_037909293.1|HILL
OG0008474	LOC119078037|XP_037041343.1|BCOP	LOC119658721|XP_037922298.1|HILL, LOC119660489|XP_037925005.1|HILL
OG0008476	LOC119080326|XP_037044501.1|BCOP, LOC119067866|XP_037027020.1|BCOP	LOC119659389|XP_037923378.1|HILL, LOC119659427|XP_037923435.1|HILL, LOC119660379|XP_037924826.1|HILL
OG0008477	LOC119069329|XP_037029287.1|BCOP	LOC119651482|XP_037911021.1|HILL
OG0008478	LOC119069971|XP_037030107.1|BCOP	LOC119650952|XP_037910116.1|HILL
OG0008479	LOC119066855|XP_037025418.1|BCOP	LOC119651481|XP_037911020.1|HILL
OG0008480	LOC119072774|XP_037033959.1|BCOP	LOC119649602|XP_037907744.1|HILL
OG0008481	LOC119073630|XP_037035116.1|BCOP	LOC119649501|XP_037907597.1|HILL
OG0008482	LOC119073795|XP_037035426.1|BCOP	LOC119660779|XP_037925482.1|HILL
OG0008483	LOC119074219|XP_037036115.1|BCOP	LOC119661260|XP_037926441.1|HILL, LOC119651077|XP_037910346.1|HILL
OG0008484	LOC119074588|XP_037036721.1|BCOP	LOC119661176|XP_037926321.1|HILL, LOC119659816|XP_037924027.1|HILL, LOC119658920|XP_037922672.1|HILL, LOC119659242|XP_037923150.1|HILL
OG0008485	LOC119078429|XP_037041836.1|BCOP	LOC119653213|XP_037913710.1|HILL
OG0008486	LOC119079459|XP_037043281.1|BCOP	LOC119660883|XP_037925726.1|HILL
OG0008487	LOC119084318|XP_037050139.1|BCOP	LOC119653734|XP_037914584.1|HILL
OG0008488	LOC119085368|XP_037051646.1|BCOP	LOC119649935|XP_037908282.1|HILL, LOC119649152|XP_037907091.1|HILL, LOC119649397|XP_037907450.1|HILL, LOC119649987|XP_037908368.1|HILL, LOC119659892|XP_037924143.1|HILL
OG0008528	LOC119067480|XP_037026378.1|BCOP	LOC119651201|XP_037910571.1|HILL
OG0008529	LOC119068884|XP_037028644.1|BCOP	LOC119658351|XP_037921636.1|HILL
OG0008530	LOC119068885|XP_037028646.1|BCOP	LOC119657299|XP_037920073.1|HILL
OG0008532	LOC119067305|XP_037026107.1|BCOP	LOC119658066|XP_037921251.1|HILL
OG0008534	LOC119066994|XP_037025614.1|BCOP	LOC119657089|XP_037919772.1|HILL
OG0008536	LOC119068144|XP_037027502.1|BCOP	LOC119656731|XP_037919195.1|HILL
OG0008537	LOC119069856|XP_037029926.1|BCOP	LOC119651053|XP_037910310.1|HILL
OG0008538	LOC119081344|XP_037046057.1|BCOP	LOC119656958|XP_037919605.1|HILL
OG0008539	LOC119078294|XP_037041683.1|BCOP	LOC119656591|XP_037918930.1|HILL
OG0008540	LOC119067241|XP_037026003.1|BCOP	LOC119653019|XP_037913386.1|HILL
OG0008541	LOC119073998|XP_037035822.1|BCOP	LOC119653135|XP_037913597.1|HILL
OG0008542	LOC119068431|XP_037027896.1|BCOP	LOC119649841|XP_037908113.1|HILL
OG0008544	LOC119080602|XP_037044895.1|BCOP	LOC119652767|XP_037913006.1|HILL
OG0008545	LOC119079989|XP_037044041.1|BCOP	LOC119661353|XP_037926587.1|HILL
OG0008547	LOC119078781|XP_037042388.1|BCOP	LOC119657476|XP_037920325.1|HILL
OG0008551	LOC119080649|XP_037044958.1|BCOP	LOC119649435|XP_037907513.1|HILL
OG0008552	LOC119080162|XP_037044278.1|BCOP	LOC119649916|XP_037908246.1|HILL
OG0008554	LOC119076589|XP_037039327.1|BCOP	LOC119654641|XP_037916044.1|HILL
OG0008555	LOC119073785|XP_037035379.1|BCOP	LOC119654383|XP_037915679.1|HILL
OG0008556	LOC119085212|XP_037051418.1|BCOP	LOC119654250|XP_037915421.1|HILL
OG0008558	LOC119075651|XP_037038037.1|BCOP	LOC119651726|XP_037911378.1|HILL
OG0008560	LOC119078487|XP_037041939.1|BCOP	LOC119651038|XP_037910283.1|HILL
OG0008562	LOC119085229|XP_037051436.1|BCOP	LOC119651236|XP_037910642.1|HILL
OG0008563	LOC119068240|XP_037027660.1|BCOP	LOC119647201|XP_037903945.1|HILL
OG0008564	LOC119071461|XP_037032213.1|BCOP	LOC119652179|XP_037912051.1|HILL
OG0008565	LOC119081498|XP_037046399.1|BCOP	LOC119659222|XP_037923126.1|HILL
OG0008567	LOC119066790|XP_037025347.1|BCOP	LOC119661497|XP_037926791.1|HILL
OG0008569	LOC119083024|XP_037048559.1|BCOP	LOC119653537|XP_037914142.1|HILL
OG0008570	LOC119075017|XP_037037319.1|BCOP	LOC119654622|XP_037916022.1|HILL
OG0008571	LOC119084412|XP_037050275.1|BCOP	LOC119649231|XP_037907220.1|HILL
OG0008573	LOC119077811|XP_037041017.1|BCOP	LOC119654214|XP_037915354.1|HILL
OG0008574	LOC119084150|XP_037049892.1|BCOP	LOC119648701|XP_037906437.1|HILL
OG0008575	LOC119074299|XP_037036213.1|BCOP	LOC119659043|XP_037922872.1|HILL
OG0008576	LOC119068640|XP_037028209.1|BCOP	LOC119654176|XP_037915289.1|HILL
OG0008578	LOC119080533|XP_037044840.1|BCOP	LOC119658856|XP_037922537.1|HILL
OG0008581	LOC119069736|XP_037029770.1|BCOP	LOC119659924|XP_037924189.1|HILL
OG0008583	LOC119075221|XP_037037502.1|BCOP	LOC119656058|XP_037918259.1|HILL
OG0008584	LOC119076655|XP_037039432.1|BCOP	LOC119655742|XP_037917723.1|HILL
OG0008585	LOC119070478|XP_037030731.1|BCOP	LOC119655897|XP_037917976.1|HILL
OG0008586	LOC119070401|XP_037030624.1|BCOP	LOC119655642|XP_037917547.1|HILL
OG0008587	LOC119076815|XP_037039697.1|BCOP	LOC119658942|XP_037922726.1|HILL
OG0008588	LOC119075704|XP_037038123.1|BCOP	LOC119658908|XP_037922642.1|HILL
OG0008589	LOC119084038|XP_037049765.1|BCOP	LOC119654185|XP_037915308.1|HILL
OG0008590	LOC119072204|XP_037033267.1|BCOP	LOC119655852|XP_037917898.1|HILL
OG0008591	LOC119078034|XP_037041340.1|BCOP	LOC119657637|XP_037920572.1|HILL, LOC119649353|XP_037907389.1|HILL
OG0008592	LOC119066886|XP_037025470.1|BCOP	LOC119654260|XP_037915453.1|HILL
OG0008595	LOC119081294|XP_037045950.1|BCOP	LOC119661579|XP_037926906.1|HILL
OG0008596	LOC119081299|XP_037045955.1|BCOP	LOC119661663|XP_037927025.1|HILL
OG0008598	LOC119075225|XP_037037508.1|BCOP	LOC119655847|XP_037917890.1|HILL
OG0008599	LOC119078847|XP_037042451.1|BCOP	LOC119654310|XP_037915561.1|HILL
OG0008604	LOC119081309|XP_037045968.1|BCOP	LOC119647128|XP_037903843.1|HILL
OG0008608	LOC119076166|XP_037038746.1|BCOP	LOC119653630|XP_037914334.1|HILL
OG0008609	LOC119084492|XP_037050392.1|BCOP	LOC119658860|XP_037922541.1|HILL
OG0008616	LOC119068167|XP_037027544.1|BCOP	LOC119646548|XP_037902951.1|HILL
OG0008617	LOC119071970|XP_037032998.1|BCOP	LOC119660218|XP_037924585.1|HILL
OG0008619	LOC119078670|XP_037042224.1|BCOP	LOC119661363|XP_037926600.1|HILL
OG0008620	LOC119080966|XP_037045505.1|BCOP, LOC119080961|XP_037045492.1|BCOP	LOC119651578|XP_037911144.1|HILL
OG0008621	LOC119069228|XP_037029161.1|BCOP	LOC119651459|XP_037910993.1|HILL
OG0008622	LOC119071773|XP_037032718.1|BCOP	LOC119655405|XP_037917216.1|HILL
OG0008623	LOC119073668|XP_037035168.1|BCOP	LOC119655278|XP_037917025.1|HILL
OG0008624	LOC119073421|XP_037034761.1|BCOP	LOC119648961|XP_037906812.1|HILL
OG0008626	LOC119074052|XP_037035896.1|BCOP, LOC119080538|XP_037044846.1|BCOP	LOC119660175|XP_037924511.1|HILL
OG0008627	LOC119077368|XP_037040451.1|BCOP	LOC119661010|XP_037926080.1|HILL
OG0008629	LOC119079350|XP_037043074.1|BCOP	LOC119646898|XP_037903484.1|HILL
OG0008630	LOC119079461|XP_037043283.1|BCOP	LOC119660904|XP_037925778.1|HILL
OG0008631	LOC119079702|XP_037043654.1|BCOP	LOC119651864|XP_037911599.1|HILL
OG0008632	LOC119080260|XP_037044403.1|BCOP	LOC119647306|XP_037904144.1|HILL
OG0008633	LOC119080396|XP_037044610.1|BCOP	LOC119653603|XP_037914285.1|HILL
OG0008634	LOC119082404|XP_037047830.1|BCOP	LOC119651860|XP_037911595.1|HILL
OG0008635	LOC119083093|XP_037048611.1|BCOP	LOC119652745|XP_037912972.1|HILL
OG0008683	LOC119071854|XP_037032807.1|BCOP	LOC119657037|XP_037919719.1|HILL
OG0008684	LOC119081319|XP_037046002.1|BCOP	LOC119657286|XP_037920060.1|HILL
OG0008687	LOC119080146|XP_037044258.1|BCOP	LOC119648628|XP_037906329.1|HILL
OG0008688	LOC119074057|XP_037035904.1|BCOP	LOC119661651|XP_037927011.1|HILL
OG0008689	LOC119081448|XP_037046282.1|BCOP	LOC119659228|XP_037923130.1|HILL
OG0008690	LOC119081734|XP_037046798.1|BCOP, LOC119079275|XP_037042956.1|BCOP	LOC119651734|XP_037911390.1|HILL
OG0008696	LOC119068875|XP_037028655.1|BCOP	LOC119660568|XP_037925146.1|HILL
OG0008697	LOC119068543|XP_037028062.1|BCOP	LOC119647676|XP_037904681.1|HILL
OG0008698	LOC119070053|XP_037030243.1|BCOP	LOC119653864|XP_037914849.1|HILL
OG0008699	LOC119071918|XP_037032936.1|BCOP	LOC119647603|XP_037904559.1|HILL
OG0008700	LOC119066845|XP_037025408.1|BCOP, LOC119085028|XP_037051111.1|BCOP	LOC119660060|XP_037924367.1|HILL, LOC119658676|XP_037922166.1|HILL, LOC119660313|XP_037924715.1|HILL
OG0008701	LOC119072650|XP_037033799.1|BCOP	LOC119654395|XP_037915704.1|HILL
OG0008704	LOC119072906|XP_037034122.1|BCOP	LOC119646957|XP_037903582.1|HILL
OG0008705	LOC119082374|XP_037047792.1|BCOP	LOC119652801|XP_037913052.1|HILL
OG0008707	LOC119083484|XP_037049105.1|BCOP	LOC119658237|XP_037921442.1|HILL
OG0008708	LOC119068786|XP_037028441.1|BCOP	LOC119649332|XP_037907367.1|HILL
OG0008711	LOC119074586|XP_037036714.1|BCOP	LOC119658610|XP_037922019.1|HILL
OG0008712	LOC119074045|XP_037035886.1|BCOP	LOC119661789|XP_037927201.1|HILL
OG0008719	LOC119077860|XP_037041085.1|BCOP	LOC119660257|XP_037924639.1|HILL
OG0008721	LOC119067402|XP_037026244.1|BCOP	LOC119658130|XP_037921327.1|HILL
OG0008725	LOC119080399|XP_037044662.1|BCOP	LOC119652896|XP_037913196.1|HILL, LOC119652672|XP_037912866.1|HILL
OG0008726	LOC119075463|XP_037037807.1|BCOP	LOC119652874|XP_037913167.1|HILL
OG0008728	LOC119068495|XP_037028004.1|BCOP	LOC119651993|XP_037911841.1|HILL
OG0008729	LOC119068585|XP_037028125.1|BCOP, LOC119080362|XP_037044556.1|BCOP	LOC119658474|XP_037921837.1|HILL
OG0008730	LOC119069745|XP_037029780.1|BCOP	LOC119657477|XP_037920326.1|HILL
OG0008731	LOC119069782|XP_037029819.1|BCOP	LOC119652835|XP_037913097.1|HILL
OG0008732	LOC119069804|XP_037029856.1|BCOP, LOC119085052|XP_037051163.1|BCOP	LOC119661042|XP_037926161.1|HILL, LOC119658333|XP_037921600.1|HILL
OG0008734	LOC119066678|XP_037025164.1|BCOP	LOC119652484|XP_037912593.1|HILL
OG0008735	LOC119066151|XP_037024347.1|BCOP	LOC119659632|XP_037923759.1|HILL
OG0008736	LOC119066319|XP_037024604.1|BCOP	LOC119646665|XP_037903123.1|HILL, LOC119655995|XP_037918161.1|HILL
OG0008737	LOC119074684|XP_037036862.1|BCOP	LOC119659112|XP_037922962.1|HILL, LOC119650913|XP_037910066.1|HILL
OG0008737	LOC119070706|XP_037031053.1|BCOP, LOC119084666|XP_037050637.1|BCOP, LOC119071418|XP_037032190.1|BCOP	LOC119652054|XP_037911917.1|HILL
OG0008738	LOC119070817|XP_037031193.1|BCOP	LOC119650897|XP_037910004.1|HILL
OG0008739	LOC119070668|XP_037030997.1|BCOP	LOC119660717|XP_037925288.1|HILL
OG0008740	LOC119071866|XP_037032822.1|BCOP	LOC119654783|XP_037916254.1|HILL
OG0008741	LOC119085091|XP_037051227.1|BCOP, LOC119073059|XP_037034260.1|BCOP	LOC119660921|XP_037925824.1|HILL
OG0008742	LOC119084534|XP_037050439.1|BCOP, LOC119074164|XP_037036064.1|BCOP	LOC119649509|XP_037907608.1|HILL
OG0008743	LOC119073899|XP_037035683.1|BCOP	LOC119659149|XP_037923025.1|HILL
OG0008745	LOC119074442|XP_037036468.1|BCOP	LOC119652723|XP_037912944.1|HILL, LOC119651758|XP_037911424.1|HILL
OG0008746	LOC119076051|XP_037038579.1|BCOP	LOC119660160|XP_037924492.1|HILL, LOC119660220|XP_037924586.1|HILL
OG0008747	LOC119080507|XP_037044803.1|BCOP	LOC119648496|XP_037906190.1|HILL, LOC119649072|XP_037906993.1|HILL
