Orthogroup	BCOP.longest_only	DSUB.longest_only
OG0006730	LOC119083875|XP_037049583.1|BCOP	LOC117891681|XP_034653149.1|DSUB
OG0006731	LOC119067332|XP_037026131.1|BCOP	LOC117902593|XP_034669984.1|DSUB
OG0006733	LOC119073404|XP_037034732.1|BCOP	LOC117893470|XP_034655984.1|DSUB
OG0006734	LOC119079677|XP_037043630.1|BCOP	LOC117893766|XP_034656397.1|DSUB
OG0006735	LOC119081259|XP_037045891.1|BCOP	LOC117893579|XP_034656143.1|DSUB
OG0006736	LOC119081874|XP_037047009.1|BCOP	LOC117893029|XP_034655278.1|DSUB
OG0006737	LOC119079278|XP_037042959.1|BCOP	LOC117894703|XP_034657777.1|DSUB
OG0006738	LOC119079276|XP_037042955.1|BCOP	LOC117891504|XP_034652885.1|DSUB
OG0006739	LOC119073413|XP_037034756.1|BCOP	LOC117894578|XP_034657610.1|DSUB
OG0006740	LOC119073549|XP_037034997.1|BCOP	LOC117895300|XP_034658749.1|DSUB
OG0006741	LOC119073482|XP_037034882.1|BCOP	LOC117895297|XP_034658743.1|DSUB
OG0006742	LOC119080210|XP_037044343.1|BCOP	LOC117899414|XP_034665295.1|DSUB
OG0006743	LOC119085220|XP_037051428.1|BCOP	LOC117900656|XP_034666981.1|DSUB
OG0006744	LOC119080910|XP_037045408.1|BCOP	LOC117894444|XP_034657418.1|DSUB
OG0006745	LOC119077303|XP_037040362.1|BCOP	LOC117896083|XP_034660010.1|DSUB
OG0006746	LOC119083352|XP_037048957.1|BCOP	LOC117895137|XP_034658449.1|DSUB
OG0006747	LOC119080388|XP_037044594.1|BCOP	LOC117893030|XP_034655279.1|DSUB
OG0006748	LOC119073383|XP_037034704.1|BCOP	LOC117900213|XP_034666389.1|DSUB
OG0006749	LOC119075621|XP_037037997.1|BCOP	LOC117893555|XP_034656102.1|DSUB
OG0006750	LOC119069613|XP_037029600.1|BCOP	LOC117903541|XP_034671620.1|DSUB
OG0006752	LOC119077698|XP_037040870.1|BCOP	LOC117893945|XP_034656626.1|DSUB
OG0006753	LOC119073746|XP_037035300.1|BCOP	LOC117893942|XP_034656622.1|DSUB
OG0006754	LOC119068399|XP_037027858.1|BCOP	LOC117895110|XP_034658404.1|DSUB
OG0006755	LOC119077931|XP_037041207.1|BCOP	LOC117893186|XP_034655570.1|DSUB
OG0006756	LOC119080171|XP_037044285.1|BCOP	LOC117894567|XP_034657591.1|DSUB
OG0006757	LOC119080202|XP_037044337.1|BCOP	LOC117894599|XP_034657639.1|DSUB
OG0006758	LOC119080781|XP_037045245.1|BCOP	LOC117894353|XP_034657233.1|DSUB
OG0006759	LOC119084836|XP_037050821.1|BCOP	LOC117894347|XP_034657227.1|DSUB
OG0006760	LOC119081727|XP_037046782.1|BCOP	LOC117893605|XP_034656172.1|DSUB
OG0006761	LOC119075242|XP_037037532.1|BCOP	LOC117897136|XP_034661697.1|DSUB
OG0006762	LOC119082655|XP_037048133.1|BCOP	LOC117892027|XP_034653866.1|DSUB
OG0006763	LOC119073392|XP_037034713.1|BCOP	LOC117892524|XP_034654705.1|DSUB
OG0006764	LOC119073377|XP_037034697.1|BCOP	LOC117891343|XP_034652656.1|DSUB
OG0006765	LOC119073390|XP_037034711.1|BCOP	LOC117890815|XP_034651776.1|DSUB
OG0006766	LOC119066043|XP_037024165.1|BCOP	LOC117892971|XP_034655194.1|DSUB
OG0006767	LOC119080809|XP_037045275.1|BCOP	LOC117894280|XP_034657130.1|DSUB
OG0006768	LOC119077316|XP_037040381.1|BCOP	LOC117894279|XP_034657126.1|DSUB
OG0006769	LOC119077300|XP_037040359.1|BCOP	LOC117894311|XP_034657168.1|DSUB
OG0006770	LOC119080474|XP_037044749.1|BCOP	LOC117895499|XP_034659086.1|DSUB
OG0006772	LOC119079409|XP_037043194.1|BCOP	LOC117891832|XP_034653472.1|DSUB
OG0006773	LOC119073747|XP_037035301.1|BCOP	LOC117894057|XP_034656800.1|DSUB
OG0006774	LOC119081610|XP_037046546.1|BCOP	LOC117893831|XP_034656483.1|DSUB
OG0006775	LOC119083631|XP_037049260.1|BCOP	LOC117893934|XP_034656607.1|DSUB
OG0006776	LOC119078749|XP_037042349.1|BCOP	LOC117893938|XP_034656617.1|DSUB
OG0006777	LOC119081296|XP_037045954.1|BCOP	LOC117893946|XP_034656627.1|DSUB
OG0006778	LOC119078797|XP_037042403.1|BCOP	LOC117895341|XP_034658809.1|DSUB
OG0006779	LOC119080196|XP_037044331.1|BCOP	LOC117895694|XP_034659430.1|DSUB
OG0006780	LOC119080192|XP_037044329.1|BCOP	LOC117895866|XP_034659723.1|DSUB
OG0006781	LOC119076254|XP_037038819.1|BCOP	LOC117895374|XP_034658853.1|DSUB
OG0006782	LOC119077174|XP_037040253.1|BCOP	LOC117895574|XP_034659185.1|DSUB
OG0006783	LOC119081717|XP_037046736.1|BCOP	LOC117891880|XP_034653537.1|DSUB
OG0006784	LOC119076362|XP_037038963.1|BCOP	LOC117893408|XP_034655898.1|DSUB
OG0006785	LOC119079887|XP_037043865.1|BCOP	LOC117889816|XP_034650187.1|DSUB
OG0006786	LOC119079889|XP_037043868.1|BCOP	LOC117891632|XP_034653066.1|DSUB
OG0006787	LOC119083659|XP_037049330.1|BCOP	LOC117895067|XP_034658339.1|DSUB
OG0006788	LOC119066021|XP_037024137.1|BCOP	LOC117895075|XP_034658355.1|DSUB
OG0006789	LOC119066012|XP_037024128.1|BCOP	LOC117901197|XP_034667744.1|DSUB
OG0006790	LOC119067437|XP_037026306.1|BCOP	LOC117900815|XP_034667199.1|DSUB
OG0006791	LOC119080737|XP_037045176.1|BCOP	LOC117895636|XP_034659286.1|DSUB
OG0006792	LOC119077295|XP_037040356.1|BCOP	LOC117894213|XP_034657019.1|DSUB
OG0006793	LOC119085392|XP_037051683.1|BCOP	LOC117894479|XP_034657471.1|DSUB
OG0006794	LOC119079674|XP_037043621.1|BCOP	LOC117890301|XP_034650966.1|DSUB
OG0006795	LOC119080029|XP_037044106.1|BCOP	LOC117894191|XP_034656998.1|DSUB
OG0006796	LOC119077007|XP_037040016.1|BCOP	LOC117894784|XP_034657904.1|DSUB
OG0006797	LOC119076840|XP_037039741.1|BCOP	LOC117901839|XP_034668670.1|DSUB
OG0006798	LOC119080207|XP_037044341.1|BCOP	LOC117895390|XP_034658905.1|DSUB
OG0006799	LOC119081390|XP_037046172.1|BCOP	LOC117895200|XP_034658571.1|DSUB
OG0006800	LOC119069052|XP_037028814.1|BCOP	LOC117895333|XP_034658797.1|DSUB
OG0006801	LOC119067342|XP_037026145.1|BCOP	LOC117901207|XP_034667758.1|DSUB
OG0006802	LOC119079041|XP_037042727.1|BCOP	LOC117891074|XP_034652142.1|DSUB
OG0006803	LOC119081624|XP_037046568.1|BCOP	LOC117890848|XP_034651823.1|DSUB
OG0006804	LOC119079620|XP_037043515.1|BCOP	LOC117893746|XP_034656371.1|DSUB
OG0006805	LOC119073359|XP_037034656.1|BCOP	LOC117890691|XP_034651574.1|DSUB
OG0006806	LOC119080291|XP_037044457.1|BCOP	LOC117894800|XP_034657921.1|DSUB
OG0006807	LOC119073233|XP_037034440.1|BCOP	LOC117893825|XP_034656470.1|DSUB
OG0006808	LOC119073261|XP_037034531.1|BCOP	LOC117890646|XP_034651490.1|DSUB
OG0006809	LOC119080444|XP_037044704.1|BCOP	LOC117894909|XP_034658097.1|DSUB
OG0006810	LOC119073734|XP_037035261.1|BCOP	LOC117893315|XP_034655794.1|DSUB
OG0006811	LOC119073675|XP_037035176.1|BCOP	LOC117896750|XP_034661106.1|DSUB
OG0006812	LOC119073260|XP_037034528.1|BCOP	LOC117894618|XP_034657668.1|DSUB
OG0006813	LOC119066162|XP_037024356.1|BCOP	LOC117897057|XP_034661543.1|DSUB
OG0006814	LOC119076437|XP_037039087.1|BCOP	LOC117894940|XP_034658153.1|DSUB
OG0006815	LOC119080475|XP_037044750.1|BCOP	LOC117894908|XP_034658094.1|DSUB
OG0006816	LOC119080395|XP_037044609.1|BCOP	LOC117894905|XP_034658088.1|DSUB
OG0006817	LOC119066069|XP_037024195.1|BCOP	LOC117893119|XP_034655455.1|DSUB
OG0006818	LOC119066072|XP_037024211.1|BCOP	LOC117894187|XP_034656991.1|DSUB
OG0006820	LOC119079359|XP_037043101.1|BCOP	LOC117893826|XP_034656474.1|DSUB
OG0006821	LOC119067434|XP_037026301.1|BCOP	LOC117900455|XP_034666718.1|DSUB
OG0006822	LOC119079810|XP_037043772.1|BCOP	LOC117889795|XP_034650159.1|DSUB
OG0006823	LOC119080049|XP_037044150.1|BCOP	LOC117893796|XP_034656432.1|DSUB
OG0006824	LOC119080108|XP_037044234.1|BCOP	LOC117895372|XP_034658849.1|DSUB
OG0006825	LOC119079631|XP_037043526.1|BCOP	LOC117894857|XP_034658005.1|DSUB
OG0006826	LOC119079602|XP_037043492.1|BCOP	LOC117893978|XP_034656680.1|DSUB
OG0006828	LOC119085085|XP_037051223.1|BCOP	LOC117902393|XP_034669609.1|DSUB
OG0006829	LOC119078716|XP_037042283.1|BCOP	LOC117895507|XP_034659097.1|DSUB
OG0006830	LOC119080248|XP_037044394.1|BCOP	LOC117893559|XP_034656112.1|DSUB
OG0006831	LOC119073811|XP_037035479.1|BCOP	LOC117895327|XP_034658788.1|DSUB
OG0006832	LOC119073957|XP_037035741.1|BCOP	LOC117895159|XP_034658505.1|DSUB
OG0006833	LOC119073961|XP_037035758.1|BCOP	LOC117895800|XP_034659611.1|DSUB
OG0006835	LOC119079310|XP_037043000.1|BCOP	LOC117895299|XP_034658748.1|DSUB
OG0006837	LOC119073471|XP_037034871.1|BCOP	LOC117893842|XP_034656499.1|DSUB
OG0006838	LOC119073623|XP_037035104.1|BCOP	LOC117895055|XP_034658325.1|DSUB
OG0006839	LOC119073505|XP_037034915.1|BCOP	LOC117895045|XP_034658314.1|DSUB
OG0006840	LOC119079938|XP_037043941.1|BCOP	LOC117900690|XP_034667031.1|DSUB
OG0006841	LOC119080431|XP_037044683.1|BCOP	LOC117893508|XP_034656037.1|DSUB
OG0006842	LOC119076665|XP_037039457.1|BCOP	LOC117894186|XP_034656990.1|DSUB
OG0006843	LOC119083495|XP_037049114.1|BCOP	LOC117903053|XP_034670686.1|DSUB
OG0006844	LOC119083483|XP_037049108.1|BCOP	LOC117898324|XP_034663539.1|DSUB
OG0006845	LOC119081214|XP_037045829.1|BCOP	LOC117894077|XP_034656829.1|DSUB
OG0006846	LOC119081209|XP_037045822.1|BCOP	LOC117893975|XP_034656672.1|DSUB
OG0006847	LOC119081871|XP_037047003.1|BCOP	LOC117893966|XP_034656657.1|DSUB
OG0006848	LOC119075813|XP_037038279.1|BCOP	LOC117891882|XP_034653567.1|DSUB
OG0006849	LOC119075963|XP_037038440.1|BCOP	LOC117895405|XP_034658929.1|DSUB
OG0006850	LOC119080760|XP_037045216.1|BCOP	LOC117895155|XP_034658484.1|DSUB
OG0006851	LOC119081385|XP_037046170.1|BCOP	LOC117895157|XP_034658500.1|DSUB
OG0006852	LOC119073848|XP_037035585.1|BCOP	LOC117892065|XP_034653942.1|DSUB
OG0006853	LOC119080477|XP_037044752.1|BCOP	LOC117893609|XP_034656177.1|DSUB
OG0006854	LOC119073937|XP_037035707.1|BCOP	LOC117891355|XP_034652680.1|DSUB
OG0006855	LOC119080681|XP_037045009.1|BCOP	LOC117895189|XP_034658557.1|DSUB
OG0006856	LOC119073393|XP_037034715.1|BCOP	LOC117892678|XP_034654967.1|DSUB
OG0006857	LOC119082334|XP_037047738.1|BCOP	LOC117890967|XP_034651997.1|DSUB
OG0006858	LOC119075553|XP_037037918.1|BCOP	LOC117894124|XP_034656901.1|DSUB
OG0006859	LOC119079974|XP_037044006.1|BCOP	LOC117891826|XP_034653457.1|DSUB
OG0006860	LOC119082966|XP_037048505.1|BCOP, LOC119082190|XP_037047509.1|BCOP	LOC117891683|XP_034653151.1|DSUB
OG0006861	LOC119073523|XP_037034953.1|BCOP	LOC117890723|XP_034651658.1|DSUB
OG0006862	LOC119080722|XP_037045103.1|BCOP	LOC117894207|XP_034657010.1|DSUB
OG0006863	LOC119067887|XP_037027064.1|BCOP	LOC117901517|XP_034668184.1|DSUB
OG0006864	LOC119066054|XP_037024174.1|BCOP	LOC117890070|XP_034650601.1|DSUB
OG0006865	LOC119067733|XP_037026740.1|BCOP	LOC117897676|XP_034662575.1|DSUB
OG0006866	LOC119079526|XP_037043402.1|BCOP, LOC119073062|XP_037034261.1|BCOP	LOC117891836|XP_034653478.1|DSUB
OG0006867	LOC119079478|XP_037043310.1|BCOP	LOC117891848|XP_034653490.1|DSUB
OG0006868	LOC119079455|XP_037043267.1|BCOP	LOC117891844|XP_034653485.1|DSUB
OG0006869	LOC119077831|XP_037041044.1|BCOP	LOC117891102|XP_034652178.1|DSUB
OG0006871	LOC119079945|XP_037043949.1|BCOP	LOC117892720|XP_034655030.1|DSUB
OG0006872	LOC119073898|XP_037035682.1|BCOP	LOC117892098|XP_034653985.1|DSUB
OG0006873	LOC119073866|XP_037035629.1|BCOP	LOC117892179|XP_034654154.1|DSUB
OG0006874	LOC119078512|XP_037041968.1|BCOP	LOC117900156|XP_034666285.1|DSUB
OG0006876	LOC119066525|XP_037024941.1|BCOP	LOC117891154|XP_034652300.1|DSUB
OG0006877	LOC119066526|XP_037024945.1|BCOP	LOC117900727|XP_034667093.1|DSUB
OG0006878	LOC119076252|XP_037038814.1|BCOP	LOC117902113|XP_034669117.1|DSUB
OG0006879	LOC119076276|XP_037038837.1|BCOP	LOC117890715|XP_034651647.1|DSUB
OG0006880	LOC119081755|XP_037046833.1|BCOP	LOC117901910|XP_034668767.1|DSUB
OG0006881	LOC119070813|XP_037031188.1|BCOP	LOC117900306|XP_034666511.1|DSUB
OG0006882	LOC119082031|XP_037047249.1|BCOP	LOC117891682|XP_034653150.1|DSUB
OG0006884	LOC119085271|XP_037051518.1|BCOP	LOC117900943|XP_034667402.1|DSUB
OG0006885	LOC119078824|XP_037042426.1|BCOP	LOC117900279|XP_034666482.1|DSUB
OG0006886	LOC119083913|XP_037049623.1|BCOP	LOC117896342|XP_034660476.1|DSUB, LOC117896343|XP_034660477.1|DSUB
OG0006887	LOC119081677|XP_037046658.1|BCOP, LOC119076383|XP_037038997.1|BCOP	LOC117894342|XP_034657222.1|DSUB
OG0006888	LOC119085152|XP_037051338.1|BCOP	LOC117902397|XP_034669615.1|DSUB
OG0006889	LOC119078528|XP_037041989.1|BCOP	LOC117902448|XP_034669734.1|DSUB
OG0006890	LOC119071059|XP_037031578.1|BCOP	LOC117900721|XP_034667080.1|DSUB
OG0006891	LOC119083267|XP_037048842.1|BCOP	LOC117901556|XP_034668245.1|DSUB
OG0006892	LOC119068012|XP_037027266.1|BCOP	LOC117900825|XP_034667223.1|DSUB
OG0006893	LOC119066328|XP_037024623.1|BCOP	LOC117902011|XP_034668950.1|DSUB
OG0006894	LOC119066339|XP_037024640.1|BCOP	LOC117902010|XP_034668949.1|DSUB
OG0006895	LOC119081002|XP_037045571.1|BCOP	LOC117903668|XP_034671885.1|DSUB
OG0006896	LOC119085145|XP_037051318.1|BCOP	LOC117901827|XP_034668648.1|DSUB
OG0006897	LOC119070891|XP_037031309.1|BCOP	LOC117902458|XP_034669746.1|DSUB
OG0006898	LOC119066462|XP_037024863.1|BCOP	LOC117900565|XP_034666864.1|DSUB
OG0006899	LOC119070832|XP_037031233.1|BCOP	LOC117900048|XP_034666132.1|DSUB
OG0006900	LOC119077018|XP_037040026.1|BCOP	LOC117903332|XP_034671168.1|DSUB
OG0006901	LOC119079371|XP_037043136.1|BCOP	LOC117901131|XP_034667662.1|DSUB
OG0006902	LOC119081357|XP_037046102.1|BCOP	LOC117889739|XP_034650057.1|DSUB
OG0006903	LOC119068286|XP_037027717.1|BCOP	LOC117896440|XP_034660659.1|DSUB
OG0006904	LOC119078771|XP_037042376.1|BCOP	LOC117902439|XP_034669712.1|DSUB
OG0006905	LOC119078885|XP_037042501.1|BCOP, LOC119078886|XP_037042502.1|BCOP	LOC117900206|XP_034666371.1|DSUB
OG0006906	LOC119066821|XP_037025364.1|BCOP	LOC117900212|XP_034666383.1|DSUB
OG0006907	LOC119085887|XP_037052298.1|BCOP	LOC117902002|XP_034668907.1|DSUB
OG0006908	LOC119082289|XP_037047658.1|BCOP	LOC117900327|XP_034666548.1|DSUB
OG0006909	LOC119066441|XP_037024831.1|BCOP	LOC117901749|XP_034668526.1|DSUB
OG0006910	LOC119081919|XP_037047056.1|BCOP	LOC117901034|XP_034667529.1|DSUB
OG0006911	LOC119081052|XP_037045654.1|BCOP	LOC117903187|XP_034670935.1|DSUB
OG0006912	LOC119076978|XP_037039969.1|BCOP	LOC117900393|XP_034666638.1|DSUB
OG0006913	LOC119066647|XP_037025113.1|BCOP	LOC117900302|XP_034666508.1|DSUB
OG0006914	LOC119078448|XP_037041876.1|BCOP	LOC117895745|XP_034659507.1|DSUB
OG0006915	LOC119066645|XP_037025108.1|BCOP	LOC117901902|XP_034668757.1|DSUB
OG0006916	LOC119070679|XP_037031015.1|BCOP	LOC117902757|XP_034670239.1|DSUB
OG0006917	LOC119082557|XP_037047972.1|BCOP	LOC117900347|XP_034666579.1|DSUB
OG0006918	LOC119077153|XP_037040237.1|BCOP	LOC117900536|XP_034666826.1|DSUB
OG0006919	LOC119072823|XP_037034020.1|BCOP	LOC117902197|XP_034669289.1|DSUB
OG0006920	LOC119084576|XP_037050526.1|BCOP	LOC117901356|XP_034667956.1|DSUB
OG0006921	LOC119082106|XP_037047369.1|BCOP	LOC117902697|XP_034670129.1|DSUB
OG0006922	LOC119084793|XP_037050753.1|BCOP	LOC117902240|XP_034669376.1|DSUB
OG0006923	LOC119082118|XP_037047393.1|BCOP	LOC117900783|XP_034667155.1|DSUB
OG0006924	LOC119082748|XP_037048225.1|BCOP	LOC117900742|XP_034667111.1|DSUB
OG0006925	LOC119082746|XP_037048224.1|BCOP	LOC117898160|XP_034663259.1|DSUB
OG0006926	LOC119072877|XP_037034080.1|BCOP	LOC117900604|XP_034666907.1|DSUB
OG0006927	LOC119071868|XP_037032824.1|BCOP	LOC117901486|XP_034668144.1|DSUB
OG0006928	LOC119085426|XP_037051735.1|BCOP	LOC117900895|XP_034667317.1|DSUB
OG0006929	LOC119075603|XP_037037967.1|BCOP	LOC117901209|XP_034667755.1|DSUB
OG0006930	LOC119075613|XP_037037985.1|BCOP	LOC117900932|XP_034667387.1|DSUB
OG0006931	LOC119085937|XP_037052385.1|BCOP	LOC117900863|XP_034667276.1|DSUB
OG0006932	LOC119072886|XP_037034104.1|BCOP	LOC117901836|XP_034668660.1|DSUB
OG0006933	LOC119072890|XP_037034108.1|BCOP	LOC117900914|XP_034667366.1|DSUB
OG0006934	LOC119072819|XP_037034015.1|BCOP	LOC117899774|XP_034665937.1|DSUB
OG0006935	LOC119075625|XP_037037998.1|BCOP	LOC117900191|XP_034666332.1|DSUB
OG0006936	LOC119078596|XP_037042079.1|BCOP	LOC117902264|XP_034669414.1|DSUB
OG0006937	LOC119076233|XP_037038787.1|BCOP	LOC117902312|XP_034669488.1|DSUB
OG0006938	LOC119076234|XP_037038788.1|BCOP	LOC117902024|XP_034668974.1|DSUB
OG0006939	LOC119081841|XP_037046977.1|BCOP	LOC117890623|XP_034651466.1|DSUB
OG0006940	LOC119084688|XP_037050664.1|BCOP	LOC117900941|XP_034667397.1|DSUB
OG0006941	LOC119085373|XP_037051650.1|BCOP	LOC117901802|XP_034668606.1|DSUB
OG0006942	LOC119079999|XP_037044061.1|BCOP	LOC117892030|XP_034653842.1|DSUB
OG0006943	LOC119076924|XP_037039843.1|BCOP	LOC117901000|XP_034667488.1|DSUB
OG0006944	LOC119083009|XP_037048543.1|BCOP	LOC117901927|XP_034668787.1|DSUB
OG0006945	LOC119074229|XP_037036143.1|BCOP	LOC117900012|XP_034666088.1|DSUB
OG0006946	LOC119067297|XP_037026092.1|BCOP	LOC117896002|XP_034659889.1|DSUB
OG0006947	LOC119074773|XP_037036975.1|BCOP	LOC117900804|XP_034667182.1|DSUB
OG0006948	LOC119075676|XP_037038089.1|BCOP	LOC117902636|XP_034670049.1|DSUB
OG0006949	LOC119070906|XP_037031327.1|BCOP	LOC117902088|XP_034669072.1|DSUB
OG0006950	LOC119073592|XP_037035060.1|BCOP	LOC117901864|XP_034668710.1|DSUB
OG0006952	LOC119068424|XP_037027888.1|BCOP	LOC117897290|XP_034661922.1|DSUB
OG0006953	LOC119078706|XP_037042269.1|BCOP	LOC117894138|XP_034656923.1|DSUB
OG0006954	LOC119066724|XP_037025239.1|BCOP	LOC117900254|XP_034666444.1|DSUB
OG0006955	LOC119069593|XP_037029578.1|BCOP	LOC117899663|XP_034665737.1|DSUB
OG0006956	LOC119078413|XP_037041810.1|BCOP	LOC117900030|XP_034666108.1|DSUB
OG0006957	LOC119078647|XP_037042137.1|BCOP	LOC117902453|XP_034669738.1|DSUB
OG0006958	LOC119072006|XP_037033019.1|BCOP	LOC117892622|XP_034654864.1|DSUB
OG0006959	LOC119079533|XP_037043413.1|BCOP	LOC117895012|XP_034658253.1|DSUB
OG0006960	LOC119075357|XP_037037684.1|BCOP	LOC117902298|XP_034669469.1|DSUB
OG0006961	LOC119078520|XP_037041978.1|BCOP	LOC117901519|XP_034668181.1|DSUB
OG0006962	LOC119078599|XP_037042083.1|BCOP	LOC117900807|XP_034667185.1|DSUB
OG0006963	LOC119075657|XP_037038061.1|BCOP	LOC117900598|XP_034666899.1|DSUB
OG0006964	LOC119075641|XP_037038018.1|BCOP	LOC117901830|XP_034668652.1|DSUB
OG0006965	LOC119085920|XP_037052369.1|BCOP	LOC117900566|XP_034666865.1|DSUB
OG0006966	LOC119070953|XP_037031403.1|BCOP	LOC117901381|XP_034667999.1|DSUB
OG0006967	LOC119081566|XP_037046493.1|BCOP	LOC117892264|XP_034654272.1|DSUB
OG0006968	LOC119075560|XP_037037926.1|BCOP	LOC117890694|XP_034651578.1|DSUB
OG0006969	LOC119073662|XP_037035161.1|BCOP	LOC117894866|XP_034658017.1|DSUB
OG0006970	LOC119081657|XP_037046634.1|BCOP	LOC117896186|XP_034660165.1|DSUB
OG0006971	LOC119077110|XP_037040173.1|BCOP	LOC117901363|XP_034667964.1|DSUB
OG0006972	LOC119070921|XP_037031355.1|BCOP	LOC117900195|XP_034666341.1|DSUB
OG0006973	LOC119072062|XP_037033092.1|BCOP	LOC117901395|XP_034668020.1|DSUB
OG0006974	LOC119082243|XP_037047602.1|BCOP	LOC117900691|XP_034667034.1|DSUB
OG0006975	LOC119078756|XP_037042356.1|BCOP	LOC117902722|XP_034670179.1|DSUB
OG0006976	LOC119071577|XP_037032414.1|BCOP	LOC117902149|XP_034669177.1|DSUB
OG0006977	LOC119083766|XP_037049444.1|BCOP	LOC117889702|XP_034650010.1|DSUB
OG0006978	LOC119079161|XP_037042873.1|BCOP	LOC117900538|XP_034666828.1|DSUB
OG0006979	LOC119075330|XP_037037651.1|BCOP	LOC117902475|XP_034669774.1|DSUB
OG0006980	LOC119081962|XP_037047161.1|BCOP	LOC117901723|XP_034668492.1|DSUB
OG0006981	LOC119081952|XP_037047140.1|BCOP	LOC117901882|XP_034668730.1|DSUB
OG0006982	LOC119066086|XP_037024249.1|BCOP	LOC117901985|XP_034668883.1|DSUB
OG0006983	LOC119085899|XP_037052337.1|BCOP	LOC117901215|XP_034667773.1|DSUB
OG0006984	LOC119085814|XP_037052193.1|BCOP	LOC117900415|XP_034666665.1|DSUB
OG0006985	LOC119072678|XP_037033847.1|BCOP	LOC117902794|XP_034670303.1|DSUB
OG0006986	LOC119072681|XP_037033851.1|BCOP	LOC117901104|XP_034667626.1|DSUB
OG0006988	LOC119071147|XP_037031770.1|BCOP	LOC117900011|XP_034666086.1|DSUB
OG0006989	LOC119076544|XP_037039234.1|BCOP	LOC117900880|XP_034667298.1|DSUB
OG0006990	LOC119072679|XP_037033848.1|BCOP	LOC117900542|XP_034666831.1|DSUB
OG0006991	LOC119083999|XP_037049706.1|BCOP	LOC117898937|XP_034664544.1|DSUB
OG0006992	LOC119085825|XP_037052217.1|BCOP	LOC117900958|XP_034667422.1|DSUB
OG0006993	LOC119081946|XP_037047107.1|BCOP	LOC117900897|XP_034667321.1|DSUB
OG0006994	LOC119080662|XP_037044982.1|BCOP	LOC117900204|XP_034666367.1|DSUB
OG0006995	LOC119085427|XP_037051737.1|BCOP	LOC117902242|XP_034669378.1|DSUB
OG0006996	LOC119080112|XP_037044238.1|BCOP	LOC117902247|XP_034669382.1|DSUB
OG0006997	LOC119083792|XP_037049493.1|BCOP	LOC117891671|XP_034653134.1|DSUB
OG0006998	LOC119078533|XP_037041995.1|BCOP	LOC117898621|XP_034664067.1|DSUB
OG0006999	LOC119081140|XP_037045780.1|BCOP	LOC117901928|XP_034668788.1|DSUB
OG0007000	LOC119077635|XP_037040751.1|BCOP	LOC117902471|XP_034669768.1|DSUB
OG0007001	LOC119081481|XP_037046376.1|BCOP	LOC117891302|XP_034652599.1|DSUB
OG0007002	LOC119078738|XP_037042318.1|BCOP	LOC117901298|XP_034667885.1|DSUB
OG0007004	LOC119075317|XP_037037632.1|BCOP	LOC117902786|XP_034670283.1|DSUB
OG0007005	LOC119075356|XP_037037683.1|BCOP	LOC117901665|XP_034668396.1|DSUB
OG0007006	LOC119078935|XP_037042574.1|BCOP	LOC117901743|XP_034668522.1|DSUB
OG0007007	LOC119082607|XP_037048065.1|BCOP	LOC117900250|XP_034666440.1|DSUB
OG0007008	LOC119071748|XP_037032677.1|BCOP	LOC117900658|XP_034666984.1|DSUB
OG0007009	LOC119070865|XP_037031270.1|BCOP	LOC117901844|XP_034668679.1|DSUB
OG0007010	LOC119066644|XP_037025106.1|BCOP	LOC117900489|XP_034666767.1|DSUB
OG0007011	LOC119067119|XP_037025790.1|BCOP	LOC117899480|XP_034665402.1|DSUB
OG0007012	LOC119072860|XP_037034062.1|BCOP	LOC117902075|XP_034669057.1|DSUB
OG0007013	LOC119085930|XP_037052377.1|BCOP	LOC117901634|XP_034668355.1|DSUB
OG0007014	LOC119085935|XP_037052383.1|BCOP	LOC117901268|XP_034667853.1|DSUB
OG0007015	LOC119078437|XP_037041852.1|BCOP	LOC117902686|XP_034670113.1|DSUB
OG0007016	LOC119084659|XP_037050621.1|BCOP	LOC117902094|XP_034669081.1|DSUB
OG0007017	LOC119066308|XP_037024588.1|BCOP	LOC117901018|XP_034667508.1|DSUB
OG0007018	LOC119066310|XP_037024591.1|BCOP	LOC117901886|XP_034668735.1|DSUB
OG0007019	LOC119072573|XP_037033714.1|BCOP	LOC117900738|XP_034667104.1|DSUB
OG0007020	LOC119085236|XP_037051444.1|BCOP	LOC117901456|XP_034668099.1|DSUB
OG0007021	LOC119070899|XP_037031321.1|BCOP	LOC117900728|XP_034667094.1|DSUB
OG0007022	LOC119078773|XP_037042378.1|BCOP	LOC117901083|XP_034667595.1|DSUB
OG0007023	LOC119070852|XP_037031259.1|BCOP	LOC117902383|XP_034669595.1|DSUB
OG0007024	LOC119070829|XP_037031226.1|BCOP	LOC117897351|XP_034662023.1|DSUB
OG0007025	LOC119066243|XP_037024459.1|BCOP	LOC117901891|XP_034668748.1|DSUB
OG0007026	LOC119066248|XP_037024467.1|BCOP	LOC117902469|XP_034669766.1|DSUB
OG0007027	LOC119086045|XP_037052513.1|BCOP	LOC117900035|XP_034666114.1|DSUB
OG0007028	LOC119066414|XP_037024781.1|BCOP	LOC117901149|XP_034667684.1|DSUB
OG0007030	LOC119069493|XP_037029458.1|BCOP	LOC117900786|XP_034667160.1|DSUB
OG0007031	LOC119071585|XP_037032426.1|BCOP	LOC117902331|XP_034669517.1|DSUB
