Orthogroup	BCOP.longest_only	DALB.longest_only
OG0007146	LOC119073398|XP_037034727.1|BCOP	LOC117575769|XP_034116026.1|DALB
OG0007147	LOC119075783|XP_037038238.1|BCOP	LOC117574313|XP_034114014.1|DALB
OG0007148	LOC119077633|XP_037040741.1|BCOP	LOC117577721|XP_034118516.1|DALB
OG0007149	LOC119073317|XP_037034600.1|BCOP	LOC117566923|XP_034102434.1|DALB
OG0007150	LOC119077579|XP_037040684.1|BCOP	LOC117571380|XP_034109385.1|DALB
OG0007151	LOC119082714|XP_037048183.1|BCOP	LOC117571739|XP_034109947.1|DALB
OG0007152	LOC119074336|XP_037036322.1|BCOP	LOC117571828|XP_034110102.1|DALB
OG0007153	LOC119074788|XP_037036962.1|BCOP	LOC117565078|XP_034099921.1|DALB
OG0007154	LOC119069713|XP_037029732.1|BCOP	LOC117569095|XP_034106002.1|DALB
OG0007155	LOC119069578|XP_037029557.1|BCOP	LOC117572455|XP_034111178.1|DALB
OG0007157	LOC119078753|XP_037042350.1|BCOP	LOC117574082|XP_034113607.1|DALB
OG0007158	LOC119078787|XP_037042393.1|BCOP	LOC117567724|XP_034103777.1|DALB
OG0007159	LOC119067457|XP_037026338.1|BCOP	LOC117576671|XP_034117553.1|DALB
OG0007160	LOC119074874|XP_037037105.1|BCOP	LOC117574754|XP_034114588.1|DALB
OG0007161	LOC119074214|XP_037036111.1|BCOP	LOC117577958|XP_034118894.1|DALB
OG0007162	LOC119074204|XP_037036099.1|BCOP	LOC117573123|XP_034111947.1|DALB
OG0007165	LOC119074758|XP_037036919.1|BCOP	LOC117568749|XP_034105468.1|DALB
OG0007166	LOC119074547|XP_037036611.1|BCOP	LOC117573096|XP_034111892.1|DALB
OG0007167	LOC119074679|XP_037036858.1|BCOP	LOC117578174|XP_034119356.1|DALB
OG0007168	LOC119074546|XP_037036608.1|BCOP	LOC117565070|XP_034099911.1|DALB
OG0007169	LOC119074927|XP_037037217.1|BCOP	LOC117577837|XP_034118702.1|DALB
OG0007170	LOC119076563|XP_037039241.1|BCOP	LOC117576843|XP_034117815.1|DALB
OG0007171	LOC119075808|XP_037038270.1|BCOP	LOC117576845|XP_034117830.1|DALB
OG0007172	LOC119076672|XP_037039462.1|BCOP	LOC117569584|XP_034106707.1|DALB
OG0007173	LOC119066320|XP_037024608.1|BCOP	LOC117574291|XP_034114002.1|DALB
OG0007174	LOC119074856|XP_037037063.1|BCOP	LOC117575379|XP_034115443.1|DALB
OG0007175	LOC119082070|XP_037047304.1|BCOP	LOC117567382|XP_034103218.1|DALB
OG0007176	LOC119076054|XP_037038584.1|BCOP	LOC117573972|XP_034113405.1|DALB
OG0007177	LOC119084120|XP_037049868.1|BCOP	LOC117573668|XP_034112887.1|DALB
OG0007178	LOC119070136|XP_037030358.1|BCOP	LOC117573875|XP_034113243.1|DALB
OG0007179	LOC119077325|XP_037040432.1|BCOP	LOC117576257|XP_034116787.1|DALB
OG0007180	LOC119077695|XP_037040862.1|BCOP	LOC117573669|XP_034112889.1|DALB
OG0007181	LOC119075024|XP_037037331.1|BCOP	LOC117564800|XP_034099614.1|DALB
OG0007182	LOC119084330|XP_037050156.1|BCOP	LOC117574740|XP_034114567.1|DALB
OG0007183	LOC119085256|XP_037051488.1|BCOP	LOC117576405|XP_034117023.1|DALB
OG0007184	LOC119074286|XP_037036201.1|BCOP	LOC117574739|XP_034114565.1|DALB
OG0007186	LOC119076662|XP_037039442.1|BCOP	LOC117576649|XP_034117473.1|DALB
OG0007187	LOC119075713|XP_037038131.1|BCOP	LOC117573766|XP_034113049.1|DALB
OG0007188	LOC119076821|XP_037039710.1|BCOP	LOC117574664|XP_034114460.1|DALB
OG0007189	LOC119075723|XP_037038154.1|BCOP	LOC117574642|XP_034114430.1|DALB
OG0007190	LOC119085984|XP_037052447.1|BCOP	LOC117576505|XP_034117191.1|DALB
OG0007191	LOC119081266|XP_037045903.1|BCOP	LOC117572104|XP_034110611.1|DALB
OG0007192	LOC119077814|XP_037041020.1|BCOP	LOC117577705|XP_034118494.1|DALB
OG0007193	LOC119074781|XP_037036950.1|BCOP	LOC117569628|XP_034106761.1|DALB
OG0007194	LOC119075009|XP_037037308.1|BCOP	LOC117572577|XP_034111354.1|DALB
OG0007195	LOC119076215|XP_037038761.1|BCOP	LOC117574109|XP_034113646.1|DALB
OG0007196	LOC119067904|XP_037027088.1|BCOP	LOC117576712|XP_034117621.1|DALB
OG0007197	LOC119074394|XP_037036408.1|BCOP	LOC117567561|XP_034103512.1|DALB
OG0007198	LOC119076236|XP_037038790.1|BCOP	LOC117576111|XP_034116560.1|DALB
OG0007199	LOC119076668|XP_037039456.1|BCOP	LOC117574684|XP_034114481.1|DALB
OG0007200	LOC119074782|XP_037036951.1|BCOP	LOC117576491|XP_034117156.1|DALB
OG0007201	LOC119070236|XP_037030405.1|BCOP	LOC117568820|XP_034105581.1|DALB
OG0007202	LOC119084465|XP_037050344.1|BCOP	LOC117571644|XP_034109765.1|DALB
OG0007203	LOC119072657|XP_037033811.1|BCOP	LOC117571642|XP_034109763.1|DALB
OG0007204	LOC119066660|XP_037025132.1|BCOP	LOC117569774|XP_034106967.1|DALB
OG0007205	LOC119072677|XP_037033850.1|BCOP	LOC117567890|XP_034104053.1|DALB
OG0007206	LOC119077859|XP_037041083.1|BCOP	LOC117573683|XP_034112920.1|DALB
OG0007207	LOC119067423|XP_037026289.1|BCOP	LOC117576039|XP_034116455.1|DALB
OG0007208	LOC119075710|XP_037038127.1|BCOP	LOC117576920|XP_034117952.1|DALB
OG0007209	LOC119085196|XP_037051403.1|BCOP	LOC117576922|XP_034117954.1|DALB
OG0007210	LOC119082079|XP_037047329.1|BCOP	LOC117573980|XP_034113418.1|DALB
OG0007211	LOC119076811|XP_037039693.1|BCOP	LOC117574745|XP_034114573.1|DALB
OG0007212	LOC119076624|XP_037039384.1|BCOP	LOC117573310|XP_034112305.1|DALB
OG0007213	LOC119082922|XP_037048475.1|BCOP	LOC117567550|XP_034103499.1|DALB
OG0007214	LOC119074371|XP_037036372.1|BCOP	LOC117568184|XP_034104523.1|DALB
OG0007215	LOC119076547|XP_037039238.1|BCOP	LOC117575781|XP_034116041.1|DALB
OG0007216	LOC119083503|XP_037049152.1|BCOP	LOC117576331|XP_034116894.1|DALB
OG0007217	LOC119084472|XP_037050352.1|BCOP	LOC117569160|XP_034106115.1|DALB
OG0007218	LOC119075670|XP_037038082.1|BCOP, LOC119074844|XP_037037054.1|BCOP	LOC117574667|XP_034114463.1|DALB
OG0007219	LOC119067631|XP_037026627.1|BCOP	LOC117576633|XP_034117450.1|DALB
OG0007220	LOC119068981|XP_037028747.1|BCOP	LOC117573492|XP_034112611.1|DALB
OG0007221	LOC119077864|XP_037041104.1|BCOP	LOC117575763|XP_034116019.1|DALB
OG0007222	LOC119074554|XP_037036635.1|BCOP	LOC117573751|XP_034113021.1|DALB
OG0007223	LOC119084083|XP_037049814.1|BCOP	LOC117574220|XP_034113816.1|DALB
OG0007224	LOC119066570|XP_037025014.1|BCOP	LOC117573666|XP_034112885.1|DALB
OG0007225	LOC119078015|XP_037041301.1|BCOP	LOC117573558|XP_034112735.1|DALB
OG0007226	LOC119074823|XP_037037008.1|BCOP	LOC117574974|XP_034114929.1|DALB
OG0007227	LOC119072072|XP_037033115.1|BCOP	LOC117567374|XP_034103208.1|DALB
OG0007228	LOC119070998|XP_037031491.1|BCOP	LOC117570200|XP_034107577.1|DALB
OG0007229	LOC119068418|XP_037027882.1|BCOP	LOC117574213|XP_034113810.1|DALB
OG0007230	LOC119076160|XP_037038739.1|BCOP	LOC117576839|XP_034117812.1|DALB
OG0007231	LOC119076022|XP_037038518.1|BCOP	LOC117574847|XP_034114735.1|DALB
OG0007232	LOC119075142|XP_037037425.1|BCOP	LOC117569533|XP_034106626.1|DALB
OG0007233	LOC119075013|XP_037037316.1|BCOP	LOC117572003|XP_034110410.1|DALB
OG0007234	LOC119075004|XP_037037301.1|BCOP	LOC117567272|XP_034103027.1|DALB
OG0007235	LOC119075005|XP_037037303.1|BCOP	LOC117567269|XP_034103022.1|DALB
OG0007236	LOC119074694|XP_037036875.1|BCOP	LOC117575092|XP_034115084.1|DALB
OG0007237	LOC119076872|XP_037039776.1|BCOP	LOC117573991|XP_034113431.1|DALB
OG0007238	LOC119078641|XP_037042134.1|BCOP	LOC117573217|XP_034112124.1|DALB
OG0007239	LOC119076045|XP_037038568.1|BCOP, LOC119072269|XP_037033355.1|BCOP	LOC117576327|XP_034116885.1|DALB
OG0007240	LOC119071746|XP_037032678.1|BCOP	LOC117575215|XP_034115232.1|DALB
OG0007241	LOC119072238|XP_037033311.1|BCOP	LOC117574963|XP_034114921.1|DALB
OG0007242	LOC119068101|XP_037027464.1|BCOP	LOC117574853|XP_034114761.1|DALB
OG0007243	LOC119077856|XP_037041079.1|BCOP	LOC117566037|XP_034101380.1|DALB
OG0007244	LOC119076676|XP_037039467.1|BCOP	LOC117574952|XP_034114900.1|DALB
OG0007245	LOC119075786|XP_037038243.1|BCOP	LOC117573776|XP_034113068.1|DALB
OG0007246	LOC119070456|XP_037030706.1|BCOP	LOC117575239|XP_034115261.1|DALB
OG0007247	LOC119078952|XP_037042592.1|BCOP	LOC117572427|XP_034111142.1|DALB
OG0007248	LOC119075918|XP_037038399.1|BCOP	LOC117568330|XP_034104807.1|DALB
OG0007249	LOC119075865|XP_037038318.1|BCOP	LOC117578090|XP_034119147.1|DALB, LOC117578091|XP_034119149.1|DALB
OG0007250	LOC119074647|XP_037036819.1|BCOP	LOC117565546|XP_034100592.1|DALB
OG0007251	LOC119075237|XP_037037525.1|BCOP	LOC117574249|XP_034113869.1|DALB
OG0007252	LOC119067761|XP_037026792.1|BCOP	LOC117575730|XP_034115965.1|DALB
OG0007253	LOC119074853|XP_037037061.1|BCOP	LOC117568067|XP_034104317.1|DALB
OG0007254	LOC119074409|XP_037036426.1|BCOP	LOC117573783|XP_034113080.1|DALB
OG0007255	LOC119075801|XP_037038263.1|BCOP	LOC117577827|XP_034118657.1|DALB
OG0007256	LOC119074644|XP_037036816.1|BCOP	LOC117573670|XP_034112890.1|DALB
OG0007257	LOC119076664|XP_037039453.1|BCOP	LOC117573346|XP_034112360.1|DALB
OG0007258	LOC119075956|XP_037038418.1|BCOP	LOC117573343|XP_034112354.1|DALB
OG0007259	LOC119070980|XP_037031470.1|BCOP	LOC117563820|XP_034098243.1|DALB
OG0007260	LOC119077909|XP_037041179.1|BCOP	LOC117563831|XP_034098253.1|DALB
OG0007261	LOC119071692|XP_037032575.1|BCOP	LOC117570231|XP_034107624.1|DALB
OG0007262	LOC119072050|XP_037033073.1|BCOP	LOC117578234|XP_034119523.1|DALB
OG0007263	LOC119081014|XP_037045592.1|BCOP	LOC117576628|XP_034117444.1|DALB
OG0007264	LOC119072239|XP_037033309.1|BCOP	LOC117567869|XP_034104027.1|DALB
OG0007265	LOC119071975|XP_037033005.1|BCOP	LOC117578087|XP_034119139.1|DALB
OG0007267	LOC119077917|XP_037041191.1|BCOP	LOC117573321|XP_034112320.1|DALB
OG0007268	LOC119077055|XP_037040080.1|BCOP	LOC117572207|XP_034110766.1|DALB
OG0007269	LOC119074596|XP_037036733.1|BCOP	LOC117578000|XP_034118990.1|DALB
OG0007270	LOC119077655|XP_037040767.1|BCOP	LOC117575922|XP_034116269.1|DALB
OG0007271	LOC119076826|XP_037039719.1|BCOP	LOC117573458|XP_034112572.1|DALB
OG0007272	LOC119074957|XP_037037242.1|BCOP	LOC117570800|XP_034108547.1|DALB
OG0007273	LOC119083981|XP_037049687.1|BCOP	LOC117574080|XP_034113605.1|DALB
OG0007274	LOC119077929|XP_037041204.1|BCOP	LOC117576622|XP_034117432.1|DALB
OG0007275	LOC119070337|XP_037030520.1|BCOP	LOC117570923|XP_034108743.1|DALB
OG0007276	LOC119084115|XP_037049862.1|BCOP	LOC117570922|XP_034108742.1|DALB
OG0007277	LOC119073573|XP_037035031.1|BCOP	LOC117568845|XP_034105612.1|DALB
OG0007278	LOC119075229|XP_037037514.1|BCOP	LOC117572549|XP_034111311.1|DALB
OG0007279	LOC119075223|XP_037037504.1|BCOP	LOC117568082|XP_034104348.1|DALB
OG0007280	LOC119084184|XP_037049944.1|BCOP	LOC117567812|XP_034103938.1|DALB
OG0007281	LOC119072767|XP_037033956.1|BCOP	LOC117575660|XP_034115839.1|DALB
OG0007282	LOC119072751|XP_037033932.1|BCOP	LOC117575654|XP_034115831.1|DALB
OG0007283	LOC119067049|XP_037025689.1|BCOP	LOC117575764|XP_034116020.1|DALB
OG0007284	LOC119079433|XP_037043241.1|BCOP	LOC117574027|XP_034113509.1|DALB
OG0007285	LOC119084474|XP_037050354.1|BCOP	LOC117566410|XP_034101859.1|DALB, LOC117570946|XP_034108771.1|DALB
OG0007286	LOC119078057|XP_037041379.1|BCOP	LOC117567623|XP_034103609.1|DALB
OG0007287	LOC119066214|XP_037024431.1|BCOP	LOC117564077|XP_034098594.1|DALB
OG0007288	LOC119078063|XP_037041395.1|BCOP	LOC117567994|XP_034104206.1|DALB
OG0007289	LOC119071306|XP_037032083.1|BCOP	LOC117577706|XP_034118497.1|DALB
OG0007290	LOC119067847|XP_037026974.1|BCOP	LOC117573337|XP_034112337.1|DALB
OG0007291	LOC119067254|XP_037026025.1|BCOP	LOC117569205|XP_034106171.1|DALB
OG0007292	LOC119076467|XP_037039129.1|BCOP	LOC117570366|XP_034107850.1|DALB
OG0007293	LOC119074334|XP_037036315.1|BCOP	LOC117573809|XP_034113111.1|DALB
OG0007294	LOC119074199|XP_037036090.1|BCOP	LOC117574199|XP_034113793.1|DALB
OG0007295	LOC119069103|XP_037028890.1|BCOP	LOC117575743|XP_034115988.1|DALB
OG0007296	LOC119075851|XP_037038298.1|BCOP	LOC117576807|XP_034117758.1|DALB
OG0007297	LOC119075722|XP_037038153.1|BCOP	LOC117576205|XP_034116689.1|DALB
OG0007298	LOC119069432|XP_037029388.1|BCOP	LOC117573675|XP_034112895.1|DALB
OG0007299	LOC119084033|XP_037049754.1|BCOP	LOC117575146|XP_034115143.1|DALB
OG0007300	LOC119077672|XP_037040815.1|BCOP	LOC117573348|XP_034112365.1|DALB
OG0007301	LOC119074952|XP_037037236.1|BCOP	LOC117576983|XP_034118059.1|DALB
OG0007302	LOC119076809|XP_037039688.1|BCOP	LOC117576047|XP_034116466.1|DALB
OG0007303	LOC119073664|XP_037035167.1|BCOP	LOC117573819|XP_034113140.1|DALB
OG0007304	LOC119073767|XP_037035328.1|BCOP	LOC117563548|XP_034097817.1|DALB
OG0007305	LOC119076147|XP_037038724.1|BCOP	LOC117567235|XP_034102957.1|DALB
OG0007306	LOC119076105|XP_037038660.1|BCOP	LOC117567233|XP_034102955.1|DALB
OG0007307	LOC119076679|XP_037039471.1|BCOP	LOC117573988|XP_034113426.1|DALB
OG0007308	LOC119074645|XP_037036817.1|BCOP	LOC117574454|XP_034114182.1|DALB
OG0007309	LOC119076640|XP_037039405.1|BCOP	LOC117574555|XP_034114318.1|DALB
OG0007310	LOC119073520|XP_037034952.1|BCOP	LOC117573696|XP_034112947.1|DALB
OG0007311	LOC119073432|XP_037034807.1|BCOP	LOC117576756|XP_034117684.1|DALB
OG0007312	LOC119075778|XP_037038227.1|BCOP	LOC117572787|XP_034111776.1|DALB
OG0007313	LOC119074595|XP_037036732.1|BCOP, LOC119079668|XP_037043614.1|BCOP	LOC117572181|XP_034110728.1|DALB
OG0007314	LOC119078072|XP_037041418.1|BCOP	LOC117577829|XP_034118664.1|DALB
OG0007315	LOC119078050|XP_037041359.1|BCOP	LOC117566063|XP_034101414.1|DALB
OG0007316	LOC119067660|XP_037026657.1|BCOP	LOC117576166|XP_034116637.1|DALB
OG0007317	LOC119074785|XP_037036958.1|BCOP	LOC117575348|XP_034115404.1|DALB
OG0007318	LOC119074335|XP_037036318.1|BCOP	LOC117575344|XP_034115396.1|DALB
OG0007319	LOC119070085|XP_037030297.1|BCOP	LOC117568818|XP_034105574.1|DALB
OG0007321	LOC119084259|XP_037050063.1|BCOP	LOC117569956|XP_034107220.1|DALB
OG0007322	LOC119076710|XP_037039521.1|BCOP	LOC117575652|XP_034115833.1|DALB
OG0007323	LOC119076704|XP_037039512.1|BCOP	LOC117567646|XP_034103684.1|DALB
OG0007324	LOC119075174|XP_037037466.1|BCOP	LOC117576410|XP_034117029.1|DALB
OG0007325	LOC119074432|XP_037036456.1|BCOP	LOC117574411|XP_034114139.1|DALB
OG0007326	LOC119074431|XP_037036453.1|BCOP	LOC117576407|XP_034117025.1|DALB
OG0007327	LOC119076089|XP_037038638.1|BCOP	LOC117571604|XP_034109713.1|DALB
OG0007328	LOC119074438|XP_037036461.1|BCOP	LOC117574033|XP_034113518.1|DALB
OG0007330	LOC119077726|XP_037040897.1|BCOP	LOC117566024|XP_034101353.1|DALB
OG0007331	LOC119084248|XP_037050044.1|BCOP	LOC117578198|XP_034119415.1|DALB
OG0007332	LOC119084258|XP_037050059.1|BCOP	LOC117574872|XP_034114835.1|DALB
OG0007333	LOC119072914|XP_037034131.1|BCOP	LOC117576340|XP_034116906.1|DALB
OG0007334	LOC119076125|XP_037038689.1|BCOP	LOC117574023|XP_034113505.1|DALB
OG0007335	LOC119074881|XP_037037113.1|BCOP	LOC117572278|XP_034110873.1|DALB
OG0007336	LOC119085958|XP_037052413.1|BCOP	LOC117574541|XP_034114303.1|DALB
OG0007337	LOC119066592|XP_037025046.1|BCOP	LOC117567204|XP_034102925.1|DALB
OG0007338	LOC119074316|XP_037036265.1|BCOP	LOC117568778|XP_034105507.1|DALB
OG0007339	LOC119073627|XP_037035115.1|BCOP	LOC117573919|XP_034113323.1|DALB
OG0007340	LOC119081886|XP_037047011.1|BCOP	LOC117575147|XP_034115144.1|DALB
OG0007341	LOC119074838|XP_037037028.1|BCOP	LOC117575868|XP_034116182.1|DALB
OG0007342	LOC119084433|XP_037050306.1|BCOP	LOC117574675|XP_034114472.1|DALB
OG0007343	LOC119069687|XP_037029738.1|BCOP	LOC117575285|XP_034115319.1|DALB
OG0007344	LOC119086023|XP_037052490.1|BCOP	LOC117563581|XP_034097859.1|DALB
OG0007345	LOC119070348|XP_037030572.1|BCOP	LOC117574570|XP_034114336.1|DALB
OG0007346	LOC119072885|XP_037034100.1|BCOP	LOC117572585|XP_034111360.1|DALB
OG0007347	LOC119074885|XP_037037121.1|BCOP	LOC117578054|XP_034119075.1|DALB
OG0007348	LOC119074872|XP_037037093.1|BCOP	LOC117578030|XP_034119038.1|DALB
OG0007349	LOC119074867|XP_037037085.1|BCOP	LOC117564573|XP_034099305.1|DALB
OG0007350	LOC119077907|XP_037041174.1|BCOP	LOC117568930|XP_034105741.1|DALB
OG0007351	LOC119084418|XP_037050280.1|BCOP	LOC117566612|XP_034102044.1|DALB
OG0007352	LOC119084447|XP_037050322.1|BCOP	LOC117569931|XP_034107181.1|DALB
OG0007353	LOC119074397|XP_037036412.1|BCOP	LOC117574660|XP_034114455.1|DALB
OG0007354	LOC119076103|XP_037038657.1|BCOP	LOC117575538|XP_034115683.1|DALB
OG0007355	LOC119083976|XP_037049675.1|BCOP	LOC117576699|XP_034117587.1|DALB
OG0007356	LOC119080145|XP_037044257.1|BCOP	LOC117569888|XP_034107118.1|DALB
OG0007357	LOC119084023|XP_037049736.1|BCOP	LOC117576302|XP_034116847.1|DALB
OG0007358	LOC119074813|XP_037036994.1|BCOP	LOC117576416|XP_034117034.1|DALB
OG0007359	LOC119078118|XP_037041466.1|BCOP	LOC117576584|XP_034117357.1|DALB
OG0007360	LOC119076115|XP_037038672.1|BCOP	LOC117575273|XP_034115300.1|DALB
OG0007361	LOC119074385|XP_037036395.1|BCOP	LOC117578280|XP_034119597.1|DALB
OG0007363	LOC119078086|XP_037041443.1|BCOP	LOC117577608|XP_034118344.1|DALB
OG0007364	LOC119078058|XP_037041380.1|BCOP	LOC117578213|XP_034119471.1|DALB
OG0007365	LOC119071859|XP_037032816.1|BCOP	LOC117576961|XP_034118031.1|DALB
OG0007367	LOC119076606|XP_037039357.1|BCOP	LOC117566845|XP_034102327.1|DALB
OG0007368	LOC119074060|XP_037035908.1|BCOP	LOC117573333|XP_034112332.1|DALB
OG0007369	LOC119084247|XP_037050083.1|BCOP	LOC117574271|XP_034113908.1|DALB
OG0007370	LOC119072415|XP_037033559.1|BCOP	LOC117572108|XP_034110618.1|DALB
OG0007371	LOC119067799|XP_037026841.1|BCOP	LOC117576125|XP_034116574.1|DALB
OG0007372	LOC119084032|XP_037049752.1|BCOP	LOC117576385|XP_034116988.1|DALB
OG0007373	LOC119072047|XP_037033069.1|BCOP	LOC117566184|XP_034101584.1|DALB
OG0007374	LOC119083299|XP_037048888.1|BCOP	LOC117577928|XP_034118822.1|DALB
OG0007375	LOC119076404|XP_037039025.1|BCOP	LOC117577951|XP_034118878.1|DALB
OG0007376	LOC119074597|XP_037036735.1|BCOP, LOC119074590|XP_037036724.1|BCOP	LOC117567483|XP_034103407.1|DALB
OG0007377	LOC119075818|XP_037038281.1|BCOP	LOC117565800|XP_034100978.1|DALB
OG0007378	LOC119075775|XP_037038224.1|BCOP	LOC117565871|XP_034101103.1|DALB
OG0007379	LOC119072858|XP_037034060.1|BCOP	LOC117578120|XP_034119199.1|DALB
OG0007380	LOC119072271|XP_037033360.1|BCOP	LOC117578121|XP_034119196.1|DALB
OG0007381	LOC119076792|XP_037039649.1|BCOP	LOC117578173|XP_034119355.1|DALB
OG0007382	LOC119077898|XP_037041161.1|BCOP	LOC117577577|XP_034118306.1|DALB
OG0007383	LOC119074915|XP_037037165.1|BCOP	LOC117570136|XP_034107495.1|DALB
OG0007384	LOC119078651|XP_037042141.1|BCOP	LOC117565879|XP_034101151.1|DALB
OG0007385	LOC119076512|XP_037039192.1|BCOP	LOC117573837|XP_034113198.1|DALB
OG0007386	LOC119085707|XP_037052054.1|BCOP	LOC117577693|XP_034118484.1|DALB
OG0007387	LOC119073667|XP_037035197.1|BCOP	LOC117577739|XP_034118540.1|DALB
OG0007388	LOC119067006|XP_037025665.1|BCOP	LOC117578156|XP_034119269.1|DALB
OG0007389	LOC119070825|XP_037031220.1|BCOP	LOC117577419|XP_034118223.1|DALB
OG0007390	LOC119084484|XP_037050369.1|BCOP	LOC117575103|XP_034115100.1|DALB
OG0007391	LOC119068974|XP_037028739.1|BCOP	LOC117576703|XP_034117609.1|DALB
OG0007392	LOC119084487|XP_037050385.1|BCOP	LOC117565094|XP_034099947.1|DALB
OG0007393	LOC119078129|XP_037041486.1|BCOP	LOC117576371|XP_034116953.1|DALB
OG0007394	LOC119067163|XP_037025901.1|BCOP	LOC117578233|XP_034119516.1|DALB
OG0007395	LOC119069864|XP_037029934.1|BCOP	LOC117578135|XP_034119232.1|DALB
OG0007396	LOC119074324|XP_037036294.1|BCOP	LOC117576714|XP_034117623.1|DALB
OG0007397	LOC119071482|XP_037032228.1|BCOP, LOC119073494|XP_037034896.1|BCOP	LOC117565239|XP_034100138.1|DALB
OG0007398	LOC119074463|XP_037036499.1|BCOP	LOC117567841|XP_034103979.1|DALB
OG0007399	LOC119076410|XP_037039037.1|BCOP	LOC117572508|XP_034111256.1|DALB
OG0007400	LOC119076127|XP_037038693.1|BCOP	LOC117569949|XP_034107206.1|DALB
OG0007401	LOC119069444|XP_037029396.1|BCOP	LOC117578020|XP_034119011.1|DALB
OG0007402	LOC119076218|XP_037038765.1|BCOP	LOC117576580|XP_034117351.1|DALB
OG0007403	LOC119075732|XP_037038166.1|BCOP	LOC117575931|XP_034116281.1|DALB
OG0007404	LOC119076172|XP_037038753.1|BCOP	LOC117573631|XP_034112824.1|DALB
OG0007405	LOC119068034|XP_037027295.1|BCOP	LOC117576680|XP_034117567.1|DALB
OG0007406	LOC119077654|XP_037040765.1|BCOP	LOC117576744|XP_034117668.1|DALB
OG0007407	LOC119072566|XP_037033701.1|BCOP	LOC117563307|XP_034097445.1|DALB
OG0007408	LOC119071265|XP_037032017.1|BCOP	LOC117569964|XP_034107228.1|DALB
OG0007410	LOC119078713|XP_037042281.1|BCOP	LOC117577823|XP_034118648.1|DALB
OG0007411	LOC119084302|XP_037050116.1|BCOP	LOC117570285|XP_034107700.1|DALB
OG0007412	LOC119078243|XP_037041607.1|BCOP	LOC117574947|XP_034114895.1|DALB
OG0007413	LOC119084430|XP_037050302.1|BCOP	LOC117571343|XP_034109342.1|DALB
OG0007414	LOC119084877|XP_037050912.1|BCOP	LOC117578260|XP_034119572.1|DALB
OG0007415	LOC119084031|XP_037049751.1|BCOP	LOC117578016|XP_034119008.1|DALB
OG0007416	LOC119084021|XP_037049732.1|BCOP	LOC117575443|XP_034115545.1|DALB
OG0007417	LOC119084059|XP_037049791.1|BCOP	LOC117577605|XP_034118342.1|DALB
OG0007418	LOC119069801|XP_037029855.1|BCOP	LOC117572645|XP_034111515.1|DALB
OG0007419	LOC119084217|XP_037050007.1|BCOP	LOC117574335|XP_034114045.1|DALB
OG0007420	LOC119084226|XP_037050019.1|BCOP	LOC117571080|XP_034108948.1|DALB
OG0007421	LOC119084982|XP_037051028.1|BCOP	LOC117573657|XP_034112916.1|DALB
OG0007422	LOC119074898|XP_037037140.1|BCOP	LOC117564044|XP_034098548.1|DALB
OG0007423	LOC119074890|XP_037037128.1|BCOP	LOC117578273|XP_034119587.1|DALB
OG0007424	LOC119076479|XP_037039153.1|BCOP	LOC117567014|XP_034102592.1|DALB
OG0007425	LOC119084483|XP_037050366.1|BCOP	LOC117572335|XP_034110965.1|DALB
OG0007426	LOC119074754|XP_037036914.1|BCOP	LOC117571130|XP_034109100.1|DALB
OG0007427	LOC119067101|XP_037025762.1|BCOP	LOC117575662|XP_034115843.1|DALB
OG0007428	LOC119074862|XP_037037071.1|BCOP	LOC117578212|XP_034119467.1|DALB
OG0007429	LOC119084450|XP_037050326.1|BCOP	LOC117566779|XP_034102213.1|DALB
OG0007430	LOC119074255|XP_037036173.1|BCOP	LOC117570867|XP_034108650.1|DALB
OG0007431	LOC119077706|XP_037040877.1|BCOP	LOC117564794|XP_034099606.1|DALB
OG0007432	LOC119071769|XP_037032714.1|BCOP	LOC117570505|XP_034108092.1|DALB
OG0007433	LOC119066577|XP_037025025.1|BCOP	LOC117577776|XP_034118586.1|DALB
OG0007434	LOC119074227|XP_037036140.1|BCOP	LOC117571705|XP_034109894.1|DALB
OG0007435	LOC119086032|XP_037052503.1|BCOP	LOC117568039|XP_034104274.1|DALB
OG0007436	LOC119079089|XP_037042800.1|BCOP	LOC117571149|XP_034109045.1|DALB
OG0007437	LOC119071629|XP_037032482.1|BCOP	LOC117567345|XP_034103162.1|DALB
OG0007438	LOC119070958|XP_037031410.1|BCOP	LOC117571700|XP_034109887.1|DALB
OG0007439	LOC119072277|XP_037033365.1|BCOP	LOC117576122|XP_034116575.1|DALB
OG0007440	LOC119072243|XP_037033317.1|BCOP	LOC117571174|XP_034109096.1|DALB
OG0007441	LOC119082821|XP_037048367.1|BCOP	LOC117568100|XP_034104373.1|DALB
OG0007442	LOC119071171|XP_037031828.1|BCOP	LOC117573319|XP_034112317.1|DALB
OG0007443	LOC119085199|XP_037051406.1|BCOP	LOC117572741|XP_034111709.1|DALB
OG0007444	LOC119069717|XP_037029735.1|BCOP	LOC117567140|XP_034102845.1|DALB
OG0007445	LOC119069716|XP_037029734.1|BCOP	LOC117567139|XP_034102844.1|DALB
OG0007446	LOC119076949|XP_037039897.1|BCOP	LOC117563238|XP_034097335.1|DALB
OG0007447	LOC119077049|XP_037040076.1|BCOP	LOC117565356|XP_034100307.1|DALB
OG0007448	LOC119083476|XP_037049090.1|BCOP	LOC117570512|XP_034108101.1|DALB
OG0007449	LOC119078232|XP_037041587.1|BCOP	LOC117571207|XP_034109144.1|DALB
