Orthogroup	BCOP.longest_only	CPIP.longest_only
OG0006016	LOC119085318|XP_037051594.1|BCOP	LOC120415111|XP_039432463.1|CPIP
OG0006017	LOC119074251|XP_037036170.1|BCOP	LOC120415131|XP_039432491.1|CPIP
OG0006018	LOC119085520|XP_037051830.1|BCOP, LOC119085320|XP_037051596.1|BCOP	LOC120425534|XP_039446024.1|CPIP
OG0006019	LOC119076722|XP_037039537.1|BCOP	LOC120425539|XP_039446034.1|CPIP
OG0006020	LOC119082865|XP_037048423.1|BCOP	LOC120412761|XP_039429287.1|CPIP
OG0006021	LOC119076290|XP_037038846.1|BCOP	LOC120412715|XP_039429224.1|CPIP
OG0006022	LOC119066522|XP_037024935.1|BCOP	LOC120412731|XP_039429255.1|CPIP
OG0006023	LOC119071971|XP_037032999.1|BCOP	LOC120415404|XP_039432864.1|CPIP
OG0006025	LOC119071490|XP_037032237.1|BCOP	LOC120419134|XP_039437656.1|CPIP
OG0006026	LOC119069420|XP_037029367.1|BCOP	LOC120412768|XP_039429296.1|CPIP
OG0006027	LOC119075526|XP_037037892.1|BCOP	LOC120412717|XP_039429235.1|CPIP
OG0006028	LOC119071846|XP_037032799.1|BCOP	LOC120415884|XP_039433455.1|CPIP
OG0006029	LOC119085372|XP_037051648.1|BCOP	LOC120415355|XP_039432778.1|CPIP
OG0006030	LOC119078234|XP_037041591.1|BCOP	LOC120415405|XP_039432865.1|CPIP
OG0006031	LOC119072606|XP_037033756.1|BCOP	LOC120415374|XP_039432831.1|CPIP
OG0006032	LOC119080322|XP_037044495.1|BCOP, LOC119077220|XP_037040296.1|BCOP	LOC120415362|XP_039432786.1|CPIP
OG0006033	LOC119071485|XP_037032231.1|BCOP, LOC119080365|XP_037044557.1|BCOP	LOC120415409|XP_039432871.1|CPIP
OG0006034	LOC119070112|XP_037030321.1|BCOP	LOC120419310|XP_039437912.1|CPIP
OG0006035	LOC119071936|XP_037032954.1|BCOP	LOC120419303|XP_039437904.1|CPIP
OG0006036	LOC119072747|XP_037033929.1|BCOP	LOC120419302|XP_039437903.1|CPIP
OG0006037	LOC119078994|XP_037042653.1|BCOP	LOC120419323|XP_039437929.1|CPIP
OG0006038	LOC119071384|XP_037032148.1|BCOP	LOC120431571|XP_039452613.1|CPIP, LOC120429996|XP_039451027.1|CPIP
OG0006039	LOC119071143|XP_037031766.1|BCOP	LOC120430726|XP_039451772.1|CPIP
OG0006040	LOC119072465|XP_037033584.1|BCOP	LOC120425516|XP_039445999.1|CPIP
OG0006041	LOC119070414|XP_037030649.1|BCOP	LOC120429566|XP_039450550.1|CPIP, LOC120431793|XP_039452846.1|CPIP
OG0006042	LOC119085124|XP_037051284.1|BCOP	LOC120429527|XP_039450527.1|CPIP
OG0006043	LOC119074195|XP_037036084.1|BCOP	LOC120429284|XP_039450443.1|CPIP
OG0006044	LOC119078997|XP_037042657.1|BCOP	LOC120429256|XP_039450409.1|CPIP
OG0006045	LOC119080220|XP_037044356.1|BCOP	LOC120429626|XP_039450594.1|CPIP
OG0006046	LOC119066435|XP_037024821.1|BCOP	LOC120429109|XP_039450212.1|CPIP
OG0006047	LOC119066444|XP_037024836.1|BCOP	LOC120426724|XP_039447429.1|CPIP
OG0006048	LOC119082343|XP_037047751.1|BCOP	LOC120415431|XP_039432913.1|CPIP
OG0006049	LOC119076216|XP_037038762.1|BCOP	LOC120415413|XP_039432876.1|CPIP
OG0006050	LOC119068306|XP_037027741.1|BCOP	LOC120415350|XP_039432773.1|CPIP
OG0006051	LOC119071974|XP_037033004.1|BCOP	LOC120415353|XP_039432775.1|CPIP
OG0006052	LOC119071914|XP_037032927.1|BCOP	LOC120415416|XP_039432879.1|CPIP
OG0006053	LOC119069386|XP_037029338.1|BCOP	LOC120420342|XP_039439271.1|CPIP
OG0006054	LOC119085047|XP_037051154.1|BCOP	LOC120420318|XP_039439243.1|CPIP
OG0006055	LOC119083481|XP_037049100.1|BCOP	LOC120418156|XP_039436388.1|CPIP
OG0006056	LOC119085122|XP_037051282.1|BCOP	LOC120415864|XP_039433433.1|CPIP
OG0006057	LOC119066104|XP_037024276.1|BCOP	LOC120415879|XP_039433451.1|CPIP
OG0006058	LOC119072193|XP_037033255.1|BCOP	LOC120418138|XP_039436362.1|CPIP
OG0006059	LOC119066387|XP_037024715.1|BCOP	LOC120432647|XP_039453827.1|CPIP
OG0006060	LOC119066389|XP_037024717.1|BCOP	LOC120432649|XP_039453828.1|CPIP
OG0006061	LOC119081197|XP_037045808.1|BCOP	LOC120432664|XP_039453844.1|CPIP
OG0006062	LOC119084502|XP_037050416.1|BCOP	LOC120412325|XP_039428660.1|CPIP
OG0006063	LOC119073074|XP_037034282.1|BCOP, LOC119082170|XP_037047480.1|BCOP	LOC120412334|XP_039428669.1|CPIP
OG0006064	LOC119071546|XP_037032340.1|BCOP	LOC120432671|XP_039453859.1|CPIP
OG0006065	LOC119079251|XP_037042928.1|BCOP, LOC119079704|XP_037043656.1|BCOP	LOC120412327|XP_039428662.1|CPIP
OG0006066	LOC119072181|XP_037033236.1|BCOP	LOC120412362|XP_039428720.1|CPIP
OG0006067	LOC119072156|XP_037033203.1|BCOP	LOC120412345|XP_039428680.1|CPIP
OG0006068	LOC119070409|XP_037030631.1|BCOP	LOC120432669|XP_039453856.1|CPIP
OG0006070	LOC119083289|XP_037048877.1|BCOP	LOC120425249|XP_039445629.1|CPIP
OG0006071	LOC119085558|XP_037051877.1|BCOP	LOC120425244|XP_039445611.1|CPIP
OG0006072	LOC119071330|XP_037032109.1|BCOP	LOC120425960|XP_039446541.1|CPIP
OG0006073	LOC119077788|XP_037040990.1|BCOP, LOC119077793|XP_037040996.1|BCOP	LOC120421974|XP_039441218.1|CPIP
OG0006074	LOC119085110|XP_037051259.1|BCOP	LOC120416819|XP_039434636.1|CPIP
OG0006075	LOC119084910|XP_037050961.1|BCOP	LOC120427642|XP_039448460.1|CPIP
OG0006076	LOC119083538|XP_037049155.1|BCOP	LOC120416859|XP_039434689.1|CPIP
OG0006077	LOC119079857|XP_037043825.1|BCOP	LOC120416835|XP_039434656.1|CPIP
OG0006078	LOC119079859|XP_037043828.1|BCOP	LOC120416842|XP_039434664.1|CPIP
OG0006079	LOC119082528|XP_037047936.1|BCOP, LOC119082563|XP_037047984.1|BCOP	LOC120416825|XP_039434645.1|CPIP
OG0006080	LOC119066844|XP_037025407.1|BCOP	LOC120428644|XP_039449618.1|CPIP
OG0006081	LOC119086037|XP_037052506.1|BCOP	LOC120427132|XP_039447922.1|CPIP
OG0006082	LOC119067594|XP_037026587.1|BCOP	LOC120427134|XP_039447924.1|CPIP
OG0006083	LOC119066876|XP_037025445.1|BCOP	LOC120423486|XP_039443254.1|CPIP
OG0006084	LOC119071013|XP_037031510.1|BCOP	LOC120418194|XP_039436433.1|CPIP
OG0006085	LOC119066865|XP_037025430.1|BCOP	LOC120416991|XP_039434860.1|CPIP
OG0006086	LOC119066857|XP_037025421.1|BCOP	LOC120416997|XP_039434873.1|CPIP
OG0006087	LOC119072401|XP_037033506.1|BCOP	LOC120416996|XP_039434864.1|CPIP
OG0006088	LOC119083178|XP_037048733.1|BCOP	LOC120416998|XP_039434874.1|CPIP
OG0006089	LOC119085994|XP_037052460.1|BCOP	LOC120417008|XP_039434881.1|CPIP
OG0006090	LOC119071616|XP_037032450.1|BCOP	LOC120417006|XP_039434880.1|CPIP
OG0006091	LOC119071710|XP_037032599.1|BCOP	LOC120416994|XP_039434863.1|CPIP
OG0006092	LOC119071752|XP_037032682.1|BCOP	LOC120416990|XP_039434850.1|CPIP
OG0006093	LOC119066903|XP_037025488.1|BCOP	LOC120421870|XP_039441100.1|CPIP
OG0006094	LOC119079617|XP_037043508.1|BCOP	LOC120421860|XP_039441093.1|CPIP
OG0006095	LOC119082030|XP_037047248.1|BCOP	LOC120426493|XP_039447196.1|CPIP
OG0006096	LOC119066557|XP_037024998.1|BCOP	LOC120415180|XP_039432572.1|CPIP
OG0006097	LOC119074212|XP_037036104.1|BCOP	LOC120415173|XP_039432551.1|CPIP
OG0006098	LOC119076312|XP_037038874.1|BCOP	LOC120424714|XP_039444830.1|CPIP
OG0006099	LOC119071377|XP_037032132.1|BCOP	LOC120422674|XP_039442116.1|CPIP
OG0006100	LOC119072081|XP_037033132.1|BCOP	LOC120422679|XP_039442123.1|CPIP
OG0006101	LOC119072071|XP_037033102.1|BCOP	LOC120422664|XP_039442102.1|CPIP
OG0006102	LOC119078782|XP_037042389.1|BCOP	LOC120418579|XP_039436958.1|CPIP
OG0006103	LOC119076107|XP_037038662.1|BCOP	LOC120418594|XP_039436974.1|CPIP
OG0006104	LOC119076132|XP_037038700.1|BCOP	LOC120418589|XP_039436970.1|CPIP
OG0006105	LOC119076070|XP_037038609.1|BCOP	LOC120429781|XP_039450774.1|CPIP, LOC120430862|XP_039451921.1|CPIP
OG0006106	LOC119071898|XP_037032895.1|BCOP	LOC120430087|XP_039451108.1|CPIP
OG0006107	LOC119071551|XP_037032367.1|BCOP	LOC120421835|XP_039441050.1|CPIP
OG0006108	LOC119071583|XP_037032425.1|BCOP	LOC120429552|XP_039450542.1|CPIP
OG0006109	LOC119070641|XP_037030965.1|BCOP	LOC120416353|XP_039434020.1|CPIP
OG0006110	LOC119082016|XP_037047228.1|BCOP	LOC120421567|XP_039440730.1|CPIP
OG0006111	LOC119066396|XP_037024725.1|BCOP	LOC120420325|XP_039439254.1|CPIP
OG0006112	LOC119076938|XP_037039872.1|BCOP	LOC120415866|XP_039433436.1|CPIP
OG0006113	LOC119076933|XP_037039865.1|BCOP	LOC120415875|XP_039433445.1|CPIP
OG0006114	LOC119071894|XP_037032890.1|BCOP	LOC120415843|XP_039433413.1|CPIP
OG0006115	LOC119066191|XP_037024400.1|BCOP, LOC119066193|XP_037024402.1|BCOP	LOC120414943|XP_039432208.1|CPIP
OG0006116	LOC119083477|XP_037049093.1|BCOP	LOC120425101|XP_039445430.1|CPIP
OG0006117	LOC119066416|XP_037024784.1|BCOP	LOC120427509|XP_039448305.1|CPIP, LOC120425093|XP_039445420.1|CPIP
OG0006118	LOC119070999|XP_037031487.1|BCOP	LOC120432574|XP_039453734.1|CPIP
OG0006119	LOC119071804|XP_037032765.1|BCOP	LOC120432575|XP_039453738.1|CPIP
OG0006120	LOC119069086|XP_037028868.1|BCOP	LOC120432589|XP_039453763.1|CPIP
OG0006121	LOC119072984|XP_037034204.1|BCOP, LOC119066820|XP_037025362.1|BCOP	LOC120425832|XP_039446385.1|CPIP
OG0006122	LOC119072876|XP_037034077.1|BCOP	LOC120425822|XP_039446369.1|CPIP
OG0006123	LOC119086011|XP_037052482.1|BCOP	LOC120425838|XP_039446393.1|CPIP
OG0006124	LOC119069553|XP_037029528.1|BCOP	LOC120425840|XP_039446394.1|CPIP
OG0006125	LOC119072491|XP_037033625.1|BCOP	LOC120423743|XP_039443589.1|CPIP
OG0006126	LOC119082157|XP_037047461.1|BCOP	LOC120423736|XP_039443579.1|CPIP
OG0006127	LOC119085386|XP_037051674.1|BCOP	LOC120423323|XP_039443019.1|CPIP
OG0006128	LOC119071089|XP_037031626.1|BCOP	LOC120431443|XP_039452496.1|CPIP, LOC120422229|XP_039441547.1|CPIP
OG0006129	LOC119066839|XP_037025397.1|BCOP	LOC120422206|XP_039441522.1|CPIP
OG0006130	LOC119071397|XP_037032169.1|BCOP	LOC120416372|XP_039434039.1|CPIP
OG0006131	LOC119066622|XP_037025078.1|BCOP	LOC120416344|XP_039434006.1|CPIP
OG0006132	LOC119066626|XP_037025083.1|BCOP	LOC120416348|XP_039434012.1|CPIP
OG0006133	LOC119076571|XP_037039261.1|BCOP	LOC120416345|XP_039434008.1|CPIP
OG0006134	LOC119081718|XP_037046751.1|BCOP	LOC120416701|XP_039434451.1|CPIP
OG0006135	LOC119080940|XP_037045458.1|BCOP	LOC120416711|XP_039434462.1|CPIP
OG0006136	LOC119084891|XP_037050933.1|BCOP	LOC120427874|XP_039448738.1|CPIP
OG0006137	LOC119071326|XP_037032106.1|BCOP	LOC120423803|XP_039443654.1|CPIP
OG0006138	LOC119072972|XP_037034183.1|BCOP	LOC120423914|XP_039443829.1|CPIP
OG0006139	LOC119074258|XP_037036175.1|BCOP	LOC120423888|XP_039443796.1|CPIP
OG0006141	LOC119071402|XP_037032174.1|BCOP	LOC120423704|XP_039443541.1|CPIP
OG0006142	LOC119071239|XP_037031969.1|BCOP	LOC120423690|XP_039443516.1|CPIP
OG0006143	LOC119085468|XP_037051779.1|BCOP	LOC120423709|XP_039443549.1|CPIP
OG0006144	LOC119085466|XP_037051778.1|BCOP	LOC120423708|XP_039443548.1|CPIP
OG0006145	LOC119071674|XP_037032549.1|BCOP	LOC120423710|XP_039443550.1|CPIP
OG0006146	LOC119070075|XP_037030270.1|BCOP	LOC120423896|XP_039443811.1|CPIP
OG0006147	LOC119074491|XP_037036537.1|BCOP	LOC120429122|XP_039450245.1|CPIP
OG0006148	LOC119084009|XP_037049717.1|BCOP	LOC120429124|XP_039450247.1|CPIP
OG0006149	LOC119066200|XP_037024415.1|BCOP	LOC120428260|XP_039449186.1|CPIP
OG0006150	LOC119070755|XP_037031125.1|BCOP	LOC120428259|XP_039449184.1|CPIP
OG0006151	LOC119081044|XP_037045644.1|BCOP	LOC120428258|XP_039449181.1|CPIP
OG0006152	LOC119069950|XP_037030072.1|BCOP	LOC120423724|XP_039443563.1|CPIP, LOC120425566|XP_039446065.1|CPIP
OG0006153	LOC119074343|XP_037036331.1|BCOP	LOC120431721|XP_039452782.1|CPIP, LOC120430874|XP_039451935.1|CPIP
OG0006155	LOC119074710|XP_037036893.1|BCOP	LOC120422738|XP_039442211.1|CPIP
OG0006156	LOC119078045|XP_037041355.1|BCOP	LOC120414004|XP_039430951.1|CPIP
OG0006158	LOC119085441|XP_037051754.1|BCOP	LOC120422394|XP_039441747.1|CPIP
OG0006159	LOC119071269|XP_037032029.1|BCOP	LOC120429108|XP_039450206.1|CPIP
OG0006160	LOC119083107|XP_037048634.1|BCOP	LOC120412519|XP_039428948.1|CPIP
OG0006161	LOC119068982|XP_037028751.1|BCOP	LOC120417400|XP_039435365.1|CPIP
OG0006162	LOC119080070|XP_037044185.1|BCOP	LOC120429201|XP_039450342.1|CPIP
OG0006181	LOC119069285|XP_037029248.1|BCOP	LOC120415038|XP_039432345.1|CPIP
OG0006183	LOC119082406|XP_037047835.1|BCOP	LOC120432314|XP_039453431.1|CPIP
OG0006184	LOC119067784|XP_037026820.1|BCOP	LOC120415855|XP_039433425.1|CPIP
OG0006185	LOC119070379|XP_037030585.1|BCOP	LOC120431097|XP_039452189.1|CPIP
OG0006186	LOC119067769|XP_037026808.1|BCOP	LOC120415065|XP_039432385.1|CPIP
OG0006187	LOC119071096|XP_037031634.1|BCOP	LOC120431108|XP_039452198.1|CPIP
OG0006188	LOC119069504|XP_037029473.1|BCOP	LOC120422044|XP_039441305.1|CPIP
OG0006189	LOC119069514|XP_037029487.1|BCOP	LOC120422045|XP_039441306.1|CPIP
OG0006190	LOC119068366|XP_037027833.1|BCOP	LOC120422065|XP_039441339.1|CPIP
OG0006191	LOC119068643|XP_037028211.1|BCOP	LOC120421059|XP_039440138.1|CPIP
OG0006192	LOC119070404|XP_037030623.1|BCOP	LOC120421082|XP_039440163.1|CPIP
OG0006196	LOC119078660|XP_037042205.1|BCOP	LOC120415053|XP_039432360.1|CPIP
OG0006197	LOC119075995|XP_037038465.1|BCOP	LOC120415067|XP_039432388.1|CPIP
OG0006198	LOC119068032|XP_037027290.1|BCOP	LOC120415071|XP_039432399.1|CPIP
OG0006199	LOC119068075|XP_037027376.1|BCOP	LOC120415050|XP_039432358.1|CPIP
OG0006200	LOC119080272|XP_037044433.1|BCOP	LOC120424019|XP_039443967.1|CPIP
OG0006202	LOC119068870|XP_037028604.1|BCOP	LOC120429963|XP_039450989.1|CPIP
OG0006203	LOC119068853|XP_037028569.1|BCOP	LOC120429961|XP_039450985.1|CPIP
OG0006204	LOC119078656|XP_037042149.1|BCOP	LOC120428471|XP_039449421.1|CPIP
OG0006205	LOC119072206|XP_037033274.1|BCOP	LOC120430286|XP_039451313.1|CPIP
OG0006206	LOC119083027|XP_037048560.1|BCOP, LOC119083165|XP_037048711.1|BCOP	LOC120413710|XP_039430566.1|CPIP
OG0006207	LOC119070612|XP_037030932.1|BCOP	LOC120413715|XP_039430572.1|CPIP
OG0006208	LOC119070610|XP_037030927.1|BCOP	LOC120413714|XP_039430569.1|CPIP
OG0006209	LOC119084223|XP_037050020.1|BCOP	LOC120413733|XP_039430593.1|CPIP
OG0006210	LOC119069630|XP_037029624.1|BCOP	LOC120431692|XP_039452772.1|CPIP
OG0006211	LOC119069085|XP_037028863.1|BCOP	LOC120430283|XP_039451309.1|CPIP
OG0006212	LOC119069084|XP_037028862.1|BCOP	LOC120430282|XP_039451308.1|CPIP
OG0006213	LOC119068624|XP_037028185.1|BCOP	LOC120419293|XP_039437893.1|CPIP
OG0006214	LOC119067392|XP_037026217.1|BCOP	LOC120419283|XP_039437883.1|CPIP
OG0006215	LOC119068540|XP_037028051.1|BCOP	LOC120419270|XP_039437865.1|CPIP
OG0006216	LOC119076782|XP_037039638.1|BCOP	LOC120418131|XP_039436343.1|CPIP
OG0006217	LOC119068622|XP_037028181.1|BCOP	LOC120418118|XP_039436327.1|CPIP
OG0006218	LOC119068140|XP_037027495.1|BCOP	LOC120418128|XP_039436340.1|CPIP
OG0006219	LOC119068616|XP_037028171.1|BCOP	LOC120432272|XP_039453386.1|CPIP
OG0006220	LOC119068615|XP_037028170.1|BCOP	LOC120432270|XP_039453385.1|CPIP
OG0006221	LOC119068168|XP_037027545.1|BCOP	LOC120432330|XP_039453452.1|CPIP
OG0006222	LOC119076487|XP_037039167.1|BCOP	LOC120432332|XP_039453456.1|CPIP
OG0006223	LOC119068863|XP_037028595.1|BCOP	LOC120432298|XP_039453418.1|CPIP
OG0006224	LOC119067615|XP_037026603.1|BCOP	LOC120432227|XP_039453335.1|CPIP
OG0006225	LOC119068410|XP_037027866.1|BCOP	LOC120432241|XP_039453349.1|CPIP
OG0006226	LOC119067545|XP_037026504.1|BCOP	LOC120424295|XP_039444312.1|CPIP
OG0006227	LOC119067383|XP_037026199.1|BCOP	LOC120419274|XP_039437873.1|CPIP
OG0006228	LOC119070283|XP_037030445.1|BCOP	LOC120416301|XP_039433990.1|CPIP
OG0006229	LOC119073784|XP_037035362.1|BCOP	LOC120413704|XP_039430557.1|CPIP
OG0006230	LOC119076567|XP_037039250.1|BCOP	LOC120424021|XP_039443970.1|CPIP
OG0006231	LOC119076646|XP_037039407.1|BCOP	LOC120424025|XP_039443975.1|CPIP
OG0006232	LOC119069890|XP_037029977.1|BCOP	LOC120421071|XP_039440150.1|CPIP
OG0006233	LOC119069898|XP_037030005.1|BCOP	LOC120421066|XP_039440145.1|CPIP
OG0006234	LOC119069647|XP_037029665.1|BCOP	LOC120432472|XP_039453633.1|CPIP
OG0006235	LOC119069644|XP_037029662.1|BCOP	LOC120432321|XP_039453443.1|CPIP
OG0006237	LOC119079507|XP_037043361.1|BCOP	LOC120432257|XP_039453372.1|CPIP
OG0006238	LOC119068867|XP_037028600.1|BCOP	LOC120430647|XP_039451690.1|CPIP
OG0006239	LOC119075610|XP_037037981.1|BCOP	LOC120431218|XP_039452299.1|CPIP
OG0006240	LOC119082509|XP_037047920.1|BCOP	LOC120424110|XP_039444070.1|CPIP
OG0006241	LOC119080229|XP_037044370.1|BCOP	LOC120432260|XP_039453375.1|CPIP
OG0006242	LOC119069584|XP_037029567.1|BCOP	LOC120432220|XP_039453323.1|CPIP
OG0006243	LOC119069488|XP_037029453.1|BCOP	LOC120432219|XP_039453320.1|CPIP
OG0006244	LOC119069041|XP_037028805.1|BCOP	LOC120432294|XP_039453414.1|CPIP
OG0006245	LOC119069773|XP_037029806.1|BCOP	LOC120424014|XP_039443962.1|CPIP
OG0006246	LOC119070316|XP_037030480.1|BCOP	LOC120413336|XP_039430046.1|CPIP
OG0006248	LOC119070593|XP_037030907.1|BCOP	LOC120422085|XP_039441364.1|CPIP
OG0006249	LOC119081469|XP_037046359.1|BCOP	LOC120416394|XP_039434064.1|CPIP
OG0006250	LOC119066524|XP_037024936.1|BCOP	LOC120419690|XP_039438411.1|CPIP
OG0006251	LOC119068202|XP_037027598.1|BCOP	LOC120432362|XP_039453492.1|CPIP
OG0006252	LOC119068195|XP_037027589.1|BCOP	LOC120414180|XP_039431190.1|CPIP
OG0006253	LOC119068746|XP_037028345.1|BCOP	LOC120414193|XP_039431207.1|CPIP
OG0006254	LOC119083084|XP_037048602.1|BCOP	LOC120417691|XP_039435761.1|CPIP
OG0006255	LOC119067443|XP_037026318.1|BCOP	LOC120431152|XP_039452226.1|CPIP
OG0006256	LOC119067618|XP_037026605.1|BCOP	LOC120422446|XP_039441824.1|CPIP
OG0006257	LOC119084249|XP_037050049.1|BCOP	LOC120422466|XP_039441853.1|CPIP
OG0006258	LOC119084215|XP_037050008.1|BCOP	LOC120422465|XP_039441852.1|CPIP
OG0006260	LOC119067767|XP_037026806.1|BCOP	LOC120424286|XP_039444291.1|CPIP
OG0006261	LOC119077126|XP_037040195.1|BCOP	LOC120424296|XP_039444313.1|CPIP
OG0006262	LOC119067763|XP_037026790.1|BCOP	LOC120424299|XP_039444318.1|CPIP
OG0006263	LOC119067770|XP_037026809.1|BCOP	LOC120424308|XP_039444327.1|CPIP
OG0006264	LOC119068056|XP_037027349.1|BCOP, LOC119068057|XP_037027350.1|BCOP	LOC120424306|XP_039444325.1|CPIP
OG0006265	LOC119081884|XP_037047012.1|BCOP	LOC120424304|XP_039444323.1|CPIP
OG0006266	LOC119068726|XP_037028315.1|BCOP	LOC120424294|XP_039444310.1|CPIP
OG0006267	LOC119068503|XP_037028008.1|BCOP	LOC120424289|XP_039444296.1|CPIP
OG0006268	LOC119068029|XP_037027287.1|BCOP	LOC120415078|XP_039432415.1|CPIP
OG0006269	LOC119067492|XP_037026394.1|BCOP	LOC120425045|XP_039445349.1|CPIP
OG0006271	LOC119081194|XP_037045805.1|BCOP	LOC120422533|XP_039441929.1|CPIP
OG0006272	LOC119068973|XP_037028735.1|BCOP	LOC120424287|XP_039444294.1|CPIP
OG0006273	LOC119067318|XP_037026124.1|BCOP	LOC120420180|XP_039439089.1|CPIP
OG0006274	LOC119067400|XP_037026240.1|BCOP	LOC120420184|XP_039439094.1|CPIP
OG0006275	LOC119067653|XP_037026646.1|BCOP	LOC120427554|XP_039448364.1|CPIP
OG0006276	LOC119069195|XP_037029037.1|BCOP	LOC120425425|XP_039445887.1|CPIP
OG0006277	LOC119068276|XP_037027699.1|BCOP	LOC120422444|XP_039441821.1|CPIP
OG0006278	LOC119068411|XP_037027867.1|BCOP	LOC120420250|XP_039439174.1|CPIP
OG0006279	LOC119070335|XP_037030504.1|BCOP	LOC120429655|XP_039450615.1|CPIP
OG0006280	LOC119070329|XP_037030493.1|BCOP	LOC120416889|XP_039434716.1|CPIP
OG0006281	LOC119070328|XP_037030492.1|BCOP	LOC120416890|XP_039434721.1|CPIP
OG0006282	LOC119067433|XP_037026300.1|BCOP	LOC120422091|XP_039441373.1|CPIP
OG0006283	LOC119070380|XP_037030586.1|BCOP	LOC120422092|XP_039441374.1|CPIP
OG0006284	LOC119068384|XP_037027845.1|BCOP	LOC120422048|XP_039441308.1|CPIP
OG0006285	LOC119081571|XP_037046500.1|BCOP	LOC120432322|XP_039453440.1|CPIP
OG0006286	LOC119081570|XP_037046496.1|BCOP	LOC120432320|XP_039453439.1|CPIP
OG0006287	LOC119085725|XP_037052069.1|BCOP	LOC120429174|XP_039450320.1|CPIP
OG0006288	LOC119085724|XP_037052068.1|BCOP	LOC120429175|XP_039450321.1|CPIP
OG0006289	LOC119068629|XP_037028191.1|BCOP	LOC120413346|XP_039430058.1|CPIP
OG0006290	LOC119068630|XP_037028192.1|BCOP	LOC120418133|XP_039436347.1|CPIP
OG0006291	LOC119068620|XP_037028176.1|BCOP	LOC120427672|XP_039448486.1|CPIP
OG0006292	LOC119067710|XP_037026719.1|BCOP	LOC120412725|XP_039429246.1|CPIP
OG0006293	LOC119075201|XP_037037488.1|BCOP	LOC120412740|XP_039429268.1|CPIP
OG0006294	LOC119068636|XP_037028198.1|BCOP	LOC120432249|XP_039453362.1|CPIP
OG0006295	LOC119070617|XP_037030940.1|BCOP	LOC120432397|XP_039453531.1|CPIP
OG0006296	LOC119069629|XP_037029622.1|BCOP	LOC120432381|XP_039453512.1|CPIP
OG0006297	LOC119083356|XP_037048968.1|BCOP	LOC120427221|XP_039448018.1|CPIP
OG0006298	LOC119070548|XP_037030837.1|BCOP	LOC120413367|XP_039430086.1|CPIP
OG0006299	LOC119068856|XP_037028577.1|BCOP	LOC120413371|XP_039430089.1|CPIP
OG0006300	LOC119069877|XP_037029947.1|BCOP	LOC120430731|XP_039451776.1|CPIP, LOC120413370|XP_039430088.1|CPIP
OG0006301	LOC119080579|XP_037044873.1|BCOP	LOC120413365|XP_039430083.1|CPIP
OG0006302	LOC119074800|XP_037036973.1|BCOP	LOC120430976|XP_039452085.1|CPIP
OG0006303	LOC119079438|XP_037043246.1|BCOP	LOC120424903|XP_039445127.1|CPIP
OG0006304	LOC119070576|XP_037030878.1|BCOP	LOC120414151|XP_039431123.1|CPIP
OG0006305	LOC119069638|XP_037029639.1|BCOP	LOC120427663|XP_039448470.1|CPIP
OG0006306	LOC119067080|XP_037025716.1|BCOP	LOC120427667|XP_039448478.1|CPIP
OG0006307	LOC119081772|XP_037046872.1|BCOP	LOC120427668|XP_039448482.1|CPIP
OG0006308	LOC119068626|XP_037028188.1|BCOP	LOC120432328|XP_039453486.1|CPIP
OG0006309	LOC119067301|XP_037026096.1|BCOP	LOC120415622|XP_039433153.1|CPIP
OG0006310	LOC119069841|XP_037029904.1|BCOP	LOC120415602|XP_039433129.1|CPIP
OG0006311	LOC119083648|XP_037049319.1|BCOP	LOC120415635|XP_039433168.1|CPIP
OG0006312	LOC119083645|XP_037049305.1|BCOP	LOC120421420|XP_039440561.1|CPIP
OG0006313	LOC119068397|XP_037027851.1|BCOP	LOC120421422|XP_039440568.1|CPIP
OG0006314	LOC119070405|XP_037030625.1|BCOP	LOC120424732|XP_039444895.1|CPIP
OG0006315	LOC119067513|XP_037026422.1|BCOP	LOC120417020|XP_039434891.1|CPIP
OG0006316	LOC119070604|XP_037030918.1|BCOP	LOC120422074|XP_039441351.1|CPIP
OG0006317	LOC119070605|XP_037030919.1|BCOP	LOC120420591|XP_039439632.1|CPIP
OG0006318	LOC119068912|XP_037028668.1|BCOP	LOC120425692|XP_039446251.1|CPIP
OG0006319	LOC119068652|XP_037028223.1|BCOP	LOC120424263|XP_039444298.1|CPIP
OG0006320	LOC119069667|XP_037029678.1|BCOP	LOC120415097|XP_039432488.1|CPIP
OG0006321	LOC119068948|XP_037028709.1|BCOP, LOC119068631|XP_037028195.1|BCOP	LOC120430550|XP_039451598.1|CPIP, LOC120428508|XP_039449454.1|CPIP
OG0006322	LOC119069934|XP_037030055.1|BCOP	LOC120413373|XP_039430099.1|CPIP
OG0006323	LOC119084884|XP_037050924.1|BCOP, LOC119085491|XP_037051802.1|BCOP	LOC120413342|XP_039430055.1|CPIP
OG0006324	LOC119067131|XP_037025810.1|BCOP	LOC120424688|XP_039444797.1|CPIP
OG0006325	LOC119070061|XP_037030250.1|BCOP	LOC120425314|XP_039445717.1|CPIP
OG0006326	LOC119084235|XP_037050029.1|BCOP	LOC120417706|XP_039435786.1|CPIP
OG0006327	LOC119068146|XP_037027510.1|BCOP	LOC120417701|XP_039435780.1|CPIP
OG0006328	LOC119069544|XP_037029514.1|BCOP	LOC120414505|XP_039431640.1|CPIP
