Orthogroup	BCOP.longest_only	DSUP.longest_only
OG0007309	LOC119076640|XP_037039405.1|BCOP	LOC119557990|XP_037727019.1|DSUP
OG0007310	LOC119073520|XP_037034952.1|BCOP	LOC119553155|XP_037719308.1|DSUP
OG0007311	LOC119073432|XP_037034807.1|BCOP	LOC119545646|XP_037707293.1|DSUP
OG0007312	LOC119075778|XP_037038227.1|BCOP	LOC119550866|XP_037715773.1|DSUP
OG0007313	LOC119074595|XP_037036732.1|BCOP, LOC119079668|XP_037043614.1|BCOP	LOC119556983|XP_037725432.1|DSUP
OG0007314	LOC119078072|XP_037041418.1|BCOP	LOC119557592|XP_037726322.1|DSUP
OG0007315	LOC119078050|XP_037041359.1|BCOP	LOC119556232|XP_037724185.1|DSUP
OG0007316	LOC119067660|XP_037026657.1|BCOP	LOC119561095|XP_037730916.1|DSUP
OG0007317	LOC119074785|XP_037036958.1|BCOP	LOC119559893|XP_037728977.1|DSUP
OG0007318	LOC119074335|XP_037036318.1|BCOP	LOC119559891|XP_037728969.1|DSUP
OG0007319	LOC119070085|XP_037030297.1|BCOP	LOC119554225|XP_037720981.1|DSUP
OG0007320	LOC119073773|XP_037035339.1|BCOP	LOC119545819|XP_037707642.1|DSUP
OG0007321	LOC119084259|XP_037050063.1|BCOP	LOC119557891|XP_037726820.1|DSUP
OG0007322	LOC119076710|XP_037039521.1|BCOP	LOC119557354|XP_037726019.1|DSUP
OG0007323	LOC119076704|XP_037039512.1|BCOP	LOC119557849|XP_037726760.1|DSUP
OG0007324	LOC119075174|XP_037037466.1|BCOP	LOC119560501|XP_037729899.1|DSUP
OG0007325	LOC119074432|XP_037036456.1|BCOP	LOC119563434|XP_037732752.1|DSUP
OG0007326	LOC119074431|XP_037036453.1|BCOP	LOC119560158|XP_037729441.1|DSUP
OG0007327	LOC119076089|XP_037038638.1|BCOP	LOC119553192|XP_037719370.1|DSUP
OG0007328	LOC119074438|XP_037036461.1|BCOP	LOC119563220|XP_037732446.1|DSUP
OG0007330	LOC119077726|XP_037040897.1|BCOP	LOC119556146|XP_037723971.1|DSUP
OG0007331	LOC119084248|XP_037050044.1|BCOP	LOC119557085|XP_037725566.1|DSUP
OG0007332	LOC119084258|XP_037050059.1|BCOP	LOC119557958|XP_037726925.1|DSUP
OG0007333	LOC119072914|XP_037034131.1|BCOP	LOC119563088|XP_037732247.1|DSUP
OG0007334	LOC119076125|XP_037038689.1|BCOP	LOC119548468|XP_037711664.1|DSUP
OG0007335	LOC119074881|XP_037037113.1|BCOP	LOC119552564|XP_037718113.1|DSUP
OG0007336	LOC119085958|XP_037052413.1|BCOP	LOC119556510|XP_037724704.1|DSUP
OG0007337	LOC119066592|XP_037025046.1|BCOP	LOC119554691|XP_037721620.1|DSUP
OG0007338	LOC119074316|XP_037036265.1|BCOP	LOC119555116|XP_037722268.1|DSUP
OG0007339	LOC119073627|XP_037035115.1|BCOP	LOC119553008|XP_037718967.1|DSUP
OG0007340	LOC119081886|XP_037047011.1|BCOP	LOC119552323|XP_037717998.1|DSUP
OG0007341	LOC119074838|XP_037037028.1|BCOP	LOC119559809|XP_037728822.1|DSUP
OG0007342	LOC119084433|XP_037050306.1|BCOP	LOC119563264|XP_037732507.1|DSUP
OG0007343	LOC119069687|XP_037029738.1|BCOP	LOC119550997|XP_037715977.1|DSUP
OG0007344	LOC119086023|XP_037052490.1|BCOP	LOC119547474|XP_037710288.1|DSUP
OG0007345	LOC119070348|XP_037030572.1|BCOP	LOC119549163|XP_037712884.1|DSUP
OG0007346	LOC119072885|XP_037034100.1|BCOP	LOC119552803|XP_037718568.1|DSUP
OG0007347	LOC119074885|XP_037037121.1|BCOP	LOC119558236|XP_037727483.1|DSUP
OG0007348	LOC119074872|XP_037037093.1|BCOP	LOC119558231|XP_037727478.1|DSUP
OG0007349	LOC119074867|XP_037037085.1|BCOP	LOC119558225|XP_037727471.1|DSUP
OG0007350	LOC119077907|XP_037041174.1|BCOP	LOC119556542|XP_037724753.1|DSUP
OG0007351	LOC119084418|XP_037050280.1|BCOP	LOC119552885|XP_037718716.1|DSUP
OG0007352	LOC119084447|XP_037050322.1|BCOP	LOC119550052|XP_037714435.1|DSUP
OG0007353	LOC119074397|XP_037036412.1|BCOP	LOC119560120|XP_037729398.1|DSUP
OG0007354	LOC119076103|XP_037038657.1|BCOP	LOC119557767|XP_037726592.1|DSUP
OG0007355	LOC119083976|XP_037049675.1|BCOP	LOC119561115|XP_037730954.1|DSUP
OG0007356	LOC119080145|XP_037044257.1|BCOP	LOC119549249|XP_037713083.1|DSUP
OG0007357	LOC119084023|XP_037049736.1|BCOP	LOC119561001|XP_037730744.1|DSUP
OG0007358	LOC119074813|XP_037036994.1|BCOP	LOC119548151|XP_037711183.1|DSUP
OG0007359	LOC119078118|XP_037041466.1|BCOP	LOC119563540|XP_037732950.1|DSUP
OG0007360	LOC119076115|XP_037038672.1|BCOP	LOC119560920|XP_037730552.1|DSUP
OG0007361	LOC119074385|XP_037036395.1|BCOP	LOC119558336|XP_037727717.1|DSUP
OG0007362	LOC119082624|XP_037048081.1|BCOP	LOC119546308|XP_037708431.1|DSUP
OG0007363	LOC119078086|XP_037041443.1|BCOP	LOC119558157|XP_037727330.1|DSUP
OG0007364	LOC119078058|XP_037041380.1|BCOP	LOC119558155|XP_037727323.1|DSUP
OG0007365	LOC119071859|XP_037032816.1|BCOP	LOC119557554|XP_037726265.1|DSUP
OG0007366	LOC119073277|XP_037034590.1|BCOP	LOC119560880|XP_037730485.1|DSUP
OG0007367	LOC119076606|XP_037039357.1|BCOP	LOC119553851|XP_037720424.1|DSUP
OG0007368	LOC119074060|XP_037035908.1|BCOP	LOC119561079|XP_037730864.1|DSUP
OG0007369	LOC119084247|XP_037050083.1|BCOP	LOC119545755|XP_037707520.1|DSUP
OG0007370	LOC119072415|XP_037033559.1|BCOP	LOC119549242|XP_037713068.1|DSUP
OG0007371	LOC119067799|XP_037026841.1|BCOP	LOC119560004|XP_037729210.1|DSUP
OG0007372	LOC119084032|XP_037049752.1|BCOP	LOC119545736|XP_037707486.1|DSUP
OG0007373	LOC119072047|XP_037033069.1|BCOP	LOC119556068|XP_037723809.1|DSUP
OG0007374	LOC119083299|XP_037048888.1|BCOP	LOC119556136|XP_037723956.1|DSUP
OG0007375	LOC119076404|XP_037039025.1|BCOP	LOC119558086|XP_037727208.1|DSUP
OG0007376	LOC119074597|XP_037036735.1|BCOP, LOC119074590|XP_037036724.1|BCOP	LOC119556786|XP_037725147.1|DSUP
OG0007377	LOC119075818|XP_037038281.1|BCOP	LOC119556891|XP_037725299.1|DSUP
OG0007378	LOC119075775|XP_037038224.1|BCOP	LOC119556182|XP_037724051.1|DSUP
OG0007379	LOC119072858|XP_037034060.1|BCOP	LOC119556213|XP_037724121.1|DSUP
OG0007380	LOC119072271|XP_037033360.1|BCOP	LOC119557226|XP_037725835.1|DSUP
OG0007381	LOC119076792|XP_037039649.1|BCOP	LOC119556367|XP_037724461.1|DSUP
OG0007382	LOC119077898|XP_037041161.1|BCOP	LOC119558179|XP_037727374.1|DSUP
OG0007383	LOC119074915|XP_037037165.1|BCOP	LOC119558330|XP_037727715.1|DSUP
OG0007384	LOC119078651|XP_037042141.1|BCOP	LOC119558180|XP_037727375.1|DSUP
OG0007385	LOC119076512|XP_037039192.1|BCOP	LOC119556884|XP_037725291.1|DSUP
OG0007386	LOC119085707|XP_037052054.1|BCOP	LOC119556166|XP_037724013.1|DSUP
OG0007387	LOC119073667|XP_037035197.1|BCOP	LOC119556579|XP_037724806.1|DSUP
OG0007388	LOC119067006|XP_037025665.1|BCOP	LOC119556293|XP_037724282.1|DSUP
OG0007389	LOC119070825|XP_037031220.1|BCOP	LOC119548882|XP_037712442.1|DSUP
OG0007390	LOC119084484|XP_037050369.1|BCOP	LOC119556151|XP_037723981.1|DSUP
OG0007391	LOC119068974|XP_037028739.1|BCOP	LOC119547240|XP_037709950.1|DSUP
OG0007392	LOC119084487|XP_037050385.1|BCOP	LOC119558398|XP_037727854.1|DSUP
OG0007393	LOC119078129|XP_037041486.1|BCOP	LOC119547597|XP_037710449.1|DSUP
OG0007394	LOC119067163|XP_037025901.1|BCOP	LOC119556970|XP_037725408.1|DSUP
OG0007395	LOC119069864|XP_037029934.1|BCOP	LOC119557433|XP_037726113.1|DSUP
OG0007396	LOC119074324|XP_037036294.1|BCOP	LOC119561006|XP_037730754.1|DSUP
OG0007397	LOC119071482|XP_037032228.1|BCOP, LOC119073494|XP_037034896.1|BCOP	LOC119546242|XP_037708318.1|DSUP
OG0007398	LOC119074463|XP_037036499.1|BCOP	LOC119551261|XP_037716446.1|DSUP
OG0007399	LOC119076410|XP_037039037.1|BCOP	LOC119557867|XP_037726794.1|DSUP
OG0007400	LOC119076127|XP_037038693.1|BCOP	LOC119556656|XP_037724926.1|DSUP
OG0007401	LOC119069444|XP_037029396.1|BCOP	LOC119558378|XP_037727823.1|DSUP
OG0007402	LOC119076218|XP_037038765.1|BCOP	LOC119560122|XP_037729400.1|DSUP
OG0007403	LOC119075732|XP_037038166.1|BCOP	LOC119559829|XP_037728850.1|DSUP
OG0007404	LOC119076172|XP_037038753.1|BCOP	LOC119561108|XP_037730937.1|DSUP
OG0007405	LOC119068034|XP_037027295.1|BCOP	LOC119560843|XP_037730426.1|DSUP
OG0007406	LOC119077654|XP_037040765.1|BCOP	LOC119561063|XP_037730832.1|DSUP
OG0007407	LOC119072566|XP_037033701.1|BCOP	LOC119548771|XP_037712242.1|DSUP
OG0007408	LOC119071265|XP_037032017.1|BCOP	LOC119552839|XP_037718629.1|DSUP
OG0007409	LOC119066706|XP_037025201.1|BCOP	LOC119546471|XP_037708683.1|DSUP
OG0007410	LOC119078713|XP_037042281.1|BCOP	LOC119556088|XP_037723869.1|DSUP
OG0007411	LOC119084302|XP_037050116.1|BCOP	LOC119556366|XP_037724460.1|DSUP
OG0007412	LOC119078243|XP_037041607.1|BCOP	LOC119557959|XP_037726928.1|DSUP
OG0007413	LOC119084430|XP_037050302.1|BCOP	LOC119551622|XP_037716973.1|DSUP
OG0007414	LOC119084877|XP_037050912.1|BCOP	LOC119556038|XP_037723753.1|DSUP
OG0007415	LOC119084031|XP_037049751.1|BCOP	LOC119557202|XP_037725785.1|DSUP
OG0007416	LOC119084021|XP_037049732.1|BCOP	LOC119556670|XP_037724957.1|DSUP
OG0007417	LOC119084059|XP_037049791.1|BCOP	LOC119556154|XP_037723983.1|DSUP
OG0007418	LOC119069801|XP_037029855.1|BCOP	LOC119550508|XP_037715141.1|DSUP
OG0007419	LOC119084217|XP_037050007.1|BCOP	LOC119549329|XP_037713238.1|DSUP
OG0007420	LOC119084226|XP_037050019.1|BCOP	LOC119551293|XP_037716500.1|DSUP
OG0007421	LOC119084982|XP_037051028.1|BCOP	LOC119555851|XP_037723410.1|DSUP
OG0007422	LOC119074898|XP_037037140.1|BCOP	LOC119556441|XP_037724603.1|DSUP
OG0007423	LOC119074890|XP_037037128.1|BCOP	LOC119555815|XP_037723361.1|DSUP
OG0007424	LOC119076479|XP_037039153.1|BCOP	LOC119552660|XP_037718294.1|DSUP
OG0007425	LOC119084483|XP_037050366.1|BCOP	LOC119553435|XP_037719752.1|DSUP
OG0007426	LOC119074754|XP_037036914.1|BCOP	LOC119558250|XP_037727504.1|DSUP
OG0007427	LOC119067101|XP_037025762.1|BCOP	LOC119556583|XP_037724811.1|DSUP
OG0007428	LOC119074862|XP_037037071.1|BCOP	LOC119558299|XP_037727619.1|DSUP
OG0007429	LOC119084450|XP_037050326.1|BCOP	LOC119551946|XP_037717564.1|DSUP
OG0007430	LOC119074255|XP_037036173.1|BCOP	LOC119553013|XP_037718986.1|DSUP
OG0007431	LOC119077706|XP_037040877.1|BCOP	LOC119547901|XP_037710866.1|DSUP
OG0007432	LOC119071769|XP_037032714.1|BCOP	LOC119554843|XP_037721847.1|DSUP
OG0007433	LOC119066577|XP_037025025.1|BCOP	LOC119556465|XP_037724640.1|DSUP
OG0007434	LOC119074227|XP_037036140.1|BCOP	LOC119552845|XP_037718641.1|DSUP
OG0007435	LOC119086032|XP_037052503.1|BCOP	LOC119554266|XP_037721038.1|DSUP
OG0007436	LOC119079089|XP_037042800.1|BCOP	LOC119553344|XP_037719608.1|DSUP
OG0007437	LOC119071629|XP_037032482.1|BCOP	LOC119554556|XP_037721454.1|DSUP
OG0007438	LOC119070958|XP_037031410.1|BCOP	LOC119554987|XP_037722050.1|DSUP
OG0007439	LOC119072277|XP_037033365.1|BCOP	LOC119561076|XP_037730861.1|DSUP
OG0007440	LOC119072243|XP_037033317.1|BCOP	LOC119558263|XP_037727541.1|DSUP
OG0007441	LOC119082821|XP_037048367.1|BCOP	LOC119550499|XP_037715119.1|DSUP
OG0007442	LOC119071171|XP_037031828.1|BCOP	LOC119563201|XP_037732419.1|DSUP
OG0007443	LOC119085199|XP_037051406.1|BCOP	LOC119549191|XP_037712947.1|DSUP
OG0007444	LOC119069717|XP_037029735.1|BCOP	LOC119549034|XP_037712645.1|DSUP
OG0007445	LOC119069716|XP_037029734.1|BCOP	LOC119549032|XP_037712644.1|DSUP
OG0007446	LOC119076949|XP_037039897.1|BCOP	LOC119547003|XP_037709598.1|DSUP
OG0007447	LOC119077049|XP_037040076.1|BCOP	LOC119548320|XP_037711428.1|DSUP
OG0007448	LOC119083476|XP_037049090.1|BCOP	LOC119550972|XP_037715935.1|DSUP
OG0007449	LOC119078232|XP_037041587.1|BCOP	LOC119554873|XP_037721886.1|DSUP
OG0007450	LOC119078266|XP_037041659.1|BCOP	LOC119548816|XP_037712337.1|DSUP
OG0007451	LOC119066944|XP_037025555.1|BCOP	LOC119555457|XP_037722786.1|DSUP
OG0007452	LOC119066943|XP_037025554.1|BCOP	LOC119555451|XP_037722755.1|DSUP
OG0007453	LOC119075408|XP_037037747.1|BCOP	LOC119553999|XP_037720634.1|DSUP
OG0007454	LOC119067953|XP_037027172.1|BCOP	LOC119555607|XP_037723032.1|DSUP
OG0007455	LOC119072385|XP_037033482.1|BCOP	LOC119551031|XP_037716020.1|DSUP
OG0007456	LOC119072380|XP_037033475.1|BCOP	LOC119558312|XP_037727645.1|DSUP
OG0007457	LOC119086065|XP_037052536.1|BCOP	LOC119552498|XP_037718030.1|DSUP
OG0007458	LOC119086067|XP_037052538.1|BCOP	LOC119562425|XP_037731541.1|DSUP
OG0007459	LOC119086063|XP_037052534.1|BCOP	LOC119545720|XP_037707463.1|DSUP
OG0007460	LOC119066912|XP_037025507.1|BCOP	LOC119550939|XP_037715892.1|DSUP
OG0007461	LOC119071711|XP_037032600.1|BCOP	LOC119552723|XP_037718401.1|DSUP
OG0007462	LOC119071789|XP_037032745.1|BCOP	LOC119555036|XP_037722111.1|DSUP
OG0007463	LOC119071716|XP_037032607.1|BCOP	LOC119555540|XP_037722901.1|DSUP
OG0007464	LOC119071713|XP_037032604.1|BCOP	LOC119555587|XP_037722988.1|DSUP
OG0007465	LOC119078308|XP_037041707.1|BCOP	LOC119553542|XP_037719908.1|DSUP
OG0007467	LOC119079618|XP_037043509.1|BCOP	LOC119551395|XP_037716649.1|DSUP
OG0007468	LOC119067341|XP_037026144.1|BCOP	LOC119551993|XP_037717641.1|DSUP
OG0007469	LOC119086024|XP_037052491.1|BCOP	LOC119553177|XP_037719345.1|DSUP
OG0007470	LOC119070867|XP_037031274.1|BCOP	LOC119546329|XP_037708457.1|DSUP
OG0007471	LOC119071259|XP_037032003.1|BCOP	LOC119551972|XP_037717614.1|DSUP
OG0007472	LOC119074207|XP_037036098.1|BCOP	LOC119557580|XP_037726309.1|DSUP
OG0007473	LOC119072342|XP_037033423.1|BCOP	LOC119555118|XP_037722270.1|DSUP
OG0007474	LOC119079075|XP_037042780.1|BCOP	LOC119550513|XP_037715147.1|DSUP
OG0007475	LOC119066931|XP_037025539.1|BCOP	LOC119553600|XP_037719984.1|DSUP
OG0007476	LOC119074279|XP_037036193.1|BCOP	LOC119556807|XP_037725187.1|DSUP
OG0007477	LOC119067543|XP_037026503.1|BCOP	LOC119556805|XP_037725176.1|DSUP
OG0007478	LOC119070975|XP_037031450.1|BCOP	LOC119547391|XP_037710167.1|DSUP
OG0007479	LOC119071206|XP_037031893.1|BCOP	LOC119557665|XP_037726454.1|DSUP
OG0007480	LOC119072669|XP_037033821.1|BCOP	LOC119563401|XP_037732689.1|DSUP
OG0007481	LOC119072652|XP_037033805.1|BCOP	LOC119555155|XP_037722311.1|DSUP
OG0007482	LOC119066885|XP_037025468.1|BCOP	LOC119546808|XP_037709316.1|DSUP
OG0007483	LOC119077046|XP_037040070.1|BCOP	LOC119550884|XP_037715799.1|DSUP
OG0007484	LOC119074625|XP_037036787.1|BCOP	LOC119556711|XP_037725037.1|DSUP
OG0007485	LOC119074670|XP_037036849.1|BCOP	LOC119556207|XP_037724094.1|DSUP
OG0007486	LOC119067566|XP_037026542.1|BCOP	LOC119557504|XP_037726205.1|DSUP
OG0007487	LOC119079490|XP_037043330.1|BCOP	LOC119563224|XP_037732458.1|DSUP
OG0007488	LOC119072343|XP_037033425.1|BCOP	LOC119554119|XP_037720816.1|DSUP
OG0007489	LOC119073636|XP_037035127.1|BCOP	LOC119553010|XP_037718982.1|DSUP
OG0007490	LOC119081326|XP_037046009.1|BCOP	LOC119556907|XP_037725322.1|DSUP
OG0007491	LOC119081970|XP_037047177.1|BCOP	LOC119557576|XP_037726301.1|DSUP
OG0007492	LOC119070970|XP_037031439.1|BCOP	LOC119550481|XP_037715098.1|DSUP
OG0007493	LOC119070078|XP_037030279.1|BCOP	LOC119557349|XP_037726014.1|DSUP
OG0007494	LOC119082708|XP_037048180.1|BCOP	LOC119548244|XP_037711312.1|DSUP
OG0007495	LOC119073489|XP_037034889.1|BCOP	LOC119557831|XP_037726719.1|DSUP
OG0007496	LOC119074213|XP_037036107.1|BCOP	LOC119554591|XP_037721502.1|DSUP
OG0007497	LOC119072087|XP_037033141.1|BCOP	LOC119553213|XP_037719398.1|DSUP
OG0007498	LOC119071056|XP_037031571.1|BCOP	LOC119552754|XP_037718473.1|DSUP
OG0007499	LOC119071055|XP_037031570.1|BCOP	LOC119555654|XP_037723161.1|DSUP
OG0007500	LOC119081287|XP_037045943.1|BCOP	LOC119555655|XP_037723164.1|DSUP
OG0007501	LOC119078987|XP_037042637.1|BCOP	LOC119553730|XP_037720246.1|DSUP
OG0007502	LOC119078319|XP_037041718.1|BCOP	LOC119563367|XP_037732646.1|DSUP
OG0007503	LOC119082367|XP_037047783.1|BCOP	LOC119547388|XP_037710164.1|DSUP
OG0007504	LOC119074976|XP_037037273.1|BCOP	LOC119553440|XP_037719758.1|DSUP
OG0007505	LOC119070687|XP_037031033.1|BCOP	LOC119554327|XP_037721120.1|DSUP
OG0007506	LOC119071762|XP_037032700.1|BCOP	LOC119553319|XP_037719577.1|DSUP
OG0007507	LOC119083294|XP_037048881.1|BCOP	LOC119546517|XP_037708774.1|DSUP
OG0007508	LOC119066927|XP_037025535.1|BCOP	LOC119547466|XP_037710279.1|DSUP
OG0007509	LOC119072452|XP_037033569.1|BCOP	LOC119546251|XP_037708333.1|DSUP
OG0007510	LOC119085380|XP_037051661.1|BCOP	LOC119549984|XP_037714316.1|DSUP
OG0007511	LOC119074635|XP_037036804.1|BCOP	LOC119546194|XP_037708247.1|DSUP
OG0007512	LOC119071057|XP_037031572.1|BCOP	LOC119559818|XP_037728836.1|DSUP
OG0007513	LOC119085669|XP_037052013.1|BCOP	LOC119548210|XP_037711272.1|DSUP
OG0007514	LOC119078245|XP_037041619.1|BCOP	LOC119555240|XP_037722447.1|DSUP
OG0007515	LOC119076999|XP_037040004.1|BCOP	LOC119548549|XP_037711773.1|DSUP
OG0007516	LOC119085627|XP_037051957.1|BCOP	LOC119548812|XP_037712331.1|DSUP
OG0007517	LOC119071660|XP_037032522.1|BCOP	LOC119552655|XP_037718285.1|DSUP
OG0007518	LOC119072662|XP_037033815.1|BCOP	LOC119549969|XP_037714292.1|DSUP
OG0007519	LOC119085313|XP_037051583.1|BCOP	LOC119550491|XP_037715110.1|DSUP
OG0007520	LOC119085118|XP_037051275.1|BCOP	LOC119557667|XP_037726459.1|DSUP
OG0007521	LOC119071906|XP_037032914.1|BCOP	LOC119555915|XP_037723541.1|DSUP
OG0007522	LOC119084331|XP_037050157.1|BCOP	LOC119558081|XP_037727191.1|DSUP
OG0007523	LOC119083536|XP_037049153.1|BCOP	LOC119550563|XP_037715280.1|DSUP
OG0007524	LOC119066707|XP_037025203.1|BCOP	LOC119546472|XP_037708684.1|DSUP
OG0007525	LOC119071945|XP_037032964.1|BCOP	LOC119548490|XP_037711693.1|DSUP
OG0007526	LOC119084013|XP_037049723.1|BCOP	LOC119561980|XP_037731303.1|DSUP
OG0007527	LOC119071383|XP_037032147.1|BCOP	LOC119555382|XP_037722654.1|DSUP
OG0007528	LOC119071184|XP_037031850.1|BCOP	LOC119559457|XP_037728488.1|DSUP
OG0007529	LOC119078564|XP_037042028.1|BCOP	LOC119550106|XP_037714515.1|DSUP
OG0007530	LOC119085432|XP_037051743.1|BCOP	LOC119563254|XP_037732496.1|DSUP
OG0007531	LOC119076289|XP_037038845.1|BCOP	LOC119559399|XP_037728391.1|DSUP
OG0007532	LOC119071891|XP_037032885.1|BCOP	LOC119551408|XP_037716676.1|DSUP
OG0007534	LOC119066784|XP_037025341.1|BCOP	LOC119554942|XP_037721980.1|DSUP
OG0007535	LOC119072811|XP_037034000.1|BCOP	LOC119553930|XP_037720546.1|DSUP
OG0007536	LOC119084476|XP_037050359.1|BCOP	LOC119545698|XP_037707382.1|DSUP
OG0007537	LOC119082303|XP_037047681.1|BCOP	LOC119555568|XP_037722947.1|DSUP
OG0007538	LOC119082344|XP_037047752.1|BCOP	LOC119553171|XP_037719335.1|DSUP
OG0007539	LOC119077843|XP_037041057.1|BCOP	LOC119546735|XP_037709158.1|DSUP
OG0007540	LOC119068307|XP_037027744.1|BCOP	LOC119548534|XP_037711759.1|DSUP
OG0007541	LOC119085375|XP_037051652.1|BCOP	LOC119559370|XP_037728336.1|DSUP
OG0007542	LOC119071896|XP_037032894.1|BCOP	LOC119549678|XP_037713809.1|DSUP
OG0007543	LOC119081001|XP_037045567.1|BCOP	LOC119563151|XP_037732341.1|DSUP
OG0007544	LOC119072367|XP_037033456.1|BCOP	LOC119554038|XP_037720693.1|DSUP
OG0007545	LOC119077013|XP_037040021.1|BCOP	LOC119547868|XP_037710831.1|DSUP
OG0007546	LOC119072202|XP_037033265.1|BCOP	LOC119562912|XP_037731984.1|DSUP
OG0007547	LOC119076939|XP_037039873.1|BCOP	LOC119550376|XP_037714951.1|DSUP
OG0007548	LOC119070873|XP_037031284.1|BCOP	LOC119553358|XP_037719628.1|DSUP
OG0007549	LOC119083284|XP_037048867.1|BCOP	LOC119553951|XP_037720573.1|DSUP
OG0007550	LOC119085556|XP_037051866.1|BCOP	LOC119553042|XP_037719035.1|DSUP
OG0007551	LOC119083261|XP_037048837.1|BCOP	LOC119550743|XP_037715587.1|DSUP
OG0007552	LOC119066218|XP_037024436.1|BCOP	LOC119546877|XP_037709413.1|DSUP
OG0007553	LOC119083274|XP_037048856.1|BCOP	LOC119547129|XP_037709770.1|DSUP
OG0007554	LOC119071641|XP_037032496.1|BCOP	LOC119552571|XP_037718123.1|DSUP
OG0007555	LOC119075523|XP_037037886.1|BCOP	LOC119552100|XP_037717811.1|DSUP
OG0007556	LOC119066114|XP_037024290.1|BCOP	LOC119551466|XP_037716747.1|DSUP
OG0007557	LOC119074241|XP_037036158.1|BCOP	LOC119550546|XP_037715204.1|DSUP
OG0007558	LOC119071901|XP_037032901.1|BCOP	LOC119549760|XP_037713931.1|DSUP
OG0007559	LOC119085112|XP_037051265.1|BCOP	LOC119548126|XP_037711151.1|DSUP
OG0007560	LOC119085945|XP_037052394.1|BCOP	LOC119553406|XP_037719707.1|DSUP
OG0007561	LOC119070673|XP_037031007.1|BCOP	LOC119553049|XP_037719087.1|DSUP
OG0007562	LOC119066841|XP_037025401.1|BCOP	LOC119552792|XP_037718551.1|DSUP
OG0007563	LOC119083169|XP_037048723.1|BCOP	LOC119554185|XP_037720907.1|DSUP
OG0007564	LOC119071615|XP_037032449.1|BCOP	LOC119554064|XP_037720733.1|DSUP
OG0007565	LOC119070125|XP_037030340.1|BCOP	LOC119546703|XP_037709114.1|DSUP
OG0007566	LOC119076249|XP_037038810.1|BCOP	LOC119549157|XP_037712871.1|DSUP
OG0007567	LOC119067474|XP_037026370.1|BCOP	LOC119546836|XP_037709361.1|DSUP
OG0007568	LOC119082249|XP_037047606.1|BCOP	LOC119549841|XP_037714061.1|DSUP
OG0007569	LOC119082584|XP_037048017.1|BCOP	LOC119550020|XP_037714372.1|DSUP
OG0007570	LOC119082690|XP_037048158.1|BCOP	LOC119549839|XP_037714059.1|DSUP
OG0007571	LOC119082703|XP_037048176.1|BCOP	LOC119549523|XP_037713566.1|DSUP
OG0007572	LOC119072260|XP_037033344.1|BCOP	LOC119548815|XP_037712336.1|DSUP
OG0007573	LOC119066186|XP_037024383.1|BCOP	LOC119548994|XP_037712529.1|DSUP
OG0007574	LOC119082036|XP_037047254.1|BCOP	LOC119552010|XP_037717668.1|DSUP
OG0007575	LOC119070661|XP_037030986.1|BCOP	LOC119550464|XP_037715078.1|DSUP
OG0007576	LOC119074599|XP_037036740.1|BCOP	LOC119557659|XP_037726442.1|DSUP
OG0007577	LOC119084047|XP_037049778.1|BCOP	LOC119556677|XP_037724970.1|DSUP
OG0007578	LOC119066631|XP_037025087.1|BCOP	LOC119548717|XP_037712117.1|DSUP
OG0007579	LOC119067398|XP_037026237.1|BCOP	LOC119550896|XP_037715814.1|DSUP
OG0007580	LOC119066013|XP_037024125.1|BCOP	LOC119554373|XP_037721180.1|DSUP
OG0007581	LOC119072272|XP_037033359.1|BCOP	LOC119546614|XP_037708979.1|DSUP
OG0007582	LOC119071322|XP_037032102.1|BCOP	LOC119558795|XP_037727995.1|DSUP
OG0007583	LOC119066884|XP_037025467.1|BCOP	LOC119550351|XP_037714901.1|DSUP
OG0007584	LOC119076004|XP_037038472.1|BCOP	LOC119557588|XP_037726316.1|DSUP
OG0007585	LOC119074864|XP_037037080.1|BCOP	LOC119554035|XP_037720685.1|DSUP
OG0007586	LOC119070902|XP_037031323.1|BCOP, LOC119070693|XP_037031040.1|BCOP	LOC119547615|XP_037710467.1|DSUP
OG0007587	LOC119078321|XP_037041721.1|BCOP	LOC119549424|XP_037713431.1|DSUP
OG0007588	LOC119082269|XP_037047631.1|BCOP	LOC119562358|XP_037731449.1|DSUP
OG0007589	LOC119068451|XP_037027925.1|BCOP	LOC119556982|XP_037725431.1|DSUP
OG0007590	LOC119086036|XP_037052505.1|BCOP	LOC119553856|XP_037720433.1|DSUP
OG0007591	LOC119072631|XP_037033770.1|BCOP	LOC119551578|XP_037716908.1|DSUP
OG0007592	LOC119076671|XP_037039460.1|BCOP	LOC119549181|XP_037712919.1|DSUP
OG0007593	LOC119080481|XP_037044761.1|BCOP	LOC119558163|XP_037727353.1|DSUP
OG0007594	LOC119071020|XP_037031515.1|BCOP	LOC119549769|XP_037713955.1|DSUP
OG0007595	LOC119078784|XP_037042391.1|BCOP	LOC119551702|XP_037717103.1|DSUP
OG0007596	LOC119081265|XP_037045901.1|BCOP	LOC119553775|XP_037720310.1|DSUP
OG0007597	LOC119071808|XP_037032768.1|BCOP	LOC119554923|XP_037721956.1|DSUP
OG0007598	LOC119071781|XP_037032734.1|BCOP	LOC119550559|XP_037715275.1|DSUP
OG0007599	LOC119070996|XP_037031485.1|BCOP	LOC119554285|XP_037721068.1|DSUP
OG0007600	LOC119071018|XP_037031512.1|BCOP	LOC119552647|XP_037718272.1|DSUP
