Orthogroup	BCOP.longest_only	DSEC.longest_only
OG0006032	LOC119080322|XP_037044495.1|BCOP, LOC119077220|XP_037040296.1|BCOP	LOC6615197|XP_032581886.1|DSEC
OG0006033	LOC119071485|XP_037032231.1|BCOP, LOC119080365|XP_037044557.1|BCOP	LOC6608776|XP_002033497.1|DSEC
OG0006034	LOC119070112|XP_037030321.1|BCOP	LOC6619201|XP_002043422.2|DSEC
OG0006035	LOC119071936|XP_037032954.1|BCOP	LOC6606201|XP_002031009.1|DSEC
OG0006036	LOC119072747|XP_037033929.1|BCOP	LOC6611830|XP_002036352.1|DSEC
OG0006037	LOC119078994|XP_037042653.1|BCOP	LOC6609191|XP_002033882.1|DSEC
OG0006038	LOC119071384|XP_037032148.1|BCOP	LOC6614029|XP_002038483.1|DSEC
OG0006039	LOC119071143|XP_037031766.1|BCOP	LOC6619178|XP_002043404.1|DSEC
OG0006040	LOC119072465|XP_037033584.1|BCOP	LOC6609063|XP_032570440.1|DSEC
OG0006041	LOC119070414|XP_037030649.1|BCOP	LOC6618952|XP_002043197.1|DSEC
OG0006042	LOC119085124|XP_037051284.1|BCOP	LOC6609311|XP_032572353.1|DSEC
OG0006043	LOC119074195|XP_037036084.1|BCOP	LOC6606150|XP_032573774.1|DSEC
OG0006044	LOC119078997|XP_037042657.1|BCOP	LOC6615922|XP_002040290.1|DSEC
OG0006045	LOC119080220|XP_037044356.1|BCOP	LOC6619156|XP_032570769.1|DSEC
OG0006046	LOC119066435|XP_037024821.1|BCOP	LOC6609536|XP_002034219.1|DSEC
OG0006047	LOC119066444|XP_037024836.1|BCOP	LOC6605642|XP_002030460.1|DSEC
OG0006048	LOC119082343|XP_037047751.1|BCOP	LOC6605296|XP_002030134.1|DSEC
OG0006049	LOC119076216|XP_037038762.1|BCOP	LOC6618513|XP_002042773.1|DSEC
OG0006050	LOC119068306|XP_037027741.1|BCOP	LOC6612981|XP_002037472.1|DSEC
OG0006051	LOC119071974|XP_037033004.1|BCOP	LOC6619880|XP_002044093.1|DSEC
OG0006052	LOC119071914|XP_037032927.1|BCOP	LOC6618922|XP_002043170.1|DSEC
OG0006053	LOC119069386|XP_037029338.1|BCOP	LOC6604850|XP_002029695.1|DSEC
OG0006054	LOC119085047|XP_037051154.1|BCOP	LOC6620289|XP_032579807.1|DSEC
OG0006055	LOC119083481|XP_037049100.1|BCOP	LOC6606671|XP_002031471.1|DSEC
OG0006056	LOC119085122|XP_037051282.1|BCOP	LOC6609312|XP_002034001.1|DSEC
OG0006057	LOC119066104|XP_037024276.1|BCOP	LOC6610302|XP_002034897.1|DSEC
OG0006058	LOC119072193|XP_037033255.1|BCOP	LOC6613708|XP_032576877.1|DSEC
OG0006059	LOC119066387|XP_037024715.1|BCOP	LOC6605491|XP_032573376.1|DSEC
OG0006060	LOC119066389|XP_037024717.1|BCOP	LOC6605492|XP_032573378.1|DSEC
OG0006061	LOC119081197|XP_037045808.1|BCOP	LOC6615225|XP_032580757.1|DSEC
OG0006062	LOC119084502|XP_037050416.1|BCOP	LOC6606852|XP_002031649.1|DSEC
OG0006063	LOC119073074|XP_037034282.1|BCOP, LOC119082170|XP_037047480.1|BCOP	LOC6611891|XP_002036408.1|DSEC
OG0006064	LOC119071546|XP_037032340.1|BCOP	LOC6609111|XP_002033813.1|DSEC
OG0006065	LOC119079251|XP_037042928.1|BCOP, LOC119079704|XP_037043656.1|BCOP	LOC6610480|XP_002035060.1|DSEC
OG0006066	LOC119072181|XP_037033236.1|BCOP	LOC6607996|XP_002032744.1|DSEC
OG0006067	LOC119072156|XP_037033203.1|BCOP	LOC6608238|XP_032572730.1|DSEC
OG0006068	LOC119070409|XP_037030631.1|BCOP	LOC6615036|XP_002039453.1|DSEC
OG0006070	LOC119083289|XP_037048877.1|BCOP	LOC6616474|XP_032575062.1|DSEC
OG0006071	LOC119085558|XP_037051877.1|BCOP	LOC6618710|XP_002042969.1|DSEC
OG0006072	LOC119071330|XP_037032109.1|BCOP	LOC6610479|XP_002035059.1|DSEC
OG0006073	LOC119077788|XP_037040990.1|BCOP, LOC119077793|XP_037040996.1|BCOP	LOC6610242|XP_002034837.1|DSEC
OG0006074	LOC119085110|XP_037051259.1|BCOP	LOC6619922|XP_032582062.1|DSEC
OG0006075	LOC119084910|XP_037050961.1|BCOP	LOC116802210|XP_032581815.1|DSEC
OG0006076	LOC119083538|XP_037049155.1|BCOP	LOC6609212|XP_002033903.1|DSEC
OG0006077	LOC119079857|XP_037043825.1|BCOP	LOC6619390|XP_032574120.1|DSEC
OG0006078	LOC119079859|XP_037043828.1|BCOP	LOC6619391|XP_032574385.1|DSEC
OG0006079	LOC119082528|XP_037047936.1|BCOP, LOC119082563|XP_037047984.1|BCOP	LOC6616354|XP_002040714.1|DSEC
OG0006080	LOC119066844|XP_037025407.1|BCOP	LOC6605856|XP_032573314.1|DSEC
OG0006081	LOC119086037|XP_037052506.1|BCOP	LOC6608372|XP_032570803.1|DSEC
OG0006082	LOC119067594|XP_037026587.1|BCOP	LOC6608374|XP_002033110.1|DSEC
OG0006083	LOC119066876|XP_037025445.1|BCOP	LOC6618357|XP_002042628.1|DSEC
OG0006084	LOC119071013|XP_037031510.1|BCOP	LOC6605830|XP_032574361.1|DSEC
OG0006085	LOC119066865|XP_037025430.1|BCOP	LOC6616473|XP_002040834.1|DSEC
OG0006086	LOC119066857|XP_037025421.1|BCOP	LOC6616477|XP_032574447.1|DSEC
OG0006087	LOC119072401|XP_037033506.1|BCOP	LOC6609535|XP_002034218.1|DSEC
OG0006088	LOC119083178|XP_037048733.1|BCOP	LOC6606139|XP_002030947.1|DSEC
OG0006089	LOC119085994|XP_037052460.1|BCOP	LOC6612427|XP_002036935.1|DSEC
OG0006090	LOC119071616|XP_037032450.1|BCOP	LOC6605955|XP_032574924.1|DSEC
OG0006091	LOC119071710|XP_037032599.1|BCOP	LOC6605086|XP_032575687.1|DSEC
OG0006092	LOC119071752|XP_037032682.1|BCOP	LOC116801945|XP_032580010.1|DSEC
OG0006093	LOC119066903|XP_037025488.1|BCOP	LOC6608421|XP_002033155.1|DSEC
OG0006094	LOC119079617|XP_037043508.1|BCOP	LOC6605339|XP_002030175.1|DSEC
OG0006095	LOC119082030|XP_037047248.1|BCOP	LOC6608296|XP_002033033.2|DSEC
OG0006096	LOC119066557|XP_037024998.1|BCOP	LOC6609162|XP_032571977.1|DSEC
OG0006097	LOC119074212|XP_037036104.1|BCOP	LOC6618328|XP_032575596.1|DSEC
OG0006098	LOC119076312|XP_037038874.1|BCOP	LOC6617210|XP_002041537.1|DSEC
OG0006099	LOC119071377|XP_037032132.1|BCOP	LOC6609234|XP_002033925.1|DSEC
OG0006100	LOC119072081|XP_037033132.1|BCOP	LOC6615640|XP_002040014.1|DSEC
OG0006101	LOC119072071|XP_037033102.1|BCOP	LOC6611983|XP_002036500.1|DSEC
OG0006102	LOC119078782|XP_037042389.1|BCOP	LOC6609944|XP_032572389.1|DSEC
OG0006103	LOC119076107|XP_037038662.1|BCOP	LOC6617613|XP_032580103.1|DSEC
OG0006104	LOC119076132|XP_037038700.1|BCOP	LOC6618975|XP_002043220.1|DSEC
OG0006105	LOC119076070|XP_037038609.1|BCOP	LOC6618974|XP_002043219.1|DSEC
OG0006106	LOC119071898|XP_037032895.1|BCOP	LOC6616506|XP_032574530.1|DSEC
OG0006107	LOC119071551|XP_037032367.1|BCOP	LOC6615306|XP_002039710.1|DSEC
OG0006108	LOC119071583|XP_037032425.1|BCOP	LOC6615968|XP_002040335.1|DSEC
OG0006109	LOC119070641|XP_037030965.1|BCOP	LOC6616604|XP_002040962.1|DSEC
OG0006110	LOC119082016|XP_037047228.1|BCOP	LOC6618343|XP_002042615.1|DSEC
OG0006111	LOC119066396|XP_037024725.1|BCOP	LOC6615286|XP_002039690.1|DSEC
OG0006112	LOC119076938|XP_037039872.1|BCOP	LOC6613011|XP_002037501.1|DSEC
OG0006113	LOC119076933|XP_037039865.1|BCOP	LOC6606024|XP_002030835.1|DSEC
OG0006114	LOC119071894|XP_037032890.1|BCOP	LOC6612664|XP_002037168.1|DSEC
OG0006115	LOC119066191|XP_037024400.1|BCOP, LOC119066193|XP_037024402.1|BCOP	LOC6608801|XP_002033520.1|DSEC
OG0006116	LOC119083477|XP_037049093.1|BCOP	LOC6608743|XP_002033466.2|DSEC
OG0006117	LOC119066416|XP_037024784.1|BCOP	LOC6609394|XP_002034083.1|DSEC
OG0006118	LOC119070999|XP_037031487.1|BCOP	LOC6609527|XP_032570234.1|DSEC
OG0006119	LOC119071804|XP_037032765.1|BCOP	LOC6609055|XP_002033758.1|DSEC
OG0006120	LOC119069086|XP_037028868.1|BCOP	LOC6609679|XP_002034337.1|DSEC
OG0006121	LOC119072984|XP_037034204.1|BCOP, LOC119066820|XP_037025362.1|BCOP	LOC6616481|XP_002040842.1|DSEC
OG0006122	LOC119072876|XP_037034077.1|BCOP	LOC116801931|XP_032579828.1|DSEC
OG0006123	LOC119086011|XP_037052482.1|BCOP	LOC6618814|XP_032571859.1|DSEC
OG0006124	LOC119069553|XP_037029528.1|BCOP	LOC6607718|XP_002032481.1|DSEC
OG0006125	LOC119072491|XP_037033625.1|BCOP	LOC6605493|XP_032573880.1|DSEC
OG0006126	LOC119082157|XP_037047461.1|BCOP	LOC6611127|XP_032574403.1|DSEC
OG0006127	LOC119085386|XP_037051674.1|BCOP	LOC6605760|XP_002030575.1|DSEC
OG0006128	LOC119071089|XP_037031626.1|BCOP	LOC6605779|XP_002030594.1|DSEC
OG0006129	LOC119066839|XP_037025397.1|BCOP	LOC6605750|XP_002030565.1|DSEC
OG0006130	LOC119071397|XP_037032169.1|BCOP	LOC6605795|XP_002030610.1|DSEC
OG0006131	LOC119066622|XP_037025078.1|BCOP	LOC6605792|XP_002030607.1|DSEC
OG0006132	LOC119066626|XP_037025083.1|BCOP	LOC6605783|XP_002030598.1|DSEC
OG0006133	LOC119076571|XP_037039261.1|BCOP	LOC6605796|XP_002030611.1|DSEC
OG0006134	LOC119081718|XP_037046751.1|BCOP	LOC6605746|XP_032573473.1|DSEC
OG0006135	LOC119080940|XP_037045458.1|BCOP	LOC6605794|XP_002030609.2|DSEC
OG0006136	LOC119084891|XP_037050933.1|BCOP	LOC6605494|XP_002030327.1|DSEC
OG0006137	LOC119071326|XP_037032106.1|BCOP	LOC6605715|XP_002030531.1|DSEC
OG0006138	LOC119072972|XP_037034183.1|BCOP	LOC6608143|XP_002032889.1|DSEC
OG0006139	LOC119074258|XP_037036175.1|BCOP	LOC6608257|XP_002033001.1|DSEC
OG0006141	LOC119071402|XP_037032174.1|BCOP	LOC6609475|XP_002034160.1|DSEC
OG0006142	LOC119071239|XP_037031969.1|BCOP	LOC6618383|XP_002042653.1|DSEC
OG0006143	LOC119085468|XP_037051779.1|BCOP	LOC6605524|XP_002030357.1|DSEC
OG0006144	LOC119085466|XP_037051778.1|BCOP	LOC6605628|XP_032575500.1|DSEC
OG0006145	LOC119071674|XP_037032549.1|BCOP	LOC6619421|XP_002043636.1|DSEC
OG0006146	LOC119070075|XP_037030270.1|BCOP	LOC6611672|XP_002036207.2|DSEC
OG0006147	LOC119074491|XP_037036537.1|BCOP	LOC6607128|XP_002031916.1|DSEC
OG0006148	LOC119084009|XP_037049717.1|BCOP	LOC6616272|XP_002040636.1|DSEC
OG0006149	LOC119066200|XP_037024415.1|BCOP	LOC6605525|XP_002030358.1|DSEC
OG0006150	LOC119070755|XP_037031125.1|BCOP	LOC6605528|XP_002030359.1|DSEC
OG0006151	LOC119081044|XP_037045644.1|BCOP	LOC6611894|XP_002036411.1|DSEC
OG0006152	LOC119069950|XP_037030072.1|BCOP	LOC6619662|XP_002043877.1|DSEC
OG0006153	LOC119074343|XP_037036331.1|BCOP	LOC6609523|XP_002034207.1|DSEC
OG0006154	LOC119078163|XP_037041533.1|BCOP, LOC119071214|XP_037032260.1|BCOP, LOC119070451|XP_037031082.1|BCOP, LOC119085979|XP_037052439.1|BCOP, LOC119068594|XP_037028143.1|BCOP, LOC119068785|XP_037028821.1|BCOP	LOC6619682|XP_002043897.1|DSEC
OG0006155	LOC119074710|XP_037036893.1|BCOP	LOC6607124|XP_002031912.2|DSEC, LOC6621815|XP_032577772.1|DSEC, LOC116801551|XP_032577771.1|DSEC
OG0006156	LOC119078045|XP_037041355.1|BCOP	LOC6607190|XP_002031974.2|DSEC
OG0006158	LOC119085441|XP_037051754.1|BCOP	LOC6605416|XP_002030249.2|DSEC
OG0006159	LOC119071269|XP_037032029.1|BCOP	LOC6609148|XP_002033850.1|DSEC
OG0006160	LOC119083107|XP_037048634.1|BCOP	LOC6615822|XP_002040192.1|DSEC
OG0006161	LOC119068982|XP_037028751.1|BCOP	LOC6608341|XP_032571260.1|DSEC
OG0006162	LOC119080070|XP_037044185.1|BCOP	LOC6620286|XP_032579854.1|DSEC
OG0006165	LOC119071010|XP_037031504.1|BCOP	LOC6616502|XP_002040862.1|DSEC, LOC6616467|XP_002040828.1|DSEC
OG0006181	LOC119069285|XP_037029248.1|BCOP	LOC6619104|XP_002043344.1|DSEC
OG0006182	LOC119081766|XP_037046858.1|BCOP	LOC6607458|XP_002032227.1|DSEC
OG0006183	LOC119082406|XP_037047835.1|BCOP	LOC6606457|XP_002031260.1|DSEC
OG0006184	LOC119067784|XP_037026820.1|BCOP	LOC6607342|XP_002032115.1|DSEC
OG0006185	LOC119070379|XP_037030585.1|BCOP	LOC6606279|XP_002031084.1|DSEC
OG0006186	LOC119067769|XP_037026808.1|BCOP	LOC6607349|XP_002032122.1|DSEC
OG0006187	LOC119071096|XP_037031634.1|BCOP	LOC6612831|XP_002037332.1|DSEC
OG0006188	LOC119069504|XP_037029473.1|BCOP	LOC6612210|XP_032582403.1|DSEC
OG0006189	LOC119069514|XP_037029487.1|BCOP	LOC6612211|XP_002036728.2|DSEC
OG0006190	LOC119068366|XP_037027833.1|BCOP	LOC6607827|XP_032579285.1|DSEC
OG0006191	LOC119068643|XP_037028211.1|BCOP	LOC6617170|XP_002041497.1|DSEC
OG0006192	LOC119070404|XP_037030623.1|BCOP	LOC6612196|XP_002036708.2|DSEC
OG0006194	LOC119068989|XP_037028756.1|BCOP	LOC6618114|XP_032581634.1|DSEC
OG0006195	LOC119068983|XP_037028748.1|BCOP	LOC6619592|XP_032580012.1|DSEC
OG0006196	LOC119078660|XP_037042205.1|BCOP	LOC6607058|XP_032577368.1|DSEC
OG0006197	LOC119075995|XP_037038465.1|BCOP	LOC6619449|XP_032579774.1|DSEC
OG0006198	LOC119068032|XP_037027290.1|BCOP	LOC6614805|XP_032581382.1|DSEC, LOC116802684|XP_032582940.1|DSEC
OG0006199	LOC119068075|XP_037027376.1|BCOP	LOC6607839|XP_002032596.1|DSEC
OG0006200	LOC119080272|XP_037044433.1|BCOP	LOC6616747|XP_002041084.2|DSEC
OG0006201	LOC119068881|XP_037028617.1|BCOP	LOC6614852|XP_032582348.1|DSEC
OG0006202	LOC119068870|XP_037028604.1|BCOP	LOC6614851|XP_002039269.1|DSEC
OG0006203	LOC119068853|XP_037028569.1|BCOP	LOC6618057|XP_032582645.1|DSEC
OG0006204	LOC119078656|XP_037042149.1|BCOP	LOC6606367|XP_002031172.1|DSEC
OG0006205	LOC119072206|XP_037033274.1|BCOP	LOC6620462|XP_002044669.1|DSEC
OG0006206	LOC119083027|XP_037048560.1|BCOP, LOC119083165|XP_037048711.1|BCOP	LOC6620002|XP_032581219.1|DSEC
OG0006207	LOC119070612|XP_037030932.1|BCOP	LOC6613489|XP_002037958.1|DSEC
OG0006208	LOC119070610|XP_037030927.1|BCOP	LOC6610150|XP_002034759.1|DSEC
OG0006209	LOC119084223|XP_037050020.1|BCOP	LOC6619800|XP_002044013.1|DSEC
OG0006210	LOC119069630|XP_037029624.1|BCOP	LOC6619746|XP_032580586.1|DSEC
OG0006211	LOC119069085|XP_037028863.1|BCOP	LOC6611626|XP_002036162.1|DSEC
OG0006212	LOC119069084|XP_037028862.1|BCOP	LOC6611625|XP_032578634.1|DSEC
OG0006213	LOC119068624|XP_037028185.1|BCOP	LOC6613785|XP_032578084.1|DSEC
OG0006214	LOC119067392|XP_037026217.1|BCOP	LOC6617922|XP_002042230.1|DSEC
OG0006215	LOC119068540|XP_037028051.1|BCOP	LOC6620263|XP_002044471.2|DSEC
OG0006216	LOC119076782|XP_037039638.1|BCOP	LOC6617104|XP_032577639.1|DSEC
OG0006217	LOC119068622|XP_037028181.1|BCOP	LOC6618096|XP_032580995.1|DSEC
OG0006218	LOC119068140|XP_037027495.1|BCOP	LOC6611203|XP_002035759.1|DSEC
OG0006219	LOC119068616|XP_037028171.1|BCOP	LOC6616014|XP_032581769.1|DSEC
OG0006220	LOC119068615|XP_037028170.1|BCOP	LOC6606129|XP_002030937.2|DSEC
OG0006221	LOC119068168|XP_037027545.1|BCOP	LOC6612967|XP_002037458.2|DSEC
OG0006222	LOC119076487|XP_037039167.1|BCOP	LOC6612965|XP_002037456.1|DSEC
OG0006223	LOC119068863|XP_037028595.1|BCOP	LOC6615132|XP_002039548.1|DSEC
OG0006224	LOC119067615|XP_037026603.1|BCOP	LOC6620464|XP_032582738.1|DSEC
OG0006225	LOC119068410|XP_037027866.1|BCOP	LOC6612327|XP_002036837.1|DSEC
OG0006226	LOC119067545|XP_037026504.1|BCOP	LOC6608577|XP_002033311.1|DSEC
OG0006227	LOC119067383|XP_037026199.1|BCOP	LOC6617653|XP_032580704.1|DSEC
OG0006228	LOC119070283|XP_037030445.1|BCOP	LOC6609953|XP_002034599.1|DSEC
OG0006229	LOC119073784|XP_037035362.1|BCOP	LOC6620107|XP_032579887.1|DSEC
OG0006230	LOC119076567|XP_037039250.1|BCOP	LOC6617989|XP_032582706.1|DSEC
OG0006231	LOC119076646|XP_037039407.1|BCOP	LOC6618458|XP_032582038.1|DSEC
OG0006232	LOC119069890|XP_037029977.1|BCOP	LOC6620006|XP_032582284.1|DSEC
OG0006233	LOC119069898|XP_037030005.1|BCOP	LOC6620008|XP_032580911.1|DSEC
OG0006234	LOC119069647|XP_037029665.1|BCOP	LOC6617990|XP_002042298.1|DSEC
OG0006235	LOC119069644|XP_037029662.1|BCOP	LOC6614962|XP_032582526.1|DSEC
OG0006237	LOC119079507|XP_037043361.1|BCOP	LOC6620461|XP_002044668.1|DSEC
OG0006238	LOC119068867|XP_037028600.1|BCOP	LOC6617937|XP_032581095.1|DSEC
OG0006239	LOC119075610|XP_037037981.1|BCOP	LOC6620594|XP_032581439.1|DSEC
OG0006240	LOC119082509|XP_037047920.1|BCOP	LOC6612744|XP_002037247.1|DSEC
OG0006241	LOC119080229|XP_037044370.1|BCOP	LOC6617991|XP_002042299.1|DSEC
OG0006242	LOC119069584|XP_037029567.1|BCOP	LOC6619903|XP_002044115.1|DSEC
OG0006243	LOC119069488|XP_037029453.1|BCOP	LOC6607047|XP_002031835.1|DSEC
OG0006244	LOC119069041|XP_037028805.1|BCOP	LOC6607133|XP_002031919.1|DSEC
OG0006245	LOC119069773|XP_037029806.1|BCOP	LOC6607433|XP_002032202.2|DSEC
OG0006246	LOC119070316|XP_037030480.1|BCOP	LOC6616221|XP_032582620.1|DSEC
OG0006248	LOC119070593|XP_037030907.1|BCOP	LOC6619240|XP_002043459.1|DSEC
OG0006249	LOC119081469|XP_037046359.1|BCOP	LOC6613336|XP_032569722.1|DSEC
OG0006250	LOC119066524|XP_037024936.1|BCOP	LOC6619939|XP_002044151.2|DSEC
OG0006251	LOC119068202|XP_037027598.1|BCOP	LOC6617092|XP_002041419.1|DSEC
OG0006252	LOC119068195|XP_037027589.1|BCOP	LOC6617093|XP_002041420.1|DSEC
OG0006253	LOC119068746|XP_037028345.1|BCOP	LOC6616220|XP_002040585.2|DSEC
OG0006254	LOC119083084|XP_037048602.1|BCOP	LOC6618181|XP_002042456.1|DSEC
OG0006255	LOC119067443|XP_037026318.1|BCOP	LOC6607493|XP_002032262.1|DSEC
OG0006256	LOC119067618|XP_037026605.1|BCOP	LOC6617996|XP_002042304.1|DSEC
OG0006257	LOC119084249|XP_037050049.1|BCOP	LOC6617472|XP_032582311.1|DSEC, LOC116802464|XP_032582829.1|DSEC
OG0006258	LOC119084215|XP_037050008.1|BCOP	LOC6619799|XP_032580651.1|DSEC
OG0006259	LOC119080412|XP_037044645.1|BCOP	LOC6606455|XP_002031258.1|DSEC
OG0006260	LOC119067767|XP_037026806.1|BCOP	LOC6617471|XP_002041788.1|DSEC
OG0006261	LOC119077126|XP_037040195.1|BCOP	LOC6617704|XP_002042016.1|DSEC
OG0006262	LOC119067763|XP_037026790.1|BCOP	LOC6617514|XP_002041830.2|DSEC
OG0006263	LOC119067770|XP_037026809.1|BCOP	LOC6612381|XP_032580407.1|DSEC
OG0006264	LOC119068056|XP_037027349.1|BCOP, LOC119068057|XP_037027350.1|BCOP	LOC6616057|XP_002040423.2|DSEC
OG0006265	LOC119081884|XP_037047012.1|BCOP	LOC6609382|XP_002034071.1|DSEC
OG0006266	LOC119068726|XP_037028315.1|BCOP	LOC6616054|XP_002040420.1|DSEC
OG0006267	LOC119068503|XP_037028008.1|BCOP	LOC6618547|XP_032581232.1|DSEC
OG0006268	LOC119068029|XP_037027287.1|BCOP	LOC6615527|XP_002039906.2|DSEC
OG0006269	LOC119067492|XP_037026394.1|BCOP	LOC6607139|XP_002031925.1|DSEC
OG0006270	LOC119080351|XP_037044550.1|BCOP	LOC6617504|XP_002041820.1|DSEC
OG0006271	LOC119081194|XP_037045805.1|BCOP	LOC6606950|XP_002031744.2|DSEC
OG0006272	LOC119068973|XP_037028735.1|BCOP	LOC6618447|XP_032581411.1|DSEC
OG0006273	LOC119067318|XP_037026124.1|BCOP	LOC6607898|XP_002032652.1|DSEC
OG0006274	LOC119067400|XP_037026240.1|BCOP	LOC6618666|XP_032581001.1|DSEC
OG0006275	LOC119067653|XP_037026646.1|BCOP	LOC6616187|XP_002040552.1|DSEC
OG0006276	LOC119069195|XP_037029037.1|BCOP	LOC6610180|XP_002034788.1|DSEC
OG0006277	LOC119068276|XP_037027699.1|BCOP	LOC6614342|XP_032577543.1|DSEC
OG0006278	LOC119068411|XP_037027867.1|BCOP	LOC6618091|XP_002042389.1|DSEC
OG0006279	LOC119070335|XP_037030504.1|BCOP	LOC6620974|XP_032580184.1|DSEC
OG0006280	LOC119070329|XP_037030493.1|BCOP	LOC6620342|XP_002044550.2|DSEC
OG0006281	LOC119070328|XP_037030492.1|BCOP	LOC6620344|XP_002044552.1|DSEC
OG0006282	LOC119067433|XP_037026300.1|BCOP	LOC6615067|XP_002039484.2|DSEC
OG0006283	LOC119070380|XP_037030586.1|BCOP	LOC6607621|XP_002032389.1|DSEC
OG0006284	LOC119068384|XP_037027845.1|BCOP	LOC6605893|XP_002030706.1|DSEC
OG0006285	LOC119081571|XP_037046500.1|BCOP	LOC116801772|XP_032579110.1|DSEC
OG0006286	LOC119081570|XP_037046496.1|BCOP	LOC6613768|XP_002038237.2|DSEC
OG0006287	LOC119085725|XP_037052069.1|BCOP	LOC6619925|XP_002044137.1|DSEC
OG0006288	LOC119085724|XP_037052068.1|BCOP	LOC6612919|XP_002037411.2|DSEC
OG0006289	LOC119068629|XP_037028191.1|BCOP	LOC6613738|XP_002038208.1|DSEC
OG0006290	LOC119068630|XP_037028192.1|BCOP	LOC6619735|XP_032580383.1|DSEC
OG0006291	LOC119068620|XP_037028176.1|BCOP	LOC6617807|XP_002042119.2|DSEC
OG0006292	LOC119067710|XP_037026719.1|BCOP	LOC6618561|XP_032580885.1|DSEC
OG0006293	LOC119075201|XP_037037488.1|BCOP	LOC6610344|XP_002034930.1|DSEC
OG0006294	LOC119068636|XP_037028198.1|BCOP	LOC6618515|XP_032580703.1|DSEC
OG0006295	LOC119070617|XP_037030940.1|BCOP	LOC6612192|XP_002036710.2|DSEC
OG0006296	LOC119069629|XP_037029622.1|BCOP	LOC6614975|XP_032580759.1|DSEC
OG0006297	LOC119083356|XP_037048968.1|BCOP	LOC6618108|XP_032581646.1|DSEC
OG0006298	LOC119070548|XP_037030837.1|BCOP	LOC6618517|XP_032581483.1|DSEC
OG0006299	LOC119068856|XP_037028577.1|BCOP	LOC6612570|XP_032580895.1|DSEC
OG0006300	LOC119069877|XP_037029947.1|BCOP	LOC6616181|XP_032581190.1|DSEC
OG0006301	LOC119080579|XP_037044873.1|BCOP	LOC6615095|XP_002039511.2|DSEC
OG0006302	LOC119074800|XP_037036973.1|BCOP	LOC6617621|XP_032580553.1|DSEC
OG0006303	LOC119079438|XP_037043246.1|BCOP	LOC6608767|XP_002033490.2|DSEC
OG0006304	LOC119070576|XP_037030878.1|BCOP	LOC6612610|XP_032579436.1|DSEC
OG0006305	LOC119069638|XP_037029639.1|BCOP	LOC6612614|XP_032576757.1|DSEC
OG0006306	LOC119067080|XP_037025716.1|BCOP	LOC116801694|XP_032578683.1|DSEC
OG0006307	LOC119081772|XP_037046872.1|BCOP	LOC6619536|XP_032578613.1|DSEC
OG0006308	LOC119068626|XP_037028188.1|BCOP	LOC6618007|XP_002042315.1|DSEC
OG0006309	LOC119067301|XP_037026096.1|BCOP	LOC6617981|XP_032581708.1|DSEC
OG0006310	LOC119069841|XP_037029904.1|BCOP	LOC6614031|XP_002038485.1|DSEC
OG0006311	LOC119083648|XP_037049319.1|BCOP	LOC6620161|XP_032581331.1|DSEC
OG0006312	LOC119083645|XP_037049305.1|BCOP	LOC6620160|XP_032581328.1|DSEC
OG0006313	LOC119068397|XP_037027851.1|BCOP	LOC6620254|XP_002044462.1|DSEC
OG0006314	LOC119070405|XP_037030625.1|BCOP	LOC6619979|XP_032580732.1|DSEC
OG0006315	LOC119067513|XP_037026422.1|BCOP	LOC6612952|XP_032576276.1|DSEC
OG0006316	LOC119070604|XP_037030918.1|BCOP	LOC6620337|XP_002044545.1|DSEC
OG0006317	LOC119070605|XP_037030919.1|BCOP	LOC6619005|XP_002043250.1|DSEC
OG0006318	LOC119068912|XP_037028668.1|BCOP	LOC6614981|XP_002039398.1|DSEC
OG0006319	LOC119068652|XP_037028223.1|BCOP	LOC6608414|XP_002033148.1|DSEC
OG0006320	LOC119069667|XP_037029678.1|BCOP	LOC6617487|XP_002041804.2|DSEC
OG0006321	LOC119068948|XP_037028709.1|BCOP, LOC119068631|XP_037028195.1|BCOP	LOC6619771|XP_002043984.1|DSEC
OG0006322	LOC119069934|XP_037030055.1|BCOP	LOC6620442|XP_002044650.1|DSEC
OG0006323	LOC119084884|XP_037050924.1|BCOP, LOC119085491|XP_037051802.1|BCOP	LOC6619995|XP_002044207.1|DSEC
OG0006324	LOC119067131|XP_037025810.1|BCOP	LOC6616095|XP_002040460.2|DSEC
OG0006325	LOC119070061|XP_037030250.1|BCOP	LOC6619199|XP_002043420.1|DSEC
OG0006326	LOC119084235|XP_037050029.1|BCOP	LOC116801099|XP_032574624.1|DSEC
OG0006327	LOC119068146|XP_037027510.1|BCOP	LOC6617135|XP_002041462.1|DSEC
OG0006328	LOC119069544|XP_037029514.1|BCOP	LOC6607503|XP_002032272.1|DSEC
OG0006329	LOC119067417|XP_037026271.1|BCOP	LOC6618651|XP_032582694.1|DSEC
OG0006330	LOC119070026|XP_037030206.1|BCOP	LOC6607841|XP_032576457.1|DSEC
OG0006331	LOC119069941|XP_037030061.1|BCOP	LOC6618052|XP_002042350.1|DSEC
OG0006332	LOC119069068|XP_037028839.1|BCOP	LOC6618627|XP_002042886.1|DSEC
OG0006333	LOC119068527|XP_037028032.1|BCOP	LOC6618427|XP_032582465.1|DSEC
OG0006334	LOC119080908|XP_037045411.1|BCOP	LOC6612197|XP_002036714.1|DSEC
OG0006335	LOC119067584|XP_037026574.1|BCOP	LOC6607536|XP_002032305.1|DSEC
