Orthogroup	BCOP.longest_only	DGUA.longest_only
OG0006716	LOC119074467|XP_037036503.1|BCOP	LOC117581699|XP_034124968.1|DGUA
OG0006717	LOC119081264|XP_037045900.1|BCOP	LOC117589372|XP_034137174.1|DGUA
OG0006718	LOC119080796|XP_037045262.1|BCOP	LOC117589385|XP_034137191.1|DGUA
OG0006719	LOC119077324|XP_037040400.1|BCOP	LOC117586981|XP_034133269.1|DGUA
OG0006720	LOC119084240|XP_037050035.1|BCOP	LOC117580373|XP_034122796.1|DGUA
OG0006721	LOC119081572|XP_037046501.1|BCOP	LOC117589369|XP_034137170.1|DGUA
OG0006722	LOC119080973|XP_037045511.1|BCOP	LOC117588921|XP_034136385.1|DGUA
OG0006723	LOC119068582|XP_037028122.1|BCOP	LOC117584300|XP_034129017.1|DGUA
OG0006724	LOC119079358|XP_037043098.1|BCOP	LOC117583813|XP_034128287.1|DGUA
OG0006725	LOC119079337|XP_037043059.1|BCOP	LOC117582880|XP_034126845.1|DGUA
OG0006726	LOC119085459|XP_037051777.1|BCOP	LOC117583799|XP_034128272.1|DGUA
OG0006727	LOC119080025|XP_037044102.1|BCOP	LOC117582878|XP_034126842.1|DGUA
OG0006728	LOC119075130|XP_037037409.1|BCOP, LOC119070241|XP_037030410.1|BCOP	LOC117586452|XP_034132386.1|DGUA
OG0006729	LOC119074133|XP_037036013.1|BCOP	LOC117592354|XP_034141941.1|DGUA
OG0006730	LOC119083875|XP_037049583.1|BCOP	LOC117592351|XP_034141936.1|DGUA
OG0006731	LOC119067332|XP_037026131.1|BCOP	LOC117584294|XP_034129008.1|DGUA
OG0006733	LOC119073404|XP_037034732.1|BCOP	LOC117589011|XP_034136522.1|DGUA
OG0006734	LOC119079677|XP_037043630.1|BCOP	LOC117589059|XP_034136580.1|DGUA
OG0006735	LOC119081259|XP_037045891.1|BCOP	LOC117589424|XP_034137250.1|DGUA
OG0006736	LOC119081874|XP_037047009.1|BCOP	LOC117588855|XP_034136246.1|DGUA
OG0006737	LOC119079278|XP_037042959.1|BCOP	LOC117586963|XP_034133227.1|DGUA
OG0006738	LOC119079276|XP_037042955.1|BCOP	LOC117578704|XP_034120242.1|DGUA
OG0006739	LOC119073413|XP_037034756.1|BCOP	LOC117586898|XP_034133133.1|DGUA
OG0006740	LOC119073549|XP_037034997.1|BCOP	LOC117589168|XP_034136768.1|DGUA
OG0006741	LOC119073482|XP_037034882.1|BCOP	LOC117589167|XP_034136765.1|DGUA
OG0006742	LOC119080210|XP_037044343.1|BCOP	LOC117585532|XP_034130940.1|DGUA
OG0006743	LOC119085220|XP_037051428.1|BCOP	LOC117584147|XP_034128798.1|DGUA
OG0006744	LOC119080910|XP_037045408.1|BCOP	LOC117589353|XP_034137129.1|DGUA
OG0006745	LOC119077303|XP_037040362.1|BCOP	LOC117586171|XP_034131972.1|DGUA
OG0006746	LOC119083352|XP_037048957.1|BCOP	LOC117589326|XP_034137063.1|DGUA
OG0006747	LOC119080388|XP_037044594.1|BCOP	LOC117589195|XP_034136812.1|DGUA
OG0006748	LOC119073383|XP_037034704.1|BCOP	LOC117590804|XP_034139661.1|DGUA
OG0006749	LOC119075621|XP_037037997.1|BCOP	LOC117587099|XP_034133470.1|DGUA
OG0006750	LOC119069613|XP_037029600.1|BCOP	LOC117581326|XP_034124326.1|DGUA
OG0006752	LOC119077698|XP_037040870.1|BCOP	LOC117587377|XP_034133918.1|DGUA
OG0006753	LOC119073746|XP_037035300.1|BCOP	LOC117587260|XP_034133725.1|DGUA
OG0006754	LOC119068399|XP_037027858.1|BCOP	LOC117588995|XP_034136492.1|DGUA
OG0006755	LOC119077931|XP_037041207.1|BCOP	LOC117588899|XP_034136339.1|DGUA
OG0006756	LOC119080171|XP_037044285.1|BCOP	LOC117587413|XP_034133962.1|DGUA
OG0006757	LOC119080202|XP_037044337.1|BCOP	LOC117587434|XP_034134002.1|DGUA
OG0006758	LOC119080781|XP_037045245.1|BCOP	LOC117589128|XP_034136704.1|DGUA
OG0006759	LOC119084836|XP_037050821.1|BCOP	LOC117589112|XP_034136679.1|DGUA
OG0006760	LOC119081727|XP_037046782.1|BCOP	LOC117579240|XP_034120913.1|DGUA
OG0006761	LOC119075242|XP_037037532.1|BCOP	LOC117585684|XP_034131189.1|DGUA
OG0006762	LOC119082655|XP_037048133.1|BCOP	LOC117580795|XP_034123381.1|DGUA
OG0006763	LOC119073392|XP_037034713.1|BCOP	LOC117587935|XP_034134821.1|DGUA
OG0006764	LOC119073377|XP_037034697.1|BCOP	LOC117591761|XP_034140967.1|DGUA
OG0006765	LOC119073390|XP_037034711.1|BCOP	LOC117585321|XP_034130652.1|DGUA
OG0006766	LOC119066043|XP_037024165.1|BCOP	LOC117587088|XP_034133446.1|DGUA
OG0006767	LOC119080809|XP_037045275.1|BCOP	LOC117586857|XP_034133044.1|DGUA
OG0006768	LOC119077316|XP_037040381.1|BCOP	LOC117586845|XP_034133028.1|DGUA
OG0006769	LOC119077300|XP_037040359.1|BCOP	LOC117586850|XP_034133035.1|DGUA
OG0006770	LOC119080474|XP_037044749.1|BCOP	LOC117580427|XP_034122873.1|DGUA
OG0006772	LOC119079409|XP_037043194.1|BCOP	LOC117591559|XP_034140759.1|DGUA
OG0006773	LOC119073747|XP_037035301.1|BCOP	LOC117579831|XP_034121815.1|DGUA
OG0006774	LOC119081610|XP_037046546.1|BCOP	LOC117580139|XP_034122327.1|DGUA
OG0006775	LOC119083631|XP_037049260.1|BCOP	LOC117587252|XP_034133716.1|DGUA
OG0006776	LOC119078749|XP_037042349.1|BCOP	LOC117587256|XP_034133720.1|DGUA
OG0006777	LOC119081296|XP_037045954.1|BCOP	LOC117587262|XP_034133727.1|DGUA
OG0006778	LOC119078797|XP_037042403.1|BCOP	LOC117589159|XP_034136753.1|DGUA
OG0006779	LOC119080196|XP_037044331.1|BCOP	LOC117587392|XP_034133936.1|DGUA
OG0006780	LOC119080192|XP_037044329.1|BCOP	LOC117579440|XP_034121218.1|DGUA
OG0006781	LOC119076254|XP_037038819.1|BCOP	LOC117580225|XP_034122530.1|DGUA
OG0006782	LOC119077174|XP_037040253.1|BCOP	LOC117580167|XP_034122379.1|DGUA
OG0006783	LOC119081717|XP_037046736.1|BCOP	LOC117591811|XP_034141012.1|DGUA
OG0006784	LOC119076362|XP_037038963.1|BCOP	LOC117579326|XP_034121032.1|DGUA
OG0006785	LOC119079887|XP_037043865.1|BCOP	LOC117585557|XP_034130975.1|DGUA
OG0006786	LOC119079889|XP_037043868.1|BCOP	LOC117582056|XP_034125498.1|DGUA
OG0006787	LOC119083659|XP_037049330.1|BCOP	LOC117580078|XP_034122214.1|DGUA
OG0006788	LOC119066021|XP_037024137.1|BCOP	LOC117580087|XP_034122231.1|DGUA
OG0006789	LOC119066012|XP_037024128.1|BCOP	LOC117590302|XP_034138680.1|DGUA
OG0006790	LOC119067437|XP_037026306.1|BCOP	LOC117584230|XP_034128903.1|DGUA
OG0006791	LOC119080737|XP_037045176.1|BCOP	LOC117580144|XP_034122340.1|DGUA
OG0006792	LOC119077295|XP_037040356.1|BCOP	LOC117580029|XP_034122147.1|DGUA
OG0006793	LOC119085392|XP_037051683.1|BCOP	LOC117580019|XP_034122130.1|DGUA
OG0006794	LOC119079674|XP_037043621.1|BCOP	LOC117578488|XP_034119912.1|DGUA
OG0006795	LOC119080029|XP_037044106.1|BCOP	LOC117587244|XP_034133707.1|DGUA
OG0006796	LOC119077007|XP_037040016.1|BCOP	LOC117589175|XP_034136785.1|DGUA
OG0006797	LOC119076840|XP_037039741.1|BCOP	LOC117584506|XP_034129332.1|DGUA
OG0006798	LOC119080207|XP_037044341.1|BCOP	LOC117579874|XP_034121885.1|DGUA
OG0006799	LOC119081390|XP_037046172.1|BCOP	LOC117580100|XP_034122253.1|DGUA
OG0006800	LOC119069052|XP_037028814.1|BCOP	LOC117580092|XP_034122235.1|DGUA
OG0006801	LOC119067342|XP_037026145.1|BCOP	LOC117590311|XP_034138689.1|DGUA
OG0006802	LOC119079041|XP_037042727.1|BCOP	LOC117587817|XP_034134669.1|DGUA
OG0006803	LOC119081624|XP_037046568.1|BCOP	LOC117583121|XP_034127206.1|DGUA
OG0006804	LOC119079620|XP_037043515.1|BCOP	LOC117589378|XP_034137181.1|DGUA
OG0006805	LOC119073359|XP_037034656.1|BCOP	LOC117578741|XP_034120297.1|DGUA
OG0006806	LOC119080291|XP_037044457.1|BCOP	LOC117589097|XP_034136631.1|DGUA
OG0006807	LOC119073233|XP_037034440.1|BCOP	LOC117579358|XP_034121082.1|DGUA
OG0006808	LOC119073261|XP_037034531.1|BCOP	LOC117591055|XP_034140050.1|DGUA
OG0006809	LOC119080444|XP_037044704.1|BCOP	LOC117589148|XP_034136734.1|DGUA
OG0006810	LOC119073734|XP_037035261.1|BCOP	LOC117587452|XP_034134064.1|DGUA
OG0006811	LOC119073675|XP_037035176.1|BCOP	LOC117585277|XP_034130591.1|DGUA
OG0006812	LOC119073260|XP_037034528.1|BCOP	LOC117589208|XP_034136838.1|DGUA
OG0006813	LOC119066162|XP_037024356.1|BCOP	LOC117589949|XP_034138132.1|DGUA
OG0006814	LOC119076437|XP_037039087.1|BCOP	LOC117579167|XP_034120819.1|DGUA
OG0006815	LOC119080475|XP_037044750.1|BCOP	LOC117589015|XP_034136529.1|DGUA
OG0006816	LOC119080395|XP_037044609.1|BCOP	LOC117588979|XP_034136459.1|DGUA
OG0006817	LOC119066069|XP_037024195.1|BCOP	LOC117589152|XP_034136739.1|DGUA
OG0006818	LOC119066072|XP_037024211.1|BCOP	LOC117587242|XP_034133702.1|DGUA
OG0006820	LOC119079359|XP_037043101.1|BCOP	LOC117579359|XP_034121085.1|DGUA
OG0006821	LOC119067434|XP_037026301.1|BCOP	LOC117581759|XP_034125052.1|DGUA
OG0006822	LOC119079810|XP_037043772.1|BCOP	LOC117578859|XP_034120543.1|DGUA
OG0006823	LOC119080049|XP_037044150.1|BCOP	LOC117589226|XP_034136869.1|DGUA
OG0006824	LOC119080108|XP_037044234.1|BCOP	LOC117580229|XP_034122535.1|DGUA
OG0006825	LOC119079631|XP_037043526.1|BCOP	LOC117579954|XP_034122018.1|DGUA
OG0006826	LOC119079602|XP_037043492.1|BCOP	LOC117588864|XP_034136261.1|DGUA
OG0006828	LOC119085085|XP_037051223.1|BCOP	LOC117584242|XP_034128930.1|DGUA
OG0006829	LOC119078716|XP_037042283.1|BCOP	LOC117580428|XP_034122874.1|DGUA
OG0006830	LOC119080248|XP_037044394.1|BCOP	LOC117586909|XP_034133149.1|DGUA
OG0006831	LOC119073811|XP_037035479.1|BCOP	LOC117586922|XP_034133168.1|DGUA
OG0006832	LOC119073957|XP_037035741.1|BCOP	LOC117579992|XP_034122078.1|DGUA
OG0006833	LOC119073961|XP_037035758.1|BCOP	LOC117586809|XP_034132973.1|DGUA
OG0006835	LOC119079310|XP_037043000.1|BCOP	LOC117589310|XP_034136999.1|DGUA
OG0006837	LOC119073471|XP_037034871.1|BCOP	LOC117579404|XP_034121174.1|DGUA
OG0006838	LOC119073623|XP_037035104.1|BCOP	LOC117580394|XP_034122825.1|DGUA
OG0006839	LOC119073505|XP_037034915.1|BCOP	LOC117579441|XP_034121220.1|DGUA
OG0006840	LOC119079938|XP_037043941.1|BCOP	LOC117584141|XP_034128789.1|DGUA
OG0006841	LOC119080431|XP_037044683.1|BCOP	LOC117580580|XP_034123076.1|DGUA
OG0006842	LOC119076665|XP_037039457.1|BCOP	LOC117587194|XP_034133629.1|DGUA
OG0006843	LOC119083495|XP_037049114.1|BCOP	LOC117591497|XP_034140680.1|DGUA
OG0006844	LOC119083483|XP_037049108.1|BCOP	LOC117589606|XP_034137572.1|DGUA
OG0006846	LOC119081209|XP_037045822.1|BCOP	LOC117589233|XP_034136882.1|DGUA
OG0006847	LOC119081871|XP_037047003.1|BCOP	LOC117589024|XP_034136544.1|DGUA
OG0006848	LOC119075813|XP_037038279.1|BCOP	LOC117591014|XP_034139995.1|DGUA
OG0006849	LOC119075963|XP_037038440.1|BCOP	LOC117580207|XP_034122491.1|DGUA
OG0006850	LOC119080760|XP_037045216.1|BCOP	LOC117579985|XP_034122055.1|DGUA
OG0006851	LOC119081385|XP_037046170.1|BCOP	LOC117579988|XP_034122071.1|DGUA
OG0006852	LOC119073848|XP_037035585.1|BCOP	LOC117591836|XP_034141091.1|DGUA
OG0006853	LOC119080477|XP_037044752.1|BCOP	LOC117589214|XP_034136849.1|DGUA
OG0006854	LOC119073937|XP_037035707.1|BCOP	LOC117578810|XP_034120451.1|DGUA
OG0006855	LOC119080681|XP_037045009.1|BCOP	LOC117586892|XP_034133125.1|DGUA
OG0006856	LOC119073393|XP_037034715.1|BCOP	LOC117587498|XP_034134164.1|DGUA
OG0006857	LOC119082334|XP_037047738.1|BCOP	LOC117587009|XP_034133313.1|DGUA
OG0006858	LOC119075553|XP_037037918.1|BCOP	LOC117589268|XP_034136941.1|DGUA
OG0006859	LOC119079974|XP_037044006.1|BCOP	LOC117591548|XP_034140737.1|DGUA
OG0006860	LOC119082966|XP_037048505.1|BCOP, LOC119082190|XP_037047509.1|BCOP	LOC117592353|XP_034141938.1|DGUA
OG0006861	LOC119073523|XP_037034953.1|BCOP	LOC117578722|XP_034120265.1|DGUA
OG0006862	LOC119080722|XP_037045103.1|BCOP	LOC117587172|XP_034133579.1|DGUA
OG0006863	LOC119067887|XP_037027064.1|BCOP	LOC117588567|XP_034135848.1|DGUA
OG0006864	LOC119066054|XP_037024174.1|BCOP	LOC117578426|XP_034119781.1|DGUA
OG0006865	LOC119067733|XP_037026740.1|BCOP	LOC117583289|XP_034127416.1|DGUA
OG0006866	LOC119079526|XP_037043402.1|BCOP, LOC119073062|XP_037034261.1|BCOP	LOC117592078|XP_034141481.1|DGUA
OG0006867	LOC119079478|XP_037043310.1|BCOP	LOC117587029|XP_034133348.1|DGUA
OG0006868	LOC119079455|XP_037043267.1|BCOP	LOC117591950|XP_034141256.1|DGUA
OG0006869	LOC119077831|XP_037041044.1|BCOP	LOC117585652|XP_034131133.1|DGUA
OG0006871	LOC119079945|XP_037043949.1|BCOP	LOC117578860|XP_034120540.1|DGUA
OG0006872	LOC119073898|XP_037035682.1|BCOP	LOC117592645|XP_034142478.1|DGUA
OG0006873	LOC119073866|XP_037035629.1|BCOP	LOC117585854|XP_034131498.1|DGUA
OG0006874	LOC119078512|XP_037041968.1|BCOP	LOC117587576|XP_034134294.1|DGUA
OG0006876	LOC119066525|XP_037024941.1|BCOP	LOC117591174|XP_034140193.1|DGUA
OG0006877	LOC119066526|XP_037024945.1|BCOP	LOC117582454|XP_034126070.1|DGUA
OG0006878	LOC119076252|XP_037038814.1|BCOP	LOC117588230|XP_034135269.1|DGUA
OG0006879	LOC119076276|XP_037038837.1|BCOP	LOC117582556|XP_034126688.1|DGUA
OG0006880	LOC119081755|XP_037046833.1|BCOP	LOC117584533|XP_034129375.1|DGUA
OG0006881	LOC119070813|XP_037031188.1|BCOP	LOC117590894|XP_034139818.1|DGUA
OG0006882	LOC119082031|XP_037047249.1|BCOP	LOC117592352|XP_034141937.1|DGUA
OG0006884	LOC119085271|XP_037051518.1|BCOP	LOC117584259|XP_034128955.1|DGUA
OG0006885	LOC119078824|XP_037042426.1|BCOP	LOC117584033|XP_034128660.1|DGUA
OG0006886	LOC119083913|XP_037049623.1|BCOP	LOC117583062|XP_034127125.1|DGUA
OG0006887	LOC119081677|XP_037046658.1|BCOP, LOC119076383|XP_037038997.1|BCOP	LOC117591498|XP_034140683.1|DGUA
OG0006888	LOC119085152|XP_037051338.1|BCOP	LOC117584290|XP_034129000.1|DGUA
OG0006889	LOC119078528|XP_037041989.1|BCOP	LOC117587917|XP_034134793.1|DGUA
OG0006890	LOC119071059|XP_037031578.1|BCOP	LOC117582063|XP_034125509.1|DGUA
OG0006891	LOC119083267|XP_037048842.1|BCOP	LOC117582180|XP_034125675.1|DGUA
OG0006892	LOC119068012|XP_037027266.1|BCOP	LOC117582440|XP_034126038.1|DGUA
OG0006893	LOC119066328|XP_037024623.1|BCOP	LOC117584440|XP_034129244.1|DGUA
OG0006894	LOC119066339|XP_037024640.1|BCOP	LOC117584439|XP_034129243.1|DGUA
OG0006895	LOC119081002|XP_037045571.1|BCOP	LOC117581496|XP_034124636.1|DGUA
OG0006896	LOC119085145|XP_037051318.1|BCOP	LOC117584527|XP_034129367.1|DGUA
OG0006897	LOC119070891|XP_037031309.1|BCOP	LOC117587932|XP_034134810.1|DGUA
OG0006898	LOC119066462|XP_037024863.1|BCOP	LOC117582048|XP_034125482.1|DGUA
OG0006899	LOC119070832|XP_037031233.1|BCOP	LOC117582155|XP_034125637.1|DGUA
OG0006900	LOC119077018|XP_037040026.1|BCOP	LOC117591428|XP_034140579.1|DGUA
OG0006901	LOC119079371|XP_037043136.1|BCOP	LOC117584340|XP_034129062.1|DGUA
OG0006902	LOC119081357|XP_037046102.1|BCOP	LOC117590375|XP_034138810.1|DGUA
OG0006903	LOC119068286|XP_037027717.1|BCOP	LOC117585845|XP_034131479.1|DGUA
OG0006904	LOC119078771|XP_037042376.1|BCOP	LOC117587722|XP_034134521.1|DGUA
OG0006905	LOC119078885|XP_037042501.1|BCOP, LOC119078886|XP_037042502.1|BCOP	LOC117582568|XP_034126299.1|DGUA
OG0006906	LOC119066821|XP_037025364.1|BCOP	LOC117582268|XP_034125785.1|DGUA
OG0006907	LOC119085887|XP_037052298.1|BCOP	LOC117584595|XP_034129460.1|DGUA
OG0006908	LOC119082289|XP_037047658.1|BCOP	LOC117591531|XP_034140714.1|DGUA
OG0006909	LOC119066441|XP_037024831.1|BCOP	LOC117584487|XP_034129302.1|DGUA
OG0006910	LOC119081919|XP_037047056.1|BCOP	LOC117587529|XP_034134222.1|DGUA
OG0006911	LOC119081052|XP_037045654.1|BCOP	LOC117580678|XP_034123187.1|DGUA
OG0006912	LOC119076978|XP_037039969.1|BCOP	LOC117584628|XP_034129542.1|DGUA
OG0006913	LOC119066647|XP_037025113.1|BCOP	LOC117584023|XP_034128651.1|DGUA
OG0006914	LOC119078448|XP_037041876.1|BCOP	LOC117579676|XP_034121554.1|DGUA
OG0006915	LOC119066645|XP_037025108.1|BCOP	LOC117581755|XP_034125047.1|DGUA
OG0006916	LOC119070679|XP_037031015.1|BCOP	LOC117587799|XP_034134636.1|DGUA
OG0006917	LOC119082557|XP_037047972.1|BCOP	LOC117584556|XP_034129401.1|DGUA
OG0006918	LOC119077153|XP_037040237.1|BCOP	LOC117584560|XP_034129409.1|DGUA
OG0006919	LOC119072823|XP_037034020.1|BCOP	LOC117588009|XP_034134924.1|DGUA
OG0006920	LOC119084576|XP_037050526.1|BCOP	LOC117582064|XP_034125511.1|DGUA
OG0006921	LOC119082106|XP_037047369.1|BCOP	LOC117582598|XP_034126348.1|DGUA
OG0006922	LOC119084793|XP_037050753.1|BCOP	LOC117587684|XP_034134468.1|DGUA
OG0006923	LOC119082118|XP_037047393.1|BCOP	LOC117581718|XP_034124987.1|DGUA
OG0006924	LOC119082748|XP_037048225.1|BCOP	LOC117587603|XP_034134345.1|DGUA
OG0006925	LOC119082746|XP_037048224.1|BCOP	LOC117585569|XP_034130993.1|DGUA
OG0006926	LOC119072877|XP_037034080.1|BCOP	LOC117584156|XP_034128808.1|DGUA
OG0006927	LOC119071868|XP_037032824.1|BCOP	LOC117584200|XP_034128860.1|DGUA
OG0006928	LOC119085426|XP_037051735.1|BCOP	LOC117584202|XP_034128863.1|DGUA
OG0006929	LOC119075603|XP_037037967.1|BCOP	LOC117581813|XP_034125146.1|DGUA
OG0006930	LOC119075613|XP_037037985.1|BCOP	LOC117581965|XP_034125341.1|DGUA
OG0006931	LOC119085937|XP_037052385.1|BCOP	LOC117584719|XP_034129662.1|DGUA
OG0006932	LOC119072886|XP_037034104.1|BCOP	LOC117584503|XP_034129325.1|DGUA
OG0006933	LOC119072890|XP_037034108.1|BCOP	LOC117584796|XP_034129804.1|DGUA
OG0006934	LOC119072819|XP_037034015.1|BCOP	LOC117585859|XP_034131501.1|DGUA
OG0006935	LOC119075625|XP_037037998.1|BCOP	LOC117584559|XP_034129408.1|DGUA
OG0006936	LOC119078596|XP_037042079.1|BCOP	LOC117588058|XP_034135006.1|DGUA
OG0006937	LOC119076233|XP_037038787.1|BCOP	LOC117584432|XP_034129220.1|DGUA
OG0006938	LOC119076234|XP_037038788.1|BCOP	LOC117588114|XP_034135078.1|DGUA
OG0006939	LOC119081841|XP_037046977.1|BCOP	LOC117581473|XP_034124601.1|DGUA
OG0006940	LOC119084688|XP_037050664.1|BCOP	LOC117584270|XP_034128973.1|DGUA
OG0006941	LOC119085373|XP_037051650.1|BCOP	LOC117581680|XP_034124945.1|DGUA
OG0006942	LOC119079999|XP_037044061.1|BCOP	LOC117591834|XP_034141088.1|DGUA
OG0006943	LOC119076924|XP_037039843.1|BCOP	LOC117584705|XP_034129637.1|DGUA
OG0006944	LOC119083009|XP_037048543.1|BCOP	LOC117582110|XP_034125573.1|DGUA
OG0006945	LOC119074229|XP_037036143.1|BCOP	LOC117581904|XP_034125263.1|DGUA
OG0006946	LOC119067297|XP_037026092.1|BCOP	LOC117589702|XP_034137756.1|DGUA
OG0006947	LOC119074773|XP_037036975.1|BCOP	LOC117591533|XP_034140716.1|DGUA
OG0006948	LOC119075676|XP_037038089.1|BCOP	LOC117588161|XP_034135160.1|DGUA
OG0006949	LOC119070906|XP_037031327.1|BCOP	LOC117582315|XP_034125851.1|DGUA
OG0006950	LOC119073592|XP_037035060.1|BCOP	LOC117587592|XP_034134326.1|DGUA
OG0006952	LOC119068424|XP_037027888.1|BCOP	LOC117585768|XP_034131340.1|DGUA
OG0006953	LOC119078706|XP_037042269.1|BCOP	LOC117589438|XP_034137269.1|DGUA
OG0006954	LOC119066724|XP_037025239.1|BCOP	LOC117583998|XP_034128617.1|DGUA
OG0006955	LOC119069593|XP_037029578.1|BCOP	LOC117585331|XP_034130661.1|DGUA
OG0006956	LOC119078413|XP_037041810.1|BCOP	LOC117581702|XP_034124972.1|DGUA
OG0006957	LOC119078647|XP_037042137.1|BCOP	LOC117583893|XP_034128446.1|DGUA
OG0006958	LOC119072006|XP_037033019.1|BCOP	LOC117578421|XP_034119773.1|DGUA
OG0006959	LOC119079533|XP_037043413.1|BCOP	LOC117587056|XP_034133385.1|DGUA
OG0006960	LOC119075357|XP_037037684.1|BCOP	LOC117588121|XP_034135089.1|DGUA
OG0006961	LOC119078520|XP_037041978.1|BCOP	LOC117582138|XP_034125611.1|DGUA
OG0006962	LOC119078599|XP_037042083.1|BCOP	LOC117584575|XP_034129437.1|DGUA
OG0006963	LOC119075657|XP_037038061.1|BCOP	LOC117587523|XP_034134214.1|DGUA
OG0006964	LOC119075641|XP_037038018.1|BCOP	LOC117587902|XP_034134771.1|DGUA
OG0006965	LOC119085920|XP_037052369.1|BCOP	LOC117582053|XP_034125488.1|DGUA
OG0006966	LOC119070953|XP_037031403.1|BCOP	LOC117584383|XP_034129128.1|DGUA
OG0006967	LOC119081566|XP_037046493.1|BCOP	LOC117592191|XP_034141694.1|DGUA
OG0006968	LOC119075560|XP_037037926.1|BCOP	LOC117578512|XP_034119942.1|DGUA
OG0006969	LOC119073662|XP_037035161.1|BCOP	LOC117586935|XP_034133190.1|DGUA
OG0006970	LOC119081657|XP_037046634.1|BCOP	LOC117582822|XP_034126758.1|DGUA
OG0006971	LOC119077110|XP_037040173.1|BCOP	LOC117582079|XP_034125530.1|DGUA
OG0006972	LOC119070921|XP_037031355.1|BCOP	LOC117583964|XP_034128556.1|DGUA
OG0006973	LOC119072062|XP_037033092.1|BCOP	LOC117582215|XP_034125713.1|DGUA
OG0006974	LOC119082243|XP_037047602.1|BCOP	LOC117584142|XP_034128792.1|DGUA
OG0006975	LOC119078756|XP_037042356.1|BCOP	LOC117584676|XP_034129597.1|DGUA
OG0006976	LOC119071577|XP_037032414.1|BCOP	LOC117588014|XP_034134933.1|DGUA
OG0006977	LOC119083766|XP_037049444.1|BCOP	LOC117592652|XP_034142488.1|DGUA
OG0006978	LOC119079161|XP_037042873.1|BCOP	LOC117581891|XP_034125250.1|DGUA
OG0006979	LOC119075330|XP_037037651.1|BCOP	LOC117582635|XP_034126405.1|DGUA
OG0006980	LOC119081962|XP_037047161.1|BCOP	LOC117588026|XP_034134958.1|DGUA
OG0006981	LOC119081952|XP_037047140.1|BCOP	LOC117588050|XP_034134992.1|DGUA
OG0006982	LOC119066086|XP_037024249.1|BCOP	LOC117588020|XP_034134948.1|DGUA
OG0006983	LOC119085899|XP_037052337.1|BCOP	LOC117582487|XP_034126141.1|DGUA
OG0006984	LOC119085814|XP_037052193.1|BCOP	LOC117582109|XP_034125570.1|DGUA
OG0006985	LOC119072678|XP_037033847.1|BCOP	LOC117582328|XP_034125868.1|DGUA
OG0006986	LOC119072681|XP_037033851.1|BCOP	LOC117582028|XP_034125447.1|DGUA
OG0006988	LOC119071147|XP_037031770.1|BCOP	LOC117581992|XP_034125378.1|DGUA
OG0006989	LOC119076544|XP_037039234.1|BCOP	LOC117584001|XP_034128621.1|DGUA
OG0006990	LOC119072679|XP_037033848.1|BCOP	LOC117584114|XP_034128757.1|DGUA
OG0006991	LOC119083999|XP_037049706.1|BCOP	LOC117585455|XP_034130833.1|DGUA
OG0006992	LOC119085825|XP_037052217.1|BCOP	LOC117584261|XP_034128959.1|DGUA
OG0006993	LOC119081946|XP_037047107.1|BCOP	LOC117582007|XP_034125394.1|DGUA
OG0006994	LOC119080662|XP_037044982.1|BCOP	LOC117583913|XP_034128482.1|DGUA
OG0006995	LOC119085427|XP_037051737.1|BCOP	LOC117588201|XP_034135225.1|DGUA
OG0006996	LOC119080112|XP_037044238.1|BCOP	LOC117588205|XP_034135230.1|DGUA
OG0006997	LOC119083792|XP_037049493.1|BCOP	LOC117592430|XP_034142073.1|DGUA
OG0006998	LOC119078533|XP_037041995.1|BCOP	LOC117585550|XP_034130962.1|DGUA
OG0006999	LOC119081140|XP_037045780.1|BCOP	LOC117582111|XP_034125574.1|DGUA
OG0007000	LOC119077635|XP_037040751.1|BCOP	LOC117582631|XP_034126399.1|DGUA
OG0007001	LOC119081481|XP_037046376.1|BCOP	LOC117592600|XP_034142373.1|DGUA
OG0007002	LOC119078738|XP_037042318.1|BCOP	LOC117587637|XP_034134399.1|DGUA
OG0007004	LOC119075317|XP_037037632.1|BCOP	LOC117582489|XP_034126152.1|DGUA
OG0007005	LOC119075356|XP_037037683.1|BCOP	LOC117582228|XP_034125726.1|DGUA
OG0007006	LOC119078935|XP_037042574.1|BCOP	LOC117588129|XP_034135099.1|DGUA
OG0007007	LOC119082607|XP_037048065.1|BCOP	LOC117584017|XP_034128639.1|DGUA
OG0007008	LOC119071748|XP_037032677.1|BCOP	LOC117581951|XP_034125325.1|DGUA
OG0007009	LOC119070865|XP_037031270.1|BCOP	LOC117584510|XP_034129337.1|DGUA
OG0007010	LOC119066644|XP_037025106.1|BCOP	LOC117582467|XP_034126087.1|DGUA
OG0007011	LOC119067119|XP_037025790.1|BCOP	LOC117585785|XP_034131367.1|DGUA
OG0007012	LOC119072860|XP_037034062.1|BCOP	LOC117581887|XP_034125245.1|DGUA
OG0007013	LOC119085930|XP_037052377.1|BCOP	LOC117587716|XP_034134516.1|DGUA
OG0007014	LOC119085935|XP_037052383.1|BCOP	LOC117587715|XP_034134512.1|DGUA
OG0007015	LOC119078437|XP_037041852.1|BCOP	LOC117583875|XP_034128415.1|DGUA
OG0007016	LOC119084659|XP_037050621.1|BCOP	LOC117591562|XP_034140758.1|DGUA
OG0007017	LOC119066308|XP_037024588.1|BCOP	LOC117584577|XP_034129442.1|DGUA
