Orthogroup	BCOP.longest_only	DKIK.longest_only
OG0006706	LOC119075436|XP_037037770.1|BCOP	LOC108074654|XP_017022259.1|DKIK
OG0006707	LOC119080440|XP_037044698.1|BCOP	LOC108076370|XP_017024664.1|DKIK
OG0006708	LOC119076537|XP_037039226.1|BCOP	LOC108083579|XP_017034929.1|DKIK
OG0006709	LOC119073473|XP_037034874.1|BCOP	LOC108076104|XP_017024317.1|DKIK
OG0006710	LOC119080325|XP_037044498.1|BCOP	LOC108079103|XP_017028822.1|DKIK
OG0006711	LOC119080324|XP_037044497.1|BCOP	LOC108079016|XP_017028683.1|DKIK
OG0006712	LOC119080328|XP_037044508.1|BCOP	LOC108075178|XP_017022990.1|DKIK
OG0006713	LOC119080205|XP_037044339.1|BCOP	LOC108073548|XP_017020722.1|DKIK
OG0006714	LOC119080204|XP_037044338.1|BCOP	LOC108073547|XP_017020721.1|DKIK
OG0006715	LOC119073301|XP_037034578.1|BCOP	LOC108079107|XP_017028834.1|DKIK
OG0006716	LOC119074467|XP_037036503.1|BCOP	LOC108076188|XP_017024411.1|DKIK
OG0006717	LOC119081264|XP_037045900.1|BCOP	LOC108070493|XP_017016476.1|DKIK
OG0006718	LOC119080796|XP_037045262.1|BCOP	LOC108070479|XP_017016454.1|DKIK
OG0006719	LOC119077324|XP_037040400.1|BCOP	LOC108078755|XP_017028277.1|DKIK
OG0006720	LOC119084240|XP_037050035.1|BCOP	LOC108080640|XP_017030954.1|DKIK
OG0006721	LOC119081572|XP_037046501.1|BCOP	LOC108070464|XP_017016434.1|DKIK
OG0006722	LOC119080973|XP_037045511.1|BCOP	LOC108084439|XP_017036137.1|DKIK
OG0006723	LOC119068582|XP_037028122.1|BCOP	LOC108077384|XP_017026167.1|DKIK
OG0006724	LOC119079358|XP_037043098.1|BCOP	LOC108073530|XP_017020700.1|DKIK
OG0006725	LOC119079337|XP_037043059.1|BCOP	LOC108073556|XP_017020731.1|DKIK
OG0006726	LOC119085459|XP_037051777.1|BCOP	LOC108077866|XP_017026890.1|DKIK
OG0006727	LOC119080025|XP_037044102.1|BCOP	LOC108073503|XP_017020660.1|DKIK
OG0006728	LOC119075130|XP_037037409.1|BCOP, LOC119070241|XP_037030410.1|BCOP	LOC108072014|XP_017018483.1|DKIK
OG0006729	LOC119074133|XP_037036013.1|BCOP	LOC108078523|XP_017027921.1|DKIK
OG0006730	LOC119083875|XP_037049583.1|BCOP	LOC108078521|XP_017027919.1|DKIK
OG0006731	LOC119067332|XP_037026131.1|BCOP	LOC108075897|XP_017024002.1|DKIK
OG0006733	LOC119073404|XP_037034732.1|BCOP	LOC108079715|XP_017029613.1|DKIK, LOC108071879|XP_017018297.1|DKIK, LOC108071201|XP_017017367.1|DKIK
OG0006734	LOC119079677|XP_037043630.1|BCOP	LOC108079806|XP_017029774.1|DKIK
OG0006735	LOC119081259|XP_037045891.1|BCOP	LOC108072756|XP_017019517.1|DKIK
OG0006736	LOC119081874|XP_037047009.1|BCOP	LOC108070598|XP_017016657.1|DKIK
OG0006737	LOC119079278|XP_037042959.1|BCOP	LOC108071892|XP_017018308.1|DKIK
OG0006738	LOC119079276|XP_037042955.1|BCOP	LOC108079819|XP_017029795.1|DKIK
OG0006739	LOC119073413|XP_037034756.1|BCOP	LOC108083071|XP_017034198.1|DKIK
OG0006740	LOC119073549|XP_037034997.1|BCOP	LOC108070585|XP_017016630.1|DKIK
OG0006741	LOC119073482|XP_037034882.1|BCOP	LOC108070584|XP_017016628.1|DKIK
OG0006742	LOC119080210|XP_037044343.1|BCOP	LOC108081095|XP_017031573.1|DKIK
OG0006743	LOC119085220|XP_037051428.1|BCOP	LOC108086120|XP_017038457.1|DKIK
OG0006744	LOC119080910|XP_037045408.1|BCOP	LOC108078888|XP_017028507.1|DKIK
OG0006745	LOC119077303|XP_037040362.1|BCOP	LOC108070705|XP_017016785.1|DKIK
OG0006746	LOC119083352|XP_037048957.1|BCOP	LOC108077536|XP_017026413.1|DKIK
OG0006747	LOC119080388|XP_037044594.1|BCOP	LOC108071926|XP_017018378.1|DKIK
OG0006748	LOC119073383|XP_037034704.1|BCOP	LOC108080368|XP_017030578.1|DKIK
OG0006749	LOC119075621|XP_037037997.1|BCOP	LOC108079855|XP_017029852.1|DKIK
OG0006750	LOC119069613|XP_037029600.1|BCOP	LOC108076116|XP_017024334.1|DKIK
OG0006752	LOC119077698|XP_037040870.1|BCOP	LOC108072668|XP_017019392.1|DKIK
OG0006753	LOC119073746|XP_037035300.1|BCOP	LOC108072670|XP_017019394.1|DKIK
OG0006754	LOC119068399|XP_037027858.1|BCOP	LOC108079101|XP_017028818.1|DKIK
OG0006755	LOC119077931|XP_037041207.1|BCOP	LOC108080641|XP_017030958.1|DKIK
OG0006756	LOC119080171|XP_037044285.1|BCOP	LOC108071587|XP_017017858.1|DKIK
OG0006757	LOC119080202|XP_037044337.1|BCOP	LOC108071605|XP_017017876.1|DKIK
OG0006758	LOC119080781|XP_037045245.1|BCOP	LOC108075111|XP_017022882.1|DKIK
OG0006759	LOC119084836|XP_037050821.1|BCOP	LOC108075155|XP_017022931.1|DKIK
OG0006760	LOC119081727|XP_037046782.1|BCOP	LOC108085823|XP_017038065.1|DKIK
OG0006761	LOC119075242|XP_037037532.1|BCOP	LOC108073224|XP_017020249.1|DKIK
OG0006762	LOC119082655|XP_037048133.1|BCOP	LOC108074173|XP_017021597.1|DKIK
OG0006763	LOC119073392|XP_037034713.1|BCOP	LOC108081147|XP_017031675.1|DKIK
OG0006764	LOC119073377|XP_037034697.1|BCOP	LOC108072958|XP_017019875.1|DKIK
OG0006765	LOC119073390|XP_037034711.1|BCOP	LOC108081148|XP_017031676.1|DKIK
OG0006766	LOC119066043|XP_037024165.1|BCOP	LOC108079079|XP_017028792.1|DKIK
OG0006767	LOC119080809|XP_037045275.1|BCOP	LOC108085830|XP_017038077.1|DKIK
OG0006768	LOC119077316|XP_037040381.1|BCOP	LOC108085829|XP_017038072.1|DKIK
OG0006769	LOC119077300|XP_037040359.1|BCOP	LOC108085832|XP_017038079.1|DKIK
OG0006770	LOC119080474|XP_037044749.1|BCOP	LOC108084396|XP_017036080.1|DKIK
OG0006772	LOC119079409|XP_037043194.1|BCOP	LOC108084007|XP_017035512.1|DKIK
OG0006773	LOC119073747|XP_037035301.1|BCOP	LOC108079780|XP_017029715.1|DKIK
OG0006774	LOC119081610|XP_037046546.1|BCOP	LOC108083271|XP_017034478.1|DKIK
OG0006775	LOC119083631|XP_037049260.1|BCOP	LOC108078796|XP_017028349.1|DKIK
OG0006776	LOC119078749|XP_037042349.1|BCOP	LOC108072792|XP_017019564.1|DKIK
OG0006777	LOC119081296|XP_037045954.1|BCOP	LOC108078799|XP_017028353.1|DKIK
OG0006778	LOC119078797|XP_037042403.1|BCOP	LOC108075081|XP_017022852.1|DKIK
OG0006779	LOC119080196|XP_037044331.1|BCOP	LOC108079112|XP_017028838.1|DKIK
OG0006780	LOC119080192|XP_037044329.1|BCOP	LOC108078319|XP_017027609.1|DKIK
OG0006781	LOC119076254|XP_037038819.1|BCOP	LOC108084670|XP_017036524.1|DKIK
OG0006782	LOC119077174|XP_037040253.1|BCOP	LOC108079719|XP_017029617.1|DKIK
OG0006783	LOC119081717|XP_037046736.1|BCOP	LOC108082419|XP_017033259.1|DKIK
OG0006784	LOC119076362|XP_037038963.1|BCOP	LOC108078806|XP_017028364.1|DKIK
OG0006785	LOC119079887|XP_037043865.1|BCOP	LOC108076805|XP_017025320.1|DKIK
OG0006786	LOC119079889|XP_037043868.1|BCOP	LOC108081182|XP_017031730.1|DKIK
OG0006787	LOC119083659|XP_037049330.1|BCOP	LOC108073981|XP_017021319.1|DKIK
OG0006788	LOC119066021|XP_037024137.1|BCOP	LOC108073982|XP_017021321.1|DKIK
OG0006789	LOC119066012|XP_037024128.1|BCOP	LOC108085974|XP_017038264.1|DKIK
OG0006790	LOC119067437|XP_037026306.1|BCOP	LOC108086258|XP_017038631.1|DKIK
OG0006791	LOC119080737|XP_037045176.1|BCOP	LOC108074015|XP_017021371.1|DKIK
OG0006792	LOC119077295|XP_037040356.1|BCOP	LOC108078681|XP_017028116.1|DKIK
OG0006793	LOC119085392|XP_037051683.1|BCOP	LOC108078936|XP_017028574.1|DKIK
OG0006794	LOC119079674|XP_037043621.1|BCOP	LOC108070528|XP_017016535.1|DKIK
OG0006795	LOC119080029|XP_037044106.1|BCOP	LOC108073567|XP_017020743.1|DKIK
OG0006796	LOC119077007|XP_037040016.1|BCOP	LOC108083300|XP_017034527.1|DKIK
OG0006797	LOC119076840|XP_037039741.1|BCOP	LOC108077234|XP_017025981.1|DKIK
OG0006798	LOC119080207|XP_037044341.1|BCOP	LOC108077500|XP_017026317.1|DKIK
OG0006799	LOC119081390|XP_037046172.1|BCOP	LOC108078751|XP_017028269.1|DKIK
OG0006800	LOC119069052|XP_037028814.1|BCOP	LOC108075223|XP_017023057.1|DKIK
OG0006801	LOC119067342|XP_037026145.1|BCOP	LOC108083956|XP_017035451.1|DKIK
OG0006802	LOC119079041|XP_037042727.1|BCOP	LOC108076439|XP_017024783.1|DKIK
OG0006803	LOC119081624|XP_037046568.1|BCOP	LOC108072150|XP_017018683.1|DKIK
OG0006804	LOC119079620|XP_037043515.1|BCOP	LOC108078743|XP_017028255.1|DKIK
OG0006805	LOC119073359|XP_037034656.1|BCOP	LOC108078172|XP_017027316.1|DKIK
OG0006806	LOC119080291|XP_037044457.1|BCOP	LOC108071537|XP_017017802.1|DKIK
OG0006807	LOC119073233|XP_037034440.1|BCOP	LOC108083292|XP_017034515.1|DKIK
OG0006808	LOC119073261|XP_037034531.1|BCOP	LOC108076497|XP_017024879.1|DKIK
OG0006809	LOC119080444|XP_037044704.1|BCOP	LOC108079702|XP_017029597.1|DKIK
OG0006810	LOC119073734|XP_037035261.1|BCOP	LOC108078815|XP_017028386.1|DKIK
OG0006811	LOC119073675|XP_037035176.1|BCOP	LOC108077669|XP_017026578.1|DKIK
OG0006812	LOC119073260|XP_037034528.1|BCOP	LOC108071957|XP_017018415.1|DKIK
OG0006813	LOC119066162|XP_037024356.1|BCOP	LOC108074085|XP_017021454.1|DKIK
OG0006814	LOC119076437|XP_037039087.1|BCOP	LOC108073975|XP_017021307.1|DKIK
OG0006815	LOC119080475|XP_037044750.1|BCOP	LOC108079792|XP_017029752.1|DKIK
OG0006816	LOC119080395|XP_037044609.1|BCOP	LOC108079825|XP_017029807.1|DKIK
OG0006817	LOC119066069|XP_037024195.1|BCOP	LOC108075036|XP_017022793.1|DKIK
OG0006818	LOC119066072|XP_037024211.1|BCOP	LOC108073451|XP_017020573.1|DKIK
OG0006820	LOC119079359|XP_037043101.1|BCOP	LOC108083244|XP_017034439.1|DKIK
OG0006821	LOC119067434|XP_037026301.1|BCOP	LOC108082049|XP_017032815.1|DKIK
OG0006822	LOC119079810|XP_037043772.1|BCOP	LOC108076814|XP_017025334.1|DKIK
OG0006823	LOC119080049|XP_037044150.1|BCOP	LOC108079813|XP_017029785.1|DKIK
OG0006824	LOC119080108|XP_037044234.1|BCOP	LOC108085982|XP_017038272.1|DKIK
OG0006825	LOC119079631|XP_037043526.1|BCOP	LOC108075106|XP_017022877.1|DKIK
OG0006826	LOC119079602|XP_037043492.1|BCOP	LOC108079723|XP_017029622.1|DKIK
OG0006828	LOC119085085|XP_037051223.1|BCOP	LOC108077053|XP_017025697.1|DKIK
OG0006829	LOC119078716|XP_037042283.1|BCOP	LOC108084421|XP_017036116.1|DKIK
OG0006830	LOC119080248|XP_037044394.1|BCOP	LOC108079867|XP_017029868.1|DKIK
OG0006831	LOC119073811|XP_037035479.1|BCOP	LOC108078770|XP_017028301.1|DKIK
OG0006832	LOC119073957|XP_037035741.1|BCOP	LOC108077563|XP_017026443.1|DKIK
OG0006833	LOC119073961|XP_037035758.1|BCOP	LOC108078837|XP_017028417.1|DKIK
OG0006835	LOC119079310|XP_037043000.1|BCOP	LOC108070574|XP_017016617.1|DKIK
OG0006837	LOC119073471|XP_037034871.1|BCOP	LOC108079858|XP_017029859.1|DKIK
OG0006838	LOC119073623|XP_037035104.1|BCOP	LOC108078927|XP_017028563.1|DKIK
OG0006839	LOC119073505|XP_037034915.1|BCOP	LOC108079887|XP_017029899.1|DKIK
OG0006840	LOC119079938|XP_037043941.1|BCOP	LOC108082773|XP_017033795.1|DKIK
OG0006841	LOC119080431|XP_037044683.1|BCOP	LOC108078577|XP_017027985.1|DKIK
OG0006842	LOC119076665|XP_037039457.1|BCOP	LOC108079827|XP_017029813.1|DKIK
OG0006843	LOC119083495|XP_037049114.1|BCOP	LOC108079406|XP_017029221.1|DKIK
OG0006844	LOC119083483|XP_037049108.1|BCOP	LOC108084952|XP_017036841.1|DKIK
OG0006845	LOC119081214|XP_037045829.1|BCOP	LOC108078922|XP_017028557.1|DKIK
OG0006846	LOC119081209|XP_037045822.1|BCOP	LOC108079027|XP_017028696.1|DKIK
OG0006847	LOC119081871|XP_037047003.1|BCOP	LOC108079110|XP_017028836.1|DKIK
OG0006848	LOC119075813|XP_037038279.1|BCOP	LOC108074673|XP_017022280.1|DKIK
OG0006849	LOC119075963|XP_037038440.1|BCOP	LOC108077538|XP_017026417.1|DKIK
OG0006850	LOC119080760|XP_037045216.1|BCOP	LOC108077547|XP_017026428.1|DKIK
OG0006851	LOC119081385|XP_037046170.1|BCOP	LOC108077550|XP_017026431.1|DKIK
OG0006852	LOC119073848|XP_037035585.1|BCOP	LOC108074462|XP_017022011.1|DKIK
OG0006853	LOC119080477|XP_037044752.1|BCOP	LOC108072671|XP_017019396.1|DKIK
OG0006854	LOC119073937|XP_037035707.1|BCOP	LOC108077953|XP_017026982.1|DKIK
OG0006855	LOC119080681|XP_037045009.1|BCOP	LOC108070443|XP_017016410.1|DKIK
OG0006856	LOC119073393|XP_037034715.1|BCOP	LOC108081108|XP_017031592.1|DKIK
OG0006857	LOC119082334|XP_037047738.1|BCOP	LOC108070628|XP_017016685.1|DKIK
OG0006858	LOC119075553|XP_037037918.1|BCOP	LOC108070591|XP_017016639.1|DKIK
OG0006859	LOC119079974|XP_037044006.1|BCOP	LOC108076695|XP_017025138.1|DKIK
OG0006860	LOC119082966|XP_037048505.1|BCOP, LOC119082190|XP_037047509.1|BCOP	LOC108078547|XP_017027951.1|DKIK
OG0006861	LOC119073523|XP_037034953.1|BCOP	LOC108078290|XP_017027549.1|DKIK
OG0006862	LOC119080722|XP_037045103.1|BCOP	LOC108078915|XP_017028539.1|DKIK
OG0006863	LOC119067887|XP_037027064.1|BCOP	LOC108083602|XP_017034960.1|DKIK
OG0006864	LOC119066054|XP_037024174.1|BCOP	LOC108081788|XP_017032494.1|DKIK
OG0006865	LOC119067733|XP_037026740.1|BCOP	LOC108075396|XP_017023306.1|DKIK
OG0006866	LOC119079526|XP_037043402.1|BCOP, LOC119073062|XP_037034261.1|BCOP	LOC108078184|XP_017027339.1|DKIK
OG0006867	LOC119079478|XP_037043310.1|BCOP	LOC108072900|XP_017019712.1|DKIK
OG0006868	LOC119079455|XP_037043267.1|BCOP	LOC108072993|XP_017019929.1|DKIK
OG0006869	LOC119077831|XP_037041044.1|BCOP	LOC108081013|XP_017031438.1|DKIK
OG0006871	LOC119079945|XP_037043949.1|BCOP	LOC108078109|XP_017027202.1|DKIK
OG0006872	LOC119073898|XP_037035682.1|BCOP	LOC108078407|XP_017027753.1|DKIK
OG0006873	LOC119073866|XP_037035629.1|BCOP	LOC108082606|XP_017033574.1|DKIK
OG0006874	LOC119078512|XP_037041968.1|BCOP	LOC108081519|XP_017032226.1|DKIK
OG0006876	LOC119066525|XP_037024941.1|BCOP	LOC108072119|XP_017018633.1|DKIK
OG0006877	LOC119066526|XP_037024945.1|BCOP	LOC108078923|XP_017028561.1|DKIK
OG0006878	LOC119076252|XP_037038814.1|BCOP	LOC108075859|XP_017023940.1|DKIK
OG0006879	LOC119076276|XP_037038837.1|BCOP	LOC108076429|XP_017024772.1|DKIK
OG0006880	LOC119081755|XP_037046833.1|BCOP	LOC108072584|XP_017019281.1|DKIK
OG0006881	LOC119070813|XP_037031188.1|BCOP	LOC108077448|XP_017026255.1|DKIK
OG0006882	LOC119082031|XP_037047249.1|BCOP	LOC108078522|XP_017027920.1|DKIK
OG0006884	LOC119085271|XP_037051518.1|BCOP	LOC108075918|XP_017024041.1|DKIK
OG0006885	LOC119078824|XP_037042426.1|BCOP	LOC108077041|XP_017025660.1|DKIK
OG0006886	LOC119083913|XP_037049623.1|BCOP	LOC108071289|XP_017017471.1|DKIK
OG0006887	LOC119081677|XP_037046658.1|BCOP, LOC119076383|XP_037038997.1|BCOP	LOC108079203|XP_017028956.1|DKIK
OG0006888	LOC119085152|XP_037051338.1|BCOP	LOC108077158|XP_017025880.1|DKIK
OG0006889	LOC119078528|XP_037041989.1|BCOP	LOC108083443|XP_017034697.1|DKIK
OG0006890	LOC119071059|XP_037031578.1|BCOP	LOC108080195|XP_017030340.1|DKIK
OG0006891	LOC119083267|XP_037048842.1|BCOP	LOC108076357|XP_017024647.1|DKIK
OG0006892	LOC119068012|XP_037027266.1|BCOP	LOC108079215|XP_017028983.1|DKIK
OG0006893	LOC119066328|XP_037024623.1|BCOP	LOC108083974|XP_017035476.1|DKIK
OG0006894	LOC119066339|XP_037024640.1|BCOP	LOC108083965|XP_017035464.1|DKIK
OG0006895	LOC119081002|XP_037045571.1|BCOP	LOC108080318|XP_017030498.1|DKIK
OG0006896	LOC119085145|XP_037051318.1|BCOP	LOC108075795|XP_017023853.1|DKIK
OG0006897	LOC119070891|XP_037031309.1|BCOP	LOC108077147|XP_017025857.1|DKIK
OG0006898	LOC119066462|XP_037024863.1|BCOP	LOC108082875|XP_017033944.1|DKIK
OG0006899	LOC119070832|XP_037031233.1|BCOP	LOC108074499|XP_017022062.1|DKIK
OG0006900	LOC119077018|XP_037040026.1|BCOP	LOC108079268|XP_017029048.1|DKIK
OG0006901	LOC119079371|XP_037043136.1|BCOP	LOC108086163|XP_017038513.1|DKIK
OG0006902	LOC119081357|XP_037046102.1|BCOP	LOC108080025|XP_017030088.1|DKIK
OG0006903	LOC119068286|XP_037027717.1|BCOP	LOC108074373|XP_017021886.1|DKIK
OG0006904	LOC119078771|XP_037042376.1|BCOP	LOC108085265|XP_017037303.1|DKIK
OG0006905	LOC119078885|XP_037042501.1|BCOP, LOC119078886|XP_037042502.1|BCOP	LOC108077065|XP_017025719.1|DKIK
OG0006906	LOC119066821|XP_037025364.1|BCOP	LOC108079616|XP_017029480.1|DKIK
OG0006907	LOC119085887|XP_037052298.1|BCOP	LOC108081408|XP_017032057.1|DKIK
OG0006908	LOC119082289|XP_037047658.1|BCOP	LOC108085256|XP_017037292.1|DKIK
OG0006909	LOC119066441|XP_037024831.1|BCOP	LOC108077321|XP_017026098.1|DKIK
OG0006910	LOC119081919|XP_037047056.1|BCOP	LOC108074814|XP_017022499.1|DKIK
OG0006911	LOC119081052|XP_037045654.1|BCOP	LOC108080164|XP_017030296.1|DKIK
OG0006912	LOC119076978|XP_037039969.1|BCOP	LOC108072580|XP_017019274.1|DKIK
OG0006913	LOC119066647|XP_037025113.1|BCOP	LOC108072865|XP_017019671.1|DKIK
OG0006914	LOC119078448|XP_037041876.1|BCOP	LOC108070432|XP_017016390.1|DKIK
OG0006915	LOC119066645|XP_037025108.1|BCOP	LOC108082193|XP_017033003.1|DKIK
OG0006916	LOC119070679|XP_037031015.1|BCOP	LOC108086263|XP_017038641.1|DKIK
OG0006917	LOC119082557|XP_037047972.1|BCOP	LOC108075860|XP_017023941.1|DKIK
OG0006918	LOC119077153|XP_037040237.1|BCOP	LOC108075797|XP_017023856.1|DKIK, LOC108085691|XP_017037892.1|DKIK
OG0006919	LOC119072823|XP_037034020.1|BCOP	LOC108077142|XP_017025845.1|DKIK
OG0006920	LOC119084576|XP_037050526.1|BCOP	LOC108081965|XP_017032689.1|DKIK
OG0006921	LOC119082106|XP_037047369.1|BCOP	LOC108086089|XP_017038396.1|DKIK
OG0006922	LOC119084793|XP_037050753.1|BCOP	LOC108079985|XP_017030040.1|DKIK
OG0006923	LOC119082118|XP_037047393.1|BCOP	LOC108074352|XP_017021866.1|DKIK
OG0006924	LOC119082748|XP_037048225.1|BCOP	LOC108070627|XP_017016684.1|DKIK
OG0006925	LOC119082746|XP_037048224.1|BCOP	LOC108075704|XP_017023720.1|DKIK
OG0006926	LOC119072877|XP_037034080.1|BCOP	LOC108077421|XP_017026212.1|DKIK
OG0006927	LOC119071868|XP_037032824.1|BCOP	LOC108077450|XP_017026258.1|DKIK
OG0006928	LOC119085426|XP_037051735.1|BCOP	LOC108077363|XP_017026147.1|DKIK
OG0006929	LOC119075603|XP_037037967.1|BCOP	LOC108084043|XP_017035588.1|DKIK, LOC108084748|XP_017036548.1|DKIK
OG0006930	LOC119075613|XP_037037985.1|BCOP	LOC108077274|XP_017026033.1|DKIK
OG0006931	LOC119085937|XP_037052385.1|BCOP	LOC108082166|XP_017032961.1|DKIK
OG0006932	LOC119072886|XP_037034104.1|BCOP	LOC108077109|XP_017025790.1|DKIK
OG0006933	LOC119072890|XP_037034108.1|BCOP	LOC108077271|XP_017026027.1|DKIK
OG0006934	LOC119072819|XP_037034015.1|BCOP	LOC108081492|XP_017032191.1|DKIK
OG0006935	LOC119075625|XP_037037998.1|BCOP	LOC108075862|XP_017023945.1|DKIK
OG0006936	LOC119078596|XP_037042079.1|BCOP	LOC108082700|XP_017033697.1|DKIK
OG0006937	LOC119076233|XP_037038787.1|BCOP	LOC108077237|XP_017025984.1|DKIK
OG0006938	LOC119076234|XP_037038788.1|BCOP	LOC108082029|XP_017032788.1|DKIK
OG0006939	LOC119081841|XP_037046977.1|BCOP	LOC108076106|XP_017024319.1|DKIK
OG0006940	LOC119084688|XP_037050664.1|BCOP	LOC108072857|XP_017019662.1|DKIK
OG0006941	LOC119085373|XP_037051650.1|BCOP	LOC108082041|XP_017032804.1|DKIK
OG0006942	LOC119079999|XP_037044061.1|BCOP	LOC108074465|XP_017022020.1|DKIK
OG0006943	LOC119076924|XP_037039843.1|BCOP	LOC108077114|XP_017025796.1|DKIK
OG0006944	LOC119083009|XP_037048543.1|BCOP	LOC108072546|XP_017019207.1|DKIK
OG0006945	LOC119074229|XP_037036143.1|BCOP	LOC108070532|XP_017016546.1|DKIK
OG0006946	LOC119067297|XP_037026092.1|BCOP	LOC108084588|XP_017036350.1|DKIK
OG0006947	LOC119074773|XP_037036975.1|BCOP	LOC108085249|XP_017037285.1|DKIK
OG0006948	LOC119075676|XP_037038089.1|BCOP	LOC108072592|XP_017019293.1|DKIK
OG0006949	LOC119070906|XP_037031327.1|BCOP	LOC108077426|XP_017026219.1|DKIK
OG0006950	LOC119073592|XP_037035060.1|BCOP	LOC108081473|XP_017032159.1|DKIK
OG0006952	LOC119068424|XP_037027888.1|BCOP	LOC108085729|XP_017037946.1|DKIK
OG0006953	LOC119078706|XP_037042269.1|BCOP	LOC108070602|XP_017016662.1|DKIK
OG0006954	LOC119066724|XP_037025239.1|BCOP	LOC108077258|XP_017026014.1|DKIK
OG0006955	LOC119069593|XP_037029578.1|BCOP	LOC108073038|XP_017019992.1|DKIK
OG0006956	LOC119078413|XP_037041810.1|BCOP	LOC108085349|XP_017037403.1|DKIK
OG0006957	LOC119078647|XP_037042137.1|BCOP	LOC108085288|XP_017037334.1|DKIK
OG0006958	LOC119072006|XP_037033019.1|BCOP	LOC108072097|XP_017018599.1|DKIK
OG0006959	LOC119079533|XP_037043413.1|BCOP	LOC108078557|XP_017027968.1|DKIK
OG0006960	LOC119075357|XP_037037684.1|BCOP	LOC108074801|XP_017022475.1|DKIK
OG0006961	LOC119078520|XP_037041978.1|BCOP	LOC108085336|XP_017037381.1|DKIK
OG0006962	LOC119078599|XP_037042083.1|BCOP	LOC108075909|XP_017024021.1|DKIK
OG0006963	LOC119075657|XP_037038061.1|BCOP	LOC108082030|XP_017032789.1|DKIK
OG0006964	LOC119075641|XP_037038018.1|BCOP	LOC108081983|XP_017032710.1|DKIK
OG0006965	LOC119085920|XP_037052369.1|BCOP	LOC108082811|XP_017033859.1|DKIK
OG0006966	LOC119070953|XP_037031403.1|BCOP	LOC108073651|XP_017020866.1|DKIK
OG0006967	LOC119081566|XP_037046493.1|BCOP	LOC108076733|XP_017025200.1|DKIK
OG0006968	LOC119075560|XP_037037926.1|BCOP	LOC108073086|XP_017020042.1|DKIK
OG0006969	LOC119073662|XP_037035161.1|BCOP	LOC108073517|XP_017020681.1|DKIK
OG0006970	LOC119081657|XP_037046634.1|BCOP	LOC108083681|XP_017035047.1|DKIK
OG0006971	LOC119077110|XP_037040173.1|BCOP	LOC108074438|XP_017021966.1|DKIK
OG0006972	LOC119070921|XP_037031355.1|BCOP	LOC108077089|XP_017025749.1|DKIK
OG0006973	LOC119072062|XP_037033092.1|BCOP	LOC108074261|XP_017021721.1|DKIK
OG0006974	LOC119082243|XP_037047602.1|BCOP	LOC108082774|XP_017033797.1|DKIK
OG0006975	LOC119078756|XP_037042356.1|BCOP	LOC108086218|XP_017038573.1|DKIK
OG0006976	LOC119071577|XP_037032414.1|BCOP	LOC108074455|XP_017022002.1|DKIK
OG0006977	LOC119083766|XP_037049444.1|BCOP	LOC108082563|XP_017033502.1|DKIK
OG0006978	LOC119079161|XP_037042873.1|BCOP	LOC108085366|XP_017037427.1|DKIK
OG0006979	LOC119075330|XP_037037651.1|BCOP	LOC108086175|XP_017038526.1|DKIK
OG0006980	LOC119081962|XP_037047161.1|BCOP	LOC108082247|XP_017033076.1|DKIK
OG0006981	LOC119081952|XP_037047140.1|BCOP	LOC108075853|XP_017023930.1|DKIK
OG0006982	LOC119066086|XP_037024249.1|BCOP	LOC108073645|XP_017020852.1|DKIK
OG0006983	LOC119085899|XP_037052337.1|BCOP	LOC108079544|XP_017029370.1|DKIK
OG0006984	LOC119085814|XP_037052193.1|BCOP	LOC108072565|XP_017019241.1|DKIK
OG0006985	LOC119072678|XP_037033847.1|BCOP	LOC108079548|XP_017029375.1|DKIK
OG0006986	LOC119072681|XP_037033851.1|BCOP	LOC108077223|XP_017025970.1|DKIK
OG0006988	LOC119071147|XP_037031770.1|BCOP	LOC108083934|XP_017035428.1|DKIK
OG0006989	LOC119076544|XP_037039234.1|BCOP	LOC108077156|XP_017025877.1|DKIK
OG0006990	LOC119072679|XP_037033848.1|BCOP	LOC108081445|XP_017032123.1|DKIK
OG0006991	LOC119083999|XP_037049706.1|BCOP	LOC108077691|XP_017026617.1|DKIK
OG0006992	LOC119085825|XP_037052217.1|BCOP	LOC108086237|XP_017038595.1|DKIK
OG0006993	LOC119081946|XP_037047107.1|BCOP	LOC108077023|XP_017025621.1|DKIK
OG0006994	LOC119080662|XP_037044982.1|BCOP	LOC108077149|XP_017025865.1|DKIK
OG0006995	LOC119085427|XP_037051737.1|BCOP	LOC108079978|XP_017030031.1|DKIK
OG0006996	LOC119080112|XP_037044238.1|BCOP	LOC108079980|XP_017030033.1|DKIK
OG0006997	LOC119083792|XP_037049493.1|BCOP	LOC108078031|XP_017027080.1|DKIK
OG0006998	LOC119078533|XP_037041995.1|BCOP	LOC108073325|XP_017020375.1|DKIK
OG0006999	LOC119081140|XP_037045780.1|BCOP	LOC108072486|XP_017019140.1|DKIK
OG0007000	LOC119077635|XP_037040751.1|BCOP	LOC108086148|XP_017038499.1|DKIK
OG0007001	LOC119081481|XP_037046376.1|BCOP	LOC108082356|XP_017033185.1|DKIK
OG0007002	LOC119078738|XP_037042318.1|BCOP	LOC108082786|XP_017033815.1|DKIK
OG0007004	LOC119075317|XP_037037632.1|BCOP	LOC108074571|XP_017022161.1|DKIK
OG0007005	LOC119075356|XP_037037683.1|BCOP	LOC108085368|XP_017037431.1|DKIK
