Orthogroup	BCOP.longest_only	DSIM.longest_only
OG0006839	LOC119073505|XP_037034915.1|BCOP	LOC6736754|XP_002083610.1|DSIM
OG0006840	LOC119079938|XP_037043941.1|BCOP	LOC6731223|XP_016023765.1|DSIM
OG0006841	LOC119080431|XP_037044683.1|BCOP	LOC6736780|XP_002083636.2|DSIM
OG0006842	LOC119076665|XP_037039457.1|BCOP	LOC27209329|XP_039149190.1|DSIM
OG0006843	LOC119083495|XP_037049114.1|BCOP	LOC6724896|XP_016037730.1|DSIM
OG0006844	LOC119083483|XP_037049108.1|BCOP	LOC6728654|XP_002103994.1|DSIM
OG0006845	LOC119081214|XP_037045829.1|BCOP	LOC6738413|XP_016032263.1|DSIM
OG0006846	LOC119081209|XP_037045822.1|BCOP	LOC6737045|XP_016030674.1|DSIM
OG0006847	LOC119081871|XP_037047003.1|BCOP	LOC27206284|XP_016030676.1|DSIM
OG0006848	LOC119075813|XP_037038279.1|BCOP	LOC6735556|XP_016028896.1|DSIM
OG0006849	LOC119075963|XP_037038440.1|BCOP	LOC6737311|XP_002084149.1|DSIM
OG0006850	LOC119080760|XP_037045216.1|BCOP	LOC6737312|XP_039149754.1|DSIM
OG0006851	LOC119081385|XP_037046170.1|BCOP	LOC6737317|XP_016031034.1|DSIM
OG0006852	LOC119073848|XP_037035585.1|BCOP	LOC6733871|XP_016026897.1|DSIM
OG0006853	LOC119080477|XP_037044752.1|BCOP	LOC6737249|XP_039149689.1|DSIM
OG0006854	LOC119073937|XP_037035707.1|BCOP	LOC6733791|XP_016026751.1|DSIM
OG0006855	LOC119080681|XP_037045009.1|BCOP	LOC6737842|XP_002084670.1|DSIM
OG0006856	LOC119073393|XP_037034715.1|BCOP	LOC6735113|XP_039147424.1|DSIM
OG0006857	LOC119082334|XP_037047738.1|BCOP	LOC6739275|XP_016026058.1|DSIM
OG0006858	LOC119075553|XP_037037918.1|BCOP	LOC6737189|XP_002084035.2|DSIM
OG0006859	LOC119079974|XP_037044006.1|BCOP	LOC6739308|XP_039148098.1|DSIM
OG0006860	LOC119082966|XP_037048505.1|BCOP, LOC119082190|XP_037047509.1|BCOP	LOC6733897|XP_016026939.1|DSIM
OG0006861	LOC119073523|XP_037034953.1|BCOP	LOC6734214|XP_016027255.1|DSIM
OG0006862	LOC119080722|XP_037045103.1|BCOP	LOC6737369|XP_016031107.1|DSIM
OG0006863	LOC119067887|XP_037027064.1|BCOP	LOC27206339|XP_016039914.1|DSIM
OG0006864	LOC119066054|XP_037024174.1|BCOP	LOC6734233|XP_002081262.1|DSIM
OG0006865	LOC119067733|XP_037026740.1|BCOP	LOC6727697|XP_039150721.1|DSIM
OG0006866	LOC119079526|XP_037043402.1|BCOP, LOC119073062|XP_037034261.1|BCOP	LOC6735727|XP_002082640.1|DSIM
OG0006867	LOC119079478|XP_037043310.1|BCOP	LOC6735004|XP_039148117.1|DSIM
OG0006868	LOC119079455|XP_037043267.1|BCOP	LOC6735005|XP_016028281.1|DSIM
OG0006869	LOC119077831|XP_037041044.1|BCOP	LOC6740609|XP_016027314.1|DSIM
OG0006871	LOC119079945|XP_037043949.1|BCOP	LOC6733496|XP_002080553.1|DSIM
OG0006872	LOC119073898|XP_037035682.1|BCOP	LOC6733414|XP_002080471.1|DSIM
OG0006873	LOC119073866|XP_037035629.1|BCOP	LOC6735521|XP_016028861.1|DSIM
OG0006874	LOC119078512|XP_037041968.1|BCOP	LOC6739590|XP_039148983.1|DSIM
OG0006876	LOC119066525|XP_037024941.1|BCOP	LOC6736015|XP_016029401.1|DSIM
OG0006877	LOC119066526|XP_037024945.1|BCOP	LOC27207647|XP_016022949.1|DSIM
OG0006878	LOC119076252|XP_037038814.1|BCOP	LOC6731145|XP_016023699.1|DSIM
OG0006879	LOC119076276|XP_037038837.1|BCOP	LOC6734818|XP_016028049.1|DSIM
OG0006880	LOC119081755|XP_037046833.1|BCOP	LOC6732497|XP_002079617.1|DSIM
OG0006881	LOC119070813|XP_037031188.1|BCOP	LOC6739238|XP_016024988.1|DSIM
OG0006882	LOC119082031|XP_037047249.1|BCOP	LOC27206621|XP_016026943.1|DSIM
OG0006884	LOC119085271|XP_037051518.1|BCOP	LOC6739188|XP_002076091.1|DSIM
OG0006885	LOC119078824|XP_037042426.1|BCOP	LOC6731852|XP_016024533.1|DSIM
OG0006886	LOC119083913|XP_037049623.1|BCOP	LOC6729211|XP_016035865.1|DSIM
OG0006887	LOC119081677|XP_037046658.1|BCOP, LOC119076383|XP_037038997.1|BCOP	LOC27206583|XP_016037742.1|DSIM
OG0006888	LOC119085152|XP_037051338.1|BCOP	LOC6731815|XP_016024504.1|DSIM
OG0006889	LOC119078528|XP_037041989.1|BCOP	LOC6733121|XP_002080198.1|DSIM
OG0006890	LOC119071059|XP_037031578.1|BCOP	LOC6731011|XP_016023496.1|DSIM
OG0006891	LOC119083267|XP_037048842.1|BCOP	LOC6732037|XP_002079169.1|DSIM
OG0006892	LOC119068012|XP_037027266.1|BCOP	LOC6739191|XP_016022970.1|DSIM
OG0006893	LOC119066328|XP_037024623.1|BCOP	LOC6730421|XP_002077602.1|DSIM
OG0006894	LOC119066339|XP_037024640.1|BCOP	LOC6730422|XP_016022890.1|DSIM
OG0006895	LOC119081002|XP_037045571.1|BCOP	LOC6725252|XP_039153456.1|DSIM
OG0006896	LOC119085145|XP_037051318.1|BCOP	LOC6732460|XP_016025101.1|DSIM
OG0006897	LOC119070891|XP_037031309.1|BCOP	LOC6731636|XP_016024316.1|DSIM
OG0006898	LOC119066462|XP_037024863.1|BCOP	LOC6732704|XP_002079818.1|DSIM
OG0006899	LOC119070832|XP_037031233.1|BCOP	LOC6730662|XP_002077832.1|DSIM
OG0006900	LOC119077018|XP_037040026.1|BCOP	LOC6725693|XP_002106696.1|DSIM
OG0006901	LOC119079371|XP_037043136.1|BCOP	LOC6730441|XP_002077622.1|DSIM
OG0006902	LOC119081357|XP_037046102.1|BCOP	LOC6724993|XP_002106028.2|DSIM
OG0006903	LOC119068286|XP_037027717.1|BCOP	LOC6730064|XP_016036837.1|DSIM
OG0006904	LOC119078771|XP_037042376.1|BCOP	LOC6732251|XP_002079380.1|DSIM
OG0006905	LOC119078885|XP_037042501.1|BCOP, LOC119078886|XP_037042502.1|BCOP	LOC6732613|XP_002079732.3|DSIM
OG0006906	LOC119066821|XP_037025364.1|BCOP	LOC6732730|XP_002079844.1|DSIM
OG0006907	LOC119085887|XP_037052298.1|BCOP	LOC6733038|XP_039152237.1|DSIM
OG0006908	LOC119082289|XP_037047658.1|BCOP	LOC6732388|XP_002079509.1|DSIM
OG0006909	LOC119066441|XP_037024831.1|BCOP	LOC6731787|XP_002078922.1|DSIM
OG0006910	LOC119081919|XP_037047056.1|BCOP	LOC6731513|XP_016024187.1|DSIM
OG0006911	LOC119081052|XP_037045654.1|BCOP	LOC6728580|XP_016040108.1|DSIM
OG0006912	LOC119076978|XP_037039969.1|BCOP	LOC6732830|XP_016025555.1|DSIM
OG0006913	LOC119066647|XP_037025113.1|BCOP	LOC6731342|XP_002078498.1|DSIM
OG0006914	LOC119078448|XP_037041876.1|BCOP	LOC6737964|XP_002084780.1|DSIM
OG0006915	LOC119066645|XP_037025108.1|BCOP	LOC6730846|XP_016023264.1|DSIM
OG0006916	LOC119070679|XP_037031015.1|BCOP	LOC6732221|XP_016024898.1|DSIM
OG0006917	LOC119082557|XP_037047972.1|BCOP	LOC6732453|XP_016025093.1|DSIM
OG0006918	LOC119077153|XP_037040237.1|BCOP	LOC6732450|XP_002079571.1|DSIM
OG0006919	LOC119072823|XP_037034020.1|BCOP	LOC6740538|XP_016024327.1|DSIM
OG0006920	LOC119084576|XP_037050526.1|BCOP	LOC6731955|XP_016024615.1|DSIM
OG0006921	LOC119082106|XP_037047369.1|BCOP	LOC6730894|XP_016023316.1|DSIM
OG0006922	LOC119084793|XP_037050753.1|BCOP	LOC6732202|XP_002079331.1|DSIM
OG0006923	LOC119082118|XP_037047393.1|BCOP	LOC6730920|XP_002078084.1|DSIM
OG0006924	LOC119082748|XP_037048225.1|BCOP	LOC6739586|XP_002076482.1|DSIM
OG0006925	LOC119082746|XP_037048224.1|BCOP	LOC6730052|XP_016036822.1|DSIM
OG0006926	LOC119072877|XP_037034080.1|BCOP	LOC6730715|XP_039147210.1|DSIM
OG0006927	LOC119071868|XP_037032824.1|BCOP	LOC6730712|XP_002077882.2|DSIM
OG0006928	LOC119085426|XP_037051735.1|BCOP	LOC27208846|XP_016023145.1|DSIM
OG0006929	LOC119075603|XP_037037967.1|BCOP	LOC6730400|XP_039147122.1|DSIM
OG0006930	LOC119075613|XP_037037985.1|BCOP	LOC6730996|XP_002078157.2|DSIM
OG0006931	LOC119085937|XP_037052385.1|BCOP	LOC6732059|XP_002079191.1|DSIM
OG0006932	LOC119072886|XP_037034104.1|BCOP	LOC6731797|XP_002078932.2|DSIM
OG0006933	LOC119072890|XP_037034108.1|BCOP	LOC6731792|XP_002078927.1|DSIM
OG0006934	LOC119072819|XP_037034015.1|BCOP	LOC6728582|XP_016035212.2|DSIM
OG0006935	LOC119075625|XP_037037998.1|BCOP	LOC6732454|XP_016025095.1|DSIM
OG0006936	LOC119078596|XP_037042079.1|BCOP	LOC6731235|XP_039147290.1|DSIM
OG0006937	LOC119076233|XP_037038787.1|BCOP	LOC6731767|XP_016024452.1|DSIM
OG0006938	LOC119076234|XP_037038788.1|BCOP	LOC6731696|XP_002078832.1|DSIM
OG0006939	LOC119081841|XP_037046977.1|BCOP	LOC6725175|XP_016038192.1|DSIM
OG0006940	LOC119084688|XP_037050664.1|BCOP	LOC6731353|XP_016023940.1|DSIM
OG0006941	LOC119085373|XP_037051650.1|BCOP	LOC6731931|XP_039151398.1|DSIM
OG0006942	LOC119079999|XP_037044061.1|BCOP	LOC6733873|XP_016026901.1|DSIM
OG0006943	LOC119076924|XP_037039843.1|BCOP	LOC6732563|XP_016025244.1|DSIM
OG0006944	LOC119083009|XP_037048543.1|BCOP	LOC6730594|XP_016023042.1|DSIM
OG0006945	LOC119074229|XP_037036143.1|BCOP	LOC6732688|XP_016025421.1|DSIM
OG0006946	LOC119067297|XP_037026092.1|BCOP	LOC6728294|XP_016034929.1|DSIM
OG0006947	LOC119074773|XP_037036975.1|BCOP	LOC6732382|XP_002079503.1|DSIM
OG0006948	LOC119075676|XP_037038089.1|BCOP	LOC27208029|XP_016025617.1|DSIM
OG0006949	LOC119070906|XP_037031327.1|BCOP	LOC6730968|XP_002078130.2|DSIM
OG0006950	LOC119073592|XP_037035060.1|BCOP	LOC6733162|XP_016026036.1|DSIM
OG0006952	LOC119068424|XP_037027888.1|BCOP	LOC6728331|XP_039151946.1|DSIM
OG0006953	LOC119078706|XP_037042269.1|BCOP	LOC6737192|XP_002084038.1|DSIM
OG0006954	LOC119066724|XP_037025239.1|BCOP	LOC6732123|XP_002079255.2|DSIM
OG0006955	LOC119069593|XP_037029578.1|BCOP	LOC6727325|XP_002102711.2|DSIM
OG0006956	LOC119078413|XP_037041810.1|BCOP	LOC6730811|XP_002077979.2|DSIM
OG0006957	LOC119078647|XP_037042137.1|BCOP	LOC6732257|XP_002079386.1|DSIM
OG0006958	LOC119072006|XP_037033019.1|BCOP	LOC6735959|XP_002082868.1|DSIM
OG0006959	LOC119079533|XP_037043413.1|BCOP	LOC6734431|XP_002081451.2|DSIM
OG0006960	LOC119075357|XP_037037684.1|BCOP	LOC6731499|XP_002078648.1|DSIM
OG0006961	LOC119078520|XP_037041978.1|BCOP	LOC6739248|XP_039149427.1|DSIM
OG0006962	LOC119078599|XP_037042083.1|BCOP	LOC6730786|XP_016023199.1|DSIM
OG0006963	LOC119075657|XP_037038061.1|BCOP	LOC6731735|XP_039146993.1|DSIM
OG0006964	LOC119075641|XP_037038018.1|BCOP	LOC6731726|XP_016024399.1|DSIM
OG0006965	LOC119085920|XP_037052369.1|BCOP	LOC27207958|XP_016025437.1|DSIM
OG0006966	LOC119070953|XP_037031403.1|BCOP	LOC6732916|XP_002080021.1|DSIM
OG0006967	LOC119081566|XP_037046493.1|BCOP	LOC6735411|XP_002082353.2|DSIM
OG0006968	LOC119075560|XP_037037926.1|BCOP	LOC6734020|XP_016027040.1|DSIM
OG0006969	LOC119073662|XP_037035161.1|BCOP	LOC6739632|XP_016031377.1|DSIM
OG0006970	LOC119081657|XP_037046634.1|BCOP	LOC6729858|XP_002105161.1|DSIM
OG0006971	LOC119077110|XP_037040173.1|BCOP	LOC6730536|XP_016022990.1|DSIM
OG0006972	LOC119070921|XP_037031355.1|BCOP	LOC6731917|XP_016024582.1|DSIM
OG0006973	LOC119072062|XP_037033092.1|BCOP	LOC6730398|XP_016022838.1|DSIM
OG0006974	LOC119082243|XP_037047602.1|BCOP	LOC6731224|XP_002078383.1|DSIM
OG0006975	LOC119078756|XP_037042356.1|BCOP	LOC27207291|XP_016023548.1|DSIM
OG0006976	LOC119071577|XP_037032414.1|BCOP	LOC6731114|XP_016023649.1|DSIM
OG0006977	LOC119083766|XP_037049444.1|BCOP	LOC6739471|XP_016028470.2|DSIM
OG0006978	LOC119079161|XP_037042873.1|BCOP	LOC6732615|XP_016025323.1|DSIM
OG0006979	LOC119075330|XP_037037651.1|BCOP	LOC6730463|XP_002077644.1|DSIM
OG0006980	LOC119081962|XP_037047161.1|BCOP	LOC6731174|XP_002078332.1|DSIM
OG0006981	LOC119081952|XP_037047140.1|BCOP	LOC6732164|XP_016024847.2|DSIM
OG0006982	LOC119066086|XP_037024249.1|BCOP	LOC6733061|XP_016025746.1|DSIM
OG0006983	LOC119085899|XP_037052337.1|BCOP	LOC6730401|XP_002077582.2|DSIM
OG0006984	LOC119085814|XP_037052193.1|BCOP	LOC6732538|XP_016025189.1|DSIM
OG0006985	LOC119072678|XP_037033847.1|BCOP	LOC6731451|XP_002078602.1|DSIM
OG0006986	LOC119072681|XP_037033851.1|BCOP	LOC6730998|XP_002078159.1|DSIM
OG0006988	LOC119071147|XP_037031770.1|BCOP	LOC6732685|XP_016025420.1|DSIM
OG0006989	LOC119076544|XP_037039234.1|BCOP	LOC6732116|XP_002079248.1|DSIM
OG0006990	LOC119072679|XP_037033848.1|BCOP	LOC6733026|XP_016025716.1|DSIM
OG0006991	LOC119083999|XP_037049706.1|BCOP	LOC6730378|XP_016037152.1|DSIM
OG0006992	LOC119085825|XP_037052217.1|BCOP	LOC6740649|XP_039154005.1|DSIM
OG0006993	LOC119081946|XP_037047107.1|BCOP	LOC6732602|XP_039153919.1|DSIM
OG0006994	LOC119080662|XP_037044982.1|BCOP	LOC6731437|XP_016024069.1|DSIM
OG0006995	LOC119085427|XP_037051737.1|BCOP	LOC6732197|XP_002079326.2|DSIM
OG0006996	LOC119080112|XP_037044238.1|BCOP	LOC27206556|XP_016024877.1|DSIM
OG0006997	LOC119083792|XP_037049493.1|BCOP	LOC6733636|XP_002080690.1|DSIM
OG0006998	LOC119078533|XP_037041995.1|BCOP	LOC6729525|XP_002104833.1|DSIM
OG0006999	LOC119081140|XP_037045780.1|BCOP	LOC6730603|XP_002077782.1|DSIM
OG0007000	LOC119077635|XP_037040751.1|BCOP	LOC6730451|XP_002077632.1|DSIM
OG0007001	LOC119081481|XP_037046376.1|BCOP	LOC6734139|XP_016027149.1|DSIM
OG0007002	LOC119078738|XP_037042318.1|BCOP	LOC6732804|XP_016025518.1|DSIM
OG0007004	LOC119075317|XP_037037632.1|BCOP	LOC6730699|XP_016023133.1|DSIM
OG0007005	LOC119075356|XP_037037683.1|BCOP	LOC6732631|XP_016025331.1|DSIM
OG0007006	LOC119078935|XP_037042574.1|BCOP	LOC6731154|XP_002078312.2|DSIM
OG0007007	LOC119082607|XP_037048065.1|BCOP	LOC6731812|XP_002078947.1|DSIM
OG0007008	LOC119071748|XP_037032677.1|BCOP	LOC6730958|XP_016023417.1|DSIM
OG0007009	LOC119070865|XP_037031270.1|BCOP	LOC6731796|XP_002078931.1|DSIM
OG0007010	LOC119066644|XP_037025106.1|BCOP	LOC6732677|XP_016025397.1|DSIM
OG0007011	LOC119067119|XP_037025790.1|BCOP	LOC6728110|XP_016034728.1|DSIM
OG0007012	LOC119072860|XP_037034062.1|BCOP	LOC27209081|XP_016023508.1|DSIM
OG0007013	LOC119085930|XP_037052377.1|BCOP	LOC6731124|XP_016023672.1|DSIM
OG0007014	LOC119085935|XP_037052383.1|BCOP	LOC6731123|XP_016023665.1|DSIM
OG0007015	LOC119078437|XP_037041852.1|BCOP	LOC6730801|XP_039150916.1|DSIM
OG0007016	LOC119084659|XP_037050621.1|BCOP	LOC6731314|XP_016023885.1|DSIM
OG0007017	LOC119066308|XP_037024588.1|BCOP	LOC6730793|XP_016023207.1|DSIM
OG0007018	LOC119066310|XP_037024591.1|BCOP	LOC6732165|XP_016024853.1|DSIM
OG0007019	LOC119072573|XP_037033714.1|BCOP	LOC6739552|XP_016025899.1|DSIM
OG0007020	LOC119085236|XP_037051444.1|BCOP	LOC6733095|XP_002080172.2|DSIM
OG0007021	LOC119070899|XP_037031321.1|BCOP	LOC27207783|XP_039151865.1|DSIM
OG0007022	LOC119078773|XP_037042378.1|BCOP	LOC6730919|XP_002078083.1|DSIM
OG0007023	LOC119070852|XP_037031259.1|BCOP	LOC27206510|XP_016024450.1|DSIM
OG0007024	LOC119070829|XP_037031226.1|BCOP	LOC6727608|XP_016034199.1|DSIM
OG0007025	LOC119066243|XP_037024459.1|BCOP	LOC6725168|XP_002106194.2|DSIM
OG0007026	LOC119066248|XP_037024467.1|BCOP	LOC6730460|XP_016022917.1|DSIM
OG0007027	LOC119086045|XP_037052513.1|BCOP	LOC6730810|XP_002077978.1|DSIM
OG0007028	LOC119066414|XP_037024781.1|BCOP	LOC6730443|XP_016022906.1|DSIM
OG0007030	LOC119069493|XP_037029458.1|BCOP	LOC6725498|XP_016038623.1|DSIM
OG0007031	LOC119071585|XP_037032426.1|BCOP	LOC27209260|XP_016033114.1|DSIM
OG0007032	LOC119079281|XP_037042962.1|BCOP	LOC6739071|XP_002085865.1|DSIM
OG0007033	LOC119070853|XP_037031261.1|BCOP	LOC6732321|XP_002079449.2|DSIM
OG0007034	LOC119067253|XP_037026024.1|BCOP	LOC27206525|XP_016023175.1|DSIM
OG0007035	LOC119074138|XP_037036020.1|BCOP	LOC6725878|XP_002106874.1|DSIM
OG0007036	LOC119073875|XP_037035647.1|BCOP, LOC119073216|XP_037034421.1|BCOP	LOC6738816|XP_016032629.1|DSIM
OG0007037	LOC119070490|XP_037030741.1|BCOP	LOC6729124|XP_002104445.1|DSIM
OG0007038	LOC119079632|XP_037043532.1|BCOP	LOC6735779|XP_039147491.1|DSIM
OG0007039	LOC119072831|XP_037034034.1|BCOP	LOC6733845|XP_002080889.2|DSIM
OG0007040	LOC119082119|XP_037047399.1|BCOP	LOC6732089|XP_002079221.1|DSIM
OG0007041	LOC119075649|XP_037038031.1|BCOP	LOC6733087|XP_039147008.1|DSIM
OG0007042	LOC119085398|XP_037051695.1|BCOP	LOC6731588|XP_016024265.1|DSIM
OG0007043	LOC119074323|XP_037036293.1|BCOP	LOC6726815|XP_016033316.1|DSIM
OG0007044	LOC119075597|XP_037037962.1|BCOP	LOC6731336|XP_016023933.1|DSIM
OG0007045	LOC119074801|XP_037036980.1|BCOP	LOC6727400|XP_016033946.1|DSIM
OG0007046	LOC119078745|XP_037042339.1|BCOP	LOC6726762|XP_002102171.1|DSIM
OG0007047	LOC119076321|XP_037038888.1|BCOP	LOC6731047|XP_002078208.2|DSIM
OG0007048	LOC119076324|XP_037038891.1|BCOP	LOC6730643|XP_016023079.1|DSIM
OG0007049	LOC119072941|XP_037034163.1|BCOP	LOC6730959|XP_002078122.2|DSIM
OG0007050	LOC119082230|XP_037047582.1|BCOP	LOC6731343|XP_002078499.1|DSIM
OG0007051	LOC119084673|XP_037050646.1|BCOP	LOC6730915|XP_016023355.1|DSIM
OG0007052	LOC119082298|XP_037047674.1|BCOP	LOC6740711|XP_039153002.1|DSIM
OG0007053	LOC119072991|XP_037034211.1|BCOP	LOC6728022|XP_002103374.1|DSIM
OG0007054	LOC119081638|XP_037046605.1|BCOP	LOC6736130|XP_002083030.1|DSIM
OG0007055	LOC119081530|XP_037046425.1|BCOP	LOC6734754|XP_016027961.1|DSIM
OG0007056	LOC119084607|XP_037050565.1|BCOP	LOC27206276|XP_016030193.1|DSIM
OG0007057	LOC119084600|XP_037050548.1|BCOP	LOC6740184|XP_016039847.1|DSIM
OG0007058	LOC119068571|XP_037028110.1|BCOP	LOC6724974|XP_039153223.1|DSIM
OG0007059	LOC119077135|XP_037040209.1|BCOP	LOC6731392|XP_002078545.1|DSIM
OG0007060	LOC119077134|XP_037040208.1|BCOP	LOC6731389|XP_016024009.1|DSIM
OG0007061	LOC119077151|XP_037040232.1|BCOP	LOC6731388|XP_016024007.1|DSIM
OG0007062	LOC119070730|XP_037031081.1|BCOP	LOC6730429|XP_002077610.1|DSIM
OG0007063	LOC119070882|XP_037031297.1|BCOP	LOC6731511|XP_016024185.1|DSIM
OG0007064	LOC119075302|XP_037037607.1|BCOP	LOC6733669|XP_002080716.1|DSIM
OG0007065	LOC119082296|XP_037047670.1|BCOP	LOC6738548|XP_002085353.2|DSIM
OG0007066	LOC119070889|XP_037031306.1|BCOP	LOC6738120|XP_002084933.1|DSIM
OG0007067	LOC119076211|XP_037038758.1|BCOP	LOC6731902|XP_002079037.1|DSIM
OG0007068	LOC119070885|XP_037031302.1|BCOP	LOC6739229|XP_016024385.1|DSIM
OG0007069	LOC119071547|XP_037032342.1|BCOP	LOC6726634|XP_039146922.1|DSIM
OG0007071	LOC119081306|XP_037045962.1|BCOP	LOC27209168|XP_016029566.1|DSIM
OG0007072	LOC119066272|XP_037024525.1|BCOP	LOC6726642|XP_002102055.1|DSIM
OG0007073	LOC119078873|XP_037042485.1|BCOP	LOC6730956|XP_002078119.1|DSIM
OG0007074	LOC119085999|XP_037052469.1|BCOP	LOC6735938|XP_002082848.1|DSIM
OG0007075	LOC119077130|XP_037040200.1|BCOP	LOC6730651|XP_016023088.1|DSIM
OG0007076	LOC119081410|XP_037046198.1|BCOP	LOC6734466|XP_002081485.1|DSIM
OG0007077	LOC119085902|XP_037052341.1|BCOP	LOC27206552|XP_016024556.1|DSIM
OG0007078	LOC119075624|XP_037037996.1|BCOP	LOC6730806|XP_016023236.1|DSIM
OG0007079	LOC119075626|XP_037037999.1|BCOP	LOC6730805|XP_016023233.1|DSIM
OG0007080	LOC119066258|XP_037024504.1|BCOP	LOC6731618|XP_016024298.1|DSIM
OG0007081	LOC119072894|XP_037034114.1|BCOP	LOC6731217|XP_002078376.1|DSIM
OG0007082	LOC119085897|XP_037052331.1|BCOP	LOC6730402|XP_002077583.2|DSIM
OG0007083	LOC119085906|XP_037052344.1|BCOP	LOC6732070|XP_002079202.2|DSIM
OG0007084	LOC119085989|XP_037052449.1|BCOP	LOC6726153|XP_016039683.1|DSIM
OG0007085	LOC119079037|XP_037042719.1|BCOP	LOC6730602|XP_016023043.1|DSIM
OG0007086	LOC119066785|XP_037025342.1|BCOP	LOC6732508|XP_002079628.1|DSIM
OG0007087	LOC119085875|XP_037052282.1|BCOP	LOC6738598|XP_016032443.1|DSIM
OG0007088	LOC119085880|XP_037052287.1|BCOP	LOC6732918|XP_016025638.1|DSIM
OG0007089	LOC119081691|XP_037046683.1|BCOP	LOC6730497|XP_002077678.1|DSIM
OG0007090	LOC119077511|XP_037040638.1|BCOP	LOC6730696|XP_016023122.1|DSIM
OG0007091	LOC119077108|XP_037040163.1|BCOP	LOC6732494|XP_002079614.1|DSIM
OG0007092	LOC119067099|XP_037025757.1|BCOP	LOC6727659|XP_039150426.1|DSIM
OG0007093	LOC119084627|XP_037050590.1|BCOP	LOC6731660|XP_002078800.1|DSIM
OG0007094	LOC119072766|XP_037033955.1|BCOP	LOC6731659|XP_002078799.1|DSIM
OG0007095	LOC119084623|XP_037050586.1|BCOP	LOC6732813|XP_002079926.1|DSIM
OG0007096	LOC119084629|XP_037050592.1|BCOP	LOC6732867|XP_002079977.1|DSIM
OG0007097	LOC119070924|XP_037031361.1|BCOP	LOC6733032|XP_002080111.1|DSIM
OG0007098	LOC119070919|XP_037031352.1|BCOP	LOC6733014|XP_016025718.2|DSIM
OG0007099	LOC119082776|XP_037048267.1|BCOP	LOC6728275|XP_002103624.1|DSIM
OG0007100	LOC119082762|XP_037048244.1|BCOP	LOC6731242|XP_002078401.2|DSIM
OG0007101	LOC119066201|XP_037024416.1|BCOP	LOC6732547|XP_002079666.1|DSIM
OG0007102	LOC119076247|XP_037038805.1|BCOP	LOC6730412|XP_016022879.1|DSIM
OG0007103	LOC119066793|XP_037025351.1|BCOP	LOC6731689|XP_002078825.2|DSIM
OG0007104	LOC119066322|XP_037024606.1|BCOP	LOC6731923|XP_039151475.1|DSIM
OG0007105	LOC119075292|XP_037037598.1|BCOP	LOC6731810|XP_002078945.1|DSIM
OG0007106	LOC119066490|XP_037024894.1|BCOP	LOC6730490|XP_016022944.1|DSIM
OG0007107	LOC119066040|XP_037024157.1|BCOP	LOC6730639|XP_016023075.1|DSIM
OG0007108	LOC119066665|XP_037025140.1|BCOP	LOC6730994|XP_002078155.1|DSIM
OG0007109	LOC119077057|XP_037040082.1|BCOP	LOC6732742|XP_002079856.1|DSIM
OG0007110	LOC119068109|XP_037027450.1|BCOP	LOC6730804|XP_016023232.1|DSIM
OG0007111	LOC119076960|XP_037039934.1|BCOP	LOC6731363|XP_039146954.1|DSIM
OG0007112	LOC119076958|XP_037039932.1|BCOP	LOC6730452|XP_002077633.1|DSIM
OG0007113	LOC119069871|XP_037029940.1|BCOP	LOC6729513|XP_016036186.1|DSIM
OG0007114	LOC119085973|XP_037052429.1|BCOP	LOC6732045|XP_002079177.1|DSIM
OG0007115	LOC119085972|XP_037052428.1|BCOP	LOC6732122|XP_002079254.2|DSIM
OG0007116	LOC119083392|XP_037049003.1|BCOP	LOC6731416|XP_002078568.1|DSIM
OG0007117	LOC119075618|XP_037037992.1|BCOP	LOC6730543|XP_002077722.1|DSIM
OG0007118	LOC119076240|XP_037038796.1|BCOP	LOC6731983|XP_002079117.1|DSIM
OG0007119	LOC119076707|XP_037039926.1|BCOP	LOC6725395|XP_016038462.1|DSIM
OG0007120	LOC119074839|XP_037037031.1|BCOP, LOC119067302|XP_037026102.1|BCOP	LOC6725136|XP_016038107.1|DSIM
OG0007121	LOC119084708|XP_037050711.1|BCOP	LOC6725964|XP_002106947.1|DSIM
OG0007122	LOC119076062|XP_037038594.1|BCOP	LOC6726452|XP_016040026.1|DSIM
OG0007123	LOC119069659|XP_037029675.1|BCOP	LOC27209228|XP_016040031.1|DSIM
OG0007124	LOC119076427|XP_037039067.1|BCOP	LOC6737857|XP_016031623.1|DSIM
OG0007125	LOC119073786|XP_037035395.1|BCOP	LOC6737950|XP_016031700.1|DSIM
OG0007126	LOC119077636|XP_037040752.1|BCOP	LOC6738123|XP_002084936.1|DSIM
OG0007127	LOC119076422|XP_037039059.1|BCOP	LOC6738828|XP_002085628.1|DSIM
OG0007128	LOC119076435|XP_037039080.1|BCOP	LOC6737948|XP_016031699.1|DSIM
OG0007129	LOC119070286|XP_037030451.1|BCOP	LOC6737949|XP_002084768.1|DSIM
OG0007130	LOC119070850|XP_037031260.1|BCOP	LOC6738823|XP_002085623.1|DSIM
OG0007131	LOC119070900|XP_037031324.1|BCOP	LOC6739088|XP_016032929.1|DSIM
OG0007132	LOC119071122|XP_037031669.1|BCOP	LOC6739092|XP_016032932.1|DSIM
OG0007133	LOC119071213|XP_037031913.1|BCOP	LOC6738352|XP_002085162.1|DSIM
OG0007134	LOC119077902|XP_037041168.1|BCOP	LOC6738240|XP_002085052.1|DSIM
