Orthogroup	BCOP.longest_only	DELE.longest_only
OG0007033	LOC119070853|XP_037031261.1|BCOP	LOC108138847|XP_017116848.1|DELE
OG0007034	LOC119067253|XP_037026024.1|BCOP	LOC108148072|XP_017130414.1|DELE
OG0007035	LOC119074138|XP_037036020.1|BCOP	LOC108148122|XP_017130461.1|DELE
OG0007036	LOC119073875|XP_037035647.1|BCOP, LOC119073216|XP_037034421.1|BCOP	LOC108142494|XP_017121877.1|DELE
OG0007037	LOC119070490|XP_037030741.1|BCOP	LOC108148954|XP_017131776.1|DELE
OG0007038	LOC119079632|XP_037043532.1|BCOP	LOC108149189|XP_017132099.1|DELE
OG0007039	LOC119072831|XP_037034034.1|BCOP	LOC108135008|XP_017111031.1|DELE
OG0007040	LOC119082119|XP_037047399.1|BCOP	LOC108138305|XP_017115951.1|DELE
OG0007041	LOC119075649|XP_037038031.1|BCOP	LOC108135266|XP_017111429.1|DELE
OG0007042	LOC119085398|XP_037051695.1|BCOP	LOC108141684|XP_017120651.1|DELE
OG0007043	LOC119074323|XP_037036293.1|BCOP	LOC108137461|XP_017114654.1|DELE
OG0007044	LOC119075597|XP_037037962.1|BCOP	LOC108138318|XP_017115966.1|DELE
OG0007045	LOC119074801|XP_037036980.1|BCOP	LOC108136893|XP_017113839.1|DELE
OG0007046	LOC119078745|XP_037042339.1|BCOP	LOC108141219|XP_017119960.1|DELE
OG0007047	LOC119076321|XP_037038888.1|BCOP	LOC108148015|XP_017130338.1|DELE
OG0007048	LOC119076324|XP_037038891.1|BCOP	LOC108147984|XP_017130284.1|DELE
OG0007049	LOC119072941|XP_037034163.1|BCOP	LOC108134973|XP_017110993.1|DELE
OG0007050	LOC119082230|XP_037047582.1|BCOP	LOC108138313|XP_017115958.1|DELE
OG0007051	LOC119084673|XP_037050646.1|BCOP	LOC108134738|XP_017110650.1|DELE
OG0007052	LOC119082298|XP_037047674.1|BCOP	LOC108135424|XP_017111642.1|DELE
OG0007053	LOC119072991|XP_037034211.1|BCOP	LOC108134509|XP_017110333.1|DELE
OG0007054	LOC119081638|XP_037046605.1|BCOP	LOC108144618|XP_017125133.1|DELE
OG0007055	LOC119081530|XP_037046425.1|BCOP	LOC108137940|XP_017115386.1|DELE
OG0007056	LOC119084607|XP_037050565.1|BCOP	LOC108146474|XP_017127982.1|DELE
OG0007057	LOC119084600|XP_037050548.1|BCOP	LOC108135426|XP_017111645.1|DELE
OG0007058	LOC119068571|XP_037028110.1|BCOP	LOC108140946|XP_017119507.1|DELE
OG0007059	LOC119077135|XP_037040209.1|BCOP	LOC108138249|XP_017115878.1|DELE
OG0007060	LOC119077134|XP_037040208.1|BCOP	LOC108138008|XP_017115467.1|DELE
OG0007061	LOC119077151|XP_037040232.1|BCOP	LOC108138026|XP_017115486.1|DELE
OG0007062	LOC119070730|XP_037031081.1|BCOP	LOC108148906|XP_017131714.1|DELE
OG0007063	LOC119070882|XP_037031297.1|BCOP	LOC108142076|XP_017121252.1|DELE
OG0007064	LOC119075302|XP_037037607.1|BCOP	LOC108143398|XP_017123267.1|DELE
OG0007065	LOC119082296|XP_037047670.1|BCOP	LOC108135499|XP_017111731.1|DELE
OG0007066	LOC119070889|XP_037031306.1|BCOP	LOC108136030|XP_017112451.1|DELE
OG0007067	LOC119076211|XP_037038758.1|BCOP	LOC108134528|XP_017110361.1|DELE
OG0007068	LOC119070885|XP_037031302.1|BCOP	LOC108141821|XP_017120888.1|DELE
OG0007069	LOC119071547|XP_037032342.1|BCOP	LOC108149363|XP_017132351.1|DELE
OG0007071	LOC119081306|XP_037045962.1|BCOP	LOC108141391|XP_017120230.1|DELE
OG0007072	LOC119066272|XP_037024525.1|BCOP	LOC108150073|XP_017133525.1|DELE
OG0007073	LOC119078873|XP_037042485.1|BCOP	LOC108134968|XP_017110984.1|DELE
OG0007074	LOC119085999|XP_037052469.1|BCOP	LOC108141528|XP_017120450.1|DELE
OG0007075	LOC119077130|XP_037040200.1|BCOP	LOC108147951|XP_017130228.1|DELE
OG0007076	LOC119081410|XP_037046198.1|BCOP	LOC108149818|XP_017133176.1|DELE
OG0007077	LOC119085902|XP_037052341.1|BCOP	LOC108135320|XP_017111495.1|DELE
OG0007078	LOC119075624|XP_037037996.1|BCOP	LOC108138750|XP_017116640.1|DELE
OG0007079	LOC119075626|XP_037037999.1|BCOP	LOC108138755|XP_017116647.1|DELE
OG0007080	LOC119066258|XP_037024504.1|BCOP	LOC108141943|XP_017121075.1|DELE
OG0007081	LOC119072894|XP_037034114.1|BCOP	LOC108135283|XP_017111454.1|DELE
OG0007082	LOC119085897|XP_037052331.1|BCOP	LOC108145456|XP_017126390.1|DELE
OG0007083	LOC119085906|XP_037052344.1|BCOP	LOC108138027|XP_017115488.1|DELE
OG0007084	LOC119085989|XP_037052449.1|BCOP	LOC108144708|XP_017125294.1|DELE
OG0007085	LOC119079037|XP_037042719.1|BCOP	LOC108147975|XP_017130270.1|DELE
OG0007086	LOC119066785|XP_037025342.1|BCOP	LOC108150528|XP_017134246.1|DELE
OG0007087	LOC119085875|XP_037052282.1|BCOP	LOC108135524|XP_017111760.1|DELE
OG0007088	LOC119085880|XP_037052287.1|BCOP	LOC108141841|XP_017120915.1|DELE
OG0007089	LOC119081691|XP_037046683.1|BCOP	LOC108149462|XP_017132554.1|DELE
OG0007090	LOC119077511|XP_037040638.1|BCOP	LOC108147908|XP_017130158.1|DELE
OG0007091	LOC119077108|XP_037040163.1|BCOP	LOC108150534|XP_017134255.1|DELE
OG0007092	LOC119067099|XP_037025757.1|BCOP	LOC108140629|XP_017119035.1|DELE
OG0007093	LOC119084627|XP_037050590.1|BCOP	LOC108141941|XP_017121070.1|DELE
OG0007094	LOC119072766|XP_037033955.1|BCOP	LOC108141706|XP_017120679.1|DELE
OG0007095	LOC119084623|XP_037050586.1|BCOP	LOC108138861|XP_017116874.1|DELE
OG0007096	LOC119084629|XP_037050592.1|BCOP	LOC108138731|XP_017116598.1|DELE
OG0007097	LOC119070924|XP_037031361.1|BCOP	LOC108141770|XP_017120757.1|DELE
OG0007098	LOC119070919|XP_037031352.1|BCOP	LOC108142075|XP_017121250.1|DELE
OG0007099	LOC119082776|XP_037048267.1|BCOP	LOC108150046|XP_017133502.1|DELE
OG0007100	LOC119082762|XP_037048244.1|BCOP	LOC108135247|XP_017111401.1|DELE
OG0007101	LOC119066201|XP_037024416.1|BCOP	LOC108150419|XP_017134065.1|DELE
OG0007102	LOC119076247|XP_037038805.1|BCOP	LOC108145477|XP_017126423.1|DELE
OG0007103	LOC119066793|XP_037025351.1|BCOP	LOC108142021|XP_017121185.1|DELE
OG0007104	LOC119066322|XP_037024606.1|BCOP	LOC108134535|XP_017110371.1|DELE
OG0007105	LOC119075292|XP_037037598.1|BCOP	LOC108142056|XP_017121229.1|DELE
OG0007106	LOC119066490|XP_037024894.1|BCOP	LOC108137863|XP_017115284.1|DELE
OG0007107	LOC119066040|XP_037024157.1|BCOP	LOC108147973|XP_017130262.1|DELE
OG0007108	LOC119066665|XP_037025140.1|BCOP	LOC108138964|XP_017117037.1|DELE
OG0007109	LOC119077057|XP_037040082.1|BCOP	LOC108138819|XP_017116806.1|DELE
OG0007110	LOC119068109|XP_037027450.1|BCOP	LOC108138759|XP_017116653.1|DELE
OG0007111	LOC119076960|XP_037039934.1|BCOP	LOC108138104|XP_017115588.1|DELE
OG0007112	LOC119076958|XP_037039932.1|BCOP	LOC108137868|XP_017115293.1|DELE
OG0007113	LOC119069871|XP_037029940.1|BCOP	LOC108143844|XP_017123883.1|DELE
OG0007114	LOC119085973|XP_037052429.1|BCOP	LOC108138331|XP_017115983.1|DELE
OG0007115	LOC119085972|XP_037052428.1|BCOP	LOC108138309|XP_017115955.1|DELE
OG0007116	LOC119083392|XP_037049003.1|BCOP	LOC108138172|XP_017115753.1|DELE
OG0007117	LOC119075618|XP_037037992.1|BCOP	LOC108148020|XP_017130343.1|DELE
OG0007118	LOC119076240|XP_037038796.1|BCOP	LOC108138279|XP_017115926.1|DELE
OG0007119	LOC119076707|XP_037039926.1|BCOP	LOC108138569|XP_017116337.1|DELE
OG0007120	LOC119074839|XP_037037031.1|BCOP, LOC119067302|XP_037026102.1|BCOP	LOC108137163|XP_017114222.1|DELE
OG0007121	LOC119084708|XP_037050711.1|BCOP	LOC108148187|XP_017130581.1|DELE
OG0007122	LOC119076062|XP_037038594.1|BCOP	LOC108134876|XP_017110858.1|DELE
OG0007123	LOC119069659|XP_037029675.1|BCOP	LOC108134813|XP_017110757.1|DELE
OG0007124	LOC119076427|XP_037039067.1|BCOP	LOC108146947|XP_017128690.1|DELE
OG0007125	LOC119073786|XP_037035395.1|BCOP	LOC108146838|XP_017128526.1|DELE
OG0007126	LOC119077636|XP_037040752.1|BCOP	LOC108136130|XP_017112610.1|DELE
OG0007127	LOC119076422|XP_037039059.1|BCOP	LOC108142637|XP_017122122.1|DELE
OG0007128	LOC119076435|XP_037039080.1|BCOP	LOC108147004|XP_017128757.1|DELE
OG0007129	LOC119070286|XP_037030451.1|BCOP	LOC108146839|XP_017128528.1|DELE
OG0007130	LOC119070850|XP_037031260.1|BCOP	LOC108142605|XP_017122064.1|DELE
OG0007131	LOC119070900|XP_037031324.1|BCOP	LOC108143235|XP_017123023.1|DELE
OG0007132	LOC119071122|XP_037031669.1|BCOP	LOC108143258|XP_017123058.1|DELE
OG0007133	LOC119071213|XP_037031913.1|BCOP	LOC108146955|XP_017128699.1|DELE
OG0007134	LOC119077902|XP_037041168.1|BCOP	LOC108146135|XP_017127476.1|DELE
OG0007135	LOC119071299|XP_037032072.1|BCOP	LOC108146511|XP_017128037.1|DELE
OG0007136	LOC119074974|XP_037037269.1|BCOP	LOC108142572|XP_017122011.1|DELE
OG0007137	LOC119072068|XP_037033101.1|BCOP	LOC108137258|XP_017114331.1|DELE
OG0007138	LOC119071991|XP_037033014.1|BCOP	LOC108137130|XP_017114165.1|DELE
OG0007139	LOC119072710|XP_037033878.1|BCOP	LOC108134858|XP_017110829.1|DELE
OG0007140	LOC119075228|XP_037037513.1|BCOP	LOC108136284|XP_017112858.1|DELE
OG0007141	LOC119073958|XP_037035745.1|BCOP	LOC108137076|XP_017114071.1|DELE
OG0007142	LOC119075858|XP_037038310.1|BCOP	LOC108146248|XP_017127673.1|DELE
OG0007143	LOC119081198|XP_037045809.1|BCOP	LOC108148895|XP_017131698.1|DELE
OG0007144	LOC119074574|XP_037036699.1|BCOP	LOC108142981|XP_017122632.1|DELE
OG0007146	LOC119073398|XP_037034727.1|BCOP	LOC108147321|XP_017129236.1|DELE
OG0007147	LOC119075783|XP_037038238.1|BCOP	LOC108135728|XP_017112051.1|DELE
OG0007148	LOC119077633|XP_037040741.1|BCOP	LOC108138491|XP_017116183.1|DELE
OG0007149	LOC119073317|XP_037034600.1|BCOP	LOC108149605|XP_017132791.1|DELE
OG0007150	LOC119077579|XP_037040684.1|BCOP	LOC108143238|XP_017123025.1|DELE
OG0007151	LOC119082714|XP_037048183.1|BCOP	LOC108150091|XP_017133544.1|DELE
OG0007152	LOC119074336|XP_037036322.1|BCOP	LOC108137697|XP_017115060.1|DELE
OG0007153	LOC119074788|XP_037036962.1|BCOP	LOC108148123|XP_017130462.1|DELE
OG0007154	LOC119069713|XP_037029732.1|BCOP	LOC108144433|XP_017124806.1|DELE
OG0007155	LOC119069578|XP_037029557.1|BCOP	LOC108144175|XP_017124325.1|DELE
OG0007156	LOC119075150|XP_037037439.1|BCOP	LOC108140419|XP_017118631.1|DELE
OG0007157	LOC119078753|XP_037042350.1|BCOP	LOC108148356|XP_017130863.1|DELE
OG0007158	LOC119078787|XP_037042393.1|BCOP	LOC108146078|XP_017127383.1|DELE
OG0007159	LOC119067457|XP_037026338.1|BCOP	LOC108138403|XP_017116075.1|DELE
OG0007160	LOC119074874|XP_037037105.1|BCOP	LOC108140501|XP_017118771.1|DELE
OG0007161	LOC119074214|XP_037036111.1|BCOP	LOC108137206|XP_017114286.1|DELE
OG0007162	LOC119074204|XP_037036099.1|BCOP	LOC108144500|XP_017124926.1|DELE
OG0007163	LOC119077921|XP_037041197.1|BCOP	LOC108142934|XP_017122517.1|DELE
OG0007164	LOC119073862|XP_037035622.1|BCOP	LOC108142929|XP_017122512.1|DELE
OG0007165	LOC119074758|XP_037036919.1|BCOP	LOC108137684|XP_017115034.1|DELE
OG0007166	LOC119074547|XP_037036611.1|BCOP	LOC108147435|XP_017129412.1|DELE
OG0007167	LOC119074679|XP_037036858.1|BCOP	LOC108136482|XP_017113185.1|DELE
OG0007168	LOC119074546|XP_037036608.1|BCOP	LOC108137752|XP_017115141.1|DELE
OG0007169	LOC119074927|XP_037037217.1|BCOP	LOC108136180|XP_017112667.1|DELE
OG0007170	LOC119076563|XP_037039241.1|BCOP	LOC108141099|XP_017119791.1|DELE
OG0007171	LOC119075808|XP_037038270.1|BCOP	LOC108137718|XP_017115092.1|DELE
OG0007172	LOC119076672|XP_037039462.1|BCOP	LOC108135923|XP_017112355.1|DELE
OG0007173	LOC119066320|XP_037024608.1|BCOP	LOC108135927|XP_017112361.1|DELE
OG0007174	LOC119074856|XP_037037063.1|BCOP	LOC108137395|XP_017114543.1|DELE
OG0007175	LOC119082070|XP_037047304.1|BCOP	LOC108146996|XP_017128750.1|DELE
OG0007176	LOC119076054|XP_037038584.1|BCOP	LOC108143944|XP_017124028.1|DELE
OG0007177	LOC119084120|XP_037049868.1|BCOP	LOC108137483|XP_017114688.1|DELE
OG0007178	LOC119070136|XP_037030358.1|BCOP	LOC108144085|XP_017124225.1|DELE
OG0007179	LOC119077325|XP_037040432.1|BCOP	LOC108141071|XP_017119721.1|DELE
OG0007180	LOC119077695|XP_037040862.1|BCOP	LOC108137492|XP_017114698.1|DELE
OG0007181	LOC119075024|XP_037037331.1|BCOP	LOC108137190|XP_017114262.1|DELE
OG0007182	LOC119084330|XP_037050156.1|BCOP	LOC108136929|XP_017113892.1|DELE
OG0007183	LOC119085256|XP_037051488.1|BCOP	LOC108136794|XP_017113658.1|DELE
OG0007184	LOC119074286|XP_037036201.1|BCOP	LOC108136928|XP_017113891.1|DELE
OG0007186	LOC119076662|XP_037039442.1|BCOP	LOC108135088|XP_017111148.1|DELE
OG0007187	LOC119075713|XP_037038131.1|BCOP	LOC108147231|XP_017129112.1|DELE
OG0007188	LOC119076821|XP_037039710.1|BCOP	LOC108143028|XP_017122714.1|DELE
OG0007189	LOC119075723|XP_037038154.1|BCOP	LOC108139316|XP_017117511.1|DELE
OG0007190	LOC119085984|XP_037052447.1|BCOP	LOC108140624|XP_017119027.1|DELE
OG0007191	LOC119081266|XP_037045903.1|BCOP	LOC108135659|XP_017111981.1|DELE
OG0007192	LOC119077814|XP_037041020.1|BCOP	LOC108138519|XP_017116254.1|DELE
OG0007193	LOC119074781|XP_037036950.1|BCOP	LOC108138515|XP_017116250.1|DELE
OG0007194	LOC119075009|XP_037037308.1|BCOP	LOC108147698|XP_017129906.1|DELE
OG0007195	LOC119076215|XP_037038761.1|BCOP	LOC108141130|XP_017119840.1|DELE
OG0007196	LOC119067904|XP_037027088.1|BCOP	LOC108147184|XP_017129016.1|DELE
OG0007197	LOC119074394|XP_037036408.1|BCOP	LOC108143234|XP_017123022.1|DELE
OG0007198	LOC119076236|XP_037038790.1|BCOP	LOC108136703|XP_017113517.1|DELE
OG0007199	LOC119076668|XP_037039456.1|BCOP	LOC108136903|XP_017113851.1|DELE
OG0007200	LOC119074782|XP_037036951.1|BCOP	LOC108140732|XP_017119197.1|DELE
OG0007201	LOC119070236|XP_037030405.1|BCOP	LOC108146979|XP_017128725.1|DELE
OG0007202	LOC119084465|XP_037050344.1|BCOP	LOC108146682|XP_017128227.1|DELE
OG0007203	LOC119072657|XP_037033811.1|BCOP	LOC108146679|XP_017128223.1|DELE
OG0007204	LOC119066660|XP_037025132.1|BCOP	LOC108137665|XP_017115008.1|DELE
OG0007205	LOC119072677|XP_037033850.1|BCOP	LOC108146960|XP_017128705.1|DELE
OG0007206	LOC119077859|XP_037041083.1|BCOP	LOC108140510|XP_017118782.1|DELE
OG0007207	LOC119067423|XP_037026289.1|BCOP	LOC108143853|XP_017123904.1|DELE
OG0007208	LOC119075710|XP_037038127.1|BCOP	LOC108139272|XP_017117449.1|DELE
OG0007209	LOC119085196|XP_037051403.1|BCOP	LOC108139273|XP_017117451.1|DELE
OG0007210	LOC119082079|XP_037047329.1|BCOP	LOC108136956|XP_017113930.1|DELE
OG0007211	LOC119076811|XP_037039693.1|BCOP	LOC108140509|XP_017118780.1|DELE
OG0007212	LOC119076624|XP_037039384.1|BCOP	LOC108148947|XP_017131768.1|DELE
OG0007213	LOC119082922|XP_037048475.1|BCOP	LOC108144704|XP_017125284.1|DELE
OG0007214	LOC119074371|XP_037036372.1|BCOP	LOC108150271|XP_017133842.1|DELE
OG0007215	LOC119076547|XP_037039238.1|BCOP	LOC108140810|XP_017119301.1|DELE
OG0007216	LOC119083503|XP_037049152.1|BCOP	LOC108148473|XP_017130994.1|DELE
OG0007217	LOC119084472|XP_037050352.1|BCOP	LOC108141464|XP_017120358.1|DELE
OG0007218	LOC119075670|XP_037038082.1|BCOP, LOC119074844|XP_037037054.1|BCOP	LOC108142891|XP_017122455.1|DELE
OG0007219	LOC119067631|XP_037026627.1|BCOP	LOC108134994|XP_017111019.1|DELE
OG0007220	LOC119068981|XP_037028747.1|BCOP	LOC108135827|XP_017112198.1|DELE
OG0007221	LOC119077864|XP_037041104.1|BCOP	LOC108147214|XP_017129068.1|DELE
OG0007222	LOC119074554|XP_037036635.1|BCOP	LOC108140476|XP_017118704.1|DELE
OG0007223	LOC119084083|XP_037049814.1|BCOP	LOC108142930|XP_017122513.1|DELE
OG0007224	LOC119066570|XP_037025014.1|BCOP	LOC108135843|XP_017112216.1|DELE
OG0007225	LOC119078015|XP_037041301.1|BCOP	LOC108148374|XP_017130888.1|DELE
OG0007226	LOC119074823|XP_037037008.1|BCOP	LOC108143892|XP_017123954.1|DELE
OG0007227	LOC119072072|XP_037033115.1|BCOP	LOC108147554|XP_017129629.1|DELE
OG0007228	LOC119070998|XP_037031491.1|BCOP	LOC108146174|XP_017127569.1|DELE
OG0007229	LOC119068418|XP_037027882.1|BCOP	LOC108141093|XP_017119785.1|DELE
OG0007230	LOC119076160|XP_037038739.1|BCOP	LOC108136895|XP_017113842.1|DELE
OG0007231	LOC119076022|XP_037038518.1|BCOP	LOC108135113|XP_017111191.1|DELE
OG0007232	LOC119075142|XP_037037425.1|BCOP	LOC108145826|XP_017126920.1|DELE
OG0007233	LOC119075013|XP_037037316.1|BCOP	LOC108146272|XP_017127701.1|DELE
OG0007234	LOC119075004|XP_037037301.1|BCOP	LOC108146533|XP_017128063.1|DELE
OG0007235	LOC119075005|XP_037037303.1|BCOP	LOC108146269|XP_017127698.1|DELE
OG0007236	LOC119074694|XP_037036875.1|BCOP	LOC108140966|XP_017119523.1|DELE
OG0007237	LOC119076872|XP_037039776.1|BCOP	LOC108143863|XP_017123917.1|DELE
OG0007238	LOC119078641|XP_037042134.1|BCOP	LOC108145269|XP_017126038.1|DELE
OG0007239	LOC119076045|XP_037038568.1|BCOP, LOC119072269|XP_037033355.1|BCOP	LOC108141192|XP_017119920.1|DELE
OG0007240	LOC119071746|XP_037032678.1|BCOP	LOC108136951|XP_017113922.1|DELE
OG0007241	LOC119072238|XP_037033311.1|BCOP	LOC108135415|XP_017111613.1|DELE
OG0007242	LOC119068101|XP_037027464.1|BCOP	LOC108135414|XP_017111612.1|DELE
OG0007243	LOC119077856|XP_037041079.1|BCOP	LOC108138424|XP_017116108.1|DELE
OG0007244	LOC119076676|XP_037039467.1|BCOP	LOC108140427|XP_017118641.1|DELE
OG0007245	LOC119075786|XP_037038243.1|BCOP	LOC108148812|XP_017131540.1|DELE
OG0007246	LOC119070456|XP_037030706.1|BCOP	LOC108134600|XP_017110453.1|DELE
OG0007247	LOC119078952|XP_037042592.1|BCOP	LOC108149809|XP_017133164.1|DELE
OG0007248	LOC119075918|XP_037038399.1|BCOP	LOC108137082|XP_017114096.1|DELE
OG0007249	LOC119075865|XP_037038318.1|BCOP	LOC108147654|XP_017129821.1|DELE
OG0007250	LOC119074647|XP_037036819.1|BCOP	LOC108140898|XP_017119430.1|DELE
OG0007251	LOC119075237|XP_037037525.1|BCOP	LOC108143904|XP_017123970.1|DELE
OG0007252	LOC119067761|XP_037026792.1|BCOP	LOC108135163|XP_017111275.1|DELE
OG0007253	LOC119074853|XP_037037061.1|BCOP	LOC108146134|XP_017127475.1|DELE
OG0007254	LOC119074409|XP_037036426.1|BCOP	LOC108137016|XP_017114005.1|DELE
OG0007255	LOC119075801|XP_037038263.1|BCOP	LOC108134889|XP_017110881.1|DELE
OG0007256	LOC119074644|XP_037036816.1|BCOP	LOC108137484|XP_017114689.1|DELE
OG0007257	LOC119076664|XP_037039453.1|BCOP	LOC108135075|XP_017111120.1|DELE
OG0007258	LOC119075956|XP_037038418.1|BCOP	LOC108135077|XP_017111122.1|DELE
OG0007259	LOC119070980|XP_037031470.1|BCOP	LOC108137305|XP_017114416.1|DELE
OG0007260	LOC119077909|XP_037041179.1|BCOP	LOC108146954|XP_017128698.1|DELE
OG0007261	LOC119071692|XP_037032575.1|BCOP	LOC108144270|XP_017124444.1|DELE
OG0007262	LOC119072050|XP_037033073.1|BCOP	LOC108136203|XP_017112694.1|DELE
OG0007263	LOC119081014|XP_037045592.1|BCOP	LOC108142854|XP_017122413.1|DELE
OG0007264	LOC119072239|XP_037033309.1|BCOP	LOC108143249|XP_017123045.1|DELE
OG0007265	LOC119071975|XP_037033005.1|BCOP	LOC108138495|XP_017116190.1|DELE
OG0007266	LOC119076016|XP_037038503.1|BCOP	LOC108140590|XP_017118971.1|DELE
OG0007267	LOC119077917|XP_037041191.1|BCOP	LOC108136942|XP_017113909.1|DELE
OG0007268	LOC119077055|XP_037040080.1|BCOP	LOC108144660|XP_017125195.1|DELE
OG0007269	LOC119074596|XP_037036733.1|BCOP	LOC108138434|XP_017116124.1|DELE
OG0007270	LOC119077655|XP_037040767.1|BCOP	LOC108139230|XP_017117385.1|DELE
OG0007271	LOC119076826|XP_037039719.1|BCOP	LOC108140769|XP_017119246.1|DELE
OG0007272	LOC119074957|XP_037037242.1|BCOP	LOC108147476|XP_017129515.1|DELE
OG0007273	LOC119083981|XP_037049687.1|BCOP	LOC108136992|XP_017113976.1|DELE
OG0007274	LOC119077929|XP_037041204.1|BCOP	LOC108135150|XP_017111259.1|DELE
OG0007275	LOC119070337|XP_037030520.1|BCOP	LOC108146443|XP_017127938.1|DELE
OG0007276	LOC119084115|XP_037049862.1|BCOP	LOC108146409|XP_017127900.1|DELE
OG0007277	LOC119073573|XP_037035031.1|BCOP	LOC108146939|XP_017128680.1|DELE
OG0007278	LOC119075229|XP_037037514.1|BCOP	LOC108142775|XP_017122306.1|DELE
OG0007279	LOC119075223|XP_037037504.1|BCOP	LOC108150240|XP_017133790.1|DELE
OG0007280	LOC119084184|XP_037049944.1|BCOP	LOC108142699|XP_017122198.1|DELE
OG0007281	LOC119072767|XP_037033956.1|BCOP	LOC108148852|XP_017131628.1|DELE
OG0007282	LOC119072751|XP_037033932.1|BCOP	LOC108148851|XP_017131627.1|DELE
OG0007283	LOC119067049|XP_037025689.1|BCOP	LOC108147294|XP_017129205.1|DELE
OG0007284	LOC119079433|XP_037043241.1|BCOP	LOC108136870|XP_017113801.1|DELE
OG0007285	LOC119084474|XP_037050354.1|BCOP	LOC108134920|XP_017110924.1|DELE
OG0007286	LOC119078057|XP_037041379.1|BCOP	LOC108134883|XP_017110867.1|DELE
OG0007287	LOC119066214|XP_037024431.1|BCOP	LOC108149472|XP_017132576.1|DELE
OG0007288	LOC119078063|XP_037041395.1|BCOP	LOC108141046|XP_017119673.1|DELE
OG0007289	LOC119071306|XP_037032083.1|BCOP	LOC108140913|XP_017119461.1|DELE
OG0007290	LOC119067847|XP_037026974.1|BCOP	LOC108137005|XP_017113991.1|DELE
OG0007291	LOC119067254|XP_037026025.1|BCOP	LOC108147738|XP_017129958.1|DELE
OG0007292	LOC119076467|XP_037039129.1|BCOP	LOC108134925|XP_017110934.1|DELE
OG0007293	LOC119074334|XP_037036315.1|BCOP	LOC108147235|XP_017129117.1|DELE
OG0007294	LOC119074199|XP_037036090.1|BCOP	LOC108134881|XP_017110869.1|DELE
OG0007295	LOC119069103|XP_037028890.1|BCOP	LOC108140435|XP_017118651.1|DELE
OG0007296	LOC119075851|XP_037038298.1|BCOP	LOC108147237|XP_017129120.1|DELE
OG0007297	LOC119075722|XP_037038153.1|BCOP	LOC108140454|XP_017118675.1|DELE
OG0007298	LOC119069432|XP_037029388.1|BCOP	LOC108137499|XP_017114705.1|DELE
OG0007299	LOC119084033|XP_037049754.1|BCOP	LOC108143988|XP_017124091.1|DELE
OG0007300	LOC119077672|XP_037040815.1|BCOP	LOC108135145|XP_017111246.1|DELE
OG0007301	LOC119074952|XP_037037236.1|BCOP	LOC108148267|XP_017130708.1|DELE
OG0007302	LOC119076809|XP_037039688.1|BCOP	LOC108137471|XP_017114665.1|DELE
OG0007303	LOC119073664|XP_037035167.1|BCOP	LOC108142198|XP_017121372.1|DELE
OG0007304	LOC119073767|XP_037035328.1|BCOP	LOC108138846|XP_017116847.1|DELE
OG0007305	LOC119076147|XP_037038724.1|BCOP	LOC108135669|XP_017111993.1|DELE
OG0007306	LOC119076105|XP_037038660.1|BCOP	LOC108135668|XP_017111992.1|DELE
OG0007307	LOC119076679|XP_037039471.1|BCOP	LOC108140670|XP_017119102.1|DELE
OG0007308	LOC119074645|XP_037036817.1|BCOP	LOC108147145|XP_017128928.1|DELE
OG0007309	LOC119076640|XP_037039405.1|BCOP	LOC108147274|XP_017129171.1|DELE
OG0007310	LOC119073520|XP_037034952.1|BCOP	LOC108136946|XP_017113916.1|DELE
OG0007311	LOC119073432|XP_037034807.1|BCOP	LOC108136810|XP_017113701.1|DELE
OG0007312	LOC119075778|XP_037038227.1|BCOP	LOC108137975|XP_017115433.1|DELE
OG0007313	LOC119074595|XP_037036732.1|BCOP, LOC119079668|XP_037043614.1|BCOP	LOC108136567|XP_017113365.1|DELE
OG0007314	LOC119078072|XP_037041418.1|BCOP	LOC108136279|XP_017112848.1|DELE
OG0007315	LOC119078050|XP_037041359.1|BCOP	LOC108144839|XP_017125472.1|DELE
OG0007316	LOC119067660|XP_037026657.1|BCOP	LOC108136815|XP_017113707.1|DELE
OG0007317	LOC119074785|XP_037036958.1|BCOP	LOC108148340|XP_017130839.1|DELE
OG0007318	LOC119074335|XP_037036318.1|BCOP	LOC108148339|XP_017130835.1|DELE
OG0007319	LOC119070085|XP_037030297.1|BCOP	LOC108146742|XP_017128354.1|DELE
OG0007320	LOC119073773|XP_037035339.1|BCOP	LOC108140714|XP_017119165.1|DELE
OG0007321	LOC119084259|XP_037050063.1|BCOP	LOC108136340|XP_017112935.1|DELE
OG0007322	LOC119076710|XP_037039521.1|BCOP	LOC108137339|XP_017114464.1|DELE
OG0007323	LOC119076704|XP_037039512.1|BCOP	LOC108137766|XP_017115158.1|DELE
OG0007324	LOC119075174|XP_037037466.1|BCOP	LOC108137491|XP_017114697.1|DELE
OG0007325	LOC119074432|XP_037036456.1|BCOP	LOC108148822|XP_017131567.1|DELE
OG0007326	LOC119074431|XP_037036453.1|BCOP	LOC108137482|XP_017114684.1|DELE
OG0007327	LOC119076089|XP_037038638.1|BCOP	LOC108146243|XP_017127666.1|DELE
OG0007328	LOC119074438|XP_037036461.1|BCOP	LOC108140356|XP_017118539.1|DELE
OG0007330	LOC119077726|XP_037040897.1|BCOP	LOC108142442|XP_017121796.1|DELE
OG0007331	LOC119084248|XP_037050044.1|BCOP	LOC108147647|XP_017129793.1|DELE
