Orthogroup	BCOP.longest_only	DMIR.longest_only
OG0006672	LOC119073425|XP_037034765.1|BCOP	LOC108165481|XP_017157022.1|DMIR
OG0006673	LOC119066904|XP_037025489.1|BCOP	LOC108151067|XP_017134935.1|DMIR
OG0006675	LOC119082137|XP_037047409.1|BCOP	LOC108152686|XP_017137678.1|DMIR
OG0006676	LOC119078202|XP_037041563.1|BCOP	LOC108150916|XP_017134733.1|DMIR
OG0006677	LOC119075855|XP_037038306.1|BCOP	LOC108152004|XP_017136464.1|DMIR
OG0006678	LOC119068628|XP_037028190.1|BCOP	LOC108151660|XP_017135870.1|DMIR
OG0006679	LOC119074809|XP_037036992.1|BCOP	LOC108152997|XP_017138224.1|DMIR
OG0006680	LOC119067490|XP_037026393.1|BCOP	LOC108157620|XP_017145245.1|DMIR
OG0006681	LOC119081231|XP_037045851.1|BCOP	LOC108152084|XP_017136610.1|DMIR
OG0006682	LOC119081868|XP_037046995.1|BCOP	LOC108152672|XP_017137657.1|DMIR
OG0006683	LOC119073274|XP_037034551.1|BCOP	LOC108153751|XP_017139370.1|DMIR
OG0006684	LOC119080655|XP_037044965.1|BCOP	LOC108152003|XP_033242571.1|DMIR
OG0006685	LOC119080659|XP_037044974.1|BCOP	LOC117192576|XP_033253186.1|DMIR, LOC108158495|XP_017146295.1|DMIR
OG0006688	LOC119077343|XP_037040424.1|BCOP	LOC108153398|XP_017138877.1|DMIR
OG0006691	LOC119078299|XP_037041688.1|BCOP	LOC108151124|XP_017135033.1|DMIR
OG0006692	LOC119077270|XP_037040315.1|BCOP	LOC108151918|XP_017136324.1|DMIR
OG0006693	LOC119083316|XP_037048897.1|BCOP, LOC119079530|XP_037043409.1|BCOP	LOC108152861|XP_017137975.1|DMIR
OG0006694	LOC119070382|XP_037030590.1|BCOP	LOC108159550|XP_017148448.1|DMIR
OG0006695	LOC119080436|XP_037044689.1|BCOP	LOC108151864|XP_017136242.1|DMIR
OG0006696	LOC119080694|XP_037045037.1|BCOP	LOC108162130|XP_017152199.1|DMIR
OG0006697	LOC119076568|XP_037039257.1|BCOP	LOC108152948|XP_017138131.1|DMIR
OG0006698	LOC119077692|XP_037040857.1|BCOP	LOC108151670|XP_017135897.1|DMIR
OG0006699	LOC119080400|XP_037044624.1|BCOP	LOC108153486|XP_017139015.1|DMIR
OG0006700	LOC119069263|XP_037029216.1|BCOP	LOC108152112|XP_017136677.1|DMIR
OG0006701	LOC119080370|XP_037044562.1|BCOP	LOC108160445|XP_017149944.1|DMIR
OG0006702	LOC119080931|XP_037045444.1|BCOP	LOC108153234|XP_017138560.1|DMIR
OG0006703	LOC119072692|XP_037033859.1|BCOP	LOC108152102|XP_017136641.1|DMIR
OG0006704	LOC119072690|XP_037033855.1|BCOP, LOC119066905|XP_037025490.1|BCOP	LOC108152103|XP_017136643.1|DMIR
OG0006705	LOC119075445|XP_037037780.1|BCOP	LOC117185835|XP_033254220.1|DMIR, LOC108160482|XP_017149991.1|DMIR
OG0006706	LOC119075436|XP_037037770.1|BCOP	LOC108160331|XP_017149751.1|DMIR
OG0006707	LOC119080440|XP_037044698.1|BCOP	LOC108158679|XP_017146698.1|DMIR
OG0006708	LOC119076537|XP_037039226.1|BCOP	LOC108152639|XP_017137618.1|DMIR
OG0006709	LOC119073473|XP_037034874.1|BCOP	LOC108153233|XP_017138559.1|DMIR
OG0006710	LOC119080325|XP_037044498.1|BCOP	LOC108151697|XP_033244003.1|DMIR
OG0006711	LOC119080324|XP_037044497.1|BCOP	LOC108151696|XP_017135938.1|DMIR
OG0006712	LOC119080328|XP_037044508.1|BCOP	LOC108151704|XP_017135951.1|DMIR
OG0006713	LOC119080205|XP_037044339.1|BCOP	LOC108153121|XP_017138398.1|DMIR
OG0006714	LOC119080204|XP_037044338.1|BCOP	LOC108153119|XP_017138397.1|DMIR
OG0006715	LOC119073301|XP_037034578.1|BCOP	LOC108151699|XP_017135943.1|DMIR
OG0006716	LOC119074467|XP_037036503.1|BCOP	LOC108161986|XP_017151941.1|DMIR
OG0006717	LOC119081264|XP_037045900.1|BCOP	LOC108151335|XP_017135377.1|DMIR
OG0006718	LOC119080796|XP_037045262.1|BCOP	LOC108151339|XP_017135384.1|DMIR
OG0006719	LOC119077324|XP_037040400.1|BCOP	LOC108152241|XP_017136925.1|DMIR
OG0006720	LOC119084240|XP_037050035.1|BCOP	LOC108151591|XP_017135759.1|DMIR
OG0006721	LOC119081572|XP_037046501.1|BCOP	LOC108152906|XP_017138043.1|DMIR
OG0006722	LOC119080973|XP_037045511.1|BCOP	LOC108152891|XP_017138019.1|DMIR
OG0006723	LOC119068582|XP_037028122.1|BCOP	LOC108162154|XP_017152221.1|DMIR
OG0006724	LOC119079358|XP_037043098.1|BCOP	LOC108154774|XP_017140648.1|DMIR
OG0006725	LOC119079337|XP_037043059.1|BCOP	LOC108154775|XP_017140649.1|DMIR
OG0006726	LOC119085459|XP_037051777.1|BCOP	LOC108155044|XP_017141106.1|DMIR
OG0006727	LOC119080025|XP_037044102.1|BCOP	LOC108154769|XP_017140640.1|DMIR
OG0006728	LOC119075130|XP_037037409.1|BCOP, LOC119070241|XP_037030410.1|BCOP	LOC108154947|XP_017140933.1|DMIR
OG0006729	LOC119074133|XP_037036013.1|BCOP	LOC117185800|XP_033246578.1|DMIR, LOC108159623|XP_017148566.2|DMIR
OG0006730	LOC119083875|XP_037049583.1|BCOP	LOC117187825|XP_033246576.1|DMIR, LOC108159619|XP_017148563.2|DMIR
OG0006731	LOC119067332|XP_037026131.1|BCOP	LOC108162113|XP_017152173.1|DMIR
OG0006733	LOC119073404|XP_037034732.1|BCOP	LOC108153513|XP_017139058.1|DMIR
OG0006734	LOC119079677|XP_037043630.1|BCOP	LOC108152293|XP_017137004.1|DMIR
OG0006735	LOC119081259|XP_037045891.1|BCOP	LOC108152461|XP_033242241.1|DMIR
OG0006736	LOC119081874|XP_037047009.1|BCOP	LOC108151069|XP_017134937.1|DMIR
OG0006737	LOC119079278|XP_037042959.1|BCOP	LOC108153466|XP_017138985.1|DMIR
OG0006738	LOC119079276|XP_037042955.1|BCOP	LOC108159139|XP_017147623.1|DMIR
OG0006739	LOC119073413|XP_037034756.1|BCOP	LOC108152542|XP_017137442.1|DMIR
OG0006740	LOC119073549|XP_037034997.1|BCOP	LOC108152390|XP_017137177.1|DMIR
OG0006741	LOC119073482|XP_037034882.1|BCOP	LOC108152389|XP_017137176.1|DMIR
OG0006742	LOC119080210|XP_037044343.1|BCOP	LOC108154130|XP_033245839.1|DMIR
OG0006743	LOC119085220|XP_037051428.1|BCOP	LOC108163765|XP_017154729.1|DMIR
OG0006744	LOC119080910|XP_037045408.1|BCOP	LOC108152862|XP_017137978.1|DMIR
OG0006745	LOC119077303|XP_037040362.1|BCOP	LOC108156026|XP_017142765.1|DMIR
OG0006746	LOC119083352|XP_037048957.1|BCOP	LOC108151101|XP_017134985.1|DMIR
OG0006747	LOC119080388|XP_037044594.1|BCOP	LOC108165482|XP_017157024.1|DMIR
OG0006748	LOC119073383|XP_037034704.1|BCOP	LOC108152074|XP_017136588.1|DMIR
OG0006749	LOC119075621|XP_037037997.1|BCOP	LOC108152552|XP_017137455.1|DMIR
OG0006750	LOC119069613|XP_037029600.1|BCOP	LOC108153584|XP_017139156.1|DMIR
OG0006752	LOC119077698|XP_037040870.1|BCOP	LOC108153462|XP_017138980.1|DMIR
OG0006753	LOC119073746|XP_037035300.1|BCOP	LOC108152777|XP_017137846.1|DMIR
OG0006754	LOC119068399|XP_037027858.1|BCOP	LOC108151531|XP_017135673.1|DMIR
OG0006755	LOC119077931|XP_037041207.1|BCOP	LOC108152028|XP_017136499.1|DMIR
OG0006756	LOC119080171|XP_037044285.1|BCOP	LOC108151934|XP_017136348.1|DMIR
OG0006757	LOC119080202|XP_037044337.1|BCOP	LOC108151942|XP_017136362.1|DMIR
OG0006758	LOC119080781|XP_037045245.1|BCOP	LOC108152154|XP_017136762.1|DMIR
OG0006759	LOC119084836|XP_037050821.1|BCOP	LOC108152153|XP_017136758.1|DMIR
OG0006760	LOC119081727|XP_037046782.1|BCOP	LOC108152730|XP_017137759.1|DMIR
OG0006761	LOC119075242|XP_037037532.1|BCOP	LOC108155139|XP_017141281.1|DMIR
OG0006762	LOC119082655|XP_037048133.1|BCOP	LOC108163851|XP_017154858.1|DMIR
OG0006763	LOC119073392|XP_037034713.1|BCOP	LOC108159210|XP_017147776.1|DMIR
OG0006764	LOC119073377|XP_037034697.1|BCOP	LOC117185717|XP_033247579.1|DMIR
OG0006765	LOC119073390|XP_037034711.1|BCOP	LOC108159209|XP_017147775.1|DMIR, LOC117193183|XP_033253818.1|DMIR
OG0006766	LOC119066043|XP_037024165.1|BCOP	LOC108151451|XP_017135558.1|DMIR
OG0006767	LOC119080809|XP_037045275.1|BCOP	LOC108152315|XP_017137037.1|DMIR
OG0006768	LOC119077316|XP_037040381.1|BCOP	LOC108152307|XP_017137024.1|DMIR
OG0006769	LOC119077300|XP_037040359.1|BCOP	LOC108153196|XP_017138502.1|DMIR
OG0006770	LOC119080474|XP_037044749.1|BCOP	LOC108152884|XP_017138012.1|DMIR
OG0006772	LOC119079409|XP_037043194.1|BCOP	LOC108159127|XP_017147606.1|DMIR
OG0006773	LOC119073747|XP_037035301.1|BCOP	LOC108151507|XP_017135641.1|DMIR
OG0006774	LOC119081610|XP_037046546.1|BCOP	LOC108151443|XP_017135542.1|DMIR
OG0006775	LOC119083631|XP_037049260.1|BCOP	LOC108152038|XP_017136525.1|DMIR
OG0006776	LOC119078749|XP_037042349.1|BCOP	LOC108152776|XP_017137845.1|DMIR
OG0006777	LOC119081296|XP_037045954.1|BCOP	LOC108152042|XP_017136530.2|DMIR
OG0006778	LOC119078797|XP_037042403.1|BCOP	LOC108153152|XP_017138443.1|DMIR
OG0006779	LOC119080196|XP_037044331.1|BCOP	LOC108153006|XP_017138239.1|DMIR
OG0006780	LOC119080192|XP_037044329.1|BCOP	LOC108151602|XP_017135777.1|DMIR
OG0006781	LOC119076254|XP_037038819.1|BCOP	LOC108151476|XP_017135597.1|DMIR
OG0006782	LOC119077174|XP_037040253.1|BCOP	LOC108153018|XP_033243768.1|DMIR
OG0006783	LOC119081717|XP_037046736.1|BCOP	LOC108158880|XP_017147130.1|DMIR
OG0006784	LOC119076362|XP_037038963.1|BCOP	LOC108152427|XP_033242608.1|DMIR
OG0006785	LOC119079887|XP_037043865.1|BCOP	LOC108160026|XP_017149253.1|DMIR
OG0006787	LOC119083659|XP_037049330.1|BCOP	LOC108152069|XP_017136580.1|DMIR
OG0006788	LOC119066021|XP_037024137.1|BCOP	LOC108152072|XP_017136585.1|DMIR
OG0006789	LOC119066012|XP_037024128.1|BCOP	LOC108161746|XP_017151569.2|DMIR
OG0006790	LOC119067437|XP_037026306.1|BCOP	LOC108163787|XP_017154758.1|DMIR
OG0006791	LOC119080737|XP_037045176.1|BCOP	LOC108152894|XP_017138023.1|DMIR
OG0006792	LOC119077295|XP_037040356.1|BCOP	LOC108152983|XP_033242624.1|DMIR
OG0006793	LOC119085392|XP_037051683.1|BCOP	LOC108152531|XP_017137425.1|DMIR
OG0006794	LOC119079674|XP_037043621.1|BCOP	LOC108159936|XP_017149077.1|DMIR
OG0006795	LOC119080029|XP_037044106.1|BCOP	LOC108153115|XP_017138391.1|DMIR
OG0006796	LOC119077007|XP_037040016.1|BCOP	LOC108153065|XP_017138334.1|DMIR
OG0006797	LOC119076840|XP_037039741.1|BCOP	LOC108163737|XP_017154685.2|DMIR
OG0006798	LOC119080207|XP_037044341.1|BCOP	LOC108165406|XP_017156933.1|DMIR
OG0006799	LOC119081390|XP_037046172.1|BCOP	LOC108151593|XP_017135761.1|DMIR
OG0006800	LOC119069052|XP_037028814.1|BCOP	LOC108151515|XP_017135650.1|DMIR
OG0006801	LOC119067342|XP_037026145.1|BCOP	LOC108153903|XP_017139492.1|DMIR
OG0006802	LOC119079041|XP_037042727.1|BCOP	LOC108160527|XP_017150074.1|DMIR
OG0006803	LOC119081624|XP_037046568.1|BCOP	LOC117194092|XP_033254625.1|DMIR, LOC108158900|XP_033248081.1|DMIR
OG0006804	LOC119079620|XP_037043515.1|BCOP	LOC108153230|XP_017138552.1|DMIR
OG0006805	LOC119073359|XP_037034656.1|BCOP	LOC108159166|XP_017147680.1|DMIR
OG0006806	LOC119080291|XP_037044457.1|BCOP	LOC108151274|XP_017135289.1|DMIR
OG0006807	LOC119073233|XP_037034440.1|BCOP	LOC108152317|XP_017137039.1|DMIR
OG0006808	LOC119073261|XP_037034531.1|BCOP	LOC108159275|XP_017147923.1|DMIR
OG0006809	LOC119080444|XP_037044704.1|BCOP	LOC108152850|XP_017137955.1|DMIR
OG0006810	LOC119073734|XP_037035261.1|BCOP	LOC108151249|XP_017135253.1|DMIR
OG0006811	LOC119073675|XP_037035176.1|BCOP	LOC108157209|XP_017144647.1|DMIR
OG0006812	LOC119073260|XP_037034528.1|BCOP	LOC108152739|XP_017137773.1|DMIR
OG0006813	LOC119066162|XP_037024356.1|BCOP	LOC108155574|XP_033245788.1|DMIR
OG0006814	LOC119076437|XP_037039087.1|BCOP	LOC108151118|XP_017135025.1|DMIR
OG0006815	LOC119080475|XP_037044750.1|BCOP	LOC108152882|XP_017138004.1|DMIR
OG0006816	LOC119080395|XP_037044609.1|BCOP	LOC108152649|XP_017137629.1|DMIR
OG0006817	LOC119066069|XP_037024195.1|BCOP	LOC108152444|XP_017137279.1|DMIR
OG0006818	LOC119066072|XP_037024211.1|BCOP	LOC108151834|XP_017136197.1|DMIR
OG0006820	LOC119079359|XP_037043101.1|BCOP	LOC108152320|XP_017137044.1|DMIR
OG0006821	LOC119067434|XP_037026301.1|BCOP	LOC108161630|XP_017151418.1|DMIR, LOC117191186|XP_033252022.1|DMIR
OG0006822	LOC119079810|XP_037043772.1|BCOP	LOC117185768|XP_033247325.1|DMIR, LOC108160513|XP_017150048.2|DMIR
OG0006823	LOC119080049|XP_037044150.1|BCOP	LOC108152793|XP_017137864.1|DMIR
OG0006824	LOC119080108|XP_037044234.1|BCOP	LOC108151480|XP_017135603.1|DMIR
OG0006825	LOC119079631|XP_037043526.1|BCOP	LOC108153520|XP_017139067.1|DMIR
OG0006826	LOC119079602|XP_037043492.1|BCOP	LOC108153522|XP_033242216.1|DMIR
OG0006828	LOC119085085|XP_037051223.1|BCOP	LOC108162202|XP_017152302.2|DMIR
OG0006829	LOC119078716|XP_037042283.1|BCOP	LOC108153086|XP_017138355.1|DMIR
OG0006830	LOC119080248|XP_037044394.1|BCOP	LOC108151053|XP_017134916.1|DMIR
OG0006831	LOC119073811|XP_037035479.1|BCOP	LOC108151863|XP_017136239.1|DMIR
OG0006832	LOC119073957|XP_037035741.1|BCOP	LOC108152094|XP_017136632.1|DMIR
OG0006833	LOC119073961|XP_037035758.1|BCOP	LOC108152485|XP_017137348.1|DMIR
OG0006835	LOC119079310|XP_037043000.1|BCOP	LOC108151751|XP_017136078.1|DMIR
OG0006837	LOC119073471|XP_037034871.1|BCOP	LOC108152650|XP_017137631.1|DMIR
OG0006838	LOC119073623|XP_037035104.1|BCOP	LOC108151830|XP_017136189.1|DMIR
OG0006839	LOC119073505|XP_037034915.1|BCOP	LOC108152917|XP_017138084.1|DMIR
OG0006840	LOC119079938|XP_037043941.1|BCOP	LOC108162845|XP_033249918.1|DMIR
OG0006841	LOC119080431|XP_037044683.1|BCOP	LOC108152771|XP_017137838.1|DMIR
OG0006842	LOC119076665|XP_037039457.1|BCOP	LOC108153259|XP_017138611.1|DMIR
OG0006843	LOC119083495|XP_037049114.1|BCOP	LOC108152533|XP_017137433.1|DMIR
OG0006844	LOC119083483|XP_037049108.1|BCOP	LOC108154834|XP_017140737.2|DMIR
OG0006845	LOC119081214|XP_037045829.1|BCOP	LOC108153074|XP_017138344.1|DMIR
OG0006846	LOC119081209|XP_037045822.1|BCOP	LOC108152878|XP_033242834.1|DMIR
OG0006847	LOC119081871|XP_037047003.1|BCOP	LOC108152876|XP_017137996.1|DMIR
OG0006848	LOC119075813|XP_037038279.1|BCOP	LOC108158882|XP_017147145.1|DMIR
OG0006849	LOC119075963|XP_037038440.1|BCOP	LOC108152945|XP_017138129.1|DMIR
OG0006850	LOC119080760|XP_037045216.1|BCOP	LOC108152587|XP_017137523.2|DMIR
OG0006851	LOC119081385|XP_037046170.1|BCOP	LOC117185882|XP_033243622.1|DMIR
OG0006852	LOC119073848|XP_037035585.1|BCOP	LOC108158510|XP_017146373.1|DMIR
OG0006853	LOC119080477|XP_037044752.1|BCOP	LOC108151498|XP_017135626.1|DMIR
OG0006854	LOC119073937|XP_037035707.1|BCOP	LOC108160736|XP_017150416.1|DMIR
OG0006855	LOC119080681|XP_037045009.1|BCOP	LOC108151508|XP_017135642.1|DMIR
OG0006856	LOC119073393|XP_037034715.1|BCOP	LOC117185839|XP_033253823.1|DMIR, LOC108158673|XP_033247278.1|DMIR
OG0006857	LOC119082334|XP_037047738.1|BCOP	LOC108160512|XP_017150045.1|DMIR
OG0006858	LOC119075553|XP_037037918.1|BCOP	LOC108152332|XP_017137071.1|DMIR
OG0006859	LOC119079974|XP_037044006.1|BCOP	LOC117189837|XP_033250792.1|DMIR, LOC108159461|XP_017148257.1|DMIR
OG0006860	LOC119082966|XP_037048505.1|BCOP, LOC119082190|XP_037047509.1|BCOP	LOC117187826|XP_033246577.1|DMIR, LOC108159621|XP_017148565.2|DMIR
OG0006861	LOC119073523|XP_037034953.1|BCOP	LOC117193624|XP_033254253.1|DMIR, LOC108158912|XP_017147196.1|DMIR
OG0006862	LOC119080722|XP_037045103.1|BCOP	LOC108151574|XP_017135735.1|DMIR
OG0006863	LOC119067887|XP_037027064.1|BCOP	LOC108162839|XP_017153272.1|DMIR
OG0006864	LOC119066054|XP_037024174.1|BCOP	LOC108159092|XP_017147546.1|DMIR
OG0006865	LOC119067733|XP_037026740.1|BCOP	LOC108157559|XP_017145159.1|DMIR
OG0006866	LOC119079526|XP_037043402.1|BCOP, LOC119073062|XP_037034261.1|BCOP	LOC108159424|XP_017148179.1|DMIR, LOC117189963|XP_033250936.1|DMIR
OG0006867	LOC119079478|XP_037043310.1|BCOP	LOC108160821|XP_017150540.1|DMIR, LOC117192278|XP_033252824.1|DMIR, LOC117192282|XP_033252829.1|DMIR
OG0006868	LOC119079455|XP_037043267.1|BCOP	LOC117192280|XP_033252827.1|DMIR, LOC108159817|XP_017148877.1|DMIR
OG0006869	LOC119077831|XP_037041044.1|BCOP	LOC108158973|XP_017147300.1|DMIR, LOC117185715|XP_033250448.1|DMIR
OG0006871	LOC119079945|XP_037043949.1|BCOP	LOC108158692|XP_017146714.1|DMIR, LOC117190364|XP_033251331.1|DMIR
OG0006872	LOC119073898|XP_037035682.1|BCOP	LOC108160855|XP_017150606.1|DMIR, LOC117192010|XP_033252624.1|DMIR
OG0006873	LOC119073866|XP_037035629.1|BCOP	LOC117190772|XP_033251721.1|DMIR, LOC108160721|XP_017150386.1|DMIR
OG0006874	LOC119078512|XP_037041968.1|BCOP	LOC108162427|XP_017152642.1|DMIR
OG0006876	LOC119066525|XP_037024941.1|BCOP	LOC108158585|XP_017146521.1|DMIR
OG0006877	LOC119066526|XP_037024945.1|BCOP	LOC108162775|XP_017153159.1|DMIR
OG0006878	LOC119076252|XP_037038814.1|BCOP	LOC108162737|XP_017153103.1|DMIR
OG0006879	LOC119076276|XP_037038837.1|BCOP	LOC117192478|XP_033253066.1|DMIR, LOC108159987|XP_017149184.1|DMIR
OG0006880	LOC119081755|XP_037046833.1|BCOP	LOC117188691|XP_033248808.1|DMIR
OG0006881	LOC119070813|XP_037031188.1|BCOP	LOC108162434|XP_017152657.1|DMIR
OG0006882	LOC119082031|XP_037047249.1|BCOP	LOC108159620|XP_017148564.1|DMIR
OG0006884	LOC119085271|XP_037051518.1|BCOP	LOC108162649|XP_017152970.1|DMIR
OG0006885	LOC119078824|XP_037042426.1|BCOP	LOC108162633|XP_017152946.2|DMIR
OG0006886	LOC119083913|XP_037049623.1|BCOP	LOC108157287|XP_017144774.1|DMIR
OG0006887	LOC119081677|XP_037046658.1|BCOP, LOC119076383|XP_037038997.1|BCOP	LOC108152458|XP_017137314.1|DMIR
OG0006888	LOC119085152|XP_037051338.1|BCOP	LOC108161613|XP_033249807.1|DMIR
OG0006889	LOC119078528|XP_037041989.1|BCOP	LOC108161361|XP_017151092.1|DMIR
OG0006890	LOC119071059|XP_037031578.1|BCOP	LOC108162031|XP_017152038.1|DMIR
OG0006891	LOC119083267|XP_037048842.1|BCOP	LOC108163119|XP_017153714.1|DMIR
OG0006892	LOC119068012|XP_037027266.1|BCOP	LOC108162914|XP_017153380.1|DMIR
OG0006893	LOC119066328|XP_037024623.1|BCOP	LOC108163965|XP_017155008.1|DMIR
OG0006894	LOC119066339|XP_037024640.1|BCOP	LOC108163964|XP_017155005.1|DMIR
OG0006895	LOC119081002|XP_037045571.1|BCOP	LOC108158608|XP_017146576.1|DMIR
OG0006896	LOC119085145|XP_037051318.1|BCOP	LOC108164254|XP_017155379.1|DMIR
OG0006897	LOC119070891|XP_037031309.1|BCOP	LOC108163023|XP_017153551.1|DMIR
OG0006898	LOC119066462|XP_037024863.1|BCOP	LOC108161734|XP_017151547.1|DMIR
OG0006899	LOC119070832|XP_037031233.1|BCOP	LOC108162068|XP_017152102.1|DMIR
OG0006900	LOC119077018|XP_037040026.1|BCOP	LOC108164531|XP_017155813.1|DMIR
OG0006901	LOC119079371|XP_037043136.1|BCOP	LOC108163686|XP_017154605.1|DMIR
OG0006902	LOC119081357|XP_037046102.1|BCOP	LOC108165032|XP_017156558.1|DMIR
OG0006903	LOC119068286|XP_037027717.1|BCOP	LOC108156358|XP_033246014.1|DMIR
OG0006904	LOC119078771|XP_037042376.1|BCOP	LOC108163775|XP_017154741.1|DMIR
OG0006905	LOC119078885|XP_037042501.1|BCOP, LOC119078886|XP_037042502.1|BCOP	LOC108162962|XP_017153449.1|DMIR
OG0006906	LOC119066821|XP_037025364.1|BCOP	LOC108163709|XP_017154641.1|DMIR
OG0006907	LOC119085887|XP_037052298.1|BCOP	LOC108161795|XP_033248771.1|DMIR
OG0006908	LOC119082289|XP_037047658.1|BCOP	LOC108163560|XP_017154414.1|DMIR
OG0006909	LOC119066441|XP_037024831.1|BCOP	LOC108163189|XP_017153818.1|DMIR
OG0006910	LOC119081919|XP_037047056.1|BCOP	LOC108162610|XP_017152918.1|DMIR
OG0006911	LOC119081052|XP_037045654.1|BCOP	LOC108164852|XP_017156269.1|DMIR
OG0006912	LOC119076978|XP_037039969.1|BCOP	LOC108163776|XP_017154743.1|DMIR
OG0006913	LOC119066647|XP_037025113.1|BCOP	LOC108163543|XP_017154390.1|DMIR
OG0006914	LOC119078448|XP_037041876.1|BCOP	LOC108151366|XP_017135415.1|DMIR
OG0006915	LOC119066645|XP_037025108.1|BCOP	LOC108162908|XP_017153368.1|DMIR
OG0006916	LOC119070679|XP_037031015.1|BCOP	LOC108162866|XP_017153304.1|DMIR
OG0006917	LOC119082557|XP_037047972.1|BCOP	LOC108162570|XP_017152859.1|DMIR
OG0006918	LOC119077153|XP_037040237.1|BCOP	LOC108164038|XP_017155104.1|DMIR
OG0006919	LOC119072823|XP_037034020.1|BCOP	LOC108161791|XP_017151629.1|DMIR
OG0006920	LOC119084576|XP_037050526.1|BCOP	LOC108161632|XP_017151422.1|DMIR
OG0006921	LOC119082106|XP_037047369.1|BCOP	LOC108162419|XP_017152634.1|DMIR
OG0006922	LOC119084793|XP_037050753.1|BCOP	LOC108162580|XP_017152882.1|DMIR
OG0006923	LOC119082118|XP_037047393.1|BCOP	LOC108162703|XP_017153047.1|DMIR
OG0006924	LOC119082748|XP_037048225.1|BCOP	LOC108161919|XP_017151823.1|DMIR
OG0006925	LOC119082746|XP_037048224.1|BCOP	LOC108157183|XP_017144595.1|DMIR
OG0006926	LOC119072877|XP_037034080.1|BCOP	LOC108163475|XP_017154265.2|DMIR
OG0006927	LOC119071868|XP_037032824.1|BCOP	LOC108163899|XP_017154911.2|DMIR
OG0006928	LOC119085426|XP_037051735.1|BCOP	LOC108164237|XP_033248861.1|DMIR
OG0006929	LOC119075603|XP_037037967.1|BCOP	LOC108162617|XP_017152925.1|DMIR
OG0006930	LOC119075613|XP_037037985.1|BCOP	LOC108163727|XP_017154672.1|DMIR
OG0006931	LOC119085937|XP_037052385.1|BCOP	LOC108163417|XP_017154174.1|DMIR
OG0006932	LOC119072886|XP_037034104.1|BCOP	LOC108163053|XP_017153614.1|DMIR
OG0006933	LOC119072890|XP_037034108.1|BCOP	LOC108161608|XP_017151393.1|DMIR
OG0006934	LOC119072819|XP_037034015.1|BCOP	LOC108156043|XP_033244480.1|DMIR
OG0006935	LOC119075625|XP_037037998.1|BCOP	LOC108163416|XP_017154172.1|DMIR
OG0006936	LOC119078596|XP_037042079.1|BCOP	LOC108163886|XP_017154892.1|DMIR
OG0006937	LOC119076233|XP_037038787.1|BCOP	LOC108163010|XP_017153527.1|DMIR
OG0006938	LOC119076234|XP_037038788.1|BCOP	LOC108162057|XP_017152086.1|DMIR
OG0006939	LOC119081841|XP_037046977.1|BCOP	LOC108162926|XP_017153400.1|DMIR
OG0006940	LOC119084688|XP_037050664.1|BCOP	LOC108163185|XP_017153810.1|DMIR
OG0006941	LOC119085373|XP_037051650.1|BCOP	LOC108162823|XP_017153238.1|DMIR
OG0006942	LOC119079999|XP_037044061.1|BCOP	LOC108158135|XP_017145833.1|DMIR
OG0006943	LOC119076924|XP_037039843.1|BCOP	LOC108161943|XP_017151865.1|DMIR
OG0006944	LOC119083009|XP_037048543.1|BCOP	LOC108162009|XP_017151989.1|DMIR
OG0006945	LOC119074229|XP_037036143.1|BCOP	LOC108162483|XP_017152722.1|DMIR
OG0006946	LOC119067297|XP_037026092.1|BCOP	LOC108157082|XP_017144420.1|DMIR
OG0006947	LOC119074773|XP_037036975.1|BCOP	LOC108162491|XP_017152731.1|DMIR
OG0006948	LOC119075676|XP_037038089.1|BCOP	LOC108163197|XP_017153831.1|DMIR
OG0006949	LOC119070906|XP_037031327.1|BCOP	LOC108163901|XP_017154914.1|DMIR
OG0006950	LOC119073592|XP_037035060.1|BCOP	LOC108162460|XP_017152696.1|DMIR
OG0006952	LOC119068424|XP_037027888.1|BCOP	LOC108154861|XP_017140777.1|DMIR
OG0006953	LOC119078706|XP_037042269.1|BCOP	LOC108152842|XP_017137939.1|DMIR
OG0006954	LOC119066724|XP_037025239.1|BCOP	LOC108161566|XP_017151344.2|DMIR
OG0006955	LOC119069593|XP_037029578.1|BCOP	LOC108157359|XP_017144871.1|DMIR
OG0006956	LOC119078413|XP_037041810.1|BCOP	LOC108162265|XP_017152403.1|DMIR
OG0006957	LOC119078647|XP_037042137.1|BCOP	LOC108163133|XP_017153736.2|DMIR
OG0006958	LOC119072006|XP_037033019.1|BCOP	LOC108160454|XP_017149959.1|DMIR, LOC117190854|XP_033251772.1|DMIR
OG0006959	LOC119079533|XP_037043413.1|BCOP	LOC108153368|XP_017138827.1|DMIR
OG0006960	LOC119075357|XP_037037684.1|BCOP	LOC108162198|XP_017152294.1|DMIR
OG0006961	LOC119078520|XP_037041978.1|BCOP	LOC108163758|XP_017154718.1|DMIR
OG0006962	LOC119078599|XP_037042083.1|BCOP	LOC108162613|XP_017152920.1|DMIR
OG0006963	LOC119075657|XP_037038061.1|BCOP	LOC108162036|XP_017152048.2|DMIR
OG0006964	LOC119075641|XP_037038018.1|BCOP	LOC108164230|XP_017155350.2|DMIR
OG0006965	LOC119085920|XP_037052369.1|BCOP	LOC108161735|XP_017151548.1|DMIR
OG0006966	LOC119070953|XP_037031403.1|BCOP	LOC108162433|XP_017152656.2|DMIR
