Orthogroup	BCOP.longest_only	DSER.longest_only
OG0006336	LOC119069077|XP_037028849.1|BCOP	LOC110182057|XP_020805672.1|DSER
OG0006337	LOC119067395|XP_037026218.1|BCOP	LOC110176073|XP_020797953.1|DSER
OG0006338	LOC119069047|XP_037028812.1|BCOP	LOC110176445|XP_020798453.1|DSER
OG0006339	LOC119067133|XP_037025816.1|BCOP	LOC110184393|XP_020808561.1|DSER
OG0006340	LOC119067146|XP_037025839.1|BCOP	LOC110179122|XP_020802171.1|DSER
OG0006341	LOC119067139|XP_037025832.1|BCOP	LOC110176123|XP_020798019.1|DSER
OG0006342	LOC119067127|XP_037025796.1|BCOP	LOC110175932|XP_020797770.1|DSER
OG0006343	LOC119067128|XP_037025805.1|BCOP	LOC110176094|XP_020797993.1|DSER
OG0006344	LOC119067138|XP_037025830.1|BCOP	LOC110180638|XP_020803990.1|DSER
OG0006345	LOC119068318|XP_037027764.1|BCOP	LOC110188657|XP_020814101.1|DSER
OG0006346	LOC119068325|XP_037027776.1|BCOP	LOC110186861|XP_020811812.1|DSER
OG0006347	LOC119068317|XP_037027761.1|BCOP	LOC110176393|XP_020798381.1|DSER
OG0006348	LOC119071867|XP_037032823.1|BCOP	LOC110182555|XP_020806266.1|DSER
OG0006349	LOC119067441|XP_037026311.1|BCOP	LOC110179433|XP_020802625.1|DSER
OG0006350	LOC119068700|XP_037028286.1|BCOP	LOC110186544|XP_020811406.1|DSER
OG0006351	LOC119070396|XP_037030610.1|BCOP	LOC110180119|XP_020803418.1|DSER
OG0006352	LOC119082541|XP_037047949.1|BCOP	LOC110189233|XP_020814875.1|DSER
OG0006353	LOC119081989|XP_037047208.1|BCOP	LOC110186564|XP_020811427.1|DSER
OG0006354	LOC119080714|XP_037045089.1|BCOP	LOC110177429|XP_020799811.1|DSER
OG0006355	LOC119070398|XP_037030614.1|BCOP	LOC110179381|XP_020802554.1|DSER
OG0006356	LOC119084407|XP_037050272.1|BCOP	LOC110181758|XP_020805280.1|DSER
OG0006357	LOC119068052|XP_037027317.1|BCOP	LOC110181678|XP_020805172.1|DSER
OG0006358	LOC119070350|XP_037030532.1|BCOP	LOC110177637|XP_020800108.1|DSER
OG0006359	LOC119068398|XP_037027854.1|BCOP, LOC119080366|XP_037044558.1|BCOP	LOC110191777|XP_020818381.1|DSER
OG0006360	LOC119068396|XP_037027847.1|BCOP	LOC110181918|XP_020805513.1|DSER
OG0006362	LOC119082186|XP_037047508.1|BCOP	LOC110179512|XP_020802748.1|DSER
OG0006363	LOC119069870|XP_037029939.1|BCOP, LOC119070110|XP_037030318.1|BCOP, LOC119083412|XP_037049025.1|BCOP, LOC119070118|XP_037030327.1|BCOP	LOC110181776|XP_020805313.1|DSER
OG0006364	LOC119070074|XP_037030269.1|BCOP	LOC110187293|XP_020812341.1|DSER
OG0006365	LOC119068965|XP_037028724.1|BCOP	LOC110176067|XP_020797947.1|DSER
OG0006366	LOC119068959|XP_037028722.1|BCOP	LOC110176016|XP_020797884.1|DSER
OG0006367	LOC119068549|XP_037028072.1|BCOP	LOC110179399|XP_020802582.1|DSER
OG0006368	LOC119067745|XP_037026770.1|BCOP	LOC110186630|XP_020811546.1|DSER
OG0006369	LOC119067738|XP_037026751.1|BCOP	LOC110186620|XP_020811515.1|DSER
OG0006370	LOC119066993|XP_037025612.1|BCOP	LOC110181707|XP_020805214.1|DSER
OG0006371	LOC119069324|XP_037029276.1|BCOP	LOC110186671|XP_020811594.1|DSER
OG0006372	LOC119069319|XP_037029269.1|BCOP	LOC110186779|XP_020811710.1|DSER
OG0006373	LOC119067684|XP_037026698.1|BCOP	LOC110181556|XP_020804997.1|DSER
OG0006374	LOC119067669|XP_037026670.1|BCOP	LOC110182197|XP_020805869.1|DSER
OG0006375	LOC119071516|XP_037032286.1|BCOP	LOC110184576|XP_020808810.1|DSER
OG0006376	LOC119067612|XP_037026601.1|BCOP	LOC110179379|XP_020802552.1|DSER
OG0006377	LOC119082725|XP_037048210.1|BCOP	LOC110181745|XP_020805264.1|DSER
OG0006378	LOC119082747|XP_037048228.1|BCOP	LOC110189033|XP_020814660.1|DSER
OG0006379	LOC119069624|XP_037029618.1|BCOP	LOC110181493|XP_020804915.1|DSER
OG0006380	LOC119069610|XP_037029598.1|BCOP	LOC110181711|XP_020805219.1|DSER
OG0006381	LOC119083233|XP_037048790.1|BCOP	LOC110180643|XP_020803996.1|DSER
OG0006382	LOC119085586|XP_037051899.1|BCOP	LOC110183512|XP_020807457.1|DSER
OG0006383	LOC119067801|XP_037026843.1|BCOP	LOC110180378|XP_020803703.1|DSER
OG0006384	LOC119067804|XP_037026849.1|BCOP	LOC110180331|XP_020803648.1|DSER
OG0006385	LOC119068285|XP_037027715.1|BCOP	LOC110177315|XP_020799646.1|DSER
OG0006386	LOC119068281|XP_037027708.1|BCOP	LOC110186034|XP_020810730.1|DSER
OG0006387	LOC119068284|XP_037027713.1|BCOP	LOC110186393|XP_020811214.1|DSER
OG0006388	LOC119081602|XP_037046536.1|BCOP	LOC110180471|XP_020803807.1|DSER
OG0006389	LOC119082345|XP_037047758.1|BCOP	LOC110180470|XP_020803806.1|DSER
OG0006390	LOC119074916|XP_037037204.1|BCOP, LOC119069850|XP_037029918.1|BCOP	LOC110187770|XP_020812893.1|DSER
OG0006391	LOC119069708|XP_037029727.1|BCOP	LOC110184699|XP_020808974.1|DSER
OG0006392	LOC119068750|XP_037028365.1|BCOP	LOC110182567|XP_020806275.1|DSER
OG0006393	LOC119067334|XP_037026134.1|BCOP, LOC119082408|XP_037047834.1|BCOP	LOC110181210|XP_020804551.1|DSER
OG0006394	LOC119068309|XP_037027745.1|BCOP	LOC110187759|XP_020812882.1|DSER
OG0006395	LOC119069232|XP_037029167.1|BCOP	LOC110186611|XP_020811502.1|DSER
OG0006396	LOC119075794|XP_037038256.1|BCOP	LOC110180141|XP_020803446.1|DSER
OG0006397	LOC119067830|XP_037026898.1|BCOP	LOC110184604|XP_020808855.1|DSER
OG0006398	LOC119074640|XP_037036811.1|BCOP	LOC110182097|XP_020805740.1|DSER
OG0006399	LOC119079764|XP_037043742.1|BCOP	LOC110184271|XP_020808395.1|DSER
OG0006400	LOC119067813|XP_037026861.1|BCOP	LOC110184269|XP_020808393.1|DSER
OG0006401	LOC119071281|XP_037032042.1|BCOP	LOC110185260|XP_020809658.1|DSER
OG0006402	LOC119069682|XP_037029697.1|BCOP	LOC110190952|XP_020817292.1|DSER
OG0006403	LOC119069677|XP_037029691.1|BCOP	LOC110191306|XP_020817775.1|DSER
OG0006404	LOC119068335|XP_037027788.1|BCOP	LOC110186950|XP_020811944.1|DSER
OG0006405	LOC119068342|XP_037027792.1|BCOP	LOC110191240|XP_020817677.1|DSER
OG0006406	LOC119068794|XP_037028452.1|BCOP	LOC110177460|XP_020799857.1|DSER
OG0006407	LOC119069218|XP_037029090.1|BCOP	LOC110184344|XP_020808498.1|DSER
OG0006408	LOC119068829|XP_037028493.1|BCOP	LOC110184165|XP_020808235.1|DSER
OG0006409	LOC119069279|XP_037029236.1|BCOP	LOC110184226|XP_020808344.1|DSER
OG0006410	LOC119068783|XP_037028438.1|BCOP	LOC110181514|XP_020804947.1|DSER
OG0006411	LOC119069611|XP_037029599.1|BCOP	LOC110179678|XP_020802949.1|DSER
OG0006412	LOC119069360|XP_037029328.1|BCOP	LOC110186785|XP_020811719.1|DSER
OG0006413	LOC119068478|XP_037027984.1|BCOP	LOC110186411|XP_020811241.1|DSER
OG0006414	LOC119068480|XP_037027986.1|BCOP	LOC110188356|XP_020813723.1|DSER
OG0006415	LOC119074402|XP_037036419.1|BCOP	LOC110182215|XP_020805900.1|DSER
OG0006416	LOC119068463|XP_037027951.1|BCOP	LOC110183497|XP_020807439.1|DSER
OG0006417	LOC119081352|XP_037046095.1|BCOP	LOC110185811|XP_020810474.1|DSER
OG0006418	LOC119067234|XP_037025985.1|BCOP	LOC110179108|XP_020802157.1|DSER
OG0006419	LOC119068222|XP_037027613.1|BCOP	LOC110191391|XP_020817905.1|DSER
OG0006420	LOC119070511|XP_037030767.1|BCOP	LOC110186397|XP_020811222.1|DSER
OG0006421	LOC119067197|XP_037025923.1|BCOP	LOC110182709|XP_020806466.1|DSER
OG0006422	LOC119070225|XP_037030394.1|BCOP	LOC110183121|XP_020806971.1|DSER
OG0006423	LOC119083146|XP_037048684.1|BCOP	LOC110188334|XP_020813701.1|DSER
OG0006424	LOC119083152|XP_037048693.1|BCOP	LOC110188336|XP_020813703.1|DSER
OG0006425	LOC119067081|XP_037025719.1|BCOP	LOC110187961|XP_020813139.1|DSER
OG0006426	LOC119067079|XP_037025714.1|BCOP	LOC110187960|XP_020813138.1|DSER
OG0006427	LOC119082158|XP_037047457.1|BCOP	LOC110177393|XP_020799755.1|DSER
OG0006428	LOC119085108|XP_037051261.1|BCOP	LOC110177175|XP_020799422.1|DSER
OG0006429	LOC119069186|XP_037029022.1|BCOP	LOC110191307|XP_020817776.1|DSER
OG0006430	LOC119069817|XP_037029874.1|BCOP	LOC110184671|XP_020808937.1|DSER
OG0006431	LOC119067912|XP_037027105.1|BCOP	LOC110176410|XP_020798408.1|DSER
OG0006432	LOC119067937|XP_037027147.1|BCOP	LOC110188263|XP_020813608.1|DSER
OG0006433	LOC119068716|XP_037028300.1|BCOP	LOC110188064|XP_020813273.1|DSER
OG0006434	LOC119081543|XP_037046449.1|BCOP	LOC110183386|XP_020807311.1|DSER
OG0006435	LOC119067880|XP_037027046.1|BCOP	LOC110177285|XP_020799594.1|DSER
OG0006436	LOC119066995|XP_037025618.1|BCOP, LOC119069886|XP_037029959.1|BCOP	LOC110181488|XP_020804908.1|DSER
OG0006437	LOC119084261|XP_037050069.1|BCOP	LOC110184197|XP_020808287.1|DSER
OG0006438	LOC119069512|XP_037029484.1|BCOP	LOC110187556|XP_020812604.1|DSER
OG0006439	LOC119068459|XP_037027939.1|BCOP	LOC110190433|XP_020816578.1|DSER
OG0006440	LOC119067432|XP_037026299.1|BCOP	LOC110191417|XP_020817934.1|DSER
OG0006441	LOC119077413|XP_037040521.1|BCOP	LOC110191393|XP_020817910.1|DSER
OG0006442	LOC119074148|XP_037036043.1|BCOP	LOC110189685|XP_020815514.1|DSER
OG0006443	LOC119069909|XP_037030010.1|BCOP	LOC110191807|XP_020818418.1|DSER
OG0006444	LOC119082481|XP_037047896.1|BCOP	LOC110186174|XP_020810886.1|DSER
OG0006445	LOC119070123|XP_037030337.1|BCOP	LOC110182502|XP_020806209.1|DSER
OG0006446	LOC119069926|XP_037030044.1|BCOP	LOC110189039|XP_020814667.1|DSER
OG0006447	LOC119069930|XP_037030048.1|BCOP	LOC110190875|XP_020817191.1|DSER
OG0006448	LOC119068561|XP_037028084.1|BCOP	LOC110189720|XP_020815573.1|DSER
OG0006449	LOC119068558|XP_037028079.1|BCOP	LOC110189468|XP_020815209.1|DSER
OG0006450	LOC119078020|XP_037041307.1|BCOP	LOC110187209|XP_020812268.1|DSER
OG0006451	LOC119070592|XP_037030905.1|BCOP	LOC110184367|XP_020808520.1|DSER
OG0006452	LOC119080307|XP_037044480.1|BCOP	LOC110190859|XP_020817168.1|DSER
OG0006453	LOC119079065|XP_037042768.1|BCOP	LOC110185217|XP_020809605.1|DSER
OG0006454	LOC119078355|XP_037041750.1|BCOP	LOC110179485|XP_020802718.1|DSER
OG0006455	LOC119069448|XP_037029398.1|BCOP	LOC110187895|XP_020813042.1|DSER
OG0006456	LOC119078482|XP_037041933.1|BCOP	LOC110187661|XP_020812739.1|DSER
OG0006457	LOC119067351|XP_037026156.1|BCOP	LOC110184298|XP_020808449.1|DSER
OG0006458	LOC119083218|XP_037048780.1|BCOP, LOC119082187|XP_037047505.1|BCOP	LOC110183326|XP_020807233.1|DSER
OG0006459	LOC119078257|XP_037041647.1|BCOP	LOC110188215|XP_020813513.1|DSER
OG0006460	LOC119081699|XP_037046701.1|BCOP	LOC110191067|XP_020817458.1|DSER
OG0006461	LOC119082805|XP_037048350.1|BCOP	LOC110188187|XP_020813422.1|DSER
OG0006462	LOC119070462|XP_037030710.1|BCOP	LOC110185448|XP_020809940.1|DSER
OG0006463	LOC119069962|XP_037030090.1|BCOP	LOC110191867|XP_020818506.1|DSER
OG0006464	LOC119069982|XP_037030121.1|BCOP	LOC110184634|XP_020808890.1|DSER
OG0006465	LOC119073276|XP_037034553.1|BCOP	LOC110180441|XP_020803770.1|DSER
OG0006466	LOC119079296|XP_037042978.1|BCOP	LOC110182583|XP_020806288.1|DSER
OG0006467	LOC119068460|XP_037027941.1|BCOP	LOC110186376|XP_020811187.1|DSER
OG0006468	LOC119080938|XP_037045459.1|BCOP	LOC110190918|XP_020817238.1|DSER
OG0006469	LOC119068776|XP_037028431.1|BCOP	LOC110180097|XP_020803379.1|DSER
OG0006470	LOC119068428|XP_037027891.1|BCOP	LOC110190666|XP_020816925.1|DSER
OG0006471	LOC119073968|XP_037035769.1|BCOP	LOC110191070|XP_020817461.1|DSER
OG0006472	LOC119067217|XP_037025958.1|BCOP	LOC110191069|XP_020817460.1|DSER
OG0006473	LOC119081915|XP_037047050.1|BCOP	LOC110190610|XP_020816862.1|DSER
OG0006474	LOC119082692|XP_037048163.1|BCOP	LOC110176847|XP_020798972.1|DSER
OG0006475	LOC119067896|XP_037027081.1|BCOP	LOC110176640|XP_020798726.1|DSER
OG0006476	LOC119068097|XP_037027415.1|BCOP	LOC110180433|XP_020803763.1|DSER
OG0006477	LOC119068115|XP_037027459.1|BCOP	LOC110184439|XP_020808637.1|DSER
OG0006479	LOC119085649|XP_037051983.1|BCOP	LOC110191445|XP_020817968.1|DSER
OG0006480	LOC119080197|XP_037044332.1|BCOP	LOC110191579|XP_020818121.1|DSER
OG0006481	LOC119085434|XP_037051745.1|BCOP	LOC110183980|XP_020807995.1|DSER
OG0006482	LOC119068972|XP_037028733.1|BCOP	LOC110190870|XP_020817182.1|DSER
OG0006483	LOC119085249|XP_037051480.1|BCOP	LOC110187830|XP_020812967.1|DSER
OG0006484	LOC119068377|XP_037027841.1|BCOP	LOC110187726|XP_020812834.1|DSER
OG0006485	LOC119082530|XP_037047940.1|BCOP	LOC110186441|XP_020811284.1|DSER
OG0006486	LOC119068559|XP_037028080.1|BCOP	LOC110176464|XP_020798480.1|DSER
OG0006487	LOC119067077|XP_037025712.1|BCOP	LOC110187704|XP_020812797.1|DSER
OG0006488	LOC119069434|XP_037029386.1|BCOP	LOC110183648|XP_020807631.1|DSER
OG0006489	LOC119068104|XP_037027425.1|BCOP	LOC110186542|XP_020811408.1|DSER
OG0006490	LOC119067971|XP_037027208.1|BCOP	LOC110190982|XP_020817349.1|DSER
OG0006491	LOC119077136|XP_037040210.1|BCOP	LOC110187534|XP_020812587.1|DSER
OG0006492	LOC119067090|XP_037025744.1|BCOP	LOC110191112|XP_020817516.1|DSER
OG0006493	LOC119067025|XP_037025652.1|BCOP, LOC119070126|XP_037030341.1|BCOP	LOC110184433|XP_020808628.1|DSER
OG0006494	LOC119081751|XP_037046828.1|BCOP	LOC110187044|XP_020812075.1|DSER
OG0006495	LOC119068563|XP_037028087.1|BCOP	LOC110181894|XP_020805485.1|DSER
OG0006496	LOC119067268|XP_037026042.1|BCOP	LOC110191130|XP_020817542.1|DSER
OG0006497	LOC119067895|XP_037027079.1|BCOP	LOC110187911|XP_020813073.1|DSER
OG0006498	LOC119067883|XP_037027057.1|BCOP	LOC110188125|XP_020813371.1|DSER
OG0006499	LOC119067877|XP_037027041.1|BCOP	LOC110191109|XP_020817512.1|DSER
OG0006500	LOC119085007|XP_037051084.1|BCOP	LOC110183397|XP_020807326.1|DSER
OG0006501	LOC119067891|XP_037027071.1|BCOP	LOC110186777|XP_020811707.1|DSER
OG0006502	LOC119069237|XP_037029173.1|BCOP	LOC110186600|XP_020811490.1|DSER
OG0006503	LOC119069272|XP_037029225.1|BCOP	LOC110186275|XP_020811047.1|DSER
OG0006504	LOC119075756|XP_037038188.1|BCOP	LOC110186594|XP_020811481.1|DSER
OG0006505	LOC119069138|XP_037028939.1|BCOP	LOC110189017|XP_020814637.1|DSER
OG0006506	LOC119069144|XP_037028944.1|BCOP	LOC110190209|XP_020816224.1|DSER
OG0006507	LOC119080404|XP_037044627.1|BCOP	LOC110188216|XP_020813514.1|DSER
OG0006509	LOC119070501|XP_037030744.1|BCOP	LOC110179098|XP_020802142.1|DSER
OG0006510	LOC119069224|XP_037029145.1|BCOP	LOC110191439|XP_020817961.1|DSER
OG0006511	LOC119067518|XP_037026433.1|BCOP	LOC110187657|XP_020812735.1|DSER
OG0006512	LOC119070569|XP_037030869.1|BCOP	LOC110177221|XP_020799497.1|DSER
OG0006513	LOC119067793|XP_037026832.1|BCOP	LOC110188103|XP_020813325.1|DSER
OG0006514	LOC119067999|XP_037027255.1|BCOP	LOC110190573|XP_020816821.1|DSER
OG0006515	LOC119067998|XP_037027254.1|BCOP	LOC110188023|XP_020813221.1|DSER
OG0006516	LOC119067840|XP_037026910.1|BCOP	LOC110191373|XP_020817884.1|DSER
OG0006517	LOC119070399|XP_037030617.1|BCOP	LOC110190255|XP_020816283.1|DSER
OG0006518	LOC119067844|XP_037026923.1|BCOP	LOC110189081|XP_020814715.1|DSER
OG0006519	LOC119067507|XP_037026414.1|BCOP	LOC110190266|XP_020816295.1|DSER
OG0006520	LOC119069134|XP_037028935.1|BCOP	LOC110186988|XP_020812004.1|DSER
OG0006521	LOC119068028|XP_037027286.1|BCOP	LOC110186929|XP_020811914.1|DSER
OG0006522	LOC119069712|XP_037029731.1|BCOP	LOC110186406|XP_020811231.1|DSER
OG0006523	LOC119069676|XP_037029690.1|BCOP	LOC110191781|XP_020818387.1|DSER
OG0006524	LOC119067573|XP_037026552.1|BCOP	LOC110185593|XP_020810187.1|DSER
OG0006525	LOC119070275|XP_037030431.1|BCOP	LOC110181779|XP_020805317.1|DSER
OG0006528	LOC119068812|XP_037028482.1|BCOP	LOC110176586|XP_020798660.1|DSER
OG0006529	LOC119068813|XP_037028483.1|BCOP	LOC110176646|XP_020798733.1|DSER
OG0006530	LOC119068817|XP_037028485.1|BCOP	LOC110176624|XP_020798708.1|DSER
OG0006532	LOC119069225|XP_037029146.1|BCOP	LOC110176593|XP_020798668.1|DSER
OG0006533	LOC119069215|XP_037029086.1|BCOP	LOC110177739|XP_020800254.1|DSER
OG0006534	LOC119077417|XP_037040524.1|BCOP	LOC110191874|XP_020818516.1|DSER
OG0006535	LOC119067085|XP_037025738.1|BCOP	LOC110191425|XP_020817943.1|DSER
OG0006536	LOC119069946|XP_037030069.1|BCOP	LOC110189561|XP_020815354.1|DSER
OG0006537	LOC119069811|XP_037029864.1|BCOP	LOC110186699|XP_020811631.1|DSER
OG0006538	LOC119069725|XP_037029744.1|BCOP	LOC110177457|XP_020799850.1|DSER
OG0006539	LOC119068196|XP_037027591.1|BCOP	LOC110186826|XP_020811772.1|DSER
OG0006540	LOC119070315|XP_037030475.1|BCOP	LOC110190956|XP_020817300.1|DSER
OG0006541	LOC119070439|XP_037030684.1|BCOP	LOC110186945|XP_020811938.1|DSER
OG0006542	LOC119070440|XP_037030685.1|BCOP	LOC110186946|XP_020811939.1|DSER
OG0006543	LOC119068708|XP_037028292.1|BCOP	LOC110186396|XP_020811218.1|DSER
OG0006544	LOC119074598|XP_037036738.1|BCOP	LOC110190158|XP_020816156.1|DSER
OG0006545	LOC119069592|XP_037029577.1|BCOP	LOC110179669|XP_020802939.1|DSER
OG0006546	LOC119069588|XP_037029573.1|BCOP	LOC110191319|XP_020817800.1|DSER
OG0006547	LOC119070084|XP_037030292.1|BCOP	LOC110191160|XP_020817577.1|DSER
OG0006548	LOC119067347|XP_037026153.1|BCOP	LOC110184281|XP_020808425.1|DSER
OG0006549	LOC119067009|XP_037025631.1|BCOP	LOC110177356|XP_020799707.1|DSER
OG0006550	LOC119067008|XP_037025629.1|BCOP	LOC110186908|XP_020811887.1|DSER
OG0006551	LOC119071215|XP_037031919.1|BCOP	LOC110181858|XP_020805436.1|DSER
OG0006552	LOC119068033|XP_037027335.1|BCOP	LOC110181738|XP_020805257.1|DSER
OG0006553	LOC119068666|XP_037028243.1|BCOP	LOC110186891|XP_020811849.1|DSER
OG0006554	LOC119069418|XP_037029360.1|BCOP	LOC110188736|XP_020814227.1|DSER
OG0006555	LOC119068773|XP_037028424.1|BCOP	LOC110188071|XP_020813281.1|DSER
OG0006557	LOC119084789|XP_037050749.1|BCOP	LOC110186526|XP_020811383.1|DSER
OG0006558	LOC119084022|XP_037049739.1|BCOP	LOC110189888|XP_020815801.1|DSER
OG0006559	LOC119069785|XP_037029822.1|BCOP	LOC110188439|XP_020813825.1|DSER
OG0006560	LOC119072547|XP_037033676.1|BCOP	LOC110176450|XP_020798460.1|DSER
OG0006561	LOC119074461|XP_037036497.1|BCOP	LOC110176522|XP_020798558.1|DSER
OG0006562	LOC119067919|XP_037027116.1|BCOP	LOC110187000|XP_020812019.1|DSER
OG0006563	LOC119070491|XP_037030739.1|BCOP	LOC110191275|XP_020817729.1|DSER
OG0006564	LOC119070488|XP_037030736.1|BCOP	LOC110191131|XP_020817543.1|DSER
OG0006565	LOC119070486|XP_037030734.1|BCOP	LOC110191415|XP_020817932.1|DSER
OG0006566	LOC119067282|XP_037026057.1|BCOP	LOC110176444|XP_020798452.1|DSER
OG0006567	LOC119068689|XP_037028271.1|BCOP	LOC110190881|XP_020817196.1|DSER
OG0006568	LOC119068688|XP_037028270.1|BCOP	LOC110190880|XP_020817195.1|DSER
OG0006569	LOC119072870|XP_037034070.1|BCOP	LOC110190528|XP_020816733.1|DSER
OG0006570	LOC119067115|XP_037025784.1|BCOP	LOC110177139|XP_020799372.1|DSER
OG0006571	LOC119070515|XP_037030774.1|BCOP	LOC110188269|XP_020813617.1|DSER
OG0006572	LOC119078819|XP_037042420.1|BCOP	LOC110189027|XP_020814649.1|DSER
OG0006573	LOC119067184|XP_037025902.1|BCOP	LOC110191757|XP_020818355.1|DSER
OG0006574	LOC119069196|XP_037029039.1|BCOP	LOC110190939|XP_020817265.1|DSER
OG0006575	LOC119069120|XP_037028912.1|BCOP	LOC110186541|XP_020811404.1|DSER
OG0006577	LOC119082471|XP_037047888.1|BCOP	LOC110186440|XP_020811283.1|DSER
OG0006578	LOC119070558|XP_037030857.1|BCOP	LOC110187815|XP_020812952.1|DSER
OG0006579	LOC119068985|XP_037028750.1|BCOP	LOC110183875|XP_020807887.1|DSER
OG0006580	LOC119070355|XP_037030543.1|BCOP	LOC110187843|XP_020812984.1|DSER
OG0006581	LOC119067105|XP_037025764.1|BCOP	LOC110188500|XP_020813890.1|DSER
OG0006582	LOC119067113|XP_037025782.1|BCOP	LOC110187639|XP_020812705.1|DSER
OG0006583	LOC119080704|XP_037045058.1|BCOP	LOC110187796|XP_020812929.1|DSER
OG0006584	LOC119078674|XP_037042228.1|BCOP	LOC110176987|XP_020799155.1|DSER
OG0006585	LOC119081167|XP_037045802.1|BCOP	LOC110184982|XP_020809293.1|DSER
OG0006586	LOC119068489|XP_037027996.1|BCOP	LOC110176531|XP_020798570.1|DSER
OG0006587	LOC119068475|XP_037027981.1|BCOP	LOC110176527|XP_020798563.1|DSER
OG0006588	LOC119085742|XP_037052106.1|BCOP	LOC110191430|XP_020817947.1|DSER
OG0006589	LOC119085755|XP_037052133.1|BCOP	LOC110177133|XP_020799362.1|DSER
OG0006590	LOC119085759|XP_037052138.1|BCOP	LOC110191755|XP_020818353.1|DSER
OG0006591	LOC119073991|XP_037035802.1|BCOP	LOC110190007|XP_020815964.1|DSER
OG0006592	LOC119085729|XP_037052089.1|BCOP	LOC110188451|XP_020813839.1|DSER
OG0006593	LOC119085728|XP_037052088.1|BCOP	LOC110188449|XP_020813836.1|DSER
OG0006594	LOC119084887|XP_037050929.1|BCOP	LOC110190542|XP_020816748.1|DSER
OG0006595	LOC119081724|XP_037046762.1|BCOP	LOC110188931|XP_020814516.1|DSER
OG0006596	LOC119081745|XP_037046811.1|BCOP	LOC110184030|XP_020808053.1|DSER
OG0006597	LOC119082180|XP_037047489.1|BCOP, LOC119083072|XP_037048590.1|BCOP	LOC110188870|XP_020814442.1|DSER
OG0006598	LOC119083065|XP_037048583.1|BCOP	LOC110183367|XP_020807288.1|DSER
OG0006599	LOC119075457|XP_037037795.1|BCOP	LOC110178586|XP_020801424.1|DSER
OG0006600	LOC119076288|XP_037038848.1|BCOP	LOC110176740|XP_020798843.1|DSER
OG0006601	LOC119080529|XP_037044835.1|BCOP	LOC110187057|XP_020812105.1|DSER
OG0006602	LOC119084908|XP_037050958.1|BCOP	LOC110187065|XP_020812117.1|DSER
OG0006603	LOC119075845|XP_037038296.1|BCOP	LOC110187455|XP_020812505.1|DSER
OG0006604	LOC119074579|XP_037036708.1|BCOP	LOC110190731|XP_020817011.1|DSER
OG0006605	LOC119072799|XP_037033992.1|BCOP	LOC110181852|XP_020805423.1|DSER
OG0006606	LOC119079662|XP_037043607.1|BCOP	LOC110178784|XP_020801689.1|DSER
OG0006607	LOC119079302|XP_037042984.1|BCOP	LOC110178649|XP_020801500.1|DSER
OG0006608	LOC119073748|XP_037035303.1|BCOP	LOC110177189|XP_020799443.1|DSER
OG0006609	LOC119073542|XP_037034984.1|BCOP	LOC110186377|XP_020811189.1|DSER
OG0006610	LOC119073694|XP_037035185.1|BCOP	LOC110190472|XP_020816640.1|DSER
OG0006611	LOC119073711|XP_037035228.1|BCOP	LOC110188894|XP_020814472.1|DSER
OG0006612	LOC119073718|XP_037035236.1|BCOP	LOC110188907|XP_020814487.1|DSER
OG0006613	LOC119073602|XP_037035070.1|BCOP	LOC110188899|XP_020814479.1|DSER
OG0006614	LOC119079802|XP_037043759.1|BCOP	LOC110177869|XP_020800484.1|DSER, LOC110188895|XP_020814473.1|DSER
OG0006615	LOC119079800|XP_037043757.1|BCOP	LOC110188884|XP_020814461.1|DSER
OG0006616	LOC119084849|XP_037050861.1|BCOP	LOC110190430|XP_020816570.1|DSER
OG0006617	LOC119078726|XP_037042302.1|BCOP	LOC110185202|XP_020809587.1|DSER
OG0006618	LOC119080862|XP_037045334.1|BCOP	LOC110190567|XP_020816802.1|DSER
OG0006619	LOC119080517|XP_037044821.1|BCOP	LOC110188880|XP_020814457.1|DSER
OG0006620	LOC119080421|XP_037044657.1|BCOP	LOC110188813|XP_020814350.1|DSER
OG0006621	LOC119080497|XP_037044791.1|BCOP	LOC110187123|XP_020812196.1|DSER
OG0006622	LOC119074129|XP_037036011.1|BCOP	LOC110183638|XP_020807616.1|DSER
OG0006624	LOC119081376|XP_037046152.1|BCOP	LOC110189728|XP_020815578.1|DSER
OG0006626	LOC119073842|XP_037035576.1|BCOP	LOC110189357|XP_020815058.1|DSER
OG0006627	LOC119073835|XP_037035541.1|BCOP	LOC110191108|XP_020817515.1|DSER
OG0006628	LOC119073975|XP_037035776.1|BCOP	LOC110176426|XP_020798436.1|DSER
OG0006629	LOC119081559|XP_037046483.1|BCOP	LOC110179200|XP_020802276.1|DSER
OG0006630	LOC119074484|XP_037036526.1|BCOP	LOC110179349|XP_020802519.1|DSER
OG0006631	LOC119078214|XP_037041571.1|BCOP	LOC110189074|XP_020814703.1|DSER
OG0006632	LOC119079634|XP_037043549.1|BCOP	LOC110181889|XP_020805482.1|DSER
OG0006633	LOC119079543|XP_037043425.1|BCOP	LOC110177607|XP_020800065.1|DSER
OG0006634	LOC119070936|XP_037031377.1|BCOP	LOC110178160|XP_020800852.1|DSER
OG0006635	LOC119068110|XP_037027451.1|BCOP	LOC110183202|XP_020807073.1|DSER
OG0006636	LOC119073903|XP_037035688.1|BCOP	LOC110181497|XP_020804924.1|DSER
OG0006637	LOC119081284|XP_037045941.1|BCOP	LOC110178754|XP_020801646.1|DSER
