Orthogroup	BCOP.longest_only	DPER.longest_only
OG0008025	LOC119069738|XP_037029775.1|BCOP	LOC6596726|XP_026845991.1|DPER
OG0008026	LOC119068656|XP_037028231.1|BCOP	LOC6599165|XP_002024356.2|DPER
OG0008027	LOC119074617|XP_037036772.1|BCOP	LOC6604150|XP_026848950.1|DPER
OG0008028	LOC119070598|XP_037030915.1|BCOP	LOC6591412|XP_002016938.1|DPER
OG0008029	LOC119073441|XP_037034830.1|BCOP	LOC6591658|XP_002016853.1|DPER
OG0008030	LOC119073491|XP_037034893.1|BCOP	LOC6592140|XP_002017276.1|DPER
OG0008031	LOC119076856|XP_037039755.1|BCOP	LOC6596418|XP_002021816.1|DPER
OG0008032	LOC119073716|XP_037035234.1|BCOP	LOC6587817|XP_026851031.1|DPER
OG0008033	LOC119076814|XP_037039696.1|BCOP	LOC6591602|XP_002017097.2|DPER
OG0008034	LOC119084112|XP_037049858.1|BCOP	LOC6591860|XP_002017350.1|DPER
OG0008035	LOC119077626|XP_037040738.1|BCOP	LOC6598204|XP_002023539.2|DPER
OG0008036	LOC119067641|XP_037026639.1|BCOP	LOC6594030|XP_002019640.1|DPER
OG0008037	LOC119067665|XP_037026676.1|BCOP	LOC6594042|XP_026850379.1|DPER
OG0008038	LOC119076538|XP_037039227.1|BCOP	LOC6597355|XP_002022557.2|DPER
OG0008039	LOC119076020|XP_037038516.1|BCOP	LOC6594955|XP_026840348.1|DPER
OG0008040	LOC119074310|XP_037036252.1|BCOP	LOC6588347|XP_002013193.2|DPER
OG0008041	LOC119083719|XP_037049414.1|BCOP, LOC119070058|XP_037030288.1|BCOP, LOC119085622|XP_037051941.1|BCOP	LOC6599412|XP_026847142.1|DPER
OG0008042	LOC119084354|XP_037050194.1|BCOP	LOC6598732|XP_002023879.2|DPER
OG0008043	LOC119077813|XP_037041019.1|BCOP	LOC6600132|XP_002025249.1|DPER
OG0008044	LOC119076018|XP_037038508.1|BCOP	LOC113566580|XP_026848611.1|DPER
OG0008045	LOC119077880|XP_037041130.1|BCOP	LOC6599326|XP_026847109.1|DPER
OG0008046	LOC119066512|XP_037024960.1|BCOP	LOC6594961|XP_002020329.1|DPER
OG0008047	LOC119082774|XP_037048263.1|BCOP	LOC6591414|XP_002016940.2|DPER
OG0008048	LOC119066362|XP_037024716.1|BCOP	LOC6594959|XP_002020327.1|DPER
OG0008049	LOC119075239|XP_037037527.1|BCOP	LOC6591415|XP_002016941.2|DPER
OG0008050	LOC119076014|XP_037038500.1|BCOP	LOC6592011|XP_002017439.2|DPER
OG0008051	LOC119076520|XP_037039200.1|BCOP	LOC6588572|XP_002013953.1|DPER
OG0008052	LOC119077974|XP_037041251.1|BCOP	LOC6591905|XP_026840250.1|DPER
OG0008053	LOC119066891|XP_037025473.1|BCOP	LOC6591589|XP_002016803.1|DPER
OG0008054	LOC119075902|XP_037038373.1|BCOP	LOC6600216|XP_026846616.1|DPER
OG0008055	LOC119085019|XP_037051092.1|BCOP	LOC6599166|XP_026848249.1|DPER
OG0008056	LOC119076482|XP_037039158.1|BCOP	LOC6596752|XP_002021935.1|DPER
OG0008057	LOC119075171|XP_037037461.1|BCOP	LOC6588128|XP_002014119.1|DPER
OG0008058	LOC119084254|XP_037050053.1|BCOP	LOC6587193|XP_026843210.1|DPER
OG0008059	LOC119076150|XP_037038728.1|BCOP	LOC6592059|XP_026841547.1|DPER
OG0008060	LOC119073793|XP_037035465.1|BCOP	LOC6594145|XP_002019771.1|DPER
OG0008061	LOC119071051|XP_037031605.1|BCOP	LOC6600778|XP_026845166.1|DPER
OG0008062	LOC119067084|XP_037025740.1|BCOP	LOC6597619|XP_002022757.1|DPER
OG0008063	LOC119073869|XP_037035635.1|BCOP	LOC6598731|XP_002023878.1|DPER
OG0008064	LOC119078090|XP_037041449.1|BCOP	LOC6599445|XP_026847195.1|DPER
OG0008066	LOC119072746|XP_037033926.1|BCOP	LOC6600191|XP_026846719.1|DPER
OG0008067	LOC119077964|XP_037041239.1|BCOP	LOC6598302|XP_002023504.2|DPER
OG0008068	LOC119067569|XP_037026545.1|BCOP	LOC6599408|XP_026847112.1|DPER
OG0008070	LOC119075230|XP_037037515.1|BCOP	LOC6594958|XP_002020326.2|DPER
OG0008071	LOC119075914|XP_037038394.1|BCOP	LOC6597533|XP_002022663.1|DPER
OG0008072	LOC119074319|XP_037036272.1|BCOP	LOC6597664|XP_026848886.1|DPER
OG0008073	LOC119076456|XP_037039117.1|BCOP	LOC6598217|XP_002023342.2|DPER
OG0008074	LOC119083047|XP_037048566.1|BCOP	LOC6598221|XP_002023346.1|DPER
OG0008075	LOC119071751|XP_037032681.1|BCOP	LOC6592418|XP_026840820.1|DPER
OG0008076	LOC119084159|XP_037049906.1|BCOP	LOC6600145|XP_026846638.1|DPER
OG0008077	LOC119077912|XP_037041182.1|BCOP	LOC6591962|XP_002017504.1|DPER
OG0008078	LOC119084431|XP_037050305.1|BCOP	LOC6603077|XP_002028119.1|DPER
OG0008079	LOC119084119|XP_037049867.1|BCOP	LOC6597625|XP_002022763.1|DPER
OG0008080	LOC119082210|XP_037047553.1|BCOP	LOC6600143|XP_002025260.2|DPER
OG0008081	LOC119078098|XP_037041458.1|BCOP	LOC6596888|XP_002022103.2|DPER
OG0008082	LOC119085282|XP_037051531.1|BCOP	LOC6587406|XP_002013030.1|DPER
OG0008083	LOC119078370|XP_037041803.1|BCOP	LOC6588224|XP_002014123.2|DPER
OG0008084	LOC119079547|XP_037043430.1|BCOP	LOC6587889|XP_002012783.1|DPER
OG0008085	LOC119074978|XP_037037275.1|BCOP	LOC6587725|XP_002012938.1|DPER
OG0008086	LOC119075172|XP_037037463.1|BCOP	LOC6588188|XP_026846950.1|DPER
OG0008087	LOC119076896|XP_037039800.1|BCOP	LOC6600211|XP_026846713.1|DPER
OG0008088	LOC119073524|XP_037034956.1|BCOP	LOC6598580|XP_026846231.1|DPER
OG0008089	LOC119072334|XP_037033417.1|BCOP	LOC6601017|XP_002026139.2|DPER
OG0008090	LOC119067478|XP_037026375.1|BCOP	LOC6596659|XP_002021997.1|DPER
OG0008091	LOC119074790|XP_037036970.1|BCOP	LOC6587839|XP_002013458.1|DPER
OG0008092	LOC119077582|XP_037040685.1|BCOP	LOC6594416|XP_002019680.1|DPER
OG0008093	LOC119068635|XP_037028196.1|BCOP	LOC6599284|XP_026848292.1|DPER
OG0008095	LOC119070888|XP_037031304.1|BCOP	LOC6594718|XP_002019403.1|DPER
OG0008096	LOC119072735|XP_037033909.1|BCOP	LOC6599947|XP_002025137.1|DPER
OG0008097	LOC119069803|XP_037029853.1|BCOP	LOC6597259|XP_002022453.1|DPER
OG0008098	LOC119084426|XP_037050298.1|BCOP	LOC6601973|XP_026849626.1|DPER
OG0008099	LOC119075192|XP_037037478.1|BCOP	LOC6595983|XP_002021049.1|DPER
OG0008100	LOC119082207|XP_037047541.1|BCOP	LOC6594258|XP_026850313.1|DPER
OG0008101	LOC119079961|XP_037043969.1|BCOP	LOC6599306|XP_026848294.1|DPER
OG0008102	LOC119083990|XP_037049702.1|BCOP	LOC113564934|XP_026840256.1|DPER
OG0008103	LOC119070004|XP_037030155.1|BCOP	LOC6597440|XP_002022382.1|DPER
OG0008104	LOC119074909|XP_037037151.1|BCOP	LOC6597059|XP_002022184.1|DPER
OG0008105	LOC119076036|XP_037038550.1|BCOP	LOC6588353|XP_026851134.1|DPER
OG0008106	LOC119074355|XP_037036355.1|BCOP	LOC6596139|XP_002021152.1|DPER
OG0008108	LOC119081955|XP_037047145.1|BCOP	LOC6600215|XP_002025213.1|DPER
OG0008109	LOC119076140|XP_037038709.1|BCOP	LOC6600114|XP_002025281.1|DPER
OG0008110	LOC119076093|XP_037038643.1|BCOP	LOC6600786|XP_002025809.1|DPER
OG0008111	LOC119074576|XP_037036701.1|BCOP	LOC6598145|XP_002023482.2|DPER
OG0008112	LOC119074551|XP_037036621.1|BCOP	LOC6600444|XP_026848429.1|DPER
OG0008113	LOC119074688|XP_037036867.1|BCOP	LOC6602570|XP_026845887.1|DPER
OG0008114	LOC119074677|XP_037036856.1|BCOP	LOC6602581|XP_002027605.1|DPER
OG0008115	LOC119074557|XP_037036650.1|BCOP	LOC6598168|XP_026846142.1|DPER
OG0008116	LOC119074564|XP_037036678.1|BCOP	LOC6598165|XP_026846190.1|DPER
OG0008117	LOC119077955|XP_037041219.1|BCOP	LOC6597313|XP_002022501.2|DPER
OG0008118	LOC119075159|XP_037037450.1|BCOP	LOC6598147|XP_026846288.1|DPER
OG0008119	LOC119074475|XP_037036511.1|BCOP	LOC6600737|XP_002025775.1|DPER
OG0008120	LOC119085119|XP_037051276.1|BCOP	LOC6598283|XP_002023306.1|DPER
OG0008121	LOC119080235|XP_037044380.1|BCOP	LOC6592202|XP_002017837.1|DPER
OG0008122	LOC119077862|XP_037041093.1|BCOP	LOC6600224|XP_026846670.1|DPER
OG0008123	LOC119074917|XP_037037201.1|BCOP	LOC6598290|XP_002023313.1|DPER
OG0008124	LOC119074922|XP_037037208.1|BCOP	LOC6596868|XP_026845853.1|DPER
OG0008125	LOC119076112|XP_037038707.1|BCOP	LOC6596916|XP_002021846.1|DPER
OG0008126	LOC119073962|XP_037035799.1|BCOP	LOC113566674|XP_026849160.1|DPER
OG0008127	LOC119074403|XP_037036420.1|BCOP	LOC6600150|XP_026846698.1|DPER
OG0008128	LOC119074415|XP_037036439.1|BCOP	LOC6600153|XP_002025236.1|DPER
OG0008129	LOC119076565|XP_037039248.1|BCOP	LOC6596863|XP_026845817.1|DPER
OG0008130	LOC119085975|XP_037052437.1|BCOP	LOC6597333|XP_002022521.2|DPER
OG0008131	LOC119083014|XP_037048546.1|BCOP	LOC6600096|XP_002025209.2|DPER
OG0008132	LOC119077750|XP_037040953.1|BCOP	LOC6591653|XP_002016848.1|DPER
OG0008133	LOC119076058|XP_037038589.1|BCOP	LOC6599307|XP_002024428.2|DPER
OG0008134	LOC119076012|XP_037038495.1|BCOP	LOC6600061|XP_026849228.1|DPER
OG0008135	LOC119076742|XP_037039582.1|BCOP	LOC6594335|XP_026840492.1|DPER
OG0008136	LOC119075283|XP_037037565.1|BCOP	LOC6588914|XP_026844397.1|DPER
OG0008137	LOC119076042|XP_037038563.1|BCOP	LOC6597547|XP_026848934.1|DPER
OG0008138	LOC119069965|XP_037030099.1|BCOP	LOC6599707|XP_002024960.1|DPER
OG0008139	LOC119066868|XP_037025437.1|BCOP	LOC6590694|XP_002016625.1|DPER
OG0008140	LOC119073938|XP_037035711.1|BCOP	LOC113566041|XP_026845652.1|DPER
OG0008141	LOC119084203|XP_037049977.1|BCOP	LOC6598210|XP_026846134.1|DPER
OG0008142	LOC119074760|XP_037036922.1|BCOP	LOC6602903|XP_002027926.2|DPER
OG0008143	LOC119084208|XP_037049993.1|BCOP	LOC6603313|XP_002028293.1|DPER
OG0008144	LOC119084228|XP_037050022.1|BCOP	LOC6593220|XP_002018480.1|DPER
OG0008145	LOC119080666|XP_037044989.1|BCOP	LOC6597020|XP_026845737.1|DPER
OG0008146	LOC119077014|XP_037040022.1|BCOP	LOC6597544|XP_002022674.1|DPER
OG0008147	LOC119084983|XP_037051030.1|BCOP	LOC6597542|XP_026849278.1|DPER
OG0008148	LOC119074761|XP_037036923.1|BCOP	LOC6603080|XP_026847140.1|DPER
OG0008149	LOC119066760|XP_037025294.1|BCOP	LOC6599944|XP_026849122.1|DPER
OG0008150	LOC119074512|XP_037036569.1|BCOP	LOC6602892|XP_026849649.1|DPER
OG0008151	LOC119068799|XP_037028456.1|BCOP	LOC6602619|XP_026846665.1|DPER
OG0008152	LOC119074866|XP_037037084.1|BCOP	LOC6600441|XP_026848408.1|DPER
OG0008153	LOC119080186|XP_037044318.1|BCOP	LOC6590381|XP_002015483.2|DPER
OG0008154	LOC119071941|XP_037032960.1|BCOP	LOC113566031|XP_026845607.1|DPER
OG0008155	LOC119086030|XP_037052501.1|BCOP	LOC6602798|XP_002027849.1|DPER
OG0008156	LOC119070003|XP_037030154.1|BCOP	LOC6587910|XP_002012987.1|DPER
OG0008157	LOC119077044|XP_037040069.1|BCOP	LOC6588108|XP_002012866.1|DPER
OG0008158	LOC119071049|XP_037031551.1|BCOP	LOC6598138|XP_002023290.1|DPER
OG0008159	LOC119074215|XP_037036110.1|BCOP	LOC6599052|XP_026849019.1|DPER
OG0008160	LOC119071538|XP_037032318.1|BCOP	LOC6590135|XP_026841813.1|DPER
OG0008161	LOC119077047|XP_037040074.1|BCOP	LOC6599444|XP_002024508.2|DPER
OG0008162	LOC119067759|XP_037026787.1|BCOP	LOC6598312|XP_002023386.1|DPER
OG0008163	LOC119072459|XP_037033577.1|BCOP	LOC113566615|XP_026848846.1|DPER
OG0008164	LOC119074604|XP_037036751.1|BCOP	LOC6600706|XP_026848614.1|DPER
OG0008165	LOC119076032|XP_037038544.1|BCOP	LOC6600090|XP_002025182.2|DPER
OG0008166	LOC119076110|XP_037038665.1|BCOP	LOC113565942|XP_026845137.1|DPER
OG0008167	LOC119074951|XP_037037235.1|BCOP	LOC6603241|XP_002028217.1|DPER
OG0008168	LOC119072326|XP_037033446.1|BCOP	LOC6603223|XP_026845450.1|DPER
OG0008169	LOC119067583|XP_037026577.1|BCOP	LOC6596714|XP_002022037.1|DPER
OG0008170	LOC119070978|XP_037031456.1|BCOP	LOC6591259|XP_002015795.1|DPER
OG0008171	LOC119081639|XP_037046606.1|BCOP	LOC6600430|XP_002025535.2|DPER
OG0008172	LOC119071532|XP_037032310.1|BCOP	LOC6594182|XP_002019813.1|DPER
OG0008173	LOC119080692|XP_037045033.1|BCOP	LOC6596345|XP_002021700.1|DPER
OG0008174	LOC119086007|XP_037052479.1|BCOP	LOC6592639|XP_002017860.1|DPER
OG0008175	LOC119067740|XP_037026766.1|BCOP	LOC6597711|XP_026846397.1|DPER
OG0008176	LOC119074810|XP_037036989.1|BCOP	LOC6599948|XP_026849158.1|DPER
OG0008177	LOC119068603|XP_037028153.1|BCOP	LOC6600703|XP_002025818.1|DPER
OG0008178	LOC119070245|XP_037030412.1|BCOP	LOC6599117|XP_002024418.1|DPER
OG0008179	LOC119073841|XP_037035570.1|BCOP	LOC6602873|XP_002027908.1|DPER
OG0008180	LOC119084027|XP_037049743.1|BCOP	LOC6596660|XP_026845904.1|DPER
OG0008181	LOC119077779|XP_037040984.1|BCOP	LOC6596719|XP_002022042.1|DPER
OG0008182	LOC119084061|XP_037049793.1|BCOP	LOC6590648|XP_002016609.1|DPER
OG0008185	LOC119075288|XP_037037571.1|BCOP	LOC6588142|XP_026848905.1|DPER
OG0008186	LOC119082527|XP_037047935.1|BCOP	LOC6590705|XP_002015989.1|DPER
OG0008187	LOC119076164|XP_037038744.1|BCOP	LOC6590706|XP_026841162.1|DPER
OG0008188	LOC119066940|XP_037025553.1|BCOP	LOC6595510|XP_002020615.2|DPER
OG0008189	LOC119082226|XP_037047575.1|BCOP	LOC6596269|XP_002021795.1|DPER
OG0008191	LOC119084325|XP_037050150.1|BCOP	LOC6596724|XP_002021940.1|DPER
OG0008192	LOC119076044|XP_037038565.1|BCOP	LOC6600736|XP_026848603.1|DPER
OG0008193	LOC119066911|XP_037025506.1|BCOP	LOC6597850|XP_002023012.2|DPER
OG0008194	LOC119071964|XP_037032990.1|BCOP	LOC6593696|XP_002018843.1|DPER
OG0008195	LOC119085314|XP_037051587.1|BCOP	LOC6592375|XP_002017997.1|DPER
OG0008196	LOC119071671|XP_037032545.1|BCOP	LOC6591269|XP_002016024.1|DPER
OG0008197	LOC119066775|XP_037025325.1|BCOP	LOC6595851|XP_026845701.1|DPER
OG0008198	LOC119075145|XP_037037431.1|BCOP	LOC6596841|XP_026845874.1|DPER
OG0008199	LOC119085986|XP_037052446.1|BCOP	LOC6597714|XP_002022865.2|DPER
OG0008200	LOC119078286|XP_037041671.1|BCOP	LOC6602102|XP_002027147.1|DPER
OG0008201	LOC119071626|XP_037032478.1|BCOP	LOC6602796|XP_002027847.1|DPER
OG0008202	LOC119066395|XP_037024722.1|BCOP	LOC6600593|XP_002025648.1|DPER
OG0008203	LOC119076390|XP_037039009.1|BCOP	LOC6600282|XP_002025395.1|DPER
OG0008204	LOC119083255|XP_037048828.1|BCOP	LOC6600380|XP_002025468.1|DPER
OG0008205	LOC119072501|XP_037033638.1|BCOP	LOC6598431|XP_026848666.1|DPER
OG0008206	LOC119082711|XP_037048182.1|BCOP	LOC6601862|XP_026849347.1|DPER
OG0008207	LOC119082564|XP_037047985.1|BCOP	LOC6601836|XP_002026902.2|DPER
OG0008210	LOC119071256|XP_037031996.1|BCOP	LOC6593160|XP_002018334.1|DPER
OG0008211	LOC119071676|XP_037032551.1|BCOP	LOC6589795|XP_002014463.1|DPER
OG0008212	LOC119071161|XP_037031811.1|BCOP	LOC6602349|XP_002027428.1|DPER
OG0008213	LOC119076099|XP_037038650.1|BCOP	LOC6602755|XP_002027784.1|DPER
OG0008215	LOC119071001|XP_037031490.1|BCOP	LOC6602672|XP_002027712.2|DPER
OG0008216	LOC119072097|XP_037033146.1|BCOP	LOC6596035|XP_002021034.1|DPER
OG0008217	LOC119076943|XP_037039889.1|BCOP	LOC6602875|XP_026849663.1|DPER
OG0008218	LOC119066417|XP_037024785.1|BCOP	LOC6590518|XP_002016086.2|DPER
OG0008219	LOC119068848|XP_037028561.1|BCOP	LOC6597414|XP_002022422.2|DPER
OG0008220	LOC119084315|XP_037050130.1|BCOP	LOC6596900|XP_026849896.1|DPER
OG0008221	LOC119078498|XP_037041945.1|BCOP	LOC6588940|XP_026844847.1|DPER
OG0008222	LOC119072303|XP_037033384.1|BCOP	LOC6603441|XP_002028395.1|DPER
OG0008223	LOC119081765|XP_037046854.1|BCOP	LOC6596947|XP_002022228.2|DPER
OG0008224	LOC119066103|XP_037024272.1|BCOP	LOC6601832|XP_002026898.1|DPER
OG0008225	LOC119082577|XP_037047997.1|BCOP	LOC6597284|XP_026846504.1|DPER
OG0008226	LOC119083485|XP_037049106.1|BCOP	LOC6597739|XP_002022959.2|DPER
OG0008227	LOC119069404|XP_037029349.1|BCOP	LOC6587393|XP_026849390.1|DPER
OG0008228	LOC119070042|XP_037030221.1|BCOP	LOC6595137|XP_026848618.1|DPER
OG0008230	LOC119074414|XP_037036438.1|BCOP	LOC6594179|XP_002019810.1|DPER
OG0008233	LOC119080068|XP_037044178.1|BCOP	LOC6593383|XP_002019082.1|DPER
OG0008234	LOC119081312|XP_037045978.1|BCOP, LOC119081311|XP_037045970.1|BCOP	LOC6590745|XP_002015676.2|DPER
OG0008235	LOC119076171|XP_037038752.1|BCOP	LOC6599216|XP_026848268.1|DPER
OG0008237	LOC119079953|XP_037043959.1|BCOP	LOC6591014|XP_002016366.2|DPER
OG0008238	LOC119079531|XP_037043416.1|BCOP	LOC6599578|XP_026849573.1|DPER
OG0008239	LOC119080534|XP_037044841.1|BCOP	LOC113566003|XP_026845423.1|DPER
OG0008240	LOC119079888|XP_037043866.1|BCOP	LOC6592682|XP_002017949.1|DPER
OG0008243	LOC119084712|XP_037050689.1|BCOP	LOC6602082|XP_026841084.1|DPER
OG0008244	LOC119077545|XP_037040653.1|BCOP	LOC6588003|XP_002012817.1|DPER
OG0008245	LOC119066604|XP_037025062.1|BCOP	LOC6590566|XP_002016697.1|DPER
OG0008246	LOC119084130|XP_037049875.1|BCOP, LOC119082287|XP_037047656.1|BCOP, LOC119078200|XP_037041560.1|BCOP	LOC6592315|XP_002017574.1|DPER
OG0008266	LOC119069491|XP_037029456.1|BCOP	LOC6587603|XP_002013899.1|DPER
OG0008267	LOC119070586|XP_037030892.1|BCOP	LOC6598653|XP_026850840.1|DPER
OG0008268	LOC119068096|XP_037027414.1|BCOP	LOC6593401|XP_002018612.1|DPER
OG0008269	LOC119070128|XP_037030344.1|BCOP	LOC6589135|XP_002014704.1|DPER
OG0008270	LOC119082239|XP_037047601.1|BCOP	LOC6598576|XP_026846155.1|DPER
OG0008271	LOC119070326|XP_037030490.1|BCOP	LOC6600517|XP_002025582.1|DPER
OG0008272	LOC119067290|XP_037026075.1|BCOP	LOC6596882|XP_026845815.1|DPER
OG0008273	LOC119084499|XP_037050414.1|BCOP	LOC6591736|XP_002017088.1|DPER
OG0008275	LOC119067576|XP_037026556.1|BCOP	LOC6600790|XP_002025813.2|DPER
OG0008276	LOC119067757|XP_037026784.1|BCOP	LOC6597820|XP_026846984.1|DPER
OG0008277	LOC119067626|XP_037026614.1|BCOP	LOC6597902|XP_002023029.2|DPER
OG0008278	LOC119080890|XP_037045364.1|BCOP	LOC6589014|XP_002014330.1|DPER
OG0008279	LOC119082228|XP_037047581.1|BCOP	LOC6598391|XP_002023514.2|DPER
OG0008280	LOC119082580|XP_037048013.1|BCOP	LOC6598390|XP_002023513.1|DPER
OG0008281	LOC119082635|XP_037048100.1|BCOP	LOC6597370|XP_002022411.1|DPER
OG0008282	LOC119067575|XP_037026555.1|BCOP	LOC6597024|XP_002022116.1|DPER
OG0008283	LOC119069528|XP_037029497.1|BCOP	LOC6600045|XP_026849164.1|DPER
OG0008285	LOC119069574|XP_037029553.1|BCOP	LOC6597879|XP_026846937.1|DPER
OG0008286	LOC119067132|XP_037025812.1|BCOP	LOC6600342|XP_002025501.2|DPER
OG0008287	LOC119067603|XP_037026589.1|BCOP	LOC6598568|XP_002023631.1|DPER
OG0008288	LOC119068323|XP_037027773.1|BCOP	LOC6588138|XP_026850873.1|DPER
OG0008290	LOC119067610|XP_037026598.1|BCOP	LOC6597914|XP_002022854.1|DPER
OG0008291	LOC119067820|XP_037026878.1|BCOP	LOC6596855|XP_002022087.1|DPER
OG0008292	LOC119076490|XP_037039170.1|BCOP	LOC6600696|XP_026845173.1|DPER
OG0008293	LOC119068319|XP_037027768.1|BCOP	LOC6588579|XP_002013181.2|DPER
OG0008294	LOC119067446|XP_037026322.1|BCOP	LOC6587385|XP_002013488.1|DPER
OG0008295	LOC119081345|XP_037046073.1|BCOP	LOC6599295|XP_002024238.2|DPER
OG0008296	LOC119066847|XP_037025410.1|BCOP	LOC6603112|XP_002028097.2|DPER
OG0008297	LOC119070055|XP_037030245.1|BCOP	LOC6598596|XP_002023629.1|DPER
OG0008298	LOC119067333|XP_037026133.1|BCOP	LOC6597235|XP_026846420.1|DPER
OG0008300	LOC119068835|XP_037028515.1|BCOP	LOC6598244|XP_026846159.1|DPER
OG0008301	LOC119067853|XP_037026986.1|BCOP	LOC6588073|XP_002013749.2|DPER
OG0008302	LOC119069511|XP_037029483.1|BCOP	LOC113566596|XP_026848706.1|DPER
OG0008303	LOC119068729|XP_037028317.1|BCOP	LOC6602769|XP_002027773.1|DPER
OG0008304	LOC119082681|XP_037048153.1|BCOP	LOC6598340|XP_026846335.1|DPER
OG0008305	LOC119066348|XP_037024659.1|BCOP	LOC6602857|XP_026845931.1|DPER
OG0008306	LOC119069231|XP_037029165.1|BCOP	LOC6597203|XP_002022611.1|DPER
OG0008307	LOC119067431|XP_037026298.1|BCOP	LOC6588502|XP_026843602.1|DPER
OG0008308	LOC119069956|XP_037030082.1|BCOP	LOC6591634|XP_002016758.1|DPER
OG0008309	LOC119069274|XP_037029228.1|BCOP	LOC6593587|XP_002018878.1|DPER
OG0008310	LOC119066478|XP_037024878.1|BCOP	LOC113566473|XP_026848016.1|DPER
OG0008311	LOC119068741|XP_037028339.1|BCOP	LOC6598202|XP_002023537.1|DPER
OG0008312	LOC119068458|XP_037027938.1|BCOP	LOC113566344|XP_026847405.1|DPER
OG0008313	LOC119068063|XP_037027359.1|BCOP	LOC6602854|XP_026846011.1|DPER
OG0008314	LOC119083508|XP_037049125.1|BCOP	LOC6590199|XP_002015830.1|DPER
OG0008315	LOC119068174|XP_037027557.1|BCOP	LOC6600306|XP_002025360.2|DPER
OG0008318	LOC119068760|XP_037028392.1|BCOP	LOC6603107|XP_002028092.1|DPER
OG0008319	LOC119069798|XP_037029848.1|BCOP	LOC6593047|XP_002017602.1|DPER
OG0008320	LOC119068570|XP_037028109.1|BCOP	LOC6599134|XP_026849253.1|DPER
OG0008321	LOC119070426|XP_037030662.1|BCOP	LOC6587790|XP_002013735.2|DPER
OG0008322	LOC119069008|XP_037028778.1|BCOP, LOC119068660|XP_037028232.1|BCOP	LOC6589299|XP_002014390.1|DPER
OG0008323	LOC119070508|XP_037030761.1|BCOP	LOC6591432|XP_002016736.1|DPER
OG0008324	LOC119067189|XP_037025915.1|BCOP	LOC6596886|XP_026845809.1|DPER
OG0008325	LOC119068562|XP_037028085.1|BCOP	LOC6600182|XP_026846714.1|DPER
OG0008326	LOC119085744|XP_037052108.1|BCOP	LOC6588363|XP_002014167.2|DPER
OG0008327	LOC119081555|XP_037046474.1|BCOP	LOC6591047|XP_002016558.1|DPER
OG0008328	LOC119075915|XP_037038396.1|BCOP	LOC6599278|XP_002024273.1|DPER
OG0008329	LOC119080609|XP_037044906.1|BCOP	LOC6599898|XP_002025011.1|DPER
OG0008330	LOC119081787|XP_037046892.1|BCOP	LOC6589939|XP_002015967.1|DPER
OG0008332	LOC119080768|XP_037045229.1|BCOP	LOC6601000|XP_026849749.1|DPER
OG0008333	LOC119075217|XP_037037497.1|BCOP	LOC6596222|XP_002021182.1|DPER
OG0008334	LOC119075216|XP_037037496.1|BCOP	LOC6596187|XP_026845512.1|DPER
OG0008335	LOC119085587|XP_037051903.1|BCOP	LOC6600516|XP_026847518.1|DPER
OG0008336	LOC119073749|XP_037035304.1|BCOP	LOC6602386|XP_002027390.1|DPER
OG0008338	LOC119079345|XP_037043070.1|BCOP	LOC6602289|XP_002027348.1|DPER
OG0008339	LOC119082078|XP_037047315.1|BCOP	LOC6599956|XP_026849233.1|DPER
OG0008341	LOC119078140|XP_037041512.1|BCOP	LOC6600623|XP_002025617.2|DPER
OG0008342	LOC119085489|XP_037051800.1|BCOP	LOC6599507|XP_002024727.1|DPER
OG0008344	LOC119077307|XP_037040369.1|BCOP	LOC6595881|XP_002021394.1|DPER
OG0008345	LOC119074314|XP_037036268.1|BCOP	LOC6600607|XP_002025596.2|DPER
OG0008346	LOC119074036|XP_037035876.1|BCOP	LOC6596718|XP_026845825.1|DPER
OG0008347	LOC119082661|XP_037048141.1|BCOP	LOC6595643|XP_002020686.1|DPER
OG0008349	LOC119076081|XP_037038627.1|BCOP	LOC6603708|XP_026845378.1|DPER
OG0008350	LOC119066261|XP_037024509.1|BCOP	LOC6599380|XP_026847083.1|DPER
OG0008351	LOC119079850|XP_037043812.1|BCOP	LOC6595866|XP_002021411.2|DPER
OG0008352	LOC119081067|XP_037045685.1|BCOP	LOC6599823|XP_002024922.1|DPER
OG0008354	LOC119085317|XP_037051593.1|BCOP	LOC6602679|XP_002027690.1|DPER
OG0008355	LOC119073486|XP_037034886.1|BCOP	LOC113565232|XP_026842698.1|DPER
OG0008356	LOC119080708|XP_037045064.1|BCOP	LOC6595961|XP_002021199.1|DPER
OG0008357	LOC119076007|XP_037038482.1|BCOP	LOC6594011|XP_002019633.2|DPER
OG0008358	LOC119077904|XP_037041170.1|BCOP	LOC6589739|XP_002014237.1|DPER
OG0008359	LOC119066753|XP_037025279.1|BCOP	LOC6591163|XP_026842175.1|DPER
OG0008360	LOC119083566|XP_037049201.1|BCOP	LOC6600879|XP_026841696.1|DPER
OG0008361	LOC119082409|XP_037047836.1|BCOP	LOC6593975|XP_026843592.1|DPER
OG0008362	LOC119067571|XP_037026550.1|BCOP	LOC6597392|XP_002022486.2|DPER
OG0008363	LOC119085390|XP_037051680.1|BCOP	LOC6592663|XP_002018387.1|DPER
OG0008364	LOC119071285|XP_037032050.1|BCOP	LOC6597012|XP_002022175.2|DPER
OG0008365	LOC119072045|XP_037033065.1|BCOP	LOC6593257|XP_026842874.1|DPER
