Orthogroup	BCOP.longest_only	DVIR.longest_only
OG0006938	LOC119076234|XP_037038788.1|BCOP	LOC6629153|XP_002052447.1|DVIR
OG0006939	LOC119081841|XP_037046977.1|BCOP	LOC6633431|XP_032296593.1|DVIR
OG0006940	LOC119084688|XP_037050664.1|BCOP	LOC6628476|XP_002052559.1|DVIR
OG0006941	LOC119085373|XP_037051650.1|BCOP	LOC6627813|XP_032293953.1|DVIR
OG0006942	LOC119079999|XP_037044061.1|BCOP	LOC6626214|XP_002050549.2|DVIR
OG0006943	LOC119076924|XP_037039843.1|BCOP	LOC6628956|XP_032294057.1|DVIR
OG0006944	LOC119083009|XP_037048543.1|BCOP	LOC6627441|XP_032294442.1|DVIR
OG0006945	LOC119074229|XP_037036143.1|BCOP	LOC6629036|XP_002052813.2|DVIR
OG0006946	LOC119067297|XP_037026092.1|BCOP	LOC6632414|XP_015026061.1|DVIR
OG0006947	LOC119074773|XP_037036975.1|BCOP	LOC6628659|XP_002051509.1|DVIR
OG0006948	LOC119075676|XP_037038089.1|BCOP	LOC6633999|XP_002057820.1|DVIR
OG0006949	LOC119070906|XP_037031327.1|BCOP	LOC6628938|XP_002052753.2|DVIR
OG0006950	LOC119073592|XP_037035060.1|BCOP	LOC6627487|XP_002051292.1|DVIR
OG0006952	LOC119068424|XP_037027888.1|BCOP	LOC6635079|XP_015024814.2|DVIR
OG0006953	LOC119078706|XP_037042269.1|BCOP	LOC6623912|XP_002048306.1|DVIR
OG0006954	LOC119066724|XP_037025239.1|BCOP	LOC6635760|XP_032294771.1|DVIR
OG0006955	LOC119069593|XP_037029578.1|BCOP	LOC6630147|XP_002054178.1|DVIR
OG0006956	LOC119078413|XP_037041810.1|BCOP	LOC6629063|XP_002051607.1|DVIR
OG0006957	LOC119078647|XP_037042137.1|BCOP	LOC6634337|XP_002057465.1|DVIR
OG0006958	LOC119072006|XP_037033019.1|BCOP	LOC6625226|XP_002049963.1|DVIR
OG0006959	LOC119079533|XP_037043413.1|BCOP	LOC6624638|XP_002046476.1|DVIR
OG0006960	LOC119075357|XP_037037684.1|BCOP	LOC6634312|XP_002057562.1|DVIR
OG0006961	LOC119078520|XP_037041978.1|BCOP	LOC6628269|XP_002052708.1|DVIR
OG0006962	LOC119078599|XP_037042083.1|BCOP	LOC6634188|XP_002057781.1|DVIR
OG0006963	LOC119075657|XP_037038061.1|BCOP	LOC6634202|XP_032293770.1|DVIR
OG0006964	LOC119075641|XP_037038018.1|BCOP	LOC6634235|XP_002057746.1|DVIR
OG0006965	LOC119085920|XP_037052369.1|BCOP	LOC6628339|XP_002052670.3|DVIR
OG0006966	LOC119070953|XP_037031403.1|BCOP	LOC6627313|XP_002052143.1|DVIR
OG0006967	LOC119081566|XP_037046493.1|BCOP	LOC6635848|XP_002059460.2|DVIR
OG0006968	LOC119075560|XP_037037926.1|BCOP	LOC6627208|XP_002050126.2|DVIR
OG0006969	LOC119073662|XP_037035161.1|BCOP	LOC6623511|XP_002047791.1|DVIR
OG0006970	LOC119081657|XP_037046634.1|BCOP	LOC6632308|XP_002055997.1|DVIR
OG0006971	LOC119077110|XP_037040173.1|BCOP	LOC6628255|XP_002052934.1|DVIR
OG0006972	LOC119070921|XP_037031355.1|BCOP	LOC6627755|XP_015028090.1|DVIR
OG0006973	LOC119072062|XP_037033092.1|BCOP	LOC6631561|XP_002055438.2|DVIR
OG0006974	LOC119082243|XP_037047602.1|BCOP	LOC6634348|XP_002057812.1|DVIR
OG0006975	LOC119078756|XP_037042356.1|BCOP	LOC6628545|XP_002051857.1|DVIR
OG0006976	LOC119071577|XP_037032414.1|BCOP	LOC6628071|XP_032293603.1|DVIR
OG0006977	LOC119083766|XP_037049444.1|BCOP	LOC6626990|XP_032292075.1|DVIR
OG0006978	LOC119079161|XP_037042873.1|BCOP	LOC6627983|XP_002052695.1|DVIR
OG0006979	LOC119075330|XP_037037651.1|BCOP	LOC6627775|XP_002052837.3|DVIR
OG0006980	LOC119081962|XP_037047161.1|BCOP	LOC6628275|XP_002051468.1|DVIR
OG0006981	LOC119081952|XP_037047140.1|BCOP	LOC6634099|XP_002057710.3|DVIR
OG0006982	LOC119066086|XP_037024249.1|BCOP	LOC6627608|XP_015028179.1|DVIR
OG0006983	LOC119085899|XP_037052337.1|BCOP	LOC6627488|XP_002051293.1|DVIR
OG0006984	LOC119085814|XP_037052193.1|BCOP	LOC6627442|XP_002052243.1|DVIR
OG0006985	LOC119072678|XP_037033847.1|BCOP	LOC6627676|XP_002051952.1|DVIR
OG0006986	LOC119072681|XP_037033851.1|BCOP	LOC6635728|XP_002059143.1|DVIR
OG0006988	LOC119071147|XP_037031770.1|BCOP	LOC6629035|XP_002052812.1|DVIR
OG0006989	LOC119076544|XP_037039234.1|BCOP	LOC6628318|XP_002052742.1|DVIR
OG0006990	LOC119072679|XP_037033848.1|BCOP	LOC6628411|XP_032294032.1|DVIR
OG0006991	LOC119083999|XP_037049706.1|BCOP	LOC6631096|XP_002054056.1|DVIR
OG0006992	LOC119085825|XP_037052217.1|BCOP	LOC6627617|XP_015028788.1|DVIR
OG0006993	LOC119081946|XP_037047107.1|BCOP	LOC6635736|XP_002059151.2|DVIR
OG0006994	LOC119080662|XP_037044982.1|BCOP	LOC6628040|XP_032294600.1|DVIR
OG0006995	LOC119085427|XP_037051737.1|BCOP	LOC6634325|XP_002057678.1|DVIR
OG0006996	LOC119080112|XP_037044238.1|BCOP	LOC6634324|XP_002057677.1|DVIR
OG0006997	LOC119083792|XP_037049493.1|BCOP	LOC6627280|XP_002048699.1|DVIR
OG0006998	LOC119078533|XP_037041995.1|BCOP	LOC6630860|XP_002052955.1|DVIR
OG0006999	LOC119081140|XP_037045780.1|BCOP	LOC6627340|XP_002052237.1|DVIR
OG0007000	LOC119077635|XP_037040751.1|BCOP	LOC6627593|XP_002052824.1|DVIR
OG0007001	LOC119081481|XP_037046376.1|BCOP	LOC6626714|XP_002050767.1|DVIR
OG0007002	LOC119078738|XP_037042318.1|BCOP	LOC6633996|XP_015025215.1|DVIR
OG0007004	LOC119075317|XP_037037632.1|BCOP	LOC6628920|XP_002052343.2|DVIR
OG0007005	LOC119075356|XP_037037683.1|BCOP	LOC6628267|XP_002052706.1|DVIR
OG0007006	LOC119078935|XP_037042574.1|BCOP	LOC6627580|XP_032293505.1|DVIR
OG0007007	LOC119082607|XP_037048065.1|BCOP	LOC6627820|XP_002051145.2|DVIR
OG0007008	LOC119071748|XP_037032677.1|BCOP	LOC6628773|XP_032294288.1|DVIR
OG0007009	LOC119070865|XP_037031270.1|BCOP	LOC6628079|XP_015028076.1|DVIR
OG0007010	LOC119066644|XP_037025106.1|BCOP	LOC6628649|XP_002052804.1|DVIR
OG0007011	LOC119067119|XP_037025790.1|BCOP	LOC6634925|XP_002058436.1|DVIR
OG0007012	LOC119072860|XP_037034062.1|BCOP	LOC6628823|XP_002052588.2|DVIR
OG0007013	LOC119085930|XP_037052377.1|BCOP	LOC6628584|XP_002051477.2|DVIR
OG0007014	LOC119085935|XP_037052383.1|BCOP	LOC6628585|XP_015028011.1|DVIR
OG0007015	LOC119078437|XP_037041852.1|BCOP	LOC6634102|XP_015025324.1|DVIR
OG0007016	LOC119084659|XP_037050621.1|BCOP	LOC6633902|XP_015025231.1|DVIR
OG0007017	LOC119066308|XP_037024588.1|BCOP	LOC6634237|XP_015025181.1|DVIR
OG0007018	LOC119066310|XP_037024591.1|BCOP	LOC6637013|XP_032293728.1|DVIR, LOC6634097|XP_002057708.2|DVIR
OG0007019	LOC119072573|XP_037033714.1|BCOP	LOC6627747|XP_032293528.1|DVIR
OG0007020	LOC119085236|XP_037051444.1|BCOP	LOC6629189|XP_032293523.1|DVIR
OG0007021	LOC119070899|XP_037031321.1|BCOP	LOC6628374|XP_002052874.1|DVIR
OG0007022	LOC119078773|XP_037042378.1|BCOP	LOC6635712|XP_002059261.2|DVIR
OG0007023	LOC119070852|XP_037031259.1|BCOP	LOC6629130|XP_002052396.1|DVIR
OG0007024	LOC119070829|XP_037031226.1|BCOP	LOC6629359|XP_002053568.1|DVIR
OG0007025	LOC119066243|XP_037024459.1|BCOP	LOC6631582|XP_002055692.1|DVIR
OG0007026	LOC119066248|XP_037024467.1|BCOP	LOC6627772|XP_002052834.2|DVIR
OG0007027	LOC119086045|XP_037052513.1|BCOP	LOC6627323|XP_002051699.1|DVIR
OG0007028	LOC119066414|XP_037024781.1|BCOP	LOC6628832|XP_015028764.2|DVIR
OG0007030	LOC119069493|XP_037029458.1|BCOP	LOC6631608|XP_002055066.1|DVIR
OG0007031	LOC119071585|XP_037032426.1|BCOP	LOC6629053|XP_002052381.1|DVIR
OG0007032	LOC119079281|XP_037042962.1|BCOP	LOC6623832|XP_002048639.1|DVIR
OG0007033	LOC119070853|XP_037031261.1|BCOP	LOC6634162|XP_002057529.2|DVIR
OG0007034	LOC119067253|XP_037026024.1|BCOP	LOC6628986|XP_002052117.1|DVIR
OG0007035	LOC119074138|XP_037036020.1|BCOP	LOC6625814|XP_002050596.1|DVIR
OG0007036	LOC119073875|XP_037035647.1|BCOP, LOC119073216|XP_037034421.1|BCOP	LOC6622335|XP_002048063.1|DVIR
OG0007037	LOC119070490|XP_037030741.1|BCOP	LOC6629690|XP_002053971.1|DVIR
OG0007038	LOC119079632|XP_037043532.1|BCOP	LOC6625122|XP_015030165.1|DVIR
OG0007039	LOC119072831|XP_037034034.1|BCOP	LOC6625754|XP_002050528.2|DVIR
OG0007040	LOC119082119|XP_037047399.1|BCOP	LOC6635666|XP_032294710.1|DVIR
OG0007041	LOC119075649|XP_037038031.1|BCOP	LOC6628564|XP_032293577.1|DVIR
OG0007042	LOC119085398|XP_037051695.1|BCOP	LOC6627412|XP_032293808.1|DVIR
OG0007043	LOC119074323|XP_037036293.1|BCOP	LOC6631048|XP_032295085.1|DVIR
OG0007044	LOC119075597|XP_037037962.1|BCOP	LOC6628631|XP_002052573.2|DVIR
OG0007045	LOC119074801|XP_037036980.1|BCOP	LOC6632516|XP_002056526.1|DVIR
OG0007046	LOC119078745|XP_037042339.1|BCOP	LOC6633113|XP_002056587.1|DVIR
OG0007047	LOC119076321|XP_037038888.1|BCOP	LOC6628867|XP_002052086.1|DVIR
OG0007048	LOC119076324|XP_037038891.1|BCOP	LOC6628204|XP_015028746.1|DVIR
OG0007049	LOC119072941|XP_037034163.1|BCOP	LOC6629021|XP_002052763.1|DVIR
OG0007050	LOC119082230|XP_037047582.1|BCOP	LOC6628703|XP_002052568.1|DVIR
OG0007051	LOC119084673|XP_037050646.1|BCOP	LOC6627691|XP_002052510.3|DVIR
OG0007052	LOC119082298|XP_037047674.1|BCOP	LOC6636172|XP_015024173.2|DVIR
OG0007053	LOC119072991|XP_037034211.1|BCOP	LOC6629717|XP_002053674.1|DVIR
OG0007054	LOC119081638|XP_037046605.1|BCOP	LOC6626335|XP_002048865.1|DVIR
OG0007055	LOC119081530|XP_037046425.1|BCOP	LOC6635832|XP_002059467.2|DVIR
OG0007056	LOC119084607|XP_037050565.1|BCOP	LOC26530870|XP_015031660.1|DVIR
OG0007057	LOC119084600|XP_037050548.1|BCOP	LOC6634581|XP_032296303.1|DVIR
OG0007058	LOC119068571|XP_037028110.1|BCOP	LOC6636649|XP_002060127.1|DVIR
OG0007059	LOC119077135|XP_037040209.1|BCOP	LOC6635765|XP_002059231.1|DVIR
OG0007060	LOC119077134|XP_037040208.1|BCOP	LOC6635628|XP_002059233.2|DVIR
OG0007061	LOC119077151|XP_037040232.1|BCOP	LOC6635629|XP_002059234.1|DVIR
OG0007062	LOC119070730|XP_037031081.1|BCOP	LOC6628716|XP_002051889.1|DVIR
OG0007063	LOC119070882|XP_037031297.1|BCOP	LOC6634148|XP_002057625.1|DVIR
OG0007064	LOC119075302|XP_037037607.1|BCOP	LOC6636336|XP_002059935.1|DVIR
OG0007065	LOC119082296|XP_037047670.1|BCOP	LOC6635752|XP_032294738.1|DVIR
OG0007066	LOC119070889|XP_037031306.1|BCOP	LOC6623007|XP_002048217.1|DVIR
OG0007067	LOC119076211|XP_037038758.1|BCOP	LOC6628764|XP_002052593.1|DVIR
OG0007068	LOC119070885|XP_037031302.1|BCOP	LOC6633962|XP_002057764.2|DVIR
OG0007069	LOC119071547|XP_037032342.1|BCOP	LOC6634065|XP_002057867.2|DVIR
OG0007071	LOC119081306|XP_037045962.1|BCOP	LOC6626599|XP_002050633.1|DVIR
OG0007072	LOC119066272|XP_037024525.1|BCOP	LOC6630614|XP_002053743.1|DVIR
OG0007073	LOC119078873|XP_037042485.1|BCOP	LOC6635698|XP_002059271.1|DVIR
OG0007074	LOC119085999|XP_037052469.1|BCOP	LOC6626588|XP_002049767.1|DVIR
OG0007075	LOC119077130|XP_037040200.1|BCOP	LOC6635676|XP_002059247.1|DVIR
OG0007076	LOC119081410|XP_037046198.1|BCOP	LOC6627238|XP_015029955.1|DVIR
OG0007077	LOC119085902|XP_037052341.1|BCOP	LOC6629114|XP_002052608.1|DVIR
OG0007078	LOC119075624|XP_037037996.1|BCOP	LOC6627320|XP_002051696.1|DVIR
OG0007079	LOC119075626|XP_037037999.1|BCOP	LOC6627319|XP_015028231.1|DVIR
OG0007080	LOC119066258|XP_037024504.1|BCOP	LOC6634115|XP_002057883.1|DVIR
OG0007081	LOC119072894|XP_037034114.1|BCOP	LOC6634212|XP_002057805.1|DVIR
OG0007082	LOC119085897|XP_037052331.1|BCOP	LOC6635624|XP_002059116.2|DVIR
OG0007083	LOC119085906|XP_037052344.1|BCOP	LOC6627895|XP_002051809.3|DVIR
OG0007084	LOC119085989|XP_037052449.1|BCOP	LOC6636173|XP_032296211.1|DVIR
OG0007085	LOC119079037|XP_037042719.1|BCOP	LOC6627437|XP_032294441.1|DVIR
OG0007086	LOC119066785|XP_037025342.1|BCOP	LOC6627728|XP_002051745.1|DVIR
OG0007087	LOC119085875|XP_037052282.1|BCOP	LOC6622908|XP_032290189.1|DVIR
OG0007088	LOC119085880|XP_037052287.1|BCOP	LOC6628933|XP_015028594.1|DVIR
OG0007089	LOC119081691|XP_037046683.1|BCOP	LOC6628370|XP_002052870.1|DVIR
OG0007090	LOC119077511|XP_037040638.1|BCOP	LOC6628871|XP_032293945.1|DVIR
OG0007091	LOC119077108|XP_037040163.1|BCOP	LOC6627834|XP_002051758.1|DVIR
OG0007092	LOC119067099|XP_037025757.1|BCOP	LOC6629287|XP_002054695.2|DVIR
OG0007093	LOC119084627|XP_037050590.1|BCOP	LOC6628803|XP_002051226.1|DVIR
OG0007094	LOC119072766|XP_037033955.1|BCOP	LOC6628804|XP_002051227.2|DVIR
OG0007095	LOC119084623|XP_037050586.1|BCOP	LOC6634220|XP_002057669.2|DVIR
OG0007096	LOC119084629|XP_037050592.1|BCOP	LOC6628391|XP_002051190.1|DVIR
OG0007097	LOC119070924|XP_037031361.1|BCOP	LOC6628406|XP_002052049.1|DVIR
OG0007098	LOC119070919|XP_037031352.1|BCOP	LOC6628410|XP_002052053.3|DVIR
OG0007099	LOC119082776|XP_037048267.1|BCOP	LOC6632366|XP_002056196.1|DVIR
OG0007100	LOC119082762|XP_037048244.1|BCOP	LOC6627290|XP_032294125.1|DVIR
OG0007101	LOC119066201|XP_037024416.1|BCOP	LOC6628449|XP_002051652.1|DVIR
OG0007102	LOC119076247|XP_037038805.1|BCOP	LOC6635658|XP_032294665.1|DVIR
OG0007103	LOC119066793|XP_037025351.1|BCOP	LOC6629096|XP_002052441.1|DVIR
OG0007104	LOC119066322|XP_037024606.1|BCOP	LOC6627821|XP_002051134.1|DVIR
OG0007105	LOC119075292|XP_037037598.1|BCOP	LOC6629059|XP_002052387.1|DVIR
OG0007106	LOC119066490|XP_037024894.1|BCOP	LOC6628310|XP_002052864.2|DVIR
OG0007107	LOC119066040|XP_037024157.1|BCOP	LOC6628206|XP_032294047.1|DVIR
OG0007108	LOC119066665|XP_037025140.1|BCOP	LOC6627474|XP_002052124.1|DVIR
OG0007109	LOC119077057|XP_037040082.1|BCOP	LOC6627769|XP_002052658.1|DVIR
OG0007110	LOC119068109|XP_037027450.1|BCOP	LOC6627318|XP_002051694.1|DVIR
OG0007111	LOC119076960|XP_037039934.1|BCOP	LOC6628862|XP_015028762.1|DVIR
OG0007112	LOC119076958|XP_037039932.1|BCOP	LOC6627594|XP_002052825.2|DVIR
OG0007113	LOC119069871|XP_037029940.1|BCOP	LOC6631144|XP_002054247.2|DVIR
OG0007114	LOC119085973|XP_037052429.1|BCOP	LOC6627876|XP_002052000.2|DVIR
OG0007115	LOC119085972|XP_037052428.1|BCOP	LOC6635758|XP_002059224.1|DVIR
OG0007116	LOC119083392|XP_037049003.1|BCOP	LOC6628137|XP_015028721.1|DVIR
OG0007117	LOC119075618|XP_037037992.1|BCOP	LOC6629065|XP_002051609.1|DVIR
OG0007118	LOC119076240|XP_037038796.1|BCOP	LOC6628940|XP_002051244.2|DVIR
OG0007119	LOC119076707|XP_037039926.1|BCOP	LOC6634577|XP_002058078.1|DVIR
OG0007120	LOC119074839|XP_037037031.1|BCOP, LOC119067302|XP_037026102.1|BCOP	LOC6633256|XP_002056880.1|DVIR
OG0007121	LOC119084708|XP_037050711.1|BCOP	LOC6633381|XP_002057334.1|DVIR
OG0007122	LOC119076062|XP_037038594.1|BCOP	LOC6634672|XP_032296462.1|DVIR
OG0007123	LOC119069659|XP_037029675.1|BCOP	LOC6634670|XP_032296436.1|DVIR
OG0007124	LOC119076427|XP_037039067.1|BCOP	LOC6622250|XP_002048154.2|DVIR
OG0007125	LOC119073786|XP_037035395.1|BCOP	LOC6622485|XP_002047722.1|DVIR
OG0007126	LOC119077636|XP_037040752.1|BCOP	LOC6623428|XP_002048220.1|DVIR
OG0007127	LOC119076422|XP_037039059.1|BCOP	LOC6622778|XP_002048021.1|DVIR
OG0007128	LOC119076435|XP_037039080.1|BCOP	LOC6623225|XP_002048208.1|DVIR
OG0007129	LOC119070286|XP_037030451.1|BCOP	LOC6622577|XP_002047723.1|DVIR
OG0007130	LOC119070850|XP_037031260.1|BCOP	LOC6622896|XP_002047599.1|DVIR
OG0007131	LOC119070900|XP_037031324.1|BCOP	LOC6624105|XP_002048318.1|DVIR
OG0007132	LOC119071122|XP_037031669.1|BCOP	LOC6624050|XP_032290617.1|DVIR
OG0007133	LOC119071213|XP_037031913.1|BCOP	LOC6623488|XP_002046302.1|DVIR
OG0007134	LOC119077902|XP_037041168.1|BCOP	LOC6622150|XP_002048180.1|DVIR
OG0007135	LOC119071299|XP_037032072.1|BCOP	LOC6624169|XP_002046536.1|DVIR
OG0007136	LOC119074974|XP_037037269.1|BCOP	LOC6623020|XP_002048491.1|DVIR
OG0007137	LOC119072068|XP_037033101.1|BCOP	LOC6635450|XP_015024643.1|DVIR
OG0007138	LOC119071991|XP_037033014.1|BCOP	LOC6633380|XP_032295522.1|DVIR
OG0007139	LOC119072710|XP_037033878.1|BCOP	LOC6634541|XP_032296300.1|DVIR
OG0007140	LOC119075228|XP_037037513.1|BCOP	LOC6633421|XP_002057214.1|DVIR
OG0007141	LOC119073958|XP_037035745.1|BCOP	LOC6633881|XP_032295984.1|DVIR
OG0007142	LOC119075858|XP_037038310.1|BCOP	LOC6622923|XP_002047558.1|DVIR
OG0007143	LOC119081198|XP_037045809.1|BCOP	LOC6632259|XP_015025927.1|DVIR
OG0007144	LOC119074574|XP_037036699.1|BCOP	LOC6632611|XP_015026093.1|DVIR
OG0007146	LOC119073398|XP_037034727.1|BCOP	LOC6630935|XP_002053488.1|DVIR
OG0007147	LOC119075783|XP_037038238.1|BCOP	LOC6630428|XP_002053740.1|DVIR
OG0007148	LOC119077633|XP_037040741.1|BCOP	LOC6631694|XP_032295638.1|DVIR
OG0007149	LOC119073317|XP_037034600.1|BCOP	LOC6625676|XP_002048794.2|DVIR
OG0007150	LOC119077579|XP_037040684.1|BCOP	LOC6623844|XP_002048317.3|DVIR
OG0007151	LOC119082714|XP_037048183.1|BCOP	LOC6623364|XP_002047293.1|DVIR
OG0007152	LOC119074336|XP_037036322.1|BCOP	LOC6634827|XP_002058216.3|DVIR
OG0007153	LOC119074788|XP_037036962.1|BCOP	LOC6634823|XP_002058212.3|DVIR
OG0007154	LOC119069713|XP_037029732.1|BCOP	LOC6627062|XP_002049313.1|DVIR
OG0007155	LOC119069578|XP_037029557.1|BCOP	LOC6626621|XP_002049697.1|DVIR
OG0007156	LOC119075150|XP_037037439.1|BCOP	LOC6629740|XP_002054144.2|DVIR
OG0007157	LOC119078753|XP_037042350.1|BCOP	LOC6629413|XP_002053147.2|DVIR
OG0007158	LOC119078787|XP_037042393.1|BCOP	LOC6622367|XP_002046979.2|DVIR
OG0007159	LOC119067457|XP_037026338.1|BCOP	LOC6633441|XP_002057183.2|DVIR
OG0007160	LOC119074874|XP_037037105.1|BCOP	LOC6632285|XP_002056727.3|DVIR
OG0007161	LOC119074214|XP_037036111.1|BCOP	LOC6633625|XP_002057269.3|DVIR
OG0007162	LOC119074204|XP_037036099.1|BCOP	LOC6633459|XP_015025438.1|DVIR
OG0007163	LOC119077921|XP_037041197.1|BCOP	LOC6629332|XP_002053873.1|DVIR
OG0007164	LOC119073862|XP_037035622.1|BCOP	LOC6629333|XP_002053874.1|DVIR
OG0007165	LOC119074758|XP_037036919.1|BCOP	LOC6634800|XP_032296450.1|DVIR
OG0007166	LOC119074547|XP_037036611.1|BCOP	LOC6635594|XP_032295837.1|DVIR
OG0007167	LOC119074679|XP_037036858.1|BCOP	LOC6634626|XP_002058025.1|DVIR
OG0007168	LOC119074546|XP_037036608.1|BCOP	LOC6634824|XP_002058213.2|DVIR
OG0007169	LOC119074927|XP_037037217.1|BCOP	LOC6633787|XP_002056959.1|DVIR
OG0007170	LOC119076563|XP_037039241.1|BCOP	LOC6630483|XP_002053759.2|DVIR
OG0007171	LOC119075808|XP_037038270.1|BCOP	LOC26531300|XP_032296504.1|DVIR
OG0007172	LOC119076672|XP_037039462.1|BCOP	LOC6631763|XP_002055171.1|DVIR
OG0007173	LOC119066320|XP_037024608.1|BCOP	LOC6635478|XP_002059007.1|DVIR
OG0007174	LOC119074856|XP_037037063.1|BCOP	LOC6630062|XP_002054284.1|DVIR
OG0007175	LOC119082070|XP_037047304.1|BCOP	LOC6622817|XP_002048147.1|DVIR
OG0007176	LOC119076054|XP_037038584.1|BCOP	LOC6630631|XP_002053629.1|DVIR
OG0007177	LOC119084120|XP_037049868.1|BCOP	LOC6631050|XP_002054635.1|DVIR
OG0007178	LOC119070136|XP_037030358.1|BCOP	LOC6629607|XP_002054672.1|DVIR
OG0007179	LOC119077325|XP_037040432.1|BCOP	LOC6630799|XP_032295083.1|DVIR
OG0007180	LOC119077695|XP_037040862.1|BCOP	LOC6631053|XP_002054638.1|DVIR
OG0007181	LOC119075024|XP_037037331.1|BCOP	LOC6633369|XP_015025678.1|DVIR
OG0007182	LOC119084330|XP_037050156.1|BCOP	LOC6632320|XP_002056503.1|DVIR
OG0007183	LOC119085256|XP_037051488.1|BCOP	LOC6632322|XP_015026155.1|DVIR
OG0007184	LOC119074286|XP_037036201.1|BCOP	LOC6632317|XP_002056502.1|DVIR
OG0007186	LOC119076662|XP_037039442.1|BCOP	LOC6631221|XP_015027248.1|DVIR
OG0007187	LOC119075713|XP_037038131.1|BCOP	LOC6630868|XP_032289811.1|DVIR
OG0007188	LOC119076821|XP_037039710.1|BCOP	LOC6632692|XP_032289774.1|DVIR
OG0007189	LOC119075723|XP_037038154.1|BCOP	LOC6633002|XP_002056360.1|DVIR
OG0007190	LOC119085984|XP_037052447.1|BCOP	LOC6632770|XP_015025854.1|DVIR
OG0007191	LOC119081266|XP_037045903.1|BCOP	LOC6622180|XP_002046830.1|DVIR
OG0007192	LOC119077814|XP_037041020.1|BCOP	LOC6632173|XP_015026660.1|DVIR
OG0007193	LOC119074781|XP_037036950.1|BCOP	LOC6632174|XP_002055272.1|DVIR
OG0007194	LOC119075009|XP_037037308.1|BCOP	LOC6633742|XP_002057027.1|DVIR
OG0007195	LOC119076215|XP_037038761.1|BCOP	LOC6632635|XP_002056636.1|DVIR
OG0007196	LOC119067904|XP_037027088.1|BCOP	LOC6630448|XP_002053723.1|DVIR
OG0007197	LOC119074394|XP_037036408.1|BCOP	LOC6624164|XP_002047877.1|DVIR
OG0007198	LOC119076236|XP_037038790.1|BCOP	LOC6632316|XP_032289557.1|DVIR
OG0007199	LOC119076668|XP_037039456.1|BCOP	LOC6630365|XP_032294838.1|DVIR
OG0007200	LOC119074782|XP_037036951.1|BCOP	LOC6632924|XP_032289490.1|DVIR
OG0007201	LOC119070236|XP_037030405.1|BCOP	LOC6622227|XP_002046919.2|DVIR
OG0007202	LOC119084465|XP_037050344.1|BCOP	LOC6623821|XP_032290961.1|DVIR
OG0007203	LOC119072657|XP_037033811.1|BCOP	LOC6623887|XP_002046250.1|DVIR
OG0007204	LOC119066660|XP_037025132.1|BCOP	LOC6634769|XP_002058008.1|DVIR
OG0007205	LOC119072677|XP_037033850.1|BCOP	LOC6624030|XP_002046249.1|DVIR
OG0007206	LOC119077859|XP_037041083.1|BCOP	LOC6632564|XP_002056323.2|DVIR
OG0007207	LOC119067423|XP_037026289.1|BCOP	LOC6632654|XP_002056460.1|DVIR
OG0007208	LOC119075710|XP_037038127.1|BCOP	LOC6633004|XP_002056362.1|DVIR
OG0007209	LOC119085196|XP_037051403.1|BCOP	LOC6633005|XP_002056363.1|DVIR
OG0007210	LOC119082079|XP_037047329.1|BCOP	LOC6632997|XP_002056498.2|DVIR
OG0007211	LOC119076811|XP_037039693.1|BCOP	LOC6632566|XP_002056325.1|DVIR
OG0007212	LOC119076624|XP_037039384.1|BCOP	LOC6633073|XP_002056145.1|DVIR
OG0007213	LOC119082922|XP_037048475.1|BCOP	LOC6624823|XP_002048981.1|DVIR
OG0007214	LOC119074371|XP_037036372.1|BCOP	LOC6623831|XP_002048547.2|DVIR
OG0007215	LOC119076547|XP_037039238.1|BCOP	LOC6630558|XP_002053276.1|DVIR
OG0007216	LOC119083503|XP_037049152.1|BCOP	LOC6629483|XP_002054078.1|DVIR
OG0007217	LOC119084472|XP_037050352.1|BCOP	LOC6626933|XP_002049240.1|DVIR
OG0007218	LOC119075670|XP_037038082.1|BCOP, LOC119074844|XP_037037054.1|BCOP	LOC6631094|XP_002054054.1|DVIR
OG0007219	LOC119067631|XP_037026627.1|BCOP	LOC6629581|XP_002054873.1|DVIR
OG0007220	LOC119068981|XP_037028747.1|BCOP	LOC6635108|XP_002058668.1|DVIR
OG0007221	LOC119077864|XP_037041104.1|BCOP	LOC6630931|XP_002053484.1|DVIR
OG0007222	LOC119074554|XP_037036635.1|BCOP	LOC6631017|XP_002054293.2|DVIR
OG0007223	LOC119084083|XP_037049814.1|BCOP	LOC6630945|XP_002054047.1|DVIR
OG0007224	LOC119066570|XP_037025014.1|BCOP	LOC6630141|XP_002053624.2|DVIR
OG0007225	LOC119078015|XP_037041301.1|BCOP	LOC6630102|XP_002053694.2|DVIR
OG0007226	LOC119074823|XP_037037008.1|BCOP	LOC6633153|XP_002056602.1|DVIR
OG0007227	LOC119072072|XP_037033115.1|BCOP	LOC6622134|XP_002047006.2|DVIR
OG0007228	LOC119070998|XP_037031491.1|BCOP	LOC6622944|XP_032290763.1|DVIR
OG0007229	LOC119068418|XP_037027882.1|BCOP	LOC6635196|XP_002058471.1|DVIR
OG0007230	LOC119076160|XP_037038739.1|BCOP	LOC6629394|XP_002053574.1|DVIR
OG0007231	LOC119076022|XP_037038518.1|BCOP	LOC6632348|XP_002056710.1|DVIR
OG0007232	LOC119075142|XP_037037425.1|BCOP	LOC6636551|XP_032291507.1|DVIR
OG0007233	LOC119075013|XP_037037316.1|BCOP	LOC6636553|XP_032291510.1|DVIR
