Orthogroup	BCOP.longest_only	SLEB.longest_only
OG0006165	LOC119071010|XP_037031504.1|BCOP	LOC115624820|XP_030375528.1|SLEB
OG0006181	LOC119069285|XP_037029248.1|BCOP	LOC115620349|XP_030369410.1|SLEB
OG0006182	LOC119081766|XP_037046858.1|BCOP	LOC115621634|XP_030371195.1|SLEB
OG0006183	LOC119082406|XP_037047835.1|BCOP	LOC115621637|XP_030371198.1|SLEB
OG0006184	LOC119067784|XP_037026820.1|BCOP	LOC115620874|XP_030370210.1|SLEB
OG0006185	LOC119070379|XP_037030585.1|BCOP	LOC115620434|XP_030369522.1|SLEB
OG0006186	LOC119067769|XP_037026808.1|BCOP	LOC115622046|XP_030371778.1|SLEB
OG0006187	LOC119071096|XP_037031634.1|BCOP	LOC115621534|XP_030371060.1|SLEB
OG0006188	LOC119069504|XP_037029473.1|BCOP	LOC115628802|XP_030380870.1|SLEB
OG0006189	LOC119069514|XP_037029487.1|BCOP	LOC115628803|XP_030380875.1|SLEB
OG0006190	LOC119068366|XP_037027833.1|BCOP	LOC115621893|XP_030371582.1|SLEB
OG0006191	LOC119068643|XP_037028211.1|BCOP	LOC115621216|XP_030370659.1|SLEB
OG0006192	LOC119070404|XP_037030623.1|BCOP	LOC115626732|XP_030378037.1|SLEB
OG0006194	LOC119068989|XP_037028756.1|BCOP	LOC115627801|XP_030379490.1|SLEB
OG0006195	LOC119068983|XP_037028748.1|BCOP	LOC115629863|XP_030382311.1|SLEB
OG0006196	LOC119078660|XP_037042205.1|BCOP	LOC115628090|XP_030379927.1|SLEB
OG0006197	LOC119075995|XP_037038465.1|BCOP	LOC115627723|XP_030379331.1|SLEB
OG0006198	LOC119068032|XP_037027290.1|BCOP	LOC115626949|XP_030378325.1|SLEB
OG0006199	LOC119068075|XP_037027376.1|BCOP	LOC115621845|XP_030371517.1|SLEB
OG0006200	LOC119080272|XP_037044433.1|BCOP	LOC115620383|XP_030369451.1|SLEB
OG0006201	LOC119068881|XP_037028617.1|BCOP	LOC115627648|XP_030379240.1|SLEB
OG0006202	LOC119068870|XP_037028604.1|BCOP	LOC115627586|XP_030379170.1|SLEB
OG0006203	LOC119068853|XP_037028569.1|BCOP	LOC115633268|XP_030386533.1|SLEB
OG0006204	LOC119078656|XP_037042149.1|BCOP	LOC115625337|XP_030376222.1|SLEB
OG0006205	LOC119072206|XP_037033274.1|BCOP	LOC115627582|XP_030379165.1|SLEB
OG0006206	LOC119083027|XP_037048560.1|BCOP, LOC119083165|XP_037048711.1|BCOP	LOC115629108|XP_030381293.1|SLEB
OG0006207	LOC119070612|XP_037030932.1|BCOP	LOC115628599|XP_030380642.1|SLEB
OG0006208	LOC119070610|XP_037030927.1|BCOP	LOC115632641|XP_030385731.1|SLEB
OG0006209	LOC119084223|XP_037050020.1|BCOP	LOC115633266|XP_030386531.1|SLEB
OG0006210	LOC119069630|XP_037029624.1|BCOP	LOC115633419|XP_030386738.1|SLEB
OG0006211	LOC119069085|XP_037028863.1|BCOP	LOC115631183|XP_030383733.1|SLEB
OG0006212	LOC119069084|XP_037028862.1|BCOP	LOC115631182|XP_030383732.1|SLEB
OG0006213	LOC119068624|XP_037028185.1|BCOP	LOC115621042|XP_030370423.1|SLEB
OG0006214	LOC119067392|XP_037026217.1|BCOP	LOC115628028|XP_030379827.1|SLEB
OG0006215	LOC119068540|XP_037028051.1|BCOP	LOC115626860|XP_030378223.1|SLEB
OG0006216	LOC119076782|XP_037039638.1|BCOP	LOC115625204|XP_030376030.1|SLEB
OG0006217	LOC119068622|XP_037028181.1|BCOP	LOC115628724|XP_030380784.1|SLEB
OG0006218	LOC119068140|XP_037027495.1|BCOP	LOC115625753|XP_030376768.1|SLEB
OG0006219	LOC119068616|XP_037028171.1|BCOP	LOC115626688|XP_030377976.1|SLEB
OG0006220	LOC119068615|XP_037028170.1|BCOP	LOC115626818|XP_030378158.1|SLEB
OG0006221	LOC119068168|XP_037027545.1|BCOP	LOC115625252|XP_030376105.1|SLEB
OG0006222	LOC119076487|XP_037039167.1|BCOP	LOC115625271|XP_030376133.1|SLEB
OG0006223	LOC119068863|XP_037028595.1|BCOP	LOC115629317|XP_030381627.1|SLEB
OG0006224	LOC119067615|XP_037026603.1|BCOP	LOC115628754|XP_030380824.1|SLEB
OG0006225	LOC119068410|XP_037027866.1|BCOP	LOC115628879|XP_030380995.1|SLEB
OG0006226	LOC119067545|XP_037026504.1|BCOP	LOC115629182|XP_030381426.1|SLEB
OG0006227	LOC119067383|XP_037026199.1|BCOP	LOC115627465|XP_030378997.1|SLEB
OG0006228	LOC119070283|XP_037030445.1|BCOP	LOC115622481|XP_030372289.1|SLEB
OG0006229	LOC119073784|XP_037035362.1|BCOP	LOC115627998|XP_030379755.1|SLEB
OG0006230	LOC119076567|XP_037039250.1|BCOP	LOC115629836|XP_030382272.1|SLEB
OG0006231	LOC119076646|XP_037039407.1|BCOP	LOC115633339|XP_030386631.1|SLEB
OG0006232	LOC119069890|XP_037029977.1|BCOP	LOC115627091|XP_030378503.1|SLEB
OG0006233	LOC119069898|XP_037030005.1|BCOP	LOC115627211|XP_030378691.1|SLEB
OG0006234	LOC119069647|XP_037029665.1|BCOP	LOC115629799|XP_030382221.1|SLEB
OG0006235	LOC119069644|XP_037029662.1|BCOP	LOC115627818|XP_030379508.1|SLEB
OG0006237	LOC119079507|XP_037043361.1|BCOP	LOC115627710|XP_030379318.1|SLEB
OG0006238	LOC119068867|XP_037028600.1|BCOP	LOC115627720|XP_030379329.1|SLEB
OG0006239	LOC119075610|XP_037037981.1|BCOP	LOC115627562|XP_030379143.1|SLEB
OG0006240	LOC119082509|XP_037047920.1|BCOP	LOC115621575|XP_030371125.1|SLEB
OG0006241	LOC119080229|XP_037044370.1|BCOP	LOC115629798|XP_030382220.1|SLEB
OG0006242	LOC119069584|XP_037029567.1|BCOP	LOC115627197|XP_030378671.1|SLEB
OG0006243	LOC119069488|XP_037029453.1|BCOP	LOC115620400|XP_030369475.1|SLEB
OG0006244	LOC119069041|XP_037028805.1|BCOP	LOC115625157|XP_030375945.1|SLEB
OG0006245	LOC119069773|XP_037029806.1|BCOP	LOC115621664|XP_030371232.1|SLEB
OG0006246	LOC119070316|XP_037030480.1|BCOP	LOC115629152|XP_030381376.1|SLEB
OG0006248	LOC119070593|XP_037030907.1|BCOP	LOC115628685|XP_030380719.1|SLEB
OG0006249	LOC119081469|XP_037046359.1|BCOP	LOC115630564|XP_030383038.1|SLEB
OG0006250	LOC119066524|XP_037024936.1|BCOP	LOC115626776|XP_030378100.1|SLEB
OG0006251	LOC119068202|XP_037027598.1|BCOP	LOC115621152|XP_030370570.1|SLEB
OG0006252	LOC119068195|XP_037027589.1|BCOP	LOC115621151|XP_030370569.1|SLEB
OG0006253	LOC119068746|XP_037028345.1|BCOP	LOC115633360|XP_030386660.1|SLEB
OG0006254	LOC119083084|XP_037048602.1|BCOP	LOC115632198|XP_030385104.1|SLEB
OG0006255	LOC119067443|XP_037026318.1|BCOP	LOC115621270|XP_030370730.1|SLEB
OG0006256	LOC119067618|XP_037026605.1|BCOP	LOC115629794|XP_030382213.1|SLEB
OG0006257	LOC119084249|XP_037050049.1|BCOP	LOC115633353|XP_030386649.1|SLEB
OG0006258	LOC119084215|XP_037050008.1|BCOP	LOC115633379|XP_030386682.1|SLEB
OG0006259	LOC119080412|XP_037044645.1|BCOP	LOC115621130|XP_030370540.1|SLEB
OG0006260	LOC119067767|XP_037026806.1|BCOP	LOC115627146|XP_030378584.1|SLEB
OG0006261	LOC119077126|XP_037040195.1|BCOP	LOC115631114|XP_030383634.1|SLEB
OG0006262	LOC119067763|XP_037026790.1|BCOP	LOC115629579|XP_030381931.1|SLEB
OG0006263	LOC119067770|XP_037026809.1|BCOP	LOC115627449|XP_030378974.1|SLEB
OG0006264	LOC119068056|XP_037027349.1|BCOP, LOC119068057|XP_037027350.1|BCOP	LOC115628747|XP_030380813.1|SLEB
OG0006265	LOC119081884|XP_037047012.1|BCOP	LOC115622455|XP_030372262.1|SLEB
OG0006266	LOC119068726|XP_037028315.1|BCOP	LOC115628669|XP_030380698.1|SLEB
OG0006267	LOC119068503|XP_037028008.1|BCOP	LOC115627404|XP_030378918.1|SLEB
OG0006268	LOC119068029|XP_037027287.1|BCOP	LOC115633837|XP_030387188.1|SLEB
OG0006269	LOC119067492|XP_037026394.1|BCOP	LOC115620721|XP_030369960.1|SLEB
OG0006270	LOC119080351|XP_037044550.1|BCOP	LOC115627973|XP_030379728.1|SLEB
OG0006271	LOC119081194|XP_037045805.1|BCOP	LOC115620822|XP_030370112.1|SLEB
OG0006272	LOC119068973|XP_037028735.1|BCOP	LOC115633347|XP_030386640.1|SLEB
OG0006273	LOC119067318|XP_037026124.1|BCOP	LOC115634300|XP_030387813.1|SLEB
OG0006274	LOC119067400|XP_037026240.1|BCOP	LOC115633335|XP_030386628.1|SLEB
OG0006275	LOC119067653|XP_037026646.1|BCOP	LOC115627067|XP_030378474.1|SLEB
OG0006276	LOC119069195|XP_037029037.1|BCOP	LOC115628234|XP_030380108.1|SLEB
OG0006277	LOC119068276|XP_037027699.1|BCOP	LOC115630667|XP_030383173.1|SLEB
OG0006278	LOC119068411|XP_037027867.1|BCOP	LOC115628731|XP_030380795.1|SLEB
OG0006279	LOC119070335|XP_037030504.1|BCOP	LOC115633308|XP_030386592.1|SLEB
OG0006280	LOC119070329|XP_037030493.1|BCOP	LOC115627665|XP_030379267.1|SLEB
OG0006281	LOC119070328|XP_037030492.1|BCOP	LOC115627713|XP_030379320.1|SLEB
OG0006282	LOC119067433|XP_037026300.1|BCOP	LOC115629251|XP_030381528.1|SLEB
OG0006283	LOC119070380|XP_037030586.1|BCOP	LOC115620597|XP_030369770.1|SLEB
OG0006284	LOC119068384|XP_037027845.1|BCOP	LOC115632184|XP_030385079.1|SLEB
OG0006285	LOC119081571|XP_037046500.1|BCOP	LOC115621965|XP_030371673.1|SLEB
OG0006286	LOC119081570|XP_037046496.1|BCOP	LOC115620658|XP_030369869.1|SLEB
OG0006287	LOC119085725|XP_037052069.1|BCOP	LOC115633310|XP_030386600.1|SLEB
OG0006288	LOC119085724|XP_037052068.1|BCOP	LOC115621518|XP_030371043.1|SLEB
OG0006289	LOC119068629|XP_037028191.1|BCOP	LOC115621654|XP_030371218.1|SLEB
OG0006290	LOC119068630|XP_037028192.1|BCOP	LOC115627729|XP_030379344.1|SLEB
OG0006291	LOC119068620|XP_037028176.1|BCOP	LOC115631537|XP_030384169.1|SLEB
OG0006292	LOC119067710|XP_037026719.1|BCOP	LOC115626716|XP_030378019.1|SLEB
OG0006293	LOC119075201|XP_037037488.1|BCOP	LOC115632377|XP_030385358.1|SLEB
OG0006294	LOC119068636|XP_037028198.1|BCOP	LOC115629097|XP_030381275.1|SLEB
OG0006295	LOC119070617|XP_037030940.1|BCOP	LOC115628964|XP_030381100.1|SLEB
OG0006296	LOC119069629|XP_037029622.1|BCOP	LOC115629653|XP_030382024.1|SLEB
OG0006297	LOC119083356|XP_037048968.1|BCOP	LOC115627113|XP_030378539.1|SLEB
OG0006298	LOC119070548|XP_037030837.1|BCOP	LOC115629793|XP_030382212.1|SLEB
OG0006299	LOC119068856|XP_037028577.1|BCOP	LOC115626878|XP_030378248.1|SLEB
OG0006300	LOC119069877|XP_037029947.1|BCOP	LOC115627124|XP_030378553.1|SLEB
OG0006301	LOC119080579|XP_037044873.1|BCOP	LOC115627266|XP_030378754.1|SLEB
OG0006302	LOC119074800|XP_037036973.1|BCOP	LOC115626704|XP_030377997.1|SLEB
OG0006303	LOC119079438|XP_037043246.1|BCOP	LOC115620027|XP_030368990.1|SLEB
OG0006304	LOC119070576|XP_037030878.1|BCOP	LOC115620545|XP_030369688.1|SLEB
OG0006305	LOC119069638|XP_037029639.1|BCOP	LOC115621310|XP_030370784.1|SLEB
OG0006306	LOC119067080|XP_037025716.1|BCOP	LOC115620811|XP_030370095.1|SLEB
OG0006307	LOC119081772|XP_037046872.1|BCOP	LOC115620528|XP_030369657.1|SLEB
OG0006308	LOC119068626|XP_037028188.1|BCOP	LOC115627254|XP_030378741.1|SLEB
OG0006309	LOC119067301|XP_037026096.1|BCOP	LOC115629155|XP_030381382.1|SLEB
OG0006310	LOC119069841|XP_037029904.1|BCOP	LOC115621394|XP_030370896.1|SLEB
OG0006311	LOC119083648|XP_037049319.1|BCOP	LOC115626991|XP_030378366.1|SLEB
OG0006312	LOC119083645|XP_037049305.1|BCOP	LOC115626680|XP_030377967.1|SLEB
OG0006313	LOC119068397|XP_037027851.1|BCOP	LOC115626756|XP_030378073.1|SLEB
OG0006314	LOC119070405|XP_037030625.1|BCOP	LOC115629277|XP_030381566.1|SLEB
OG0006315	LOC119067513|XP_037026422.1|BCOP	LOC115621084|XP_030370474.1|SLEB
OG0006316	LOC119070604|XP_037030918.1|BCOP	LOC115626736|XP_030378045.1|SLEB
OG0006317	LOC119070605|XP_037030919.1|BCOP	LOC115627551|XP_030379128.1|SLEB
OG0006318	LOC119068912|XP_037028668.1|BCOP	LOC115629151|XP_030381374.1|SLEB
OG0006319	LOC119068652|XP_037028223.1|BCOP	LOC115623476|XP_030373708.1|SLEB
OG0006320	LOC119069667|XP_037029678.1|BCOP	LOC115627911|XP_030379666.1|SLEB
OG0006321	LOC119068948|XP_037028709.1|BCOP, LOC119068631|XP_037028195.1|BCOP	LOC115633423|XP_030386742.1|SLEB
OG0006322	LOC119069934|XP_037030055.1|BCOP	LOC115633408|XP_030386711.1|SLEB
OG0006323	LOC119084884|XP_037050924.1|BCOP, LOC119085491|XP_037051802.1|BCOP	LOC115627410|XP_030378930.1|SLEB
OG0006324	LOC119067131|XP_037025810.1|BCOP	LOC115627105|XP_030378528.1|SLEB
OG0006325	LOC119070061|XP_037030250.1|BCOP	LOC115620548|XP_030369690.1|SLEB
OG0006326	LOC119084235|XP_037050029.1|BCOP	LOC115628681|XP_030380714.1|SLEB
OG0006327	LOC119068146|XP_037027510.1|BCOP	LOC115620894|XP_030370237.1|SLEB
OG0006328	LOC119069544|XP_037029514.1|BCOP	LOC115620956|XP_030370332.1|SLEB
OG0006329	LOC119067417|XP_037026271.1|BCOP	LOC115627505|XP_030379058.1|SLEB
OG0006330	LOC119070026|XP_037030206.1|BCOP	LOC115621913|XP_030371607.1|SLEB
OG0006331	LOC119069941|XP_037030061.1|BCOP	LOC115633286|XP_030386555.1|SLEB
OG0006332	LOC119069068|XP_037028839.1|BCOP	LOC115628851|XP_030380961.1|SLEB
OG0006333	LOC119068527|XP_037028032.1|BCOP	LOC115627068|XP_030378475.1|SLEB
OG0006334	LOC119080908|XP_037045411.1|BCOP	LOC115628965|XP_030381101.1|SLEB
OG0006335	LOC119067584|XP_037026574.1|BCOP	LOC115620330|XP_030369386.1|SLEB
OG0006336	LOC119069077|XP_037028849.1|BCOP	LOC115627224|XP_030378706.1|SLEB
OG0006337	LOC119067395|XP_037026218.1|BCOP	LOC115627920|XP_030379675.1|SLEB
OG0006338	LOC119069047|XP_037028812.1|BCOP	LOC115620576|XP_030369737.1|SLEB
OG0006339	LOC119067133|XP_037025816.1|BCOP	LOC115627110|XP_030378533.1|SLEB
OG0006340	LOC119067146|XP_037025839.1|BCOP	LOC115627079|XP_030378487.1|SLEB
OG0006341	LOC119067139|XP_037025832.1|BCOP	LOC115627814|XP_030379505.1|SLEB
OG0006342	LOC119067127|XP_037025796.1|BCOP	LOC115628030|XP_030379831.1|SLEB
OG0006343	LOC119067128|XP_037025805.1|BCOP	LOC115627964|XP_030379718.1|SLEB
OG0006344	LOC119067138|XP_037025830.1|BCOP	LOC115627262|XP_030378750.1|SLEB
OG0006345	LOC119068318|XP_037027764.1|BCOP	LOC115621627|XP_030371184.1|SLEB
OG0006346	LOC119068325|XP_037027776.1|BCOP	LOC115620687|XP_030369915.1|SLEB
OG0006347	LOC119068317|XP_037027761.1|BCOP	LOC115625085|XP_030375836.1|SLEB
OG0006348	LOC119071867|XP_037032823.1|BCOP	LOC115633216|XP_030386461.1|SLEB
OG0006349	LOC119067441|XP_037026311.1|BCOP	LOC115628662|XP_030380690.1|SLEB
OG0006350	LOC119068700|XP_037028286.1|BCOP	LOC115620208|XP_030369204.1|SLEB
OG0006351	LOC119070396|XP_037030610.1|BCOP	LOC115629584|XP_030381937.1|SLEB
OG0006352	LOC119082541|XP_037047949.1|BCOP	LOC115633294|XP_030386566.1|SLEB
OG0006353	LOC119081989|XP_037047208.1|BCOP	LOC115621454|XP_030370969.1|SLEB
OG0006354	LOC119080714|XP_037045089.1|BCOP	LOC115620895|XP_030370239.1|SLEB
OG0006355	LOC119070398|XP_037030614.1|BCOP	LOC115629113|XP_030381302.1|SLEB
OG0006356	LOC119084407|XP_037050272.1|BCOP	LOC115626815|XP_030378151.1|SLEB
OG0006357	LOC119068052|XP_037027317.1|BCOP	LOC115627450|XP_030378975.1|SLEB
OG0006358	LOC119070350|XP_037030532.1|BCOP	LOC115628314|XP_030380228.1|SLEB
OG0006359	LOC119068398|XP_037027854.1|BCOP, LOC119080366|XP_037044558.1|BCOP	LOC115620415|XP_030369498.1|SLEB
OG0006360	LOC119068396|XP_037027847.1|BCOP	LOC115629364|XP_030381679.1|SLEB
OG0006362	LOC119082186|XP_037047508.1|BCOP	LOC115628847|XP_030380953.1|SLEB
OG0006363	LOC119069870|XP_037029939.1|BCOP, LOC119070110|XP_037030318.1|BCOP, LOC119083412|XP_037049025.1|BCOP, LOC119070118|XP_037030327.1|BCOP	LOC115633235|XP_030386489.1|SLEB
OG0006364	LOC119070074|XP_037030269.1|BCOP	LOC115631385|XP_030383967.1|SLEB
OG0006365	LOC119068965|XP_037028724.1|BCOP	LOC115627548|XP_030379124.1|SLEB
OG0006366	LOC119068959|XP_037028722.1|BCOP	LOC115627581|XP_030379164.1|SLEB
OG0006367	LOC119068549|XP_037028072.1|BCOP	LOC115627673|XP_030379275.1|SLEB
OG0006368	LOC119067745|XP_037026770.1|BCOP	LOC115621764|XP_030371357.1|SLEB
OG0006369	LOC119067738|XP_037026751.1|BCOP	LOC115621826|XP_030371482.1|SLEB
OG0006370	LOC119066993|XP_037025612.1|BCOP	LOC115629594|XP_030381945.1|SLEB
OG0006371	LOC119069324|XP_037029276.1|BCOP	LOC115621444|XP_030370958.1|SLEB
OG0006372	LOC119069319|XP_037029269.1|BCOP	LOC115621562|XP_030371102.1|SLEB
OG0006373	LOC119067684|XP_037026698.1|BCOP	LOC115628716|XP_030380770.1|SLEB
OG0006374	LOC119067669|XP_037026670.1|BCOP	LOC115626847|XP_030378205.1|SLEB
OG0006375	LOC119071516|XP_037032286.1|BCOP	LOC115628834|XP_030380933.1|SLEB
OG0006376	LOC119067612|XP_037026601.1|BCOP	LOC115627709|XP_030379317.1|SLEB
OG0006377	LOC119082725|XP_037048210.1|BCOP	LOC115627512|XP_030379066.1|SLEB
OG0006378	LOC119082747|XP_037048228.1|BCOP	LOC115621167|XP_030370589.1|SLEB
OG0006379	LOC119069624|XP_037029618.1|BCOP	LOC115627003|XP_030378379.1|SLEB
OG0006380	LOC119069610|XP_037029598.1|BCOP	LOC115633261|XP_030386526.1|SLEB
OG0006381	LOC119083233|XP_037048790.1|BCOP	LOC115629640|XP_030382002.1|SLEB
OG0006382	LOC119085586|XP_037051899.1|BCOP	LOC115629257|XP_030381538.1|SLEB
OG0006383	LOC119067801|XP_037026843.1|BCOP	LOC115627492|XP_030379039.1|SLEB
OG0006384	LOC119067804|XP_037026849.1|BCOP	LOC115627517|XP_030379071.1|SLEB
OG0006385	LOC119068285|XP_037027715.1|BCOP	LOC115621894|XP_030371583.1|SLEB
OG0006386	LOC119068281|XP_037027708.1|BCOP	LOC115626146|XP_030377270.1|SLEB
OG0006387	LOC119068284|XP_037027713.1|BCOP	LOC115621234|XP_030370684.1|SLEB
OG0006388	LOC119081602|XP_037046536.1|BCOP	LOC115628932|XP_030381065.1|SLEB
OG0006389	LOC119082345|XP_037047758.1|BCOP	LOC115628907|XP_030381026.1|SLEB
OG0006390	LOC119074916|XP_037037204.1|BCOP, LOC119069850|XP_037029918.1|BCOP	LOC115623852|XP_030374256.1|SLEB
OG0006391	LOC119069708|XP_037029727.1|BCOP	LOC115620849|XP_030370153.1|SLEB
OG0006392	LOC119068750|XP_037028365.1|BCOP	LOC115626683|XP_030377970.1|SLEB
OG0006393	LOC119067334|XP_037026134.1|BCOP, LOC119082408|XP_037047834.1|BCOP	LOC115631146|XP_030383677.1|SLEB
OG0006394	LOC119068309|XP_037027745.1|BCOP	LOC115621960|XP_030371668.1|SLEB
OG0006395	LOC119069232|XP_037029167.1|BCOP	LOC115621115|XP_030370519.1|SLEB
OG0006396	LOC119075794|XP_037038256.1|BCOP	LOC115627363|XP_030378873.1|SLEB
OG0006397	LOC119067830|XP_037026898.1|BCOP	LOC115628813|XP_030380898.1|SLEB
OG0006398	LOC119074640|XP_037036811.1|BCOP	LOC115633211|XP_030386458.1|SLEB
OG0006399	LOC119079764|XP_037043742.1|BCOP	LOC115627495|XP_030379042.1|SLEB
OG0006400	LOC119067813|XP_037026861.1|BCOP	LOC115627494|XP_030379041.1|SLEB
OG0006401	LOC119071281|XP_037032042.1|BCOP	LOC115628163|XP_030380037.1|SLEB
OG0006402	LOC119069682|XP_037029697.1|BCOP	LOC115624087|XP_030374537.1|SLEB
OG0006403	LOC119069677|XP_037029691.1|BCOP	LOC115623864|XP_030374269.1|SLEB
OG0006404	LOC119068335|XP_037027788.1|BCOP	LOC115624101|XP_030374551.1|SLEB
OG0006405	LOC119068342|XP_037027792.1|BCOP	LOC115623795|XP_030374195.1|SLEB
OG0006406	LOC119068794|XP_037028452.1|BCOP	LOC115620629|XP_030369819.1|SLEB
OG0006407	LOC119069218|XP_037029090.1|BCOP	LOC115627252|XP_030378739.1|SLEB
OG0006408	LOC119068829|XP_037028493.1|BCOP	LOC115627087|XP_030378497.1|SLEB
OG0006409	LOC119069279|XP_037029236.1|BCOP	LOC115629733|XP_030382126.1|SLEB
OG0006410	LOC119068783|XP_037028438.1|BCOP	LOC115627153|XP_030378592.1|SLEB
OG0006411	LOC119069611|XP_037029599.1|BCOP	LOC115633269|XP_030386538.1|SLEB
OG0006412	LOC119069360|XP_037029328.1|BCOP	LOC115620231|XP_030369233.1|SLEB
OG0006413	LOC119068478|XP_037027984.1|BCOP	LOC115621803|XP_030371444.1|SLEB
OG0006414	LOC119068480|XP_037027986.1|BCOP	LOC115620816|XP_030370103.1|SLEB
OG0006415	LOC119074402|XP_037036419.1|BCOP	LOC115629551|XP_030381895.1|SLEB
OG0006416	LOC119068463|XP_037027951.1|BCOP	LOC115629660|XP_030382034.1|SLEB
OG0006417	LOC119081352|XP_037046095.1|BCOP	LOC115625781|XP_030376812.1|SLEB, LOC115629939|XP_030382406.1|SLEB
OG0006418	LOC119067234|XP_037025985.1|BCOP	LOC115626714|XP_030378015.1|SLEB
OG0006419	LOC119068222|XP_037027613.1|BCOP	LOC115621385|XP_030370876.1|SLEB
OG0006420	LOC119070511|XP_037030767.1|BCOP	LOC115621797|XP_030371435.1|SLEB
OG0006421	LOC119067197|XP_037025923.1|BCOP	LOC115629030|XP_030381189.1|SLEB
OG0006422	LOC119070225|XP_037030394.1|BCOP	LOC115628987|XP_030381127.1|SLEB
OG0006423	LOC119083146|XP_037048684.1|BCOP	LOC115621863|XP_030371544.1|SLEB
OG0006424	LOC119083152|XP_037048693.1|BCOP	LOC115620671|XP_030369891.1|SLEB
OG0006425	LOC119067081|XP_037025719.1|BCOP	LOC115620905|XP_030370255.1|SLEB
OG0006426	LOC119067079|XP_037025714.1|BCOP	LOC115621280|XP_030370742.1|SLEB
OG0006427	LOC119082158|XP_037047457.1|BCOP	LOC115620655|XP_030369865.1|SLEB
OG0006428	LOC119085108|XP_037051261.1|BCOP	LOC115621885|XP_030371573.1|SLEB
OG0006429	LOC119069186|XP_037029022.1|BCOP	LOC115620218|XP_030369217.1|SLEB
OG0006430	LOC119069817|XP_037029874.1|BCOP	LOC115623601|XP_030373877.1|SLEB
OG0006431	LOC119067912|XP_037027105.1|BCOP	LOC115620610|XP_030369787.1|SLEB
OG0006432	LOC119067937|XP_037027147.1|BCOP	LOC115622015|XP_030371729.1|SLEB
OG0006433	LOC119068716|XP_037028300.1|BCOP	LOC115620586|XP_030369753.1|SLEB
OG0006434	LOC119081543|XP_037046449.1|BCOP	LOC115631397|XP_030383980.1|SLEB
OG0006435	LOC119067880|XP_037027046.1|BCOP	LOC115620730|XP_030369972.1|SLEB
OG0006436	LOC119066995|XP_037025618.1|BCOP, LOC119069886|XP_037029959.1|BCOP	LOC115629139|XP_030381347.1|SLEB
OG0006437	LOC119084261|XP_037050069.1|BCOP	LOC115629186|XP_030381431.1|SLEB
OG0006438	LOC119069512|XP_037029484.1|BCOP	LOC115631246|XP_030383815.1|SLEB
OG0006439	LOC119068459|XP_037027939.1|BCOP	LOC115620777|XP_030370046.1|SLEB
OG0006440	LOC119067432|XP_037026299.1|BCOP	LOC115621013|XP_030370393.1|SLEB
OG0006441	LOC119077413|XP_037040521.1|BCOP	LOC115621961|XP_030371669.1|SLEB
OG0006442	LOC119074148|XP_037036043.1|BCOP	LOC115621884|XP_030371571.1|SLEB
OG0006443	LOC119069909|XP_037030010.1|BCOP	LOC115624051|XP_030374491.1|SLEB
OG0006444	LOC119082481|XP_037047896.1|BCOP	LOC115621780|XP_030371395.1|SLEB
OG0006445	LOC119070123|XP_037030337.1|BCOP	LOC115630051|XP_030382543.1|SLEB
OG0006446	LOC119069926|XP_037030044.1|BCOP	LOC115628779|XP_030380850.1|SLEB
OG0006447	LOC119069930|XP_037030048.1|BCOP	LOC115628782|XP_030380855.1|SLEB
OG0006448	LOC119068561|XP_037028084.1|BCOP	LOC115620650|XP_030369857.1|SLEB
OG0006449	LOC119068558|XP_037028079.1|BCOP	LOC115620864|XP_030370190.1|SLEB
OG0006450	LOC119078020|XP_037041307.1|BCOP	LOC115630580|XP_030383058.1|SLEB
OG0006451	LOC119070592|XP_037030905.1|BCOP	LOC115630192|XP_030382617.1|SLEB
OG0006452	LOC119080307|XP_037044480.1|BCOP	LOC115628203|XP_030380056.1|SLEB
OG0006453	LOC119079065|XP_037042768.1|BCOP	LOC115632424|XP_030385424.1|SLEB
OG0006454	LOC119078355|XP_037041750.1|BCOP	LOC115627016|XP_030378401.1|SLEB
OG0006455	LOC119069448|XP_037029398.1|BCOP	LOC115621786|XP_030371406.1|SLEB
OG0006456	LOC119078482|XP_037041933.1|BCOP	LOC115620250|XP_030369260.1|SLEB
OG0006457	LOC119067351|XP_037026156.1|BCOP	LOC115621078|XP_030370468.1|SLEB
OG0006459	LOC119078257|XP_037041647.1|BCOP	LOC115620612|XP_030369789.1|SLEB
OG0006460	LOC119081699|XP_037046701.1|BCOP	LOC115620507|XP_030369626.1|SLEB
OG0006461	LOC119082805|XP_037048350.1|BCOP	LOC115623674|XP_030374004.1|SLEB
OG0006462	LOC119070462|XP_037030710.1|BCOP	LOC115620473|XP_030369564.1|SLEB
OG0006463	LOC119069962|XP_037030090.1|BCOP	LOC115621231|XP_030370680.1|SLEB
OG0006464	LOC119069982|XP_037030121.1|BCOP	LOC115624842|XP_030375548.1|SLEB
OG0006465	LOC119073276|XP_037034553.1|BCOP	LOC115627345|XP_030378852.1|SLEB
OG0006466	LOC119079296|XP_037042978.1|BCOP	LOC115629739|XP_030382134.1|SLEB
OG0006467	LOC119068460|XP_037027941.1|BCOP	LOC115621190|XP_030370626.1|SLEB
OG0006468	LOC119080938|XP_037045459.1|BCOP	LOC115620930|XP_030370297.1|SLEB
OG0006469	LOC119068776|XP_037028431.1|BCOP	LOC115629557|XP_030381908.1|SLEB
