Orthogroup	BCOP.longest_only	DHYD.longest_only
OG0006217	LOC119068622|XP_037028181.1|BCOP	LOC111596579|XP_023166621.2|DHYD
OG0006218	LOC119068140|XP_037027495.1|BCOP	LOC111594736|XP_023163940.2|DHYD
OG0006219	LOC119068616|XP_037028171.1|BCOP	LOC111595053|XP_023164747.1|DHYD
OG0006220	LOC119068615|XP_037028170.1|BCOP	LOC111597239|XP_023167601.2|DHYD
OG0006221	LOC119068168|XP_037027545.1|BCOP	LOC111598588|XP_023169669.2|DHYD
OG0006222	LOC119076487|XP_037039167.1|BCOP	LOC111598590|XP_023169674.2|DHYD
OG0006223	LOC119068863|XP_037028595.1|BCOP	LOC111593040|XP_023161375.2|DHYD
OG0006224	LOC119067615|XP_037026603.1|BCOP	LOC111596589|XP_023166636.1|DHYD
OG0006225	LOC119068410|XP_037027866.1|BCOP	LOC111597250|XP_023167621.2|DHYD
OG0006226	LOC119067545|XP_037026504.1|BCOP	LOC111597109|XP_023167421.1|DHYD
OG0006227	LOC119067383|XP_037026199.1|BCOP	LOC111598652|XP_023169762.2|DHYD
OG0006228	LOC119070283|XP_037030445.1|BCOP	LOC111600128|XP_023171860.1|DHYD
OG0006229	LOC119073784|XP_037035362.1|BCOP	LOC111598041|XP_023168849.1|DHYD
OG0006230	LOC119076567|XP_037039250.1|BCOP	LOC111596559|XP_030079913.1|DHYD
OG0006231	LOC119076646|XP_037039407.1|BCOP	LOC111603081|XP_023176305.2|DHYD
OG0006232	LOC119069890|XP_037029977.1|BCOP	LOC111598431|XP_030079299.1|DHYD
OG0006233	LOC119069898|XP_037030005.1|BCOP	LOC111598415|XP_023169422.1|DHYD
OG0006234	LOC119069647|XP_037029665.1|BCOP	LOC111593052|XP_023161393.1|DHYD
OG0006235	LOC119069644|XP_037029662.1|BCOP	LOC111594062|XP_023162955.1|DHYD
OG0006237	LOC119079507|XP_037043361.1|BCOP	LOC111594249|XP_023163229.1|DHYD
OG0006238	LOC119068867|XP_037028600.1|BCOP	LOC111594071|XP_023162975.1|DHYD
OG0006239	LOC119075610|XP_037037981.1|BCOP	LOC111598136|XP_023168965.2|DHYD
OG0006240	LOC119082509|XP_037047920.1|BCOP	LOC111597839|XP_023168510.2|DHYD
OG0006241	LOC119080229|XP_037044370.1|BCOP	LOC111593041|XP_023161376.1|DHYD
OG0006242	LOC119069584|XP_037029567.1|BCOP	LOC111597267|XP_023167648.2|DHYD
OG0006243	LOC119069488|XP_037029453.1|BCOP	LOC111602790|XP_023175831.2|DHYD
OG0006244	LOC119069041|XP_037028805.1|BCOP	LOC111595715|XP_023165328.2|DHYD
OG0006245	LOC119069773|XP_037029806.1|BCOP	LOC111599848|XP_030081679.1|DHYD
OG0006246	LOC119070316|XP_037030480.1|BCOP	LOC111601630|XP_023174065.2|DHYD
OG0006248	LOC119070593|XP_037030907.1|BCOP	LOC111600614|XP_023172579.1|DHYD
OG0006249	LOC119081469|XP_037046359.1|BCOP	LOC111599145|XP_023170478.2|DHYD
OG0006250	LOC119066524|XP_037024936.1|BCOP	LOC111601951|XP_023174576.1|DHYD
OG0006251	LOC119068202|XP_037027598.1|BCOP	LOC111603071|XP_023176301.1|DHYD
OG0006252	LOC119068195|XP_037027589.1|BCOP	LOC111603060|XP_023176289.1|DHYD
OG0006253	LOC119068746|XP_037028345.1|BCOP	LOC111601614|XP_030080027.1|DHYD
OG0006254	LOC119083084|XP_037048602.1|BCOP	LOC111592047|XP_023159813.2|DHYD
OG0006255	LOC119067443|XP_037026318.1|BCOP	LOC111595677|XP_023165281.2|DHYD
OG0006256	LOC119067618|XP_037026605.1|BCOP	LOC111593048|XP_023161388.1|DHYD
OG0006257	LOC119084249|XP_037050049.1|BCOP	LOC111593050|XP_023161390.1|DHYD
OG0006258	LOC119084215|XP_037050008.1|BCOP	LOC111598337|XP_023169313.1|DHYD
OG0006259	LOC119080412|XP_037044645.1|BCOP	LOC111599839|XP_023171405.2|DHYD
OG0006260	LOC119067767|XP_037026806.1|BCOP	LOC111598344|XP_023169318.1|DHYD
OG0006261	LOC119077126|XP_037040195.1|BCOP	LOC111602442|XP_023175266.2|DHYD
OG0006262	LOC119067763|XP_037026790.1|BCOP	LOC111596161|XP_023166020.2|DHYD
OG0006263	LOC119067770|XP_037026809.1|BCOP	LOC111593658|XP_023162311.1|DHYD
OG0006264	LOC119068056|XP_037027349.1|BCOP, LOC119068057|XP_037027350.1|BCOP	LOC111605341|XP_023179582.2|DHYD
OG0006265	LOC119081884|XP_037047012.1|BCOP	LOC111600127|XP_023171859.2|DHYD
OG0006266	LOC119068726|XP_037028315.1|BCOP	LOC111596822|XP_030079902.1|DHYD
OG0006267	LOC119068503|XP_037028008.1|BCOP	LOC111597490|XP_023168017.1|DHYD
OG0006268	LOC119068029|XP_037027287.1|BCOP	LOC111595257|XP_023164671.1|DHYD
OG0006269	LOC119067492|XP_037026394.1|BCOP	LOC111597846|XP_023168523.1|DHYD
OG0006270	LOC119080351|XP_037044550.1|BCOP	LOC111603357|XP_030079531.1|DHYD
OG0006271	LOC119081194|XP_037045805.1|BCOP	LOC111601763|XP_023174271.1|DHYD
OG0006272	LOC119068973|XP_037028735.1|BCOP	LOC111598284|XP_023169237.2|DHYD
OG0006273	LOC119067318|XP_037026124.1|BCOP	LOC111601874|XP_023174520.1|DHYD
OG0006274	LOC119067400|XP_037026240.1|BCOP	LOC111601962|XP_023174641.2|DHYD
OG0006275	LOC119067653|XP_037026646.1|BCOP	LOC111605342|XP_023179584.2|DHYD
OG0006276	LOC119069195|XP_037029037.1|BCOP	LOC111601039|XP_023173220.2|DHYD
OG0006277	LOC119068276|XP_037027699.1|BCOP	LOC111593642|XP_023162291.2|DHYD
OG0006278	LOC119068411|XP_037027867.1|BCOP	LOC111596529|XP_023166567.2|DHYD
OG0006279	LOC119070335|XP_037030504.1|BCOP	LOC111595372|XP_023164828.2|DHYD
OG0006280	LOC119070329|XP_037030493.1|BCOP	LOC115483091|XP_030080055.1|DHYD, LOC111597437|XP_023167911.2|DHYD
OG0006281	LOC119070328|XP_037030492.1|BCOP	LOC111597440|XP_023167923.1|DHYD
OG0006282	LOC119067433|XP_037026300.1|BCOP	LOC111594277|XP_023163276.1|DHYD
OG0006283	LOC119070380|XP_037030586.1|BCOP	LOC111602970|XP_023176127.1|DHYD
OG0006284	LOC119068384|XP_037027845.1|BCOP	LOC111600466|XP_023172340.1|DHYD
OG0006285	LOC119081571|XP_037046500.1|BCOP	LOC111605483|XP_023179787.2|DHYD
OG0006286	LOC119081570|XP_037046496.1|BCOP	LOC111592928|XP_023161154.2|DHYD
OG0006287	LOC119085725|XP_037052069.1|BCOP	LOC111602862|XP_023175946.2|DHYD
OG0006288	LOC119085724|XP_037052068.1|BCOP	LOC111601996|XP_023174652.2|DHYD
OG0006289	LOC119068629|XP_037028191.1|BCOP	LOC111596746|XP_023166849.1|DHYD
OG0006290	LOC119068630|XP_037028192.1|BCOP	LOC111603104|XP_023176333.1|DHYD
OG0006291	LOC119068620|XP_037028176.1|BCOP	LOC111605504|XP_023179822.1|DHYD
OG0006292	LOC119067710|XP_037026719.1|BCOP	LOC111592316|XP_023160200.1|DHYD
OG0006293	LOC119075201|XP_037037488.1|BCOP	LOC111603717|XP_023177193.2|DHYD
OG0006294	LOC119068636|XP_037028198.1|BCOP	LOC111592365|XP_023160295.2|DHYD
OG0006295	LOC119070617|XP_037030940.1|BCOP	LOC111598870|XP_023170087.2|DHYD
OG0006296	LOC119069629|XP_037029622.1|BCOP	LOC111592355|XP_030081791.1|DHYD
OG0006297	LOC119083356|XP_037048968.1|BCOP	LOC111593430|XP_030079415.1|DHYD
OG0006298	LOC119070548|XP_037030837.1|BCOP	LOC111596549|XP_023166590.1|DHYD
OG0006299	LOC119068856|XP_037028577.1|BCOP	LOC111603345|XP_030079532.1|DHYD
OG0006300	LOC119069877|XP_037029947.1|BCOP	LOC111605318|XP_023179550.1|DHYD
OG0006301	LOC119080579|XP_037044873.1|BCOP	LOC111593487|XP_023162017.2|DHYD
OG0006303	LOC119079438|XP_037043246.1|BCOP	LOC111602202|XP_023174940.2|DHYD
OG0006304	LOC119070576|XP_037030878.1|BCOP	LOC111596157|XP_023166015.1|DHYD
OG0006305	LOC119069638|XP_037029639.1|BCOP	LOC111596146|XP_023165999.1|DHYD
OG0006306	LOC119067080|XP_037025716.1|BCOP	LOC111598612|XP_030081602.1|DHYD
OG0006307	LOC119081772|XP_037046872.1|BCOP	LOC111601479|XP_023173834.2|DHYD
OG0006308	LOC119068626|XP_037028188.1|BCOP	LOC111598301|XP_023169256.1|DHYD
OG0006309	LOC119067301|XP_037026096.1|BCOP	LOC111605327|XP_023179562.1|DHYD
OG0006310	LOC119069841|XP_037029904.1|BCOP	LOC111598830|XP_023170036.2|DHYD
OG0006311	LOC119083648|XP_037049319.1|BCOP	LOC111591986|XP_023159707.1|DHYD
OG0006312	LOC119083645|XP_037049305.1|BCOP	LOC111591974|XP_023159689.1|DHYD
OG0006313	LOC119068397|XP_037027851.1|BCOP	LOC111598146|XP_030078876.1|DHYD
OG0006314	LOC119070405|XP_037030625.1|BCOP	LOC111595967|XP_023165712.1|DHYD
OG0006315	LOC119067513|XP_037026422.1|BCOP	LOC111597880|XP_023168574.2|DHYD
OG0006316	LOC119070604|XP_037030918.1|BCOP	LOC111599917|XP_023171514.1|DHYD
OG0006317	LOC119070605|XP_037030919.1|BCOP	LOC111593995|XP_023162855.1|DHYD
OG0006318	LOC119068912|XP_037028668.1|BCOP	LOC111595940|XP_023165671.2|DHYD
OG0006319	LOC119068652|XP_037028223.1|BCOP	LOC111600026|XP_023171707.1|DHYD
OG0006320	LOC119069667|XP_037029678.1|BCOP	LOC111596575|XP_023166616.1|DHYD
OG0006321	LOC119068948|XP_037028709.1|BCOP, LOC119068631|XP_037028195.1|BCOP	LOC111603154|XP_023176399.1|DHYD
OG0006322	LOC119069934|XP_037030055.1|BCOP	LOC111594061|XP_023162954.1|DHYD
OG0006323	LOC119084884|XP_037050924.1|BCOP, LOC119085491|XP_037051802.1|BCOP	LOC111596524|XP_030079599.1|DHYD
OG0006324	LOC119067131|XP_037025810.1|BCOP	LOC111596712|XP_023166801.2|DHYD
OG0006325	LOC119070061|XP_037030250.1|BCOP	LOC111600623|XP_023172593.1|DHYD
OG0006326	LOC119084235|XP_037050029.1|BCOP	LOC111595107|XP_023164440.2|DHYD
OG0006327	LOC119068146|XP_037027510.1|BCOP	LOC111603240|XP_023176514.1|DHYD
OG0006328	LOC119069544|XP_037029514.1|BCOP	LOC111599922|XP_023171537.2|DHYD
OG0006329	LOC119067417|XP_037026271.1|BCOP	LOC111602402|XP_023175190.1|DHYD
OG0006330	LOC119070026|XP_037030206.1|BCOP	LOC111596175|XP_023166043.2|DHYD
OG0006331	LOC119069941|XP_037030061.1|BCOP	LOC111603138|XP_023176380.2|DHYD
OG0006332	LOC119069068|XP_037028839.1|BCOP	LOC111596457|XP_023166455.2|DHYD
OG0006333	LOC119068527|XP_037028032.1|BCOP	LOC111597420|XP_030079364.1|DHYD
OG0006334	LOC119080908|XP_037045411.1|BCOP	LOC111598871|XP_023170088.2|DHYD
OG0006335	LOC119067584|XP_037026574.1|BCOP	LOC111599562|XP_023170998.2|DHYD
OG0006336	LOC119069077|XP_037028849.1|BCOP	LOC111593502|XP_023162037.1|DHYD
OG0006337	LOC119067395|XP_037026218.1|BCOP	LOC111600176|XP_023171939.1|DHYD
OG0006338	LOC119069047|XP_037028812.1|BCOP	LOC111601984|XP_023174636.1|DHYD
OG0006339	LOC119067133|XP_037025816.1|BCOP	LOC111597906|XP_023168613.2|DHYD
OG0006340	LOC119067146|XP_037025839.1|BCOP	LOC111593440|XP_023161960.1|DHYD
OG0006341	LOC119067139|XP_037025832.1|BCOP	LOC111596588|XP_023166634.2|DHYD
OG0006342	LOC119067127|XP_037025796.1|BCOP	LOC111596538|XP_023166577.2|DHYD
OG0006343	LOC119067128|XP_037025805.1|BCOP	LOC111596566|XP_023166607.2|DHYD
OG0006344	LOC119067138|XP_037025830.1|BCOP	LOC111598353|XP_023169330.2|DHYD
OG0006345	LOC119068318|XP_037027764.1|BCOP	LOC111595893|XP_023165595.2|DHYD
OG0006346	LOC119068325|XP_037027776.1|BCOP	LOC111595238|XP_023164643.1|DHYD
OG0006347	LOC119068317|XP_037027761.1|BCOP	LOC111596844|XP_023167041.1|DHYD
OG0006348	LOC119071867|XP_037032823.1|BCOP	LOC111595365|XP_023164818.2|DHYD
OG0006349	LOC119067441|XP_037026311.1|BCOP	LOC111596823|XP_023166960.1|DHYD
OG0006350	LOC119068700|XP_037028286.1|BCOP	LOC111592704|XP_023160855.1|DHYD
OG0006351	LOC119070396|XP_037030610.1|BCOP	LOC111596883|XP_023167099.1|DHYD
OG0006352	LOC119082541|XP_037047949.1|BCOP	LOC111598011|XP_023168775.2|DHYD
OG0006353	LOC119081989|XP_037047208.1|BCOP	LOC111594513|XP_023163602.2|DHYD
OG0006354	LOC119080714|XP_037045089.1|BCOP	LOC111595215|XP_023164593.1|DHYD
OG0006355	LOC119070398|XP_037030614.1|BCOP	LOC111592358|XP_030080155.1|DHYD
OG0006356	LOC119084407|XP_037050272.1|BCOP	LOC111594265|XP_023163260.1|DHYD
OG0006357	LOC119068052|XP_037027317.1|BCOP	LOC111598144|XP_023168978.2|DHYD
OG0006358	LOC119070350|XP_037030532.1|BCOP	LOC111595290|XP_023164713.1|DHYD
OG0006359	LOC119068398|XP_037027854.1|BCOP, LOC119080366|XP_037044558.1|BCOP	LOC111602623|XP_023175553.1|DHYD
OG0006360	LOC119068396|XP_037027847.1|BCOP	LOC111605146|XP_023179295.1|DHYD
OG0006363	LOC119069870|XP_037029939.1|BCOP, LOC119070110|XP_037030318.1|BCOP, LOC119083412|XP_037049025.1|BCOP, LOC119070118|XP_037030327.1|BCOP	LOC111596043|XP_023165847.2|DHYD
OG0006364	LOC119070074|XP_037030269.1|BCOP	LOC111602447|XP_023175273.2|DHYD
OG0006365	LOC119068965|XP_037028724.1|BCOP	LOC111593047|XP_030079313.1|DHYD
OG0006366	LOC119068959|XP_037028722.1|BCOP	LOC111593058|XP_023161401.2|DHYD
OG0006367	LOC119068549|XP_037028072.1|BCOP	LOC111594248|XP_023163228.2|DHYD
OG0006368	LOC119067745|XP_037026770.1|BCOP	LOC111592469|XP_023160449.1|DHYD
OG0006369	LOC119067738|XP_037026751.1|BCOP	LOC111592467|XP_023160436.2|DHYD
OG0006370	LOC119066993|XP_037025612.1|BCOP	LOC111598379|XP_030079596.1|DHYD
OG0006371	LOC119069324|XP_037029276.1|BCOP	LOC111602012|XP_023174674.2|DHYD
OG0006372	LOC119069319|XP_037029269.1|BCOP	LOC111603251|XP_023176526.2|DHYD
OG0006373	LOC119067684|XP_037026698.1|BCOP	LOC111604738|XP_023178679.1|DHYD
OG0006374	LOC119067669|XP_037026670.1|BCOP	LOC111597255|XP_023167626.2|DHYD
OG0006375	LOC119071516|XP_037032286.1|BCOP	LOC111598271|XP_023169216.2|DHYD
OG0006376	LOC119067612|XP_037026601.1|BCOP	LOC111598441|XP_023169454.2|DHYD
OG0006377	LOC119082725|XP_037048210.1|BCOP	LOC111603118|XP_023176358.1|DHYD
OG0006378	LOC119082747|XP_037048228.1|BCOP	LOC111600235|XP_023172033.1|DHYD
OG0006379	LOC119069624|XP_037029618.1|BCOP	LOC111591908|XP_023159586.1|DHYD
OG0006380	LOC119069610|XP_037029598.1|BCOP	LOC111604766|XP_023178735.1|DHYD
OG0006381	LOC119083233|XP_037048790.1|BCOP	LOC111603209|XP_023176472.1|DHYD
OG0006382	LOC119085586|XP_037051899.1|BCOP	LOC111593410|XP_023161904.1|DHYD
OG0006383	LOC119067801|XP_037026843.1|BCOP	LOC111598182|XP_023169048.1|DHYD
OG0006384	LOC119067804|XP_037026849.1|BCOP	LOC111602411|XP_023175209.1|DHYD
OG0006385	LOC119068285|XP_037027715.1|BCOP	LOC111600154|XP_030080628.1|DHYD
OG0006386	LOC119068281|XP_037027708.1|BCOP	LOC111605042|XP_023179146.2|DHYD
OG0006387	LOC119068284|XP_037027713.1|BCOP	LOC111592485|XP_023160473.2|DHYD
OG0006388	LOC119081602|XP_037046536.1|BCOP	LOC111598845|XP_023170049.2|DHYD
OG0006389	LOC119082345|XP_037047758.1|BCOP	LOC111598817|XP_023170013.2|DHYD
OG0006390	LOC119074916|XP_037037204.1|BCOP, LOC119069850|XP_037029918.1|BCOP	LOC111595938|XP_023165672.1|DHYD
OG0006391	LOC119069708|XP_037029727.1|BCOP	LOC111594507|XP_023163592.2|DHYD
OG0006392	LOC119068750|XP_037028365.1|BCOP	LOC111593436|XP_023161951.2|DHYD
OG0006393	LOC119067334|XP_037026134.1|BCOP, LOC119082408|XP_037047834.1|BCOP	LOC111602540|XP_023175438.2|DHYD
OG0006394	LOC119068309|XP_037027745.1|BCOP	LOC111601535|XP_023173935.2|DHYD
OG0006395	LOC119069232|XP_037029167.1|BCOP	LOC111597847|XP_023168524.1|DHYD
OG0006396	LOC119075794|XP_037038256.1|BCOP	LOC111593470|XP_023162000.2|DHYD
OG0006397	LOC119067830|XP_037026898.1|BCOP	LOC111593427|XP_023162347.1|DHYD
OG0006398	LOC119074640|XP_037036811.1|BCOP	LOC111603710|XP_023177219.1|DHYD
OG0006399	LOC119079764|XP_037043742.1|BCOP	LOC111596832|XP_023166975.1|DHYD
OG0006400	LOC119067813|XP_037026861.1|BCOP	LOC111596831|XP_023166974.2|DHYD
OG0006401	LOC119071281|XP_037032042.1|BCOP	LOC111592346|XP_023160247.2|DHYD
OG0006402	LOC119069682|XP_037029697.1|BCOP	LOC111598498|XP_023169525.2|DHYD
OG0006403	LOC119069677|XP_037029691.1|BCOP	LOC111592037|XP_030081745.1|DHYD
OG0006404	LOC119068335|XP_037027788.1|BCOP	LOC111592050|XP_023159815.2|DHYD
OG0006405	LOC119068342|XP_037027792.1|BCOP	LOC111604518|XP_023178382.1|DHYD
OG0006406	LOC119068794|XP_037028452.1|BCOP	LOC111602807|XP_023175872.1|DHYD
OG0006407	LOC119069218|XP_037029090.1|BCOP	LOC111603153|XP_023176398.1|DHYD
OG0006408	LOC119068829|XP_037028493.1|BCOP	LOC111593464|XP_023161994.2|DHYD
OG0006409	LOC119069279|XP_037029236.1|BCOP	LOC111591893|XP_023159567.1|DHYD
OG0006410	LOC119068783|XP_037028438.1|BCOP	LOC111594044|XP_023162968.1|DHYD
OG0006411	LOC119069611|XP_037029599.1|BCOP	LOC111596793|XP_023166919.2|DHYD
OG0006412	LOC119069360|XP_037029328.1|BCOP	LOC111595913|XP_023165635.1|DHYD
OG0006413	LOC119068478|XP_037027984.1|BCOP	LOC111601972|XP_023174615.2|DHYD
OG0006414	LOC119068480|XP_037027986.1|BCOP	LOC111595914|XP_023165632.1|DHYD
OG0006415	LOC119074402|XP_037036419.1|BCOP	LOC111596167|XP_023166027.2|DHYD
OG0006416	LOC119068463|XP_037027951.1|BCOP	LOC111602866|XP_023175952.1|DHYD
OG0006417	LOC119081352|XP_037046095.1|BCOP	LOC111603889|XP_023177474.1|DHYD
OG0006418	LOC119067234|XP_037025985.1|BCOP	LOC111603358|XP_023176672.2|DHYD
OG0006419	LOC119068222|XP_037027613.1|BCOP	LOC111597156|XP_023167477.1|DHYD
OG0006420	LOC119070511|XP_037030767.1|BCOP	LOC111602675|XP_030080792.1|DHYD
OG0006421	LOC119067197|XP_037025923.1|BCOP	LOC111602279|XP_023175043.1|DHYD
OG0006422	LOC119070225|XP_037030394.1|BCOP	LOC111602324|XP_023175093.2|DHYD
OG0006423	LOC119083146|XP_037048684.1|BCOP	LOC111603545|XP_023176946.1|DHYD
OG0006424	LOC119083152|XP_037048693.1|BCOP	LOC111603547|XP_023176948.1|DHYD
OG0006425	LOC119067081|XP_037025719.1|BCOP	LOC111603611|XP_023177044.2|DHYD
OG0006426	LOC119067079|XP_037025714.1|BCOP	LOC111603610|XP_023177043.2|DHYD
OG0006427	LOC119082158|XP_037047457.1|BCOP	LOC111593228|XP_023161648.2|DHYD
OG0006428	LOC119085108|XP_037051261.1|BCOP	LOC111599808|XP_023171363.1|DHYD
OG0006429	LOC119069186|XP_037029022.1|BCOP	LOC111602688|XP_023175680.1|DHYD
OG0006430	LOC119069817|XP_037029874.1|BCOP	LOC111605697|XP_023180139.1|DHYD
OG0006431	LOC119067912|XP_037027105.1|BCOP	LOC111601456|XP_030078731.1|DHYD
OG0006432	LOC119067937|XP_037027147.1|BCOP	LOC111603482|XP_030081668.1|DHYD
OG0006433	LOC119068716|XP_037028300.1|BCOP	LOC111602879|XP_023175977.1|DHYD
OG0006434	LOC119081543|XP_037046449.1|BCOP	LOC111594728|XP_023163927.1|DHYD
OG0006435	LOC119067880|XP_037027046.1|BCOP	LOC111592697|XP_023160840.2|DHYD
OG0006436	LOC119066995|XP_037025618.1|BCOP, LOC119069886|XP_037029959.1|BCOP	LOC111604416|XP_023178239.2|DHYD
OG0006437	LOC119084261|XP_037050069.1|BCOP	LOC111597295|XP_023167684.1|DHYD
OG0006438	LOC119069512|XP_037029484.1|BCOP	LOC111599090|XP_023170398.1|DHYD
OG0006439	LOC119068459|XP_037027939.1|BCOP	LOC111598838|XP_023170045.1|DHYD
OG0006440	LOC119067432|XP_037026299.1|BCOP	LOC111598848|XP_023170054.1|DHYD
OG0006441	LOC119077413|XP_037040521.1|BCOP	LOC111594579|XP_023163704.2|DHYD
OG0006442	LOC119074148|XP_037036043.1|BCOP	LOC111601784|XP_023174312.2|DHYD
OG0006443	LOC119069909|XP_037030010.1|BCOP	LOC111600819|XP_023172887.1|DHYD
OG0006444	LOC119082481|XP_037047896.1|BCOP	LOC111594462|XP_023163528.2|DHYD
OG0006445	LOC119070123|XP_037030337.1|BCOP	LOC111591979|XP_023159697.2|DHYD
OG0006446	LOC119069926|XP_037030044.1|BCOP	LOC111601351|XP_023173651.2|DHYD
OG0006447	LOC119069930|XP_037030048.1|BCOP	LOC111600805|XP_023172863.1|DHYD
OG0006448	LOC119068561|XP_037028084.1|BCOP	LOC111597173|XP_023167502.1|DHYD
OG0006449	LOC119068558|XP_037028079.1|BCOP	LOC111597174|XP_030080855.1|DHYD
OG0006450	LOC119078020|XP_037041307.1|BCOP	LOC111594949|XP_023164214.2|DHYD
OG0006451	LOC119070592|XP_037030905.1|BCOP	LOC111601854|XP_023174458.1|DHYD
OG0006452	LOC119080307|XP_037044480.1|BCOP	LOC111596065|XP_023165882.2|DHYD
OG0006453	LOC119079065|XP_037042768.1|BCOP	LOC111601055|XP_023173239.1|DHYD
OG0006454	LOC119078355|XP_037041750.1|BCOP	LOC111601947|XP_023174571.2|DHYD
OG0006455	LOC119069448|XP_037029398.1|BCOP	LOC111602659|XP_030081681.1|DHYD
OG0006456	LOC119078482|XP_037041933.1|BCOP	LOC111602777|XP_023175812.2|DHYD
OG0006457	LOC119067351|XP_037026156.1|BCOP	LOC111605479|XP_023179781.2|DHYD
OG0006459	LOC119078257|XP_037041647.1|BCOP	LOC111602780|XP_023175814.1|DHYD
OG0006460	LOC119081699|XP_037046701.1|BCOP	LOC111596492|XP_023166521.1|DHYD
OG0006461	LOC119082805|XP_037048350.1|BCOP	LOC111602672|XP_023175633.1|DHYD
OG0006462	LOC119070462|XP_037030710.1|BCOP	LOC111601508|XP_023173871.2|DHYD
OG0006463	LOC119069962|XP_037030090.1|BCOP	LOC111595216|XP_023164597.2|DHYD
OG0006464	LOC119069982|XP_037030121.1|BCOP	LOC111596659|XP_023166732.1|DHYD
OG0006465	LOC119073276|XP_037034553.1|BCOP	LOC111604032|XP_023177657.1|DHYD
OG0006466	LOC119079296|XP_037042978.1|BCOP	LOC111594245|XP_023163224.1|DHYD
OG0006467	LOC119068460|XP_037027941.1|BCOP	LOC111598086|XP_030081667.1|DHYD
OG0006468	LOC119080938|XP_037045459.1|BCOP	LOC111598905|XP_023170141.1|DHYD
OG0006469	LOC119068776|XP_037028431.1|BCOP	LOC111605036|XP_023179141.1|DHYD
OG0006470	LOC119068428|XP_037027891.1|BCOP	LOC111595096|XP_023164431.2|DHYD
OG0006471	LOC119073968|XP_037035769.1|BCOP	LOC111596491|XP_023166520.2|DHYD
OG0006472	LOC119067217|XP_037025958.1|BCOP	LOC111596487|XP_023166516.1|DHYD
OG0006473	LOC119081915|XP_037047050.1|BCOP	LOC111598744|XP_023169910.2|DHYD
OG0006474	LOC119082692|XP_037048163.1|BCOP	LOC111593861|XP_023162683.1|DHYD
OG0006475	LOC119067896|XP_037027081.1|BCOP	LOC111601383|XP_023173689.1|DHYD
OG0006476	LOC119068097|XP_037027415.1|BCOP	LOC111598875|XP_023170103.2|DHYD
OG0006477	LOC119068115|XP_037027459.1|BCOP	LOC111604740|XP_023178681.1|DHYD
OG0006479	LOC119085649|XP_037051983.1|BCOP	LOC111602797|XP_023175852.2|DHYD
OG0006480	LOC119080197|XP_037044332.1|BCOP	LOC111593832|XP_023162638.2|DHYD
OG0006481	LOC119085434|XP_037051745.1|BCOP	LOC111603764|XP_023177265.1|DHYD
OG0006482	LOC119068972|XP_037028733.1|BCOP	LOC111598331|XP_023169300.2|DHYD
OG0006483	LOC119085249|XP_037051480.1|BCOP	LOC111594509|XP_023163594.2|DHYD
OG0006484	LOC119068377|XP_037027841.1|BCOP	LOC111594536|XP_023163644.2|DHYD
OG0006485	LOC119082530|XP_037047940.1|BCOP	LOC111596258|XP_023166161.1|DHYD
OG0006486	LOC119068559|XP_037028080.1|BCOP	LOC111601312|XP_023173604.2|DHYD
OG0006487	LOC119067077|XP_037025712.1|BCOP	LOC111603543|XP_023176945.2|DHYD
OG0006488	LOC119069434|XP_037029386.1|BCOP	LOC111598687|XP_023169819.1|DHYD
OG0006489	LOC119068104|XP_037027425.1|BCOP	LOC111605462|XP_023179749.1|DHYD
OG0006490	LOC119067971|XP_037027208.1|BCOP	LOC111603441|XP_023176796.2|DHYD
OG0006491	LOC119077136|XP_037040210.1|BCOP	LOC111595788|XP_023165441.2|DHYD
OG0006492	LOC119067090|XP_037025744.1|BCOP	LOC111598793|XP_023169980.1|DHYD
OG0006493	LOC119067025|XP_037025652.1|BCOP, LOC119070126|XP_037030341.1|BCOP	LOC111595948|XP_023165684.1|DHYD
OG0006494	LOC119081751|XP_037046828.1|BCOP	LOC111594261|XP_023163255.2|DHYD
OG0006495	LOC119068563|XP_037028087.1|BCOP	LOC111598472|XP_023169497.1|DHYD
OG0006496	LOC119067268|XP_037026042.1|BCOP	LOC111596495|XP_023166524.2|DHYD
OG0006497	LOC119067895|XP_037027079.1|BCOP	LOC111594515|XP_023163608.1|DHYD
OG0006498	LOC119067883|XP_037027057.1|BCOP	LOC111594482|XP_023163558.2|DHYD
OG0006499	LOC119067877|XP_037027041.1|BCOP	LOC111596405|XP_030080761.1|DHYD
OG0006500	LOC119085007|XP_037051084.1|BCOP	LOC111592631|XP_023160736.2|DHYD
OG0006501	LOC119067891|XP_037027071.1|BCOP	LOC111594478|XP_023163549.2|DHYD
OG0006502	LOC119069237|XP_037029173.1|BCOP	LOC111594528|XP_023163630.2|DHYD
OG0006503	LOC119069272|XP_037029225.1|BCOP	LOC111594490|XP_023163567.1|DHYD
OG0006504	LOC119075756|XP_037038188.1|BCOP	LOC111594541|XP_023163659.2|DHYD
OG0006505	LOC119069138|XP_037028939.1|BCOP	LOC111597838|XP_023168508.2|DHYD
OG0006506	LOC119069144|XP_037028944.1|BCOP	LOC111598372|XP_023169348.1|DHYD
OG0006507	LOC119080404|XP_037044627.1|BCOP	LOC111598500|XP_023169534.2|DHYD
OG0006509	LOC119070501|XP_037030744.1|BCOP	LOC111593434|XP_023161949.1|DHYD
