Orthogroup	BCOP.longest_only	CCAP.longest_only
OG0007219	LOC119067631|XP_037026627.1|BCOP	CCAP1982_LOCUS780|CAD6991889.1|CCAP
OG0007220	LOC119068981|XP_037028747.1|BCOP	CCAP1982_LOCUS1421|CAD6992573.1|CCAP
OG0007221	LOC119077864|XP_037041104.1|BCOP	CCAP1982_LOCUS5051|CAD6996372.1|CCAP
OG0007222	LOC119074554|XP_037036635.1|BCOP	CCAP1982_LOCUS4924|CAD6996240.1|CCAP
OG0007223	LOC119084083|XP_037049814.1|BCOP	CCAP1982_LOCUS155|CAD6991217.1|CCAP
OG0007224	LOC119066570|XP_037025014.1|BCOP	CCAP1982_LOCUS4413|CAD6995706.1|CCAP
OG0007225	LOC119078015|XP_037041301.1|BCOP	CCAP1982_LOCUS240|CAD6991311.1|CCAP
OG0007226	LOC119074823|XP_037037008.1|BCOP	CCAP1982_LOCUS372|CAD6991446.1|CCAP
OG0007227	LOC119072072|XP_037033115.1|BCOP	CCAP1982_LOCUS12755|CAD7004337.1|CCAP
OG0007228	LOC119070998|XP_037031491.1|BCOP	CCAP1982_LOCUS12753|CAD7004335.1|CCAP
OG0007229	LOC119068418|XP_037027882.1|BCOP	CCAP1982_LOCUS2800|CAD6994023.1|CCAP
OG0007230	LOC119076160|XP_037038739.1|BCOP	CCAP1982_LOCUS4944|CAD6996261.1|CCAP
OG0007231	LOC119076022|XP_037038518.1|BCOP	CCAP1982_LOCUS802|CAD6991913.1|CCAP
OG0007232	LOC119075142|XP_037037425.1|BCOP	CCAP1982_LOCUS12462|CAD7004037.1|CCAP
OG0007233	LOC119075013|XP_037037316.1|BCOP	CCAP1982_LOCUS12465|CAD7004040.1|CCAP
OG0007234	LOC119075004|XP_037037301.1|BCOP	CCAP1982_LOCUS12468|CAD7004043.1|CCAP
OG0007235	LOC119075005|XP_037037303.1|BCOP	CCAP1982_LOCUS12480|CAD7004055.1|CCAP
OG0007236	LOC119074694|XP_037036875.1|BCOP	CCAP1982_LOCUS952|CAD6992072.1|CCAP
OG0007237	LOC119076872|XP_037039776.1|BCOP	CCAP1982_LOCUS86|CAD6991144.1|CCAP
OG0007239	LOC119076045|XP_037038568.1|BCOP, LOC119072269|XP_037033355.1|BCOP	CCAP1982_LOCUS4425|CAD6995718.1|CCAP
OG0007240	LOC119071746|XP_037032678.1|BCOP	CCAP1982_LOCUS11582|CAD7003120.1|CCAP
OG0007245	LOC119075786|XP_037038243.1|BCOP	CCAP1982_LOCUS1858|CAD6993022.1|CCAP
OG0007246	LOC119070456|XP_037030706.1|BCOP	CCAP1982_LOCUS2224|CAD6993409.1|CCAP
OG0007247	LOC119078952|XP_037042592.1|BCOP	CCAP1982_LOCUS7138|CAD6998553.1|CCAP
OG0007251	LOC119075237|XP_037037525.1|BCOP	CCAP1982_LOCUS955|CAD6992075.1|CCAP
OG0007252	LOC119067761|XP_037026792.1|BCOP	CCAP1982_LOCUS4289|CAD6995579.1|CCAP
OG0007253	LOC119074853|XP_037037061.1|BCOP	CCAP1982_LOCUS12058|CAD7003616.1|CCAP
OG0007254	LOC119074409|XP_037036426.1|BCOP	CCAP1982_LOCUS645|CAD6991733.1|CCAP
OG0007256	LOC119074644|XP_037036816.1|BCOP	CCAP1982_LOCUS747|CAD6991848.1|CCAP
OG0007257	LOC119076664|XP_037039453.1|BCOP	CCAP1982_LOCUS5123|CAD6996451.1|CCAP
OG0007258	LOC119075956|XP_037038418.1|BCOP	CCAP1982_LOCUS259|CAD6991330.1|CCAP
OG0007266	LOC119076016|XP_037038503.1|BCOP	CCAP1982_LOCUS21|CAD6991072.1|CCAP
OG0007267	LOC119077917|XP_037041191.1|BCOP	CCAP1982_LOCUS22944|CAD7014986.1|CCAP
OG0007268	LOC119077055|XP_037040080.1|BCOP	CCAP1982_LOCUS19677|CAD7011588.1|CCAP
OG0007270	LOC119077655|XP_037040767.1|BCOP	CCAP1982_LOCUS5137|CAD6996468.1|CCAP
OG0007271	LOC119076826|XP_037039719.1|BCOP	CCAP1982_LOCUS84|CAD6991142.1|CCAP
OG0007272	LOC119074957|XP_037037242.1|BCOP	CCAP1982_LOCUS12889|CAD7004485.1|CCAP
OG0007273	LOC119083981|XP_037049687.1|BCOP	CCAP1982_LOCUS4633|CAD6995931.1|CCAP
OG0007274	LOC119077929|XP_037041204.1|BCOP	CCAP1982_LOCUS4273|CAD6995562.1|CCAP
OG0007275	LOC119070337|XP_037030520.1|BCOP	CCAP1982_LOCUS11313|CAD7002844.1|CCAP
OG0007276	LOC119084115|XP_037049862.1|BCOP	CCAP1982_LOCUS11322|CAD7002854.1|CCAP
OG0007277	LOC119073573|XP_037035031.1|BCOP	CCAP1982_LOCUS12267|CAD7003834.1|CCAP
OG0007278	LOC119075229|XP_037037514.1|BCOP	CCAP1982_LOCUS14983|CAD7006683.1|CCAP
OG0007279	LOC119075223|XP_037037504.1|BCOP	CCAP1982_LOCUS14984|CAD7006684.1|CCAP
OG0007280	LOC119084184|XP_037049944.1|BCOP	CCAP1982_LOCUS14986|CAD7006686.1|CCAP
OG0007281	LOC119072767|XP_037033956.1|BCOP	CCAP1982_LOCUS595|CAD6991682.1|CCAP
OG0007282	LOC119072751|XP_037033932.1|BCOP	CCAP1982_LOCUS594|CAD6991681.1|CCAP
OG0007283	LOC119067049|XP_037025689.1|BCOP	CCAP1982_LOCUS208|CAD6991277.1|CCAP
OG0007284	LOC119079433|XP_037043241.1|BCOP	CCAP1982_LOCUS3395|CAD6994660.1|CCAP
OG0007287	LOC119066214|XP_037024431.1|BCOP	CCAP1982_LOCUS7484|CAD6998937.1|CCAP
OG0007290	LOC119067847|XP_037026974.1|BCOP	CCAP1982_LOCUS587|CAD6991674.1|CCAP
OG0007291	LOC119067254|XP_037026025.1|BCOP	CCAP1982_LOCUS3528|CAD6994797.1|CCAP
OG0007293	LOC119074334|XP_037036315.1|BCOP	CCAP1982_LOCUS298|CAD6991368.1|CCAP
OG0007294	LOC119074199|XP_037036090.1|BCOP	CCAP1982_LOCUS1027|CAD6992149.1|CCAP
OG0007295	LOC119069103|XP_037028890.1|BCOP	CCAP1982_LOCUS3441|CAD6994706.1|CCAP
OG0007296	LOC119075851|XP_037038298.1|BCOP	CCAP1982_LOCUS1016|CAD6992137.1|CCAP
OG0007297	LOC119075722|XP_037038153.1|BCOP	CCAP1982_LOCUS4653|CAD6995944.1|CCAP
OG0007298	LOC119069432|XP_037029388.1|BCOP	CCAP1982_LOCUS4435|CAD6995730.1|CCAP
OG0007299	LOC119084033|XP_037049754.1|BCOP	CCAP1982_LOCUS5169|CAD6996501.1|CCAP
OG0007300	LOC119077672|XP_037040815.1|BCOP	CCAP1982_LOCUS379|CAD6991454.1|CCAP
OG0007301	LOC119074952|XP_037037236.1|BCOP	CCAP1982_LOCUS4540|CAD6995838.1|CCAP
OG0007302	LOC119076809|XP_037039688.1|BCOP	CCAP1982_LOCUS5045|CAD6996366.1|CCAP
OG0007304	LOC119073767|XP_037035328.1|BCOP	CCAP1982_LOCUS6553|CAD6997935.1|CCAP
OG0007305	LOC119076147|XP_037038724.1|BCOP	CCAP1982_LOCUS14100|CAD7005751.1|CCAP
OG0007306	LOC119076105|XP_037038660.1|BCOP	CCAP1982_LOCUS14101|CAD7005752.1|CCAP
OG0007307	LOC119076679|XP_037039471.1|BCOP	CCAP1982_LOCUS5065|CAD6996390.1|CCAP
OG0007309	LOC119076640|XP_037039405.1|BCOP	CCAP1982_LOCUS310|CAD6991383.1|CCAP
OG0007310	LOC119073520|XP_037034952.1|BCOP	CCAP1982_LOCUS309|CAD6991382.1|CCAP
OG0007311	LOC119073432|XP_037034807.1|BCOP	CCAP1982_LOCUS304|CAD6991375.1|CCAP
OG0007316	LOC119067660|XP_037026657.1|BCOP	CCAP1982_LOCUS997|CAD6992113.1|CCAP
OG0007317	LOC119074785|XP_037036958.1|BCOP	CCAP1982_LOCUS766|CAD6991874.1|CCAP
OG0007318	LOC119074335|XP_037036318.1|BCOP	CCAP1982_LOCUS765|CAD6991872.1|CCAP
OG0007319	LOC119070085|XP_037030297.1|BCOP	CCAP1982_LOCUS11203|CAD7002728.1|CCAP
OG0007324	LOC119075174|XP_037037466.1|BCOP	CCAP1982_LOCUS4825|CAD6996131.1|CCAP
OG0007325	LOC119074432|XP_037036456.1|BCOP	CCAP1982_LOCUS4878|CAD6996186.1|CCAP
OG0007326	LOC119074431|XP_037036453.1|BCOP	CCAP1982_LOCUS4843|CAD6996150.1|CCAP
OG0007327	LOC119076089|XP_037038638.1|BCOP	CCAP1982_LOCUS12605|CAD7004186.1|CCAP
OG0007328	LOC119074438|XP_037036461.1|BCOP	CCAP1982_LOCUS4824|CAD6996130.1|CCAP
OG0007333	LOC119072914|XP_037034131.1|BCOP	CCAP1982_LOCUS5111|CAD6996439.1|CCAP
OG0007335	LOC119074881|XP_037037113.1|BCOP	CCAP1982_LOCUS14948|CAD7006643.1|CCAP
OG0007336	LOC119085958|XP_037052413.1|BCOP	CCAP1982_LOCUS256|CAD6991327.1|CCAP
OG0007337	LOC119066592|XP_037025046.1|BCOP	CCAP1982_LOCUS12036|CAD7003588.1|CCAP
OG0007338	LOC119074316|XP_037036265.1|BCOP	CCAP1982_LOCUS14978|CAD7006677.1|CCAP
OG0007339	LOC119073627|XP_037035115.1|BCOP	CCAP1982_LOCUS176|CAD6991240.1|CCAP
OG0007340	LOC119081886|XP_037047011.1|BCOP	CCAP1982_LOCUS5191|CAD6996523.1|CCAP
OG0007341	LOC119074838|XP_037037028.1|BCOP	CCAP1982_LOCUS4563|CAD6995862.1|CCAP
OG0007342	LOC119084433|XP_037050306.1|BCOP	CCAP1982_LOCUS5140|CAD6996471.1|CCAP
OG0007343	LOC119069687|XP_037029738.1|BCOP	CCAP1982_LOCUS426|CAD6991502.1|CCAP
OG0007345	LOC119070348|XP_037030572.1|BCOP	CCAP1982_LOCUS429|CAD6991505.1|CCAP
OG0007346	LOC119072885|XP_037034100.1|BCOP	CCAP1982_LOCUS12748|CAD7004329.1|CCAP
OG0007351	LOC119084418|XP_037050280.1|BCOP	CCAP1982_LOCUS13609|CAD7005252.1|CCAP
OG0007352	LOC119084447|XP_037050322.1|BCOP	CCAP1982_LOCUS21584|CAD7013524.1|CCAP
OG0007353	LOC119074397|XP_037036412.1|BCOP	CCAP1982_LOCUS1008|CAD6992129.1|CCAP
OG0007354	LOC119076103|XP_037038657.1|BCOP	CCAP1982_LOCUS20275|CAD7012173.1|CCAP
OG0007355	LOC119083976|XP_037049675.1|BCOP	CCAP1982_LOCUS558|CAD6991644.1|CCAP
OG0007356	LOC119080145|XP_037044257.1|BCOP	CCAP1982_LOCUS21381|CAD7013311.1|CCAP
OG0007357	LOC119084023|XP_037049736.1|BCOP	CCAP1982_LOCUS4455|CAD6995751.1|CCAP
OG0007358	LOC119074813|XP_037036994.1|BCOP	CCAP1982_LOCUS4816|CAD6996121.1|CCAP
OG0007360	LOC119076115|XP_037038672.1|BCOP	CCAP1982_LOCUS1890|CAD6993060.1|CCAP
OG0007362	LOC119082624|XP_037048081.1|BCOP	CCAP1982_LOCUS5554|CAD6996881.1|CCAP
OG0007366	LOC119073277|XP_037034590.1|BCOP	CCAP1982_LOCUS4415|CAD6995708.1|CCAP
OG0007367	LOC119076606|XP_037039357.1|BCOP	CCAP1982_LOCUS12741|CAD7004322.1|CCAP
OG0007368	LOC119074060|XP_037035908.1|BCOP	CCAP1982_LOCUS584|CAD6991671.1|CCAP
OG0007369	LOC119084247|XP_037050083.1|BCOP	CCAP1982_LOCUS4308|CAD6995601.1|CCAP
OG0007370	LOC119072415|XP_037033559.1|BCOP	CCAP1982_LOCUS22387|CAD7014393.1|CCAP
OG0007371	LOC119067799|XP_037026841.1|BCOP	CCAP1982_LOCUS3268|CAD6994524.1|CCAP
OG0007372	LOC119084032|XP_037049752.1|BCOP	CCAP1982_LOCUS246|CAD6991317.1|CCAP
OG0007389	LOC119070825|XP_037031220.1|BCOP	CCAP1982_LOCUS6401|CAD6997775.1|CCAP
OG0007393	LOC119078129|XP_037041486.1|BCOP	CCAP1982_LOCUS5062|CAD6996385.1|CCAP
OG0007396	LOC119074324|XP_037036294.1|BCOP	CCAP1982_LOCUS4566|CAD6995865.1|CCAP
OG0007397	LOC119071482|XP_037032228.1|BCOP, LOC119073494|XP_037034896.1|BCOP	CCAP1982_LOCUS6480|CAD6997857.1|CCAP, CCAP1982_LOCUS6479|CAD6997856.1|CCAP
OG0007398	LOC119074463|XP_037036499.1|BCOP	CCAP1982_LOCUS20412|CAD7012318.1|CCAP
OG0007402	LOC119076218|XP_037038765.1|BCOP	CCAP1982_LOCUS4479|CAD6995775.1|CCAP
OG0007403	LOC119075732|XP_037038166.1|BCOP	CCAP1982_LOCUS4486|CAD6995782.1|CCAP
OG0007404	LOC119076172|XP_037038753.1|BCOP	CCAP1982_LOCUS4527|CAD6995824.1|CCAP
OG0007405	LOC119068034|XP_037027295.1|BCOP	CCAP1982_LOCUS686|CAD6991781.1|CCAP
OG0007406	LOC119077654|XP_037040765.1|BCOP	CCAP1982_LOCUS4363|CAD6995656.1|CCAP
OG0007408	LOC119071265|XP_037032017.1|BCOP	CCAP1982_LOCUS14593|CAD7006269.1|CCAP
OG0007409	LOC119066706|XP_037025201.1|BCOP	CCAP1982_LOCUS7010|CAD6998410.1|CCAP
OG0007413	LOC119084430|XP_037050302.1|BCOP	CCAP1982_LOCUS23203|CAD7015255.1|CCAP
OG0007419	LOC119084217|XP_037050007.1|BCOP	CCAP1982_LOCUS2364|CAD6993552.1|CCAP, CCAP1982_LOCUS2363|CAD6993551.1|CCAP
OG0007420	LOC119084226|XP_037050019.1|BCOP	CCAP1982_LOCUS21572|CAD7013512.1|CCAP
OG0007424	LOC119076479|XP_037039153.1|BCOP	CCAP1982_LOCUS13372|CAD7004996.1|CCAP
OG0007425	LOC119084483|XP_037050366.1|BCOP	CCAP1982_LOCUS13380|CAD7005005.1|CCAP
OG0007429	LOC119084450|XP_037050326.1|BCOP	CCAP1982_LOCUS21051|CAD7012960.1|CCAP
OG0007430	LOC119074255|XP_037036173.1|BCOP	CCAP1982_LOCUS12596|CAD7004176.1|CCAP
OG0007431	LOC119077706|XP_037040877.1|BCOP	CCAP1982_LOCUS8214|CAD6999686.1|CCAP
OG0007432	LOC119071769|XP_037032714.1|BCOP	CCAP1982_LOCUS13753|CAD7005393.1|CCAP
OG0007433	LOC119066577|XP_037025025.1|BCOP	CCAP1982_LOCUS14013|CAD7005656.1|CCAP
OG0007434	LOC119074227|XP_037036140.1|BCOP	CCAP1982_LOCUS14025|CAD7005670.1|CCAP
OG0007436	LOC119079089|XP_037042800.1|BCOP	CCAP1982_LOCUS13811|CAD7005451.1|CCAP
OG0007437	LOC119071629|XP_037032482.1|BCOP	CCAP1982_LOCUS11674|CAD7003214.1|CCAP
OG0007438	LOC119070958|XP_037031410.1|BCOP	CCAP1982_LOCUS14461|CAD7006129.1|CCAP
OG0007441	LOC119082821|XP_037048367.1|BCOP	CCAP1982_LOCUS19618|CAD7011529.1|CCAP
OG0007442	LOC119071171|XP_037031828.1|BCOP	CCAP1982_LOCUS20522|CAD7012440.1|CCAP
OG0007443	LOC119085199|XP_037051406.1|BCOP	CCAP1982_LOCUS23350|CAD7015407.1|CCAP
OG0007444	LOC119069717|XP_037029735.1|BCOP	CCAP1982_LOCUS20645|CAD7012560.1|CCAP
OG0007445	LOC119069716|XP_037029734.1|BCOP	CCAP1982_LOCUS20644|CAD7012559.1|CCAP
OG0007446	LOC119076949|XP_037039897.1|BCOP	CCAP1982_LOCUS8283|CAD6999760.1|CCAP
OG0007447	LOC119077049|XP_037040076.1|BCOP	CCAP1982_LOCUS21118|CAD7013034.1|CCAP
OG0007448	LOC119083476|XP_037049090.1|BCOP	CCAP1982_LOCUS20471|CAD7012377.1|CCAP
OG0007449	LOC119078232|XP_037041587.1|BCOP	CCAP1982_LOCUS14049|CAD7005697.1|CCAP
OG0007450	LOC119078266|XP_037041659.1|BCOP	CCAP1982_LOCUS14048|CAD7005696.1|CCAP
OG0007451	LOC119066944|XP_037025555.1|BCOP	CCAP1982_LOCUS14097|CAD7005748.1|CCAP
OG0007452	LOC119066943|XP_037025554.1|BCOP	CCAP1982_LOCUS14095|CAD7005744.1|CCAP
OG0007453	LOC119075408|XP_037037747.1|BCOP	CCAP1982_LOCUS13360|CAD7004983.1|CCAP
OG0007454	LOC119067953|XP_037027172.1|BCOP	CCAP1982_LOCUS14676|CAD7006354.1|CCAP
OG0007455	LOC119072385|XP_037033482.1|BCOP	CCAP1982_LOCUS20521|CAD7012439.1|CCAP
OG0007457	LOC119086065|XP_037052536.1|BCOP	CCAP1982_LOCUS12756|CAD7004340.1|CCAP
OG0007458	LOC119086067|XP_037052538.1|BCOP	CCAP1982_LOCUS5439|CAD6996760.1|CCAP
OG0007459	LOC119086063|XP_037052534.1|BCOP	CCAP1982_LOCUS3176|CAD6994425.1|CCAP
OG0007460	LOC119066912|XP_037025507.1|BCOP	CCAP1982_LOCUS20640|CAD7012555.1|CCAP
OG0007461	LOC119071711|XP_037032600.1|BCOP	CCAP1982_LOCUS13456|CAD7005094.1|CCAP
OG0007462	LOC119071789|XP_037032745.1|BCOP	CCAP1982_LOCUS13453|CAD7005090.1|CCAP
OG0007463	LOC119071716|XP_037032607.1|BCOP	CCAP1982_LOCUS13451|CAD7005088.1|CCAP
OG0007464	LOC119071713|XP_037032604.1|BCOP	CCAP1982_LOCUS13457|CAD7005095.1|CCAP
OG0007465	LOC119078308|XP_037041707.1|BCOP	CCAP1982_LOCUS13881|CAD7005521.1|CCAP
OG0007467	LOC119079618|XP_037043509.1|BCOP	CCAP1982_LOCUS20270|CAD7012168.1|CCAP, CCAP1982_LOCUS20269|CAD7012167.1|CCAP
OG0007468	LOC119067341|XP_037026144.1|BCOP	CCAP1982_LOCUS20279|CAD7012177.1|CCAP
OG0007469	LOC119086024|XP_037052491.1|BCOP	CCAP1982_LOCUS14126|CAD7005777.1|CCAP
OG0007470	LOC119070867|XP_037031274.1|BCOP	CCAP1982_LOCUS13322|CAD7004943.1|CCAP
OG0007471	LOC119071259|XP_037032003.1|BCOP	CCAP1982_LOCUS19913|CAD7011803.1|CCAP
OG0007473	LOC119072342|XP_037033423.1|BCOP	CCAP1982_LOCUS14237|CAD7005897.1|CCAP
OG0007474	LOC119079075|XP_037042780.1|BCOP	CCAP1982_LOCUS20063|CAD7011952.1|CCAP
OG0007475	LOC119066931|XP_037025539.1|BCOP	CCAP1982_LOCUS15011|CAD7006712.1|CCAP
OG0007478	LOC119070975|XP_037031450.1|BCOP	CCAP1982_LOCUS5617|CAD6996949.1|CCAP
OG0007480	LOC119072669|XP_037033821.1|BCOP	CCAP1982_LOCUS4811|CAD6996116.1|CCAP
OG0007481	LOC119072652|XP_037033805.1|BCOP	CCAP1982_LOCUS11111|CAD7002627.1|CCAP
OG0007482	LOC119066885|XP_037025468.1|BCOP	CCAP1982_LOCUS8868|CAD7000393.1|CCAP
OG0007483	LOC119077046|XP_037040070.1|BCOP	CCAP1982_LOCUS20545|CAD7012465.1|CCAP
OG0007487	LOC119079490|XP_037043330.1|BCOP	CCAP1982_LOCUS10387|CAD7001900.1|CCAP
OG0007488	LOC119072343|XP_037033425.1|BCOP	CCAP1982_LOCUS14240|CAD7005900.1|CCAP
OG0007489	LOC119073636|XP_037035127.1|BCOP	CCAP1982_LOCUS175|CAD6991238.1|CCAP
OG0007492	LOC119070970|XP_037031439.1|BCOP	CCAP1982_LOCUS20210|CAD7012111.1|CCAP
OG0007494	LOC119082708|XP_037048180.1|BCOP	CCAP1982_LOCUS5739|CAD6997086.1|CCAP
OG0007496	LOC119074213|XP_037036107.1|BCOP	CCAP1982_LOCUS13434|CAD7005069.1|CCAP
OG0007498	LOC119071056|XP_037031571.1|BCOP	CCAP1982_LOCUS12278|CAD7003847.1|CCAP
OG0007499	LOC119071055|XP_037031570.1|BCOP	CCAP1982_LOCUS13350|CAD7004972.1|CCAP
OG0007500	LOC119081287|XP_037045943.1|BCOP	CCAP1982_LOCUS13351|CAD7004973.1|CCAP
OG0007501	LOC119078987|XP_037042637.1|BCOP	CCAP1982_LOCUS14638|CAD7006316.1|CCAP
OG0007502	LOC119078319|XP_037041718.1|BCOP	CCAP1982_LOCUS19404|CAD7011297.1|CCAP
OG0007503	LOC119082367|XP_037047783.1|BCOP	CCAP1982_LOCUS20514|CAD7012431.1|CCAP
OG0007505	LOC119070687|XP_037031033.1|BCOP	CCAP1982_LOCUS14226|CAD7005884.1|CCAP
OG0007507	LOC119083294|XP_037048881.1|BCOP	CCAP1982_LOCUS8510|CAD7000004.1|CCAP
OG0007508	LOC119066927|XP_037025535.1|BCOP	CCAP1982_LOCUS8172|CAD6999638.1|CCAP
OG0007509	LOC119072452|XP_037033569.1|BCOP	CCAP1982_LOCUS5697|CAD6997039.1|CCAP
OG0007510	LOC119085380|XP_037051661.1|BCOP	CCAP1982_LOCUS19758|CAD7011673.1|CCAP
OG0007511	LOC119074635|XP_037036804.1|BCOP	CCAP1982_LOCUS6512|CAD6997893.1|CCAP
OG0007512	LOC119071057|XP_037031572.1|BCOP	CCAP1982_LOCUS5564|CAD6996891.1|CCAP
OG0007513	LOC119085669|XP_037052013.1|BCOP	CCAP1982_LOCUS7496|CAD6998949.1|CCAP
OG0007514	LOC119078245|XP_037041619.1|BCOP	CCAP1982_LOCUS14922|CAD7006614.1|CCAP
OG0007515	LOC119076999|XP_037040004.1|BCOP	CCAP1982_LOCUS7417|CAD6998870.1|CCAP, CCAP1982_LOCUS7416|CAD6998869.1|CCAP
OG0007516	LOC119085627|XP_037051957.1|BCOP	CCAP1982_LOCUS8596|CAD7000098.1|CCAP
OG0007517	LOC119071660|XP_037032522.1|BCOP	CCAP1982_LOCUS14254|CAD7005915.1|CCAP
OG0007518	LOC119072662|XP_037033815.1|BCOP	CCAP1982_LOCUS19471|CAD7011369.1|CCAP
OG0007519	LOC119085313|XP_037051583.1|BCOP	CCAP1982_LOCUS20370|CAD7012274.1|CCAP
OG0007523	LOC119083536|XP_037049153.1|BCOP	CCAP1982_LOCUS20857|CAD7012753.1|CCAP
OG0007524	LOC119066707|XP_037025203.1|BCOP	CCAP1982_LOCUS7012|CAD6998412.1|CCAP
OG0007525	LOC119071945|XP_037032964.1|BCOP	CCAP1982_LOCUS5816|CAD6997174.1|CCAP
OG0007526	LOC119084013|XP_037049723.1|BCOP	CCAP1982_LOCUS4929|CAD6996246.1|CCAP
OG0007527	LOC119071383|XP_037032147.1|BCOP	CCAP1982_LOCUS12805|CAD7004395.1|CCAP
OG0007528	LOC119071184|XP_037031850.1|BCOP	CCAP1982_LOCUS19840|CAD7011726.1|CCAP
OG0007529	LOC119078564|XP_037042028.1|BCOP	CCAP1982_LOCUS21087|CAD7012996.1|CCAP
OG0007531	LOC119076289|XP_037038845.1|BCOP	CCAP1982_LOCUS20805|CAD7012698.1|CCAP
OG0007532	LOC119071891|XP_037032885.1|BCOP	CCAP1982_LOCUS19762|CAD7011677.1|CCAP
OG0007534	LOC119066784|XP_037025341.1|BCOP	CCAP1982_LOCUS11682|CAD7003221.1|CCAP
OG0007535	LOC119072811|XP_037034000.1|BCOP	CCAP1982_LOCUS13588|CAD7005228.1|CCAP
OG0007536	LOC119084476|XP_037050359.1|BCOP	CCAP1982_LOCUS5088|CAD6996415.1|CCAP
OG0007537	LOC119082303|XP_037047681.1|BCOP	CCAP1982_LOCUS13581|CAD7005221.1|CCAP
OG0007538	LOC119082344|XP_037047752.1|BCOP	CCAP1982_LOCUS13577|CAD7005217.1|CCAP
OG0007539	LOC119077843|XP_037041057.1|BCOP	CCAP1982_LOCUS7627|CAD6999081.1|CCAP
OG0007540	LOC119068307|XP_037027744.1|BCOP	CCAP1982_LOCUS2246|CAD6993431.1|CCAP
OG0007541	LOC119085375|XP_037051652.1|BCOP	CCAP1982_LOCUS19874|CAD7011762.1|CCAP
OG0007542	LOC119071896|XP_037032894.1|BCOP	CCAP1982_LOCUS19378|CAD7011270.1|CCAP
OG0007543	LOC119081001|XP_037045567.1|BCOP	CCAP1982_LOCUS10549|CAD7002061.1|CCAP
OG0007544	LOC119072367|XP_037033456.1|BCOP	CCAP1982_LOCUS14155|CAD7005809.1|CCAP
OG0007546	LOC119072202|XP_037033265.1|BCOP	CCAP1982_LOCUS432|CAD6991513.1|CCAP
OG0007548	LOC119070873|XP_037031284.1|BCOP	CCAP1982_LOCUS12766|CAD7004350.1|CCAP
OG0007549	LOC119083284|XP_037048867.1|BCOP	CCAP1982_LOCUS11797|CAD7003337.1|CCAP
OG0007550	LOC119085556|XP_037051866.1|BCOP	CCAP1982_LOCUS13435|CAD7005070.1|CCAP
OG0007551	LOC119083261|XP_037048837.1|BCOP	CCAP1982_LOCUS7124|CAD6998537.1|CCAP
OG0007552	LOC119066218|XP_037024436.1|BCOP	CCAP1982_LOCUS6880|CAD6998271.1|CCAP
OG0007553	LOC119083274|XP_037048856.1|BCOP	CCAP1982_LOCUS7357|CAD6998808.1|CCAP
OG0007554	LOC119071641|XP_037032496.1|BCOP	CCAP1982_LOCUS14423|CAD7006091.1|CCAP
OG0007555	LOC119075523|XP_037037886.1|BCOP	CCAP1982_LOCUS20383|CAD7012287.1|CCAP
OG0007556	LOC119066114|XP_037024290.1|BCOP	CCAP1982_LOCUS19480|CAD7011379.1|CCAP
OG0007557	LOC119074241|XP_037036158.1|BCOP	CCAP1982_LOCUS19482|CAD7011381.1|CCAP
OG0007558	LOC119071901|XP_037032901.1|BCOP	CCAP1982_LOCUS20456|CAD7012362.1|CCAP
OG0007559	LOC119085112|XP_037051265.1|BCOP	CCAP1982_LOCUS6873|CAD6998264.1|CCAP
OG0007560	LOC119085945|XP_037052394.1|BCOP	CCAP1982_LOCUS13687|CAD7005327.1|CCAP
OG0007562	LOC119066841|XP_037025401.1|BCOP	CCAP1982_LOCUS13499|CAD7005137.1|CCAP
OG0007563	LOC119083169|XP_037048723.1|BCOP	CCAP1982_LOCUS14195|CAD7005852.1|CCAP
OG0007564	LOC119071615|XP_037032449.1|BCOP	CCAP1982_LOCUS14390|CAD7006055.1|CCAP
OG0007565	LOC119070125|XP_037030340.1|BCOP	CCAP1982_LOCUS3495|CAD6994763.1|CCAP
OG0007566	LOC119076249|XP_037038810.1|BCOP	CCAP1982_LOCUS20228|CAD7012130.1|CCAP
OG0007567	LOC119067474|XP_037026370.1|BCOP	CCAP1982_LOCUS3798|CAD6995075.1|CCAP
OG0007568	LOC119082249|XP_037047606.1|BCOP	CCAP1982_LOCUS19435|CAD7011330.1|CCAP
OG0007569	LOC119082584|XP_037048017.1|BCOP	CCAP1982_LOCUS19429|CAD7011324.1|CCAP
OG0007570	LOC119082690|XP_037048158.1|BCOP	CCAP1982_LOCUS19431|CAD7011326.1|CCAP
OG0007571	LOC119082703|XP_037048176.1|BCOP	CCAP1982_LOCUS19436|CAD7011331.1|CCAP
OG0007572	LOC119072260|XP_037033344.1|BCOP	CCAP1982_LOCUS21156|CAD7013079.1|CCAP
OG0007573	LOC119066186|XP_037024383.1|BCOP	CCAP1982_LOCUS20390|CAD7012294.1|CCAP
OG0007574	LOC119082036|XP_037047254.1|BCOP	CCAP1982_LOCUS21235|CAD7013164.1|CCAP
OG0007575	LOC119070661|XP_037030986.1|BCOP	CCAP1982_LOCUS20488|CAD7012400.1|CCAP
OG0007578	LOC119066631|XP_037025087.1|BCOP	CCAP1982_LOCUS8258|CAD6999732.1|CCAP
OG0007579	LOC119067398|XP_037026237.1|BCOP	CCAP1982_LOCUS19990|CAD7011878.1|CCAP
