Orthogroup	BCOP.longest_only	DEUG.longest_only
OG0007885	LOC119080378|XP_037044578.1|BCOP	LOC108112168|XP_017077432.1|DEUG
OG0007887	LOC119080217|XP_037044353.1|BCOP	LOC108108137|XP_017071551.1|DEUG
OG0007888	LOC119073507|XP_037034918.1|BCOP	LOC108114607|XP_017081158.1|DEUG
OG0007889	LOC119073407|XP_037034736.1|BCOP	LOC108114727|XP_017081324.1|DEUG
OG0007890	LOC119081778|XP_037046880.1|BCOP	LOC108109849|XP_017074096.1|DEUG
OG0007891	LOC119068438|XP_037027905.1|BCOP	LOC108105554|XP_017067682.1|DEUG
OG0007892	LOC119072049|XP_037033072.1|BCOP	LOC108113666|XP_017079831.1|DEUG
OG0007893	LOC119078870|XP_037042492.1|BCOP	LOC108109186|XP_017073108.1|DEUG
OG0007894	LOC119079870|XP_037043849.1|BCOP	LOC108108270|XP_017071716.1|DEUG
OG0007895	LOC119072486|XP_037033618.1|BCOP	LOC108104641|XP_017066305.1|DEUG
OG0007896	LOC119074353|XP_037036352.1|BCOP	LOC108114666|XP_017081233.1|DEUG
OG0007897	LOC119073707|XP_037035208.1|BCOP	LOC108108206|XP_017071652.1|DEUG
OG0007899	LOC119077505|XP_037040629.1|BCOP	LOC108108574|XP_017072154.1|DEUG
OG0007900	LOC119084822|XP_037050798.1|BCOP	LOC108112563|XP_017077999.1|DEUG
OG0007902	LOC119067381|XP_037026197.1|BCOP	LOC108110101|XP_017074483.1|DEUG
OG0007903	LOC119075191|XP_037037481.1|BCOP	LOC108114565|XP_017081104.1|DEUG
OG0007904	LOC119079640|XP_037043563.1|BCOP	LOC108114535|XP_017081062.1|DEUG
OG0007905	LOC119071568|XP_037032400.1|BCOP	LOC108118338|XP_017086461.1|DEUG
OG0007906	LOC119076793|XP_037039656.1|BCOP	LOC108108143|XP_017071559.1|DEUG
OG0007907	LOC119080467|XP_037044741.1|BCOP	LOC108107551|XP_017070593.1|DEUG
OG0007908	LOC119080489|XP_037044776.1|BCOP	LOC108107552|XP_017070596.1|DEUG
OG0007909	LOC119081693|XP_037046685.1|BCOP	LOC108104415|XP_017065959.1|DEUG
OG0007910	LOC119071198|XP_037031879.1|BCOP	LOC108108643|XP_017072233.1|DEUG
OG0007911	LOC119081120|XP_037045759.1|BCOP	LOC108107976|XP_017071309.1|DEUG
OG0007912	LOC119080161|XP_037044277.1|BCOP	LOC108113707|XP_017079878.1|DEUG
OG0007913	LOC119080811|XP_037045278.1|BCOP	LOC108107982|XP_017071314.1|DEUG
OG0007914	LOC119079936|XP_037043935.1|BCOP	LOC108107946|XP_017071266.1|DEUG
OG0007915	LOC119073557|XP_037035008.1|BCOP	LOC108114221|XP_017080563.1|DEUG
OG0007917	LOC119073905|XP_037035690.1|BCOP	LOC108104457|XP_017066009.1|DEUG
OG0007918	LOC119078168|XP_037041539.1|BCOP	LOC108112861|XP_017078676.1|DEUG
OG0007919	LOC119076961|XP_037039950.1|BCOP	LOC108113019|XP_017078933.1|DEUG
OG0007921	LOC119073626|XP_037035111.1|BCOP	LOC108106790|XP_017069524.1|DEUG
OG0007922	LOC119072786|XP_037033978.1|BCOP	LOC108111819|XP_017076912.1|DEUG
OG0007923	LOC119075770|XP_037038210.1|BCOP	LOC108117595|XP_017085597.1|DEUG
OG0007924	LOC119077374|XP_037040464.1|BCOP	LOC108113203|XP_017079223.1|DEUG
OG0007925	LOC119085942|XP_037052391.1|BCOP, LOC119086054|XP_037052523.1|BCOP	LOC108107488|XP_017070523.1|DEUG
OG0007926	LOC119075479|XP_037037824.1|BCOP	LOC108112831|XP_017078626.1|DEUG
OG0007927	LOC119070821|XP_037031207.1|BCOP	LOC108107055|XP_017069907.1|DEUG
OG0007928	LOC119066252|XP_037024473.1|BCOP	LOC108110678|XP_017075290.1|DEUG
OG0007929	LOC119066431|XP_037024812.1|BCOP	LOC108107002|XP_017069832.1|DEUG
OG0007930	LOC119081476|XP_037046369.1|BCOP	LOC108107222|XP_017070128.1|DEUG
OG0007931	LOC119084630|XP_037050593.1|BCOP, LOC119080416|XP_037044652.1|BCOP	LOC108104208|XP_017065677.1|DEUG
OG0007932	LOC119084844|XP_037050845.1|BCOP	LOC108102982|XP_017063781.1|DEUG
OG0007933	LOC119073341|XP_037034630.1|BCOP	LOC108111501|XP_017076502.1|DEUG
OG0007935	LOC119075182|XP_037037470.1|BCOP	LOC108110418|XP_017074975.1|DEUG
OG0007936	LOC119085153|XP_037051341.1|BCOP	LOC108110786|XP_017075495.1|DEUG
OG0007937	LOC119077093|XP_037040148.1|BCOP	LOC108107009|XP_017069842.1|DEUG
OG0007938	LOC119066952|XP_037025568.1|BCOP	LOC108111000|XP_017075798.1|DEUG
OG0007939	LOC119066953|XP_037025569.1|BCOP	LOC108110925|XP_017075693.1|DEUG
OG0007940	LOC119082781|XP_037048268.1|BCOP	LOC108110933|XP_017075705.1|DEUG
OG0007942	LOC119071039|XP_037031532.1|BCOP	LOC108115197|XP_017082007.1|DEUG
OG0007943	LOC119083202|XP_037048758.1|BCOP	LOC108110416|XP_017074973.1|DEUG
OG0007944	LOC119072741|XP_037033917.1|BCOP	LOC108113687|XP_017079856.1|DEUG
OG0007945	LOC119085886|XP_037052297.1|BCOP	LOC108110703|XP_017075335.1|DEUG
OG0007946	LOC119076981|XP_037039979.1|BCOP	LOC108107354|XP_017070342.1|DEUG
OG0007947	LOC119070956|XP_037031406.1|BCOP	LOC108110672|XP_017075280.1|DEUG
OG0007948	LOC119077139|XP_037040213.1|BCOP	LOC108105174|XP_017067111.1|DEUG
OG0007949	LOC119082109|XP_037047379.1|BCOP	LOC108103284|XP_017064184.1|DEUG
OG0007950	LOC119070761|XP_037031129.1|BCOP	LOC108115422|XP_017082347.1|DEUG
OG0007951	LOC119070762|XP_037031130.1|BCOP	LOC108102634|XP_017063241.1|DEUG
OG0007952	LOC119075605|XP_037037970.1|BCOP	LOC108102627|XP_017063229.1|DEUG
OG0007954	LOC119072754|XP_037033937.1|BCOP	LOC108107152|XP_017070050.1|DEUG
OG0007955	LOC119075757|XP_037038190.1|BCOP	LOC108110479|XP_017075043.1|DEUG
OG0007956	LOC119078423|XP_037041827.1|BCOP	LOC108114850|XP_017081485.1|DEUG
OG0007957	LOC119075334|XP_037037657.1|BCOP	LOC108111186|XP_017076060.1|DEUG
OG0007958	LOC119080803|XP_037045268.1|BCOP	LOC108102962|XP_017063748.1|DEUG
OG0007959	LOC119078890|XP_037042516.1|BCOP	LOC108105657|XP_017067834.1|DEUG
OG0007960	LOC119072481|XP_037033605.1|BCOP	LOC108110824|XP_017075548.1|DEUG
OG0007961	LOC119082755|XP_037048232.1|BCOP	LOC108113799|XP_017079996.1|DEUG
OG0007962	LOC119073745|XP_037035302.1|BCOP	LOC108105468|XP_017067556.1|DEUG
OG0007963	LOC119072702|XP_037033869.1|BCOP	LOC108110886|XP_017075632.1|DEUG
OG0007964	LOC119075635|XP_037038011.1|BCOP	LOC108106998|XP_017069827.1|DEUG
OG0007965	LOC119081979|XP_037047187.1|BCOP	LOC108113454|XP_017079519.1|DEUG
OG0007966	LOC119066640|XP_037025103.1|BCOP	LOC108111065|XP_017075887.1|DEUG
OG0007967	LOC119072670|XP_037033826.1|BCOP	LOC108115500|XP_017082479.1|DEUG
OG0007968	LOC119082063|XP_037047294.1|BCOP	LOC108110991|XP_017075792.1|DEUG
OG0007969	LOC119080952|XP_037045476.1|BCOP	LOC108110900|XP_017075648.1|DEUG
OG0007970	LOC119077969|XP_037041249.1|BCOP	LOC108113166|XP_017079170.1|DEUG
OG0007971	LOC119082295|XP_037047664.1|BCOP	LOC108111874|XP_017076991.1|DEUG
OG0007972	LOC119081489|XP_037046386.1|BCOP	LOC108106292|XP_017068750.1|DEUG
OG0007974	LOC119069278|XP_037029235.1|BCOP, LOC119069284|XP_037029246.1|BCOP	LOC108103902|XP_017065134.1|DEUG
OG0007975	LOC119083772|XP_037049451.1|BCOP	LOC108115315|XP_017082209.1|DEUG
OG0007976	LOC119075204|XP_037037493.1|BCOP	LOC108118097|XP_017086139.1|DEUG
OG0007977	LOC119084645|XP_037050607.1|BCOP	LOC108106157|XP_017068555.1|DEUG
OG0007978	LOC119084648|XP_037050612.1|BCOP	LOC108102522|XP_017063048.1|DEUG
OG0007979	LOC119071779|XP_037032730.1|BCOP	LOC108114851|XP_017081486.1|DEUG
OG0007980	LOC119078764|XP_037042367.1|BCOP	LOC108115516|XP_017082504.1|DEUG
OG0007981	LOC119078765|XP_037042368.1|BCOP	LOC108110048|XP_017074413.1|DEUG
OG0007982	LOC119078727|XP_037042298.1|BCOP	LOC108111796|XP_017076879.1|DEUG
OG0007983	LOC119072008|XP_037033021.1|BCOP	LOC108105701|XP_017067900.1|DEUG
OG0007984	LOC119072783|XP_037033966.1|BCOP	LOC108107121|XP_017070002.1|DEUG
OG0007985	LOC119076387|XP_037039003.1|BCOP	LOC108110335|XP_017074855.1|DEUG
OG0007986	LOC119082121|XP_037047400.1|BCOP	LOC108104142|XP_017065532.1|DEUG
OG0007987	LOC119075343|XP_037037667.1|BCOP	LOC108110666|XP_017075272.1|DEUG
OG0007988	LOC119085841|XP_037052239.1|BCOP	LOC108114878|XP_017081525.1|DEUG
OG0007989	LOC119076331|XP_037038909.1|BCOP	LOC108111108|XP_017075942.1|DEUG
OG0007990	LOC119081965|XP_037047168.1|BCOP	LOC108110820|XP_017075544.1|DEUG
OG0007991	LOC119084691|XP_037050666.1|BCOP	LOC108110967|XP_017075755.1|DEUG
OG0007992	LOC119075306|XP_037037612.1|BCOP	LOC108110836|XP_017075565.1|DEUG
OG0007993	LOC119069787|XP_037029823.1|BCOP	LOC108109369|XP_017073335.1|DEUG
OG0007995	LOC119082386|XP_037047809.1|BCOP	LOC108105837|XP_017068072.1|DEUG
OG0007996	LOC119078866|XP_037042474.1|BCOP	LOC108106053|XP_017068397.1|DEUG
OG0007997	LOC119085879|XP_037052286.1|BCOP	LOC108108494|XP_017072037.1|DEUG
OG0007998	LOC119071885|XP_037032880.1|BCOP	LOC108107112|XP_017069990.1|DEUG
OG0007999	LOC119075632|XP_037038007.1|BCOP	LOC108111050|XP_017075868.1|DEUG
OG0008000	LOC119075630|XP_037038004.1|BCOP	LOC108110872|XP_017075607.1|DEUG
OG0008001	LOC119066762|XP_037025292.1|BCOP	LOC108104104|XP_017065492.1|DEUG
OG0008002	LOC119076959|XP_037039933.1|BCOP	LOC108110781|XP_017075489.1|DEUG
OG0008003	LOC119085980|XP_037052441.1|BCOP	LOC108104107|XP_017065495.1|DEUG
OG0008004	LOC119069626|XP_037029623.1|BCOP	LOC108105445|XP_017067519.1|DEUG
OG0008005	LOC119074555|XP_037036636.1|BCOP	LOC108110134|XP_017074529.1|DEUG
OG0008006	LOC119075957|XP_037038428.1|BCOP	LOC108105064|XP_017066972.1|DEUG
OG0008007	LOC119075969|XP_037038450.1|BCOP	LOC108110304|XP_017074803.1|DEUG
OG0008008	LOC119084286|XP_037050107.1|BCOP	LOC108108626|XP_017072215.1|DEUG
OG0008009	LOC119076223|XP_037038773.1|BCOP	LOC108110404|XP_017074961.1|DEUG
OG0008010	LOC119073853|XP_037035597.1|BCOP	LOC108103009|XP_017063822.1|DEUG
OG0008011	LOC119082847|XP_037048408.1|BCOP	LOC108112895|XP_017078741.1|DEUG
OG0008012	LOC119082845|XP_037048403.1|BCOP	LOC108113257|XP_017079295.1|DEUG
OG0008013	LOC119072056|XP_037033085.1|BCOP	LOC108109283|XP_017073263.1|DEUG
OG0008014	LOC119077685|XP_037040841.1|BCOP	LOC108114950|XP_017081625.1|DEUG
OG0008015	LOC119075857|XP_037038308.1|BCOP	LOC108114614|XP_017081166.1|DEUG
OG0008016	LOC119075861|XP_037038314.1|BCOP	LOC108114616|XP_017081168.1|DEUG
OG0008017	LOC119075887|XP_037038351.1|BCOP	LOC108103848|XP_017065034.1|DEUG
OG0008018	LOC119084307|XP_037050121.1|BCOP	LOC108118518|XP_017086752.1|DEUG
OG0008019	LOC119077857|XP_037041081.1|BCOP	LOC108105068|XP_017066977.1|DEUG
OG0008020	LOC119074237|XP_037036154.1|BCOP	LOC108117288|XP_017085132.1|DEUG
OG0008022	LOC119077854|XP_037041075.1|BCOP	LOC108115817|XP_017082897.1|DEUG
OG0008023	LOC119079605|XP_037043491.1|BCOP	LOC108118540|XP_017086782.1|DEUG
OG0008024	LOC119076424|XP_037039062.1|BCOP	LOC108118541|XP_017086783.1|DEUG
OG0008025	LOC119069738|XP_037029775.1|BCOP	LOC108118546|XP_017086788.1|DEUG
OG0008026	LOC119068656|XP_037028231.1|BCOP	LOC108111875|XP_017076992.1|DEUG
OG0008027	LOC119074617|XP_037036772.1|BCOP	LOC108110313|XP_017074816.1|DEUG
OG0008028	LOC119070598|XP_037030915.1|BCOP	LOC108105274|XP_017067249.1|DEUG
OG0008029	LOC119073441|XP_037034830.1|BCOP	LOC108116645|XP_017084119.1|DEUG
OG0008030	LOC119073491|XP_037034893.1|BCOP	LOC108115005|XP_017081735.1|DEUG
OG0008031	LOC119076856|XP_037039755.1|BCOP	LOC108111160|XP_017076021.1|DEUG
OG0008032	LOC119073716|XP_037035234.1|BCOP	LOC108109388|XP_017073374.1|DEUG
OG0008033	LOC119076814|XP_037039696.1|BCOP	LOC108116435|XP_017083824.1|DEUG
OG0008034	LOC119084112|XP_037049858.1|BCOP	LOC108111778|XP_017076835.1|DEUG
OG0008035	LOC119077626|XP_037040738.1|BCOP	LOC108103021|XP_017063836.1|DEUG
OG0008036	LOC119067641|XP_037026639.1|BCOP	LOC108113786|XP_017079981.1|DEUG
OG0008037	LOC119067665|XP_037026676.1|BCOP	LOC108113713|XP_017079881.1|DEUG
OG0008038	LOC119076538|XP_037039227.1|BCOP	LOC108110326|XP_017074840.1|DEUG
OG0008039	LOC119076020|XP_037038516.1|BCOP	LOC108117201|XP_017085003.1|DEUG
OG0008040	LOC119074310|XP_037036252.1|BCOP	LOC108109390|XP_017073376.1|DEUG
OG0008041	LOC119083719|XP_037049414.1|BCOP, LOC119070058|XP_037030288.1|BCOP, LOC119085622|XP_037051941.1|BCOP	LOC108102942|XP_017063701.1|DEUG
OG0008042	LOC119084354|XP_037050194.1|BCOP	LOC108111785|XP_017076859.1|DEUG
OG0008043	LOC119077813|XP_037041019.1|BCOP	LOC108103316|XP_017064235.1|DEUG
OG0008044	LOC119076018|XP_037038508.1|BCOP	LOC108103673|XP_017064721.1|DEUG
OG0008045	LOC119077880|XP_037041130.1|BCOP	LOC108118287|XP_017086377.1|DEUG
OG0008046	LOC119066512|XP_037024960.1|BCOP	LOC108117170|XP_017084940.1|DEUG
OG0008047	LOC119082774|XP_037048263.1|BCOP	LOC108110167|XP_017074579.1|DEUG
OG0008048	LOC119066362|XP_037024716.1|BCOP	LOC108117228|XP_017085049.1|DEUG
OG0008049	LOC119075239|XP_037037527.1|BCOP	LOC108110233|XP_017074708.1|DEUG
OG0008050	LOC119076014|XP_037038500.1|BCOP	LOC108113589|XP_017079724.1|DEUG
OG0008051	LOC119076520|XP_037039200.1|BCOP	LOC108117236|XP_017085060.1|DEUG
OG0008052	LOC119077974|XP_037041251.1|BCOP	LOC108116314|XP_017083593.1|DEUG
OG0008053	LOC119066891|XP_037025473.1|BCOP	LOC108118343|XP_017086475.1|DEUG
OG0008054	LOC119075902|XP_037038373.1|BCOP	LOC108105448|XP_017067524.1|DEUG
OG0008055	LOC119085019|XP_037051092.1|BCOP	LOC108111884|XP_017077007.1|DEUG
OG0008056	LOC119076482|XP_037039158.1|BCOP	LOC108102429|XP_017062896.1|DEUG
OG0008057	LOC119075171|XP_037037461.1|BCOP	LOC108115362|XP_017082278.1|DEUG
OG0008058	LOC119084254|XP_037050053.1|BCOP	LOC108111667|XP_017076688.1|DEUG
OG0008059	LOC119076150|XP_037038728.1|BCOP	LOC108115336|XP_017082239.1|DEUG
OG0008060	LOC119073793|XP_037035465.1|BCOP	LOC108116335|XP_017083639.1|DEUG
OG0008061	LOC119071051|XP_037031605.1|BCOP	LOC108117434|XP_017085338.1|DEUG
OG0008062	LOC119067084|XP_037025740.1|BCOP	LOC108110100|XP_017074482.1|DEUG
OG0008063	LOC119073869|XP_037035635.1|BCOP	LOC108111786|XP_017076861.1|DEUG
OG0008064	LOC119078090|XP_037041449.1|BCOP	LOC108103624|XP_017064658.1|DEUG
OG0008066	LOC119072746|XP_037033926.1|BCOP	LOC108102397|XP_017062827.1|DEUG
OG0008067	LOC119077964|XP_037041239.1|BCOP	LOC108102947|XP_017063712.1|DEUG
OG0008068	LOC119067569|XP_037026545.1|BCOP	LOC108103027|XP_017063843.1|DEUG
OG0008070	LOC119075230|XP_037037515.1|BCOP	LOC108117229|XP_017085052.1|DEUG
OG0008071	LOC119075914|XP_037038394.1|BCOP	LOC108103287|XP_017064187.1|DEUG
OG0008072	LOC119074319|XP_037036272.1|BCOP	LOC108103753|XP_017064853.1|DEUG
OG0008073	LOC119076456|XP_037039117.1|BCOP	LOC108115225|XP_017082069.1|DEUG
OG0008075	LOC119071751|XP_037032681.1|BCOP	LOC108112159|XP_017077397.1|DEUG
OG0008076	LOC119084159|XP_037049906.1|BCOP	LOC108103306|XP_017064218.1|DEUG
OG0008077	LOC119077912|XP_037041182.1|BCOP	LOC108114969|XP_017081670.1|DEUG
OG0008078	LOC119084431|XP_037050305.1|BCOP	LOC108103247|XP_017064139.1|DEUG
OG0008079	LOC119084119|XP_037049867.1|BCOP	LOC108110108|XP_017074492.1|DEUG
OG0008080	LOC119082210|XP_037047553.1|BCOP	LOC108103317|XP_017064236.1|DEUG
OG0008081	LOC119078098|XP_037041458.1|BCOP	LOC108103639|XP_017064679.1|DEUG
OG0008082	LOC119085282|XP_037051531.1|BCOP	LOC108115781|XP_017082842.1|DEUG
OG0008083	LOC119078370|XP_037041803.1|BCOP	LOC108115376|XP_017082300.1|DEUG
OG0008084	LOC119079547|XP_037043430.1|BCOP	LOC108109579|XP_017073645.1|DEUG
OG0008085	LOC119074978|XP_037037275.1|BCOP	LOC108113558|XP_017079640.1|DEUG
OG0008086	LOC119075172|XP_037037463.1|BCOP	LOC108115338|XP_017082241.1|DEUG
OG0008087	LOC119076896|XP_037039800.1|BCOP	LOC108110091|XP_017074472.1|DEUG
OG0008088	LOC119073524|XP_037034956.1|BCOP	LOC108103366|XP_017064302.1|DEUG
OG0008089	LOC119072334|XP_037033417.1|BCOP	LOC108102840|XP_017063522.1|DEUG
OG0008090	LOC119067478|XP_037026375.1|BCOP	LOC108105538|XP_017067659.1|DEUG
OG0008091	LOC119074790|XP_037036970.1|BCOP	LOC108116620|XP_017084084.1|DEUG
OG0008092	LOC119077582|XP_037040685.1|BCOP	LOC108117127|XP_017084849.1|DEUG
OG0008093	LOC119068635|XP_037028196.1|BCOP	LOC108117384|XP_017085272.1|DEUG
OG0008095	LOC119070888|XP_037031304.1|BCOP	LOC108116386|XP_017083733.1|DEUG
OG0008096	LOC119072735|XP_037033909.1|BCOP	LOC108118523|XP_017086760.1|DEUG
OG0008097	LOC119069803|XP_037029853.1|BCOP	LOC108118079|XP_017086111.1|DEUG
OG0008098	LOC119084426|XP_037050298.1|BCOP	LOC108106008|XP_017068342.1|DEUG
OG0008099	LOC119075192|XP_037037478.1|BCOP	LOC108114326|XP_017080733.1|DEUG
OG0008100	LOC119082207|XP_037047541.1|BCOP	LOC108117505|XP_017085477.1|DEUG
OG0008101	LOC119079961|XP_037043969.1|BCOP	LOC108102956|XP_017063736.1|DEUG
OG0008102	LOC119083990|XP_037049702.1|BCOP	LOC108116320|XP_017083616.1|DEUG
OG0008103	LOC119070004|XP_037030155.1|BCOP	LOC108103780|XP_017064900.1|DEUG
OG0008104	LOC119074909|XP_037037151.1|BCOP	LOC108118253|XP_017086332.1|DEUG
OG0008105	LOC119076036|XP_037038550.1|BCOP	LOC108116165|XP_017083390.1|DEUG
OG0008106	LOC119074355|XP_037036355.1|BCOP	LOC108116741|XP_017084248.1|DEUG
OG0008108	LOC119081955|XP_037047145.1|BCOP	LOC108105447|XP_017067523.1|DEUG
OG0008109	LOC119076140|XP_037038709.1|BCOP	LOC108110329|XP_017074849.1|DEUG
OG0008110	LOC119076093|XP_037038643.1|BCOP	LOC108117586|XP_017085579.1|DEUG
OG0008111	LOC119074576|XP_037036701.1|BCOP	LOC108105489|XP_017067597.1|DEUG
OG0008112	LOC119074551|XP_037036621.1|BCOP	LOC108104370|XP_017065872.1|DEUG
OG0008113	LOC119074688|XP_037036867.1|BCOP	LOC108103841|XP_017065019.1|DEUG
OG0008114	LOC119074677|XP_037036856.1|BCOP	LOC108103800|XP_017064970.1|DEUG
OG0008115	LOC119074557|XP_037036650.1|BCOP	LOC108103420|XP_017064366.1|DEUG
OG0008116	LOC119074564|XP_037036678.1|BCOP	LOC108103421|XP_017064376.1|DEUG
OG0008117	LOC119077955|XP_037041219.1|BCOP	LOC108105019|XP_017066904.1|DEUG
OG0008118	LOC119075159|XP_037037450.1|BCOP	LOC108105491|XP_017067599.1|DEUG
OG0008119	LOC119074475|XP_037036511.1|BCOP	LOC108105008|XP_017066877.1|DEUG
OG0008120	LOC119085119|XP_037051276.1|BCOP	LOC108111864|XP_017076978.1|DEUG
OG0008121	LOC119080235|XP_037044380.1|BCOP	LOC108113381|XP_017079442.1|DEUG
OG0008122	LOC119077862|XP_037041093.1|BCOP	LOC108109755|XP_017073913.1|DEUG
OG0008123	LOC119074917|XP_037037201.1|BCOP	LOC108103266|XP_017064166.1|DEUG
OG0008124	LOC119074922|XP_037037208.1|BCOP	LOC108105501|XP_017067614.1|DEUG
OG0008125	LOC119076112|XP_037038707.1|BCOP	LOC108110301|XP_017074798.1|DEUG
OG0008126	LOC119073962|XP_037035799.1|BCOP	LOC108103201|XP_017064079.1|DEUG
OG0008127	LOC119074403|XP_037036420.1|BCOP	LOC108109726|XP_017073861.1|DEUG
OG0008128	LOC119074415|XP_037036439.1|BCOP	LOC108110113|XP_017074499.1|DEUG
OG0008129	LOC119076565|XP_037039248.1|BCOP	LOC108103252|XP_017064146.1|DEUG
OG0008130	LOC119085975|XP_037052437.1|BCOP	LOC108105060|XP_017066968.1|DEUG
OG0008131	LOC119083014|XP_037048546.1|BCOP	LOC108105505|XP_017067616.1|DEUG
OG0008132	LOC119077750|XP_037040953.1|BCOP	LOC108116681|XP_017084171.1|DEUG
OG0008133	LOC119076058|XP_037038589.1|BCOP	LOC108103881|XP_017065098.1|DEUG
OG0008134	LOC119076012|XP_037038495.1|BCOP	LOC108103254|XP_017064148.1|DEUG
OG0008135	LOC119076742|XP_037039582.1|BCOP	LOC108109497|XP_017073524.1|DEUG
OG0008136	LOC119075283|XP_037037565.1|BCOP	LOC108102582|XP_017063162.1|DEUG
OG0008137	LOC119076042|XP_037038563.1|BCOP	LOC108110285|XP_017074769.1|DEUG
OG0008138	LOC119069965|XP_037030099.1|BCOP	LOC108114439|XP_017080921.1|DEUG
OG0008139	LOC119066868|XP_037025437.1|BCOP	LOC108112040|XP_017077281.1|DEUG
OG0008140	LOC119073938|XP_037035711.1|BCOP	LOC108110302|XP_017074799.1|DEUG
OG0008141	LOC119084203|XP_037049977.1|BCOP	LOC108111871|XP_017076984.1|DEUG
OG0008142	LOC119074760|XP_037036922.1|BCOP	LOC108105081|XP_017066993.1|DEUG
OG0008143	LOC119084208|XP_037049993.1|BCOP	LOC108115224|XP_017082068.1|DEUG
OG0008144	LOC119084228|XP_037050022.1|BCOP	LOC108112549|XP_017077974.1|DEUG
OG0008145	LOC119080666|XP_037044989.1|BCOP	LOC108103931|XP_017065174.1|DEUG
OG0008146	LOC119077014|XP_037040022.1|BCOP	LOC108104924|XP_017066765.1|DEUG
OG0008147	LOC119084983|XP_037051030.1|BCOP	LOC108104922|XP_017066761.1|DEUG
OG0008148	LOC119074761|XP_037036923.1|BCOP	LOC108103216|XP_017064100.1|DEUG
OG0008149	LOC119066760|XP_037025294.1|BCOP	LOC108109742|XP_017073891.1|DEUG
OG0008150	LOC119074512|XP_037036569.1|BCOP	LOC108111880|XP_017076999.1|DEUG
OG0008151	LOC119068799|XP_037028456.1|BCOP	LOC108105351|XP_017067352.1|DEUG
OG0008152	LOC119074866|XP_037037084.1|BCOP	LOC108104398|XP_017065930.1|DEUG
OG0008153	LOC119080186|XP_037044318.1|BCOP	LOC108107377|XP_017070376.1|DEUG
OG0008154	LOC119071941|XP_037032960.1|BCOP	LOC108105939|XP_017068223.1|DEUG
OG0008155	LOC119086030|XP_037052501.1|BCOP	LOC108114545|XP_017081079.1|DEUG
OG0008156	LOC119070003|XP_037030154.1|BCOP	LOC108109368|XP_017073334.1|DEUG
OG0008157	LOC119077044|XP_037040069.1|BCOP	LOC108113802|XP_017079999.1|DEUG
OG0008158	LOC119071049|XP_037031551.1|BCOP	LOC108103925|XP_017065166.1|DEUG
OG0008159	LOC119074215|XP_037036110.1|BCOP	LOC108108506|XP_017072064.1|DEUG
OG0008160	LOC119071538|XP_037032318.1|BCOP	LOC108109080|XP_017072931.1|DEUG
OG0008161	LOC119077047|XP_037040074.1|BCOP	LOC108104717|XP_017066427.1|DEUG
OG0008162	LOC119067759|XP_037026787.1|BCOP	LOC108103168|XP_017064043.1|DEUG
OG0008163	LOC119072459|XP_037033577.1|BCOP	LOC108107747|XP_017070897.1|DEUG
OG0008164	LOC119074604|XP_037036751.1|BCOP	LOC108102420|XP_017062884.1|DEUG
OG0008165	LOC119076032|XP_037038544.1|BCOP	LOC108103298|XP_017064209.1|DEUG
OG0008166	LOC119076110|XP_037038665.1|BCOP	LOC108103946|XP_017065197.1|DEUG
OG0008167	LOC119074951|XP_037037235.1|BCOP	LOC108103935|XP_017065180.1|DEUG
OG0008168	LOC119072326|XP_037033446.1|BCOP	LOC108103933|XP_017065179.1|DEUG
OG0008169	LOC119067583|XP_037026577.1|BCOP	LOC108105473|XP_017067574.1|DEUG
OG0008170	LOC119070978|XP_037031456.1|BCOP	LOC108106613|XP_017069302.1|DEUG
OG0008171	LOC119081639|XP_037046606.1|BCOP	LOC108117425|XP_017085327.1|DEUG
OG0008172	LOC119071532|XP_037032310.1|BCOP	LOC108110243|XP_017074719.1|DEUG
OG0008173	LOC119080692|XP_037045033.1|BCOP	LOC108103405|XP_017064352.1|DEUG
OG0008174	LOC119086007|XP_037052479.1|BCOP	LOC108106418|XP_017068930.1|DEUG
OG0008175	LOC119067740|XP_037026766.1|BCOP	LOC108103187|XP_017064063.1|DEUG
OG0008176	LOC119074810|XP_037036989.1|BCOP	LOC108118522|XP_017086757.1|DEUG
OG0008177	LOC119068603|XP_037028153.1|BCOP	LOC108103698|XP_017064783.1|DEUG
OG0008178	LOC119070245|XP_037030412.1|BCOP	LOC108103936|XP_017065182.1|DEUG
OG0008179	LOC119073841|XP_037035570.1|BCOP	LOC108110111|XP_017074497.1|DEUG
OG0008180	LOC119084027|XP_037049743.1|BCOP	LOC108105523|XP_017067638.1|DEUG
OG0008181	LOC119077779|XP_037040984.1|BCOP	LOC108105524|XP_017067639.1|DEUG
OG0008182	LOC119084061|XP_037049793.1|BCOP	LOC108104549|XP_017066179.1|DEUG
OG0008185	LOC119075288|XP_037037571.1|BCOP	LOC108109363|XP_017073321.1|DEUG
OG0008186	LOC119082527|XP_037047935.1|BCOP	LOC108112988|XP_017078888.1|DEUG
OG0008187	LOC119076164|XP_037038744.1|BCOP	LOC108112996|XP_017078895.1|DEUG
OG0008188	LOC119066940|XP_037025553.1|BCOP	LOC108102621|XP_017063218.1|DEUG
OG0008189	LOC119082226|XP_037047575.1|BCOP	LOC108110888|XP_017075634.1|DEUG
OG0008191	LOC119084325|XP_037050150.1|BCOP	LOC108118520|XP_017086755.1|DEUG
