Orthogroup	BCOP.longest_only	AAEG.longest_only
OG0007388	LOC119067006|XP_037025665.1|BCOP	LOC5578293|XP_021710115.1|AAEG
OG0007389	LOC119070825|XP_037031220.1|BCOP	LOC5568516|XP_001652340.2|AAEG
OG0007390	LOC119084484|XP_037050369.1|BCOP	LOC5569012|XP_021705484.1|AAEG
OG0007391	LOC119068974|XP_037028739.1|BCOP	LOC5569009|XP_021712417.1|AAEG, LOC110679381|XP_021709530.1|AAEG
OG0007392	LOC119084487|XP_037050385.1|BCOP	LOC5569017|XP_021704299.1|AAEG
OG0007393	LOC119078129|XP_037041486.1|BCOP	LOC5568995|XP_021704770.1|AAEG
OG0007394	LOC119067163|XP_037025901.1|BCOP	LOC5568986|XP_021708469.1|AAEG
OG0007395	LOC119069864|XP_037029934.1|BCOP	LOC5579528|XP_021709661.1|AAEG
OG0007396	LOC119074324|XP_037036294.1|BCOP	LOC5570800|XP_021705516.1|AAEG
OG0007397	LOC119071482|XP_037032228.1|BCOP, LOC119073494|XP_037034896.1|BCOP	LOC5570798|XP_021705518.1|AAEG
OG0007398	LOC119074463|XP_037036499.1|BCOP	LOC5571749|XP_021705050.1|AAEG
OG0007399	LOC119076410|XP_037039037.1|BCOP	LOC110677735|XP_021704644.1|AAEG
OG0007400	LOC119076127|XP_037038693.1|BCOP	LOC5571753|XP_021705202.1|AAEG
OG0007401	LOC119069444|XP_037029396.1|BCOP	LOC5568207|XP_021709882.1|AAEG
OG0007402	LOC119076218|XP_037038765.1|BCOP	LOC5576157|XP_001662506.1|AAEG
OG0007403	LOC119075732|XP_037038166.1|BCOP	LOC5576158|XP_021709328.1|AAEG
OG0007404	LOC119076172|XP_037038753.1|BCOP	LOC5580158|XP_021706441.1|AAEG
OG0007405	LOC119068034|XP_037027295.1|BCOP	LOC5580157|XP_021709392.1|AAEG
OG0007406	LOC119077654|XP_037040765.1|BCOP	LOC5578821|XP_021705169.1|AAEG
OG0007407	LOC119072566|XP_037033701.1|BCOP	LOC5572473|XP_021705138.1|AAEG
OG0007408	LOC119071265|XP_037032017.1|BCOP	LOC5572474|XP_021706089.1|AAEG
OG0007409	LOC119066706|XP_037025201.1|BCOP	LOC5572472|XP_021706926.1|AAEG
OG0007410	LOC119078713|XP_037042281.1|BCOP	LOC5564766|XP_021710614.1|AAEG
OG0007411	LOC119084302|XP_037050116.1|BCOP	LOC5564791|XP_001649135.1|AAEG
OG0007412	LOC119078243|XP_037041607.1|BCOP	LOC5564792|XP_021704882.1|AAEG
OG0007413	LOC119084430|XP_037050302.1|BCOP	LOC5564786|XP_021707615.1|AAEG
OG0007414	LOC119084877|XP_037050912.1|BCOP	LOC5572854|XP_001660613.1|AAEG
OG0007415	LOC119084031|XP_037049751.1|BCOP	LOC5572248|XP_001653936.2|AAEG
OG0007416	LOC119084021|XP_037049732.1|BCOP	LOC110679171|XP_021708955.1|AAEG
OG0007417	LOC119084059|XP_037049791.1|BCOP	LOC5572250|XP_021705174.1|AAEG
OG0007418	LOC119069801|XP_037029855.1|BCOP	LOC5570007|XP_001658896.1|AAEG
OG0007419	LOC119084217|XP_037050007.1|BCOP	LOC5570016|XP_021708975.1|AAEG
OG0007420	LOC119084226|XP_037050019.1|BCOP	LOC5570019|XP_001658909.2|AAEG
OG0007421	LOC119084982|XP_037051028.1|BCOP	LOC5570029|XP_021707656.1|AAEG
OG0007422	LOC119074898|XP_037037140.1|BCOP	LOC5570057|XP_001658936.1|AAEG
OG0007423	LOC119074890|XP_037037128.1|BCOP	LOC5570048|XP_001658939.1|AAEG
OG0007424	LOC119076479|XP_037039153.1|BCOP	LOC5570052|XP_001658945.1|AAEG
OG0007425	LOC119084483|XP_037050366.1|BCOP	LOC5568012|XP_001657829.2|AAEG
OG0007426	LOC119074754|XP_037036914.1|BCOP	LOC5568030|XP_001657833.1|AAEG
OG0007427	LOC119067101|XP_037025762.1|BCOP	LOC5568014|XP_001657836.1|AAEG
OG0007428	LOC119074862|XP_037037071.1|BCOP	LOC5579847|XP_021709810.1|AAEG
OG0007429	LOC119084450|XP_037050326.1|BCOP	LOC5578185|XP_021705787.1|AAEG, LOC110681215|XP_021712679.1|AAEG
OG0007430	LOC119074255|XP_037036173.1|BCOP	LOC5570804|XP_001653312.1|AAEG
OG0007431	LOC119077706|XP_037040877.1|BCOP	LOC5570809|XP_001653316.2|AAEG
OG0007432	LOC119071769|XP_037032714.1|BCOP	LOC5570812|XP_001653319.2|AAEG
OG0007433	LOC119066577|XP_037025025.1|BCOP	LOC5573030|XP_021707220.1|AAEG
OG0007434	LOC119074227|XP_037036140.1|BCOP	LOC5575487|XP_021709351.1|AAEG
OG0007435	LOC119086032|XP_037052503.1|BCOP	LOC5572120|XP_021710768.1|AAEG
OG0007436	LOC119079089|XP_037042800.1|BCOP	LOC5570577|XP_001653246.2|AAEG
OG0007437	LOC119071629|XP_037032482.1|BCOP	LOC5570560|XP_021704717.1|AAEG
OG0007438	LOC119070958|XP_037031410.1|BCOP	LOC5574448|XP_021704617.1|AAEG
OG0007439	LOC119072277|XP_037033365.1|BCOP	LOC5572991|XP_021705663.1|AAEG
OG0007440	LOC119072243|XP_037033317.1|BCOP	LOC5572987|XP_001654314.2|AAEG
OG0007441	LOC119082821|XP_037048367.1|BCOP	LOC5576234|XP_001656012.2|AAEG
OG0007442	LOC119071171|XP_037031828.1|BCOP	LOC5576227|XP_001656005.2|AAEG
OG0007443	LOC119085199|XP_037051406.1|BCOP	LOC5576226|XP_001656004.2|AAEG
OG0007444	LOC119069717|XP_037029735.1|BCOP	LOC5576223|XP_001656001.1|AAEG
OG0007445	LOC119069716|XP_037029734.1|BCOP	LOC5576222|XP_001656000.1|AAEG
OG0007446	LOC119076949|XP_037039897.1|BCOP	LOC5576219|XP_001655996.2|AAEG
OG0007447	LOC119077049|XP_037040076.1|BCOP	LOC5576215|XP_001655992.1|AAEG
OG0007448	LOC119083476|XP_037049090.1|BCOP	LOC5576211|XP_021706461.1|AAEG
OG0007449	LOC119078232|XP_037041587.1|BCOP	LOC5568381|XP_021708763.1|AAEG
OG0007450	LOC119078266|XP_037041659.1|BCOP	LOC5568395|XP_001658032.1|AAEG
OG0007451	LOC119066944|XP_037025555.1|BCOP	LOC5568388|XP_021711083.1|AAEG
OG0007452	LOC119066943|XP_037025554.1|BCOP	LOC5563848|XP_021705412.1|AAEG
OG0007453	LOC119075408|XP_037037747.1|BCOP	LOC5576407|XP_021710239.1|AAEG
OG0007454	LOC119067953|XP_037027172.1|BCOP	LOC5579298|XP_001647606.2|AAEG
OG0007455	LOC119072385|XP_037033482.1|BCOP	LOC5565230|XP_021705653.1|AAEG
OG0007456	LOC119072380|XP_037033475.1|BCOP	LOC5565229|XP_001649558.1|AAEG
OG0007457	LOC119086065|XP_037052536.1|BCOP	LOC5569534|XP_021705470.1|AAEG
OG0007458	LOC119086067|XP_037052538.1|BCOP	LOC5569531|XP_001652845.1|AAEG
OG0007459	LOC119086063|XP_037052534.1|BCOP	LOC23687424|XP_021706106.1|AAEG
OG0007460	LOC119066912|XP_037025507.1|BCOP	LOC5569547|XP_001652847.2|AAEG
OG0007461	LOC119071711|XP_037032600.1|BCOP	LOC5569538|XP_001652850.2|AAEG
OG0007462	LOC119071789|XP_037032745.1|BCOP	LOC5569543|XP_021704432.1|AAEG
OG0007463	LOC119071716|XP_037032607.1|BCOP	LOC5569542|XP_021704431.1|AAEG
OG0007464	LOC119071713|XP_037032604.1|BCOP	LOC5569544|XP_021704433.1|AAEG
OG0007465	LOC119078308|XP_037041707.1|BCOP	LOC5575316|XP_021706347.1|AAEG
OG0007467	LOC119079618|XP_037043509.1|BCOP	LOC5574779|XP_021709596.1|AAEG
OG0007468	LOC119067341|XP_037026144.1|BCOP	LOC5578344|XP_001656914.2|AAEG
OG0007469	LOC119086024|XP_037052491.1|BCOP	LOC5578338|XP_021706754.1|AAEG
OG0007470	LOC119070867|XP_037031274.1|BCOP	LOC5578331|XP_001656900.2|AAEG
OG0007471	LOC119071259|XP_037032003.1|BCOP	LOC5573759|XP_021705630.1|AAEG
OG0007472	LOC119074207|XP_037036098.1|BCOP	LOC5573754|XP_001654782.2|AAEG
OG0007473	LOC119072342|XP_037033423.1|BCOP	LOC5573742|XP_001654770.1|AAEG
OG0007474	LOC119079075|XP_037042780.1|BCOP	LOC5579663|XP_021707446.1|AAEG
OG0007475	LOC119066931|XP_037025539.1|BCOP	LOC5577237|XP_021710770.1|AAEG
OG0007476	LOC119074279|XP_037036193.1|BCOP	LOC5576932|XP_021704955.1|AAEG
OG0007477	LOC119067543|XP_037026503.1|BCOP	LOC5576935|XP_021710723.1|AAEG, LOC110679644|XP_021710727.1|AAEG
OG0007478	LOC119070975|XP_037031450.1|BCOP	LOC5575774|XP_021705902.1|AAEG
OG0007479	LOC119071206|XP_037031893.1|BCOP	LOC5577486|XP_001663404.1|AAEG
OG0007480	LOC119072669|XP_037033821.1|BCOP	LOC5577485|XP_021707341.1|AAEG
OG0007481	LOC119072652|XP_037033805.1|BCOP	LOC5570994|XP_001653426.2|AAEG
OG0007482	LOC119066885|XP_037025468.1|BCOP	LOC110678790|XP_021707848.1|AAEG
OG0007483	LOC119077046|XP_037040070.1|BCOP	LOC5572358|XP_021705669.1|AAEG
OG0007484	LOC119074625|XP_037036787.1|BCOP	LOC23687567|XP_021708965.1|AAEG
OG0007485	LOC119074670|XP_037036849.1|BCOP	LOC110679177|XP_021708967.1|AAEG
OG0007486	LOC119067566|XP_037026542.1|BCOP	LOC5576707|XP_001656213.1|AAEG
OG0007487	LOC119079490|XP_037043330.1|BCOP	LOC5576709|XP_021704626.1|AAEG
OG0007488	LOC119072343|XP_037033425.1|BCOP	LOC5575270|XP_001661875.1|AAEG
OG0007489	LOC119073636|XP_037035127.1|BCOP	LOC5575274|XP_001661867.1|AAEG
OG0007490	LOC119081326|XP_037046009.1|BCOP	LOC5573621|XP_021710745.1|AAEG
OG0007491	LOC119081970|XP_037047177.1|BCOP	LOC5575220|XP_001655621.1|AAEG
OG0007492	LOC119070970|XP_037031439.1|BCOP	LOC5573627|XP_001660954.2|AAEG
OG0007493	LOC119070078|XP_037030279.1|BCOP	LOC5573832|XP_021708049.1|AAEG
OG0007494	LOC119082708|XP_037048180.1|BCOP	LOC5563992|XP_021709437.1|AAEG
OG0007495	LOC119073489|XP_037034889.1|BCOP	LOC5563763|XP_021706109.1|AAEG
OG0007496	LOC119074213|XP_037036107.1|BCOP	LOC5577094|XP_021709703.1|AAEG
OG0007497	LOC119072087|XP_037033141.1|BCOP	LOC5577092|XP_021710505.1|AAEG
OG0007498	LOC119071056|XP_037031571.1|BCOP	LOC5571875|XP_021709642.1|AAEG
OG0007499	LOC119071055|XP_037031570.1|BCOP	LOC5571877|XP_001659986.2|AAEG
OG0007500	LOC119081287|XP_037045943.1|BCOP	LOC5571876|XP_021706353.1|AAEG
OG0007501	LOC119078987|XP_037042637.1|BCOP	LOC5567298|XP_021704230.1|AAEG
OG0007502	LOC119078319|XP_037041718.1|BCOP	LOC5570178|XP_001658967.2|AAEG
OG0007503	LOC119082367|XP_037047783.1|BCOP	LOC5570176|XP_021707208.1|AAEG
OG0007504	LOC119074976|XP_037037273.1|BCOP	LOC5570175|XP_001658970.1|AAEG
OG0007505	LOC119070687|XP_037031033.1|BCOP	LOC5563829|XP_021705481.1|AAEG
OG0007506	LOC119071762|XP_037032700.1|BCOP	LOC5563826|XP_021706702.1|AAEG
OG0007507	LOC119083294|XP_037048881.1|BCOP	LOC5567448|XP_021710242.1|AAEG
OG0007508	LOC119066927|XP_037025535.1|BCOP	LOC5566305|XP_001650699.1|AAEG
OG0007509	LOC119072452|XP_037033569.1|BCOP	LOC5566303|XP_021710916.1|AAEG
OG0007510	LOC119085380|XP_037051661.1|BCOP	LOC5573473|XP_001660893.2|AAEG
OG0007511	LOC119074635|XP_037036804.1|BCOP	LOC5577174|XP_001663262.1|AAEG
OG0007512	LOC119071057|XP_037031572.1|BCOP	LOC5576819|XP_021707224.1|AAEG
OG0007513	LOC119085669|XP_037052013.1|BCOP	LOC110678186|XP_021706501.1|AAEG
OG0007514	LOC119078245|XP_037041619.1|BCOP	LOC5564092|XP_021704390.1|AAEG
OG0007515	LOC119076999|XP_037040004.1|BCOP	LOC5577979|XP_001663649.1|AAEG
OG0007516	LOC119085627|XP_037051957.1|BCOP	LOC5574963|XP_021711057.1|AAEG
OG0007517	LOC119071660|XP_037032522.1|BCOP	LOC5574961|XP_001655432.1|AAEG
OG0007518	LOC119072662|XP_037033815.1|BCOP	LOC5574955|XP_021710999.1|AAEG
OG0007519	LOC119085313|XP_037051583.1|BCOP	LOC5575183|XP_021709939.1|AAEG
OG0007520	LOC119085118|XP_037051275.1|BCOP	LOC5573356|XP_001660842.2|AAEG
OG0007521	LOC119071906|XP_037032914.1|BCOP	LOC5567361|XP_001657376.2|AAEG
OG0007522	LOC119084331|XP_037050157.1|BCOP	LOC5566415|XP_021710266.1|AAEG
OG0007523	LOC119083536|XP_037049153.1|BCOP	LOC5575516|XP_021710609.1|AAEG
OG0007524	LOC119066707|XP_037025203.1|BCOP	LOC5564364|XP_021706173.1|AAEG
OG0007525	LOC119071945|XP_037032964.1|BCOP	LOC5571035|XP_001659470.1|AAEG
OG0007526	LOC119084013|XP_037049723.1|BCOP	LOC5571024|XP_001659458.2|AAEG
OG0007527	LOC119071383|XP_037032147.1|BCOP	LOC5569796|XP_001653010.1|AAEG
OG0007528	LOC119071184|XP_037031850.1|BCOP	LOC5572184|XP_021710216.1|AAEG
OG0007529	LOC119078564|XP_037042028.1|BCOP	LOC5578347|XP_021704792.1|AAEG
OG0007530	LOC119085432|XP_037051743.1|BCOP	LOC5567240|XP_001651670.2|AAEG
OG0007531	LOC119076289|XP_037038845.1|BCOP	LOC5567238|XP_001651668.2|AAEG
OG0007532	LOC119071891|XP_037032885.1|BCOP	LOC5567221|XP_001651650.2|AAEG
OG0007534	LOC119066784|XP_037025341.1|BCOP	LOC5567216|XP_001651645.1|AAEG
OG0007535	LOC119072811|XP_037034000.1|BCOP	LOC5567210|XP_001651639.2|AAEG
OG0007536	LOC119084476|XP_037050359.1|BCOP	LOC5567207|XP_021710699.1|AAEG
OG0007537	LOC119082303|XP_037047681.1|BCOP	LOC5567198|XP_021709908.1|AAEG
OG0007538	LOC119082344|XP_037047752.1|BCOP	LOC5567190|XP_021710084.1|AAEG
OG0007539	LOC119077843|XP_037041057.1|BCOP	LOC5567180|XP_021709178.1|AAEG
OG0007540	LOC119068307|XP_037027744.1|BCOP	LOC5567179|XP_001651608.1|AAEG
OG0007541	LOC119085375|XP_037051652.1|BCOP	LOC110679261|XP_021709179.1|AAEG
OG0007542	LOC119071896|XP_037032894.1|BCOP	LOC5567178|XP_021706240.1|AAEG
OG0007543	LOC119081001|XP_037045567.1|BCOP	LOC5571202|XP_001659588.2|AAEG
OG0007544	LOC119072367|XP_037033456.1|BCOP	LOC5571904|XP_001660002.1|AAEG
OG0007545	LOC119077013|XP_037040021.1|BCOP	LOC5574817|XP_021711563.1|AAEG
OG0007546	LOC119072202|XP_037033265.1|BCOP	LOC5577750|XP_001663523.2|AAEG
OG0007547	LOC119076939|XP_037039873.1|BCOP	LOC5579104|XP_021707664.1|AAEG
OG0007548	LOC119070873|XP_037031284.1|BCOP	LOC5572083|XP_021707928.1|AAEG
OG0007549	LOC119083284|XP_037048867.1|BCOP	LOC110680267|XP_021711779.1|AAEG, LOC5566065|XP_001650410.2|AAEG
OG0007550	LOC119085556|XP_037051866.1|BCOP	LOC5566064|XP_021711259.1|AAEG
OG0007551	LOC119083261|XP_037048837.1|BCOP	LOC5566044|XP_021711454.1|AAEG
OG0007552	LOC119066218|XP_037024436.1|BCOP	LOC5566045|XP_001650420.1|AAEG
OG0007553	LOC119083274|XP_037048856.1|BCOP	LOC5566061|XP_001650421.1|AAEG
OG0007554	LOC119071641|XP_037032496.1|BCOP	LOC5578125|XP_001656772.1|AAEG
OG0007555	LOC119075523|XP_037037886.1|BCOP	LOC5578084|XP_021710051.1|AAEG
OG0007556	LOC119066114|XP_037024290.1|BCOP	LOC5578086|XP_021706803.1|AAEG
OG0007557	LOC119074241|XP_037036158.1|BCOP	LOC5578088|XP_021710800.1|AAEG
OG0007558	LOC119071901|XP_037032901.1|BCOP	LOC5578097|XP_021706575.1|AAEG
OG0007559	LOC119085112|XP_037051265.1|BCOP	LOC5578100|XP_001656796.2|AAEG
OG0007560	LOC119085945|XP_037052394.1|BCOP	LOC5578115|XP_001656813.2|AAEG
OG0007561	LOC119070673|XP_037031007.1|BCOP	LOC5578903|XP_021708574.1|AAEG
OG0007562	LOC119066841|XP_037025401.1|BCOP	LOC5580212|XP_001662072.2|AAEG
OG0007563	LOC119083169|XP_037048723.1|BCOP	LOC5568521|XP_001652343.2|AAEG
OG0007564	LOC119071615|XP_037032449.1|BCOP	LOC110677853|XP_021705246.1|AAEG
OG0007565	LOC119070125|XP_037030340.1|BCOP	LOC5566872|XP_021705357.1|AAEG
OG0007566	LOC119076249|XP_037038810.1|BCOP	LOC5566867|XP_021710072.1|AAEG
OG0007567	LOC119067474|XP_037026370.1|BCOP	LOC5564584|XP_001648922.2|AAEG
OG0007568	LOC119082249|XP_037047606.1|BCOP	LOC5564591|XP_021707551.1|AAEG
OG0007569	LOC119082584|XP_037048017.1|BCOP	LOC5564588|XP_021704602.1|AAEG
OG0007570	LOC119082690|XP_037048158.1|BCOP	LOC5564593|XP_001648925.2|AAEG
OG0007571	LOC119082703|XP_037048176.1|BCOP	LOC5564598|XP_001648926.2|AAEG
OG0007572	LOC119072260|XP_037033344.1|BCOP	LOC5564582|XP_021705472.1|AAEG
OG0007573	LOC119066186|XP_037024383.1|BCOP	LOC5564589|XP_001648945.2|AAEG
OG0007574	LOC119082036|XP_037047254.1|BCOP	LOC5579923|XP_021705877.1|AAEG
OG0007575	LOC119070661|XP_037030986.1|BCOP	LOC5579925|XP_021705957.1|AAEG
OG0007576	LOC119074599|XP_037036740.1|BCOP	LOC110680487|XP_021711982.1|AAEG, LOC5568453|XP_021706620.1|AAEG
OG0007577	LOC119084047|XP_037049778.1|BCOP	LOC110681185|XP_021712654.1|AAEG, LOC5568455|XP_001652288.1|AAEG
OG0007578	LOC119066631|XP_037025087.1|BCOP	LOC5577286|XP_021706718.1|AAEG
OG0007579	LOC119067398|XP_037026237.1|BCOP	LOC5573261|XP_001654472.1|AAEG
OG0007580	LOC119066013|XP_037024125.1|BCOP	LOC5573262|XP_021709471.1|AAEG
OG0007581	LOC119072272|XP_037033359.1|BCOP	LOC5573265|XP_021707203.1|AAEG
OG0007582	LOC119071322|XP_037032102.1|BCOP	LOC5573266|XP_021707044.1|AAEG
OG0007583	LOC119066884|XP_037025467.1|BCOP	LOC5573269|XP_021707075.1|AAEG
OG0007584	LOC119076004|XP_037038472.1|BCOP	LOC5574192|XP_021707347.1|AAEG
OG0007585	LOC119074864|XP_037037080.1|BCOP	LOC5574191|XP_001661248.1|AAEG
OG0007586	LOC119070902|XP_037031323.1|BCOP, LOC119070693|XP_037031040.1|BCOP	LOC5574174|XP_021708031.1|AAEG
OG0007587	LOC119078321|XP_037041721.1|BCOP	LOC5567490|XP_021708142.1|AAEG
OG0007588	LOC119082269|XP_037047631.1|BCOP	LOC5567489|XP_001657496.1|AAEG
OG0007589	LOC119068451|XP_037027925.1|BCOP	LOC5567471|XP_021708456.1|AAEG, LOC110681387|XP_021712824.1|AAEG
OG0007590	LOC119086036|XP_037052505.1|BCOP	LOC5567461|XP_021708534.1|AAEG
OG0007591	LOC119072631|XP_037033770.1|BCOP	LOC5567458|XP_001657458.1|AAEG
OG0007592	LOC119076671|XP_037039460.1|BCOP	LOC5567453|XP_001657457.1|AAEG
OG0007593	LOC119080481|XP_037044761.1|BCOP	LOC5571923|XP_021708638.1|AAEG
OG0007594	LOC119071020|XP_037031515.1|BCOP	LOC5566548|XP_001650943.2|AAEG
OG0007595	LOC119078784|XP_037042391.1|BCOP	LOC5566544|XP_001650939.1|AAEG
OG0007596	LOC119081265|XP_037045901.1|BCOP	LOC5566535|XP_001650927.1|AAEG
OG0007597	LOC119071808|XP_037032768.1|BCOP	LOC5563691|XP_001647963.1|AAEG
OG0007598	LOC119071781|XP_037032734.1|BCOP	LOC5568961|XP_001652621.1|AAEG
OG0007599	LOC119070996|XP_037031485.1|BCOP	LOC5576161|XP_021709806.1|AAEG
OG0007600	LOC119071018|XP_037031512.1|BCOP	LOC5568951|XP_001652611.1|AAEG
OG0007601	LOC119072403|XP_037033515.1|BCOP	LOC5565426|XP_001649804.1|AAEG
OG0007602	LOC119082825|XP_037048371.1|BCOP	LOC5565447|XP_001649793.1|AAEG
OG0007603	LOC119072194|XP_037033259.1|BCOP	LOC5565439|XP_021710531.1|AAEG
OG0007604	LOC119077783|XP_037040986.1|BCOP	LOC5567876|XP_001651907.1|AAEG
OG0007605	LOC119082722|XP_037048198.1|BCOP	LOC5576319|XP_021710862.1|AAEG
OG0007606	LOC119084597|XP_037050541.1|BCOP	LOC5576326|XP_001656061.1|AAEG
OG0007607	LOC119071192|XP_037031861.1|BCOP	LOC5564131|XP_021711054.1|AAEG
OG0007608	LOC119066945|XP_037025559.1|BCOP	LOC5564115|XP_001648450.1|AAEG
OG0007609	LOC119066934|XP_037025542.1|BCOP	LOC5564110|XP_001648448.1|AAEG
OG0007610	LOC119070665|XP_037030994.1|BCOP	LOC5566702|XP_021711360.1|AAEG
OG0007611	LOC119081003|XP_037045572.1|BCOP	LOC5566699|XP_021711392.1|AAEG
OG0007612	LOC119071105|XP_037031642.1|BCOP	LOC5566698|XP_001651106.2|AAEG
OG0007613	LOC119074273|XP_037036190.1|BCOP	LOC5566687|XP_001651094.2|AAEG
OG0007614	LOC119076951|XP_037039899.1|BCOP	LOC5568587|XP_021711605.1|AAEG
OG0007615	LOC119082556|XP_037047968.1|BCOP	LOC5568588|XP_001652419.1|AAEG
OG0007616	LOC119069594|XP_037029579.1|BCOP	LOC5568603|XP_001652417.2|AAEG
OG0007617	LOC119071153|XP_037031794.1|BCOP	LOC5568590|XP_001652422.2|AAEG
OG0007618	LOC119071346|XP_037032128.1|BCOP	LOC5568592|XP_001652424.2|AAEG
OG0007619	LOC119071209|XP_037031899.1|BCOP	LOC5568593|XP_021711620.1|AAEG
OG0007620	LOC119070877|XP_037031288.1|BCOP	LOC5568599|XP_021711641.1|AAEG
OG0007622	LOC119066659|XP_037025127.1|BCOP	LOC5569135|XP_021704146.1|AAEG
OG0007623	LOC119071525|XP_037032293.1|BCOP	LOC5569142|XP_021704189.1|AAEG
OG0007624	LOC119072080|XP_037033126.1|BCOP	LOC5573214|XP_001654439.2|AAEG
OG0007625	LOC119079869|XP_037043842.1|BCOP	LOC5573208|XP_021704307.1|AAEG
OG0007626	LOC119066196|XP_037024410.1|BCOP	LOC5573228|XP_001654433.1|AAEG
OG0007627	LOC119066195|XP_037024407.1|BCOP	LOC5573216|XP_001654431.1|AAEG
OG0007628	LOC119081017|XP_037045594.1|BCOP	LOC5572034|XP_001660142.1|AAEG
OG0007629	LOC119070302|XP_037030463.1|BCOP	LOC110680484|XP_021711981.1|AAEG
OG0007664	LOC119068333|XP_037027782.1|BCOP	LOC5579633|XP_021694454.1|AAEG
OG0007665	LOC119083291|XP_037048883.1|BCOP	LOC5575983|XP_021694469.1|AAEG
OG0007666	LOC119069059|XP_037028828.1|BCOP	LOC5566218|XP_001650621.2|AAEG
OG0007667	LOC119067831|XP_037026900.1|BCOP	LOC5574530|XP_001655183.2|AAEG
OG0007668	LOC119068502|XP_037028007.1|BCOP	LOC5572032|XP_001660139.1|AAEG
OG0007669	LOC119068119|XP_037027463.1|BCOP	LOC5572018|XP_001660127.1|AAEG
OG0007670	LOC119068118|XP_037027462.1|BCOP	LOC5572019|XP_021694526.1|AAEG
OG0007671	LOC119080749|XP_037045198.1|BCOP	LOC5579819|XP_021694539.1|AAEG
OG0007672	LOC119068347|XP_037027798.1|BCOP	LOC5564262|XP_001648601.2|AAEG
OG0007673	LOC119068170|XP_037027549.1|BCOP	LOC5574715|XP_001655294.1|AAEG
OG0007674	LOC119069180|XP_037029004.1|BCOP	LOC5574714|XP_021694711.1|AAEG
OG0007675	LOC119067178|XP_037025898.1|BCOP	LOC5567109|XP_021694820.1|AAEG
OG0007676	LOC119085646|XP_037051978.1|BCOP	LOC5579417|XP_001647719.2|AAEG
OG0007677	LOC119067686|XP_037026700.1|BCOP	LOC5564702|XP_021694824.1|AAEG
OG0007678	LOC119071242|XP_037031972.1|BCOP	LOC5577043|XP_021694833.1|AAEG
OG0007679	LOC119068314|XP_037027753.1|BCOP	LOC5574747|XP_021694839.1|AAEG
OG0007680	LOC119077111|XP_037040174.1|BCOP	LOC5580053|XP_001654817.2|AAEG
OG0007681	LOC119080411|XP_037044643.1|BCOP	LOC110674813|XP_021694898.1|AAEG
OG0007682	LOC119069894|XP_037029989.1|BCOP	LOC5566204|XP_021694939.1|AAEG
OG0007683	LOC119067313|XP_037026117.1|BCOP	LOC5568331|XP_021694941.1|AAEG
OG0007684	LOC119068608|XP_037028162.1|BCOP	LOC5568330|XP_001657986.2|AAEG
OG0007685	LOC119069639|XP_037029641.1|BCOP	LOC5564956|XP_021694953.1|AAEG
OG0007686	LOC119068852|XP_037028564.1|BCOP	LOC5576498|XP_021694976.1|AAEG
OG0007687	LOC119070117|XP_037030326.1|BCOP	LOC110674836|XP_021695005.1|AAEG
OG0007688	LOC119070012|XP_037030186.1|BCOP	LOC5577553|XP_001663425.2|AAEG
OG0007689	LOC119067159|XP_037025848.1|BCOP	LOC5572116|XP_001660190.2|AAEG
OG0007690	LOC119067161|XP_037025850.1|BCOP	LOC5579456|XP_021695153.1|AAEG
OG0007691	LOC119068212|XP_037027600.1|BCOP	LOC5573614|XP_001660939.2|AAEG
OG0007692	LOC119067017|XP_037025639.1|BCOP	LOC5579011|XP_021695301.1|AAEG
OG0007693	LOC119068346|XP_037027797.1|BCOP	LOC5579009|XP_001664189.2|AAEG
OG0007694	LOC119070597|XP_037030911.1|BCOP	LOC5565024|XP_001649367.2|AAEG
OG0007695	LOC119067674|XP_037026681.1|BCOP	LOC5566765|XP_021701470.1|AAEG
OG0007696	LOC119077927|XP_037041202.1|BCOP	LOC5566767|XP_021702078.1|AAEG
OG0007697	LOC119082150|XP_037047449.1|BCOP	LOC5573524|XP_001660921.1|AAEG
OG0007698	LOC119067031|XP_037025662.1|BCOP	LOC5573520|XP_001660919.2|AAEG
OG0007699	LOC119080688|XP_037045024.1|BCOP	LOC5569928|XP_021704115.1|AAEG
OG0007700	LOC119070385|XP_037030593.1|BCOP	LOC5569932|XP_021705373.1|AAEG
OG0007701	LOC119070389|XP_037030602.1|BCOP	LOC5568402|XP_021705509.1|AAEG
OG0007702	LOC119084825|XP_037050804.1|BCOP	LOC5568405|XP_021705959.1|AAEG
OG0007703	LOC119067391|XP_037026216.1|BCOP	LOC5574013|XP_001661100.1|AAEG
OG0007704	LOC119068080|XP_037027382.1|BCOP	LOC5571986|XP_021711684.1|AAEG
OG0007706	LOC119069507|XP_037029479.1|BCOP	LOC110681501|XP_021713061.1|AAEG
OG0007707	LOC119081617|XP_037046562.1|BCOP	LOC5571379|XP_021713067.1|AAEG
OG0007708	LOC119070332|XP_037030498.1|BCOP	LOC23687681|XP_021713268.1|AAEG
OG0007709	LOC119069570|XP_037029545.1|BCOP	LOC5569753|XP_021693528.1|AAEG
OG0007710	LOC119067621|XP_037026608.1|BCOP	LOC5571233|XP_021694148.1|AAEG
OG0007711	LOC119076091|XP_037038641.1|BCOP	LOC5567951|XP_001657767.2|AAEG
OG0007712	LOC119068621|XP_037028177.1|BCOP	LOC5564206|XP_021694249.1|AAEG
