Orthogroup	DERE.longest_only	AAEG.longest_only
OG0007768	LOC6550775|XP_001978072.1|DERE	LOC5577256|XP_021705022.1|AAEG
OG0007769	LOC6550649|XP_001978039.1|DERE	LOC5577257|XP_001656360.1|AAEG
OG0007770	LOC6542711|XP_026834569.1|DERE	LOC5577258|XP_001656361.1|AAEG
OG0007771	LOC6541952|XP_001968928.2|DERE	LOC5579197|XP_021705065.1|AAEG
OG0007772	LOC6555716|XP_001982560.1|DERE	LOC5579196|XP_001657325.2|AAEG
OG0007773	LOC6540666|XP_001968877.1|DERE	LOC5565066|XP_001649403.2|AAEG
OG0007774	LOC6544052|XP_026832688.1|DERE	LOC5576009|XP_001662352.2|AAEG
OG0007775	LOC6550097|XP_001978185.1|DERE	LOC5575290|XP_021706199.1|AAEG
OG0007776	LOC6550114|XP_026837891.1|DERE	LOC5575288|XP_021706251.1|AAEG
OG0007777	LOC6550953|XP_001978235.1|DERE	LOC5575432|XP_001655750.2|AAEG
OG0007778	LOC6550174|XP_001977879.1|DERE	LOC5575428|XP_001655746.1|AAEG
OG0007779	LOC6545322|XP_001973248.1|DERE	LOC5569994|XP_021707172.1|AAEG
OG0007780	LOC6550772|XP_026838293.1|DERE	LOC5575471|XP_001661986.1|AAEG
OG0007781	LOC6549949|XP_001978688.1|DERE	LOC5568545|XP_021707578.1|AAEG
OG0007782	LOC6551111|XP_001976842.1|DERE	LOC5568541|XP_001652367.1|AAEG
OG0007783	LOC6551283|XP_001978427.1|DERE	LOC5568538|XP_021707687.1|AAEG
OG0007784	LOC6552131|XP_026835707.1|DERE	LOC5568537|XP_001652371.2|AAEG
OG0007785	LOC6550106|XP_001977597.1|DERE	LOC5568535|XP_021707736.1|AAEG, LOC5568536|XP_021707722.1|AAEG
OG0007786	LOC6542674|XP_001968195.2|DERE	LOC5568534|XP_021707765.1|AAEG
OG0007787	LOC6554119|XP_001981274.3|DERE	LOC5568532|XP_001652376.3|AAEG
OG0007788	LOC6555182|XP_001982280.1|DERE	LOC5572776|XP_001654175.2|AAEG
OG0007789	LOC6553484|XP_026833783.1|DERE	LOC5579261|XP_021708436.1|AAEG
OG0007790	LOC6555015|XP_001981397.3|DERE	LOC23687431|XP_021709172.1|AAEG
OG0007791	LOC6554642|XP_026832497.1|DERE	LOC110679370|XP_021709494.1|AAEG
OG0007792	LOC6550368|XP_001977865.1|DERE	LOC5574606|XP_001655220.2|AAEG
OG0007793	LOC26526361|XP_015010476.1|DERE	LOC5567424|XP_001657398.1|AAEG
OG0007794	LOC6550390|XP_001977772.1|DERE	LOC5567421|XP_021710553.1|AAEG
OG0007795	LOC6551555|XP_001978503.1|DERE	LOC5567404|XP_021710666.1|AAEG
OG0007796	LOC6555474|XP_001981850.1|DERE	LOC5568342|XP_001657996.1|AAEG
OG0007797	LOC6554208|XP_001981225.1|DERE	LOC5578684|XP_001657083.2|AAEG
OG0007798	LOC6554209|XP_001981226.2|DERE	LOC5578682|XP_001657081.2|AAEG
OG0007799	LOC6555170|XP_001982268.1|DERE	LOC5577510|XP_001656531.1|AAEG
OG0007800	LOC6555260|XP_001982301.1|DERE	LOC5577525|XP_001656527.2|AAEG
OG0007801	LOC6555316|XP_001981877.2|DERE	LOC5569263|XP_021712559.1|AAEG
OG0007802	LOC6552306|XP_001980831.1|DERE	LOC110681343|XP_021712786.1|AAEG
OG0007803	LOC6553866|XP_026831840.1|DERE	LOC5573378|XP_021713002.1|AAEG
OG0007804	LOC6551619|XP_026838822.1|DERE	LOC5577980|XP_021713024.1|AAEG
OG0007805	LOC6549938|XP_001978686.1|DERE	LOC5572600|XP_001654110.2|AAEG
OG0007806	LOC6549948|XP_001978687.1|DERE	LOC5572599|XP_001654109.2|AAEG
OG0007808	LOC6555486|XP_026834797.1|DERE	LOC5568727|XP_021713155.1|AAEG
OG0007809	LOC6550375|XP_001977856.1|DERE	LOC5576287|XP_001662577.2|AAEG
OG0007810	LOC6542730|XP_001969626.1|DERE	LOC5576284|XP_021713185.1|AAEG
OG0007811	LOC6552038|XP_001980683.2|DERE	LOC5576283|XP_021713187.1|AAEG
OG0007812	LOC6549946|XP_001977404.1|DERE	LOC5572169|XP_001660244.1|AAEG
OG0007813	LOC6554153|XP_001981910.1|DERE	LOC5574622|XP_021713239.1|AAEG
OG0007814	LOC6550107|XP_001977598.1|DERE	LOC5574050|XP_001655028.1|AAEG
OG0007815	LOC6549896|XP_001977373.1|DERE	LOC5564605|XP_001648953.1|AAEG
OG0007816	LOC6545881|XP_001973486.1|DERE	LOC5580205|XP_001655617.2|AAEG
OG0007817	LOC6552708|XP_001979000.1|DERE	LOC5580204|XP_001655616.2|AAEG
OG0007818	LOC6554974|XP_001982039.1|DERE	LOC5580187|XP_021713409.1|AAEG
OG0007819	LOC26527027|XP_015011495.1|DERE	LOC5580186|XP_021713411.1|AAEG
OG0007820	LOC6554746|XP_015009117.1|DERE	LOC5580164|XP_021692931.1|AAEG
OG0007821	LOC6554219|XP_001981236.1|DERE	LOC5580172|XP_021692938.1|AAEG
OG0007822	LOC6554218|XP_026831462.1|DERE	LOC5580169|XP_021692934.1|AAEG
OG0007823	LOC6554216|XP_001981233.1|DERE	LOC5580174|XP_001655579.2|AAEG
OG0007824	LOC6554770|XP_015009195.1|DERE	LOC5578277|XP_001663805.2|AAEG
OG0007825	LOC6553740|XP_001980326.1|DERE	LOC5570839|XP_001653346.2|AAEG
OG0007826	LOC6555366|XP_001981450.1|DERE	LOC5564810|XP_001649155.2|AAEG
OG0007827	LOC6551599|XP_001978464.1|DERE	LOC5578942|XP_001657231.1|AAEG
OG0007828	LOC6544694|XP_001972017.1|DERE	LOC5578935|XP_001657223.1|AAEG
OG0007829	LOC6552151|XP_026839820.1|DERE	LOC5578928|XP_021693203.1|AAEG
OG0007830	LOC6551850|XP_001979647.1|DERE	LOC5578921|XP_001657207.1|AAEG
OG0007831	LOC6550741|XP_001978056.1|DERE	LOC5563711|XP_001648009.2|AAEG
OG0007832	LOC6551584|XP_001977270.1|DERE	LOC5576351|XP_021693308.1|AAEG
OG0007833	LOC6555617|XP_001982596.1|DERE	LOC5576345|XP_001656083.2|AAEG
OG0007834	LOC6555441|XP_001981885.1|DERE	LOC5576734|XP_021693352.1|AAEG
OG0007835	LOC6555489|XP_001981872.1|DERE	LOC5576739|XP_001656235.1|AAEG
OG0007836	LOC6553392|XP_026839758.1|DERE	LOC5576721|XP_001656228.2|AAEG
OG0007837	LOC6552719|XP_001979048.1|DERE	LOC5564511|XP_001648825.2|AAEG
OG0007838	LOC6552951|XP_026833598.1|DERE	LOC5573635|XP_001660962.2|AAEG
OG0007839	LOC6549895|XP_001977372.1|DERE	LOC5573310|XP_001654530.1|AAEG
OG0007840	LOC6554121|XP_001981276.1|DERE	LOC5573056|XP_001654378.1|AAEG
OG0007841	LOC6554376|XP_001982359.1|DERE	LOC5577932|XP_021694422.1|AAEG
OG0007842	LOC6556297|XP_026839485.1|DERE	LOC5575947|XP_021693726.1|AAEG
OG0007843	LOC6554957|XP_001981377.1|DERE	LOC5576515|XP_001662708.2|AAEG
OG0007844	LOC6547048|XP_001974637.1|DERE	LOC5565598|XP_021693787.1|AAEG
OG0007845	LOC6553580|XP_026839849.1|DERE	LOC5565599|XP_021693790.1|AAEG
OG0007846	LOC6550959|XP_026838554.1|DERE	LOC5565605|XP_021693796.1|AAEG
OG0007847	LOC6554349|XP_026831540.1|DERE	LOC5565602|XP_021693797.1|AAEG
OG0007848	LOC6554976|XP_001982041.1|DERE	LOC5565926|XP_001650302.2|AAEG
OG0007849	LOC6552309|XP_001980762.1|DERE	LOC5565958|XP_001650298.2|AAEG
OG0007850	LOC6552281|XP_001980761.1|DERE	LOC5565936|XP_001650296.2|AAEG
OG0007851	LOC6554801|XP_001981579.1|DERE	LOC5565961|XP_021693928.1|AAEG
OG0007852	LOC6553914|XP_001980425.1|DERE	LOC110674691|XP_021694427.1|AAEG
OG0007853	LOC6555359|XP_001981438.1|DERE	LOC5573537|XP_001654672.2|AAEG
OG0007854	LOC6555018|XP_001982030.1|DERE	LOC5573534|XP_021693955.1|AAEG
OG0007855	LOC6552157|XP_026834994.1|DERE	LOC5579957|XP_001658473.2|AAEG
OG0007856	LOC6554975|XP_001982040.1|DERE	LOC110674221|XP_021694064.1|AAEG
OG0007857	LOC6554341|XP_026832045.1|DERE	LOC5565635|XP_021694071.1|AAEG
OG0007858	LOC6541142|XP_015014821.1|DERE	LOC5578918|XP_021694074.1|AAEG
OG0007859	LOC6549856|XP_001977362.1|DERE	LOC5576111|XP_001662456.2|AAEG
OG0007860	LOC6551772|XP_001980641.1|DERE	LOC5576119|XP_001662466.1|AAEG
OG0007861	LOC6551761|XP_001980645.1|DERE	LOC5576129|XP_001662475.2|AAEG
OG0007862	LOC113564492|XP_026837691.1|DERE	LOC5576130|XP_001662476.2|AAEG
OG0007863	LOC6549561|XP_001974479.1|DERE	LOC5576133|XP_001662481.2|AAEG
OG0007864	LOC6552906|XP_026831467.1|DERE	LOC5565140|XP_021694141.1|AAEG
OG0007865	LOC6544614|XP_001972448.1|DERE	LOC110674239|XP_021694150.1|AAEG
OG0007866	LOC6552325|XP_001979784.1|DERE	LOC5577584|XP_021694151.1|AAEG
OG0007867	LOC6555118|XP_026838564.1|DERE	LOC5565083|XP_021694163.1|AAEG
OG0007868	LOC6554267|XP_001981897.1|DERE	LOC5572607|XP_021694173.1|AAEG
OG0007869	LOC6551336|XP_026837225.1|DERE	LOC5566104|XP_021695322.1|AAEG
OG0007870	LOC6544030|XP_001972333.1|DERE	LOC5571441|XP_001659693.2|AAEG
OG0007871	LOC6550718|XP_001978100.1|DERE	LOC5579864|XP_001664326.2|AAEG
OG0007872	LOC6544382|XP_026833542.1|DERE	LOC5575755|XP_021695607.1|AAEG
OG0007873	LOC26526478|XP_026833645.1|DERE	LOC110675366|XP_021695788.1|AAEG
OG0007874	LOC6550891|XP_026837549.1|DERE	LOC110675408|XP_021696036.1|AAEG
OG0007875	LOC6547355|XP_026836156.1|DERE	LOC5575910|XP_021696043.1|AAEG
OG0007876	LOC6551314|XP_001978406.1|DERE	LOC5572896|XP_021696216.1|AAEG
OG0007877	LOC6550721|XP_026837819.1|DERE	LOC5579996|XP_021696288.1|AAEG
OG0007878	LOC6547784|XP_001974939.1|DERE	LOC5570510|XP_001659197.1|AAEG
OG0007879	LOC6546194|XP_001972923.1|DERE	LOC5566265|XP_021696579.1|AAEG
OG0007880	LOC6550968|XP_001976845.1|DERE	LOC5574281|XP_001661332.1|AAEG
OG0007881	LOC6546413|XP_026833500.1|DERE	LOC5572344|XP_021696820.1|AAEG
OG0007882	LOC6546407|XP_001971799.2|DERE	LOC110675667|XP_021696955.1|AAEG
OG0007883	LOC6546408|XP_026833065.1|DERE	LOC5576419|XP_021696957.1|AAEG
OG0007884	LOC6543917|XP_001972988.1|DERE	LOC110675711|XP_021697101.1|AAEG
OG0007885	LOC6547354|XP_001976187.1|DERE	LOC5572689|XP_001660508.1|AAEG
OG0007886	LOC6542551|XP_001969622.1|DERE	LOC5578537|XP_021697271.1|AAEG
OG0007887	LOC6546406|XP_001971798.3|DERE	LOC5575897|XP_021697300.1|AAEG
OG0007888	LOC6543866|XP_001972342.1|DERE	LOC5579977|XP_001658604.1|AAEG
OG0007889	LOC6543542|XP_001973626.1|DERE	LOC5579978|XP_021697400.1|AAEG
OG0007890	LOC6543762|XP_026833631.1|DERE	LOC5579058|XP_001657258.1|AAEG
OG0007891	LOC6553160|XP_001980068.1|DERE	LOC5567753|XP_001657653.1|AAEG
OG0007892	LOC6542054|XP_001970811.1|DERE	LOC5572762|XP_001660583.2|AAEG
OG0007893	LOC6547802|XP_026835894.1|DERE	LOC5572767|XP_021697644.1|AAEG
OG0007894	LOC6545050|XP_015013408.1|DERE	LOC5571563|XP_021697737.1|AAEG
OG0007895	LOC6544644|XP_026832474.1|DERE	LOC5565534|XP_021697739.1|AAEG
OG0007896	LOC6543548|XP_001972301.1|DERE	LOC5565541|XP_001649896.2|AAEG
OG0007897	LOC6545183|XP_001972531.1|DERE	LOC5573998|XP_001661085.2|AAEG
OG0007898	LOC6546531|XP_001971265.1|DERE	LOC5568731|XP_001658111.1|AAEG
OG0007899	LOC6546284|XP_001972908.1|DERE	LOC5566834|XP_021698107.1|AAEG
OG0007900	LOC26526085|XP_015012738.1|DERE	LOC5573667|XP_001660989.2|AAEG
OG0007901	LOC6545650|XP_001971609.1|DERE	LOC5574161|XP_001655070.1|AAEG
OG0007902	LOC6550642|XP_001978130.1|DERE	LOC5579153|XP_001664248.2|AAEG
OG0007903	LOC6544892|XP_026832686.1|DERE	LOC5571408|XP_021698668.1|AAEG
OG0007904	LOC6546397|XP_001973542.3|DERE	LOC5571406|XP_021698670.1|AAEG
OG0007905	LOC6541441|XP_001970223.1|DERE	LOC5569668|XP_001652932.1|AAEG
OG0007906	LOC6544501|XP_015013844.1|DERE	LOC5564155|XP_021698763.1|AAEG
OG0007907	LOC6544048|XP_026833503.1|DERE	LOC5567319|XP_021698800.1|AAEG
OG0007908	LOC6544047|XP_001971971.1|DERE	LOC5572190|XP_001653860.2|AAEG
OG0007909	LOC6555614|XP_001982593.1|DERE	LOC5572189|XP_001653847.2|AAEG
OG0007910	LOC6545332|XP_001973297.1|DERE	LOC5575606|XP_001662092.2|AAEG
OG0007911	LOC6546237|XP_001971795.2|DERE	LOC5572502|XP_001660442.2|AAEG
OG0007912	LOC6545940|XP_001971200.1|DERE	LOC5572504|XP_001660444.2|AAEG
OG0007913	LOC6546236|XP_001971794.1|DERE	LOC110676274|XP_021699205.1|AAEG
OG0007914	LOC6544680|XP_026833692.1|DERE	LOC110676292|XP_021699291.1|AAEG
OG0007915	LOC6544217|XP_001973033.1|DERE	LOC5571046|XP_001659483.1|AAEG
OG0007916	LOC6542937|XP_001968858.1|DERE	LOC110676318|XP_021699420.1|AAEG
OG0007917	LOC6540719|XP_001970317.1|DERE	LOC110676370|XP_021699636.1|AAEG
OG0007918	LOC6543070|XP_001970698.1|DERE	LOC5575622|XP_021699697.1|AAEG
OG0007919	LOC6547073|XP_001975505.1|DERE	LOC5567705|XP_001651871.2|AAEG
OG0007920	LOC6548216|XP_001975074.3|DERE, LOC113564475|XP_026837214.1|DERE	LOC5567703|XP_001651869.2|AAEG
OG0007921	LOC6546874|XP_001976066.1|DERE	LOC5567694|XP_001651855.1|AAEG
OG0007922	LOC6553891|XP_026839575.1|DERE	LOC5575902|XP_021699835.1|AAEG
OG0007923	LOC6551517|XP_026838838.1|DERE	LOC5574835|XP_021699842.1|AAEG
OG0007924	LOC6546710|XP_001975871.1|DERE	LOC5574644|XP_021699901.1|AAEG
OG0007925	LOC6548451|XP_001976710.1|DERE	LOC5572043|XP_021699922.1|AAEG
OG0007926	LOC6548755|XP_001975440.1|DERE	LOC5569988|XP_001658877.1|AAEG
OG0007927	LOC6542785|XP_026834541.1|DERE	LOC5569985|XP_021700016.1|AAEG
OG0007928	LOC6543157|XP_015015023.1|DERE	LOC5574683|XP_021700061.1|AAEG
OG0007929	LOC6542634|XP_001970084.1|DERE	LOC5564085|XP_021700070.1|AAEG
OG0007930	LOC6548417|XP_015012713.1|DERE	LOC110676455|XP_021700084.1|AAEG
OG0007931	LOC6541467|XP_026834759.1|DERE	LOC5571144|XP_001653457.2|AAEG
OG0007932	LOC6550509|XP_001977974.1|DERE	LOC5568633|XP_021700315.1|AAEG
OG0007933	LOC6552488|XP_001979837.1|DERE	LOC5568631|XP_021700324.1|AAEG
OG0007934	LOC6552179|XP_001978833.1|DERE	LOC110675597|XP_021696704.1|AAEG
OG0007935	LOC6541453|XP_001969672.2|DERE	LOC5575448|XP_001661964.1|AAEG
OG0007936	LOC6542021|XP_001969479.1|DERE	LOC5578156|XP_021700404.1|AAEG
OG0007937	LOC6541132|XP_001970203.1|DERE	LOC5580325|XP_021700499.1|AAEG
OG0007938	LOC6542675|XP_001969924.1|DERE	LOC5577419|XP_001656499.1|AAEG
OG0007939	LOC6542120|XP_026835592.1|DERE	LOC5564446|XP_021700503.1|AAEG
OG0007940	LOC6542486|XP_026835589.1|DERE	LOC5577415|XP_021700508.1|AAEG
OG0007941	LOC6541903|XP_026839325.1|DERE	LOC5578356|XP_001656926.2|AAEG
OG0007942	LOC6550694|XP_001978019.1|DERE	LOC5566445|XP_001650816.1|AAEG
OG0007943	LOC6541652|XP_001969642.3|DERE	LOC5566425|XP_021700554.1|AAEG
OG0007944	LOC6545942|XP_026832971.1|DERE	LOC5565687|XP_021700587.1|AAEG
OG0007945	LOC6541307|XP_001969962.1|DERE	LOC5570921|XP_001653400.2|AAEG
OG0007946	LOC6547989|XP_001976491.2|DERE	LOC5572920|XP_001654253.2|AAEG
OG0007947	LOC6542562|XP_001969648.1|DERE	LOC5571730|XP_001659882.2|AAEG
OG0007948	LOC6542978|XP_026834329.1|DERE	LOC5571432|XP_021700743.1|AAEG
OG0007949	LOC6551715|XP_001978522.1|DERE	LOC5570422|XP_001659133.3|AAEG
OG0007950	LOC6548747|XP_001974104.1|DERE	LOC5574308|XP_021700852.1|AAEG
OG0007951	LOC6540596|XP_026834128.1|DERE	LOC5564717|XP_021700853.1|AAEG
OG0007952	LOC6543421|XP_001968708.1|DERE	LOC5574304|XP_001655089.1|AAEG
OG0007953	LOC6541423|XP_001970011.1|DERE	LOC5564304|XP_021700920.1|AAEG
OG0007954	LOC6542794|XP_001970065.1|DERE	LOC5576296|XP_021700956.1|AAEG
OG0007955	LOC6543020|XP_026835440.1|DERE	LOC5565359|XP_021700980.1|AAEG
OG0007956	LOC6548938|XP_001974216.1|DERE	LOC5565369|XP_001649728.1|AAEG
OG0007957	LOC6543326|XP_026835026.1|DERE	LOC5566514|XP_021701158.1|AAEG
OG0007958	LOC6550580|XP_001978181.1|DERE	LOC5571663|XP_001653749.1|AAEG
OG0007959	LOC6549302|XP_026836358.1|DERE	LOC5571659|XP_021701191.1|AAEG
OG0007960	LOC6543149|XP_001969485.1|DERE	LOC5574494|XP_001655156.1|AAEG
OG0007961	LOC6554724|XP_001981787.1|DERE	LOC5568818|XP_021701330.1|AAEG
OG0007962	LOC6555512|XP_001982670.1|DERE	LOC5578792|XP_001657162.2|AAEG
OG0007963	LOC6541696|XP_001969667.1|DERE	LOC5578765|XP_001657135.1|AAEG
OG0007964	LOC6540860|XP_001970034.1|DERE	LOC5578754|XP_021701460.1|AAEG
OG0007965	LOC6541914|XP_001969981.1|DERE	LOC5576861|XP_001662959.1|AAEG
OG0007966	LOC6541168|XP_001968313.1|DERE	LOC5577209|XP_001663303.2|AAEG
OG0007967	LOC6548802|XP_026835917.1|DERE	LOC110676818|XP_021701797.1|AAEG, LOC5572423|XP_021711967.1|AAEG
OG0007968	LOC6543144|XP_026835256.1|DERE	LOC5573094|XP_001654401.2|AAEG
OG0007969	LOC6541769|XP_001969430.1|DERE	LOC5569035|XP_021701854.1|AAEG
OG0007970	LOC26526271|XP_015012771.1|DERE	LOC23687839|XP_021702045.1|AAEG
OG0007971	LOC6551607|XP_001977132.1|DERE	LOC5576502|XP_001662694.2|AAEG
OG0007972	LOC6546807|XP_001975917.1|DERE	LOC5577611|XP_001656605.1|AAEG
OG0007973	LOC6543067|XP_026835015.1|DERE	LOC5573509|XP_021702247.1|AAEG
OG0007974	LOC6550998|XP_001978314.1|DERE	LOC5575167|XP_001655545.1|AAEG
OG0007975	LOC6552836|XP_001978981.2|DERE	LOC5566384|XP_021702372.1|AAEG
OG0007976	LOC6549712|XP_026838303.1|DERE	LOC5572446|XP_001660390.1|AAEG
OG0007977	LOC6542717|XP_001970237.1|DERE	LOC5576030|XP_001655971.2|AAEG
OG0007978	LOC6540943|XP_026834704.1|DERE	LOC5576031|XP_001655972.2|AAEG
OG0007979	LOC6548961|XP_001974193.3|DERE	LOC5564562|XP_021702657.1|AAEG
OG0007980	LOC6549128|XP_026836166.1|DERE	LOC5572799|XP_001654200.1|AAEG
OG0007981	LOC6550739|XP_001978054.1|DERE	LOC5572801|XP_001654202.2|AAEG
OG0007982	LOC6541351|XP_001969886.2|DERE	LOC5572804|XP_021702687.1|AAEG
OG0007983	LOC6549144|XP_001974397.1|DERE	LOC5577546|XP_001656562.1|AAEG
OG0007984	LOC6549199|XP_001974238.1|DERE	LOC110676981|XP_021702895.1|AAEG
OG0007985	LOC26526201|XP_015015469.1|DERE	LOC5573242|XP_001654451.1|AAEG
OG0007986	LOC6542479|XP_001969739.1|DERE	LOC5573250|XP_001654460.1|AAEG
OG0007987	LOC6542789|XP_001968459.1|DERE	LOC5573813|XP_021702973.1|AAEG
OG0007988	LOC6548909|XP_026835695.1|DERE	LOC110677009|XP_021703024.1|AAEG
OG0007989	LOC6541342|XP_001969417.1|DERE	LOC5569070|XP_021703037.1|AAEG
OG0007990	LOC6541909|XP_001969484.1|DERE	LOC5569085|XP_001658314.1|AAEG
OG0007991	LOC6541968|XP_026834350.1|DERE	LOC5571319|XP_021703124.1|AAEG
OG0007992	LOC6541186|XP_001969220.1|DERE	LOC5568943|XP_001658265.1|AAEG
OG0007993	LOC6554715|XP_015009121.1|DERE	LOC110677031|XP_021703192.1|AAEG
OG0007994	LOC6541433|XP_001969374.1|DERE	LOC5573951|XP_001654989.2|AAEG
OG0007995	LOC6540757|XP_026834439.1|DERE	LOC5567004|XP_021703504.1|AAEG
OG0007996	LOC6550465|XP_015011138.1|DERE	LOC5568002|XP_021703553.1|AAEG
OG0007997	LOC6546000|XP_001972812.1|DERE	LOC5565908|XP_001650252.1|AAEG
OG0007998	LOC6549345|XP_001974325.2|DERE	LOC5565889|XP_001650247.2|AAEG
OG0007999	LOC6542636|XP_001969923.1|DERE	LOC5568195|XP_021703926.1|AAEG
OG0008000	LOC6542798|XP_001969922.1|DERE	LOC5579520|XP_021703929.1|AAEG
OG0008001	LOC6541998|XP_001969717.1|DERE	LOC5569514|XP_001652824.1|AAEG
OG0008002	LOC6540801|XP_026834574.1|DERE	LOC5564871|XP_021704062.1|AAEG
OG0008003	LOC6543091|XP_001969715.2|DERE	LOC23687575|XP_011493142.2|AAEG
OG0008004	LOC6555800|XP_001982378.2|DERE	LOC5568569|XP_021710094.1|AAEG
OG0008005	LOC6551409|XP_015011046.1|DERE	LOC5568568|XP_021710682.1|AAEG
OG0008006	LOC6550474|XP_001977818.1|DERE	LOC5567855|XP_021705078.1|AAEG
OG0008007	LOC6550919|XP_001976886.1|DERE	LOC5567869|XP_001651889.2|AAEG
OG0008008	LOC6545086|XP_001973272.2|DERE	LOC5570316|XP_021708317.1|AAEG
OG0008009	LOC6550971|XP_001976848.1|DERE	LOC5579023|XP_001664204.1|AAEG
OG0008010	LOC6550541|XP_026837445.1|DERE	LOC5564303|XP_021710601.1|AAEG
OG0008011	LOC6546693|XP_001974509.1|DERE	LOC5564310|XP_021707947.1|AAEG
OG0008012	LOC6547205|XP_015011574.1|DERE	LOC5564320|XP_001648668.1|AAEG
OG0008013	LOC6547385|XP_001974841.2|DERE	LOC5570141|XP_001653124.2|AAEG
OG0008014	LOC6552180|XP_001978834.1|DERE	LOC5570138|XP_001653120.1|AAEG
OG0008015	LOC6543814|XP_001972362.1|DERE	LOC5570134|XP_021706328.1|AAEG
OG0008016	LOC6544241|XP_001972364.1|DERE	LOC5570132|XP_021706329.1|AAEG
OG0008017	LOC6550189|XP_001978328.2|DERE	LOC5568052|XP_021707945.1|AAEG
OG0008018	LOC6555736|XP_026838948.1|DERE	LOC5572519|XP_021710788.1|AAEG
OG0008019	LOC6550477|XP_001977821.1|DERE	LOC5575110|XP_021706695.1|AAEG
OG0008020	LOC6553954|XP_001979464.1|DERE	LOC5575098|XP_021708828.1|AAEG
OG0008021	LOC6549762|XP_026837706.1|DERE	LOC5563788|XP_001648063.1|AAEG
OG0008022	LOC6555085|XP_001981601.1|DERE	LOC5571713|XP_021705831.1|AAEG
OG0008023	LOC6555572|XP_001982489.1|DERE	LOC5571135|XP_001659577.1|AAEG
OG0008024	LOC6555573|XP_026838964.1|DERE	LOC5571134|XP_001659575.2|AAEG
OG0008025	LOC6555739|XP_001982508.1|DERE	LOC5567369|XP_001657384.1|AAEG, LOC110681218|XP_021712680.1|AAEG
OG0008026	LOC6551608|XP_001977133.1|DERE	LOC5575391|XP_001661916.1|AAEG
OG0008027	LOC6551276|XP_026837256.1|DERE	LOC5575396|XP_001661913.1|AAEG
OG0008028	LOC6551929|XP_001979673.1|DERE	LOC5574404|XP_001655111.1|AAEG
OG0008029	LOC6554843|XP_001982007.1|DERE	LOC5574414|XP_021704944.1|AAEG
OG0008030	LOC6551755|XP_001978858.1|DERE	LOC5570065|XP_021705981.1|AAEG
OG0008031	LOC6541113|XP_001968489.1|DERE	LOC5570069|XP_001653055.1|AAEG
OG0008032	LOC6554736|XP_001981071.2|DERE	LOC5570244|XP_021704947.1|AAEG
OG0008033	LOC6554019|XP_015010078.1|DERE	LOC5579888|XP_021706307.1|AAEG
OG0008034	LOC6553868|XP_026835581.1|DERE	LOC5566562|XP_021708872.1|AAEG
OG0008035	LOC6550596|XP_001978173.2|DERE	LOC5569835|XP_021706983.1|AAEG
OG0008036	LOC6554730|XP_001981793.1|DERE	LOC5578747|XP_001657114.1|AAEG
OG0008037	LOC6554820|XP_026831856.1|DERE	LOC5578803|XP_021709692.1|AAEG
OG0008038	LOC6550984|XP_001976917.1|DERE	LOC5573340|XP_001660820.1|AAEG
OG0008039	LOC6553601|XP_026838472.1|DERE	LOC5567526|XP_021707577.1|AAEG
OG0008040	LOC6554567|XP_001981056.1|DERE	LOC5567530|XP_021705845.1|AAEG
OG0008041	LOC6551175|XP_026838764.1|DERE	LOC5567545|XP_021708893.1|AAEG
OG0008042	LOC6553701|XP_001980407.1|DERE	LOC5567385|XP_001651787.2|AAEG
OG0008043	LOC6555529|XP_015008722.1|DERE	LOC23687683|XP_011493168.2|AAEG
OG0008044	LOC6550757|XP_026837642.1|DERE	LOC5570169|XP_021710526.1|AAEG
OG0008045	LOC6550901|XP_001976809.1|DERE	LOC5578016|XP_001656754.1|AAEG
OG0008046	LOC6553754|XP_001979414.1|DERE	LOC5578012|XP_021711098.1|AAEG, LOC110678092|XP_021706379.1|AAEG
OG0008047	LOC6553493|XP_015010388.1|DERE	LOC5578010|XP_001656748.2|AAEG
OG0008048	LOC6553752|XP_001979412.1|DERE	LOC5578008|XP_021704856.1|AAEG
OG0008049	LOC6553494|XP_001979334.3|DERE	LOC5578007|XP_021709483.1|AAEG
OG0008050	LOC6554664|XP_026836916.1|DERE	LOC5578003|XP_021708496.1|AAEG
OG0008051	LOC6553746|XP_001980364.1|DERE	LOC5578000|XP_001656738.1|AAEG
OG0008052	LOC6553271|XP_001980130.1|DERE	LOC5577449|XP_021710136.1|AAEG
OG0008053	LOC6544509|XP_001973793.1|DERE	LOC5579184|XP_001664280.1|AAEG
OG0008054	LOC6555673|XP_026838910.1|DERE	LOC5570299|XP_021705511.1|AAEG
OG0008055	LOC6551427|XP_001977134.2|DERE	LOC5570297|XP_021709132.1|AAEG
OG0008056	LOC6555631|XP_026838888.1|DERE	LOC5566177|XP_001650527.1|AAEG
OG0008057	LOC6552736|XP_001978955.2|DERE	LOC5564663|XP_001649002.2|AAEG
OG0008058	LOC6552529|XP_001979921.1|DERE	LOC5576334|XP_001656072.1|AAEG
OG0008059	LOC6552688|XP_001978951.1|DERE	LOC5577679|XP_001663462.2|AAEG
OG0008060	LOC6551825|XP_001980586.1|DERE	LOC5563627|XP_001647945.1|AAEG
OG0008061	LOC6551634|XP_001978582.1|DERE	LOC5563588|XP_001647934.2|AAEG
OG0008062	LOC6550801|XP_001978092.1|DERE	LOC5563589|XP_021708066.1|AAEG
OG0008063	LOC6553702|XP_001980408.1|DERE	LOC5563645|XP_021708176.1|AAEG
