Orthogroup	DERE.longest_only	DSUB.longest_only
OG0009195	LOC6546187|XP_001972280.1|DERE	LOC117893758|XP_034656385.1|DSUB, LOC117898568|XP_034663946.1|DSUB
OG0009196	LOC6546505|XP_026833109.1|DERE	LOC117893432|XP_034655941.1|DSUB, LOC117893217|XP_034655646.1|DSUB
OG0009197	LOC6546142|XP_001973558.1|DERE	LOC117901917|XP_034668777.1|DSUB
OG0009198	LOC6544325|XP_001973130.1|DERE	LOC117893747|XP_034656374.1|DSUB
OG0009199	LOC6546200|XP_001972830.3|DERE	LOC117895885|XP_034659779.1|DSUB
OG0009200	LOC6542483|XP_001969076.1|DERE	LOC117892355|XP_034654451.1|DSUB
OG0009201	LOC6547024|XP_001974666.1|DERE	LOC117890892|XP_034651876.1|DSUB
OG0009202	LOC6547911|XP_001976596.1|DERE	LOC117889759|XP_034650095.1|DSUB
OG0009203	LOC6541246|XP_001970773.2|DERE	LOC117890293|XP_034650951.1|DSUB
OG0009204	LOC6547526|XP_001974910.1|DERE	LOC117890192|XP_034650789.1|DSUB
OG0009205	LOC6547531|XP_001974915.1|DERE	LOC117892313|XP_034654355.1|DSUB
OG0009206	LOC6549395|XP_001975613.2|DERE	LOC117892229|XP_034654224.1|DSUB
OG0009207	LOC6553025|XP_026839559.1|DERE	LOC117896956|XP_034661391.1|DSUB
OG0009209	LOC6551878|XP_001980602.1|DERE	LOC117898108|XP_034663183.1|DSUB
OG0009210	LOC6547088|XP_001974660.1|DERE	LOC117891359|XP_034652685.1|DSUB
OG0009211	LOC6548787|XP_026836423.1|DERE	LOC117901854|XP_034668697.1|DSUB
OG0009212	LOC6550609|XP_001978136.1|DERE	LOC117901342|XP_034667946.1|DSUB
OG0009213	LOC26526067|XP_026839390.1|DERE, LOC26526939|XP_026839389.1|DERE	LOC117893923|XP_034656599.1|DSUB
OG0009214	LOC6546370|XP_001971331.1|DERE	LOC117893255|XP_034655711.1|DSUB
OG0009219	LOC6554859|XP_001981103.2|DERE	LOC117897277|XP_034661899.1|DSUB
OG0009221	LOC6542735|XP_001969476.1|DERE	LOC117901184|XP_034667728.1|DSUB
OG0009222	LOC6550695|XP_026837232.1|DERE	LOC117893406|XP_034655900.1|DSUB
OG0009224	LOC6553023|XP_001979114.1|DERE	LOC117898734|XP_034664245.1|DSUB
OG0009226	LOC113564486|XP_026837463.1|DERE	LOC117890300|XP_034650965.1|DSUB
OG0009228	LOC6550318|XP_001977906.1|DERE	LOC117896229|XP_034660261.1|DSUB
OG0009229	LOC6553492|XP_001979332.1|DERE	LOC117899280|XP_034665076.1|DSUB
OG0009231	LOC6550755|XP_001978052.1|DERE	LOC117903262|XP_034671056.1|DSUB
OG0009232	LOC6551097|XP_001976902.2|DERE	LOC117889830|XP_034650206.1|DSUB
OG0009236	LOC6544224|XP_026832380.1|DERE	LOC117896450|XP_034660671.1|DSUB
OG0009237	LOC6541839|XP_001969451.2|DERE	LOC117902394|XP_034669610.1|DSUB
OG0009238	LOC6544612|XP_001972446.1|DERE	LOC117894842|XP_034657983.1|DSUB
OG0009239	LOC6543885|XP_001973644.1|DERE	LOC117894790|XP_034657911.1|DSUB
OG0009241	LOC6541289|XP_026835353.1|DERE	LOC117900673|XP_034667009.1|DSUB
OG0009243	LOC113564129|XP_026835183.1|DERE	LOC117890492|XP_034651273.1|DSUB
OG0009245	LOC6551959|XP_001979685.1|DERE	LOC117897358|XP_034662031.1|DSUB
OG0009247	LOC6552473|XP_026837010.1|DERE	LOC117896568|XP_034660860.1|DSUB
OG0009248	LOC6550952|XP_001978234.1|DERE	LOC117903762|XP_034672062.1|DSUB
OG0009249	LOC6542258|XP_001969935.1|DERE	LOC117901289|XP_034667874.1|DSUB
OG0009251	LOC6549984|XP_001978757.1|DERE	LOC117897620|XP_034662480.1|DSUB
OG0009252	LOC6555612|XP_001982447.2|DERE	LOC117903348|XP_034671189.1|DSUB
OG0009253	LOC6549849|XP_026838538.1|DERE	LOC117899965|XP_034666016.1|DSUB
OG0009254	LOC6555546|XP_026838939.1|DERE	LOC117892304|XP_034654345.1|DSUB
OG0009255	LOC6555718|XP_001982562.1|DERE	LOC117903054|XP_034670688.1|DSUB
OG0009256	LOC6550240|XP_026838064.1|DERE	LOC117898291|XP_034663441.1|DSUB
OG0009257	LOC6550030|XP_001977496.1|DERE	LOC117903312|XP_034671137.1|DSUB
OG0009258	LOC6550701|XP_026838149.1|DERE	LOC117900389|XP_034666637.1|DSUB
OG0009259	LOC6550527|XP_026837274.1|DERE	LOC117889606|XP_034649916.1|DSUB
OG0009260	LOC6549980|XP_001978753.1|DERE	LOC117890607|XP_034651441.1|DSUB
OG0009261	LOC6550476|XP_026838273.1|DERE	LOC117903694|XP_034671924.1|DSUB
OG0009262	LOC6549995|XP_001977461.1|DERE	LOC117903598|XP_034671730.1|DSUB
OG0009263	LOC6550303|XP_001977757.1|DERE	LOC117890799|XP_034651800.1|DSUB
OG0009264	LOC6550300|XP_001977754.3|DERE	LOC117898685|XP_034664183.1|DSUB
OG0009265	LOC6550384|XP_001977751.1|DERE	LOC117898706|XP_034664217.1|DSUB
OG0009266	LOC6541141|XP_001969689.1|DERE	LOC117900662|XP_034666988.1|DSUB
OG0009267	LOC6543521|XP_001969507.1|DERE	LOC117901713|XP_034668478.1|DSUB
OG0009268	LOC6541078|XP_001969147.2|DERE	LOC117890169|XP_034650758.1|DSUB
OG0009269	LOC6551909|XP_026838531.1|DERE	LOC117898363|XP_034663591.1|DSUB
OG0009270	LOC6548145|XP_001975219.2|DERE	LOC117892702|XP_034655004.1|DSUB
OG0009271	LOC6550080|XP_001977530.1|DERE	LOC117903389|XP_034671263.1|DSUB
OG0009272	LOC6546427|XP_001973521.1|DERE	LOC117894655|XP_034657722.1|DSUB
OG0009273	LOC6541098|XP_026834591.1|DERE	LOC117902711|XP_034670165.1|DSUB
OG0009274	LOC6543649|XP_026833624.1|DERE	LOC117894047|XP_034656788.1|DSUB
OG0009275	LOC6555651|XP_001982423.1|DERE	LOC117903368|XP_034671230.1|DSUB
OG0009276	LOC26526648|XP_026836137.1|DERE	LOC117890211|XP_034650834.1|DSUB
OG0009277	LOC6555695|XP_026838928.1|DERE	LOC117900354|XP_034666596.1|DSUB
OG0009278	LOC6555732|XP_026838966.1|DERE	LOC117896541|XP_034660819.1|DSUB
OG0009279	LOC6542558|XP_001970077.2|DERE	LOC117900295|XP_034666498.1|DSUB
OG0009280	LOC6550978|XP_001976911.1|DERE	LOC117903705|XP_034671940.1|DSUB
OG0009281	LOC6551400|XP_001977212.1|DERE	LOC117898135|XP_034663223.1|DSUB
OG0009282	LOC6540891|XP_001968139.1|DERE	LOC117902009|XP_034668948.1|DSUB
OG0009284	LOC6545273|XP_026832911.1|DERE	LOC117893226|XP_034655654.1|DSUB
OG0009285	LOC6555850|XP_001982713.1|DERE	LOC117902940|XP_034670438.1|DSUB
OG0009286	LOC6545119|XP_001972088.1|DERE	LOC117895270|XP_034658686.1|DSUB
OG0009287	LOC6544718|XP_026833216.1|DERE	LOC117893066|XP_034655364.1|DSUB
OG0009288	LOC6550426|XP_001977040.2|DERE	LOC117893728|XP_034656344.1|DSUB
OG0009289	LOC6555862|XP_026839133.1|DERE	LOC117902963|XP_034670505.1|DSUB
OG0009290	LOC6547135|XP_001976110.3|DERE	LOC117890795|XP_034651762.1|DSUB
OG0009291	LOC6555844|XP_001982681.1|DERE	LOC117902965|XP_034670508.1|DSUB
OG0009292	LOC6550313|XP_001977901.1|DERE	LOC117896235|XP_034660275.1|DSUB
OG0009293	LOC6550336|XP_026838317.1|DERE	LOC117896351|XP_034660515.1|DSUB
OG0009294	LOC6548313|XP_001975326.1|DERE	LOC117890844|XP_034651819.1|DSUB
OG0009295	LOC6550754|XP_026837843.1|DERE	LOC117903168|XP_034670904.1|DSUB
OG0009296	LOC6554530|XP_001981729.1|DERE	LOC117896667|XP_034661005.1|DSUB
OG0009297	LOC6554527|XP_001981726.1|DERE	LOC117898172|XP_034663272.1|DSUB
OG0009298	LOC6553981|XP_001980438.2|DERE	LOC117899101|XP_034664772.1|DSUB
OG0009299	LOC6553946|XP_001979472.1|DERE	LOC117896742|XP_034661098.1|DSUB
OG0009300	LOC6553945|XP_015010322.1|DERE	LOC117898721|XP_034664230.1|DSUB
OG0009301	LOC6554703|XP_001981781.2|DERE, LOC113563734|XP_026831688.1|DERE	LOC117897739|XP_034662666.1|DSUB
OG0009302	LOC6553226|XP_001979220.2|DERE	LOC117899407|XP_034665284.1|DSUB
OG0009303	LOC6552224|XP_001979745.1|DERE	LOC117899089|XP_034664757.1|DSUB
OG0009304	LOC6553845|XP_001979477.1|DERE	LOC117896724|XP_034661079.1|DSUB
OG0009305	LOC6553350|XP_001980180.2|DERE	LOC117896099|XP_034660041.1|DSUB
OG0009306	LOC6551671|XP_026838801.1|DERE	LOC117898572|XP_034663956.1|DSUB
OG0009307	LOC6551902|XP_001980617.1|DERE	LOC117899776|XP_034665940.1|DSUB
OG0009308	LOC6553079|XP_001979074.1|DERE	LOC117897426|XP_034662155.1|DSUB
OG0009309	LOC6553236|XP_026831693.1|DERE	LOC117895996|XP_034659874.1|DSUB
OG0009310	LOC6552002|XP_001979701.1|DERE	LOC117897779|XP_034662718.1|DSUB
OG0009311	LOC6554066|XP_026835293.1|DERE	LOC117896481|XP_034660712.1|DSUB
OG0009312	LOC6553594|XP_001980178.1|DERE	LOC117896107|XP_034660052.1|DSUB
OG0009313	LOC6553589|XP_015010147.1|DERE	LOC117896108|XP_034660053.1|DSUB
OG0009314	LOC6553273|XP_001980132.1|DERE	LOC117898519|XP_034663876.1|DSUB
OG0009315	LOC6552417|XP_026832755.1|DERE	LOC117897827|XP_034662781.1|DSUB
OG0009316	LOC6552597|XP_001980926.1|DERE	LOC117898378|XP_034663612.1|DSUB
OG0009317	LOC6554581|XP_001981537.1|DERE	LOC117898549|XP_034663921.1|DSUB
OG0009318	LOC6553544|XP_001979327.1|DERE	LOC117898837|XP_034664403.1|DSUB
OG0009319	LOC6552971|XP_001980112.1|DERE	LOC117898975|XP_034664607.1|DSUB
OG0009320	LOC6554453|XP_001981712.1|DERE	LOC117896551|XP_034660828.1|DSUB
OG0009321	LOC6554461|XP_026831883.1|DERE	LOC117896549|XP_034660825.1|DSUB
OG0009322	LOC6552886|XP_001979986.1|DERE	LOC117897698|XP_034662610.1|DSUB
OG0009323	LOC6553117|XP_001979082.1|DERE	LOC117897978|XP_034662981.1|DSUB
OG0009324	LOC6553573|XP_015009615.2|DERE	LOC117896637|XP_034660974.1|DSUB
OG0009325	LOC6552507|XP_001979815.2|DERE	LOC117896853|XP_034661271.1|DSUB
OG0009326	LOC6552142|XP_026838881.1|DERE	LOC117896715|XP_034661066.1|DSUB
OG0009327	LOC6554189|XP_001981265.1|DERE	LOC117898885|XP_034664459.1|DSUB
OG0009328	LOC6554430|XP_026839617.1|DERE	LOC117898614|XP_034664057.1|DSUB
OG0009329	LOC6555375|XP_001982088.1|DERE	LOC117897943|XP_034662927.1|DSUB
OG0009330	LOC6553503|XP_001980230.1|DERE	LOC117896680|XP_034661019.1|DSUB
OG0009331	LOC6553881|XP_001979592.1|DERE	LOC117899746|XP_034665882.1|DSUB
OG0009332	LOC6552578|XP_001980329.1|DERE	LOC117897665|XP_034662554.1|DSUB
OG0009333	LOC6552941|XP_001981018.1|DERE	LOC117899676|XP_034665755.1|DSUB
OG0009334	LOC6555125|XP_001981144.1|DERE	LOC117896811|XP_034661207.1|DSUB
OG0009335	LOC6552908|XP_001980971.1|DERE	LOC117897121|XP_034661665.1|DSUB
OG0009336	LOC6554721|XP_026839744.1|DERE	LOC117897702|XP_034662614.1|DSUB
OG0009337	LOC6551271|XP_001978386.3|DERE	LOC117898958|XP_034664590.1|DSUB
OG0009338	LOC6552085|XP_001978796.1|DERE	LOC117897683|XP_034662585.1|DSUB
OG0009339	LOC6552071|XP_001978791.1|DERE	LOC117898294|XP_034663440.1|DSUB
OG0009340	LOC6553477|XP_001980271.1|DERE	LOC117896510|XP_034660755.1|DSUB
OG0009341	LOC6553775|XP_001979442.1|DERE	LOC117899159|XP_034664907.1|DSUB
OG0009342	LOC6553642|XP_001980373.1|DERE	LOC117899671|XP_034665749.1|DSUB
OG0009343	LOC6553641|XP_001980372.1|DERE	LOC117899670|XP_034665748.1|DSUB
OG0009344	LOC6554392|XP_001982364.3|DERE	LOC117899103|XP_034664774.1|DSUB
OG0009345	LOC6554513|XP_001981527.1|DERE	LOC117896189|XP_034660168.1|DSUB
OG0009346	LOC6554636|XP_001981551.1|DERE	LOC117897563|XP_034662396.1|DSUB
OG0009347	LOC6555404|XP_001981654.1|DERE	LOC117896668|XP_034661006.1|DSUB
OG0009348	LOC26526538|XP_015009386.1|DERE	LOC117899038|XP_034664690.1|DSUB
OG0009349	LOC6552535|XP_001979849.2|DERE	LOC117899191|XP_034664944.1|DSUB
OG0009350	LOC6555150|XP_026839470.1|DERE	LOC117898366|XP_034663593.1|DSUB
OG0009351	LOC6555155|XP_026838842.1|DERE	LOC117897772|XP_034662709.1|DSUB
OG0009352	LOC6552947|XP_001979035.1|DERE	LOC117898173|XP_034663273.1|DSUB
OG0009353	LOC6555214|XP_026836260.1|DERE	LOC117896646|XP_034660984.1|DSUB
OG0009354	LOC6542966|XP_001969965.1|DERE	LOC117902324|XP_034669504.1|DSUB
OG0009355	LOC6542467|XP_001969719.1|DERE	LOC117901648|XP_034668376.1|DSUB
OG0009356	LOC6541420|XP_026835175.1|DERE	LOC117901813|XP_034668618.1|DSUB
OG0009357	LOC6542700|XP_001969792.1|DERE	LOC117902646|XP_034670062.1|DSUB
OG0009358	LOC6541086|XP_001968590.1|DERE	LOC117901416|XP_034668043.1|DSUB
OG0009359	LOC6540911|XP_001968589.3|DERE	LOC117901415|XP_034668042.1|DSUB
OG0009360	LOC6543467|XP_015014679.1|DERE	LOC117901478|XP_034668133.1|DSUB
OG0009361	LOC6543526|XP_001970283.1|DERE	LOC117901608|XP_034668318.1|DSUB
OG0009362	LOC6543432|XP_026834435.1|DERE	LOC117900418|XP_034666671.1|DSUB
OG0009363	LOC26526483|XP_015015519.1|DERE	LOC117902228|XP_034669353.1|DSUB
OG0009364	LOC6542671|XP_001968409.1|DERE	LOC117901545|XP_034668227.1|DSUB
OG0009365	LOC6543367|XP_015015119.1|DERE, LOC113563701|XP_026835619.1|DERE	LOC117900725|XP_034667087.1|DSUB
OG0009366	LOC6555992|XP_026834773.1|DERE, LOC113564066|XP_026834317.1|DERE, LOC113564064|XP_026834314.1|DERE	LOC117900506|XP_034666791.1|DSUB
OG0009367	LOC6541586|XP_001969754.1|DERE	LOC117901541|XP_034668223.1|DSUB
OG0009368	LOC26526825|XP_015015565.1|DERE	LOC117901157|XP_034667699.1|DSUB
OG0009369	LOC6540953|XP_001968143.1|DERE	LOC117902559|XP_034669892.1|DSUB
OG0009370	LOC6548760|XP_001974090.1|DERE	LOC117902486|XP_034669797.1|DSUB
OG0009371	LOC6548761|XP_001974091.1|DERE, LOC6548767|XP_026836773.1|DERE, LOC113564327|XP_026836774.1|DERE	LOC117902487|XP_034669800.1|DSUB
OG0009372	LOC6543121|XP_001968148.1|DERE	LOC117900001|XP_034666063.1|DSUB
OG0009373	LOC6549191|XP_001974410.1|DERE	LOC117899990|XP_034666050.1|DSUB
OG0009374	LOC26525973|XP_015012718.1|DERE	LOC117900950|XP_034667414.1|DSUB
OG0009376	LOC6542417|XP_001968519.2|DERE	LOC117901361|XP_034667962.1|DSUB
OG0009377	LOC6543137|XP_001969026.1|DERE	LOC117901591|XP_034668291.1|DSUB
OG0009378	LOC6542865|XP_001969321.1|DERE	LOC117901782|XP_034668582.1|DSUB
OG0009379	LOC6540748|XP_001968841.1|DERE	LOC117902146|XP_034669174.1|DSUB
OG0009380	LOC6542075|XP_001969412.1|DERE	LOC117900304|XP_034666509.1|DSUB
OG0009381	LOC6543142|XP_026834481.1|DERE	LOC117901901|XP_034668756.1|DSUB
OG0009382	LOC6542415|XP_001970111.1|DERE	LOC117900133|XP_034666250.1|DSUB
OG0009383	LOC6541373|XP_001970009.1|DERE	LOC117900470|XP_034666741.1|DSUB
OG0009384	LOC6543440|XP_001969532.1|DERE	LOC117899976|XP_034666026.1|DSUB
OG0009385	LOC6543497|XP_001969537.1|DERE	LOC117900066|XP_034666161.1|DSUB
OG0009386	LOC6540750|XP_001969566.1|DERE	LOC117902133|XP_034669153.1|DSUB
OG0009387	LOC6547239|XP_001974756.2|DERE	LOC117890039|XP_034650549.1|DSUB
OG0009388	LOC6547234|XP_001974752.1|DERE	LOC117891255|XP_034652515.1|DSUB
OG0009389	LOC6547809|XP_001976402.1|DERE	LOC117890821|XP_034651783.1|DSUB
OG0009390	LOC6547602|XP_026835767.1|DERE	LOC117889758|XP_034650094.1|DSUB
OG0009391	LOC6542945|XP_001968432.1|DERE	LOC117900152|XP_034666278.1|DSUB
OG0009392	LOC6541437|XP_001970688.1|DERE	LOC117892321|XP_034654365.1|DSUB
OG0009393	LOC6552344|XP_001978879.1|DERE	LOC117898791|XP_034664319.1|DSUB
OG0009394	LOC6549058|XP_001975580.1|DERE	LOC117889723|XP_034650035.1|DSUB
OG0009395	LOC6547418|XP_001976281.1|DERE	LOC117889896|XP_034650298.1|DSUB
OG0009396	LOC6547176|XP_001976093.1|DERE	LOC117890182|XP_034650772.1|DSUB
OG0009397	LOC6547929|XP_001975036.1|DERE	LOC117892185|XP_034654163.1|DSUB
OG0009398	LOC6547764|XP_001976386.1|DERE	LOC117891046|XP_034652106.1|DSUB
OG0009399	LOC6547252|XP_001976138.1|DERE	LOC117889709|XP_034650020.1|DSUB
OG0009400	LOC6540870|XP_001970380.1|DERE	LOC117891673|XP_034653135.1|DSUB
OG0009401	LOC6541939|XP_001969862.1|DERE	LOC117900465|XP_034666731.1|DSUB
OG0009402	LOC6551983|XP_026837614.1|DERE	LOC117896862|XP_034661282.1|DSUB
OG0009403	LOC6548659|XP_001975381.1|DERE	LOC117892395|XP_034654501.1|DSUB
OG0009404	LOC6541379|XP_001970699.1|DERE	LOC117890097|XP_034650651.1|DSUB
OG0009405	LOC6540862|XP_001970376.1|DERE	LOC117890057|XP_034650580.1|DSUB
OG0009406	LOC6542386|XP_001969202.1|DERE	LOC117892755|XP_034655072.1|DSUB
OG0009407	LOC6540717|XP_001970315.1|DERE	LOC117892753|XP_034655069.1|DSUB
OG0009408	LOC6548614|XP_026835763.1|DERE	LOC117891965|XP_034653728.1|DSUB
OG0009409	LOC6546816|XP_001975926.1|DERE	LOC117890683|XP_034651557.1|DSUB
OG0009410	LOC6547146|XP_001976121.1|DERE	LOC117890769|XP_034651729.1|DSUB
OG0009411	LOC6546630|XP_015012493.1|DERE	LOC117890524|XP_034651323.1|DSUB
OG0009412	LOC6548809|XP_026836407.1|DERE	LOC117889974|XP_034650431.1|DSUB
OG0009413	LOC6541391|XP_001970679.1|DERE	LOC117892325|XP_034654368.1|DSUB
OG0009414	LOC6541800|XP_001970675.1|DERE	LOC117890139|XP_034650716.1|DSUB
OG0009415	LOC6543044|XP_001970650.1|DERE	LOC117892218|XP_034654210.1|DSUB
OG0009416	LOC6546653|XP_001974496.1|DERE	LOC117890119|XP_034650683.1|DSUB
OG0009417	LOC26526719|XP_015012843.1|DERE	LOC117890565|XP_034651390.1|DSUB
OG0009418	LOC6546651|XP_001974494.1|DERE	LOC117890839|XP_034651814.1|DSUB
OG0009419	LOC6549321|XP_001974492.1|DERE	LOC117889916|XP_034650332.1|DSUB
OG0009420	LOC6549320|XP_015012096.1|DERE	LOC117889919|XP_034650336.1|DSUB
OG0009421	LOC6548273|XP_001975255.1|DERE	LOC117890200|XP_034650798.1|DSUB
OG0009422	LOC6549516|XP_026836405.1|DERE	LOC117890123|XP_034650693.1|DSUB
OG0009423	LOC26526822|XP_015012863.1|DERE	LOC117892129|XP_034654052.1|DSUB
OG0009424	LOC6548202|XP_001975085.1|DERE	LOC117889992|XP_034650467.1|DSUB
OG0009425	LOC6543174|XP_026834576.1|DERE	LOC117891399|XP_034652733.1|DSUB
OG0009426	LOC6549162|XP_001975722.1|DERE	LOC117891511|XP_034652896.1|DSUB
OG0009427	LOC6547299|XP_001974725.2|DERE	LOC117892467|XP_034654610.1|DSUB
OG0009428	LOC6547413|XP_001974829.1|DERE	LOC117890971|XP_034652001.1|DSUB
OG0009429	LOC6547589|XP_001974904.2|DERE	LOC117890624|XP_034651462.1|DSUB
OG0009430	LOC6548236|XP_001975268.1|DERE	LOC117892123|XP_034654046.1|DSUB
OG0009431	LOC6548014|XP_001976477.2|DERE	LOC117890442|XP_034651163.1|DSUB
OG0009432	LOC6548223|XP_026836602.1|DERE	LOC117891318|XP_034652624.1|DSUB
OG0009433	LOC6548246|XP_001975195.1|DERE	LOC117891732|XP_034653216.1|DSUB
OG0009434	LOC6548251|XP_001975200.1|DERE	LOC117891729|XP_034653212.1|DSUB
OG0009435	LOC6548250|XP_001975199.1|DERE	LOC117891727|XP_034653209.1|DSUB
OG0009436	LOC6549543|XP_001975749.1|DERE	LOC117890833|XP_034651807.1|DSUB
OG0009437	LOC6542758|XP_015015034.1|DERE	LOC117891386|XP_034652718.1|DSUB
OG0009438	LOC6541089|XP_001970485.1|DERE	LOC117892073|XP_034653952.1|DSUB
OG0009439	LOC6541543|XP_001970494.1|DERE	LOC117890884|XP_034651868.1|DSUB
OG0009440	LOC6547991|XP_001976493.1|DERE	LOC117892386|XP_034654487.1|DSUB
OG0009441	LOC6551218|XP_026837776.1|DERE	LOC117895203|XP_034658591.1|DSUB
OG0009442	LOC6550663|XP_001978071.1|DERE	LOC117903715|XP_034671953.1|DSUB
OG0009443	LOC6547798|XP_001976415.1|DERE	LOC117890517|XP_034651312.1|DSUB
OG0009444	LOC6550005|XP_026838206.1|DERE	LOC117900314|XP_034666538.1|DSUB
OG0009445	LOC6551165|XP_026838725.1|DERE	LOC117903893|XP_034672286.1|DSUB
OG0009446	LOC6551113|XP_026838405.1|DERE	LOC117897219|XP_034661863.1|DSUB
OG0009448	LOC6550076|XP_001977526.1|DERE	LOC117901186|XP_034667734.1|DSUB
OG0009449	LOC6549821|XP_001977344.2|DERE	LOC117901234|XP_034667801.1|DSUB
OG0009450	LOC6550684|XP_001976762.1|DERE	LOC117889743|XP_034650073.1|DSUB
OG0009451	LOC6542919|XP_001968849.1|DERE	LOC117900736|XP_034667102.1|DSUB
OG0009452	LOC6550934|XP_001976972.1|DERE	LOC117896518|XP_034660781.1|DSUB, LOC117903776|XP_034672091.1|DSUB
OG0009453	LOC6555135|XP_001982250.1|DERE	LOC117892028|XP_034653827.1|DSUB, LOC117898819|XP_034664372.1|DSUB
OG0009454	LOC6546001|XP_001972813.2|DERE	LOC117894018|XP_034656743.1|DSUB
OG0009455	LOC6550918|XP_001976885.1|DERE	LOC117898220|XP_034663347.1|DSUB
OG0009456	LOC6551341|XP_001978417.1|DERE	LOC117902001|XP_034668909.1|DSUB
OG0009457	LOC6550972|XP_001976849.1|DERE	LOC117895641|XP_034659312.1|DSUB
OG0009458	LOC6555727|XP_001982422.2|DERE	LOC117903370|XP_034671232.1|DSUB
OG0009459	LOC6543857|XP_026832191.1|DERE	LOC117893960|XP_034656644.1|DSUB
OG0009460	LOC6546039|XP_026832641.1|DERE	LOC117894832|XP_034657970.1|DSUB
OG0009461	LOC6545931|XP_001971731.1|DERE	LOC117894930|XP_034658123.1|DSUB
OG0009462	LOC6545913|XP_001971137.1|DERE	LOC117895699|XP_034659438.1|DSUB
OG0009463	LOC6543936|XP_001973026.1|DERE	LOC117893968|XP_034656659.1|DSUB
OG0009464	LOC6543666|XP_001972964.1|DERE	LOC117894327|XP_034657202.1|DSUB
OG0009465	LOC6543650|XP_001972950.3|DERE	LOC117894000|XP_034656705.1|DSUB
OG0009466	LOC6544122|XP_001971416.1|DERE	LOC117894991|XP_034658230.1|DSUB
OG0009467	LOC6544002|XP_001971894.1|DERE	LOC117894969|XP_034658195.1|DSUB
OG0009468	LOC6546135|XP_026833185.1|DERE	LOC117894274|XP_034657120.1|DSUB
OG0009469	LOC6545303|XP_001972061.2|DERE	LOC117894575|XP_034657606.1|DSUB
OG0009470	LOC6545075|XP_001972109.1|DERE	LOC117895026|XP_034658287.1|DSUB
OG0009471	LOC6542434|XP_001969462.2|DERE	LOC117901847|XP_034668685.1|DSUB
OG0009472	LOC6546498|XP_026832708.1|DERE	LOC117895590|XP_034659230.1|DSUB
OG0009473	LOC6543729|XP_026833129.1|DERE	LOC117898642|XP_034664096.1|DSUB, LOC117895814|XP_034659630.1|DSUB
OG0009474	LOC6545537|XP_001971102.1|DERE	LOC117895633|XP_034659279.1|DSUB
OG0009475	LOC26526631|XP_015014315.1|DERE	LOC117893550|XP_034656091.1|DSUB
OG0009476	LOC26526580|XP_015014303.1|DERE	LOC117895232|XP_034658629.1|DSUB
OG0009477	LOC6544968|XP_001973235.1|DERE	LOC117894526|XP_034657531.1|DSUB
OG0009478	LOC6544742|XP_001973204.1|DERE	LOC117894535|XP_034657543.1|DSUB
OG0009479	LOC6543325|XP_026834937.1|DERE	LOC117900508|XP_034666792.1|DSUB
OG0009480	LOC6544157|XP_001971383.1|DERE	LOC117894383|XP_034657277.1|DSUB
OG0009481	LOC6544083|XP_001971940.1|DERE	LOC117894497|XP_034657497.1|DSUB
OG0009482	LOC6545353|XP_026832382.1|DERE	LOC117893095|XP_034655416.1|DSUB
OG0009483	LOC6545351|XP_001973291.1|DERE	LOC117893693|XP_034656274.1|DSUB
OG0009484	LOC6553359|XP_001980188.1|DERE	LOC117896598|XP_034660915.1|DSUB
OG0009485	LOC6545728|XP_001971124.1|DERE	LOC117895148|XP_034658472.1|DSUB
OG0009486	LOC6545727|XP_001971123.1|DERE	LOC117895151|XP_034658479.1|DSUB
OG0009487	LOC6545888|XP_001973430.1|DERE	LOC117893824|XP_034656469.1|DSUB
OG0009488	LOC6543962|XP_001972768.1|DERE	LOC117893593|XP_034656158.1|DSUB
OG0009489	LOC6556194|XP_001983034.2|DERE, LOC6546351|XP_001972898.2|DERE	LOC117893710|XP_034656287.1|DSUB
OG0009490	LOC6549164|XP_001975724.1|DERE	LOC117891522|XP_034652910.1|DSUB
OG0009491	LOC6543886|XP_001973645.1|DERE	LOC117894789|XP_034657909.1|DSUB
OG0009492	LOC6544236|XP_001973752.1|DERE	LOC117895619|XP_034659264.1|DSUB
OG0009493	LOC6544195|XP_026832936.1|DERE	LOC117892998|XP_034655244.1|DSUB
OG0009494	LOC6544142|XP_001973736.1|DERE	LOC117893001|XP_034655246.1|DSUB
OG0009495	LOC6545985|XP_015012952.1|DERE	LOC117894091|XP_034656850.1|DSUB
OG0009496	LOC6543932|XP_026832891.1|DERE	LOC117893926|XP_034656600.1|DSUB
OG0009497	LOC6552565|XP_001979903.1|DERE	LOC117898315|XP_034663490.1|DSUB
OG0009498	LOC6546295|XP_026832915.1|DERE	LOC117894649|XP_034657712.1|DSUB
OG0009499	LOC6546060|XP_026833378.1|DERE	LOC117895206|XP_034658585.1|DSUB
OG0009500	LOC6546121|XP_001973538.1|DERE	LOC117894992|XP_034658231.1|DSUB
OG0009501	LOC6544317|XP_001973079.1|DERE	LOC117895550|XP_034659144.1|DSUB
OG0009502	LOC6553046|XP_015010172.1|DERE	LOC117896386|XP_034660582.1|DSUB
OG0009503	LOC6540693|XP_015015097.1|DERE	LOC117901799|XP_034668601.1|DSUB
OG0009504	LOC6556130|XP_026836364.1|DERE, LOC6556131|XP_026836391.1|DERE	LOC117898006|XP_034663026.1|DSUB
OG0009505	LOC6543233|XP_001970160.1|DERE	LOC117901229|XP_034667792.1|DSUB
OG0009506	LOC6544780|XP_001971600.2|DERE	LOC117895382|XP_034658893.1|DSUB
