Orthogroup	DERE.longest_only	ASTE.longest_only
OG0006141	LOC6548536|XP_026835782.1|DERE	LOC118503107|XP_035891938.1|ASTE
OG0006142	LOC6545335|XP_001973300.3|DERE	LOC118504791|XP_035895653.1|ASTE
OG0006143	LOC6544939|XP_015013155.1|DERE	LOC118508110|XP_035903497.1|ASTE
OG0006144	LOC6545634|XP_026833252.1|DERE	LOC118508105|XP_035903491.1|ASTE
OG0006145	LOC6545761|XP_001973405.1|DERE	LOC118508114|XP_035903500.1|ASTE
OG0006146	LOC6540945|XP_001970292.2|DERE	LOC118508113|XP_035903499.1|ASTE
OG0006147	LOC6552545|XP_001980841.1|DERE	LOC118503764|XP_035893321.1|ASTE
OG0006148	LOC6545228|XP_001973462.2|DERE	LOC118503750|XP_035893294.1|ASTE
OG0006149	LOC6544940|XP_026833616.1|DERE	LOC118503753|XP_035893297.1|ASTE
OG0006150	LOC6544943|XP_001972616.1|DERE	LOC118503747|XP_035893290.1|ASTE
OG0006151	LOC6542385|XP_015014404.1|DERE	LOC118503745|XP_035893280.1|ASTE
OG0006152	LOC6555340|XP_001981865.1|DERE	LOC118504659|XP_035895334.1|ASTE
OG0006153	LOC6547955|XP_015011744.1|DERE	LOC118506547|XP_035899732.1|ASTE
OG0006155	LOC6552541|XP_001980837.1|DERE	LOC118502485|XP_035890610.1|ASTE
OG0006156	LOC6552635|XP_001980901.2|DERE	LOC118505088|XP_035896272.1|ASTE
OG0006158	LOC6544594|XP_026832880.1|DERE	LOC118510861|XP_035909093.1|ASTE
OG0006159	LOC6549541|XP_001975629.1|DERE	LOC118503733|XP_035893241.1|ASTE
OG0006160	LOC6548052|XP_001976513.1|DERE	LOC118506344|XP_035899221.1|ASTE
OG0006161	LOC6540739|XP_026834756.1|DERE	LOC118509657|XP_035906510.1|ASTE
OG0006162	LOC26526325|XP_001982749.3|DERE	LOC118509372|XP_035905797.1|ASTE, LOC118517331|XP_035919206.1|ASTE
OG0006163	LOC6549337|XP_001975637.1|DERE	LOC118512637|XP_035913226.1|ASTE
OG0006181	LOC6553805|XP_001979562.1|DERE	LOC118510457|XP_035908181.1|ASTE
OG0006182	LOC6555138|XP_001982253.1|DERE	LOC118510466|XP_035908215.1|ASTE
OG0006183	LOC6553381|XP_001980198.1|DERE	LOC118504962|XP_035895981.1|ASTE
OG0006184	LOC6554378|XP_026834725.1|DERE	LOC118517389|XP_035919336.1|ASTE
OG0006185	LOC6553050|XP_001980038.1|DERE	LOC118511262|XP_035910026.1|ASTE
OG0006186	LOC6554371|XP_001982354.1|DERE	LOC118507320|XP_035901604.1|ASTE
OG0006187	LOC6554211|XP_026832091.1|DERE	LOC118511264|XP_035910028.1|ASTE
OG0006188	LOC6551538|XP_015010616.1|DERE	LOC118505395|XP_035897012.1|ASTE
OG0006189	LOC6551686|XP_001978482.3|DERE	LOC118514401|XP_035917174.1|ASTE, LOC118505416|XP_035897065.1|ASTE
OG0006190	LOC6554155|XP_001981912.3|DERE	LOC118510292|XP_035907810.1|ASTE
OG0006191	LOC6554604|XP_001981556.1|DERE	LOC118507523|XP_035901981.1|ASTE
OG0006192	LOC6551548|XP_001978496.2|DERE	LOC118508051|XP_035903401.1|ASTE
OG0006193	LOC6550102|XP_001978190.1|DERE	LOC118505169|XP_035896478.1|ASTE
OG0006194	LOC6550506|XP_026837733.1|DERE	LOC118516550|XP_035918392.1|ASTE
OG0006195	LOC6550570|XP_001978123.1|DERE	LOC118511117|XP_035909738.1|ASTE
OG0006196	LOC6552362|XP_015009985.2|DERE	LOC118516756|XP_035918568.1|ASTE
OG0006197	LOC6555821|XP_001982738.1|DERE	LOC118509676|XP_035906592.1|ASTE
OG0006198	LOC6550221|XP_026838056.1|DERE	LOC118507132|XP_035901061.1|ASTE
OG0006199	LOC6554143|XP_001981902.1|DERE	LOC118507096|XP_035900984.1|ASTE
OG0006200	LOC6552317|XP_001979758.1|DERE	LOC118509460|XP_035905977.1|ASTE
OG0006201	LOC6550116|XP_026837503.1|DERE	LOC118506952|XP_035900668.1|ASTE
OG0006202	LOC6550115|XP_001977652.1|DERE	LOC118506932|XP_035900645.1|ASTE
OG0006203	LOC6550139|XP_026838212.1|DERE	LOC118507395|XP_035901745.1|ASTE
OG0006204	LOC6552770|XP_001979955.1|DERE	LOC118512712|XP_035913441.1|ASTE
OG0006205	LOC6549808|XP_001977331.1|DERE	LOC118511421|XP_035910399.1|ASTE
OG0006206	LOC6550712|XP_001978012.1|DERE	LOC118517496|XP_035919586.1|ASTE
OG0006207	LOC6542443|XP_001968812.1|DERE	LOC118505296|XP_035896800.1|ASTE
OG0006208	LOC6544851|XP_001970990.1|DERE	LOC118505276|XP_035896742.1|ASTE
OG0006209	LOC6550535|XP_026838085.1|DERE	LOC118514543|XP_035917423.1|ASTE
OG0006210	LOC6549859|XP_026838491.1|DERE	LOC118505477|XP_035897187.1|ASTE
OG0006211	LOC6541681|XP_001970248.1|DERE	LOC118512034|XP_035911724.1|ASTE
OG0006212	LOC6542179|XP_026835121.1|DERE	LOC118511654|XP_035910891.1|ASTE
OG0006214	LOC6550555|XP_001977955.1|DERE	LOC118505724|XP_035897801.1|ASTE
OG0006215	LOC6551614|XP_001978594.3|DERE	LOC118510787|XP_035908987.1|ASTE
OG0006217	LOC6549846|XP_001977577.1|DERE	LOC118517382|XP_035919315.1|ASTE
OG0006218	LOC6542360|XP_001969574.1|DERE	LOC118516488|XP_035918314.1|ASTE
OG0006219	LOC6555775|XP_001982533.1|DERE	LOC118515721|XP_035917946.1|ASTE
OG0006220	LOC6546353|XP_001972900.1|DERE	LOC118507166|XP_035901123.1|ASTE
OG0006221	LOC6554852|XP_001981096.1|DERE	LOC118517486|XP_035919574.1|ASTE
OG0006222	LOC6554854|XP_001981098.1|DERE	LOC118517495|XP_035919585.1|ASTE
OG0006223	LOC6551741|XP_001978612.1|DERE	LOC118517507|XP_035919622.1|ASTE
OG0006224	LOC6549806|XP_001977329.3|DERE	LOC118516663|XP_035918521.1|ASTE
OG0006225	LOC6550427|XP_001977041.1|DERE	LOC118506528|XP_035899684.1|ASTE
OG0006226	LOC6547286|XP_001976153.1|DERE	LOC118508996|XP_035904892.1|ASTE
OG0006227	LOC6551434|XP_001977141.1|DERE	LOC118511740|XP_035911126.1|ASTE
OG0006228	LOC6547563|XP_001974820.1|DERE	LOC118505405|XP_035897049.1|ASTE
OG0006229	LOC6555827|XP_026839242.1|DERE	LOC118508987|XP_035904878.1|ASTE
OG0006230	LOC6550025|XP_026837475.1|DERE	LOC118509041|XP_035905010.1|ASTE
OG0006231	LOC6550868|XP_026838323.1|DERE	LOC118509090|XP_035905128.1|ASTE
OG0006232	LOC6550708|XP_001978008.1|DERE	LOC118509106|XP_035905169.1|ASTE
OG0006233	LOC6550621|XP_015010712.1|DERE	LOC118509156|XP_035905285.1|ASTE
OG0006234	LOC6550026|XP_001977492.1|DERE	LOC118516617|XP_035918485.1|ASTE
OG0006235	LOC6550382|XP_001977749.1|DERE	LOC118516410|XP_035918169.1|ASTE
OG0006237	LOC6549809|XP_001977332.1|DERE	LOC118506102|XP_035898680.1|ASTE
OG0006238	LOC6550564|XP_001977942.1|DERE	LOC118510893|XP_035909174.1|ASTE
OG0006239	LOC6549985|XP_026837296.1|DERE	LOC118503930|XP_035893669.1|ASTE
OG0006240	LOC6554551|XP_001981311.1|DERE	LOC118503860|XP_035893483.1|ASTE
OG0006241	LOC6550027|XP_001977493.1|DERE	LOC118516610|XP_035918480.1|ASTE
OG0006242	LOC6551320|XP_001977085.1|DERE	LOC118505305|XP_035896829.1|ASTE
OG0006243	LOC6552279|XP_001980759.1|DERE	LOC118505208|XP_035896612.1|ASTE
OG0006244	LOC6552249|XP_001980844.1|DERE	LOC118510186|XP_035907604.1|ASTE
OG0006246	LOC6549761|XP_001976780.1|DERE	LOC118503632|XP_035893025.1|ASTE
OG0006247	LOC6541004|XP_001970563.1|DERE	LOC118503605|XP_035892978.1|ASTE
OG0006248	LOC6553600|XP_001979407.1|DERE	LOC118517268|XP_035919138.1|ASTE
OG0006249	LOC6541629|XP_001968666.1|DERE	LOC118505577|XP_035897429.1|ASTE
OG0006250	LOC6550660|XP_001978068.1|DERE	LOC118503321|XP_035892359.1|ASTE
OG0006251	LOC6555252|XP_001981633.1|DERE	LOC118504185|XP_035894241.1|ASTE
OG0006252	LOC6555251|XP_001981632.2|DERE	LOC118504147|XP_035894158.1|ASTE
OG0006253	LOC6549760|XP_001976779.2|DERE	LOC118503297|XP_035892294.1|ASTE
OG0006254	LOC6548885|XP_026836094.1|DERE	LOC118510515|XP_035908331.1|ASTE
OG0006255	LOC6554884|XP_001982222.1|DERE	LOC118512408|XP_035912696.1|ASTE
OG0006256	LOC6550031|XP_001977497.1|DERE	LOC118517232|XP_035919105.1|ASTE
OG0006257	LOC6549778|XP_015011070.1|DERE	LOC118517286|XP_035919160.1|ASTE
OG0006258	LOC6550534|XP_001977931.2|DERE	LOC118517220|XP_035919101.1|ASTE
OG0006259	LOC6552622|XP_001979868.1|DERE	LOC118502915|XP_035891538.1|ASTE
OG0006260	LOC6549779|XP_001977310.1|DERE	LOC118502982|XP_035891660.1|ASTE
OG0006261	LOC6541591|XP_001969773.1|DERE	LOC118512106|XP_035911971.1|ASTE
OG0006262	LOC6551585|XP_001977271.1|DERE	LOC118506927|XP_035900619.1|ASTE
OG0006263	LOC6550961|XP_001976990.1|DERE	LOC118506478|XP_035899551.1|ASTE
OG0006264	LOC6555657|XP_026838257.1|DERE	LOC118507809|XP_035902765.1|ASTE
OG0006265	LOC6548926|XP_001975413.1|DERE	LOC118509916|XP_035907106.1|ASTE
OG0006266	LOC6555655|XP_001982568.1|DERE	LOC118510939|XP_035909269.1|ASTE
OG0006267	LOC6551017|XP_015010657.2|DERE	LOC118509287|XP_035905587.1|ASTE
OG0006268	LOC6548085|XP_001975201.2|DERE	LOC118503890|XP_035893558.1|ASTE
OG0006269	LOC6552254|XP_001980849.1|DERE	LOC118511532|XP_035910618.1|ASTE
OG0006270	LOC6551701|XP_001977280.1|DERE	LOC118509845|XP_035906939.1|ASTE
OG0006271	LOC6552027|XP_001980673.1|DERE	LOC118504563|XP_035895065.1|ASTE
OG0006272	LOC6550954|XP_026837803.1|DERE	LOC118516435|XP_035918208.1|ASTE, LOC118512290|XP_035912410.1|ASTE
OG0006273	LOC6541085|XP_001970720.1|DERE	LOC118508170|XP_035903612.1|ASTE
OG0006275	LOC6550587|XP_001976745.1|DERE	LOC118506078|XP_035898648.1|ASTE
OG0006276	LOC6545156|XP_001971018.1|DERE	LOC118504482|XP_035894892.1|ASTE
OG0006277	LOC6553406|XP_026839825.1|DERE	LOC118511416|XP_035910387.1|ASTE
OG0006278	LOC6550074|XP_001977571.2|DERE	LOC118506084|XP_035898660.1|ASTE
OG0006279	LOC6551164|XP_026838721.1|DERE	LOC118510088|XP_035907398.1|ASTE
OG0006280	LOC6549834|XP_026838387.1|DERE	LOC118507044|XP_035900897.1|ASTE
OG0006281	LOC6549836|XP_026838385.1|DERE	LOC118507036|XP_035900883.1|ASTE
OG0006282	LOC6550440|XP_026837913.1|DERE	LOC118513766|XP_035915835.1|ASTE
OG0006283	LOC6554250|XP_001982099.1|DERE	LOC118505773|XP_035897939.1|ASTE
OG0006284	LOC6544838|XP_001973198.2|DERE	LOC118509455|XP_035905968.1|ASTE
OG0006285	LOC6552155|XP_001978828.1|DERE	LOC118511887|XP_035911411.1|ASTE
OG0006286	LOC6551855|XP_001979652.2|DERE	LOC118511841|XP_035911281.1|ASTE
OG0006287	LOC6551167|XP_001977065.1|DERE	LOC118517459|XP_035919514.1|ASTE
OG0006288	LOC6555124|XP_001981143.1|DERE	LOC118517461|XP_035919516.1|ASTE
OG0006289	LOC6551815|XP_001979622.1|DERE	LOC118507945|XP_035903163.1|ASTE
OG0006290	LOC6549941|XP_015011080.1|DERE	LOC118505805|XP_035898042.1|ASTE
OG0006291	LOC6541649|XP_001969677.1|DERE	LOC118507612|XP_035902647.1|ASTE
OG0006292	LOC6551186|XP_015010634.1|DERE	LOC118509948|XP_035907176.1|ASTE
OG0006293	LOC6545600|XP_001971152.1|DERE	LOC118511073|XP_035909628.1|ASTE
OG0006294	LOC6550101|XP_001978189.2|DERE	LOC118511427|XP_035910413.1|ASTE
OG0006295	LOC6551647|XP_001978494.1|DERE	LOC118506125|XP_035898752.1|ASTE
OG0006296	LOC6550305|XP_001977759.1|DERE	LOC118502989|XP_035891688.1|ASTE
OG0006297	LOC6549767|XP_026837430.1|DERE	LOC118509174|XP_035905367.1|ASTE
OG0006298	LOC6550099|XP_001978187.1|DERE	LOC118516918|XP_035918676.1|ASTE
OG0006299	LOC6550877|XP_015010971.1|DERE	LOC118509231|XP_035905435.1|ASTE
OG0006300	LOC6551223|XP_015010956.1|DERE	LOC118510848|XP_035909076.1|ASTE
OG0006301	LOC6550376|XP_001977857.1|DERE	LOC118503858|XP_035893468.1|ASTE
OG0006302	LOC6551672|XP_026838748.1|DERE	LOC118508767|XP_035904404.1|ASTE
OG0006303	LOC6546895|XP_001975976.2|DERE	LOC118511147|XP_035909768.1|ASTE
OG0006305	LOC6555101|XP_026831598.1|DERE	LOC118507674|XP_035902361.1|ASTE
OG0006306	LOC26526597|XP_026832077.1|DERE	LOC118507576|XP_035902125.1|ASTE
OG0006309	LOC6550015|XP_015011098.1|DERE	LOC118517482|XP_035919556.1|ASTE
OG0006311	LOC6551738|XP_026837434.1|DERE	LOC118504534|XP_035894989.1|ASTE
OG0006312	LOC6551737|XP_001978608.1|DERE	LOC118504498|XP_035894918.1|ASTE
OG0006313	LOC6551637|XP_001978585.2|DERE	LOC118504318|XP_035894541.1|ASTE
OG0006314	LOC6550675|XP_026837894.1|DERE	LOC118503485|XP_035892684.1|ASTE
OG0006315	LOC6554811|XP_015009151.1|DERE	LOC118517500|XP_035919604.1|ASTE
OG0006316	LOC6549693|XP_001978726.1|DERE	LOC118517278|XP_035919147.1|ASTE
OG0006317	LOC6551632|XP_001978562.1|DERE	LOC118506402|XP_035899360.1|ASTE
OG0006318	LOC6550358|XP_001977764.1|DERE	LOC118507915|XP_035903151.1|ASTE
OG0006319	LOC6542001|XP_026834274.1|DERE	LOC118507981|XP_035903234.1|ASTE
OG0006320	LOC6551719|XP_026838514.1|DERE	LOC118507848|XP_035902877.1|ASTE
OG0006321	LOC6549891|XP_001977368.1|DERE	LOC118504681|XP_035895387.1|ASTE
OG0006322	LOC6549822|XP_001977345.1|DERE	LOC118504222|XP_035894330.1|ASTE
OG0006323	LOC6550692|XP_001978017.1|DERE	LOC118513798|XP_035915882.1|ASTE
OG0006324	LOC6555580|XP_015008728.1|DERE	LOC118507445|XP_035901827.1|ASTE
OG0006325	LOC6553469|XP_001979369.1|DERE	LOC118517412|XP_035919406.1|ASTE
OG0006326	LOC6544340|XP_001973083.1|DERE	LOC118511347|XP_035910194.1|ASTE
OG0006327	LOC6554906|XP_001981591.1|DERE	LOC118506801|XP_035900327.1|ASTE
OG0006328	LOC6554877|XP_026832888.1|DERE	LOC118507483|XP_035901893.1|ASTE
OG0006329	LOC6551072|XP_001978293.1|DERE	LOC118510450|XP_035908151.1|ASTE
OG0006330	LOC6554270|XP_001981900.1|DERE	LOC118503718|XP_035893188.1|ASTE
OG0006331	LOC6550138|XP_001977535.2|DERE	LOC118513859|XP_035916053.1|ASTE
OG0006332	LOC6551044|XP_001978311.1|DERE	LOC118503712|XP_035893172.1|ASTE
OG0006333	LOC6551022|XP_001978257.3|DERE	LOC118503693|XP_035893136.1|ASTE
OG0006334	LOC6551645|XP_026838252.1|DERE	LOC118517385|XP_035919323.1|ASTE
OG0006335	LOC6554778|XP_001982181.1|DERE	LOC118502675|XP_035891063.1|ASTE
OG0006336	LOC6551396|XP_001977208.1|DERE	LOC118504232|XP_035894349.1|ASTE
OG0006337	LOC6551697|XP_026838745.1|DERE	LOC118505047|XP_035896206.1|ASTE
OG0006338	LOC6552137|XP_001978819.1|DERE	LOC118502836|XP_035891410.1|ASTE
OG0006339	LOC6550600|XP_026837497.1|DERE	LOC118507704|XP_035902474.1|ASTE
OG0006340	LOC6550367|XP_001977864.1|DERE	LOC118508045|XP_035903356.1|ASTE
OG0006341	LOC6551721|XP_026838462.1|DERE	LOC118507857|XP_035902911.1|ASTE
OG0006342	LOC6551722|XP_026838510.1|DERE	LOC118507633|XP_035902254.1|ASTE
OG0006343	LOC6551723|XP_001977302.1|DERE	LOC118507617|XP_035902230.1|ASTE
OG0006345	LOC6555136|XP_026839797.1|DERE	LOC118517395|XP_035919350.1|ASTE
OG0006346	LOC6554950|XP_001981371.1|DERE	LOC118503271|XP_035892238.1|ASTE
OG0006347	LOC6554947|XP_015009291.1|DERE	LOC118517425|XP_035919432.1|ASTE
OG0006348	LOC6550773|XP_001976755.1|DERE	LOC118517504|XP_035919612.1|ASTE
OG0006349	LOC6555652|XP_026838289.1|DERE	LOC118515568|XP_035917933.1|ASTE
OG0006350	LOC6554591|XP_001981326.1|DERE	LOC118506409|XP_035899382.1|ASTE
OG0006351	LOC6550453|XP_026837555.1|DERE	LOC118506099|XP_035898681.1|ASTE
OG0006352	LOC6549053|XP_001975575.1|DERE	LOC118517499|XP_035919603.1|ASTE
OG0006353	LOC6554220|XP_001981237.1|DERE	LOC118517471|XP_035919536.1|ASTE
OG0006354	LOC6554797|XP_001982228.1|DERE	LOC118517473|XP_035919538.1|ASTE
OG0006355	LOC6549790|XP_001977313.2|DERE	LOC118515758|XP_035917952.1|ASTE
OG0006356	LOC6555615|XP_001982594.1|DERE	LOC118512389|XP_035912654.1|ASTE
OG0006357	LOC6550194|XP_026838004.1|DERE	LOC118507457|XP_035901844.1|ASTE
OG0006358	LOC6545678|XP_001971169.3|DERE	LOC118503964|XP_035893773.1|ASTE
OG0006359	LOC6553037|XP_001980042.1|DERE	LOC118503952|XP_035893734.1|ASTE
OG0006360	LOC6551331|XP_015011354.1|DERE	LOC118503959|XP_035893747.1|ASTE
OG0006361	LOC6553180|XP_026836001.1|DERE	LOC118506852|XP_035900474.1|ASTE
OG0006362	LOC6555761|XP_026838041.1|DERE	LOC118507805|XP_035902761.1|ASTE
OG0006364	LOC6541112|XP_001969765.2|DERE	LOC118502910|XP_035891526.1|ASTE
OG0006365	LOC6549824|XP_001978629.1|DERE	LOC118504883|XP_035895836.1|ASTE
OG0006366	LOC6549786|XP_026837971.1|DERE	LOC118504856|XP_035895775.1|ASTE
OG0006367	LOC6549811|XP_026838476.1|DERE	LOC118503247|XP_035892163.1|ASTE
OG0006368	LOC6555227|XP_026839557.1|DERE	LOC118502632|XP_035890929.1|ASTE
OG0006369	LOC6555224|XP_015009096.1|DERE	LOC118502358|XP_035890460.1|ASTE
OG0006370	LOC6550128|XP_001977709.1|DERE	LOC118506825|XP_035900414.1|ASTE
OG0006371	LOC6555126|XP_001981145.1|DERE	LOC118506397|XP_035899346.1|ASTE
OG0006372	LOC6555082|XP_001981598.1|DERE	LOC118517375|XP_035919287.1|ASTE
OG0006373	LOC6549708|XP_015011090.1|DERE	LOC118506611|XP_035899874.1|ASTE
OG0006374	LOC6551735|XP_026837370.1|DERE	LOC118517361|XP_035919271.1|ASTE
OG0006375	LOC6550798|XP_001978089.1|DERE	LOC118510430|XP_035908102.1|ASTE
OG0006376	LOC6549812|XP_001977335.1|DERE	LOC118504443|XP_035894817.1|ASTE
OG0006377	LOC6550238|XP_001977689.1|DERE	LOC118507989|XP_035903253.1|ASTE
OG0006378	LOC6554535|XP_001981320.3|DERE	LOC118504822|XP_035895724.1|ASTE
OG0006379	LOC6550645|XP_026838075.1|DERE	LOC118503456|XP_035892624.1|ASTE
OG0006380	LOC6550920|XP_001976887.1|DERE	LOC118510639|XP_035909033.1|ASTE
OG0006381	LOC6550224|XP_001978192.1|DERE	LOC118511686|XP_035910961.1|ASTE
OG0006382	LOC6551001|XP_001978317.1|DERE	LOC118504146|XP_035894142.1|ASTE
OG0006383	LOC6551074|XP_026837459.1|DERE	LOC118504051|XP_035893961.1|ASTE
OG0006384	LOC6551075|XP_001978296.1|DERE	LOC118504168|XP_035894205.1|ASTE
OG0006385	LOC6554795|XP_001982226.1|DERE	LOC118504375|XP_035894675.1|ASTE
OG0006386	LOC6543041|XP_001970051.1|DERE	LOC118506337|XP_035899210.1|ASTE
OG0006387	LOC6555290|XP_001981206.1|DERE	LOC118505050|XP_035896220.1|ASTE
OG0006388	LOC6551643|XP_026838250.1|DERE	LOC118510413|XP_035908075.1|ASTE
OG0006389	LOC6551644|XP_001978491.1|DERE	LOC118510610|XP_035908520.1|ASTE
OG0006392	LOC6550965|XP_001976994.1|DERE	LOC118517606|XP_035919796.1|ASTE
OG0006393	LOC6541387|XP_001969043.1|DERE	LOC118508111|XP_035903498.1|ASTE
OG0006394	LOC6552240|XP_001979752.1|DERE	LOC118504551|XP_035895052.1|ASTE
OG0006395	LOC6552495|XP_001980850.1|DERE	LOC118502664|XP_035891020.1|ASTE
OG0006396	LOC6550502|XP_001977817.1|DERE	LOC118511965|XP_035911590.1|ASTE
OG0006397	LOC6550885|XP_001976832.1|DERE	LOC118506471|XP_035899541.1|ASTE
OG0006398	LOC6551287|XP_001978431.1|DERE	LOC118506474|XP_035899543.1|ASTE
OG0006399	LOC6550829|XP_001978087.3|DERE	LOC118506487|XP_035899563.1|ASTE
OG0006400	LOC6550797|XP_001978088.1|DERE	LOC118506480|XP_035899554.1|ASTE
OG0006401	LOC6545271|XP_001973268.2|DERE	LOC118506485|XP_035899558.1|ASTE
OG0006402	LOC6553558|XP_001979338.1|DERE	LOC118506490|XP_035899571.1|ASTE
OG0006403	LOC6553513|XP_001979344.2|DERE	LOC118506495|XP_035899582.1|ASTE
OG0006404	LOC6554040|XP_001980513.3|DERE	LOC118504738|XP_035895509.1|ASTE
OG0006405	LOC6544956|XP_026833574.1|DERE	LOC118504756|XP_035895571.1|ASTE
OG0006406	LOC6555038|XP_001981409.1|DERE	LOC118504526|XP_035894961.1|ASTE
OG0006407	LOC6549715|XP_001977406.1|DERE	LOC118510640|XP_035908611.1|ASTE
OG0006408	LOC6550365|XP_001977862.1|DERE	LOC118517137|XP_035918891.1|ASTE, LOC118509591|XP_035906264.1|ASTE
OG0006409	LOC6551256|XP_026838799.1|DERE	LOC118514938|XP_035917699.1|ASTE
OG0006410	LOC6549671|XP_001977457.1|DERE	LOC118504555|XP_035895060.1|ASTE
OG0006411	LOC6551299|XP_001978398.1|DERE	LOC118504554|XP_035895059.1|ASTE
OG0006412	LOC6555399|XP_001981649.1|DERE	LOC118504559|XP_035895062.1|ASTE
OG0006413	LOC6555240|XP_015009012.1|DERE	LOC118504560|XP_035895063.1|ASTE
OG0006414	LOC6552444|XP_026839891.1|DERE	LOC118503904|XP_035893588.1|ASTE
OG0006415	LOC6551447|XP_026838455.1|DERE	LOC118517518|XP_035919637.1|ASTE
OG0006416	LOC6551684|XP_001978533.1|DERE	LOC118506133|XP_035898763.1|ASTE
OG0006417	LOC113564137|XP_026835271.1|DERE, LOC6541382|XP_001968495.1|DERE	LOC118508088|XP_035903460.1|ASTE
OG0006418	LOC6550039|XP_026838027.1|DERE	LOC118510489|XP_035908272.1|ASTE
OG0006419	LOC6554720|XP_001981082.1|DERE	LOC118505602|XP_035897523.1|ASTE, LOC118516563|XP_035918418.1|ASTE
OG0006420	LOC6554244|XP_001982093.1|DERE	LOC118508289|XP_035903826.1|ASTE
OG0006421	LOC6540797|XP_026834411.1|DERE	LOC118508288|XP_035903823.1|ASTE
OG0006422	LOC6540802|XP_001968840.1|DERE	LOC118505561|XP_035897405.1|ASTE
OG0006423	LOC6555210|XP_026831906.1|DERE	LOC118505574|XP_035897423.1|ASTE
OG0006424	LOC6555183|XP_001982281.1|DERE	LOC118505580|XP_035897430.1|ASTE
OG0006425	LOC6555212|XP_001982284.2|DERE	LOC118505573|XP_035897422.1|ASTE
OG0006426	LOC6555213|XP_001982285.1|DERE	LOC118505572|XP_035897421.1|ASTE
OG0006427	LOC6554448|XP_001981516.1|DERE	LOC118505583|XP_035897437.1|ASTE
OG0006429	LOC6555005|XP_026831781.1|DERE	LOC118502684|XP_035891087.1|ASTE
OG0006430	LOC6546055|XP_001973508.1|DERE	LOC118506468|XP_035899536.1|ASTE
OG0006431	LOC6554335|XP_001981299.1|DERE	LOC118508445|XP_035904128.1|ASTE
OG0006432	LOC6553897|XP_001979570.1|DERE	LOC118502922|XP_035891550.1|ASTE
OG0006433	LOC6555313|XP_001982086.1|DERE	LOC118506376|XP_035899295.1|ASTE
OG0006434	LOC6541740|XP_001969438.1|DERE	LOC118506154|XP_035898815.1|ASTE
OG0006435	LOC6554641|XP_026832488.1|DERE	LOC118506805|XP_035900345.1|ASTE
OG0006436	LOC6550029|XP_001977495.1|DERE	LOC118502864|XP_035891465.1|ASTE
OG0006437	LOC6551021|XP_015011320.2|DERE	LOC118502874|XP_035891477.1|ASTE
OG0006438	LOC6540796|XP_001968171.1|DERE	LOC118508305|XP_035903855.1|ASTE
OG0006439	LOC6552537|XP_001979851.1|DERE	LOC118507792|XP_035902725.1|ASTE
OG0006440	LOC6552654|XP_001979853.1|DERE	LOC118507791|XP_035902722.1|ASTE
OG0006441	LOC6552703|XP_001979022.1|DERE	LOC118507556|XP_035902037.1|ASTE
OG0006442	LOC6554495|XP_001981940.1|DERE	LOC118507550|XP_035902024.1|ASTE
OG0006443	LOC6553182|XP_001979101.1|DERE	LOC118502544|XP_035890713.1|ASTE
OG0006444	LOC6554228|XP_001981245.1|DERE	LOC118504473|XP_035894879.1|ASTE
OG0006445	LOC6555522|XP_001982428.1|DERE	LOC118504993|XP_035896064.1|ASTE
OG0006446	LOC6555480|XP_001981856.2|DERE	LOC118504988|XP_035896049.1|ASTE
OG0006447	LOC6555337|XP_026839865.1|DERE	LOC118504990|XP_035896056.1|ASTE
OG0006448	LOC6555110|XP_026832894.1|DERE	LOC118505446|XP_035897137.1|ASTE
OG0006449	LOC6555017|XP_026831434.1|DERE	LOC118505447|XP_035897138.1|ASTE
OG0006450	LOC6549636|XP_001974442.1|DERE	LOC118506816|XP_035900396.1|ASTE
OG0006451	LOC6549855|XP_026838521.1|DERE	LOC118502838|XP_035891409.1|ASTE
OG0006452	LOC6555442|XP_001981886.1|DERE	LOC118502884|XP_035891496.1|ASTE
OG0006453	LOC6546445|XP_001972931.1|DERE	LOC118504531|XP_035894969.1|ASTE
OG0006454	LOC6555748|XP_001982451.2|DERE	LOC118506899|XP_035900572.1|ASTE
OG0006455	LOC6552087|XP_026831867.1|DERE	LOC118504275|XP_035894405.1|ASTE
OG0006456	LOC6552091|XP_001978802.1|DERE	LOC118508011|XP_035903288.1|ASTE
OG0006457	LOC6553581|XP_001980277.1|DERE	LOC118507470|XP_035901865.1|ASTE
OG0006458	LOC6542507|XP_001969419.1|DERE	LOC118506382|XP_035899307.1|ASTE
OG0006459	LOC6555121|XP_026834510.1|DERE	LOC118504434|XP_035894768.1|ASTE
OG0006460	LOC6554352|XP_001982050.1|DERE	LOC118504480|XP_035894890.1|ASTE
OG0006461	LOC6553421|XP_001979319.1|DERE	LOC118503572|XP_035892899.1|ASTE
OG0006462	LOC6554172|XP_001982114.2|DERE	LOC118507534|XP_035901999.1|ASTE
OG0006463	LOC6553155|XP_001980063.2|DERE	LOC118507530|XP_035901988.1|ASTE
OG0006464	LOC6546072|XP_026833267.1|DERE	LOC118505689|XP_035897721.1|ASTE
OG0006465	LOC6555555|XP_001982580.1|DERE	LOC118504670|XP_035895353.1|ASTE
OG0006466	LOC6549991|XP_001976733.1|DERE	LOC118504665|XP_035895340.1|ASTE
OG0006467	LOC6551790|XP_001979615.1|DERE	LOC118502853|XP_035891450.1|ASTE
