Orthogroup	DERE.longest_only	CCAP.longest_only
OG0006868	LOC6546666|XP_001974578.1|DERE	CCAP1982_LOCUS22611|CAD7014620.1|CCAP, CCAP1982_LOCUS22610|CAD7014619.1|CCAP
OG0006869	LOC6549520|XP_026835829.1|DERE	CCAP1982_LOCUS21592|CAD7013533.1|CCAP
OG0006870	LOC6547349|XP_001976182.3|DERE	CCAP1982_LOCUS23310|CAD7015365.1|CCAP, CCAP1982_LOCUS23311|CAD7015366.1|CCAP
OG0006871	LOC6541868|XP_001970510.1|DERE	CCAP1982_LOCUS22386|CAD7014392.1|CCAP
OG0006872	LOC6542038|XP_001970591.1|DERE	CCAP1982_LOCUS21203|CAD7013131.1|CCAP
OG0006873	LOC6547928|XP_015012228.1|DERE	CCAP1982_LOCUS22163|CAD7014157.1|CCAP
OG0006874	LOC26526761|XP_026838671.1|DERE	CCAP1982_LOCUS5573|CAD6996900.1|CCAP
OG0006875	LOC6549233|XP_001974358.1|DERE	CCAP1982_LOCUS8282|CAD6999759.1|CCAP
OG0006876	LOC6547952|XP_026837034.1|DERE	CCAP1982_LOCUS20496|CAD7012409.1|CCAP
OG0006877	LOC26526950|XP_015015582.1|DERE	CCAP1982_LOCUS21126|CAD7013044.1|CCAP
OG0006878	LOC6540673|XP_026834135.1|DERE	CCAP1982_LOCUS5602|CAD6996932.1|CCAP
OG0006879	LOC6548494|XP_026836247.1|DERE	CCAP1982_LOCUS21394|CAD7013324.1|CCAP
OG0006880	LOC6543080|XP_001969033.1|DERE	CCAP1982_LOCUS6974|CAD6998374.1|CCAP
OG0006881	LOC6540632|XP_015015092.1|DERE	CCAP1982_LOCUS5325|CAD6996641.1|CCAP
OG0006882	LOC6547555|XP_001976176.1|DERE	CCAP1982_LOCUS23304|CAD7015359.1|CCAP
OG0006883	LOC6548600|XP_001973945.1|DERE	CCAP1982_LOCUS6145|CAD6997506.1|CCAP
OG0006884	LOC113564054|XP_026834233.1|DERE	CCAP1982_LOCUS5398|CAD6996715.1|CCAP
OG0006885	LOC6541525|XP_015014899.1|DERE	CCAP1982_LOCUS7946|CAD6999421.1|CCAP
OG0006886	LOC6554560|XP_001982164.1|DERE	CCAP1982_LOCUS4026|CAD6995307.1|CCAP
OG0006888	LOC6541730|XP_001969478.1|DERE	CCAP1982_LOCUS5625|CAD6996958.1|CCAP
OG0006890	LOC6543523|XP_001968723.1|DERE	CCAP1982_LOCUS7413|CAD6998865.1|CCAP
OG0006891	LOC6543304|XP_001969787.1|DERE	CCAP1982_LOCUS7414|CAD6998866.1|CCAP
OG0006892	LOC6543219|XP_001968229.1|DERE	CCAP1982_LOCUS8684|CAD7000191.1|CCAP
OG0006893	LOC6540830|XP_001968135.1|DERE	CCAP1982_LOCUS8688|CAD7000195.1|CCAP
OG0006894	LOC6540849|XP_026835084.1|DERE	CCAP1982_LOCUS8689|CAD7000196.1|CCAP
OG0006896	LOC6542977|XP_001968999.1|DERE, LOC6556019|XP_001982881.1|DERE	CCAP1982_LOCUS6215|CAD6997576.1|CCAP
OG0006897	LOC6543004|XP_026835159.1|DERE	CCAP1982_LOCUS7852|CAD6999325.1|CCAP
OG0006898	LOC6549235|XP_026835901.1|DERE	CCAP1982_LOCUS7032|CAD6998432.1|CCAP
OG0006899	LOC6543090|XP_001968367.1|DERE	CCAP1982_LOCUS6975|CAD6998375.1|CCAP
OG0006900	LOC6551308|XP_001977096.1|DERE	CCAP1982_LOCUS7278|CAD6998721.1|CCAP
OG0006901	LOC6543189|XP_001968155.1|DERE	CCAP1982_LOCUS8472|CAD6999965.1|CCAP
OG0006903	LOC6554662|XP_001981342.3|DERE	CCAP1982_LOCUS2497|CAD6993691.1|CCAP
OG0006905	LOC6549637|XP_001974443.1|DERE	CCAP1982_LOCUS7299|CAD6998744.1|CCAP
OG0006906	LOC6549328|XP_001974333.1|DERE	CCAP1982_LOCUS7285|CAD6998730.1|CCAP
OG0006907	LOC6548699|XP_026837049.1|DERE	CCAP1982_LOCUS8331|CAD6999819.1|CCAP
OG0006908	LOC6542294|XP_001968933.1|DERE	CCAP1982_LOCUS5438|CAD6996759.1|CCAP
OG0006909	LOC6543396|XP_001969452.1|DERE	CCAP1982_LOCUS5631|CAD6996965.1|CCAP
OG0006910	LOC6540668|XP_001970306.1|DERE	CCAP1982_LOCUS5520|CAD6996844.1|CCAP
OG0006911	LOC6550446|XP_015011155.1|DERE	CCAP1982_LOCUS9322|CAD7000848.1|CCAP
OG0006912	LOC6549202|XP_001974241.1|DERE	CCAP1982_LOCUS5534|CAD6996858.1|CCAP
OG0006913	LOC6542749|XP_001970148.1|DERE	CCAP1982_LOCUS7868|CAD6999341.1|CCAP
OG0006914	LOC6544823|XP_001972659.1|DERE	CCAP1982_LOCUS13879|CAD7005519.1|CCAP
OG0006915	LOC6542512|XP_026835509.1|DERE	CCAP1982_LOCUS12890|CAD7004486.1|CCAP
OG0006916	LOC6542390|XP_001969609.1|DERE	CCAP1982_LOCUS6608|CAD6997992.1|CCAP
OG0006917	LOC6542173|XP_026834050.1|DERE	CCAP1982_LOCUS6276|CAD6997643.1|CCAP
OG0006918	LOC6543206|XP_001968989.1|DERE	CCAP1982_LOCUS6219|CAD6997580.1|CCAP
OG0006921	LOC6540897|XP_026835321.1|DERE	CCAP1982_LOCUS8766|CAD7000276.1|CCAP
OG0006922	LOC6541967|XP_001969630.1|DERE	CCAP1982_LOCUS5501|CAD6996828.1|CCAP, CCAP1982_LOCUS5502|CAD6996829.1|CCAP
OG0006923	LOC6542859|XP_001968623.1|DERE	CCAP1982_LOCUS8722|CAD7000230.1|CCAP
OG0006924	LOC6548269|XP_001973863.1|DERE	CCAP1982_LOCUS5568|CAD6996895.1|CCAP
OG0006925	LOC6554631|XP_026831514.1|DERE	CCAP1982_LOCUS2530|CAD6993732.1|CCAP
OG0006926	LOC6542079|XP_015015274.1|DERE	CCAP1982_LOCUS8948|CAD7000471.1|CCAP
OG0006927	LOC6542142|XP_001968415.1|DERE	CCAP1982_LOCUS8942|CAD7000465.1|CCAP
OG0006928	LOC6541684|XP_001968411.2|DERE	CCAP1982_LOCUS8939|CAD7000462.1|CCAP
OG0006929	LOC6542288|XP_001968115.1|DERE	CCAP1982_LOCUS8843|CAD7000361.1|CCAP
OG0006930	LOC6543475|XP_001968707.2|DERE	CCAP1982_LOCUS8846|CAD7000366.1|CCAP
OG0006932	LOC6543056|XP_001969461.1|DERE	CCAP1982_LOCUS5658|CAD6996997.1|CCAP
OG0006933	LOC6542526|XP_001969457.1|DERE	CCAP1982_LOCUS5646|CAD6996984.1|CCAP
OG0006934	LOC6551920|XP_026832032.1|DERE	CCAP1982_LOCUS4601|CAD6995900.1|CCAP
OG0006935	LOC6541397|XP_015015364.1|DERE	CCAP1982_LOCUS6277|CAD6997644.1|CCAP
OG0006936	LOC6540848|XP_026835108.1|DERE	CCAP1982_LOCUS8400|CAD6999890.1|CCAP
OG0006937	LOC6541319|XP_001969429.1|DERE	CCAP1982_LOCUS5709|CAD6997055.1|CCAP
OG0006938	LOC6542074|XP_001969363.1|DERE	CCAP1982_LOCUS5742|CAD6997089.1|CCAP
OG0006939	LOC6550925|XP_001976980.1|DERE	CCAP1982_LOCUS21452|CAD7013387.1|CCAP
OG0006940	LOC6542519|XP_001970156.2|DERE	CCAP1982_LOCUS8047|CAD6999523.1|CCAP
OG0006941	LOC6542041|XP_026835254.1|DERE	CCAP1982_LOCUS7072|CAD6998478.1|CCAP
OG0006942	LOC6547459|XP_026836815.1|DERE	CCAP1982_LOCUS22668|CAD7014684.1|CCAP
OG0006943	LOC6547630|XP_001976265.2|DERE	CCAP1982_LOCUS8610|CAD7000115.1|CCAP, CCAP1982_LOCUS8608|CAD7000113.1|CCAP
OG0006944	LOC6541703|XP_001968312.3|DERE	CCAP1982_LOCUS8104|CAD6999579.1|CCAP
OG0006945	LOC6549299|XP_001974373.1|DERE	CCAP1982_LOCUS6725|CAD6998111.1|CCAP
OG0006946	LOC6553570|XP_015009864.1|DERE	CCAP1982_LOCUS1984|CAD6993158.1|CCAP
OG0006947	LOC6541257|XP_001968926.1|DERE	CCAP1982_LOCUS5689|CAD6997030.1|CCAP
OG0006948	LOC6549112|XP_026836011.1|DERE	CCAP1982_LOCUS5700|CAD6997043.1|CCAP
OG0006949	LOC6541569|XP_001968677.1|DERE	CCAP1982_LOCUS7007|CAD6998407.1|CCAP
OG0006950	LOC6542353|XP_026835069.1|DERE	CCAP1982_LOCUS5453|CAD6996778.1|CCAP
OG0006951	LOC6540696|XP_015014542.1|DERE	CCAP1982_LOCUS5401|CAD6996721.1|CCAP
OG0006952	LOC6553680|XP_001980377.1|DERE	CCAP1982_LOCUS2929|CAD6994163.1|CCAP
OG0006953	LOC6543604|XP_001971390.1|DERE	CCAP1982_LOCUS11447|CAD7002984.1|CCAP
OG0006954	LOC6542458|XP_001969710.3|DERE	CCAP1982_LOCUS8264|CAD6999738.1|CCAP
OG0006955	LOC6553756|XP_001979416.1|DERE	CCAP1982_LOCUS3183|CAD6994432.1|CCAP
OG0006956	LOC6542127|XP_001968517.2|DERE	CCAP1982_LOCUS7877|CAD6999350.1|CCAP
OG0006957	LOC6542322|XP_001969576.1|DERE	CCAP1982_LOCUS5533|CAD6996857.1|CCAP
OG0006958	LOC6548209|XP_001976488.1|DERE	CCAP1982_LOCUS21120|CAD7013036.1|CCAP
OG0006959	LOC6545235|XP_026833314.1|DERE	CCAP1982_LOCUS14815|CAD7006498.1|CCAP
OG0006960	LOC6540968|XP_001970295.1|DERE	CCAP1982_LOCUS5523|CAD6996847.1|CCAP
OG0006961	LOC6549254|XP_026836452.1|DERE	CCAP1982_LOCUS7652|CAD6999107.1|CCAP
OG0006962	LOC6541369|XP_001968483.1|DERE	CCAP1982_LOCUS6387|CAD6997756.1|CCAP
OG0006964	LOC6541663|XP_026835047.1|DERE	CCAP1982_LOCUS5407|CAD6996727.1|CCAP
OG0006965	LOC6549173|XP_001974362.2|DERE	CCAP1982_LOCUS8795|CAD7000309.1|CCAP
OG0006966	LOC6549040|XP_001974159.1|DERE	CCAP1982_LOCUS6898|CAD6998289.1|CCAP
OG0006967	LOC6547092|XP_001974931.1|DERE	CCAP1982_LOCUS21717|CAD7013674.1|CCAP
OG0006968	LOC6546938|XP_001976047.1|DERE	CCAP1982_LOCUS21444|CAD7013379.1|CCAP
OG0006969	LOC6543778|XP_001972313.1|DERE	CCAP1982_LOCUS11003|CAD7002514.1|CCAP
OG0006970	LOC6554355|XP_001981530.1|DERE	CCAP1982_LOCUS2702|CAD6993910.1|CCAP
OG0006971	LOC6542999|XP_001968251.1|DERE	CCAP1982_LOCUS7040|CAD6998441.1|CCAP
OG0006972	LOC6541548|XP_015014906.1|DERE	CCAP1982_LOCUS5634|CAD6996968.1|CCAP
OG0006973	LOC6542495|XP_001968110.2|DERE	CCAP1982_LOCUS6676|CAD6998062.1|CCAP
OG0006975	LOC6540727|XP_001968763.1|DERE	CCAP1982_LOCUS8458|CAD6999950.1|CCAP
OG0006976	LOC6540742|XP_001968842.2|DERE	CCAP1982_LOCUS7752|CAD6999218.1|CCAP
OG0006979	LOC6540811|XP_026834218.1|DERE	CCAP1982_LOCUS6941|CAD6998337.1|CCAP
OG0006980	LOC6541273|XP_026834227.1|DERE	CCAP1982_LOCUS5413|CAD6996733.1|CCAP
OG0006981	LOC6542842|XP_026834030.1|DERE	CCAP1982_LOCUS6234|CAD6997598.1|CCAP
OG0006982	LOC6548862|XP_001974050.1|DERE	CCAP1982_LOCUS7781|CAD6999250.1|CCAP
OG0006983	LOC6542314|XP_001968116.2|DERE	CCAP1982_LOCUS6675|CAD6998061.1|CCAP
OG0006984	LOC6547505|XP_026836975.1|DERE	CCAP1982_LOCUS8106|CAD6999582.1|CCAP
OG0006985	LOC6541706|XP_001970252.1|DERE	CCAP1982_LOCUS8029|CAD6999505.1|CCAP
OG0006986	LOC6543511|XP_001968709.1|DERE	CCAP1982_LOCUS7055|CAD6998458.1|CCAP
OG0006987	LOC6543344|XP_001970728.1|DERE	CCAP1982_LOCUS22644|CAD7014656.1|CCAP
OG0006988	LOC6549301|XP_001974375.1|DERE	CCAP1982_LOCUS8265|CAD6999739.1|CCAP
OG0006989	LOC6543000|XP_001969716.2|DERE	CCAP1982_LOCUS7610|CAD6999064.1|CCAP
OG0006991	LOC6555122|XP_001981043.1|DERE	CCAP1982_LOCUS5132|CAD6996463.1|CCAP
OG0006992	LOC6540725|XP_015015324.1|DERE	CCAP1982_LOCUS7789|CAD6999259.1|CCAP
OG0006993	LOC6549219|XP_026836905.1|DERE	CCAP1982_LOCUS7044|CAD6998446.1|CCAP, CCAP1982_LOCUS7045|CAD6998447.1|CCAP
OG0006994	LOC6542784|XP_001970239.1|DERE	CCAP1982_LOCUS8388|CAD6999879.1|CCAP
OG0006995	LOC6541871|XP_001969635.1|DERE	CCAP1982_LOCUS5690|CAD6997031.1|CCAP
OG0006996	LOC6541156|XP_026835004.1|DERE	CCAP1982_LOCUS6107|CAD6997464.1|CCAP
OG0006997	LOC6542971|XP_001970381.1|DERE	CCAP1982_LOCUS22555|CAD7014554.1|CCAP
OG0006998	LOC6555322|XP_001981883.1|DERE	CCAP1982_LOCUS8778|CAD7000288.1|CCAP
OG0006999	LOC6542160|XP_001968317.1|DERE	CCAP1982_LOCUS23139|CAD7015188.1|CCAP
OG0007000	LOC6543427|XP_001968164.2|DERE	CCAP1982_LOCUS7504|CAD6998957.1|CCAP
OG0007002	LOC6549490|XP_026836964.1|DERE	CCAP1982_LOCUS5776|CAD6997131.1|CCAP
OG0007003	LOC6549169|XP_015012384.1|DERE	CCAP1982_LOCUS21089|CAD7012999.1|CCAP
OG0007004	LOC6543152|XP_026834587.1|DERE	CCAP1982_LOCUS8615|CAD7000122.1|CCAP
OG0007005	LOC6549256|XP_026836451.1|DERE	CCAP1982_LOCUS7656|CAD6999111.1|CCAP
OG0007006	LOC6543530|XP_026834765.1|DERE	CCAP1982_LOCUS5395|CAD6996712.1|CCAP
OG0007007	LOC6542820|XP_001969475.1|DERE	CCAP1982_LOCUS5618|CAD6996950.1|CCAP
OG0007008	LOC6541792|XP_001968667.1|DERE	CCAP1982_LOCUS8437|CAD6999924.1|CCAP
OG0007009	LOC6542400|XP_001969460.1|DERE	CCAP1982_LOCUS5645|CAD6996983.1|CCAP
OG0007010	LOC6549294|XP_015012076.1|DERE	CCAP1982_LOCUS8665|CAD7000173.1|CCAP
OG0007011	LOC6552521|XP_026839792.1|DERE	CCAP1982_LOCUS6463|CAD6997839.1|CCAP
OG0007012	LOC6540804|XP_001968729.1|DERE	CCAP1982_LOCUS7841|CAD6999314.1|CCAP
OG0007015	LOC113563684|XP_026835629.1|DERE, LOC6542029|XP_015015167.1|DERE	CCAP1982_LOCUS5400|CAD6996719.1|CCAP
OG0007016	LOC6541920|XP_026834324.1|DERE	CCAP1982_LOCUS5545|CAD6996872.1|CCAP
OG0007019	LOC6548607|XP_026838672.1|DERE	CCAP1982_LOCUS6166|CAD6997527.1|CCAP
OG0007020	LOC6548874|XP_026839457.1|DERE	CCAP1982_LOCUS9090|CAD7000616.1|CCAP, CCAP1982_LOCUS9091|CAD7000617.1|CCAP
OG0007021	LOC6542718|XP_001968218.1|DERE	CCAP1982_LOCUS7488|CAD6998942.1|CCAP
OG0007022	LOC6541224|XP_001968622.1|DERE	CCAP1982_LOCUS8723|CAD7000231.1|CCAP
OG0007023	LOC6543017|XP_026834898.1|DERE	CCAP1982_LOCUS13964|CAD7005605.1|CCAP
OG0007024	LOC6551960|XP_001979686.1|DERE	CCAP1982_LOCUS650|CAD6991738.1|CCAP
OG0007026	LOC6540779|XP_001968173.1|DERE	CCAP1982_LOCUS6944|CAD6998342.1|CCAP
OG0007027	LOC6540985|XP_001968516.1|DERE	CCAP1982_LOCUS7358|CAD6998809.1|CCAP
OG0007028	LOC6543319|XP_026835323.1|DERE	CCAP1982_LOCUS7384|CAD6998835.1|CCAP
OG0007029	LOC6547634|XP_001976269.1|DERE	CCAP1982_LOCUS8603|CAD7000105.1|CCAP
OG0007031	LOC6542847|XP_026838612.1|DERE	CCAP1982_LOCUS5857|CAD6997222.1|CCAP, CCAP1982_LOCUS5866|CAD6997232.1|CCAP
OG0007032	LOC6544062|XP_001973691.1|DERE	CCAP1982_LOCUS21398|CAD7013329.1|CCAP
OG0007033	LOC6540653|XP_026834098.1|DERE	CCAP1982_LOCUS6554|CAD6997936.1|CCAP
OG0007034	LOC6543127|XP_001968457.1|DERE	CCAP1982_LOCUS8181|CAD6999651.1|CCAP
OG0007035	LOC6551133|XP_001978247.1|DERE	CCAP1982_LOCUS23410|CAD7015470.1|CCAP
OG0007037	LOC6555114|XP_001982256.1|DERE	CCAP1982_LOCUS3270|CAD6994526.1|CCAP
OG0007038	LOC6547404|XP_026836022.1|DERE	CCAP1982_LOCUS7155|CAD6998576.1|CCAP
OG0007040	LOC6542751|XP_001969740.1|DERE	CCAP1982_LOCUS8336|CAD6999824.1|CCAP
OG0007041	LOC6548790|XP_026839452.1|DERE	CCAP1982_LOCUS6403|CAD6997778.1|CCAP
OG0007042	LOC6541957|XP_015015018.1|DERE	CCAP1982_LOCUS5381|CAD6996697.1|CCAP
OG0007043	LOC6552203|XP_026832394.1|DERE	CCAP1982_LOCUS4565|CAD6995864.1|CCAP
OG0007045	LOC6553934|XP_001979485.1|DERE	CCAP1982_LOCUS99|CAD6991159.1|CCAP
OG0007046	LOC6552373|XP_001978884.1|DERE	CCAP1982_LOCUS4323|CAD6995617.1|CCAP
OG0007047	LOC6540606|XP_001968773.1|DERE	CCAP1982_LOCUS8507|CAD7000001.1|CCAP
OG0007048	LOC6542319|XP_026834521.1|DERE	CCAP1982_LOCUS8594|CAD7000096.1|CCAP
OG0007049	LOC6541856|XP_001968668.1|DERE	CCAP1982_LOCUS9153|CAD7000679.1|CCAP
OG0007050	LOC6543292|XP_001970149.1|DERE	CCAP1982_LOCUS8068|CAD6999548.1|CCAP
OG0007051	LOC6541381|XP_026835086.1|DERE	CCAP1982_LOCUS8732|CAD7000240.1|CCAP
OG0007053	LOC6552892|XP_001980000.1|DERE	CCAP1982_LOCUS4789|CAD6996083.1|CCAP
OG0007054	LOC6548404|XP_001976670.1|DERE	CCAP1982_LOCUS21443|CAD7013378.1|CCAP
OG0007055	LOC6548530|XP_015011712.1|DERE	CCAP1982_LOCUS22840|CAD7014876.1|CCAP
OG0007056	LOC26526422|XP_015014275.1|DERE	CCAP1982_LOCUS12881|CAD7004476.1|CCAP
OG0007059	LOC6541479|XP_001970194.1|DERE	CCAP1982_LOCUS8284|CAD6999761.1|CCAP
OG0007060	LOC6541295|XP_001970191.2|DERE	CCAP1982_LOCUS8288|CAD6999765.1|CCAP
OG0007061	LOC6541203|XP_026835030.1|DERE	CCAP1982_LOCUS8289|CAD6999766.1|CCAP
OG0007062	LOC6540955|XP_001968142.1|DERE	CCAP1982_LOCUS7441|CAD6998894.1|CCAP
OG0007063	LOC6540694|XP_001970305.1|DERE	CCAP1982_LOCUS5521|CAD6996845.1|CCAP
OG0007064	LOC6541042|XP_001970353.1|DERE	CCAP1982_LOCUS21728|CAD7013687.1|CCAP
OG0007065	LOC6546165|XP_001972862.1|DERE	CCAP1982_LOCUS8842|CAD7000360.1|CCAP
OG0007066	LOC6546063|XP_001972804.1|DERE	CCAP1982_LOCUS13819|CAD7005459.1|CCAP
OG0007067	LOC6543285|XP_001969903.1|DERE	CCAP1982_LOCUS7438|CAD6998891.1|CCAP
OG0007068	LOC6541522|XP_001969373.1|DERE	CCAP1982_LOCUS6290|CAD6997660.1|CCAP
OG0007070	LOC6546724|XP_001975877.1|DERE	CCAP1982_LOCUS21250|CAD7013179.1|CCAP
OG0007071	LOC6548616|XP_001976702.1|DERE	CCAP1982_LOCUS22928|CAD7014968.1|CCAP
OG0007073	LOC6542022|XP_001968665.1|DERE	CCAP1982_LOCUS8062|CAD6999541.1|CCAP
OG0007074	LOC6548385|XP_001976466.1|DERE	CCAP1982_LOCUS20176|CAD7012076.1|CCAP
OG0007075	LOC6541377|XP_015015190.1|DERE	CCAP1982_LOCUS8114|CAD6999590.1|CCAP
OG0007076	LOC6549414|XP_001975647.1|DERE	CCAP1982_LOCUS22136|CAD7014131.1|CCAP
OG0007077	LOC6542658|XP_001969919.1|DERE	CCAP1982_LOCUS7920|CAD6999394.1|CCAP
OG0007078	LOC6542464|XP_001968513.2|DERE	CCAP1982_LOCUS7354|CAD6998803.1|CCAP
OG0007079	LOC6541486|XP_001968512.1|DERE	CCAP1982_LOCUS7353|CAD6998799.1|CCAP
OG0007080	LOC6542128|XP_026835046.1|DERE	CCAP1982_LOCUS6393|CAD6997763.1|CCAP
OG0007081	LOC6540950|XP_001970020.1|DERE	CCAP1982_LOCUS5561|CAD6996887.1|CCAP
OG0007082	LOC6542327|XP_001968117.2|DERE	CCAP1982_LOCUS6673|CAD6998057.1|CCAP
OG0007083	LOC6541542|XP_001969757.1|DERE	CCAP1982_LOCUS6906|CAD6998297.1|CCAP
OG0007086	LOC6541466|XP_001969044.1|DERE	CCAP1982_LOCUS8255|CAD6999729.1|CCAP
OG0007087	LOC6545999|XP_001972811.2|DERE	CCAP1982_LOCUS6897|CAD6998288.1|CCAP
OG0007088	LOC6549038|XP_015011979.1|DERE	CCAP1982_LOCUS6895|CAD6998286.1|CCAP
OG0007089	LOC6542813|XP_001968214.1|DERE	CCAP1982_LOCUS7485|CAD6998938.1|CCAP
OG0007090	LOC6543141|XP_026835076.1|DERE	CCAP1982_LOCUS8235|CAD6999709.1|CCAP
OG0007091	LOC6541157|XP_001969030.1|DERE	CCAP1982_LOCUS6972|CAD6998372.1|CCAP
OG0007092	LOC6552173|XP_026835803.1|DERE	CCAP1982_LOCUS4644|CAD6995942.1|CCAP
OG0007093	LOC6542177|XP_001969332.1|DERE	CCAP1982_LOCUS10850|CAD7002356.1|CCAP
OG0007095	LOC6549650|XP_001974255.1|DERE	CCAP1982_LOCUS7737|CAD6999203.1|CCAP
OG0007096	LOC6549096|XP_015012037.1|DERE	CCAP1982_LOCUS5513|CAD6996840.1|CCAP
OG0007097	LOC6548953|XP_001974076.1|DERE	CCAP1982_LOCUS7965|CAD6999441.1|CCAP
OG0007098	LOC6548957|XP_026836772.1|DERE	CCAP1982_LOCUS7969|CAD6999445.1|CCAP
OG0007099	LOC6553739|XP_001980325.1|DERE	CCAP1982_LOCUS2724|CAD6993938.1|CCAP
OG0007100	LOC6540861|XP_026834539.1|DERE	CCAP1982_LOCUS7691|CAD6999152.1|CCAP
OG0007102	LOC6542867|XP_001968128.2|DERE	CCAP1982_LOCUS6630|CAD6998013.1|CCAP, CCAP1982_LOCUS6634|CAD6998017.1|CCAP, CCAP1982_LOCUS6637|CAD6998020.1|CCAP
OG0007103	LOC6542633|XP_001969357.1|DERE	CCAP1982_LOCUS6721|CAD6998107.1|CCAP
OG0007104	LOC6542164|XP_001969883.1|DERE	CCAP1982_LOCUS5635|CAD6996970.1|CCAP
OG0007105	LOC6542444|XP_001969473.1|DERE	CCAP1982_LOCUS5711|CAD6997057.1|CCAP
OG0007106	LOC6543253|XP_001968205.1|DERE	CCAP1982_LOCUS7479|CAD6998932.1|CCAP
OG0007107	LOC6541981|XP_015015266.1|DERE	CCAP1982_LOCUS8486|CAD6999982.1|CCAP
OG0007109	LOC6549342|XP_001974322.1|DERE	CCAP1982_LOCUS8807|CAD7000324.1|CCAP
OG0007110	LOC6541338|XP_026835586.1|DERE	CCAP1982_LOCUS8571|CAD7000070.1|CCAP
OG0007111	LOC6542437|XP_015014839.1|DERE	CCAP1982_LOCUS7393|CAD6998844.1|CCAP
OG0007112	LOC6543053|XP_001968165.1|DERE	CCAP1982_LOCUS7501|CAD6998954.1|CCAP
OG0007113	LOC6554264|XP_001981894.1|DERE	CCAP1982_LOCUS2444|CAD6993634.1|CCAP
OG0007114	LOC6541328|XP_001969779.1|DERE	CCAP1982_LOCUS8259|CAD6999733.1|CCAP
OG0007115	LOC6541959|XP_001969711.1|DERE	CCAP1982_LOCUS8261|CAD6999735.1|CCAP
OG0007116	LOC6543370|XP_026834245.1|DERE	CCAP1982_LOCUS8864|CAD7000388.1|CCAP
OG0007117	LOC6540834|XP_001968258.1|DERE	CCAP1982_LOCUS7696|CAD6999158.1|CCAP
OG0007118	LOC6543103|XP_001969833.1|DERE	CCAP1982_LOCUS8559|CAD7000055.1|CCAP
OG0007124	LOC6545244|XP_015013933.1|DERE	CCAP1982_LOCUS14438|CAD7006106.1|CCAP
OG0007125	LOC6544935|XP_026832510.1|DERE	CCAP1982_LOCUS13823|CAD7005463.1|CCAP
OG0007126	LOC6544520|XP_001973060.1|DERE	CCAP1982_LOCUS13816|CAD7005456.1|CCAP
OG0007127	LOC6545230|XP_001973464.1|DERE	CCAP1982_LOCUS14233|CAD7005893.1|CCAP
OG0007128	LOC6544933|XP_001972647.1|DERE	CCAP1982_LOCUS13827|CAD7005467.1|CCAP
OG0007129	LOC6544934|XP_001972648.1|DERE	CCAP1982_LOCUS13825|CAD7005465.1|CCAP
OG0007130	LOC6544737|XP_001973459.1|DERE	CCAP1982_LOCUS13965|CAD7005606.1|CCAP
OG0007131	LOC6544029|XP_001973710.1|DERE	CCAP1982_LOCUS11653|CAD7003191.1|CCAP
OG0007132	LOC6544285|XP_001973713.1|DERE	CCAP1982_LOCUS11686|CAD7003225.1|CCAP
OG0007133	LOC6544223|XP_001973039.1|DERE	CCAP1982_LOCUS13226|CAD7004840.1|CCAP
OG0007134	LOC6544859|XP_001973171.1|DERE	CCAP1982_LOCUS12053|CAD7003609.1|CCAP
OG0007135	LOC6544895|XP_001973183.1|DERE	CCAP1982_LOCUS11440|CAD7002977.1|CCAP
OG0007136	LOC6545856|XP_001973395.1|DERE	CCAP1982_LOCUS11814|CAD7003355.1|CCAP
OG0007142	LOC6545406|XP_001973375.1|DERE	CCAP1982_LOCUS14614|CAD7006291.1|CCAP
OG0007143	LOC6554534|XP_001981319.1|DERE	CCAP1982_LOCUS3194|CAD6994446.1|CCAP
OG0007144	LOC6552464|XP_026839542.1|DERE	CCAP1982_LOCUS241|CAD6991312.1|CCAP
OG0007145	LOC6554652|XP_001981976.1|DERE	CCAP1982_LOCUS430|CAD6991507.1|CCAP
OG0007146	LOC6554405|XP_001981701.1|DERE	CCAP1982_LOCUS433|CAD6991511.1|CCAP
OG0007149	LOC6541832|XP_026835278.1|DERE	CCAP1982_LOCUS22324|CAD7014327.1|CCAP
OG0007150	LOC6544028|XP_001973709.1|DERE	CCAP1982_LOCUS11655|CAD7003193.1|CCAP
OG0007151	LOC6545769|XP_001972181.1|DERE	CCAP1982_LOCUS11432|CAD7002968.1|CCAP
OG0007154	LOC6547996|XP_001975275.1|DERE	CCAP1982_LOCUS20283|CAD7012182.1|CCAP
OG0007155	LOC6549027|XP_001975536.1|DERE	CCAP1982_LOCUS19995|CAD7011883.1|CCAP
OG0007156	LOC6553449|XP_001979376.1|DERE	CCAP1982_LOCUS1430|CAD6992582.1|CCAP
OG0007157	LOC6552740|XP_001978984.3|DERE	CCAP1982_LOCUS563|CAD6991649.1|CCAP
OG0007158	LOC6545413|XP_001971712.2|DERE	CCAP1982_LOCUS12225|CAD7003791.1|CCAP
OG0007160	LOC6553858|XP_001980562.1|DERE	CCAP1982_LOCUS4974|CAD6996290.1|CCAP
OG0007163	LOC6554292|XP_001981060.1|DERE	CCAP1982_LOCUS149|CAD6991211.1|CCAP
OG0007164	LOC6554293|XP_001981061.1|DERE	CCAP1982_LOCUS148|CAD6991210.1|CCAP
OG0007174	LOC6554911|XP_026839786.1|DERE	CCAP1982_LOCUS777|CAD6991886.1|CCAP
