Orthogroup	DERE.longest_only	BCOP.longest_only
OG0006993	LOC6549219|XP_026836905.1|DERE	LOC119081946|XP_037047107.1|BCOP
OG0006994	LOC6542784|XP_001970239.1|DERE	LOC119080662|XP_037044982.1|BCOP
OG0006995	LOC6541871|XP_001969635.1|DERE	LOC119085427|XP_037051737.1|BCOP
OG0006996	LOC6541156|XP_026835004.1|DERE	LOC119080112|XP_037044238.1|BCOP
OG0006997	LOC6542971|XP_001970381.1|DERE	LOC119083792|XP_037049493.1|BCOP
OG0006998	LOC6555322|XP_001981883.1|DERE	LOC119078533|XP_037041995.1|BCOP
OG0006999	LOC6542160|XP_001968317.1|DERE	LOC119081140|XP_037045780.1|BCOP
OG0007000	LOC6543427|XP_001968164.2|DERE	LOC119077635|XP_037040751.1|BCOP
OG0007001	LOC6546820|XP_001975930.1|DERE	LOC119081481|XP_037046376.1|BCOP
OG0007002	LOC6549490|XP_026836964.1|DERE	LOC119078738|XP_037042318.1|BCOP
OG0007004	LOC6543152|XP_026834587.1|DERE	LOC119075317|XP_037037632.1|BCOP
OG0007005	LOC6549256|XP_026836451.1|DERE	LOC119075356|XP_037037683.1|BCOP
OG0007006	LOC6543530|XP_026834765.1|DERE	LOC119078935|XP_037042574.1|BCOP
OG0007007	LOC6542820|XP_001969475.1|DERE	LOC119082607|XP_037048065.1|BCOP
OG0007008	LOC6541792|XP_001968667.1|DERE	LOC119071748|XP_037032677.1|BCOP
OG0007009	LOC6542400|XP_001969460.1|DERE	LOC119070865|XP_037031270.1|BCOP
OG0007010	LOC6549294|XP_015012076.1|DERE	LOC119066644|XP_037025106.1|BCOP
OG0007011	LOC6552521|XP_026839792.1|DERE	LOC119067119|XP_037025790.1|BCOP
OG0007012	LOC6540804|XP_001968729.1|DERE	LOC119072860|XP_037034062.1|BCOP
OG0007013	LOC6542931|XP_026835095.1|DERE	LOC119085930|XP_037052377.1|BCOP
OG0007014	LOC6542939|XP_026835050.1|DERE	LOC119085935|XP_037052383.1|BCOP
OG0007015	LOC113563684|XP_026835629.1|DERE, LOC6542029|XP_015015167.1|DERE	LOC119078437|XP_037041852.1|BCOP
OG0007016	LOC6541920|XP_026834324.1|DERE	LOC119084659|XP_037050621.1|BCOP
OG0007017	LOC6541376|XP_015015170.1|DERE	LOC119066308|XP_037024588.1|BCOP
OG0007018	LOC6542101|XP_015014943.1|DERE	LOC119066310|XP_037024591.1|BCOP
OG0007019	LOC6548607|XP_026838672.1|DERE	LOC119072573|XP_037033714.1|BCOP
OG0007020	LOC6548874|XP_026839457.1|DERE	LOC119085236|XP_037051444.1|BCOP
OG0007021	LOC6542718|XP_001968218.1|DERE	LOC119070899|XP_037031321.1|BCOP
OG0007022	LOC6541224|XP_001968622.1|DERE	LOC119078773|XP_037042378.1|BCOP
OG0007023	LOC6543017|XP_026834898.1|DERE	LOC119070852|XP_037031259.1|BCOP
OG0007024	LOC6551960|XP_001979686.1|DERE	LOC119070829|XP_037031226.1|BCOP
OG0007025	LOC6550935|XP_001976973.1|DERE	LOC119066243|XP_037024459.1|BCOP
OG0007026	LOC6540779|XP_001968173.1|DERE	LOC119066248|XP_037024467.1|BCOP
OG0007027	LOC6540985|XP_001968516.1|DERE	LOC119086045|XP_037052513.1|BCOP
OG0007028	LOC6543319|XP_026835323.1|DERE	LOC119066414|XP_037024781.1|BCOP
OG0007030	LOC6549903|XP_001977379.1|DERE	LOC119069493|XP_037029458.1|BCOP
OG0007031	LOC6542847|XP_026838612.1|DERE	LOC119071585|XP_037032426.1|BCOP
OG0007032	LOC6544062|XP_001973691.1|DERE	LOC119079281|XP_037042962.1|BCOP
OG0007033	LOC6540653|XP_026834098.1|DERE	LOC119070853|XP_037031261.1|BCOP
OG0007034	LOC6543127|XP_001968457.1|DERE	LOC119067253|XP_037026024.1|BCOP
OG0007035	LOC6551133|XP_001978247.1|DERE	LOC119074138|XP_037036020.1|BCOP
OG0007036	LOC6545755|XP_026833101.1|DERE	LOC119073875|XP_037035647.1|BCOP, LOC119073216|XP_037034421.1|BCOP
OG0007037	LOC6555114|XP_001982256.1|DERE	LOC119070490|XP_037030741.1|BCOP
OG0007038	LOC6547404|XP_026836022.1|DERE	LOC119079632|XP_037043532.1|BCOP
OG0007039	LOC6542781|XP_001969068.3|DERE	LOC119072831|XP_037034034.1|BCOP
OG0007040	LOC6542751|XP_001969740.1|DERE	LOC119082119|XP_037047399.1|BCOP
OG0007041	LOC6548790|XP_026839452.1|DERE	LOC119075649|XP_037038031.1|BCOP
OG0007042	LOC6541957|XP_015015018.1|DERE	LOC119085398|XP_037051695.1|BCOP
OG0007043	LOC6552203|XP_026832394.1|DERE	LOC119074323|XP_037036293.1|BCOP
OG0007044	LOC6542672|XP_001970144.2|DERE	LOC119075597|XP_037037962.1|BCOP
OG0007045	LOC6553934|XP_001979485.1|DERE	LOC119074801|XP_037036980.1|BCOP
OG0007046	LOC6552373|XP_001978884.1|DERE	LOC119078745|XP_037042339.1|BCOP
OG0007047	LOC6540606|XP_001968773.1|DERE	LOC119076321|XP_037038888.1|BCOP
OG0007048	LOC6542319|XP_026834521.1|DERE	LOC119076324|XP_037038891.1|BCOP
OG0007049	LOC6541856|XP_001968668.1|DERE	LOC119072941|XP_037034163.1|BCOP
OG0007050	LOC6543292|XP_001970149.1|DERE	LOC119082230|XP_037047582.1|BCOP
OG0007051	LOC6541381|XP_026835086.1|DERE	LOC119084673|XP_037050646.1|BCOP
OG0007052	LOC6550110|XP_026837408.1|DERE	LOC119082298|XP_037047674.1|BCOP
OG0007053	LOC6552892|XP_001980000.1|DERE	LOC119072991|XP_037034211.1|BCOP
OG0007054	LOC6548404|XP_001976670.1|DERE	LOC119081638|XP_037046605.1|BCOP
OG0007055	LOC6548530|XP_015011712.1|DERE	LOC119081530|XP_037046425.1|BCOP
OG0007056	LOC26526422|XP_015014275.1|DERE	LOC119084607|XP_037050565.1|BCOP
OG0007057	LOC6550111|XP_001977602.1|DERE	LOC119084600|XP_037050548.1|BCOP
OG0007058	LOC6550585|XP_001976743.1|DERE	LOC119068571|XP_037028110.1|BCOP
OG0007059	LOC6541479|XP_001970194.1|DERE	LOC119077135|XP_037040209.1|BCOP
OG0007060	LOC6541295|XP_001970191.2|DERE	LOC119077134|XP_037040208.1|BCOP
OG0007061	LOC6541203|XP_026835030.1|DERE	LOC119077151|XP_037040232.1|BCOP
OG0007062	LOC6540955|XP_001968142.1|DERE	LOC119070730|XP_037031081.1|BCOP
OG0007063	LOC6540694|XP_001970305.1|DERE	LOC119070882|XP_037031297.1|BCOP
OG0007064	LOC6541042|XP_001970353.1|DERE	LOC119075302|XP_037037607.1|BCOP
OG0007065	LOC6546165|XP_001972862.1|DERE	LOC119082296|XP_037047670.1|BCOP
OG0007066	LOC6546063|XP_001972804.1|DERE	LOC119070889|XP_037031306.1|BCOP
OG0007067	LOC6543285|XP_001969903.1|DERE	LOC119076211|XP_037038758.1|BCOP
OG0007068	LOC6541522|XP_001969373.1|DERE	LOC119070885|XP_037031302.1|BCOP
OG0007069	LOC6540795|XP_001969597.2|DERE	LOC119071547|XP_037032342.1|BCOP
OG0007071	LOC6548616|XP_001976702.1|DERE	LOC119081306|XP_037045962.1|BCOP
OG0007072	LOC6552016|XP_001978781.1|DERE	LOC119066272|XP_037024525.1|BCOP
OG0007073	LOC6542022|XP_001968665.1|DERE	LOC119078873|XP_037042485.1|BCOP
OG0007074	LOC6548385|XP_001976466.1|DERE	LOC119085999|XP_037052469.1|BCOP
OG0007075	LOC6541377|XP_015015190.1|DERE	LOC119077130|XP_037040200.1|BCOP
OG0007076	LOC6549414|XP_001975647.1|DERE	LOC119081410|XP_037046198.1|BCOP
OG0007077	LOC6542658|XP_001969919.1|DERE	LOC119085902|XP_037052341.1|BCOP
OG0007078	LOC6542464|XP_001968513.2|DERE	LOC119075624|XP_037037996.1|BCOP
OG0007079	LOC6541486|XP_001968512.1|DERE	LOC119075626|XP_037037999.1|BCOP
OG0007080	LOC6542128|XP_026835046.1|DERE	LOC119066258|XP_037024504.1|BCOP
OG0007081	LOC6540950|XP_001970020.1|DERE	LOC119072894|XP_037034114.1|BCOP
OG0007082	LOC6542327|XP_001968117.2|DERE	LOC119085897|XP_037052331.1|BCOP
OG0007083	LOC6541542|XP_001969757.1|DERE	LOC119085906|XP_037052344.1|BCOP
OG0007084	LOC6549999|XP_001977465.2|DERE	LOC119085989|XP_037052449.1|BCOP
OG0007085	LOC6543180|XP_026834887.1|DERE	LOC119079037|XP_037042719.1|BCOP
OG0007086	LOC6541466|XP_001969044.1|DERE	LOC119066785|XP_037025342.1|BCOP
OG0007087	LOC6545999|XP_001972811.2|DERE	LOC119085875|XP_037052282.1|BCOP
OG0007088	LOC6549038|XP_015011979.1|DERE	LOC119085880|XP_037052287.1|BCOP
OG0007089	LOC6542813|XP_001968214.1|DERE	LOC119081691|XP_037046683.1|BCOP
OG0007090	LOC6543141|XP_026835076.1|DERE	LOC119077511|XP_037040638.1|BCOP
OG0007091	LOC6541157|XP_001969030.1|DERE	LOC119077108|XP_037040163.1|BCOP
OG0007092	LOC6552173|XP_026835803.1|DERE	LOC119067099|XP_037025757.1|BCOP
OG0007093	LOC6542177|XP_001969332.1|DERE	LOC119084627|XP_037050590.1|BCOP
OG0007094	LOC6540856|XP_001969331.1|DERE	LOC119072766|XP_037033955.1|BCOP
OG0007095	LOC6549650|XP_001974255.1|DERE	LOC119084623|XP_037050586.1|BCOP
OG0007096	LOC6549096|XP_015012037.1|DERE	LOC119084629|XP_037050592.1|BCOP
OG0007097	LOC6548953|XP_001974076.1|DERE	LOC119070924|XP_037031361.1|BCOP
OG0007098	LOC6548957|XP_026836772.1|DERE	LOC119070919|XP_037031352.1|BCOP
OG0007099	LOC6553739|XP_001980325.1|DERE	LOC119082776|XP_037048267.1|BCOP
OG0007100	LOC6540861|XP_026834539.1|DERE	LOC119082762|XP_037048244.1|BCOP
OG0007101	LOC6547611|XP_001976248.1|DERE	LOC119066201|XP_037024416.1|BCOP
OG0007102	LOC6542867|XP_001968128.2|DERE	LOC119076247|XP_037038805.1|BCOP
OG0007103	LOC6542633|XP_001969357.1|DERE	LOC119066793|XP_037025351.1|BCOP
OG0007104	LOC6542164|XP_001969883.1|DERE	LOC119066322|XP_037024606.1|BCOP
OG0007105	LOC6542444|XP_001969473.1|DERE	LOC119075292|XP_037037598.1|BCOP
OG0007106	LOC6543253|XP_001968205.1|DERE	LOC119066490|XP_037024894.1|BCOP
OG0007107	LOC6541981|XP_015015266.1|DERE	LOC119066040|XP_037024157.1|BCOP
OG0007108	LOC6543419|XP_001968706.1|DERE	LOC119066665|XP_037025140.1|BCOP
OG0007109	LOC6549342|XP_001974322.1|DERE	LOC119077057|XP_037040082.1|BCOP
OG0007110	LOC6541338|XP_026835586.1|DERE	LOC119068109|XP_037027450.1|BCOP
OG0007111	LOC6542437|XP_015014839.1|DERE	LOC119076960|XP_037039934.1|BCOP
OG0007112	LOC6543053|XP_001968165.1|DERE	LOC119076958|XP_037039932.1|BCOP
OG0007113	LOC6554264|XP_001981894.1|DERE	LOC119069871|XP_037029940.1|BCOP
OG0007114	LOC6541328|XP_001969779.1|DERE	LOC119085973|XP_037052429.1|BCOP
OG0007115	LOC6541959|XP_001969711.1|DERE	LOC119085972|XP_037052428.1|BCOP
OG0007116	LOC6543370|XP_026834245.1|DERE	LOC119083392|XP_037049003.1|BCOP
OG0007117	LOC6540834|XP_001968258.1|DERE	LOC119075618|XP_037037992.1|BCOP
OG0007118	LOC6543103|XP_001969833.1|DERE	LOC119076240|XP_037038796.1|BCOP
OG0007119	LOC6551635|XP_001978583.1|DERE	LOC119076707|XP_037039926.1|BCOP
OG0007120	LOC6551068|XP_026838179.1|DERE	LOC119074839|XP_037037031.1|BCOP, LOC119067302|XP_037026102.1|BCOP
OG0007121	LOC6550731|XP_001978154.1|DERE	LOC119084708|XP_037050711.1|BCOP
OG0007122	LOC6550351|XP_015011145.1|DERE	LOC119076062|XP_037038594.1|BCOP
OG0007123	LOC6550353|XP_026837748.1|DERE	LOC119069659|XP_037029675.1|BCOP
OG0007124	LOC6545244|XP_015013933.1|DERE	LOC119076427|XP_037039067.1|BCOP
OG0007125	LOC6544935|XP_026832510.1|DERE	LOC119073786|XP_037035395.1|BCOP
OG0007126	LOC6544520|XP_001973060.1|DERE	LOC119077636|XP_037040752.1|BCOP
OG0007127	LOC6545230|XP_001973464.1|DERE	LOC119076422|XP_037039059.1|BCOP
OG0007128	LOC6544933|XP_001972647.1|DERE	LOC119076435|XP_037039080.1|BCOP
OG0007129	LOC6544934|XP_001972648.1|DERE	LOC119070286|XP_037030451.1|BCOP
OG0007130	LOC6544737|XP_001973459.1|DERE	LOC119070850|XP_037031260.1|BCOP
OG0007131	LOC6544029|XP_001973710.1|DERE	LOC119070900|XP_037031324.1|BCOP
OG0007132	LOC6544285|XP_001973713.1|DERE	LOC119071122|XP_037031669.1|BCOP
OG0007133	LOC6544223|XP_001973039.1|DERE	LOC119071213|XP_037031913.1|BCOP
OG0007134	LOC6544859|XP_001973171.1|DERE	LOC119077902|XP_037041168.1|BCOP
OG0007135	LOC6544895|XP_001973183.1|DERE	LOC119071299|XP_037032072.1|BCOP
OG0007136	LOC6545856|XP_001973395.1|DERE	LOC119074974|XP_037037269.1|BCOP
OG0007137	LOC6555766|XP_026838913.1|DERE	LOC119072068|XP_037033101.1|BCOP
OG0007138	LOC6551005|XP_026837387.1|DERE	LOC119071991|XP_037033014.1|BCOP
OG0007139	LOC6550415|XP_026837812.1|DERE	LOC119072710|XP_037033878.1|BCOP
OG0007140	LOC6555506|XP_026838380.1|DERE	LOC119075228|XP_037037513.1|BCOP
OG0007141	LOC6555603|XP_001982655.1|DERE	LOC119073958|XP_037035745.1|BCOP
OG0007142	LOC6545406|XP_001973375.1|DERE	LOC119075858|XP_037038310.1|BCOP
OG0007143	LOC6554534|XP_001981319.1|DERE	LOC119081198|XP_037045809.1|BCOP
OG0007144	LOC6552464|XP_026839542.1|DERE	LOC119074574|XP_037036699.1|BCOP
OG0007146	LOC6554405|XP_001981701.1|DERE	LOC119073398|XP_037034727.1|BCOP
OG0007147	LOC6553636|XP_001980367.1|DERE	LOC119075783|XP_037038238.1|BCOP
OG0007148	LOC6551625|XP_015011395.1|DERE	LOC119077633|XP_037040741.1|BCOP
OG0007149	LOC6541832|XP_026835278.1|DERE	LOC119073317|XP_037034600.1|BCOP
OG0007150	LOC6544028|XP_001973709.1|DERE	LOC119077579|XP_037040684.1|BCOP
OG0007151	LOC6545769|XP_001972181.1|DERE	LOC119082714|XP_037048183.1|BCOP
OG0007152	LOC6550475|XP_001977819.1|DERE	LOC119074336|XP_037036322.1|BCOP
OG0007153	LOC6550500|XP_001977815.1|DERE	LOC119074788|XP_037036962.1|BCOP
OG0007154	LOC6547996|XP_001975275.1|DERE	LOC119069713|XP_037029732.1|BCOP
OG0007155	LOC6549027|XP_001975536.1|DERE	LOC119069578|XP_037029557.1|BCOP
OG0007156	LOC6553449|XP_001979376.1|DERE	LOC119075150|XP_037037439.1|BCOP
OG0007157	LOC6552740|XP_001978984.3|DERE	LOC119078753|XP_037042350.1|BCOP
OG0007158	LOC6545413|XP_001971712.2|DERE	LOC119078787|XP_037042393.1|BCOP
OG0007159	LOC6555567|XP_001982484.3|DERE	LOC119067457|XP_037026338.1|BCOP
OG0007160	LOC6553858|XP_001980562.1|DERE	LOC119074874|XP_037037105.1|BCOP
OG0007161	LOC6555645|XP_026838907.1|DERE	LOC119074214|XP_037036111.1|BCOP
OG0007162	LOC6551499|XP_015011033.1|DERE	LOC119074204|XP_037036099.1|BCOP
OG0007163	LOC6554292|XP_001981060.1|DERE	LOC119077921|XP_037041197.1|BCOP
OG0007164	LOC6554293|XP_001981061.1|DERE	LOC119073862|XP_037035622.1|BCOP
OG0007165	LOC6551326|XP_026838732.1|DERE	LOC119074758|XP_037036919.1|BCOP
OG0007166	LOC6545813|XP_026833003.1|DERE	LOC119074547|XP_037036611.1|BCOP
OG0007167	LOC6550740|XP_001978055.1|DERE	LOC119074679|XP_037036858.1|BCOP
OG0007168	LOC6550501|XP_001977816.1|DERE	LOC119074546|XP_037036608.1|BCOP
OG0007169	LOC6555590|XP_001982615.1|DERE	LOC119074927|XP_037037217.1|BCOP
OG0007170	LOC6552110|XP_001978806.2|DERE	LOC119076563|XP_037039241.1|BCOP
OG0007171	LOC6551231|XP_026838194.1|DERE	LOC119075808|XP_037038270.1|BCOP
OG0007172	LOC6555575|XP_001982492.1|DERE	LOC119076672|XP_037039462.1|BCOP
OG0007173	LOC6555578|XP_001982495.1|DERE	LOC119066320|XP_037024608.1|BCOP
OG0007174	LOC6554911|XP_026839786.1|DERE	LOC119074856|XP_037037063.1|BCOP
OG0007175	LOC6545245|XP_001972569.1|DERE	LOC119082070|XP_037047304.1|BCOP
OG0007176	LOC6555267|XP_001981832.1|DERE	LOC119076054|XP_037038584.1|BCOP
OG0007177	LOC6552202|XP_001978932.1|DERE	LOC119084120|XP_037049868.1|BCOP
OG0007178	LOC6552591|XP_001980920.2|DERE	LOC119070136|XP_037030358.1|BCOP
OG0007179	LOC6553012|XP_001979153.1|DERE	LOC119077325|XP_037040432.1|BCOP
OG0007180	LOC6552403|XP_015009554.1|DERE	LOC119077695|XP_037040862.1|BCOP
OG0007181	LOC6555760|XP_001982666.1|DERE	LOC119075024|XP_037037331.1|BCOP
OG0007182	LOC6554001|XP_026839796.1|DERE	LOC119084330|XP_037050156.1|BCOP
OG0007183	LOC6554109|XP_026834340.1|DERE	LOC119085256|XP_037051488.1|BCOP
OG0007184	LOC6554003|XP_026839780.1|DERE	LOC119074286|XP_037036201.1|BCOP
OG0007186	LOC6553296|XP_001980166.3|DERE	LOC119076662|XP_037039442.1|BCOP
OG0007187	LOC6554463|XP_026831880.1|DERE	LOC119075713|XP_037038131.1|BCOP
OG0007188	LOC6554156|XP_001981913.2|DERE	LOC119076821|XP_037039710.1|BCOP
OG0007189	LOC6551999|XP_001980807.1|DERE	LOC119075723|XP_037038154.1|BCOP
OG0007190	LOC6553972|XP_015009912.1|DERE	LOC119085984|XP_037052447.1|BCOP
OG0007191	LOC6546443|XP_001972929.1|DERE	LOC119081266|XP_037045903.1|BCOP
OG0007192	LOC6551032|XP_001978251.2|DERE	LOC119077814|XP_037041020.1|BCOP
OG0007193	LOC6551031|XP_001978250.3|DERE	LOC119074781|XP_037036950.1|BCOP
OG0007194	LOC6551085|XP_001976953.1|DERE	LOC119075009|XP_037037308.1|BCOP
OG0007195	LOC6552096|XP_001978866.1|DERE	LOC119076215|XP_037038761.1|BCOP
OG0007196	LOC6554606|XP_001981558.1|DERE	LOC119067904|XP_037027088.1|BCOP
OG0007197	LOC6545918|XP_001972731.1|DERE	LOC119074394|XP_037036408.1|BCOP
OG0007198	LOC6554004|XP_001979509.1|DERE	LOC119076236|XP_037038790.1|BCOP
OG0007199	LOC6551930|XP_001979674.1|DERE	LOC119076668|XP_037039456.1|BCOP
OG0007200	LOC6554037|XP_001980510.1|DERE	LOC119074782|XP_037036951.1|BCOP
OG0007201	LOC6545181|XP_001972529.1|DERE	LOC119070236|XP_037030405.1|BCOP
OG0007202	LOC6544514|XP_026833328.1|DERE	LOC119084465|XP_037050344.1|BCOP
OG0007203	LOC6544515|XP_001973055.1|DERE	LOC119072657|XP_037033811.1|BCOP
OG0007204	LOC6550516|XP_001977991.1|DERE	LOC119066660|XP_037025132.1|BCOP
OG0007205	LOC6545269|XP_001973267.1|DERE	LOC119072677|XP_037033850.1|BCOP
OG0007206	LOC6554023|XP_026839584.1|DERE	LOC119077859|XP_037041083.1|BCOP
OG0007207	LOC6555270|XP_001981835.1|DERE	LOC119067423|XP_037026289.1|BCOP
OG0007208	LOC6551997|XP_015009777.1|DERE	LOC119075710|XP_037038127.1|BCOP
OG0007209	LOC6551996|XP_001980804.2|DERE	LOC119085196|XP_037051403.1|BCOP
OG0007210	LOC6554008|XP_001979513.1|DERE	LOC119082079|XP_037047329.1|BCOP
OG0007211	LOC6554021|XP_001980535.3|DERE	LOC119076811|XP_037039693.1|BCOP
OG0007212	LOC6554233|XP_001981250.1|DERE	LOC119076624|XP_037039384.1|BCOP
OG0007213	LOC26526783|XP_015012853.2|DERE	LOC119082922|XP_037048475.1|BCOP
OG0007214	LOC6543812|XP_026832601.1|DERE	LOC119074371|XP_037036372.1|BCOP
OG0007215	LOC6553861|XP_001980565.1|DERE	LOC119076547|XP_037039238.1|BCOP
OG0007216	LOC6555153|XP_001981164.1|DERE	LOC119083503|XP_037049152.1|BCOP
OG0007217	LOC26526274|XP_015012772.1|DERE	LOC119084472|XP_037050352.1|BCOP
OG0007218	LOC6555484|XP_001981045.3|DERE	LOC119075670|XP_037038082.1|BCOP, LOC119074844|XP_037037054.1|BCOP
OG0007219	LOC6552873|XP_001979991.1|DERE	LOC119067631|XP_037026627.1|BCOP
OG0007220	LOC6553879|XP_001979590.1|DERE	LOC119068981|XP_037028747.1|BCOP
OG0007221	LOC6554409|XP_001981705.2|DERE	LOC119077864|XP_037041104.1|BCOP
OG0007222	LOC6553158|XP_001980066.1|DERE	LOC119074554|XP_037036635.1|BCOP
OG0007223	LOC6554113|XP_001981054.2|DERE	LOC119084083|XP_037049814.1|BCOP
OG0007224	LOC6553962|XP_001979557.1|DERE	LOC119066570|XP_037025014.1|BCOP
OG0007225	LOC6553168|XP_001980028.1|DERE	LOC119078015|XP_037041301.1|BCOP
OG0007226	LOC6552513|XP_001980938.1|DERE	LOC119074823|XP_037037008.1|BCOP
OG0007227	LOC6544697|XP_001972020.1|DERE	LOC119072072|XP_037033115.1|BCOP
OG0007228	LOC6543890|XP_026833908.1|DERE	LOC119070998|XP_037031491.1|BCOP
OG0007229	LOC6553338|XP_001979311.1|DERE	LOC119068418|XP_037027882.1|BCOP
OG0007230	LOC6551743|XP_001979693.2|DERE	LOC119076160|XP_037038739.1|BCOP
OG0007231	LOC6554099|XP_001980456.1|DERE	LOC119076022|XP_037038518.1|BCOP
OG0007232	LOC6543735|XP_015013288.1|DERE	LOC119075142|XP_037037425.1|BCOP
OG0007233	LOC6543737|XP_026833511.1|DERE	LOC119075013|XP_037037316.1|BCOP
OG0007234	LOC6544193|XP_001971951.1|DERE	LOC119075004|XP_037037301.1|BCOP
OG0007235	LOC6544190|XP_001971948.2|DERE	LOC119075005|XP_037037303.1|BCOP
OG0007236	LOC6553410|XP_001979263.1|DERE	LOC119074694|XP_037036875.1|BCOP
OG0007237	LOC6552515|XP_001980940.1|DERE	LOC119076872|XP_037039776.1|BCOP
OG0007238	LOC6555825|XP_001982691.1|DERE	LOC119078641|XP_037042134.1|BCOP
OG0007239	LOC6551914|XP_026832096.1|DERE	LOC119076045|XP_037038568.1|BCOP, LOC119072269|XP_037033355.1|BCOP
OG0007240	LOC6551906|XP_001979667.1|DERE	LOC119071746|XP_037032678.1|BCOP
OG0007241	LOC6550170|XP_001977608.1|DERE	LOC119072238|XP_037033311.1|BCOP
OG0007242	LOC6550171|XP_015010804.1|DERE	LOC119068101|XP_037027464.1|BCOP
OG0007243	LOC6551057|XP_001978301.2|DERE	LOC119077856|XP_037041079.1|BCOP
OG0007244	LOC6553032|XP_001980094.1|DERE	LOC119076676|XP_037039467.1|BCOP
OG0007245	LOC6555034|XP_001981176.2|DERE	LOC119075786|XP_037038243.1|BCOP
OG0007246	LOC6553728|XP_001980397.1|DERE	LOC119070456|XP_037030706.1|BCOP
OG0007247	LOC6549593|XP_001975661.1|DERE	LOC119078952|XP_037042592.1|BCOP
OG0007248	LOC6555649|XP_026838912.1|DERE	LOC119075918|XP_037038399.1|BCOP
OG0007249	LOC6550442|XP_001977837.1|DERE	LOC119075865|XP_037038318.1|BCOP
OG0007250	LOC6551384|XP_001977229.1|DERE	LOC119074647|XP_037036819.1|BCOP
OG0007251	LOC6552438|XP_001980927.1|DERE	LOC119075237|XP_037037525.1|BCOP
OG0007252	LOC6552216|XP_001980735.3|DERE	LOC119067761|XP_037026792.1|BCOP
OG0007253	LOC6544862|XP_001973174.1|DERE	LOC119074853|XP_037037061.1|BCOP
OG0007254	LOC6551957|XP_026832060.1|DERE	LOC119074409|XP_037036426.1|BCOP
OG0007255	LOC6550381|XP_001977748.1|DERE	LOC119075801|XP_037038263.1|BCOP
OG0007256	LOC6552201|XP_001978931.1|DERE	LOC119074644|XP_037036816.1|BCOP
OG0007257	LOC6553319|XP_026839018.1|DERE	LOC119076664|XP_037039453.1|BCOP
OG0007258	LOC6553320|XP_026839023.1|DERE	LOC119075956|XP_037038418.1|BCOP
OG0007259	LOC6555793|XP_001982463.1|DERE	LOC119070980|XP_037031470.1|BCOP
OG0007260	LOC6544475|XP_001972509.1|DERE	LOC119077909|XP_037041179.1|BCOP
OG0007261	LOC6548191|XP_001975213.1|DERE	LOC119071692|XP_037032575.1|BCOP
OG0007262	LOC6555558|XP_001982583.1|DERE	LOC119072050|XP_037033073.1|BCOP
OG0007263	LOC6545883|XP_001973488.1|DERE	LOC119081014|XP_037045592.1|BCOP
OG0007264	LOC6544135|XP_001973729.1|DERE	LOC119072239|XP_037033309.1|BCOP
OG0007265	LOC6551597|XP_001978462.1|DERE	LOC119071975|XP_037033005.1|BCOP
OG0007266	LOC6553749|XP_001979410.3|DERE	LOC119076016|XP_037038503.1|BCOP
OG0007267	LOC6551961|XP_001979687.1|DERE	LOC119077917|XP_037041191.1|BCOP
OG0007268	LOC6547010|XP_001974625.1|DERE	LOC119077055|XP_037040080.1|BCOP
OG0007269	LOC6555697|XP_001982474.1|DERE	LOC119074596|XP_037036733.1|BCOP
OG0007270	LOC6552649|XP_026831765.1|DERE	LOC119077655|XP_037040767.1|BCOP
OG0007271	LOC6553101|XP_001980096.1|DERE	LOC119076826|XP_037039719.1|BCOP
OG0007272	LOC6544696|XP_001972019.1|DERE	LOC119074957|XP_037037242.1|BCOP
OG0007273	LOC6551783|XP_026832063.1|DERE	LOC119083981|XP_037049687.1|BCOP
OG0007274	LOC6552050|XP_026839703.1|DERE	LOC119077929|XP_037041204.1|BCOP
OG0007275	LOC6546383|XP_015013809.1|DERE	LOC119070337|XP_037030520.1|BCOP
OG0007276	LOC6546380|XP_001971783.1|DERE	LOC119084115|XP_037049862.1|BCOP
OG0007277	LOC6543898|XP_001973649.1|DERE	LOC119073573|XP_037035031.1|BCOP
OG0007278	LOC6545151|XP_001971581.1|DERE	LOC119075229|XP_037037514.1|BCOP
OG0007279	LOC6546009|XP_015013219.1|DERE	LOC119075223|XP_037037504.1|BCOP
OG0007280	LOC6546178|XP_026832667.1|DERE	LOC119084184|XP_037049944.1|BCOP
OG0007281	LOC6554727|XP_001981790.1|DERE	LOC119072767|XP_037033956.1|BCOP
OG0007282	LOC6554726|XP_001981789.1|DERE	LOC119072751|XP_037033932.1|BCOP
OG0007283	LOC6554402|XP_001981698.1|DERE	LOC119067049|XP_037025689.1|BCOP
OG0007284	LOC6551794|XP_001979619.2|DERE	LOC119079433|XP_037043241.1|BCOP
OG0007285	LOC6550355|XP_001977784.1|DERE	LOC119084474|XP_037050354.1|BCOP
OG0007286	LOC6550458|XP_026837243.1|DERE	LOC119078057|XP_037041379.1|BCOP
OG0007287	LOC6542298|XP_001968213.1|DERE	LOC119066214|XP_037024431.1|BCOP
OG0007288	LOC6551379|XP_026838198.1|DERE	LOC119078063|XP_037041395.1|BCOP
OG0007289	LOC6551284|XP_001978428.1|DERE	LOC119071306|XP_037032083.1|BCOP
OG0007290	LOC6551934|XP_001979678.1|DERE	LOC119067847|XP_037026974.1|BCOP
OG0007291	LOC6550890|XP_001976955.1|DERE	LOC119067254|XP_037026025.1|BCOP
OG0007292	LOC6550674|XP_001978032.2|DERE	LOC119076467|XP_037039129.1|BCOP
