Orthogroup	DERE.longest_only	CPIP.longest_only
OG0006275	LOC6550587|XP_001976745.1|DERE	LOC120427554|XP_039448364.1|CPIP
OG0006276	LOC6545156|XP_001971018.1|DERE	LOC120425425|XP_039445887.1|CPIP
OG0006277	LOC6553406|XP_026839825.1|DERE	LOC120422444|XP_039441821.1|CPIP
OG0006278	LOC6550074|XP_001977571.2|DERE	LOC120420250|XP_039439174.1|CPIP
OG0006279	LOC6551164|XP_026838721.1|DERE	LOC120429655|XP_039450615.1|CPIP
OG0006280	LOC6549834|XP_026838387.1|DERE	LOC120416889|XP_039434716.1|CPIP
OG0006281	LOC6549836|XP_026838385.1|DERE	LOC120416890|XP_039434721.1|CPIP
OG0006282	LOC6550440|XP_026837913.1|DERE	LOC120422091|XP_039441373.1|CPIP
OG0006283	LOC6554250|XP_001982099.1|DERE	LOC120422092|XP_039441374.1|CPIP
OG0006284	LOC6544838|XP_001973198.2|DERE	LOC120422048|XP_039441308.1|CPIP
OG0006285	LOC6552155|XP_001978828.1|DERE	LOC120432322|XP_039453440.1|CPIP
OG0006286	LOC6551855|XP_001979652.2|DERE	LOC120432320|XP_039453439.1|CPIP
OG0006287	LOC6551167|XP_001977065.1|DERE	LOC120429174|XP_039450320.1|CPIP
OG0006288	LOC6555124|XP_001981143.1|DERE	LOC120429175|XP_039450321.1|CPIP
OG0006289	LOC6551815|XP_001979622.1|DERE	LOC120413346|XP_039430058.1|CPIP
OG0006290	LOC6549941|XP_015011080.1|DERE	LOC120418133|XP_039436347.1|CPIP
OG0006291	LOC6541649|XP_001969677.1|DERE	LOC120427672|XP_039448486.1|CPIP
OG0006292	LOC6551186|XP_015010634.1|DERE	LOC120412725|XP_039429246.1|CPIP
OG0006293	LOC6545600|XP_001971152.1|DERE	LOC120412740|XP_039429268.1|CPIP
OG0006294	LOC6550101|XP_001978189.2|DERE	LOC120432249|XP_039453362.1|CPIP
OG0006295	LOC6551647|XP_001978494.1|DERE	LOC120432397|XP_039453531.1|CPIP
OG0006296	LOC6550305|XP_001977759.1|DERE	LOC120432381|XP_039453512.1|CPIP
OG0006297	LOC6549767|XP_026837430.1|DERE	LOC120427221|XP_039448018.1|CPIP
OG0006298	LOC6550099|XP_001978187.1|DERE	LOC120413367|XP_039430086.1|CPIP
OG0006299	LOC6550877|XP_015010971.1|DERE	LOC120413371|XP_039430089.1|CPIP
OG0006300	LOC6551223|XP_015010956.1|DERE	LOC120430731|XP_039451776.1|CPIP, LOC120413370|XP_039430088.1|CPIP
OG0006301	LOC6550376|XP_001977857.1|DERE	LOC120413365|XP_039430083.1|CPIP
OG0006302	LOC6551672|XP_026838748.1|DERE	LOC120430976|XP_039452085.1|CPIP
OG0006303	LOC6546895|XP_001975976.2|DERE	LOC120424903|XP_039445127.1|CPIP
OG0006304	LOC6555351|XP_001981431.2|DERE	LOC120414151|XP_039431123.1|CPIP
OG0006305	LOC6555101|XP_026831598.1|DERE	LOC120427663|XP_039448470.1|CPIP
OG0006306	LOC26526597|XP_026832077.1|DERE	LOC120427667|XP_039448478.1|CPIP
OG0006307	LOC6555025|XP_001981039.3|DERE	LOC120427668|XP_039448482.1|CPIP
OG0006308	LOC6550043|XP_001977509.1|DERE	LOC120432328|XP_039453486.1|CPIP
OG0006309	LOC6550015|XP_015011098.1|DERE	LOC120415622|XP_039433153.1|CPIP
OG0006310	LOC6552604|XP_001978997.1|DERE	LOC120415602|XP_039433129.1|CPIP
OG0006311	LOC6551738|XP_026837434.1|DERE	LOC120415635|XP_039433168.1|CPIP
OG0006312	LOC6551737|XP_001978608.1|DERE	LOC120421420|XP_039440561.1|CPIP
OG0006313	LOC6551637|XP_001978585.2|DERE	LOC120421422|XP_039440568.1|CPIP
OG0006314	LOC6550675|XP_026837894.1|DERE	LOC120424732|XP_039444895.1|CPIP
OG0006315	LOC6554811|XP_015009151.1|DERE	LOC120417020|XP_039434891.1|CPIP
OG0006316	LOC6549693|XP_001978726.1|DERE	LOC120422074|XP_039441351.1|CPIP
OG0006317	LOC6551632|XP_001978562.1|DERE	LOC120420591|XP_039439632.1|CPIP
OG0006318	LOC6550358|XP_001977764.1|DERE	LOC120425692|XP_039446251.1|CPIP
OG0006319	LOC6542001|XP_026834274.1|DERE	LOC120424263|XP_039444298.1|CPIP
OG0006320	LOC6551719|XP_026838514.1|DERE	LOC120415097|XP_039432488.1|CPIP
OG0006321	LOC6549891|XP_001977368.1|DERE	LOC120430550|XP_039451598.1|CPIP, LOC120428508|XP_039449454.1|CPIP
OG0006322	LOC6549822|XP_001977345.1|DERE	LOC120413373|XP_039430099.1|CPIP
OG0006323	LOC6550692|XP_001978017.1|DERE	LOC120413342|XP_039430055.1|CPIP
OG0006324	LOC6555580|XP_015008728.1|DERE	LOC120424688|XP_039444797.1|CPIP
OG0006325	LOC6553469|XP_001979369.1|DERE	LOC120425314|XP_039445717.1|CPIP
OG0006326	LOC6544340|XP_001973083.1|DERE	LOC120417706|XP_039435786.1|CPIP
OG0006327	LOC6554906|XP_001981591.1|DERE	LOC120417701|XP_039435780.1|CPIP
OG0006328	LOC6554877|XP_026832888.1|DERE	LOC120414505|XP_039431640.1|CPIP
OG0006329	LOC6551072|XP_001978293.1|DERE	LOC120416915|XP_039434748.1|CPIP
OG0006330	LOC6554270|XP_001981900.1|DERE	LOC120431013|XP_039452107.1|CPIP
OG0006331	LOC6550138|XP_001977535.2|DERE	LOC120430666|XP_039451705.1|CPIP
OG0006332	LOC6551044|XP_001978311.1|DERE	LOC120431040|XP_039452129.1|CPIP
OG0006333	LOC6551022|XP_001978257.3|DERE	LOC120430982|XP_039452065.1|CPIP
OG0006334	LOC6551645|XP_026838252.1|DERE	LOC120430683|XP_039451718.1|CPIP
OG0006335	LOC6554778|XP_001982181.1|DERE	LOC120419622|XP_039438295.1|CPIP
OG0006336	LOC6551396|XP_001977208.1|DERE	LOC120412590|XP_039429050.1|CPIP
OG0006337	LOC6551697|XP_026838745.1|DERE	LOC120431332|XP_039452400.1|CPIP
OG0006338	LOC6552137|XP_001978819.1|DERE	LOC120429016|XP_039450089.1|CPIP
OG0006339	LOC6550600|XP_026837497.1|DERE	LOC120414539|XP_039431684.1|CPIP
OG0006340	LOC6550367|XP_001977864.1|DERE	LOC120414541|XP_039431689.1|CPIP
OG0006341	LOC6551721|XP_026838462.1|DERE	LOC120414540|XP_039431688.1|CPIP
OG0006342	LOC6551722|XP_026838510.1|DERE	LOC120414531|XP_039431673.1|CPIP
OG0006343	LOC6551723|XP_001977302.1|DERE	LOC120414522|XP_039431664.1|CPIP
OG0006344	LOC6550034|XP_001977500.1|DERE	LOC120414521|XP_039431663.1|CPIP
OG0006345	LOC6555136|XP_026839797.1|DERE	LOC120431983|XP_039453054.1|CPIP, LOC120414508|XP_039431644.1|CPIP
OG0006346	LOC6554950|XP_001981371.1|DERE	LOC120414529|XP_039431671.1|CPIP
OG0006347	LOC6554947|XP_015009291.1|DERE	LOC120417697|XP_039435775.1|CPIP
OG0006348	LOC6550773|XP_001976755.1|DERE	LOC120414163|XP_039431148.1|CPIP
OG0006349	LOC6555652|XP_026838289.1|DERE	LOC120416238|XP_039433869.1|CPIP
OG0006350	LOC6554591|XP_001981326.1|DERE	LOC120416250|XP_039433886.1|CPIP
OG0006351	LOC6550453|XP_026837555.1|DERE	LOC120416236|XP_039433867.1|CPIP
OG0006352	LOC6549053|XP_001975575.1|DERE	LOC120416239|XP_039433875.1|CPIP
OG0006353	LOC6554220|XP_001981237.1|DERE	LOC120416237|XP_039433868.1|CPIP
OG0006354	LOC6554797|XP_001982228.1|DERE	LOC120430913|XP_039451970.1|CPIP
OG0006355	LOC6549790|XP_001977313.2|DERE	LOC120419615|XP_039438290.1|CPIP
OG0006356	LOC6555615|XP_001982594.1|DERE	LOC120417760|XP_039435854.1|CPIP
OG0006357	LOC6550194|XP_026838004.1|DERE	LOC120417783|XP_039435873.1|CPIP
OG0006358	LOC6545678|XP_001971169.3|DERE	LOC120412815|XP_039429357.1|CPIP
OG0006359	LOC6553037|XP_001980042.1|DERE	LOC120412989|XP_039429577.1|CPIP
OG0006360	LOC6551331|XP_015011354.1|DERE	LOC120413531|XP_039430342.1|CPIP
OG0006361	LOC6553180|XP_026836001.1|DERE	LOC120417016|XP_039434886.1|CPIP
OG0006362	LOC6555761|XP_026838041.1|DERE	LOC120413206|XP_039429895.1|CPIP
OG0006363	LOC6550407|XP_026837265.1|DERE	LOC120428436|XP_039449381.1|CPIP
OG0006364	LOC6541112|XP_001969765.2|DERE	LOC120413277|XP_039429942.1|CPIP
OG0006365	LOC6549824|XP_001978629.1|DERE	LOC120413304|XP_039429998.1|CPIP
OG0006366	LOC6549786|XP_026837971.1|DERE	LOC120413307|XP_039430003.1|CPIP
OG0006367	LOC6549811|XP_026838476.1|DERE	LOC120413308|XP_039430004.1|CPIP
OG0006368	LOC6555227|XP_026839557.1|DERE	LOC120414147|XP_039431119.1|CPIP
OG0006369	LOC6555224|XP_015009096.1|DERE	LOC120414160|XP_039431135.1|CPIP
OG0006370	LOC6550128|XP_001977709.1|DERE	LOC120423873|XP_039443755.1|CPIP, LOC120418717|XP_039437158.1|CPIP
OG0006372	LOC6555082|XP_001981598.1|DERE	LOC120423049|XP_039442656.1|CPIP
OG0006373	LOC6549708|XP_015011090.1|DERE	LOC120430293|XP_039451322.1|CPIP
OG0006374	LOC6551735|XP_026837370.1|DERE	LOC120420404|XP_039439350.1|CPIP
OG0006375	LOC6550798|XP_001978089.1|DERE	LOC120430110|XP_039451130.1|CPIP
OG0006376	LOC6549812|XP_001977335.1|DERE	LOC120430109|XP_039451128.1|CPIP
OG0006377	LOC6550238|XP_001977689.1|DERE	LOC120430118|XP_039451137.1|CPIP
OG0006378	LOC6554535|XP_001981320.3|DERE	LOC120418066|XP_039436258.1|CPIP
OG0006379	LOC6550645|XP_026838075.1|DERE	LOC120418078|XP_039436269.1|CPIP, LOC120419871|XP_039438666.1|CPIP
OG0006380	LOC6550920|XP_001976887.1|DERE	LOC120418080|XP_039436270.1|CPIP, LOC120419872|XP_039438667.1|CPIP
OG0006381	LOC6550224|XP_001978192.1|DERE	LOC120418053|XP_039436238.1|CPIP, LOC120419903|XP_039438704.1|CPIP
OG0006382	LOC6551001|XP_001978317.1|DERE	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP
OG0006383	LOC6551074|XP_026837459.1|DERE	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP
OG0006384	LOC6551075|XP_001978296.1|DERE	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP
OG0006385	LOC6554795|XP_001982226.1|DERE	LOC120419888|XP_039438687.1|CPIP
OG0006386	LOC6543041|XP_001970051.1|DERE	LOC120419892|XP_039438694.1|CPIP
OG0006387	LOC6555290|XP_001981206.1|DERE	LOC120419896|XP_039438699.1|CPIP
OG0006388	LOC6551643|XP_026838250.1|DERE	LOC120428457|XP_039449402.1|CPIP
OG0006389	LOC6551644|XP_001978491.1|DERE	LOC120428459|XP_039449405.1|CPIP
OG0006390	LOC6551910|XP_001979671.1|DERE	LOC120426449|XP_039447145.1|CPIP
OG0006391	LOC6553657|XP_001980306.1|DERE	LOC120424160|XP_039444143.1|CPIP
OG0006392	LOC6550965|XP_001976994.1|DERE	LOC120427586|XP_039448398.1|CPIP
OG0006393	LOC6541387|XP_001969043.1|DERE	LOC120425009|XP_039445314.1|CPIP
OG0006394	LOC6552240|XP_001979752.1|DERE	LOC120425015|XP_039445320.1|CPIP
OG0006395	LOC6552495|XP_001980850.1|DERE	LOC120424946|XP_039445190.1|CPIP
OG0006396	LOC6550502|XP_001977817.1|DERE	LOC120419794|XP_039438564.1|CPIP
OG0006397	LOC6550885|XP_001976832.1|DERE	LOC120425466|XP_039445932.1|CPIP
OG0006398	LOC6551287|XP_001978431.1|DERE	LOC120425479|XP_039445950.1|CPIP
OG0006399	LOC6550829|XP_001978087.3|DERE	LOC120428785|XP_039449806.1|CPIP
OG0006400	LOC6550797|XP_001978088.1|DERE	LOC120428783|XP_039449805.1|CPIP
OG0006401	LOC6545271|XP_001973268.2|DERE	LOC120428774|XP_039449792.1|CPIP
OG0006402	LOC6553558|XP_001979338.1|DERE	LOC120428777|XP_039449795.1|CPIP
OG0006403	LOC6553513|XP_001979344.2|DERE	LOC120427451|XP_039448253.1|CPIP
OG0006404	LOC6554040|XP_001980513.3|DERE	LOC120427459|XP_039448262.1|CPIP
OG0006405	LOC6544956|XP_026833574.1|DERE	LOC120427445|XP_039448247.1|CPIP
OG0006407	LOC6549715|XP_001977406.1|DERE	LOC120426622|XP_039447349.1|CPIP
OG0006408	LOC6550365|XP_001977862.1|DERE	LOC120429695|XP_039450664.1|CPIP
OG0006409	LOC6551256|XP_026838799.1|DERE	LOC120429238|XP_039450383.1|CPIP
OG0006410	LOC6549671|XP_001977457.1|DERE	LOC120428948|XP_039450022.1|CPIP
OG0006411	LOC6551299|XP_001978398.1|DERE	LOC120428953|XP_039450026.1|CPIP
OG0006412	LOC6555399|XP_001981649.1|DERE	LOC120425703|XP_039446228.1|CPIP
OG0006413	LOC6555240|XP_015009012.1|DERE	LOC120431913|XP_039452977.1|CPIP
OG0006415	LOC6551447|XP_026838455.1|DERE	LOC120416140|XP_039433749.1|CPIP
OG0006416	LOC6551684|XP_001978533.1|DERE	LOC120431202|XP_039452278.1|CPIP
OG0006418	LOC6550039|XP_026838027.1|DERE	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP
OG0006419	LOC6554720|XP_001981082.1|DERE	LOC120432092|XP_039453163.1|CPIP
OG0006420	LOC6554244|XP_001982093.1|DERE	LOC120430807|XP_039451863.1|CPIP
OG0006421	LOC6540797|XP_026834411.1|DERE	LOC120430805|XP_039451859.1|CPIP
OG0006422	LOC6540802|XP_001968840.1|DERE	LOC120425488|XP_039445966.1|CPIP
OG0006423	LOC6555210|XP_026831906.1|DERE	LOC120425472|XP_039445942.1|CPIP
OG0006424	LOC6555183|XP_001982281.1|DERE	LOC120425478|XP_039445948.1|CPIP
OG0006425	LOC6555212|XP_001982284.2|DERE	LOC120425494|XP_039445978.1|CPIP
OG0006426	LOC6555213|XP_001982285.1|DERE	LOC120425493|XP_039445977.1|CPIP
OG0006427	LOC6554448|XP_001981516.1|DERE	LOC120418062|XP_039436252.1|CPIP
OG0006428	LOC6553486|XP_026833790.1|DERE	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP
OG0006429	LOC6555005|XP_026831781.1|DERE	LOC120427716|XP_039448548.1|CPIP
OG0006430	LOC6546055|XP_001973508.1|DERE	LOC120426535|XP_039447235.1|CPIP
OG0006431	LOC6554335|XP_001981299.1|DERE	LOC120417849|XP_039436004.1|CPIP
OG0006432	LOC6553897|XP_001979570.1|DERE	LOC120417843|XP_039435997.1|CPIP
OG0006433	LOC6555313|XP_001982086.1|DERE	LOC120421777|XP_039440979.1|CPIP
OG0006434	LOC6541740|XP_001969438.1|DERE	LOC120423854|XP_039443739.1|CPIP
OG0006435	LOC6554641|XP_026832488.1|DERE	LOC120423858|XP_039443741.1|CPIP
OG0006436	LOC6550029|XP_001977495.1|DERE	LOC120423851|XP_039443736.1|CPIP
OG0006437	LOC6551021|XP_015011320.2|DERE	LOC120423829|XP_039443691.1|CPIP
OG0006438	LOC6540796|XP_001968171.1|DERE	LOC120427978|XP_039448868.1|CPIP
OG0006439	LOC6552537|XP_001979851.1|DERE	LOC120426233|XP_039446903.1|CPIP
OG0006440	LOC6552654|XP_001979853.1|DERE	LOC120426226|XP_039446896.1|CPIP
OG0006441	LOC6552703|XP_001979022.1|DERE	LOC120418735|XP_039437142.1|CPIP
OG0006442	LOC6554495|XP_001981940.1|DERE	LOC120418749|XP_039437159.1|CPIP
OG0006443	LOC6553182|XP_001979101.1|DERE	LOC120420759|XP_039439796.1|CPIP
OG0006444	LOC6554228|XP_001981245.1|DERE	LOC120420792|XP_039439839.1|CPIP
OG0006446	LOC6555480|XP_001981856.2|DERE	LOC120424346|XP_039444372.1|CPIP
OG0006447	LOC6555337|XP_026839865.1|DERE	LOC120425560|XP_039446052.1|CPIP
OG0006448	LOC6555110|XP_026832894.1|DERE	LOC120423853|XP_039443738.1|CPIP
OG0006449	LOC6555017|XP_026831434.1|DERE	LOC120423836|XP_039443715.1|CPIP
OG0006450	LOC6549636|XP_001974442.1|DERE	LOC120423300|XP_039442998.1|CPIP
OG0006451	LOC6549855|XP_026838521.1|DERE	LOC120422577|XP_039441997.1|CPIP
OG0006452	LOC6555442|XP_001981886.1|DERE	LOC120428997|XP_039450070.1|CPIP
OG0006453	LOC6546445|XP_001972931.1|DERE	LOC120426736|XP_039447447.1|CPIP
OG0006454	LOC6555748|XP_001982451.2|DERE	LOC120428709|XP_039449714.1|CPIP
OG0006455	LOC6552087|XP_026831867.1|DERE	LOC120415460|XP_039432950.1|CPIP
OG0006456	LOC6552091|XP_001978802.1|DERE	LOC120416851|XP_039434679.1|CPIP
OG0006457	LOC6553581|XP_001980277.1|DERE	LOC120416347|XP_039434014.1|CPIP
OG0006458	LOC6542507|XP_001969419.1|DERE	LOC120416386|XP_039434060.1|CPIP
OG0006459	LOC6555121|XP_026834510.1|DERE	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP
OG0006460	LOC6554352|XP_001982050.1|DERE	LOC120426732|XP_039447439.1|CPIP
OG0006461	LOC6553421|XP_001979319.1|DERE	LOC120427080|XP_039447856.1|CPIP
OG0006462	LOC6554172|XP_001982114.2|DERE	LOC120427070|XP_039447842.1|CPIP
OG0006463	LOC6553155|XP_001980063.2|DERE	LOC120427078|XP_039447854.1|CPIP
OG0006464	LOC6546072|XP_026833267.1|DERE	LOC120424046|XP_039444002.1|CPIP
OG0006465	LOC6555555|XP_001982580.1|DERE	LOC120431604|XP_039452642.1|CPIP
OG0006466	LOC6549991|XP_001976733.1|DERE	LOC120431606|XP_039452645.1|CPIP
OG0006467	LOC6551790|XP_001979615.1|DERE	LOC120422556|XP_039441967.1|CPIP
OG0006468	LOC6555020|XP_001982032.1|DERE	LOC120431785|XP_039452841.1|CPIP
OG0006469	LOC6550451|XP_001977828.1|DERE	LOC120425163|XP_039445535.1|CPIP
OG0006470	LOC6544864|XP_001973176.3|DERE	LOC120430220|XP_039451232.1|CPIP
OG0006471	LOC6554978|XP_001982043.2|DERE	LOC120425741|XP_039446281.1|CPIP
OG0006472	LOC6554346|XP_001982045.1|DERE	LOC120425739|XP_039446278.1|CPIP
OG0006473	LOC6546107|XP_001972227.2|DERE	LOC120425753|XP_039446295.1|CPIP
OG0006474	LOC6548355|XP_001975319.1|DERE	LOC120425755|XP_039446303.1|CPIP
OG0006475	LOC6553245|XP_001979065.2|DERE	LOC120425749|XP_039446289.1|CPIP
OG0006476	LOC6551641|XP_001978488.1|DERE	LOC120418329|XP_039436597.1|CPIP
OG0006477	LOC6550903|XP_001976811.1|DERE	LOC120418331|XP_039436600.1|CPIP
OG0006478	LOC6555077|XP_001982068.2|DERE	LOC120427252|XP_039448041.1|CPIP
OG0006479	LOC6555075|XP_015008886.1|DERE	LOC120427682|XP_039448497.1|CPIP
OG0006480	LOC6543185|XP_001970570.1|DERE	LOC120427681|XP_039448496.1|CPIP
OG0006481	LOC6543171|XP_001969788.1|DERE	LOC120428286|XP_039449212.1|CPIP
OG0006482	LOC6555010|XP_001981392.3|DERE	LOC120422551|XP_039441958.1|CPIP
OG0006483	LOC6554152|XP_001981909.2|DERE	LOC120431707|XP_039452762.1|CPIP
OG0006484	LOC6554150|XP_026839763.1|DERE	LOC120431916|XP_039452986.1|CPIP
OG0006485	LOC6552904|XP_001980987.1|DERE	LOC120426247|XP_039446919.1|CPIP
OG0006486	LOC6551967|XP_001980652.1|DERE	LOC120432493|XP_039453641.1|CPIP
OG0006487	LOC6552107|XP_001980701.1|DERE	LOC120427897|XP_039448766.1|CPIP
OG0006488	LOC6545223|XP_001971057.1|DERE	LOC120416953|XP_039434796.1|CPIP
OG0006489	LOC6555099|XP_001981426.1|DERE	LOC120414264|XP_039431311.1|CPIP
OG0006490	LOC6553562|XP_015009644.1|DERE	LOC120418383|XP_039436691.1|CPIP
OG0006491	LOC6549176|XP_026837012.1|DERE	LOC120418362|XP_039436656.1|CPIP
OG0006492	LOC6552605|XP_001978998.2|DERE	LOC120424279|XP_039444283.1|CPIP
OG0006493	LOC6550202|XP_001977558.1|DERE	LOC120427399|XP_039448189.1|CPIP
OG0006494	LOC6550720|XP_001978102.1|DERE	LOC120427397|XP_039448184.1|CPIP
OG0006496	LOC6554977|XP_001982042.1|DERE	LOC120427146|XP_039447937.1|CPIP
OG0006497	LOC6553567|XP_015010098.1|DERE	LOC120426698|XP_039447410.1|CPIP
OG0006498	LOC6553569|XP_001980339.1|DERE	LOC120428906|XP_039449977.1|CPIP
OG0006499	LOC6554749|XP_026837041.1|DERE	LOC120425695|XP_039446211.1|CPIP
OG0006500	LOC6541874|XP_001969432.2|DERE	LOC120420730|XP_039439760.1|CPIP
OG0006501	LOC6554221|XP_001981238.1|DERE	LOC120420716|XP_039439746.1|CPIP
OG0006502	LOC6554217|XP_001981234.1|DERE	LOC120420719|XP_039439751.1|CPIP
OG0006503	LOC6554215|XP_001981232.2|DERE	LOC120420715|XP_039439745.1|CPIP
OG0006504	LOC6554214|XP_001981231.1|DERE	LOC120420729|XP_039439758.1|CPIP
OG0006505	LOC6554550|XP_001981310.1|DERE	LOC120420720|XP_039439752.1|CPIP
OG0006507	LOC6552118|XP_001979725.1|DERE	LOC120425720|XP_039446259.1|CPIP
OG0006508	LOC6552066|XP_026837575.1|DERE	LOC120425725|XP_039446263.1|CPIP
OG0006509	LOC6550340|XP_026838055.1|DERE	LOC120414289|XP_039431354.1|CPIP
OG0006510	LOC6552032|XP_001980677.1|DERE	LOC120426702|XP_039447416.1|CPIP
OG0006511	LOC6553565|XP_001980335.2|DERE	LOC120426682|XP_039447391.1|CPIP
OG0006512	LOC6553526|XP_001979401.2|DERE	LOC120427257|XP_039448051.1|CPIP
OG0006513	LOC6552576|XP_026831744.1|DERE	LOC120421022|XP_039440079.1|CPIP
OG0006516	LOC6554691|XP_001981951.1|DERE	LOC120431643|XP_039452684.1|CPIP
OG0006517	LOC6554694|XP_001981954.1|DERE	LOC120425430|XP_039445893.1|CPIP
OG0006518	LOC6554692|XP_026839747.1|DERE	LOC120425424|XP_039445883.1|CPIP
OG0006519	LOC6554695|XP_001981955.2|DERE	LOC120425416|XP_039445880.1|CPIP
OG0006520	LOC6554186|XP_001981262.1|DERE	LOC120430498|XP_039451528.1|CPIP
OG0006521	LOC6552645|XP_001979905.1|DERE	LOC120427164|XP_039447957.1|CPIP
OG0006522	LOC6554190|XP_001981266.1|DERE	LOC120421188|XP_039440323.1|CPIP
OG0006523	LOC6553041|XP_001980046.1|DERE	LOC120421193|XP_039440331.1|CPIP
OG0006524	LOC6542188|XP_001970048.1|DERE	LOC120421187|XP_039440322.1|CPIP
OG0006525	LOC6550362|XP_026837713.1|DERE	LOC120421197|XP_039440334.1|CPIP
OG0006526	LOC6552823|XP_001979056.1|DERE	LOC120430080|XP_039451104.1|CPIP
OG0006527	LOC6552821|XP_001979054.1|DERE	LOC120430084|XP_039451107.1|CPIP
OG0006528	LOC6552724|XP_001979053.1|DERE	LOC120430081|XP_039451105.1|CPIP
OG0006529	LOC6552722|XP_001979051.1|DERE	LOC120430908|XP_039451964.1|CPIP
OG0006530	LOC6552720|XP_001979049.1|DERE	LOC120430909|XP_039451965.1|CPIP
OG0006531	LOC6552716|XP_001979045.1|DERE	LOC120429546|XP_039450537.1|CPIP
OG0006532	LOC6552950|XP_026833610.1|DERE	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP
OG0006534	LOC6553096|XP_001980051.1|DERE	LOC120430272|XP_039451292.1|CPIP
OG0006535	LOC6554999|XP_001982054.1|DERE	LOC120432518|XP_039453670.1|CPIP
OG0006536	LOC6552566|XP_001979007.1|DERE	LOC120422554|XP_039441963.1|CPIP
OG0006538	LOC6554590|XP_001981546.2|DERE	LOC120414274|XP_039431330.1|CPIP
OG0006539	LOC6555457|XP_001981457.1|DERE	LOC120426158|XP_039446808.1|CPIP
OG0006540	LOC6554374|XP_001982357.2|DERE	LOC120430171|XP_039451185.1|CPIP
OG0006541	LOC6554956|XP_001981376.1|DERE	LOC120424234|XP_039444231.1|CPIP
OG0006542	LOC6554955|XP_001981375.1|DERE	LOC120424235|XP_039444232.1|CPIP
OG0006543	LOC6555048|XP_015009015.1|DERE	LOC120428724|XP_039449731.1|CPIP
OG0006544	LOC6553516|XP_001979347.1|DERE	LOC120421005|XP_039440053.1|CPIP
OG0006545	LOC6555803|XP_001982407.1|DERE	LOC120421011|XP_039440063.1|CPIP
OG0006546	LOC6554754|XP_026834597.1|DERE	LOC120421004|XP_039440052.1|CPIP
OG0006547	LOC6554710|XP_001981960.2|DERE	LOC120423818|XP_039443674.1|CPIP
OG0006549	LOC6553352|XP_001980181.1|DERE	LOC120431860|XP_039452930.1|CPIP
OG0006550	LOC6554735|XP_026831733.1|DERE	LOC120430430|XP_039451467.1|CPIP
OG0006551	LOC6550295|XP_001977697.1|DERE	LOC120417093|XP_039435006.1|CPIP
OG0006552	LOC6550241|XP_001977692.3|DERE	LOC120417096|XP_039435008.1|CPIP
OG0006553	LOC6554903|XP_001981588.1|DERE	LOC120425055|XP_039445361.1|CPIP
OG0006554	LOC6553333|XP_001979306.3|DERE	LOC120425081|XP_039445410.1|CPIP
OG0006555	LOC6552067|XP_026834529.1|DERE	LOC120425041|XP_039445345.1|CPIP
OG0006556	LOC6553501|XP_001980228.2|DERE	LOC120425067|XP_039445374.1|CPIP, LOC120425066|XP_039445373.1|CPIP
OG0006557	LOC6553919|XP_001980566.1|DERE	LOC120415977|XP_039433561.1|CPIP
OG0006558	LOC6554563|XP_015009326.1|DERE	LOC120420750|XP_039439784.1|CPIP
OG0006559	LOC6552266|XP_001980747.1|DERE	LOC120420756|XP_039439793.1|CPIP
OG0006560	LOC6554549|XP_026832103.1|DERE	LOC120420757|XP_039439794.1|CPIP
OG0006561	LOC6554472|XP_001981308.1|DERE	LOC120420755|XP_039439792.1|CPIP
OG0006562	LOC6554646|XP_001981577.1|DERE	LOC120423337|XP_039443042.1|CPIP
OG0006563	LOC6553911|XP_026832117.1|DERE	LOC120423354|XP_039443063.1|CPIP
OG0006564	LOC6553913|XP_026836457.1|DERE	LOC120423342|XP_039443046.1|CPIP
OG0006565	LOC6552620|XP_015009762.2|DERE	LOC120423326|XP_039443021.1|CPIP
OG0006566	LOC6552766|XP_026833570.1|DERE	LOC120425364|XP_039445802.1|CPIP
OG0006574	LOC6552033|XP_015009948.2|DERE	LOC120427401|XP_039448191.1|CPIP
OG0006575	LOC6554768|XP_001981354.1|DERE	LOC120425432|XP_039445895.1|CPIP
OG0006576	LOC6554422|XP_026839516.1|DERE	LOC120422561|XP_039441977.1|CPIP
OG0006577	LOC6552905|XP_001980988.1|DERE	LOC120422560|XP_039441976.1|CPIP
OG0006578	LOC6554423|XP_015008957.2|DERE	LOC120422578|XP_039442000.1|CPIP
OG0006579	LOC6541711|XP_026834102.1|DERE	LOC120422558|XP_039441975.1|CPIP
OG0006580	LOC6552083|XP_001979783.1|DERE	LOC120425376|XP_039445822.1|CPIP
OG0006581	LOC6552380|XP_001978898.1|DERE	LOC120425366|XP_039445808.1|CPIP
OG0006582	LOC6552172|XP_001979735.2|DERE	LOC120425374|XP_039445816.1|CPIP
OG0006583	LOC6552349|XP_026831930.1|DERE	LOC120425378|XP_039445825.1|CPIP
