Orthogroup	DERE.longest_only	DALB.longest_only
OG0010100	LOC6544362|XP_001972000.3|DERE	LOC117569087|XP_034105994.1|DALB
OG0010101	LOC6543685|XP_001973697.1|DERE	LOC117572346|XP_034110995.1|DALB
OG0010102	LOC6544134|XP_001973686.3|DERE	LOC117571127|XP_034109019.1|DALB
OG0010103	LOC6544125|XP_001973677.1|DERE	LOC117566456|XP_034101878.1|DALB
OG0010104	LOC6545647|XP_001972167.2|DERE	LOC117567196|XP_034102916.1|DALB
OG0010105	LOC6540685|XP_001970304.1|DERE	LOC117567685|XP_034103700.1|DALB
OG0010106	LOC6546844|XP_001975946.1|DERE	LOC117567624|XP_034103606.1|DALB
OG0010107	LOC6547805|XP_001976422.3|DERE	LOC117566622|XP_034102053.1|DALB
OG0010108	LOC6546973|XP_015011885.1|DERE	LOC117566546|XP_034101979.1|DALB
OG0010110	LOC6545281|XP_001972070.1|DERE	LOC117569757|XP_034106940.1|DALB
OG0010111	LOC6555160|XP_001981416.2|DERE	LOC117574789|XP_034114636.1|DALB
OG0010113	LOC6550431|XP_026838739.1|DERE	LOC117571405|XP_034109434.1|DALB
OG0010114	LOC6551202|XP_001976934.1|DERE	LOC117571993|XP_034110396.1|DALB
OG0010115	LOC6551116|XP_001976940.1|DERE	LOC117564476|XP_034099170.1|DALB
OG0010116	LOC6551502|XP_001978573.1|DERE	LOC117565664|XP_034100784.1|DALB
OG0010117	LOC6550178|XP_001977883.1|DERE	LOC117577603|XP_034118340.1|DALB
OG0010118	LOC6550908|XP_001976823.1|DERE	LOC117577819|XP_034118644.1|DALB
OG0010119	LOC6551588|XP_026838515.1|DERE	LOC117566754|XP_034102191.1|DALB
OG0010120	LOC6549887|XP_001977364.1|DERE	LOC117577927|XP_034118821.1|DALB
OG0010121	LOC6550276|XP_026837827.1|DERE	LOC117572420|XP_034111104.1|DALB
OG0010122	LOC6550864|XP_001978224.1|DERE	LOC117577980|XP_034118962.1|DALB
OG0010123	LOC6550228|XP_001978196.2|DERE	LOC117572460|XP_034111190.1|DALB
OG0010125	LOC6551718|XP_001977297.1|DERE	LOC117573764|XP_034113051.1|DALB
OG0010126	LOC6540580|XP_001968898.1|DERE	LOC117565781|XP_034100949.1|DALB
OG0010127	LOC6540841|XP_001969329.3|DERE	LOC117565203|XP_034100099.1|DALB
OG0010128	LOC6543235|XP_026834712.1|DERE	LOC117564707|XP_034099478.1|DALB
OG0010129	LOC6542083|XP_001969641.1|DERE	LOC117565163|XP_034100038.1|DALB
OG0010130	LOC6541755|XP_001969262.1|DERE	LOC117563208|XP_034097288.1|DALB
OG0010131	LOC6540661|XP_001968879.1|DERE	LOC117563670|XP_034097984.1|DALB
OG0010132	LOC6549287|XP_001974249.3|DERE	LOC117564497|XP_034099205.1|DALB
OG0010133	LOC6549288|XP_026836123.1|DERE	LOC117564499|XP_034099206.1|DALB
OG0010134	LOC6541251|XP_001969337.1|DERE	LOC117566108|XP_034101469.1|DALB
OG0010135	LOC6543368|XP_001968827.1|DERE	LOC117563740|XP_034098111.1|DALB
OG0010136	LOC6540922|XP_001968824.1|DERE	LOC117565365|XP_034100320.1|DALB
OG0010137	LOC6542245|XP_001969994.1|DERE	LOC117563769|XP_034098167.1|DALB
OG0010138	LOC26526484|XP_015012810.1|DERE	LOC117565335|XP_034100275.1|DALB
OG0010139	LOC6548827|XP_001974137.1|DERE	LOC117564039|XP_034098534.1|DALB
OG0010140	LOC26526198|XP_026834216.1|DERE	LOC117566171|XP_034101565.1|DALB
OG0010141	LOC6543224|XP_001969901.1|DERE	LOC117564200|XP_034098769.1|DALB
OG0010142	LOC6543138|XP_001968287.1|DERE	LOC117564233|XP_034098814.1|DALB
OG0010143	LOC6541639|XP_026834814.1|DERE	LOC117565528|XP_034100563.1|DALB
OG0010144	LOC6549250|XP_001974435.2|DERE	LOC117565320|XP_034100251.1|DALB
OG0010145	LOC6542779|XP_001968818.1|DERE	LOC117564947|XP_034099793.1|DALB
OG0010146	LOC6548799|XP_026836919.1|DERE	LOC117564948|XP_034099794.1|DALB
OG0010147	LOC6542343|XP_001968635.1|DERE	LOC117564523|XP_034099234.1|DALB
OG0010148	LOC6547579|XP_026835725.1|DERE	LOC117564783|XP_034099578.1|DALB
OG0010149	LOC6542379|XP_001968327.2|DERE	LOC117564526|XP_034099238.1|DALB
OG0010150	LOC6549138|XP_001974391.1|DERE	LOC117564978|XP_034099815.1|DALB
OG0010151	LOC26526096|XP_015012741.1|DERE	LOC117564460|XP_034099135.1|DALB
OG0010152	LOC6541850|XP_001969733.1|DERE	LOC117563628|XP_034097927.1|DALB
OG0010153	LOC6542346|XP_001968968.1|DERE	LOC117564563|XP_034099287.1|DALB
OG0010154	LOC6541332|XP_001968959.1|DERE	LOC117564178|XP_034098737.1|DALB
OG0010155	LOC6549062|XP_026836459.1|DERE	LOC117564184|XP_034098748.1|DALB
OG0010156	LOC6544973|XP_026832790.1|DERE	LOC117568307|XP_034104745.1|DALB
OG0010157	LOC6546343|XP_001972287.1|DERE	LOC117571524|XP_034109591.1|DALB
OG0010158	LOC6546131|XP_026833169.1|DERE	LOC117570855|XP_034108625.1|DALB
OG0010159	LOC6544078|XP_001971935.1|DERE	LOC117572001|XP_034110407.1|DALB
OG0010160	LOC6546037|XP_001971726.3|DERE	LOC117571669|XP_034109800.1|DALB
OG0010161	LOC6544969|XP_026832661.1|DERE	LOC117570499|XP_034108086.1|DALB
OG0010162	LOC26526844|XP_015014350.1|DERE	LOC117568513|XP_034105106.1|DALB
OG0010163	LOC6546225|XP_001973567.1|DERE	LOC117572119|XP_034110635.1|DALB
OG0010164	LOC6543865|XP_001972341.1|DERE	LOC117567660|XP_034103669.1|DALB
OG0010165	LOC6545213|XP_001972104.1|DERE	LOC117567835|XP_034103974.1|DALB
OG0010166	LOC6544627|XP_001972202.3|DERE	LOC117569882|XP_034107112.1|DALB
OG0010167	LOC6545979|XP_001972187.1|DERE	LOC117572322|XP_034110947.1|DALB
OG0010168	LOC6544198|XP_015012925.1|DERE	LOC117569551|XP_034106649.1|DALB, LOC117566442|XP_034101864.1|DALB
OG0010169	LOC6544725|XP_026833964.1|DERE	LOC117566458|XP_034101879.1|DALB
OG0010170	LOC6546303|XP_001972844.1|DERE, LOC113564034|XP_026833996.1|DERE	LOC117569154|XP_034106105.1|DALB
OG0010171	LOC113564033|XP_026833995.1|DERE, LOC6546304|XP_001972845.1|DERE	LOC117568724|XP_034105433.1|DALB
OG0010172	LOC6544337|XP_001973080.1|DERE	LOC117572809|XP_034111806.1|DALB
OG0010173	LOC6546646|XP_001975855.1|DERE	LOC117570945|XP_034108770.1|DALB
OG0010174	LOC6548281|XP_001975107.1|DERE	LOC117571208|XP_034109145.1|DALB
OG0010175	LOC6547981|XP_001975127.1|DERE	LOC117569902|XP_034107134.1|DALB
OG0010176	LOC6547985|XP_026836599.1|DERE	LOC117569626|XP_034106754.1|DALB
OG0010177	LOC6542430|XP_001970610.1|DERE	LOC117567145|XP_034102848.1|DALB
OG0010178	LOC6548839|XP_001975353.1|DERE	LOC117566498|XP_034101929.1|DALB
OG0010179	LOC6545487|XP_001973382.1|DERE	LOC117569471|XP_034106530.1|DALB
OG0010180	LOC6545352|XP_001973292.1|DERE	LOC117569299|XP_034106298.1|DALB
OG0010181	LOC6544284|XP_001973712.1|DERE	LOC117571043|XP_034108901.1|DALB
OG0010182	LOC26526188|XP_026836531.1|DERE	LOC117568385|XP_034104887.1|DALB
OG0010183	LOC6547607|XP_001974967.1|DERE	LOC117568386|XP_034104888.1|DALB
OG0010184	LOC26526588|XP_015012820.1|DERE	LOC117566576|XP_034102008.1|DALB
OG0010185	LOC6549554|XP_015012385.1|DERE	LOC117570226|XP_034107617.1|DALB
OG0010186	LOC6543955|XP_001972761.1|DERE	LOC117568461|XP_034105029.1|DALB
OG0010187	LOC6547258|XP_001976144.1|DERE	LOC117570071|XP_034107401.1|DALB
OG0010188	LOC6548528|XP_001975368.2|DERE	LOC117572214|XP_034110781.1|DALB
OG0010189	LOC6546671|XP_001975864.1|DERE	LOC117569462|XP_034106520.1|DALB
OG0010190	LOC6547274|XP_001976097.1|DERE	LOC117571083|XP_034108956.1|DALB
OG0010191	LOC6547147|XP_001976122.1|DERE	LOC117571637|XP_034109753.1|DALB
OG0010192	LOC26526294|XP_015012776.1|DERE	LOC117569030|XP_034105915.1|DALB
OG0010193	LOC6542198|XP_026834884.1|DERE	LOC117570473|XP_034108047.1|DALB
OG0010194	LOC6544585|XP_001972384.1|DERE	LOC117571293|XP_034109254.1|DALB
OG0010195	LOC6544581|XP_001972380.1|DERE	LOC117569074|XP_034105979.1|DALB
OG0010196	LOC6548366|XP_001976642.1|DERE	LOC117567467|XP_034103377.1|DALB
OG0010197	LOC6546614|XP_001975830.2|DERE	LOC117570759|XP_034108477.1|DALB
OG0010198	LOC6546704|XP_026836702.1|DERE	LOC117571744|XP_034109982.1|DALB
OG0010199	LOC6547723|XP_001975012.1|DERE	LOC117572248|XP_034110825.1|DALB
OG0010200	LOC6548033|XP_001975246.1|DERE	LOC117568492|XP_034105072.1|DALB
OG0010201	LOC6548096|XP_001976602.1|DERE	LOC117567766|XP_034103850.1|DALB
OG0010202	LOC6547594|XP_001974893.1|DERE	LOC117571117|XP_034109003.1|DALB
OG0010203	LOC6548059|XP_001975061.1|DERE	LOC117571303|XP_034109264.1|DALB
OG0010204	LOC6549000|XP_001975551.1|DERE	LOC117569726|XP_034106889.1|DALB
OG0010205	LOC6548326|XP_001975161.1|DERE	LOC117572133|XP_034110657.1|DALB
OG0010206	LOC6548176|XP_026835958.1|DERE	LOC117571247|XP_034109192.1|DALB
OG0010207	LOC6548822|XP_001975607.1|DERE	LOC117571362|XP_034109362.1|DALB
OG0010208	LOC6542995|XP_001969154.3|DERE	LOC117571490|XP_034109549.1|DALB
OG0010209	LOC6541802|XP_001969153.1|DERE	LOC117568467|XP_034105041.1|DALB
OG0010210	LOC6547283|XP_001976150.1|DERE	LOC117569787|XP_034106980.1|DALB
OG0010211	LOC6547998|XP_001975277.1|DERE	LOC117572081|XP_034110564.1|DALB
OG0010212	LOC6548377|XP_001975136.1|DERE	LOC117567312|XP_034103091.1|DALB
OG0010213	LOC6548380|XP_001975139.1|DERE	LOC117567313|XP_034103092.1|DALB
OG0010214	LOC6548104|XP_001975145.1|DERE	LOC117569500|XP_034106575.1|DALB
OG0010215	LOC6547386|XP_001974842.1|DERE	LOC117569802|XP_034107006.1|DALB
OG0010216	LOC6546853|XP_001975955.1|DERE	LOC117571393|XP_034109403.1|DALB
OG0010217	LOC6547439|XP_001976375.2|DERE	LOC117569768|XP_034106952.1|DALB
OG0010218	LOC6547691|XP_001976371.1|DERE	LOC117570900|XP_034108696.1|DALB
OG0010219	LOC6547879|XP_001976355.1|DERE	LOC117571252|XP_034109198.1|DALB
OG0010220	LOC6548339|XP_001975295.1|DERE	LOC117568728|XP_034105438.1|DALB, LOC117570521|XP_034108113.1|DALB
OG0010221	LOC6548337|XP_001975293.1|DERE	LOC117570519|XP_034108111.1|DALB
OG0010222	LOC6549630|XP_001975691.1|DERE	LOC117572798|XP_034111794.1|DALB
OG0010223	LOC6549626|XP_001975687.2|DERE	LOC117572797|XP_034111793.1|DALB
OG0010224	LOC6546773|XP_001976000.1|DERE	LOC117569777|XP_034106968.1|DALB
OG0010225	LOC6553886|XP_001980459.1|DERE	LOC117576184|XP_034116665.1|DALB, LOC117576104|XP_034116552.1|DALB
OG0010226	LOC6552670|XP_001979178.1|DERE	LOC117574640|XP_034114429.1|DALB
OG0010227	LOC26526873|XP_015010534.1|DERE	LOC117573863|XP_034113226.1|DALB
OG0010228	LOC6553993|XP_001979452.1|DERE	LOC117576945|XP_034117993.1|DALB, LOC117576962|XP_034118029.1|DALB, LOC117576955|XP_034118009.1|DALB
OG0010229	LOC6553958|XP_001979553.1|DERE	LOC117573633|XP_034112832.1|DALB
OG0010230	LOC6553816|XP_001979549.1|DERE	LOC117576117|XP_034116566.1|DALB
OG0010231	LOC6555328|XP_001981215.1|DERE	LOC117574496|XP_034114224.1|DALB
OG0010232	LOC26526715|XP_015010515.1|DERE	LOC117576285|XP_034116823.1|DALB
OG0010233	LOC6555174|XP_026839508.1|DERE	LOC117574802|XP_034114658.1|DALB
OG0010234	LOC26526187|XP_026839535.1|DERE	LOC117575785|XP_034116050.1|DALB
OG0010236	LOC6554476|XP_001981289.2|DERE	LOC117573590|XP_034112776.1|DALB
OG0010237	LOC6554621|XP_026833519.1|DERE	LOC117575474|XP_034115598.1|DALB
OG0010238	LOC6554285|XP_001981753.1|DERE	LOC117574364|XP_034114089.1|DALB
OG0010239	LOC6555303|XP_001982324.1|DERE	LOC117575457|XP_034115556.1|DALB
OG0010240	LOC6541029|XP_001969556.1|DERE	LOC117576761|XP_034117698.1|DALB
OG0010241	LOC26526482|XP_015010489.1|DERE	LOC117574409|XP_034114137.1|DALB
OG0010242	LOC6554416|XP_001981917.1|DERE	LOC117573711|XP_034112972.1|DALB
OG0010243	LOC6554719|XP_001981081.1|DERE	LOC117574227|XP_034113827.1|DALB
OG0010244	LOC6552232|XP_001979797.1|DERE	LOC117576196|XP_034116680.1|DALB
OG0010245	LOC6552193|XP_001979738.1|DERE	LOC117574695|XP_034114495.1|DALB, LOC117574775|XP_034114614.1|DALB
OG0010246	LOC6553555|XP_026837682.1|DERE	LOC117575018|XP_034114988.1|DALB
OG0010247	LOC6554304|XP_001982128.1|DERE	LOC117573792|XP_034113090.1|DALB
OG0010248	LOC26527009|XP_026831946.1|DERE	LOC117576030|XP_034116430.1|DALB
OG0010249	LOC6553964|XP_001980522.1|DERE	LOC117577314|XP_034118171.1|DALB, LOC117577248|XP_034118128.1|DALB
OG0010267	LOC6546538|XP_026832875.1|DERE	LOC117567727|XP_034103779.1|DALB
OG0010272	LOC6549601|XP_001975734.1|DERE	LOC117568563|XP_034105182.1|DALB
OG0010275	LOC113563750|XP_026831838.1|DERE	LOC117574516|XP_034114267.1|DALB
OG0010277	LOC6555209|XP_001982077.1|DERE	LOC117575978|XP_034116351.1|DALB
OG0010279	LOC6554151|XP_001981908.3|DERE	LOC117575833|XP_034116129.1|DALB
OG0010280	LOC6549679|XP_001977438.1|DERE	LOC117578018|XP_034119010.1|DALB
OG0010282	LOC6554609|XP_001981561.1|DERE	LOC117576710|XP_034117620.1|DALB
OG0010283	LOC6553268|XP_001980127.1|DERE	LOC117575163|XP_034115156.1|DALB
OG0010285	LOC6554881|XP_001982219.1|DERE	LOC117573516|XP_034112641.1|DALB
OG0010286	LOC6554594|XP_001981329.1|DERE	LOC117573578|XP_034112757.1|DALB
OG0010287	LOC6555196|XP_001982292.1|DERE	LOC117574233|XP_034113834.1|DALB
OG0010290	LOC6554711|XP_001981961.1|DERE	LOC117574306|XP_034114005.1|DALB
OG0010292	LOC6555097|XP_001981424.1|DERE	LOC117573820|XP_034113136.1|DALB
OG0010296	LOC6541896|XP_001970520.1|DERE	LOC117572657|XP_034111542.1|DALB
OG0010298	LOC6546951|XP_001974601.1|DERE	LOC117569080|XP_034105987.1|DALB
OG0010301	LOC6553069|XP_001979090.3|DERE	LOC117573831|XP_034113154.1|DALB
OG0010302	LOC26526412|XP_015012801.2|DERE	LOC117571333|XP_034109317.1|DALB
OG0010304	LOC6550046|XP_001977512.1|DERE	LOC117567877|XP_034104041.1|DALB
OG0010305	LOC6550011|XP_001977477.1|DERE	LOC117565412|XP_034100391.1|DALB
OG0010306	LOC6550020|XP_026838332.1|DERE	LOC117571671|XP_034109806.1|DALB
OG0010307	LOC6551046|XP_001977031.3|DERE	LOC117573352|XP_034112373.1|DALB
OG0010308	LOC6549676|XP_001977435.1|DERE	LOC117570025|XP_034107339.1|DALB
OG0010309	LOC26526303|XP_015014254.1|DERE	LOC117571087|XP_034108962.1|DALB
OG0010310	LOC6555629|XP_001982513.3|DERE	LOC117566228|XP_034101669.1|DALB
OG0010311	LOC6550359|XP_026837719.1|DERE	LOC117568480|XP_034105061.1|DALB
OG0010312	LOC6550386|XP_001977753.1|DERE	LOC117574318|XP_034114023.1|DALB
OG0010313	LOC6543883|XP_001973642.2|DERE	LOC117566682|XP_034102121.1|DALB
OG0010314	LOC6551014|XP_001978265.2|DERE	LOC117575236|XP_034115262.1|DALB
OG0010316	LOC113564278|XP_026836222.1|DERE	LOC117569702|XP_034106855.1|DALB
OG0010317	LOC6550575|XP_001976736.1|DERE	LOC117569063|XP_034105971.1|DALB, LOC117568960|XP_034105812.1|DALB
OG0010318	LOC6551229|XP_001978341.1|DERE	LOC117577875|XP_034118724.1|DALB
OG0010319	LOC6555591|XP_001982616.1|DERE	LOC117577660|XP_034118476.1|DALB
OG0010320	LOC6551673|XP_001977176.1|DERE	LOC117577987|XP_034118974.1|DALB
OG0010321	LOC6543700|XP_001971907.3|DERE	LOC117568943|XP_034105772.1|DALB
OG0010322	LOC6543706|XP_001971913.1|DERE	LOC117572066|XP_034110537.1|DALB
OG0010324	LOC6543714|XP_001971857.1|DERE	LOC117571614|XP_034109725.1|DALB
OG0010325	LOC6544093|XP_001971434.2|DERE	LOC117571414|XP_034109444.1|DALB
OG0010326	LOC6546330|XP_001971806.3|DERE	LOC117572010|XP_034110420.1|DALB
OG0010327	LOC6544274|XP_001971960.2|DERE	LOC117572150|XP_034110680.1|DALB
OG0010328	LOC6545317|XP_001973243.1|DERE	LOC117569430|XP_034106481.1|DALB
OG0010330	LOC6546305|XP_001972846.1|DERE	LOC117569044|XP_034105933.1|DALB
OG0010331	LOC6546395|XP_026833563.1|DERE	LOC117568061|XP_034104307.1|DALB
OG0010332	LOC6550614|XP_001978141.1|DERE	LOC117577985|XP_034118973.1|DALB
OG0010334	LOC6541323|XP_001969815.1|DERE	LOC117565542|XP_034100579.1|DALB
OG0010335	LOC6550018|XP_026837859.1|DERE	LOC117577715|XP_034118509.1|DALB
OG0010336	LOC6555569|XP_001982486.1|DERE	LOC117566076|XP_034101471.1|DALB
OG0010337	LOC6550183|XP_001978322.1|DERE	LOC117565226|XP_034100128.1|DALB
OG0010338	LOC6550753|XP_001978050.1|DERE	LOC117574360|XP_034114088.1|DALB
OG0010339	LOC6551901|XP_001980616.1|DERE	LOC117566797|XP_034102234.1|DALB
OG0010340	LOC6551482|XP_001978515.1|DERE	LOC117564415|XP_034099041.1|DALB
OG0010341	LOC6551481|XP_001978514.1|DERE	LOC117573390|XP_034112485.1|DALB
OG0010342	LOC6551257|XP_001977071.2|DERE	LOC117565863|XP_034101091.1|DALB
OG0010343	LOC6552820|XP_001979971.1|DERE	LOC117577712|XP_034118510.1|DALB
OG0010344	LOC6551360|XP_001978373.1|DERE	LOC117565943|XP_034101224.1|DALB
OG0010345	LOC6550439|XP_001977799.1|DERE	LOC117566078|XP_034101453.1|DALB
OG0010346	LOC6555699|XP_026838924.1|DERE	LOC117568799|XP_034105554.1|DALB
OG0010347	LOC6550197|XP_001977586.1|DERE	LOC117576350|XP_034116930.1|DALB
OG0010348	LOC6542554|XP_001970433.1|DERE	LOC117573182|XP_034112056.1|DALB
OG0010349	LOC6551155|XP_001976856.1|DERE	LOC117576741|XP_034117667.1|DALB
OG0010350	LOC6550974|XP_026837533.1|DERE	LOC117578039|XP_034119047.1|DALB
OG0010351	LOC6551093|XP_001977107.1|DERE	LOC117572426|XP_034111143.1|DALB
OG0010352	LOC6550756|XP_001976734.1|DERE	LOC117577624|XP_034118381.1|DALB
OG0010353	LOC6551592|XP_026838509.1|DERE	LOC117566775|XP_034102212.1|DALB
OG0010354	LOC6549763|XP_001976782.1|DERE	LOC117573537|XP_034112708.1|DALB
OG0010355	LOC6551208|XP_026838589.1|DERE	LOC117576988|XP_034118068.1|DALB
OG0010356	LOC6550280|XP_026837743.1|DERE	LOC117571745|XP_034109988.1|DALB
OG0010357	LOC6549793|XP_001977316.1|DERE	LOC117577588|XP_034118323.1|DALB
OG0010358	LOC6550142|XP_001977539.1|DERE	LOC117571357|XP_034109360.1|DALB
OG0010359	LOC6555696|XP_026838927.1|DERE	LOC117567069|XP_034102706.1|DALB
OG0010360	LOC6555694|XP_001982471.1|DERE	LOC117570267|XP_034107676.1|DALB
OG0010361	LOC6555693|XP_001982470.1|DERE	LOC117567174|XP_034102885.1|DALB
OG0010362	LOC6555795|XP_001982465.1|DERE	LOC117577656|XP_034118435.1|DALB
OG0010363	LOC6549745|XP_001977348.1|DERE	LOC117567350|XP_034103178.1|DALB
OG0010364	LOC6550566|XP_001977944.1|DERE	LOC117563401|XP_034097629.1|DALB
OG0010365	LOC6549926|XP_001978676.2|DERE	LOC117577799|XP_034118617.1|DALB
OG0010366	LOC6550000|XP_001977466.1|DERE	LOC117576437|XP_034117089.1|DALB
OG0010367	LOC6550786|XP_026837561.1|DERE	LOC117567445|XP_034103348.1|DALB
OG0010368	LOC6550230|XP_001978198.1|DERE	LOC117577960|XP_034118898.1|DALB
OG0010369	LOC6550774|XP_001976756.1|DERE	LOC117569434|XP_034106491.1|DALB
OG0010370	LOC6551572|XP_001977293.1|DERE	LOC117577921|XP_034118808.1|DALB
OG0010371	LOC6551451|XP_001977276.1|DERE	LOC117578078|XP_034119120.1|DALB
OG0010372	LOC6551027|XP_001978262.1|DERE	LOC117567815|XP_034103946.1|DALB
OG0010373	LOC6551015|XP_001978266.2|DERE	LOC117576583|XP_034117359.1|DALB
OG0010374	LOC6550013|XP_001977479.1|DERE	LOC117565403|XP_034100381.1|DALB
OG0010375	LOC6550014|XP_001977480.1|DERE	LOC117567968|XP_034104171.1|DALB
OG0010376	LOC6550661|XP_001978069.2|DERE	LOC117564712|XP_034099487.1|DALB
OG0010377	LOC6549967|XP_001978740.1|DERE	LOC117567974|XP_034104186.1|DALB
OG0010378	LOC6550945|XP_001976965.2|DERE	LOC117563981|XP_034098467.1|DALB
OG0010379	LOC26526009|XP_015011429.2|DERE	LOC117577889|XP_034118758.1|DALB
OG0010380	LOC6551472|XP_001978553.1|DERE	LOC117577763|XP_034118565.1|DALB
OG0010381	LOC26526981|XP_015011491.1|DERE	LOC117577831|XP_034118662.1|DALB
OG0010382	LOC6551445|XP_001978543.1|DERE	LOC117570418|XP_034107940.1|DALB
OG0010383	LOC6551442|XP_001978540.1|DERE	LOC117577934|XP_034118830.1|DALB
OG0010384	LOC6551249|XP_001978437.1|DERE	LOC117569901|XP_034107173.1|DALB
OG0010385	LOC6543389|XP_001968909.1|DERE	LOC117563226|XP_034097320.1|DALB
OG0010386	LOC6543258|XP_001969027.1|DERE	LOC117564670|XP_034099424.1|DALB
OG0010387	LOC6540597|XP_001968892.1|DERE	LOC117565544|XP_034100581.1|DALB
OG0010388	LOC6542767|XP_026834364.1|DERE	LOC117564706|XP_034099476.1|DALB
OG0010389	LOC6541362|XP_001969302.1|DERE	LOC117563676|XP_034097993.1|DALB
OG0010390	LOC26526074|XP_015012733.1|DERE	LOC117563446|XP_034097676.1|DALB
OG0010391	LOC6549311|XP_001974233.1|DERE	LOC117565804|XP_034100984.1|DALB
OG0010392	LOC6541502|XP_026835156.1|DERE	LOC117563584|XP_034097861.1|DALB
OG0010393	LOC6542005|XP_001968476.1|DERE	LOC117563639|XP_034097939.1|DALB
OG0010394	LOC6540899|XP_001970028.3|DERE	LOC117563364|XP_034097553.1|DALB
OG0010395	LOC6548908|XP_001974175.3|DERE	LOC117564642|XP_034099393.1|DALB
OG0010396	LOC6542803|XP_001969244.1|DERE	LOC117564814|XP_034099627.1|DALB
OG0010397	LOC6540780|XP_001969590.3|DERE	LOC117563661|XP_034097968.1|DALB
OG0010398	LOC6542889|XP_001969621.1|DERE	LOC117564561|XP_034099285.1|DALB
OG0010399	LOC6541833|XP_001969617.1|DERE	LOC117564680|XP_034099441.1|DALB
OG0010400	LOC6542009|XP_001969608.1|DERE	LOC117563695|XP_034098030.1|DALB
OG0010401	LOC6540745|XP_001969600.1|DERE	LOC117565822|XP_034101017.1|DALB
OG0010402	LOC6542211|XP_015015007.1|DERE	LOC117566065|XP_034101412.1|DALB
OG0010403	LOC6541035|XP_001969338.2|DERE	LOC117566109|XP_034101470.1|DALB
OG0010404	LOC6548966|XP_001974198.1|DERE	LOC117563387|XP_034097609.1|DALB
OG0010405	LOC6548965|XP_001974197.1|DERE	LOC117563389|XP_034097612.1|DALB
OG0010406	LOC6548963|XP_026836199.1|DERE	LOC117563390|XP_034097613.1|DALB
OG0010407	LOC6542037|XP_001970004.3|DERE	LOC117563770|XP_034098168.1|DALB, LOC117563774|XP_034098172.1|DALB, LOC117563773|XP_034098171.1|DALB
OG0010408	LOC6541477|XP_001969748.1|DERE	LOC117565232|XP_034100130.1|DALB
OG0010409	LOC113564113|XP_026834950.1|DERE	LOC117564489|XP_034099187.1|DALB
OG0010410	LOC113564760|XP_026839388.1|DERE, LOC6556001|XP_026839304.1|DERE, LOC26526481|XP_026834265.1|DERE	LOC117565216|XP_034100117.1|DALB
OG0010411	LOC6546455|XP_001971235.1|DERE	LOC117564134|XP_034098685.1|DALB
OG0010412	LOC6549120|XP_001974146.1|DERE	LOC117565135|XP_034099996.1|DALB
OG0010413	LOC6542903|XP_001968392.1|DERE	LOC117566176|XP_034101572.1|DALB
OG0010414	LOC6542043|XP_026835081.1|DERE	LOC117566178|XP_034101575.1|DALB
OG0010415	LOC6541876|XP_001970123.1|DERE	LOC117565267|XP_034100183.1|DALB
OG0010416	LOC6543214|XP_001969900.1|DERE	LOC117565758|XP_034100902.1|DALB
OG0010417	LOC6542972|XP_001969902.1|DERE	LOC117565750|XP_034100889.1|DALB
OG0010418	LOC6543351|XP_001969909.1|DERE	LOC117565452|XP_034100442.1|DALB
OG0010419	LOC6541799|XP_001969945.1|DERE	LOC117563895|XP_034098347.1|DALB
OG0010420	LOC6541667|XP_001969037.2|DERE	LOC117564916|XP_034099760.1|DALB
OG0010421	LOC6541699|XP_001968298.1|DERE	LOC117564555|XP_034099279.1|DALB
OG0010422	LOC6542816|XP_001969697.2|DERE	LOC117564937|XP_034099781.1|DALB
OG0010423	LOC26526573|XP_015012818.1|DERE	LOC117565971|XP_034101258.1|DALB
OG0010424	LOC6542187|XP_026834729.1|DERE	LOC117565551|XP_034100608.1|DALB
OG0010425	LOC6549190|XP_001974409.3|DERE	LOC117564474|XP_034099166.1|DALB
OG0010426	LOC6549189|XP_001974408.1|DERE	LOC117565492|XP_034100490.1|DALB
OG0010427	LOC6542582|XP_001968819.2|DERE	LOC117565171|XP_034100053.1|DALB
OG0010428	LOC6548801|XP_001974058.1|DERE	LOC117564438|XP_034099067.1|DALB
OG0010429	LOC6541719|XP_001970187.1|DERE	LOC117564592|XP_034099330.1|DALB
OG0010430	LOC6542070|XP_001968318.1|DERE	LOC117563705|XP_034098043.1|DALB
OG0010431	LOC6542623|XP_001968583.1|DERE	LOC117565476|XP_034100474.1|DALB
OG0010432	LOC6542868|XP_001968586.1|DERE	LOC117565323|XP_034100253.1|DALB
OG0010433	LOC6541076|XP_001968595.1|DERE	LOC117565281|XP_034100199.1|DALB
OG0010434	LOC6543400|XP_001968360.1|DERE	LOC117564961|XP_034099807.1|DALB
OG0010435	LOC6540823|XP_001968741.1|DERE	LOC117566129|XP_034101498.1|DALB
OG0010436	LOC6542899|XP_026834586.1|DERE	LOC117565390|XP_034100361.1|DALB
OG0010437	LOC6542132|XP_001970094.1|DERE	LOC117563259|XP_034097372.1|DALB
OG0010439	LOC6548361|XP_001973964.1|DERE	LOC117564245|XP_034098830.1|DALB
OG0010440	LOC6549568|XP_001974470.1|DERE	LOC117565292|XP_034100216.1|DALB
OG0010441	LOC26527028|XP_015012900.1|DERE	LOC117565291|XP_034100215.1|DALB
OG0010442	LOC6553797|XP_001980445.1|DERE	LOC117565351|XP_034100300.1|DALB
