Orthogroup	DERE.longest_only	CQUI.longest_only
OG0007235	LOC6544190|XP_001971948.2|DERE	LOC6044683|XP_038118764.1|CQUI
OG0007236	LOC6553410|XP_001979263.1|DERE	LOC6054717|XP_038118576.1|CQUI
OG0007237	LOC6552515|XP_001980940.1|DERE	LOC6039409|XP_038118575.1|CQUI
OG0007238	LOC6555825|XP_001982691.1|DERE	LOC6039788|XP_038121675.1|CQUI
OG0007239	LOC6551914|XP_026832096.1|DERE	LOC6051110|XP_038120264.1|CQUI
OG0007240	LOC6551906|XP_001979667.1|DERE	LOC6051116|XP_038116031.1|CQUI
OG0007241	LOC6550170|XP_001977608.1|DERE	LOC6042885|XP_001870854.2|CQUI
OG0007242	LOC6550171|XP_015010804.1|DERE	LOC6053665|XP_038116260.1|CQUI
OG0007243	LOC6551057|XP_001978301.2|DERE	LOC6054206|XP_038120597.1|CQUI
OG0007244	LOC6553032|XP_001980094.1|DERE	LOC6052121|XP_001868439.2|CQUI
OG0007245	LOC6555034|XP_001981176.2|DERE	LOC6035000|XP_038115745.1|CQUI
OG0007246	LOC6553728|XP_001980397.1|DERE	LOC6035010|XP_038119415.1|CQUI
OG0007247	LOC6549593|XP_001975661.1|DERE	LOC6035022|XP_038115522.1|CQUI
OG0007248	LOC6555649|XP_026838912.1|DERE	LOC6051462|XP_001867900.2|CQUI
OG0007249	LOC6550442|XP_001977837.1|DERE	LOC6050290|XP_038121343.1|CQUI
OG0007250	LOC6551384|XP_001977229.1|DERE	LOC6038163|XP_001847996.2|CQUI
OG0007251	LOC6552438|XP_001980927.1|DERE	LOC6038159|XP_038115493.1|CQUI
OG0007252	LOC6552216|XP_001980735.3|DERE	LOC6038154|XP_038121561.1|CQUI
OG0007253	LOC6544862|XP_001973174.1|DERE	LOC6038144|XP_038121184.1|CQUI
OG0007254	LOC6551957|XP_026832060.1|DERE	LOC6049546|XP_038119000.1|CQUI
OG0007255	LOC6550381|XP_001977748.1|DERE	LOC6041226|XP_001850518.1|CQUI
OG0007256	LOC6552201|XP_001978931.1|DERE	LOC6041230|XP_001850522.1|CQUI
OG0007257	LOC6553319|XP_026839018.1|DERE	LOC6041225|XP_038116560.1|CQUI
OG0007258	LOC6553320|XP_026839023.1|DERE	LOC6041217|XP_038116326.1|CQUI
OG0007259	LOC6555793|XP_001982463.1|DERE	LOC6050950|XP_038121571.1|CQUI
OG0007260	LOC6544475|XP_001972509.1|DERE	LOC6050949|XP_038121290.1|CQUI
OG0007261	LOC6548191|XP_001975213.1|DERE	LOC6054034|XP_001870014.2|CQUI
OG0007262	LOC6555558|XP_001982583.1|DERE	LOC6049610|XP_038115906.1|CQUI
OG0007263	LOC6545883|XP_001973488.1|DERE	LOC6052876|XP_001869064.2|CQUI
OG0007264	LOC6544135|XP_001973729.1|DERE	LOC6049885|XP_038117772.1|CQUI
OG0007265	LOC6551597|XP_001978462.1|DERE	LOC6052590|XP_001868830.2|CQUI
OG0007266	LOC6553749|XP_001979410.3|DERE	LOC6040338|XP_038120783.1|CQUI
OG0007267	LOC6551961|XP_001979687.1|DERE	LOC6040299|XP_001849726.1|CQUI
OG0007268	LOC6547010|XP_001974625.1|DERE	LOC119769781|XP_038119310.1|CQUI
OG0007269	LOC6555697|XP_001982474.1|DERE	LOC6047744|XP_038121230.1|CQUI
OG0007270	LOC6552649|XP_026831765.1|DERE	LOC6047737|XP_038120862.1|CQUI
OG0007271	LOC6553101|XP_001980096.1|DERE	LOC6047735|XP_001864754.2|CQUI
OG0007272	LOC6544696|XP_001972019.1|DERE	LOC6047734|XP_001864753.2|CQUI
OG0007273	LOC6551783|XP_026832063.1|DERE	LOC6047731|XP_038116566.1|CQUI
OG0007274	LOC6552050|XP_026839703.1|DERE	LOC6047729|XP_001864748.1|CQUI
OG0007275	LOC6546383|XP_015013809.1|DERE	LOC6047725|XP_001864746.2|CQUI
OG0007276	LOC6546380|XP_001971783.1|DERE	LOC6047724|XP_001864745.2|CQUI
OG0007277	LOC6543898|XP_001973649.1|DERE	LOC6048466|XP_038116178.1|CQUI
OG0007278	LOC6545151|XP_001971581.1|DERE	LOC6048493|XP_038116885.1|CQUI
OG0007279	LOC6546009|XP_015013219.1|DERE	LOC6048492|XP_038116085.1|CQUI
OG0007280	LOC6546178|XP_026832667.1|DERE	LOC6048494|XP_038116124.1|CQUI
OG0007281	LOC6554727|XP_001981790.1|DERE	LOC6039132|XP_001848793.2|CQUI
OG0007282	LOC6554726|XP_001981789.1|DERE	LOC119765004|XP_038118190.1|CQUI
OG0007283	LOC6554402|XP_001981698.1|DERE	LOC6039137|XP_001848797.1|CQUI
OG0007284	LOC6551794|XP_001979619.2|DERE	LOC6046876|XP_001864005.1|CQUI
OG0007285	LOC6550355|XP_001977784.1|DERE	LOC6046872|XP_001864004.1|CQUI
OG0007286	LOC6550458|XP_026837243.1|DERE	LOC6053746|XP_038114996.1|CQUI
OG0007287	LOC6542298|XP_001968213.1|DERE	LOC6046881|XP_038114898.1|CQUI
OG0007288	LOC6551379|XP_026838198.1|DERE	LOC6053749|XP_038114895.1|CQUI
OG0007289	LOC6551284|XP_001978428.1|DERE	LOC6046886|XP_001864014.1|CQUI
OG0007290	LOC6551934|XP_001979678.1|DERE	LOC6047589|XP_001864628.2|CQUI
OG0007291	LOC6550890|XP_001976955.1|DERE	LOC6045152|XP_001862552.2|CQUI
OG0007292	LOC6550674|XP_001978032.2|DERE	LOC6045144|XP_001862544.2|CQUI
OG0007293	LOC6554136|XP_001981688.1|DERE	LOC6054245|XP_038121687.1|CQUI
OG0007294	LOC6552879|XP_001979997.1|DERE	LOC6036958|XP_038118086.1|CQUI
OG0007295	LOC6553027|XP_001980089.1|DERE	LOC6050139|XP_038119309.1|CQUI
OG0007296	LOC6555094|XP_026839690.1|DERE	LOC6054341|XP_038119261.1|CQUI
OG0007297	LOC6552192|XP_001979737.1|DERE	LOC6054100|XP_001870071.2|CQUI
OG0007298	LOC6552402|XP_001978928.1|DERE	LOC6040426|XP_038120934.1|CQUI
OG0007299	LOC6552434|XP_026839751.1|DERE	LOC6053921|XP_001869925.2|CQUI
OG0007300	LOC6553316|XP_001980160.1|DERE	LOC6039815|XP_001849328.2|CQUI
OG0007301	LOC6552830|XP_026831541.1|DERE	LOC6039805|XP_038118952.1|CQUI
OG0007302	LOC6552482|XP_026837530.1|DERE	LOC6050141|XP_038117593.1|CQUI
OG0007304	LOC6540648|XP_001968882.2|DERE	LOC6051687|XP_001868085.2|CQUI
OG0007305	LOC6546167|XP_001972864.1|DERE	LOC6039720|XP_001849274.2|CQUI
OG0007306	LOC6546166|XP_001972863.1|DERE	LOC6039719|XP_001849273.2|CQUI
OG0007307	LOC6553218|XP_026835639.1|DERE	LOC6039698|XP_001849257.1|CQUI
OG0007308	LOC6554583|XP_001981539.1|DERE	LOC6039693|XP_001849254.2|CQUI
OG0007309	LOC6554257|XP_026831496.1|DERE	LOC6041424|XP_038120737.1|CQUI
OG0007310	LOC6554847|XP_015008898.1|DERE	LOC6046677|XP_038118034.1|CQUI
OG0007311	LOC6554844|XP_026831983.1|DERE	LOC6046675|XP_038118072.1|CQUI
OG0007312	LOC6548534|XP_001975374.1|DERE	LOC6046657|XP_038118075.1|CQUI
OG0007313	LOC6550335|XP_026837940.1|DERE	LOC6032503|XP_001843092.2|CQUI
OG0007314	LOC6555624|XP_001982602.1|DERE	LOC6032508|XP_038120405.1|CQUI
OG0007315	LOC6551493|XP_026838772.1|DERE	LOC6032521|XP_038116776.1|CQUI
OG0007316	LOC6553831|XP_001979496.1|DERE	LOC6032533|XP_001843114.2|CQUI
OG0007317	LOC6552600|XP_001978993.1|DERE	LOC6032541|XP_038120332.1|CQUI
OG0007318	LOC6552599|XP_015009564.1|DERE	LOC6032545|XP_038120057.1|CQUI
OG0007319	LOC6545179|XP_001972527.1|DERE	LOC6053704|XP_038115651.1|CQUI
OG0007320	LOC6552052|XP_001980688.2|DERE	LOC6050267|XP_038121621.1|CQUI
OG0007321	LOC6555525|XP_026837978.1|DERE	LOC6048876|XP_038119756.1|CQUI
OG0007322	LOC6555787|XP_026838886.1|DERE	LOC6042557|XP_038117378.1|CQUI
OG0007323	LOC6555806|XP_026838979.1|DERE	LOC6042554|XP_038120330.1|CQUI
OG0007324	LOC6552726|XP_001978953.1|DERE	LOC6039525|XP_001849126.1|CQUI
OG0007325	LOC6554891|XP_001982246.1|DERE	LOC6039524|XP_001849125.1|CQUI
OG0007326	LOC6552727|XP_026832383.1|DERE	LOC6039523|XP_001849124.1|CQUI
OG0007327	LOC6543647|XP_001971347.1|DERE	LOC119770438|XP_038121278.1|CQUI
OG0007328	LOC6552996|XP_001980056.1|DERE	LOC6054547|XP_038114867.1|CQUI
OG0007329	LOC6554996|XP_001981821.1|DERE	LOC6046748|XP_038116760.1|CQUI
OG0007330	LOC6550270|XP_015011124.1|DERE	LOC6042278|XP_038114747.1|CQUI
OG0007331	LOC6555783|XP_026838960.1|DERE	LOC6042275|XP_038114745.1|CQUI
OG0007332	LOC6549953|XP_026838378.1|DERE	LOC6042272|XP_038115601.1|CQUI
OG0007333	LOC6553356|XP_001980185.1|DERE	LOC6051286|XP_038119993.1|CQUI
OG0007334	LOC6541599|XP_015015176.1|DERE	LOC6050406|XP_001867021.2|CQUI
OG0007335	LOC6545457|XP_015013254.1|DERE	LOC6037586|XP_038122087.1|CQUI
OG0007336	LOC6551125|XP_001978352.2|DERE	LOC6037581|XP_001847477.2|CQUI
OG0007337	LOC6546329|XP_001972941.1|DERE	LOC6037583|XP_038119443.1|CQUI
OG0007338	LOC6546048|XP_001971745.2|DERE	LOC119770638|XP_038121826.1|CQUI
OG0007339	LOC6552436|XP_001980892.1|DERE	LOC6037552|XP_001847449.2|CQUI
OG0007340	LOC6552005|XP_026839685.1|DERE	LOC6044876|XP_038115723.1|CQUI
OG0007341	LOC6552205|XP_001978935.2|DERE	LOC6041572|XP_038118174.1|CQUI
OG0007342	LOC6555159|XP_001981415.1|DERE	LOC6050902|XP_038117798.1|CQUI
OG0007343	LOC6554655|XP_001981979.1|DERE	LOC6039226|XP_038114944.1|CQUI
OG0007344	LOC6541193|XP_001968272.1|DERE	LOC6039227|XP_001848868.2|CQUI
OG0007345	LOC6554653|XP_001981977.1|DERE	LOC6039224|XP_001848865.2|CQUI
OG0007346	LOC6543998|XP_001971890.1|DERE	LOC6039221|XP_001848862.2|CQUI
OG0007347	LOC6550611|XP_026837416.1|DERE	LOC6039215|XP_038122045.1|CQUI
OG0007348	LOC6550633|XP_001978145.1|DERE	LOC6039212|XP_038122032.1|CQUI
OG0007349	LOC6550634|XP_001978146.1|DERE	LOC6039208|XP_001848849.2|CQUI
OG0007350	LOC6550958|XP_001976987.1|DERE	LOC6032720|XP_001843271.2|CQUI
OG0007351	LOC6545924|XP_026832449.1|DERE	LOC6032733|XP_038116050.1|CQUI
OG0007352	LOC6546674|XP_001975867.1|DERE	LOC6032737|XP_038122127.1|CQUI
OG0007353	LOC6552296|XP_001978893.1|DERE	LOC6032745|XP_001843291.1|CQUI
OG0007354	LOC6550109|XP_001977600.1|DERE	LOC6032755|XP_001843297.2|CQUI
OG0007355	LOC6552835|XP_026832066.1|DERE	LOC6032758|XP_038119583.1|CQUI
OG0007356	LOC6541053|XP_001970364.1|DERE	LOC6032765|XP_038121180.1|CQUI
OG0007357	LOC6553084|XP_026831489.1|DERE	LOC6032769|XP_038116347.1|CQUI
OG0007358	LOC6552973|XP_026839850.1|DERE	LOC6032775|XP_038116348.1|CQUI
OG0007359	LOC6554684|XP_001981564.1|DERE	LOC6033829|XP_038117649.1|CQUI
OG0007360	LOC6552867|XP_001979975.1|DERE	LOC6037755|XP_001847635.1|CQUI
OG0007361	LOC6555540|XP_026838858.1|DERE	LOC6047426|XP_038122181.1|CQUI
OG0007362	LOC6549380|XP_001974300.1|DERE	LOC6047425|XP_038121417.1|CQUI
OG0007363	LOC6550975|XP_001976852.1|DERE	LOC6035844|XP_001845960.1|CQUI
OG0007364	LOC6550976|XP_026838215.1|DERE	LOC6035842|XP_038120319.1|CQUI
OG0007365	LOC6550992|XP_026837761.1|DERE	LOC6035836|XP_038117827.1|CQUI
OG0007366	LOC6553961|XP_001979556.1|DERE	LOC119768685|XP_038115165.1|CQUI
OG0007367	LOC6543677|XP_001971845.2|DERE	LOC6035827|XP_038115169.1|CQUI
OG0007368	LOC6553510|XP_001979356.1|DERE	LOC6035796|XP_038119738.1|CQUI
OG0007369	LOC6552064|XP_015009710.2|DERE	LOC6042781|XP_038119917.1|CQUI
OG0007370	LOC6541848|XP_015014592.2|DERE	LOC6042777|XP_001870783.1|CQUI
OG0007371	LOC6554873|XP_001981369.2|DERE	LOC6042766|XP_038116431.1|CQUI
OG0007372	LOC6552460|XP_001980878.1|DERE	LOC6038948|XP_038120803.1|CQUI
OG0007373	LOC6550571|XP_001978124.1|DERE	LOC6038946|XP_001848638.2|CQUI
OG0007374	LOC6549886|XP_001977363.1|DERE	LOC6033982|XP_001844374.1|CQUI
OG0007375	LOC6549942|XP_026838473.1|DERE	LOC6034008|XP_038118707.1|CQUI
OG0007376	LOC6550610|XP_001978137.1|DERE	LOC6034012|XP_038118783.1|CQUI
OG0007377	LOC6549998|XP_001977464.1|DERE	LOC6034032|XP_001844416.1|CQUI
OG0007378	LOC6550455|XP_001977832.1|DERE	LOC6034035|XP_001844418.2|CQUI
OG0007379	LOC6550738|XP_001978053.1|DERE	LOC6034041|XP_001844421.2|CQUI
OG0007380	LOC6555730|XP_026838974.1|DERE	LOC6034050|XP_001844429.2|CQUI
OG0007381	LOC6550742|XP_026838091.1|DERE	LOC6049661|XP_001866384.2|CQUI
OG0007382	LOC6555588|XP_001982613.1|DERE	LOC6036784|XP_001846780.2|CQUI
OG0007383	LOC6555753|XP_026837828.1|DERE	LOC6041871|XP_038116828.1|CQUI
OG0007384	LOC6555584|XP_001982609.1|DERE	LOC6046610|XP_001863783.2|CQUI
OG0007385	LOC6550195|XP_001977584.1|DERE	LOC6047961|XP_001864943.2|CQUI
OG0007386	LOC6550924|XP_001976979.1|DERE	LOC6042028|XP_001851190.2|CQUI
OG0007387	LOC6550711|XP_001978011.2|DERE	LOC6044848|XP_001862293.2|CQUI
OG0007388	LOC6550602|XP_026838150.1|DERE	LOC6047964|XP_038121196.1|CQUI
OG0007390	LOC6555618|XP_001982597.1|DERE	LOC119769951|XP_038119766.1|CQUI
OG0007393	LOC6554827|XP_026834982.1|DERE	LOC6046210|XP_038118408.1|CQUI
OG0007394	LOC6555557|XP_026837872.1|DERE	LOC6053802|XP_038119597.1|CQUI
OG0007395	LOC6549828|XP_026837738.1|DERE	LOC6052895|XP_038119343.1|CQUI
OG0007396	LOC6552204|XP_001978934.2|DERE	LOC6050597|XP_038122261.1|CQUI
OG0007398	LOC6548194|XP_001975216.1|DERE	LOC6039974|XP_038108774.1|CQUI
OG0007399	LOC6549944|XP_001977402.1|DERE	LOC6044091|XP_038112320.1|CQUI
OG0007400	LOC6555661|XP_001982574.1|DERE	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI
OG0007401	LOC6551586|XP_015011057.1|DERE	LOC6045828|XP_038107665.1|CQUI
OG0007402	LOC6554042|XP_001979527.1|DERE	LOC6052539|XP_038108406.1|CQUI
OG0007403	LOC6554048|XP_001979533.2|DERE	LOC6053523|XP_038109714.1|CQUI
OG0007404	LOC6553817|XP_001979550.2|DERE	LOC6045498|XP_038110164.1|CQUI
OG0007405	LOC6555268|XP_001981833.1|DERE	LOC6031509|XP_001842299.2|CQUI
OG0007406	LOC6553606|XP_001979231.1|DERE	LOC6044665|XP_001862144.2|CQUI
OG0007408	LOC6545333|XP_001973298.2|DERE	LOC119767372|XP_038111770.1|CQUI
OG0007409	LOC6543452|XP_026834531.1|DERE	LOC119768052|XP_038114318.1|CQUI
OG0007410	LOC6550553|XP_001977953.1|DERE	LOC6039948|XP_038108127.1|CQUI
OG0007411	LOC6555596|XP_001982648.2|DERE	LOC6039945|XP_001849440.1|CQUI
OG0007412	LOC6549954|XP_001978693.1|DERE	LOC6039944|XP_001849439.1|CQUI
OG0007413	LOC6541891|XP_001969084.1|DERE	LOC6046176|XP_038107502.1|CQUI
OG0007414	LOC6555746|XP_026838938.1|DERE	LOC6033792|XP_001844194.1|CQUI
OG0007415	LOC6551183|XP_001978366.3|DERE	LOC6033772|XP_038111199.1|CQUI
OG0007416	LOC6551120|XP_026838182.1|DERE	LOC6033770|XP_038110197.1|CQUI
OG0007417	LOC6551099|XP_026837259.1|DERE	LOC6033766|XP_038112132.1|CQUI
OG0007418	LOC6546759|XP_001974549.1|DERE	LOC6031517|XP_038109990.1|CQUI
OG0007419	LOC6552524|XP_026832660.1|DERE	LOC6031507|XP_001842297.2|CQUI
OG0007420	LOC6546650|XP_026837146.1|DERE	LOC6031504|XP_038108404.1|CQUI
OG0007421	LOC6555517|XP_015008822.1|DERE	LOC6031479|XP_038114148.1|CQUI
OG0007422	LOC6555759|XP_026837823.1|DERE	LOC6031453|XP_001842257.2|CQUI
OG0007423	LOC6551662|XP_001977240.1|DERE	LOC6031451|XP_001842255.2|CQUI
OG0007424	LOC6543850|XP_026833555.1|DERE	LOC6041152|XP_001850451.1|CQUI
OG0007425	LOC6545343|XP_015014085.1|DERE	LOC6041150|XP_038110612.1|CQUI
OG0007426	LOC6549947|XP_026838314.1|DERE	LOC6041146|XP_038106456.1|CQUI
OG0007427	LOC6549770|XP_001977590.1|DERE	LOC6041143|XP_038106457.1|CQUI
OG0007428	LOC6549772|XP_026838227.1|DERE	LOC6046924|XP_038112899.1|CQUI
OG0007429	LOC6547755|XP_001974878.1|DERE	LOC6053225|XP_038106428.1|CQUI
OG0007430	LOC6545058|XP_001971078.1|DERE	LOC6046816|XP_001863955.1|CQUI
OG0007431	LOC6543439|XP_001968718.1|DERE	LOC6046821|XP_038109940.1|CQUI
OG0007432	LOC6544105|XP_015012923.2|DERE	LOC6037749|XP_038110621.1|CQUI
OG0007433	LOC6551638|XP_001978586.2|DERE	LOC6040041|XP_001849510.2|CQUI
OG0007434	LOC6544730|XP_001972414.1|DERE	LOC6040051|XP_038108299.1|CQUI
OG0007435	LOC6544366|XP_001972425.1|DERE	LOC6040056|XP_001849527.2|CQUI
OG0007436	LOC6546056|XP_001973509.1|DERE	LOC6033394|XP_038110307.1|CQUI
OG0007437	LOC6544753|XP_001972758.1|DERE	LOC6042518|XP_038113928.1|CQUI
OG0007438	LOC6545795|XP_026833137.1|DERE	LOC6042530|XP_038113280.1|CQUI
OG0007439	LOC6554068|XP_001979578.1|DERE	LOC6046812|XP_001863953.2|CQUI
OG0007440	LOC6549968|XP_026837478.1|DERE	LOC6036918|XP_038107775.1|CQUI
OG0007441	LOC6547124|XP_001975478.1|DERE	LOC6034259|XP_001844604.2|CQUI
OG0007442	LOC6551962|XP_001979688.1|DERE	LOC6034252|XP_001844597.2|CQUI
OG0007443	LOC26526801|XP_015012856.1|DERE	LOC6034250|XP_038112638.1|CQUI
OG0007444	LOC6549136|XP_001975591.1|DERE	LOC6038557|XP_001848343.1|CQUI
OG0007445	LOC6549135|XP_001975590.1|DERE	LOC6038556|XP_038112945.1|CQUI
OG0007446	LOC6549234|XP_001974359.1|DERE	LOC6038560|XP_001848346.2|CQUI
OG0007447	LOC6549613|XP_026836729.1|DERE	LOC6038567|XP_001848353.1|CQUI
OG0007448	LOC6547166|XP_026836742.1|DERE	LOC6054195|XP_038109726.1|CQUI
OG0007449	LOC6544477|XP_001972438.1|DERE	LOC6048688|XP_038111186.1|CQUI
OG0007450	LOC26526985|XP_015015586.1|DERE	LOC6048689|XP_001865568.2|CQUI
OG0007451	LOC6544414|XP_001973158.3|DERE	LOC6032416|XP_038107925.1|CQUI
OG0007452	LOC6544413|XP_001973157.1|DERE	LOC6052139|XP_001868453.2|CQUI
OG0007453	LOC6544242|XP_001972365.1|DERE	LOC6032409|XP_038109767.1|CQUI
OG0007454	LOC6544297|XP_015013047.1|DERE	LOC6045051|XP_038113060.1|CQUI
OG0007455	LOC6547655|XP_001974812.1|DERE	LOC6052625|XP_038110734.1|CQUI
OG0007456	LOC6550267|XP_001977626.3|DERE	LOC6052628|XP_038111283.1|CQUI
OG0007457	LOC6545579|XP_001971113.1|DERE	LOC6033401|XP_038108190.1|CQUI
OG0007458	LOC6548315|XP_001973930.1|DERE	LOC6033396|XP_001843852.1|CQUI
OG0007459	LOC6554878|XP_026832932.1|DERE	LOC6033398|XP_001843853.2|CQUI
OG0007460	LOC6546731|XP_001974524.1|DERE	LOC6033391|XP_001843846.1|CQUI
OG0007461	LOC6545890|XP_001973432.1|DERE	LOC6040077|XP_038107629.1|CQUI
OG0007462	LOC6544687|XP_001972478.1|DERE	LOC6040080|XP_001849549.1|CQUI
OG0007463	LOC6544686|XP_001972477.3|DERE	LOC6040081|XP_038111834.1|CQUI
OG0007464	LOC6545787|XP_026832214.1|DERE	LOC6040082|XP_038108942.1|CQUI
OG0007465	LOC6544815|XP_001972653.1|DERE	LOC6035464|XP_038113361.1|CQUI
OG0007466	LOC6546601|XP_026836093.1|DERE	LOC6033417|XP_038112021.1|CQUI
OG0007467	LOC6540990|XP_001970755.1|DERE	LOC6033411|XP_038113725.1|CQUI
OG0007468	LOC6548168|XP_001975274.1|DERE	LOC6038551|XP_001848337.2|CQUI
OG0007469	LOC6546197|XP_001972828.1|DERE	LOC6034243|XP_001844589.2|CQUI
OG0007470	LOC6542084|XP_001970099.1|DERE	LOC119767800|XP_038113259.1|CQUI
OG0007471	LOC6548336|XP_015011740.1|DERE	LOC6051162|XP_038110767.1|CQUI
OG0007472	LOC6550593|XP_001978170.3|DERE	LOC6048276|XP_001865216.2|CQUI
OG0007473	LOC6544547|XP_001973469.1|DERE	LOC6045980|XP_001863250.2|CQUI
OG0007474	LOC6547213|XP_026836743.1|DERE	LOC6043659|XP_038112098.1|CQUI
OG0007475	LOC6544950|XP_026833030.1|DERE	LOC6049071|XP_001865890.2|CQUI
OG0007476	LOC6551147|XP_026838221.1|DERE	LOC6040770|XP_038112122.1|CQUI
OG0007477	LOC6551149|XP_015010638.2|DERE	LOC6051638|XP_038114197.1|CQUI
OG0007478	LOC6540614|XP_001969490.1|DERE	LOC6040783|XP_038111206.1|CQUI
OG0007479	LOC6555708|XP_001982552.1|DERE	LOC6051163|XP_001867645.2|CQUI
OG0007480	LOC6553252|XP_001980119.2|DERE	LOC6051165|XP_038112960.1|CQUI
OG0007481	LOC6546239|XP_001971797.1|DERE	LOC6037974|XP_001847824.2|CQUI
OG0007482	LOC6541226|XP_026834403.1|DERE	LOC6045068|XP_001862480.2|CQUI
OG0007483	LOC6543415|XP_026835184.1|DERE	LOC6051367|XP_038114427.1|CQUI
OG0007484	LOC26526491|XP_015011460.1|DERE	LOC119766793|XP_038108541.1|CQUI
OG0007485	LOC6549981|XP_001978754.1|DERE	LOC6042625|XP_001870687.2|CQUI
OG0007486	LOC6550419|XP_026837970.1|DERE	LOC6042627|XP_001870689.2|CQUI
OG0007487	LOC6555854|XP_001982717.1|DERE	LOC6042623|XP_038108537.1|CQUI
OG0007488	LOC6544552|XP_001973474.2|DERE	LOC6037713|XP_038114458.1|CQUI
OG0007489	LOC6552437|XP_015009584.1|DERE	LOC6037720|XP_038114456.1|CQUI
OG0007490	LOC6550647|XP_001978037.1|DERE	LOC6037735|XP_038111156.1|CQUI
OG0007491	LOC6551601|XP_026837958.1|DERE	LOC6037736|XP_038111158.1|CQUI
OG0007492	LOC6543369|XP_001970643.1|DERE	LOC6037743|XP_038108632.1|CQUI
OG0007493	LOC6550668|XP_026838049.1|DERE	LOC6035956|XP_038114264.1|CQUI
OG0007494	LOC6542946|XP_026835092.1|DERE	LOC6035935|XP_038107134.1|CQUI
OG0007495	LOC6550264|XP_001977715.1|DERE	LOC6035931|XP_001846041.2|CQUI
OG0007496	LOC6545708|XP_026832272.1|DERE	LOC6038572|XP_038110567.1|CQUI
OG0007497	LOC6546345|XP_001972289.2|DERE	LOC6038570|XP_038108672.1|CQUI
OG0007498	LOC6545594|XP_015013961.1|DERE	LOC6035701|XP_038114470.1|CQUI
OG0007499	LOC6543823|XP_026832905.1|DERE	LOC6035699|XP_038107936.1|CQUI
OG0007500	LOC6543822|XP_001973637.1|DERE	LOC6035698|XP_038111230.1|CQUI
OG0007501	LOC6544263|XP_026832801.1|DERE	LOC6035686|XP_038110155.1|CQUI
OG0007502	LOC6552580|XP_026831749.1|DERE	LOC119767968|XP_038114006.1|CQUI
OG0007503	LOC6543413|XP_001968710.1|DERE	LOC6051246|XP_038114015.1|CQUI
OG0007504	LOC6546059|XP_001973512.1|DERE	LOC6051242|XP_001867712.2|CQUI
OG0007505	LOC6545143|XP_001972774.1|DERE	LOC6051244|XP_038110939.1|CQUI
OG0007506	LOC6545141|XP_001972772.1|DERE	LOC6048606|XP_001865502.2|CQUI
OG0007507	LOC6541847|XP_001969761.1|DERE	LOC6036084|XP_038107959.1|CQUI
OG0007508	LOC6541972|XP_001968358.1|DERE	LOC6048207|XP_001865160.2|CQUI
OG0007509	LOC6542010|XP_026834793.1|DERE	LOC6035871|XP_038110787.1|CQUI
OG0007510	LOC6540752|XP_001970394.1|DERE	LOC6037818|XP_001847693.2|CQUI
OG0007511	LOC6541989|XP_026834171.1|DERE	LOC6053361|XP_001869460.1|CQUI
OG0007512	LOC26526373|XP_015010479.1|DERE	LOC6052892|XP_038112264.1|CQUI
OG0007513	LOC6540810|XP_001968170.1|DERE	LOC119767764|XP_038113137.1|CQUI
OG0007514	LOC6543768|XP_001971196.2|DERE	LOC6034175|XP_001844530.2|CQUI
OG0007515	LOC6542843|XP_001970121.1|DERE	LOC6044272|XP_001861805.2|CQUI
OG0007516	LOC6541750|XP_001968811.1|DERE	LOC6034184|XP_038109178.1|CQUI
OG0007517	LOC6545928|XP_001973480.2|DERE	LOC6044479|XP_038112221.1|CQUI
OG0007518	LOC6547776|XP_001976571.1|DERE	LOC6034194|XP_001844549.2|CQUI
OG0007519	LOC6547722|XP_026836797.1|DERE	LOC6042934|XP_038108491.1|CQUI
OG0007520	LOC6550723|XP_001978105.1|DERE	LOC6035894|XP_001846007.2|CQUI
OG0007521	LOC6549663|XP_001977449.1|DERE	LOC6037827|XP_038112095.1|CQUI
OG0007522	LOC6550423|XP_001977808.1|DERE	LOC6053988|XP_001869977.1|CQUI
OG0007523	LOC6546960|XP_001976029.1|DERE	LOC6035906|XP_038108572.1|CQUI
OG0007524	LOC6543507|XP_001968712.1|DERE	LOC6031688|XP_001842428.2|CQUI
OG0007525	LOC6541620|XP_015014959.1|DERE	LOC119767841|XP_038113432.1|CQUI
OG0007526	LOC6553125|XP_015010167.2|DERE	LOC6049705|XP_001866424.2|CQUI
OG0007527	LOC6543552|XP_001972305.1|DERE	LOC6053332|XP_038111250.1|CQUI
OG0007528	LOC6540885|XP_026834951.1|DERE	LOC6034233|XP_038109310.1|CQUI
OG0007529	LOC6549167|XP_026835660.1|DERE	LOC6042169|XP_038110930.1|CQUI
OG0007530	LOC6555319|XP_001981880.1|DERE	LOC6034675|XP_038108405.1|CQUI
OG0007531	LOC6542246|XP_001970771.1|DERE	LOC6034672|XP_001844960.1|CQUI
OG0007532	LOC6548228|XP_026836675.1|DERE	LOC6034655|XP_001844944.2|CQUI
OG0007534	LOC6545700|XP_001972713.1|DERE	LOC119767738|XP_038113026.1|CQUI
OG0007535	LOC6544932|XP_001972646.1|DERE	LOC6045963|XP_038113821.1|CQUI
OG0007536	LOC6553265|XP_001980155.1|DERE	LOC6045961|XP_038111765.1|CQUI
OG0007537	LOC6545554|XP_026833822.1|DERE	LOC6045974|XP_038108038.1|CQUI
