Orthogroup	DSUP.longest_only	DKIK.longest_only
OG0007470	LOC119546329|XP_037708457.1|DSUP	LOC108075926|XP_017024050.1|DKIK
OG0007471	LOC119551972|XP_037717614.1|DSUP	LOC108076122|XP_017024340.1|DKIK
OG0007472	LOC119557580|XP_037726309.1|DSUP	LOC108074141|XP_017021529.1|DKIK
OG0007473	LOC119555118|XP_037722270.1|DSUP	LOC108075020|XP_017022761.1|DKIK
OG0007474	LOC119550513|XP_037715147.1|DSUP	LOC108078545|XP_017027949.1|DKIK
OG0007475	LOC119553600|XP_037719984.1|DSUP	LOC108079114|XP_017028843.1|DKIK
OG0007476	LOC119556807|XP_037725187.1|DSUP	LOC108083552|XP_017034889.1|DKIK
OG0007477	LOC119556805|XP_037725176.1|DSUP	LOC108083459|XP_017034720.1|DKIK
OG0007478	LOC119547391|XP_037710167.1|DSUP	LOC108077163|XP_017025887.1|DKIK
OG0007479	LOC119557665|XP_037726454.1|DSUP	LOC108076105|XP_017024318.1|DKIK
OG0007480	LOC119563401|XP_037732689.1|DSUP	LOC108081274|XP_017031860.1|DKIK
OG0007481	LOC119555155|XP_037722311.1|DSUP	LOC108072660|XP_017019382.1|DKIK
OG0007482	LOC119546808|XP_037709316.1|DSUP	LOC108079635|XP_017029509.1|DKIK
OG0007483	LOC119550884|XP_037715799.1|DSUP	LOC108085162|XP_017037183.1|DKIK
OG0007484	LOC119556711|XP_037725037.1|DSUP	LOC108079954|XP_017030002.1|DKIK
OG0007485	LOC119556207|XP_037724094.1|DSUP	LOC108074232|XP_017021664.1|DKIK
OG0007486	LOC119557504|XP_037726205.1|DSUP	LOC108080015|XP_017030071.1|DKIK
OG0007487	LOC119563224|XP_037732458.1|DSUP	LOC108082655|XP_017033641.1|DKIK
OG0007488	LOC119554119|XP_037720816.1|DSUP	LOC108075024|XP_017022767.1|DKIK
OG0007489	LOC119553010|XP_037718982.1|DSUP	LOC108081116|XP_017031607.1|DKIK
OG0007490	LOC119556907|XP_037725322.1|DSUP	LOC108079213|XP_017028979.1|DKIK
OG0007491	LOC119557576|XP_037726301.1|DSUP	LOC108080505|XP_017030763.1|DKIK
OG0007492	LOC119550481|XP_037715098.1|DSUP	LOC108081333|XP_017031963.1|DKIK
OG0007493	LOC119557349|XP_037726014.1|DSUP	LOC108084674|XP_017036491.1|DKIK
OG0007494	LOC119548244|XP_037711312.1|DSUP	LOC108077136|XP_017025837.1|DKIK
OG0007495	LOC119557831|XP_037726719.1|DSUP	LOC108079149|XP_017028885.1|DKIK
OG0007496	LOC119554591|XP_037721502.1|DSUP	LOC108083061|XP_017034184.1|DKIK
OG0007497	LOC119553213|XP_037719398.1|DSUP	LOC108071949|XP_017018404.1|DKIK
OG0007498	LOC119552754|XP_037718473.1|DSUP	LOC108083091|XP_017034228.1|DKIK
OG0007499	LOC119555654|XP_037723161.1|DSUP	LOC108083264|XP_017034462.1|DKIK
OG0007500	LOC119555655|XP_037723164.1|DSUP	LOC108083265|XP_017034463.1|DKIK
OG0007501	LOC119553730|XP_037720246.1|DSUP	LOC108083320|XP_017034551.1|DKIK
OG0007502	LOC119563367|XP_037732646.1|DSUP	LOC108071387|XP_017017620.1|DKIK
OG0007503	LOC119547388|XP_037710164.1|DSUP	LOC108077222|XP_017025969.1|DKIK
OG0007504	LOC119553440|XP_037719758.1|DSUP	LOC108075113|XP_017022884.1|DKIK
OG0007505	LOC119554327|XP_037721120.1|DSUP	LOC108072817|XP_017019599.1|DKIK
OG0007506	LOC119553319|XP_037719577.1|DSUP	LOC108072760|XP_017019522.1|DKIK
OG0007507	LOC119546517|XP_037708774.1|DSUP	LOC108074599|XP_017022204.1|DKIK
OG0007508	LOC119547466|XP_037710279.1|DSUP	LOC108074587|XP_017022183.1|DKIK
OG0007509	LOC119546251|XP_037708333.1|DSUP	LOC108079986|XP_017030042.1|DKIK
OG0007510	LOC119549984|XP_037714316.1|DSUP	LOC108082442|XP_017033301.1|DKIK
OG0007511	LOC119546194|XP_037708247.1|DSUP	LOC108072574|XP_017019269.1|DKIK
OG0007512	LOC119559818|XP_037728836.1|DSUP	LOC108077731|XP_017026718.1|DKIK
OG0007513	LOC119548210|XP_037711272.1|DSUP	LOC108086139|XP_017038484.1|DKIK
OG0007514	LOC119555240|XP_037722447.1|DSUP	LOC108079863|XP_017029863.1|DKIK
OG0007515	LOC119548549|XP_037711773.1|DSUP	LOC108072488|XP_017019144.1|DKIK
OG0007516	LOC119548812|XP_037712331.1|DSUP	LOC108081385|XP_017032030.1|DKIK
OG0007517	LOC119552655|XP_037718285.1|DSUP	LOC108075018|XP_017022758.1|DKIK
OG0007518	LOC119549969|XP_037714292.1|DSUP	LOC108070884|XP_017017018.1|DKIK
OG0007519	LOC119550491|XP_037715110.1|DSUP	LOC108078133|XP_017027247.1|DKIK
OG0007520	LOC119557667|XP_037726459.1|DSUP	LOC108070454|XP_017016423.1|DKIK
OG0007521	LOC119555915|XP_037723541.1|DSUP	LOC108071791|XP_017018159.1|DKIK
OG0007522	LOC119558081|XP_037727191.1|DSUP	LOC108082919|XP_017033998.1|DKIK
OG0007523	LOC119550563|XP_037715280.1|DSUP	LOC108073121|XP_017020103.1|DKIK
OG0007524	LOC119546472|XP_037708684.1|DSUP	LOC108077146|XP_017025856.1|DKIK
OG0007525	LOC119548490|XP_037711693.1|DSUP	LOC108085296|XP_017037343.1|DKIK
OG0007526	LOC119561980|XP_037731303.1|DSUP	LOC108081029|XP_017031479.1|DKIK
OG0007527	LOC119555382|XP_037722654.1|DSUP	LOC108073380|XP_017020448.1|DKIK
OG0007528	LOC119559457|XP_037728488.1|DSUP	LOC108085107|XP_017037072.1|DKIK
OG0007529	LOC119550106|XP_037714515.1|DSUP	LOC108076196|XP_017024420.1|DKIK
OG0007530	LOC119563254|XP_037732496.1|DSUP	LOC108073458|XP_017020582.1|DKIK
OG0007531	LOC119559399|XP_037728391.1|DSUP	LOC108085104|XP_017037065.1|DKIK
OG0007532	LOC119551408|XP_037716676.1|DSUP	LOC108070860|XP_017016981.1|DKIK
OG0007533	LOC119552977|XP_037718920.1|DSUP	LOC108083261|XP_017034459.1|DKIK
OG0007534	LOC119554942|XP_037721980.1|DSUP	LOC108082990|XP_017034102.1|DKIK
OG0007535	LOC119553930|XP_037720546.1|DSUP	LOC108075080|XP_017022851.1|DKIK
OG0007536	LOC119545698|XP_037707382.1|DSUP	LOC108084305|XP_017035957.1|DKIK
OG0007537	LOC119555568|XP_037722947.1|DSUP	LOC108075288|XP_017023171.1|DKIK
OG0007538	LOC119553171|XP_037719335.1|DSUP	LOC108075215|XP_017023043.1|DKIK
OG0007539	LOC119546735|XP_037709158.1|DSUP	LOC108082799|XP_017033838.1|DKIK
OG0007540	LOC119548534|XP_037711759.1|DSUP	LOC108086034|XP_017038340.1|DKIK
OG0007541	LOC119559370|XP_037728336.1|DSUP	LOC108080857|XP_017031250.1|DKIK
OG0007542	LOC119549678|XP_037713809.1|DSUP	LOC108085155|XP_017037180.1|DKIK
OG0007543	LOC119563151|XP_037732341.1|DSUP	LOC108085550|XP_017037675.1|DKIK
OG0007544	LOC119554038|XP_037720693.1|DSUP	LOC108074000|XP_017021343.1|DKIK
OG0007545	LOC119547868|XP_037710831.1|DSUP	LOC108082850|XP_017033912.1|DKIK
OG0007546	LOC119562912|XP_037731984.1|DSUP	LOC108085895|XP_017038149.1|DKIK
OG0007547	LOC119550376|XP_037714951.1|DSUP	LOC108082410|XP_017033247.1|DKIK
OG0007548	LOC119553358|XP_037719628.1|DSUP	LOC108079064|XP_017028764.1|DKIK
OG0007549	LOC119553951|XP_037720573.1|DSUP	LOC108083245|XP_017034440.1|DKIK
OG0007550	LOC119553042|XP_037719035.1|DSUP	LOC108084803|XP_017036649.1|DKIK
OG0007551	LOC119550743|XP_037715587.1|DSUP	LOC108076788|XP_017025284.1|DKIK
OG0007552	LOC119546877|XP_037709413.1|DSUP	LOC108079109|XP_017028840.1|DKIK
OG0007553	LOC119547129|XP_037709770.1|DSUP	LOC108085371|XP_017037434.1|DKIK
OG0007554	LOC119552571|XP_037718123.1|DSUP	LOC108078935|XP_017028572.1|DKIK
OG0007555	LOC119552100|XP_037717811.1|DSUP	LOC108076355|XP_017024640.1|DKIK
OG0007556	LOC119551466|XP_037716747.1|DSUP	LOC108070768|XP_017016855.1|DKIK
OG0007557	LOC119550546|XP_037715204.1|DSUP	LOC108070897|XP_017017031.1|DKIK
OG0007558	LOC119549760|XP_037713931.1|DSUP	LOC108072953|XP_017019869.1|DKIK
OG0007559	LOC119548126|XP_037711151.1|DSUP	LOC108074774|XP_017022441.1|DKIK
OG0007560	LOC119553406|XP_037719707.1|DSUP	LOC108075306|XP_017023198.1|DKIK
OG0007561	LOC119553049|XP_037719087.1|DSUP	LOC108085532|XP_017037654.1|DKIK
OG0007562	LOC119552792|XP_037718551.1|DSUP	LOC108073801|XP_017021061.1|DKIK
OG0007563	LOC119554185|XP_037720907.1|DSUP	LOC108080680|XP_017031001.1|DKIK
OG0007564	LOC119554064|XP_037720733.1|DSUP	LOC108075309|XP_017023202.1|DKIK
OG0007565	LOC119546703|XP_037709114.1|DSUP	LOC108073303|XP_017020349.1|DKIK
OG0007566	LOC119549157|XP_037712871.1|DSUP	LOC108076442|XP_017024799.1|DKIK
OG0007567	LOC119546836|XP_037709361.1|DSUP	LOC108085021|XP_017036955.1|DKIK
OG0007568	LOC119549841|XP_037714061.1|DSUP	LOC108081802|XP_017032527.1|DKIK
OG0007569	LOC119550020|XP_037714372.1|DSUP	LOC108076765|XP_017025254.1|DKIK
OG0007570	LOC119549839|XP_037714059.1|DSUP	LOC108081801|XP_017032525.1|DKIK
OG0007571	LOC119549523|XP_037713566.1|DSUP	LOC108081806|XP_017032531.1|DKIK
OG0007572	LOC119548815|XP_037712336.1|DSUP	LOC108081390|XP_017032037.1|DKIK
OG0007573	LOC119548994|XP_037712529.1|DSUP	LOC108082445|XP_017033305.1|DKIK
OG0007574	LOC119552010|XP_037717668.1|DSUP	LOC108076507|XP_017024896.1|DKIK
OG0007575	LOC119550464|XP_037715078.1|DSUP	LOC108082422|XP_017033276.1|DKIK
OG0007576	LOC119557659|XP_037726442.1|DSUP	LOC108079208|XP_017028961.1|DKIK
OG0007577	LOC119556677|XP_037724970.1|DSUP	LOC108083365|XP_017034597.1|DKIK
OG0007578	LOC119548717|XP_037712117.1|DSUP	LOC108072550|XP_017019213.1|DKIK
OG0007579	LOC119550896|XP_037715814.1|DSUP	LOC108070878|XP_017017010.1|DKIK
OG0007580	LOC119554373|XP_037721180.1|DSUP	LOC108083035|XP_017034154.1|DKIK
OG0007581	LOC119546614|XP_037708979.1|DSUP	LOC108077408|XP_017026197.1|DKIK
OG0007582	LOC119558795|XP_037727995.1|DSUP	LOC108071310|XP_017017505.1|DKIK
OG0007583	LOC119550351|XP_037714901.1|DSUP	LOC108072378|XP_017018967.1|DKIK
OG0007584	LOC119557588|XP_037726316.1|DSUP	LOC108079197|XP_017028948.1|DKIK
OG0007585	LOC119554035|XP_037720685.1|DSUP	LOC108073983|XP_017021323.1|DKIK
OG0007586	LOC119547615|XP_037710467.1|DSUP	LOC108085292|XP_017037338.1|DKIK
OG0007587	LOC119549424|XP_037713431.1|DSUP	LOC108078313|XP_017027595.1|DKIK
OG0007588	LOC119562358|XP_037731449.1|DSUP	LOC108083313|XP_017034540.1|DKIK
OG0007589	LOC119556982|XP_037725431.1|DSUP	LOC108083540|XP_017034873.1|DKIK
OG0007590	LOC119553856|XP_037720433.1|DSUP	LOC108072739|XP_017019494.1|DKIK
OG0007591	LOC119551578|XP_037716908.1|DSUP	LOC108078095|XP_017027178.1|DKIK
OG0007592	LOC119549181|XP_037712919.1|DSUP	LOC108078181|XP_017027336.1|DKIK
OG0007593	LOC119558163|XP_037727353.1|DSUP	LOC108083889|XP_017035370.1|DKIK
OG0007594	LOC119549769|XP_037713955.1|DSUP	LOC108078096|XP_017027179.1|DKIK
OG0007595	LOC119551702|XP_037717103.1|DSUP	LOC108076604|XP_017025007.1|DKIK
OG0007596	LOC119553775|XP_037720310.1|DSUP	LOC108078852|XP_017028436.1|DKIK
OG0007597	LOC119554923|XP_037721956.1|DSUP	LOC108080690|XP_017031016.1|DKIK
OG0007598	LOC119550559|XP_037715275.1|DSUP	LOC108082426|XP_017033285.1|DKIK
OG0007599	LOC119554285|XP_037721068.1|DSUP	LOC108075068|XP_017022839.1|DKIK
OG0007600	LOC119552647|XP_037718272.1|DSUP	LOC108082989|XP_017034100.1|DKIK
OG0007601	LOC119553375|XP_037719653.1|DSUP	LOC108083022|XP_017034139.1|DKIK
OG0007602	LOC119553640|XP_037720046.1|DSUP	LOC108070390|XP_017016329.1|DKIK
OG0007603	LOC119553639|XP_037720042.1|DSUP	LOC108070482|XP_017016457.1|DKIK
OG0007605	LOC119554509|XP_037721375.1|DSUP	LOC108084757|XP_017036557.1|DKIK
OG0007606	LOC119552499|XP_037718031.1|DSUP	LOC108073794|XP_017021049.1|DKIK
OG0007607	LOC119545833|XP_037707675.1|DSUP	LOC108077823|XP_017026836.1|DKIK
OG0007608	LOC119554790|XP_037721765.1|DSUP	LOC108075208|XP_017023033.1|DKIK
OG0007609	LOC119556567|XP_037724794.1|DSUP	LOC108074145|XP_017021533.1|DKIK
OG0007610	LOC119550060|XP_037714448.1|DSUP	LOC108078455|XP_017027832.1|DKIK
OG0007611	LOC119550109|XP_037714559.1|DSUP	LOC108084524|XP_017036248.1|DKIK
OG0007612	LOC119549627|XP_037713737.1|DSUP	LOC108078412|XP_017027758.1|DKIK
OG0007613	LOC119551096|XP_037716203.1|DSUP	LOC108078134|XP_017027249.1|DKIK
OG0007614	LOC119553191|XP_037719369.1|DSUP	LOC108079840|XP_017029832.1|DKIK
OG0007615	LOC119555391|XP_037722665.1|DSUP	LOC108078777|XP_017028310.1|DKIK
OG0007616	LOC119545803|XP_037707615.1|DSUP	LOC108071429|XP_017017669.1|DKIK
OG0007617	LOC119555455|XP_037722783.1|DSUP	LOC108083739|XP_017035139.1|DKIK
OG0007618	LOC119553764|XP_037720299.1|DSUP	LOC108083014|XP_017034129.1|DKIK
OG0007619	LOC119552790|XP_037718545.1|DSUP	LOC108084800|XP_017036644.1|DKIK
OG0007620	LOC119554188|XP_037720911.1|DSUP	LOC108075171|XP_017022970.1|DKIK
OG0007621	LOC119551642|XP_037717000.1|DSUP	LOC108078431|XP_017027796.1|DKIK
OG0007622	LOC119555006|XP_037722075.1|DSUP	LOC108080637|XP_017030950.1|DKIK
OG0007623	LOC119555640|XP_037723095.1|DSUP	LOC108074993|XP_017022717.1|DKIK
OG0007624	LOC119553491|XP_037719827.1|DSUP	LOC108075064|XP_017022833.1|DKIK
OG0007625	LOC119555639|XP_037723088.1|DSUP	LOC108073958|XP_017021274.1|DKIK
OG0007626	LOC119553846|XP_037720418.1|DSUP	LOC108075091|XP_017022862.1|DKIK
OG0007627	LOC119552938|XP_037718819.1|DSUP	LOC108079811|XP_017029782.1|DKIK
OG0007628	LOC119555889|XP_037723525.1|DSUP	LOC108084517|XP_017036240.1|DKIK
OG0007629	LOC119553135|XP_037719255.1|DSUP	LOC108078773|XP_017028304.1|DKIK
OG0007630	LOC119560235|XP_037729525.1|DSUP	LOC108084321|XP_017035972.1|DKIK
OG0007631	LOC119562909|XP_037731980.1|DSUP	LOC108083746|XP_017035151.1|DKIK
OG0007632	LOC119555555|XP_037722929.1|DSUP	LOC108079043|XP_017028716.1|DKIK
OG0007633	LOC119548773|XP_037712246.1|DSUP	LOC108082783|XP_017033810.1|DKIK
OG0007634	LOC119563432|XP_037732746.1|DSUP	LOC108077743|XP_017026696.1|DKIK
OG0007635	LOC119546454|XP_037708657.1|DSUP	LOC108085304|XP_017037350.1|DKIK
OG0007636	LOC119553593|XP_037719971.1|DSUP	LOC108085513|XP_017037626.1|DKIK
OG0007637	LOC119559610|XP_037728564.1|DSUP	LOC108083343|XP_017034579.1|DKIK
OG0007638	LOC119557217|XP_037725809.1|DSUP	LOC108079319|XP_017029101.1|DKIK
OG0007639	LOC119556111|XP_037723911.1|DSUP	LOC108080937|XP_017031330.1|DKIK, LOC108083582|XP_017034931.1|DKIK
OG0007640	LOC119551619|XP_037716960.1|DSUP	LOC108085138|XP_017037136.1|DKIK
OG0007641	LOC119561388|XP_037730989.1|DSUP	LOC108085443|XP_017037541.1|DKIK
OG0007642	LOC119549436|XP_037713457.1|DSUP	LOC108074732|XP_017022388.1|DKIK
OG0007643	LOC119563133|XP_037732311.1|DSUP	LOC108081258|XP_017031840.1|DKIK
OG0007644	LOC119554011|XP_037720655.1|DSUP	LOC108077709|XP_017026642.1|DKIK
OG0007645	LOC119560555|XP_037729998.1|DSUP	LOC108080978|XP_017031393.1|DKIK
OG0007646	LOC119546694|XP_037709100.1|DSUP	LOC108081986|XP_017032713.1|DKIK
OG0007647	LOC119547192|XP_037709857.1|DSUP	LOC108082807|XP_017033855.1|DKIK
OG0007648	LOC119551326|XP_037716548.1|DSUP	LOC108078359|XP_017027667.1|DKIK
OG0007649	LOC119554524|XP_037721398.1|DSUP	LOC108078929|XP_017028566.1|DKIK
OG0007650	LOC119549793|XP_037713986.1|DSUP	LOC108076579|XP_017024977.1|DKIK
OG0007651	LOC119557632|XP_037726390.1|DSUP	LOC108079717|XP_017029615.1|DKIK
OG0007652	LOC119549449|XP_037713473.1|DSUP	LOC108078498|XP_017027884.1|DKIK
OG0007653	LOC119552923|XP_037718792.1|DSUP	LOC108077934|XP_017026964.1|DKIK, LOC108078361|XP_017027675.1|DKIK
OG0007654	LOC119554085|XP_037720756.1|DSUP	LOC108075121|XP_017022892.1|DKIK
OG0007655	LOC119550583|XP_037715305.1|DSUP	LOC108082286|XP_017033106.1|DKIK
OG0007656	LOC119560667|XP_037730166.1|DSUP	LOC108084822|XP_017036673.1|DKIK
OG0007657	LOC119560268|XP_037729563.1|DSUP	LOC108077581|XP_017026465.1|DKIK
OG0007657	LOC119560298|XP_037729597.1|DSUP	LOC108084012|XP_017035514.1|DKIK
OG0007660	LOC119554747|XP_037721704.1|DSUP	LOC108081503|XP_017032211.1|DKIK
OG0007661	LOC119549999|XP_037714340.1|DSUP, LOC119551908|XP_037717450.1|DSUP	LOC108082150|XP_017032941.1|DKIK
OG0007662	LOC119550429|XP_037715024.1|DSUP	LOC108076143|XP_017024360.1|DKIK
OG0007663	LOC119551819|XP_037717308.1|DSUP	LOC108076554|XP_017024953.1|DKIK
OG0007663	LOC119551022|XP_037716005.1|DSUP	LOC108076674|XP_017025095.1|DKIK
OG0007664	LOC119560175|XP_037729463.1|DSUP	LOC108072955|XP_017019911.1|DKIK
OG0007665	LOC119556012|XP_037723708.1|DSUP	LOC108085767|XP_017037999.1|DKIK
OG0007666	LOC119557191|XP_037725768.1|DSUP	LOC108085752|XP_017037979.1|DKIK
OG0007667	LOC119556500|XP_037724687.1|DSUP	LOC108079378|XP_017029187.1|DKIK
OG0007668	LOC119546954|XP_037709523.1|DSUP	LOC108074800|XP_017022474.1|DKIK
OG0007669	LOC119558210|XP_037727437.1|DSUP	LOC108074252|XP_017021706.1|DKIK
OG0007670	LOC119558209|XP_037727435.1|DSUP	LOC108074250|XP_017021705.1|DKIK
OG0007671	LOC119558103|XP_037727244.1|DSUP	LOC108071822|XP_017018217.1|DKIK
OG0007672	LOC119557229|XP_037725840.1|DSUP	LOC108076079|XP_017024280.1|DKIK
OG0007673	LOC119562997|XP_037732106.1|DSUP	LOC108085010|XP_017036938.1|DKIK
OG0007674	LOC119558200|XP_037727416.1|DSUP	LOC108083833|XP_017035296.1|DKIK
OG0007675	LOC119558407|XP_037727867.1|DSUP	LOC108071750|XP_017018063.1|DKIK
OG0007676	LOC119556194|XP_037724069.1|DSUP	LOC108083595|XP_017034947.1|DKIK
OG0007677	LOC119557856|XP_037726773.1|DSUP	LOC108080305|XP_017030468.1|DKIK
OG0007678	LOC119556673|XP_037724964.1|DSUP	LOC108083505|XP_017034802.1|DKIK
OG0007679	LOC119556304|XP_037724312.1|DSUP	LOC108083466|XP_017034739.1|DKIK
OG0007680	LOC119545941|XP_037707815.1|DSUP	LOC108075922|XP_017024046.1|DKIK
OG0007681	LOC119560482|XP_037729872.1|DSUP	LOC108084615|XP_017036389.1|DKIK
OG0007682	LOC119556637|XP_037724893.1|DSUP	LOC108071726|XP_017018040.1|DKIK
OG0007683	LOC119556107|XP_037723905.1|DSUP	LOC108083484|XP_017034769.1|DKIK
OG0007684	LOC119558408|XP_037727868.1|DSUP	LOC108071696|XP_017017999.1|DKIK
OG0007685	LOC119556294|XP_037724284.1|DSUP	LOC108071763|XP_017018086.1|DKIK
OG0007686	LOC119557313|XP_037725953.1|DSUP	LOC108075284|XP_017023163.1|DKIK
OG0007687	LOC119556391|XP_037724494.1|DSUP	LOC108084635|XP_017036415.1|DKIK
OG0007688	LOC119558766|XP_037727990.1|DSUP	LOC108084556|XP_017036297.1|DKIK
OG0007689	LOC119557935|XP_037726872.1|DSUP	LOC108080162|XP_017030294.1|DKIK
OG0007690	LOC119557640|XP_037726405.1|DSUP	LOC108079218|XP_017028982.1|DKIK
OG0007691	LOC119557694|XP_037726499.1|DSUP	LOC108077836|XP_017026851.1|DKIK
OG0007692	LOC119556452|XP_037724618.1|DSUP	LOC108079198|XP_017028949.1|DKIK
OG0007693	LOC119557333|XP_037725983.1|DSUP	LOC108085231|XP_017037259.1|DKIK
OG0007694	LOC119555079|XP_037722220.1|DSUP	LOC108083092|XP_017034232.1|DKIK
OG0007695	LOC119557854|XP_037726769.1|DSUP	LOC108080392|XP_017030609.1|DKIK
OG0007696	LOC119553356|XP_037719627.1|DSUP	LOC108085503|XP_017037612.1|DKIK
OG0007697	LOC119552763|XP_037718493.1|DSUP	LOC108078875|XP_017028489.1|DKIK
OG0007698	LOC119556881|XP_037725285.1|DSUP	LOC108079419|XP_017029235.1|DKIK
OG0007699	LOC119556732|XP_037725063.1|DSUP	LOC108071711|XP_017018021.1|DKIK
OG0007700	LOC119556287|XP_037724270.1|DSUP	LOC108083548|XP_017034882.1|DKIK
OG0007701	LOC119556636|XP_037724892.1|DSUP	LOC108070827|XP_017016938.1|DKIK
OG0007702	LOC119557731|XP_037726543.1|DSUP	LOC108076076|XP_017024276.1|DKIK
OG0007703	LOC119556862|XP_037725262.1|DSUP	LOC108080397|XP_017030613.1|DKIK
OG0007704	LOC119556750|XP_037725103.1|DSUP	LOC108085321|XP_017037366.1|DKIK
OG0007705	LOC119557140|XP_037725650.1|DSUP	LOC108082939|XP_017034035.1|DKIK
OG0007706	LOC119557493|XP_037726192.1|DSUP	LOC108080380|XP_017030591.1|DKIK
OG0007707	LOC119558084|XP_037727194.1|DSUP	LOC108071775|XP_017018109.1|DKIK
OG0007708	LOC119556613|XP_037724856.1|DSUP	LOC108079409|XP_017029225.1|DKIK
OG0007709	LOC119557537|XP_037726237.1|DSUP	LOC108083576|XP_017034922.1|DKIK
OG0007710	LOC119556866|XP_037725266.1|DSUP	LOC108075220|XP_017023051.1|DKIK
OG0007711	LOC119556155|XP_037723985.1|DSUP	LOC108077084|XP_017025744.1|DKIK
OG0007712	LOC119557131|XP_037725643.1|DSUP	LOC108071118|XP_017017298.1|DKIK
OG0007713	LOC119555898|XP_037723492.1|DSUP	LOC108083801|XP_017035218.1|DKIK
OG0007714	LOC119558000|XP_037727030.1|DSUP	LOC108074157|XP_017021553.1|DKIK
OG0007715	LOC119557639|XP_037726403.1|DSUP	LOC108079247|XP_017029024.1|DKIK
OG0007716	LOC119555938|XP_037723572.1|DSUP	LOC108079387|XP_017029199.1|DKIK
OG0007717	LOC119547444|XP_037710236.1|DSUP	LOC108083052|XP_017034172.1|DKIK
OG0007718	LOC119557819|XP_037726687.1|DSUP	LOC108079960|XP_017030010.1|DKIK
OG0007719	LOC119556163|XP_037723996.1|DSUP	LOC108083828|XP_017035280.1|DKIK
OG0007720	LOC119556372|XP_037724465.1|DSUP	LOC108083905|XP_017035390.1|DKIK
OG0007721	LOC119556292|XP_037724277.1|DSUP	LOC108080156|XP_017030283.1|DKIK
OG0007722	LOC119557611|XP_037726346.1|DSUP	LOC108080050|XP_017030117.1|DKIK
OG0007723	LOC119557259|XP_037725872.1|DSUP	LOC108080065|XP_017030139.1|DKIK
OG0007724	LOC119546179|XP_037708230.1|DSUP	LOC108074345|XP_017021858.1|DKIK
OG0007725	LOC119556754|XP_037725104.1|DSUP	LOC108083959|XP_017035455.1|DKIK
OG0007726	LOC119556690|XP_037725013.1|DSUP	LOC108079335|XP_017029127.1|DKIK
OG0007727	LOC119556576|XP_037724803.1|DSUP	LOC108083528|XP_017034851.1|DKIK
OG0007728	LOC119556011|XP_037723707.1|DSUP	LOC108084484|XP_017036200.1|DKIK
OG0007729	LOC119557473|XP_037726169.1|DSUP	LOC108079150|XP_017028887.1|DKIK
OG0007730	LOC119557558|XP_037726271.1|DSUP	LOC108084490|XP_017036212.1|DKIK
OG0007731	LOC119553072|XP_037719126.1|DSUP	LOC108071486|XP_017017733.1|DKIK
OG0007732	LOC119556050|XP_037723773.1|DSUP	LOC108080169|XP_017030302.1|DKIK
OG0007733	LOC119557326|XP_037725976.1|DSUP	LOC108071792|XP_017018161.1|DKIK
OG0007734	LOC119558172|XP_037727366.1|DSUP	LOC108071705|XP_017018011.1|DKIK
OG0007735	LOC119557911|XP_037726846.1|DSUP	LOC108083452|XP_017034711.1|DKIK
OG0007736	LOC119556917|XP_037725331.1|DSUP	LOC108079424|XP_017029244.1|DKIK
OG0007737	LOC119555417|XP_037722710.1|DSUP	LOC108071342|XP_017017557.1|DKIK
OG0007738	LOC119551801|XP_037717283.1|DSUP	LOC108071328|XP_017017530.1|DKIK
OG0007739	LOC119557468|XP_037726162.1|DSUP	LOC108082948|XP_017034053.1|DKIK
OG0007740	LOC119557155|XP_037725680.1|DSUP	LOC108079271|XP_017029054.1|DKIK
OG0007741	LOC119557693|XP_037726494.1|DSUP	LOC108080524|XP_017030804.1|DKIK
OG0007742	LOC119556230|XP_037724179.1|DSUP	LOC108071829|XP_017018226.1|DKIK
OG0007743	LOC119563057|XP_037732199.1|DSUP	LOC108074367|XP_017021881.1|DKIK
OG0007744	LOC119548834|XP_037712381.1|DSUP	LOC108076099|XP_017024315.1|DKIK
OG0007745	LOC119563309|XP_037732574.1|DSUP	LOC108083931|XP_017035421.1|DKIK
OG0007746	LOC119560980|XP_037730683.1|DSUP	LOC108085055|XP_017037004.1|DKIK
OG0007747	LOC119557858|XP_037726779.1|DSUP	LOC108082931|XP_017034022.1|DKIK
OG0007748	LOC119556905|XP_037725318.1|DSUP	LOC108080053|XP_017030123.1|DKIK
OG0007749	LOC119558176|XP_037727370.1|DSUP	LOC108083429|XP_017034673.1|DKIK
OG0007750	LOC119563502|XP_037732871.1|DSUP	LOC108073723|XP_017020958.1|DKIK
OG0007751	LOC119547370|XP_037710118.1|DSUP	LOC108074316|XP_017021801.1|DKIK
OG0007752	LOC119556901|XP_037725315.1|DSUP	LOC108079458|XP_017029286.1|DKIK
OG0007753	LOC119558129|XP_037727288.1|DSUP	LOC108080107|XP_017030211.1|DKIK
OG0007754	LOC119557500|XP_037726200.1|DSUP	LOC108071785|XP_017018137.1|DKIK
OG0007755	LOC119556813|XP_037725194.1|DSUP	LOC108071732|XP_017018046.1|DKIK
OG0007756	LOC119557336|XP_037726000.1|DSUP	LOC108083578|XP_017034926.1|DKIK
OG0007757	LOC119556719|XP_037725044.1|DSUP	LOC108071748|XP_017018061.1|DKIK
OG0007758	LOC119546500|XP_037708742.1|DSUP	LOC108079981|XP_017030035.1|DKIK
OG0007759	LOC119562884|XP_037731928.1|DSUP	LOC108073730|XP_017020978.1|DKIK
