Orthogroup	DSUP.longest_only	DMIR.longest_only
OG0010229	LOC119560448|XP_037729822.1|DSUP	LOC108157747|XP_017145417.1|DMIR
OG0010230	LOC119560526|XP_037729930.1|DSUP	LOC108156595|XP_017143625.1|DMIR
OG0010231	LOC119560579|XP_037730034.1|DSUP	LOC108157379|XP_017144898.1|DMIR
OG0010232	LOC119550552|XP_037715261.1|DSUP	LOC108156549|XP_017143557.1|DMIR
OG0010233	LOC119559916|XP_037729021.1|DSUP	LOC108155403|XP_017141689.2|DMIR
OG0010234	LOC119560725|XP_037730270.1|DSUP	LOC108157260|XP_017144727.1|DMIR
OG0010235	LOC119553111|XP_037719219.1|DSUP	LOC108157653|XP_017145293.1|DMIR
OG0010236	LOC119554063|XP_037720736.1|DSUP	LOC108155975|XP_017142653.1|DMIR
OG0010237	LOC119560340|XP_037729664.1|DSUP	LOC108155029|XP_017141077.1|DMIR
OG0010238	LOC119563373|XP_037732652.1|DSUP	LOC108154322|XP_017140070.1|DMIR
OG0010239	LOC119560900|XP_037730525.1|DSUP	LOC108154457|XP_017140217.1|DMIR
OG0010240	LOC119548322|XP_037711431.1|DSUP	LOC108161551|XP_017151322.2|DMIR
OG0010241	LOC119560054|XP_037729288.1|DSUP	LOC108156786|XP_017143950.1|DMIR
OG0010242	LOC119557127|XP_037725642.1|DSUP	LOC108155354|XP_017141605.1|DMIR
OG0010243	LOC119557934|XP_037726877.1|DSUP	LOC108154376|XP_017140129.1|DMIR
OG0010244	LOC119553444|XP_037719766.1|DSUP	LOC117186997|XP_033244425.1|DMIR, LOC108154873|XP_033244426.1|DMIR
OG0010245	LOC119560907|XP_037730538.1|DSUP	LOC108154460|XP_017140221.1|DMIR
OG0010246	LOC119560600|XP_037730056.1|DSUP	LOC108155489|XP_017141803.1|DMIR
OG0010247	LOC119556400|XP_037724509.1|DSUP	LOC108157808|XP_017145492.1|DMIR
OG0010248	LOC119546459|XP_037708670.1|DSUP	LOC108154410|XP_017140171.1|DMIR
OG0010249	LOC119556026|XP_037723736.1|DSUP	LOC108155226|XP_017141402.1|DMIR
OG0010250	LOC119546752|XP_037709202.1|DSUP	LOC117186954|XP_033244281.1|DMIR, LOC117186955|XP_033244282.1|DMIR, LOC117186908|XP_033244124.1|DMIR, LOC117186959|XP_033244286.1|DMIR, LOC108154171|XP_033244278.1|DMIR
OG0010251	LOC119559781|XP_037728791.1|DSUP	LOC108154200|XP_017139906.1|DMIR
OG0010252	LOC119554043|XP_037720704.1|DSUP	LOC108154690|XP_017140528.1|DMIR, LOC108165104|XP_017156653.2|DMIR, LOC117185982|XP_033241894.1|DMIR
OG0010253	LOC119551173|XP_037716299.1|DSUP	LOC117193106|XP_033253719.1|DMIR, LOC108158034|XP_033253702.1|DMIR, LOC117187829|XP_033246586.1|DMIR
OG0010254	LOC119558633|XP_037727966.1|DSUP, LOC119549469|XP_037713499.1|DSUP, LOC119558714|XP_037727984.1|DSUP	LOC108160761|XP_033247520.1|DMIR
OG0010255	LOC119556978|XP_037725424.1|DSUP	LOC108151003|XP_017134846.1|DMIR
OG0010256	LOC119559048|XP_037728107.1|DSUP, LOC119558391|XP_037727847.1|DSUP	LOC108154034|XP_033246021.1|DMIR, LOC117186097|XP_033242085.1|DMIR
OG0010258	LOC119554424|XP_037721245.1|DSUP	LOC108151552|XP_033243646.1|DMIR, LOC108152274|XP_017136984.1|DMIR
OG0010259	LOC119554661|XP_037721591.1|DSUP	LOC108150894|XP_017134693.1|DMIR
OG0010260	LOC119547156|XP_037709805.1|DSUP	LOC108164096|XP_017155173.1|DMIR
OG0010275	LOC119560519|XP_037729921.1|DSUP	LOC108157371|XP_017144889.1|DMIR
OG0010276	LOC119558116|XP_037727273.1|DSUP	LOC108164915|XP_017156392.1|DMIR
OG0010277	LOC119562887|XP_037731931.1|DSUP	LOC108156752|XP_017143902.1|DMIR
OG0010278	LOC119546431|XP_037708627.1|DSUP	LOC117193441|XP_033254084.1|DMIR, LOC117193525|XP_033254164.1|DMIR, LOC117194737|XP_033255123.1|DMIR, LOC117193711|XP_033254328.1|DMIR, LOC117195134|XP_033255677.1|DMIR, LOC117195142|XP_033255683.1|DMIR, LOC117189256|XP_033250322.1|DMIR, LOC117193804|XP_033254411.1|DMIR, LOC117193796|XP_033254405.1|DMIR, LOC117189746|XP_033250713.1|DMIR, LOC117192286|XP_033252833.1|DMIR, LOC117186024|XP_033241945.1|DMIR, LOC117189821|XP_033250773.1|DMIR, LOC117191740|XP_033252415.1|DMIR
OG0010279	LOC119560466|XP_037729857.1|DSUP	LOC108154721|XP_017140572.1|DMIR
OG0010280	LOC119557992|XP_037727020.1|DSUP	LOC108164663|XP_017156005.2|DMIR
OG0010281	LOC119552746|XP_037718462.1|DSUP	LOC108152713|XP_017137736.1|DMIR
OG0010282	LOC119550514|XP_037715152.1|DSUP	LOC108154753|XP_033245955.1|DMIR
OG0010283	LOC119562951|XP_037732052.1|DSUP	LOC108155419|XP_017141708.2|DMIR
OG0010284	LOC119563039|XP_037732170.1|DSUP	LOC108157629|XP_017145257.1|DMIR
OG0010285	LOC119545718|XP_037707461.1|DSUP	LOC108155435|XP_017141736.2|DMIR
OG0010286	LOC119553411|XP_037719719.1|DSUP	LOC108157654|XP_017145294.1|DMIR
OG0010287	LOC119560176|XP_037729464.1|DSUP	LOC108155201|XP_017141364.1|DMIR
OG0010288	LOC119560399|XP_037729755.1|DSUP	LOC108157197|XP_017144618.2|DMIR
OG0010289	LOC119558844|XP_037728025.1|DSUP	LOC108153838|XP_033245525.1|DMIR
OG0010290	LOC119551332|XP_037716563.1|DSUP	LOC108154796|XP_017140676.1|DMIR
OG0010291	LOC119555715|XP_037723331.1|DSUP, LOC119555725|XP_037723348.1|DSUP	LOC108155854|XP_033244634.1|DMIR
OG0010292	LOC119556578|XP_037724809.1|DSUP	LOC108154765|XP_017140637.1|DMIR
OG0010293	LOC119548377|XP_037711523.1|DSUP	LOC108163513|XP_017154334.1|DMIR
OG0010294	LOC119546532|XP_037708800.1|DSUP	LOC108161120|XP_033248745.1|DMIR
OG0010295	LOC119547150|XP_037709797.1|DSUP	LOC108164244|XP_017155368.1|DMIR
OG0010297	LOC119552135|XP_037717853.1|DSUP	LOC108158367|XP_017146109.1|DMIR, LOC117192914|XP_033253541.1|DMIR
OG0010298	LOC119551767|XP_037717222.1|DSUP	LOC108158261|XP_017145986.1|DMIR
OG0010299	LOC119549591|XP_037713678.1|DSUP	LOC108159790|XP_017148842.1|DMIR
OG0010300	LOC119551953|XP_037717576.1|DSUP	LOC117193024|XP_033253633.1|DMIR
OG0010301	LOC119560157|XP_037729440.1|DSUP	LOC108154362|XP_017140116.1|DMIR
OG0010302	LOC119549296|XP_037713180.1|DSUP	LOC108159430|XP_017148190.1|DMIR, LOC117190094|XP_033251072.1|DMIR
OG0010303	LOC119550195|XP_037714667.1|DSUP	LOC117187720|XP_033246359.1|DMIR
OG0010304	LOC119557268|XP_037725882.1|DSUP	LOC108152395|XP_017137185.2|DMIR
OG0010305	LOC119555933|XP_037723561.1|DSUP	LOC108164777|XP_017156187.1|DMIR
OG0010306	LOC119556619|XP_037724867.1|DSUP	LOC108159907|XP_017149031.1|DMIR
OG0010307	LOC119556010|XP_037723705.1|DSUP	LOC108154335|XP_017140088.1|DMIR
OG0010308	LOC119557872|XP_037726799.1|DSUP	LOC108165161|XP_017156717.1|DMIR
OG0010309	LOC119554663|XP_037721593.1|DSUP	LOC108151649|XP_017135857.1|DMIR
OG0010310	LOC119557236|XP_037725848.1|DSUP	LOC108151460|XP_017135570.1|DMIR
OG0010311	LOC119557744|XP_037726558.1|DSUP	LOC108164907|XP_017156374.1|DMIR
OG0010312	LOC119555982|XP_037723638.1|DSUP	LOC108165045|XP_017156572.1|DMIR
OG0010313	LOC119553906|XP_037720505.1|DSUP	LOC108150816|XP_017134610.2|DMIR
OG0010314	LOC119557906|XP_037726840.1|DSUP	LOC108151588|XP_017135760.1|DMIR
OG0010315	LOC119556691|XP_037725014.1|DSUP	LOC108151018|XP_017134870.1|DMIR
OG0010316	LOC119551687|XP_037717079.1|DSUP	LOC108159143|XP_033250474.1|DMIR, LOC108157973|XP_033246205.1|DMIR
OG0010317	LOC119558053|XP_037727131.1|DSUP	LOC108152425|XP_017137235.1|DMIR
OG0010318	LOC119558175|XP_037727369.1|DSUP	LOC108152345|XP_017137098.1|DMIR
OG0010319	LOC119556903|XP_037725317.1|DSUP	LOC108151452|XP_017135563.1|DMIR
OG0010320	LOC119557742|XP_037726556.1|DSUP	LOC108165584|XP_017157149.1|DMIR
OG0010321	LOC119555269|XP_037722501.1|DSUP	LOC108153708|XP_017139324.2|DMIR
OG0010322	LOC119554204|XP_037720932.1|DSUP	LOC108150934|XP_017134753.1|DMIR
OG0010323	LOC119552599|XP_037718184.1|DSUP	LOC108165595|XP_017157158.1|DMIR
OG0010324	LOC119554292|XP_037721079.1|DSUP	LOC108165230|XP_033243909.1|DMIR
OG0010326	LOC119555280|XP_037722511.1|DSUP	LOC108150968|XP_017134792.1|DMIR
OG0010327	LOC119552547|XP_037718094.1|DSUP	LOC108165445|XP_033243201.1|DMIR
OG0010328	LOC119554637|XP_037721562.1|DSUP	LOC108153717|XP_017139333.1|DMIR
OG0010329	LOC119554290|XP_037721075.1|DSUP	LOC108165376|XP_017156902.1|DMIR
OG0010330	LOC119553910|XP_037720514.1|DSUP	LOC108165515|XP_017157060.1|DMIR
OG0010331	LOC119554799|XP_037721776.1|DSUP	LOC108151258|XP_017135265.1|DMIR
OG0010332	LOC119558227|XP_037727473.1|DSUP	LOC108155790|XP_017142354.1|DMIR
OG0010333	LOC119547705|XP_037710608.1|DSUP	LOC108162687|XP_017153025.1|DMIR
OG0010334	LOC119548689|XP_037712079.1|DSUP	LOC108162710|XP_017153059.1|DMIR
OG0010335	LOC119556980|XP_037725427.1|DSUP	LOC108159887|XP_017149006.1|DMIR
OG0010336	LOC119558104|XP_037727245.1|DSUP	LOC108165570|XP_017157133.1|DMIR
OG0010337	LOC119556458|XP_037724632.1|DSUP	LOC108151269|XP_017135280.1|DMIR
OG0010338	LOC119557937|XP_037726874.1|DSUP	LOC108165033|XP_017156562.1|DMIR
OG0010339	LOC119559199|XP_037728195.1|DSUP	LOC108153718|XP_017139335.1|DMIR
OG0010340	LOC119557596|XP_037726326.1|DSUP	LOC108164809|XP_017156218.1|DMIR
OG0010341	LOC119557595|XP_037726325.1|DSUP	LOC108164808|XP_017156217.1|DMIR
OG0010342	LOC119556854|XP_037725254.1|DSUP	LOC108152789|XP_033251937.1|DMIR
OG0010343	LOC119559979|XP_037729150.1|DSUP	LOC108164612|XP_017155941.1|DMIR
OG0010344	LOC119557212|XP_037725795.1|DSUP	LOC108165264|XP_017156789.1|DMIR
OG0010345	LOC119556103|XP_037723900.1|DSUP	LOC108152646|XP_017137630.1|DMIR
OG0010346	LOC119557421|XP_037726101.1|DSUP	LOC108153762|XP_017139390.1|DMIR
OG0010347	LOC119555905|XP_037723523.1|DSUP	LOC108165107|XP_017156654.1|DMIR
OG0010348	LOC119552165|XP_037717917.1|DSUP	LOC117192472|XP_033253056.1|DMIR, LOC117192473|XP_033253057.1|DMIR, LOC108159986|XP_017149180.1|DMIR
OG0010349	LOC119556826|XP_037725210.1|DSUP	LOC108165518|XP_017157064.1|DMIR
OG0010350	LOC119557164|XP_037725692.1|DSUP	LOC108152801|XP_017137879.1|DMIR
OG0010351	LOC119556942|XP_037725362.1|DSUP	LOC108164676|XP_017156020.1|DMIR
OG0010352	LOC119558055|XP_037727133.1|DSUP	LOC108165124|XP_017156676.1|DMIR
OG0010353	LOC119556722|XP_037725048.1|DSUP	LOC108157618|XP_033252000.1|DMIR
OG0010354	LOC119556410|XP_037724534.1|DSUP	LOC108164558|XP_017155864.1|DMIR
OG0010355	LOC119557795|XP_037726626.1|DSUP	LOC108165091|XP_017156633.1|DMIR
OG0010356	LOC119557135|XP_037725646.1|DSUP	LOC108151612|XP_017135798.1|DMIR
OG0010357	LOC119557677|XP_037726474.1|DSUP	LOC108159314|XP_017147981.1|DMIR
OG0010358	LOC119556533|XP_037724741.1|DSUP	LOC108165166|XP_017156729.1|DMIR
OG0010359	LOC119555994|XP_037723652.1|DSUP	LOC108165249|XP_017156776.1|DMIR
OG0010360	LOC119557425|XP_037726104.1|DSUP	LOC108150767|XP_017134550.1|DMIR
OG0010361	LOC119557418|XP_037726095.1|DSUP	LOC108150768|XP_017134551.1|DMIR
OG0010362	LOC119558205|XP_037727430.1|DSUP	LOC108153609|XP_017139196.1|DMIR
OG0010363	LOC119555961|XP_037723607.1|DSUP	LOC108165520|XP_017157107.2|DMIR
OG0010364	LOC119556850|XP_037725248.1|DSUP	LOC108165141|XP_017156698.1|DMIR
OG0010365	LOC119546855|XP_037709381.1|DSUP	LOC108165095|XP_017156637.1|DMIR
OG0010366	LOC119557311|XP_037725951.1|DSUP	LOC108158307|XP_017146039.1|DMIR, LOC117191203|XP_033252028.1|DMIR
OG0010367	LOC119557750|XP_037726564.1|DSUP	LOC108161926|XP_017151842.2|DMIR
OG0010368	LOC119555896|XP_037723490.1|DSUP	LOC108161959|XP_017151910.2|DMIR
OG0010369	LOC119557188|XP_037725765.1|DSUP	LOC108151390|XP_017135465.1|DMIR
OG0010370	LOC119556551|XP_037724763.1|DSUP	LOC108165243|XP_033254962.1|DMIR
OG0010371	LOC119557623|XP_037726378.1|DSUP	LOC108165109|XP_017156656.1|DMIR
OG0010372	LOC119558373|XP_037727817.1|DSUP	LOC108152215|XP_017136877.1|DMIR
OG0010373	LOC119557483|XP_037726180.1|DSUP	LOC108152195|XP_017136842.1|DMIR
OG0010374	LOC119555932|XP_037723560.1|DSUP	LOC108164778|XP_017156188.1|DMIR
OG0010375	LOC119555931|XP_037723559.1|DSUP	LOC108164776|XP_017156186.1|DMIR
OG0010376	LOC119556448|XP_037724615.1|DSUP	LOC117188943|XP_033249501.1|DMIR
OG0010377	LOC119558264|XP_037727543.1|DSUP	LOC108165038|XP_033246881.1|DMIR
OG0010378	LOC119557733|XP_037726546.1|DSUP	LOC108164900|XP_017156356.1|DMIR
OG0010379	LOC119556561|XP_037724783.1|DSUP	LOC108165014|XP_017156541.1|DMIR
OG0010380	LOC119556770|XP_037725123.1|DSUP	LOC108165105|XP_017156651.1|DMIR
OG0010381	LOC119557820|XP_037726688.1|DSUP	LOC108151877|XP_017136266.1|DMIR
OG0010382	LOC119557001|XP_037725460.1|DSUP	LOC108151461|XP_017135575.1|DMIR
OG0010383	LOC119557004|XP_037725463.1|DSUP	LOC108165505|XP_017157054.1|DMIR
OG0010384	LOC119557913|XP_037726848.1|DSUP	LOC108152908|XP_017138049.1|DMIR
OG0010385	LOC119547463|XP_037710276.1|DSUP	LOC108161414|XP_017151157.1|DMIR
OG0010386	LOC119547484|XP_037710300.1|DSUP	LOC108164037|XP_017155103.1|DMIR
OG0010387	LOC119547425|XP_037710210.1|DSUP	LOC108162438|XP_017152661.1|DMIR
OG0010388	LOC119547618|XP_037710471.1|DSUP	LOC108163047|XP_017153604.1|DMIR
OG0010389	LOC119548065|XP_037711079.1|DSUP	LOC108162550|XP_017152825.1|DMIR
OG0010390	LOC119548012|XP_037711009.1|DSUP	LOC108163450|XP_017154227.1|DMIR
OG0010391	LOC119546957|XP_037709530.1|DSUP	LOC108162568|XP_017152857.1|DMIR
OG0010392	LOC119547738|XP_037710653.1|DSUP	LOC108161443|XP_017151194.1|DMIR
OG0010393	LOC119547403|XP_037710180.1|DSUP	LOC108164193|XP_017155302.1|DMIR
OG0010394	LOC119548711|XP_037712104.1|DSUP	LOC108162847|XP_017153280.1|DMIR
OG0010395	LOC119546323|XP_037708450.1|DSUP	LOC108161464|XP_017151217.1|DMIR
OG0010396	LOC119547414|XP_037710191.1|DSUP	LOC108161654|XP_017151445.2|DMIR
OG0010397	LOC119547621|XP_037710476.1|DSUP	LOC108161645|XP_017151436.1|DMIR
OG0010398	LOC119547198|XP_037709866.1|DSUP	LOC108161475|XP_017151232.1|DMIR
OG0010399	LOC119546680|XP_037709075.1|DSUP	LOC108163436|XP_017154210.1|DMIR
OG0010400	LOC119546932|XP_037709497.1|DSUP	LOC108162877|XP_017153319.1|DMIR
OG0010401	LOC119546929|XP_037709493.1|DSUP	LOC108162872|XP_017153313.1|DMIR
OG0010402	LOC119546120|XP_037708139.1|DSUP	LOC108163006|XP_033249825.1|DMIR
OG0010403	LOC119546209|XP_037708272.1|DSUP	LOC108162258|XP_017152395.1|DMIR
OG0010404	LOC119548333|XP_037711451.1|DSUP	LOC108163408|XP_017154161.1|DMIR
OG0010405	LOC119548539|XP_037711761.1|DSUP	LOC108163409|XP_017154163.1|DMIR
OG0010406	LOC119547072|XP_037709687.1|DSUP	LOC108163411|XP_017154166.1|DMIR
OG0010408	LOC119547722|XP_037710628.1|DSUP	LOC108162219|XP_017152328.2|DMIR, LOC108161213|XP_017150924.1|DMIR
OG0010409	LOC119547320|XP_037710047.1|DSUP	LOC108163690|XP_017154610.1|DMIR
OG0010410	LOC119548435|XP_037711612.1|DSUP	LOC108161139|XP_017150850.1|DMIR
OG0010411	LOC119555524|XP_037722877.1|DSUP	LOC108162241|XP_017152366.1|DMIR
OG0010412	LOC119547492|XP_037710310.1|DSUP	LOC108161479|XP_017151237.1|DMIR
OG0010413	LOC119548385|XP_037711538.1|DSUP	LOC108161270|XP_017150979.1|DMIR
OG0010414	LOC119548390|XP_037711543.1|DSUP	LOC108163354|XP_017154085.1|DMIR
OG0010415	LOC119548543|XP_037711766.1|DSUP	LOC108162620|XP_017152933.1|DMIR
OG0010416	LOC119547691|XP_037710587.1|DSUP	LOC108161492|XP_017151255.2|DMIR
OG0010417	LOC119547447|XP_037710235.1|DSUP	LOC108163216|XP_017153860.2|DMIR
OG0010418	LOC119546266|XP_037708367.1|DSUP	LOC108163573|XP_017154429.1|DMIR
OG0010419	LOC119546989|XP_037709572.1|DSUP	LOC108163284|XP_017153974.2|DMIR
OG0010420	LOC119547106|XP_037709740.1|DSUP	LOC108161887|XP_017151770.2|DMIR
OG0010421	LOC119548243|XP_037711311.1|DSUP	LOC108161547|XP_017151319.1|DMIR
OG0010422	LOC119548707|XP_037712098.1|DSUP	LOC108161691|XP_017151492.2|DMIR
OG0010423	LOC119547938|XP_037710914.1|DSUP	LOC108164010|XP_017155067.1|DMIR
OG0010424	LOC119548446|XP_037711636.1|DSUP	LOC108164241|XP_017155365.2|DMIR
OG0010425	LOC119546341|XP_037708471.1|DSUP	LOC108164226|XP_017155345.1|DMIR
OG0010426	LOC119547809|XP_037710755.1|DSUP	LOC108161511|XP_017151277.1|DMIR
OG0010427	LOC119547656|XP_037710531.1|DSUP	LOC108161882|XP_033248852.1|DMIR
OG0010428	LOC119548700|XP_037712092.1|DSUP	LOC108162752|XP_017153120.2|DMIR
OG0010429	LOC119547950|XP_037710927.1|DSUP	LOC108162950|XP_017153434.1|DMIR
OG0010430	LOC119548030|XP_037711032.1|DSUP	LOC108161595|XP_017151371.1|DMIR
OG0010431	LOC119546654|XP_037709037.1|DSUP	LOC108163889|XP_017154897.1|DMIR
OG0010432	LOC119546604|XP_037708970.1|DSUP	LOC108163823|XP_017154800.1|DMIR
OG0010433	LOC119547244|XP_037709951.1|DSUP	LOC108161618|XP_017151406.1|DMIR
OG0010434	LOC119547654|XP_037710525.1|DSUP	LOC108162323|XP_017152496.1|DMIR
OG0010435	LOC119546609|XP_037708974.1|DSUP	LOC108161965|XP_017151913.1|DMIR
OG0010436	LOC119548745|XP_037712188.1|DSUP	LOC108161343|XP_017151068.1|DMIR
OG0010437	LOC119548040|XP_037711043.1|DSUP	LOC108163461|XP_017154246.2|DMIR
OG0010438	LOC119547759|XP_037710693.1|DSUP	LOC108154385|XP_017140138.1|DMIR, LOC108162401|XP_017152614.1|DMIR
OG0010439	LOC119547821|XP_037710772.1|DSUP	LOC108162305|XP_017152462.1|DMIR
OG0010440	LOC119547737|XP_037710652.1|DSUP	LOC108161470|XP_017151225.1|DMIR
OG0010441	LOC119547907|XP_037710873.1|DSUP	LOC108164141|XP_017155234.1|DMIR
OG0010442	LOC119556435|XP_037724596.1|DSUP	LOC108157720|XP_017145377.1|DMIR
OG0010443	LOC119547780|XP_037710719.1|DSUP	LOC108161575|XP_017151352.2|DMIR
OG0010444	LOC119547778|XP_037710717.1|DSUP	LOC108164265|XP_033249853.1|DMIR
OG0010445	LOC119547781|XP_037710720.1|DSUP	LOC108164200|XP_033249689.1|DMIR
OG0010446	LOC119545986|XP_037707899.1|DSUP	LOC108164232|XP_017155352.1|DMIR
OG0010447	LOC119553912|XP_037720516.1|DSUP	LOC108165606|XP_017157171.1|DMIR
OG0010448	LOC119554545|XP_037721434.1|DSUP	LOC108153414|XP_017138904.1|DMIR
OG0010449	LOC119555688|XP_037723263.1|DSUP	LOC108150771|XP_017134554.1|DMIR
OG0010450	LOC119553579|XP_037719955.1|DSUP	LOC108152187|XP_017136824.1|DMIR
OG0010451	LOC119553166|XP_037719329.1|DSUP	LOC108153752|XP_017139371.1|DMIR
OG0010452	LOC119554289|XP_037721074.1|DSUP	LOC108152287|XP_017136994.1|DMIR
OG0010453	LOC119553181|XP_037719350.1|DSUP	LOC108153471|XP_017138991.1|DMIR
OG0010454	LOC119552589|XP_037718151.1|DSUP	LOC108152888|XP_017138016.1|DMIR
OG0010455	LOC119552508|XP_037718050.1|DSUP	LOC108151239|XP_017135228.1|DMIR
OG0010456	LOC119553853|XP_037720428.1|DSUP	LOC108165323|XP_017156846.1|DMIR
OG0010457	LOC119554500|XP_037721361.1|DSUP	LOC108150863|XP_017134654.1|DMIR
OG0010458	LOC119554364|XP_037721166.1|DSUP	LOC108165385|XP_033243471.1|DMIR
OG0010459	LOC119555013|XP_037722084.1|DSUP	LOC108165388|XP_017156914.2|DMIR
OG0010460	LOC119554333|XP_037721126.1|DSUP	LOC108153782|XP_017139413.1|DMIR
OG0010461	LOC119553236|XP_037719433.1|DSUP	LOC108153386|XP_017138849.1|DMIR
OG0010462	LOC119553392|XP_037719680.1|DSUP	LOC108152100|XP_017136640.1|DMIR
OG0010463	LOC119554586|XP_037721496.1|DSUP	LOC108151315|XP_017135343.1|DMIR
OG0010464	LOC119553952|XP_037720574.1|DSUP	LOC108151293|XP_017135318.1|DMIR
OG0010465	LOC119553990|XP_037720625.1|DSUP	LOC108151313|XP_017135341.1|DMIR
OG0010466	LOC119554002|XP_037720637.1|DSUP	LOC108153734|XP_017139352.1|DMIR
OG0010467	LOC119554615|XP_037721537.1|DSUP	LOC108165379|XP_017156905.1|DMIR
OG0010468	LOC119552741|XP_037718434.1|DSUP	LOC108151954|XP_017136381.1|DMIR
OG0010469	LOC119554653|XP_037721581.1|DSUP	LOC108151917|XP_017136320.1|DMIR
OG0010470	LOC119553843|XP_037720415.1|DSUP	LOC108151973|XP_017136416.1|DMIR
OG0010471	LOC119553621|XP_037720014.1|DSUP	LOC108153093|XP_017138363.1|DMIR
OG0010472	LOC119554644|XP_037721572.1|DSUP	LOC108165509|XP_017157055.1|DMIR
OG0010473	LOC119554562|XP_037721461.1|DSUP	LOC108150912|XP_017134726.2|DMIR
OG0010474	LOC119554402|XP_037721218.1|DSUP	LOC108165501|XP_017157048.1|DMIR
OG0010475	LOC119552490|XP_037718018.1|DSUP	LOC108165349|XP_033242451.1|DMIR
OG0010476	LOC119554525|XP_037721399.1|DSUP	LOC108153439|XP_017138936.1|DMIR
OG0010477	LOC119554436|XP_037721275.1|DSUP	LOC108151651|XP_017135859.1|DMIR
OG0010478	LOC119554885|XP_037721902.1|DSUP	LOC108151603|XP_017135778.1|DMIR
OG0010479	LOC119553596|XP_037719978.1|DSUP	LOC108153697|XP_017139311.1|DMIR
OG0010480	LOC119554096|XP_037720773.1|DSUP	LOC108161433|XP_017151185.1|DMIR
OG0010481	LOC119553506|XP_037719857.1|DSUP	LOC108152399|XP_017137187.1|DMIR
OG0010482	LOC119554446|XP_037721286.1|DSUP	LOC108151334|XP_017135376.1|DMIR
OG0010483	LOC119553864|XP_037720445.1|DSUP	LOC108151138|XP_017135052.1|DMIR
OG0010484	LOC119553904|XP_037720503.1|DSUP	LOC108153666|XP_017139269.1|DMIR
OG0010485	LOC119553197|XP_037719376.1|DSUP	LOC108152509|XP_017137388.1|DMIR
OG0010486	LOC119554823|XP_037721825.1|DSUP	LOC108150851|XP_033243481.1|DMIR
OG0010487	LOC119552500|XP_037718033.1|DSUP	LOC108152221|XP_017136891.1|DMIR
OG0010488	LOC119555520|XP_037722873.1|DSUP	LOC108151255|XP_017135260.1|DMIR
OG0010489	LOC119553704|XP_037720193.1|DSUP	LOC108165556|XP_017157118.1|DMIR
OG0010490	LOC119549406|XP_037713390.1|DSUP	LOC108158435|XP_017146207.2|DMIR
OG0010491	LOC119551144|XP_037716263.1|DSUP	LOC108158016|XP_017145648.1|DMIR
OG0010492	LOC119553935|XP_037720553.1|DSUP	LOC108165344|XP_033242066.1|DMIR
OG0010493	LOC119553668|XP_037720108.1|DSUP	LOC108165611|XP_017157176.1|DMIR
OG0010494	LOC119552611|XP_037718203.1|DSUP	LOC108153770|XP_017139397.1|DMIR
OG0010495	LOC119553119|XP_037719234.1|DSUP	LOC108153250|XP_017138588.1|DMIR
OG0010496	LOC119552868|XP_037718691.1|DSUP	LOC108152433|XP_017137254.2|DMIR
OG0010497	LOC119555495|XP_037722836.1|DSUP	LOC108165305|XP_017156828.2|DMIR
OG0010498	LOC119550521|XP_037715159.1|DSUP	LOC108160965|XP_017150750.1|DMIR
OG0010499	LOC119551226|XP_037716391.1|DSUP	LOC108160303|XP_017149705.1|DMIR
OG0010500	LOC119551933|XP_037717512.1|DSUP	LOC117188455|XP_033248249.1|DMIR, LOC108158008|XP_017145640.2|DMIR
OG0010501	LOC119551965|XP_037717594.1|DSUP	LOC108157976|XP_017145611.1|DMIR
OG0010502	LOC119552774|XP_037718511.1|DSUP	LOC108151691|XP_033242154.1|DMIR
OG0010503	LOC119550731|XP_037715563.1|DSUP	LOC108158292|XP_017146017.1|DMIR
OG0010504	LOC119550986|XP_037715949.1|DSUP	LOC117187901|XP_033246729.1|DMIR, LOC108160960|XP_017150742.1|DMIR
OG0010505	LOC119549590|XP_037713677.1|DSUP	LOC117193172|XP_033253798.1|DMIR
OG0010506	LOC119549135|XP_037712834.1|DSUP	LOC117190222|XP_033251161.1|DMIR, LOC108160115|XP_017149397.1|DMIR
OG0010508	LOC119550796|XP_037715656.1|DSUP	LOC108160535|XP_017150086.1|DMIR
OG0010509	LOC119549172|XP_037712900.1|DSUP	LOC117190087|XP_033251059.1|DMIR, LOC108160034|XP_017149264.1|DMIR
OG0010510	LOC119550288|XP_037714807.1|DSUP	LOC108158244|XP_017145966.1|DMIR
OG0010511	LOC119549858|XP_037714082.1|DSUP	LOC108159608|XP_033254461.1|DMIR, LOC117188118|XP_033247351.1|DMIR
OG0010512	LOC119551272|XP_037716463.1|DSUP	LOC108160808|XP_017150521.2|DMIR, LOC117188190|XP_033247562.1|DMIR
OG0010513	LOC119550803|XP_037715665.1|DSUP	LOC108158318|XP_017146048.1|DMIR
OG0010514	LOC119549562|XP_037713642.1|DSUP	LOC108160254|XP_017149609.2|DMIR
OG0010515	LOC119550320|XP_037714854.1|DSUP	LOC108160212|XP_017149547.1|DMIR
OG0010516	LOC119550662|XP_037715436.1|DSUP	LOC108160995|XP_017150792.1|DMIR
OG0010517	LOC119551906|XP_037717447.1|DSUP	LOC108158275|XP_017146000.1|DMIR
OG0010518	LOC119550942|XP_037715895.1|DSUP	LOC117188502|XP_033248356.1|DMIR, LOC108157981|XP_033252215.1|DMIR
OG0010519	LOC119551481|XP_037716772.1|DSUP	LOC117194133|XP_033254674.1|DMIR
