Orthogroup	DSUP.longest_only	ASTE.longest_only
OG0005865	LOC119551325|XP_037716551.1|DSUP	LOC118504236|XP_035894351.1|ASTE
OG0005866	LOC119551831|XP_037717327.1|DSUP	LOC118507146|XP_035901075.1|ASTE
OG0005867	LOC119546021|XP_037707962.1|DSUP	LOC118504229|XP_035894339.1|ASTE
OG0005869	LOC119557761|XP_037726584.1|DSUP	LOC118506097|XP_035898674.1|ASTE
OG0005870	LOC119556930|XP_037725349.1|DSUP	LOC118509717|XP_035906697.1|ASTE
OG0005871	LOC119557755|XP_037726579.1|DSUP	LOC118507971|XP_035903196.1|ASTE
OG0005872	LOC119560353|XP_037729684.1|DSUP	LOC118507970|XP_035903194.1|ASTE
OG0005873	LOC119548572|XP_037711821.1|DSUP	LOC118512402|XP_035912681.1|ASTE
OG0005874	LOC119556419|XP_037724559.1|DSUP	LOC118517722|XP_035920064.1|ASTE
OG0005876	LOC119557116|XP_037725623.1|DSUP	LOC118505936|XP_035898335.1|ASTE, LOC118515257|XP_035917834.1|ASTE
OG0005877	LOC119556654|XP_037724921.1|DSUP	LOC118508214|XP_035903687.1|ASTE
OG0005878	LOC119556249|XP_037724218.1|DSUP	LOC118507221|XP_035901269.1|ASTE
OG0005879	LOC119556147|XP_037723972.1|DSUP	LOC118508840|XP_035904481.1|ASTE, LOC118517154|XP_035918911.1|ASTE
OG0005880	LOC119554362|XP_037721156.1|DSUP	LOC118517626|XP_035919828.1|ASTE
OG0005881	LOC119555503|XP_037722849.1|DSUP	LOC118517632|XP_035919836.1|ASTE
OG0005882	LOC119557489|XP_037726188.1|DSUP	LOC118508016|XP_035903294.1|ASTE
OG0005883	LOC119552866|XP_037718683.1|DSUP	LOC118504184|XP_035894236.1|ASTE
OG0005884	LOC119554243|XP_037721006.1|DSUP	LOC118505777|XP_035897941.1|ASTE
OG0005885	LOC119554798|XP_037721775.1|DSUP	LOC118505775|XP_035897938.1|ASTE
OG0005886	LOC119553536|XP_037719894.1|DSUP	LOC118505774|XP_035897937.1|ASTE
OG0005887	LOC119555502|XP_037722847.1|DSUP	LOC118503490|XP_035892699.1|ASTE
OG0005888	LOC119554724|XP_037721666.1|DSUP	LOC118503488|XP_035892683.1|ASTE
OG0005889	LOC119552757|XP_037718477.1|DSUP	LOC118503482|XP_035892677.1|ASTE
OG0005890	LOC119556165|XP_037724012.1|DSUP	LOC118504009|XP_035893858.1|ASTE
OG0005891	LOC119554554|XP_037721448.1|DSUP	LOC118504011|XP_035893866.1|ASTE
OG0005892	LOC119554633|XP_037721558.1|DSUP	LOC118504013|XP_035893869.1|ASTE
OG0005893	LOC119554133|XP_037720836.1|DSUP	LOC118504025|XP_035893898.1|ASTE
OG0005894	LOC119554134|XP_037720837.1|DSUP	LOC118504027|XP_035893900.1|ASTE
OG0005895	LOC119554136|XP_037720838.1|DSUP	LOC118504033|XP_035893910.1|ASTE
OG0005896	LOC119553702|XP_037720190.1|DSUP	LOC118504035|XP_035893915.1|ASTE
OG0005897	LOC119553116|XP_037719223.1|DSUP	LOC118504046|XP_035893938.1|ASTE
OG0005898	LOC119555952|XP_037723590.1|DSUP	LOC118503424|XP_035892558.1|ASTE
OG0005899	LOC119550801|XP_037715663.1|DSUP	LOC118507407|XP_035901758.1|ASTE
OG0005900	LOC119546436|XP_037708633.1|DSUP	LOC118503985|XP_035893823.1|ASTE, LOC118503975|XP_035893803.1|ASTE
OG0005901	LOC119549342|XP_037713255.1|DSUP	LOC118505371|XP_035896967.1|ASTE
OG0005902	LOC119551641|XP_037716999.1|DSUP	LOC118505370|XP_035896965.1|ASTE
OG0005903	LOC119554427|XP_037721252.1|DSUP	LOC118503432|XP_035892569.1|ASTE
OG0005904	LOC119559748|XP_037728743.1|DSUP	LOC118512390|XP_035912658.1|ASTE
OG0005905	LOC119552943|XP_037718831.1|DSUP	LOC118506236|XP_035898978.1|ASTE
OG0005906	LOC119552888|XP_037718723.1|DSUP	LOC118503715|XP_035893171.1|ASTE
OG0005907	LOC119554988|XP_037722053.1|DSUP	LOC118505968|XP_035898404.1|ASTE
OG0005908	LOC119555474|XP_037722810.1|DSUP	LOC118505961|XP_035898389.1|ASTE
OG0005909	LOC119554884|XP_037721900.1|DSUP	LOC118505957|XP_035898384.1|ASTE
OG0005910	LOC119549264|XP_037713100.1|DSUP	LOC118508026|XP_035903310.1|ASTE
OG0005911	LOC119549266|XP_037713104.1|DSUP	LOC118508034|XP_035903329.1|ASTE
OG0005912	LOC119549267|XP_037713105.1|DSUP	LOC118508038|XP_035903334.1|ASTE
OG0005913	LOC119545837|XP_037707723.1|DSUP	LOC118503946|XP_035893716.1|ASTE
OG0005914	LOC119551845|XP_037717346.1|DSUP	LOC118503913|XP_035893603.1|ASTE
OG0005915	LOC119551507|XP_037716815.1|DSUP	LOC118503518|XP_035892771.1|ASTE
OG0005916	LOC119550053|XP_037714437.1|DSUP	LOC118504801|XP_035895676.1|ASTE
OG0005917	LOC119552158|XP_037717901.1|DSUP	LOC118504191|XP_035894260.1|ASTE
OG0005918	LOC119557707|XP_037726515.1|DSUP	LOC118504188|XP_035894256.1|ASTE
OG0005919	LOC119551575|XP_037716903.1|DSUP	LOC118504091|XP_035894058.1|ASTE
OG0005920	LOC119550557|XP_037715270.1|DSUP	LOC118508028|XP_035903320.1|ASTE
OG0005921	LOC119554566|XP_037721464.1|DSUP	LOC118508037|XP_035903332.1|ASTE
OG0005922	LOC119556021|XP_037723729.1|DSUP	LOC118512309|XP_035912449.1|ASTE, LOC118512317|XP_035912469.1|ASTE
OG0005923	LOC119555037|XP_037722112.1|DSUP	LOC118505841|XP_035898094.1|ASTE
OG0005924	LOC119554865|XP_037721875.1|DSUP	LOC118505843|XP_035898096.1|ASTE
OG0005925	LOC119554696|XP_037721627.1|DSUP	LOC118503402|XP_035892498.1|ASTE
OG0005926	LOC119555845|XP_037723401.1|DSUP	LOC118506298|XP_035899137.1|ASTE
OG0005927	LOC119561061|XP_037730825.1|DSUP	LOC118504921|XP_035895887.1|ASTE
OG0005928	LOC119555881|XP_037723465.1|DSUP	LOC118504922|XP_035895890.1|ASTE
OG0005929	LOC119553307|XP_037719561.1|DSUP	LOC118506142|XP_035898782.1|ASTE
OG0005930	LOC119549169|XP_037712896.1|DSUP	LOC118503502|XP_035892730.1|ASTE
OG0005931	LOC119550589|XP_037715321.1|DSUP	LOC118503501|XP_035892729.1|ASTE
OG0005932	LOC119549939|XP_037714249.1|DSUP	LOC118504056|XP_035893981.1|ASTE
OG0005933	LOC119551962|XP_037717589.1|DSUP	LOC118503967|XP_035893777.1|ASTE
OG0005934	LOC119549682|XP_037713819.1|DSUP	LOC118503972|XP_035893789.1|ASTE
OG0005935	LOC119555673|XP_037723221.1|DSUP	LOC118503994|XP_035893834.1|ASTE
OG0005936	LOC119548452|XP_037711643.1|DSUP	LOC118504003|XP_035893852.1|ASTE
OG0005937	LOC119555676|XP_037723224.1|DSUP	LOC118503996|XP_035893839.1|ASTE
OG0005938	LOC119551971|XP_037717608.1|DSUP	LOC118507982|XP_035903232.1|ASTE
OG0005939	LOC119557581|XP_037726311.1|DSUP	LOC118504031|XP_035893907.1|ASTE
OG0005940	LOC119549217|XP_037713009.1|DSUP	LOC118505839|XP_035898089.1|ASTE
OG0005941	LOC119550486|XP_037715103.1|DSUP	LOC118507926|XP_035903122.1|ASTE
OG0005942	LOC119559386|XP_037728371.1|DSUP	LOC118503448|XP_035892608.1|ASTE
OG0005943	LOC119549392|XP_037713370.1|DSUP	LOC118503325|XP_035892361.1|ASTE
OG0005944	LOC119551227|XP_037716392.1|DSUP	LOC118503327|XP_035892367.1|ASTE
OG0005945	LOC119550512|XP_037715146.1|DSUP	LOC118503328|XP_035892370.1|ASTE
OG0005946	LOC119550215|XP_037714702.1|DSUP	LOC118503933|XP_035893673.1|ASTE
OG0005947	LOC119551071|XP_037716122.1|DSUP	LOC118503916|XP_035893606.1|ASTE
OG0005948	LOC119553387|XP_037719672.1|DSUP	LOC118503908|XP_035893593.1|ASTE
OG0005949	LOC119553200|XP_037719380.1|DSUP	LOC118503909|XP_035893595.1|ASTE
OG0005950	LOC119548876|XP_037712435.1|DSUP	LOC118506061|XP_035898607.1|ASTE
OG0005951	LOC119554736|XP_037721685.1|DSUP	LOC118506050|XP_035898577.1|ASTE
OG0005952	LOC119548875|XP_037712433.1|DSUP	LOC118516411|XP_035918166.1|ASTE, LOC118506045|XP_035898568.1|ASTE
OG0005953	LOC119548703|XP_037712095.1|DSUP	LOC118516406|XP_035918162.1|ASTE, LOC118506044|XP_035898567.1|ASTE
OG0005954	LOC119548698|XP_037712090.1|DSUP	LOC118516407|XP_035918163.1|ASTE, LOC118506040|XP_035898562.1|ASTE
OG0005955	LOC119563008|XP_037732125.1|DSUP	LOC118506031|XP_035898542.1|ASTE
OG0005956	LOC119549440|XP_037713461.1|DSUP	LOC118508178|XP_035903629.1|ASTE
OG0005957	LOC119563266|XP_037732513.1|DSUP	LOC118508168|XP_035903609.1|ASTE
OG0005958	LOC119563410|XP_037732706.1|DSUP	LOC118508171|XP_035903613.1|ASTE
OG0005959	LOC119548265|XP_037711337.1|DSUP	LOC118505314|XP_035896845.1|ASTE
OG0005960	LOC119556261|XP_037724235.1|DSUP	LOC118505332|XP_035896873.1|ASTE
OG0005961	LOC119549261|XP_037713098.1|DSUP	LOC118505330|XP_035896870.1|ASTE
OG0005962	LOC119549147|XP_037712854.1|DSUP	LOC118503945|XP_035893715.1|ASTE
OG0005963	LOC119548484|XP_037711685.1|DSUP	LOC118503526|XP_035892804.1|ASTE
OG0005964	LOC119550350|XP_037714899.1|DSUP	LOC118507239|XP_035901384.1|ASTE
OG0005965	LOC119551157|XP_037716279.1|DSUP	LOC118507325|XP_035901607.1|ASTE
OG0005966	LOC119550553|XP_037715265.1|DSUP	LOC118507232|XP_035901362.1|ASTE
OG0005967	LOC119550980|XP_037715943.1|DSUP	LOC118504782|XP_035895622.1|ASTE
OG0005968	LOC119550712|XP_037715518.1|DSUP	LOC118504778|XP_035895603.1|ASTE
OG0005969	LOC119549517|XP_037713557.1|DSUP	LOC118505865|XP_035898161.1|ASTE
OG0005970	LOC119554047|XP_037720713.1|DSUP	LOC118505282|XP_035896749.1|ASTE
OG0005971	LOC119559405|XP_037728401.1|DSUP	LOC118505943|XP_035898360.1|ASTE
OG0005972	LOC119552653|XP_037718278.1|DSUP	LOC118505939|XP_035898351.1|ASTE
OG0005973	LOC119554612|XP_037721533.1|DSUP	LOC118517724|XP_035920068.1|ASTE
OG0005974	LOC119553316|XP_037719570.1|DSUP	LOC118517708|XP_035920044.1|ASTE
OG0005975	LOC119552654|XP_037718284.1|DSUP	LOC118510930|XP_035909242.1|ASTE
OG0005977	LOC119551210|XP_037716372.1|DSUP	LOC118504228|XP_035894337.1|ASTE
OG0005978	LOC119552186|XP_037717962.1|DSUP	LOC118517740|XP_035920078.1|ASTE
OG0005980	LOC119549300|XP_037713187.1|DSUP	LOC118507252|XP_035901431.1|ASTE
OG0005981	LOC119558256|XP_037727514.1|DSUP	LOC118507316|XP_035901594.1|ASTE
OG0005982	LOC119551412|XP_037716679.1|DSUP	LOC118507276|XP_035901473.1|ASTE
OG0005983	LOC119558042|XP_037727119.1|DSUP	LOC118505921|XP_035898306.1|ASTE
OG0005984	LOC119556352|XP_037724384.1|DSUP	LOC118511574|XP_035910712.1|ASTE
OG0005985	LOC119556693|XP_037725017.1|DSUP	LOC118510554|XP_035908424.1|ASTE
OG0005986	LOC119556593|XP_037724829.1|DSUP	LOC118503431|XP_035892568.1|ASTE
OG0005987	LOC119562452|XP_037731567.1|DSUP, LOC119556326|XP_037724342.1|DSUP	LOC118510090|XP_035907397.1|ASTE
OG0005988	LOC119551449|XP_037716720.1|DSUP	LOC118507216|XP_035901209.1|ASTE
OG0005989	LOC119559398|XP_037728388.1|DSUP	LOC118507160|XP_035901105.1|ASTE
OG0005990	LOC119549749|XP_037713919.1|DSUP	LOC118507164|XP_035901121.1|ASTE
OG0005991	LOC119551384|XP_037716634.1|DSUP	LOC118504085|XP_035894047.1|ASTE
OG0005992	LOC119553210|XP_037719395.1|DSUP	LOC118504059|XP_035893986.1|ASTE
OG0005993	LOC119553211|XP_037719396.1|DSUP	LOC118510092|XP_035907401.1|ASTE
OG0005994	LOC119555656|XP_037723165.1|DSUP	LOC118503892|XP_035893556.1|ASTE
OG0005995	LOC119555008|XP_037722079.1|DSUP	LOC118516531|XP_035918366.1|ASTE, LOC118506081|XP_035898654.1|ASTE
OG0005996	LOC119553610|XP_037719996.1|DSUP	LOC118516515|XP_035918342.1|ASTE, LOC118506079|XP_035898651.1|ASTE
OG0005997	LOC119550575|XP_037715294.1|DSUP	LOC118505905|XP_035898255.1|ASTE
OG0005998	LOC119553403|XP_037719703.1|DSUP	LOC118505904|XP_035898254.1|ASTE
OG0005999	LOC119554934|XP_037721972.1|DSUP	LOC118507182|XP_035901147.1|ASTE
OG0006000	LOC119549689|XP_037713833.1|DSUP	LOC118507246|XP_035901409.1|ASTE
OG0006001	LOC119553540|XP_037719905.1|DSUP	LOC118504084|XP_035894046.1|ASTE
OG0006002	LOC119551673|XP_037717053.1|DSUP	LOC118504095|XP_035894070.1|ASTE
OG0006003	LOC119553318|XP_037719575.1|DSUP	LOC118504089|XP_035894054.1|ASTE
OG0006004	LOC119560383|XP_037729729.1|DSUP	LOC118504154|XP_035894176.1|ASTE
OG0006005	LOC119551531|XP_037716845.1|DSUP	LOC118517633|XP_035919838.1|ASTE
OG0006006	LOC119549425|XP_037713435.1|DSUP	LOC118512338|XP_035912518.1|ASTE
OG0006007	LOC119559467|XP_037728505.1|DSUP	LOC118506093|XP_035898670.1|ASTE
OG0006008	LOC119546598|XP_037708953.1|DSUP	LOC118505928|XP_035898323.1|ASTE
OG0006009	LOC119555432|XP_037722729.1|DSUP	LOC118507937|XP_035903141.1|ASTE
OG0006010	LOC119555646|XP_037723122.1|DSUP	LOC118508043|XP_035903339.1|ASTE
OG0006011	LOC119555275|XP_037722506.1|DSUP	LOC118507170|XP_035901132.1|ASTE
OG0006012	LOC119555338|XP_037722601.1|DSUP	LOC118503600|XP_035892946.1|ASTE
OG0006013	LOC119552106|XP_037717819.1|DSUP	LOC118512368|XP_035912591.1|ASTE
OG0006014	LOC119553187|XP_037719362.1|DSUP	LOC118512383|XP_035912647.1|ASTE
OG0006015	LOC119549423|XP_037713430.1|DSUP	LOC118507341|XP_035901623.1|ASTE
OG0006016	LOC119551958|XP_037717580.1|DSUP	LOC118508150|XP_035903579.1|ASTE
OG0006017	LOC119551355|XP_037716603.1|DSUP	LOC118508151|XP_035903580.1|ASTE
OG0006018	LOC119549410|XP_037713400.1|DSUP	LOC118503438|XP_035892592.1|ASTE
OG0006019	LOC119551199|XP_037716329.1|DSUP	LOC118503446|XP_035892604.1|ASTE
OG0006020	LOC119552860|XP_037718673.1|DSUP	LOC118512320|XP_035912472.1|ASTE
OG0006021	LOC119555336|XP_037722599.1|DSUP	LOC118512327|XP_035912482.1|ASTE
OG0006022	LOC119547353|XP_037710095.1|DSUP	LOC118512330|XP_035912497.1|ASTE
OG0006023	LOC119553142|XP_037719282.1|DSUP	LOC118505917|XP_035898278.1|ASTE
OG0006024	LOC119556356|XP_037724392.1|DSUP	LOC118512426|XP_035912723.1|ASTE
OG0006025	LOC119551948|XP_037717566.1|DSUP	LOC118507192|XP_035901158.1|ASTE
OG0006026	LOC119563380|XP_037732659.1|DSUP	LOC118517210|XP_035919070.1|ASTE, LOC118507914|XP_035903106.1|ASTE
OG0006027	LOC119549127|XP_037712821.1|DSUP	LOC118505996|XP_035898467.1|ASTE
OG0006028	LOC119551559|XP_037716883.1|DSUP	LOC118507750|XP_035902649.1|ASTE
OG0006029	LOC119549071|XP_037712706.1|DSUP	LOC118506094|XP_035898671.1|ASTE
OG0006030	LOC119563289|XP_037732544.1|DSUP	LOC118505995|XP_035898466.1|ASTE
OG0006031	LOC119551306|XP_037716529.1|DSUP	LOC118506096|XP_035898673.1|ASTE
OG0006032	LOC119555908|XP_037723527.1|DSUP	LOC118506092|XP_035898665.1|ASTE
OG0006033	LOC119550181|XP_037714646.1|DSUP	LOC118504900|XP_035895859.1|ASTE
OG0006034	LOC119551830|XP_037717330.1|DSUP	LOC118510533|XP_035908381.1|ASTE
OG0006035	LOC119545746|XP_037707496.1|DSUP	LOC118517683|XP_035919987.1|ASTE
OG0006037	LOC119549606|XP_037713705.1|DSUP	LOC118517682|XP_035919985.1|ASTE
OG0006038	LOC119560763|XP_037730312.1|DSUP	LOC118517703|XP_035920027.1|ASTE
OG0006039	LOC119559430|XP_037728456.1|DSUP	LOC118507754|XP_035902657.1|ASTE
OG0006040	LOC119559460|XP_037728494.1|DSUP	LOC118508399|XP_035904054.1|ASTE
OG0006041	LOC119557749|XP_037726563.1|DSUP	LOC118505221|XP_035896638.1|ASTE
OG0006042	LOC119552150|XP_037717876.1|DSUP	LOC118505947|XP_035898364.1|ASTE
OG0006043	LOC119554165|XP_037720882.1|DSUP	LOC118503313|XP_035892333.1|ASTE
OG0006044	LOC119556040|XP_037723756.1|DSUP	LOC118503316|XP_035892339.1|ASTE
OG0006045	LOC119559381|XP_037728365.1|DSUP	LOC118506214|XP_035898928.1|ASTE
OG0006046	LOC119550297|XP_037714819.1|DSUP	LOC118504723|XP_035895456.1|ASTE
OG0006047	LOC119554511|XP_037721381.1|DSUP	LOC118507237|XP_035901380.1|ASTE
OG0006048	LOC119554703|XP_037721635.1|DSUP	LOC118508134|XP_035903533.1|ASTE
OG0006049	LOC119557885|XP_037726815.1|DSUP	LOC118508126|XP_035903527.1|ASTE
OG0006050	LOC119548525|XP_037711748.1|DSUP	LOC118507155|XP_035901092.1|ASTE
OG0006051	LOC119557306|XP_037725944.1|DSUP	LOC118507184|XP_035901149.1|ASTE
OG0006052	LOC119549727|XP_037713896.1|DSUP	LOC118505915|XP_035898271.1|ASTE
OG0006053	LOC119554530|XP_037721408.1|DSUP	LOC118508164|XP_035903604.1|ASTE
OG0006054	LOC119547262|XP_037710008.1|DSUP	LOC118508163|XP_035903598.1|ASTE
OG0006055	LOC119560346|XP_037729670.1|DSUP	LOC118512356|XP_035912558.1|ASTE, LOC118512357|XP_035912563.1|ASTE
OG0006056	LOC119551873|XP_037717395.1|DSUP	LOC118505949|XP_035898368.1|ASTE
OG0006057	LOC119553919|XP_037720530.1|DSUP	LOC118505952|XP_035898373.1|ASTE
OG0006058	LOC119559911|XP_037729016.1|DSUP	LOC118512375|XP_035912621.1|ASTE
OG0006059	LOC119553681|XP_037720158.1|DSUP	LOC118517607|XP_035919797.1|ASTE
OG0006060	LOC119553684|XP_037720162.1|DSUP	LOC118517609|XP_035919798.1|ASTE
OG0006061	LOC119558058|XP_037727136.1|DSUP	LOC118504843|XP_035895744.1|ASTE
OG0006062	LOC119550453|XP_037715062.1|DSUP	LOC118506349|XP_035899231.1|ASTE
OG0006063	LOC119548547|XP_037711769.1|DSUP	LOC118505067|XP_035896243.1|ASTE
OG0006064	LOC119549095|XP_037712753.1|DSUP	LOC118507152|XP_035901080.1|ASTE
OG0006065	LOC119554156|XP_037720872.1|DSUP	LOC118505392|XP_035896996.1|ASTE
OG0006066	LOC119549302|XP_037713189.1|DSUP	LOC118507758|XP_035902662.1|ASTE
OG0006067	LOC119551861|XP_037717367.1|DSUP	LOC118505772|XP_035897920.1|ASTE
OG0006068	LOC119558080|XP_037727189.1|DSUP	LOC118504727|XP_035895461.1|ASTE
OG0006069	LOC119555515|XP_037722863.1|DSUP	LOC118504164|XP_035894192.1|ASTE
OG0006070	LOC119554994|XP_037722061.1|DSUP	LOC118504172|XP_035894213.1|ASTE
OG0006071	LOC119559451|XP_037728485.1|DSUP	LOC118504174|XP_035894216.1|ASTE
OG0006072	LOC119553128|XP_037719249.1|DSUP	LOC118517665|XP_035919936.1|ASTE
OG0006073	LOC119554991|XP_037722057.1|DSUP	LOC118517674|XP_035919960.1|ASTE
OG0006074	LOC119558217|XP_037727455.1|DSUP	LOC118505979|XP_035898427.1|ASTE
OG0006075	LOC119556505|XP_037724694.1|DSUP	LOC118508506|XP_035904241.1|ASTE
OG0006076	LOC119551840|XP_037717338.1|DSUP	LOC118507269|XP_035901461.1|ASTE
OG0006077	LOC119553580|XP_037719956.1|DSUP	LOC118503245|XP_035892159.1|ASTE
OG0006078	LOC119553617|XP_037720011.1|DSUP	LOC118503246|XP_035892161.1|ASTE
OG0006079	LOC119554056|XP_037720725.1|DSUP	LOC118503163|XP_035892018.1|ASTE
OG0006080	LOC119555450|XP_037722753.1|DSUP	LOC118503162|XP_035892016.1|ASTE
OG0006081	LOC119549768|XP_037713953.1|DSUP	LOC118507086|XP_035900966.1|ASTE
OG0006082	LOC119551579|XP_037716909.1|DSUP	LOC118507087|XP_035900968.1|ASTE
OG0006083	LOC119554977|XP_037722034.1|DSUP	LOC118507454|XP_035901830.1|ASTE
OG0006084	LOC119555458|XP_037722787.1|DSUP	LOC118505816|XP_035898054.1|ASTE
OG0006085	LOC119553950|XP_037720572.1|DSUP	LOC118506240|XP_035898995.1|ASTE
OG0006086	LOC119554363|XP_037721159.1|DSUP	LOC118506256|XP_035899033.1|ASTE
OG0006087	LOC119551132|XP_037716246.1|DSUP	LOC118504751|XP_035895560.1|ASTE
OG0006088	LOC119555518|XP_037722871.1|DSUP	LOC118507573|XP_035902110.1|ASTE
OG0006089	LOC119556644|XP_037724904.1|DSUP	LOC118506203|XP_035898904.1|ASTE
OG0006090	LOC119552967|XP_037718902.1|DSUP	LOC118505867|XP_035898175.1|ASTE
OG0006091	LOC119552570|XP_037718122.1|DSUP	LOC118505394|XP_035897004.1|ASTE
OG0006092	LOC119556349|XP_037724380.1|DSUP	LOC118505879|XP_035898201.1|ASTE
OG0006093	LOC119551154|XP_037716276.1|DSUP	LOC118504891|XP_035895842.1|ASTE
OG0006094	LOC119553665|XP_037720104.1|DSUP	LOC118504890|XP_035895841.1|ASTE
OG0006095	LOC119549250|XP_037713084.1|DSUP	LOC118503061|XP_035891821.1|ASTE
OG0006096	LOC119552190|XP_037717968.1|DSUP	LOC118503882|XP_035893530.1|ASTE
OG0006097	LOC119553383|XP_037719663.1|DSUP	LOC118503876|XP_035893513.1|ASTE
OG0006098	LOC119548747|XP_037712192.1|DSUP	LOC118503872|XP_035893507.1|ASTE
OG0006099	LOC119551666|XP_037717046.1|DSUP	LOC118503864|XP_035893487.1|ASTE
OG0006100	LOC119550172|XP_037714634.1|DSUP	LOC118503853|XP_035893460.1|ASTE
OG0006101	LOC119546791|XP_037709281.1|DSUP	LOC118508049|XP_035903395.1|ASTE
OG0006102	LOC119551029|XP_037716017.1|DSUP	LOC118507415|XP_035901771.1|ASTE
OG0006103	LOC119558306|XP_037727636.1|DSUP	LOC118507199|XP_035901171.1|ASTE
OG0006104	LOC119557764|XP_037726588.1|DSUP	LOC118507200|XP_035901172.1|ASTE
OG0006105	LOC119557353|XP_037726017.1|DSUP	LOC118507202|XP_035901178.1|ASTE
OG0006106	LOC119553597|XP_037719979.1|DSUP	LOC118504734|XP_035895495.1|ASTE
OG0006107	LOC119550489|XP_037715105.1|DSUP	LOC118506110|XP_035898696.1|ASTE
OG0006108	LOC119557412|XP_037726089.1|DSUP	LOC118506109|XP_035898695.1|ASTE
OG0006109	LOC119552848|XP_037718646.1|DSUP	LOC118516535|XP_035918373.1|ASTE, LOC118506070|XP_035898625.1|ASTE
OG0006110	LOC119555506|XP_037722853.1|DSUP	LOC118503694|XP_035893137.1|ASTE
OG0006111	LOC119549509|XP_037713549.1|DSUP	LOC118504840|XP_035895737.1|ASTE
OG0006112	LOC119550015|XP_037714366.1|DSUP	LOC118503401|XP_035892497.1|ASTE
OG0006113	LOC119554149|XP_037720865.1|DSUP	LOC118503392|XP_035892487.1|ASTE
OG0006114	LOC119557192|XP_037725773.1|DSUP	LOC118503391|XP_035892486.1|ASTE
OG0006115	LOC119551248|XP_037716419.1|DSUP	LOC118503048|XP_035891776.1|ASTE
OG0006116	LOC119551795|XP_037717270.1|DSUP	LOC118503531|XP_035892810.1|ASTE
OG0006117	LOC119549265|XP_037713101.1|DSUP	LOC118504093|XP_035894068.1|ASTE
OG0006118	LOC119551994|XP_037717642.1|DSUP	LOC118504103|XP_035894079.1|ASTE
OG0006119	LOC119559456|XP_037728487.1|DSUP	LOC118504201|XP_035894273.1|ASTE
OG0006120	LOC119551875|XP_037717397.1|DSUP	LOC118508156|XP_035903589.1|ASTE
OG0006121	LOC119552765|XP_037718498.1|DSUP	LOC118504190|XP_035894258.1|ASTE
OG0006122	LOC119563078|XP_037732235.1|DSUP	LOC118504195|XP_035894263.1|ASTE
OG0006123	LOC119551269|XP_037716457.1|DSUP	LOC118504197|XP_035894269.1|ASTE
OG0006124	LOC119558243|XP_037727498.1|DSUP	LOC118504198|XP_035894270.1|ASTE
OG0006125	LOC119553679|XP_037720153.1|DSUP	LOC118503080|XP_035891855.1|ASTE
OG0006126	LOC119553431|XP_037719743.1|DSUP	LOC118503344|XP_035892406.1|ASTE
OG0006127	LOC119553380|XP_037719661.1|DSUP	LOC118503337|XP_035892395.1|ASTE
OG0006128	LOC119554601|XP_037721517.1|DSUP	LOC118503362|XP_035892448.1|ASTE
OG0006129	LOC119553518|XP_037719869.1|DSUP	LOC118503351|XP_035892427.1|ASTE
OG0006130	LOC119553710|XP_037720218.1|DSUP	LOC118503843|XP_035893445.1|ASTE
OG0006131	LOC119554259|XP_037721029.1|DSUP	LOC118503832|XP_035893431.1|ASTE
OG0006132	LOC119554694|XP_037721623.1|DSUP	LOC118504097|XP_035894073.1|ASTE
OG0006133	LOC119553711|XP_037720219.1|DSUP	LOC118503822|XP_035893416.1|ASTE
OG0006134	LOC119552775|XP_037718512.1|DSUP	LOC118503821|XP_035893415.1|ASTE
OG0006135	LOC119552514|XP_037718059.1|DSUP	LOC118503798|XP_035893384.1|ASTE
OG0006136	LOC119553685|XP_037720166.1|DSUP	LOC118503792|XP_035893365.1|ASTE
OG0006137	LOC119553976|XP_037720611.1|DSUP	LOC118508403|XP_035904057.1|ASTE
OG0006138	LOC119550334|XP_037714879.1|DSUP	LOC118503599|XP_035892945.1|ASTE
OG0006139	LOC119549983|XP_037714314.1|DSUP	LOC118506128|XP_035898755.1|ASTE
OG0006140	LOC119549617|XP_037713717.1|DSUP	LOC118506124|XP_035898743.1|ASTE
OG0006141	LOC119549435|XP_037713456.1|DSUP	LOC118503107|XP_035891938.1|ASTE
OG0006142	LOC119552838|XP_037718627.1|DSUP	LOC118504791|XP_035895653.1|ASTE
OG0006143	LOC119553933|XP_037720550.1|DSUP	LOC118508110|XP_035903497.1|ASTE
OG0006144	LOC119554189|XP_037720913.1|DSUP	LOC118508105|XP_035903491.1|ASTE
OG0006145	LOC119553555|XP_037719924.1|DSUP	LOC118508114|XP_035903500.1|ASTE
OG0006146	LOC119548861|XP_037712416.1|DSUP	LOC118508113|XP_035903499.1|ASTE
OG0006147	LOC119563241|XP_037732474.1|DSUP	LOC118503764|XP_035893321.1|ASTE
OG0006148	LOC119552620|XP_037718213.1|DSUP	LOC118503750|XP_035893294.1|ASTE
OG0006149	LOC119554326|XP_037721119.1|DSUP	LOC118503753|XP_035893297.1|ASTE
OG0006150	LOC119554324|XP_037721117.1|DSUP	LOC118503747|XP_035893290.1|ASTE
OG0006151	LOC119546247|XP_037708327.1|DSUP	LOC118503745|XP_035893280.1|ASTE
OG0006152	LOC119556139|XP_037723966.1|DSUP	LOC118504659|XP_035895334.1|ASTE
OG0006153	LOC119551699|XP_037717095.1|DSUP	LOC118506547|XP_035899732.1|ASTE
OG0006155	LOC119562922|XP_037732000.1|DSUP	LOC118502485|XP_035890610.1|ASTE
