Orthogroup	DSUP.longest_only	CCAP.longest_only
OG0007275	LOC119554741|XP_037721691.1|DSUP	CCAP1982_LOCUS11313|CAD7002844.1|CCAP
OG0007276	LOC119554419|XP_037721236.1|DSUP	CCAP1982_LOCUS11322|CAD7002854.1|CCAP
OG0007277	LOC119553438|XP_037719756.1|DSUP	CCAP1982_LOCUS12267|CAD7003834.1|CCAP
OG0007278	LOC119552974|XP_037718915.1|DSUP	CCAP1982_LOCUS14983|CAD7006683.1|CCAP
OG0007279	LOC119553175|XP_037719342.1|DSUP	CCAP1982_LOCUS14984|CAD7006684.1|CCAP
OG0007280	LOC119555689|XP_037723267.1|DSUP	CCAP1982_LOCUS14986|CAD7006686.1|CCAP
OG0007281	LOC119550197|XP_037714674.1|DSUP	CCAP1982_LOCUS595|CAD6991682.1|CCAP
OG0007282	LOC119550188|XP_037714661.1|DSUP	CCAP1982_LOCUS594|CAD6991681.1|CCAP
OG0007283	LOC119555827|XP_037723378.1|DSUP	CCAP1982_LOCUS208|CAD6991277.1|CCAP
OG0007284	LOC119548991|XP_037712524.1|DSUP	CCAP1982_LOCUS3395|CAD6994660.1|CCAP
OG0007287	LOC119547854|XP_037710813.1|DSUP	CCAP1982_LOCUS7484|CAD6998937.1|CCAP
OG0007290	LOC119563492|XP_037732856.1|DSUP	CCAP1982_LOCUS587|CAD6991674.1|CCAP
OG0007291	LOC119557585|XP_037726314.1|DSUP	CCAP1982_LOCUS3528|CAD6994797.1|CCAP
OG0007293	LOC119554073|XP_037720748.1|DSUP	CCAP1982_LOCUS298|CAD6991368.1|CCAP
OG0007294	LOC119546017|XP_037707961.1|DSUP	CCAP1982_LOCUS1027|CAD6992149.1|CCAP
OG0007295	LOC119560485|XP_037729880.1|DSUP	CCAP1982_LOCUS3441|CAD6994706.1|CCAP
OG0007296	LOC119563443|XP_037732761.1|DSUP	CCAP1982_LOCUS1016|CAD6992137.1|CCAP
OG0007297	LOC119563499|XP_037732867.1|DSUP	CCAP1982_LOCUS4653|CAD6995944.1|CCAP
OG0007298	LOC119561014|XP_037730763.1|DSUP	CCAP1982_LOCUS4435|CAD6995730.1|CCAP
OG0007299	LOC119545680|XP_037707345.1|DSUP	CCAP1982_LOCUS5169|CAD6996501.1|CCAP
OG0007300	LOC119563030|XP_037732156.1|DSUP	CCAP1982_LOCUS379|CAD6991454.1|CCAP
OG0007301	LOC119559895|XP_037728980.1|DSUP	CCAP1982_LOCUS4540|CAD6995838.1|CCAP
OG0007302	LOC119559876|XP_037728934.1|DSUP	CCAP1982_LOCUS5045|CAD6996366.1|CCAP
OG0007304	LOC119548174|XP_037711215.1|DSUP	CCAP1982_LOCUS6553|CAD6997935.1|CCAP
OG0007305	LOC119554605|XP_037721525.1|DSUP	CCAP1982_LOCUS14100|CAD7005751.1|CCAP
OG0007306	LOC119554604|XP_037721524.1|DSUP	CCAP1982_LOCUS14101|CAD7005752.1|CCAP
OG0007307	LOC119552099|XP_037717814.1|DSUP	CCAP1982_LOCUS5065|CAD6996390.1|CCAP
OG0007309	LOC119557990|XP_037727019.1|DSUP	CCAP1982_LOCUS310|CAD6991383.1|CCAP
OG0007310	LOC119553155|XP_037719308.1|DSUP	CCAP1982_LOCUS309|CAD6991382.1|CCAP
OG0007311	LOC119545646|XP_037707293.1|DSUP	CCAP1982_LOCUS304|CAD6991375.1|CCAP
OG0007316	LOC119561095|XP_037730916.1|DSUP	CCAP1982_LOCUS997|CAD6992113.1|CCAP
OG0007317	LOC119559893|XP_037728977.1|DSUP	CCAP1982_LOCUS766|CAD6991874.1|CCAP
OG0007318	LOC119559891|XP_037728969.1|DSUP	CCAP1982_LOCUS765|CAD6991872.1|CCAP
OG0007319	LOC119554225|XP_037720981.1|DSUP	CCAP1982_LOCUS11203|CAD7002728.1|CCAP
OG0007324	LOC119560501|XP_037729899.1|DSUP	CCAP1982_LOCUS4825|CAD6996131.1|CCAP
OG0007325	LOC119563434|XP_037732752.1|DSUP	CCAP1982_LOCUS4878|CAD6996186.1|CCAP
OG0007326	LOC119560158|XP_037729441.1|DSUP	CCAP1982_LOCUS4843|CAD6996150.1|CCAP
OG0007327	LOC119553192|XP_037719370.1|DSUP	CCAP1982_LOCUS12605|CAD7004186.1|CCAP
OG0007328	LOC119563220|XP_037732446.1|DSUP	CCAP1982_LOCUS4824|CAD6996130.1|CCAP
OG0007329	LOC119562394|XP_037731518.1|DSUP	CCAP1982_LOCUS836|CAD6991948.1|CCAP
OG0007333	LOC119563088|XP_037732247.1|DSUP	CCAP1982_LOCUS5111|CAD6996439.1|CCAP
OG0007335	LOC119552564|XP_037718113.1|DSUP	CCAP1982_LOCUS14948|CAD7006643.1|CCAP
OG0007336	LOC119556510|XP_037724704.1|DSUP	CCAP1982_LOCUS256|CAD6991327.1|CCAP
OG0007337	LOC119554691|XP_037721620.1|DSUP	CCAP1982_LOCUS12036|CAD7003588.1|CCAP
OG0007338	LOC119555116|XP_037722268.1|DSUP	CCAP1982_LOCUS14978|CAD7006677.1|CCAP
OG0007339	LOC119553008|XP_037718967.1|DSUP	CCAP1982_LOCUS176|CAD6991240.1|CCAP
OG0007340	LOC119552323|XP_037717998.1|DSUP	CCAP1982_LOCUS5191|CAD6996523.1|CCAP
OG0007341	LOC119559809|XP_037728822.1|DSUP	CCAP1982_LOCUS4563|CAD6995862.1|CCAP
OG0007342	LOC119563264|XP_037732507.1|DSUP	CCAP1982_LOCUS5140|CAD6996471.1|CCAP
OG0007343	LOC119550997|XP_037715977.1|DSUP	CCAP1982_LOCUS426|CAD6991502.1|CCAP
OG0007345	LOC119549163|XP_037712884.1|DSUP	CCAP1982_LOCUS429|CAD6991505.1|CCAP
OG0007346	LOC119552803|XP_037718568.1|DSUP	CCAP1982_LOCUS12748|CAD7004329.1|CCAP
OG0007351	LOC119552885|XP_037718716.1|DSUP	CCAP1982_LOCUS13609|CAD7005252.1|CCAP
OG0007352	LOC119550052|XP_037714435.1|DSUP	CCAP1982_LOCUS21584|CAD7013524.1|CCAP
OG0007353	LOC119560120|XP_037729398.1|DSUP	CCAP1982_LOCUS1008|CAD6992129.1|CCAP
OG0007354	LOC119557767|XP_037726592.1|DSUP	CCAP1982_LOCUS20275|CAD7012173.1|CCAP
OG0007355	LOC119561115|XP_037730954.1|DSUP	CCAP1982_LOCUS558|CAD6991644.1|CCAP
OG0007356	LOC119549249|XP_037713083.1|DSUP	CCAP1982_LOCUS21381|CAD7013311.1|CCAP
OG0007357	LOC119561001|XP_037730744.1|DSUP	CCAP1982_LOCUS4455|CAD6995751.1|CCAP
OG0007358	LOC119548151|XP_037711183.1|DSUP	CCAP1982_LOCUS4816|CAD6996121.1|CCAP
OG0007360	LOC119560920|XP_037730552.1|DSUP	CCAP1982_LOCUS1890|CAD6993060.1|CCAP
OG0007362	LOC119546308|XP_037708431.1|DSUP	CCAP1982_LOCUS5554|CAD6996881.1|CCAP
OG0007366	LOC119560880|XP_037730485.1|DSUP	CCAP1982_LOCUS4415|CAD6995708.1|CCAP
OG0007367	LOC119553851|XP_037720424.1|DSUP	CCAP1982_LOCUS12741|CAD7004322.1|CCAP
OG0007368	LOC119561079|XP_037730864.1|DSUP	CCAP1982_LOCUS584|CAD6991671.1|CCAP
OG0007369	LOC119545755|XP_037707520.1|DSUP	CCAP1982_LOCUS4308|CAD6995601.1|CCAP
OG0007370	LOC119549242|XP_037713068.1|DSUP	CCAP1982_LOCUS22387|CAD7014393.1|CCAP
OG0007371	LOC119560004|XP_037729210.1|DSUP	CCAP1982_LOCUS3268|CAD6994524.1|CCAP
OG0007372	LOC119545736|XP_037707486.1|DSUP	CCAP1982_LOCUS246|CAD6991317.1|CCAP
OG0007389	LOC119548882|XP_037712442.1|DSUP	CCAP1982_LOCUS6401|CAD6997775.1|CCAP
OG0007393	LOC119547597|XP_037710449.1|DSUP	CCAP1982_LOCUS5062|CAD6996385.1|CCAP
OG0007396	LOC119561006|XP_037730754.1|DSUP	CCAP1982_LOCUS4566|CAD6995865.1|CCAP
OG0007397	LOC119546242|XP_037708318.1|DSUP	CCAP1982_LOCUS6480|CAD6997857.1|CCAP, CCAP1982_LOCUS6479|CAD6997856.1|CCAP
OG0007398	LOC119551261|XP_037716446.1|DSUP	CCAP1982_LOCUS20412|CAD7012318.1|CCAP
OG0007402	LOC119560122|XP_037729400.1|DSUP	CCAP1982_LOCUS4479|CAD6995775.1|CCAP
OG0007403	LOC119559829|XP_037728850.1|DSUP	CCAP1982_LOCUS4486|CAD6995782.1|CCAP
OG0007404	LOC119561108|XP_037730937.1|DSUP	CCAP1982_LOCUS4527|CAD6995824.1|CCAP
OG0007405	LOC119560843|XP_037730426.1|DSUP	CCAP1982_LOCUS686|CAD6991781.1|CCAP
OG0007406	LOC119561063|XP_037730832.1|DSUP	CCAP1982_LOCUS4363|CAD6995656.1|CCAP
OG0007407	LOC119548771|XP_037712242.1|DSUP	CCAP1982_LOCUS5431|CAD6996752.1|CCAP, CCAP1982_LOCUS5430|CAD6996751.1|CCAP
OG0007408	LOC119552839|XP_037718629.1|DSUP	CCAP1982_LOCUS14593|CAD7006269.1|CCAP
OG0007409	LOC119546471|XP_037708683.1|DSUP	CCAP1982_LOCUS7010|CAD6998410.1|CCAP
OG0007413	LOC119551622|XP_037716973.1|DSUP	CCAP1982_LOCUS23203|CAD7015255.1|CCAP
OG0007419	LOC119549329|XP_037713238.1|DSUP	CCAP1982_LOCUS2364|CAD6993552.1|CCAP, CCAP1982_LOCUS2363|CAD6993551.1|CCAP
OG0007420	LOC119551293|XP_037716500.1|DSUP	CCAP1982_LOCUS21572|CAD7013512.1|CCAP
OG0007424	LOC119552660|XP_037718294.1|DSUP	CCAP1982_LOCUS13372|CAD7004996.1|CCAP
OG0007425	LOC119553435|XP_037719752.1|DSUP	CCAP1982_LOCUS13380|CAD7005005.1|CCAP
OG0007429	LOC119551946|XP_037717564.1|DSUP	CCAP1982_LOCUS21051|CAD7012960.1|CCAP
OG0007430	LOC119553013|XP_037718986.1|DSUP	CCAP1982_LOCUS12596|CAD7004176.1|CCAP
OG0007431	LOC119547901|XP_037710866.1|DSUP	CCAP1982_LOCUS8214|CAD6999686.1|CCAP
OG0007432	LOC119554843|XP_037721847.1|DSUP	CCAP1982_LOCUS13753|CAD7005393.1|CCAP
OG0007433	LOC119556465|XP_037724640.1|DSUP	CCAP1982_LOCUS14013|CAD7005656.1|CCAP
OG0007434	LOC119552845|XP_037718641.1|DSUP	CCAP1982_LOCUS14025|CAD7005670.1|CCAP
OG0007436	LOC119553344|XP_037719608.1|DSUP	CCAP1982_LOCUS13811|CAD7005451.1|CCAP
OG0007437	LOC119554556|XP_037721454.1|DSUP	CCAP1982_LOCUS11674|CAD7003214.1|CCAP
OG0007438	LOC119554987|XP_037722050.1|DSUP	CCAP1982_LOCUS14461|CAD7006129.1|CCAP
OG0007441	LOC119550499|XP_037715119.1|DSUP	CCAP1982_LOCUS19618|CAD7011529.1|CCAP
OG0007442	LOC119563201|XP_037732419.1|DSUP	CCAP1982_LOCUS20522|CAD7012440.1|CCAP
OG0007443	LOC119549191|XP_037712947.1|DSUP	CCAP1982_LOCUS23350|CAD7015407.1|CCAP
OG0007444	LOC119549034|XP_037712645.1|DSUP	CCAP1982_LOCUS20645|CAD7012560.1|CCAP
OG0007445	LOC119549032|XP_037712644.1|DSUP	CCAP1982_LOCUS20644|CAD7012559.1|CCAP
OG0007446	LOC119547003|XP_037709598.1|DSUP	CCAP1982_LOCUS8283|CAD6999760.1|CCAP
OG0007447	LOC119548320|XP_037711428.1|DSUP	CCAP1982_LOCUS21118|CAD7013034.1|CCAP
OG0007448	LOC119550972|XP_037715935.1|DSUP	CCAP1982_LOCUS20471|CAD7012377.1|CCAP
OG0007449	LOC119554873|XP_037721886.1|DSUP	CCAP1982_LOCUS14049|CAD7005697.1|CCAP
OG0007450	LOC119548816|XP_037712337.1|DSUP	CCAP1982_LOCUS14048|CAD7005696.1|CCAP
OG0007451	LOC119555457|XP_037722786.1|DSUP	CCAP1982_LOCUS14097|CAD7005748.1|CCAP
OG0007452	LOC119555451|XP_037722755.1|DSUP	CCAP1982_LOCUS14095|CAD7005744.1|CCAP
OG0007453	LOC119553999|XP_037720634.1|DSUP	CCAP1982_LOCUS13360|CAD7004983.1|CCAP
OG0007454	LOC119555607|XP_037723032.1|DSUP	CCAP1982_LOCUS14676|CAD7006354.1|CCAP
OG0007455	LOC119551031|XP_037716020.1|DSUP	CCAP1982_LOCUS20521|CAD7012439.1|CCAP
OG0007457	LOC119552498|XP_037718030.1|DSUP	CCAP1982_LOCUS12756|CAD7004340.1|CCAP
OG0007458	LOC119562425|XP_037731541.1|DSUP	CCAP1982_LOCUS5439|CAD6996760.1|CCAP
OG0007459	LOC119545720|XP_037707463.1|DSUP	CCAP1982_LOCUS3176|CAD6994425.1|CCAP
OG0007460	LOC119550939|XP_037715892.1|DSUP	CCAP1982_LOCUS20640|CAD7012555.1|CCAP
OG0007461	LOC119552723|XP_037718401.1|DSUP	CCAP1982_LOCUS13456|CAD7005094.1|CCAP
OG0007462	LOC119555036|XP_037722111.1|DSUP	CCAP1982_LOCUS13453|CAD7005090.1|CCAP
OG0007463	LOC119555540|XP_037722901.1|DSUP	CCAP1982_LOCUS13451|CAD7005088.1|CCAP
OG0007464	LOC119555587|XP_037722988.1|DSUP	CCAP1982_LOCUS13457|CAD7005095.1|CCAP
OG0007465	LOC119553542|XP_037719908.1|DSUP	CCAP1982_LOCUS13881|CAD7005521.1|CCAP
OG0007466	LOC119549171|XP_037712899.1|DSUP	CCAP1982_LOCUS20263|CAD7012161.1|CCAP
OG0007467	LOC119551395|XP_037716649.1|DSUP	CCAP1982_LOCUS20270|CAD7012168.1|CCAP, CCAP1982_LOCUS20269|CAD7012167.1|CCAP
OG0007468	LOC119551993|XP_037717641.1|DSUP	CCAP1982_LOCUS20279|CAD7012177.1|CCAP
OG0007469	LOC119553177|XP_037719345.1|DSUP	CCAP1982_LOCUS14126|CAD7005777.1|CCAP
OG0007470	LOC119546329|XP_037708457.1|DSUP	CCAP1982_LOCUS13322|CAD7004943.1|CCAP
OG0007471	LOC119551972|XP_037717614.1|DSUP	CCAP1982_LOCUS19913|CAD7011803.1|CCAP
OG0007473	LOC119555118|XP_037722270.1|DSUP	CCAP1982_LOCUS14237|CAD7005897.1|CCAP
OG0007474	LOC119550513|XP_037715147.1|DSUP	CCAP1982_LOCUS20063|CAD7011952.1|CCAP
OG0007475	LOC119553600|XP_037719984.1|DSUP	CCAP1982_LOCUS15011|CAD7006712.1|CCAP
OG0007478	LOC119547391|XP_037710167.1|DSUP	CCAP1982_LOCUS5617|CAD6996949.1|CCAP
OG0007480	LOC119563401|XP_037732689.1|DSUP	CCAP1982_LOCUS4811|CAD6996116.1|CCAP
OG0007481	LOC119555155|XP_037722311.1|DSUP	CCAP1982_LOCUS11111|CAD7002627.1|CCAP
OG0007482	LOC119546808|XP_037709316.1|DSUP	CCAP1982_LOCUS8868|CAD7000393.1|CCAP
OG0007483	LOC119550884|XP_037715799.1|DSUP	CCAP1982_LOCUS20545|CAD7012465.1|CCAP
OG0007487	LOC119563224|XP_037732458.1|DSUP	CCAP1982_LOCUS10387|CAD7001900.1|CCAP
OG0007488	LOC119554119|XP_037720816.1|DSUP	CCAP1982_LOCUS14240|CAD7005900.1|CCAP
OG0007489	LOC119553010|XP_037718982.1|DSUP	CCAP1982_LOCUS175|CAD6991238.1|CCAP
OG0007492	LOC119550481|XP_037715098.1|DSUP	CCAP1982_LOCUS20210|CAD7012111.1|CCAP
OG0007494	LOC119548244|XP_037711312.1|DSUP	CCAP1982_LOCUS5739|CAD6997086.1|CCAP
OG0007496	LOC119554591|XP_037721502.1|DSUP	CCAP1982_LOCUS13434|CAD7005069.1|CCAP
OG0007498	LOC119552754|XP_037718473.1|DSUP	CCAP1982_LOCUS12278|CAD7003847.1|CCAP
OG0007499	LOC119555654|XP_037723161.1|DSUP	CCAP1982_LOCUS13350|CAD7004972.1|CCAP
OG0007500	LOC119555655|XP_037723164.1|DSUP	CCAP1982_LOCUS13351|CAD7004973.1|CCAP
OG0007501	LOC119553730|XP_037720246.1|DSUP	CCAP1982_LOCUS14638|CAD7006316.1|CCAP
OG0007502	LOC119563367|XP_037732646.1|DSUP	CCAP1982_LOCUS19404|CAD7011297.1|CCAP
OG0007503	LOC119547388|XP_037710164.1|DSUP	CCAP1982_LOCUS20514|CAD7012431.1|CCAP
OG0007505	LOC119554327|XP_037721120.1|DSUP	CCAP1982_LOCUS14226|CAD7005884.1|CCAP
OG0007507	LOC119546517|XP_037708774.1|DSUP	CCAP1982_LOCUS8510|CAD7000004.1|CCAP
OG0007508	LOC119547466|XP_037710279.1|DSUP	CCAP1982_LOCUS8172|CAD6999638.1|CCAP
OG0007509	LOC119546251|XP_037708333.1|DSUP	CCAP1982_LOCUS5697|CAD6997039.1|CCAP
OG0007510	LOC119549984|XP_037714316.1|DSUP	CCAP1982_LOCUS19758|CAD7011673.1|CCAP
OG0007511	LOC119546194|XP_037708247.1|DSUP	CCAP1982_LOCUS6512|CAD6997893.1|CCAP
OG0007512	LOC119559818|XP_037728836.1|DSUP	CCAP1982_LOCUS5564|CAD6996891.1|CCAP
OG0007513	LOC119548210|XP_037711272.1|DSUP	CCAP1982_LOCUS7496|CAD6998949.1|CCAP
OG0007514	LOC119555240|XP_037722447.1|DSUP	CCAP1982_LOCUS14922|CAD7006614.1|CCAP
OG0007515	LOC119548549|XP_037711773.1|DSUP	CCAP1982_LOCUS7417|CAD6998870.1|CCAP
OG0007516	LOC119548812|XP_037712331.1|DSUP	CCAP1982_LOCUS8596|CAD7000098.1|CCAP
OG0007517	LOC119552655|XP_037718285.1|DSUP	CCAP1982_LOCUS14254|CAD7005915.1|CCAP
OG0007518	LOC119549969|XP_037714292.1|DSUP	CCAP1982_LOCUS19471|CAD7011369.1|CCAP
OG0007519	LOC119550491|XP_037715110.1|DSUP	CCAP1982_LOCUS20370|CAD7012274.1|CCAP
OG0007523	LOC119550563|XP_037715280.1|DSUP	CCAP1982_LOCUS20857|CAD7012753.1|CCAP
OG0007524	LOC119546472|XP_037708684.1|DSUP	CCAP1982_LOCUS7012|CAD6998412.1|CCAP
OG0007525	LOC119548490|XP_037711693.1|DSUP	CCAP1982_LOCUS5816|CAD6997174.1|CCAP
OG0007526	LOC119561980|XP_037731303.1|DSUP	CCAP1982_LOCUS4929|CAD6996246.1|CCAP
OG0007527	LOC119555382|XP_037722654.1|DSUP	CCAP1982_LOCUS12805|CAD7004395.1|CCAP
OG0007528	LOC119559457|XP_037728488.1|DSUP	CCAP1982_LOCUS19840|CAD7011726.1|CCAP
OG0007529	LOC119550106|XP_037714515.1|DSUP	CCAP1982_LOCUS21087|CAD7012996.1|CCAP
OG0007531	LOC119559399|XP_037728391.1|DSUP	CCAP1982_LOCUS20805|CAD7012698.1|CCAP
OG0007532	LOC119551408|XP_037716676.1|DSUP	CCAP1982_LOCUS19762|CAD7011677.1|CCAP
OG0007533	LOC119552977|XP_037718920.1|DSUP	CCAP1982_LOCUS13590|CAD7005231.1|CCAP, CCAP1982_LOCUS13601|CAD7005244.1|CCAP
OG0007534	LOC119554942|XP_037721980.1|DSUP	CCAP1982_LOCUS11682|CAD7003221.1|CCAP
OG0007535	LOC119553930|XP_037720546.1|DSUP	CCAP1982_LOCUS13588|CAD7005228.1|CCAP
OG0007536	LOC119545698|XP_037707382.1|DSUP	CCAP1982_LOCUS5088|CAD6996415.1|CCAP
OG0007537	LOC119555568|XP_037722947.1|DSUP	CCAP1982_LOCUS13581|CAD7005221.1|CCAP
OG0007538	LOC119553171|XP_037719335.1|DSUP	CCAP1982_LOCUS13577|CAD7005217.1|CCAP
OG0007539	LOC119546735|XP_037709158.1|DSUP	CCAP1982_LOCUS7627|CAD6999081.1|CCAP
OG0007540	LOC119548534|XP_037711759.1|DSUP	CCAP1982_LOCUS2246|CAD6993431.1|CCAP
OG0007541	LOC119559370|XP_037728336.1|DSUP	CCAP1982_LOCUS19874|CAD7011762.1|CCAP
OG0007542	LOC119549678|XP_037713809.1|DSUP	CCAP1982_LOCUS19378|CAD7011270.1|CCAP
OG0007543	LOC119563151|XP_037732341.1|DSUP	CCAP1982_LOCUS10549|CAD7002061.1|CCAP
OG0007544	LOC119554038|XP_037720693.1|DSUP	CCAP1982_LOCUS14155|CAD7005809.1|CCAP
OG0007546	LOC119562912|XP_037731984.1|DSUP	CCAP1982_LOCUS432|CAD6991513.1|CCAP
OG0007548	LOC119553358|XP_037719628.1|DSUP	CCAP1982_LOCUS12766|CAD7004350.1|CCAP
OG0007549	LOC119553951|XP_037720573.1|DSUP	CCAP1982_LOCUS11797|CAD7003337.1|CCAP
OG0007550	LOC119553042|XP_037719035.1|DSUP	CCAP1982_LOCUS13435|CAD7005070.1|CCAP
OG0007551	LOC119550743|XP_037715587.1|DSUP	CCAP1982_LOCUS7124|CAD6998537.1|CCAP
OG0007552	LOC119546877|XP_037709413.1|DSUP	CCAP1982_LOCUS6880|CAD6998271.1|CCAP
OG0007553	LOC119547129|XP_037709770.1|DSUP	CCAP1982_LOCUS7357|CAD6998808.1|CCAP
OG0007554	LOC119552571|XP_037718123.1|DSUP	CCAP1982_LOCUS14423|CAD7006091.1|CCAP
OG0007555	LOC119552100|XP_037717811.1|DSUP	CCAP1982_LOCUS20383|CAD7012287.1|CCAP
OG0007556	LOC119551466|XP_037716747.1|DSUP	CCAP1982_LOCUS19480|CAD7011379.1|CCAP
OG0007557	LOC119550546|XP_037715204.1|DSUP	CCAP1982_LOCUS19482|CAD7011381.1|CCAP
OG0007558	LOC119549760|XP_037713931.1|DSUP	CCAP1982_LOCUS20456|CAD7012362.1|CCAP
OG0007559	LOC119548126|XP_037711151.1|DSUP	CCAP1982_LOCUS6873|CAD6998264.1|CCAP
OG0007560	LOC119553406|XP_037719707.1|DSUP	CCAP1982_LOCUS13687|CAD7005327.1|CCAP
OG0007562	LOC119552792|XP_037718551.1|DSUP	CCAP1982_LOCUS13499|CAD7005137.1|CCAP
OG0007563	LOC119554185|XP_037720907.1|DSUP	CCAP1982_LOCUS14195|CAD7005852.1|CCAP
OG0007564	LOC119554064|XP_037720733.1|DSUP	CCAP1982_LOCUS14390|CAD7006055.1|CCAP
OG0007565	LOC119546703|XP_037709114.1|DSUP	CCAP1982_LOCUS3495|CAD6994763.1|CCAP
OG0007566	LOC119549157|XP_037712871.1|DSUP	CCAP1982_LOCUS20228|CAD7012130.1|CCAP
OG0007567	LOC119546836|XP_037709361.1|DSUP	CCAP1982_LOCUS3798|CAD6995075.1|CCAP
OG0007568	LOC119549841|XP_037714061.1|DSUP	CCAP1982_LOCUS19435|CAD7011330.1|CCAP
OG0007569	LOC119550020|XP_037714372.1|DSUP	CCAP1982_LOCUS19429|CAD7011324.1|CCAP
OG0007570	LOC119549839|XP_037714059.1|DSUP	CCAP1982_LOCUS19431|CAD7011326.1|CCAP
OG0007571	LOC119549523|XP_037713566.1|DSUP	CCAP1982_LOCUS19436|CAD7011331.1|CCAP
OG0007572	LOC119548815|XP_037712336.1|DSUP	CCAP1982_LOCUS21156|CAD7013079.1|CCAP
OG0007573	LOC119548994|XP_037712529.1|DSUP	CCAP1982_LOCUS20390|CAD7012294.1|CCAP
OG0007574	LOC119552010|XP_037717668.1|DSUP	CCAP1982_LOCUS21235|CAD7013164.1|CCAP
OG0007575	LOC119550464|XP_037715078.1|DSUP	CCAP1982_LOCUS20488|CAD7012400.1|CCAP
OG0007578	LOC119548717|XP_037712117.1|DSUP	CCAP1982_LOCUS8258|CAD6999732.1|CCAP
OG0007579	LOC119550896|XP_037715814.1|DSUP	CCAP1982_LOCUS19990|CAD7011878.1|CCAP
OG0007580	LOC119554373|XP_037721180.1|DSUP	CCAP1982_LOCUS14630|CAD7006308.1|CCAP, CCAP1982_LOCUS14631|CAD7006309.1|CCAP
OG0007581	LOC119546614|XP_037708979.1|DSUP	CCAP1982_LOCUS7886|CAD6999359.1|CCAP
OG0007582	LOC119558795|XP_037727995.1|DSUP	CCAP1982_LOCUS19671|CAD7011582.1|CCAP
OG0007583	LOC119550351|XP_037714901.1|DSUP	CCAP1982_LOCUS20397|CAD7012301.1|CCAP
OG0007586	LOC119547615|XP_037710467.1|DSUP	CCAP1982_LOCUS7857|CAD6999330.1|CCAP
OG0007588	LOC119562358|XP_037731449.1|DSUP	CCAP1982_LOCUS6494|CAD6997875.1|CCAP
OG0007590	LOC119553856|XP_037720433.1|DSUP	CCAP1982_LOCUS13797|CAD7005437.1|CCAP
OG0007591	LOC119551578|XP_037716908.1|DSUP	CCAP1982_LOCUS20692|CAD7012608.1|CCAP
OG0007592	LOC119549181|XP_037712919.1|DSUP	CCAP1982_LOCUS23135|CAD7015184.1|CCAP
OG0007594	LOC119549769|XP_037713955.1|DSUP	CCAP1982_LOCUS20687|CAD7012602.1|CCAP
OG0007595	LOC119551702|XP_037717103.1|DSUP	CCAP1982_LOCUS20149|CAD7012047.1|CCAP
OG0007596	LOC119553775|XP_037720310.1|DSUP	CCAP1982_LOCUS14908|CAD7006597.1|CCAP
OG0007597	LOC119554923|XP_037721956.1|DSUP	CCAP1982_LOCUS14324|CAD7005988.1|CCAP
OG0007598	LOC119550559|XP_037715275.1|DSUP	CCAP1982_LOCUS20657|CAD7012572.1|CCAP
OG0007599	LOC119554285|XP_037721068.1|DSUP	CCAP1982_LOCUS14332|CAD7005996.1|CCAP
OG0007600	LOC119552647|XP_037718272.1|DSUP	CCAP1982_LOCUS14329|CAD7005993.1|CCAP
OG0007601	LOC119553375|XP_037719653.1|DSUP	CCAP1982_LOCUS13408|CAD7005037.1|CCAP
OG0007602	LOC119553640|XP_037720046.1|DSUP	CCAP1982_LOCUS13550|CAD7005190.1|CCAP
OG0007603	LOC119553639|XP_037720042.1|DSUP	CCAP1982_LOCUS13547|CAD7005187.1|CCAP
OG0007604	LOC119555549|XP_037722916.1|DSUP	CCAP1982_LOCUS12145|CAD7003708.1|CCAP
OG0007605	LOC119554509|XP_037721375.1|DSUP	CCAP1982_LOCUS13694|CAD7005334.1|CCAP
OG0007606	LOC119552499|XP_037718031.1|DSUP	CCAP1982_LOCUS13996|CAD7005638.1|CCAP
OG0007607	LOC119545833|XP_037707675.1|DSUP	CCAP1982_LOCUS3980|CAD6995259.1|CCAP
OG0007608	LOC119554790|XP_037721765.1|DSUP	CCAP1982_LOCUS13805|CAD7005445.1|CCAP
OG0007611	LOC119550109|XP_037714559.1|DSUP	CCAP1982_LOCUS9402|CAD7000927.1|CCAP
OG0007612	LOC119549627|XP_037713737.1|DSUP	CCAP1982_LOCUS20352|CAD7012256.1|CCAP
OG0007613	LOC119551096|XP_037716203.1|DSUP	CCAP1982_LOCUS19720|CAD7011631.1|CCAP
OG0007614	LOC119553191|XP_037719369.1|DSUP	CCAP1982_LOCUS12603|CAD7004184.1|CCAP
OG0007615	LOC119555391|XP_037722665.1|DSUP	CCAP1982_LOCUS3769|CAD6995039.1|CCAP
OG0007616	LOC119545803|XP_037707615.1|DSUP	CCAP1982_LOCUS3797|CAD6995074.1|CCAP
OG0007617	LOC119555455|XP_037722783.1|DSUP	CCAP1982_LOCUS14314|CAD7005976.1|CCAP
OG0007618	LOC119553764|XP_037720299.1|DSUP	CCAP1982_LOCUS14497|CAD7006170.1|CCAP
OG0007619	LOC119552790|XP_037718545.1|DSUP	CCAP1982_LOCUS14496|CAD7006169.1|CCAP
OG0007620	LOC119554188|XP_037720911.1|DSUP	CCAP1982_LOCUS14166|CAD7005820.1|CCAP
OG0007621	LOC119551642|XP_037717000.1|DSUP	CCAP1982_LOCUS22947|CAD7014989.1|CCAP
