Orthogroup	DSUP.longest_only	DNOV.longest_only
OG0007938	LOC119546667|XP_037709053.1|DSUP	LOC115759938|XP_030556937.1|DNOV
OG0007939	LOC119547264|XP_037709973.1|DSUP	LOC115759294|XP_030556056.1|DNOV
OG0007940	LOC119548335|XP_037711453.1|DSUP	LOC115759296|XP_030556058.1|DNOV
OG0007942	LOC119556812|XP_037725193.1|DSUP	LOC115766330|XP_030566080.1|DNOV
OG0007943	LOC119546168|XP_037708216.1|DSUP	LOC115763571|XP_030562050.1|DNOV
OG0007945	LOC119547096|XP_037709727.1|DSUP	LOC115765450|XP_030564872.1|DNOV
OG0007946	LOC119549486|XP_037713517.1|DSUP	LOC115769180|XP_030569744.1|DNOV
OG0007947	LOC119548153|XP_037711181.1|DSUP	LOC115763476|XP_030561920.1|DNOV
OG0007948	LOC119546469|XP_037708678.1|DSUP	LOC115763544|XP_030562020.1|DNOV
OG0007949	LOC119556935|XP_037725355.1|DSUP	LOC115768868|XP_030569433.1|DNOV
OG0007950	LOC119547382|XP_037710145.1|DSUP	LOC115758579|XP_030555155.1|DNOV
OG0007951	LOC119547329|XP_037710063.1|DSUP	LOC115758564|XP_030555133.1|DNOV
OG0007952	LOC119546903|XP_037709457.1|DSUP	LOC115758648|XP_030555243.1|DNOV
OG0007954	LOC119547877|XP_037710841.1|DSUP	LOC115759017|XP_030555689.1|DNOV
OG0007955	LOC119547029|XP_037709627.1|DSUP	LOC115759904|XP_030556886.1|DNOV
OG0007956	LOC119546434|XP_037708631.1|DSUP	LOC115759225|XP_030555982.1|DNOV
OG0007957	LOC119548396|XP_037711550.1|DSUP	LOC115769195|XP_030569759.1|DNOV
OG0007958	LOC119558283|XP_037727586.1|DSUP	LOC115765178|XP_030564460.1|DNOV
OG0007959	LOC119547580|XP_037710414.1|DSUP	LOC115767710|XP_030567865.1|DNOV
OG0007960	LOC119548136|XP_037711161.1|DSUP	LOC115763192|XP_030561514.1|DNOV
OG0007961	LOC119558593|XP_037727954.1|DSUP	LOC115761649|XP_030559348.1|DNOV
OG0007962	LOC119556060|XP_037723795.1|DSUP	LOC115767758|XP_030567936.1|DNOV
OG0007963	LOC119546191|XP_037708245.1|DSUP	LOC115763416|XP_030561832.1|DNOV
OG0007964	LOC119547703|XP_037710606.1|DSUP	LOC115763044|XP_030561326.1|DNOV
OG0007966	LOC119547872|XP_037710836.1|DSUP	LOC115760258|XP_030557380.1|DNOV
OG0007967	LOC119547608|XP_037710460.1|DSUP	LOC115759053|XP_030555737.1|DNOV
OG0007968	LOC119545997|XP_037707921.1|DSUP	LOC115758504|XP_030555054.1|DNOV
OG0007969	LOC119548438|XP_037711625.1|DSUP	LOC115758511|XP_030555063.1|DNOV
OG0007970	LOC119551791|XP_037717266.1|DSUP	LOC115758119|XP_030554535.1|DNOV
OG0007971	LOC119556200|XP_037724081.1|DSUP	LOC115767028|XP_030567014.1|DNOV
OG0007972	LOC119550114|XP_037714522.1|DSUP	LOC115760676|XP_030558003.1|DNOV
OG0007973	LOC119546117|XP_037708136.1|DSUP	LOC115759914|XP_030556905.1|DNOV
OG0007974	LOC119556882|XP_037725286.1|DSUP	LOC115767387|XP_030567510.1|DNOV
OG0007975	LOC119560376|XP_037729711.1|DSUP	LOC115765761|XP_030565283.1|DNOV
OG0007976	LOC119557590|XP_037726320.1|DSUP	LOC115764238|XP_030563013.1|DNOV
OG0007977	LOC119546305|XP_037708425.1|DSUP	LOC115759731|XP_030556610.1|DNOV
OG0007978	LOC119546733|XP_037709153.1|DSUP	LOC115760049|XP_030557080.1|DNOV
OG0007979	LOC119547071|XP_037709684.1|DSUP	LOC115758589|XP_030555168.1|DNOV
OG0007980	LOC119547669|XP_037710555.1|DSUP	LOC115759932|XP_030556930.1|DNOV
OG0007981	LOC119556214|XP_037724122.1|DSUP	LOC115767725|XP_030567895.1|DNOV
OG0007982	LOC119546499|XP_037708736.1|DSUP	LOC115763018|XP_030561273.1|DNOV
OG0007984	LOC119548497|XP_037711704.1|DSUP	LOC115763600|XP_030562085.1|DNOV
OG0007985	LOC119561981|XP_037731300.1|DSUP	LOC115760159|XP_030557231.1|DNOV
OG0007986	LOC119546820|XP_037709334.1|DSUP	LOC115765454|XP_030564878.1|DNOV
OG0007987	LOC119546858|XP_037709386.1|DSUP	LOC115763426|XP_030561846.1|DNOV
OG0007988	LOC119547627|XP_037710482.1|DSUP	LOC115763167|XP_030561480.1|DNOV
OG0007989	LOC119547997|XP_037710984.1|DSUP	LOC115768711|XP_030569265.1|DNOV
OG0007990	LOC119548135|XP_037711159.1|DSUP	LOC115763186|XP_030561503.1|DNOV
OG0007991	LOC119547233|XP_037709927.1|DSUP	LOC115759696|XP_030556554.1|DNOV
OG0007992	LOC119547681|XP_037710568.1|DSUP	LOC115760059|XP_030557098.1|DNOV
OG0007993	LOC119560518|XP_037729924.1|DSUP	LOC115757730|XP_030553966.1|DNOV
OG0007994	LOC119546636|XP_037709010.1|DSUP	LOC115763587|XP_030562068.1|DNOV
OG0007995	LOC119546015|XP_037707950.1|DSUP	LOC115763302|XP_030561653.1|DNOV
OG0007996	LOC119556773|XP_037725127.1|DSUP	LOC115768050|XP_030568345.1|DNOV
OG0007997	LOC119554878|XP_037721892.1|DSUP	LOC115770200|XP_030571253.1|DNOV
OG0007998	LOC119546184|XP_037708237.1|DSUP	LOC115759796|XP_030556736.1|DNOV
OG0007999	LOC119547399|XP_037710176.1|DSUP	LOC115760131|XP_030557190.1|DNOV
OG0008000	LOC119547395|XP_037710172.1|DSUP	LOC115759799|XP_030556742.1|DNOV
OG0008001	LOC119547754|XP_037710684.1|DSUP	LOC115765521|XP_030564999.1|DNOV
OG0008002	LOC119546505|XP_037708752.1|DSUP	LOC115765853|XP_030565441.1|DNOV
OG0008003	LOC119546853|XP_037709378.1|DSUP	LOC115765485|XP_030564937.1|DNOV
OG0008004	LOC119555911|XP_037723530.1|DSUP	LOC115771337|XP_030572866.1|DNOV
OG0008005	LOC119556234|XP_037724191.1|DSUP	LOC115767298|XP_030567392.1|DNOV
OG0008006	LOC119556270|XP_037724248.1|DSUP	LOC115769002|XP_030569572.1|DNOV
OG0008007	LOC119556586|XP_037724815.1|DSUP	LOC115768854|XP_030569415.1|DNOV
OG0008008	LOC119554979|XP_037722038.1|DSUP	LOC115771519|XP_030573113.1|DNOV
OG0008009	LOC119556623|XP_037724871.1|DSUP	LOC115768390|XP_030568821.1|DNOV
OG0008010	LOC119558070|XP_037727166.1|DSUP	LOC115765109|XP_030564354.1|DNOV
OG0008011	LOC119549293|XP_037713170.1|DSUP	LOC115761065|XP_030558546.1|DNOV
OG0008012	LOC119550506|XP_037715137.1|DSUP	LOC115772001|XP_030573796.1|DNOV
OG0008013	LOC119551657|XP_037717023.1|DSUP	LOC115767472|XP_030567637.1|DNOV
OG0008014	LOC119560711|XP_037730250.1|DSUP	LOC115764774|XP_030563873.1|DNOV
OG0008015	LOC119553722|XP_037720235.1|DSUP	LOC115767652|XP_030567802.1|DNOV
OG0008016	LOC119553724|XP_037720238.1|DSUP	LOC115767663|XP_030567814.1|DNOV
OG0008017	LOC119558346|XP_037727752.1|DSUP	LOC115767364|XP_030567481.1|DNOV
OG0008018	LOC119557216|XP_037725802.1|DSUP	LOC115767012|XP_030566994.1|DNOV
OG0008020	LOC119560643|XP_037730125.1|DSUP	LOC115763807|XP_030562411.1|DNOV
OG0008021	LOC119556880|XP_037725283.1|DSUP	LOC115768066|XP_030568377.1|DNOV
OG0008022	LOC119545694|XP_037707374.1|DSUP	LOC115771638|XP_030573298.1|DNOV
OG0008023	LOC119557081|XP_037725561.1|DSUP	LOC115764321|XP_030563127.1|DNOV
OG0008024	LOC119557855|XP_037726770.1|DSUP	LOC115764247|XP_030563025.1|DNOV
OG0008025	LOC119557220|XP_037725817.1|DSUP	LOC115767061|XP_030567061.1|DNOV
OG0008026	LOC119556201|XP_037724082.1|DSUP	LOC115767029|XP_030567015.1|DNOV
OG0008027	LOC119556785|XP_037725146.1|DSUP	LOC115767773|XP_030567958.1|DNOV
OG0008028	LOC119545791|XP_037707594.1|DSUP	LOC115764719|XP_030563778.1|DNOV
OG0008029	LOC119545647|XP_037707300.1|DSUP	LOC115770639|XP_030571845.1|DNOV
OG0008030	LOC119560171|XP_037729458.1|DSUP	LOC115763787|XP_030562375.1|DNOV
OG0008031	LOC119545954|XP_037707843.1|DSUP	LOC115763349|XP_030561727.1|DNOV
OG0008032	LOC119548742|XP_037712189.1|DSUP	LOC115757776|XP_030554060.1|DNOV
OG0008033	LOC119549136|XP_037712839.1|DSUP	LOC115766109|XP_030565789.1|DNOV
OG0008034	LOC119548290|XP_037711387.1|DSUP	LOC115765407|XP_030564806.1|DNOV
OG0008035	LOC119556609|XP_037724850.1|DSUP	LOC115765091|XP_030564335.1|DNOV
OG0008036	LOC119562351|XP_037731441.1|DSUP	LOC115766175|XP_030565878.1|DNOV
OG0008037	LOC119550036|XP_037714404.1|DSUP	LOC115770948|XP_030572268.1|DNOV
OG0008038	LOC119557726|XP_037726538.1|DSUP	LOC115764250|XP_030563028.1|DNOV
OG0008039	LOC119548112|XP_037711137.1|DSUP	LOC115771685|XP_030573362.1|DNOV
OG0008040	LOC119563274|XP_037732524.1|DSUP	LOC115766112|XP_030565793.1|DNOV
OG0008041	LOC119556228|XP_037724174.1|DSUP	LOC115765344|XP_030564715.1|DNOV
OG0008042	LOC119560850|XP_037730437.1|DSUP	LOC115757723|XP_030553948.1|DNOV
OG0008043	LOC119556669|XP_037724954.1|DSUP	LOC115767961|XP_030568220.1|DNOV
OG0008044	LOC119558049|XP_037727126.1|DSUP	LOC115767589|XP_030567735.1|DNOV
OG0008045	LOC119557916|XP_037726852.1|DSUP	LOC115767052|XP_030567044.1|DNOV
OG0008046	LOC119547763|XP_037710703.1|DSUP	LOC115771928|XP_030573686.1|DNOV
OG0008047	LOC119560097|XP_037729347.1|DSUP	LOC115765682|XP_030565200.1|DNOV
OG0008048	LOC119560105|XP_037729383.1|DSUP	LOC115772084|XP_030573899.1|DNOV
OG0008049	LOC119560459|XP_037729846.1|DSUP	LOC115765654|XP_030565171.1|DNOV
OG0008050	LOC119551033|XP_037716044.1|DSUP	LOC115763704|XP_030562253.1|DNOV
OG0008051	LOC119561030|XP_037730784.1|DSUP	LOC115761705|XP_030559436.1|DNOV
OG0008052	LOC119547622|XP_037710480.1|DSUP	LOC115770601|XP_030571799.1|DNOV
OG0008054	LOC119556709|XP_037725033.1|DSUP	LOC115768002|XP_030568271.1|DNOV
OG0008055	LOC119557299|XP_037725936.1|DSUP	LOC115767087|XP_030567095.1|DNOV
OG0008056	LOC119557240|XP_037725852.1|DSUP	LOC115768442|XP_030568860.1|DNOV
OG0008057	LOC119560492|XP_037729886.1|DSUP	LOC115763641|XP_030562134.1|DNOV
OG0008058	LOC119549307|XP_037713196.1|DSUP	LOC115771775|XP_030573489.1|DNOV
OG0008059	LOC119560702|XP_037730218.1|DSUP	LOC115766218|XP_030565932.1|DNOV
OG0008060	LOC119550393|XP_037714975.1|DSUP	LOC115765780|XP_030565314.1|DNOV
OG0008061	LOC119557169|XP_037725703.1|DSUP	LOC115768130|XP_030568485.1|DNOV
OG0008062	LOC119557376|XP_037726048.1|DSUP	LOC115766441|XP_030566231.1|DNOV
OG0008063	LOC119560851|XP_037730438.1|DSUP	LOC115771714|XP_030573394.1|DNOV
OG0008064	LOC119557363|XP_037726032.1|DSUP	LOC115766299|XP_030566035.1|DNOV
OG0008065	LOC119557974|XP_037726969.1|DSUP	LOC115768028|XP_030568310.1|DNOV
OG0008066	LOC119558093|XP_037727232.1|DSUP	LOC115765223|XP_030564525.1|DNOV
OG0008067	LOC119558354|XP_037727782.1|DSUP	LOC115766841|XP_030566743.1|DNOV
OG0008068	LOC119557531|XP_037726232.1|DSUP	LOC115765397|XP_030564786.1|DNOV
OG0008069	LOC119563219|XP_037732445.1|DSUP	LOC115761393|XP_030559009.1|DNOV
OG0008070	LOC119560114|XP_037729394.1|DSUP	LOC115772085|XP_030573901.1|DNOV
OG0008071	LOC119556936|XP_037725356.1|DSUP	LOC115768870|XP_030569434.1|DNOV
OG0008072	LOC119557329|XP_037725978.1|DSUP	LOC115769121|XP_030569685.1|DNOV
OG0008073	LOC119557902|XP_037726836.1|DSUP	LOC115771346|XP_030572876.1|DNOV
OG0008074	LOC119557932|XP_037726870.1|DSUP	LOC115771310|XP_030572824.1|DNOV
OG0008075	LOC119551351|XP_037716599.1|DSUP	LOC115762609|XP_030560769.1|DNOV
OG0008076	LOC119557778|XP_037726606.1|DSUP	LOC115768781|XP_030569336.1|DNOV
OG0008077	LOC119560560|XP_037730006.1|DSUP	LOC115765628|XP_030565139.1|DNOV
OG0008078	LOC119557076|XP_037725557.1|DSUP	LOC115768289|XP_030568692.1|DNOV
OG0008079	LOC119557943|XP_037726890.1|DSUP	LOC115766423|XP_030566207.1|DNOV
OG0008080	LOC119557893|XP_037726825.1|DSUP	LOC115767987|XP_030568246.1|DNOV
OG0008081	LOC119558413|XP_037727874.1|DSUP	LOC115768489|XP_030568931.1|DNOV
OG0008082	LOC119556429|XP_037724583.1|DSUP	LOC115768908|XP_030569494.1|DNOV
OG0008083	LOC119560598|XP_037730051.1|DSUP	LOC115763698|XP_030562245.1|DNOV
OG0008084	LOC119560034|XP_037729262.1|DSUP	LOC115771650|XP_030573316.1|DNOV
OG0008085	LOC119563273|XP_037732523.1|DSUP	LOC115771906|XP_030573656.1|DNOV
OG0008086	LOC119560558|XP_037729996.1|DSUP	LOC115763809|XP_030562413.1|DNOV
OG0008087	LOC119556715|XP_037725041.1|DSUP	LOC115764388|XP_030563216.1|DNOV
OG0008088	LOC119557874|XP_037726803.1|DSUP	LOC115766358|XP_030566118.1|DNOV
OG0008089	LOC119554684|XP_037721614.1|DSUP	LOC115769863|XP_030570721.1|DNOV
OG0008090	LOC119556276|XP_037724253.1|DSUP	LOC115767023|XP_030567007.1|DNOV
OG0008091	LOC119558715|XP_037727985.1|DSUP	LOC115764086|XP_030562797.1|DNOV
OG0008092	LOC119559820|XP_037728840.1|DSUP	LOC115763676|XP_030562208.1|DNOV
OG0008093	LOC119558310|XP_037727640.1|DSUP	LOC115766830|XP_030566728.1|DNOV
OG0008094	LOC119547539|XP_037710364.1|DSUP	LOC115760202|XP_030557295.1|DNOV
OG0008095	LOC119556058|XP_037723797.1|DSUP	LOC115767931|XP_030568163.1|DNOV
OG0008096	LOC119556336|XP_037724354.1|DSUP	LOC115767545|XP_030567687.1|DNOV
OG0008097	LOC119558253|XP_037727508.1|DSUP	LOC115767310|XP_030567408.1|DNOV
OG0008098	LOC119553654|XP_037720068.1|DSUP	LOC115770155|XP_030571168.1|DNOV
OG0008099	LOC119553315|XP_037719569.1|DSUP	LOC115770128|XP_030571121.1|DNOV
OG0008100	LOC119547101|XP_037709735.1|DSUP	LOC115770640|XP_030571847.1|DNOV
OG0008101	LOC119558280|XP_037727583.1|DSUP	LOC115765148|XP_030564411.1|DNOV
OG0008102	LOC119562950|XP_037732051.1|DSUP	LOC115770703|XP_030571958.1|DNOV
OG0008103	LOC119558298|XP_037727618.1|DSUP	LOC115768052|XP_030568351.1|DNOV
OG0008104	LOC119554960|XP_037722015.1|DSUP	LOC115768106|XP_030568473.1|DNOV
OG0008105	LOC119560919|XP_037730551.1|DSUP	LOC115761633|XP_030559323.1|DNOV
OG0008106	LOC119552850|XP_037718652.1|DSUP	LOC115771462|XP_030573040.1|DNOV
OG0008107	LOC119563328|XP_037732599.1|DSUP	LOC115766083|XP_030565749.1|DNOV
OG0008108	LOC119556708|XP_037725032.1|DSUP	LOC115768001|XP_030568270.1|DNOV
OG0008109	LOC119556863|XP_037725263.1|DSUP	LOC115766470|XP_030566274.1|DNOV
OG0008110	LOC119556406|XP_037724519.1|DSUP	LOC115767551|XP_030567693.1|DNOV
OG0008111	LOC119557087|XP_037725569.1|DSUP	LOC115768162|XP_030568518.1|DNOV
OG0008112	LOC119556968|XP_037725406.1|DSUP	LOC115767297|XP_030567389.1|DNOV
OG0008113	LOC119557716|XP_037726526.1|DSUP	LOC115767375|XP_030567494.1|DNOV
OG0008114	LOC119557715|XP_037726525.1|DSUP	LOC115767374|XP_030567493.1|DNOV
OG0008115	LOC119558285|XP_037727589.1|DSUP	LOC115765232|XP_030564544.1|DNOV
OG0008116	LOC119558307|XP_037727637.1|DSUP	LOC115765266|XP_030564613.1|DNOV
OG0008118	LOC119557093|XP_037725583.1|DSUP	LOC115768353|XP_030568777.1|DNOV
OG0008119	LOC119558279|XP_037727582.1|DSUP	LOC115769010|XP_030569581.1|DNOV
OG0008120	LOC119556494|XP_037724681.1|DSUP	LOC115768479|XP_030568917.1|DNOV
OG0008121	LOC119551704|XP_037717105.1|DSUP	LOC115766533|XP_030566360.1|DNOV
OG0008122	LOC119557953|XP_037726916.1|DSUP	LOC115768021|XP_030568298.1|DNOV
OG0008123	LOC119557198|XP_037725779.1|DSUP	LOC115768516|XP_030568962.1|DNOV
OG0008124	LOC119555970|XP_037723623.1|DSUP	LOC115766859|XP_030566778.1|DNOV
OG0008125	LOC119558405|XP_037727865.1|DSUP	LOC115768018|XP_030568291.1|DNOV
OG0008126	LOC119555936|XP_037723568.1|DSUP	LOC115768918|XP_030569510.1|DNOV
OG0008127	LOC119558196|XP_037727410.1|DSUP	LOC115768007|XP_030568276.1|DNOV
OG0008128	LOC119556937|XP_037725357.1|DSUP	LOC115767994|XP_030568256.1|DNOV
OG0008129	LOC119556331|XP_037724350.1|DSUP	LOC115768362|XP_030568790.1|DNOV
OG0008130	LOC119557287|XP_037725905.1|DSUP	LOC115766455|XP_030566247.1|DNOV
OG0008131	LOC119557674|XP_037726470.1|DSUP	LOC115767230|XP_030567289.1|DNOV
OG0008132	LOC119553076|XP_037719137.1|DSUP	LOC115770600|XP_030571797.1|DNOV
OG0008133	LOC119556645|XP_037724905.1|DSUP	LOC115767574|XP_030567720.1|DNOV
OG0008134	LOC119555934|XP_037723562.1|DSUP	LOC115766368|XP_030566127.1|DNOV
OG0008135	LOC119550771|XP_037715632.1|DSUP	LOC115759559|XP_030556385.1|DNOV
OG0008136	LOC119546441|XP_037708644.1|DSUP	LOC115768556|XP_030569025.1|DNOV
OG0008137	LOC119557121|XP_037725632.1|DSUP	LOC115767790|XP_030567982.1|DNOV
OG0008138	LOC119552955|XP_037718866.1|DSUP	LOC115762663|XP_030560831.1|DNOV
OG0008139	LOC119551297|XP_037716504.1|DSUP	LOC115765177|XP_030564457.1|DNOV
OG0008140	LOC119558406|XP_037727866.1|DSUP	LOC115768036|XP_030568318.1|DNOV
OG0008141	LOC119556341|XP_037724368.1|DSUP	LOC115771366|XP_030572910.1|DNOV
OG0008142	LOC119556110|XP_037723909.1|DSUP	LOC115768156|XP_030568511.1|DNOV
OG0008143	LOC119557729|XP_037726540.1|DSUP	LOC115763306|XP_030561660.1|DNOV
OG0008144	LOC119551294|XP_037716501.1|DSUP	LOC115762478|XP_030560562.1|DNOV
OG0008145	LOC119556471|XP_037724647.1|DSUP	LOC115768584|XP_030569089.1|DNOV
OG0008146	LOC119557759|XP_037726582.1|DSUP	LOC115767235|XP_030567296.1|DNOV
OG0008147	LOC119556430|XP_037724584.1|DSUP	LOC115767205|XP_030567257.1|DNOV
OG0008148	LOC119557962|XP_037726933.1|DSUP	LOC115768736|XP_030569279.1|DNOV
OG0008149	LOC119558091|XP_037727228.1|DSUP	LOC115766857|XP_030566773.1|DNOV
OG0008150	LOC119557637|XP_037726399.1|DSUP	LOC115768314|XP_030568723.1|DNOV
OG0008151	LOC119556883|XP_037725288.1|DSUP	LOC115768172|XP_030568530.1|DNOV
OG0008152	LOC119557046|XP_037725519.1|DSUP	LOC115767279|XP_030567371.1|DNOV
OG0008153	LOC119550395|XP_037714973.1|DSUP	LOC115760930|XP_030558364.1|DNOV
OG0008154	LOC119553859|XP_037720440.1|DSUP	LOC115770475|XP_030571619.1|DNOV
OG0008155	LOC119554635|XP_037721560.1|DSUP	LOC115766305|XP_030566046.1|DNOV
OG0008156	LOC119546193|XP_037708250.1|DSUP	LOC115772059|XP_030573863.1|DNOV
OG0008157	LOC119560398|XP_037729758.1|DSUP	LOC115761956|XP_030559854.1|DNOV
OG0008158	LOC119556712|XP_037725038.1|DSUP	LOC115765125|XP_030564381.1|DNOV
OG0008159	LOC119554071|XP_037720743.1|DSUP	LOC115766402|XP_030566183.1|DNOV
OG0008160	LOC119549131|XP_037712825.1|DSUP	LOC115758079|XP_030554456.1|DNOV
OG0008161	LOC119552710|XP_037718388.1|DSUP	LOC115766298|XP_030566033.1|DNOV
OG0008162	LOC119556120|XP_037723934.1|DSUP	LOC115766485|XP_030566306.1|DNOV
OG0008163	LOC119552833|XP_037718616.1|DSUP	LOC115769693|XP_030570476.1|DNOV
OG0008164	LOC119556205|XP_037724090.1|DSUP	LOC115767603|XP_030567756.1|DNOV
OG0008165	LOC119557119|XP_037725628.1|DSUP	LOC115766863|XP_030566782.1|DNOV
OG0008166	LOC119558033|XP_037727102.1|DSUP	LOC115766898|XP_030566834.1|DNOV
OG0008167	LOC119557023|XP_037725491.1|DSUP	LOC115768591|XP_030569100.1|DNOV
OG0008168	LOC119556808|XP_037725188.1|DSUP	LOC115768597|XP_030569107.1|DNOV
OG0008169	LOC119557836|XP_037726740.1|DSUP	LOC115767113|XP_030567127.1|DNOV
OG0008170	LOC119551224|XP_037716389.1|DSUP	LOC115757964|XP_030554304.1|DNOV
OG0008171	LOC119558325|XP_037727669.1|DSUP	LOC115766375|XP_030566134.1|DNOV
OG0008172	LOC119559930|XP_037729065.1|DSUP	LOC115765679|XP_030565198.1|DNOV
OG0008173	LOC119546108|XP_037708122.1|DSUP	LOC115758879|XP_030555533.1|DNOV
OG0008174	LOC119559406|XP_037728403.1|DSUP	LOC115757809|XP_030554092.1|DNOV
OG0008175	LOC119558124|XP_037727284.1|DSUP	LOC115767207|XP_030567259.1|DNOV
OG0008176	LOC119556337|XP_037724355.1|DSUP	LOC115767544|XP_030567686.1|DNOV
OG0008177	LOC119556176|XP_037724026.1|DSUP	LOC115767601|XP_030567754.1|DNOV
OG0008178	LOC119556256|XP_037724229.1|DSUP	LOC115768999|XP_030569569.1|DNOV
OG0008179	LOC119557429|XP_037726109.1|DSUP	LOC115769008|XP_030569578.1|DNOV
OG0008180	LOC119556274|XP_037724251.1|DSUP	LOC115767072|XP_030567073.1|DNOV
OG0008181	LOC119556277|XP_037724255.1|DSUP	LOC115767073|XP_030567074.1|DNOV
OG0008182	LOC119549072|XP_037712708.1|DSUP	LOC115764501|XP_030563450.1|DNOV
OG0008183	LOC119551320|XP_037716544.1|DSUP	LOC115757954|XP_030554289.1|DNOV
OG0008184	LOC119546729|XP_037709147.1|DSUP	LOC115763174|XP_030561487.1|DNOV
OG0008185	LOC119546271|XP_037708375.1|DSUP	LOC115771897|XP_030573642.1|DNOV
OG0008186	LOC119551669|XP_037717050.1|DSUP	LOC115761387|XP_030559003.1|DNOV
OG0008187	LOC119551670|XP_037717051.1|DSUP	LOC115761406|XP_030559027.1|DNOV
OG0008188	LOC119548460|XP_037711656.1|DSUP	LOC115759694|XP_030556552.1|DNOV
OG0008189	LOC119546195|XP_037708248.1|DSUP	LOC115763482|XP_030561927.1|DNOV
OG0008190	LOC119555346|XP_037722612.1|DSUP	LOC115769471|XP_030570148.1|DNOV
OG0008191	LOC119557225|XP_037725833.1|DSUP	LOC115764392|XP_030563230.1|DNOV
OG0008192	LOC119557331|XP_037725980.1|DSUP	LOC115768996|XP_030569564.1|DNOV
OG0008193	LOC119556602|XP_037724842.1|DSUP	LOC115765260|XP_030564599.1|DNOV
OG0008194	LOC119548467|XP_037711662.1|DSUP	LOC115758352|XP_030554795.1|DNOV
OG0008195	LOC119559470|XP_037728509.1|DSUP	LOC115758050|XP_030554424.1|DNOV
OG0008196	LOC119550367|XP_037714937.1|DSUP	LOC115771050|XP_030572461.1|DNOV
OG0008197	LOC119554205|XP_037720933.1|DSUP	LOC115770433|XP_030571563.1|DNOV
OG0008198	LOC119556563|XP_037724785.1|DSUP	LOC115767057|XP_030567053.1|DNOV
OG0008199	LOC119558126|XP_037727286.1|DSUP	LOC115767182|XP_030567232.1|DNOV
OG0008200	LOC119550576|XP_037715295.1|DSUP	LOC115772035|XP_030573832.1|DNOV
OG0008201	LOC119554634|XP_037721559.1|DSUP	LOC115766295|XP_030566034.1|DNOV
OG0008202	LOC119555635|XP_037723084.1|DSUP	LOC115771540|XP_030573137.1|DNOV
OG0008203	LOC119554238|XP_037721000.1|DSUP	LOC115762798|XP_030561014.1|DNOV
OG0008204	LOC119557615|XP_037726351.1|DSUP	LOC115766882|XP_030566812.1|DNOV
OG0008205	LOC119557267|XP_037725881.1|DSUP	LOC115767811|XP_030568003.1|DNOV
OG0008206	LOC119555465|XP_037722798.1|DSUP	LOC115771560|XP_030573169.1|DNOV
OG0008208	LOC119551389|XP_037716642.1|DSUP	LOC115767451|XP_030567609.1|DNOV
OG0008209	LOC119555095|XP_037722241.1|DSUP	LOC115767707|XP_030567860.1|DNOV
OG0008210	LOC119554625|XP_037721549.1|DSUP	LOC115764445|XP_030563315.1|DNOV
OG0008211	LOC119548049|XP_037711057.1|DSUP	LOC115763561|XP_030562041.1|DNOV
OG0008212	LOC119554086|XP_037720757.1|DSUP	LOC115771520|XP_030573114.1|DNOV
OG0008213	LOC119556138|XP_037723961.1|DSUP	LOC115771358|XP_030572900.1|DNOV
OG0008214	LOC119553625|XP_037720023.1|DSUP	LOC115770361|XP_030571465.1|DNOV
OG0008215	LOC119557944|XP_037726892.1|DSUP	LOC115767216|XP_030567270.1|DNOV
OG0008216	LOC119555643|XP_037723106.1|DSUP	LOC115770404|XP_030571522.1|DNOV
OG0008217	LOC119556426|XP_037724573.1|DSUP	LOC115769009|XP_030569579.1|DNOV
OG0008218	LOC119549268|XP_037713107.1|DSUP	LOC115767501|XP_030567671.1|DNOV
OG0008219	LOC119557806|XP_037726664.1|DSUP	LOC115768697|XP_030569242.1|DNOV
OG0008220	LOC119555877|XP_037723459.1|DSUP	LOC115768872|XP_030569438.1|DNOV
OG0008221	LOC119545947|XP_037707824.1|DSUP	LOC115767712|XP_030567868.1|DNOV
OG0008222	LOC119555679|XP_037723229.1|DSUP	LOC115771405|XP_030572963.1|DNOV
OG0008223	LOC119552776|XP_037718514.1|DSUP	LOC115770294|XP_030571390.1|DNOV
OG0008224	LOC119554055|XP_037720722.1|DSUP	LOC115770496|XP_030571649.1|DNOV
OG0008225	LOC119558152|XP_037727319.1|DSUP	LOC115771363|XP_030572904.1|DNOV
OG0008226	LOC119556947|XP_037725368.1|DSUP	LOC115771336|XP_030572863.1|DNOV
OG0008227	LOC119553803|XP_037720353.1|DSUP	LOC115761725|XP_030559466.1|DNOV
OG0008228	LOC119563099|XP_037732262.1|DSUP	LOC115764887|XP_030564029.1|DNOV
OG0008229	LOC119545820|XP_037707643.1|DSUP	LOC115761828|XP_030559630.1|DNOV
OG0008230	LOC119563490|XP_037732853.1|DSUP	LOC115765740|XP_030565264.1|DNOV
OG0008231	LOC119549352|XP_037713270.1|DSUP, LOC119547862|XP_037710822.1|DSUP, LOC119559156|XP_037728153.1|DSUP, LOC119549880|XP_037714112.1|DSUP, LOC119562388|XP_037731506.1|DSUP	LOC115765115|XP_030564369.1|DNOV
OG0008232	LOC119553608|XP_037719994.1|DSUP	LOC115767146|XP_030567175.1|DNOV
OG0008233	LOC119547195|XP_037709862.1|DSUP	LOC115758739|XP_030555349.1|DNOV
OG0008234	LOC119550729|XP_037715560.1|DSUP	LOC115760545|XP_030557793.1|DNOV
OG0008235	LOC119556811|XP_037725192.1|DSUP	LOC115768622|XP_030569140.1|DNOV
