Orthogroup	DSUP.longest_only	DHYD.longest_only
OG0009720	LOC119549083|XP_037712727.1|DSUP	LOC111594751|XP_023163971.2|DHYD
OG0009721	LOC119550328|XP_037714862.1|DSUP	LOC111597976|XP_023168719.2|DHYD
OG0009723	LOC119554159|XP_037720876.1|DSUP	LOC111591929|XP_023159627.1|DHYD
OG0009724	LOC119550443|XP_037715046.1|DSUP	LOC111597068|XP_023167362.2|DHYD
OG0009725	LOC119549713|XP_037713874.1|DSUP	LOC111595263|XP_030081256.1|DHYD
OG0009726	LOC119562377|XP_037731470.1|DSUP	LOC111595884|XP_023165584.1|DHYD
OG0009727	LOC119550484|XP_037715101.1|DSUP	LOC111599712|XP_023171213.2|DHYD
OG0009728	LOC119550458|XP_037715071.1|DSUP	LOC111594817|XP_030082000.1|DHYD
OG0009729	LOC119551266|XP_037716454.1|DSUP	LOC111594806|XP_023164040.2|DHYD
OG0009730	LOC119556649|XP_037724909.1|DSUP	LOC111597265|XP_023167646.1|DHYD
OG0009731	LOC119549757|XP_037713929.1|DSUP	LOC111592236|XP_030081988.1|DHYD
OG0009732	LOC119549897|XP_037714134.1|DSUP	LOC111596392|XP_023166366.1|DHYD
OG0009733	LOC119558004|XP_037727040.1|DSUP	LOC111601843|XP_023174445.1|DHYD
OG0009734	LOC119555823|XP_037723369.1|DSUP	LOC111605138|XP_023179284.2|DHYD
OG0009735	LOC119555088|XP_037722233.1|DSUP	LOC111599167|XP_023170514.2|DHYD
OG0009736	LOC119556016|XP_037723715.1|DSUP	LOC111597244|XP_030080077.1|DHYD
OG0009737	LOC119561459|XP_037731043.1|DSUP	LOC111594577|XP_023163703.1|DHYD
OG0009738	LOC119557900|XP_037726834.1|DSUP	LOC111603220|XP_023176485.2|DHYD, LOC111603110|XP_023176347.2|DHYD
OG0009739	LOC119557269|XP_037725884.1|DSUP	LOC111603149|XP_023176392.1|DHYD
OG0009740	LOC119556236|XP_037724197.1|DSUP	LOC111603083|XP_023176309.2|DHYD
OG0009741	LOC119547794|XP_037710735.1|DSUP	LOC111600411|XP_023172259.2|DHYD
OG0009742	LOC119558355|XP_037727784.1|DSUP	LOC111605050|XP_023179154.2|DHYD
OG0009743	LOC119557606|XP_037726338.1|DSUP	LOC111598291|XP_023169242.2|DHYD
OG0009744	LOC119558165|XP_037727355.1|DSUP	LOC111593684|XP_023162397.2|DHYD
OG0009745	LOC119556730|XP_037725060.1|DSUP	LOC111605298|XP_023179519.2|DHYD
OG0009746	LOC119553897|XP_037720494.1|DSUP	LOC111604844|XP_023178848.2|DHYD
OG0009747	LOC119548561|XP_037711796.1|DSUP	LOC111605159|XP_023179313.1|DHYD
OG0009748	LOC119557357|XP_037726022.1|DSUP	LOC111595943|XP_023165677.2|DHYD
OG0009749	LOC119553749|XP_037720277.1|DSUP	LOC111597240|XP_023167602.2|DHYD
OG0009750	LOC119554001|XP_037720636.1|DSUP	LOC111596143|XP_023165994.2|DHYD
OG0009751	LOC119557487|XP_037726186.1|DSUP	LOC111596556|XP_023166597.1|DHYD
OG0009752	LOC119557896|XP_037726829.1|DSUP	LOC111596810|XP_023166942.2|DHYD
OG0009753	LOC119557895|XP_037726827.1|DSUP	LOC111596797|XP_023166926.1|DHYD
OG0009754	LOC119549414|XP_037713415.1|DSUP	LOC111604479|XP_030081080.1|DHYD
OG0009755	LOC119558072|XP_037727172.1|DSUP	LOC111595366|XP_023164820.2|DHYD
OG0009756	LOC119557624|XP_037726380.1|DSUP	LOC111603348|XP_023176658.2|DHYD
OG0009757	LOC119550692|XP_037715485.1|DSUP	LOC111593693|XP_023162370.2|DHYD
OG0009758	LOC119548592|XP_037711876.1|DSUP	LOC111594445|XP_023163500.2|DHYD
OG0009759	LOC119558937|XP_037728063.1|DSUP	LOC111597287|XP_023167671.2|DHYD
OG0009760	LOC119557414|XP_037726090.1|DSUP	LOC111601880|XP_030079322.1|DHYD
OG0009761	LOC119557422|XP_037726102.1|DSUP	LOC111601894|XP_023174505.1|DHYD
OG0009762	LOC119556365|XP_037724459.1|DSUP	LOC111602431|XP_023175238.2|DHYD
OG0009763	LOC119552624|XP_037718220.1|DSUP	LOC111602884|XP_023175984.2|DHYD
OG0009764	LOC119555310|XP_037722559.1|DSUP	LOC111603708|XP_023177177.2|DHYD
OG0009765	LOC119554830|XP_037721831.1|DSUP	LOC111600459|XP_023172328.1|DHYD
OG0009766	LOC119553874|XP_037720460.1|DSUP	LOC111600491|XP_023172387.1|DHYD
OG0009767	LOC119554629|XP_037721552.1|DSUP	LOC111600501|XP_023172396.1|DHYD
OG0009768	LOC119554956|XP_037722006.1|DSUP	LOC111604498|XP_023178357.2|DHYD
OG0009769	LOC119553255|XP_037719469.1|DSUP	LOC111597776|XP_023168403.1|DHYD
OG0009770	LOC119553949|XP_037720571.1|DSUP	LOC111593222|XP_023161641.2|DHYD
OG0009771	LOC119552677|XP_037718314.1|DSUP	LOC111601720|XP_023174213.2|DHYD
OG0009772	LOC119553242|XP_037719441.1|DSUP	LOC111601027|XP_023173204.2|DHYD
OG0009773	LOC119552587|XP_037718149.1|DSUP	LOC111605657|XP_023180088.1|DHYD
OG0009774	LOC119555411|XP_037722697.1|DSUP	LOC111605179|XP_023179343.2|DHYD
OG0009775	LOC119553747|XP_037720275.1|DSUP	LOC111595090|XP_023164418.2|DHYD
OG0009776	LOC119552784|XP_037718536.1|DSUP	LOC111598734|XP_023169895.1|DHYD
OG0009777	LOC119554544|XP_037721431.1|DSUP	LOC111597506|XP_023168039.1|DHYD
OG0009778	LOC119555604|XP_037723028.1|DSUP	LOC111602905|XP_023176014.1|DHYD
OG0009779	LOC119555056|XP_037722182.1|DSUP	LOC111592428|XP_023160379.1|DHYD
OG0009780	LOC119553126|XP_037719244.1|DSUP	LOC111592427|XP_023160378.2|DHYD
OG0009781	LOC119554767|XP_037721733.1|DSUP	LOC111592301|XP_023160176.1|DHYD
OG0009782	LOC119554774|XP_037721744.1|DSUP	LOC111596330|XP_023166263.2|DHYD
OG0009783	LOC119554941|XP_037721979.1|DSUP	LOC111598692|XP_023169825.1|DHYD
OG0009784	LOC119554219|XP_037720974.1|DSUP	LOC111597785|XP_023168426.1|DHYD
OG0009785	LOC119555014|XP_037722085.1|DSUP	LOC111601718|XP_023174207.2|DHYD
OG0009786	LOC119553173|XP_037719340.1|DSUP	LOC111595144|XP_023164485.1|DHYD
OG0009787	LOC119552997|XP_037718944.1|DSUP	LOC111595143|XP_023164484.1|DHYD
OG0009788	LOC119554819|XP_037721820.1|DSUP	LOC111596141|XP_023165992.2|DHYD
OG0009789	LOC119554672|XP_037721602.1|DSUP	LOC111601708|XP_023174195.1|DHYD
OG0009790	LOC119551296|XP_037716503.1|DSUP	LOC111601257|XP_023173530.1|DHYD
OG0009791	LOC119554012|XP_037720652.1|DSUP	LOC111605183|XP_023179348.2|DHYD
OG0009792	LOC119555050|XP_037722170.1|DSUP	LOC111601726|XP_023174217.1|DHYD
OG0009793	LOC119552708|XP_037718386.1|DSUP	LOC111601050|XP_023173234.2|DHYD
OG0009794	LOC119550122|XP_037714537.1|DSUP	LOC111604819|XP_023178809.1|DHYD
OG0009795	LOC119556501|XP_037724689.1|DSUP	LOC111603198|XP_023176454.2|DHYD
OG0009796	LOC119554374|XP_037721181.1|DSUP	LOC111597572|XP_023168139.1|DHYD
OG0009797	LOC119555227|XP_037722437.1|DSUP	LOC111601696|XP_023174180.1|DHYD
OG0009798	LOC119555226|XP_037722436.1|DSUP	LOC111601673|XP_023174136.2|DHYD
OG0009799	LOC119552738|XP_037718432.1|DSUP	LOC111592959|XP_023161217.1|DHYD
OG0009800	LOC119554214|XP_037720947.1|DSUP	LOC111591865|XP_023159515.2|DHYD
OG0009801	LOC119553835|XP_037720397.1|DSUP	LOC111601587|XP_023174010.2|DHYD
OG0009802	LOC119555057|XP_037722184.1|DSUP	LOC111601562|XP_023173975.2|DHYD
OG0009803	LOC119553238|XP_037719436.1|DSUP	LOC111604678|XP_023178608.2|DHYD
OG0009804	LOC119555173|XP_037722352.1|DSUP	LOC111604716|XP_023178657.1|DHYD
OG0009805	LOC119553368|XP_037719641.1|DSUP	LOC111604677|XP_023178607.1|DHYD
OG0009806	LOC119553827|XP_037720388.1|DSUP	LOC115483024|XP_030079623.1|DHYD
OG0009807	LOC119554583|XP_037721493.1|DSUP	LOC111604710|XP_023178651.1|DHYD
OG0009808	LOC119554773|XP_037721742.1|DSUP	LOC111601704|XP_030081600.1|DHYD
OG0009809	LOC119553463|XP_037719794.1|DSUP	LOC111603709|XP_023177178.1|DHYD
OG0009810	LOC119553789|XP_037720327.1|DSUP	LOC111603047|XP_023176259.2|DHYD
OG0009811	LOC119555571|XP_037722950.1|DSUP	LOC111594377|XP_023163409.2|DHYD
OG0009812	LOC119553100|XP_037719185.1|DSUP	LOC111601031|XP_023173209.2|DHYD
OG0009813	LOC119555123|XP_037722275.1|DSUP	LOC111605100|XP_023179210.2|DHYD
OG0009814	LOC119553281|XP_037719520.1|DSUP	LOC111601743|XP_023174251.2|DHYD
OG0009815	LOC119553584|XP_037719960.1|DSUP	LOC111592281|XP_023160150.2|DHYD
OG0009816	LOC119553442|XP_037719760.1|DSUP	LOC111600944|XP_023173082.2|DHYD
OG0009817	LOC119553443|XP_037719761.1|DSUP	LOC111600945|XP_023173083.2|DHYD
OG0009818	LOC119554248|XP_037721013.1|DSUP	LOC111604546|XP_023178413.2|DHYD
OG0009819	LOC119554284|XP_037721067.1|DSUP	LOC111604522|XP_023178386.1|DHYD
OG0009820	LOC119554282|XP_037721064.1|DSUP	LOC111604547|XP_023178414.2|DHYD
OG0009821	LOC119554990|XP_037722056.1|DSUP	LOC111605707|XP_023180160.2|DHYD
OG0009822	LOC119554187|XP_037720910.1|DSUP	LOC111599228|XP_023170594.1|DHYD
OG0009823	LOC119553424|XP_037719728.1|DSUP	LOC111601555|XP_023173965.1|DHYD
OG0009824	LOC119553723|XP_037720237.1|DSUP	LOC111593139|XP_023161508.1|DHYD
OG0009825	LOC119553301|XP_037719548.1|DSUP	LOC111599821|XP_023171377.2|DHYD
OG0009826	LOC119552606|XP_037718196.1|DSUP	LOC111597613|XP_023168179.2|DHYD
OG0009827	LOC119552608|XP_037718200.1|DSUP	LOC111597612|XP_023168178.2|DHYD
OG0009828	LOC119554580|XP_037721489.1|DSUP	LOC111592783|XP_023160954.2|DHYD
OG0009829	LOC119555467|XP_037722801.1|DSUP	LOC111595347|XP_023164789.2|DHYD
OG0009830	LOC119553459|XP_037719790.1|DSUP	LOC111600990|XP_023173150.1|DHYD
OG0009831	LOC119554125|XP_037720826.1|DSUP	LOC111600989|XP_023173149.2|DHYD
OG0009832	LOC119555238|XP_037722445.1|DSUP	LOC111600948|XP_023173087.2|DHYD
OG0009833	LOC119555162|XP_037722318.1|DSUP	LOC111597338|XP_023167751.1|DHYD
OG0009834	LOC119549761|XP_037713942.1|DSUP	LOC111600592|XP_023172552.1|DHYD
OG0009836	LOC119560803|XP_037730365.1|DSUP	LOC111597188|XP_023167526.2|DHYD
OG0009837	LOC119553768|XP_037720306.1|DSUP	LOC111602468|XP_023175301.1|DHYD
OG0009838	LOC119547144|XP_037709786.1|DSUP	LOC111594202|XP_023163167.1|DHYD
OG0009839	LOC119549287|XP_037713164.1|DSUP	LOC111604182|XP_023177898.2|DHYD
OG0009840	LOC119546085|XP_037708091.1|DSUP	LOC111594778|XP_023163999.2|DHYD
OG0009841	LOC119547053|XP_037709659.1|DSUP, LOC119561771|XP_037731187.1|DSUP	LOC111602257|XP_023175019.2|DHYD
OG0009842	LOC119553863|XP_037720444.1|DSUP	LOC111599831|XP_023171392.1|DHYD
OG0009843	LOC119554305|XP_037721094.1|DSUP	LOC111598462|XP_023169486.1|DHYD
OG0009844	LOC119554759|XP_037721720.1|DSUP	LOC111603332|XP_023176636.2|DHYD
OG0009845	LOC119549770|XP_037713957.1|DSUP	LOC111602597|XP_023175524.2|DHYD
OG0009846	LOC119546824|XP_037709344.1|DSUP	LOC111598957|XP_023170210.1|DHYD
OG0009847	LOC119558287|XP_037727599.1|DSUP	LOC111605616|XP_030079870.1|DHYD
OG0009848	LOC119557813|XP_037726678.1|DSUP	LOC111597301|XP_023167692.1|DHYD
OG0009849	LOC119557114|XP_037725626.1|DSUP	LOC111596400|XP_023166373.2|DHYD
OG0009850	LOC119558936|XP_037728060.1|DSUP	LOC111593647|XP_023162295.2|DHYD
OG0009851	LOC119555816|XP_037723362.1|DSUP	LOC111602069|XP_023174759.1|DHYD
OG0009852	LOC119553804|XP_037720350.1|DSUP	LOC111601593|XP_023174021.2|DHYD, LOC111598428|XP_030079323.1|DHYD
OG0009853	LOC119558356|XP_037727788.1|DSUP	LOC111605051|XP_023179156.2|DHYD
OG0009855	LOC119547678|XP_037710566.1|DSUP	LOC111600416|XP_023172264.2|DHYD
OG0009857	LOC119546324|XP_037708451.1|DSUP	LOC111594780|XP_023164002.2|DHYD
OG0009858	LOC119548556|XP_037711783.1|DSUP	LOC111594750|XP_023163966.2|DHYD
OG0009859	LOC119547073|XP_037709688.1|DSUP	LOC111592581|XP_023160659.1|DHYD
OG0009860	LOC119547332|XP_037710067.1|DSUP	LOC111603523|XP_023176922.2|DHYD
OG0009861	LOC119548106|XP_037711125.1|DSUP	LOC111595826|XP_023165500.2|DHYD
OG0009862	LOC119547041|XP_037709643.1|DSUP	LOC111599473|XP_030080395.1|DHYD
OG0009863	LOC119547891|XP_037710856.1|DSUP	LOC111602466|XP_023175296.2|DHYD
OG0009864	LOC119547078|XP_037709698.1|DSUP	LOC111596096|XP_023165925.1|DHYD
OG0009865	LOC119547451|XP_037710240.1|DSUP	LOC111596094|XP_030080402.1|DHYD
OG0009866	LOC119554598|XP_037721509.1|DSUP	LOC115483181|XP_030080199.1|DHYD, LOC111599822|XP_023171378.1|DHYD, LOC115483340|XP_030080681.1|DHYD
OG0009867	LOC119552854|XP_037718658.1|DSUP	LOC111599636|XP_023171084.1|DHYD
OG0009868	LOC119555114|XP_037722266.1|DSUP	LOC111604460|XP_023178308.2|DHYD
OG0009869	LOC119546981|XP_037709558.1|DSUP, LOC119560548|XP_037729981.1|DSUP	LOC111597341|XP_023167754.2|DHYD
OG0009870	LOC119553308|XP_037719562.1|DSUP	LOC111599270|XP_023170637.2|DHYD
OG0009871	LOC119550804|XP_037715666.1|DSUP	LOC111605136|XP_023179293.2|DHYD
OG0009872	LOC119549064|XP_037712697.1|DSUP	LOC111597094|XP_023167403.1|DHYD
OG0009873	LOC119552155|XP_037717888.1|DSUP	LOC111593757|XP_023162534.1|DHYD
OG0009874	LOC119554800|XP_037721778.1|DSUP	LOC111600973|XP_023173124.2|DHYD
OG0009875	LOC119552610|XP_037718202.1|DSUP	LOC111597543|XP_030079672.1|DHYD
OG0009876	LOC119549738|XP_037713908.1|DSUP	LOC111600775|XP_023172823.2|DHYD
OG0009877	LOC119550247|XP_037714749.1|DSUP, LOC119551746|XP_037717194.1|DSUP	LOC111604151|XP_023177843.2|DHYD
OG0009878	LOC119550069|XP_037714464.1|DSUP	LOC111605374|XP_023179625.1|DHYD
OG0009879	LOC119551028|XP_037716016.1|DSUP	LOC111595637|XP_023165219.1|DHYD
OG0009880	LOC119551723|XP_037717153.1|DSUP	LOC111605244|XP_023179448.1|DHYD
OG0009881	LOC119551894|XP_037717425.1|DSUP	LOC111595751|XP_023165380.1|DHYD
OG0009882	LOC119550830|XP_037715706.1|DSUP, LOC119558818|XP_037728018.1|DSUP	LOC111603808|XP_023177328.1|DHYD
OG0009883	LOC119550547|XP_037715207.1|DSUP	LOC111595496|XP_023165034.2|DHYD
OG0009884	LOC119550500|XP_037715120.1|DSUP	LOC111595527|XP_023165076.2|DHYD
OG0009885	LOC119549628|XP_037713741.1|DSUP	LOC111592111|XP_023159909.1|DHYD
OG0009886	LOC119551989|XP_037717638.1|DSUP	LOC111592106|XP_023159903.1|DHYD
OG0009887	LOC119551587|XP_037716915.1|DSUP	LOC111597027|XP_023167304.2|DHYD
OG0009888	LOC119551212|XP_037716375.1|DSUP	LOC111594578|XP_023163707.1|DHYD
OG0009889	LOC119550922|XP_037715866.1|DSUP	LOC111593373|XP_023161861.1|DHYD
OG0009890	LOC119550681|XP_037715471.1|DSUP	LOC111593526|XP_023162091.1|DHYD
OG0009891	LOC119560164|XP_037729450.1|DSUP	LOC111594188|XP_023163145.1|DHYD
OG0009892	LOC119556420|XP_037724565.1|DSUP	LOC111595428|XP_023164919.2|DHYD
OG0009893	LOC119551544|XP_037716862.1|DSUP	LOC111595539|XP_023165091.1|DHYD
OG0009895	LOC119561120|XP_037730969.1|DSUP	LOC111603395|XP_023176729.2|DHYD
OG0009896	LOC119555942|XP_037723578.1|DSUP	LOC111604817|XP_023178805.2|DHYD, LOC111604818|XP_023178807.2|DHYD
OG0009897	LOC119556122|XP_037723940.1|DSUP	LOC111604941|XP_023178979.2|DHYD
OG0009898	LOC119546041|XP_037707993.1|DSUP	LOC111598542|XP_023169600.2|DHYD
OG0009899	LOC119560872|XP_037730478.1|DSUP	LOC111601489|XP_023173844.1|DHYD
OG0009900	LOC119547855|XP_037710814.1|DSUP, LOC119563303|XP_037732563.1|DSUP	LOC111594592|XP_023163721.1|DHYD
OG0009901	LOC119557977|XP_037726991.1|DSUP	LOC111600287|XP_023172107.1|DHYD, LOC115482804|XP_030078773.1|DHYD, LOC111600286|XP_030078637.1|DHYD
OG0009902	LOC119558197|XP_037727415.1|DSUP	LOC111601313|XP_023173605.2|DHYD
OG0009903	LOC119559959|XP_037729121.1|DSUP	LOC111603602|XP_023177032.1|DHYD
OG0009904	LOC119559978|XP_037729149.1|DSUP	LOC111601988|XP_023174643.2|DHYD
OG0009905	LOC119559865|XP_037728901.1|DSUP	LOC111605571|XP_023179921.1|DHYD
OG0009906	LOC119560452|XP_037729829.1|DSUP	LOC111605580|XP_023179952.2|DHYD
OG0009907	LOC119559791|XP_037728803.1|DSUP	LOC111600670|XP_023172686.2|DHYD
OG0009909	LOC119549005|XP_037712563.1|DSUP	LOC111598228|XP_023169156.2|DHYD
OG0009910	LOC119560981|XP_037730685.1|DSUP, LOC119560982|XP_037730686.1|DSUP	LOC111597399|XP_030080741.1|DHYD
OG0009911	LOC119551360|XP_037716609.1|DSUP	LOC111593663|XP_023162323.2|DHYD
OG0009912	LOC119547589|XP_037710436.1|DSUP	LOC111592572|XP_023160647.2|DHYD, LOC111592573|XP_023160652.2|DHYD
OG0009913	LOC119548304|XP_037711402.1|DSUP	LOC111597210|XP_023167546.2|DHYD
OG0009916	LOC119545966|XP_037707860.1|DSUP	LOC115483396|XP_030081044.1|DHYD, LOC115483002|XP_030079517.1|DHYD, LOC115483395|XP_030081035.1|DHYD
OG0009922	LOC119553334|XP_037719593.1|DSUP	LOC111604443|XP_023178281.1|DHYD
OG0009925	LOC119563160|XP_037732348.1|DSUP	LOC111604205|XP_023177930.1|DHYD
OG0009931	LOC119549218|XP_037713012.1|DSUP	LOC111594236|XP_023163216.1|DHYD
OG0009932	LOC119549613|XP_037713712.1|DSUP	LOC111594028|XP_023162909.2|DHYD
OG0009933	LOC119550044|XP_037714426.1|DSUP	LOC111605394|XP_023179661.2|DHYD
OG0009934	LOC119555576|XP_037722973.1|DSUP	LOC111593100|XP_030081851.1|DHYD
OG0009940	LOC119555702|XP_037723287.1|DSUP	LOC111596675|XP_023166747.2|DHYD
OG0009941	LOC119547961|XP_037710938.1|DSUP	LOC111599205|XP_023170569.1|DHYD
OG0009942	LOC119549684|XP_037713825.1|DSUP, LOC119559624|XP_037728588.1|DSUP, LOC119559623|XP_037728585.1|DSUP	LOC111594045|XP_023162927.2|DHYD
OG0009943	LOC119546985|XP_037709567.1|DSUP	LOC111592607|XP_023160705.2|DHYD
OG0009944	LOC119557129|XP_037725640.1|DSUP	LOC111605152|XP_030079442.1|DHYD
OG0009945	LOC119557406|XP_037726081.1|DSUP	LOC111602812|XP_023175878.2|DHYD
OG0009946	LOC119548591|XP_037711861.1|DSUP	LOC111604644|XP_023178558.1|DHYD
OG0009947	LOC119553585|XP_037719961.1|DSUP	LOC111594842|XP_023164076.2|DHYD
OG0009948	LOC119556466|XP_037724642.1|DSUP	LOC111601916|XP_023174531.1|DHYD
OG0009949	LOC119560930|XP_037730593.1|DSUP	LOC111604892|XP_030078772.1|DHYD
OG0009950	LOC119561437|XP_037731021.1|DSUP	LOC111592032|XP_023159794.2|DHYD
OG0009951	LOC119559858|XP_037728891.1|DSUP	LOC111596701|XP_023166788.1|DHYD
OG0009952	LOC119545792|XP_037707599.1|DSUP	LOC111595947|XP_023165686.1|DHYD
OG0009953	LOC119553992|XP_037720630.1|DSUP	LOC111596684|XP_023166756.1|DHYD
OG0009954	LOC119545741|XP_037707492.1|DSUP	LOC111592016|XP_023159775.2|DHYD
OG0009955	LOC119549320|XP_037713224.1|DSUP	LOC111593936|XP_023162783.1|DHYD
OG0009956	LOC119557586|XP_037726315.1|DSUP	LOC111593640|XP_030079439.1|DHYD
OG0009957	LOC119549554|XP_037713635.1|DSUP	LOC111594465|XP_023163533.1|DHYD
OG0009958	LOC119550467|XP_037715086.1|DSUP	LOC111603270|XP_023176550.1|DHYD
OG0009960	LOC119560457|XP_037729832.1|DSUP	LOC111602658|XP_023175598.2|DHYD
OG0009961	LOC119560117|XP_037729392.1|DSUP	LOC111602633|XP_023175563.2|DHYD
OG0009962	LOC119554587|XP_037721500.1|DSUP	LOC111605501|XP_023179818.1|DHYD
OG0009963	LOC119560661|XP_037730158.1|DSUP	LOC111603626|XP_023177062.1|DHYD
OG0009964	LOC119563358|XP_037732636.1|DSUP	LOC111601422|XP_023173765.2|DHYD
OG0009965	LOC119563107|XP_037732278.1|DSUP	LOC111592487|XP_023160475.2|DHYD
OG0009966	LOC119548819|XP_037712358.1|DSUP	LOC111595198|XP_023164563.2|DHYD
OG0009967	LOC119546770|XP_037709249.1|DSUP	LOC111595767|XP_023165417.2|DHYD
OG0009969	LOC119546807|XP_037709315.1|DSUP	LOC111592894|XP_023161102.1|DHYD
OG0009970	LOC119546556|XP_037708848.1|DSUP	LOC111605518|XP_023179844.1|DHYD
OG0009971	LOC119546343|XP_037708480.1|DSUP	LOC111603521|XP_023176917.2|DHYD
OG0009972	LOC119547127|XP_037709768.1|DSUP	LOC111594668|XP_023163843.2|DHYD
OG0009974	LOC119547640|XP_037710507.1|DSUP	LOC111600436|XP_023172297.2|DHYD
OG0009975	LOC119548118|XP_037711142.1|DSUP	LOC111602216|XP_023174960.2|DHYD
OG0009976	LOC119547120|XP_037709758.1|DSUP	LOC111592623|XP_023160726.1|DHYD
OG0009977	LOC119548670|XP_037712037.1|DSUP	LOC111604006|XP_023177631.2|DHYD
OG0009978	LOC119548671|XP_037712038.1|DSUP	LOC111603974|XP_023177588.1|DHYD
OG0009979	LOC119548231|XP_037711300.1|DSUP	LOC111603915|XP_023177507.1|DHYD
OG0009980	LOC119550396|XP_037714974.1|DSUP	LOC111593841|XP_023162654.2|DHYD
OG0009981	LOC119549861|XP_037714085.1|DSUP	LOC111600659|XP_023172653.2|DHYD
OG0009982	LOC119549862|XP_037714086.1|DSUP	LOC111600763|XP_023172809.2|DHYD
OG0009983	LOC119549043|XP_037712665.1|DSUP	LOC111593758|XP_023162536.1|DHYD
OG0009984	LOC119550841|XP_037715735.1|DSUP	LOC111593189|XP_023161574.2|DHYD
OG0009985	LOC119550382|XP_037714960.1|DSUP	LOC111592409|XP_023160356.1|DHYD
OG0009986	LOC119550839|XP_037715733.1|DSUP	LOC111593885|XP_023162719.1|DHYD
OG0009987	LOC119551097|XP_037716204.1|DSUP	LOC111600742|XP_023172788.2|DHYD
OG0009988	LOC119551728|XP_037717158.1|DSUP	LOC111600743|XP_023172790.1|DHYD
OG0009990	LOC119550258|XP_037714764.1|DSUP	LOC111595541|XP_023165094.1|DHYD
OG0009991	LOC119552037|XP_037717706.1|DSUP	LOC111601223|XP_030081968.1|DHYD
OG0009992	LOC119557153|XP_037725671.1|DSUP	LOC111598164|XP_023169021.1|DHYD
OG0009993	LOC119556836|XP_037725230.1|DSUP	LOC111592718|XP_030079341.1|DHYD
OG0009994	LOC119557556|XP_037726268.1|DSUP	LOC111604910|XP_023178924.1|DHYD
OG0009995	LOC119558389|XP_037727845.1|DSUP	LOC111598862|XP_023170076.2|DHYD
OG0009996	LOC119556717|XP_037725042.1|DSUP	LOC111605609|XP_023179992.1|DHYD
OG0009997	LOC119558138|XP_037727299.1|DSUP	LOC111596041|XP_023165845.1|DHYD
OG0009998	LOC119556665|XP_037724943.1|DSUP	LOC111591895|XP_030079558.1|DHYD
OG0009999	LOC119556517|XP_037724717.1|DSUP	LOC111593992|XP_030079405.1|DHYD
OG0010000	LOC119557807|XP_037726665.1|DSUP	LOC111603126|XP_023176368.1|DHYD
OG0010001	LOC119557403|XP_037726079.1|DSUP	LOC111598859|XP_023170069.2|DHYD
OG0010002	LOC119553395|XP_037719687.1|DSUP	LOC111596520|XP_023166552.2|DHYD
OG0010003	LOC119548885|XP_037712458.1|DSUP	LOC111592605|XP_023160702.1|DHYD
OG0010004	LOC119557626|XP_037726382.1|DSUP	LOC111597334|XP_030080075.1|DHYD
OG0010005	LOC119557266|XP_037725880.1|DSUP	LOC111596634|XP_023166689.1|DHYD
OG0010006	LOC119558202|XP_037727422.1|DSUP	LOC111603135|XP_023176378.2|DHYD
OG0010007	LOC119556438|XP_037724599.1|DSUP	LOC111597277|XP_023167661.1|DHYD
OG0010008	LOC119557847|XP_037726758.1|DSUP	LOC111603121|XP_023176363.1|DHYD
OG0010009	LOC119548638|XP_037711966.1|DSUP	LOC111594354|XP_023163382.2|DHYD
OG0010010	LOC119556792|XP_037725157.1|DSUP	LOC111593023|XP_023161333.2|DHYD
OG0010011	LOC119558060|XP_037727139.1|DSUP	LOC111605153|XP_030079441.1|DHYD
OG0010012	LOC119557751|XP_037726565.1|DSUP	LOC111594906|XP_030078882.1|DHYD
OG0010013	LOC119557740|XP_037726553.1|DSUP	LOC111605486|XP_023179795.1|DHYD
OG0010014	LOC119558381|XP_037727831.1|DSUP	LOC111593057|XP_023161399.1|DHYD
OG0010015	LOC119556479|XP_037724659.1|DSUP	LOC111605468|XP_023179757.1|DHYD
OG0010016	LOC119555892|XP_037723484.1|DSUP	LOC111592353|XP_023160278.1|DHYD
OG0010017	LOC119557741|XP_037726554.1|DSUP	LOC111605499|XP_023179820.1|DHYD
OG0010018	LOC119556288|XP_037724272.1|DSUP	LOC111596772|XP_023166890.2|DHYD
OG0010019	LOC119556462|XP_037724637.1|DSUP	LOC111600218|XP_023172007.1|DHYD
OG0010020	LOC119557082|XP_037725563.1|DSUP	LOC111593063|XP_023161407.1|DHYD
OG0010021	LOC119555929|XP_037723556.1|DSUP	LOC111605330|XP_023179567.1|DHYD
OG0010022	LOC119556530|XP_037724735.1|DSUP	LOC111598324|XP_023169294.1|DHYD
OG0010023	LOC119557559|XP_037726273.1|DSUP	LOC111591991|XP_023159720.1|DHYD
OG0010024	LOC119557769|XP_037726595.1|DSUP	LOC111591992|XP_023159721.2|DHYD
OG0010025	LOC119556988|XP_037725445.1|DSUP	LOC111592180|XP_023160018.1|DHYD
OG0010026	LOC119556454|XP_037724622.1|DSUP	LOC111603370|XP_023176690.2|DHYD
OG0010027	LOC119557096|XP_037725589.1|DSUP	LOC111603368|XP_023176687.2|DHYD
OG0010028	LOC119558223|XP_037727470.1|DSUP	LOC111601810|XP_023174376.1|DHYD
OG0010029	LOC119556599|XP_037724839.1|DSUP	LOC111598299|XP_023169254.1|DHYD
OG0010030	LOC119557786|XP_037726613.1|DSUP	LOC111597588|XP_023168159.2|DHYD
OG0010031	LOC119556778|XP_037725133.1|DSUP	LOC111597577|XP_023168147.2|DHYD
