Orthogroup	DSUP.longest_only	DPER.longest_only
OG0008612	LOC119550679|XP_037715467.1|DSUP	LOC6592950|XP_002017693.2|DPER
OG0008613	LOC119559873|XP_037728932.1|DSUP	LOC6598781|XP_002023923.1|DPER
OG0008614	LOC119556162|XP_037723995.1|DSUP	LOC6594821|XP_002020016.1|DPER, LOC6597446|XP_026846442.1|DPER
OG0008615	LOC119559934|XP_037729070.1|DSUP	LOC6594515|XP_002019498.1|DPER
OG0008616	LOC119561087|XP_037730891.1|DSUP	LOC6595027|XP_026839972.1|DPER
OG0008617	LOC119562934|XP_037732016.1|DSUP	LOC6595107|XP_002020181.2|DPER
OG0008619	LOC119546693|XP_037709099.1|DSUP	LOC113565757|XP_026844627.1|DPER
OG0008620	LOC119550894|XP_037715812.1|DSUP	LOC6592761|XP_002017813.1|DPER
OG0008621	LOC119560040|XP_037729271.1|DSUP	LOC6588130|XP_002013755.1|DPER, LOC6588032|XP_002013753.1|DPER
OG0008622	LOC119549646|XP_037713758.1|DSUP	LOC6590355|XP_026841958.1|DPER
OG0008623	LOC119559445|XP_037728472.1|DSUP	LOC6592652|XP_002017988.1|DPER
OG0008624	LOC119551504|XP_037716798.1|DSUP	LOC6592301|XP_026842848.1|DPER
OG0008625	LOC119549614|XP_037713714.1|DSUP	LOC6592922|XP_026842825.1|DPER
OG0008626	LOC119558774|XP_037727991.1|DSUP	LOC6602702|XP_026841535.1|DPER
OG0008627	LOC119553838|XP_037720400.1|DSUP	LOC6593606|XP_002018661.1|DPER, LOC6600585|XP_026847589.1|DPER
OG0008629	LOC119546211|XP_037708274.1|DSUP	LOC6593621|XP_002018990.2|DPER, LOC6593733|XP_026843124.1|DPER
OG0008630	LOC119549813|XP_037714050.1|DSUP	LOC6602029|XP_002027076.2|DPER
OG0008631	LOC119560949|XP_037730615.1|DSUP	LOC113566506|XP_026848232.1|DPER, LOC6587881|XP_026851236.1|DPER
OG0008632	LOC119545830|XP_037707671.1|DSUP	LOC6587943|XP_026839999.1|DPER
OG0008633	LOC119549690|XP_037713834.1|DSUP	LOC6590817|XP_026841172.1|DPER
OG0008634	LOC119562386|XP_037731499.1|DSUP, LOC119562381|XP_037731471.1|DSUP, LOC119562383|XP_037731485.1|DSUP	LOC6597929|XP_002023100.2|DPER
OG0008635	LOC119549239|XP_037713066.1|DSUP	LOC6592765|XP_002017817.1|DPER
OG0008636	LOC119563065|XP_037732207.1|DSUP	LOC6591396|XP_002017366.2|DPER
OG0008637	LOC119555072|XP_037722210.1|DSUP	LOC6601824|XP_002026890.1|DPER
OG0008638	LOC119563347|XP_037732625.1|DSUP	LOC6587559|XP_002013089.2|DPER
OG0008639	LOC119554478|XP_037721326.1|DSUP	LOC6587741|XP_002014071.1|DPER
OG0008640	LOC119560007|XP_037729209.1|DSUP, LOC119561024|XP_037730777.1|DSUP	LOC113564886|XP_026839902.1|DPER, LOC6588102|XP_026842922.1|DPER
OG0008641	LOC119562935|XP_037732018.1|DSUP	LOC6598254|XP_026846329.1|DPER, LOC6598253|XP_026846332.1|DPER
OG0008642	LOC119553706|XP_037720201.1|DSUP	LOC6598759|XP_002023793.1|DPER
OG0008643	LOC119546263|XP_037708364.1|DSUP	LOC6588204|XP_002013355.1|DPER
OG0008644	LOC119558419|XP_037727906.1|DSUP	LOC6595311|XP_002020438.1|DPER
OG0008645	LOC119547197|XP_037709865.1|DSUP	LOC6589489|XP_002015328.1|DPER
OG0008646	LOC119548820|XP_037712362.1|DSUP	LOC6589350|XP_002014801.1|DPER
OG0008647	LOC119547239|XP_037709946.1|DSUP	LOC6589085|XP_002014967.1|DPER
OG0008648	LOC119546714|XP_037709129.1|DSUP	LOC6589490|XP_002015329.1|DPER
OG0008649	LOC119551122|XP_037716234.1|DSUP, LOC119551067|XP_037716118.1|DSUP	LOC6603250|XP_002028227.1|DPER
OG0008650	LOC119557976|XP_037726976.1|DSUP	LOC6594256|XP_002019979.1|DPER
OG0008651	LOC119550010|XP_037714361.1|DSUP	LOC6590214|XP_002016070.1|DPER
OG0008652	LOC119551042|XP_037716081.1|DSUP	LOC6592883|XP_002018550.1|DPER
OG0008653	LOC119551232|XP_037716398.1|DSUP	LOC6590065|XP_002016397.1|DPER
OG0008654	LOC119550848|XP_037715742.1|DSUP, LOC119551161|XP_037716285.1|DSUP	LOC6591297|XP_002015626.1|DPER
OG0008655	LOC119551755|XP_037717210.1|DSUP, LOC119551756|XP_037717211.1|DSUP, LOC119551754|XP_037717207.1|DSUP	LOC6589983|XP_002015735.1|DPER
OG0008656	LOC119555999|XP_037723659.1|DSUP	LOC6597736|XP_026847046.1|DPER
OG0008657	LOC119558228|XP_037727475.1|DSUP	LOC6602880|XP_026845116.1|DPER
OG0008658	LOC119558026|XP_037727080.1|DSUP	LOC6599939|XP_026849241.1|DPER
OG0008659	LOC119549847|XP_037714068.1|DSUP, LOC119553686|XP_037720167.1|DSUP	LOC6600594|XP_002025649.2|DPER
OG0008660	LOC119553505|XP_037719852.1|DSUP	LOC113566835|XP_026849806.1|DPER, LOC6603992|XP_026850107.1|DPER, LOC113567142|XP_026850114.1|DPER
OG0008661	LOC119555092|XP_037722238.1|DSUP	LOC6600494|XP_026847559.1|DPER
OG0008662	LOC119562309|XP_037731392.1|DSUP	LOC6596160|XP_002021137.1|DPER
OG0008663	LOC119554623|XP_037721545.1|DSUP	LOC6602397|XP_026848479.1|DPER
OG0008664	LOC119558922|XP_037728050.1|DSUP, LOC119558923|XP_037728052.1|DSUP, LOC119558921|XP_037728049.1|DSUP, LOC119552937|XP_037718818.1|DSUP	LOC6600997|XP_002026152.1|DPER
OG0008665	LOC119546673|XP_037709060.1|DSUP	LOC6598090|XP_026843724.1|DPER, LOC6598120|XP_002023275.2|DPER
OG0008666	LOC119553978|XP_037720613.1|DSUP	LOC6595757|XP_002021338.1|DPER
OG0008667	LOC119555538|XP_037722898.1|DSUP	LOC6596017|XP_026845416.1|DPER
OG0008668	LOC119555003|XP_037722073.1|DSUP	LOC6592078|XP_026851196.1|DPER, LOC6591659|XP_002016854.1|DPER, LOC6598705|XP_002023884.1|DPER
OG0008669	LOC119547393|XP_037710170.1|DSUP	LOC6602447|XP_002027482.2|DPER
OG0008670	LOC119561113|XP_037730952.1|DSUP	LOC6588663|XP_026842903.1|DPER
OG0008671	LOC119548047|XP_037711055.1|DSUP, LOC119547536|XP_037710360.1|DSUP, LOC119548158|XP_037711189.1|DSUP	LOC6589857|XP_002015162.1|DPER, LOC113565562|XP_026843680.1|DPER
OG0008672	LOC119547651|XP_037710522.1|DSUP	LOC6589775|XP_002014718.1|DPER
OG0008673	LOC119548021|XP_037711020.1|DSUP	LOC6589573|XP_002014844.1|DPER, LOC113565625|XP_026843937.1|DPER
OG0008675	LOC119553570|XP_037719946.1|DSUP, LOC119552523|XP_037718070.1|DSUP	LOC6596993|XP_002022240.1|DPER
OG0008677	LOC119549092|XP_037712755.1|DSUP	LOC6587731|XP_002012748.1|DPER
OG0008679	LOC119557702|XP_037726504.1|DSUP	LOC113566266|XP_026846969.1|DPER
OG0008680	LOC119556789|XP_037725153.1|DSUP	LOC6599320|XP_002024563.2|DPER
OG0008681	LOC119556440|XP_037724602.1|DSUP	LOC6601765|XP_026846924.1|DPER
OG0008682	LOC119558214|XP_037727448.1|DSUP	LOC6601715|XP_026847003.1|DPER
OG0008683	LOC119557512|XP_037726212.1|DSUP	LOC6598371|XP_002023396.1|DPER
OG0008684	LOC119558315|XP_037727651.1|DSUP	LOC6599302|XP_002024235.2|DPER
OG0008685	LOC119549102|XP_037712765.1|DSUP	LOC6592729|XP_002018096.1|DPER
OG0008686	LOC119554267|XP_037721047.1|DSUP	LOC6595085|XP_002020147.2|DPER
OG0008687	LOC119549378|XP_037713343.1|DSUP	LOC6590999|XP_002016563.1|DPER
OG0008688	LOC119557735|XP_037726548.1|DSUP	LOC6600146|XP_002025263.1|DPER
OG0008689	LOC119560569|XP_037730016.1|DSUP	LOC6594318|XP_002019361.1|DPER
OG0008690	LOC119546063|XP_037708060.1|DSUP	LOC6593750|XP_026843738.1|DPER
OG0008691	LOC119554488|XP_037721346.1|DSUP	LOC6604228|XP_026847763.1|DPER
OG0008692	LOC119557080|XP_037725560.1|DSUP	LOC6598365|XP_002023440.2|DPER
OG0008694	LOC119557381|XP_037726053.1|DSUP	LOC6601729|XP_002026787.1|DPER
OG0008695	LOC119559418|XP_037728441.1|DSUP	LOC6603168|XP_002028164.1|DPER
OG0008696	LOC119547152|XP_037709803.1|DSUP	LOC6591853|XP_026850973.1|DPER
OG0008697	LOC119555258|XP_037722484.1|DSUP	LOC6601888|XP_002026937.1|DPER
OG0008698	LOC119556281|XP_037724261.1|DSUP	LOC6598454|XP_002023545.1|DPER
OG0008699	LOC119553271|XP_037719491.1|DSUP	LOC6603786|XP_026848085.1|DPER
OG0008700	LOC119559972|XP_037729136.1|DSUP	LOC6594411|XP_002019675.1|DPER
OG0008701	LOC119549680|XP_037713814.1|DSUP	LOC6601635|XP_002026638.1|DPER
OG0008702	LOC119555237|XP_037722448.1|DSUP	LOC6592160|XP_002017346.1|DPER
OG0008703	LOC119552933|XP_037718805.1|DSUP	LOC6601917|XP_002026966.1|DPER
OG0008704	LOC119547959|XP_037710937.1|DSUP	LOC6588901|XP_002014986.2|DPER
OG0008705	LOC119547859|XP_037710819.1|DSUP	LOC6593688|XP_026843761.1|DPER
OG0008706	LOC119555927|XP_037723557.1|DSUP	LOC6588535|XP_002013192.2|DPER
OG0008707	LOC119557971|XP_037726966.1|DSUP	LOC6598117|XP_026843260.1|DPER
OG0008708	LOC119558047|XP_037727123.1|DSUP	LOC6599109|XP_002024410.1|DPER
OG0008709	LOC119549262|XP_037713103.1|DSUP	LOC6587939|XP_002014083.1|DPER
OG0008710	LOC119562957|XP_037732060.1|DSUP	LOC6587483|XP_026843401.1|DPER
OG0008711	LOC119559827|XP_037728846.1|DSUP	LOC6594357|XP_026850241.1|DPER
OG0008712	LOC119551419|XP_037716689.1|DSUP	LOC6601352|XP_002026411.2|DPER
OG0008714	LOC119548767|XP_037712239.1|DSUP	LOC6589160|XP_002014891.1|DPER
OG0008715	LOC119563142|XP_037732327.1|DSUP, LOC119560791|XP_037730348.1|DSUP	LOC6588459|XP_002013202.1|DPER
OG0008716	LOC119553331|XP_037719594.1|DSUP	LOC6591996|XP_026844458.1|DPER
OG0008717	LOC119554426|XP_037721247.1|DSUP	LOC6599843|XP_026847278.1|DPER
OG0008718	LOC119549068|XP_037712702.1|DSUP	LOC6593043|XP_002017598.1|DPER
OG0008719	LOC119546496|XP_037708734.1|DSUP	LOC6588604|XP_026840356.1|DPER
OG0008721	LOC119557691|XP_037726492.1|DSUP	LOC113565934|XP_026845094.1|DPER
OG0008722	LOC119562916|XP_037731992.1|DSUP	LOC6594281|XP_026851201.1|DPER
OG0008723	LOC119553709|XP_037720217.1|DSUP	LOC6599606|XP_002024696.1|DPER
OG0008724	LOC119548108|XP_037711128.1|DSUP	LOC6589274|XP_002014452.1|DPER
OG0008725	LOC119551951|XP_037717569.1|DSUP	LOC6593266|XP_002017917.1|DPER
OG0008726	LOC119549874|XP_037714101.1|DSUP	LOC6591098|XP_002016253.2|DPER
OG0008727	LOC119563517|XP_037732899.1|DSUP	LOC6587218|XP_026844438.1|DPER
OG0008728	LOC119555296|XP_037722544.1|DSUP	LOC6598632|XP_002023844.1|DPER
OG0008729	LOC119556796|XP_037725160.1|DSUP	LOC6601759|XP_002026834.1|DPER
OG0008730	LOC119558083|XP_037727193.1|DSUP	LOC6602614|XP_002027641.1|DPER
OG0008731	LOC119545841|XP_037707734.1|DSUP	LOC6588522|XP_026851234.1|DPER
OG0008732	LOC119547065|XP_037709676.1|DSUP	LOC6602244|XP_026843180.1|DPER
OG0008734	LOC119560840|XP_037730419.1|DSUP	LOC6591319|XP_002017548.2|DPER
OG0008735	LOC119550389|XP_037714968.1|DSUP	LOC6593239|XP_002018360.1|DPER
OG0008736	LOC119551799|XP_037717275.1|DSUP	LOC6592825|XP_002017754.1|DPER
OG0008737	LOC119559253|XP_037728255.1|DSUP	LOC6594284|XP_002019610.2|DPER
OG0008738	LOC119561817|XP_037731222.1|DSUP	LOC6593653|XP_002019240.1|DPER
OG0008739	LOC119553703|XP_037720192.1|DSUP	LOC6601840|XP_002026871.1|DPER
OG0008740	LOC119550418|XP_037715008.1|DSUP	LOC6600947|XP_002026018.2|DPER
OG0008741	LOC119549767|XP_037713951.1|DSUP	LOC6592835|XP_026842726.1|DPER
OG0008742	LOC119554673|XP_037721603.1|DSUP, LOC119559630|XP_037728595.1|DSUP	LOC6596219|XP_026845246.1|DPER
OG0008743	LOC119551533|XP_037716851.1|DSUP	LOC6593057|XP_002018469.1|DPER
OG0008744	LOC119550823|XP_037715696.1|DSUP	LOC6591021|XP_002016373.1|DPER
OG0008745	LOC119558132|XP_037727293.1|DSUP	LOC6600661|XP_002025739.2|DPER
OG0008746	LOC119560227|XP_037729512.1|DSUP	LOC6594447|XP_026850348.1|DPER
OG0008747	LOC119553871|XP_037720452.1|DSUP	LOC6601151|XP_026848151.1|DPER
OG0008748	LOC119548412|XP_037711578.1|DSUP	LOC6595536|XP_026844016.1|DPER, LOC6595634|XP_002020677.2|DPER
OG0008749	LOC119548586|XP_037711847.1|DSUP	LOC6589732|XP_002015136.1|DPER
OG0008750	LOC119546986|XP_037709568.1|DSUP	LOC6589022|XP_026844141.1|DPER
OG0008751	LOC119560417|XP_037729781.1|DSUP, LOC119560418|XP_037729782.1|DSUP	LOC6594121|XP_002019543.2|DPER, LOC6594122|XP_002019544.1|DPER
OG0008752	LOC119562915|XP_037731990.1|DSUP	LOC6594280|XP_026851246.1|DPER
OG0008753	LOC119554229|XP_037720987.1|DSUP	LOC6599002|XP_002024070.1|DPER, LOC6599006|XP_002024074.1|DPER
OG0008755	LOC119552635|XP_037718250.1|DSUP	LOC6587499|XP_002013064.2|DPER
OG0008756	LOC119560226|XP_037729511.1|DSUP	LOC6588341|XP_002013964.1|DPER
OG0008757	LOC119560137|XP_037729417.1|DSUP	LOC6588296|XP_002013792.2|DPER
OG0008758	LOC119547117|XP_037709755.1|DSUP	LOC6595603|XP_026843987.1|DPER
OG0008759	LOC119547740|XP_037710659.1|DSUP	LOC6589845|XP_026844251.1|DPER
OG0008760	LOC119547055|XP_037709661.1|DSUP	LOC6596630|XP_002021638.2|DPER
OG0008761	LOC119548236|XP_037711305.1|DSUP	LOC6591100|XP_002016254.1|DPER, LOC6593513|XP_002019204.1|DPER
OG0008762	LOC119551750|XP_037717204.1|DSUP	LOC6589984|XP_002015736.1|DPER
OG0008763	LOC119562349|XP_037731440.1|DSUP	LOC6593570|XP_026844601.1|DPER
OG0008764	LOC119548321|XP_037711430.1|DSUP	LOC113565453|XP_026843276.1|DPER, LOC6598003|XP_002023228.2|DPER, LOC113565405|XP_026843093.1|DPER
OG0008765	LOC119550417|XP_037715006.1|DSUP	LOC6603453|XP_002028445.1|DPER
OG0008767	LOC119550391|XP_037714970.1|DSUP	LOC6592884|XP_002018551.1|DPER
OG0008768	LOC119550166|XP_037714629.1|DSUP	LOC6601299|XP_026841604.1|DPER
OG0008769	LOC119548990|XP_037712518.1|DSUP	LOC6601621|XP_002026657.1|DPER
OG0008770	LOC119551264|XP_037716449.1|DSUP	LOC6589971|XP_002015607.2|DPER, LOC6594914|XP_002020122.1|DPER
OG0008771	LOC119552110|XP_037717823.1|DSUP	LOC6591041|XP_002016633.2|DPER, LOC6591039|XP_002016631.1|DPER
OG0008772	LOC119551534|XP_037716852.1|DSUP	LOC6593056|XP_002018468.1|DPER
OG0008773	LOC119550240|XP_037714738.1|DSUP	LOC6590321|XP_026842280.1|DPER
OG0008774	LOC119550257|XP_037714761.1|DSUP	LOC6593112|XP_002018341.2|DPER
OG0008775	LOC119552102|XP_037717815.1|DSUP	LOC6590154|XP_002016321.1|DPER
OG0008776	LOC119551693|XP_037717090.1|DSUP	LOC6590755|XP_002016147.1|DPER
OG0008777	LOC119549291|XP_037713168.1|DSUP	LOC6590777|XP_026841686.1|DPER
OG0008778	LOC119549187|XP_037712944.1|DSUP	LOC6601294|XP_026841587.1|DPER
OG0008779	LOC119556377|XP_037724473.1|DSUP	LOC6598575|XP_002023638.1|DPER
OG0008780	LOC119559928|XP_037729062.1|DSUP	LOC6591978|XP_002017022.1|DPER
OG0008781	LOC119557482|XP_037726179.1|DSUP	LOC6600030|XP_026849229.1|DPER
OG0008782	LOC119552634|XP_037718241.1|DSUP	LOC6602713|XP_026849452.1|DPER
OG0008783	LOC119550747|XP_037715595.1|DSUP	LOC6590445|XP_002015872.1|DPER
OG0008784	LOC119552859|XP_037718671.1|DSUP	LOC6601792|XP_002026851.1|DPER
OG0008785	LOC119553202|XP_037719383.1|DSUP	LOC113567105|XP_026850083.1|DPER, LOC113567103|XP_026850081.1|DPER, LOC113567104|XP_026850082.1|DPER, LOC6604536|XP_002029425.2|DPER
OG0008786	LOC119547791|XP_037710733.1|DSUP	LOC6596547|XP_002021684.2|DPER, LOC6596548|XP_026843624.1|DPER
OG0008787	LOC119555618|XP_037723065.1|DSUP	LOC113566445|XP_026847822.1|DPER
OG0008788	LOC119555386|XP_037722658.1|DSUP	LOC6602931|XP_026848847.1|DPER
OG0008789	LOC119555002|XP_037722072.1|DSUP	LOC6599546|XP_026849422.1|DPER
OG0008790	LOC119550649|XP_037715416.1|DSUP	LOC6590324|XP_026840587.1|DPER
OG0008791	LOC119550855|XP_037715755.1|DSUP	LOC6590287|XP_002016344.1|DPER
OG0008792	LOC119551090|XP_037716193.1|DSUP	LOC6601612|XP_002026648.1|DPER
OG0008793	LOC119559429|XP_037728455.1|DSUP	LOC6603173|XP_002028166.1|DPER
OG0008794	LOC119546052|XP_037708044.1|DSUP	LOC6588882|XP_002015335.1|DPER
OG0008795	LOC119546032|XP_037707982.1|DSUP	LOC6591623|XP_026846414.1|DPER
OG0008796	LOC119563299|XP_037732556.1|DSUP	LOC6591327|XP_002016925.1|DPER, LOC6592067|XP_002016923.1|DPER
OG0008797	LOC119560891|XP_037730513.1|DSUP	LOC6588228|XP_002012915.2|DPER
OG0008798	LOC119554211|XP_037720944.1|DSUP, LOC119560384|XP_037729734.1|DSUP	LOC6595321|XP_026851038.1|DPER, LOC6595315|XP_026850457.1|DPER
OG0008799	LOC119549578|XP_037713663.1|DSUP	LOC6590842|XP_002015774.1|DPER
OG0008801	LOC119554069|XP_037720739.1|DSUP, LOC119555000|XP_037722070.1|DSUP, LOC119554340|XP_037721133.1|DSUP	LOC113566443|XP_026847783.1|DPER, LOC6598994|XP_002024031.1|DPER, LOC113567407|XP_026850941.1|DPER
OG0008806	LOC119557687|XP_037726485.1|DSUP	LOC6602850|XP_002027871.1|DPER
OG0008807	LOC119558271|XP_037727570.1|DSUP	LOC6598137|XP_026846290.1|DPER
OG0008808	LOC119556208|XP_037724095.1|DSUP	LOC6600775|XP_026845174.1|DPER
OG0008809	LOC119548832|XP_037712380.1|DSUP	LOC6595277|XP_026840851.1|DPER
OG0008811	LOC119548668|XP_037712036.1|DSUP	LOC6594819|XP_026843871.1|DPER
OG0008813	LOC119560716|XP_037730256.1|DSUP	LOC6587898|XP_002013732.2|DPER
OG0008814	LOC119551053|XP_037716100.1|DSUP	LOC6591049|XP_002016560.1|DPER
OG0008816	LOC119554963|XP_037722017.1|DSUP	LOC6600535|XP_002025722.1|DPER
OG0008819	LOC119551020|XP_037716003.1|DSUP	LOC6593242|XP_002018363.1|DPER
OG0008820	LOC119548084|XP_037711098.1|DSUP	LOC6589550|XP_026843910.1|DPER
OG0008822	LOC119546674|XP_037709062.1|DSUP	LOC6588973|XP_002014336.1|DPER
OG0008824	LOC119555299|XP_037722543.1|DSUP	LOC6590166|XP_026842030.1|DPER
OG0008825	LOC119555491|XP_037722828.1|DSUP	LOC6595905|XP_002021444.1|DPER
OG0008829	LOC119556031|XP_037723740.1|DSUP	LOC6600702|XP_002025866.1|DPER
OG0008830	LOC119557263|XP_037725876.1|DSUP	LOC6601746|XP_026847034.1|DPER
OG0008831	LOC119556973|XP_037725417.1|DSUP	LOC6600449|XP_026848417.1|DPER
OG0008832	LOC119556972|XP_037725414.1|DSUP	LOC6600448|XP_026848393.1|DPER
OG0008833	LOC119555840|XP_037723397.1|DSUP	LOC6598159|XP_026846295.1|DPER
OG0008834	LOC119556148|XP_037723977.1|DSUP	LOC113565960|XP_026845192.1|DPER
OG0008835	LOC119563476|XP_037732828.1|DSUP	LOC113564906|XP_026840036.1|DPER
OG0008836	LOC119550994|XP_037715968.1|DSUP	LOC6590006|XP_026842487.1|DPER
OG0008837	LOC119551538|XP_037716855.1|DSUP	LOC6590935|XP_026842715.1|DPER
OG0008838	LOC119547306|XP_037710032.1|DSUP	LOC6588921|XP_002014483.1|DPER
OG0008839	LOC119550182|XP_037714647.1|DSUP	LOC6590200|XP_002015831.1|DPER
OG0008840	LOC119545943|XP_037707817.1|DSUP	LOC6596436|XP_002021617.1|DPER
OG0008841	LOC119552539|XP_037718087.1|DSUP	LOC113566618|XP_026848854.1|DPER
OG0008842	LOC119549825|XP_037714031.1|DSUP	LOC6592563|XP_002018245.2|DPER
OG0008843	LOC119555322|XP_037722578.1|DSUP	LOC6601065|XP_002026089.1|DPER
OG0008845	LOC119547050|XP_037709655.1|DSUP	LOC6596413|XP_002021598.1|DPER
OG0008846	LOC119555530|XP_037722887.1|DSUP	LOC6589287|XP_002014274.2|DPER
OG0008847	LOC119560910|XP_037730539.1|DSUP	LOC6591830|XP_002016980.1|DPER
OG0008848	LOC119549873|XP_037714100.1|DSUP	LOC6592620|XP_002018496.2|DPER
OG0008849	LOC119556506|XP_037724695.1|DSUP	LOC113566620|XP_026848888.1|DPER
OG0008850	LOC119550975|XP_037715937.1|DSUP	LOC6593183|XP_002017898.1|DPER
OG0008851	LOC119548016|XP_037711014.1|DSUP	LOC6596623|XP_002021631.1|DPER
OG0008852	LOC119549493|XP_037713525.1|DSUP	LOC6591086|XP_026842853.1|DPER
OG0008854	LOC119547169|XP_037709824.1|DSUP	LOC6589377|XP_002015049.2|DPER
OG0008855	LOC119556239|XP_037724201.1|DSUP	LOC6599218|XP_026848266.1|DPER
OG0008856	LOC119548348|XP_037711527.1|DSUP	LOC6602008|XP_002027036.1|DPER
OG0008857	LOC119553589|XP_037719967.1|DSUP	LOC6597138|XP_002022326.1|DPER
OG0008858	LOC119563117|XP_037732289.1|DSUP	LOC6591609|XP_002017104.1|DPER
OG0008859	LOC119554796|XP_037721773.1|DSUP	LOC6602812|XP_002027814.2|DPER
OG0008860	LOC119556537|XP_037724750.1|DSUP	LOC6594975|XP_002020494.1|DPER
OG0008861	LOC119549073|XP_037712709.1|DSUP	LOC6592210|XP_002017770.1|DPER
OG0008862	LOC119559285|XP_037728290.1|DSUP, LOC119563338|XP_037732613.1|DSUP	LOC6591322|XP_026845585.1|DPER
OG0008863	LOC119547812|XP_037710761.1|DSUP	LOC113565557|XP_026843671.1|DPER
OG0008864	LOC119550708|XP_037715515.1|DSUP	LOC6592590|XP_002018072.2|DPER
OG0008865	LOC119548503|XP_037711710.1|DSUP	LOC6595449|XP_026844208.1|DPER
OG0008866	LOC119548146|XP_037711172.1|DSUP	LOC6595574|XP_026844391.1|DPER
OG0008867	LOC119558275|XP_037727578.1|DSUP	LOC6598360|XP_002023435.1|DPER
OG0008868	LOC119550782|XP_037715642.1|DSUP	LOC6593020|XP_002018261.2|DPER
OG0008869	LOC119553293|XP_037719535.1|DSUP, LOC119546114|XP_037708131.1|DSUP	LOC6596171|XP_002021148.1|DPER
OG0008870	LOC119553052|XP_037719091.1|DSUP	LOC113566471|XP_026848004.1|DPER
OG0008871	LOC119553733|XP_037720250.1|DSUP	LOC6601518|XP_026848010.1|DPER
OG0008872	LOC119547750|XP_037710674.1|DSUP	LOC6595414|XP_002020887.1|DPER
OG0008873	LOC119548524|XP_037711744.1|DSUP	LOC6588357|XP_026842613.1|DPER, LOC113565469|XP_026843369.1|DPER, LOC6593728|XP_002019106.2|DPER
OG0008874	LOC119551916|XP_037717465.1|DSUP	LOC6590529|XP_002016398.1|DPER
OG0008875	LOC119550051|XP_037714434.1|DSUP	LOC6592220|XP_002018490.1|DPER
OG0008876	LOC119563179|XP_037732382.1|DSUP	LOC6602001|XP_026846796.1|DPER
OG0008877	LOC119554423|XP_037721243.1|DSUP	LOC6595970|XP_026845354.1|DPER
OG0008878	LOC119547935|XP_037710910.1|DSUP	LOC6591926|XP_026849375.1|DPER, LOC6593532|XP_002018719.1|DPER
OG0008879	LOC119550207|XP_037714684.1|DSUP	LOC6592621|XP_026842538.1|DPER
OG0008880	LOC119545807|XP_037707618.1|DSUP	LOC6596917|XP_026845500.1|DPER
OG0008881	LOC119550723|XP_037715549.1|DSUP	LOC6601304|XP_002026342.1|DPER
OG0008882	LOC119547270|XP_037709980.1|DSUP	LOC6588918|XP_002014480.2|DPER
OG0008883	LOC119545688|XP_037707358.1|DSUP	LOC6592146|XP_002017282.1|DPER
OG0008884	LOC119555691|XP_037723276.1|DSUP	LOC6592009|XP_002017437.1|DPER
OG0008885	LOC119547305|XP_037710031.1|DSUP	LOC6598061|XP_002023154.2|DPER
OG0008886	LOC119550680|XP_037715469.1|DSUP	LOC6601627|XP_002026630.2|DPER
OG0008887	LOC119549708|XP_037713863.1|DSUP	LOC6592554|XP_002017932.1|DPER
OG0008888	LOC119552901|XP_037718754.1|DSUP	LOC6601487|XP_002026547.2|DPER
OG0008889	LOC119551089|XP_037716192.1|DSUP	LOC6601618|XP_002026654.2|DPER
OG0008890	LOC119560672|XP_037730173.1|DSUP	LOC6594470|XP_002019415.2|DPER, LOC6594151|XP_002019390.2|DPER
OG0008891	LOC119552727|XP_037718406.1|DSUP	LOC6599724|XP_026847258.1|DPER
OG0008892	LOC119549923|XP_037714183.1|DSUP	LOC6592744|XP_026841222.1|DPER
OG0008893	LOC119555564|XP_037722941.1|DSUP	LOC6599594|XP_002024714.1|DPER
OG0008894	LOC119547698|XP_037710601.1|DSUP	LOC6594765|XP_026848114.1|DPER
OG0008895	LOC119560568|XP_037730015.1|DSUP	LOC6594319|XP_026840186.1|DPER
OG0008896	LOC119555609|XP_037723036.1|DSUP	LOC6596061|XP_026845405.1|DPER
OG0008897	LOC119563529|XP_037732928.1|DSUP	LOC6594153|XP_026842480.1|DPER
OG0008898	LOC119549807|XP_037714003.1|DSUP	LOC6590533|XP_026841855.1|DPER
OG0008899	LOC119546182|XP_037708234.1|DSUP	LOC6589402|XP_002015291.1|DPER
OG0008900	LOC119547213|XP_037709891.1|DSUP	LOC6589445|XP_026844401.1|DPER
OG0008901	LOC119553886|XP_037720474.1|DSUP	LOC6595955|XP_002021083.2|DPER
OG0008902	LOC119551734|XP_037717208.1|DSUP	LOC6602011|XP_026846854.1|DPER
OG0008903	LOC119547171|XP_037709829.1|DSUP	LOC6589525|XP_002015048.1|DPER
OG0008904	LOC119550959|XP_037715915.1|DSUP	LOC6590289|XP_026840615.1|DPER
OG0008905	LOC119552166|XP_037717961.1|DSUP	LOC6602004|XP_026846902.1|DPER
OG0008906	LOC119554389|XP_037721199.1|DSUP	LOC113566667|XP_026849089.1|DPER
OG0008907	LOC119552769|XP_037718509.1|DSUP	LOC6592122|XP_002016829.2|DPER
OG0008908	LOC119559932|XP_037729067.1|DSUP	LOC6594514|XP_002019497.2|DPER
OG0008909	LOC119563159|XP_037732347.1|DSUP	LOC6594770|XP_002020084.1|DPER
OG0008910	LOC119563070|XP_037732213.1|DSUP	LOC6595029|XP_002019994.2|DPER
OG0008911	LOC119556235|XP_037724198.1|DSUP, LOC119556227|XP_037724173.1|DSUP	LOC6588456|XP_002013199.2|DPER
