Orthogroup	DSUP.longest_only	CQUI.longest_only
OG0007448	LOC119550972|XP_037715935.1|DSUP	LOC6054195|XP_038109726.1|CQUI
OG0007449	LOC119554873|XP_037721886.1|DSUP	LOC6048688|XP_038111186.1|CQUI
OG0007450	LOC119548816|XP_037712337.1|DSUP	LOC6048689|XP_001865568.2|CQUI
OG0007451	LOC119555457|XP_037722786.1|DSUP	LOC6032416|XP_038107925.1|CQUI
OG0007452	LOC119555451|XP_037722755.1|DSUP	LOC6052139|XP_001868453.2|CQUI
OG0007453	LOC119553999|XP_037720634.1|DSUP	LOC6032409|XP_038109767.1|CQUI
OG0007454	LOC119555607|XP_037723032.1|DSUP	LOC6045051|XP_038113060.1|CQUI
OG0007455	LOC119551031|XP_037716020.1|DSUP	LOC6052625|XP_038110734.1|CQUI
OG0007456	LOC119558312|XP_037727645.1|DSUP	LOC6052628|XP_038111283.1|CQUI
OG0007457	LOC119552498|XP_037718030.1|DSUP	LOC6033401|XP_038108190.1|CQUI
OG0007458	LOC119562425|XP_037731541.1|DSUP	LOC6033396|XP_001843852.1|CQUI
OG0007459	LOC119545720|XP_037707463.1|DSUP	LOC6033398|XP_001843853.2|CQUI
OG0007460	LOC119550939|XP_037715892.1|DSUP	LOC6033391|XP_001843846.1|CQUI
OG0007461	LOC119552723|XP_037718401.1|DSUP	LOC6040077|XP_038107629.1|CQUI
OG0007462	LOC119555036|XP_037722111.1|DSUP	LOC6040080|XP_001849549.1|CQUI
OG0007463	LOC119555540|XP_037722901.1|DSUP	LOC6040081|XP_038111834.1|CQUI
OG0007464	LOC119555587|XP_037722988.1|DSUP	LOC6040082|XP_038108942.1|CQUI
OG0007465	LOC119553542|XP_037719908.1|DSUP	LOC6035464|XP_038113361.1|CQUI
OG0007466	LOC119549171|XP_037712899.1|DSUP	LOC6033417|XP_038112021.1|CQUI
OG0007467	LOC119551395|XP_037716649.1|DSUP	LOC6033411|XP_038113725.1|CQUI
OG0007468	LOC119551993|XP_037717641.1|DSUP	LOC6038551|XP_001848337.2|CQUI
OG0007469	LOC119553177|XP_037719345.1|DSUP	LOC6034243|XP_001844589.2|CQUI
OG0007470	LOC119546329|XP_037708457.1|DSUP	LOC119767800|XP_038113259.1|CQUI
OG0007471	LOC119551972|XP_037717614.1|DSUP	LOC6051162|XP_038110767.1|CQUI
OG0007472	LOC119557580|XP_037726309.1|DSUP	LOC6048276|XP_001865216.2|CQUI
OG0007473	LOC119555118|XP_037722270.1|DSUP	LOC6045980|XP_001863250.2|CQUI
OG0007474	LOC119550513|XP_037715147.1|DSUP	LOC6043659|XP_038112098.1|CQUI
OG0007475	LOC119553600|XP_037719984.1|DSUP	LOC6049071|XP_001865890.2|CQUI
OG0007476	LOC119556807|XP_037725187.1|DSUP	LOC6040770|XP_038112122.1|CQUI
OG0007477	LOC119556805|XP_037725176.1|DSUP	LOC6051638|XP_038114197.1|CQUI
OG0007478	LOC119547391|XP_037710167.1|DSUP	LOC6040783|XP_038111206.1|CQUI
OG0007479	LOC119557665|XP_037726454.1|DSUP	LOC6051163|XP_001867645.2|CQUI
OG0007480	LOC119563401|XP_037732689.1|DSUP	LOC6051165|XP_038112960.1|CQUI
OG0007481	LOC119555155|XP_037722311.1|DSUP	LOC6037974|XP_001847824.2|CQUI
OG0007482	LOC119546808|XP_037709316.1|DSUP	LOC6045068|XP_001862480.2|CQUI
OG0007483	LOC119550884|XP_037715799.1|DSUP	LOC6051367|XP_038114427.1|CQUI
OG0007484	LOC119556711|XP_037725037.1|DSUP	LOC119766793|XP_038108541.1|CQUI
OG0007485	LOC119556207|XP_037724094.1|DSUP	LOC6042625|XP_001870687.2|CQUI
OG0007486	LOC119557504|XP_037726205.1|DSUP	LOC6042627|XP_001870689.2|CQUI
OG0007487	LOC119563224|XP_037732458.1|DSUP	LOC6042623|XP_038108537.1|CQUI
OG0007488	LOC119554119|XP_037720816.1|DSUP	LOC6037713|XP_038114458.1|CQUI
OG0007489	LOC119553010|XP_037718982.1|DSUP	LOC6037720|XP_038114456.1|CQUI
OG0007490	LOC119556907|XP_037725322.1|DSUP	LOC6037735|XP_038111156.1|CQUI
OG0007491	LOC119557576|XP_037726301.1|DSUP	LOC6037736|XP_038111158.1|CQUI
OG0007492	LOC119550481|XP_037715098.1|DSUP	LOC6037743|XP_038108632.1|CQUI
OG0007493	LOC119557349|XP_037726014.1|DSUP	LOC6035956|XP_038114264.1|CQUI
OG0007494	LOC119548244|XP_037711312.1|DSUP	LOC6035935|XP_038107134.1|CQUI
OG0007495	LOC119557831|XP_037726719.1|DSUP	LOC6035931|XP_001846041.2|CQUI
OG0007496	LOC119554591|XP_037721502.1|DSUP	LOC6038572|XP_038110567.1|CQUI
OG0007497	LOC119553213|XP_037719398.1|DSUP	LOC6038570|XP_038108672.1|CQUI
OG0007498	LOC119552754|XP_037718473.1|DSUP	LOC6035701|XP_038114470.1|CQUI
OG0007499	LOC119555654|XP_037723161.1|DSUP	LOC6035699|XP_038107936.1|CQUI
OG0007500	LOC119555655|XP_037723164.1|DSUP	LOC6035698|XP_038111230.1|CQUI
OG0007501	LOC119553730|XP_037720246.1|DSUP	LOC6035686|XP_038110155.1|CQUI
OG0007502	LOC119563367|XP_037732646.1|DSUP	LOC119767968|XP_038114006.1|CQUI
OG0007503	LOC119547388|XP_037710164.1|DSUP	LOC6051246|XP_038114015.1|CQUI
OG0007504	LOC119553440|XP_037719758.1|DSUP	LOC6051242|XP_001867712.2|CQUI
OG0007505	LOC119554327|XP_037721120.1|DSUP	LOC6051244|XP_038110939.1|CQUI
OG0007506	LOC119553319|XP_037719577.1|DSUP	LOC6048606|XP_001865502.2|CQUI
OG0007507	LOC119546517|XP_037708774.1|DSUP	LOC6036084|XP_038107959.1|CQUI
OG0007508	LOC119547466|XP_037710279.1|DSUP	LOC6048207|XP_001865160.2|CQUI
OG0007509	LOC119546251|XP_037708333.1|DSUP	LOC6035871|XP_038110787.1|CQUI
OG0007510	LOC119549984|XP_037714316.1|DSUP	LOC6037818|XP_001847693.2|CQUI
OG0007511	LOC119546194|XP_037708247.1|DSUP	LOC6053361|XP_001869460.1|CQUI
OG0007512	LOC119559818|XP_037728836.1|DSUP	LOC6052892|XP_038112264.1|CQUI
OG0007513	LOC119548210|XP_037711272.1|DSUP	LOC119767764|XP_038113137.1|CQUI
OG0007514	LOC119555240|XP_037722447.1|DSUP	LOC6034175|XP_001844530.2|CQUI
OG0007515	LOC119548549|XP_037711773.1|DSUP	LOC6044272|XP_001861805.2|CQUI
OG0007516	LOC119548812|XP_037712331.1|DSUP	LOC6034184|XP_038109178.1|CQUI
OG0007517	LOC119552655|XP_037718285.1|DSUP	LOC6044479|XP_038112221.1|CQUI
OG0007518	LOC119549969|XP_037714292.1|DSUP	LOC6034194|XP_001844549.2|CQUI
OG0007519	LOC119550491|XP_037715110.1|DSUP	LOC6042934|XP_038108491.1|CQUI
OG0007520	LOC119557667|XP_037726459.1|DSUP	LOC6035894|XP_001846007.2|CQUI
OG0007521	LOC119555915|XP_037723541.1|DSUP	LOC6037827|XP_038112095.1|CQUI
OG0007522	LOC119558081|XP_037727191.1|DSUP	LOC6053988|XP_001869977.1|CQUI
OG0007523	LOC119550563|XP_037715280.1|DSUP	LOC6035906|XP_038108572.1|CQUI
OG0007524	LOC119546472|XP_037708684.1|DSUP	LOC6031688|XP_001842428.2|CQUI
OG0007525	LOC119548490|XP_037711693.1|DSUP	LOC119767841|XP_038113432.1|CQUI
OG0007526	LOC119561980|XP_037731303.1|DSUP	LOC6049705|XP_001866424.2|CQUI
OG0007527	LOC119555382|XP_037722654.1|DSUP	LOC6053332|XP_038111250.1|CQUI
OG0007528	LOC119559457|XP_037728488.1|DSUP	LOC6034233|XP_038109310.1|CQUI
OG0007529	LOC119550106|XP_037714515.1|DSUP	LOC6042169|XP_038110930.1|CQUI
OG0007530	LOC119563254|XP_037732496.1|DSUP	LOC6034675|XP_038108405.1|CQUI
OG0007531	LOC119559399|XP_037728391.1|DSUP	LOC6034672|XP_001844960.1|CQUI
OG0007532	LOC119551408|XP_037716676.1|DSUP	LOC6034655|XP_001844944.2|CQUI
OG0007534	LOC119554942|XP_037721980.1|DSUP	LOC119767738|XP_038113026.1|CQUI
OG0007535	LOC119553930|XP_037720546.1|DSUP	LOC6045963|XP_038113821.1|CQUI
OG0007536	LOC119545698|XP_037707382.1|DSUP	LOC6045961|XP_038111765.1|CQUI
OG0007537	LOC119555568|XP_037722947.1|DSUP	LOC6045974|XP_038108038.1|CQUI
OG0007538	LOC119553171|XP_037719335.1|DSUP	LOC6037853|XP_038108081.1|CQUI
OG0007539	LOC119546735|XP_037709158.1|DSUP	LOC6037839|XP_001847712.2|CQUI
OG0007540	LOC119548534|XP_037711759.1|DSUP	LOC6037837|XP_001847711.2|CQUI
OG0007541	LOC119559370|XP_037728336.1|DSUP	LOC6037836|XP_001847710.2|CQUI
OG0007542	LOC119549678|XP_037713809.1|DSUP	LOC6037834|XP_001847708.2|CQUI
OG0007543	LOC119563151|XP_037732341.1|DSUP	LOC6049144|XP_038107226.1|CQUI
OG0007544	LOC119554038|XP_037720693.1|DSUP	LOC6049878|XP_038112267.1|CQUI
OG0007545	LOC119547868|XP_037710831.1|DSUP	LOC6049137|XP_001865940.1|CQUI
OG0007546	LOC119562912|XP_037731984.1|DSUP	LOC119767832|XP_038113366.1|CQUI
OG0007547	LOC119550376|XP_037714951.1|DSUP	LOC6032319|XP_038107131.1|CQUI
OG0007548	LOC119553358|XP_037719628.1|DSUP	LOC6038347|XP_038107324.1|CQUI
OG0007549	LOC119553951|XP_037720573.1|DSUP	LOC6038354|XP_038109030.1|CQUI
OG0007550	LOC119553042|XP_037719035.1|DSUP	LOC6045578|XP_038112432.1|CQUI
OG0007551	LOC119550743|XP_037715587.1|DSUP	LOC6045576|XP_038109319.1|CQUI
OG0007552	LOC119546877|XP_037709413.1|DSUP	LOC6045577|XP_038113560.1|CQUI
OG0007553	LOC119547129|XP_037709770.1|DSUP	LOC6045581|XP_001862921.2|CQUI
OG0007554	LOC119552571|XP_037718123.1|DSUP	LOC6042350|XP_038110848.1|CQUI
OG0007555	LOC119552100|XP_037717811.1|DSUP	LOC6042354|XP_038111049.1|CQUI
OG0007556	LOC119551466|XP_037716747.1|DSUP	LOC6042355|XP_038112334.1|CQUI
OG0007557	LOC119550546|XP_037715204.1|DSUP	LOC6042357|XP_038113600.1|CQUI
OG0007558	LOC119549760|XP_037713931.1|DSUP	LOC6042374|XP_038113420.1|CQUI
OG0007559	LOC119548126|XP_037711151.1|DSUP	LOC6042377|XP_001851502.1|CQUI
OG0007560	LOC119553406|XP_037719707.1|DSUP	LOC6040183|XP_038112146.1|CQUI
OG0007561	LOC119553049|XP_037719087.1|DSUP	LOC119768045|XP_038114296.1|CQUI
OG0007562	LOC119552792|XP_037718551.1|DSUP	LOC6044037|XP_038114235.1|CQUI
OG0007563	LOC119554185|XP_037720907.1|DSUP	LOC6053991|XP_001869981.1|CQUI
OG0007564	LOC119554064|XP_037720733.1|DSUP	LOC6053387|XP_001869485.2|CQUI
OG0007565	LOC119546703|XP_037709114.1|DSUP	LOC119767243|XP_038111316.1|CQUI
OG0007566	LOC119549157|XP_037712871.1|DSUP	LOC119766669|XP_038107784.1|CQUI
OG0007567	LOC119546836|XP_037709361.1|DSUP	LOC6049868|XP_001866559.1|CQUI
OG0007568	LOC119549841|XP_037714061.1|DSUP	LOC6049869|XP_001866560.2|CQUI
OG0007569	LOC119550020|XP_037714372.1|DSUP	LOC6043097|XP_038111959.1|CQUI
OG0007570	LOC119549839|XP_037714059.1|DSUP	LOC6043109|XP_038109776.1|CQUI
OG0007571	LOC119549523|XP_037713566.1|DSUP	LOC6043107|XP_001855864.2|CQUI
OG0007572	LOC119548815|XP_037712336.1|DSUP	LOC6049650|XP_038113671.1|CQUI
OG0007573	LOC119548994|XP_037712529.1|DSUP	LOC6043046|XP_038111748.1|CQUI
OG0007574	LOC119552010|XP_037717668.1|DSUP	LOC6043052|XP_001855172.1|CQUI
OG0007575	LOC119550464|XP_037715078.1|DSUP	LOC6043056|XP_038110524.1|CQUI
OG0007576	LOC119557659|XP_037726442.1|DSUP	LOC6036090|XP_038114102.1|CQUI
OG0007577	LOC119556677|XP_037724970.1|DSUP	LOC6036093|XP_038113829.1|CQUI
OG0007578	LOC119548717|XP_037712117.1|DSUP	LOC6036104|XP_038107051.1|CQUI
OG0007579	LOC119550896|XP_037715814.1|DSUP	LOC6047573|XP_038112508.1|CQUI
OG0007580	LOC119554373|XP_037721180.1|DSUP	LOC6047571|XP_038106154.1|CQUI
OG0007581	LOC119546614|XP_037708979.1|DSUP	LOC6047565|XP_001864610.2|CQUI
OG0007582	LOC119558795|XP_037727995.1|DSUP	LOC119767436|XP_038111964.1|CQUI
OG0007583	LOC119550351|XP_037714901.1|DSUP	LOC6054435|XP_001870350.2|CQUI
OG0007584	LOC119557588|XP_037726316.1|DSUP	LOC6043941|XP_038110639.1|CQUI
OG0007585	LOC119554035|XP_037720685.1|DSUP	LOC6043959|XP_038110472.1|CQUI
OG0007586	LOC119547615|XP_037710467.1|DSUP	LOC6037439|XP_001847353.2|CQUI
OG0007587	LOC119549424|XP_037713431.1|DSUP	LOC6037455|XP_038109360.1|CQUI
OG0007588	LOC119562358|XP_037731449.1|DSUP	LOC6051910|XP_038107395.1|CQUI
OG0007589	LOC119556982|XP_037725431.1|DSUP	LOC6053821|XP_001869841.2|CQUI
OG0007590	LOC119553856|XP_037720433.1|DSUP	LOC6032269|XP_038112339.1|CQUI
OG0007591	LOC119551578|XP_037716908.1|DSUP	LOC6032276|XP_001842910.2|CQUI
OG0007592	LOC119549181|XP_037712919.1|DSUP	LOC6032275|XP_038114312.1|CQUI
OG0007593	LOC119558163|XP_037727353.1|DSUP	LOC6045880|XP_038109347.1|CQUI
OG0007594	LOC119549769|XP_037713955.1|DSUP	LOC6051761|XP_001868148.2|CQUI
OG0007595	LOC119551702|XP_037717103.1|DSUP	LOC6053924|XP_038113794.1|CQUI
OG0007596	LOC119553775|XP_037720310.1|DSUP	LOC6036712|XP_001846716.2|CQUI
OG0007597	LOC119554923|XP_037721956.1|DSUP	LOC6050979|XP_001867488.1|CQUI
OG0007598	LOC119550559|XP_037715275.1|DSUP	LOC6049830|XP_001866531.2|CQUI
OG0007599	LOC119554285|XP_037721068.1|DSUP	LOC6043024|XP_038110698.1|CQUI
OG0007600	LOC119552647|XP_037718272.1|DSUP	LOC6043026|XP_001854864.1|CQUI
OG0007601	LOC119553375|XP_037719653.1|DSUP	LOC6037694|XP_038113712.1|CQUI
OG0007602	LOC119553640|XP_037720046.1|DSUP	LOC6052476|XP_001868741.1|CQUI
OG0007603	LOC119553639|XP_037720042.1|DSUP	LOC6047155|XP_038111322.1|CQUI
OG0007604	LOC119555549|XP_037722916.1|DSUP	LOC6043293|XP_038112660.1|CQUI
OG0007605	LOC119554509|XP_037721375.1|DSUP	LOC6034502|XP_038107230.1|CQUI
OG0007606	LOC119552499|XP_037718031.1|DSUP	LOC6034505|XP_001844810.2|CQUI
OG0007607	LOC119545833|XP_037707675.1|DSUP	LOC6034527|XP_038109421.1|CQUI
OG0007608	LOC119554790|XP_037721765.1|DSUP	LOC6034549|XP_001844849.2|CQUI
OG0007609	LOC119556567|XP_037724794.1|DSUP	LOC6034551|XP_001844851.2|CQUI
OG0007610	LOC119550060|XP_037714448.1|DSUP	LOC6037238|XP_038114160.1|CQUI
OG0007611	LOC119550109|XP_037714559.1|DSUP	LOC6037235|XP_038108646.1|CQUI
OG0007612	LOC119549627|XP_037713737.1|DSUP	LOC6037234|XP_001847164.2|CQUI
OG0007613	LOC119551096|XP_037716203.1|DSUP	LOC6037223|XP_038111253.1|CQUI
OG0007614	LOC119553191|XP_037719369.1|DSUP	LOC6037199|XP_001847129.2|CQUI
OG0007615	LOC119555391|XP_037722665.1|DSUP	LOC6037200|XP_038112374.1|CQUI
OG0007616	LOC119545803|XP_037707615.1|DSUP	LOC6037201|XP_001847131.2|CQUI
OG0007617	LOC119555455|XP_037722783.1|DSUP	LOC6037203|XP_038112373.1|CQUI
OG0007618	LOC119553764|XP_037720299.1|DSUP	LOC6037206|XP_001847136.2|CQUI
OG0007619	LOC119552790|XP_037718545.1|DSUP	LOC6037207|XP_038110127.1|CQUI
OG0007620	LOC119554188|XP_037720911.1|DSUP	LOC6037212|XP_038109985.1|CQUI
OG0007621	LOC119551642|XP_037717000.1|DSUP	LOC6037222|XP_001847152.2|CQUI
OG0007622	LOC119555006|XP_037722075.1|DSUP	LOC6040533|XP_038113830.1|CQUI
OG0007623	LOC119555640|XP_037723095.1|DSUP	LOC6040538|XP_038112703.1|CQUI
OG0007624	LOC119553491|XP_037719827.1|DSUP	LOC6040524|XP_038114299.1|CQUI
OG0007625	LOC119555639|XP_037723088.1|DSUP	LOC6040529|XP_038111602.1|CQUI
OG0007626	LOC119553846|XP_037720418.1|DSUP	LOC6040565|XP_001849945.1|CQUI
OG0007627	LOC119552938|XP_037718819.1|DSUP	LOC6040562|XP_038110642.1|CQUI
OG0007628	LOC119555889|XP_037723525.1|DSUP	LOC6041672|XP_038104105.1|CQUI
OG0007629	LOC119553135|XP_037719255.1|DSUP	LOC6035227|XP_038122586.1|CQUI
OG0007630	LOC119560235|XP_037729525.1|DSUP	LOC6048477|XP_001865388.2|CQUI
OG0007631	LOC119562909|XP_037731980.1|DSUP	LOC6042768|XP_038116429.1|CQUI
OG0007632	LOC119555555|XP_037722929.1|DSUP	LOC119766390|XP_038106829.1|CQUI
OG0007633	LOC119548773|XP_037712246.1|DSUP	LOC6032949|XP_001843468.2|CQUI
OG0007635	LOC119546454|XP_037708657.1|DSUP	LOC6041543|XP_038111123.1|CQUI
OG0007638	LOC119557217|XP_037725809.1|DSUP	LOC119769182|XP_038117015.1|CQUI, LOC119770023|XP_038120006.1|CQUI
OG0007639	LOC119556111|XP_037723911.1|DSUP	LOC6043711|XP_001861335.2|CQUI
OG0007640	LOC119551619|XP_037716960.1|DSUP	LOC6045407|XP_038106968.1|CQUI
OG0007641	LOC119561388|XP_037730989.1|DSUP	LOC6044290|XP_001861822.2|CQUI
OG0007651	LOC119557632|XP_037726390.1|DSUP	LOC6034313|XP_038104211.1|CQUI, LOC6034312|XP_001844646.2|CQUI
OG0007664	LOC119560175|XP_037729463.1|DSUP	LOC6048860|XP_038122644.1|CQUI
OG0007666	LOC119557191|XP_037725768.1|DSUP	LOC6035090|XP_038105572.1|CQUI
OG0007668	LOC119546954|XP_037709523.1|DSUP	LOC6041674|XP_001850901.2|CQUI
OG0007669	LOC119558210|XP_037727437.1|DSUP	LOC6038178|XP_038113778.1|CQUI
OG0007670	LOC119558209|XP_037727435.1|DSUP	LOC6038179|XP_038113768.1|CQUI
OG0007671	LOC119558103|XP_037727244.1|DSUP	LOC6044326|XP_038115172.1|CQUI
OG0007672	LOC119557229|XP_037725840.1|DSUP	LOC6054816|XP_001871000.2|CQUI
OG0007673	LOC119562997|XP_037732106.1|DSUP	LOC6045219|XP_038117264.1|CQUI
OG0007674	LOC119558200|XP_037727416.1|DSUP	LOC6053089|XP_038104749.1|CQUI
OG0007675	LOC119558407|XP_037727867.1|DSUP	LOC6049032|XP_001865859.2|CQUI
OG0007676	LOC119556194|XP_037724069.1|DSUP	LOC6049042|XP_001865858.2|CQUI
OG0007677	LOC119557856|XP_037726773.1|DSUP	LOC6049041|XP_001865868.2|CQUI
OG0007678	LOC119556673|XP_037724964.1|DSUP	LOC6047028|XP_001864138.2|CQUI
OG0007679	LOC119556304|XP_037724312.1|DSUP	LOC119771142|XP_038122489.1|CQUI
OG0007680	LOC119545941|XP_037707815.1|DSUP	LOC6038192|XP_001848022.2|CQUI
OG0007681	LOC119560482|XP_037729872.1|DSUP	LOC6051663|XP_038122699.1|CQUI
OG0007682	LOC119556637|XP_037724893.1|DSUP	LOC6042758|XP_038105041.1|CQUI
OG0007684	LOC119558408|XP_037727868.1|DSUP	LOC6044975|XP_001862397.1|CQUI
OG0007685	LOC119556294|XP_037724284.1|DSUP	LOC6046579|XP_038104974.1|CQUI
OG0007686	LOC119557313|XP_037725953.1|DSUP	LOC6043384|XP_038114144.1|CQUI
OG0007687	LOC119556391|XP_037724494.1|DSUP	LOC6051582|XP_038122454.1|CQUI, LOC119765127|XP_038104247.1|CQUI
OG0007689	LOC119557935|XP_037726872.1|DSUP	LOC6048471|XP_038117109.1|CQUI
OG0007690	LOC119557640|XP_037726405.1|DSUP	LOC6034319|XP_001844652.1|CQUI
OG0007691	LOC119557694|XP_037726499.1|DSUP	LOC119765259|XP_038104684.1|CQUI
OG0007692	LOC119556452|XP_037724618.1|DSUP	LOC6051501|XP_038104423.1|CQUI
OG0007693	LOC119557333|XP_037725983.1|DSUP	LOC6051499|XP_001867935.2|CQUI
OG0007694	LOC119555079|XP_037722220.1|DSUP	LOC6051125|XP_001867609.2|CQUI
OG0007695	LOC119557854|XP_037726769.1|DSUP	LOC6045741|XP_038107976.1|CQUI
OG0007696	LOC119553356|XP_037719627.1|DSUP	LOC6050066|XP_001866734.2|CQUI
OG0007697	LOC119552763|XP_037718493.1|DSUP	LOC6049761|XP_001866461.2|CQUI
OG0007698	LOC119556881|XP_037725285.1|DSUP	LOC6052316|XP_038104291.1|CQUI
OG0007699	LOC119556732|XP_037725063.1|DSUP	LOC6054358|XP_038122937.1|CQUI
OG0007700	LOC119556287|XP_037724270.1|DSUP	LOC6052349|XP_038122556.1|CQUI
OG0007701	LOC119556636|XP_037724892.1|DSUP	LOC6052276|XP_038105152.1|CQUI
OG0007702	LOC119557731|XP_037726543.1|DSUP	LOC6052275|XP_038104618.1|CQUI
OG0007703	LOC119556862|XP_037725262.1|DSUP	LOC6047713|XP_001864735.2|CQUI
OG0007704	LOC119556750|XP_037725103.1|DSUP	LOC6046907|XP_038104744.1|CQUI
OG0007705	LOC119557140|XP_037725650.1|DSUP	LOC6053691|XP_038104567.1|CQUI
OG0007706	LOC119557493|XP_037726192.1|DSUP	LOC6050932|XP_038104334.1|CQUI
OG0007707	LOC119558084|XP_037727194.1|DSUP	LOC6050933|XP_038105671.1|CQUI
OG0007708	LOC119556613|XP_037724856.1|DSUP	LOC6051386|XP_038112207.1|CQUI
OG0007709	LOC119557537|XP_037726237.1|DSUP	LOC6049207|XP_038106397.1|CQUI
OG0007710	LOC119556866|XP_037725266.1|DSUP	LOC119766105|XP_038106427.1|CQUI
OG0007711	LOC119556155|XP_037723985.1|DSUP	LOC6054433|XP_001870346.1|CQUI
OG0007712	LOC119557131|XP_037725643.1|DSUP	LOC6053047|XP_038121443.1|CQUI
OG0007714	LOC119558000|XP_037727030.1|DSUP	LOC6044149|XP_001861702.1|CQUI
OG0007715	LOC119557639|XP_037726403.1|DSUP	LOC6049180|XP_038106734.1|CQUI
OG0007716	LOC119555938|XP_037723572.1|DSUP	LOC6045251|XP_001862643.2|CQUI
OG0007717	LOC119547444|XP_037710236.1|DSUP	LOC6050924|XP_001867440.1|CQUI
OG0007718	LOC119557819|XP_037726687.1|DSUP	LOC6045343|XP_001862732.2|CQUI
OG0007719	LOC119556163|XP_037723996.1|DSUP	LOC6052025|XP_038105554.1|CQUI
OG0007720	LOC119556372|XP_037724465.1|DSUP	LOC6044216|XP_001861756.2|CQUI
OG0007721	LOC119556292|XP_037724277.1|DSUP	LOC6044208|XP_038113186.1|CQUI
OG0007722	LOC119557611|XP_037726346.1|DSUP	LOC6054682|XP_038121853.1|CQUI
OG0007723	LOC119557259|XP_037725872.1|DSUP	LOC6054604|XP_038104460.1|CQUI
OG0007724	LOC119546179|XP_037708230.1|DSUP	LOC6044431|XP_001861949.2|CQUI
OG0007725	LOC119556754|XP_037725104.1|DSUP	LOC6054480|XP_038122541.1|CQUI
OG0007727	LOC119556576|XP_037724803.1|DSUP	LOC6052595|XP_038105045.1|CQUI
OG0007728	LOC119556011|XP_037723707.1|DSUP	LOC6044992|XP_038112317.1|CQUI
OG0007729	LOC119557473|XP_037726169.1|DSUP	LOC6044996|XP_038122829.1|CQUI
OG0007730	LOC119557558|XP_037726271.1|DSUP	LOC6044762|XP_038122691.1|CQUI
OG0007732	LOC119556050|XP_037723773.1|DSUP	LOC6048958|XP_038117502.1|CQUI
OG0007735	LOC119557911|XP_037726846.1|DSUP	LOC6045131|XP_001862533.1|CQUI
OG0007736	LOC119556917|XP_037725331.1|DSUP	LOC6036921|XP_038104006.1|CQUI
OG0007737	LOC119555417|XP_037722710.1|DSUP	LOC6037927|XP_038109365.1|CQUI
OG0007738	LOC119551801|XP_037717283.1|DSUP	LOC6037939|XP_038122583.1|CQUI
OG0007739	LOC119557468|XP_037726162.1|DSUP	LOC6042681|XP_001853435.2|CQUI
OG0007740	LOC119557155|XP_037725680.1|DSUP	LOC6042695|XP_038104246.1|CQUI
OG0007741	LOC119557693|XP_037726494.1|DSUP	LOC6042499|XP_038122803.1|CQUI
OG0007742	LOC119556230|XP_037724179.1|DSUP	LOC6039063|XP_038112797.1|CQUI
OG0007743	LOC119563057|XP_037732199.1|DSUP	LOC6046975|XP_038122746.1|CQUI
OG0007744	LOC119548834|XP_037712381.1|DSUP	LOC6053775|XP_001869804.2|CQUI
OG0007745	LOC119563309|XP_037732574.1|DSUP	LOC6048774|XP_038105485.1|CQUI
OG0007747	LOC119557858|XP_037726779.1|DSUP	LOC6050775|XP_038107338.1|CQUI
OG0007748	LOC119556905|XP_037725318.1|DSUP	LOC6038330|XP_038122467.1|CQUI
OG0007750	LOC119563502|XP_037732871.1|DSUP	LOC6047654|XP_001864690.2|CQUI
OG0007752	LOC119556901|XP_037725315.1|DSUP	LOC6053536|XP_001869600.2|CQUI
OG0007755	LOC119556813|XP_037725194.1|DSUP	LOC6052578|XP_038121672.1|CQUI
OG0007756	LOC119557336|XP_037726000.1|DSUP	LOC6034417|XP_038122766.1|CQUI
OG0007757	LOC119556719|XP_037725044.1|DSUP	LOC6034428|XP_038108334.1|CQUI
OG0007760	LOC119556267|XP_037724245.1|DSUP	LOC6034457|XP_001844770.2|CQUI
OG0007761	LOC119558249|XP_037727503.1|DSUP	LOC6034471|XP_038122821.1|CQUI
OG0007762	LOC119558248|XP_037727501.1|DSUP	LOC6034472|XP_038115983.1|CQUI
OG0007763	LOC119546649|XP_037709024.1|DSUP	LOC6034474|XP_001844784.1|CQUI
OG0007764	LOC119557983|XP_037726998.1|DSUP	LOC6034476|XP_038122923.1|CQUI
OG0007765	LOC119557985|XP_037727002.1|DSUP	LOC6034480|XP_038104014.1|CQUI
OG0007766	LOC119559862|XP_037728900.1|DSUP	LOC6034483|XP_038104015.1|CQUI
OG0007768	LOC119557770|XP_037726596.1|DSUP	LOC6052779|XP_038113508.1|CQUI
OG0007769	LOC119556521|XP_037724725.1|DSUP	LOC6051179|XP_001867661.1|CQUI
OG0007770	LOC119546917|XP_037709474.1|DSUP	LOC6049167|XP_038122974.1|CQUI
OG0007771	LOC119548466|XP_037711661.1|DSUP	LOC6031445|XP_001842249.2|CQUI
OG0007772	LOC119556023|XP_037723731.1|DSUP	LOC6042570|XP_038105036.1|CQUI
OG0007774	LOC119553450|XP_037719779.1|DSUP	LOC6031438|XP_038105652.1|CQUI
OG0007775	LOC119556766|XP_037725120.1|DSUP	LOC6052605|XP_038105818.1|CQUI
OG0007776	LOC119557108|XP_037725615.1|DSUP	LOC6053471|XP_038122686.1|CQUI
OG0007777	LOC119556298|XP_037724300.1|DSUP	LOC6043994|XP_038116333.1|CQUI
OG0007779	LOC119552679|XP_037718326.1|DSUP	LOC119765085|XP_038104145.1|CQUI
OG0007780	LOC119557699|XP_037726501.1|DSUP	LOC6052646|XP_038105404.1|CQUI
