Orthogroup	DSUP.longest_only	SLEB.longest_only
OG0009910	LOC119560981|XP_037730685.1|DSUP, LOC119560982|XP_037730686.1|DSUP	LOC115621024|XP_030370404.1|SLEB
OG0009911	LOC119551360|XP_037716609.1|DSUP	LOC115634296|XP_030387809.1|SLEB
OG0009913	LOC119548304|XP_037711402.1|DSUP	LOC115627697|XP_030379299.1|SLEB
OG0009915	LOC119547172|XP_037709830.1|DSUP	LOC115631364|XP_030383943.1|SLEB
OG0009916	LOC119545966|XP_037707860.1|DSUP	LOC115626030|XP_030377141.1|SLEB, LOC115626027|XP_030377137.1|SLEB, LOC115626025|XP_030377135.1|SLEB
OG0009925	LOC119563160|XP_037732348.1|DSUP	LOC115624264|XP_030374748.1|SLEB
OG0009926	LOC119554175|XP_037720893.1|DSUP	LOC115627166|XP_030378615.1|SLEB
OG0009928	LOC119557350|XP_037726018.1|DSUP	LOC115631555|XP_030384206.1|SLEB
OG0009932	LOC119549613|XP_037713712.1|DSUP	LOC115634558|XP_030388239.1|SLEB
OG0009933	LOC119550044|XP_037714426.1|DSUP	LOC115634213|XP_030387665.1|SLEB
OG0009934	LOC119555576|XP_037722973.1|DSUP	LOC115623074|XP_030373135.1|SLEB
OG0009937	LOC119560777|XP_037730330.1|DSUP	LOC115629990|XP_030382476.1|SLEB
OG0009938	LOC119557019|XP_037725484.1|DSUP	LOC115627939|XP_030379691.1|SLEB
OG0009940	LOC119555702|XP_037723287.1|DSUP	LOC115624111|XP_030374565.1|SLEB
OG0009941	LOC119547961|XP_037710938.1|DSUP	LOC115628607|XP_030380651.1|SLEB
OG0009942	LOC119549684|XP_037713825.1|DSUP, LOC119559624|XP_037728588.1|DSUP, LOC119559623|XP_037728585.1|DSUP	LOC115633728|XP_030387056.1|SLEB
OG0009943	LOC119546985|XP_037709567.1|DSUP	LOC115621439|XP_030370952.1|SLEB
OG0009944	LOC119557129|XP_037725640.1|DSUP	LOC115629197|XP_030381457.1|SLEB
OG0009945	LOC119557406|XP_037726081.1|DSUP	LOC115627235|XP_030378717.1|SLEB
OG0009946	LOC119548591|XP_037711861.1|DSUP	LOC115625127|XP_030375901.1|SLEB
OG0009947	LOC119553585|XP_037719961.1|DSUP	LOC115622355|XP_030372130.1|SLEB
OG0009948	LOC119556466|XP_037724642.1|DSUP	LOC115626821|XP_030378162.1|SLEB
OG0009949	LOC119560930|XP_037730593.1|DSUP	LOC115624108|XP_030374561.1|SLEB
OG0009950	LOC119561437|XP_037731021.1|DSUP	LOC115624163|XP_030374620.1|SLEB
OG0009951	LOC119559858|XP_037728891.1|DSUP	LOC115624157|XP_030374613.1|SLEB
OG0009953	LOC119553992|XP_037720630.1|DSUP	LOC115624015|XP_030374447.1|SLEB
OG0009954	LOC119545741|XP_037707492.1|DSUP	LOC115623760|XP_030374155.1|SLEB
OG0009955	LOC119549320|XP_037713224.1|DSUP	LOC115633637|XP_030386938.1|SLEB
OG0009956	LOC119557586|XP_037726315.1|DSUP	LOC115626967|XP_030378341.1|SLEB
OG0009957	LOC119549554|XP_037713635.1|DSUP	LOC115621210|XP_030370652.1|SLEB
OG0009958	LOC119550467|XP_037715086.1|DSUP	LOC115621474|XP_030370994.1|SLEB
OG0009960	LOC119560457|XP_037729832.1|DSUP	LOC115621785|XP_030371404.1|SLEB
OG0009961	LOC119560117|XP_037729392.1|DSUP	LOC115621041|XP_030370422.1|SLEB
OG0009962	LOC119554587|XP_037721500.1|DSUP	LOC115621087|XP_030370480.1|SLEB
OG0009963	LOC119560661|XP_037730158.1|DSUP	LOC115620795|XP_030370075.1|SLEB
OG0009964	LOC119563358|XP_037732636.1|DSUP	LOC115620467|XP_030369558.1|SLEB
OG0009965	LOC119563107|XP_037732278.1|DSUP	LOC115620262|XP_030369281.1|SLEB
OG0009966	LOC119548819|XP_037712358.1|DSUP	LOC115630520|XP_030382981.1|SLEB
OG0009967	LOC119546770|XP_037709249.1|DSUP	LOC115631548|XP_030384183.1|SLEB, LOC115630658|XP_030383159.1|SLEB
OG0009969	LOC119546807|XP_037709315.1|DSUP	LOC115631045|XP_030383537.1|SLEB
OG0009970	LOC119546556|XP_037708848.1|DSUP	LOC115631442|XP_030384044.1|SLEB
OG0009971	LOC119546343|XP_037708480.1|DSUP	LOC115630506|XP_030382963.1|SLEB
OG0009972	LOC119547127|XP_037709768.1|DSUP	LOC115625454|XP_030376362.1|SLEB
OG0009975	LOC119548118|XP_037711142.1|DSUP	LOC115628614|XP_030380658.1|SLEB
OG0009976	LOC119547120|XP_037709758.1|DSUP	LOC115629033|XP_030381195.1|SLEB
OG0009977	LOC119548670|XP_037712037.1|DSUP	LOC115625944|XP_030377040.1|SLEB
OG0009978	LOC119548671|XP_037712038.1|DSUP	LOC115626014|XP_030377121.1|SLEB
OG0009979	LOC119548231|XP_037711300.1|DSUP	LOC115626164|XP_030377299.1|SLEB
OG0009980	LOC119550396|XP_037714974.1|DSUP	LOC115634352|XP_030387870.1|SLEB
OG0009981	LOC119549861|XP_037714085.1|DSUP	LOC115633997|XP_030387380.1|SLEB
OG0009982	LOC119549862|XP_037714086.1|DSUP	LOC115632160|XP_030385086.1|SLEB
OG0009983	LOC119549043|XP_037712665.1|DSUP	LOC115633421|XP_030386744.1|SLEB
OG0009984	LOC119550841|XP_037715735.1|DSUP	LOC115634273|XP_030387761.1|SLEB
OG0009985	LOC119550382|XP_037714960.1|DSUP	LOC115634123|XP_030387553.1|SLEB
OG0009986	LOC119550839|XP_037715733.1|DSUP	LOC115634067|XP_030387472.1|SLEB
OG0009987	LOC119551097|XP_037716204.1|DSUP	LOC115633717|XP_030387042.1|SLEB
OG0009988	LOC119551728|XP_037717158.1|DSUP	LOC115634174|XP_030387620.1|SLEB
OG0009990	LOC119550258|XP_037714764.1|DSUP	LOC115634110|XP_030387529.1|SLEB
OG0009991	LOC119552037|XP_037717706.1|DSUP	LOC115634431|XP_030387998.1|SLEB
OG0009992	LOC119557153|XP_037725671.1|DSUP	LOC115629886|XP_030382345.1|SLEB
OG0009993	LOC119556836|XP_037725230.1|DSUP	LOC115627988|XP_030379744.1|SLEB
OG0009994	LOC119557556|XP_037726268.1|DSUP	LOC115629524|XP_030381864.1|SLEB
OG0009995	LOC119558389|XP_037727845.1|DSUP	LOC115629919|XP_030382383.1|SLEB
OG0009996	LOC119556717|XP_037725042.1|DSUP	LOC115626657|XP_030377927.1|SLEB
OG0009997	LOC119558138|XP_037727299.1|DSUP	LOC115630200|XP_030382628.1|SLEB
OG0009998	LOC119556665|XP_037724943.1|DSUP	LOC115629713|XP_030382093.1|SLEB
OG0009999	LOC119556517|XP_037724717.1|DSUP	LOC115627486|XP_030379026.1|SLEB
OG0010000	LOC119557807|XP_037726665.1|DSUP	LOC115633422|XP_030386741.1|SLEB
OG0010001	LOC119557403|XP_037726079.1|DSUP	LOC115629914|XP_030382380.1|SLEB
OG0010002	LOC119553395|XP_037719687.1|DSUP	LOC115632985|XP_030386162.1|SLEB
OG0010003	LOC119548885|XP_037712458.1|DSUP	LOC115632032|XP_030384844.1|SLEB
OG0010004	LOC119557626|XP_037726382.1|DSUP	LOC115629679|XP_030382060.1|SLEB
OG0010005	LOC119557266|XP_037725880.1|DSUP	LOC115629131|XP_030381333.1|SLEB
OG0010006	LOC119558202|XP_037727422.1|DSUP	LOC115633397|XP_030386700.1|SLEB
OG0010007	LOC119556438|XP_037724599.1|DSUP	LOC115628895|XP_030381013.1|SLEB
OG0010008	LOC119557847|XP_037726758.1|DSUP	LOC115627560|XP_030379141.1|SLEB
OG0010009	LOC119548638|XP_037711966.1|DSUP	LOC115626010|XP_030377118.1|SLEB
OG0010010	LOC119556792|XP_037725157.1|DSUP	LOC115627702|XP_030379305.1|SLEB
OG0010011	LOC119558060|XP_037727139.1|DSUP	LOC115626978|XP_030378354.1|SLEB
OG0010012	LOC119557751|XP_037726565.1|DSUP	LOC115627369|XP_030378881.1|SLEB
OG0010013	LOC119557740|XP_037726553.1|DSUP	LOC115626928|XP_030378295.1|SLEB
OG0010014	LOC119558381|XP_037727831.1|DSUP	LOC115629279|XP_030381571.1|SLEB
OG0010015	LOC119556479|XP_037724659.1|DSUP	LOC115626886|XP_030378255.1|SLEB
OG0010016	LOC119555892|XP_037723484.1|DSUP	LOC115627983|XP_030379739.1|SLEB
OG0010017	LOC119557741|XP_037726554.1|DSUP	LOC115626963|XP_030378338.1|SLEB
OG0010018	LOC119556288|XP_037724272.1|DSUP	LOC115628866|XP_030380980.1|SLEB
OG0010019	LOC119556462|XP_037724637.1|DSUP	LOC115627354|XP_030378862.1|SLEB
OG0010020	LOC119557082|XP_037725563.1|DSUP	LOC115627200|XP_030378678.1|SLEB
OG0010021	LOC119555929|XP_037723556.1|DSUP	LOC115629202|XP_030381462.1|SLEB
OG0010022	LOC119556530|XP_037724735.1|DSUP	LOC115633428|XP_030386748.1|SLEB
OG0010023	LOC119557559|XP_037726273.1|DSUP	LOC115626901|XP_030378271.1|SLEB
OG0010024	LOC119557769|XP_037726595.1|DSUP	LOC115626916|XP_030378286.1|SLEB
OG0010025	LOC119556988|XP_037725445.1|DSUP	LOC115626799|XP_030378128.1|SLEB
OG0010026	LOC119556454|XP_037724622.1|DSUP	LOC115626885|XP_030378254.1|SLEB
OG0010027	LOC119557096|XP_037725589.1|DSUP	LOC115626986|XP_030378362.1|SLEB
OG0010028	LOC119558223|XP_037727470.1|DSUP	LOC115628672|XP_030380702.1|SLEB
OG0010029	LOC119556599|XP_037724839.1|DSUP	LOC115627311|XP_030378814.1|SLEB
OG0010030	LOC119557786|XP_037726613.1|DSUP	LOC115627400|XP_030378915.1|SLEB
OG0010031	LOC119556778|XP_037725133.1|DSUP	LOC115627399|XP_030378914.1|SLEB
OG0010032	LOC119547380|XP_037710134.1|DSUP	LOC115631877|XP_030384585.1|SLEB
OG0010033	LOC119557982|XP_037726997.1|DSUP	LOC115633368|XP_030386672.1|SLEB
OG0010034	LOC119558034|XP_037727106.1|DSUP	LOC115633369|XP_030386674.1|SLEB
OG0010035	LOC119558040|XP_037727115.1|DSUP	LOC115633372|XP_030386676.1|SLEB
OG0010036	LOC119557852|XP_037726768.1|DSUP	LOC115633373|XP_030386677.1|SLEB
OG0010037	LOC119558056|XP_037727134.1|DSUP	LOC115633359|XP_030386659.1|SLEB
OG0010038	LOC119555902|XP_037723520.1|DSUP	LOC115629714|XP_030382094.1|SLEB
OG0010039	LOC119551588|XP_037716917.1|DSUP	LOC115622255|XP_030372014.1|SLEB
OG0010040	LOC119547878|XP_037710842.1|DSUP	LOC115621175|XP_030370599.1|SLEB
OG0010041	LOC119557172|XP_037725705.1|DSUP	LOC115627349|XP_030378857.1|SLEB
OG0010042	LOC119556642|XP_037724899.1|DSUP	LOC115627873|XP_030379617.1|SLEB
OG0010043	LOC119556571|XP_037724797.1|DSUP	LOC115628061|XP_030379881.1|SLEB
OG0010044	LOC119557614|XP_037726349.1|DSUP	LOC115633231|XP_030386485.1|SLEB
OG0010045	LOC119556423|XP_037724567.1|DSUP	LOC115629306|XP_030381611.1|SLEB
OG0010046	LOC119557519|XP_037726221.1|DSUP	LOC115629305|XP_030381610.1|SLEB
OG0010047	LOC119557033|XP_037725507.1|DSUP	LOC115627425|XP_030378958.1|SLEB
OG0010048	LOC119556069|XP_037723811.1|DSUP	LOC115629884|XP_030382343.1|SLEB
OG0010049	LOC119556328|XP_037724346.1|DSUP	LOC115626837|XP_030378181.1|SLEB
OG0010050	LOC119556327|XP_037724344.1|DSUP	LOC115627752|XP_030379396.1|SLEB
OG0010051	LOC119557782|XP_037726610.1|DSUP	LOC115629495|XP_030381831.1|SLEB
OG0010052	LOC119558917|XP_037728047.1|DSUP	LOC115627667|XP_030379269.1|SLEB
OG0010053	LOC119556999|XP_037725458.1|DSUP	LOC115629502|XP_030381841.1|SLEB
OG0010054	LOC119557763|XP_037726587.1|DSUP	LOC115626779|XP_030378105.1|SLEB
OG0010055	LOC119558276|XP_037727579.1|DSUP	LOC115627000|XP_030378375.1|SLEB
OG0010056	LOC119556389|XP_037724492.1|DSUP	LOC115626980|XP_030378356.1|SLEB
OG0010057	LOC119556275|XP_037724252.1|DSUP	LOC115628720|XP_030380776.1|SLEB
OG0010058	LOC119557616|XP_037726352.1|DSUP	LOC115627360|XP_030378869.1|SLEB
OG0010059	LOC119558247|XP_037727500.1|DSUP	LOC115627422|XP_030378951.1|SLEB
OG0010060	LOC119556251|XP_037724219.1|DSUP	LOC115626993|XP_030378368.1|SLEB
OG0010062	LOC119554351|XP_037721145.1|DSUP	LOC115633022|XP_030386206.1|SLEB
OG0010063	LOC119554388|XP_037721198.1|DSUP	LOC115632709|XP_030385811.1|SLEB
OG0010064	LOC119554692|XP_037721622.1|DSUP	LOC115632242|XP_030385165.1|SLEB
OG0010065	LOC119553553|XP_037719921.1|DSUP	LOC115622875|XP_030372825.1|SLEB
OG0010066	LOC119555488|XP_037722826.1|DSUP	LOC115628410|XP_030380358.1|SLEB
OG0010067	LOC119554220|XP_037720975.1|DSUP	LOC115632878|XP_030386013.1|SLEB
OG0010068	LOC119552579|XP_037718137.1|DSUP	LOC115623243|XP_030373361.1|SLEB
OG0010069	LOC119553742|XP_037720267.1|DSUP	LOC115622135|XP_030371853.1|SLEB
OG0010070	LOC119555695|XP_037723278.1|DSUP	LOC115632519|XP_030385574.1|SLEB
OG0010071	LOC119553245|XP_037719448.1|DSUP	LOC115627744|XP_030379379.1|SLEB
OG0010072	LOC119554089|XP_037720765.1|DSUP	LOC115623169|XP_030373245.1|SLEB
OG0010073	LOC119554974|XP_037722031.1|DSUP	LOC115622835|XP_030372774.1|SLEB
OG0010074	LOC119556587|XP_037724816.1|DSUP	LOC115627331|XP_030378836.1|SLEB
OG0010075	LOC119554302|XP_037721091.1|DSUP	LOC115632593|XP_030385677.1|SLEB
OG0010076	LOC119554825|XP_037721827.1|DSUP	LOC115624618|XP_030375228.1|SLEB
OG0010077	LOC119554568|XP_037721468.1|DSUP	LOC115632628|XP_030385718.1|SLEB
OG0010078	LOC119553977|XP_037720612.1|DSUP	LOC115632626|XP_030385715.1|SLEB
OG0010079	LOC119553828|XP_037720389.1|DSUP	LOC115632618|XP_030385706.1|SLEB
OG0010080	LOC119554581|XP_037721491.1|DSUP	LOC115622462|XP_030372267.1|SLEB
OG0010081	LOC119555389|XP_037722663.1|DSUP	LOC115633031|XP_030386232.1|SLEB
OG0010082	LOC119553955|XP_037720577.1|DSUP	LOC115623201|XP_030373285.1|SLEB
OG0010083	LOC119554760|XP_037721722.1|DSUP	LOC115632807|XP_030385919.1|SLEB
OG0010084	LOC119553858|XP_037720437.1|DSUP	LOC115633123|XP_030386375.1|SLEB
OG0010085	LOC119552616|XP_037718207.1|DSUP	LOC115632846|XP_030385963.1|SLEB
OG0010086	LOC119554860|XP_037721870.1|DSUP	LOC115632852|XP_030385971.1|SLEB
OG0010087	LOC119555567|XP_037722945.1|DSUP	LOC115622148|XP_030371874.1|SLEB
OG0010088	LOC119555040|XP_037722150.1|DSUP	LOC115624918|XP_030375628.1|SLEB
OG0010089	LOC119553510|XP_037719861.1|DSUP	LOC115627980|XP_030379736.1|SLEB
OG0010090	LOC119554532|XP_037721451.1|DSUP	LOC115627974|XP_030379729.1|SLEB
OG0010091	LOC119550317|XP_037714852.1|DSUP	LOC115621501|XP_030371029.1|SLEB
OG0010092	LOC119561795|XP_037731207.1|DSUP	LOC115621544|XP_030371069.1|SLEB
OG0010095	LOC119562868|XP_037731910.1|DSUP	LOC115625544|XP_030376481.1|SLEB
OG0010096	LOC119557646|XP_037726425.1|DSUP	LOC115628868|XP_030380984.1|SLEB
OG0010097	LOC119556897|XP_037725307.1|DSUP	LOC115627406|XP_030378921.1|SLEB
OG0010098	LOC119562747|XP_037731880.1|DSUP	LOC115626280|XP_030377462.1|SLEB
OG0010099	LOC119546187|XP_037708241.1|DSUP	LOC115631470|XP_030384083.1|SLEB
OG0010100	LOC119552862|XP_037718676.1|DSUP	LOC115622696|XP_030372584.1|SLEB
OG0010101	LOC119553020|XP_037719004.1|DSUP	LOC115632372|XP_030385351.1|SLEB
OG0010102	LOC119553598|XP_037719981.1|DSUP	LOC115624843|XP_030375546.1|SLEB
OG0010103	LOC119555041|XP_037722151.1|DSUP	LOC115624917|XP_030375627.1|SLEB
OG0010104	LOC119552506|XP_037718044.1|DSUP	LOC115624979|XP_030375694.1|SLEB
OG0010105	LOC119548278|XP_037711370.1|DSUP	LOC115632303|XP_030385265.1|SLEB
OG0010107	LOC119551900|XP_037717441.1|DSUP	LOC115634637|XP_030388353.1|SLEB
OG0010108	LOC119549967|XP_037714289.1|DSUP	LOC115632012|XP_030384849.1|SLEB
OG0010111	LOC119563263|XP_037732506.1|DSUP	LOC115621491|XP_030371019.1|SLEB
OG0010112	LOC119563477|XP_037732829.1|DSUP	LOC115620995|XP_030370375.1|SLEB
OG0010113	LOC119556535|XP_037724743.1|DSUP	LOC115628894|XP_030381012.1|SLEB
OG0010114	LOC119557322|XP_037725972.1|DSUP	LOC115626918|XP_030378288.1|SLEB
OG0010115	LOC119555901|XP_037723519.1|DSUP	LOC115629715|XP_030382096.1|SLEB
OG0010116	LOC119557747|XP_037726562.1|DSUP	LOC115627658|XP_030379259.1|SLEB
OG0010117	LOC119557521|XP_037726223.1|DSUP	LOC115629301|XP_030381608.1|SLEB
OG0010118	LOC119556515|XP_037724715.1|DSUP	LOC115632820|XP_030385932.1|SLEB, LOC115628889|XP_030381007.1|SLEB
OG0010119	LOC119557123|XP_037725635.1|DSUP	LOC115633386|XP_030386690.1|SLEB
OG0010120	LOC119556134|XP_037723950.1|DSUP	LOC115633298|XP_030386569.1|SLEB
OG0010121	LOC119557440|XP_037726130.1|DSUP	LOC115627681|XP_030379284.1|SLEB
OG0010122	LOC119558022|XP_037727077.1|DSUP	LOC115627292|XP_030378784.1|SLEB
OG0010123	LOC119557115|XP_037725622.1|DSUP	LOC115627366|XP_030378876.1|SLEB
OG0010125	LOC119557657|XP_037726439.1|DSUP	LOC115627794|XP_030379480.1|SLEB
OG0010126	LOC119548606|XP_037711892.1|DSUP	LOC115626325|XP_030377530.1|SLEB
OG0010127	LOC119548031|XP_037711033.1|DSUP	LOC115626060|XP_030377172.1|SLEB
OG0010128	LOC119547887|XP_037710852.1|DSUP	LOC115626061|XP_030377173.1|SLEB
OG0010129	LOC119548532|XP_037711755.1|DSUP	LOC115625831|XP_030376885.1|SLEB
OG0010130	LOC119548007|XP_037711000.1|DSUP	LOC115626375|XP_030377591.1|SLEB
OG0010131	LOC119548183|XP_037711226.1|DSUP	LOC115625813|XP_030376857.1|SLEB
OG0010132	LOC119546083|XP_037708088.1|DSUP	LOC115625795|XP_030376832.1|SLEB
OG0010133	LOC119546086|XP_037708092.1|DSUP	LOC115625953|XP_030377052.1|SLEB, LOC115625954|XP_030377053.1|SLEB
OG0010134	LOC119546207|XP_037708271.1|DSUP	LOC115625648|XP_030376636.1|SLEB
OG0010135	LOC119547088|XP_037709715.1|DSUP	LOC115628540|XP_030380561.1|SLEB
OG0010136	LOC119547390|XP_037710166.1|DSUP	LOC115628563|XP_030380587.1|SLEB
OG0010137	LOC119562613|XP_037731766.1|DSUP	LOC115626557|XP_030377796.1|SLEB, LOC115626556|XP_030377795.1|SLEB
OG0010138	LOC119546062|XP_037708059.1|DSUP	LOC115626015|XP_030377123.1|SLEB
OG0010139	LOC119548083|XP_037711097.1|DSUP	LOC115628564|XP_030380588.1|SLEB
OG0010140	LOC119547545|XP_037710372.1|DSUP	LOC115631864|XP_030384573.1|SLEB
OG0010141	LOC119547924|XP_037710892.1|DSUP	LOC115631786|XP_030384480.1|SLEB
OG0010142	LOC119547819|XP_037710771.1|DSUP	LOC115631814|XP_030384510.1|SLEB
OG0010143	LOC119546695|XP_037709101.1|DSUP	LOC115630589|XP_030383067.1|SLEB
OG0010144	LOC119548866|XP_037712422.1|DSUP	LOC115623107|XP_030373173.1|SLEB
OG0010145	LOC119547658|XP_037710534.1|DSUP	LOC115628608|XP_030380652.1|SLEB
OG0010146	LOC119548809|XP_037712322.1|DSUP	LOC115628593|XP_030380637.1|SLEB, LOC115628584|XP_030380628.1|SLEB
OG0010147	LOC119546967|XP_037709541.1|DSUP	LOC115631846|XP_030384549.1|SLEB
OG0010148	LOC119548785|XP_037712278.1|DSUP	LOC115632002|XP_030384791.1|SLEB
OG0010149	LOC119547800|XP_037710745.1|DSUP	LOC115631857|XP_030384563.1|SLEB
OG0010150	LOC119547673|XP_037710559.1|DSUP	LOC115631871|XP_030384579.1|SLEB
OG0010151	LOC119548521|XP_037711740.1|DSUP	LOC115626141|XP_030377263.1|SLEB
OG0010152	LOC119547623|XP_037710477.1|DSUP	LOC115628573|XP_030380601.1|SLEB
OG0010153	LOC119547325|XP_037710054.1|DSUP	LOC115631984|XP_030384761.1|SLEB, LOC115631931|XP_030384642.1|SLEB
OG0010154	LOC119547404|XP_037710181.1|DSUP	LOC115631785|XP_030384479.1|SLEB
OG0010155	LOC119547861|XP_037710821.1|DSUP	LOC115631851|XP_030384555.1|SLEB
OG0010156	LOC119553471|XP_037719807.1|DSUP	LOC115622944|XP_030372935.1|SLEB
OG0010157	LOC119554647|XP_037721576.1|DSUP	LOC115623123|XP_030373192.1|SLEB
OG0010158	LOC119554546|XP_037721435.1|DSUP	LOC115622666|XP_030372541.1|SLEB, LOC115622667|XP_030372542.1|SLEB
OG0010159	LOC119552852|XP_037718655.1|DSUP	LOC115622545|XP_030372371.1|SLEB
OG0010160	LOC119553693|XP_037720176.1|DSUP	LOC115627534|XP_030379096.1|SLEB
OG0010161	LOC119554079|XP_037720751.1|DSUP	LOC115632625|XP_030385713.1|SLEB
OG0010163	LOC119554952|XP_037722000.1|DSUP	LOC115632961|XP_030386121.1|SLEB
OG0010164	LOC119554274|XP_037721054.1|DSUP	LOC115633087|XP_030386324.1|SLEB
OG0010165	LOC119554253|XP_037721018.1|DSUP	LOC115632934|XP_030386087.1|SLEB
OG0010166	LOC119552887|XP_037718722.1|DSUP	LOC115632749|XP_030385857.1|SLEB, LOC115632757|XP_030385864.1|SLEB
OG0010169	LOC119555078|XP_037722219.1|DSUP	LOC115622246|XP_030372004.1|SLEB
OG0010170	LOC119553765|XP_037720300.1|DSUP	LOC115622307|XP_030372072.1|SLEB
OG0010171	LOC119553815|XP_037720363.1|DSUP	LOC115622304|XP_030372068.1|SLEB
OG0010172	LOC119554449|XP_037721288.1|DSUP	LOC115628739|XP_030380803.1|SLEB
OG0010173	LOC119550090|XP_037714498.1|DSUP	LOC115634703|XP_030388442.1|SLEB, LOC115622221|XP_030371982.1|SLEB
OG0010174	LOC119551115|XP_037716224.1|DSUP	LOC115623404|XP_030373577.1|SLEB
OG0010175	LOC119550678|XP_037715465.1|DSUP	LOC115624775|XP_030375467.1|SLEB
OG0010176	LOC119551487|XP_037716778.1|DSUP	LOC115624958|XP_030375672.1|SLEB
OG0010177	LOC119550046|XP_037714427.1|DSUP	LOC115630316|XP_030382717.1|SLEB
OG0010178	LOC119551078|XP_037716169.1|DSUP	LOC115633690|XP_030387010.1|SLEB, LOC115625121|XP_030375896.1|SLEB
OG0010179	LOC119552601|XP_037718190.1|DSUP	LOC115623196|XP_030373279.1|SLEB
OG0010180	LOC119554378|XP_037721187.1|DSUP	LOC115633942|XP_030387323.1|SLEB
OG0010181	LOC119553641|XP_037720047.1|DSUP	LOC115633943|XP_030387320.1|SLEB
OG0010182	LOC119551287|XP_037716485.1|DSUP	LOC115634008|XP_030387395.1|SLEB
OG0010183	LOC119550579|XP_037715299.1|DSUP	LOC115634367|XP_030387890.1|SLEB
OG0010184	LOC119551651|XP_037717015.1|DSUP	LOC115634737|XP_030388485.1|SLEB
OG0010185	LOC119550303|XP_037714831.1|DSUP	LOC115634738|XP_030388486.1|SLEB
OG0010186	LOC119553630|XP_037720028.1|DSUP	LOC115622895|XP_030372871.1|SLEB
OG0010187	LOC119549952|XP_037714264.1|DSUP	LOC115631665|XP_030384341.1|SLEB
OG0010188	LOC119550436|XP_037715035.1|DSUP	LOC115620736|XP_030369985.1|SLEB
OG0010189	LOC119551407|XP_037716672.1|DSUP	LOC115633734|XP_030387070.1|SLEB
OG0010190	LOC119551535|XP_037716853.1|DSUP	LOC115627019|XP_030378408.1|SLEB
OG0010191	LOC119550246|XP_037714748.1|DSUP	LOC115633820|XP_030387170.1|SLEB
OG0010192	LOC119550853|XP_037715750.1|DSUP	LOC115634321|XP_030387840.1|SLEB
OG0010193	LOC119549976|XP_037714303.1|DSUP	LOC115633761|XP_030387096.1|SLEB
OG0010194	LOC119554091|XP_037720767.1|DSUP	LOC115622271|XP_030372033.1|SLEB
OG0010195	LOC119554023|XP_037720667.1|DSUP	LOC115623037|XP_030373074.1|SLEB
OG0010196	LOC119552014|XP_037717676.1|DSUP	LOC115626483|XP_030377732.1|SLEB
OG0010197	LOC119551467|XP_037716748.1|DSUP	LOC115631934|XP_030384648.1|SLEB
OG0010198	LOC119551036|XP_037716073.1|DSUP	LOC115621694|XP_030371265.1|SLEB
OG0010199	LOC119551117|XP_037716228.1|DSUP	LOC115626898|XP_030378267.1|SLEB
OG0010200	LOC119549946|XP_037714255.1|DSUP	LOC115633431|XP_030386753.1|SLEB
OG0010201	LOC119551271|XP_037716459.1|DSUP	LOC115627634|XP_030379233.1|SLEB
OG0010202	LOC119550191|XP_037714660.1|DSUP	LOC115624750|XP_030375438.1|SLEB
OG0010203	LOC119551931|XP_037717510.1|DSUP	LOC115632513|XP_030385567.1|SLEB
OG0010204	LOC119550909|XP_037715826.1|DSUP	LOC115634031|XP_030387432.1|SLEB
OG0010205	LOC119551136|XP_037716254.1|DSUP	LOC115624622|XP_030375235.1|SLEB
OG0010206	LOC119551138|XP_037716256.1|DSUP	LOC115624914|XP_030375623.1|SLEB
OG0010207	LOC119550175|XP_037714638.1|DSUP	LOC115634294|XP_030387806.1|SLEB
OG0010208	LOC119549177|XP_037712906.1|DSUP	LOC115634443|XP_030388012.1|SLEB
OG0010209	LOC119549178|XP_037712907.1|DSUP	LOC115624293|XP_030374781.1|SLEB
OG0010210	LOC119551372|XP_037716622.1|DSUP	LOC115625265|XP_030376130.1|SLEB
OG0010211	LOC119551991|XP_037717640.1|DSUP	LOC115631170|XP_030383723.1|SLEB
OG0010212	LOC119551119|XP_037716231.1|DSUP	LOC115624901|XP_030375610.1|SLEB
OG0010213	LOC119550685|XP_037715476.1|DSUP	LOC115624827|XP_030375533.1|SLEB
OG0010214	LOC119549297|XP_037713181.1|DSUP	LOC115624559|XP_030375147.1|SLEB
OG0010215	LOC119551492|XP_037716787.1|DSUP	LOC115634420|XP_030387987.1|SLEB
OG0010216	LOC119550745|XP_037715593.1|DSUP	LOC115619965|XP_030368860.1|SLEB
OG0010217	LOC119550792|XP_037715652.1|DSUP	LOC115634063|XP_030387469.1|SLEB
OG0010218	LOC119550447|XP_037715051.1|DSUP	LOC115633826|XP_030387174.1|SLEB
OG0010219	LOC119550697|XP_037715491.1|DSUP	LOC115634247|XP_030387701.1|SLEB
OG0010220	LOC119551977|XP_037717619.1|DSUP	LOC115630240|XP_030382648.1|SLEB
OG0010221	LOC119551975|XP_037717617.1|DSUP	LOC115634076|XP_030387482.1|SLEB
OG0010222	LOC119549372|XP_037713335.1|DSUP	LOC115622146|XP_030371877.1|SLEB
OG0010223	LOC119549370|XP_037713331.1|DSUP	LOC115621933|XP_030371677.1|SLEB
OG0010224	LOC119550408|XP_037714995.1|DSUP	LOC115634423|XP_030387990.1|SLEB
OG0010225	LOC119557423|XP_037726106.1|DSUP	LOC115624090|XP_030374540.1|SLEB
OG0010226	LOC119560462|XP_037729850.1|DSUP	LOC115624116|XP_030374570.1|SLEB
