Orthogroup	DSUP.longest_only	AALB.longest_only
OG0005799	LOC119560852|XP_037730440.1|DSUP	LOC118468759|XP_035795824.1|AALB
OG0005800	LOC119560513|XP_037729916.1|DSUP	LOC118460428|XP_035780612.1|AALB
OG0005801	LOC119560512|XP_037729915.1|DSUP	LOC118457338|XP_035774727.1|AALB
OG0005803	LOC119563486|XP_037732841.1|DSUP	LOC118460835|XP_035781397.1|AALB
OG0005804	LOC119563280|XP_037732531.1|DSUP	LOC118460190|XP_035780188.1|AALB
OG0005805	LOC119549910|XP_037714158.1|DSUP	LOC118456638|XP_035773465.1|AALB
OG0005806	LOC119552777|XP_037718521.1|DSUP	LOC118458962|XP_035777837.1|AALB
OG0005807	LOC119563426|XP_037732739.1|DSUP	LOC118456979|XP_035774071.1|AALB
OG0005808	LOC119558237|XP_037727488.1|DSUP	LOC118457765|XP_035775482.1|AALB, LOC118457764|XP_035775481.1|AALB
OG0005809	LOC119552627|XP_037718227.1|DSUP	LOC118458694|XP_035777327.1|AALB
OG0005810	LOC119560855|XP_037730447.1|DSUP	LOC118457413|XP_035774880.1|AALB
OG0005811	LOC119560856|XP_037730448.1|DSUP	LOC118457415|XP_035774881.1|AALB
OG0005812	LOC119563321|XP_037732584.1|DSUP	LOC118460834|XP_035781390.1|AALB
OG0005813	LOC119559903|XP_037728996.1|DSUP	LOC118461034|XP_035781809.1|AALB
OG0005814	LOC119560740|XP_037730282.1|DSUP	LOC118461593|XP_035782990.1|AALB
OG0005815	LOC119549269|XP_037713108.1|DSUP	LOC118461590|XP_035782986.1|AALB
OG0005816	LOC119549564|XP_037713647.1|DSUP	LOC118468295|XP_035794915.1|AALB
OG0005817	LOC119560129|XP_037729408.1|DSUP	LOC118458456|XP_035776842.1|AALB
OG0005818	LOC119561189|XP_037730974.1|DSUP	LOC118460145|XP_035780128.1|AALB
OG0005819	LOC119559949|XP_037729106.1|DSUP	LOC118458055|XP_035776075.1|AALB
OG0005820	LOC119559950|XP_037729108.1|DSUP	LOC118466663|XP_035792160.1|AALB
OG0005821	LOC119559956|XP_037729117.1|DSUP	LOC118459830|XP_035779486.1|AALB
OG0005822	LOC119548344|XP_037711479.1|DSUP	LOC118464670|XP_035788075.1|AALB
OG0005823	LOC119558064|XP_037727161.1|DSUP	LOC118465871|XP_035790397.1|AALB
OG0005824	LOC119560921|XP_037730553.1|DSUP	LOC118461521|XP_035782847.1|AALB
OG0005825	LOC119553338|XP_037719602.1|DSUP	LOC118460495|XP_035780740.1|AALB
OG0005827	LOC119553981|XP_037720619.1|DSUP	LOC118460490|XP_035780736.1|AALB
OG0005828	LOC119553420|XP_037719725.1|DSUP	LOC118468799|XP_035795903.1|AALB
OG0005829	LOC119552275|XP_037717996.1|DSUP	LOC118468797|XP_035795897.1|AALB
OG0005830	LOC119552749|XP_037718465.1|DSUP	LOC118456257|XP_035772752.1|AALB
OG0005831	LOC119554535|XP_037721416.1|DSUP	LOC118456254|XP_035772748.1|AALB
OG0005832	LOC119553755|XP_037720287.1|DSUP	LOC118458998|XP_035777890.1|AALB
OG0005833	LOC119554291|XP_037721076.1|DSUP	LOC118460615|XP_035780947.1|AALB
OG0005834	LOC119554668|XP_037721597.1|DSUP	LOC118460623|XP_035780964.1|AALB
OG0005835	LOC119553221|XP_037719408.1|DSUP	LOC118458219|XP_035776371.1|AALB
OG0005836	LOC119554567|XP_037721465.1|DSUP	LOC118459046|XP_035777964.1|AALB
OG0005837	LOC119547613|XP_037710468.1|DSUP	LOC118457575|XP_035775145.1|AALB
OG0005838	LOC119563036|XP_037732165.1|DSUP	LOC118458330|XP_035776575.1|AALB
OG0005839	LOC119546857|XP_037709385.1|DSUP	LOC118456985|XP_035774087.1|AALB
OG0005840	LOC119563489|XP_037732852.1|DSUP	LOC118456986|XP_035774089.1|AALB
OG0005841	LOC119559777|XP_037728783.1|DSUP	LOC118457609|XP_035775215.1|AALB
OG0005842	LOC119557899|XP_037726833.1|DSUP	LOC118461329|XP_035782427.1|AALB
OG0005843	LOC119554169|XP_037720886.1|DSUP	LOC118461324|XP_035782422.1|AALB
OG0005844	LOC119554976|XP_037722033.1|DSUP	LOC118461323|XP_035782420.1|AALB
OG0005845	LOC119560328|XP_037729641.1|DSUP	LOC118461509|XP_035782831.1|AALB
OG0005846	LOC119551839|XP_037717342.1|DSUP	LOC118458750|XP_035777423.1|AALB
OG0005847	LOC119545733|XP_037707482.1|DSUP	LOC118459357|XP_035778541.1|AALB
OG0005848	LOC119557860|XP_037726784.1|DSUP	LOC118459604|XP_035779044.1|AALB
OG0005849	LOC119558268|XP_037727548.1|DSUP	LOC118468756|XP_035795811.1|AALB
OG0005850	LOC119557362|XP_037726031.1|DSUP	LOC118458015|XP_035776006.1|AALB, LOC118458155|XP_035776243.1|AALB
OG0005851	LOC119547318|XP_037710045.1|DSUP	LOC118467661|XP_035794302.1|AALB
OG0005852	LOC119548029|XP_037711035.1|DSUP	LOC118456519|XP_035773255.1|AALB
OG0005853	LOC119556255|XP_037724228.1|DSUP	LOC118460546|XP_035780830.1|AALB
OG0005854	LOC119560854|XP_037730446.1|DSUP	LOC118459127|XP_035778090.1|AALB
OG0005855	LOC119557341|XP_037726004.1|DSUP	LOC118458189|XP_035776325.1|AALB
OG0005856	LOC119558062|XP_037727141.1|DSUP	LOC118457902|XP_035775782.1|AALB
OG0005857	LOC119561035|XP_037730790.1|DSUP	LOC118459069|XP_035777999.1|AALB
OG0005858	LOC119563067|XP_037732209.1|DSUP	LOC118463673|XP_035786323.1|AALB
OG0005859	LOC119548259|XP_037711332.1|DSUP	LOC118460017|XP_035779841.1|AALB
OG0005860	LOC119561088|XP_037730887.1|DSUP	LOC118468441|XP_035795099.1|AALB
OG0005861	LOC119546968|XP_037709546.1|DSUP	LOC118468933|XP_035796150.1|AALB
OG0005862	LOC119551748|XP_037717198.1|DSUP	LOC118466352|XP_035791377.1|AALB
OG0005863	LOC119551172|XP_037716298.1|DSUP	LOC118461484|XP_035782751.1|AALB
OG0005864	LOC119563127|XP_037732303.1|DSUP	LOC118468936|XP_035796161.1|AALB
OG0005865	LOC119551325|XP_037716551.1|DSUP	LOC118466586|XP_035792039.1|AALB
OG0005866	LOC119551831|XP_037717327.1|DSUP	LOC118466382|XP_035791506.1|AALB
OG0005867	LOC119546021|XP_037707962.1|DSUP	LOC118463377|XP_035785798.1|AALB
OG0005869	LOC119557761|XP_037726584.1|DSUP	LOC118467835|XP_035794620.1|AALB
OG0005870	LOC119556930|XP_037725349.1|DSUP	LOC118466348|XP_035791374.1|AALB
OG0005871	LOC119557755|XP_037726579.1|DSUP	LOC118464780|XP_035788303.1|AALB
OG0005872	LOC119560353|XP_037729684.1|DSUP	LOC118464779|XP_035788301.1|AALB
OG0005873	LOC119548572|XP_037711821.1|DSUP	LOC118467218|XP_035793356.1|AALB
OG0005874	LOC119556419|XP_037724559.1|DSUP	LOC118462560|XP_035784240.1|AALB
OG0005875	LOC119551324|XP_037716547.1|DSUP	LOC118464732|XP_035788221.1|AALB
OG0005876	LOC119557116|XP_037725623.1|DSUP	LOC118463202|XP_035785530.1|AALB
OG0005877	LOC119556654|XP_037724921.1|DSUP	LOC118467671|XP_035794320.1|AALB
OG0005878	LOC119556249|XP_037724218.1|DSUP	LOC118466791|XP_035792425.1|AALB
OG0005880	LOC119554362|XP_037721156.1|DSUP	LOC118466874|XP_035792616.1|AALB
OG0005881	LOC119555503|XP_037722849.1|DSUP	LOC118466880|XP_035792628.1|AALB
OG0005882	LOC119557489|XP_037726188.1|DSUP	LOC118464891|XP_035788529.1|AALB
OG0005883	LOC119552866|XP_037718683.1|DSUP	LOC118464637|XP_035787977.1|AALB
OG0005884	LOC119554243|XP_037721006.1|DSUP	LOC118462738|XP_035784587.1|AALB
OG0005885	LOC119554798|XP_037721775.1|DSUP	LOC118462722|XP_035784559.1|AALB
OG0005886	LOC119553536|XP_037719894.1|DSUP	LOC118462720|XP_035784556.1|AALB
OG0005887	LOC119555502|XP_037722847.1|DSUP	LOC118466804|XP_035792449.1|AALB
OG0005888	LOC119554724|XP_037721666.1|DSUP	LOC118466805|XP_035792450.1|AALB
OG0005889	LOC119552757|XP_037718477.1|DSUP	LOC118466853|XP_035792574.1|AALB
OG0005890	LOC119556165|XP_037724012.1|DSUP	LOC118467268|XP_035793449.1|AALB
OG0005891	LOC119554554|XP_037721448.1|DSUP	LOC118467273|XP_035793463.1|AALB
OG0005892	LOC119554633|XP_037721558.1|DSUP	LOC118467272|XP_035793462.1|AALB
OG0005893	LOC119554133|XP_037720836.1|DSUP	LOC118466798|XP_035792442.1|AALB
OG0005894	LOC119554134|XP_037720837.1|DSUP	LOC118466800|XP_035792444.1|AALB
OG0005895	LOC119554136|XP_037720838.1|DSUP	LOC118466803|XP_035792448.1|AALB
OG0005896	LOC119553702|XP_037720190.1|DSUP	LOC118466799|XP_035792443.1|AALB
OG0005897	LOC119553116|XP_037719223.1|DSUP	LOC118464367|XP_035787594.1|AALB
OG0005898	LOC119555952|XP_037723590.1|DSUP	LOC118464333|XP_035787543.1|AALB
OG0005899	LOC119550801|XP_037715663.1|DSUP	LOC118466735|XP_035792310.1|AALB
OG0005900	LOC119546436|XP_037708633.1|DSUP	LOC118465563|XP_035789812.1|AALB, LOC118465567|XP_035789821.1|AALB
OG0005901	LOC119549342|XP_037713255.1|DSUP	LOC118463087|XP_035785260.1|AALB
OG0005902	LOC119551641|XP_037716999.1|DSUP	LOC118463086|XP_035785258.1|AALB
OG0005903	LOC119554427|XP_037721252.1|DSUP	LOC118462471|XP_035784062.1|AALB
OG0005904	LOC119559748|XP_037728743.1|DSUP	LOC118465860|XP_035790385.1|AALB
OG0005905	LOC119552943|XP_037718831.1|DSUP	LOC118463332|XP_035785722.1|AALB
OG0005906	LOC119552888|XP_037718723.1|DSUP	LOC118464795|XP_035788321.1|AALB
OG0005907	LOC119554988|XP_037722053.1|DSUP	LOC118463726|XP_035786413.1|AALB
OG0005908	LOC119555474|XP_037722810.1|DSUP	LOC118467982|XP_035794864.1|AALB
OG0005909	LOC119554884|XP_037721900.1|DSUP	LOC118464442|XP_035787710.1|AALB
OG0005910	LOC119549264|XP_037713100.1|DSUP	LOC118465076|XP_035788866.1|AALB
OG0005911	LOC119549266|XP_037713104.1|DSUP	LOC118465079|XP_035788875.1|AALB
OG0005912	LOC119549267|XP_037713105.1|DSUP	LOC118463172|XP_035785460.1|AALB
OG0005913	LOC119545837|XP_037707723.1|DSUP	LOC118466332|XP_035791345.1|AALB
OG0005914	LOC119551845|XP_037717346.1|DSUP	LOC118464076|XP_035787025.1|AALB
OG0005915	LOC119551507|XP_037716815.1|DSUP	LOC118462882|XP_035784848.1|AALB
OG0005916	LOC119550053|XP_037714437.1|DSUP	LOC118466937|XP_035792723.1|AALB
OG0005917	LOC119552158|XP_037717901.1|DSUP	LOC118464643|XP_035788001.1|AALB
OG0005918	LOC119557707|XP_037726515.1|DSUP	LOC118465561|XP_035789805.1|AALB
OG0005919	LOC119551575|XP_037716903.1|DSUP	LOC118464432|XP_035787697.1|AALB
OG0005920	LOC119550557|XP_037715270.1|DSUP	LOC118466741|XP_035792320.1|AALB
OG0005921	LOC119554566|XP_037721464.1|DSUP	LOC118466747|XP_035792326.1|AALB
OG0005922	LOC119556021|XP_037723729.1|DSUP	LOC118466591|XP_035792046.1|AALB
OG0005923	LOC119555037|XP_037722112.1|DSUP	LOC118465887|XP_035790431.1|AALB
OG0005924	LOC119554865|XP_037721875.1|DSUP	LOC118465890|XP_035790434.1|AALB
OG0005925	LOC119554696|XP_037721627.1|DSUP	LOC118467036|XP_035792914.1|AALB
OG0005926	LOC119555845|XP_037723401.1|DSUP	LOC118467436|XP_035793835.1|AALB
OG0005927	LOC119561061|XP_037730825.1|DSUP	LOC118463235|XP_035785586.1|AALB
OG0005928	LOC119555881|XP_037723465.1|DSUP	LOC118463236|XP_035785588.1|AALB
OG0005929	LOC119553307|XP_037719561.1|DSUP	LOC118463228|XP_035785571.1|AALB
OG0005930	LOC119549169|XP_037712896.1|DSUP	LOC118467614|XP_035794209.1|AALB
OG0005931	LOC119550589|XP_037715321.1|DSUP	LOC118466595|XP_035792056.1|AALB
OG0005932	LOC119549939|XP_037714249.1|DSUP	LOC118463901|XP_035786725.1|AALB
OG0005933	LOC119551962|XP_037717589.1|DSUP	LOC118465557|XP_035789795.1|AALB
OG0005934	LOC119549682|XP_037713819.1|DSUP	LOC118467660|XP_035794298.1|AALB
OG0005935	LOC119555673|XP_037723221.1|DSUP	LOC118466000|XP_035790687.1|AALB
OG0005936	LOC119548452|XP_037711643.1|DSUP	LOC118466006|XP_035790696.1|AALB
OG0005937	LOC119555676|XP_037723224.1|DSUP	LOC118466002|XP_035790690.1|AALB
OG0005938	LOC119551971|XP_037717608.1|DSUP	LOC118464226|XP_035787299.1|AALB
OG0005939	LOC119557581|XP_037726311.1|DSUP	LOC118467454|XP_035793852.1|AALB
OG0005940	LOC119549217|XP_037713009.1|DSUP	LOC118467210|XP_035793330.1|AALB
OG0005941	LOC119550486|XP_037715103.1|DSUP	LOC118467211|XP_035793332.1|AALB
OG0005942	LOC119559386|XP_037728371.1|DSUP	LOC118464075|XP_035787024.1|AALB
OG0005943	LOC119549392|XP_037713370.1|DSUP	LOC118467911|XP_035794734.1|AALB
OG0005944	LOC119551227|XP_037716392.1|DSUP	LOC118464787|XP_035788312.1|AALB
OG0005945	LOC119550512|XP_037715146.1|DSUP	LOC118464137|XP_035787133.1|AALB
OG0005946	LOC119550215|XP_037714702.1|DSUP	LOC118463729|XP_035786416.1|AALB
OG0005947	LOC119551071|XP_037716122.1|DSUP	LOC118467159|XP_035793196.1|AALB
OG0005948	LOC119553387|XP_037719672.1|DSUP	LOC118464023|XP_035786972.1|AALB
OG0005949	LOC119553200|XP_037719380.1|DSUP	LOC118464024|XP_035786973.1|AALB
OG0005950	LOC119548876|XP_037712435.1|DSUP	LOC118466011|XP_035790710.1|AALB
OG0005951	LOC119554736|XP_037721685.1|DSUP	LOC118466673|XP_035792170.1|AALB
OG0005952	LOC119548875|XP_037712433.1|DSUP	LOC118463618|XP_035786203.1|AALB
OG0005953	LOC119548703|XP_037712095.1|DSUP	LOC118463622|XP_035786213.1|AALB
OG0005954	LOC119548698|XP_037712090.1|DSUP	LOC118463111|XP_035785328.1|AALB
OG0005955	LOC119563008|XP_037732125.1|DSUP	LOC118466055|XP_035790797.1|AALB
OG0005956	LOC119549440|XP_037713461.1|DSUP	LOC118465576|XP_035789836.1|AALB
OG0005957	LOC119563266|XP_037732513.1|DSUP	LOC118462826|XP_035784748.1|AALB
OG0005958	LOC119563410|XP_037732706.1|DSUP	LOC118466973|XP_035792777.1|AALB
OG0005959	LOC119548265|XP_037711337.1|DSUP	LOC118464759|XP_035788271.1|AALB
OG0005960	LOC119556261|XP_037724235.1|DSUP	LOC118464753|XP_035788265.1|AALB
OG0005961	LOC119549261|XP_037713098.1|DSUP	LOC118466236|XP_035791168.1|AALB
OG0005962	LOC119549147|XP_037712854.1|DSUP	LOC118466331|XP_035791344.1|AALB
OG0005963	LOC119548484|XP_037711685.1|DSUP	LOC118465731|XP_035790086.1|AALB
OG0005964	LOC119550350|XP_037714899.1|DSUP	LOC118467821|XP_035794603.1|AALB
OG0005965	LOC119551157|XP_037716279.1|DSUP	LOC118467826|XP_035794609.1|AALB
OG0005966	LOC119550553|XP_037715265.1|DSUP	LOC118467820|XP_035794602.1|AALB
OG0005967	LOC119550980|XP_037715943.1|DSUP	LOC118463609|XP_035786182.1|AALB
OG0005968	LOC119550712|XP_037715518.1|DSUP	LOC118463607|XP_035786171.1|AALB
OG0005969	LOC119549517|XP_037713557.1|DSUP	LOC118467486|XP_035793919.1|AALB
OG0005970	LOC119554047|XP_037720713.1|DSUP	LOC118464156|XP_035787176.1|AALB
OG0005971	LOC119559405|XP_037728401.1|DSUP	LOC118465974|XP_035790627.1|AALB
OG0005972	LOC119552653|XP_037718278.1|DSUP	LOC118465971|XP_035790619.1|AALB
OG0005973	LOC119554612|XP_037721533.1|DSUP	LOC118462562|XP_035784244.1|AALB
OG0005974	LOC119553316|XP_037719570.1|DSUP	LOC118465460|XP_035789648.1|AALB
OG0005975	LOC119552654|XP_037718284.1|DSUP	LOC118467392|XP_035793742.1|AALB
OG0005977	LOC119551210|XP_037716372.1|DSUP	LOC118465170|XP_035789023.1|AALB
OG0005978	LOC119552186|XP_037717962.1|DSUP	LOC118465169|XP_035789022.1|AALB
OG0005980	LOC119549300|XP_037713187.1|DSUP	LOC118467887|XP_035794693.1|AALB
OG0005981	LOC119558256|XP_037727514.1|DSUP	LOC118467894|XP_035794705.1|AALB
OG0005982	LOC119551412|XP_037716679.1|DSUP	LOC118467890|XP_035794699.1|AALB
OG0005983	LOC119558042|XP_037727119.1|DSUP	LOC118467892|XP_035794702.1|AALB
OG0005984	LOC119556352|XP_037724384.1|DSUP	LOC118466190|XP_035791089.1|AALB
OG0005985	LOC119556693|XP_037725017.1|DSUP	LOC118467376|XP_035793690.1|AALB
OG0005986	LOC119556593|XP_037724829.1|DSUP	LOC118467391|XP_035793738.1|AALB
OG0005987	LOC119562452|XP_037731567.1|DSUP, LOC119556326|XP_037724342.1|DSUP	LOC118467388|XP_035793725.1|AALB
OG0005988	LOC119551449|XP_037716720.1|DSUP	LOC118464718|XP_035788183.1|AALB
OG0005989	LOC119559398|XP_037728388.1|DSUP	LOC118463915|XP_035786748.1|AALB
OG0005990	LOC119549749|XP_037713919.1|DSUP	LOC118463919|XP_035786769.1|AALB
OG0005991	LOC119551384|XP_037716634.1|DSUP	LOC118464431|XP_035787695.1|AALB
OG0005992	LOC119553210|XP_037719395.1|DSUP	LOC118464430|XP_035787694.1|AALB
OG0005993	LOC119553211|XP_037719396.1|DSUP	LOC118467385|XP_035793718.1|AALB
OG0005994	LOC119555656|XP_037723165.1|DSUP	LOC118463735|XP_035786420.1|AALB
OG0005995	LOC119555008|XP_037722079.1|DSUP	LOC118467419|XP_035793798.1|AALB
OG0005996	LOC119553610|XP_037719996.1|DSUP	LOC118467422|XP_035793801.1|AALB
OG0005997	LOC119550575|XP_037715294.1|DSUP	LOC118467536|XP_035794022.1|AALB
OG0005998	LOC119553403|XP_037719703.1|DSUP	LOC118467535|XP_035794021.1|AALB
OG0005999	LOC119554934|XP_037721972.1|DSUP	LOC118463199|XP_035785526.1|AALB
OG0006000	LOC119549689|XP_037713833.1|DSUP	LOC118466845|XP_035792560.1|AALB
OG0006001	LOC119553540|XP_037719905.1|DSUP	LOC118464770|XP_035788288.1|AALB
OG0006002	LOC119551673|XP_037717053.1|DSUP	LOC118462767|XP_035784625.1|AALB
OG0006003	LOC119553318|XP_037719575.1|DSUP	LOC118464729|XP_035788203.1|AALB
OG0006004	LOC119560383|XP_037729729.1|DSUP	LOC118464187|XP_035787230.1|AALB
OG0006005	LOC119551531|XP_037716845.1|DSUP	LOC118467847|XP_035794646.1|AALB
OG0006006	LOC119549425|XP_037713435.1|DSUP	LOC118465013|XP_035788758.1|AALB
OG0006007	LOC119559467|XP_037728505.1|DSUP	LOC118467830|XP_035794614.1|AALB
OG0006008	LOC119546598|XP_037708953.1|DSUP	LOC118465072|XP_035788856.1|AALB
OG0006009	LOC119555432|XP_037722729.1|DSUP	LOC118467727|XP_035794424.1|AALB
OG0006010	LOC119555646|XP_037723122.1|DSUP	LOC118465817|XP_035790284.1|AALB
OG0006011	LOC119555275|XP_037722506.1|DSUP	LOC118465829|XP_035790311.1|AALB
OG0006012	LOC119555338|XP_037722601.1|DSUP	LOC118467838|XP_035794623.1|AALB
OG0006013	LOC119552106|XP_037717819.1|DSUP	LOC118467225|XP_035793369.1|AALB
OG0006014	LOC119553187|XP_037719362.1|DSUP	LOC118465855|XP_035790376.1|AALB
OG0006015	LOC119549423|XP_037713430.1|DSUP	LOC118464716|XP_035788167.1|AALB
OG0006016	LOC119551958|XP_037717580.1|DSUP	LOC118466079|XP_035790864.1|AALB
OG0006017	LOC119551355|XP_037716603.1|DSUP	LOC118465505|XP_035789715.1|AALB
OG0006018	LOC119549410|XP_037713400.1|DSUP	LOC118465504|XP_035789713.1|AALB
OG0006019	LOC119551199|XP_037716329.1|DSUP	LOC118465514|XP_035789725.1|AALB
OG0006020	LOC119552860|XP_037718673.1|DSUP	LOC118465463|XP_035789652.1|AALB
OG0006021	LOC119555336|XP_037722599.1|DSUP	LOC118465449|XP_035789597.1|AALB
OG0006022	LOC119547353|XP_037710095.1|DSUP	LOC118465451|XP_035789615.1|AALB
OG0006023	LOC119553142|XP_037719282.1|DSUP	LOC118467546|XP_035794038.1|AALB
OG0006024	LOC119556356|XP_037724392.1|DSUP	LOC118466370|XP_035791462.1|AALB
OG0006025	LOC119551948|XP_037717566.1|DSUP	LOC118463877|XP_035786689.1|AALB
OG0006026	LOC119563380|XP_037732659.1|DSUP	LOC118463603|XP_035786160.1|AALB
OG0006027	LOC119549127|XP_037712821.1|DSUP	LOC118467015|XP_035792855.1|AALB
OG0006028	LOC119551559|XP_037716883.1|DSUP	LOC118462554|XP_035784226.1|AALB
OG0006029	LOC119549071|XP_037712706.1|DSUP	LOC118467832|XP_035794616.1|AALB
OG0006030	LOC119563289|XP_037732544.1|DSUP	LOC118466104|XP_035790916.1|AALB
OG0006031	LOC119551306|XP_037716529.1|DSUP	LOC118467834|XP_035794618.1|AALB
OG0006032	LOC119555908|XP_037723527.1|DSUP	LOC118462516|XP_035784137.1|AALB
OG0006033	LOC119550181|XP_037714646.1|DSUP	LOC118463359|XP_035785768.1|AALB
OG0006034	LOC119551830|XP_037717330.1|DSUP	LOC118464518|XP_035787850.1|AALB
OG0006035	LOC119545746|XP_037707496.1|DSUP	LOC118464003|XP_035786943.1|AALB
OG0006036	LOC119547376|XP_037710128.1|DSUP	LOC118464001|XP_035786941.1|AALB
OG0006037	LOC119549606|XP_037713705.1|DSUP	LOC118464002|XP_035786942.1|AALB
OG0006038	LOC119560763|XP_037730312.1|DSUP	LOC118466162|XP_035791031.1|AALB
OG0006039	LOC119559430|XP_037728456.1|DSUP	LOC118466159|XP_035791026.1|AALB
OG0006040	LOC119559460|XP_037728494.1|DSUP	LOC118466892|XP_035792640.1|AALB
OG0006041	LOC119557749|XP_037726563.1|DSUP	LOC118458022|XP_035776020.1|AALB
OG0006042	LOC119552150|XP_037717876.1|DSUP	LOC118467433|XP_035793815.1|AALB
OG0006043	LOC119554165|XP_037720882.1|DSUP	LOC118464858|XP_035788461.1|AALB
OG0006044	LOC119556040|XP_037723756.1|DSUP	LOC118465069|XP_035788848.1|AALB
OG0006045	LOC119559381|XP_037728365.1|DSUP	LOC118467102|XP_035793045.1|AALB
OG0006046	LOC119550297|XP_037714819.1|DSUP	LOC118464233|XP_035787306.1|AALB
OG0006047	LOC119554511|XP_037721381.1|DSUP	LOC118464244|XP_035787338.1|AALB
OG0006048	LOC119554703|XP_037721635.1|DSUP	LOC118462794|XP_035784684.1|AALB
OG0006049	LOC119557885|XP_037726815.1|DSUP	LOC118467732|XP_035794430.1|AALB
OG0006050	LOC119548525|XP_037711748.1|DSUP	LOC118465256|XP_035789171.1|AALB
OG0006051	LOC119557306|XP_037725944.1|DSUP	LOC118465262|XP_035789177.1|AALB
OG0006052	LOC119549727|XP_037713896.1|DSUP	LOC118467538|XP_035794029.1|AALB
OG0006053	LOC119554530|XP_037721408.1|DSUP	LOC118462513|XP_035784135.1|AALB
OG0006054	LOC119547262|XP_037710008.1|DSUP	LOC118466241|XP_035791184.1|AALB
OG0006055	LOC119560346|XP_037729670.1|DSUP	LOC118467320|XP_035793551.1|AALB
OG0006056	LOC119551873|XP_037717395.1|DSUP	LOC118465374|XP_035789462.1|AALB
OG0006057	LOC119553919|XP_037720530.1|DSUP	LOC118463677|XP_035786327.1|AALB
OG0006058	LOC119559911|XP_037729016.1|DSUP	LOC118467215|XP_035793352.1|AALB
OG0006059	LOC119553681|XP_037720158.1|DSUP	LOC118466536|XP_035791937.1|AALB
OG0006060	LOC119553684|XP_037720162.1|DSUP	LOC118466537|XP_035791940.1|AALB
OG0006061	LOC119558058|XP_037727136.1|DSUP	LOC118465271|XP_035789194.1|AALB
OG0006062	LOC119550453|XP_037715062.1|DSUP	LOC118465278|XP_035789212.1|AALB
OG0006063	LOC119548547|XP_037711769.1|DSUP	LOC118461534|XP_035782863.1|AALB
OG0006064	LOC119549095|XP_037712753.1|DSUP	LOC118465780|XP_035790198.1|AALB
OG0006065	LOC119554156|XP_037720872.1|DSUP	LOC118465779|XP_035790197.1|AALB
OG0006066	LOC119549302|XP_037713189.1|DSUP	LOC118465781|XP_035790201.1|AALB
OG0006067	LOC119551861|XP_037717367.1|DSUP	LOC118467330|XP_035793560.1|AALB
OG0006068	LOC119558080|XP_037727189.1|DSUP	LOC118463204|XP_035785540.1|AALB
OG0006069	LOC119555515|XP_037722863.1|DSUP	LOC118464364|XP_035787582.1|AALB
OG0006070	LOC119554994|XP_037722061.1|DSUP	LOC118466826|XP_035792514.1|AALB
OG0006071	LOC119559451|XP_037728485.1|DSUP	LOC118466822|XP_035792505.1|AALB
OG0006072	LOC119553128|XP_037719249.1|DSUP	LOC118466717|XP_035792275.1|AALB
OG0006073	LOC119554991|XP_037722057.1|DSUP	LOC118467779|XP_035794510.1|AALB
OG0006074	LOC119558217|XP_037727455.1|DSUP	LOC118462660|XP_035784440.1|AALB
OG0006075	LOC119556505|XP_037724694.1|DSUP	LOC118468247|XP_035794905.1|AALB
OG0006076	LOC119551840|XP_037717338.1|DSUP	LOC118464689|XP_035788105.1|AALB
OG0006077	LOC119553580|XP_037719956.1|DSUP	LOC118467906|XP_035794726.1|AALB
OG0006078	LOC119553617|XP_037720011.1|DSUP	LOC118465018|XP_035788767.1|AALB
OG0006079	LOC119554056|XP_037720725.1|DSUP	LOC118463176|XP_035785476.1|AALB
OG0006080	LOC119555450|XP_037722753.1|DSUP	LOC118462896|XP_035784883.1|AALB
OG0006081	LOC119549768|XP_037713953.1|DSUP	LOC118462740|XP_035784593.1|AALB
OG0006082	LOC119551579|XP_037716909.1|DSUP	LOC118462759|XP_035784618.1|AALB
OG0006083	LOC119554977|XP_037722034.1|DSUP	LOC118463796|XP_035786529.1|AALB
OG0006084	LOC119555458|XP_037722787.1|DSUP	LOC118465147|XP_035788982.1|AALB
OG0006085	LOC119553950|XP_037720572.1|DSUP	LOC118464012|XP_035786953.1|AALB
OG0006086	LOC119554363|XP_037721159.1|DSUP	LOC118464850|XP_035788440.1|AALB
OG0006087	LOC119551132|XP_037716246.1|DSUP	LOC118467026|XP_035792880.1|AALB
OG0006088	LOC119555518|XP_037722871.1|DSUP	LOC118467028|XP_035792886.1|AALB
OG0006089	LOC119556644|XP_037724904.1|DSUP	LOC118465684|XP_035790008.1|AALB
OG0006090	LOC119552967|XP_037718902.1|DSUP	LOC118465666|XP_035789978.1|AALB
OG0006091	LOC119552570|XP_037718122.1|DSUP	LOC118466903|XP_035792658.1|AALB
OG0006092	LOC119556349|XP_037724380.1|DSUP	LOC118463104|XP_035785304.1|AALB
OG0006093	LOC119551154|XP_037716276.1|DSUP	LOC118465967|XP_035790611.1|AALB
OG0006094	LOC119553665|XP_037720104.1|DSUP	LOC118465959|XP_035790592.1|AALB
OG0006095	LOC119549250|XP_037713084.1|DSUP	LOC118464175|XP_035787208.1|AALB
OG0006096	LOC119552190|XP_037717968.1|DSUP	LOC118464426|XP_035787682.1|AALB
OG0006097	LOC119553383|XP_037719663.1|DSUP	LOC118466459|XP_035791705.1|AALB
OG0006098	LOC119548747|XP_037712192.1|DSUP	LOC118466465|XP_035791716.1|AALB
OG0006099	LOC119551666|XP_037717046.1|DSUP	LOC118465437|XP_035789580.1|AALB
