Orthogroup	DSUP.longest_only	DALB.longest_only
OG0008021	LOC119556880|XP_037725283.1|DSUP	LOC117567977|XP_034104222.1|DALB
OG0008023	LOC119557081|XP_037725561.1|DSUP	LOC117571688|XP_034109832.1|DALB
OG0008024	LOC119557855|XP_037726770.1|DSUP	LOC117577814|XP_034118636.1|DALB
OG0008025	LOC119557220|XP_037725817.1|DSUP	LOC117572952|XP_034111819.1|DALB
OG0008026	LOC119556201|XP_037724082.1|DSUP	LOC117569464|XP_034106526.1|DALB
OG0008027	LOC119556785|XP_037725146.1|DSUP	LOC117578130|XP_034119227.1|DALB
OG0008028	LOC119545791|XP_037707594.1|DSUP	LOC117574756|XP_034114590.1|DALB
OG0008029	LOC119545647|XP_037707300.1|DSUP	LOC117576759|XP_034117695.1|DALB
OG0008030	LOC119560171|XP_037729458.1|DSUP	LOC117575067|XP_034115046.1|DALB
OG0008031	LOC119545954|XP_037707843.1|DSUP	LOC117564104|XP_034098641.1|DALB
OG0008033	LOC119549136|XP_037712839.1|DSUP	LOC117576502|XP_034117187.1|DALB
OG0008034	LOC119548290|XP_037711387.1|DSUP	LOC117566743|XP_034102181.1|DALB
OG0008035	LOC119556609|XP_037724850.1|DSUP	LOC117574590|XP_034114367.1|DALB
OG0008036	LOC119562351|XP_037731441.1|DSUP	LOC117576796|XP_034117747.1|DALB
OG0008037	LOC119550036|XP_037714404.1|DSUP	LOC117574052|XP_034113554.1|DALB
OG0008038	LOC119557726|XP_037726538.1|DSUP	LOC117572218|XP_034110789.1|DALB
OG0008041	LOC119556228|XP_037724174.1|DSUP	LOC117575858|XP_034116172.1|DALB
OG0008042	LOC119560850|XP_037730437.1|DSUP	LOC117576012|XP_034116410.1|DALB
OG0008043	LOC119556669|XP_037724954.1|DSUP	LOC117578283|XP_034119611.1|DALB
OG0008044	LOC119558049|XP_037727126.1|DSUP	LOC117568601|XP_034105248.1|DALB
OG0008045	LOC119557916|XP_037726852.1|DSUP	LOC117573806|XP_034113112.1|DALB
OG0008047	LOC119560097|XP_037729347.1|DSUP	LOC117575727|XP_034115961.1|DALB
OG0008049	LOC119560459|XP_037729846.1|DSUP	LOC117575722|XP_034115953.1|DALB
OG0008050	LOC119551033|XP_037716044.1|DSUP	LOC117574312|XP_034114012.1|DALB
OG0008051	LOC119561030|XP_037730784.1|DSUP	LOC117574241|XP_034113846.1|DALB
OG0008052	LOC119547622|XP_037710480.1|DSUP	LOC117575157|XP_034115151.1|DALB
OG0008053	LOC119554822|XP_037721824.1|DSUP, LOC119554262|XP_037721033.1|DSUP	LOC117573117|XP_034111934.1|DALB
OG0008054	LOC119556709|XP_037725033.1|DSUP	LOC117568318|XP_034104786.1|DALB
OG0008055	LOC119557299|XP_037725936.1|DSUP	LOC117573373|XP_034112405.1|DALB
OG0008056	LOC119557240|XP_037725852.1|DSUP	LOC117577696|XP_034118487.1|DALB
OG0008057	LOC119560492|XP_037729886.1|DSUP	LOC117574820|XP_034114680.1|DALB
OG0008058	LOC119549307|XP_037713196.1|DSUP	LOC117574332|XP_034114036.1|DALB
OG0008059	LOC119560702|XP_037730218.1|DSUP	LOC117576706|XP_034117612.1|DALB
OG0008060	LOC119550393|XP_037714975.1|DSUP	LOC117575013|XP_034114981.1|DALB
OG0008061	LOC119557169|XP_037725703.1|DSUP	LOC117577771|XP_034118578.1|DALB
OG0008062	LOC119557376|XP_037726048.1|DSUP	LOC117564381|XP_034098995.1|DALB
OG0008063	LOC119560851|XP_037730438.1|DSUP	LOC117576014|XP_034116411.1|DALB
OG0008064	LOC119557363|XP_037726032.1|DSUP	LOC117571737|XP_034109949.1|DALB
OG0008065	LOC119557974|XP_037726969.1|DSUP	LOC117573740|XP_034113013.1|DALB
OG0008066	LOC119558093|XP_037727232.1|DSUP	LOC117578185|XP_034119389.1|DALB
OG0008067	LOC119558354|XP_037727782.1|DSUP	LOC117578401|XP_034119750.1|DALB
OG0008068	LOC119557531|XP_037726232.1|DSUP	LOC117577639|XP_034118399.1|DALB
OG0008069	LOC119563219|XP_037732445.1|DSUP	LOC117574030|XP_034113515.1|DALB
OG0008071	LOC119556936|XP_037725356.1|DSUP	LOC117565610|XP_034100709.1|DALB
OG0008072	LOC119557329|XP_037725978.1|DSUP	LOC117578313|XP_034119657.1|DALB
OG0008073	LOC119557902|XP_037726836.1|DSUP	LOC117570667|XP_034108350.1|DALB
OG0008074	LOC119557932|XP_037726870.1|DSUP	LOC117577671|XP_034118450.1|DALB
OG0008075	LOC119551351|XP_037716599.1|DSUP	LOC117569185|XP_034106145.1|DALB
OG0008076	LOC119557778|XP_037726606.1|DSUP	LOC117578317|XP_034119663.1|DALB
OG0008077	LOC119560560|XP_037730006.1|DSUP	LOC117575637|XP_034115808.1|DALB
OG0008078	LOC119557076|XP_037725557.1|DSUP	LOC117563618|XP_034097913.1|DALB
OG0008079	LOC119557943|XP_037726890.1|DSUP	LOC117577707|XP_034118500.1|DALB
OG0008080	LOC119557893|XP_037726825.1|DSUP	LOC117566506|XP_034101974.1|DALB
OG0008081	LOC119558413|XP_037727874.1|DSUP	LOC117575169|XP_034115172.1|DALB
OG0008082	LOC119556429|XP_037724583.1|DSUP	LOC117576617|XP_034117418.1|DALB
OG0008083	LOC119560598|XP_037730051.1|DSUP	LOC117575405|XP_034115476.1|DALB
OG0008084	LOC119560034|XP_037729262.1|DSUP	LOC117573477|XP_034112597.1|DALB
OG0008085	LOC119563273|XP_037732523.1|DSUP	LOC117575121|XP_034115111.1|DALB
OG0008086	LOC119560558|XP_037729996.1|DSUP	LOC117575399|XP_034115465.1|DALB
OG0008087	LOC119556715|XP_037725041.1|DSUP	LOC117577989|XP_034118978.1|DALB
OG0008088	LOC119557874|XP_037726803.1|DSUP	LOC117565325|XP_034100259.1|DALB
OG0008089	LOC119554684|XP_037721614.1|DSUP	LOC117569822|XP_034107037.1|DALB
OG0008090	LOC119556276|XP_037724253.1|DSUP	LOC117577632|XP_034118390.1|DALB
OG0008091	LOC119558715|XP_037727985.1|DSUP	LOC117574178|XP_034113762.1|DALB
OG0008092	LOC119559820|XP_037728840.1|DSUP	LOC117576295|XP_034116838.1|DALB
OG0008093	LOC119558310|XP_037727640.1|DSUP	LOC117575911|XP_034116257.1|DALB
OG0008094	LOC119547539|XP_037710364.1|DSUP	LOC117565940|XP_034101217.1|DALB
OG0008095	LOC119556058|XP_037723797.1|DSUP	LOC117576905|XP_034117933.1|DALB
OG0008096	LOC119556336|XP_037724354.1|DSUP	LOC117578227|XP_034119496.1|DALB
OG0008097	LOC119558253|XP_037727508.1|DSUP	LOC117571375|XP_034109420.1|DALB
OG0008098	LOC119553654|XP_037720068.1|DSUP	LOC117571039|XP_034108898.1|DALB
OG0008099	LOC119553315|XP_037719569.1|DSUP	LOC117571271|XP_034109224.1|DALB
OG0008100	LOC119547101|XP_037709735.1|DSUP	LOC117573678|XP_034112902.1|DALB
OG0008101	LOC119558280|XP_037727583.1|DSUP	LOC117573784|XP_034113085.1|DALB
OG0008102	LOC119562950|XP_037732051.1|DSUP	LOC117575162|XP_034115155.1|DALB
OG0008103	LOC119558298|XP_037727618.1|DSUP	LOC117578194|XP_034119403.1|DALB
OG0008104	LOC119554960|XP_037722015.1|DSUP	LOC117572644|XP_034111513.1|DALB
OG0008106	LOC119552850|XP_037718652.1|DSUP	LOC117569992|XP_034107263.1|DALB
OG0008107	LOC119563328|XP_037732599.1|DSUP	LOC117575779|XP_034116037.1|DALB
OG0008108	LOC119556708|XP_037725032.1|DSUP	LOC117568317|XP_034104773.1|DALB
OG0008109	LOC119556863|XP_037725263.1|DSUP	LOC117565677|XP_034100840.1|DALB
OG0008110	LOC119556406|XP_037724519.1|DSUP	LOC117568877|XP_034105663.1|DALB
OG0008111	LOC119557087|XP_037725569.1|DSUP	LOC117577054|XP_034118090.1|DALB
OG0008112	LOC119556968|XP_037725406.1|DSUP	LOC117578053|XP_034119068.1|DALB
OG0008113	LOC119557716|XP_037726526.1|DSUP	LOC117565976|XP_034101274.1|DALB
OG0008114	LOC119557715|XP_037726525.1|DSUP	LOC117565959|XP_034101249.1|DALB
OG0008115	LOC119558285|XP_037727589.1|DSUP	LOC117570434|XP_034107986.1|DALB
OG0008116	LOC119558307|XP_037727637.1|DSUP	LOC117570482|XP_034108060.1|DALB
OG0008117	LOC119556032|XP_037723741.1|DSUP	LOC117577627|XP_034118387.1|DALB
OG0008118	LOC119557093|XP_037725583.1|DSUP	LOC117578005|XP_034118994.1|DALB
OG0008119	LOC119558279|XP_037727582.1|DSUP	LOC117578253|XP_034119564.1|DALB
OG0008120	LOC119556494|XP_037724681.1|DSUP	LOC117575116|XP_034115108.1|DALB
OG0008121	LOC119551704|XP_037717105.1|DSUP	LOC117568697|XP_034105398.1|DALB
OG0008122	LOC119557953|XP_037726916.1|DSUP	LOC117577995|XP_034118984.1|DALB
OG0008123	LOC119557198|XP_037725779.1|DSUP	LOC117568634|XP_034105318.1|DALB
OG0008124	LOC119555970|XP_037723623.1|DSUP	LOC117578327|XP_034119685.1|DALB
OG0008125	LOC119558405|XP_037727865.1|DSUP	LOC117567605|XP_034103587.1|DALB
OG0008126	LOC119555936|XP_037723568.1|DSUP	LOC117564826|XP_034099644.1|DALB
OG0008127	LOC119558196|XP_037727410.1|DSUP	LOC117578106|XP_034119174.1|DALB
OG0008128	LOC119556937|XP_037725357.1|DSUP	LOC117577650|XP_034118427.1|DALB
OG0008129	LOC119556331|XP_037724350.1|DSUP	LOC117569810|XP_034107057.1|DALB
OG0008130	LOC119557287|XP_037725905.1|DSUP	LOC117576981|XP_034118056.1|DALB
OG0008131	LOC119557674|XP_037726470.1|DSUP	LOC117571695|XP_034109883.1|DALB
OG0008132	LOC119553076|XP_037719137.1|DSUP	LOC117575930|XP_034116280.1|DALB
OG0008133	LOC119556645|XP_037724905.1|DSUP	LOC117576570|XP_034117317.1|DALB
OG0008134	LOC119555934|XP_037723562.1|DSUP	LOC117564721|XP_034099498.1|DALB
OG0008135	LOC119550771|XP_037715632.1|DSUP	LOC117573876|XP_034113244.1|DALB
OG0008136	LOC119546441|XP_037708644.1|DSUP	LOC117565408|XP_034100384.1|DALB
OG0008137	LOC119557121|XP_037725632.1|DSUP	LOC117578125|XP_034119213.1|DALB
OG0008138	LOC119552955|XP_037718866.1|DSUP	LOC117567392|XP_034103234.1|DALB
OG0008139	LOC119551297|XP_037716504.1|DSUP	LOC117577626|XP_034118383.1|DALB
OG0008140	LOC119558406|XP_037727866.1|DSUP	LOC117571844|XP_034110129.1|DALB
OG0008141	LOC119556341|XP_037724368.1|DSUP	LOC117566407|XP_034101816.1|DALB
OG0008142	LOC119556110|XP_037723909.1|DSUP	LOC117577541|XP_034118260.1|DALB
OG0008143	LOC119557729|XP_037726540.1|DSUP	LOC117575904|XP_034116244.1|DALB
OG0008144	LOC119551294|XP_037716501.1|DSUP	LOC117571085|XP_034108958.1|DALB
OG0008145	LOC119556471|XP_037724647.1|DSUP	LOC117563623|XP_034097956.1|DALB
OG0008146	LOC119557759|XP_037726582.1|DSUP	LOC117577777|XP_034118587.1|DALB
OG0008147	LOC119556430|XP_037724584.1|DSUP	LOC117577815|XP_034118640.1|DALB
OG0008148	LOC119557962|XP_037726933.1|DSUP	LOC117563597|XP_034097880.1|DALB
OG0008149	LOC119558091|XP_037727228.1|DSUP	LOC117574608|XP_034114790.1|DALB
OG0008150	LOC119557637|XP_037726399.1|DSUP	LOC117568701|XP_034105409.1|DALB
OG0008151	LOC119556883|XP_037725288.1|DSUP	LOC117578076|XP_034119112.1|DALB
OG0008152	LOC119557046|XP_037725519.1|DSUP	LOC117578214|XP_034119477.1|DALB
OG0008153	LOC119550395|XP_037714973.1|DSUP	LOC117571719|XP_034109911.1|DALB
OG0008154	LOC119553859|XP_037720440.1|DSUP	LOC117567478|XP_034103399.1|DALB
OG0008155	LOC119554635|XP_037721560.1|DSUP	LOC117569498|XP_034106573.1|DALB
OG0008157	LOC119560398|XP_037729758.1|DSUP	LOC117574326|XP_034114027.1|DALB
OG0008158	LOC119556712|XP_037725038.1|DSUP	LOC117567680|XP_034103697.1|DALB
OG0008159	LOC119554071|XP_037720743.1|DSUP	LOC117569487|XP_034106558.1|DALB
OG0008160	LOC119549131|XP_037712825.1|DSUP	LOC117569809|XP_034107016.1|DALB
OG0008161	LOC119552710|XP_037718388.1|DSUP	LOC117565836|XP_034101041.1|DALB
OG0008162	LOC119556120|XP_037723934.1|DSUP	LOC117578094|XP_034119152.1|DALB
OG0008163	LOC119552833|XP_037718616.1|DSUP	LOC117568098|XP_034104369.1|DALB
OG0008164	LOC119556205|XP_037724090.1|DSUP	LOC117568781|XP_034105513.1|DALB
OG0008165	LOC119557119|XP_037725628.1|DSUP	LOC117570275|XP_034107689.1|DALB
OG0008166	LOC119558033|XP_037727102.1|DSUP	LOC117577553|XP_034118274.1|DALB
OG0008167	LOC119557023|XP_037725491.1|DSUP	LOC117564321|XP_034098916.1|DALB
OG0008168	LOC119556808|XP_037725188.1|DSUP	LOC117564329|XP_034098929.1|DALB
OG0008169	LOC119557836|XP_037726740.1|DSUP	LOC117566948|XP_034102475.1|DALB
OG0008170	LOC119551224|XP_037716389.1|DSUP	LOC117570726|XP_034108439.1|DALB
OG0008171	LOC119558325|XP_037727669.1|DSUP	LOC117578073|XP_034119108.1|DALB
OG0008172	LOC119559930|XP_037729065.1|DSUP	LOC117575720|XP_034115950.1|DALB
OG0008173	LOC119546108|XP_037708122.1|DSUP	LOC117563850|XP_034098270.1|DALB
OG0008174	LOC119559406|XP_037728403.1|DSUP	LOC117572086|XP_034110573.1|DALB
OG0008175	LOC119558124|XP_037727284.1|DSUP	LOC117568172|XP_034104499.1|DALB
OG0008176	LOC119556337|XP_037724355.1|DSUP	LOC117578228|XP_034119497.1|DALB
OG0008177	LOC119556176|XP_037724026.1|DSUP	LOC117569103|XP_034106015.1|DALB
OG0008178	LOC119556256|XP_037724229.1|DSUP	LOC117565783|XP_034100954.1|DALB
OG0008179	LOC119557429|XP_037726109.1|DSUP	LOC117578286|XP_034119613.1|DALB
OG0008180	LOC119556274|XP_037724251.1|DSUP	LOC117577592|XP_034118330.1|DALB
OG0008181	LOC119556277|XP_037724255.1|DSUP	LOC117577795|XP_034118613.1|DALB
OG0008182	LOC119549072|XP_037712708.1|DSUP	LOC117568807|XP_034105559.1|DALB
OG0008183	LOC119551320|XP_037716544.1|DSUP	LOC117569867|XP_034107092.1|DALB
OG0008185	LOC119546271|XP_037708375.1|DSUP	LOC117573781|XP_034113078.1|DALB
OG0008186	LOC119551669|XP_037717050.1|DSUP	LOC117569174|XP_034106134.1|DALB
OG0008187	LOC119551670|XP_037717051.1|DSUP	LOC117569177|XP_034106137.1|DALB
OG0008188	LOC119548460|XP_037711656.1|DSUP	LOC117563478|XP_034097730.1|DALB
OG0008190	LOC119555346|XP_037722612.1|DSUP	LOC117569021|XP_034105901.1|DALB
OG0008191	LOC119557225|XP_037725833.1|DSUP	LOC117573080|XP_034111864.1|DALB
OG0008192	LOC119557331|XP_037725980.1|DSUP	LOC117565058|XP_034099900.1|DALB
OG0008193	LOC119556602|XP_037724842.1|DSUP	LOC117575334|XP_034115385.1|DALB
OG0008194	LOC119548467|XP_037711662.1|DSUP	LOC117564160|XP_034098718.1|DALB
OG0008195	LOC119559470|XP_037728509.1|DSUP	LOC117571856|XP_034110142.1|DALB
OG0008196	LOC119550367|XP_037714937.1|DSUP	LOC117567946|XP_034104135.1|DALB
OG0008197	LOC119554205|XP_037720933.1|DSUP	LOC117570218|XP_034107607.1|DALB
OG0008198	LOC119556563|XP_037724785.1|DSUP	LOC117571025|XP_034108880.1|DALB
OG0008199	LOC119558126|XP_037727286.1|DSUP	LOC117574641|XP_034114434.1|DALB
OG0008200	LOC119550576|XP_037715295.1|DSUP	LOC117568948|XP_034105779.1|DALB
OG0008201	LOC119554634|XP_037721559.1|DSUP	LOC117569497|XP_034106572.1|DALB
OG0008202	LOC119555635|XP_037723084.1|DSUP	LOC117571694|XP_034109879.1|DALB
OG0008203	LOC119554238|XP_037721000.1|DSUP	LOC117572503|XP_034111246.1|DALB
OG0008204	LOC119557615|XP_037726351.1|DSUP	LOC117564651|XP_034099404.1|DALB
OG0008205	LOC119557267|XP_037725881.1|DSUP	LOC117574669|XP_034114469.1|DALB
OG0008206	LOC119555465|XP_037722798.1|DSUP	LOC117571807|XP_034110068.1|DALB
OG0008208	LOC119551389|XP_037716642.1|DSUP	LOC117570166|XP_034107532.1|DALB
OG0008209	LOC119555095|XP_037722241.1|DSUP	LOC117565337|XP_034100278.1|DALB
OG0008210	LOC119554625|XP_037721549.1|DSUP	LOC117569167|XP_034106123.1|DALB
OG0008212	LOC119554086|XP_037720757.1|DSUP	LOC117568885|XP_034105676.1|DALB
OG0008213	LOC119556138|XP_037723961.1|DSUP	LOC117577759|XP_034118561.1|DALB
OG0008214	LOC119553625|XP_037720023.1|DSUP	LOC117567404|XP_034103254.1|DALB
OG0008215	LOC119557944|XP_037726892.1|DSUP	LOC117571946|XP_034110334.1|DALB
OG0008216	LOC119555643|XP_037723106.1|DSUP	LOC117572397|XP_034111068.1|DALB
OG0008217	LOC119556426|XP_037724573.1|DSUP	LOC117578285|XP_034119612.1|DALB
OG0008218	LOC119549268|XP_037713107.1|DSUP	LOC117570164|XP_034107529.1|DALB
OG0008219	LOC119557806|XP_037726664.1|DSUP	LOC117565745|XP_034100887.1|DALB
OG0008220	LOC119555877|XP_037723459.1|DSUP	LOC117578051|XP_034119065.1|DALB
OG0008221	LOC119545947|XP_037707824.1|DSUP	LOC117566212|XP_034101641.1|DALB
OG0008222	LOC119555679|XP_037723229.1|DSUP	LOC117570506|XP_034108093.1|DALB
OG0008223	LOC119552776|XP_037718514.1|DSUP	LOC117568247|XP_034104617.1|DALB
OG0008224	LOC119554055|XP_037720722.1|DSUP	LOC117571795|XP_034110050.1|DALB
OG0008225	LOC119558152|XP_037727319.1|DSUP	LOC117572291|XP_034110895.1|DALB
OG0008226	LOC119556947|XP_037725368.1|DSUP	LOC117568048|XP_034104286.1|DALB
OG0008227	LOC119553803|XP_037720353.1|DSUP	LOC117574405|XP_034114134.1|DALB
OG0008228	LOC119563099|XP_037732262.1|DSUP	LOC117575126|XP_034115118.1|DALB
OG0008229	LOC119545820|XP_037707643.1|DSUP	LOC117574672|XP_034114470.1|DALB
OG0008230	LOC119563490|XP_037732853.1|DSUP	LOC117575724|XP_034115957.1|DALB
OG0008232	LOC119553608|XP_037719994.1|DSUP	LOC117566386|XP_034101782.1|DALB
OG0008233	LOC119547195|XP_037709862.1|DSUP	LOC117564228|XP_034098809.1|DALB
OG0008234	LOC119550729|XP_037715560.1|DSUP	LOC117570450|XP_034107999.1|DALB
OG0008235	LOC119556811|XP_037725192.1|DSUP	LOC117564186|XP_034098755.1|DALB
OG0008236	LOC119559663|XP_037728640.1|DSUP	LOC117566979|XP_034102533.1|DALB
OG0008237	LOC119550787|XP_037715647.1|DSUP	LOC117571189|XP_034109117.1|DALB
OG0008238	LOC119553502|XP_037719850.1|DSUP	LOC117568178|XP_034104504.1|DALB
OG0008239	LOC119554900|XP_037721930.1|DSUP	LOC117567750|XP_034103829.1|DALB
OG0008240	LOC119551100|XP_037716207.1|DSUP	LOC117569973|XP_034107240.1|DALB
OG0008243	LOC119549549|XP_037713627.1|DSUP	LOC117567555|XP_034103505.1|DALB
OG0008244	LOC119560433|XP_037729800.1|DSUP	LOC117575692|XP_034115895.1|DALB
OG0008245	LOC119550061|XP_037714451.1|DSUP	LOC117568147|XP_034104446.1|DALB
OG0008246	LOC119550571|XP_037715289.1|DSUP	LOC117568921|XP_034105722.1|DALB
OG0008247	LOC119563199|XP_037732416.1|DSUP, LOC119563198|XP_037732415.1|DSUP	LOC117575853|XP_034116164.1|DALB
OG0008248	LOC119563310|XP_037732571.1|DSUP	LOC117574596|XP_034114371.1|DALB, LOC117576195|XP_034116679.1|DALB, LOC117574681|XP_034114478.1|DALB, LOC117574407|XP_034114136.1|DALB, LOC117574406|XP_034114135.1|DALB, LOC117576194|XP_034116678.1|DALB
OG0008249	LOC119562627|XP_037731786.1|DSUP	LOC117563758|XP_034098152.1|DALB, LOC117576654|XP_034117485.1|DALB
OG0008250	LOC119550406|XP_037714992.1|DSUP	LOC117567129|XP_034102830.1|DALB
OG0008251	LOC119552148|XP_037717874.1|DSUP	LOC117572698|XP_034111643.1|DALB
OG0008252	LOC119551738|XP_037717167.1|DSUP	LOC117567160|XP_034102864.1|DALB
OG0008253	LOC119551757|XP_037717212.1|DSUP	LOC117569603|XP_034106728.1|DALB
OG0008254	LOC119559033|XP_037728090.1|DSUP, LOC119555032|XP_037722107.1|DSUP	LOC117570716|XP_034108417.1|DALB
OG0008255	LOC119554726|XP_037721671.1|DSUP	LOC117566443|XP_034101865.1|DALB
OG0008256	LOC119549789|XP_037713982.1|DSUP	LOC117571058|XP_034108918.1|DALB
OG0008257	LOC119551189|XP_037716319.1|DSUP	LOC117576326|XP_034116888.1|DALB
OG0008258	LOC119547387|XP_037710163.1|DSUP, LOC119555946|XP_037723580.1|DSUP	LOC117565288|XP_034100207.1|DALB
OG0008259	LOC119547089|XP_037709716.1|DSUP	LOC117565520|XP_034100547.1|DALB, LOC117565519|XP_034100546.1|DALB
OG0008260	LOC119555194|XP_037722378.1|DSUP	LOC117571037|XP_034108890.1|DALB
OG0008261	LOC119551680|XP_037717067.1|DSUP	LOC117566941|XP_034102464.1|DALB
OG0008262	LOC119559389|XP_037728377.1|DSUP	LOC117570195|XP_034107573.1|DALB, LOC117570194|XP_034107572.1|DALB
OG0008263	LOC119550955|XP_037715910.1|DSUP, LOC119550957|XP_037715912.1|DSUP	LOC117568920|XP_034105721.1|DALB
OG0008264	LOC119551726|XP_037717156.1|DSUP	LOC117569844|XP_034107063.1|DALB
OG0008266	LOC119560293|XP_037729591.1|DSUP	LOC117573601|XP_034112787.1|DALB
OG0008267	LOC119545726|XP_037707471.1|DSUP	LOC117573283|XP_034112274.1|DALB
OG0008268	LOC119548699|XP_037712091.1|DSUP	LOC117566234|XP_034101673.1|DALB
OG0008269	LOC119547104|XP_037709734.1|DSUP	LOC117563754|XP_034098127.1|DALB
OG0008270	LOC119556374|XP_037724469.1|DSUP	LOC117578144|XP_034119253.1|DALB
OG0008271	LOC119553228|XP_037719424.1|DSUP	LOC117570751|XP_034108464.1|DALB
OG0008272	LOC119556192|XP_037724063.1|DSUP	LOC117577940|XP_034118842.1|DALB
OG0008273	LOC119563237|XP_037732471.1|DSUP	LOC117573617|XP_034112807.1|DALB
OG0008274	LOC119558017|XP_037727057.1|DSUP	LOC117577913|XP_034118802.1|DALB
OG0008275	LOC119558054|XP_037727132.1|DSUP	LOC117569073|XP_034105982.1|DALB
OG0008276	LOC119556185|XP_037724054.1|DSUP	LOC117578311|XP_034119650.1|DALB
OG0008277	LOC119557622|XP_037726375.1|DSUP	LOC117564131|XP_034098720.1|DALB
OG0008279	LOC119556473|XP_037724650.1|DSUP	LOC117574000|XP_034113450.1|DALB
OG0008280	LOC119557903|XP_037726837.1|DSUP	LOC117570258|XP_034107664.1|DALB
OG0008281	LOC119557530|XP_037726231.1|DSUP	LOC117573922|XP_034113330.1|DALB
OG0008282	LOC119556925|XP_037725339.1|DSUP	LOC117577848|XP_034118680.1|DALB
OG0008283	LOC119556616|XP_037724861.1|DSUP	LOC117571650|XP_034109778.1|DALB
OG0008284	LOC119559766|XP_037728807.1|DSUP	LOC117573129|XP_034111944.1|DALB
OG0008285	LOC119557706|XP_037726508.1|DSUP	LOC117577744|XP_034118546.1|DALB
OG0008286	LOC119557300|XP_037725937.1|DSUP	LOC117577710|XP_034118505.1|DALB
OG0008287	LOC119556725|XP_037725051.1|DSUP	LOC117577838|XP_034118669.1|DALB
OG0008288	LOC119559744|XP_037728731.1|DSUP	LOC117573638|XP_034112837.1|DALB
OG0008290	LOC119555988|XP_037723647.1|DSUP	LOC117577785|XP_034118601.1|DALB
OG0008291	LOC119558192|XP_037727401.1|DSUP	LOC117563933|XP_034098399.1|DALB
OG0008294	LOC119562888|XP_037731932.1|DSUP	LOC117574915|XP_034114853.1|DALB
OG0008295	LOC119556767|XP_037725121.1|DSUP	LOC117564014|XP_034098507.1|DALB
OG0008296	LOC119556353|XP_037724389.1|DSUP	LOC117577894|XP_034118767.1|DALB
OG0008297	LOC119556728|XP_037725058.1|DSUP	LOC117577841|XP_034118675.1|DALB
OG0008298	LOC119556960|XP_037725396.1|DSUP	LOC117573204|XP_034112093.1|DALB
OG0008300	LOC119556952|XP_037725379.1|DSUP	LOC117578029|XP_034119033.1|DALB
OG0008301	LOC119560797|XP_037730357.1|DSUP	LOC117574342|XP_034114053.1|DALB
OG0008302	LOC119557734|XP_037726547.1|DSUP	LOC117576300|XP_034116848.1|DALB
OG0008303	LOC119556624|XP_037724872.1|DSUP	LOC117574175|XP_034113759.1|DALB
OG0008304	LOC119556434|XP_037724591.1|DSUP	LOC117577787|XP_034118603.1|DALB, LOC117571301|XP_034109266.1|DALB
OG0008305	LOC119557686|XP_037726484.1|DSUP	LOC117578081|XP_034119167.1|DALB
OG0008306	LOC119557628|XP_037726385.1|DSUP	LOC117578183|XP_034119387.1|DALB
OG0008307	LOC119560782|XP_037730336.1|DSUP	LOC117573651|XP_034112865.1|DALB
OG0008308	LOC119545763|XP_037707536.1|DSUP	LOC117575485|XP_034115610.1|DALB
OG0008309	LOC119546945|XP_037709513.1|DSUP	LOC117565443|XP_034100425.1|DALB
OG0008310	LOC119555028|XP_037722102.1|DSUP	LOC117572222|XP_034110790.1|DALB
OG0008311	LOC119558057|XP_037727135.1|DSUP	LOC117577614|XP_034118355.1|DALB
OG0008312	LOC119560397|XP_037729754.1|DSUP	LOC117576320|XP_034116872.1|DALB
OG0008313	LOC119555879|XP_037723462.1|DSUP	LOC117572125|XP_034110647.1|DALB
OG0008314	LOC119550183|XP_037714648.1|DSUP	LOC117569831|XP_034107047.1|DALB
OG0008315	LOC119553547|XP_037719913.1|DSUP	LOC117569090|XP_034105998.1|DALB
OG0008317	LOC119560953|XP_037730620.1|DSUP	LOC117574308|XP_034114007.1|DALB
OG0008318	LOC119556483|XP_037724665.1|DSUP	LOC117576131|XP_034116587.1|DALB
OG0008319	LOC119550412|XP_037714998.1|DSUP	LOC117567007|XP_034102583.1|DALB
OG0008320	LOC119556197|XP_037724073.1|DSUP	LOC117577915|XP_034118804.1|DALB
OG0008321	LOC119560065|XP_037729300.1|DSUP	LOC117573795|XP_034113094.1|DALB
OG0008322	LOC119546823|XP_037709343.1|DSUP	LOC117565248|XP_034100151.1|DALB
OG0008323	LOC119549872|XP_037714103.1|DSUP	LOC117575011|XP_034114978.1|DALB
OG0008324	LOC119558164|XP_037727354.1|DSUP	LOC117578293|XP_034119628.1|DALB
OG0008325	LOC119555998|XP_037723657.1|DSUP	LOC117577988|XP_034118975.1|DALB
OG0008326	LOC119554895|XP_037721929.1|DSUP	LOC117575226|XP_034115245.1|DALB
OG0008327	LOC119551025|XP_037716011.1|DSUP	LOC117571402|XP_034109425.1|DALB
OG0008328	LOC119557410|XP_037726087.1|DSUP	LOC117569865|XP_034107094.1|DALB
OG0008330	LOC119550628|XP_037715385.1|DSUP	LOC117571354|XP_034109354.1|DALB
OG0008331	LOC119554965|XP_037722019.1|DSUP	LOC117569314|XP_034106317.1|DALB
OG0008332	LOC119554534|XP_037721414.1|DSUP	LOC117571123|XP_034109015.1|DALB
OG0008333	LOC119554792|XP_037721768.1|DSUP	LOC117569418|XP_034106456.1|DALB
OG0008334	LOC119553958|XP_037720579.1|DSUP	LOC117571153|XP_034109051.1|DALB
OG0008335	LOC119554656|XP_037721585.1|DSUP	LOC117570960|XP_034108794.1|DALB
